Time_Soln#23 (sec),Volume_Soln#23 (cm3),Volumetric_heat_production_rate_Soln#23 (erg/cm3-sec),Surface_temperature_Soln#23 (K),Temperature_Soln#23 (K),Mass_Soln#23 (g),Pressure_Soln#23 (atm),Mole_fraction_H2_Soln#23 (),Mole_fraction_H_Soln#23 (),Mole_fraction_CH4_Soln#23 (),Mole_fraction_CH3_Soln#23 (),Mole_fraction_C2H6_Soln#23 (),Mole_fraction_C2H5_Soln#23 (),Mole_fraction_C2H4_Soln#23 (),Mole_fraction_C2H3_Soln#23 (),Mole_fraction_C2H2_Soln#23 (),Mole_fraction_C3H8_Soln#23 (),Mole_fraction_IC3H7_Soln#23 (),Mole_fraction_NC3H7_Soln#23 (),Mole_fraction_C3H6_Soln#23 (),Mole_fraction_C3H5-A_Soln#23 (),Mole_fraction_C3H4-P_Soln#23 (),Mole_fraction_C3H4-A_Soln#23 (),Mole_fraction_C3H3_Soln#23 (),Mole_fraction_C3H2_Soln#23 (),Mole_fraction_PC4H9_Soln#23 (),Mole_fraction_IC4H10_Soln#23 (),Mole_fraction_IC4H9_Soln#23 (),Mole_fraction_TC4H9_Soln#23 (),Mole_fraction_IC4H8_Soln#23 (),Mole_fraction_IC4H7_Soln#23 (),Mole_fraction_C4H8-1_Soln#23 (),Mole_fraction_C4H71-3_Soln#23 (),Mole_fraction_C4H6_Soln#23 (),Mole_fraction_C4H5_Soln#23 (),Mole_fraction_C4H4_Soln#23 (),Mole_fraction_C4H2_Soln#23 (),Mole_fraction_C6H6_Soln#23 (),Mole_fraction_FULVENE_Soln#23 (),Mole_fraction_C5H6_Soln#23 (),Mole_fraction_C10H8_Soln#23 (),Mole_fraction_NEOC5H12_Soln#23 (),Mole_fraction_NC5H10_Soln#23 (),Mole_fraction_B1M2_Soln#23 (),Mole_fraction_LC5H8_Soln#23 (),Mole_fraction_NC7H14_Soln#23 (),Mole_fraction_IC8H17_Soln#23 (),Mole_fraction_IC8H16_Soln#23 (),Mole_fraction_DIMEPTD_Soln#23 (),Mole_fraction_C7H8_Soln#23 (),Mole_fraction_C7H7_Soln#23 (),Mole_fraction_C6H5C2H_Soln#23 (),Mole_fraction_C12H8_Soln#23 (),Mole_fraction_C14H10_Soln#23 (),Mole_fraction_BIN1B_Soln#23 (),Mole_fraction_NC10H20_Soln#23 (),Mole_fraction_IC12H26_Soln#23 (),Molecular_weight_Soln#23 (g/mole),Mass_density_Soln#23 (g/cm3),Unburned_hydrocarbons_Soln#23 (ppm),Volatile_organic_compounds_Soln#23 (ppm)
4.372017E-9,14.46995,-4.552679E13,1911.049,1911.049,7.990905E-4,1.0,0.8919161,0.007647731,5.932957E-5,0.007443961,6.621033E-6,0.001075785,0.001096963,1.588479E-4,4.814802E-6,1.048444E-5,6.578259E-5,6.411959E-4,0.004957855,0.001830267,2.599868E-6,5.659498E-4,3.939853E-6,1.695902E-9,7.823853E-4,9.129016E-5,0.01632754,0.01338918,0.009923862,0.00969294,6.808732E-4,2.620308E-4,0.001438921,3.619851E-6,2.036868E-7,4.914244E-10,3.979452E-6,1.626528E-9,5.554263E-8,1.756665E-12,9.636765E-6,4.029118E-4,5.663694E-7,2.929772E-5,2.774257E-4,4.552164E-6,0.01491831,6.540136E-5,0.007432005,2.646646E-5,8.914437E-15,4.966156E-16,1.52086E-10,1.299694E-19,0.006304679,2.344333E-4,8.660019,5.522415E-5,490117.8,490117.8
5.106017E-9,14.44431,-4.026632E13,1902.908,1902.908,7.990905E-4,1.0,0.8897293,0.007951116,7.305894E-5,0.008054016,8.469892E-6,0.00116719,0.001237518,1.815284E-4,6.497459E-6,1.367401E-5,7.847127E-5,6.737837E-4,0.005487349,0.00196631,3.638138E-6,6.773096E-4,5.023406E-6,2.595405E-9,8.188864E-4,1.079713E-4,0.01640914,0.01351435,0.01013611,0.01035127,7.308387E-4,2.487911E-4,0.001581373,4.857636E-6,2.503384E-7,7.055313E-10,4.865504E-6,2.559722E-9,7.915604E-8,2.837012E-12,1.216771E-5,4.180946E-4,7.542253E-7,3.45995E-5,2.959073E-4,3.058002E-6,0.01410525,7.629553E-5,0.007404824,3.175277E-5,1.82467E-14,1.06001E-15,2.139078E-10,2.600722E-19,0.006014291,1.587842E-4,8.638434,5.532216E-5,488896.2,488896.2
5.994334E-9,14.41733,-3.551135E13,1894.211,1894.211,7.990905E-4,1.0,0.8873644,0.008276438,9.08103E-5,0.008782596,1.091934E-5,0.001264254,0.001403161,2.083904E-4,8.842445E-6,1.791786E-5,9.337811E-5,7.041042E-4,0.006109852,0.00210868,5.157828E-6,8.109134E-4,6.464098E-6,4.023451E-9,8.51211E-4,1.278969E-4,0.01641734,0.01358949,0.01036962,0.01102475,7.833401E-4,2.35023E-4,0.001732705,6.534719E-6,3.093587E-7,1.028129E-9,5.985151E-6,4.058101E-9,1.132425E-7,4.696203E-12,1.547672E-5,4.319192E-4,1.014214E-6,4.09136E-5,3.150551E-4,2.021713E-6,0.01323888,8.893455E-5,0.007374125,3.827351E-5,3.850244E-14,2.296926E-15,3.038549E-10,5.324681E-19,0.005704547,1.032038E-4,8.615047,5.542571E-5,487572.6,487572.6
6.826848E-9,14.39515,-3.206998E13,1886.937,1886.937,7.990905E-4,1.0,0.8853597,0.008548675,1.085546E-4,0.009457359,1.341626E-5,0.001343809,0.001554878,2.332063E-4,1.134456E-5,2.223539E-5,1.06793E-4,7.254058E-4,0.006677445,0.002223954,6.848168E-6,9.342102E-4,7.939875E-6,5.737517E-9,8.722166E-4,1.462707E-4,0.01636253,0.01360508,0.01057351,0.01155929,8.261842E-4,2.239546E-4,0.001857529,8.266204E-6,3.673671E-7,1.396315E-9,7.077314E-6,5.861377E-9,1.505395E-7,7.113739E-12,1.880786E-5,4.415571E-4,1.289834E-6,4.672227E-5,3.304719E-4,1.458023E-6,0.01252355,1.002576E-4,0.007347,4.448508E-5,7.084425E-14,4.265935E-15,4.035189E-10,9.523196E-19,0.005447367,7.124905E-5,8.595186,5.551111E-5,486448.6,486448.6
7.676706E-9,14.37497,-2.923157E13,1880.2,1880.2,7.990905E-4,1.0,0.8834789,0.008799936,1.27754E-4,0.01013853,1.615969E-5,0.001415252,0.001706869,2.583307E-4,1.420184E-5,2.694496E-5,1.198657E-4,7.415354E-4,0.007242639,0.0023266,8.841634E-6,0.001057672,9.569267E-6,7.901377E-9,8.863089E-4,1.647036E-4,0.01626219,0.01358047,0.01077122,0.01202812,8.647608E-4,2.141389E-4,0.001971034,1.017665E-5,4.295313E-7,1.839923E-9,8.231465E-6,8.128562E-9,1.938282E-7,1.040013E-11,2.24241E-5,4.489439E-4,1.602598E-6,5.254011E-5,3.441897E-4,1.103776E-6,0.01187296,1.113217E-4,0.007320599,5.090795E-5,1.23158E-13,7.41094E-15,5.209093E-10,1.610264E-18,0.005211614,5.018099E-5,8.576521,5.558902E-5,485392.2,485392.2
8.59594E-9,14.35545,-2.670258E13,1873.553,1873.553,7.990905E-4,1.0,0.8815979,0.009045983,1.497314E-4,0.01086645,1.934367E-5,0.001482858,0.001868459,2.853726E-4,1.763724E-5,3.234456E-5,1.332582E-4,7.538611E-4,0.007838962,0.002423216,1.130291E-5,0.001188141,1.146886E-5,1.075672E-8,8.948486E-4,1.84257E-4,0.01611669,0.01351874,0.01097593,0.01246443,9.016313E-4,2.048985E-4,0.00208061,1.238889E-5,5.00479E-7,2.398311E-9,9.521054E-6,1.109223E-8,2.464451E-7,1.50667E-11,2.656564E-5,4.548312E-4,1.976006E-6,5.87045E-5,3.571522E-4,8.641715E-7,0.01124478,1.227576E-4,0.00729324,5.793077E-5,2.103297E-13,1.254827E-14,6.660107E-10,2.674397E-18,0.004981795,3.527672E-5,8.557823,5.566462E-5,484334.0,484334.0
9.818535E-9,14.3325,-2.395738E13,1865.552,1865.552,7.990905E-4,1.0,0.8792982,0.009337751,1.80867E-4,0.01181965,2.39227E-5,0.001559297,0.002079439,3.212282E-4,2.276301E-5,3.995589E-5,1.498412E-4,7.637578E-4,0.008609405,0.002532326,1.506467E-5,0.0013564,1.421152E-5,1.546207E-8,8.977318E-4,2.096286E-4,0.01588043,0.01339408,0.01123624,0.01295347,9.442594E-4,1.943915E-4,0.002208779,1.553903E-5,6.015194E-7,3.268948E-9,1.12972E-5,1.589631E-8,3.255234E-7,2.342661E-11,3.241704E-5,4.601598E-4,2.528001E-6,6.669731E-5,3.719491E-4,6.741438E-7,0.01050932,1.371668E-4,0.007258447,6.736558E-5,3.954661E-13,2.313382E-14,8.887325E-10,4.864101E-18,0.004709404,2.289437E-5,8.534919,5.575373E-5,483037.7,483037.7
1.078352E-8,14.31641,-2.215504E13,1859.799,1859.799,7.990905E-4,1.0,0.8776189,0.009543105,2.069405E-4,0.01255939,2.781315E-5,0.001610172,0.002243115,3.494774E-4,2.725869E-5,4.626351E-5,1.619446E-4,7.674398E-4,0.009200145,0.002605296,1.842235E-5,0.001484851,1.654639E-5,1.997116E-8,8.946617E-4,2.291365E-4,0.01566925,0.01326974,0.01143338,0.01328017,9.736369E-4,1.87261E-4,0.002298143,1.817297E-5,6.872469E-7,4.059615E-9,1.274429E-5,2.040824E-8,3.950922E-7,3.208728E-11,3.728959E-5,4.628706E-4,3.007258E-6,7.284194E-5,3.820191E-4,5.826916E-7,0.009995467,1.479373E-4,0.007232073,7.486875E-5,6.177682E-13,3.542747E-14,1.088899E-9,7.42482E-18,0.00451662,1.668654E-5,8.518162,5.581639E-5,482089.4,482089.4
1.190048E-8,14.29965,-2.036802E13,1853.661,1853.661,7.990905E-4,1.0,0.8758017,0.009756603,2.387266E-4,0.01340112,3.262133E-5,0.001659983,0.002429687,3.821238E-4,3.295908E-5,5.384667E-5,1.748968E-4,7.681377E-4,0.009865628,0.002677561,2.272857E-5,0.001628745,1.943114E-5,2.613739E-8,8.865558E-4,2.511451E-4,0.01540567,0.01310432,0.01165331,0.01360561,0.001003748,1.800451E-4,0.002390718,2.13636E-5,7.937298E-7,5.088296E-9,1.446494E-5,2.644513E-8,4.833006E-7,4.479224E-11,4.31837E-5,4.647922E-4,3.608696E-6,7.977692E-5,3.922213E-4,5.133295E-7,0.009461401,1.597856E-4,0.007202578,8.359569E-5,9.878412E-13,5.519653E-14,1.34785E-9,1.159717E-17,0.004313824,1.184596E-5,8.499996,5.58818E-5,481061.3,481061.3
1.320271E-8,14.28226,-1.859584E13,1847.104,1847.104,7.990905E-4,1.0,0.8738305,0.009976285,2.778995E-4,0.01436218,3.864351E-5,0.001707281,0.002643537,4.200846E-4,4.0278E-5,6.301028E-5,1.886228E-4,7.651565E-4,0.01061765,0.00274779,2.830341E-5,0.001790152,2.303344E-5,3.470236E-8,8.72355E-4,2.760335E-4,0.01508037,0.01288952,0.01189936,0.01392677,0.001034445,1.727836E-4,0.002486222,2.525042E-5,9.285684E-7,6.439658E-9,1.652776E-5,3.460554E-8,5.962914E-7,6.383814E-11,5.036509E-5,4.65803E-4,4.371291E-6,8.762723E-5,4.024787E-4,4.614922E-7,0.008907439,1.728175E-4,0.007169424,9.380323E-5,1.620009E-12,8.759617E-14,1.687158E-9,1.858045E-17,0.00410059,8.166108E-6,8.48025,5.594988E-5,479943.7,479943.7
1.479618E-8,14.26359,-1.677234E13,1839.824,1839.824,7.990905E-4,1.0,0.8716027,0.01020724,3.288229E-4,0.01550767,4.663072E-5,0.001751565,0.002900112,4.662953E-4,5.021662E-5,7.460413E-5,2.035253E-4,7.573088E-4,0.01150431,0.002816627,3.59083E-5,0.001978698,2.777715E-5,4.734837E-8,8.498987E-4,3.053713E-4,0.01466584,0.01260373,0.01218625,0.0142516,0.00106671,1.652499E-4,0.002587966,3.021237E-5,1.110586E-6,8.311655E-9,1.912709E-5,4.625119E-8,7.489897E-7,9.44485E-11,5.954791E-5,4.65746E-4,5.391006E-6,9.689888E-5,4.1307E-4,4.21684E-7,0.008312075,1.877056E-4,0.007130447,1.063059E-4,2.786388E-12,1.444513E-13,2.157775E-9,3.122281E-17,0.003867822,5.360291E-6,8.457879,5.602308E-5,478677.6,478677.6
1.563789E-8,14.25474,-1.592992E13,1836.265,1836.265,7.990905E-4,1.0,0.8704974,0.01031413,3.570061E-4,0.01609898,5.112843E-5,0.001769683,0.003033456,4.905516E-4,5.590049E-5,8.086372E-5,2.106093E-4,7.51731E-4,0.01195827,0.002846547,4.02604E-5,0.002074487,3.042588E-5,5.504769E-8,8.363828E-4,3.203786E-4,0.01444256,0.01244546,0.01233182,0.0143984,0.001081778,1.617637E-4,0.002636005,3.291066E-5,1.214797E-6,9.395357E-9,2.053052E-5,5.314161E-8,8.358884E-7,1.143397E-10,6.455106E-5,4.652907E-4,5.966692E-6,1.016521E-4,4.179341E-4,4.068193E-7,0.008028349,1.951319E-4,0.007110498,1.129025E-4,3.624379E-12,1.836912E-13,2.431185E-9,4.019947E-17,0.003755479,4.34854E-6,8.446759,5.605789E-5,478048.3,478048.3
1.677598E-8,14.24373,-1.489879E13,1831.728,1831.728,7.990905E-4,1.0,0.8690731,0.01044356,3.964793E-4,0.01688324,5.752085E-5,0.001789071,0.003211412,5.231272E-4,6.405877E-5,8.944473E-5,2.193785E-4,7.429692E-4,0.01255674,0.002880916,4.649886E-5,0.002200016,3.415779E-5,6.663393E-8,8.167843E-4,3.401402E-4,0.01413826,0.01222574,0.01252238,0.01457413,0.001100302,1.575033E-4,0.002695547,3.663076E-5,1.365036E-6,1.096241E-8,2.245866E-5,6.326724E-8,9.600644E-7,1.458455E-10,7.146049E-5,4.64321E-4,6.784323E-6,1.079247E-4,4.238243E-4,3.909013E-7,0.007673611,2.047217E-4,0.007084173,1.218015E-4,5.058104E-12,2.486132E-13,2.828285E-9,5.544186E-17,0.003613652,3.31939E-6,8.432405,5.610122E-5,477235.9,477235.9
1.836455E-8,14.22999,-1.363171E13,1825.87,1825.87,7.990905E-4,1.0,0.8672063,0.01059777,4.541184E-4,0.01794855,6.705056E-5,0.001807448,0.003455405,5.68069E-4,7.634493E-5,1.015942E-4,2.301707E-4,7.289244E-4,0.01336353,0.002918762,5.585859E-5,0.002367951,3.964332E-5,8.516247E-8,7.876234E-4,3.667222E-4,0.01371225,0.01191149,0.0127768,0.01478244,0.001123095,1.52293E-4,0.002769579,4.193869E-5,1.593462E-6,1.334024E-8,2.520373E-5,7.894199E-8,1.145889E-6,1.997111E-10,8.134092E-5,4.624434E-4,7.998184E-6,1.163923E-4,4.309023E-4,3.738507E-7,0.007226475,2.172921E-4,0.007048588,1.341643E-4,7.760527E-12,3.655656E-13,3.435409E-9,8.39564E-17,0.003432603,2.327166E-6,8.413551,5.615537E-5,476168.8,476168.8
2.010725E-8,14.21682,-1.242775E13,1820.0,1820.0,7.990905E-4,1.0,0.8653022,0.01073517,5.206143E-4,0.01907788,7.833323E-5,0.001817618,0.003717304,6.164969E-4,9.100449E-5,1.150731E-4,2.402426E-4,7.117823E-4,0.01421169,0.002948908,6.695142E-5,0.002543052,4.60097E-5,1.087886E-7,7.541832E-4,3.945702E-4,0.01324749,0.01156115,0.0130412,0.01497041,0.001144668,1.473832E-4,0.002840452,4.788251E-5,1.870238E-6,1.619522E-8,2.827935E-5,9.816814E-8,1.36591E-6,2.73812E-10,9.242995E-5,4.598724E-4,9.422355E-6,1.253096E-4,4.373722E-4,3.592098E-7,0.006790132,2.300682E-4,0.00701099,1.476186E-4,1.189595E-11,5.353169E-13,4.172238E-9,1.273584E-16,0.003253325,1.616893E-6,8.394269,5.620738E-5,475077.6,475077.6
2.100823E-8,14.2107,-1.186832E13,1817.168,1817.168,7.990905E-4,1.0,0.8643708,0.01079444,5.562793E-4,0.01964573,8.451182E-5,0.001819336,0.003850389,6.41116E-4,9.905775E-5,1.220762E-4,2.447885E-4,7.024206E-4,0.01463559,0.002960542,7.300607E-5,0.002630074,4.943583E-5,1.224058E-7,7.365917E-4,4.084414E-4,0.01300948,0.01137908,0.01317214,0.01505374,0.001154628,1.451186E-4,0.002873434,5.099356E-5,2.024435E-6,1.776895E-8,2.989307E-5,1.089244E-7,1.486071E-6,3.189725E-10,9.824154E-5,4.583872E-4,1.019482E-5,1.297727E-4,4.402605E-4,3.526473E-7,0.006583559,2.362854E-4,0.006992104,1.545206E-4,1.461347E-11,6.425612E-13,4.582146E-9,1.558271E-16,0.003167511,1.351796E-6,8.384818,5.62316E-5,474542.7,474542.7
