Time_Soln#20 (sec),Volume_Soln#20 (cm3),Volumetric_heat_production_rate_Soln#20 (erg/cm3-sec),Surface_temperature_Soln#20 (K),Temperature_Soln#20 (K),Mass_Soln#20 (g),Pressure_Soln#20 (atm),Mole_fraction_H2_Soln#20 (),Mole_fraction_H_Soln#20 (),Mole_fraction_CH4_Soln#20 (),Mole_fraction_CH3_Soln#20 (),Mole_fraction_C2H6_Soln#20 (),Mole_fraction_C2H5_Soln#20 (),Mole_fraction_C2H4_Soln#20 (),Mole_fraction_C2H3_Soln#20 (),Mole_fraction_C2H2_Soln#20 (),Mole_fraction_C3H8_Soln#20 (),Mole_fraction_NC3H7_Soln#20 (),Mole_fraction_C3H6_Soln#20 (),Mole_fraction_C3H5-A_Soln#20 (),Mole_fraction_C3H4-P_Soln#20 (),Mole_fraction_C3H4-A_Soln#20 (),Mole_fraction_C3H3_Soln#20 (),Mole_fraction_PC4H9_Soln#20 (),Mole_fraction_IC4H10_Soln#20 (),Mole_fraction_IC4H9_Soln#20 (),Mole_fraction_TC4H9_Soln#20 (),Mole_fraction_IC4H8_Soln#20 (),Mole_fraction_IC4H7_Soln#20 (),Mole_fraction_C4H8-1_Soln#20 (),Mole_fraction_C4H71-3_Soln#20 (),Mole_fraction_C4H6_Soln#20 (),Mole_fraction_C4H5_Soln#20 (),Mole_fraction_C4H4_Soln#20 (),Mole_fraction_C4H2_Soln#20 (),Mole_fraction_C6H6_Soln#20 (),Mole_fraction_FULVENE_Soln#20 (),Mole_fraction_C5H6_Soln#20 (),Mole_fraction_MCPTD_Soln#20 (),Mole_fraction_C10H8_Soln#20 (),Mole_fraction_NEOC5H12_Soln#20 (),Mole_fraction_NC5H10_Soln#20 (),Mole_fraction_B1M2_Soln#20 (),Mole_fraction_LC5H8_Soln#20 (),Mole_fraction_NC7H14_Soln#20 (),Mole_fraction_IC8H17_Soln#20 (),Mole_fraction_IC8H16_Soln#20 (),Mole_fraction_DIMEPTD_Soln#20 (),Mole_fraction_C7H8_Soln#20 (),Mole_fraction_C7H7_Soln#20 (),Mole_fraction_C6H5C2H_Soln#20 (),Mole_fraction_C12H8_Soln#20 (),Mole_fraction_C14H10_Soln#20 (),Mole_fraction_BIN1B_Soln#20 (),Mole_fraction_BIN1A_Soln#20 (),Mole_fraction_NC10H20_Soln#20 (),Mole_fraction_IC12H26_Soln#20 (),Molecular_weight_Soln#20 (g/mole),Mass_density_Soln#20 (g/cm3),Unburned_hydrocarbons_Soln#20 (ppm),Volatile_organic_compounds_Soln#20 (ppm)
2.899827E-7,14.48399,1.690375E11,1666.434,1666.434,8.60559E-4,1.0,0.8388477,0.00308816,0.01189864,0.0309148,0.004534152,4.908344E-4,0.01428286,6.296752E-4,0.001580464,5.704813E-4,7.632219E-5,0.03208556,0.001639232,9.462542E-4,0.005888966,3.762237E-4,3.332755E-5,7.245271E-4,4.007456E-4,4.09958E-4,0.01779493,0.01344034,0.001816117,6.381382E-5,0.003204037,2.075688E-4,8.345513E-5,5.135126E-7,3.119189E-4,4.111035E-6,4.753749E-5,1.78261E-4,9.392814E-8,4.064138E-4,3.686366E-4,2.728708E-4,5.902071E-4,4.752495E-4,6.939003E-8,0.002029209,7.500062E-4,0.00610561,5.894542E-4,2.823914E-8,1.539593E-9,1.785246E-7,9.763027E-13,5.459249E-12,9.500276E-4,5.747898E-8,8.124541,5.941451E-5,459812.1,459812.1
2.9666E-7,14.49087,1.722545E11,1666.721,1666.721,8.60559E-4,1.0,0.838523,0.003052655,0.01216833,0.03073317,0.004638412,4.865421E-4,0.01446053,6.242803E-4,0.001611947,5.752596E-4,7.461482E-5,0.03211575,0.001635022,9.713669E-4,0.005989755,3.856135E-4,3.252867E-5,7.199868E-4,3.841011E-4,3.928637E-4,0.01778673,0.01338238,0.001829848,6.270633E-5,0.003214645,2.091003E-4,8.656768E-5,5.383966E-7,3.171201E-4,4.252851E-6,4.890884E-5,1.816779E-4,9.865525E-8,4.014678E-4,3.621834E-4,2.780467E-4,5.924201E-4,4.705177E-4,6.57989E-8,0.00195057,7.449609E-4,0.00609611,5.93569E-4,2.984257E-8,1.651342E-9,1.82129E-7,1.036386E-12,5.79786E-12,9.172877E-4,4.757344E-8,8.12208,5.938629E-5,459672.8,459672.8
3.019928E-7,14.49632,1.745515E11,1666.954,1666.954,8.60559E-4,1.0,0.8382682,0.003025431,0.01238238,0.0305881,0.004720477,4.831814E-4,0.01460082,6.201263E-4,0.001636908,5.789709E-4,7.330161E-5,0.03213743,0.001631672,9.91489E-4,0.006069833,3.931336E-4,3.191091E-5,7.163489E-4,3.715715E-4,3.799903E-4,0.0177795,0.01333455,0.001840469,6.18472E-5,0.003222852,2.102748E-4,8.907573E-5,5.58773E-7,3.212406E-4,4.367196E-6,5.00104E-5,1.843776E-4,1.02516E-7,3.974696E-4,3.570487E-4,2.820801E-4,5.940901E-4,4.667047E-4,6.308041E-8,0.001889893,7.408317E-4,0.006088646,5.967787E-4,3.11568E-8,1.744245E-9,1.849696E-7,1.085676E-12,6.075815E-12,8.919714E-4,4.088346E-8,8.120162,5.936397E-5,459564.3,459564.3
3.058607E-7,14.50024,1.760799E11,1667.125,1667.125,8.60559E-4,1.0,0.8380858,0.003006273,0.01253688,0.03048294,0.004779336,4.807785E-4,0.0147017,6.171969E-4,0.001654916,5.816059E-4,7.237558E-5,0.03215188,0.001629249,0.00100612,0.006127677,3.985998E-4,3.147351E-5,7.137051E-4,3.628753E-4,3.710528E-4,0.01777391,0.01329904,0.001847984,6.123751E-5,0.003228661,2.111005E-4,9.090691E-5,5.738335E-7,3.242113E-4,4.450726E-6,5.081291E-5,1.863192E-4,1.053641E-7,3.945462E-4,3.533368E-4,2.849499E-4,5.952491E-4,4.639222E-4,6.118697E-8,0.001847028,7.37785E-4,0.006083299,5.990658E-4,3.212885E-8,1.813688E-9,1.870094E-7,1.12215E-12,6.281588E-12,8.740562E-4,3.661759E-8,8.118796,5.93479E-5,459487.0,459487.0
3.095821E-7,14.504,1.774492E11,1667.291,1667.291,8.60559E-4,1.0,0.8379122,0.002988282,0.01268495,0.03038187,0.004835442,4.784928E-4,0.01479809,6.144432E-4,0.001672168,5.840972E-4,7.150468E-5,0.0321648,0.001626923,0.001020226,0.006183141,4.038686E-4,3.106079E-5,7.111581E-4,3.547998E-4,3.627513E-4,0.01776826,0.01326425,0.001855065,6.066116E-5,0.00323414,2.118747E-4,9.267817E-5,5.885482E-7,3.270555E-4,4.531561E-6,5.158785E-5,1.881741E-4,1.081427E-7,3.917169E-4,3.497762E-4,2.876671E-4,5.96324E-4,4.612325E-4,5.942448E-8,0.001806672,7.348148E-4,0.006078206,6.012349E-4,3.307911E-8,1.882153E-9,1.88956E-7,1.157816E-12,6.482873E-12,8.571647E-4,3.292661E-8,8.117501,5.933253E-5,459413.7,459413.7
3.118677E-7,14.50629,1.782437E11,1667.393,1667.393,8.60559E-4,1.0,0.8378065,0.002977439,0.0127756,0.03031986,0.004869647,4.771011E-4,0.01485697,6.127828E-4,0.001682729,5.856063E-4,7.097922E-5,0.03217228,0.001625498,0.001028904,0.006217112,4.071092E-4,3.081113E-5,7.095925E-4,3.49975E-4,3.577907E-4,0.01776466,0.01324259,0.001859342,6.031202E-5,0.003237452,2.123406E-4,9.377055E-5,5.976953E-7,3.287958E-4,4.581434E-6,5.206519E-5,1.893068E-4,1.09868E-7,3.899718E-4,3.47595E-4,2.893146E-4,5.969651E-4,4.595749E-4,5.836978E-8,0.001782308,7.329725E-4,0.006075101,6.025522E-4,3.367008E-8,1.925014E-9,1.901439E-7,1.179999E-12,6.608102E-12,8.469548E-4,3.084326E-8,8.116715,5.932314E-5,459369.2,459369.2
3.151965E-7,14.50963,1.793408E11,1667.543,1667.543,8.60559E-4,1.0,0.8376537,0.002961918,0.01290725,0.03022964,0.004919123,4.750902E-4,0.01494229,6.104056E-4,0.001698064,5.87776E-4,7.022637E-5,0.03218257,0.001623426,0.001041562,0.006266461,4.118354E-4,3.045255E-5,7.073109E-4,3.431238E-4,3.507455E-4,0.01775925,0.01321064,0.001865475,5.980995E-5,0.003242205,2.130061E-4,9.53676E-5,6.11167E-7,3.313214E-4,4.654377E-6,5.276226E-5,1.909478E-4,1.124064E-7,3.874209E-4,3.444261E-4,2.916852E-4,5.978732E-4,4.571536E-4,5.687028E-8,0.001747388,7.302657E-4,0.006070612,6.044509E-4,3.454081E-8,1.988548E-9,1.918639E-7,1.212686E-12,6.792668E-12,8.323045E-4,2.803826E-8,8.115582,5.930953E-5,459305.1,459305.1
3.183611E-7,14.51278,1.80321E11,1667.687,1667.687,8.60559E-4,1.0,0.8375097,0.002947448,0.01303198,0.030144,0.004965784,4.731953E-4,0.01502294,6.081901E-4,0.001712593,5.898083E-4,6.952389E-5,0.0321917,0.00162146,0.001053616,0.006313236,4.163357E-4,3.011706E-5,7.051406E-4,3.367954E-4,3.442369E-4,0.01775392,0.01317984,0.001871201,5.933951E-5,0.003246646,2.136249E-4,9.689254E-5,6.241401E-7,3.337129E-4,4.72406E-6,5.342705E-5,1.924982E-4,1.148481E-7,3.849864E-4,3.414227E-4,2.939072E-4,5.987091E-4,4.548441E-4,5.548368E-8,0.001714798,7.276674E-4,0.006066378,6.062346E-4,3.537971E-8,2.050183E-9,1.93488E-7,1.244177E-12,6.970533E-12,8.186136E-4,2.56041E-8,8.114518,5.929665E-5,459244.8,459244.8
3.233637E-7,14.51773,1.817534E11,1667.915,1667.915,8.60559E-4,1.0,0.8372846,0.00292512,0.01322834,0.03000893,0.005038806,4.70232E-4,0.01514951,6.047739E-4,0.001735465,5.929614E-4,6.843883E-5,0.03220489,0.001618361,0.001072713,0.006386893,4.23464E-4,2.959708E-5,7.01708E-4,3.271404E-4,3.34305E-4,0.01774516,0.01313033,0.001880046,5.860908E-5,0.003253517,2.145761E-4,9.931608E-5,6.44978E-7,3.374748E-4,4.834873E-6,5.448207E-5,1.949294E-4,1.187646E-7,3.811216E-4,3.366943E-4,2.973571E-4,5.999771E-4,4.511796E-4,5.336622E-8,0.001664466,7.235129E-4,0.006059753,6.090129E-4,3.672796E-8,2.150084E-9,1.96034E-7,1.294781E-12,7.256453E-12,7.974322E-4,2.217246E-8,8.112861,5.927642E-5,459151.1,459151.1
3.294382E-7,14.5237,1.833142E11,1668.195,1668.195,8.60559E-4,1.0,0.8370153,0.002898855,0.0134654,0.02984549,0.005126265,4.666841E-4,0.01530174,6.007631E-4,0.001763086,5.966945E-4,6.716122E-5,0.03221893,0.001614614,0.00109597,0.006475859,4.321433E-4,2.898208E-5,6.975388E-4,3.159546E-4,3.227958E-4,0.01773397,0.01306892,0.00189045,5.774311E-5,0.003261619,2.156875E-4,1.022798E-4,6.708278E-7,3.420127E-4,4.970508E-6,5.576998E-5,1.978493E-4,1.236148E-7,3.764054E-4,3.309868E-4,3.014434E-4,6.014316E-4,4.467099E-4,5.091182E-8,0.001605247,7.183957E-4,0.006051814,6.123205E-4,3.840183E-8,2.275508E-9,1.990912E-7,1.357585E-12,7.611454E-12,7.724502E-4,1.86072E-8,8.11089,5.925207E-5,459039.5,459039.5
3.334321E-7,14.52759,1.84242E11,1668.381,1668.381,8.60559E-4,1.0,0.8368405,0.002882063,0.01362047,0.02973842,0.005183053,4.643798E-4,0.01540097,5.982053E-4,0.001781161,5.990933E-4,6.634396E-5,0.03222704,0.001612158,0.001111302,0.006534067,4.37864E-4,2.85871E-5,6.947977E-4,3.089003E-4,3.155361E-4,0.0177263,0.0130278,0.001897093,5.718576E-5,0.003266806,2.163929E-4,1.042408E-4,6.881528E-7,3.449789E-4,5.060325E-6,5.662086E-5,1.997497E-4,1.268607E-7,3.73293E-4,3.272558E-4,3.040692E-4,6.023387E-4,4.437605E-4,4.936436E-8,0.001567412,7.149907E-4,0.006046655,6.144572E-4,3.952449E-8,2.360463E-9,2.010813E-7,1.399686E-12,7.849526E-12,7.564528E-4,1.657586E-8,8.109616,5.923619E-5,458967.4,458967.4
3.39164E-7,14.53314,1.854478E11,1668.648,1668.648,8.60559E-4,1.0,0.8365928,0.002858587,0.01384191,0.02958534,0.005263574,4.611103E-4,0.01554222,5.9464E-4,0.001806988,6.024604E-4,6.520111E-5,0.03223718,0.001608648,0.001133362,0.006617207,4.460941E-4,2.803269E-5,6.908652E-4,2.991644E-4,3.055151E-4,0.01771487,0.01296779,0.001906358,5.640186E-5,0.00327406,2.173712E-4,1.070718E-4,7.134769E-7,3.492124E-4,5.190104E-6,5.784774E-5,2.024499E-4,1.315991E-7,3.688133E-4,3.219328E-4,3.077537E-4,6.035743E-4,4.395148E-4,4.723074E-8,0.001514595,7.10052E-4,0.006039333,6.174727E-4,4.116666E-8,2.485887E-9,2.039105E-7,1.46123E-12,8.19766E-12,7.340697E-4,1.403544E-8,8.10782,5.921357E-5,458865.7,458865.7
3.428621E-7,14.5367,1.861526E11,1668.822,1668.822,8.60559E-4,1.0,0.8364348,0.00284381,0.0139841,0.02948698,0.005314916,4.590233E-4,0.01563264,5.924036E-4,0.001823581,6.045867E-4,6.448179E-5,0.03224282,0.001606391,0.001147628,0.006670592,4.514161E-4,2.768251E-5,6.883296E-4,2.931118E-4,2.992845E-4,0.01770725,0.01292848,0.00191217,5.590576E-5,0.003278624,2.179816E-4,1.089084E-4,7.301029E-7,3.519294E-4,5.274374E-6,5.864282E-5,2.041749E-4,1.347065E-7,3.659169E-4,3.185192E-4,3.100788E-4,6.043313E-4,4.367687E-4,4.590636E-8,0.00148142,7.068353E-4,0.00603466,6.193873E-4,4.224554E-8,2.56901E-9,2.057194E-7,1.501633E-12,8.426282E-12,7.199793E-4,1.260298E-8,8.106679,5.919908E-5,458801.2,458801.2
3.480393E-7,14.54164,1.870495E11,1669.066,1669.066,8.60559E-4,1.0,0.8362162,0.002823585,0.01418226,0.02934983,0.005386003,4.561299E-4,0.01575831,5.893538E-4,0.001846724,6.075039E-4,6.349752E-5,0.03224958,0.001603242,0.001167646,0.006744994,4.588833E-4,2.720179E-5,6.847826E-4,2.849219E-4,2.908528E-4,0.01769626,0.01287269,0.00192009,5.522349E-5,0.003284864,2.188094E-4,1.11493E-4,7.537615E-7,3.557146E-4,5.393057E-6,5.976063E-5,2.065673E-4,1.391237E-7,3.618555E-4,3.137686E-4,3.132657E-4,6.053396E-4,4.329166E-4,4.411787E-8,0.001436134,7.022949E-4,0.00602818,6.220281E-4,4.378179E-8,2.688323E-9,2.082308E-7,1.559116E-12,8.751648E-12,7.007028E-4,1.083551E-8,8.105106,5.917894E-5,458712.2,458712.2
3.526989E-7,14.54607,1.87773E11,1669.287,1669.287,8.60559E-4,1.0,0.8360218,0.00280582,0.01435972,0.02922698,0.005449198,4.53553E-4,0.01587052,5.86687E-4,0.00186747,6.100714E-4,6.26335E-5,0.03225456,0.001600419,0.001185705,0.006811617,4.656198E-4,2.677834E-5,6.815936E-4,2.778183E-4,2.835388E-4,0.01768607,0.01282176,0.001927007,5.462128E-5,0.003290334,2.195282E-4,1.138321E-4,7.75437E-7,3.591031E-4,5.500568E-6,6.077133E-5,2.086979E-4,1.431666E-7,3.58196E-4,3.095224E-4,3.160665E-4,6.061971E-4,4.294432E-4,4.257091E-8,0.001396502,6.981739E-4,0.00602241,6.243666E-4,4.519031E-8,2.798664E-9,2.104705E-7,1.611765E-12,9.049742E-12,6.837911E-4,9.453946E-9,8.103714,5.916094E-5,458633.4,458633.4
3.571735E-7,14.55029,1.883983E11,1669.499,1669.499,8.60559E-4,1.0,0.8358372,0.00278913,0.01452936,0.02910955,0.005509196,4.511017E-4,0.01597748,5.84193E-4,0.00188732,6.124862E-4,6.182241E-5,0.03225841,0.001597719,0.001203087,0.006875292,4.721033E-4,2.63796E-5,6.785348E-4,2.712214E-4,2.767459E-4,0.01767602,0.01277223,0.001933465,5.405314E-5,0.003295461,2.201959E-4,1.160896E-4,7.965947E-7,3.623414E-4,5.604427E-6,6.174607E-5,2.107236E-4,1.471096E-7,3.546795E-4,3.054718E-4,3.186965E-4,6.069775E-4,4.261031E-4,4.113877E-8,0.001359418,6.941881E-4,0.006016923,6.265793E-4,4.656615E-8,2.907288E-9,2.126036E-7,1.663137E-12,9.340685E-12,6.679296E-4,8.290112E-9,8.102396,5.914379E-5,458558.8,458558.8
3.621437E-7,14.55494,1.89017E11,1669.737,1669.737,8.60559E-4,1.0,0.8356344,0.002771,0.01471689,0.02897976,0.00557505,4.484048E-4,0.0160954,5.814973E-4,0.001909289,6.151112E-4,6.094223E-5,0.03226163,0.001594732,0.001222438,0.006945663,4.793211E-4,2.594553E-5,6.751421E-4,2.641395E-4,2.694534E-4,0.01766456,0.01271653,0.001940426,5.343347E-5,0.003301012,2.209119E-4,1.1861E-4,8.204933E-7,3.659205E-4,5.720488E-6,6.283356E-5,2.129502E-4,1.515599E-7,3.507727E-4,3.010048E-4,3.215495E-4,6.077956E-4,4.22389E-4,3.960702E-8,0.001319325,6.897304E-4,0.006010889,6.289998E-4,4.812138E-8,3.031051E-9,2.149529E-7,1.721134E-12,9.669245E-12,6.507387E-4,7.162347E-9,8.100955,5.912487E-5,458477.2,458477.2
3.675112E-7,14.55993,1.89602E11,1669.994,1669.994,8.60559E-4,1.0,0.8354181,0.002751875,0.01491836,0.02884039,0.005645249,4.45522E-4,0.01622172,5.786704E-4,0.001932924,6.178797E-4,6.001516E-5,0.03226393,0.00159152,0.001243387,0.007021236,4.871353E-4,2.548684E-5,6.714844E-4,2.567651E-4,2.618593E-4,0.01765186,0.0126556,0.0019477,5.277723E-5,0.003306842,2.216556E-4,1.213467E-4,8.467738E-7,3.69765E-4,5.846645E-6,6.401364E-5,2.15327E-4,1.5645E-7,3.465549E-4,2.9622E-4,3.245506E-4,6.086236E-4,4.183747E-4,3.801935E-8,0.001277287,6.848836E-4,0.006004441,6.315712E-4,4.983304E-8,3.168409E-9,2.17467E-7,1.784871E-12,1.003042E-11,6.326636E-4,6.113546E-9,8.099425,5.910459E-5,458390.6,458390.6
3.741274E-7,14.56604,1.902153E11,1670.312,1670.312,8.60559E-4,1.0,0.8351552,0.00272891,0.01516523,0.02866976,0.005730495,4.420089E-4,0.01637599,5.752996E-4,0.001961934,6.212009E-4,5.890417E-5,0.03226513,0.001587582,0.001269281,0.007113786,4.967941E-4,2.493518E-5,6.66986E-4,2.480386E-4,2.528726E-4,0.01763575,0.01257945,0.001956326,5.198602E-5,0.003313801,2.225316E-4,1.247406E-4,8.798386E-7,3.744754E-4,6.003291E-6,6.54762E-5,2.18217E-4,1.62598E-7,3.413608E-4,2.903793E-4,3.28138E-4,6.095678E-4,4.134242E-4,3.615217E-8,0.001227199,6.788673E-4,0.005996588,6.346827E-4,5.198868E-8,3.343021E-9,2.205343E-7,1.86499E-12,1.048457E-11,6.110563E-4,5.024971E-9,8.097573,5.907983E-5,458285.8,458285.8
3.804456E-7,14.57181,1.906955E11,1670.617,1670.617,8.60559E-4,1.0,0.8349079,0.002707576,0.01539947,0.02850805,0.00581058,4.386946E-4,0.01652185,5.721934E-4,0.001989515,6.242795E-4,5.78748E-5,0.03226468,0.001583844,0.001294079,0.00720153,5.060452E-4,2.442211E-5,6.627018E-4,2.400596E-4,2.44656E-4,0.01761993,0.01250572,0.001964217,5.124818E-5,0.003320216,2.233269E-4,1.280022E-4,9.121155E-7,3.789444E-4,6.154048E-6,6.688111E-5,2.209355E-4,1.685956E-7,3.364092E-4,2.848634E-4,3.314485E-4,6.103928E-4,4.086968E-4,3.44575E-8,0.001181109,6.730834E-4,0.005989185,6.375955E-4,5.409528E-8,3.515349E-9,2.234315E-7,1.943116E-12,1.092757E-11,5.911011E-4,4.164597E-9,8.09584,5.905641E-5,458187.7,458187.7
3.997868E-7,14.58919,1.916193E11,1671.554,1671.554,8.60559E-4,1.0,0.8341722,0.002645508,0.0161076,0.02802072,0.006048011,4.287784E-4,0.01695991,5.63302E-4,0.00207327,6.331693E-4,5.489873E-5,0.0322543,0.001572538,0.001370404,0.007466241,5.345247E-4,2.292891E-5,6.496665E-4,2.175429E-4,2.214716E-4,0.01756899,0.01227443,0.00198637,4.908928E-5,0.00333854,2.255254E-4,1.381059E-4,1.015177E-6,3.924567E-4,6.62238E-6,7.123091E-5,2.29007E-4,1.87732E-7,3.213345E-4,2.683649E-4,3.409049E-4,6.12484E-4,3.942493E-4,2.975597E-8,0.001049895,6.551928E-4,0.005967068,6.461813E-4,6.083721E-8,4.077105E-9,2.321188E-7,2.191929E-12,1.23392E-11,5.338677E-4,2.330581E-9,8.090734,5.898607E-5,457898.8,457898.8
4.05242E-7,14.59401,1.917469E11,1671.819,1671.819,8.60559E-4,1.0,0.8339703,0.002628807,0.01630493,0.02788542,0.006112918,4.260413E-4,0.01708123,5.609483E-4,0.002096722,6.355365E-4,5.410376E-5,0.03224909,0.001569388,0.001392039,0.007539825,5.425998E-4,2.252766E-5,6.460139E-4,2.116637E-4,2.154194E-4,0.017554,0.01220782,0.00199209,4.850605E-5,0.003343366,2.260837E-4,1.409867E-4,1.045419E-6,3.962234E-4,6.756293E-6,7.247105E-5,2.312149E-4,1.933457E-7,3.171129E-4,2.638212E-4,3.433907E-4,6.129616E-4,3.901869E-4,2.85516E-8,0.001015439,6.501078E-4,0.005960973,6.485174E-4,6.282008E-8,4.245082E-9,2.345219E-7,2.264733E-12,1.275246E-11,5.187233E-4,1.976072E-9,8.089345,5.896659E-5,457820.2,457820.2
4.308713E-7,14.61619,1.916984E11,1673.067,1673.067,8.60559E-4,1.0,0.8330525,0.002554443,0.0172183,0.02726266,0.006406221,4.13511E-4,0.01763873,5.506722E-4,0.002205994,6.458847E-4,5.060213E-5,0.03221259,0.001554822,0.001494251,0.007879034,5.807683E-4,2.074945E-5,6.290136E-4,1.864274E-4,1.894512E-4,0.01748026,0.01188817,0.002016042,4.590411E-5,0.003364175,2.283687E-4,1.546894E-4,1.19447E-6,4.136716E-4,7.395633E-6,7.837366E-5,2.411811E-4,2.210293E-7,2.975206E-4,2.431514E-4,3.540403E-4,6.146024E-4,3.712262E-4,2.351776E-8,8.67284E-4,6.260886E-4,0.005933111,6.590324E-4,7.26242E-8,5.091915E-9,2.455561E-7,2.622067E-12,1.478189E-11,4.529631E-4,9.030955E-10,8.083098,5.88771E-5,457466.6,457466.6
4.438853E-7,14.62717,1.913242E11,1673.701,1673.701,8.60559E-4,1.0,0.8326047,0.002518982,0.01767367,0.02695456,0.006548087,4.073461E-4,0.01791428,5.45886E-4,0.00226096,6.506786E-4,4.895786E-5,0.03218718,0.001547577,0.001546479,0.00804712,6.002851E-4,1.990894E-5,6.2049E-4,1.749442E-4,1.776428E-4,0.01744094,0.01172228,0.002026461,4.46638E-5,0.003373645,2.293283E-4,1.617459E-4,1.274583E-6,4.223812E-4,7.726444E-6,8.141783E-5,2.459853E-4,2.359317E-7,2.877529E-4,2.330948E-4,3.588214E-4,6.15084E-4,3.617014E-4,2.131193E-8,8.000459E-4,6.138581E-4,0.005919424,6.641024E-4,7.791563E-8,5.559062E-9,2.510084E-7,2.813057E-12,1.586724E-11,4.227244E-4,6.039002E-10,8.080089,5.88329E-5,457296.3,457296.3
4.543377E-7,14.63586,1.908787E11,1674.209,1674.209,8.60559E-4,1.0,0.8322534,0.002491491,0.01803541,0.02671105,0.006658721,4.024868E-4,0.01813207,5.42223E-4,0.002304877,6.543173E-4,4.769622E-5,0.03216375,0.001541833,0.001588569,0.008180062,6.160208E-4,1.926198E-5,6.137009E-4,1.662928E-4,1.687508E-4,0.01740856,0.01158765,0.002034029,4.370416E-5,0.003380755,2.300074E-4,1.674576E-4,1.341106E-6,4.293063E-4,7.995013E-6,8.388511E-5,2.497188E-4,2.483245E-7,2.800096E-4,2.252372E-4,3.623676E-4,6.153133E-4,3.541137E-4,1.969036E-8,7.496102E-4,6.040415E-4,0.005908642,6.680531E-4,8.232131E-8,5.952828E-9,2.553192E-7,2.971065E-12,1.676543E-11,3.998534E-4,4.360837E-10,8.077746,5.879799E-5,457163.7,457163.7
4.638716E-7,14.64368,1.903712E11,1674.671,1674.671,8.60559E-4,1.0,0.8319392,0.00246713,0.01836231,0.02649197,0.006757135,3.981245E-4,0.01832807,5.390093E-4,0.002344767,6.574785E-4,4.65884E-5,0.0321402,0.001536651,0.001627059,0.008299707,6.304171E-4,1.86926E-5,6.075542E-4,1.588118E-4,1.610651E-4,0.01737843,0.01146393,0.002040337,4.285588E-5,0.003386875,2.305589E-4,1.726995E-4,1.403479E-6,4.355697E-4,8.242134E-6,8.615245E-5,2.530271E-4,2.599624E-7,2.730321E-4,2.182423E-4,3.653803E-4,6.154071E-4,3.472467E-4,1.831832E-8,7.062165E-4,5.951035E-4,0.005898964,6.715673E-4,8.646208E-8,6.326603E-9,2.592007E-7,3.118733E-12,1.760505E-11,3.800325E-4,3.2348E-10,8.075663,5.876659E-5,457045.8,457045.8
4.703432E-7,14.64893,1.899769E11,1674.985,1674.985,8.60559E-4,1.0,0.8317292,0.002450956,0.01858258,0.02634489,0.006822618,3.952005E-4,0.01845971,5.368914E-4,0.002371757,6.595417E-4,4.585851E-5,0.03212309,0.001533166,0.001653237,0.008380043,6.402116E-4,1.831687E-5,6.034071E-4,1.539425E-4,1.560645E-4,0.01735769,0.01137952,0.002044308,4.229414E-5,0.003390839,2.308977E-4,1.762742E-4,1.446738E-6,4.397932E-4,8.411017E-6,8.770052E-5,2.552205E-4,2.680454E-7,2.683442E-4,2.135879E-4,3.67308E-4,6.154111E-4,3.426168E-4,1.744116E-8,6.781068E-4,5.890491E-4,0.005892477,6.739062E-4,8.933961E-8,6.58832E-9,2.618091E-7,3.220878E-12,1.818594E-11,3.671166E-4,2.638104E-10,8.074277,5.874552E-5,456967.4,456967.4
4.928621E-7,14.66688,1.883226E11,1676.07,1676.07,8.60559E-4,1.0,0.8310181,0.002396801,0.01933901,0.02584314,0.007042404,3.852549E-4,0.0189092,5.298803E-4,0.002465156,6.66222E-4,4.344889E-5,0.03205706,0.00152124,0.001744603,0.00865399,6.744198E-4,1.707372E-5,5.891415E-4,1.382129E-4,1.399226E-4,0.0172838,0.01108368,0.002056256,4.042393E-5,0.003403507,2.318633E-4,1.888092E-4,1.603094E-6,4.543166E-4,9.005568E-6,9.314242E-5,2.625236E-4,2.973503E-7,2.523571E-4,1.979865E-4,3.732995E-4,6.150718E-4,3.267227E-4,1.469954E-8,5.88226E-4,5.680983E-4,0.0058704,6.817679E-4,9.977951E-8,7.550289E-9,2.707272E-7,3.588231E-12,2.027571E-11,3.253657E-4,1.28835E-10,8.069623,5.867363E-5,456704.0,456704.0
4.987032E-7,14.67145,1.878288E11,1676.35,1676.35,8.60559E-4,1.0,0.8308384,0.002383257,0.01953271,0.0257155,0.007097425,3.827321E-4,0.01902367,5.281438E-4,0.002489257,6.678333E-4,4.285493E-5,0.03203839,0.001518197,0.001768364,0.008723619,6.83322E-4,1.676677E-5,5.854841E-4,1.344195E-4,1.360328E-4,0.01726424,0.01100653,0.002058902,3.99593E-5,0.003406522,2.32062E-4,1.920831E-4,1.64513E-6,4.58041E-4,9.161472E-6,9.456756E-5,2.643347E-4,3.05255E-7,2.482966E-4,1.940906E-4,3.746776E-4,6.148994E-4,3.226587E-4,1.406062E-8,5.668017E-4,5.627008E-4,0.005864794,6.837402E-4,1.025969E-7,7.812977E-9,2.730021E-7,3.686511E-12,2.083496E-11,3.153009E-4,1.068177E-10,8.068457,5.865535E-5,456638.0,456638.0
