Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H5_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C3H8_Soln#4 (),Mole_fraction_C3H6_Soln#4 (),Mole_fraction_C3H5-A_Soln#4 (),Mole_fraction_C3H4-P_Soln#4 (),Mole_fraction_C3H4-A_Soln#4 (),Mole_fraction_NC4H10_Soln#4 (),Mole_fraction_IC4H10_Soln#4 (),Mole_fraction_TC4H9_Soln#4 (),Mole_fraction_IC4H8_Soln#4 (),Mole_fraction_IC4H7_Soln#4 (),Mole_fraction_C4H8-1_Soln#4 (),Mole_fraction_C4H8-2_Soln#4 (),Mole_fraction_C4H71-3_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_FULVENE_Soln#4 (),Mole_fraction_C5H6_Soln#4 (),Mole_fraction_MCPTD_Soln#4 (),Mole_fraction_NEOC5H12_Soln#4 (),Mole_fraction_NC5H10_Soln#4 (),Mole_fraction_B1M2_Soln#4 (),Mole_fraction_B1M3_Soln#4 (),Mole_fraction_B2M2_Soln#4 (),Mole_fraction_CYC5H8_Soln#4 (),Mole_fraction_LC5H8_Soln#4 (),Mole_fraction_DIALLYL_Soln#4 (),Mole_fraction_CYC6H8_Soln#4 (),Mole_fraction_CYC6H10_Soln#4 (),Mole_fraction_NC6H12_Soln#4 (),Mole_fraction_NC7H14_Soln#4 (),Mole_fraction_IC8H16_Soln#4 (),Mole_fraction_DIMEPTD_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_XYLENE_Soln#4 (),Mole_fraction_INDENE_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Mole_fraction_NC10H20_Soln#4 (),Mole_fraction_IC12H26_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
0.0,15.0,-6.533858E8,1150.0,1150.0,0.001459209,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,9.728058E-5,519545.7,519545.7
4.765368E-9,14.99994,-7.210057E8,1149.999,1149.999,0.001459209,1.0,0.9452587,1.690811E-12,4.096229E-9,1.017066E-13,4.000858E-10,3.073868E-10,8.915416E-17,3.898102E-14,2.590516E-9,5.160722E-9,2.289488E-16,1.172418E-12,2.459908E-14,4.950348E-12,9.522656E-8,3.467872E-8,2.944617E-8,3.219638E-10,4.091184E-14,5.159691E-9,1.013322E-12,9.927472E-23,2.85522E-13,1.827485E-26,7.751964E-23,1.010617E-19,1.916102E-17,1.933491E-10,4.320553E-19,1.373261E-18,2.362989E-21,1.171882E-24,9.260258E-14,1.170774E-17,1.778576E-20,1.740545E-22,8.171253E-11,5.874205E-11,0.01921549,2.271806E-12,0.007923929,3.377867E-12,4.037153E-33,3.683295E-25,6.548092E-17,1.244996E-16,6.502441E-28,1.419984E-17,0.01043316,0.01716845,9.179986,9.728062E-5,519545.6,519545.6
3.505697E-8,14.9999,-8.296157E8,1149.995,1149.995,0.001459209,1.0,0.9452576,4.185876E-10,1.226985E-7,3.046095E-11,1.493368E-8,1.2006E-8,7.112508E-15,1.01052E-11,7.572891E-8,3.804497E-8,1.247625E-14,2.295871E-10,5.794184E-12,3.403003E-10,7.533599E-7,4.265079E-7,2.168214E-7,1.029419E-8,2.325837E-12,3.798936E-8,1.550673E-10,2.685305E-20,5.717344E-11,5.406549E-23,5.756371E-19,1.656222E-16,3.656478E-14,5.914161E-9,7.765546E-16,2.429751E-15,6.997334E-18,2.296424E-21,1.052028E-10,4.669577E-15,7.094025E-18,3.003759E-19,2.442353E-9,1.896639E-9,0.01921529,4.552187E-10,0.00792392,1.432601E-10,5.636051E-28,8.64837E-22,1.960904E-14,3.082768E-14,8.083267E-23,3.678641E-15,0.01043308,0.01716804,9.179976,9.728084E-5,519545.0,519545.0
1.27825E-7,14.99979,-8.958631E8,1149.982,1149.982,0.001459209,1.0,0.9452538,1.043734E-8,7.906143E-7,8.437243E-10,1.022642E-7,9.928296E-8,1.926214E-13,2.11457E-10,5.313801E-7,1.412099E-7,1.735518E-13,4.175851E-9,1.015996E-10,4.860635E-9,2.593207E-6,1.867418E-6,7.936359E-7,5.670519E-8,3.212332E-11,1.404747E-7,4.187732E-9,3.13865E-18,1.034404E-9,1.115227E-20,2.991968E-16,1.203181E-14,3.157557E-12,3.190704E-8,6.996984E-14,2.18483E-13,7.710985E-16,2.10147E-19,3.518621E-9,2.318414E-13,3.492525E-16,2.838302E-17,1.241863E-8,1.364761E-8,0.01921469,8.298869E-9,0.007923884,2.306801E-9,2.073371E-24,1.010132E-19,5.441723E-13,7.692141E-13,9.208959E-20,7.71534E-14,0.01043282,0.01716677,9.179938,9.728157E-5,519542.9,519542.9
5.14043E-7,14.99928,-1.075596E9,1149.918,1149.918,0.001459209,1.0,0.9452337,3.231136E-7,6.264367E-6,2.317839E-8,6.46968E-7,9.087369E-7,1.053816E-11,3.407729E-9,5.159982E-6,6.160687E-7,4.065811E-12,7.356897E-8,1.166164E-9,6.927028E-8,7.737436E-6,8.989451E-6,3.243161E-6,3.028046E-7,5.577247E-10,6.043303E-7,8.671577E-8,1.780957E-15,1.783612E-8,3.894114E-18,1.157093E-13,8.932095E-13,3.130527E-10,1.752432E-7,8.937504E-12,2.88216E-11,1.148573E-13,3.669483E-17,7.535684E-8,1.705095E-11,2.448672E-14,4.396572E-15,5.658941E-8,1.404089E-7,0.01921183,1.462629E-7,0.007923655,3.921945E-8,1.041396E-20,1.484931E-17,1.585299E-11,2.392692E-11,8.92023E-17,1.464247E-12,0.01043133,0.01716117,9.179739,9.728486E-5,519531.6,519531.6
1.998332E-6,14.99715,-1.313595E9,1149.616,1149.616,0.001459209,1.0,0.9451218,8.963909E-6,4.149551E-5,5.672155E-7,3.350065E-6,8.311186E-6,6.575564E-10,6.276118E-8,4.262413E-5,2.986979E-6,2.510569E-10,1.046411E-6,1.648935E-8,6.172385E-7,1.33666E-5,4.66611E-5,1.327015E-5,1.925609E-6,1.1221E-8,2.834951E-6,1.319051E-6,1.243296E-12,2.412917E-7,2.065295E-15,2.47453E-11,5.06687E-11,1.714943E-8,1.157303E-6,1.004907E-9,3.592041E-9,1.594617E-11,1.237413E-14,1.12117E-6,1.444405E-9,1.817367E-12,6.221769E-13,2.537806E-7,1.636164E-6,0.01919645,2.078275E-6,0.007921958,5.388115E-7,4.543518E-17,5.277755E-15,7.794325E-10,6.819028E-10,3.672692E-14,1.017153E-10,0.01042103,0.01713644,9.17863,9.729867E-5,519468.9,519468.9
2.923628E-6,14.99585,-1.366479E9,1149.41,1149.41,0.001459209,1.0,0.9450346,2.12747E-5,6.418372E-5,1.419914E-6,5.10802E-6,1.589947E-5,2.110831E-9,1.709629E-7,7.272031E-5,4.763591E-6,9.40468E-10,2.156213E-6,4.157527E-8,1.044085E-6,1.426122E-5,7.573668E-5,1.993359E-5,3.468844E-6,2.788369E-8,4.494054E-6,2.771824E-6,7.437855E-12,4.893538E-7,1.47747E-14,1.057317E-10,1.531753E-10,4.463001E-8,2.071938E-6,3.540021E-9,1.322261E-8,6.023393E-11,6.317425E-14,2.320234E-6,5.293288E-9,6.391728E-12,2.409927E-12,3.951478E-7,3.273503E-6,0.019184,4.279516E-6,0.007920408,1.095354E-6,5.552721E-16,3.966898E-14,2.949174E-9,1.646097E-9,1.785808E-13,4.392417E-10,0.0104115,0.01711891,9.177781,9.730714E-5,519420.8,519420.8
3.020845E-6,14.99572,-1.370689E9,1149.388,1149.388,0.001459209,1.0,0.9450248,2.287037E-5,6.647929E-5,1.536675E-6,5.28907E-6,1.682018E-5,2.333276E-9,1.868648E-7,7.607468E-5,4.958448E-6,1.055217E-9,2.293457E-6,4.512723E-8,1.090937E-6,1.433334E-5,7.900043E-5,2.064978E-5,3.655446E-6,3.019957E-8,4.677571E-6,2.95363E-6,8.66143E-12,5.19835E-7,1.757593E-14,1.196781E-10,1.683697E-10,4.829781E-8,2.180642E-6,3.937513E-9,1.476599E-8,6.741398E-11,7.258312E-14,2.468615E-6,5.922008E-9,7.131886E-12,2.706085E-12,4.1074E-7,3.474224E-6,0.01918258,4.551584E-6,0.007920226,1.163567E-6,6.912199E-16,4.738868E-14,3.31609E-9,1.772651E-9,2.043076E-13,4.985072E-10,0.01041038,0.01711698,9.177686,9.730801E-5,519415.4,519415.4
3.106185E-6,14.9956,-1.374229E9,1149.368,1149.368,0.001459209,1.0,0.9450161,2.431715E-5,6.847837E-5,1.643635E-6,5.447152E-6,1.764717E-5,2.541084E-9,2.016155E-7,7.904693E-5,5.130448E-6,1.164085E-9,2.417058E-6,4.840132E-8,1.132345E-6,1.439477E-5,8.189672E-5,2.128086E-5,3.823154E-6,3.232808E-8,4.839942E-6,3.117711E-6,9.859057E-12,5.472612E-7,2.038704E-14,1.329808E-10,1.82481E-10,5.163898E-8,2.277998E-6,4.310045E-9,1.621817E-8,7.418485E-11,8.167973E-14,2.602257E-6,6.516211E-9,7.831102E-12,2.986732E-12,4.245389E-7,3.654757E-6,0.01918131,4.796582E-6,0.007920064,1.2249E-6,8.333076E-16,5.515842E-14,3.665223E-9,1.887667E-9,2.290885E-13,5.552402E-10,0.01040937,0.01711528,9.177602,9.730876E-5,519410.7,519410.7
3.19697E-6,14.99547,-1.377839E9,1149.347,1149.347,0.001459209,1.0,0.9450068,2.590292E-5,7.058824E-5,1.762022E-6,5.614392E-6,1.854594E-5,2.775367E-9,2.181346E-7,8.223662E-5,5.314304E-6,1.288615E-9,2.551708E-6,5.204654E-8,1.176674E-6,1.44584E-5,8.500937E-5,2.195459E-5,4.005569E-6,3.469654E-8,5.013928E-6,3.296819E-6,1.126916E-11,5.771145E-7,2.37772E-14,1.48271E-10,1.983021E-10,5.531711E-8,2.383526E-6,4.731211E-9,1.7866E-8,8.188424E-11,9.226809E-14,2.747855E-6,7.193377E-9,8.6279E-12,3.307396E-12,4.393305E-7,3.851195E-6,0.01917995,5.063455E-6,0.007919888,1.291609E-6,1.011303E-15,6.455233E-14,4.065669E-9,2.014018E-9,2.578356E-13,6.206652E-10,0.01040827,0.01711345,9.177512,9.730957E-5,519405.6,519405.6
3.336184E-6,14.99529,-1.383075E9,1149.316,1149.316,0.001459209,1.0,0.9449923,2.842742E-5,7.378934E-5,1.952891E-6,5.868863E-6,1.9962E-5,3.162088E-9,2.45167E-7,8.718273E-5,5.59782E-6,1.498008E-9,2.764471E-6,5.796807E-8,1.245199E-6,1.455295E-5,8.984512E-5,2.299244E-5,4.293364E-6,3.853375E-8,5.283158E-6,3.580571E-6,1.37283E-11,6.242391E-7,2.987845E-14,1.741335E-10,2.242316E-10,6.120509E-8,2.549261E-6,5.428664E-9,2.06076E-8,9.472972E-11,1.104674E-13,2.977936E-6,8.326438E-9,9.961791E-12,3.845825E-12,4.622362E-7,4.161133E-6,0.01917782,5.485091E-6,0.007919613,1.396802E-6,1.347575E-15,8.150765E-14,4.741294E-9,2.215761E-9,3.070388E-13,7.317857E-10,0.01040656,0.01711063,9.177373,9.731079E-5,519397.7,519397.7
3.417461E-6,14.99518,-1.385976E9,1149.297,1149.297,0.001459209,1.0,0.9449837,2.995276E-5,7.563876E-5,2.06959E-6,6.016258E-6,2.080971E-5,3.403744E-9,2.619228E-7,9.010064E-5,5.764127E-6,1.631097E-9,2.892168E-6,6.161407E-8,1.285508E-6,1.460664E-5,9.270303E-5,2.360097E-5,4.465927E-6,4.089533E-8,5.44165E-6,3.751295E-6,1.534377E-11,6.524975E-7,3.400568E-14,1.906575E-10,2.403278E-10,6.478086E-8,2.648196E-6,5.865674E-9,2.233277E-8,1.02834E-10,1.222667E-13,3.116037E-6,9.043262E-9,1.080649E-11,4.187622E-12,4.757328E-7,4.346906E-6,0.01917656,5.73812E-6,0.00791945,1.459812E-6,1.58522E-15,9.300404E-14,5.172027E-9,2.337998E-9,3.388204E-13,8.03045E-10,0.01040554,0.01710896,9.17729,9.73115E-5,519393.0,519393.0
3.502937E-6,14.99506,-1.388899E9,1149.277,1149.277,0.001459209,1.0,0.9449746,3.159738E-5,7.756798E-5,2.196535E-6,6.170286E-6,2.17177E-5,3.670904E-9,2.80334E-7,9.319288E-5,5.939564E-6,1.780091E-9,3.029198E-6,6.560089E-8,1.328135E-6,1.466202E-5,9.573577E-5,2.424296E-5,4.651016E-6,4.346943E-8,5.609326E-6,3.934834E-6,1.719673E-11,6.828021E-7,3.884621E-14,2.092256E-10,2.580356E-10,6.865079E-8,2.753958E-6,6.349681E-9,2.424947E-8,1.118558E-10,1.356702E-13,3.264238E-6,9.842908E-9,1.174985E-11,4.569936E-12,4.900236E-7,4.546065E-6,0.01917522,6.009616E-6,0.007919275,1.527327E-6,1.87316E-15,1.06508E-13,5.655307E-9,2.470074E-9,3.748258E-13,8.833324E-10,0.01040445,0.0171072,9.177203,9.731224E-5,519388.1,519388.1
3.590633E-6,14.99495,-1.391779E9,1149.257,1149.257,0.001459209,1.0,0.9449652,3.332752E-5,7.953042E-5,2.331297E-6,6.327232E-6,2.266674E-5,3.95923E-9,3.000787E-7,9.639035E-5,6.120064E-6,1.942948E-9,3.172678E-6,6.985574E-8,1.372117E-6,1.471779E-5,9.887602E-5,2.490376E-5,4.844786E-6,4.621959E-8,5.782386E-6,4.127379E-6,1.927215E-11,7.145138E-7,4.43936E-14,2.295962E-10,2.770506E-10,7.273756E-8,2.864286E-6,6.872915E-9,2.632806E-8,1.216597E-10,1.505372E-13,3.419423E-6,1.071372E-8,1.27787E-11,4.987477E-12,5.047881E-7,4.7544E-6,0.01917383,6.293864E-6,0.007919093,1.59791E-6,2.21419E-15,1.220052E-13,6.184716E-9,2.609322E-9,4.146565E-13,9.716457E-10,0.01040331,0.01710539,9.177112,9.7313E-5,519383.0,519383.0
3.688412E-6,14.99482,-1.394837E9,1149.234,1149.234,0.001459209,1.0,0.9449546,3.530748E-5,8.169802E-5,2.487004E-6,6.500878E-6,2.374563E-5,4.29822E-9,3.23136E-7,9.998489E-5,6.321832E-6,2.136997E-9,3.336089E-6,7.479949E-8,1.421449E-6,1.47788E-5,1.024114E-4,2.564305E-5,5.06548E-6,4.940643E-8,5.97653E-6,4.347116E-6,2.180886E-11,7.506082E-7,5.134197E-14,2.539594E-10,2.992888E-10,7.743324E-8,2.989466E-6,7.489078E-9,2.878388E-8,1.332684E-10,1.685244E-13,3.596171E-6,1.174717E-8,1.40021E-11,5.484586E-12,5.213716E-7,4.99144E-6,0.01917226,6.617564E-6,0.007918888,1.678162E-6,2.656364E-15,1.414408E-13,6.816946E-9,2.769049E-9,4.62716E-13,1.077553E-9,0.01040203,0.01710335,9.177011,9.731384E-5,519377.2,519377.2
3.765953E-6,14.99471,-1.397162E9,1149.216,1149.216,0.001459209,1.0,0.9449462,3.691505E-5,8.340168E-5,2.614548E-6,6.637553E-6,2.461647E-5,4.580362E-9,3.422059E-7,1.02857E-4,6.482158E-6,2.300478E-9,3.468201E-6,7.886982E-8,1.460785E-6,1.482638E-5,1.052401E-4,2.623116E-5,5.243958E-6,5.203218E-8,6.131338E-6,4.5251E-6,2.399572E-11,7.797734E-7,5.746892E-14,2.745532E-10,3.17708E-10,8.125982E-8,3.090336E-6,8.002592E-9,3.083667E-8,1.429921E-10,1.838891E-13,3.739071E-6,1.261455E-8,1.503113E-11,5.903112E-12,5.346119E-7,5.182909E-6,0.019171,6.879239E-6,0.007918722,1.742942E-6,3.058649E-15,1.585957E-13,7.350657E-9,2.899017E-9,5.036701E-13,1.167287E-9,0.01040099,0.01710172,9.17693,9.73145E-5,519372.6,519372.6
3.827252E-6,14.99463,-1.39893E9,1149.202,1149.202,0.001459209,1.0,0.9449394,3.82094E-5,8.473875E-5,2.717961E-6,6.744932E-6,2.531449E-5,4.812018E-9,3.577846E-7,1.051411E-4,6.60907E-6,2.435992E-9,3.574226E-6,8.218332E-8,1.492016E-6,1.486352E-5,1.074919E-4,2.669723E-5,5.387246E-6,5.416675E-8,6.254239E-6,4.668152E-6,2.584129E-11,8.031698E-7,6.273329E-14,2.916673E-10,3.327737E-10,8.434976E-8,3.171083E-6,8.424618E-9,3.252764E-8,1.510151E-10,1.967635E-13,3.853756E-6,1.333136E-8,1.58832E-11,6.249874E-12,5.451348E-7,5.336464E-6,0.01916999,7.089226E-6,0.00791859,1.794864E-6,3.412869E-15,1.733452E-13,7.793744E-9,3.003845E-9,5.379231E-13,1.241995E-9,0.01040016,0.01710043,9.176865,9.731502E-5,519369.0,519369.0
3.940918E-6,14.99449,-1.402067E9,1149.176,1149.176,0.001459209,1.0,0.9449268,4.066365E-5,8.719529E-5,2.915746E-6,6.942448E-6,2.66309E-5,5.262049E-9,3.878565E-7,1.094075E-4,6.844699E-6,2.702357E-9,3.774474E-6,8.855222E-8,1.550236E-6,1.493132E-5,1.117037E-4,2.756408E-5,5.658056E-6,5.827054E-8,6.483291E-6,4.93884E-6,2.955004E-11,8.473371E-7,7.355362E-14,3.254104E-10,3.619028E-10,9.02297E-8,3.323137E-6,9.245331E-9,3.582537E-8,1.666945E-10,2.22408E-13,4.070368E-6,1.473491E-8,1.755625E-11,6.93113E-12,5.647761E-7,5.626243E-6,0.01916811,7.485789E-6,0.007918342,1.892772E-6,4.163475E-15,2.036819E-13,8.666304E-9,3.203045E-9,6.060005E-13,1.389614E-9,0.0103986,0.01709801,9.176745,9.731598E-5,519362.2,519362.2
4.138902E-6,14.99423,-1.407085E9,1149.129,1149.129,0.001459209,1.0,0.9449046,4.510349E-5,9.140336E-5,3.27895E-6,7.281397E-6,2.899112E-5,6.111145E-9,4.439552E-7,1.169331E-4,7.255655E-6,3.215159E-9,4.134376E-6,1.003481E-7,1.652584E-6,1.504642E-5,1.191498E-4,2.908187E-5,6.145586E-6,6.5876E-8,6.88563E-6,5.426942E-6,3.69649E-11,9.266553E-7,9.606008E-14,3.907049E-10,4.164128E-10,1.009328E-7,3.595097E-6,1.079616E-8,4.208677E-8,1.965763E-10,2.729149E-13,4.459698E-6,1.741832E-8,2.077334E-11,8.24182E-12,5.993787E-7,6.146327E-6,0.01916477,8.198401E-6,0.0079179,2.068238E-6,5.808922E-15,2.668352E-13,1.035134E-8,3.564791E-9,7.395883E-13,1.676284E-9,0.01039582,0.01709377,9.176532,9.731764E-5,519350.1,519350.1
4.206611E-6,14.99414,-1.408678E9,1149.114,1149.114,0.001459209,1.0,0.9448969,4.666948E-5,9.282165E-5,3.408653E-6,7.395781E-6,2.981771E-5,6.421196E-9,4.642453E-7,1.195339E-4,7.396241E-6,3.405492E-9,4.260661E-6,1.045899E-7,1.687856E-6,1.508495E-5,1.21728E-4,2.96032E-5,6.316955E-6,6.861361E-8,7.024153E-6,5.598683E-6,3.980142E-11,9.544698E-7,1.049509E-13,4.150369E-10,4.361841E-10,1.047273E-7,3.690164E-6,1.136302E-8,4.438426E-8,2.075753E-10,2.920071E-13,4.596313E-6,1.840847E-8,2.196691E-11,8.728136E-12,6.113251E-7,6.328611E-6,0.01916361,8.44841E-6,0.007917746,2.129657E-6,6.486393E-15,2.917927E-13,1.097827E-8,3.692796E-9,7.899435E-13,1.783404E-9,0.01039485,0.0170923,9.176458,9.73182E-5,519346.0,519346.0
4.32867E-6,14.99399,-1.41139E9,1149.085,1149.085,0.001459209,1.0,0.9448828,4.955293E-5,9.535151E-5,3.649562E-6,7.599958E-6,3.133244E-5,7.006239E-9,5.022662E-7,1.242568E-4,7.649588E-6,3.768772E-9,4.492377E-6,1.125073E-7,1.751784E-6,1.515342E-5,1.264158E-4,3.054583E-5,6.631864E-6,7.372261E-8,7.274984E-6,5.914426E-6,4.533163E-11,1.005486E-6,1.226932E-13,4.616054E-10,4.733142E-10,1.117392E-7,3.864168E-6,1.243324E-8,4.873334E-8,2.284442E-10,3.289202E-13,4.846988E-6,2.029017E-8,2.424528E-11,9.656263E-12,6.330035E-7,6.66282E-6,0.0191615,8.907096E-6,0.007917464,2.242153E-6,7.87916E-15,3.41602E-13,1.217681E-8,3.929038E-9,8.871145E-13,1.988791E-9,0.01039307,0.01708965,9.176325,9.731921E-5,519338.4,519338.4
4.426192E-6,14.99387,-1.413416E9,1149.062,1149.062,0.001459209,1.0,0.9448716,5.191231E-5,9.734773E-5,3.848648E-6,7.761173E-6,3.256533E-5,7.498482E-9,5.339995E-7,1.280618E-4,7.851823E-6,4.078397E-9,4.681246E-6,1.190864E-7,1.803177E-6,1.520723E-5,1.301982E-4,3.130156E-5,6.889036E-6,7.797295E-8,7.476375E-6,6.172367E-6,5.015875E-11,1.04705E-6,1.385944E-13,5.014158E-10,5.043871E-10,1.175003E-7,4.005614E-6,1.333415E-8,5.240522E-8,2.461107E-10,3.608408E-13,5.051314E-6,2.188588E-8,2.618807E-11,1.044733E-11,6.504549E-7,6.934993E-6,0.01915979,9.280919E-6,0.007917236,2.333657E-6,9.169646E-15,3.862411E-13,1.320015E-8,4.122858E-9,9.709685E-13,2.164716E-9,0.01039163,0.01708751,9.176217,9.732E-5,519332.3,519332.3
4.636436E-6,14.9936,-1.417375E9,1149.013,1149.013,0.001459209,1.0,0.9448469,5.716225E-5,1.01576E-4,4.297626E-6,8.102864E-6,3.528991E-5,8.636213E-9,6.06518E-7,1.363574E-4,8.286838E-6,4.80662E-9,5.099385E-6,1.340339E-7,1.914896E-6,1.532067E-5,1.384607E-4,3.293828E-5,7.460122E-6,8.765056E-8,7.913243E-6,6.745213E-6,6.188397E-11,1.13902E-6,1.786614E-13,5.9542E-10,5.756824E-10,1.303911E-7,4.317702E-6,1.541737E-8,6.092902E-8,2.872768E-10,4.374088E-13,5.503682E-6,2.561191E-8,3.076369E-11,1.230849E-11,6.884614E-7,7.536872E-6,0.01915605,1.010839E-5,0.007916735,2.535651E-6,1.257365E-14,4.986845E-13,1.561253E-8,4.555726E-9,1.171571E-12,2.581149E-9,0.01038846,0.01708286,9.175983,9.73217E-5,519319.0,519319.0
4.750782E-6,14.99346,-1.419298E9,1148.986,1148.986,0.001459209,1.0,0.9448333,6.011048E-5,1.038322E-4,4.553251E-6,8.285248E-6,3.680961E-5,9.300521E-9,6.483584E-7,1.409216E-4,8.522637E-6,5.239341E-9,5.333029E-6,1.426085E-7,1.976184E-6,1.538093E-5,1.43016E-4,3.383266E-5,7.780346E-6,9.321214E-8,8.152274E-6,7.066352E-6,6.907932E-11,1.190383E-6,2.041759E-13,6.514961E-10,6.170022E-10,1.376719E-7,4.491524E-6,1.663401E-8,6.592628E-8,3.115077E-10,4.838155E-13,5.756456E-6,2.780912E-8,3.348829E-11,1.34151E-11,7.093498E-7,7.872796E-6,0.01915398,1.057068E-5,0.007916457,2.64817E-6,1.484141E-14,5.702474E-13,1.704915E-8,4.799754E-9,1.292845E-12,2.830127E-9,0.01038669,0.0170803,9.175854,9.732262E-5,519311.7,519311.7
4.983127E-6,14.99318,-1.422731E9,1148.931,1148.931,0.001459209,1.0,0.9448053,6.629753E-5,1.083224E-4,5.097369E-6,8.648221E-6,3.997756E-5,1.075245E-8,7.386268E-7,1.503065E-4,8.999404E-6,6.202383E-9,5.820929E-6,1.610009E-7,2.10183E-6,1.55004E-5,1.524017E-4,3.565871E-5,8.451809E-6,1.051749E-7,8.640688E-6,7.739282E-6,8.563711E-11,1.297592E-6,2.652569E-13,7.767829E-10,7.066163E-10,1.530422E-7,4.8534E-6,1.929298E-8,7.688987E-8,3.649016E-10,5.892484E-13,6.284308E-6,3.265779E-8,3.95714E-11,1.588051E-11,7.522518E-7,8.573463E-6,0.0191497,1.153585E-5,0.007915881,2.882344E-6,2.053703E-14,7.414101E-13,2.025319E-8,5.313961E-9,1.567698E-12,3.387567E-9,0.01038303,0.01707506,9.175588,9.732445E-5,519296.7,519296.7
5.129992E-6,14.99301,-1.424586E9,1148.896,1148.896,0.001459209,1.0,0.9447874,7.034122E-5,1.110957E-4,5.45832E-6,8.872322E-6,4.203412E-5,1.174283E-8,7.993413E-7,1.563132E-4,9.298769E-6,6.871663E-9,6.138212E-6,1.732994E-7,2.182004E-6,1.557391E-5,1.58422E-4,3.681875E-5,8.890564E-6,1.132051E-7,8.951069E-6,8.178524E-6,9.754507E-11,1.36728E-6,3.110203E-13,8.64194E-10,7.672539E-10,1.63151E-7,5.088043E-6,2.110618E-8,8.439495E-8,4.016262E-10,6.640991E-13,6.627575E-6,3.599629E-8,4.38168E-11,1.759643E-11,7.796788E-7,9.028565E-6,0.01914695,1.216337E-5,0.007915509,3.034066E-6,2.50167E-14,8.694958E-13,2.248443E-8,5.651513E-9,1.762373E-12,3.777224E-9,0.01038067,0.01707171,9.175418,9.732559E-5,519287.1,519287.1
5.301911E-6,14.9928,-1.426458E9,1148.855,1148.855,0.001459209,1.0,0.9447662,7.520311E-5,1.142781E-4,5.897609E-6,9.129312E-6,4.449374E-5,1.297633E-8,8.740559E-7,1.634166E-4,9.646834E-6,7.718E-9,6.518192E-6,1.883635E-7,2.276583E-6,1.565801E-5,1.655537E-4,3.818218E-5,9.418281E-6,1.230713E-7,9.315797E-6,8.706203E-6,1.130309E-10,1.450712E-6,3.726015E-13,9.750739E-10,8.422817E-10,1.753681E-7,5.368447E-6,2.336349E-8,9.376638E-8,4.47672E-10,7.604267E-13,7.03867E-6,4.018389E-8,4.920856E-11,1.976975E-11,8.120818E-7,9.57307E-6,0.01914369,1.291477E-5,0.007915067,3.215191E-6,3.129258E-14,1.041647E-12,2.531029E-8,6.058864E-9,2.012472E-12,4.272153E-9,0.01037784,0.01706776,9.175217,9.732691E-5,519275.7,519275.7
5.419771E-6,14.99266,-1.427562E9,1148.827,1148.827,0.001459209,1.0,0.9447515,7.861431E-5,1.164201E-4,6.209117E-6,9.302158E-6,4.621173E-5,1.386907E-8,9.275452E-7,1.683301E-4,9.883802E-6,8.338664E-9,6.783897E-6,1.991055E-7,2.341865E-6,1.571448E-5,1.704942E-4,3.912018E-5,9.78879E-6,1.301361E-7,9.566588E-6,9.07622E-6,1.246667E-10,1.509039E-6,4.20277E-13,1.056604E-9,8.962718E-10,1.839789E-7,5.564182E-6,2.499636E-8,1.005625E-7,4.81189E-10,8.321592E-13,7.326133E-6,4.323216E-8,5.317987E-11,2.136619E-11,8.344759E-7,9.953503E-6,0.01914142,1.34401E-5,0.007914759,3.341479E-6,3.632372E-14,1.174769E-12,2.738522E-8,6.345614E-9,2.198455E-12,4.63643E-9,0.01037587,0.01706503,9.175079,9.732781E-5,519267.9,519267.9
