Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H9_Soln#7 (),Mole_fraction_TC4H9_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_FULVENE_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NEOC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_IC8H16_Soln#7 (),Mole_fraction_DIMEPTD_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_INDENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Mole_fraction_IC12H26_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
3.573351E-5,14.98185,-3.037705E9,1239.122,1239.122,0.001290839,1.0,0.8987505,2.48441E-5,0.014579,6.649715E-4,0.003084759,2.478445E-5,0.006954665,1.388047E-4,4.371808E-4,0.01606218,6.420822E-5,1.532526E-4,9.416613E-4,6.636254E-5,2.328887E-4,1.14783E-5,3.283654E-5,0.01477061,0.002306957,0.00149505,1.05435E-4,4.354148E-5,0.001671814,3.210118E-5,2.642498E-4,5.050651E-7,2.460533E-5,9.438379E-7,1.602147E-5,9.605285E-5,5.083696E-4,1.54042E-4,9.056823E-5,6.644357E-6,8.600681E-4,7.856292E-6,1.615513E-6,5.384655E-5,8.030916E-4,0.0128867,0.001448751,0.007143868,1.006285E-4,2.048144E-6,1.057609E-4,2.77274E-6,1.880537E-7,1.052889E-5,0.005016272,0.007706419,8.760702,8.616018E-5,495816.0,495816.0
3.627679E-5,14.98233,-2.991175E9,1238.819,1238.819,0.001290839,1.0,0.8984541,2.45552E-5,0.01469714,6.584816E-4,0.00310089,2.457286E-5,0.007009809,1.406943E-4,4.395358E-4,0.01615253,6.413832E-5,1.553707E-4,9.480881E-4,6.661463E-5,2.340534E-4,1.133319E-5,3.247779E-5,0.01486259,0.002314235,0.001503517,1.062915E-4,4.329907E-5,0.001682029,3.270993E-5,2.66614E-4,5.159684E-7,2.497353E-5,9.61403E-7,1.625897E-5,9.639895E-5,5.104664E-4,1.558684E-4,9.104467E-5,6.738756E-6,8.646699E-4,7.906117E-6,1.65474E-6,5.409418E-5,8.055789E-4,0.01284037,0.001455166,0.007139466,1.003207E-4,2.090439E-6,1.068003E-4,2.808457E-6,1.915539E-7,1.062301E-5,0.004987441,0.00765425,8.758273,8.61574E-5,495678.6,495678.6
4.979625E-5,14.99287,-2.142126E9,1232.478,1232.478,0.001290839,1.0,0.8921471,1.915253E-5,0.01726614,5.330968E-4,0.003423187,2.046052E-5,0.008213896,1.844467E-4,4.870984E-4,0.01803064,6.27097E-5,2.041349E-4,0.00108643,7.138153E-5,2.57757E-4,8.613952E-6,2.561468E-5,0.01680616,0.002440717,0.001677827,1.245934E-4,3.838722E-5,0.001896543,4.731989E-5,3.189341E-4,7.832998E-7,3.36544E-5,1.395257E-6,2.17993E-5,1.028833E-4,5.508497E-4,1.960038E-4,1.003157E-4,8.921625E-6,9.586936E-4,8.980999E-6,2.683755E-6,5.904153E-5,8.501931E-4,0.01184015,0.001579901,0.007045917,9.363076E-5,3.119361E-6,1.291044E-4,3.68677E-6,2.772718E-7,1.260768E-5,0.00439467,0.00657212,8.707319,8.609683E-5,492794.8,492794.8
8.211986E-5,15.01161,-1.219385E9,1222.796,1222.796,0.001290839,1.0,0.8819707,1.285086E-5,0.0216416,3.748829E-4,0.003863266,1.517686E-5,0.010293,2.705378E-4,5.540531E-4,0.02086922,6.073794E-5,2.987828E-4,0.001317689,7.685983E-5,2.914187E-4,5.439021E-6,1.715958E-5,0.01987673,0.002524496,0.001934422,1.54161E-4,3.139092E-5,0.002233448,7.806552E-5,4.121805E-4,1.380713E-6,5.163495E-5,2.403429E-6,3.279315E-5,1.100416E-4,5.988581E-4,2.630374E-4,1.115469E-4,1.315957E-5,0.00109475,1.081993E-5,5.34308E-6,6.564683E-5,8.899187E-4,0.01016604,0.001732372,0.006895049,8.303432E-5,5.350093E-6,1.654114E-4,5.704826E-6,4.705131E-7,1.569174E-5,0.003518318,0.004948565,8.628134,8.598935E-5,488313.3,488313.3
1.0E-4,15.01991,-9.6502E8,1219.168,1219.168,0.001290839,1.0,0.8779299,1.097248E-5,0.02346215,3.244581E-4,0.004012716,1.345782E-5,0.01117179,3.106389E-4,5.775039E-4,0.02192492,6.01047E-5,3.424344E-4,0.001412779,7.835049E-5,3.0308E-4,4.497517E-6,1.452176E-5,0.02106747,0.002514978,0.002027261,1.657951E-4,2.889995E-5,0.002365108,9.303886E-5,4.526149E-4,1.689183E-6,6.044656E-5,2.94623E-6,3.789214E-5,1.118477E-4,6.119805E-4,2.890411E-4,1.146312E-4,1.508964E-5,0.00114338,1.160777E-5,6.838096E-6,6.776021E-5,8.951115E-4,0.009480099,0.001775488,0.006835068,7.905752E-5,6.456497E-6,1.797785E-4,6.762469E-6,5.712564E-7,1.685943E-5,0.003196251,0.004349965,8.597777,8.594183E-5,486595.2,486595.3
1.259946E-4,15.03044,-7.267336E8,1215.087,1215.087,0.001290839,1.0,0.8731902,9.115263E-6,0.02566137,2.72753E-4,0.004171104,1.166786E-5,0.01224673,3.624846E-4,6.028745E-4,0.02310663,5.949127E-5,3.985753E-4,0.001526802,7.964203E-5,3.153908E-4,3.573488E-6,1.185177E-5,0.02243718,0.002472476,0.00212897,1.792718E-4,2.616298E-5,0.002518718,1.128964E-4,5.028535E-4,2.116358E-6,7.228723E-5,3.721547E-6,4.441127E-5,1.132682E-4,6.22958E-4,3.180137E-4,1.171778E-4,1.753067E-5,0.001196388,1.258944E-5,8.976067E-6,6.983767E-5,8.937571E-4,0.008660217,0.001812749,0.006764633,7.458842E-5,7.935868E-6,1.964909E-4,8.217587E-6,7.116146E-7,1.817614E-5,0.002836367,0.003684408,8.562995,8.588161E-5,484626.7,484626.7
1.324649E-4,15.03284,-6.824718E8,1214.23,1214.23,0.001290839,1.0,0.8721648,8.756256E-6,0.02614655,2.625242E-4,0.004203075,1.130965E-5,0.01248607,3.744314E-4,6.080692E-4,0.02335383,5.937839E-5,4.114722E-4,0.001551818,7.985882E-5,3.178475E-4,3.396105E-6,1.132831E-5,0.02272906,0.002458851,0.002149891,1.821555E-4,2.559523E-5,0.002551888,1.175449E-4,5.141528E-4,2.219358E-6,7.509127E-5,3.912452E-6,4.589719E-5,1.134796E-4,6.246928E-4,3.239775E-4,1.175703E-4,1.808354E-5,0.001207267,1.281122E-5,9.497787E-6,7.022718E-5,8.924168E-4,0.008480702,0.001818855,0.006749382,7.364854E-5,8.283706E-6,2.000784E-4,8.56441E-6,7.455901E-7,1.845245E-5,0.002760989,0.003545875,8.55559,8.586788E-5,484207.6,484207.6
1.348827E-4,15.03372,-6.670747E8,1213.924,1213.924,0.001290839,1.0,0.8717947,8.630113E-6,0.0263225,2.589112E-4,0.004214418,1.118274E-5,0.01257308,3.7881E-4,6.099187E-4,0.02344229,5.933946E-5,4.161956E-4,0.001560876,7.993169E-5,3.187153E-4,3.333902E-6,1.114383E-5,0.02283397,0.002453549,0.002157342,1.83193E-4,2.539234E-5,0.002563857,1.192551E-4,5.182705E-4,2.25754E-6,7.612633E-5,3.983602E-6,4.643998E-5,1.135476E-4,6.25262E-4,3.260983E-4,1.176978E-4,1.828522E-5,0.00121114,1.289215E-5,9.691495E-6,7.036233E-5,8.918418E-4,0.008415729,0.001820884,0.006743876,7.331159E-5,8.411799E-6,2.013703E-4,8.692448E-6,7.581971E-7,1.855136E-5,0.002733999,0.003496369,8.552928,8.586286E-5,484057.0,484057.0
1.433059E-4,15.03671,-6.176838E8,1212.906,1212.906,0.001290839,1.0,0.8705563,8.22074E-6,0.02691452,2.471163E-4,0.004251633,1.076701E-5,0.01286666,3.93723E-4,6.160111E-4,0.02373526,5.921631E-5,4.3227E-4,0.001591296,8.0155E-5,3.21545E-4,3.132525E-6,1.054312E-5,0.0231833,0.002434332,0.002181888,1.866511E-4,2.472108E-5,0.002603901,1.251051E-4,5.322039E-4,2.38932E-6,7.968161E-5,4.230731E-6,4.828091E-5,1.137438E-4,6.269459E-4,3.330647E-4,1.180689E-4,1.89682E-5,0.001223896,1.316649E-5,1.03608E-5,7.079338E-5,8.895672E-4,0.008197625,0.00182699,0.006725451,7.219263E-5,8.850445E-6,2.056806E-4,9.131939E-6,8.017591E-7,1.887908E-5,0.002644506,0.003332642,8.544064,8.58458E-5,483555.3,483555.3
1.466977E-4,15.03788,-5.994809E8,1212.518,1212.518,0.001290839,1.0,0.8700786,8.067923E-6,0.02714424,2.426854E-4,0.004265686,1.061022E-5,0.01298093,3.995852E-4,6.183216E-4,0.02384703,5.917178E-5,4.385833E-4,0.001603076,8.023273E-5,3.226056E-4,3.057558E-6,1.031809E-5,0.02331731,0.002426314,0.002191194,1.879792E-4,2.446523E-5,0.002619347,1.274152E-4,5.376437E-4,2.441859E-6,8.109203E-5,4.32993E-6,4.900109E-5,1.138065E-4,6.275039E-4,3.356956E-4,1.18189E-4,1.923499E-5,0.001228731,1.32738E-5,1.062779E-5,7.095082E-5,8.885455E-4,0.008113211,0.001829063,0.006718341,7.176443E-5,9.023856E-6,2.073378E-4,9.306045E-6,8.191483E-7,1.900412E-5,0.002610322,0.003270288,8.540661,8.583911E-5,483362.8,483362.8
1.528325E-4,15.03996,-5.687204E8,1211.844,1211.844,0.001290839,1.0,0.8692427,7.807101E-6,0.02754802,2.350877E-4,0.004289875,1.034059E-5,0.01318228,4.09992E-4,6.223118E-4,0.02404088,5.909794E-5,4.497839E-4,0.001623745,8.035756E-5,3.244191E-4,2.929899E-6,9.933084E-6,0.02355076,0.002411477,0.002207255,1.902948E-4,2.402159E-5,0.002646375,1.315305E-4,5.472509E-4,2.536159E-6,8.36141E-5,4.50893E-6,5.027447E-5,1.138992E-4,6.283566E-4,3.40219E-4,1.183679E-4,1.970623E-5,0.001237075,1.346364E-5,1.110693E-5,7.121427E-5,8.865645E-4,0.007965133,0.001832306,0.0067059,7.101967E-5,9.333039E-6,2.102299E-4,9.616829E-6,8.503896E-7,1.922097E-5,0.002550959,0.003162275,8.534732,8.582726E-5,483027.2,483027.2
1.587342E-4,15.04191,-5.415019E8,1211.227,1211.227,0.001290839,1.0,0.8684707,7.573417E-6,0.02792306,2.282421E-4,0.004311768,1.009671E-5,0.01336988,4.197761E-4,6.259382E-4,0.02421798,5.903438E-5,4.603061E-4,0.001642901,8.046025E-5,3.260455E-4,2.815856E-6,9.587133E-6,0.02376517,0.002396866,0.002221834,1.924238E-4,2.361629E-5,0.002671343,1.354158E-4,5.562269E-4,2.626018E-6,8.600674E-5,4.680628E-6,5.146539E-5,1.139654E-4,6.290035E-4,3.443022E-4,1.184974E-4,2.014643E-5,0.001244648,1.364136E-5,1.156315E-5,7.144382E-5,8.845164E-4,0.007827949,0.001834864,0.006694406,7.03367E-5,9.62524E-6,2.128918E-4,9.910831E-6,8.80196E-7,1.941902E-5,0.002496635,0.003063757,8.529282,8.581615E-5,482718.7,482718.8
1.660707E-4,15.04426,-5.105246E8,1210.5,1210.5,0.001290839,1.0,0.8675515,7.303875E-6,0.02837229,2.203003E-4,0.004337284,9.81262E-6,0.01359533,4.316465E-4,6.301827E-4,0.02442639,5.896464E-5,4.730618E-4,0.00166579,8.056686E-5,3.279201E-4,2.684746E-6,9.186957E-6,0.02401891,0.002378336,0.002238867,1.949458E-4,2.313912E-5,0.002701083,1.401505E-4,5.670465E-4,2.736612E-6,8.893807E-5,4.893432E-6,5.290162E-5,1.140201E-4,6.295956E-4,3.490391E-4,1.186065E-4,2.067677E-5,0.001253499,1.385607E-5,1.212373E-5,7.169963E-5,8.818039E-4,0.00766408,0.001837356,0.006680716,6.952938E-5,9.981682E-6,2.160493E-4,1.026963E-5,9.169271E-7,1.965194E-5,0.002432579,0.002948028,8.522827,8.58027E-5,482353.4,482353.4
1.723308E-4,15.04622,-4.863101E8,1209.911,1209.911,0.001290839,1.0,0.8667999,7.090296E-6,0.02874177,2.139719E-4,0.004357705,9.585296E-6,0.01378138,4.415333E-4,6.335941E-4,0.02459475,5.89125E-5,4.836775E-4,0.001684567,8.064141E-5,3.294018E-4,2.581215E-6,8.869032E-6,0.02422505,0.002362277,0.002252525,1.969968E-4,2.275327E-5,0.00272541,1.44111E-4,5.760011E-4,2.830044E-6,9.140377E-5,5.074481E-6,5.409023E-5,1.140455E-4,6.299347E-4,3.52806E-4,1.186587E-4,2.111531E-5,0.001260597,1.403418E-5,1.25962E-5,7.18944E-5,8.793651E-4,0.00752969,0.001838941,0.00666952,6.88739E-5,1.028014E-5,2.186203E-4,1.057001E-5,9.47999E-7,1.983993E-5,0.002380713,0.0028547,8.517576,8.579152E-5,482056.2,482056.2
1.775312E-4,15.04782,-4.675801E8,1209.444,1209.444,0.001290839,1.0,0.8661968,6.923221E-6,0.02903963,2.089994E-4,0.004373805,9.406054E-6,0.01393179,4.495859E-4,6.362929E-4,0.0247285,5.887389E-5,4.923183E-4,0.00169967,8.069306E-5,3.305567E-4,2.500467E-6,8.61984E-6,0.02438954,0.002348806,0.002263305,1.986349E-4,2.244641E-5,0.002744936,1.473478E-4,5.832577E-4,2.907032E-6,9.342855E-5,5.224526E-6,5.505296E-5,1.140534E-4,6.301113E-4,3.557562E-4,1.186762E-4,2.147032E-5,0.001266201,1.417878E-5,1.298455E-5,7.204116E-5,8.772645E-4,0.007421605,0.001839915,0.006660535,6.835087E-5,1.052426E-5,2.206758E-4,1.081557E-5,9.736296E-7,1.998912E-5,0.002339428,0.002780675,8.513381,8.578243E-5,481818.8,481818.8
1.864107E-4,15.05047,-4.381803E8,1208.685,1208.685,0.001290839,1.0,0.8652087,6.657415E-6,0.02953052,2.010482E-4,0.004399648,9.118233E-6,0.01418051,4.630177E-4,6.406424E-4,0.02494503,5.881693E-5,5.067204E-4,0.001724491,8.076203E-5,3.323828E-4,2.372473E-6,8.222551E-6,0.02465729,0.002325609,0.002280618,2.013039E-4,2.194866E-5,0.002776954,1.527687E-4,5.952902E-4,3.037228E-6,9.683937E-5,5.480021E-6,5.664754E-5,1.140421E-4,6.302155E-4,3.604454E-4,1.186576E-4,2.205809E-5,0.001275207,1.441913E-5,1.363887E-5,7.226308E-5,8.735451E-4,0.007243999,0.001840932,0.006645808,6.749908E-5,1.093349E-5,2.240294E-4,1.122667E-5,1.01703E-6,2.023029E-5,0.002272406,0.002661034,8.506542,8.576731E-5,481431.8,481431.8
1.931815E-4,15.05244,-4.177095E8,1208.138,1208.138,0.001290839,1.0,0.8644878,6.469563E-6,0.02989082,1.953988E-4,0.004418083,8.912782E-6,0.01436373,4.730045E-4,6.437583E-4,0.0251009,5.87804E-5,5.1742E-4,0.001742651,8.08001E-5,3.336618E-4,2.282395E-6,7.941197E-6,0.02485115,0.002307814,0.002292966,2.032383E-4,2.158946E-5,0.002800329,1.568164E-4,6.041808E-4,3.135482E-6,9.940301E-5,5.674269E-6,5.78236E-5,1.140151E-4,6.301447E-4,3.637477E-4,1.186063E-4,2.249151E-5,0.001281635,1.459716E-5,1.413034E-5,7.241016E-5,8.706143E-4,0.007114066,0.001841215,0.006635063,6.688168E-5,1.123937E-5,2.264634E-4,1.153334E-5,1.049829E-6,2.040353E-5,0.002224006,0.00257508,8.501581,8.575609E-5,481151.0,481151.0
2.0E-4,15.05438,-3.98602E8,1207.613,1207.613,0.001290839,1.0,0.8637883,6.29199E-6,0.03024224,1.900355E-4,0.004435638,8.716957E-6,0.01454301,4.828512E-4,6.467361E-4,0.02525043,5.874907E-5,5.279623E-4,0.001760314,8.082719E-5,3.348592E-4,2.197559E-6,7.674835E-6,0.02503803,0.002289846,0.002304716,2.051048E-4,2.124396E-5,0.002823029,1.608214E-4,6.129015E-4,3.233572E-6,1.019541E-4,5.869408E-6,5.897476E-5,1.139738E-4,6.299561E-4,3.668524E-4,1.185258E-4,2.291579E-5,0.001287757,1.477217E-5,1.46187E-5,7.254072E-5,8.675946E-4,0.006987689,0.001841114,0.006624633,6.628557E-5,1.154226E-5,2.288149E-4,1.183635E-5,1.082613E-6,2.056939E-5,0.002177436,0.002492753,8.49679,8.574505E-5,480879.8,480879.8
2.223303E-4,15.06044,-3.448473E8,1206.048,1206.048,0.001290839,1.0,0.8616625,5.779417E-6,0.03132133,1.744272E-4,0.004487021,8.142394E-6,0.0150971,5.137459E-4,6.55512E-4,0.02569428,5.867941E-5,5.609946E-4,0.001814217,8.085023E-5,3.382259E-4,1.954599E-6,6.904134E-6,0.02559811,0.002231075,0.002338977,2.107084E-4,2.021156E-5,0.002892142,1.734741E-4,6.399872E-4,3.549205E-6,1.101134E-4,6.505377E-6,6.252891E-5,1.137572E-4,6.286467E-4,3.756504E-4,1.180919E-4,2.422704E-5,0.001305643,1.531814E-5,1.617222E-5,7.28622E-5,8.57353E-4,0.006601935,0.001838501,0.006592923,6.449047E-5,1.250085E-5,2.358923E-4,1.278934E-5,1.188367E-6,2.105902E-5,0.002038283,0.002249213,8.482367,8.571056E-5,480063.6,480063.6
2.302258E-4,15.06248,-3.285427E8,1205.545,1205.545,0.001290839,1.0,0.8609648,5.619651E-6,0.03167918,1.695236E-4,0.00450325,7.960321E-6,0.01528209,5.242143E-4,6.583027E-4,0.02583637,5.866513E-5,5.721718E-4,0.001831973,8.083834E-5,3.392385E-4,1.879525E-6,6.663485E-6,0.02577916,0.002210437,0.002349726,2.125232E-4,1.987828E-5,0.002914872,1.777901E-4,6.490742E-4,3.65888E-6,1.129328E-4,6.729163E-6,6.371197E-5,1.136563E-4,6.279705E-4,3.783165E-4,1.17886E-4,2.466435E-5,0.00131127,1.550213E-5,1.67048E-5,7.294229E-5,8.536409E-4,0.006474815,0.001836872,0.006582512,6.39062E-5,1.28284E-5,2.381905E-4,1.311241E-5,1.225207E-6,2.121467E-5,0.001993392,0.002171519,8.47768,8.569892E-5,479798.3,479798.3
2.387145E-4,15.06463,-3.12324E8,1205.031,1205.031,0.001290839,1.0,0.8602428,5.458478E-6,0.03205153,1.645584E-4,0.004519723,7.775125E-6,0.01547524,5.352259E-4,6.611448E-4,0.02598152,5.865494E-5,5.839205E-4,0.001850379,8.081594E-5,3.40237E-4,1.804144E-6,6.420589E-6,0.02596503,0.002188385,0.002360585,2.143879E-4,1.953608E-5,0.002938426,1.823451E-4,6.585855E-4,3.775744E-6,1.159292E-4,6.969164E-6,6.494405E-5,1.135363E-4,6.271396E-4,3.809547E-4,1.176392E-4,2.512047E-5,0.001316964,1.569513E-5,1.726777E-5,7.301157E-5,8.496158E-4,0.006342998,0.001834776,0.006571734,6.33037E-5,1.317441E-5,2.405552E-4,1.345199E-5,1.264514E-6,2.137296E-5,0.001947333,0.002092292,8.472853,8.568671E-5,479525.1,479525.1
2.464644E-4,15.06655,-2.985826E8,1204.583,1204.583,0.001290839,1.0,0.8596072,5.320036E-6,0.03238094,1.602786E-4,0.004533953,7.614791E-6,0.01564671,5.450703E-4,6.636076E-4,0.02610765,5.864988E-5,5.944163E-4,0.001866601,8.07877E-5,3.410733E-4,1.739698E-6,6.211884E-6,0.0261273,0.002168398,0.002369914,2.160175E-4,1.923714E-5,0.002959184,1.8643E-4,6.670486E-4,3.881524E-6,1.186351E-4,7.187754E-6,6.603438E-5,1.134176E-4,6.262968E-4,3.831716E-4,1.173932E-4,2.552484E-5,0.001321865,1.586724E-5,1.777311E-5,7.306091E-5,8.459181E-4,0.006226774,0.001832583,0.006562246,6.277509E-5,1.348499E-5,2.426243E-4,1.375518E-5,1.300138E-6,2.150985E-5,0.001907132,0.00202357,8.468626,8.567581E-5,479285.9,479285.9
2.532975E-4,15.0682,-2.872313E8,1204.204,1204.204,0.001290839,1.0,0.8590645,5.204275E-6,0.03266351,1.566897E-4,0.004545908,7.479807E-6,0.01579424,5.535921E-4,6.656821E-4,0.02621413,5.86485E-5,6.034964E-4,0.001880469,8.075726E-5,3.417553E-4,1.686038E-6,6.037357E-6,0.02626486,0.002150905,0.002377706,2.174E-4,1.898346E-5,0.002976931,1.899755E-4,6.743449E-4,3.974092E-6,1.209983E-4,7.380074E-6,6.696945E-5,1.133066E-4,6.254932E-4,3.849848E-4,1.171615E-4,2.587228E-5,0.001325966,1.60159E-5,1.821191E-5,7.309426E-5,8.426454E-4,0.00612738,0.001830448,0.006554141,6.232481E-5,1.375478E-5,2.443818E-4,1.401722E-5,1.331348E-6,2.162487E-5,0.001873051,0.00196564,8.465032,8.566639E-5,479082.4,479082.5
2.599203E-4,15.06978,-2.768549E8,1203.85,1203.85,0.001290839,1.0,0.8585534,5.097281E-6,0.0329307,1.533641E-4,0.004557003,7.35428E-6,0.01593412,5.617163E-4,6.676117E-4,0.02631337,5.864971E-5,6.12148E-4,0.001893541,8.072327E-5,3.423701E-4,1.636637E-6,5.876054E-6,0.02639353,0.002134076,0.002384895,2.186941E-4,1.874588E-5,0.002993664,1.933637E-4,6.812758E-4,4.063207E-6,1.232697E-4,7.566118E-6,6.785308E-5,1.131939E-4,6.246652E-4,3.866235E-4,1.16925E-4,2.620125E-5,0.001329756,1.615735E-5,1.863121E-5,7.311818E-5,8.394659E-4,0.006033657,0.001828216,0.006546507,6.190162E-5,1.401279E-5,2.460287E-4,1.426658E-5,1.361425E-6,2.173156E-5,0.001841165,0.001911725,8.461659,8.565743E-5,478891.6,478891.6
2.667571E-4,15.07138,-2.667393E8,1203.498,1203.498,0.001290839,1.0,0.8580403,4.991832E-6,0.03319995,1.500787E-4,0.004567979,7.229831E-6,0.01607546,5.699684E-4,6.695249E-4,0.02641193,5.865339E-5,6.209306E-4,0.00190667,8.068393E-5,3.429599E-4,1.588141E-6,5.71711E-6,0.02652178,0.00211684,0.002391962,2.199851E-4,1.85087E-5,0.003010476,1.968129E-4,6.882909E-4,4.154595E-6,1.255954E-4,7.757806E-6,6.874256E-5,1.130727E-4,6.237636E-4,3.881994E-4,1.166695E-4,2.653311E-5,0.001333489,1.630074E-5,1.905791E-5,7.313475E-5,8.361793E-4,0.005939484,0.001825756,0.006538844,6.147764E-5,1.427565E-5,2.476733E-4,1.451933E-5,1.392301E-6,2.183701E-5,0.001809367,0.00185825,8.458288,8.564835E-5,478700.8,478700.8
2.882755E-4,15.07623,-2.383458E8,1202.469,1202.469,0.001290839,1.0,0.8565143,4.689202E-6,0.0340072,1.406078E-4,0.004599705,6.868465E-6,0.01650157,5.951085E-4,6.750778E-4,0.02669887,5.867923E-5,6.476553E-4,0.001945763,8.053605E-5,3.445491E-4,1.450107E-6,5.261319E-6,0.02689784,0.002063568,0.002412079,2.23776E-4,1.781039E-5,0.003060607,2.073679E-4,7.095139E-4,4.438419E-6,1.32798E-4,8.358734E-6,7.14003E-5,1.12665E-4,6.206583E-4,3.92468E-4,1.158006E-4,2.752986E-5,0.001344162,1.673594E-5,2.036115E-5,7.313916E-5,8.258377E-4,0.005658792,0.001817123,0.006516043,6.02202E-5,1.508127E-5,2.525128E-4,1.528515E-5,1.48839E-6,2.214047E-5,0.00171599,0.001702989,8.448337,8.562077E-5,478137.6,478137.6
2.953907E-4,15.07778,-2.299646E8,1202.153,1202.153,0.001290839,1.0,0.8560369,4.597819E-6,0.0342617,1.377359E-4,0.004609349,6.758071E-6,0.01663666,6.031598E-4,6.767723E-4,0.02678667,5.869197E-5,6.562039E-4,0.001957999,8.048025E-5,3.449941E-4,1.408786E-6,5.123859E-6,0.02701371,0.002046296,0.002418085,2.249459E-4,1.759409E-5,0.003076326,2.107625E-4,7.162648E-4,4.531053E-6,1.35143E-4,8.556643E-6,7.223414E-5,1.125229E-4,6.195542E-4,3.9367E-4,1.154947E-4,2.78445E-5,0.001347364,1.68748E-5,2.077903E-5,7.31264E-5,8.224279E-4,0.005570838,0.001814012,0.006508908,5.982776E-5,1.534079E-5,2.540094E-4,1.552884E-5,1.519815E-6,2.22321E-5,0.001687154,0.001655615,8.445249,8.561197E-5,477962.8,477962.8
3.0E-4,15.07877,-2.247712E8,1201.954,1201.954,0.001290839,1.0,0.8557344,4.540683E-6,0.03442351,1.359376E-4,0.004615394,6.688738E-6,0.01672273,6.083103E-4,6.778358E-4,0.02684182,5.870121E-5,6.616697E-4,0.001965756,8.044251E-5,3.45263E-4,1.383041E-6,5.037969E-6,0.0270867,0.0020352,0.002421818,2.256834E-4,1.745751E-5,0.0030863,2.129376E-4,7.20572E-4,4.590754E-6,1.366529E-4,8.684642E-6,7.276298E-5,1.124292E-4,6.18821E-4,3.943981E-4,1.152923E-4,2.80446E-5,0.001349359,1.696349E-5,2.104635E-5,7.311474E-5,8.202233E-4,0.005515059,0.001811938,0.006504386,5.957919E-5,1.550719E-5,2.549535E-4,1.568426E-5,1.540085E-6,2.228932E-5,0.001668969,0.001625886,8.443298,8.560635E-5,477852.4,477852.4
3.129609E-4,15.0815,-2.110825E8,1201.419,1201.419,0.001290839,1.0,0.8549104,4.388085E-6,0.03486619,1.311243E-4,0.004631591,6.502362E-6,0.01695898,6.225284E-4,6.806911E-4,0.02699005,5.873102E-5,6.767474E-4,0.00198688,8.03304E-5,3.459424E-4,1.314642E-6,4.808827E-6,0.02728366,0.002004402,0.002431693,2.276753E-4,1.708746E-5,0.003113505,2.189559E-4,7.324165E-4,4.75737E-6,1.40862E-4,9.043672E-6,7.420375E-5,1.121596E-4,6.166912E-4,3.962456E-4,1.147071E-4,2.859222E-5,0.001354655,1.72078E-5,2.178391E-5,7.306872E-5,8.140473E-4,0.005363024,0.001805878,0.006492067,5.890266E-5,1.596806E-5,2.575067E-4,1.611127E-5,1.596722E-6,2.244171E-5,0.001619803,0.001546105,8.438007,8.559087E-5,477553.0,477553.0
