Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_IC4H9_Soln#21 (),Mole_fraction_TC4H9_Soln#21 (),Mole_fraction_IC4H8_Soln#21 (),Mole_fraction_IC4H7_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_MCPTD_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NEOC5H12_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_B1M2_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_IC8H17_Soln#21 (),Mole_fraction_IC8H16_Soln#21 (),Mole_fraction_DIMEPTD_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Mole_fraction_BIN1A_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Mole_fraction_IC12H26_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
1.47331E-8,14.36438,-1.559056E13,1791.448,1791.448,8.39045E-4,1.0,0.8847984,0.008063075,2.364894E-4,0.01247042,2.951767E-5,0.001196964,0.001883861,2.537215E-4,2.112156E-5,3.98694E-5,5.587872E-4,0.009441074,0.001866583,1.187101E-5,8.645522E-4,8.220689E-6,5.955322E-4,2.335017E-4,0.01295105,0.01162628,0.01172135,0.01017092,7.477102E-4,1.958577E-4,0.001665738,1.258936E-5,3.292832E-7,2.536003E-9,1.436981E-5,1.523426E-8,3.738017E-7,9.659734E-6,1.948362E-11,4.635885E-5,4.25821E-4,3.083487E-6,8.840151E-5,3.220968E-4,2.383206E-6,0.01349989,1.896647E-4,0.007290525,7.64637E-5,5.263798E-13,3.748097E-14,1.320655E-9,1.160813E-17,7.953161E-17,0.005790608,2.216241E-4,8.586585,5.841148E-5,485961.8,485961.8
1.642844E-8,14.34714,-1.420344E13,1785.166,1785.166,8.39045E-4,1.0,0.8828376,0.008249194,2.786856E-4,0.01341067,3.593752E-5,0.001242039,0.002076446,2.824972E-4,2.634886E-5,4.737577E-5,5.603947E-4,0.0102531,0.001929819,1.506641E-5,9.634842E-4,9.986185E-6,5.860441E-4,2.596265E-4,0.01263779,0.01140101,0.01199858,0.01055416,7.791951E-4,1.899532E-4,0.001755066,1.518517E-5,4.052725E-7,3.263475E-9,1.659468E-5,2.057941E-8,4.756599E-7,1.131603E-5,2.879041E-11,5.480836E-5,4.362083E-4,3.815683E-6,9.889425E-5,3.372121E-4,1.955765E-6,0.0129549,2.102672E-4,0.007257698,8.653655E-5,9.012929E-13,6.194174E-14,1.678355E-9,1.916936E-17,1.307608E-16,0.005580798,1.75155E-4,8.566761,5.84817E-5,484839.8,484839.8
1.732769E-8,14.33881,-1.355886E13,1782.058,1782.058,8.39045E-4,1.0,0.8818557,0.008336035,3.021027E-4,0.01389865,3.960578E-5,0.001262501,0.002177682,2.977525E-4,2.936047E-5,5.148279E-5,5.600484E-4,0.01067202,0.001959244,1.691442E-5,0.001014802,1.098522E-5,5.797702E-4,2.731612E-4,0.01246582,0.01127382,0.01213833,0.0107385,7.945705E-4,1.871543E-4,0.001798794,1.661805E-5,4.498316E-7,3.687408E-9,1.780236E-5,2.379748E-8,5.346068E-7,1.220758E-5,3.488846E-11,5.943727E-5,4.410794E-4,4.23369E-6,1.043819E-4,3.446697E-4,1.782674E-6,0.01268575,2.208885E-4,0.007240792,9.188026E-5,1.172313E-12,7.901391E-14,1.886544E-9,2.450605E-17,1.667483E-16,0.005476731,1.556554E-4,8.556812,5.851566E-5,484276.8,484276.8
1.898855E-8,14.32473,-1.249878E13,1776.673,1776.673,8.39045E-4,1.0,0.8801355,0.00847702,3.471757E-4,0.01478042,4.686992E-5,0.001294652,0.002362948,3.258586E-4,3.535711E-5,5.92624E-5,5.576365E-4,0.01142479,0.002007051,2.059964E-5,0.001107466,1.294079E-5,5.664673E-4,2.975621E-4,0.0121419,0.01102901,0.01238478,0.01104942,8.20884E-4,1.824953E-4,0.001873737,1.935422E-5,5.402961E-7,4.538278E-9,2.007894E-5,3.045196E-8,6.52308E-7,1.38714E-5,4.859056E-11,6.821983E-5,4.491044E-4,5.058522E-6,1.143679E-4,3.575433E-4,1.531848E-6,0.01222069,2.399505E-4,0.00721041,1.017327E-4,1.840045E-12,1.195775E-13,2.304837E-9,3.737525E-17,2.530871E-16,0.005296025,1.265377E-4,8.539347,5.85732E-5,483288.3,483288.3
2.112797E-8,14.30873,-1.133051E13,1770.333,1770.333,8.39045E-4,1.0,0.8780768,0.008625423,4.085888E-4,0.01587902,5.718155E-5,0.001326461,0.002598237,3.618099E-4,4.39062E-5,6.958941E-5,5.518276E-4,0.01235549,0.002057805,2.585009E-5,0.001222825,1.566276E-5,5.4695E-4,3.278417E-4,0.0117191,0.0107011,0.01268241,0.0114017,8.513572E-4,1.773088E-4,0.001960582,2.302681E-5,6.732118E-7,5.760475E-9,2.309153E-5,4.039919E-8,8.20475E-7,1.603635E-5,7.161839E-11,7.991006E-5,4.578938E-4,6.219242E-6,1.269348E-4,3.726072E-4,1.301219E-6,0.01167531,2.634579E-4,0.007172756,1.143574E-4,3.107464E-12,1.926798E-13,2.90833E-9,6.116808E-17,4.114768E-16,0.005082449,9.869398E-5,8.518382,5.863867E-5,482101.8,482101.8
2.295774E-8,14.29669,-1.046775E13,1765.369,1765.369,8.39045E-4,1.0,0.8764385,0.008726213,4.639701E-4,0.01678554,6.687244E-5,0.001346203,0.002796388,3.922057E-4,5.194447E-5,7.863222E-5,5.450299E-4,0.01311787,0.002093037,3.077069E-5,0.001318001,1.816282E-5,5.288809E-4,3.527074E-4,0.01135751,0.01041452,0.01292127,0.01166706,8.748541E-4,1.734629E-4,0.002027455,2.62774E-5,8.022401E-7,6.91424E-9,2.573173E-5,5.014193E-8,9.786947E-7,1.789775E-5,9.690869E-11,9.017686E-5,4.642849E-4,7.296663E-6,1.374102E-4,3.843102E-4,1.158939E-6,0.01125009,2.826486E-4,0.007141769,1.250646E-4,4.662577E-12,2.779247E-13,3.482115E-9,8.974246E-17,6.001576E-16,0.004914506,8.092673E-5,8.50165,5.868804E-5,481154.9,481154.9
2.51096E-8,14.2842,-9.578845E12,1760.001,1760.001,8.39045E-4,1.0,0.8746384,0.00881771,5.322985E-4,0.01781301,7.931914E-5,0.001361863,0.003025704,4.273859E-4,6.223662E-5,8.944463E-5,5.354521E-4,0.01397634,0.002126398,3.703802E-5,0.00142598,2.12938E-5,5.067257E-4,3.8074E-4,0.01093664,0.01007494,0.01318561,0.01194392,8.999612E-4,1.694987E-4,0.002098656,3.020375E-5,9.728451E-7,8.39341E-9,2.89026E-5,6.305177E-8,1.181192E-6,2.008889E-5,1.34299E-10,1.024877E-4,4.707188E-4,8.659634E-6,1.49402E-4,3.968607E-4,1.034401E-6,0.01079164,3.04171E-4,0.00710666,1.375176E-4,7.205272E-12,4.105878E-13,4.22442E-9,1.356816E-16,9.009606E-16,0.004731898,6.500093E-5,8.483214,5.873939E-5,480111.5,480111.5
2.690281E-8,14.27498,-8.922405E12,1755.87,1755.87,8.39045E-4,1.0,0.8732317,0.008874162,5.917494E-4,0.01863773,9.057229E-5,0.00136952,0.003213688,4.561286E-4,7.148817E-5,9.85538E-5,5.265087E-4,0.01466148,0.002148543,4.263595E-5,0.001512842,2.405094E-5,4.879318E-4,4.031116E-4,0.01059184,0.009792488,0.01339343,0.01214997,9.191119E-4,1.665725E-4,0.002152658,3.354352E-5,1.131061E-6,9.722643E-9,3.159294E-5,7.499609E-8,1.363039E-6,2.191092E-5,1.726036E-10,1.128855E-4,4.753317E-4,9.871418E-6,1.591231E-4,4.064315E-4,9.550583E-7,0.01043951,3.212695E-4,0.007078438,1.477596E-4,1.005226E-11,5.524994E-13,4.898152E-9,1.864787E-16,1.230851E-15,0.004590483,5.471278E-5,8.468768,5.877733E-5,479293.9,479293.9
2.882275E-8,14.26617,-8.289748E12,1751.754,1751.754,8.39045E-4,1.0,0.8718102,0.008916912,6.578035E-4,0.01948949,1.0352E-4,0.001373047,0.003411797,4.862281E-4,8.205207E-5,1.083635E-4,5.162408E-4,0.01536576,0.002167418,4.898519E-5,0.001602857,2.714234E-5,4.677947E-4,4.260831E-4,0.01023026,0.009492581,0.01360437,0.01234935,9.380931E-4,1.637509E-4,0.00220579,3.717171E-5,1.317002E-6,1.12388E-8,3.451565E-5,8.895982E-8,1.570445E-6,2.385336E-5,2.216741E-10,1.241055E-4,4.796317E-4,1.124213E-5,1.692573E-4,4.158801E-4,8.873752E-7,0.01008885,3.387628E-4,0.007049209,1.585717E-4,1.399072E-11,7.409315E-13,5.674258E-9,2.56141E-16,1.679753E-15,0.004448616,4.591334E-5,8.454136,5.881362E-5,478465.8,478465.8
3.027401E-8,14.26017,-7.852806E12,1748.835,1748.835,8.39045E-4,1.0,0.870789,0.008938297,7.093052E-4,0.02011221,1.139293E-4,0.001372918,0.003559369,5.084664E-4,9.047449E-5,1.157945E-4,5.081378E-4,0.01587875,0.002178814,5.401504E-5,0.001668945,2.956893E-5,4.527088E-4,4.427845E-4,0.00996284,0.009268504,0.01375641,0.0124873,9.515282E-4,1.617979E-4,0.002243086,3.994152E-5,1.469077E-6,1.244615E-8,3.675046E-5,1.003059E-7,1.735632E-6,2.531384E-5,2.648151E-10,1.326173E-4,4.824989E-4,1.232653E-5,1.767305E-4,4.225232E-4,8.450107E-7,0.00983996,3.514456E-4,0.007027763,1.666304E-4,1.768139E-11,9.114555E-13,6.297887E-9,3.210546E-16,2.095173E-15,0.00434727,4.044051E-5,8.443601,5.883838E-5,477869.6,477869.6
3.367162E-8,14.24805,-6.945746E12,1742.577,1742.577,8.39045E-4,1.0,0.8685594,0.008956237,8.34855E-4,0.0215007,1.404087E-4,0.00136477,0.003897546,5.586175E-4,1.11595E-4,1.331601E-4,4.884694E-4,0.01701762,0.002197462,6.650862E-5,0.001817513,3.552775E-5,4.183043E-4,4.797107E-4,0.009358474,0.008755543,0.0140894,0.01277373,9.803859E-4,1.577118E-4,0.002322029,4.648511E-5,1.864408E-6,1.546894E-8,4.205502E-5,1.294531E-7,2.149295E-6,2.870031E-5,3.884325E-10,1.525349E-4,4.881129E-4,1.501933E-5,1.936053E-4,4.365765E-4,7.664988E-7,0.009304664,3.793998E-4,0.006979628,1.850841E-4,2.92107E-11,1.418955E-12,7.879344E-9,5.228728E-16,3.373671E-15,0.004127447,3.054827E-5,8.420539,5.88884E-5,476564.3,476564.3
3.567677E-8,14.24203,-6.474719E12,1739.223,1739.223,8.39045E-4,1.0,0.8673395,0.008948447,9.120183E-4,0.02227572,1.574268E-4,0.001355711,0.004092355,5.868602E-4,1.249316E-4,1.433393E-4,4.766355E-4,0.01765091,0.002204101,7.431615E-5,0.00190142,3.921121E-5,3.988128E-4,5.001147E-4,0.009016801,0.008461792,0.01427196,0.01292222,9.959714E-4,1.555561E-4,0.002363825,5.036661E-5,2.123741E-6,1.737574E-8,4.522498E-5,1.482944E-7,2.410205E-6,3.067431E-5,4.777291E-10,1.642161E-4,4.908041E-4,1.67042E-5,2.03163E-4,4.439865E-4,7.297437E-7,0.009016022,3.948081E-4,0.006952515,1.956891E-4,3.826E-11,1.798958E-12,8.890199E-9,6.810018E-16,4.365074E-15,0.004007854,2.613702E-5,8.407882,5.891329E-5,475848.0,475848.0
3.775712E-8,14.23656,-6.028438E12,1735.98,1735.98,8.39045E-4,1.0,0.8661416,0.008928023,9.943155E-4,0.02304609,1.761722E-4,0.00134365,0.004290772,6.150363E-4,1.394073E-4,1.538107E-4,4.643324E-4,0.01827915,0.002208219,8.272601E-5,0.001985737,4.315067E-5,3.793478E-4,5.202324E-4,0.008674378,0.008164844,0.01445131,0.01306259,0.001011192,1.534767E-4,0.002403939,5.439504E-5,2.413253E-6,1.944571E-8,4.853824E-5,1.690741E-7,2.693267E-6,3.270133E-5,5.844149E-10,1.762273E-4,4.931771E-4,1.85226E-5,2.12772E-4,4.510556E-4,6.968017E-7,0.008735156,4.099847E-4,0.006925348,2.064591E-4,4.972102E-11,2.264409E-12,9.997606E-9,8.814563E-16,5.612108E-15,0.003890775,2.237889E-5,8.395429,5.893593E-5,475143.2,475143.2
4.037818E-8,14.23068,-5.519533E12,1732.205,1732.205,8.39045E-4,1.0,0.8647222,0.008886746,0.001101046,0.02396929,2.013598E-4,0.001325332,0.004535488,6.488486E-4,1.585121E-4,1.668373E-4,4.489392E-4,0.01903098,0.00221009,9.373228E-5,0.002088279,4.826913E-5,3.560106E-4,5.44107E-4,0.008260486,0.007802663,0.01466367,0.01322215,0.001029187,1.510401E-4,0.002450318,5.945708E-5,2.807577E-6,2.218134E-8,5.274059E-5,1.969667E-7,3.066814E-6,3.52235E-5,7.407011E-10,1.911479E-4,4.956296E-4,2.090974E-5,2.244446E-4,4.591466E-4,6.608567E-7,0.008405267,4.279891E-4,0.006892453,2.196842E-4,6.758671E-11,2.964575E-12,1.147481E-8,1.194874E-15,7.545036E-15,0.003752382,1.856013E-5,8.380639,5.896031E-5,474306.2,474306.2
4.386804E-8,14.22437,-4.920647E12,1727.662,1727.662,8.39045E-4,1.0,0.8629726,0.008809209,0.001248007,0.02511975,2.375804E-4,0.001296857,0.004852394,6.908806E-4,1.853208E-4,1.838312E-4,4.288526E-4,0.01996745,0.002208055,1.090213E-4,0.002218963,5.532137E-5,3.270803E-4,5.734613E-4,0.007739368,0.007341826,0.01492479,0.01340901,0.001051437,1.4804E-4,0.002505838,6.614641E-5,3.383316E-6,2.603516E-8,5.836982E-5,2.369078E-7,3.591341E-6,3.852561E-5,9.896598E-10,2.105464E-4,4.980847E-4,2.424246E-5,2.392604E-4,4.686565E-4,6.198316E-7,0.008002266,4.501445E-4,0.006850839,2.366909E-4,9.821537E-11,4.115843E-12,1.357663E-8,1.735702E-15,1.084473E-14,0.003582068,1.465417E-5,8.362361,5.898643E-5,473271.7,473271.7
4.529247E-8,14.22225,-4.698664E12,1725.951,1725.951,8.39045E-4,1.0,0.8623005,0.008771296,0.001309468,0.02556448,2.532319E-4,0.001284228,0.004978885,7.070475E-4,1.966748E-4,1.906375E-4,4.208371E-4,0.02032968,0.002206044,1.154487E-4,0.002270535,5.826895E-5,3.159811E-4,5.846786E-4,0.007536294,0.007160842,0.01502479,0.01347796,0.00106004,1.468781E-4,0.002526702,6.885323E-5,3.634763E-6,2.767515E-8,6.067473E-5,2.540824E-7,3.813736E-6,3.985498E-5,1.105544E-9,2.182852E-4,4.988505E-4,2.564995E-5,2.450775E-4,4.721623E-4,6.047506E-7,0.007848327,4.586245E-4,0.006834535,2.434347E-4,1.132405E-10,4.664287E-12,1.44767E-8,2.002743E-15,1.246112E-14,0.003516662,1.335683E-5,8.355326,5.899524E-5,472873.6,472873.6
