Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_IC4H9_Soln#21 (),Mole_fraction_TC4H9_Soln#21 (),Mole_fraction_IC4H8_Soln#21 (),Mole_fraction_IC4H7_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_MCPTD_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NEOC5H12_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_B1M2_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_IC8H17_Soln#21 (),Mole_fraction_IC8H16_Soln#21 (),Mole_fraction_DIMEPTD_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Mole_fraction_BIN1A_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Mole_fraction_IC12H26_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
0.0,15.0,-4.829363E14,2000.0,2000.0,8.39045E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,5.593634E-5,519545.7,519545.7
1.478982E-13,14.99993,-4.838084E14,1999.982,1999.982,8.39045E-4,1.0,0.9452549,3.756048E-9,3.506724E-16,2.127261E-9,8.706597E-18,7.121376E-11,5.510246E-11,3.995541E-13,1.213282E-16,4.282141E-18,6.264655E-11,1.170703E-9,1.046443E-7,3.531473E-16,1.094171E-12,5.078509E-18,8.677564E-11,1.603457E-13,3.835054E-9,3.94891E-6,9.081167E-9,4.957378E-7,5.928385E-11,1.046296E-7,1.167471E-11,4.228069E-21,6.42089E-19,3.299993E-19,3.623027E-17,8.088617E-27,1.943436E-25,1.924191E-21,3.925944E-29,1.571088E-20,4.860482E-11,1.396339E-22,4.34973E-19,2.792398E-11,3.44046E-6,0.01921496,8.013759E-16,0.007923897,1.049701E-10,1.363985E-34,1.274438E-45,2.097855E-21,1.952041E-40,7.561208E-40,0.01043292,0.01716499,9.179949,5.593661E-5,519543.5,519543.5
6.736305E-12,14.99679,-5.161427E14,1999.151,1999.151,8.39045E-4,1.0,0.9450599,6.817141E-6,2.791684E-11,4.044275E-6,7.189367E-13,1.419489E-7,1.09403E-7,8.541646E-10,2.750092E-13,3.525983E-13,1.241516E-7,2.20046E-6,4.745444E-6,9.94296E-13,2.277749E-9,3.492892E-13,1.709873E-7,3.534916E-10,7.451416E-6,1.800641E-4,1.040099E-5,2.248074E-5,1.173973E-7,4.715401E-6,2.396896E-8,3.964623E-16,7.184268E-15,6.797195E-16,2.530593E-12,2.309052E-20,6.246254E-19,4.137286E-15,9.665386E-23,5.079567E-14,9.632105E-8,4.859512E-16,9.139322E-13,5.500377E-8,1.341497E-4,0.01919854,4.894288E-11,0.007922258,4.78842E-9,5.066345E-28,1.140065E-34,4.436329E-18,6.731372E-34,2.572274E-33,0.01042149,0.01700903,9.178056,5.594833E-5,519436.4,519436.4
5.15306E-11,14.97813,-5.637771E14,1992.883,1992.883,8.39045E-4,1.0,0.9432709,2.190823E-4,8.484967E-9,1.451411E-4,2.634664E-10,6.404772E-6,4.842254E-6,5.729971E-8,2.582662E-11,1.337031E-10,5.427558E-6,7.353252E-5,3.515475E-5,1.168442E-10,1.324598E-7,1.056276E-10,7.241834E-6,2.568812E-8,3.014966E-4,0.001280662,3.439185E-4,1.673069E-4,5.112052E-6,3.354944E-5,1.304387E-6,7.532536E-13,2.479142E-12,3.773583E-14,7.121856E-10,5.006251E-17,1.786668E-15,9.193981E-12,2.378766E-19,1.106429E-10,4.205456E-6,1.41143E-12,1.734971E-9,2.325175E-6,4.274698E-4,0.01931429,1.373125E-8,0.007907219,4.060842E-8,2.545298E-24,1.340713E-28,4.835783E-16,4.402535E-30,1.884211E-29,0.01034092,0.01601028,9.16068,5.601802E-5,518453.0,518453.0
1.703534E-10,14.93734,-4.600235E14,1977.513,1977.513,8.39045E-4,1.0,0.9385525,8.981525E-4,1.526792E-7,6.934808E-4,6.094216E-9,3.954831E-5,2.946969E-5,6.904844E-7,5.761832E-10,3.599399E-9,3.203208E-5,3.221426E-4,1.070822E-4,1.591189E-9,1.326567E-6,1.990148E-9,4.090444E-5,3.137717E-7,0.001727064,0.003163603,0.001493181,5.1897E-4,3.005806E-5,9.299641E-5,1.185752E-5,8.783311E-11,6.657363E-11,3.604364E-13,1.148009E-8,3.23458E-15,3.074901E-13,4.929583E-10,1.607042E-17,5.180406E-9,2.463512E-5,9.010188E-11,6.469057E-8,1.310843E-5,3.78514E-4,0.01979646,2.235936E-7,0.007867455,1.882728E-7,5.643059E-22,4.083657E-25,1.62986E-14,2.411884E-27,1.308475E-26,0.0101451,0.01385622,9.114849,5.6171E-5,515859.1,515859.1
4.504356E-10,14.86553,-2.945344E14,1951.689,1951.689,8.39045E-4,1.0,0.9307753,0.002000248,1.101247E-6,0.001692613,5.489055E-8,1.167185E-4,8.895149E-5,4.260755E-6,8.097213E-9,4.095456E-8,9.070166E-5,7.754171E-4,2.432682E-4,1.00002E-8,7.509911E-6,1.652909E-8,1.126618E-4,2.012933E-6,0.004790225,0.005344142,0.003418511,0.001215193,8.541686E-5,1.768359E-4,5.817244E-5,2.657736E-9,7.228356E-10,1.996E-12,7.728165E-8,1.131206E-13,1.677202E-11,7.957523E-9,3.802115E-16,6.702878E-8,6.844429E-5,1.568625E-9,6.064356E-7,3.620593E-5,2.453478E-4,0.02038145,1.522877E-6,0.007801338,7.681073E-7,5.281394E-20,2.134866E-22,2.725726E-13,4.965991E-25,3.102882E-24,0.009788114,0.01052937,9.039274,5.644233E-5,511581.9,511581.9
1.26522E-9,14.74439,-1.364982E14,1911.439,1911.439,8.39045E-4,1.0,0.9190932,0.003623318,6.421687E-6,0.003254543,4.120565E-7,2.781083E-4,2.301267E-4,1.987325E-5,1.116718E-7,4.133567E-7,2.034552E-4,0.001626993,5.17545E-4,6.301783E-8,3.897512E-5,1.208618E-7,2.487682E-4,1.105789E-5,0.009224968,0.008279882,0.006102245,0.002690564,1.956552E-4,2.614633E-4,2.316831E-4,5.802997E-8,6.020942E-9,1.161379E-11,4.452255E-7,5.54311E-12,5.998886E-10,9.936487E-8,8.667938E-15,6.456674E-7,1.484146E-4,2.010179E-8,3.799584E-6,8.174104E-5,1.090744E-4,0.02052935,8.714179E-6,0.007699027,3.39259E-6,5.797056E-18,1.063613E-19,4.262532E-12,1.076309E-22,7.208142E-22,0.009115372,0.006029741,8.92559,5.690605E-5,505147.9,505147.9
3.030587E-9,14.61713,-6.155956E13,1871.964,1871.964,8.39045E-4,1.0,0.908018,0.005146814,2.382316E-5,0.005038142,1.936782E-6,5.111638E-4,4.803834E-4,5.431278E-5,8.118545E-7,2.414794E-6,3.407063E-4,0.002920804,8.918277E-4,3.544578E-7,1.336643E-4,5.481394E-7,4.093627E-4,3.780036E-5,0.01238713,0.01071072,0.008272743,0.004759247,3.434219E-4,2.764966E-4,5.680173E-4,5.197874E-7,2.640454E-8,6.307468E-11,1.655069E-6,1.185271E-10,7.729568E-9,6.2566E-7,1.125062E-13,3.373038E-6,2.416161E-4,1.319176E-7,1.35306E-5,1.431422E-4,3.881196E-5,0.01943929,3.072003E-5,0.007593338,1.101494E-5,2.834133E-16,1.363883E-17,3.623035E-11,7.620965E-21,5.23586E-20,0.008246596,0.002753126,8.817361,5.740147E-5,499022.7,499022.7
5.930931E-9,14.51162,-3.34588E13,1839.793,1839.793,8.39045E-4,1.0,0.8990311,0.006364072,6.240973E-5,0.007128157,6.089571E-6,7.711498E-4,8.46811E-4,1.053971E-4,3.324798E-6,8.444971E-6,4.57247E-4,0.004719978,0.001278504,1.542945E-6,3.138122E-4,1.690717E-6,5.34454E-4,8.703856E-5,0.01366973,0.0118964,0.009715548,0.006888795,4.963974E-4,2.493057E-4,9.687985E-4,2.244148E-6,7.343335E-8,2.893822E-10,4.233301E-6,1.036102E-9,4.420095E-8,2.197418E-6,8.877279E-13,1.071403E-5,3.228443E-4,5.1142E-7,3.178829E-5,2.08273E-4,1.345482E-5,0.01749958,7.145107E-5,0.007493211,2.581547E-5,6.282504E-15,4.501352E-16,1.721528E-10,1.763301E-19,1.221455E-18,0.007349756,0.001152246,8.728836,5.781882E-5,494012.5,494012.5
9.491366E-9,14.43555,-2.245961E13,1815.712,1815.712,8.39045E-4,1.0,0.8921075,0.007249224,1.232101E-4,0.009392667,1.36178E-5,9.910013E-4,0.00127451,1.652683E-4,8.661624E-6,1.926188E-5,5.25278E-4,0.006737883,0.001585461,4.451853E-6,5.419943E-4,3.784894E-6,5.923245E-4,1.48058E-4,0.01370346,0.01208893,0.01070195,0.008573668,6.220361E-4,2.215516E-4,0.001313198,5.66598E-6,1.529096E-7,8.930421E-10,7.998957E-6,4.312879E-9,1.370624E-7,4.885896E-6,4.194101E-12,2.314172E-5,3.78855E-4,1.297921E-6,5.493969E-5,2.638119E-4,5.587637E-6,0.01558719,1.212833E-4,0.007402185,4.57153E-5,6.049384E-14,4.638869E-15,4.974428E-10,1.537778E-18,1.064064E-17,0.006591076,5.277434E-4,8.659984,5.812352E-5,490115.8,490115.8
