Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_NC4H10_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H9_Soln#14 (),Mole_fraction_TC4H9_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_IC4H7_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C5H5_Soln#14 (),Mole_fraction_MCPTD_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NEOC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M2_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_NC6H12_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_IC8H16_Soln#14 (),Mole_fraction_DIMEPTD_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_INDENE_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Mole_fraction_IC12H26_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
7.613603E-7,14.73217,-2.938086E10,1496.486,1496.486,0.001017024,1.0,0.874036,9.407836E-4,0.0102879,0.01364013,0.00511833,2.642093E-4,0.008228834,1.34609E-4,3.439303E-4,4.505322E-4,3.633634E-5,0.02572288,5.670806E-4,2.028023E-4,0.00160019,5.057591E-5,8.179588E-5,6.045876E-4,2.991283E-4,3.942382E-4,0.01740798,0.007656999,0.001613025,1.157923E-4,9.330702E-5,0.002058397,2.36603E-5,5.849408E-8,2.219529E-4,6.99936E-7,2.270951E-5,3.043677E-6,5.296119E-5,1.115578E-8,4.229883E-4,5.480824E-4,1.846741E-4,7.468604E-4,9.926856E-5,6.8953E-4,0.01100335,0.001361937,0.006795531,3.110794E-4,3.560509E-9,4.707355E-7,2.928309E-5,1.215936E-7,0.004058823,0.001194203,8.47726,6.903426E-5,479774.5,479774.5
7.693481E-7,14.73437,-2.8854E10,1496.435,1496.435,0.001017024,1.0,0.8738532,9.347164E-4,0.01037883,0.01357091,0.005160627,2.632957E-4,0.008284315,1.344455E-4,3.473573E-4,4.535263E-4,3.607324E-5,0.02578199,5.670139E-4,2.054159E-4,0.001613237,5.115176E-5,8.217989E-5,6.049111E-4,2.957172E-4,3.898191E-4,0.01744245,0.007684339,0.001622222,1.166452E-4,9.29032E-5,0.002067357,2.410251E-5,5.99207E-8,2.236827E-4,7.130474E-7,2.300497E-5,3.104181E-6,5.362364E-5,1.14111E-8,4.237519E-4,5.49226E-4,1.867678E-4,7.500603E-4,9.951258E-5,6.908868E-4,0.01094869,0.00136612,0.006792289,3.116857E-4,3.658655E-9,4.814563E-7,2.965349E-5,1.236008E-7,0.004034986,0.001173976,8.475705,6.902396E-5,479686.5,479686.5
7.969109E-7,14.74181,-2.720979E10,1496.264,1496.264,0.001017024,1.0,0.8732348,9.143931E-4,0.0106884,0.01333592,0.005303027,2.601984E-4,0.008473446,1.339092E-4,3.591278E-4,4.636299E-4,3.519447E-5,0.02597992,5.668658E-4,2.144503E-4,0.001658127,5.313153E-5,8.346184E-5,6.059063E-4,2.844219E-4,3.751757E-4,0.01755756,0.007776308,0.001653269,1.195366E-4,9.153877E-5,0.002097704,2.564818E-5,6.499577E-8,2.295891E-4,7.589744E-7,2.402697E-5,3.316974E-6,5.591054E-5,1.231341E-8,4.262004E-4,5.529605E-4,1.939212E-4,7.608191E-4,1.003307E-4,6.953051E-4,0.01076278,0.001379953,0.006781348,3.136839E-4,4.008349E-9,5.191218E-7,3.09213E-5,1.305875E-7,0.003954538,0.001106979,8.470458,6.89891E-5,479389.5,479389.5
8.100036E-7,14.74527,-2.651453E10,1496.186,1496.186,0.001017024,1.0,0.8729478,9.050588E-4,0.01083321,0.01322641,0.005368779,2.587556E-4,0.008562052,1.336682E-4,3.646902E-4,4.683081E-4,3.479208E-5,0.02607077,5.668365E-4,2.187499E-4,0.001679384,5.406791E-5,8.404808E-5,6.063164E-4,2.79301E-4,3.685318E-4,0.01761025,0.007818728,0.001667651,1.208823E-4,9.090587E-5,0.002111818,2.639297E-5,6.74898E-8,2.323615E-4,7.811584E-7,2.451377E-5,3.420236E-6,5.699715E-5,1.275365E-8,4.272663E-4,5.546231E-4,1.9728E-4,7.657802E-4,1.007067E-4,6.972658E-4,0.01067593,0.001386207,0.006776281,3.145842E-4,4.180488E-9,5.373699E-7,3.151783E-5,1.339386E-7,0.003917278,0.001076621,8.468029,6.897291E-5,479252.1,479252.1
8.553681E-7,14.7569,-2.446065E10,1495.931,1495.931,0.001017024,1.0,0.8719842,8.741812E-4,0.01132419,0.01285736,0.005587667,2.538845E-4,0.008863182,1.328889E-4,3.838274E-4,4.839445E-4,3.34659E-5,0.02637095,5.669101E-4,2.336834E-4,0.001752731,5.729146E-5,8.59738E-5,6.074551E-4,2.626532E-4,3.469122E-4,0.01778355,0.007959667,0.001715769,1.254127E-4,8.878335E-5,0.002159308,2.902387E-5,7.654335E-8,2.418072E-4,8.597912E-7,2.620666E-5,3.788704E-6,6.076133E-5,1.433638E-8,4.30517E-4,5.598653E-4,2.087237E-4,7.822707E-4,1.019497E-4,7.034228E-4,0.01038194,0.001406403,0.006759331,3.174815E-4,4.806738E-9,6.022662E-7,3.355612E-5,1.457044E-7,0.003792635,9.781789E-4,8.459912,6.891857E-5,478792.7,478792.7
8.710902E-7,14.7608,-2.386014E10,1495.847,1495.847,0.001017024,1.0,0.871661,8.639803E-4,0.01149056,0.01273323,0.005660404,2.522396E-4,0.008965477,1.326359E-4,3.904125E-4,4.891632E-4,3.302924E-5,0.02646996,5.669912E-4,2.388709E-4,0.001778047,5.840085E-5,8.660481E-5,6.077549E-4,2.57251E-4,3.398897E-4,0.01784043,0.008006385,0.001731847,1.269361E-4,8.807204E-5,0.002175275,2.995336E-5,7.983085E-8,2.450242E-4,8.876707E-7,2.679554E-5,3.920253E-6,6.206492E-5,1.490572E-8,4.314935E-4,5.615033E-4,2.126191E-4,7.877435E-4,1.023597E-4,7.053387E-4,0.01028251,0.001412894,0.006753665,3.184105E-4,5.034613E-9,6.253361E-7,3.425206E-5,1.498368E-7,0.003750985,9.463682E-4,8.457201,6.890036E-5,478639.2,478639.3
8.899346E-7,14.76539,-2.320461E10,1495.748,1495.748,0.001017024,1.0,0.8712806,8.520717E-4,0.01168746,0.01258697,0.005745558,2.502953E-4,0.00908673,1.323421E-4,3.982744E-4,4.95288E-4,3.252029E-5,0.02658541,5.671207E-4,2.450959E-4,0.001808325,5.972512E-5,8.733781E-5,6.080549E-4,2.510047E-4,3.317661E-4,0.01790659,0.008060986,0.001750732,1.287315E-4,8.723508E-5,0.002194095,3.107902E-5,8.387277E-8,2.488426E-4,9.215019E-7,2.750278E-5,4.080511E-6,6.362626E-5,1.560222E-8,4.325693E-4,5.63352E-4,2.172401E-4,7.94147E-4,1.028376E-4,7.074965E-4,0.01016494,0.001420348,0.006747007,3.194769E-4,5.315088E-9,6.533603E-7,3.507905E-5,1.548259E-7,0.003702063,9.097042E-4,8.454017,6.887894E-5,478459.0,478459.0
9.954301E-7,14.78948,-2.052204E10,1495.239,1495.239,0.001017024,1.0,0.8692765,7.911222E-4,0.01274256,0.01181707,0.006184741,2.399034E-4,0.00973994,1.308294E-4,4.41704E-4,5.271502E-4,2.992579E-5,0.02717366,5.683367E-4,2.800652E-4,0.001976615,6.702572E-5,9.101826E-5,6.08707E-4,2.200336E-4,2.91423E-4,0.0182404,0.008340347,0.001849306,1.382063E-4,8.283607E-5,0.002293586,3.759748E-5,1.085124E-7,2.695059E-4,1.118786E-6,3.14885E-5,5.028198E-6,7.232906E-5,1.978054E-8,4.369284E-4,5.716207E-4,2.421603E-4,8.271315E-4,1.052627E-4,7.170953E-4,0.009537521,0.001456165,0.006712163,3.246183E-4,7.030852E-9,8.170033E-7,3.956638E-5,1.834385E-7,0.003446534,7.30575E-4,8.437375,6.876675E-5,477517.2,477517.2
1.011135E-6,14.79284,-2.023337E10,1495.168,1495.168,0.001017024,1.0,0.868995,7.828014E-4,0.01289313,0.01170932,0.00624506,2.384221E-4,0.009833658,1.30617E-4,4.480885E-4,5.315644E-4,2.957256E-5,0.02725355,5.685705E-4,2.852856E-4,0.002001506,6.809565E-5,9.151012E-5,6.086739E-4,2.159344E-4,2.860756E-4,0.01828528,0.008378313,0.001863016,1.395377E-4,8.221977E-5,0.002307605,3.859754E-5,1.124711E-7,2.724829E-4,1.149252E-6,3.20855E-5,5.176485E-6,7.361713E-5,2.044293E-8,4.373636E-4,5.725758E-4,2.457336E-4,8.316585E-4,1.055898E-4,7.181998E-4,0.009448372,0.001460714,0.006707298,3.252774E-4,7.307327E-9,8.422576E-7,4.021385E-5,1.877926E-7,0.003410958,7.073099E-4,8.435054,6.875111E-5,477385.8,477385.8
1.020981E-6,14.79492,-2.006361E10,1495.124,1495.124,0.001017024,1.0,0.8688206,7.776755E-4,0.0129867,0.01164264,0.006282255,2.375016E-4,0.009891968,1.304849E-4,4.520807E-4,5.342911E-4,2.935501E-5,0.02730271,5.68722E-4,2.885597E-4,0.002017089,6.87641E-5,9.181172E-5,6.086381E-4,2.134245E-4,2.828004E-4,0.01831284,0.008401661,0.001871493,1.403625E-4,8.183814E-5,0.002316296,3.922813E-5,1.149906E-7,2.743367E-4,1.168489E-6,3.246021E-5,5.270371E-6,7.442339E-5,2.086345E-8,4.376115E-4,5.731414E-4,2.479559E-4,8.344497E-4,1.057907E-4,7.188537E-4,0.009393021,0.001463472,0.006704288,3.256781E-4,7.483391E-9,8.581958E-7,4.061707E-5,1.905339E-7,0.003388956,6.931274E-4,8.433618,6.874143E-5,477304.6,477304.6
1.067114E-6,14.80441,-1.936955E10,1494.922,1494.922,0.001017024,1.0,0.8680234,7.545405E-4,0.01341706,0.01133893,0.006450435,2.332685E-4,0.01016079,1.298741E-4,4.706835E-4,5.46666E-4,2.837365E-5,0.02752402,5.694739E-4,3.03916E-4,0.002089911,7.187274E-5,9.315885E-5,6.083265E-4,2.022411E-4,2.681994E-4,0.01843636,0.008506549,0.001910042,1.441292E-4,8.00968E-5,0.002356059,4.22194E-5,1.271823E-7,2.82898E-4,1.260007E-6,3.422058E-5,5.719705E-6,7.818757E-5,2.288778E-8,4.385329E-4,5.754664E-4,2.581891E-4,8.470692E-4,1.066905E-4,7.215425E-4,0.009139022,0.00147547,0.006690563,3.274359E-4,8.336425E-9,9.339167E-7,4.247931E-5,2.034978E-7,0.003288828,6.305769E-4,8.427078,6.86974E-5,476934.4,476934.4
1.115072E-6,14.8138,-1.879548E10,1494.719,1494.719,0.001017024,1.0,0.867228,7.319399E-4,0.01385077,0.01103795,0.006615151,2.290029E-4,0.0104328,1.292482E-4,4.898453E-4,5.588608E-4,2.741524E-5,0.02773924,5.703089E-4,3.19901E-4,0.002165272,7.506267E-5,9.445086E-5,6.077743E-4,1.915463E-4,2.542233E-4,0.01855556,0.008607973,0.001948168,1.478803E-4,7.836474E-5,0.00239579,4.539004E-5,1.405264E-7,2.915856E-4,1.357483E-6,3.60584E-5,6.202992E-6,8.207378E-5,2.508605E-8,4.391055E-4,5.7735E-4,2.685159E-4,8.594275E-4,1.075568E-4,7.237285E-4,0.008884065,0.00148643,0.006676926,3.290704E-4,9.271971E-9,1.014318E-6,4.436831E-5,2.17175E-7,0.003189662,5.718692E-4,8.420585,6.865382E-5,476566.9,476566.9
1.159827E-6,14.82218,-1.836426E10,1494.534,1494.534,0.001017024,1.0,0.866514,7.120655E-4,0.01424365,0.01076992,0.006760279,2.251396E-4,0.01068017,1.286672E-4,5.075696E-4,5.696678E-4,2.65722E-5,0.02792765,5.711166E-4,3.348337E-4,0.002235298,7.800106E-5,9.556568E-5,6.070756E-4,1.823293E-4,2.421683E-4,0.01865913,0.00869601,0.001982084,1.512386E-4,7.68154E-5,0.002431494,4.840142E-5,1.535838E-7,2.99507E-4,1.45049E-6,3.778041E-5,6.668441E-6,8.567276E-5,2.72227E-8,4.393273E-4,5.786611E-4,2.778741E-4,8.703157E-4,1.083059E-4,7.252644E-4,0.008654092,0.001495391,0.006664732,3.304382E-4,1.018919E-8,1.090737E-6,4.608923E-5,2.301138E-7,0.003101309,5.222787E-4,8.414784,6.861503E-5,476238.7,476238.7
1.171706E-6,14.82434,-1.826393E10,1494.485,1494.485,0.001017024,1.0,0.8663288,7.069771E-4,0.01434607,0.0107008,0.006797471,2.241328E-4,0.0107448,1.28513E-4,5.122488E-4,5.72447E-4,2.635627E-5,0.02797574,5.713335E-4,3.387994E-4,0.002253836,7.877466E-5,9.584764E-5,6.068629E-4,1.799982E-4,2.391179E-4,0.01868545,0.008718335,0.001990827,1.521076E-4,7.641463E-5,0.002440756,4.920893E-5,1.571475E-7,3.015801E-4,1.475499E-6,3.82386E-5,6.794302E-6,8.662315E-5,2.780369E-8,4.393394E-4,5.789406E-4,2.803132E-4,8.73106E-4,1.084955E-4,7.255955E-4,0.008594311,0.001497576,0.006661578,3.307776E-4,1.043981E-8,1.111231E-6,4.653927E-5,2.335759E-7,0.003078509,5.099009E-4,8.413285,6.860502E-5,476153.8,476153.8
1.206513E-6,14.83053,-1.799797E10,1494.344,1494.344,0.001017024,1.0,0.8657962,6.924881E-4,0.01464186,0.01050294,0.006903443,2.212259E-4,0.01093183,1.280606E-4,5.258997E-4,5.803871E-4,2.574112E-5,0.02811237,5.719712E-4,3.50423E-4,0.002308039,8.102629E-5,9.664249E-5,6.061806E-4,1.734236E-4,2.305112E-4,0.01875994,0.008781358,0.002015854,1.54603E-4,7.526427E-5,0.002467406,5.15937E-5,1.678194E-7,3.075863E-4,1.549522E-6,3.958372E-5,7.168482E-6,8.939552E-5,2.953877E-8,4.392722E-4,5.796062E-4,2.873549E-4,8.810559E-4,1.090297E-4,7.263955E-4,0.00842206,0.001503542,0.006652521,3.317196E-4,1.119106E-8,1.171741E-6,4.78422E-5,2.437836E-7,0.003013177,4.753724E-4,8.40898,6.857638E-5,475910.2,475910.2
1.255944E-6,14.83898,-1.768119E10,1494.148,1494.148,0.001017024,1.0,0.8650643,6.729383E-4,0.01505127,0.01023351,0.007046569,2.172056E-4,0.01119156,1.274151E-4,5.451352E-4,5.911616E-4,2.491021E-5,0.02829592,5.728741E-4,3.669392E-4,0.002384724,8.418511E-5,9.769497E-5,6.050715E-4,1.647024E-4,2.190867E-4,0.01885936,0.008864895,0.00204994,1.5802E-4,7.368975E-5,0.002504042,5.502683E-5,1.835625E-7,3.159458E-4,1.656507E-6,4.15007E-5,7.713564E-6,9.329939E-5,3.208693E-8,4.38932E-4,5.801778E-4,2.970892E-4,8.917915E-4,1.097359E-4,7.271205E-4,0.008184728,0.001510956,0.006640114,3.329319E-4,1.230124E-8,1.258787E-6,4.965283E-5,2.584404E-7,0.002924032,4.305157E-4,8.403089,6.853734E-5,475576.7,475576.7
1.272141E-6,14.84166,-1.759023E10,1494.084,1494.084,0.001017024,1.0,0.8648304,6.667798E-4,0.0151828,0.01014807,0.007091683,2.159151E-4,0.01127522,1.272025E-4,5.514003E-4,5.945699E-4,2.464819E-5,0.02835354,5.731672E-4,3.723529E-4,0.002409776,8.521027E-5,9.802149E-5,6.046755E-4,1.61991E-4,2.155329E-4,0.01889041,0.008890799,0.002060753,1.591086E-4,7.318829E-5,0.002515751,5.616312E-5,1.888693E-7,3.186428E-4,1.692023E-6,4.213054E-5,7.895597E-6,9.456967E-5,3.294324E-8,4.387632E-4,5.802753E-4,3.002122E-4,8.951749E-4,1.099545E-4,7.272601E-4,0.008108766,0.001513131,0.006636158,3.332994E-4,1.267599E-8,1.287571E-6,5.02362E-5,2.632828E-7,0.002895706,4.168069E-4,8.401211,6.852496E-5,475470.5,475470.5
1.306834E-6,14.84727,-1.741278E10,1493.949,1493.949,0.001017024,1.0,0.8643387,6.539776E-4,0.01546031,0.009969609,0.007185501,2.131943E-4,0.01145206,1.267451E-4,5.647571E-4,6.016761E-4,2.4103E-5,0.02847299,5.737879E-4,3.839506E-4,0.002463312,8.738964E-5,9.86921E-5,6.037778E-4,1.564097E-4,2.082149E-4,0.01895452,0.008943928,0.002083349,1.613907E-4,7.213729E-5,0.002540358,5.861496E-5,2.004789E-7,3.243516E-4,1.768835E-6,4.348238E-5,8.291053E-6,9.7275E-5,3.48126E-8,4.38314E-4,5.803443E-4,3.067928E-4,9.022093E-4,1.104023E-4,7.274075E-4,0.007948975,0.001517393,0.00662786,3.34041E-4,1.349674E-8,1.349625E-6,5.146957E-5,2.737184E-7,0.002836437,3.889693E-4,8.397275,6.849906E-5,475247.7,475247.7
1.327153E-6,14.85048,-1.731851E10,1493.87,1493.87,0.001017024,1.0,0.8640565,6.467172E-4,0.01562024,0.009867901,0.007238724,2.11628E-4,0.01155418,1.264757E-4,5.725403E-4,6.057186E-4,2.379349E-5,0.02854053,5.741458E-4,3.907439E-4,0.002494586,8.86556E-5,9.906733E-5,6.032228E-4,1.532778E-4,2.041068E-4,0.01899062,0.008973586,0.002096235,1.626966E-4,7.153599E-5,0.002554478,6.006198E-5,2.07431E-7,3.276527E-4,1.81428E-6,4.427585E-5,8.52613E-6,9.88493E-5,3.592969E-8,4.379985E-4,5.802995E-4,3.105787E-4,9.061988E-4,1.10652E-4,7.274021E-4,0.007857204,0.001519648,0.006623106,3.344477E-4,1.398882E-8,1.386208E-6,5.218182E-5,2.798699E-7,0.002802588,3.735849E-4,8.395021,6.848429E-5,475120.2,475120.2
1.446077E-6,14.86809,-1.686495E10,1493.416,1493.416,0.001017024,1.0,0.862483,6.074067E-4,0.01652031,0.009311212,0.00752705,2.028425E-4,0.01213169,1.248769E-4,6.175309E-4,6.277545E-4,2.211255E-5,0.02890348,5.761262E-4,4.30512E-4,0.002676447,9.591368E-5,1.010298E-4,5.996047E-4,1.367404E-4,1.823925E-4,0.01918265,0.009126986,0.002166893,1.699192E-4,6.821176E-5,0.002633125,6.868319E-5,2.503217E-7,3.463838E-4,2.08666E-6,4.894586E-5,9.951212E-6,1.07907E-4,4.279273E-8,4.354834E-4,5.789066E-4,3.317712E-4,9.27788E-4,1.119402E-4,7.261682E-4,0.007345388,0.001529637,0.006596722,3.364697E-4,1.703468E-8,1.603388E-6,5.620815E-5,3.164309E-7,0.0026162,2.954616E-4,8.382527,6.840315E-5,474413.0,474413.0
1.459817E-6,14.87001,-1.682029E10,1493.364,1493.364,0.001017024,1.0,0.8623093,6.031905E-4,0.01662052,0.009250924,0.007557984,2.018683E-4,0.01219627,1.246897E-4,6.226671E-4,6.301321E-4,2.193168E-5,0.0289421,5.763401E-4,4.351063E-4,0.002697324,9.673558E-5,1.012327E-4,5.991512E-4,1.350093E-4,1.801173E-4,0.01920289,0.00914259,0.002174562,1.707097E-4,6.784806E-5,0.002641793,6.969492E-5,2.555154E-7,3.484853E-4,2.118802E-6,4.948822E-5,1.01211E-5,1.089353E-4,4.362124E-8,4.351277E-4,5.786315E-4,3.341159E-4,9.301007E-4,1.12071E-4,7.259055E-4,0.007288941,0.001530467,0.006593822,3.366676E-4,1.74047E-8,1.628776E-6,5.665811E-5,3.207138E-7,0.002595882,2.876168E-4,8.381155,6.839432E-5,474335.4,474335.4
1.514627E-6,14.87744,-1.665113E10,1493.159,1493.159,0.001017024,1.0,0.8616316,5.869729E-4,0.01701307,0.009018039,0.007676976,1.980614E-4,0.01244982,1.239384E-4,6.430344E-4,6.393011E-4,2.12347E-5,0.0290901,5.771589E-4,4.534325E-4,0.002780326,9.998103E-5,1.019987E-4,5.972813E-4,1.284273E-4,1.714625E-4,0.01928006,0.009200793,0.002204217,1.7378E-4,6.643568E-5,0.00267558,7.376065E-5,2.767086E-7,3.567482E-4,2.248323E-6,5.165765E-5,1.080902E-5,1.129994E-4,4.699835E-8,4.33595E-4,5.773261E-4,3.432663E-4,9.389882E-4,1.125586E-4,7.246416E-4,0.007068943,0.001533184,0.00658253,3.373936E-4,1.891732E-8,1.730571E-6,5.842351E-5,3.379142E-7,0.002517111,2.584194E-4,8.375817,6.836016E-5,474033.3,474033.3
1.523095E-6,14.87856,-1.662605E10,1493.127,1493.127,0.001017024,1.0,0.861529,5.845508E-4,0.01707271,0.008983124,0.007694748,1.974845E-4,0.01248842,1.238217E-4,6.461637E-4,6.406737E-4,2.113043E-5,0.02911212,5.772802E-4,4.562635E-4,0.002793109,1.004777E-4,1.021109E-4,5.969842E-4,1.274549E-4,1.701832E-4,0.01929149,0.009209217,0.002208668,1.742427E-4,6.622286E-5,0.002680689,7.439294E-5,2.800507E-7,3.580079E-4,2.268517E-6,5.199366E-5,1.091675E-5,1.136217E-4,4.753045E-8,4.333429E-4,5.770957E-4,3.446513E-4,9.403142E-4,1.126291E-4,7.244167E-4,0.007035685,0.001533522,0.006580824,3.37497E-4,1.915626E-8,1.746367E-6,5.869208E-5,3.405879E-7,0.00250526,2.541947E-4,8.375011,6.835502E-5,473987.7,473987.7
1.558907E-6,14.8832,-1.65221E10,1492.995,1492.995,0.001017024,1.0,0.8611011,5.745408E-4,0.01732205,0.008838474,0.007768195,1.950769E-4,0.01264999,1.233264E-4,6.593464E-4,6.463543E-4,2.069899E-5,0.02920288,5.777778E-4,4.682348E-4,0.002847046,1.025641E-4,1.02569E-4,5.957061E-4,1.234649E-4,1.649328E-4,0.01933846,0.009243234,0.002227122,1.761664E-4,6.533808E-5,0.002701979,7.707854E-5,2.943798E-7,3.632864E-4,2.354436E-6,5.341712E-5,1.137646E-5,1.162368E-4,4.981083E-8,4.322351E-4,5.760425E-4,3.504254E-4,9.457894E-4,1.129139E-4,7.233844E-4,0.006897121,0.001534725,0.006573717,3.379105E-4,2.018198E-8,1.813356E-6,5.981589E-5,3.519412E-7,0.00245604,2.371095E-4,8.371655,6.833371E-5,473797.7,473797.7
1.572005E-6,14.88486,-1.648478E10,1492.946,1492.946,0.001017024,1.0,0.860947,5.709717E-4,0.0174121,0.008786762,0.007794383,1.942093E-4,0.01270842,1.231446E-4,6.641474E-4,6.483829E-4,2.054495E-5,0.02923515,5.779533E-4,4.726126E-4,0.002866724,1.033216E-4,1.027299E-4,5.952303E-4,1.220536E-4,1.630751E-4,0.0193551,0.009255036,0.002233725,1.768569E-4,6.502053E-5,0.002709641,7.806538E-5,2.996993E-7,3.651976E-4,2.386068E-6,5.393873E-5,1.154624E-5,1.171863E-4,5.065704E-8,4.31814E-4,5.756262E-4,3.525042E-4,9.477396E-4,1.130127E-4,7.229751E-4,0.006847275,0.001535076,0.00657116,3.380524E-4,2.056329E-8,1.837928E-6,6.022212E-5,3.561121E-7,0.002438395,2.31165E-4,8.370448,6.832607E-5,473729.4,473729.4
1.61017E-6,14.88961,-1.637723E10,1492.806,1492.806,0.001017024,1.0,0.8605049,5.608417E-4,0.0176711,0.008639609,0.007868707,1.917198E-4,0.01287673,1.226131E-4,6.780742E-4,6.54149E-4,2.010713E-5,0.02932644,5.784446E-4,4.853664E-4,0.002923905,1.055119E-4,1.031795E-4,5.938204E-4,1.180806E-4,1.578435E-4,0.01940203,0.009287522,0.00225253,1.788302E-4,6.411315E-5,0.002731592,8.095439E-5,3.15437E-7,3.707087E-4,2.478852E-6,5.546161E-5,1.204586E-5,1.199321E-4,5.315983E-8,4.305413E-4,5.743231E-4,3.584616E-4,9.53268E-4,1.132847E-4,7.216906E-4,0.006704523,0.001535842,0.006563837,3.384387E-4,2.169313E-8,1.909725E-6,6.139146E-5,3.683206E-7,0.002388031,2.147191E-4,8.366993,6.83043E-5,473533.9,473533.9
1.639178E-6,14.89312,-1.629616E10,1492.699,1492.699,0.001017024,1.0,0.8601756,5.533998E-4,0.01786468,0.008531153,0.007923305,1.898652E-4,0.01300275,1.222074E-4,6.885987E-4,6.583928E-4,1.978489E-5,0.02939322,5.787978E-4,4.95058E-4,0.002967211,1.071599E-4,1.035027E-4,5.92727E-4,1.151926E-4,1.540389E-4,0.01943621,0.009310378,0.002266406,1.802926E-4,6.344074E-5,0.002747918,8.316331E-5,3.276327E-7,3.748415E-4,2.549973E-6,5.662215E-5,1.243039E-5,1.219979E-4,5.509886E-8,4.295316E-4,5.732471E-4,3.628926E-4,9.573223E-4,1.134761E-4,7.206276E-4,0.006598435,0.001536178,0.006558392,3.387068E-4,2.257045E-8,1.96448E-6,6.22663E-5,3.776541E-7,0.002350763,2.030399E-4,8.364425,6.828819E-5,473388.5,473388.5
1.666202E-6,14.89632,-1.622066E10,1492.601,1492.601,0.001017024,1.0,0.8598738,5.466587E-4,0.01804254,0.008432661,0.007972758,1.881661E-4,0.01311871,1.218284E-4,6.983562E-4,6.622421E-4,1.949254E-5,0.0294535,5.791109E-4,5.040846E-4,0.003007433,1.086824E-4,1.037902E-4,5.91693E-4,1.125991E-4,1.50621E-4,0.01946695,0.009330285,0.002279018,1.816269E-4,6.28273E-5,0.002762856,8.523093E-5,3.391739E-7,3.786491E-4,2.616684E-6,5.770566E-5,1.279225E-5,1.239058E-4,5.693373E-8,4.285606E-4,5.721819E-4,3.669466E-4,9.609887E-4,1.136428E-4,7.19574E-4,0.006501437,0.00153631,0.00655341,3.389379E-4,2.340215E-8,2.015621E-6,6.30707E-5,3.863904E-7,0.002316803,1.927578E-4,8.362077,6.827353E-5,473255.6,473255.6
1.736316E-6,14.90431,-1.602259E10,1492.347,1492.347,0.001017024,1.0,0.8591125,5.299822E-4,0.01849332,0.008188017,0.008095083,1.838828E-4,0.01341331,1.20841E-4,7.234637E-4,6.717847E-4,1.876735E-5,0.02960167,5.798512E-4,5.274941E-4,0.003111225,1.125755E-4,1.044784E-4,5.88949E-4,1.062751E-4,1.422815E-4,0.01954206,0.009375973,0.002310391,1.849677E-4,6.129148E-5,0.002800445,9.063708E-5,3.699115E-7,3.883433E-4,2.791728E-6,6.052746E-5,1.374678E-5,1.287802E-4,6.182154E-8,4.259183E-4,5.691558E-4,3.771408E-4,9.700306E-4,1.140259E-4,7.165776E-4,0.006257737,0.001535894,0.006540872,3.394598E-4,2.562423E-8,2.148824E-6,6.511155E-5,4.092368E-7,0.002231948,1.685411E-4,8.356172,6.823691E-5,472921.5,472921.5
