Time_Soln#25 (sec),Volume_Soln#25 (cm3),Volumetric_heat_production_rate_Soln#25 (erg/cm3-sec),Surface_temperature_Soln#25 (K),Temperature_Soln#25 (K),Mass_Soln#25 (g),Pressure_Soln#25 (atm),Mole_fraction_H2_Soln#25 (),Mole_fraction_H_Soln#25 (),Mole_fraction_CH4_Soln#25 (),Mole_fraction_CH3_Soln#25 (),Mole_fraction_C2H6_Soln#25 (),Mole_fraction_C2H5_Soln#25 (),Mole_fraction_C2H4_Soln#25 (),Mole_fraction_C2H3_Soln#25 (),Mole_fraction_C2H2_Soln#25 (),Mole_fraction_C3H8_Soln#25 (),Mole_fraction_IC3H7_Soln#25 (),Mole_fraction_NC3H7_Soln#25 (),Mole_fraction_C3H6_Soln#25 (),Mole_fraction_C3H5-A_Soln#25 (),Mole_fraction_C3H5-T_Soln#25 (),Mole_fraction_C3H4-P_Soln#25 (),Mole_fraction_C3H4-A_Soln#25 (),Mole_fraction_C3H3_Soln#25 (),Mole_fraction_C3H2_Soln#25 (),Mole_fraction_PC4H9_Soln#25 (),Mole_fraction_IC4H10_Soln#25 (),Mole_fraction_IC4H9_Soln#25 (),Mole_fraction_TC4H9_Soln#25 (),Mole_fraction_IC4H8_Soln#25 (),Mole_fraction_IC4H7_Soln#25 (),Mole_fraction_C4H8-1_Soln#25 (),Mole_fraction_C4H71-3_Soln#25 (),Mole_fraction_C4H6_Soln#25 (),Mole_fraction_C4H5_Soln#25 (),Mole_fraction_C4H4_Soln#25 (),Mole_fraction_C4H2_Soln#25 (),Mole_fraction_C6H6_Soln#25 (),Mole_fraction_FULVENE_Soln#25 (),Mole_fraction_C10H8_Soln#25 (),Mole_fraction_NEOC5H12_Soln#25 (),Mole_fraction_NEOC5H11_Soln#25 (),Mole_fraction_NC5H10_Soln#25 (),Mole_fraction_NC6H12_Soln#25 (),Mole_fraction_NC7H14_Soln#25 (),Mole_fraction_IC8H17_Soln#25 (),Mole_fraction_IC8H16_Soln#25 (),Mole_fraction_C7H8_Soln#25 (),Mole_fraction_C7H7_Soln#25 (),Mole_fraction_C6H5C2H_Soln#25 (),Mole_fraction_INDENYL_Soln#25 (),Mole_fraction_C12H8_Soln#25 (),Mole_fraction_C14H10_Soln#25 (),Mole_fraction_BIN1B_Soln#25 (),Mole_fraction_NC10H20_Soln#25 (),Mole_fraction_IC12H26_Soln#25 (),Molecular_weight_Soln#25 (g/mole),Mass_density_Soln#25 (g/cm3),Unburned_hydrocarbons_Soln#25 (ppm),Volatile_organic_compounds_Soln#25 (ppm)
4.427301E-9,14.38676,-5.010189E13,1965.397,1965.397,7.627682E-4,1.0,0.8806641,0.009521225,8.099502E-5,0.008972987,1.154519E-5,0.001678609,0.001695629,2.846565E-4,1.13494E-5,2.003505E-5,1.334264E-4,9.288747E-4,0.006090454,0.002851352,3.920063E-6,7.725734E-6,0.001358398,1.372547E-5,8.683659E-9,0.001174323,1.258122E-4,0.01895935,0.01487939,0.01001517,0.0140207,0.001004425,2.25645E-4,0.002367312,9.088468E-6,7.677518E-7,1.530554E-9,5.213919E-6,5.036523E-9,8.206668E-12,1.206482E-5,5.87329E-7,4.561526E-4,1.881853E-4,3.817658E-4,3.842318E-7,0.00984017,0.007320243,3.647108E-5,4.399696E-14,3.89913E-13,1.894407E-15,2.441931E-10,3.278553E-19,0.004457219,6.548301E-6,8.550626,5.301876E-5,483926.7,483926.7
5.123152E-9,14.36092,-4.428657E13,1956.582,1956.582,7.627682E-4,1.0,0.8783231,0.009863914,9.83452E-5,0.009739833,1.43504E-5,0.00178361,0.001876504,3.18282E-4,1.47809E-5,2.534055E-5,1.544211E-4,9.54903E-4,0.006655465,0.003008673,4.806017E-6,1.051131E-5,0.001578241,1.690946E-5,1.26691E-8,0.001206457,1.454184E-4,0.01893712,0.0149375,0.01020953,0.0145758,0.00105651,2.096989E-4,0.002530007,1.167672E-5,9.067402E-7,2.139645E-9,6.261818E-6,7.444798E-9,1.274769E-11,1.488335E-5,5.525088E-7,4.541159E-4,1.941036E-4,3.950494E-4,2.981949E-7,0.008989699,0.007289645,4.302418E-5,8.536797E-14,7.238866E-13,3.725325E-15,3.335733E-10,6.211803E-19,0.004144017,3.430347E-6,8.52759,5.311415E-5,482623.0,482623.0
5.977683E-9,14.33365,-3.874978E13,1947.066,1947.066,7.627682E-4,1.0,0.8757523,0.01023831,1.211712E-4,0.01066824,1.80351E-5,0.001891237,0.002090558,3.586198E-4,1.953349E-5,3.234851E-5,1.78564E-4,9.755005E-4,0.007325623,0.003168735,5.972402E-6,1.454743E-5,0.001837944,2.109394E-5,1.885931E-8,0.001230392,1.68898E-4,0.01883074,0.01493858,0.01044225,0.01510598,0.001109652,1.935243E-4,0.002698999,1.512428E-5,1.078346E-6,3.049923E-9,7.599808E-6,1.116801E-8,2.043368E-11,1.861131E-5,5.245033E-7,4.488392E-4,1.994232E-4,4.074418E-4,2.492746E-7,0.008115922,0.007254469,5.119554E-5,1.725681E-13,1.383368E-12,7.539262E-15,4.637394E-10,1.223365E-18,0.00381559,1.664068E-6,8.502261,5.32152E-5,481189.4,481189.4
7.108533E-9,14.30335,-3.321846E13,1936.166,1936.166,7.627682E-4,1.0,0.8727445,0.01067013,1.538875E-4,0.01187237,2.328851E-5,0.002004788,0.002363275,4.110234E-4,2.672511E-5,4.232342E-5,2.076932E-4,9.888913E-4,0.008178029,0.003337089,7.63943E-6,2.091739E-5,0.002164176,2.7083E-5,2.945527E-8,0.001242773,1.989489E-4,0.01859805,0.01485467,0.0107404,0.0156227,0.001166153,1.763786E-4,0.002882847,2.007243E-5,1.30889E-6,4.53804E-9,9.447763E-6,1.744754E-8,3.499982E-11,2.395885E-5,4.972042E-7,4.392957E-4,2.041105E-4,4.190597E-4,2.19963E-7,0.007173921,0.007211037,6.217495E-5,3.817277E-13,2.840881E-12,1.644152E-14,6.714716E-10,2.62939E-18,0.003452747,7.02716E-7,8.472577,5.332795E-5,479509.4,479509.4
8.366394E-9,14.27546,-2.862391E13,1925.748,1925.748,7.627682E-4,1.0,0.8697991,0.01108162,1.935252E-4,0.01317719,2.960783E-5,0.002100664,0.002655569,4.685385E-4,3.592314E-5,5.417703E-5,2.364316E-4,9.909613E-4,0.009085916,0.00348022,9.644773E-6,2.934355E-5,0.002504643,3.43294E-5,4.477753E-8,0.001238364,2.31021E-4,0.01825902,0.01468251,0.01105883,0.01602462,0.001215348,1.614039E-4,0.00304756,2.600064E-5,1.573143E-6,6.580966E-9,1.159437E-5,2.629646E-8,5.852175E-11,3.04001E-5,4.721243E-7,4.271506E-4,2.071527E-4,4.275052E-4,2.033032E-7,0.006333702,0.007165914,7.455158E-5,8.072961E-13,5.545016E-12,3.381587E-14,9.513338E-10,5.424541E-18,0.003120145,2.976979E-7,8.443448,5.343212E-5,477860.9,477860.9
9.806827E-9,14.24914,-2.465624E13,1915.47,1915.47,7.627682E-4,1.0,0.8668183,0.01148068,2.42945E-4,0.01462558,3.743651E-5,0.002179802,0.002978748,5.337255E-4,4.799834E-5,6.850752E-5,2.649253E-4,9.823366E-4,0.01007919,0.003601463,1.211643E-5,4.065691E-5,0.002867674,4.335322E-5,6.735315E-8,0.001217459,2.660381E-4,0.01780725,0.01441779,0.01140644,0.01633239,0.001258846,1.47997E-4,0.003198234,3.322579E-5,1.890415E-6,9.427217E-9,1.415492E-5,3.887774E-8,9.730462E-11,3.832376E-5,4.46775E-7,4.127344E-4,2.087509E-4,4.332107E-4,1.907559E-7,0.005562852,0.007117414,8.886584E-5,1.677832E-12,1.056128E-11,6.751532E-14,1.336711E-9,1.104621E-17,0.002806298,1.231393E-7,8.413902,5.353082E-5,476188.7,476188.7
1.16866E-8,14.22146,-2.080025E13,1904.039,1904.039,7.627682E-4,1.0,0.8634052,0.01190742,3.135857E-4,0.01644198,4.858753E-5,0.00224531,0.003384973,6.177728E-4,6.621422E-5,8.807719E-5,2.957516E-4,9.600329E-4,0.011308,0.003709428,1.558753E-5,5.793855E-5,0.003302686,5.623081E-5,1.056868E-7,0.001174071,3.090903E-4,0.01716158,0.01400465,0.01183332,0.01657145,0.001300872,1.346623E-4,0.003350558,4.318579E-5,2.3355E-6,1.395362E-8,1.763671E-5,5.922059E-8,1.718708E-10,4.938079E-5,4.172458E-7,3.943746E-4,2.088675E-4,4.363963E-4,1.777537E-7,0.004772461,0.007058085,1.076644E-4,3.763174E-12,2.130383E-11,1.428277E-13,1.946649E-9,2.437392E-17,0.002474318,4.408999E-8,8.379972,5.363503E-5,474268.4,474268.4
1.416207E-8,14.19329,-1.71283E13,1891.492,1891.492,7.627682E-4,1.0,0.8595269,0.01233951,4.16559E-4,0.01870873,6.489241E-5,0.002283337,0.003896763,7.262035E-4,9.43812E-5,1.147565E-4,3.269546E-4,9.200747E-4,0.01282024,0.003790523,2.051129E-5,8.46839E-5,0.003817479,7.494263E-5,1.730165E-7,0.00110159,3.614545E-4,0.01627151,0.01339683,0.01235144,0.01670974,0.001338695,1.218734E-4,0.003497312,5.693396E-5,2.988264E-6,2.129238E-8,2.24217E-5,9.263428E-8,3.23004E-10,6.485771E-5,3.831648E-7,3.719831E-4,2.069494E-4,4.359107E-4,1.627599E-7,0.003983854,0.006985322,1.324401E-4,9.1011E-12,4.538051E-11,3.188589E-13,2.939303E-9,5.846709E-17,0.002130837,1.341643E-8,8.341264,5.374145E-5,472077.8,472077.8
1.635919E-8,14.17403,-1.470243E13,1882.121,1882.121,7.627682E-4,1.0,0.8565302,0.01262395,5.167428E-4,0.020605,8.093678E-5,0.002283753,0.004331245,8.195439E-4,1.232483E-4,1.388113E-4,3.472521E-4,8.79804E-4,0.01406982,0.003822292,2.514795E-5,1.118244E-4,0.004227285,9.305462E-5,2.501847E-7,0.001030693,4.040613E-4,0.01547784,0.01283036,0.01277219,0.01672907,0.001360888,1.135076E-4,0.00359161,6.95034E-5,3.641526E-6,2.907678E-8,2.682224E-5,1.283233E-7,5.206556E-10,7.916121E-5,3.567691E-7,3.540287E-4,2.040901E-4,4.326929E-4,1.505848E-7,0.003446553,0.006924875,1.542965E-4,1.76095E-11,7.930042E-11,5.751777E-13,4.00376E-9,1.133378E-16,0.001888454,5.247455E-9,8.311223,5.381449E-5,470377.5,470377.5
1.75885E-8,14.16507,-1.357919E13,1877.451,1877.451,7.627682E-4,1.0,0.8550011,0.01274926,5.761655E-4,0.02162013,9.057345E-5,0.002273689,0.004566804,8.703014E-4,1.409313E-4,1.522838E-4,3.560709E-4,8.56466E-4,0.01473348,0.003828106,2.782856E-5,1.282636E-4,0.004439813,1.03745E-4,3.009123E-7,9.901691E-4,4.264033E-4,0.01503953,0.01251,0.01299266,0.01671198,0.001369924,1.096864E-4,0.003633369,7.661928E-5,4.040161E-6,3.393573E-8,2.933624E-5,1.506409E-7,6.622869E-10,8.729799E-5,3.433827E-7,3.44731E-4,2.021966E-4,4.301279E-4,1.441543E-7,0.003194431,0.006892516,1.664268E-4,2.4498E-11,1.046184E-10,7.70206E-13,4.675075E-9,1.582775E-16,0.001772021,3.224589E-9,8.295842,5.384852E-5,469507.1,469507.1
1.85301E-8,14.15895,-1.280744E13,1874.111,1874.111,7.627682E-4,1.0,0.8538921,0.01283079,6.232353E-4,0.02237604,9.828013E-5,0.002261925,0.004743735,9.083786E-4,1.551954E-4,1.625694E-4,3.617496E-4,8.384683E-4,0.01522538,0.003827955,2.991621E-5,1.414147E-4,0.004595256,1.121824E-4,3.435497E-7,9.591484E-4,4.428212E-4,0.0147082,0.0122648,0.01315466,0.0166888,0.001375532,1.070859E-4,0.003660986,8.209052E-5,4.362313E-6,3.789512E-8,3.128361E-5,1.688256E-7,7.876451E-10,9.356407E-5,3.337386E-7,3.379444E-4,2.006465E-4,4.278839E-4,1.394025E-7,0.003020305,0.006868378,1.756577E-4,3.104605E-11,1.275222E-10,9.485537E-13,5.226022E-9,2.013904E-16,0.001690501,2.256429E-9,8.284664,5.387179E-5,468874.4,468874.4
2.007089E-8,14.15016,-1.168186E13,1869.041,1869.041,7.627682E-4,1.0,0.8521822,0.01293983,7.03045E-4,0.02357344,1.115077E-4,0.002236314,0.005026933,9.690671E-4,1.798415E-4,1.792845E-4,3.692462E-4,8.090869E-4,0.01600073,0.00382059,3.338592E-5,1.639068E-4,0.004836979,1.264227E-4,4.205464E-7,9.089101E-4,4.684337E-4,0.01417595,0.01186598,0.01340749,0.01663598,0.001382658,1.033331E-4,0.003699194,9.105628E-5,4.921797E-6,4.480815E-8,3.450618E-5,2.005404E-7,1.027225E-9,1.03836E-4,3.190088E-7,3.274169E-4,1.979721E-4,4.237961E-4,1.319404E-7,0.002765448,0.006830014,1.906335E-4,4.456016E-11,1.722639E-10,1.300913E-12,6.19608E-9,2.914542E-16,0.001569432,1.291822E-9,8.267386,5.390528E-5,467896.6,467896.6
2.130934E-8,14.14406,-1.088077E13,1865.284,1865.284,7.627682E-4,1.0,0.8508932,0.01300765,7.695955E-4,0.02450119,1.227007E-4,0.00221095,0.005249051,0.001016297,2.00785E-4,1.925748E-4,3.738325E-4,7.857324E-4,0.0165983,0.003809388,3.621386E-5,1.827959E-4,0.005020793,1.38231E-4,4.890454E-7,8.693277E-4,4.879342E-4,0.01375815,0.01154902,0.01360019,0.01658293,0.001386833,1.00691E-4,0.003724507,9.825396E-5,5.401167E-6,5.074592E-8,3.712489E-5,2.277188E-7,1.253363E-9,1.120724E-4,3.080423E-7,3.194311E-4,1.957324E-4,4.202125E-4,1.262155E-7,0.002583704,0.006800141,2.025419E-4,5.834756E-11,2.153834E-10,1.644324E-12,7.037048E-9,3.846692E-16,0.001481733,8.428525E-10,8.254325,5.392853E-5,467157.4,467157.4
2.265911E-8,14.13827,-1.009522E13,1861.476,1861.476,7.627682E-4,1.0,0.8495663,0.01306355,8.444512E-4,0.02547812,1.354751E-4,0.002179369,0.005485738,0.001066113,2.247136E-4,2.068743E-4,3.775482E-4,7.607082E-4,0.01722464,0.003792866,3.932624E-5,2.041364E-4,0.005211408,1.514381E-4,5.705045E-7,8.272677E-4,5.081304E-4,0.01331378,0.01120845,0.0138001,0.0165168,0.001390081,9.812077E-5,0.003747442,1.0607E-4,5.954198E-6,5.759435E-8,4.000398E-5,2.589675E-7,1.536758E-9,1.209916E-4,2.968995E-7,3.111634E-4,1.932296E-4,4.160721E-4,1.202433E-7,0.002405455,0.006768503,2.15378E-4,7.683031E-11,2.703352E-10,2.086156E-12,8.015178E-9,5.114561E-16,0.001394537,5.394184E-10,8.240846,5.395061E-5,466394.5,466394.5
2.38555E-8,14.13381,-9.464216E12,1858.327,1858.327,7.627682E-4,1.0,0.8484525,0.01309889,9.127385E-4,0.026315,1.473034E-4,0.002148569,0.005690969,0.001108769,2.468444E-4,2.193617E-4,3.7985E-4,7.389955E-4,0.01775885,0.003775157,4.210441E-5,2.236568E-4,0.005372535,1.634159E-4,6.486905E-7,7.910817E-4,5.251445E-4,0.01292989,0.01091158,0.01396888,0.01645248,0.001392002,9.606738E-5,0.003764255,1.129594E-4,6.471264E-6,6.398562E-8,4.257487E-5,2.880171E-7,1.82239E-9,1.288205E-4,2.876731E-7,3.041805E-4,1.909754E-4,4.122407E-4,1.151752E-7,0.002262413,0.006741226,2.266234E-4,9.663831E-11,3.265238E-10,2.541823E-12,8.935224E-9,6.493688E-16,0.001323663,3.686706E-10,8.229501,5.396764E-5,465752.4,465752.4
2.520128E-8,14.12946,-8.817455E12,1855.015,1855.015,7.627682E-4,1.0,0.8472637,0.01312423,9.916327E-4,0.02722466,1.611793E-4,0.002111387,0.00591687,0.001155021,2.727261E-4,2.331739E-4,3.81456E-4,7.151727E-4,0.01833713,0.003752466,4.524405E-5,2.462371E-4,0.005545673,1.771691E-4,7.433974E-7,7.51728E-4,5.433257E-4,0.01250956,0.01058388,0.01414978,0.01637509,0.00139326,9.396763E-5,0.003779748,1.206527E-4,7.083205E-6,7.152744E-8,4.548515E-5,3.221362E-7,2.184898E-9,1.375133E-4,2.779651E-7,2.966767E-4,1.884159E-4,4.077893E-4,1.097185E-7,0.002116071,0.00671136,2.391175E-4,1.232654E-10,3.987458E-10,3.132205E-12,1.002892E-8,8.376573E-16,0.001250272,2.439509E-10,8.217362,5.398423E-5,465065.4,465065.4
