Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H9_Soln#9 (),Mole_fraction_TC4H9_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C4H2_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_NEOC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M2_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_IC8H16_Soln#9 (),Mole_fraction_DIMEPTD_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_C12H8_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Mole_fraction_IC12H26_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
2.251411E-7,14.93655,-2.757689E11,1387.838,1387.838,0.001198636,1.0,0.9411599,2.151584E-4,8.457848E-5,0.001380564,8.344955E-6,6.647516E-5,1.559944E-4,1.65668E-7,1.748261E-6,0.001225308,7.14203E-5,6.612984E-8,2.054025E-5,5.464847E-7,1.801772E-5,2.905491E-4,4.894351E-4,0.001107358,3.349745E-4,4.052645E-5,5.386611E-7,4.852375E-5,4.459109E-5,7.204726E-10,4.352848E-12,3.471834E-6,9.386969E-12,8.167752E-9,1.720175E-10,3.260899E-8,7.721993E-14,2.225955E-6,2.475886E-5,1.099235E-7,2.122255E-7,2.004636E-5,6.19746E-6,2.893332E-5,0.01905617,3.729549E-5,0.007872522,1.085666E-5,2.723782E-16,3.277281E-12,1.638556E-8,8.04694E-12,1.263343E-16,5.397363E-10,0.0101689,0.01596583,9.1389,8.024853E-5,517220.3,517220.3
2.419577E-7,14.9325,-2.714962E11,1386.955,1386.955,0.001198636,1.0,0.9408316,2.251543E-4,9.993559E-5,0.001506336,1.038164E-5,7.097628E-5,1.747254E-4,2.06951E-7,2.136546E-6,0.001349395,7.646663E-5,8.482136E-8,2.341935E-5,6.517102E-7,2.012037E-5,2.921431E-4,4.923078E-4,0.001196415,3.580664E-4,4.451527E-5,6.417513E-7,5.105938E-5,5.056448E-5,1.000959E-9,5.47896E-12,3.961949E-6,1.297862E-11,1.063311E-8,2.250609E-10,3.967651E-8,1.06266E-13,2.680376E-6,2.708952E-5,1.389998E-7,2.649984E-7,2.286602E-5,6.631649E-6,3.25107E-5,0.01903769,4.251292E-5,0.007867504,1.23336E-5,4.478581E-16,4.820547E-12,2.175234E-8,1.110806E-11,2.033145E-16,6.512222E-10,0.01014374,0.01588409,9.135561,8.027028E-5,517031.3,517031.3
2.509863E-7,14.93038,-2.690948E11,1386.487,1386.487,0.001198636,1.0,0.9406562,2.301657E-4,1.087191E-4,0.001573258,1.160233E-5,7.330989E-5,1.850507E-4,2.31658E-7,2.365807E-6,0.00141616,7.912465E-5,9.619114E-8,2.501656E-5,7.128215E-7,2.12634E-5,2.925944E-4,4.932234E-4,0.00124414,3.703487E-4,4.670712E-5,7.01066E-7,5.237037E-5,5.386654E-5,1.18177E-9,6.14855E-12,4.23417E-6,1.528262E-11,1.214128E-8,2.577961E-10,4.379904E-8,1.250316E-13,2.941483E-6,2.835803E-5,1.564935E-7,2.963755E-7,2.442911E-5,6.862677E-6,3.448142E-5,0.01902754,4.54048E-5,0.007864786,1.314855E-5,5.773736E-16,5.862742E-12,2.511481E-8,1.306441E-11,2.585653E-16,7.156834E-10,0.01013006,0.01584069,9.133774,8.028169E-5,516930.2,516930.2
2.634312E-7,14.92751,-2.656835E11,1385.848,1385.848,0.001198636,1.0,0.9404153,2.366881E-4,1.214348E-4,0.001664668,1.343736E-5,7.642949E-5,1.995723E-4,2.687509E-7,2.706254E-6,0.001508227,8.272567E-5,1.134723E-7,2.727308E-5,8.023885E-7,2.285205E-5,2.928172E-4,4.938642E-4,0.001309783,3.871469E-4,4.978525E-5,7.873443E-7,5.412133E-5,5.851883E-5,1.46975E-9,7.146885E-12,4.619165E-6,1.893719E-11,1.444307E-8,3.081511E-10,4.985969E-8,1.550201E-13,3.320423E-6,3.01247E-5,1.828598E-7,3.432026E-7,2.663595E-5,7.178726E-6,3.725045E-5,0.01901331,4.948729E-5,0.007861016,1.429459E-5,8.081847E-16,7.587277E-12,3.03502E-8,1.615665E-11,3.546169E-16,8.097521E-10,0.01011105,0.01578144,9.131322,8.029711E-5,516791.4,516791.4
2.872785E-7,14.9222,-2.588902E11,1384.648,1384.648,0.001198636,1.0,0.9399573,2.480205E-4,1.477359E-4,0.00183667,1.747099E-5,8.208853E-5,2.282681E-4,3.501002E-7,3.439647E-6,0.001684364,8.940931E-5,1.520832E-7,3.176073E-5,9.913498E-7,2.592831E-5,2.921588E-4,4.933946E-4,0.001434996,4.189122E-4,5.586507E-5,9.670523E-7,5.730097E-5,6.773111E-5,2.163572E-9,9.305676E-12,5.386254E-6,2.768214E-11,1.961675E-8,4.229367E-10,6.270254E-8,2.278629E-13,4.105702E-6,3.356332E-5,2.410206E-7,4.448002E-7,3.101938E-5,7.776541E-6,4.270998E-5,0.01898534,5.759515E-5,0.007853737,1.655532E-5,1.477157E-15,1.200972E-11,4.251631E-8,2.350712E-11,6.213035E-16,1.006596E-9,0.01007414,0.0156697,9.126658,8.032566E-5,516527.5,516527.5
3.042059E-7,14.91858,-2.539214E11,1383.815,1383.815,0.001198636,1.0,0.9396356,2.552097E-4,1.679106E-4,0.00195589,2.076653E-5,8.584965E-5,2.492704E-4,4.163995E-7,4.026175E-6,0.001808845,9.397014E-5,1.841172E-7,3.506423E-5,1.139273E-6,2.812893E-5,2.909909E-4,4.919579E-4,0.001523317,4.411251E-4,6.032271E-5,1.10586E-6,5.942354E-5,7.448233E-5,2.785162E-9,1.103396E-11,5.952184E-6,3.546132E-11,2.39326E-8,5.202295E-10,7.279931E-8,2.938566E-13,4.707813E-6,3.604178E-5,2.886859E-7,5.265854E-7,3.424141E-5,8.194647E-6,4.669303E-5,0.01896497,6.355404E-5,0.007848538,1.820392E-5,2.198906E-15,1.623063E-11,5.302764E-8,2.999488E-11,8.965841E-16,1.159207E-9,0.01004762,0.0155918,9.123381,8.034514E-5,516342.0,516342.0
3.18412E-7,14.91564,-2.496899E11,1383.129,1383.129,0.001198636,1.0,0.9393678,2.607427E-4,1.857799E-4,0.002053914,2.382086E-5,8.884277E-5,2.672648E-4,4.777332E-7,4.561258E-6,0.001912792,9.767455E-5,2.141115E-7,3.790469E-5,1.272178E-6,2.998176E-5,2.896534E-4,4.901847E-4,0.001597027,4.595547E-4,6.41529E-5,1.229378E-6,6.112245E-5,8.026874E-5,3.400304E-9,1.260892E-11,6.439659E-6,4.311995E-11,2.798784E-8,6.128007E-10,8.1899E-8,3.598237E-13,5.240072E-6,3.814296E-5,3.32951E-7,6.01515E-7,3.700853E-5,8.541545E-6,5.009589E-5,0.01894759,6.867117E-5,0.007844164,1.961093E-5,3.016592E-15,2.060418E-11,6.31632E-8,3.634103E-11,1.19836E-15,1.295282E-9,0.0100252,0.01552732,9.120654,8.036098E-5,516187.7,516187.7
3.275958E-7,14.91379,-2.469342E11,1382.691,1382.691,0.001198636,1.0,0.9391959,2.640928E-4,1.977773E-4,0.002116246,2.593919E-5,9.069912E-5,2.790643E-4,5.202146E-7,4.928108E-6,0.001979689,1.000079E-4,2.350596E-7,3.977153E-5,1.362313E-6,3.118098E-5,2.886429E-4,4.888049E-4,0.001644463,4.713669E-4,6.667169E-5,1.312573E-6,6.218206E-5,8.406302E-5,3.847301E-9,1.368694E-11,6.760491E-6,4.866438E-11,3.082663E-8,6.782213E-10,8.808439E-8,4.081491E-13,5.596639E-6,3.951062E-5,3.636936E-7,6.530342E-7,3.882549E-5,8.763874E-6,5.232206E-5,0.01893623,7.203102E-5,0.007841333,2.053038E-5,3.671151E-15,2.388868E-11,7.039289E-8,4.091223E-11,1.434276E-15,1.387034E-9,0.01001064,0.01548606,9.118904,8.037098E-5,516088.6,516088.6
3.351188E-7,14.91229,-2.446692E11,1382.337,1382.337,0.001198636,1.0,0.9390557,2.667112E-4,2.078609E-4,0.002166677,2.775997E-5,9.217419E-5,2.88822E-4,5.566952E-7,5.240883E-6,0.00203429,1.018828E-4,2.5315E-7,4.131755E-5,1.438587E-6,3.216353E-5,2.877407E-4,4.875548E-4,0.001683189,4.809838E-4,6.875961E-5,1.382649E-6,6.302797E-5,8.720026E-5,4.244096E-9,1.460464E-11,7.026462E-6,5.357334E-11,3.328189E-8,7.351916E-10,9.332737E-8,4.513091E-13,5.89574E-6,4.063597E-5,3.901436E-7,6.97044E-7,4.032921E-5,8.944869E-6,5.41598E-5,0.01892685,7.481153E-5,0.007839013,2.128868E-5,4.29275E-15,2.687197E-11,7.672848E-8,4.494448E-11,1.654625E-15,1.464358E-9,0.00999868,0.01545251,9.117477,8.037903E-5,516007.9,516007.9
3.571152E-7,14.90806,-2.380286E11,1381.318,1381.318,0.001198636,1.0,0.9386497,2.737592E-4,2.386348E-4,0.002310784,3.353386E-5,9.625549E-5,3.177956E-4,6.721945E-7,6.218758E-6,0.00219282,1.071732E-4,3.109665E-7,4.59184E-5,1.674027E-6,3.503402E-5,2.847798E-4,4.833753E-4,0.0017957,5.088E-4,7.498979E-5,1.59728E-6,6.539118E-5,9.65109E-5,5.574151E-9,1.746408E-11,7.819463E-6,6.99541E-11,4.114828E-8,9.199764E-10,1.095611E-7,5.976553E-13,6.804765E-6,4.394986E-5,4.741624E-7,8.350796E-7,4.479878E-5,9.468298E-6,5.9599E-5,0.01889911,8.307564E-5,0.007832232,2.352848E-5,6.637887E-15,3.728025E-11,9.749566E-8,5.830684E-11,2.461955E-15,1.701313E-9,0.009963548,0.01535569,9.113346,8.040184E-5,515774.1,515774.1
3.707268E-7,14.90555,-2.339222E11,1380.702,1380.702,0.001198636,1.0,0.9384014,2.777001E-4,2.586153E-4,0.00239739,3.74485E-5,9.861185E-5,3.360302E-4,7.503614E-7,6.870987E-6,0.002290013,1.103023E-4,3.50504E-7,4.882054E-5,1.828813E-6,3.680599E-5,2.827509E-4,4.80466E-4,0.001864765,5.257905E-4,7.893687E-5,1.73718E-6,6.677443E-5,1.023652E-4,6.533649E-9,1.936245E-11,8.32085E-6,8.171217E-11,4.65417E-8,1.048511E-9,1.202749E-7,7.047012E-13,7.391565E-6,4.601611E-5,5.31243E-7,9.274755E-7,4.761398E-5,9.787923E-6,6.300833E-5,0.01888172,8.828048E-5,0.007828043,2.492841E-5,8.563742E-15,4.512958E-11,1.121062E-7,6.781889E-11,3.104317E-15,1.855781E-9,0.009941715,0.01529671,9.110819,8.041542E-5,515631.1,515631.1
3.937197E-7,14.90146,-2.270235E11,1379.686,1379.686,0.001198636,1.0,0.9379868,2.836987E-4,2.939302E-4,0.002539106,4.466505E-5,1.023086E-4,3.673059E-4,8.942081E-7,8.053694E-6,0.002452482,1.153345E-4,4.239977E-7,5.380766E-5,2.105587E-6,3.978656E-5,2.790707E-4,4.751276E-4,0.001980418,5.54112E-4,8.575918E-5,1.985364E-6,6.898078E-5,1.123934E-4,8.414223E-9,2.278626E-11,9.184632E-6,1.046444E-10,5.659094E-8,1.29161E-9,1.395161E-7,9.176903E-13,8.421576E-6,4.95292E-5,6.36707E-7,1.095601E-6,5.244435E-5,1.03205E-5,6.88307E-5,0.01885202,9.72103E-5,0.007820986,2.731096E-5,1.286141E-14,6.12109E-11,1.400338E-7,8.620393E-11,4.493213E-15,2.129654E-9,0.009904723,0.01519865,9.106606,8.043746E-5,515392.6,515392.6
4.080276E-7,14.89903,-2.227694E11,1379.068,1379.068,0.001198636,1.0,0.9377321,2.870501E-4,3.168622E-4,0.002624347,4.954284E-5,1.044353E-4,3.870397E-4,9.912751E-7,8.840315E-6,0.002552445,1.18305E-4,4.74067E-7,5.69594E-5,2.287232E-6,4.163092E-5,2.7666E-4,4.715988E-4,0.002051725,5.714997E-4,9.010016E-5,2.147086E-6,7.027498E-5,1.187111E-4,9.761676E-9,2.505055E-11,9.731978E-6,1.210004E-10,6.345176E-8,1.46005E-9,1.522039E-7,1.072634E-12,9.085329E-6,5.17276E-5,7.081638E-7,1.207796E-6,5.549227E-5,1.064732E-5,7.24879E-5,0.01883335,1.028445E-4,0.007816612,2.880169E-5,1.633722E-14,7.322518E-11,1.595705E-7,9.919682E-11,5.584526E-15,2.307917E-9,0.009881655,0.01513861,9.10402,8.04506E-5,515246.3,515246.3
4.164985E-7,14.89762,-2.202689E11,1378.708,1378.708,0.001198636,1.0,0.9375825,2.889073E-4,3.307734E-4,0.002673742,5.257165E-5,1.056338E-4,3.988127E-4,1.05149E-6,9.324074E-6,0.002611202,1.200057E-4,5.053021E-7,5.884126E-5,2.398078E-6,4.271848E-5,2.752003E-4,4.694522E-4,0.0020937,5.817102E-4,9.270393E-5,2.245395E-6,7.101397E-5,1.224761E-4,1.062757E-8,2.643818E-11,1.005934E-5,1.31483E-10,6.773685E-8,1.566199E-9,1.599705E-7,1.173141E-12,9.485984E-6,5.303296E-5,7.526039E-7,1.276933E-6,5.731039E-5,1.083917E-5,7.466366E-5,0.01882224,1.062052E-4,0.00781403,2.968627E-5,1.873544E-14,8.1138E-11,1.719479E-7,1.074766E-10,6.324989E-15,2.416173E-9,0.009867987,0.0151034,9.102501,8.045819E-5,515160.3,515160.3
4.323788E-7,14.89507,-2.156235E11,1378.044,1378.044,0.001198636,1.0,0.9373044,2.921512E-4,3.575032E-4,0.002764186,5.8533E-5,1.077631E-4,4.210491E-4,1.169887E-6,1.026657E-5,0.002720485,1.230785E-4,5.670822E-7,6.239838E-5,2.61232E-6,4.474755E-5,2.724145E-4,4.653377E-4,0.002171897,6.006862E-4,9.765116E-5,2.434677E-6,7.234674E-5,1.295786E-4,1.239423E-8,2.913168E-11,1.067926E-5,1.528116E-10,7.622242E-8,1.778414E-9,1.750346E-7,1.38031E-12,1.025155E-5,5.548666E-5,8.402289E-7,1.411918E-6,6.074356E-5,1.119559E-5,7.876082E-5,0.01880129,1.125508E-4,0.007809206,3.134713E-5,2.40086E-14,9.770494E-11,1.968249E-7,1.242178E-10,7.924849E-15,2.624355E-9,0.009842352,0.01503809,9.09968,8.0472E-5,515000.6,515000.6
