Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H6_Soln#19 (),Mole_fraction_C2H5_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H3_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H8_Soln#19 (),Mole_fraction_NC3H7_Soln#19 (),Mole_fraction_C3H6_Soln#19 (),Mole_fraction_C3H5-A_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C3H4-A_Soln#19 (),Mole_fraction_C3H3_Soln#19 (),Mole_fraction_PC4H9_Soln#19 (),Mole_fraction_IC4H10_Soln#19 (),Mole_fraction_IC4H9_Soln#19 (),Mole_fraction_TC4H9_Soln#19 (),Mole_fraction_IC4H8_Soln#19 (),Mole_fraction_IC4H7_Soln#19 (),Mole_fraction_C4H8-1_Soln#19 (),Mole_fraction_C4H8-2_Soln#19 (),Mole_fraction_C4H71-3_Soln#19 (),Mole_fraction_C4H6_Soln#19 (),Mole_fraction_C4H5_Soln#19 (),Mole_fraction_C4H4_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_FULVENE_Soln#19 (),Mole_fraction_C5H6_Soln#19 (),Mole_fraction_MCPTD_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_NEOC5H12_Soln#19 (),Mole_fraction_NC5H10_Soln#19 (),Mole_fraction_B1M2_Soln#19 (),Mole_fraction_LC5H8_Soln#19 (),Mole_fraction_NC6H12_Soln#19 (),Mole_fraction_NC7H14_Soln#19 (),Mole_fraction_IC8H17_Soln#19 (),Mole_fraction_IC8H16_Soln#19 (),Mole_fraction_DIMEPTD_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_INDENYL_Soln#19 (),Mole_fraction_C12H8_Soln#19 (),Mole_fraction_NC10H20_Soln#19 (),Mole_fraction_IC12H26_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
5.562573E-6,15.42693,-2.953102E9,1683.678,1683.678,8.832053E-4,1.0,0.8014662,3.690364E-4,0.06312087,0.003037735,0.009219625,4.06317E-5,0.04233331,1.389713E-4,0.01088702,3.546059E-4,1.22042E-6,0.02127088,8.69849E-4,0.008415459,0.01114952,0.002384864,1.228841E-8,2.402337E-5,2.200812E-7,2.190029E-7,0.0100732,3.806782E-4,6.055777E-4,1.178238E-4,3.596276E-6,0.003342865,4.736854E-5,0.001233561,5.916171E-5,0.001672326,1.571509E-4,7.490228E-4,2.211156E-5,3.401587E-5,9.203991E-9,2.684831E-6,2.379981E-5,1.885943E-4,3.895557E-8,1.057467E-8,7.785702E-18,2.118342E-12,5.374465E-7,0.004902176,7.231225E-4,8.397327E-6,4.917246E-6,1.043839E-6,6.992598E-14,1.177849E-78,7.909688,5.725089E-5,447652.5,447652.5
5.567142E-6,15.42703,-2.961051E9,1683.674,1683.674,8.832053E-4,1.0,0.8014556,3.68831E-4,0.06313449,0.003035367,0.009217405,4.059795E-5,0.042341,1.388902E-4,0.01089193,3.543284E-4,1.218715E-6,0.02126541,8.695331E-4,0.008417554,0.01114721,0.00238488,1.2259E-8,2.396369E-5,2.196982E-7,2.18626E-7,0.01006972,3.803078E-4,6.048954E-4,1.177385E-4,3.593555E-6,0.003342438,4.733261E-5,0.001233873,5.921149E-5,0.001673068,1.572926E-4,7.491414E-4,2.204081E-5,3.406858E-5,9.177809E-9,2.681631E-6,2.375179E-5,1.88369E-4,3.881644E-8,1.047055E-8,7.767105E-18,2.114415E-12,5.338564E-7,0.004901791,7.230469E-4,8.406743E-6,4.923547E-6,1.044894E-6,6.843825E-14,1.003933E-78,7.909616,5.725049E-5,447648.4,447648.4
5.624767E-6,15.42838,-3.058279E9,1683.629,1683.629,8.832053E-4,1.0,0.8013234,3.66277E-4,0.06330522,0.003005952,0.009189485,4.017823E-5,0.0424374,1.378797E-4,0.01095363,3.508507E-4,1.19754E-6,0.0211967,8.655553E-4,0.008443744,0.01111823,0.002385022,1.189947E-8,2.322482E-5,2.14968E-7,2.139712E-7,0.01002606,3.757206E-4,5.963881E-4,1.166695E-4,3.559726E-6,0.003337049,4.688523E-5,0.001237776,5.983832E-5,0.001682415,1.590759E-4,7.506062E-4,2.117087E-5,3.473563E-5,8.857961E-9,2.641876E-6,2.315992E-5,1.855551E-4,3.713721E-8,9.243999E-9,7.539417E-18,2.066193E-12,4.906224E-7,0.00489695,7.22091E-4,8.525478E-6,5.003167E-6,1.058177E-6,5.219606E-14,1.321418E-79,7.908711,5.724549E-5,447597.3,447597.3
5.674336E-6,15.42952,-3.137623E9,1683.589,1683.589,8.832053E-4,1.0,0.8012107,3.641339E-4,0.0634505,0.002981305,0.009165579,3.982573E-5,0.04251945,1.370274E-4,0.01100638,3.478911E-4,1.179789E-6,0.02113802,8.621429E-4,0.008465936,0.01109352,0.002385048,1.160801E-8,2.260899E-5,2.110423E-7,2.10108E-7,0.009988832,3.718937E-4,5.892111E-4,1.157604E-4,3.531331E-6,0.003332394,4.650871E-5,0.00124109,6.037622E-5,0.001690431,1.606044E-4,7.518215E-4,2.04544E-5,3.531291E-5,8.597289E-9,2.608548E-6,2.267034E-5,1.831742E-4,3.579654E-8,8.306293E-9,7.353172E-18,2.026533E-12,4.562743E-7,0.004892821,7.212651E-4,8.627589E-6,5.071875E-6,1.069583E-6,4.134667E-14,2.374889E-80,7.907939,5.724127E-5,447553.6,447553.6
5.682441E-6,15.4297,-3.150176E9,1683.582,1683.582,8.832053E-4,1.0,0.8011924,3.637882E-4,0.06347412,0.002977332,0.00916168,3.976884E-5,0.04253279,1.368896E-4,0.01101498,3.474101E-4,1.176927E-6,0.02112846,8.615858E-4,0.008469534,0.0110895,0.002385044,1.155723E-8,2.251002E-5,2.104129E-7,2.094885E-7,0.009982774,3.712782E-4,5.8805E-4,1.156127E-4,3.52675E-6,0.003331631,4.644787E-5,0.001241627,6.046406E-5,0.001691739,1.608538E-4,7.520163E-4,2.034002E-5,3.540761E-5,8.555894E-9,2.603174E-6,2.259198E-5,1.827884E-4,3.558601E-8,8.162616E-9,7.323535E-18,2.020204E-12,4.508984E-7,0.004892149,7.211297E-4,8.644283E-6,5.08313E-6,1.071446E-6,3.980496E-14,1.797648E-80,7.907814,5.724059E-5,447546.5,447546.5
5.845544E-6,15.4333,-3.382738E9,1683.442,1683.442,8.832053E-4,1.0,0.8008288,3.570947E-4,0.06394146,0.002900582,0.009083799,3.866564E-5,0.04279681,1.342003E-4,0.01118634,3.378938E-4,1.121603E-6,0.02093823,8.504312E-4,0.00854025,0.0110098,0.002384496,1.06509E-8,2.0615E-5,1.984305E-7,1.976955E-7,0.009862524,3.594608E-4,5.653942E-4,1.126938E-4,3.437983E-6,0.003316199,4.526455E-5,0.001252235,6.222504E-5,0.001717949,1.658429E-4,7.557168E-4,1.819119E-5,3.733099E-5,7.788129E-9,2.499255E-6,2.110851E-5,1.752254E-4,3.179762E-8,5.752468E-9,6.770948E-18,1.901221E-12,3.553354E-7,0.004878802,7.183895E-4,8.980086E-6,5.31071E-6,1.108842E-6,1.851949E-14,5.853098E-83,7.905312,5.722723E-5,447404.9,447404.9
5.881877E-6,15.43408,-3.429485E9,1683.41,1683.41,8.832053E-4,1.0,0.8007491,3.556692E-4,0.06404358,0.00288428,0.009066601,3.843028E-5,0.04285451,1.336224E-4,0.0112241,3.35816E-4,1.109844E-6,0.0208964,8.47962E-4,0.00855557,0.01099234,0.002384259,1.047485E-8,2.021693E-5,1.959296E-7,1.952339E-7,0.009836157,3.569678E-4,5.605267E-4,1.120574E-4,3.419061E-6,0.00331274,4.501118E-5,0.001254544,6.261565E-5,0.001723756,1.669462E-4,7.564863E-4,1.775018E-5,3.776397E-5,7.632623E-9,2.477154E-6,2.080097E-5,1.735916E-4,3.105732E-8,5.323208E-9,6.658319E-18,1.876731E-12,3.370114E-7,0.004875873,7.177753E-4,9.054856E-6,5.361689E-6,1.117148E-6,1.562052E-14,1.651834E-83,7.904763,5.722436E-5,447373.8,447373.8
5.887255E-6,15.43419,-3.43622E9,1683.405,1683.405,8.832053E-4,1.0,0.8007373,3.554602E-4,0.06405864,0.002881891,0.00906406,3.839575E-5,0.04286301,1.335375E-4,0.01122968,3.355097E-4,1.108121E-6,0.02089022,8.47597E-4,0.008557825,0.01098976,0.002384221,1.044535E-8,2.015873E-5,1.955644E-7,1.948745E-7,0.009832267,3.566029E-4,5.598117E-4,1.119636E-4,3.416286E-6,0.003312228,4.497399E-5,0.001254883,6.267342E-5,0.001724615,1.671093E-4,7.565985E-4,1.768602E-5,3.782821E-5,7.610052E-9,2.473914E-6,2.075613E-5,1.733513E-4,3.095064E-8,5.262569E-9,6.64195E-18,1.873165E-12,3.343831E-7,0.004875441,7.176843E-4,9.065923E-6,5.369244E-6,1.118377E-6,1.523258E-14,1.372807E-83,7.904682,5.722393E-5,447369.2,447369.2
6.034866E-6,15.43725,-3.607699E9,1683.269,1683.269,8.832053E-4,1.0,0.8004187,3.499107E-4,0.06446607,0.002818582,0.008994786,3.747771E-5,0.04309322,1.312692E-4,0.01138151,3.272311E-4,1.062437E-6,0.02072229,8.376336E-4,0.008618426,0.01091997,0.002382839,9.73051E-9,1.86302E-5,1.86011E-7,1.8547E-7,0.009726748,3.469766E-4,5.407164E-4,1.09431E-4,3.342543E-6,0.003298103,4.398261E-5,0.001264053,6.42541E-5,0.001748087,1.715591E-4,7.595216E-4,1.603039E-5,3.960484E-5,7.031411E-9,2.387967E-6,1.958917E-5,1.669074E-4,2.827972E-8,3.84763E-9,6.220426E-18,1.780681E-12,2.698048E-7,0.004863708,7.15176E-4,9.369577E-6,5.577448E-6,1.152032E-6,7.63744E-15,7.802452E-86,7.902476,5.721261E-5,447244.4,447244.4
6.056327E-6,15.43768,-3.630496E9,1683.248,1683.248,8.832053E-4,1.0,0.800373,3.49133E-4,0.06452439,0.002809728,0.008984788,3.734883E-5,0.04312618,1.30949E-4,0.01140339,3.260476E-4,1.056047E-6,0.02069812,8.36194E-4,0.008627036,0.01090996,0.002382588,9.63046E-9,1.841866E-5,1.846942E-7,1.841736E-7,0.009711603,3.456367E-4,5.380232E-4,1.090694E-4,3.332197E-6,0.003296041,4.384306E-5,0.001265361,6.448315E-5,0.001751484,1.722019E-4,7.599221E-4,1.580584E-5,3.986532E-5,6.953416E-9,2.375933E-6,1.942929E-5,1.659944E-4,2.792902E-8,3.677277E-9,6.163318E-18,1.768051E-12,2.615322E-7,0.004862022,7.148098E-4,9.413713E-6,5.607855E-6,1.156914E-6,6.90874E-15,3.703443E-86,7.902159,5.7211E-5,447226.4,447226.5
6.070697E-6,15.43797,-3.645399E9,1683.234,1683.234,8.832053E-4,1.0,0.8003425,3.486164E-4,0.06456332,0.002803851,0.008978105,3.72632E-5,0.04314817,1.30736E-4,0.01141801,3.252582E-4,1.051804E-6,0.02068198,8.352315E-4,0.008632771,0.01090328,0.002382413,9.564142E-9,1.827853E-5,1.838227E-7,1.833155E-7,0.009701491,3.447479E-4,5.36232E-4,1.088283E-4,3.325324E-6,0.00329466,4.375028E-5,0.001266233,6.46364E-5,0.001753757,1.726316E-4,7.601868E-4,1.565776E-5,4.004003E-5,6.902035E-9,2.367941E-6,1.932361E-5,1.653865E-4,2.769921E-8,3.567745E-9,6.12565E-18,1.759707E-12,2.561429E-7,0.004860896,7.145645E-4,9.443261E-6,5.628232E-6,1.160182E-6,6.461554E-15,2.271807E-86,7.901948,5.720993E-5,447214.5,447214.5
6.257586E-6,15.44161,-3.819797E9,1683.051,1683.051,8.832053E-4,1.0,0.7999517,3.421737E-4,0.06506072,0.00273072,0.008891953,3.619302E-5,0.04342914,1.28058E-4,0.0116063,3.151921E-4,9.990145E-7,0.02047449,8.228154E-4,0.008705376,0.01081778,0.002379664,8.776386E-9,1.655735E-5,1.731553E-7,1.728118E-7,0.009571912,3.337414E-4,5.137477E-4,1.057578E-4,3.239486E-6,0.003276613,4.258744E-5,0.001277329,6.662207E-5,0.001783166,1.781764E-4,7.633961E-4,1.388121E-5,4.233401E-5,6.287767E-9,2.26836E-6,1.803928E-5,1.577146E-4,2.502141E-8,2.413705E-9,5.672708E-18,1.658487E-12,1.95457E-7,0.004846453,7.113626E-4,9.827456E-6,5.894595E-6,1.202582E-6,2.702231E-15,3.387756E-89,7.899227,5.719646E-5,447060.5,447060.5
6.290605E-6,15.44223,-3.846993E9,1683.018,1683.018,8.832053E-4,1.0,0.7998838,3.410866E-4,0.06514695,0.002718414,0.008876879,3.601202E-5,0.04347783,1.276021E-4,0.01163921,3.134521E-4,9.901318E-7,0.0204383,8.206422E-4,0.008717828,0.01080293,0.002379093,8.646084E-9,1.627202E-5,1.713927E-7,1.71076E-7,0.009549385,3.318978E-4,5.099281E-4,1.052279E-4,3.224978E-6,0.003273412,4.239015E-5,0.001279243,6.697149E-5,0.001788334,1.791473E-4,7.639199E-4,1.359456E-5,4.274342E-5,6.188856E-9,2.251573E-6,1.78288E-5,1.564035E-4,2.460178E-8,2.254164E-9,5.599268E-18,1.641913E-12,1.86364E-7,0.004843938,7.10795E-4,9.895314E-6,5.941908E-6,1.210055E-6,2.317226E-15,1.078565E-89,7.898753,5.719415E-5,447033.7,447033.7
6.304813E-6,15.4425,-3.858377E9,1683.004,1683.004,8.832053E-4,1.0,0.7998547,3.406233E-4,0.0651839,0.002713173,0.008870407,3.593485E-5,0.0434987,1.274075E-4,0.01165334,3.12707E-4,9.863491E-7,0.02042277,8.197092E-4,0.008723152,0.01079657,0.002378839,8.590888E-9,1.61509E-5,1.70645E-7,1.703396E-7,0.009539725,3.311134E-4,5.082984E-4,1.050011E-4,3.218794E-6,0.003272033,4.230599E-5,0.001280063,6.712171E-5,0.001790555,1.795642E-4,7.641415E-4,1.34736E-5,4.291996E-5,6.147116E-9,2.244422E-6,1.773966E-5,1.558434E-4,2.442561E-8,2.188971E-9,5.568229E-18,1.634893E-12,1.825859E-7,0.004842859,7.105506E-4,9.924511E-6,5.96229E-6,1.213269E-6,2.169095E-15,6.611389E-90,7.89855,5.719317E-5,447022.2,447022.2
6.346296E-6,15.44327,-3.890583E9,1682.962,1682.962,8.832053E-4,1.0,0.7997701,3.392861E-4,0.06529129,0.002698053,0.008851555,3.571196E-5,0.04355933,1.268445E-4,0.01169448,3.105433E-4,9.754375E-7,0.02037757,8.169917E-4,0.00873858,0.01077806,0.002378074,8.436523E-9,1.580288E-5,1.684977E-7,1.682247E-7,0.009511634,3.288529E-4,5.035868E-4,1.043427E-4,3.200934E-6,0.003268005,4.20627E-5,0.001282441,6.755988E-5,0.00179703,1.807787E-4,7.647754E-4,1.312837E-5,4.343669E-5,6.027967E-9,2.223781E-6,1.748421E-5,1.542216E-4,2.392564E-8,2.009729E-9,5.479469E-18,1.614773E-12,1.719967E-7,0.004839721,7.098367E-4,1.000975E-5,6.021877E-6,1.222649E-6,1.788932E-15,1.589971E-90,7.897958,5.719032E-5,446988.7,446988.7
6.376388E-6,15.44382,-3.912974E9,1682.931,1682.931,8.832053E-4,1.0,0.799709,3.383299E-4,0.06536873,0.002687251,0.008837923,3.555246E-5,0.04360304,1.264408E-4,0.01172422,3.089847E-4,9.676428E-7,0.02034492,8.150268E-4,0.008749667,0.01076472,0.002377495,8.322569E-9,1.55555E-5,1.669723E-7,1.667223E-7,0.009491359,3.272398E-4,5.002116E-4,1.038687E-4,3.188156E-6,0.003265079,4.188845E-5,0.001284153,6.787735E-5,0.001801719,1.816571E-4,7.652236E-4,1.28851E-5,4.38127E-5,5.943968E-9,2.209026E-6,1.730322E-5,1.530576E-4,2.357565E-8,1.88932E-9,5.416754E-18,1.600512E-12,1.647054E-7,0.004837455,7.093184E-4,1.007159E-5,6.065173E-6,1.229448E-6,1.555405E-15,5.609805E-91,7.897531,5.718827E-5,446964.5,446964.5
6.381472E-6,15.44391,-3.916694E9,1682.926,1682.926,8.832053E-4,1.0,0.7996987,3.381695E-4,0.06538177,0.00268544,0.008835623,3.552569E-5,0.0436104,1.26373E-4,0.01172923,3.087223E-4,9.66336E-7,0.02033941,8.146954E-4,0.008751531,0.01076247,0.002377396,8.301652E-9,1.551413E-5,1.667173E-7,1.664711E-7,0.009487942,3.269695E-4,4.99645E-4,1.037889E-4,3.186012E-6,0.003264584,4.185919E-5,0.001284442,6.793095E-5,0.001802511,1.818053E-4,7.652983E-4,1.284459E-5,4.387632E-5,5.929977E-9,2.206552E-6,1.7273E-5,1.52862E-4,2.351755E-8,1.86974E-9,5.406296E-18,1.598131E-12,1.635051E-7,0.004837073,7.092308E-4,1.008203E-5,6.072493E-6,1.230596E-6,1.519092E-15,4.704934E-91,7.897458,5.718792E-5,446960.4,446960.4
6.467721E-6,15.44547,-3.976275E9,1682.836,1682.836,8.832053E-4,1.0,0.7995252,3.354976E-4,0.06560143,0.002655299,0.008796769,3.507938E-5,0.04373436,1.252396E-4,0.01181397,3.043107E-4,9.445936E-7,0.02024648,8.090974E-4,0.008782773,0.01072458,0.002375625,7.992175E-9,1.483024E-5,1.625042E-7,1.62321E-7,0.009430351,3.22478E-4,4.901844E-4,1.024486E-4,3.150269E-6,0.003256184,4.137081E-5,0.001289285,6.883889E-5,0.00181591,1.843093E-4,7.665247E-4,1.218243E-5,4.495996E-5,5.700998E-9,2.165343E-6,1.677544E-5,1.495884E-4,2.257443E-8,1.568355E-9,5.234625E-18,1.558887E-12,1.444518E-7,0.004830629,7.077435E-4,1.025923E-5,6.19695E-6,1.250063E-6,1.018057E-15,2.145187E-92,7.896243,5.718215E-5,446891.6,446891.6
6.622175E-6,15.44817,-4.068492E9,1682.673,1682.673,8.832053E-4,1.0,0.7992198,3.309328E-4,0.0659873,0.002603946,0.00872792,3.431492E-5,0.04395197,1.232861E-4,0.01196404,2.965947E-4,9.075815E-7,0.02008224,7.991899E-4,0.008836972,0.01065795,0.002372097,7.471874E-9,1.368601E-5,1.554612E-7,1.553821E-7,0.009328926,3.148514E-4,4.739389E-4,1.001089E-4,3.08908E-6,0.003241097,4.053183E-5,0.001297745,7.045841E-5,0.001839767,1.88747E-4,7.685349E-4,1.110676E-5,4.692006E-5,5.327189E-9,2.095007E-6,1.595098E-5,1.439315E-4,2.106313E-8,1.150006E-9,4.952114E-18,1.493661E-12,1.157845E-7,0.004819256,7.050762E-4,1.057651E-5,6.421015E-6,1.284857E-6,4.975819E-16,1.083596E-94,7.894097,5.717215E-5,446770.1,446770.1
6.632525E-6,15.44835,-4.074061E9,1682.662,1682.662,8.832053E-4,1.0,0.7991996,3.306366E-4,0.06601283,0.00260062,0.008723339,3.426522E-5,0.04396636,1.231586E-4,0.01197403,2.960859E-4,9.051858E-7,0.02007133,7.985315E-4,0.008840525,0.01065354,0.002371846,7.438834E-9,1.361286E-5,1.55011E-7,1.549385E-7,0.009322206,3.143583E-4,4.728813E-4,9.995485E-5,3.085103E-6,0.003240084,4.047717E-5,0.001298303,7.056665E-5,0.001841359,1.890422E-4,7.686614E-4,1.103941E-5,4.705229E-5,5.303672E-9,2.090445E-6,1.589859E-5,1.435616E-4,2.09691E-8,1.126615E-9,4.934236E-18,1.489505E-12,1.140851E-7,0.004818502,7.048974E-4,1.059777E-5,6.436083E-6,1.287185E-6,4.743205E-16,7.594034E-95,7.893954,5.71715E-5,446762.1,446762.1
6.644796E-6,15.44856,-4.080531E9,1682.649,1682.649,8.832053E-4,1.0,0.7991757,3.302869E-4,0.06604303,0.002596695,0.008717914,3.420654E-5,0.04398338,1.230079E-4,0.01198585,2.954842E-4,9.023592E-7,0.02005841,7.977519E-4,0.008844725,0.01064832,0.002371544,7.401194E-9,1.35267E-5,1.544807E-7,1.544159E-7,0.009314251,3.137767E-4,4.716325E-4,9.977265E-5,3.080409E-6,0.003238883,4.041264E-5,0.001298962,7.069494E-5,0.001843246,1.893919E-4,7.688101E-4,1.096032E-5,4.720921E-5,5.276035E-9,2.085062E-6,1.583695E-5,1.431246E-4,2.085876E-8,1.099576E-9,4.913207E-18,1.484613E-12,1.121048E-7,0.004817608,7.046853E-4,1.062298E-5,6.453958E-6,1.289946E-6,4.482202E-16,5.024023E-95,7.893786,5.717072E-5,446752.5,446752.5
6.886289E-6,15.45255,-4.188659E9,1682.387,1682.387,8.832053E-4,1.0,0.7987125,3.237221E-4,0.06662628,0.002523196,0.008612325,3.31018E-5,0.04431177,1.201549E-4,0.01221597,2.839289E-4,8.495114E-7,0.0198076,7.826145E-4,0.008924696,0.01054745,0.002365125,6.693459E-9,1.194624E-5,1.447398E-7,1.448153E-7,0.009160328,3.029114E-4,4.480989E-4,9.628171E-5,2.992055E-6,0.003215205,3.919424E-5,0.00131162,7.320984E-5,0.001880166,1.961948E-4,7.714701E-4,9.553485E-6,5.032754E-5,4.779465E-9,1.984085E-6,1.471478E-5,1.34837E-4,1.889878E-8,6.880816E-10,4.531965E-18,1.395027E-12,7.950477E-8,0.004800277,7.005113E-4,1.111901E-5,6.807543E-6,1.344195E-6,1.468503E-16,1.081525E-98,7.890515,5.715594E-5,446567.4,446567.4
6.905698E-6,15.45287,-4.195892E9,1682.366,1682.366,8.832053E-4,1.0,0.7986759,3.232193E-4,0.06667226,0.002517583,0.008603935,3.301695E-5,0.04433762,1.199345E-4,0.01223425,2.830236E-4,8.454834E-7,0.01978771,7.814153E-4,0.008930907,0.0105395,0.002364571,6.639092E-9,1.182826E-5,1.44011E-7,1.440968E-7,0.009148169,3.020834E-4,4.462909E-4,9.600884E-5,2.985273E-6,0.003213299,3.910041E-5,0.001312612,7.341119E-5,0.001883116,1.96735E-4,7.71663E-4,9.451942E-6,5.058061E-5,4.743159E-9,1.976361E-6,1.463162E-5,1.341961E-4,1.875685E-8,6.63252E-10,4.503806E-18,1.38834E-12,7.734815E-8,0.004798904,7.00176E-4,1.115888E-5,6.836109E-6,1.34855E-6,1.342878E-16,5.555522E-99,7.890256,5.715479E-5,446552.8,446552.8
6.920484E-6,15.4531,-4.201175E9,1682.349,1682.349,8.832053E-4,1.0,0.7986481,3.228388E-4,0.06670719,0.002513336,0.008597553,3.29527E-5,0.04435727,1.197675E-4,0.01224817,2.823362E-4,8.424365E-7,0.01977259,7.805035E-4,0.008935616,0.01053345,0.002364145,6.597768E-9,1.173927E-5,1.43461E-7,1.435546E-7,0.009138927,3.014569E-4,4.449219E-4,9.580172E-5,2.980136E-6,0.003211847,3.902933E-5,0.001313364,7.356451E-5,0.001885361,1.971459E-4,7.718078E-4,9.375689E-6,5.077365E-5,4.715842E-9,1.970515E-6,1.456894E-5,1.337104E-4,1.865017E-8,6.450295E-10,4.482588E-18,1.383295E-12,7.574699E-8,0.00479786,6.999206E-4,1.118925E-5,6.857886E-6,1.351866E-6,1.254733E-16,3.383617E-99,7.890059,5.715392E-5,446541.6,446541.6
7.019113E-6,15.45466,-4.233844E9,1682.24,1682.24,8.832053E-4,1.0,0.798464,3.203509E-4,0.06693837,0.002485601,0.008555189,3.253213E-5,0.04448719,1.186714E-4,0.01234054,2.77801E-4,8.225575E-7,0.01967229,7.744602E-4,0.008966576,0.01049343,0.002361229,6.34706E-9,1.116389E-5,1.398994E-7,1.40043E-7,0.009077727,2.973686E-4,4.359626E-4,9.443654E-5,2.94652E-6,0.003202157,3.856355E-5,0.001318333,7.458556E-5,0.0019003,1.998724E-4,7.727318E-4,8.88951E-6,5.206644E-5,4.540541E-9,1.932316E-6,1.416467E-5,1.305228E-4,1.796712E-8,5.367614E-10,4.345834E-18,1.350639E-12,6.589148E-8,0.004790939,6.982176E-4,1.139186E-5,7.003456E-6,1.373981E-6,7.969694E-17,1.13601E-100,7.888754,5.714817E-5,446467.8,446467.8
7.02478E-6,15.45474,-4.235569E9,1682.234,1682.234,8.832053E-4,1.0,0.7984535,3.202105E-4,0.06695155,0.002484039,0.008552766,3.250838E-5,0.0444946,1.186094E-4,0.01234582,2.77543E-4,8.214385E-7,0.01966656,7.741151E-4,0.008968331,0.01049115,0.002361058,6.329379E-9,1.113178E-5,1.397003E-7,1.398467E-7,0.009074234,2.971383E-4,4.354568E-4,9.435897E-5,2.944622E-6,0.0032016,3.853723E-5,0.001318615,7.464414E-5,0.001901157,2.000282E-4,7.727827E-4,8.862734E-6,5.2141E-5,4.530824E-9,1.930163E-6,1.414215E-5,1.303425E-4,1.792933E-8,5.311929E-10,4.338221E-18,1.348814E-12,6.536677E-8,0.004790544,6.981198E-4,1.14035E-5,7.011836E-6,1.375251E-6,7.764708E-17,9.354879E-101,7.888679,5.714785E-5,446463.5,446463.6
7.041232E-6,15.455,-4.240457E9,1682.215,1682.215,8.832053E-4,1.0,0.798423,3.198047E-4,0.06698977,0.002479521,0.008545737,3.243969E-5,0.04451606,1.184299E-4,0.01236115,2.767957E-4,8.182041E-7,0.01964993,7.731143E-4,0.008973411,0.01048453,0.002360558,6.284347E-9,1.103913E-5,1.391257E-7,1.3928E-7,0.009064107,2.964727E-4,4.339942E-4,9.413429E-5,2.939132E-6,0.003199983,3.846106E-5,0.001319434,7.481417E-5,0.001903642,2.004803E-4,7.729291E-4,8.785699E-6,5.235761E-5,4.502828E-9,1.923936E-6,1.407722E-5,1.298205E-4,1.782047E-8,5.153962E-10,4.316269E-18,1.343547E-12,6.386782E-8,0.004789397,6.978359E-4,1.14373E-5,7.036176E-6,1.378939E-6,7.199312E-17,5.331192E-101,7.888463,5.71469E-5,446451.3,446451.3
7.053934E-6,15.4552,-4.244151E9,1682.201,1682.201,8.832053E-4,1.0,0.7983995,3.194931E-4,0.06701921,0.002476052,0.008540318,3.238691E-5,0.0445326,1.182919E-4,0.01237297,2.762204E-4,8.157216E-7,0.01963712,7.72343E-4,0.008977317,0.01047943,0.002360169,6.249907E-9,1.096819E-5,1.386855E-7,1.38846E-7,0.009056304,2.959618E-4,4.328706E-4,9.396136E-5,2.934914E-6,0.003198734,3.840253E-5,0.001320064,7.494538E-5,0.001905559,2.008289E-4,7.730408E-4,8.726936E-6,5.252501E-5,4.481432E-9,1.919154E-6,1.402752E-5,1.294192E-4,1.773731E-8,5.035714E-10,4.299471E-18,1.339512E-12,6.273519E-8,0.004788513,6.976168E-4,1.14634E-5,7.054978E-6,1.381785E-6,6.791747E-17,3.468707E-101,7.888297,5.714618E-5,446441.9,446441.9
7.13874E-6,15.45649,-4.26694E9,1682.107,1682.107,8.832053E-4,1.0,0.7982437,3.174471E-4,0.06721448,0.002453302,0.008504288,3.204009E-5,0.04464219,1.173833E-4,0.01245158,2.724152E-4,7.994556E-7,0.01955196,7.672228E-4,0.009003075,0.01044561,0.002357525,6.038381E-9,1.050711E-5,1.358192E-7,1.360192E-7,0.009004525,2.926117E-4,4.254909E-4,9.281859E-5,2.907199E-6,0.003190398,3.801753E-5,0.001324235,7.58203E-5,0.001918332,2.031452E-4,7.737573E-4,8.349605E-6,5.364638E-5,4.343149E-9,1.88778E-6,1.370501E-5,1.267777E-4,1.720026E-8,4.320982E-10,4.190476E-18,1.313234E-12,5.568095E-8,0.00478264,6.961547E-4,1.163764E-5,7.180733E-6,1.400786E-6,4.602487E-17,1.926287E-102,7.88719,5.714138E-5,446379.2,446379.3
