Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_H_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H5_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C3H8_Soln#4 (),Mole_fraction_C3H6_Soln#4 (),Mole_fraction_C3H5-A_Soln#4 (),Mole_fraction_C3H4-P_Soln#4 (),Mole_fraction_C3H4-A_Soln#4 (),Mole_fraction_NC4H10_Soln#4 (),Mole_fraction_IC4H10_Soln#4 (),Mole_fraction_TC4H9_Soln#4 (),Mole_fraction_IC4H8_Soln#4 (),Mole_fraction_IC4H7_Soln#4 (),Mole_fraction_C4H8-1_Soln#4 (),Mole_fraction_C4H8-2_Soln#4 (),Mole_fraction_C4H71-3_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_FULVENE_Soln#4 (),Mole_fraction_C5H6_Soln#4 (),Mole_fraction_MCPTD_Soln#4 (),Mole_fraction_NEOC5H12_Soln#4 (),Mole_fraction_NC5H10_Soln#4 (),Mole_fraction_B1M2_Soln#4 (),Mole_fraction_B1M3_Soln#4 (),Mole_fraction_B2M2_Soln#4 (),Mole_fraction_LC5H8_Soln#4 (),Mole_fraction_DIALLYL_Soln#4 (),Mole_fraction_CYC6H8_Soln#4 (),Mole_fraction_CYC6H10_Soln#4 (),Mole_fraction_NC6H12_Soln#4 (),Mole_fraction_NC7H14_Soln#4 (),Mole_fraction_IC8H16_Soln#4 (),Mole_fraction_DIMEPTD_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_XYLENE_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Mole_fraction_NC10H20_Soln#4 (),Mole_fraction_IC12H26_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
3.336184E-6,14.99529,-1.383075E9,1149.316,1149.316,0.001459209,1.0,0.9449923,3.181695E-6,2.842742E-5,7.378934E-5,1.952891E-6,5.868863E-6,1.9962E-5,3.162088E-9,2.45167E-7,8.718273E-5,5.59782E-6,1.498008E-9,2.764471E-6,5.796807E-8,1.245199E-6,1.455295E-5,8.984512E-5,2.299244E-5,4.293364E-6,3.853375E-8,5.283158E-6,3.580571E-6,1.37283E-11,6.242391E-7,2.987845E-14,1.741335E-10,2.242316E-10,6.120509E-8,2.549261E-6,5.428664E-9,2.06076E-8,9.472972E-11,2.977936E-6,8.326438E-9,9.961791E-12,3.845825E-12,4.622362E-7,4.161133E-6,0.01917782,5.485091E-6,0.007919613,1.396802E-6,1.347575E-15,8.150765E-14,4.741294E-9,2.215761E-9,1.139874E-11,7.317857E-10,0.01040656,0.01711063,9.177373,9.731079E-5,519397.7,519397.7
3.417461E-6,14.99518,-1.385976E9,1149.297,1149.297,0.001459209,1.0,0.9449837,3.243671E-6,2.995276E-5,7.563876E-5,2.06959E-6,6.016258E-6,2.080971E-5,3.403744E-9,2.619228E-7,9.010064E-5,5.764127E-6,1.631097E-9,2.892168E-6,6.161407E-8,1.285508E-6,1.460664E-5,9.270303E-5,2.360097E-5,4.465927E-6,4.089533E-8,5.44165E-6,3.751295E-6,1.534377E-11,6.524975E-7,3.400568E-14,1.906575E-10,2.403278E-10,6.478086E-8,2.648196E-6,5.865674E-9,2.233277E-8,1.02834E-10,3.116037E-6,9.043262E-9,1.080649E-11,4.187622E-12,4.757328E-7,4.346906E-6,0.01917656,5.73812E-6,0.00791945,1.459812E-6,1.58522E-15,9.300404E-14,5.172027E-9,2.337998E-9,1.264986E-11,8.03045E-10,0.01040554,0.01710896,9.17729,9.73115E-5,519393.0,519393.0
3.502937E-6,14.99506,-1.388899E9,1149.277,1149.277,0.001459209,1.0,0.9449746,3.308279E-6,3.159738E-5,7.756798E-5,2.196535E-6,6.170286E-6,2.17177E-5,3.670904E-9,2.80334E-7,9.319288E-5,5.939564E-6,1.780091E-9,3.029198E-6,6.560089E-8,1.328135E-6,1.466202E-5,9.573577E-5,2.424296E-5,4.651016E-6,4.346943E-8,5.609326E-6,3.934834E-6,1.719673E-11,6.828021E-7,3.884621E-14,2.092256E-10,2.580356E-10,6.865079E-8,2.753958E-6,6.349681E-9,2.424947E-8,1.118558E-10,3.264238E-6,9.842908E-9,1.174985E-11,4.569936E-12,4.900236E-7,4.546065E-6,0.01917522,6.009616E-6,0.007919275,1.527327E-6,1.87316E-15,1.06508E-13,5.655307E-9,2.470074E-9,1.408007E-11,8.833324E-10,0.01040445,0.0171072,9.177203,9.731224E-5,519388.1,519388.1
3.590633E-6,14.99495,-1.391779E9,1149.257,1149.257,0.001459209,1.0,0.9449652,3.373963E-6,3.332752E-5,7.953042E-5,2.331297E-6,6.327232E-6,2.266674E-5,3.95923E-9,3.000787E-7,9.639035E-5,6.120064E-6,1.942948E-9,3.172678E-6,6.985574E-8,1.372117E-6,1.471779E-5,9.887602E-5,2.490376E-5,4.844786E-6,4.621959E-8,5.782386E-6,4.127379E-6,1.927215E-11,7.145138E-7,4.43936E-14,2.295962E-10,2.770506E-10,7.273756E-8,2.864286E-6,6.872915E-9,2.632806E-8,1.216597E-10,3.419423E-6,1.071372E-8,1.27787E-11,4.987477E-12,5.047881E-7,4.7544E-6,0.01917383,6.293864E-6,0.007919093,1.59791E-6,2.21419E-15,1.220052E-13,6.184716E-9,2.609322E-9,1.567697E-11,9.716457E-10,0.01040331,0.01710539,9.177112,9.7313E-5,519383.0,519383.0
3.688412E-6,14.99482,-1.394837E9,1149.234,1149.234,0.001459209,1.0,0.9449546,3.446467E-6,3.530748E-5,8.169802E-5,2.487004E-6,6.500878E-6,2.374563E-5,4.29822E-9,3.23136E-7,9.998489E-5,6.321832E-6,2.136997E-9,3.336089E-6,7.479949E-8,1.421449E-6,1.47788E-5,1.024114E-4,2.564305E-5,5.06548E-6,4.940643E-8,5.97653E-6,4.347116E-6,2.180886E-11,7.506082E-7,5.134197E-14,2.539594E-10,2.992888E-10,7.743324E-8,2.989466E-6,7.489078E-9,2.878388E-8,1.332684E-10,3.596171E-6,1.174717E-8,1.40021E-11,5.484586E-12,5.213716E-7,4.99144E-6,0.01917226,6.617564E-6,0.007918888,1.678162E-6,2.656364E-15,1.414408E-13,6.816946E-9,2.769049E-9,1.7623E-11,1.077553E-9,0.01040203,0.01710335,9.177011,9.731384E-5,519377.2,519377.2
3.765953E-6,14.99471,-1.397162E9,1149.216,1149.216,0.001459209,1.0,0.9449462,3.503423E-6,3.691505E-5,8.340168E-5,2.614548E-6,6.637553E-6,2.461647E-5,4.580362E-9,3.422059E-7,1.02857E-4,6.482158E-6,2.300478E-9,3.468201E-6,7.886982E-8,1.460785E-6,1.482638E-5,1.052401E-4,2.623116E-5,5.243958E-6,5.203218E-8,6.131338E-6,4.5251E-6,2.399572E-11,7.797734E-7,5.746892E-14,2.745532E-10,3.17708E-10,8.125982E-8,3.090336E-6,8.002592E-9,3.083667E-8,1.429921E-10,3.739071E-6,1.261455E-8,1.503113E-11,5.903112E-12,5.346119E-7,5.182909E-6,0.019171,6.879239E-6,0.007918722,1.742942E-6,3.058649E-15,1.585957E-13,7.350657E-9,2.899017E-9,1.929658E-11,1.167287E-9,0.01040099,0.01710172,9.17693,9.73145E-5,519372.6,519372.6
3.827252E-6,14.99463,-1.39893E9,1149.202,1149.202,0.001459209,1.0,0.9449394,3.548105E-6,3.82094E-5,8.473875E-5,2.717961E-6,6.744932E-6,2.531449E-5,4.812018E-9,3.577846E-7,1.051411E-4,6.60907E-6,2.435992E-9,3.574226E-6,8.218332E-8,1.492016E-6,1.486352E-5,1.074919E-4,2.669723E-5,5.387246E-6,5.416675E-8,6.254239E-6,4.668152E-6,2.584129E-11,8.031698E-7,6.273329E-14,2.916673E-10,3.327737E-10,8.434976E-8,3.171083E-6,8.424618E-9,3.252764E-8,1.510151E-10,3.853756E-6,1.333136E-8,1.58832E-11,6.249874E-12,5.451348E-7,5.336464E-6,0.01916999,7.089226E-6,0.00791859,1.794864E-6,3.412869E-15,1.733452E-13,7.793744E-9,3.003845E-9,2.070653E-11,1.241995E-9,0.01040016,0.01710043,9.176865,9.731502E-5,519369.0,519369.0
3.940918E-6,14.99449,-1.402067E9,1149.176,1149.176,0.001459209,1.0,0.9449268,3.630155E-6,4.066365E-5,8.719529E-5,2.915746E-6,6.942448E-6,2.66309E-5,5.262049E-9,3.878565E-7,1.094075E-4,6.844699E-6,2.702357E-9,3.774474E-6,8.855222E-8,1.550236E-6,1.493132E-5,1.117037E-4,2.756408E-5,5.658056E-6,5.827054E-8,6.483291E-6,4.93884E-6,2.955004E-11,8.473371E-7,7.355362E-14,3.254104E-10,3.619028E-10,9.02297E-8,3.323137E-6,9.245331E-9,3.582537E-8,1.666945E-10,4.070368E-6,1.473491E-8,1.755625E-11,6.93113E-12,5.647761E-7,5.626243E-6,0.01916811,7.485789E-6,0.007918342,1.892772E-6,4.163475E-15,2.036819E-13,8.666304E-9,3.203045E-9,2.353443E-11,1.389614E-9,0.0103986,0.01709801,9.176745,9.731598E-5,519362.2,519362.2
4.138902E-6,14.99423,-1.407085E9,1149.129,1149.129,0.001459209,1.0,0.9449046,3.77059E-6,4.510349E-5,9.140336E-5,3.27895E-6,7.281397E-6,2.899112E-5,6.111145E-9,4.439552E-7,1.169331E-4,7.255655E-6,3.215159E-9,4.134376E-6,1.003481E-7,1.652584E-6,1.504642E-5,1.191498E-4,2.908187E-5,6.145586E-6,6.5876E-8,6.88563E-6,5.426942E-6,3.69649E-11,9.266553E-7,9.606008E-14,3.907049E-10,4.164128E-10,1.009328E-7,3.595097E-6,1.079616E-8,4.208677E-8,1.965763E-10,4.459698E-6,1.741832E-8,2.077334E-11,8.24182E-12,5.993787E-7,6.146327E-6,0.01916477,8.198401E-6,0.0079179,2.068238E-6,5.808922E-15,2.668352E-13,1.035134E-8,3.564791E-9,2.917262E-11,1.676284E-9,0.01039582,0.01709377,9.176532,9.731764E-5,519350.1,519350.1
4.206611E-6,14.99414,-1.408678E9,1149.114,1149.114,0.001459209,1.0,0.9448969,3.817887E-6,4.666948E-5,9.282165E-5,3.408653E-6,7.395781E-6,2.981771E-5,6.421196E-9,4.642453E-7,1.195339E-4,7.396241E-6,3.405492E-9,4.260661E-6,1.045899E-7,1.687856E-6,1.508495E-5,1.21728E-4,2.96032E-5,6.316955E-6,6.861361E-8,7.024153E-6,5.598683E-6,3.980142E-11,9.544698E-7,1.049509E-13,4.150369E-10,4.361841E-10,1.047273E-7,3.690164E-6,1.136302E-8,4.438426E-8,2.075753E-10,4.596313E-6,1.840847E-8,2.196691E-11,8.728136E-12,6.113251E-7,6.328611E-6,0.01916361,8.44841E-6,0.007917746,2.129657E-6,6.486393E-15,2.917927E-13,1.097827E-8,3.692796E-9,3.13256E-11,1.783404E-9,0.01039485,0.0170923,9.176458,9.73182E-5,519346.0,519346.0
4.32867E-6,14.99399,-1.41139E9,1149.085,1149.085,0.001459209,1.0,0.9448828,3.902209E-6,4.955293E-5,9.535151E-5,3.649562E-6,7.599958E-6,3.133244E-5,7.006239E-9,5.022662E-7,1.242568E-4,7.649588E-6,3.768772E-9,4.492377E-6,1.125073E-7,1.751784E-6,1.515342E-5,1.264158E-4,3.054583E-5,6.631864E-6,7.372261E-8,7.274984E-6,5.914426E-6,4.533163E-11,1.005486E-6,1.226932E-13,4.616054E-10,4.733142E-10,1.117392E-7,3.864168E-6,1.243324E-8,4.873334E-8,2.284442E-10,4.846988E-6,2.029017E-8,2.424528E-11,9.656263E-12,6.330035E-7,6.66282E-6,0.0191615,8.907096E-6,0.007917464,2.242153E-6,7.87916E-15,3.41602E-13,1.217681E-8,3.929038E-9,3.551897E-11,1.988791E-9,0.01039307,0.01708965,9.176325,9.731921E-5,519338.4,519338.4
4.426192E-6,14.99387,-1.413416E9,1149.062,1149.062,0.001459209,1.0,0.9448716,3.968705E-6,5.191231E-5,9.734773E-5,3.848648E-6,7.761173E-6,3.256533E-5,7.498482E-9,5.339995E-7,1.280618E-4,7.851823E-6,4.078397E-9,4.681246E-6,1.190864E-7,1.803177E-6,1.520723E-5,1.301982E-4,3.130156E-5,6.889036E-6,7.797295E-8,7.476375E-6,6.172367E-6,5.015875E-11,1.04705E-6,1.385944E-13,5.014158E-10,5.043871E-10,1.175003E-7,4.005614E-6,1.333415E-8,5.240522E-8,2.461107E-10,5.051314E-6,2.188588E-8,2.618807E-11,1.044733E-11,6.504549E-7,6.934993E-6,0.01915979,9.280919E-6,0.007917236,2.333657E-6,9.169646E-15,3.862411E-13,1.320015E-8,4.122858E-9,3.917588E-11,2.164716E-9,0.01039163,0.01708751,9.176217,9.732E-5,519332.3,519332.3
4.636436E-6,14.9936,-1.417375E9,1149.013,1149.013,0.001459209,1.0,0.9448469,4.109441E-6,5.716225E-5,1.01576E-4,4.297626E-6,8.102864E-6,3.528991E-5,8.636213E-9,6.06518E-7,1.363574E-4,8.286838E-6,4.80662E-9,5.099385E-6,1.340339E-7,1.914896E-6,1.532067E-5,1.384607E-4,3.293828E-5,7.460122E-6,8.765056E-8,7.913243E-6,6.745213E-6,6.188397E-11,1.13902E-6,1.786614E-13,5.9542E-10,5.756824E-10,1.303911E-7,4.317702E-6,1.541737E-8,6.092902E-8,2.872768E-10,5.503682E-6,2.561191E-8,3.076369E-11,1.230849E-11,6.884614E-7,7.536872E-6,0.01915605,1.010839E-5,0.007916735,2.535651E-6,1.257365E-14,4.986845E-13,1.561253E-8,4.555726E-9,4.805129E-11,2.581149E-9,0.01038846,0.01708286,9.175983,9.73217E-5,519319.0,519319.0
4.750782E-6,14.99346,-1.419298E9,1148.986,1148.986,0.001459209,1.0,0.9448333,4.184461E-6,6.011048E-5,1.038322E-4,4.553251E-6,8.285248E-6,3.680961E-5,9.300521E-9,6.483584E-7,1.409216E-4,8.522637E-6,5.239341E-9,5.333029E-6,1.426085E-7,1.976184E-6,1.538093E-5,1.43016E-4,3.383266E-5,7.780346E-6,9.321214E-8,8.152274E-6,7.066352E-6,6.907932E-11,1.190383E-6,2.041759E-13,6.514961E-10,6.170022E-10,1.376719E-7,4.491524E-6,1.663401E-8,6.592628E-8,3.115077E-10,5.756456E-6,2.780912E-8,3.348829E-11,1.34151E-11,7.093498E-7,7.872796E-6,0.01915398,1.057068E-5,0.007916457,2.64817E-6,1.484141E-14,5.702474E-13,1.704915E-8,4.799754E-9,5.34954E-11,2.830127E-9,0.01038669,0.0170803,9.175854,9.732262E-5,519311.7,519311.7
4.983127E-6,14.99318,-1.422731E9,1148.931,1148.931,0.001459209,1.0,0.9448053,4.333623E-6,6.629753E-5,1.083224E-4,5.097369E-6,8.648221E-6,3.997756E-5,1.075245E-8,7.386268E-7,1.503065E-4,8.999404E-6,6.202383E-9,5.820929E-6,1.610009E-7,2.10183E-6,1.55004E-5,1.524017E-4,3.565871E-5,8.451809E-6,1.051749E-7,8.640688E-6,7.739282E-6,8.563711E-11,1.297592E-6,2.652569E-13,7.767829E-10,7.066163E-10,1.530422E-7,4.8534E-6,1.929298E-8,7.688987E-8,3.649016E-10,6.284308E-6,3.265779E-8,3.95714E-11,1.588051E-11,7.522518E-7,8.573463E-6,0.0191497,1.153585E-5,0.007915881,2.882344E-6,2.053703E-14,7.414101E-13,2.025319E-8,5.313961E-9,6.602351E-11,3.387567E-9,0.01038303,0.01707506,9.175588,9.732445E-5,519296.7,519296.7
