Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H9_Soln#16 (),Mole_fraction_TC4H9_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_IC4H7_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_MCPTD_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NEOC5H12_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M2_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_IC8H16_Soln#16 (),Mole_fraction_DIMEPTD_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_C10H10_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Mole_fraction_IC12H26_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
1.852271E-6,14.97646,7.65158E9,1557.693,1557.693,9.589086E-4,1.0,0.8391947,6.677376E-4,0.0267509,0.009083888,0.009829912,1.799633E-4,0.02054463,1.916328E-4,0.001803361,7.73178E-4,1.507437E-5,0.03165553,8.435418E-4,0.001510548,0.007115849,3.673834E-4,6.112123E-6,5.213484E-4,4.967178E-5,5.931532E-5,0.01890501,0.009462653,0.00260688,2.384975E-4,3.755465E-5,0.00353976,2.64271E-4,1.978055E-6,5.964217E-4,1.07241E-5,1.537386E-4,5.004036E-5,2.825656E-4,3.333169E-7,2.999765E-4,3.177361E-4,5.13779E-4,9.541344E-4,1.059799E-4,4.623048E-4,0.001268945,0.001043981,0.006143009,4.559093E-4,1.438705E-7,5.233051E-6,8.377413E-5,1.998615E-6,5.673841E-4,1.246303E-7,8.184043,6.40277E-5,463179.7,463179.7
1.870974E-6,14.9791,7.723321E9,1557.727,1557.727,9.589086E-4,1.0,0.8390093,6.631262E-4,0.02690232,0.00902246,0.009855076,1.78549E-4,0.02064198,1.910039E-4,0.001818436,7.743268E-4,1.488353E-5,0.03165235,8.42567E-4,0.001527599,0.007166632,3.708316E-4,6.021158E-6,5.191245E-4,4.859458E-5,5.8024E-5,0.01889742,0.009413461,0.00260856,2.390555E-4,3.72142E-5,0.003546042,2.678759E-4,2.018876E-6,5.999003E-4,1.088117E-5,1.557244E-4,5.076983E-5,2.839544E-4,3.406011E-7,2.974157E-4,3.141472E-4,5.147549E-4,9.54155E-4,1.054235E-4,4.587646E-4,0.001238249,0.001037859,0.006139465,4.56073E-4,1.471813E-7,5.30654E-6,8.431237E-5,2.040433E-6,5.557025E-4,1.124188E-7,8.18278,6.401642E-5,463108.3,463108.3
1.895353E-6,14.98251,7.814169E9,1557.772,1557.772,9.589086E-4,1.0,0.8387705,6.572173E-4,0.02709803,0.008943667,0.009887163,1.767315E-4,0.02076766,1.901873E-4,0.001838018,7.757716E-4,1.464014E-5,0.03164755,8.412941E-4,0.001549805,0.007232203,3.753069E-4,5.905161E-6,5.162424E-4,4.722935E-5,5.638745E-5,0.01888727,0.009349083,0.002610565,2.397637E-4,3.677779E-5,0.003554058,2.725755E-4,2.072596E-6,6.044001E-4,1.108657E-5,1.583197E-4,5.172114E-5,2.85721E-4,3.502213E-7,2.941015E-4,3.095142E-4,5.159546E-4,9.541372E-4,1.046968E-4,4.541751E-4,0.001199371,0.001029907,0.006134898,4.56277E-4,1.515589E-7,5.40241E-6,8.500643E-5,2.095504E-6,5.408622E-4,9.826956E-8,8.181157,6.400187E-5,463016.4,463016.4
1.910584E-6,14.98461,7.869316E9,1557.801,1557.801,9.589086E-4,1.0,0.838623,6.535829E-4,0.02721935,0.008895157,0.009906809,1.756107E-4,0.02084549,1.896791E-4,0.001850213,7.766447E-4,1.44911E-5,0.03164418,8.404977E-4,0.001563665,0.00727281,3.780917E-4,5.834137E-6,5.144513E-4,4.639817E-5,5.53911E-5,0.01888078,0.009308731,0.002611714,2.401954E-4,3.65093E-5,0.003558969,2.755118E-4,2.10645E-6,6.071918E-4,1.121525E-5,1.599449E-4,5.231569E-5,2.867998E-4,3.563037E-7,2.920447E-4,3.066459E-4,5.166634E-4,9.541012E-4,1.04242E-4,4.513226E-4,0.001175716,0.001024954,0.006132075,4.563993E-4,1.543294E-7,5.462346E-6,8.543576E-5,2.130231E-6,5.318072E-4,9.034461E-8,8.180156,6.399288E-5,462959.8,462959.8
1.920923E-6,14.98603,7.906056E9,1557.82,1557.82,9.589086E-4,1.0,0.8385236,6.511406E-4,0.02730129,0.00886254,0.009919971,1.748563E-4,0.02089802,1.89335E-4,0.001858474,7.772246E-4,1.439123E-5,0.03164174,8.399569E-4,0.001573067,0.007300215,3.799769E-4,5.78655E-6,5.132398E-4,4.584334E-5,5.472602E-5,0.01887632,0.009281288,0.00261245,2.404838E-4,3.632885E-5,0.003562261,2.775047E-4,2.129556E-6,6.090782E-4,1.130275E-5,1.610497E-4,5.27193E-5,2.875213E-4,3.604639E-7,2.906547E-4,3.047105E-4,5.171268E-4,9.54066E-4,1.039329E-4,4.493929E-4,0.001159934,0.0010216,0.006130172,4.564801E-4,1.562257E-7,5.503046E-6,8.572532E-5,2.153942E-6,5.257542E-4,8.533244E-8,8.179483,6.398681E-5,462921.7,462921.7
1.933931E-6,14.98781,7.951396E9,1557.844,1557.844,9.589086E-4,1.0,0.8383993,6.480958E-4,0.02740392,0.008821852,0.009936334,1.739145E-4,0.02096377,1.88903E-4,0.001868848,7.779396E-4,1.426705E-5,0.03163849,8.39276E-4,0.00158489,0.007334514,3.823432E-4,5.727385E-6,5.117204E-4,4.515586E-5,5.390195E-5,0.01887063,0.009246703,0.002613324,2.408414E-4,3.610386E-5,0.003566354,2.800121E-4,2.158774E-6,6.114419E-4,1.141304E-5,1.624417E-4,5.32272E-5,2.884165E-4,3.657353E-7,2.889129E-4,3.022889E-4,5.176897E-4,9.540096E-4,1.035438E-4,4.469728E-4,0.001140386,0.001017389,0.006127792,4.565793E-4,1.5863E-7,5.554275E-6,8.608749E-5,2.183938E-6,5.182446E-4,7.942268E-8,8.178642,6.397923E-5,462874.1,462874.1
2.01006E-6,14.99799,8.198363E9,1557.991,1557.991,9.589086E-4,1.0,0.8376895,6.30869E-4,0.02799443,0.008591159,0.01002792,1.685589E-4,0.02134121,1.863976E-4,0.001929134,7.818173E-4,1.357139E-5,0.03161579,8.352886E-4,0.001653916,0.007531262,3.960651E-4,5.396097E-6,5.029354E-4,4.135527E-5,4.934653E-5,0.0188359,0.009043306,0.002617364,2.428215E-4,3.483075E-5,0.003589291,2.94678E-4,2.332936E-6,6.250644E-4,1.206234E-5,1.706277E-4,5.619964E-5,2.933866E-4,3.973938E-7,2.788759E-4,2.884149E-4,5.205552E-4,9.534243E-4,1.012617E-4,4.329836E-4,0.001032515,9.929463E-4,0.006114182,4.571076E-4,1.731034E-7,5.854447E-6,8.81609E-5,2.363009E-6,4.765317E-4,5.214092E-8,8.173859,6.393582E-5,462603.4,462603.4
2.021822E-6,14.99953,8.233609E9,1558.014,1558.014,9.589086E-4,1.0,0.8375824,6.282946E-4,0.02808416,0.00855661,0.01004146,1.677548E-4,0.02139842,1.860141E-4,0.001938384,7.823712E-4,1.346848E-5,0.03161174,8.346728E-4,0.001664554,0.007561053,3.981657E-4,5.347117E-6,5.015944E-4,4.080065E-5,4.868181E-5,0.01883032,0.009011765,0.00261783,2.431107E-4,3.464051E-5,0.003592685,2.969419E-4,2.360322E-6,6.271375E-4,1.216324E-5,1.718983E-4,5.665873E-5,2.94114E-4,4.024094E-7,2.773494E-4,2.863174E-4,5.209344E-4,9.532965E-4,1.009087E-4,4.308496E-4,0.001016805,9.89203E-4,0.006112126,4.571816E-4,1.754017E-7,5.900874E-6,8.847431E-5,2.391211E-6,4.704153E-4,4.885858E-8,8.173141,6.392925E-5,462562.7,462562.8
2.033698E-6,15.00107,8.268428E9,1558.037,1558.037,9.589086E-4,1.0,0.837475,6.257177E-4,0.02817436,0.008522007,0.01005496,1.669489E-4,0.0214559,1.856279E-4,0.001947706,7.829188E-4,1.336575E-5,0.03160752,8.340513E-4,0.001675287,0.007590969,4.002815E-4,5.29823E-6,5.00245E-4,4.024898E-5,4.802063E-5,0.01882463,0.008979898,0.00261826,2.433984E-4,3.44501E-5,0.003596072,2.992269E-4,2.388099E-6,6.292224E-4,1.226527E-5,1.731827E-4,5.712217E-5,2.948379E-4,4.075067E-7,2.758146E-4,2.84212E-4,5.213007E-4,9.531581E-4,1.005522E-4,4.287024E-4,0.001001187,9.854329E-4,0.006110062,4.572545E-4,1.777389E-7,5.94776E-6,8.878892E-5,2.419827E-6,4.643239E-4,4.575109E-8,8.172421,6.392267E-5,462522.0,462522.0
2.054323E-6,15.00374,8.326926E9,1558.078,1558.078,9.589086E-4,1.0,0.8372901,6.212959E-4,0.02833006,0.008462581,0.01007804,1.655638E-4,0.02155503,1.849596E-4,0.001963853,7.83842E-4,1.319012E-5,0.03159987,8.329727E-4,0.001693907,0.007642534,4.039434E-4,5.214675E-6,4.979119E-4,3.931067E-5,4.68961E-5,0.01881463,0.00892451,0.002618909,2.438878E-4,3.412342E-5,0.003601862,3.031935E-4,2.436642E-6,6.328233E-4,1.244283E-5,1.754169E-4,5.792677E-5,2.960693E-4,4.164402E-7,2.731651E-4,2.805855E-4,5.218975E-4,9.528951E-4,9.993307E-5,4.249917E-4,9.746454E-4,9.789082E-4,0.006106507,4.573766E-4,1.818387E-7,6.029215E-6,8.933094E-5,2.469869E-6,4.539456E-4,4.081796E-8,8.171184,6.391132E-5,462452.0,462452.0
2.13321E-6,15.0137,8.528925E9,1558.236,1558.236,9.589086E-4,1.0,0.8366008,6.049758E-4,0.02891491,0.008242721,0.01016208,1.604292E-4,0.02192639,1.82432E-4,0.002025136,7.870653E-4,1.254929E-5,0.03156709,8.288606E-4,0.001764893,0.007835254,4.178038E-4,4.910046E-6,4.891107E-4,3.593961E-5,4.28564E-5,0.01877497,0.008712417,0.002620321,2.456444E-4,3.291857E-5,0.003622973,3.183365E-4,2.625763E-6,6.463712E-4,1.312615E-5,1.840017E-4,6.1E-5,3.004889E-4,4.515475E-7,2.632155E-4,2.670645E-4,5.237408E-4,9.516405E-4,9.756678E-5,4.110141E-4,8.795411E-4,9.5423E-4,0.006093237,4.577942E-4,1.979929E-7,6.341012E-6,9.135434E-5,2.6652E-6,4.164675E-4,2.636177E-8,8.166594,6.386892E-5,462192.2,462192.2
2.141282E-6,15.01469,8.547616E9,1558.252,1558.252,9.589086E-4,1.0,0.8365318,6.03357E-4,0.02897382,0.008220865,0.01017032,1.599181E-4,0.0219637,1.821759E-4,0.002031364,7.873685E-4,1.248637E-5,0.03156344,8.284414E-4,0.001772134,0.007854571,4.192089E-4,4.880164E-6,4.882211E-4,3.561332E-5,4.246542E-5,0.01877079,0.008690715,0.002620374,2.458141E-4,3.279917E-5,0.003625044,3.19883E-4,2.645418E-6,6.477377E-4,1.319643E-5,1.848835E-4,6.131397E-5,3.009156E-4,4.552241E-7,2.622141E-4,2.657124E-4,5.238913E-4,9.514909E-4,9.7325E-5,4.096035E-4,8.70359E-4,9.517307E-4,0.006091907,4.578327E-4,1.996885E-7,6.372933E-6,9.1557E-5,2.685536E-6,4.128231E-4,2.520812E-8,8.166136,6.386468E-5,462166.3,462166.3
2.160436E-6,15.01705,8.590515E9,1558.292,1558.292,9.589086E-4,1.0,0.8363694,5.995517E-4,0.02911293,0.008169453,0.0101896,1.587153E-4,0.02205176,1.815703E-4,0.002046113,7.880694E-4,1.233895E-5,0.03155457,8.274481E-4,0.0017893,0.007900117,4.225335E-4,4.81016E-6,4.861181E-4,3.485206E-5,4.155329E-5,0.0187608,0.008639231,0.002620432,2.462099E-4,3.251857E-5,0.003629894,3.235501E-4,2.692279E-6,6.50966E-4,1.336348E-5,1.869783E-4,6.205857E-5,3.019097E-4,4.640105E-7,2.5985E-4,2.625271E-4,5.242215E-4,9.511211E-4,9.675161E-5,4.062708E-4,8.489549E-4,9.458195E-4,0.006088773,4.579213E-4,2.037437E-7,6.448692E-6,9.203475E-5,2.734046E-6,4.043091E-4,2.266663E-8,8.16506,6.385466E-5,462105.4,462105.4
2.170115E-6,15.01823,8.611491E9,1558.311,1558.311,9.589086E-4,1.0,0.8362879,5.97648E-4,0.02918286,0.008143714,0.01019921,1.581129E-4,0.02209599,1.812654E-4,0.002053549,7.884136E-4,1.226545E-5,0.03154998,8.26947E-4,0.001797965,0.007922975,4.242083E-4,4.775269E-6,4.850598E-4,3.44743E-5,4.110067E-5,0.01875571,0.008613225,0.002620427,2.464061E-4,3.237824E-5,0.003632311,3.254018E-4,2.716077E-6,6.525897E-4,1.344803E-5,1.880381E-4,6.243458E-5,3.024021E-4,4.684839E-7,2.586619E-4,2.609299E-4,5.243739E-4,9.509264E-4,9.646209E-5,4.045946E-4,8.383429E-4,9.42843E-4,0.0060872,4.579646E-4,2.058099E-7,6.486979E-6,9.227448E-5,2.758696E-6,4.000778E-4,2.148111E-8,8.164521,6.384963E-5,462074.9,462074.9
2.188495E-6,15.02047,8.649794E9,1558.349,1558.349,9.589086E-4,1.0,0.8361342,5.940676E-4,0.02931501,0.008095273,0.0102172,1.569788E-4,0.02217952,1.806882E-4,0.002067639,7.890491E-4,1.212768E-5,0.03154106,8.25997E-4,0.001814401,0.00796609,4.273792E-4,4.709888E-6,4.830579E-4,3.376945E-5,4.025618E-5,0.01874596,0.008563866,0.002620356,2.467718E-4,3.211443E-5,0.00363684,3.289152E-4,2.761484E-6,6.556592E-4,1.360885E-5,1.900528E-4,6.314813E-5,3.033193E-4,4.770408E-7,2.564181E-4,2.579198E-4,5.246373E-4,9.505424E-4,9.591275E-5,4.014263E-4,8.185604E-4,9.372106E-4,0.006084232,4.580439E-4,2.097652E-7,6.559695E-6,9.272664E-5,2.805757E-6,3.921715E-4,1.93976E-8,8.163506,6.384014E-5,462017.4,462017.5
2.208674E-6,15.02289,8.689757E9,1558.391,1558.391,9.589086E-4,1.0,0.8359671,5.901882E-4,0.02945912,0.008042736,0.01023658,1.557485E-4,0.0222705,1.800574E-4,0.002083062,7.897201E-4,1.197908E-5,0.03153099,8.249565E-4,0.00183242,0.00801299,4.308461E-4,4.639401E-6,4.80872E-4,3.301405E-5,3.935117E-5,0.01873514,0.008509722,0.002620184,2.471631E-4,3.182875E-5,0.003641721,3.327682E-4,2.811658E-6,6.590083E-4,1.37858E-5,1.922681E-4,6.393073E-5,3.042993E-4,4.865283E-7,2.539729E-4,2.546496E-4,5.248877E-4,9.500999E-4,9.531039E-5,3.9797E-4,7.973856E-4,9.310572E-4,0.006081003,4.58127E-4,2.141552E-7,6.639539E-6,9.321843E-5,2.857801E-6,3.836816E-4,1.734106E-8,8.162404,6.382982E-5,461955.1,461955.1
2.245615E-6,15.02729,8.757187E9,1558.468,1558.468,9.589086E-4,1.0,0.8356656,5.832215E-4,0.02972032,0.007948255,0.01027109,1.53535E-4,0.02243517,1.789107E-4,0.002111174,7.908781E-4,1.171403E-5,0.03151179,8.230594E-4,0.001865331,0.008097677,4.371539E-4,4.513763E-6,4.769025E-4,3.167937E-5,3.775227E-5,0.01871504,0.008410763,0.002619628,2.478527E-4,3.131622E-5,0.003650417,3.39809E-4,2.90437E-6,6.650842E-4,1.411077E-5,1.963323E-4,6.53611E-5,3.060218E-4,5.041492E-7,2.495462E-4,2.487559E-4,5.25244E-4,9.492352E-4,9.421E-5,3.917028E-4,7.600449E-4,9.19875E-4,0.006075169,4.582685E-4,2.223209E-7,6.785728E-6,9.410644E-5,2.954087E-6,3.686379E-4,1.412165E-8,8.160421,6.381116E-5,461842.8,461842.8
2.249698E-6,15.02777,8.764315E9,1558.476,1558.476,9.589086E-4,1.0,0.8356326,5.824622E-4,0.02974898,0.007937945,0.01027483,1.532934E-4,0.02245322,1.787846E-4,0.002114271,7.910006E-4,1.168528E-5,0.03150962,8.228504E-4,0.001868962,0.008106943,4.37848E-4,4.500143E-6,4.764663E-4,3.153561E-5,3.758006E-5,0.0187128,0.008399841,0.002619547,2.479267E-4,3.12604E-5,0.003651359,3.405861E-4,2.914684E-6,6.657514E-4,1.414676E-5,1.967821E-4,6.551898E-5,3.062065E-4,5.061167E-7,2.490609E-4,2.48112E-4,5.252754E-4,9.491354E-4,9.408859E-5,3.91015E-4,7.560286E-4,9.186458E-4,0.00607453,4.582834E-4,2.232337E-7,6.801886E-6,9.420361E-5,2.964809E-6,3.670141E-4,1.380469E-8,8.160204,6.380912E-5,461830.6,461830.6
2.26754E-6,15.02986,8.793901E9,1558.514,1558.514,9.589086E-4,1.0,0.8354892,5.791677E-4,0.02987377,0.007893195,0.01029099,1.522447E-4,0.02253175,1.782351E-4,0.002127784,7.915234E-4,1.156089E-5,0.03149996,8.219384E-4,0.001884817,0.008147222,4.408738E-4,4.441223E-6,4.745662E-4,3.091588E-5,3.683771E-5,0.01870294,0.008352151,0.002619152,2.482457E-4,3.101831E-5,0.003655434,3.439795E-4,2.959918E-6,6.686568E-4,1.430426E-5,1.987495E-4,6.620848E-5,3.070006E-4,5.147627E-7,2.469494E-4,2.453151E-4,5.253942E-4,9.486895E-4,9.355852E-5,3.880204E-4,7.387288E-4,9.132899E-4,0.006071753,4.583463E-4,2.272471E-7,6.872503E-6,9.462601E-5,3.011852E-6,3.600064E-4,1.250131E-8,8.159264,6.380023E-5,461777.4,461777.4
2.302737E-6,15.03394,8.847536E9,1558.588,1558.588,9.589086E-4,1.0,0.83521,5.727806E-4,0.03011772,0.007806321,0.01032206,1.502086E-4,0.02268507,1.771581E-4,0.002154332,7.924966E-4,1.132126E-5,0.03148033,8.201473E-4,0.001916022,0.008225661,4.468086E-4,4.327804E-6,4.708459E-4,2.973266E-5,3.542047E-5,0.01868325,0.008258287,0.002618174,2.488526E-4,3.054946E-5,0.003663274,3.506606E-4,3.049883E-6,6.743412E-4,1.461585E-5,2.026375E-4,6.756618E-5,3.085062E-4,5.320409E-7,2.428276E-4,2.398791E-4,5.255439E-4,9.477657E-4,9.251552E-5,3.821667E-4,7.057624E-4,9.027996E-4,0.006066339,4.58462E-4,2.352788E-7,7.01181E-6,9.544876E-5,3.105529E-6,3.465917E-4,1.027741E-8,8.157437,6.378292E-5,461674.0,461674.0
2.315762E-6,15.03544,8.865805E9,1558.615,1558.615,9.589086E-4,1.0,0.8351078,5.704536E-4,0.03020727,0.007774632,0.01033329,1.494659E-4,0.02274128,1.767619E-4,0.002164122,7.928377E-4,1.123446E-5,0.03147287,8.194872E-4,0.001927547,0.008254348,4.489935E-4,4.286747E-6,4.694785E-4,2.930761E-5,3.491141E-5,0.01867588,0.008223628,0.002617747,2.490698E-4,3.037882E-5,0.00366611,3.531286E-4,3.083422E-6,6.764293E-4,1.473145E-5,2.040786E-4,6.806777E-5,3.090431E-4,5.385102E-7,2.413168E-4,2.378946E-4,5.255714E-4,9.474093E-4,9.213047E-5,3.800185E-4,6.939414E-4,8.989429E-4,0.006064356,4.585021E-4,2.382899E-7,7.063366E-6,9.574975E-5,3.14049E-6,3.417612E-4,9.558083E-9,8.15677,6.377658E-5,461636.2,461636.2
2.369335E-6,15.0415,8.931989E9,1558.729,1558.729,9.589086E-4,1.0,0.8346945,5.61085E-4,0.03057148,0.00764684,0.01037802,1.464713E-4,0.02296948,1.751462E-4,0.002204183,7.941357E-4,1.08878E-5,0.03144115,8.167892E-4,0.001974804,0.008370411,4.579144E-4,4.12294E-6,4.639076E-4,2.76295E-5,3.290175E-5,0.01864518,0.008081604,0.00261563,2.499225E-4,2.96929E-5,0.003677413,3.632515E-4,3.22273E-6,6.849297E-4,1.520858E-5,2.100178E-4,7.012538E-5,3.111383E-4,5.655447E-7,2.351863E-4,2.29887E-4,5.25531E-4,9.458647E-4,9.055281E-5,3.712865E-4,6.47391E-4,8.832277E-4,0.006056323,4.58652E-4,2.508952E-7,7.275394E-6,9.69681E-5,3.285934E-6,3.226273E-4,7.090443E-9,8.154078,6.375088E-5,461483.9,461483.9
2.389267E-6,15.04372,8.953038E9,1558.772,1558.772,9.589086E-4,1.0,0.8345433,5.576797E-4,0.03070534,0.007600304,0.01039408,1.453811E-4,0.02305319,1.745507E-4,0.002219006,7.945771E-4,1.076292E-5,0.03142894,8.157927E-4,0.001992328,0.008412809,4.612069E-4,4.064002E-6,4.618566E-4,2.703279E-5,3.218724E-5,0.0186336,0.008028996,0.0026147,2.502235E-4,2.944404E-5,0.003681475,3.67006E-4,3.275114E-6,6.880571E-4,1.538677E-5,2.122323E-4,7.088861E-5,3.118722E-4,5.757786E-7,2.329394E-4,2.269706E-4,5.254548E-4,9.45259E-4,8.996845E-5,3.680801E-4,6.308879E-4,8.774414E-4,0.006053381,4.587019E-4,2.556762E-7,7.354273E-6,9.741349E-5,3.340722E-6,3.157988E-4,6.344351E-9,8.153097,6.374147E-5,461428.4,461428.4
2.447991E-6,15.05015,9.004307E9,1558.897,1558.897,9.589086E-4,1.0,0.8341061,5.478882E-4,0.03109466,0.007466239,0.01043962,1.422424E-4,0.02329616,1.728136E-4,0.002262422,7.957526E-4,1.040728E-5,0.0313918,8.12881E-4,0.002043763,0.008535289,4.708233E-4,3.896357E-6,4.558812E-4,2.535682E-5,3.018064E-5,0.01859899,0.007874842,0.002611539,2.510612E-4,2.873003E-5,0.003693009,3.780271E-4,3.431132E-6,6.97163E-4,1.591382E-5,2.187701E-4,7.312925E-5,3.13895E-4,6.064795E-7,2.264256E-4,2.185739E-4,5.250472E-4,9.433827E-4,8.825593E-5,3.587672E-4,5.846867E-4,8.605874E-4,0.006044859,4.588317E-4,2.700485E-7,7.586611E-6,9.870143E-5,3.504219E-6,2.965465E-4,4.569958E-9,8.150269,6.371421E-5,461268.3,461268.3
2.468992E-6,15.05242,9.018832E9,1558.943,1558.943,9.589086E-4,1.0,0.8339527,5.444711E-4,0.0312321,0.007419358,0.01045529,1.411457E-4,0.02338175,1.721988E-4,0.002277858,7.961294E-4,1.028437E-5,0.03137812,8.118489E-4,0.002062086,0.008578217,4.742322E-4,3.8385E-6,4.537685E-4,2.478594E-5,2.949724E-5,0.01858645,0.00782004,0.00261026,2.513435E-4,2.848143E-5,0.003696981,3.819533E-4,3.487531E-6,7.003811E-4,1.610305E-5,2.211128E-4,7.392752E-5,3.145689E-4,6.176587E-7,2.241344E-4,2.156412E-4,5.248371E-4,9.426799E-4,8.764699E-5,3.55485E-4,5.690042E-4,8.546304E-4,0.006041862,4.588722E-4,2.752929E-7,7.669679E-6,9.915337E-5,3.563439E-6,2.899631E-4,4.063533E-9,8.14928,6.370463E-5,461212.3,461212.3
2.495157E-6,15.05521,9.034145E9,1558.999,1558.999,9.589086E-4,1.0,0.8337635,5.40274E-4,0.03140203,0.00736171,0.01047436,1.397979E-4,0.02348746,1.714374E-4,0.002297021,7.965677E-4,1.013429E-5,0.03136079,8.105701E-4,0.002084862,0.008631061,4.784571E-4,3.767914E-6,4.511541E-4,2.409482E-5,2.866997E-5,0.01857072,0.007752022,0.002608562,2.51683E-4,2.817653E-5,0.003701823,3.868331E-4,3.558233E-6,7.043627E-4,1.633935E-5,2.240348E-4,7.49197E-5,3.153727E-4,6.317347E-7,2.213078E-4,2.120388E-4,5.245297E-4,9.417819E-4,8.689106E-5,3.514316E-4,5.500588E-4,8.472608E-4,0.006038165,4.589184E-4,2.819044E-7,7.773152E-6,9.971017E-5,3.637771E-6,2.819749E-4,3.510344E-9,8.148063,6.369281E-5,461143.4,461143.4
2.512096E-6,15.057,9.042475E9,1559.036,1559.036,9.589086E-4,1.0,0.8336423,5.375918E-4,0.03151128,0.007324831,0.01048646,1.389362E-4,0.02355534,1.709473E-4,0.002309388,7.968335E-4,1.003889E-5,0.03134941,8.097466E-4,0.002099573,0.008664895,4.81179E-4,3.723082E-6,4.49472E-4,2.365899E-5,2.814831E-5,0.01856047,0.00770815,0.002607403,2.518956E-4,2.798195E-5,0.003704894,3.899851E-4,3.604257E-6,7.069239E-4,1.649265E-5,2.259282E-4,7.556056E-5,3.158721E-4,6.409343E-7,2.194945E-4,2.097369E-4,5.243042E-4,9.411877E-4,8.640336E-5,3.488286E-4,5.381351E-4,8.425211E-4,0.006035793,4.589459E-4,2.862303E-7,7.840124E-6,1.000669E-4,3.686213E-6,2.76927E-4,3.193006E-9,8.147284,6.368523E-5,461099.4,461099.4
2.565804E-6,15.06261,9.061113E9,1559.152,1559.152,9.589086E-4,1.0,0.8332638,5.292615E-4,0.03185384,0.007210095,0.01052352,1.362582E-4,0.02376782,1.694073E-4,0.002348398,7.975869E-4,9.745155E-6,0.03131256,8.071582E-4,0.002146051,0.008770256,4.89742E-4,3.585228E-6,4.441922E-4,2.233427E-5,2.656294E-5,0.01852767,0.007569915,0.002603428,2.525339E-4,2.737905E-5,0.003714319,3.999407E-4,3.751471E-6,7.149626E-4,1.698032E-5,2.319401E-4,7.758476E-5,3.173501E-4,6.705527E-7,2.138299E-4,2.02592E-4,5.234578E-4,9.392405E-4,8.486603E-5,3.40684E-4,5.020119E-4,8.276528E-4,0.00602838,4.590214E-4,3.001831E-7,8.052391E-6,1.011796E-4,3.841451E-6,2.615329E-4,2.363023E-9,8.14486,6.366153E-5,460962.2,460962.2
2.614917E-6,15.06763,9.067976E9,1559.258,1559.258,9.589086E-4,1.0,0.8329256,5.218682E-4,0.03216206,0.007108009,0.01055576,1.338797E-4,0.0239585,1.680179E-4,0.002383803,7.98161E-4,9.487761E-6,0.03127791,8.048228E-4,0.00218832,0.008864068,4.974822E-4,3.464689E-6,4.394349E-4,2.119568E-5,2.520058E-5,0.01849728,0.007444742,0.00259941,2.530714E-4,2.68459E-5,0.003722533,4.089911E-4,3.887764E-6,7.222057E-4,1.74284E-5,2.374479E-4,7.942482E-5,3.18564E-4,6.982374E-7,2.087624E-4,1.962615E-4,5.225151E-4,9.373797E-4,8.347288E-5,3.33381E-4,4.711193E-4,8.142715E-4,0.00602174,4.590755E-4,3.132596E-7,8.24637E-6,1.021725E-4,3.985577E-6,2.482374E-4,1.793958E-9,8.142703,6.364033E-5,460840.1,460840.1
