Time_Soln#20 (sec),Volume_Soln#20 (cm3),Volumetric_heat_production_rate_Soln#20 (erg/cm3-sec),Surface_temperature_Soln#20 (K),Temperature_Soln#20 (K),Mass_Soln#20 (g),Pressure_Soln#20 (atm),Mole_fraction_H2_Soln#20 (),Mole_fraction_H_Soln#20 (),Mole_fraction_CH4_Soln#20 (),Mole_fraction_CH3_Soln#20 (),Mole_fraction_C2H6_Soln#20 (),Mole_fraction_C2H5_Soln#20 (),Mole_fraction_C2H4_Soln#20 (),Mole_fraction_C2H3_Soln#20 (),Mole_fraction_C2H2_Soln#20 (),Mole_fraction_C3H8_Soln#20 (),Mole_fraction_NC3H7_Soln#20 (),Mole_fraction_C3H6_Soln#20 (),Mole_fraction_C3H5-A_Soln#20 (),Mole_fraction_C3H4-P_Soln#20 (),Mole_fraction_C3H4-A_Soln#20 (),Mole_fraction_C3H3_Soln#20 (),Mole_fraction_PC4H9_Soln#20 (),Mole_fraction_IC4H10_Soln#20 (),Mole_fraction_IC4H9_Soln#20 (),Mole_fraction_TC4H9_Soln#20 (),Mole_fraction_IC4H8_Soln#20 (),Mole_fraction_IC4H7_Soln#20 (),Mole_fraction_C4H8-1_Soln#20 (),Mole_fraction_C4H8-2_Soln#20 (),Mole_fraction_C4H71-3_Soln#20 (),Mole_fraction_C4H6_Soln#20 (),Mole_fraction_C4H5_Soln#20 (),Mole_fraction_C4H4_Soln#20 (),Mole_fraction_C4H2_Soln#20 (),Mole_fraction_C6H6_Soln#20 (),Mole_fraction_FULVENE_Soln#20 (),Mole_fraction_C5H6_Soln#20 (),Mole_fraction_MCPTD_Soln#20 (),Mole_fraction_C10H8_Soln#20 (),Mole_fraction_NEOC5H12_Soln#20 (),Mole_fraction_NC5H10_Soln#20 (),Mole_fraction_B1M2_Soln#20 (),Mole_fraction_LC5H8_Soln#20 (),Mole_fraction_NC6H12_Soln#20 (),Mole_fraction_NC7H14_Soln#20 (),Mole_fraction_IC8H17_Soln#20 (),Mole_fraction_IC8H16_Soln#20 (),Mole_fraction_DIMEPTD_Soln#20 (),Mole_fraction_C7H8_Soln#20 (),Mole_fraction_C7H7_Soln#20 (),Mole_fraction_C6H5C2H_Soln#20 (),Mole_fraction_C12H8_Soln#20 (),Mole_fraction_C14H10_Soln#20 (),Mole_fraction_NC10H20_Soln#20 (),Mole_fraction_IC12H26_Soln#20 (),Molecular_weight_Soln#20 (g/mole),Mass_density_Soln#20 (g/cm3),Unburned_hydrocarbons_Soln#20 (ppm),Volatile_organic_compounds_Soln#20 (ppm)
6.408782E-6,15.47826,-5.549858E9,1718.395,1718.395,8.605591E-4,1.0,0.7938042,4.148985E-4,0.071565,0.002870047,0.007454781,3.377992E-5,0.04673108,1.41824E-4,0.01538525,1.817133E-4,7.062758E-7,0.01683926,7.528427E-4,0.009481402,0.009762592,0.002993677,3.665571E-9,3.35986E-6,1.084088E-7,1.047505E-7,0.00744415,2.301281E-4,2.832802E-4,6.528159E-5,2.53422E-6,0.002933786,4.590503E-5,0.001407525,1.062172E-4,0.002170351,2.262626E-4,6.456122E-4,4.226684E-6,8.458114E-5,2.213697E-9,1.17876E-6,7.619401E-6,5.923735E-5,8.616928E-9,3.322284E-11,2.106403E-18,6.232545E-13,1.078713E-9,0.004420707,7.859921E-4,1.522885E-5,1.398856E-6,1.126013E-6,1.167161E-22,1.449947E-146,7.839701,5.559791E-5,443691.6,443691.6
6.437786E-6,15.47879,-5.547925E9,1718.351,1718.351,8.605591E-4,1.0,0.7937426,4.139876E-4,0.0716445,0.002860711,0.007439114,3.363686E-5,0.04677256,1.414166E-4,0.01542217,1.804649E-4,7.004984E-7,0.01680293,7.506259E-4,0.009488034,0.009748833,0.002992171,3.612266E-9,3.293668E-6,1.076552E-7,1.040321E-7,0.007424058,2.291464E-4,2.813919E-4,6.49311E-5,2.525322E-6,0.002929994,4.572971E-5,0.001409131,1.067042E-4,0.002176386,2.271685E-4,6.455858E-4,4.174122E-6,8.523457E-5,2.191459E-9,1.17091E-6,7.567614E-6,5.865685E-5,8.524595E-9,3.258691E-11,2.087366E-18,6.188289E-13,1.034185E-9,0.004417921,7.852021E-4,1.531943E-5,1.407057E-6,1.12873E-6,9.475186E-23,2.883599E-147,7.839237,5.559602E-5,443665.3,443665.3
6.444835E-6,15.47892,-5.547381E9,1718.341,1718.341,8.605591E-4,1.0,0.7937277,4.137676E-4,0.07166376,0.002858456,0.007435314,3.36023E-5,0.04678261,1.413181E-4,0.01543114,1.801629E-4,6.991056E-7,0.01679412,7.500889E-4,0.009489634,0.009745498,0.002991803,3.597961E-9,3.277806E-6,1.074739E-7,1.038592E-7,0.007419188,2.289093E-4,2.809363E-4,6.484637E-5,2.523173E-6,0.002929073,4.568734E-5,0.001409519,1.068226E-4,0.002177851,2.273882E-4,6.455789E-4,4.161568E-6,8.539352E-5,2.186119E-9,1.169015E-6,7.555144E-6,5.851684E-5,8.50237E-9,3.243532E-11,2.082785E-18,6.177623E-13,1.02378E-9,0.004417245,7.850103E-4,1.534145E-5,1.409052E-6,1.12939E-6,9.007146E-23,1.948588E-147,7.839124,5.559556E-5,443658.9,443658.9
6.465462E-6,15.47929,-5.545714E9,1718.31,1718.31,8.605591E-4,1.0,0.7936841,4.13127E-4,0.07172002,0.002851893,0.007424213,3.350163E-5,0.04681193,1.410311E-4,0.01545732,1.792829E-4,6.950556E-7,0.01676839,7.485217E-4,0.009494287,0.009735762,0.002990721,3.557044E-9,3.231905E-6,1.069473E-7,1.033573E-7,0.007404971,2.282187E-4,2.79611E-4,6.459949E-5,2.51691E-6,0.00292638,4.556393E-5,0.001410653,1.071687E-4,0.002182135,2.280296E-4,6.455576E-4,4.12533E-6,8.585897E-5,2.170641E-9,1.163502E-6,7.518919E-6,5.81096E-5,8.43783E-9,3.199656E-11,2.069483E-18,6.146614E-13,9.942525E-10,0.00441527,7.844493E-4,1.54059E-5,1.414893E-6,1.131321E-6,7.769299E-23,6.305803E-148,7.838795,5.559422E-5,443640.3,443640.3
6.622931E-6,15.48208,-5.527392E9,1718.076,1718.076,8.605591E-4,1.0,0.7933555,4.083796E-4,0.07214388,0.002803329,0.007340314,3.275487E-5,0.04703228,1.388949E-4,0.01565569,1.727258E-4,6.653202E-7,0.01657413,7.367471E-4,0.009528515,0.009662429,0.002982241,3.287836E-9,2.904752E-6,1.031138E-7,9.970198E-8,0.007297877,2.230983E-4,2.69848E-4,6.276318E-5,2.470421E-6,0.002905892,4.464757E-5,0.001419138,1.098069E-4,0.002214701,2.328671E-4,6.453442E-4,3.870986E-6,8.942799E-5,2.059114E-9,1.122812E-6,7.254319E-6,5.511412E-5,7.967588E-9,2.891559E-11,1.972607E-18,5.91911E-13,8.071129E-10,0.004400338,7.80185E-4,1.589888E-5,1.4597E-6,1.146063E-6,2.50776E-23,-2.564309E-151,7.836313,5.558419E-5,443499.9,443499.9
6.733527E-6,15.48399,-5.509327E9,1717.912,1717.912,8.605591E-4,1.0,0.793129,4.051891E-4,0.07243579,0.00277076,0.007282275,3.225222E-5,0.04718342,1.374498E-4,0.01579342,1.682861E-4,6.456186E-7,0.01643994,7.286752E-4,0.009551228,0.009611946,0.00297607,3.122349E-9,2.697725E-6,1.006041E-7,9.730803E-8,0.007224156,2.196534E-4,2.633483E-4,6.152313E-5,2.439091E-6,0.002891585,4.402993E-5,0.001424924,1.116551E-4,0.002237421,2.36202E-4,6.451449E-4,3.713705E-6,9.195028E-5,1.987213E-9,1.095639E-6,7.080178E-6,5.312508E-5,7.659578E-9,2.700737E-11,1.909139E-18,5.768399E-13,7.083471E-10,0.004389994,7.772106E-4,1.624605E-5,1.491393E-6,1.156416E-6,1.137405E-23,-5.668896E-153,7.834599,5.557734E-5,443402.8,443402.8
6.758149E-6,15.48441,-5.504746E9,1717.876,1717.876,8.605591E-4,1.0,0.793079,4.04494E-4,0.07250015,0.002763673,0.007269451,3.214264E-5,0.04721667,1.371341E-4,0.01582391,1.673158E-4,6.413581E-7,0.01641031,7.269E-4,0.009556139,0.009600818,0.002974674,3.079838E-9,2.653998E-6,1.000644E-7,9.67931E-8,0.007207907,2.189026E-4,2.619394E-4,6.125247E-5,2.432257E-6,0.00288841,4.38952E-5,0.001426193,1.12066E-4,0.002242462,2.369374E-4,6.450954E-4,3.680859E-6,9.25135E-5,1.971867E-9,1.089739E-6,7.042625E-6,5.269459E-5,7.593349E-9,2.66072E-11,1.895484E-18,5.735794E-13,6.892865E-10,0.004387707,7.765509E-4,1.632344E-5,1.498475E-6,1.158721E-6,9.540314E-24,-1.457136E-153,7.83422,5.557583E-5,443381.4,443381.4
6.783393E-6,15.48484,-5.499875E9,1717.838,1717.838,8.605591E-4,1.0,0.7930279,4.037871E-4,0.0725659,0.002756466,0.007256341,3.203114E-5,0.04725061,1.368125E-4,0.0158551,1.663277E-4,6.370359E-7,0.01638002,7.250881E-4,0.009561121,0.00958945,0.002973235,3.03687E-9,2.610019E-6,9.951795E-8,9.62717E-8,0.007191309,2.181386E-4,2.605091E-4,6.097701E-5,2.425302E-6,0.002885158,4.375808E-5,0.001427487,1.124871E-4,0.002247625,2.376888E-4,6.450427E-4,3.647957E-6,9.309153E-5,1.956372E-9,1.083745E-6,7.004565E-6,5.225779E-5,7.5263E-9,2.620308E-11,1.881656E-18,5.702709E-13,6.707189E-10,0.004385368,7.758754E-4,1.640283E-5,1.505745E-6,1.161084E-6,7.966666E-24,-3.602035E-154,7.833834,5.557429E-5,443359.5,443359.5
6.792456E-6,15.48499,-5.49809E9,1717.825,1717.825,8.605591E-4,1.0,0.7930096,4.035346E-4,0.07258945,0.002753894,0.007251643,3.199132E-5,0.04726276,1.366976E-4,0.01586628,1.659746E-4,6.354954E-7,0.01636917,7.244397E-4,0.009562896,0.009585379,0.002972716,3.023444E-9,2.594437E-6,9.932344E-8,9.608609E-8,0.007185365,2.178658E-4,2.59999E-4,6.087861E-5,2.422818E-6,0.002883991,4.370911E-5,0.00142795,1.126383E-4,0.002249476,2.379578E-4,6.450234E-4,3.636331E-6,9.32992E-5,1.950867E-9,1.081607E-6,6.991008E-6,5.210209E-5,7.502437E-9,2.605913E-11,1.876733E-18,5.690915E-13,6.642834E-10,0.00438453,7.756331E-4,1.643134E-5,1.508357E-6,1.161933E-6,7.46752E-24,-2.180052E-154,7.833695,5.557374E-5,443351.7,443351.7
6.804597E-6,15.4852,-5.495644E9,1717.807,1717.807,8.605591E-4,1.0,0.7929852,4.031976E-4,0.07262095,0.00275046,0.007245357,3.193815E-5,0.04727901,1.365441E-4,0.01588125,1.655029E-4,6.334411E-7,0.01635465,7.235726E-4,0.009565263,0.009579933,0.00297202,3.004833E-9,2.573737E-6,9.906426E-8,9.583878E-8,0.007177414,2.175015E-4,2.593185E-4,6.074717E-5,2.4195E-6,0.002882429,4.36437E-5,0.001428568,1.128407E-4,0.002251956,2.383178E-4,6.449971E-4,3.620915E-6,9.357756E-5,1.94354E-9,1.078753E-6,6.972935E-6,5.189443E-5,7.470643E-9,2.586805E-11,1.870173E-18,5.675185E-13,6.558524E-10,0.004383408,7.753087E-4,1.646954E-5,1.511859E-6,1.163069E-6,6.849208E-24,-1.128414E-154,7.833509,5.557301E-5,443341.2,443341.2
6.868505E-6,15.48627,-5.482162E9,1717.713,1717.713,8.605591E-4,1.0,0.792857,4.014445E-4,0.07278587,0.002732606,0.00721241,3.166148E-5,0.04736397,1.357443E-4,0.01595978,1.630458E-4,6.227986E-7,0.01627859,7.190398E-4,0.009577519,0.009551425,0.002968324,2.919395E-9,2.467899E-6,9.772528E-8,9.456095E-8,0.007135797,2.156057E-4,2.557889E-4,6.006289E-5,2.402229E-6,0.002874222,4.330325E-5,0.001431798,1.139055E-4,0.002264983,2.402021E-4,6.448518E-4,3.542557E-6,9.504493E-5,1.905839E-9,1.063937E-6,6.879424E-6,5.08184E-5,7.306442E-9,2.489722E-11,1.836273E-18,5.593651E-13,6.147273E-10,0.004377525,7.736051E-4,1.667078E-5,1.53033E-6,1.169053E-6,4.344877E-24,-3.401699E-156,7.832538,5.556916E-5,443286.2,443286.2
6.881456E-6,15.48649,-5.4793E9,1717.694,1717.694,8.605591E-4,1.0,0.7928312,4.010934E-4,0.07281911,0.002729032,0.007205762,3.160606E-5,0.04738107,1.355839E-4,0.01597565,1.62553E-4,6.206763E-7,0.01626324,7.181275E-4,0.009579961,0.009545679,0.002967569,2.898949E-9,2.447075E-6,9.745899E-8,9.43068E-8,0.007127411,2.152259E-4,2.550842E-4,5.992576E-5,2.398768E-6,0.002872562,4.323503E-5,0.001432447,1.141211E-4,0.002267617,2.405819E-4,6.44821E-4,3.527231E-6,9.534272E-5,1.898372E-9,1.060975E-6,6.860797E-6,5.060378E-5,7.273799E-9,2.470699E-11,1.82953E-18,5.577382E-13,6.070159E-10,0.004376337,7.732606E-4,1.671159E-5,1.534081E-6,1.170266E-6,3.961799E-24,-1.661845E-156,7.832342,5.556839E-5,443275.1,443275.1
6.889632E-6,15.48662,-5.47745E9,1717.682,1717.682,8.605591E-4,1.0,0.7928149,4.008725E-4,0.07284007,0.002726784,0.007201569,3.157118E-5,0.04739185,1.354829E-4,0.01598566,1.622428E-4,6.193424E-7,0.01625357,7.175527E-4,0.009581496,0.009542057,0.002967092,2.886609E-9,2.434037E-6,9.729176E-8,9.414718E-8,0.007122124,2.149869E-4,2.546411E-4,5.983944E-5,2.39659E-6,0.002871515,4.319209E-5,0.001432856,1.142573E-4,0.00226928,2.408213E-4,6.448014E-4,3.517652E-6,9.553083E-5,1.893688E-9,1.059113E-6,6.849094E-6,5.046888E-5,7.253301E-9,2.458744E-11,1.825294E-18,5.567155E-13,6.022531E-10,0.004375588,7.730433E-4,1.673736E-5,1.53645E-6,1.171032E-6,3.73825E-24,-1.068879E-156,7.832218,5.55679E-5,443268.1,443268.1
7.476241E-6,15.49589,-5.310793E9,1716.831,1716.831,8.605591E-4,1.0,0.7916901,3.863287E-4,0.07428525,0.002579334,0.006910412,2.927014E-5,0.04812791,1.28759E-4,0.01668702,1.416734E-4,5.342799E-7,0.01558318,6.784199E-4,0.009678052,0.009292453,0.002931163,2.203245E-9,1.681432E-6,8.679399E-8,8.411923E-8,0.006758384,1.991998E-4,2.261492E-4,5.414224E-5,2.252402E-6,0.002797509,4.035253E-5,0.001460412,1.239725E-4,0.002386857,2.57275E-4,6.429896E-4,2.98518E-6,1.091655E-4,1.607833E-9,9.383273E-7,6.105603E-6,4.18769E-5,5.974973E-9,1.766231E-11,1.558892E-18,4.909793E-13,3.970857E-10,0.004323293,7.577385E-4,1.859653E-5,1.709236E-6,1.226093E-6,5.362416E-26,-2.072796E-161,7.823655,5.553466E-5,442783.5,442783.5
9.38035E-6,15.52123,-4.595495E9,1714.29,1714.29,8.605591E-4,1.0,0.7885274,3.512677E-4,0.07834034,0.002228248,0.006079733,2.373036E-5,0.05010346,1.120376E-4,0.01877405,9.300449E-5,3.554603E-7,0.01368262,5.750137E-4,0.00984434,0.008592584,0.002803922,1.065118E-9,6.267847E-7,6.498276E-8,6.321794E-8,0.005753388,1.606877E-4,1.643863E-4,4.077251E-5,1.899178E-6,0.00257475,3.345397E-5,0.001530173,1.549061E-4,0.002746884,3.015096E-4,6.340536E-4,2.280638E-6,1.544587E-4,1.068477E-9,6.668298E-7,4.497128E-6,2.441148E-5,3.494354E-9,7.218278E-12,1.008444E-18,3.442927E-13,2.371609E-10,0.004169336,7.12394E-4,2.475152E-5,2.310544E-6,1.408813E-6,-2.210275E-26,4.875551E-161,7.799321,5.5444E-5,441406.3,441406.3
1.0E-5,15.52837,-4.365486E9,1713.542,1713.542,8.605591E-4,1.0,0.7876272,3.424084E-4,0.07949586,0.002140539,0.005841488,2.235048E-5,0.05063812,1.077359E-4,0.01940165,8.158755E-5,3.170659E-7,0.01313999,5.473715E-4,0.009861683,0.00839268,0.002761967,8.807686E-10,4.915313E-7,6.007879E-8,5.850304E-8,0.005473136,1.509047E-4,1.505849E-4,3.760878E-5,1.809139E-6,0.002508217,3.171756E-5,0.001547752,1.647919E-4,0.002857478,3.131882E-4,6.306831E-4,2.176147E-6,1.692582E-4,9.579997E-10,6.040347E-7,4.125671E-6,2.091986E-5,3.003586E-9,5.67656E-12,8.888132E-19,3.099742E-13,2.125921E-10,0.004123318,6.990819E-4,2.678683E-5,2.520265E-6,1.470263E-6,-1.195366E-24,1.082559E-161,7.792335,5.541851E-5,441010.9,441010.9
1.274211E-5,15.55565,-3.505427E9,1710.647,1710.647,8.605591E-4,1.0,0.7842048,3.114136E-4,0.08390849,0.00183787,0.004934928,1.76927E-5,0.0525424,9.266192E-5,0.02194198,4.724594E-5,2.062654E-7,0.0110835,4.485171E-4,0.009798162,0.007622477,0.002584057,4.749757E-10,2.46985E-7,4.434561E-8,4.332975E-8,0.004436622,1.171271E-4,1.081333E-4,2.762487E-5,1.4956E-6,0.002246205,2.576774E-5,0.001603996,2.075152E-4,0.003312721,3.519348E-4,6.14983E-4,1.879782E-6,2.333086E-4,6.317784E-10,4.081867E-7,2.934187E-6,1.183804E-5,1.686405E-9,2.505544E-12,5.339475E-19,2.01385E-13,1.371588E-10,0.00393747,6.476614E-4,3.592471E-5,3.53453E-6,1.757458E-6,-1.182291E-19,1.059206E-164,7.765528,5.532132E-5,439493.7,439493.7
1.278138E-5,15.556,-3.495031E9,1710.61,1710.61,8.605591E-4,1.0,0.7841614,3.1104E-4,0.08396471,0.001834272,0.004923454,1.763878E-5,0.05256512,9.248129E-5,0.0219759,4.689581E-5,2.051517E-7,0.01105756,4.473195E-4,0.009795994,0.00761256,0.002581628,4.718035E-10,2.453831E-7,4.416849E-8,4.315849E-8,0.004423803,1.167289E-4,1.076743E-4,2.751572E-5,1.491862E-6,0.002242805,2.569779E-5,0.001604592,2.081148E-4,0.003318865,3.523575E-4,6.147543E-4,1.876421E-6,2.342001E-4,6.283563E-10,4.06074E-7,2.920917E-6,1.175619E-5,1.673996E-9,2.482297E-12,5.302936E-19,2.002046E-13,1.363457E-10,0.00393499,6.470037E-4,3.605676E-5,3.550084E-6,1.761764E-6,-1.98661E-19,1.940952E-167,7.765185,5.532008E-5,439474.3,439474.3
1.285847E-5,15.55668,-3.47477E9,1710.537,1710.537,8.605591E-4,1.0,0.7840766,3.103112E-4,0.08407458,0.001827256,0.00490104,1.753376E-5,0.05260941,9.212901E-5,0.02204231,4.621757E-5,2.029937E-7,0.01100688,4.449834E-4,0.009791656,0.007593169,0.002576868,4.657052E-10,2.423158E-7,4.382378E-8,4.282517E-8,0.004398781,1.159528E-4,1.067822E-4,2.730356E-5,1.484575E-6,0.002236156,2.556149E-5,0.001605747,2.092911E-4,0.003330898,3.531776E-4,6.143053E-4,1.869862E-6,2.35948E-4,6.217131E-10,4.019703E-7,2.895109E-6,1.159823E-5,1.650009E-9,2.437692E-12,5.232089E-19,1.979115E-13,1.347666E-10,0.003930134,6.457183E-4,3.63161E-5,3.58071E-6,1.770238E-6,-3.277481E-19,4.362541E-169,7.764515,5.531765E-5,439436.4,439436.4
1.325811E-5,15.56015,-3.372803E9,1710.167,1710.167,8.605591E-4,1.0,0.7836453,3.066243E-4,0.08463378,0.001791855,0.004787128,1.700638E-5,0.05283236,9.03502E-5,0.02238275,4.288318E-5,1.923727E-7,0.01074944,4.331758E-4,0.009767528,0.007494271,0.002552418,4.365634E-10,2.278542E-7,4.209748E-8,4.11553E-8,0.004272055,1.120458E-4,1.023384E-4,2.624603E-5,1.447808E-6,0.002202246,2.48752E-5,0.001611434,2.153671E-4,0.003392667,3.57232E-4,6.119762E-4,1.836673E-6,2.449537E-4,5.887662E-10,3.815754E-7,2.766189E-6,1.083263E-5,1.532956E-9,2.226097E-12,4.882516E-19,1.865135E-13,1.269232E-10,0.003905237,6.391746E-4,3.76619E-5,3.741242E-6,1.814506E-6,-3.508012E-19,6.240872E-172,7.761104,5.53053E-5,439243.4,439243.4
1.414731E-5,15.56754,-3.163382E9,1709.383,1709.383,8.605591E-4,1.0,0.7827333,2.989243E-4,0.08581902,0.001718418,0.004546704,1.592675E-5,0.0532908,8.66546E-5,0.02311828,3.644572E-5,1.717477E-7,0.01020676,4.085956E-4,0.009704924,0.007283399,0.002499337,3.838991E-10,2.023791E-7,3.858707E-8,3.77565E-8,0.00400702,1.039988E-4,9.342028E-5,2.412105E-5,1.371608E-6,0.002130005,2.346011E-5,0.00162239,2.287572E-4,0.003526544,3.651303E-4,6.067904E-4,1.767067E-6,2.646465E-4,5.234614E-10,3.409653E-7,2.505962E-6,9.403685E-6,1.31069E-9,1.850878E-12,4.199936E-19,1.638323E-13,1.11344E-10,0.003851432,6.252985E-4,4.066457E-5,4.109172E-6,1.915123E-6,-3.03985E-17,-5.480453E-178,7.753863,5.527908E-5,438833.6,438833.6
1.417074E-5,15.56772,-3.158187E9,1709.362,1709.362,8.605591E-4,1.0,0.7827101,2.9873E-4,0.0858492,0.001716575,0.0045406,1.589991E-5,0.05330222,8.656173E-5,0.02313726,3.629252E-5,1.712539E-7,0.010193,4.079772E-4,0.009703125,0.007278004,0.002497962,3.826973E-10,2.018045E-7,3.850019E-8,3.767232E-8,0.004000334,1.037979E-4,9.320147E-5,2.406887E-5,1.369697E-6,0.002128159,2.342475E-5,0.001622649,2.291077E-4,0.003530007,3.653186E-4,6.066538E-4,1.765303E-6,2.651588E-4,5.218742E-10,3.399757E-7,2.499557E-6,9.370419E-6,1.305453E-9,1.842432E-12,4.183541E-19,1.632801E-13,1.109652E-10,0.003850043,6.24945E-4,4.074383E-5,4.119067E-6,1.917814E-6,-3.05109E-17,-1.841153E-178,7.753679,5.527841E-5,438823.1,438823.1
1.450943E-5,15.57041,-3.084601E9,1709.077,1709.077,8.605591E-4,1.0,0.7823794,2.95966E-4,0.08627987,0.001690405,0.004453633,1.552038E-5,0.05346369,8.524317E-5,0.02340954,3.416293E-5,1.643679E-7,0.009996927,3.991963E-4,0.009676344,0.007200899,0.002478235,3.662076E-10,1.939331E-7,3.727368E-8,3.648376E-8,0.003905316,1.009534E-4,9.012243E-5,2.333446E-5,1.342578E-6,0.002101791,2.292364E-5,0.001626234,2.34159E-4,0.003579702,3.679339E-4,6.046798E-4,1.740166E-6,2.725237E-4,4.996213E-10,3.260882E-7,2.409353E-6,8.911252E-6,1.232866E-9,1.727215E-12,3.954778E-19,1.555378E-13,1.056563E-10,0.003830118,6.199005E-4,4.189015E-5,4.263224E-6,1.956938E-6,-3.670072E-16,-4.622216E-183,7.751043,5.526886E-5,438674.0,438674.0
1.46208E-5,15.57128,-3.061088E9,1708.984,1708.984,8.605591E-4,1.0,0.7822725,2.950752E-4,0.08641919,0.001681993,0.004425544,1.539896E-5,0.05351535,8.481915E-5,0.02349819,3.349613E-5,1.62203E-7,0.009933626,3.963718E-4,0.009667233,0.007175898,0.002471805,3.611235E-10,1.91509E-7,3.688209E-8,3.610417E-8,0.003874721,1.000418E-4,8.914305E-5,2.310078E-5,1.333865E-6,0.002093248,2.27629E-5,0.001627349,2.358143E-4,0.003595896,3.687509E-4,6.04031E-4,1.732044E-6,2.749293E-4,4.925765E-10,3.216874E-7,2.380634E-6,8.768696E-6,1.210216E-9,1.691869E-12,3.8828E-19,1.530867E-13,1.039765E-10,0.00382363,6.182682E-4,4.226735E-5,4.311091E-6,1.969896E-6,-3.704462E-16,1.183934E-185,7.75019,5.526577E-5,438625.7,438625.7
1.558315E-5,15.57854,-2.870839E9,1708.212,1708.212,8.605591E-4,1.0,0.7813849,2.877197E-4,0.08757836,0.001612955,0.004192787,1.441385E-5,0.05393391,8.133734E-5,0.02424679,2.835012E-5,1.453095E-7,0.009409549,3.731705E-4,0.009582919,0.006966729,0.002417373,3.229391E-10,1.732323E-7,3.371936E-8,3.303631E-8,0.003622977,9.261737E-5,8.129469E-5,2.122644E-5,1.262483E-6,0.002021957,2.145073E-5,0.001635755,2.499999E-4,0.003732884,3.749776E-4,5.984351E-4,1.664599E-6,2.953747E-4,4.367579E-10,2.867507E-7,2.150229E-6,7.685488E-6,1.036371E-9,1.439952E-12,3.320816E-19,1.336829E-13,9.069439E-11,0.00376882,6.046788E-4,4.553122E-5,4.734138E-6,2.083764E-6,-6.160597E-14,-8.573086E-190,7.743083,5.524004E-5,438223.5,438223.5
1.563445E-5,15.57891,-2.861321E9,1708.173,1708.173,8.605591E-4,1.0,0.7813394,2.873439E-4,0.08763798,0.001609449,0.004180863,1.436437E-5,0.05395488,8.116041E-5,0.02428584,2.810428E-5,1.444923E-7,0.009382724,3.719915E-4,0.009578167,0.006955911,0.002414528,3.211526E-10,1.723704E-7,3.356121E-8,3.28828E-8,0.003610168,9.224319E-5,8.0905E-5,2.113328E-5,1.258864E-6,0.00201828,2.138442E-5,0.001636144,2.507501E-4,0.00374004,3.752694E-4,5.981374E-4,1.661134E-6,2.964471E-4,4.34018E-10,2.850329E-7,2.138784E-6,7.634392E-6,1.028098E-9,1.427196E-12,3.29364E-19,1.32732E-13,9.004422E-11,0.003765959,6.039793E-4,4.570539E-5,4.757163E-6,2.089929E-6,-6.388284E-14,-8.808145E-191,7.742717,5.523871E-5,438202.8,438202.8
1.625475E-5,15.58333,-2.750858E9,1707.702,1707.702,8.605591E-4,1.0,0.7808014,2.829158E-4,0.08834268,0.001568311,0.004040293,1.3788E-5,0.05419852,7.908397E-5,0.02475154,2.532962E-5,1.351856E-7,0.009066648,3.581577E-4,0.009518935,0.006827585,0.002380558,3.012838E-10,1.626401E-7,3.172396E-8,3.109883E-8,0.003459793,8.78759E-5,7.639601E-5,2.005451E-5,1.216454E-6,0.001974747,2.060903E-5,0.001640419,2.597743E-4,0.003825457,3.785024E-4,5.945443E-4,1.620193E-6,3.092747E-4,4.025505E-10,2.652876E-7,2.006387E-6,7.060665E-6,9.349144E-10,2.740748E-12,2.984559E-19,1.218286E-13,8.259384E-11,0.00373184,5.957057E-4,4.781275E-5,5.039273E-6,2.165233E-6,-7.779126E-12,3.584565E-195,7.738386,5.522304E-5,437957.6,437957.6
1.628872E-5,15.58357,-2.745047E9,1707.676,1707.676,8.605591E-4,1.0,0.7807726,2.826794E-4,0.08838042,0.001566124,0.004032785,1.375757E-5,0.05421134,7.897354E-5,0.0247767,2.518779E-5,1.347051E-7,0.009049774,3.574222E-4,0.009515601,0.006820687,0.00237872,3.002052E-10,1.62141E-7,3.162724E-8,3.100488E-8,0.003451795,8.764491E-5,7.615954E-5,1.999789E-5,1.214201E-6,0.001972412,2.056794E-5,0.00164063,2.60266E-4,0.003830075,3.78664E-4,5.943478E-4,1.618001E-6,3.099697E-4,4.009127E-10,2.642588E-7,1.999447E-6,7.031459E-6,9.301399E-10,2.615851E-12,2.968632E-19,1.212622E-13,8.220705E-11,0.003729996,5.952623E-4,4.792822E-5,5.054922E-6,2.169398E-6,-7.817895E-12,7.884889E-196,7.738154,5.52222E-5,437944.5,437944.5
1.742317E-5,15.5912,-2.564102E9,1706.862,1706.862,8.605591E-4,1.0,0.7798496,2.751158E-4,0.08959313,0.001496646,0.003792659,1.28029E-5,0.05461084,7.546452E-5,0.02559745,2.097348E-5,1.201721E-7,0.008510572,3.340719E-4,0.009399694,0.006597603,0.002318692,2.700056E-10,1.470599E-7,2.860723E-8,2.806943E-8,0.003197822,8.037742E-5,6.88176E-5,1.823667E-5,1.142838E-6,0.001897189,1.926988E-5,0.001646464,2.765338E-4,0.003980881,3.832114E-4,5.878125E-4,1.547577E-6,3.327261E-4,3.507353E-10,2.327035E-7,1.784314E-6,6.165558E-6,7.882297E-10,1.555516E-12,2.488975E-19,1.03976E-13,7.041447E-11,0.003669818,5.809905E-4,5.178644E-5,5.58904E-6,2.310828E-6,-1.046782E-11,1.070299E-201,7.730679,5.519519E-5,437521.4,437521.4
