Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H3_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_NC3H7_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_C3H3_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H9_Soln#11 (),Mole_fraction_TC4H9_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C5H5_Soln#11 (),Mole_fraction_MCPTD_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NEOC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M2_Soln#11 (),Mole_fraction_B1M3_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_IC8H16_Soln#11 (),Mole_fraction_DIMEPTD_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_C10H10_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Mole_fraction_IC12H26_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
1.728246E-7,14.81682,-8.544436E11,1458.623,1458.623,0.001118727,1.0,0.9310572,8.383577E-4,3.301529E-4,0.004851698,5.459869E-5,1.892183E-4,5.772631E-4,1.75527E-5,2.222484E-6,1.151184E-5,4.735579E-5,0.004364474,2.217394E-4,9.762538E-7,8.815024E-5,2.58778E-7,3.197359E-6,8.466321E-5,9.489594E-4,0.001334309,0.00375868,0.001108847,1.406705E-4,3.654785E-6,1.031911E-4,2.119447E-4,1.967758E-8,8.653775E-11,1.266197E-5,4.609473E-10,1.241062E-7,4.160634E-9,4.373048E-7,1.875203E-12,1.978078E-5,8.624514E-5,1.147941E-6,1.394952E-6,7.595708E-5,1.989945E-5,1.037049E-4,0.01878368,1.436444E-4,0.007738916,4.181129E-5,1.161793E-10,1.322754E-7,5.626141E-12,0.009523039,0.01303903,9.03712,7.550384E-5,511460.1,511460.1
1.806351E-7,14.8121,-8.271134E11,1457.298,1457.298,0.001118727,1.0,0.9305382,8.474328E-4,3.617786E-4,0.00505527,6.213417E-5,1.935832E-4,6.134441E-4,1.873671E-5,2.513748E-6,1.282268E-5,4.767441E-5,0.004576277,2.278128E-4,1.115477E-6,9.428933E-5,2.937865E-7,3.520902E-6,8.96147E-5,9.350824E-4,0.001317462,0.00389744,0.001145999,1.479474E-4,3.996553E-6,1.04661E-4,2.245341E-4,2.341176E-8,9.752137E-11,1.359594E-5,5.451714E-10,1.423318E-7,4.791628E-9,4.827751E-7,2.291331E-12,2.17049E-5,9.02207E-5,1.301982E-6,1.559499E-6,8.124281E-5,2.0535E-5,1.099112E-4,0.01875006,1.536542E-4,0.007730319,4.455298E-5,1.435952E-10,1.553934E-7,7.132183E-12,0.009480706,0.01291791,9.031793,7.552789E-5,511158.5,511158.5
1.910323E-7,14.80617,-7.919986E11,1455.601,1455.601,0.001118727,1.0,0.9298655,8.571127E-4,4.056864E-4,0.00531636,7.308375E-5,1.988347E-4,6.6197E-4,2.030862E-5,2.932836E-6,1.46743E-5,4.798633E-5,0.004852441,2.353843E-4,1.317116E-6,1.025229E-4,3.442353E-7,3.972884E-6,9.61173E-5,9.157042E-4,0.001293652,0.004077784,0.001194279,1.577321E-4,4.467678E-6,1.064504E-4,2.412397E-4,2.909435E-8,1.131215E-10,1.485715E-5,6.720114E-10,1.687725E-7,5.718162E-9,5.461781E-7,2.949545E-12,2.434278E-5,9.547485E-5,1.524319E-6,1.792432E-6,8.831792E-5,2.135682E-5,1.181616E-4,0.0187049,1.670543E-4,0.007719054,4.819038E-5,1.872191E-10,1.901199E-7,9.604081E-12,0.009424893,0.01276198,9.024886,7.555812E-5,510767.6,510767.6
1.982108E-7,14.80231,-7.686022E11,1454.472,1454.472,0.001118727,1.0,0.9294128,8.623541E-4,4.371521E-4,0.005489979,8.126038E-5,2.021077E-4,6.956647E-4,2.1387E-5,3.24292E-6,1.602139E-5,4.813352E-5,0.005039182,2.402799E-4,1.467138E-6,1.082374E-4,3.816033E-7,4.298421E-6,1.0054E-4,9.019011E-4,0.00127653,0.004199452,0.001226862,1.6455E-4,4.802998E-6,1.075818E-4,2.527233E-4,3.351794E-8,1.245237E-10,1.573816E-5,7.697831E-10,1.884717E-7,6.416813E-9,5.917861E-7,3.480455E-12,2.62086E-5,9.90747E-5,1.689378E-6,1.962261E-6,9.321847E-5,2.190881E-5,1.238404E-4,0.01867353,1.763364E-4,0.007711402,5.068784E-5,2.225667E-10,2.16836E-7,1.1664E-11,0.009386745,0.01265767,9.020238,7.557786E-5,510504.6,510504.6
2.049628E-7,14.79883,-7.472254E11,1453.44,1453.44,0.001118727,1.0,0.9289957,8.663164E-4,4.675681E-4,0.005648329,8.941285E-5,2.049376E-4,7.274677E-4,2.239343E-5,3.549863E-6,1.733785E-5,4.822567E-5,0.005211874,2.446451E-4,1.616234E-6,1.136275E-4,4.186183E-7,4.614144E-6,1.046458E-4,8.887113E-4,0.001260061,0.004311825,0.001256974,1.710071E-4,5.125363E-6,1.085736E-4,2.634781E-4,3.80694E-8,1.357042E-10,1.657336E-5,8.69605E-10,2.080675E-7,7.118713E-9,6.359944E-7,4.041919E-12,2.799244E-5,1.024386E-4,1.853248E-6,2.128524E-6,9.783317E-5,2.241702E-5,1.291626E-4,0.01864391,1.850773E-4,0.007704301,5.302305E-5,2.60061E-10,2.440773E-7,1.389667E-11,0.009351167,0.01256192,9.015955,7.559561E-5,510262.2,510262.2
2.116348E-7,14.79555,-7.266977E11,1452.448,1452.448,0.001118727,1.0,0.9285914,8.693903E-4,4.98373E-4,0.005800099,9.790817E-5,2.075086E-4,7.589738E-4,2.337842E-5,3.867526E-6,1.86842E-5,4.827605E-5,0.005379697,2.48737E-4,1.771091E-6,1.189631E-4,4.569477E-7,4.934755E-6,1.086482E-4,8.755554E-4,0.001243541,0.004420939,0.001286235,1.77428E-4,5.450156E-6,1.094884E-4,2.740547E-4,4.295231E-8,1.471735E-10,1.740406E-5,9.759108E-10,2.284367E-7,7.855451E-9,6.808807E-7,4.659952E-12,2.977928E-5,1.057405E-4,2.023368E-6,2.298858E-6,1.023935E-4,2.290913E-5,1.343991E-4,0.01861457,1.937152E-4,0.007697377,5.531485E-5,3.014356E-10,2.730564E-7,1.641039E-11,0.00931631,0.01246947,9.011806,7.56124E-5,510027.4,510027.4
2.244549E-7,14.78963,-6.888932E11,1450.619,1450.619,0.001118727,1.0,0.9278362,8.732139E-4,5.595477E-4,0.006078714,1.154534E-4,2.118598E-4,8.196572E-4,2.523799E-5,4.517149E-6,2.139233E-5,4.827083E-5,0.005694315,2.560051E-4,2.08932E-6,1.292251E-4,5.353894E-7,5.573314E-6,1.161783E-4,8.501566E-4,0.001211414,0.004625382,0.001341142,1.898714E-4,6.090315E-6,1.110764E-4,2.942166E-4,5.345493E-8,1.70344E-10,1.901269E-5,1.202157E-9,2.70337E-7,9.393144E-9,7.703291E-7,6.038475E-12,3.326897E-5,1.120202E-4,2.373003E-6,2.642396E-6,1.111426E-4,2.382788E-5,1.443839E-4,0.0185581,2.102866E-4,0.007684339,5.966705E-5,3.940057E-10,3.346438E-7,2.219645E-11,0.009250197,0.01229753,9.004057,7.564266E-5,509588.8,509588.8
2.30976E-7,14.78681,-6.704752E11,1449.725,1449.725,0.001118727,1.0,0.9274626,8.742283E-4,5.916152E-4,0.006213955,1.249907E-4,2.137954E-4,8.505634E-4,2.616436E-5,4.866937E-6,2.282813E-5,4.8222E-5,0.005850425,2.594144E-4,2.261446E-6,1.344431E-4,5.776559E-7,5.908717E-6,1.199247E-4,8.372676E-4,0.001195005,0.004726823,0.001368436,1.962513E-4,6.423445E-6,1.118041E-4,3.043832E-4,5.938363E-8,1.826813E-10,1.983609E-5,1.328601E-9,2.930196E-7,1.023763E-8,8.173719E-7,6.843276E-12,3.506742E-5,1.151805E-4,2.562265E-6,2.825028E-6,1.1558E-4,2.428229E-5,1.494185E-4,0.01852936,2.186906E-4,0.007677841,6.185177E-5,4.48187E-10,3.690186E-7,2.567225E-11,0.009217016,0.0122128,9.000225,7.565708E-5,509372.0,509372.0
2.37349E-7,14.78417,-6.529934E11,1448.875,1448.875,0.001118727,1.0,0.927104,8.746853E-4,6.235399E-4,0.006341968,1.347063E-4,2.155182E-4,8.807718E-4,2.705529E-5,5.221041E-6,2.426734E-5,4.814743E-5,0.00600046,2.625669E-4,2.436207E-6,1.395374E-4,6.204654E-7,6.242893E-6,1.235299E-4,8.247407E-4,0.001178994,0.004824346,0.001394711,2.025167E-4,6.753517E-6,1.124666E-4,3.142564E-4,6.557226E-8,1.950846E-10,2.064344E-5,1.459724E-9,3.160612E-7,1.110387E-8,8.64306E-7,7.701894E-12,3.683714E-5,1.182462E-4,2.754601E-6,3.008436E-6,1.199044E-4,2.471833E-5,1.543067E-4,0.01850129,2.268802E-4,0.00767158,6.396615E-5,5.060794E-10,4.046343E-7,2.944943E-11,0.009184885,0.01213168,8.99655,7.567058E-5,509164.0,509164.0
2.490575E-7,14.77962,-6.221778E11,1447.369,1447.369,0.001118727,1.0,0.9264618,8.743086E-4,6.836238E-4,0.006566641,1.535612E-4,2.182774E-4,9.362378E-4,2.865157E-5,5.902302E-6,2.699953E-5,4.794864E-5,0.006269697,2.67916E-4,2.773801E-6,1.488747E-4,7.028919E-7,6.872101E-6,1.30007E-4,8.020011E-4,0.00114978,0.004999489,0.001442001,2.141009E-4,7.370677E-6,1.135663E-4,3.322264E-4,7.798757E-8,2.187351E-10,2.21321E-5,1.720407E-9,3.605993E-7,1.280154E-8,9.529028E-7,9.476293E-12,4.011288E-5,1.238183E-4,3.126779E-6,3.357566E-6,1.278109E-4,2.549957E-5,1.631982E-4,0.0184498,2.418514E-4,0.007660303,6.779401E-5,6.259564E-10,4.753505E-7,3.745304E-11,0.009126626,0.0119868,8.989972,7.56939E-5,508791.7,508791.7
2.575202E-7,14.77655,-6.009249E11,1446.326,1446.326,0.001118727,1.0,0.9260105,8.731811E-4,7.281405E-4,0.006720742,1.679867E-4,2.199684E-4,9.762665E-4,2.97701E-5,6.418629E-6,2.904122E-5,4.776101E-5,0.006459234,2.714425E-4,3.030814E-6,1.555997E-4,7.654266E-7,7.338154E-6,1.345696E-4,7.858549E-4,0.001128928,0.005122943,0.001475421,2.225284E-4,7.824721E-6,1.142729E-4,3.450724E-4,8.782712E-8,2.365021E-10,2.321129E-5,1.925026E-9,3.945275E-7,1.411466E-8,1.018764E-6,1.092704E-11,4.249476E-5,1.277964E-4,3.410775E-6,3.619268E-6,1.334892E-4,2.604895E-5,1.695487E-4,0.01841268,2.526014E-4,0.007652334,7.051263E-5,7.241688E-10,5.307729E-7,4.416989E-11,0.009085145,0.01188526,8.985354,7.570961E-5,508530.3,508530.3
2.647731E-7,14.77406,-5.833698E11,1445.459,1445.459,0.001118727,1.0,0.9256319,8.717224E-4,7.66977E-4,0.00684742,1.808723E-4,2.212311E-4,0.001010511,3.070372E-5,6.876522E-6,3.083291E-5,4.757465E-5,0.006618376,2.742496E-4,3.259546E-6,1.613438E-4,8.209359E-7,7.744415E-6,1.384006E-4,7.722479E-4,0.001111287,0.005226728,0.001503577,2.297844E-4,8.218732E-6,1.148237E-4,3.559836E-4,9.685309E-8,2.521641E-10,2.413767E-5,2.111365E-9,4.247352E-7,1.529777E-8,1.076372E-6,1.228913E-11,4.45422E-5,1.311723E-4,3.664043E-6,3.849491E-6,1.383283E-4,2.651006E-5,1.749379E-4,0.01838097,2.61761E-4,0.007645624,7.280922E-5,8.165243E-10,5.81177E-7,5.060093E-11,0.009050012,0.01180024,8.981483,7.572235E-5,508311.2,508311.2
2.704685E-7,14.7722,-5.700004E11,1444.797,1444.797,0.001118727,1.0,0.9253398,8.702944E-4,7.978936E-4,0.006943477,1.913226E-4,2.221095E-4,0.001037352,3.142004E-5,7.24571E-6,3.226549E-5,4.741355E-5,0.006741246,2.763205E-4,3.44451E-6,1.658399E-4,8.657307E-7,8.067505E-6,1.413577E-4,7.617275E-4,0.001097607,0.005306954,0.001525383,2.355019E-4,8.531067E-6,1.152227E-4,3.644867E-4,1.04331E-7,2.647371E-10,2.486571E-5,2.264849E-9,4.491709E-7,1.626418E-8,1.122333E-6,1.343866E-11,4.615224E-5,1.338015E-4,3.869228E-6,4.033948E-6,1.421089E-4,2.686606E-5,1.791342E-4,0.01835613,2.689159E-4,0.007640433,7.459046E-5,8.945665E-10,6.226444E-7,5.61136E-11,0.009022696,0.01173473,8.978498,7.573189E-5,508142.3,508142.3
2.802746E-7,14.76917,-5.478127E11,1443.691,1443.691,0.001118727,1.0,0.9248472,8.673242E-4,8.519477E-4,0.007101998,2.099862E-4,2.234048E-4,0.001083444,3.261767E-5,7.900525E-6,3.478196E-5,4.710929E-5,0.006948586,2.796234E-4,3.773765E-6,1.735487E-4,9.452767E-7,8.631481E-6,1.463445E-4,7.439786E-4,0.00107445,0.005442545,0.001562324,2.453836E-4,9.074464E-6,1.158449E-4,3.789912E-4,1.180251E-7,2.869387E-10,2.611993E-5,2.544009E-9,4.926843E-7,1.800528E-8,1.202906E-6,1.558939E-11,4.892601E-5,1.382831E-4,4.235337E-6,4.358777E-6,1.485761E-4,2.746697E-5,1.862842E-4,0.01831353,2.811531E-4,0.007631649,7.761095E-5,1.040811E-9,6.979471E-7,6.661777E-11,0.008976219,0.0116244,8.97347,7.574744E-5,507857.7,507857.7
2.931329E-7,14.76552,-5.202523E11,1442.306,1442.306,0.001118727,1.0,0.9242202,8.626E-4,9.242998E-4,0.007297108,2.357092E-4,2.247229E-4,0.001143614,3.41177E-5,8.794185E-6,3.817028E-5,4.66666E-5,0.007212619,2.8348E-4,4.225568E-6,1.835885E-4,1.054056E-6,9.384087E-6,1.526857E-4,7.214498E-4,0.001044919,0.005615655,0.001609653,2.584043E-4,9.796786E-6,1.165457E-4,3.977463E-4,1.375808E-7,3.17086E-10,2.776454E-5,2.938873E-9,5.524223E-7,2.043618E-8,1.31119E-6,1.875369E-11,5.255943E-5,1.440728E-4,4.739532E-6,4.797764E-6,1.569708E-4,2.823286E-5,1.955128E-4,0.01825801,2.970317E-4,0.007620426,8.148127E-5,1.256489E-9,8.041841E-7,8.247282E-11,0.008916332,0.01148422,8.967079,7.576618E-5,507496.0,507496.0
3.108528E-7,14.76104,-4.849626E11,1440.51,1440.51,0.001118727,1.0,0.9233894,8.548898E-4,0.001026489,0.007543412,2.733823E-4,2.259198E-4,0.001225946,3.6051E-5,1.008637E-5,4.29865E-5,4.599333E-5,0.007562555,2.879866E-4,4.883905E-6,1.972847E-4,1.211859E-6,1.04415E-5,1.610667E-4,6.918634E-4,0.001005913,0.005845972,0.001672935,2.764437E-4,1.080813E-5,1.173198E-4,4.230972E-4,1.675735E-7,3.605045E-10,3.002819E-5,3.537165E-9,6.395198E-7,2.406046E-8,1.465003E-6,2.379281E-11,5.754419E-5,1.518902E-4,5.477955E-6,5.424894E-6,1.683702E-4,2.924993E-5,2.079523E-4,0.01818219,3.18583E-4,0.007605486,8.664534E-5,1.601134E-9,9.644903E-7,1.085635E-10,0.008835732,0.0112988,8.958629,7.578916E-5,507017.8,507017.8
