Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H9_Soln#13 (),Mole_fraction_TC4H9_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_MCPTD_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NEOC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M2_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_IC8H16_Soln#13 (),Mole_fraction_DIMEPTD_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_BIN1B_Soln#13 (),Mole_fraction_BIN1A_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Mole_fraction_IC12H26_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
6.836922E-6,15.0798,-5.978343E9,1447.328,1447.328,0.001048806,1.0,0.8441591,1.61151E-4,0.03000678,0.0027532,0.009692625,7.062987E-5,0.02019653,0.001314761,8.211421E-4,0.03124539,4.44943E-4,0.001246856,0.005630735,1.46603E-4,4.655536E-4,1.71953E-5,2.54413E-5,0.02129446,0.007558272,0.002821222,2.459173E-4,3.029394E-5,0.003508885,3.103944E-4,1.965661E-6,6.432786E-4,9.497543E-6,1.73803E-4,5.286129E-5,2.087241E-4,3.529736E-7,3.06066E-4,4.270442E-4,5.615839E-4,0.001137416,5.79744E-4,0.002236499,0.001381177,0.006333584,2.7616E-4,1.722188E-7,7.800623E-6,1.28374E-4,1.3314E-6,8.842498E-8,2.590504E-7,8.392614E-12,6.292138E-11,8.611053E-4,7.333407E-6,8.260087,6.95504E-5,467483.5,467483.5
6.903505E-6,15.08103,-5.878941E9,1447.24,1447.24,0.001048806,1.0,0.8439871,1.599982E-4,0.03012119,0.002733511,0.009701529,7.010141E-5,0.02027249,0.001323609,8.217957E-4,0.03125325,4.446369E-4,0.001258016,0.005665018,1.472346E-4,4.643258E-4,1.69013E-5,2.501144E-5,0.02129972,0.007527864,0.00282347,2.463896E-4,3.008297E-5,0.00351558,3.136959E-4,1.995791E-6,6.460806E-4,9.611705E-6,1.756479E-4,5.347917E-5,2.0948E-4,3.589362E-7,3.047469E-4,4.245004E-4,5.625867E-4,0.001137794,5.770927E-4,0.002201082,0.001376515,0.006330986,2.758773E-4,1.754055E-7,7.877477E-6,1.288859E-4,1.346886E-6,9.043715E-8,2.599691E-7,8.492185E-12,6.372537E-11,8.494878E-4,6.940592E-6,8.258913,6.954474E-5,467417.1,467417.1
6.914999E-6,15.08124,-5.861935E9,1447.225,1447.225,0.001048806,1.0,0.8439576,1.598013E-4,0.03014085,0.002730145,0.009703046,7.001097E-5,0.02028554,0.001325133,8.219065E-4,0.03125456,4.44584E-4,0.00125994,0.005670908,1.473433E-4,4.641143E-4,1.685123E-5,2.493822E-5,0.02130061,0.007522604,0.002823849,2.464703E-4,3.004685E-5,0.003516726,3.142653E-4,2.001003E-6,6.465623E-4,9.631421E-6,1.759665E-4,5.358566E-5,2.096088E-4,3.599696E-7,3.045198E-4,4.240623E-4,5.627564E-4,0.001137857,5.76636E-4,0.002195033,0.001375711,0.006330541,2.758287E-4,1.759585E-7,7.89073E-6,1.289737E-4,1.349561E-6,9.078665E-8,2.601269E-7,8.509422E-12,6.386457E-11,8.475023E-4,6.875014E-6,8.258712,6.954376E-5,467405.7,467405.7
6.986232E-6,15.08254,-5.757873E9,1447.133,1447.133,0.001048806,1.0,0.8437759,1.585938E-4,0.03026208,0.002709503,0.009712323,6.945567E-5,0.02036601,0.001334552,8.225807E-4,0.03126249,4.442566E-4,0.001271853,0.00570722,1.480146E-4,4.628071E-4,1.654536E-5,2.449079E-5,0.02130594,0.007489929,0.002826141,2.469654E-4,2.982498E-5,0.003523767,3.177895E-4,2.033384E-6,6.495344E-4,9.753666E-6,1.779422E-4,5.424439E-5,2.103961E-4,3.664007E-7,3.031173E-4,4.213542E-4,5.637853E-4,0.001138233,5.738122E-4,0.002157973,0.001370731,0.006327795,2.755285E-4,1.794045E-7,7.972763E-6,1.295144E-4,1.366154E-6,9.296665E-8,2.611006E-7,8.61657E-12,6.472997E-11,8.353276E-4,6.482734E-6,8.257474,6.953777E-5,467335.7,467335.7
7.016977E-6,15.0831,-5.713572E9,1447.094,1447.094,0.001048806,1.0,0.8436981,1.580795E-4,0.03031409,0.002700706,0.00971626,6.921869E-5,0.02040051,0.001338604,8.22865E-4,0.03126579,4.441154E-4,0.001276988,0.005722792,1.483032E-4,4.622447E-4,1.641565E-5,2.430098E-5,0.02130817,0.00747579,0.002827101,2.471763E-4,2.973024E-5,0.003526773,3.193084E-4,2.0474E-6,6.508104E-4,9.806457E-6,1.787954E-4,5.452806E-5,2.107302E-4,3.691906E-7,3.025143E-4,4.20189E-4,5.642176E-4,0.001138387,5.72597E-4,0.002142201,0.001368584,0.006326619,2.753996E-4,1.809019E-7,8.008118E-6,1.297459E-4,1.373322E-6,9.391499E-8,2.615183E-7,8.662989E-12,6.510494E-11,8.301409E-4,6.320661E-6,8.256945,6.95352E-5,467305.7,467305.7
7.109449E-6,15.08476,-5.582537E9,1446.977,1446.977,0.001048806,1.0,0.8434662,1.565568E-4,0.03046941,0.002674642,0.00972787,6.851537E-5,0.02050354,0.001350747,8.236967E-4,0.03127525,4.436912E-4,0.001292406,0.005769275,1.491672E-4,4.605593E-4,1.603353E-5,2.374165E-5,0.02131457,0.007433146,0.00282988,2.47801E-4,2.944889E-5,0.0035357,3.238688E-4,2.089695E-6,6.546238E-4,9.965343E-6,1.813636E-4,5.537892E-5,2.117143E-4,3.776326E-7,3.007091E-4,4.16698E-4,5.65476E-4,0.001138822,5.689547E-4,0.002095546,0.001362136,0.006323112,2.750142E-4,1.854417E-7,8.114272E-6,1.304355E-4,1.394908E-6,9.67939E-8,2.627661E-7,8.803244E-12,6.623804E-11,8.147804E-4,5.857776E-6,8.25537,6.952752E-5,467216.6,467216.6
7.140405E-6,15.08532,-5.539407E9,1446.939,1446.939,0.001048806,1.0,0.8433894,1.56055E-4,0.03052103,0.002666047,0.009731678,6.828309E-5,0.02053777,0.001354797,8.239672E-4,0.03127827,4.435493E-4,0.001297559,0.005784715,1.49455E-4,4.599972E-4,1.590829E-5,2.355826E-5,0.02131661,0.007418832,0.002830775,2.480069E-4,2.935591E-5,0.003538649,3.253928E-4,2.103902E-6,6.558922E-4,1.001857E-5,1.822239E-4,5.566296E-5,2.120369E-4,3.80476E-7,3.001077E-4,4.155339E-4,5.658833E-4,0.001138959,5.677398E-4,0.002080191,0.001359981,0.006321949,2.748859E-4,1.869738E-7,8.149747E-6,1.306641E-4,1.402142E-6,9.77667E-8,2.631808E-7,8.850417E-12,6.66192E-11,8.097186E-4,5.710844E-6,8.254849,6.952497E-5,467187.1,467187.1
7.261278E-6,15.08746,-5.374418E9,1446.792,1446.792,0.001048806,1.0,0.8430926,1.541322E-4,0.03072087,0.002633086,0.009746191,6.73906E-5,0.02067021,0.001370538,8.249877E-4,0.03128939,4.429967E-4,0.001317638,0.005844437,1.505728E-4,4.578125E-4,1.543142E-5,2.285969E-5,0.02132417,0.00736278,0.002834106,2.487959E-4,2.899837E-5,0.003549988,3.313302E-4,2.159594E-6,6.60807E-4,1.022656E-5,1.855861E-4,5.676818E-5,2.132643E-4,3.9166E-7,2.97773E-4,4.11011E-4,5.674088E-4,0.001139449,5.630167E-4,0.002021444,0.001351582,0.006317455,2.743886E-4,1.930142E-7,8.287978E-6,1.315464E-4,1.430428E-6,1.016075E-7,2.647867E-7,9.035686E-12,6.811624E-11,7.903228E-4,5.172303E-6,8.25284,6.951511E-5,467073.3,467073.4
7.34419E-6,15.08891,-5.264345E9,1446.694,1446.694,0.001048806,1.0,0.8428921,1.528462E-4,0.03085638,0.002611013,0.009755824,6.679151E-5,0.02075997,0.00138127,8.256551E-4,0.0312964,4.426189E-4,0.001331373,0.005884882,1.513338E-4,4.563233E-4,1.511525E-5,2.239624E-5,0.02132896,0.0073242,0.002836242,2.493234E-4,2.87581E-5,0.003557603,3.353906E-4,2.197999E-6,6.641436E-4,1.036938E-5,1.878949E-4,5.752269E-5,2.140769E-4,3.994072E-7,2.96184E-4,4.079296E-4,5.683963E-4,0.001139746,5.597966E-4,0.001982244,0.001345838,0.006314416,2.740508E-4,1.972119E-7,8.382533E-6,1.321421E-4,1.449866E-6,1.042814E-7,2.658759E-7,9.163792E-12,6.915144E-11,7.77353E-4,4.833519E-6,8.251486,6.950843E-5,466996.7,466996.7
7.368207E-6,15.08933,-5.23291E9,1446.666,1446.666,0.001048806,1.0,0.8428345,1.524784E-4,0.0308954,0.002604697,0.009758567,6.661989E-5,0.0207858,0.00138437,8.258437E-4,0.03129834,4.425097E-4,0.001335346,0.00589652,1.515534E-4,4.558934E-4,1.502525E-5,2.226429E-5,0.02133028,0.007313006,0.002836839,2.494742E-4,2.868923E-5,0.003559786,3.365649E-4,2.209154E-6,6.65105E-4,1.041077E-5,1.88564E-4,5.77407E-5,2.14308E-4,4.016628E-7,2.957256E-4,4.070401E-4,5.686736E-4,0.001139827,5.588668E-4,0.001971049,0.001344176,0.006313542,2.739535E-4,1.98436E-7,8.409884E-6,1.323133E-4,1.455502E-6,1.050618E-7,2.661896E-7,9.201058E-12,6.945257E-11,7.736451E-4,4.739687E-6,8.251097,6.95065E-5,466974.7,466974.7
7.477656E-6,15.09122,-5.092296E9,1446.54,1446.54,0.001048806,1.0,0.8425746,1.508291E-4,0.03107191,0.002576353,0.009770802,6.584857E-5,0.02090263,0.001398438,8.266763E-4,0.03130669,4.420134E-4,0.001353417,0.005949111,1.525495E-4,4.539419E-4,1.462396E-5,2.167571E-5,0.02133601,0.00726191,0.002839438,2.5015E-4,2.837949E-5,0.003569595,3.419054E-4,2.260158E-6,6.694572E-4,1.059954E-5,1.916153E-4,5.8731E-5,2.153365E-4,4.120063E-7,2.936473E-4,4.030055E-4,5.698886E-4,0.001140161,5.546468E-4,0.001920942,0.001336622,0.006309597,2.735127E-4,2.040613E-7,8.534301E-6,1.330854E-4,1.481214E-6,1.086517E-7,2.676088E-7,9.371804E-12,7.083224E-11,7.570239E-4,4.335377E-6,8.249346,6.94978E-5,466875.6,466875.6
7.51221E-6,15.09181,-5.048762E9,1446.501,1446.501,0.001048806,1.0,0.8424933,1.503172E-4,0.03112719,0.002567548,0.009774577,6.560863E-5,0.0209392,0.001402861,8.269304E-4,0.03130916,4.418573E-4,0.001359111,0.005965565,1.528625E-4,4.533285E-4,1.450019E-5,2.149411E-5,0.02133771,0.007245752,0.002840217,2.503596E-4,2.828306E-5,0.003572647,3.435877E-4,2.276317E-6,6.708215E-4,1.065918E-5,1.925793E-4,5.904255E-5,2.156531E-4,4.152937E-7,2.929948E-4,4.01738E-4,5.70256E-4,0.001140257,5.533203E-4,0.001905423,0.001334242,0.006308364,2.733745E-4,2.058531E-7,8.573506E-6,1.333265E-4,1.489341E-6,1.097964E-7,2.680535E-7,9.426026E-12,7.127032E-11,7.51868E-4,4.215219E-6,8.2488,6.949507E-5,466844.7,466844.7
7.531851E-6,15.09214,-5.0242E9,1446.479,1446.479,0.001048806,1.0,0.8424474,1.50028E-4,0.03115852,0.002562575,0.009776704,6.5473E-5,0.02095993,0.001405371,8.270729E-4,0.03131053,4.417686E-4,0.001362345,0.005974886,1.5304E-4,4.529805E-4,1.443045E-5,2.139177E-5,0.02133865,0.007236562,0.002840652,2.50478E-4,2.822854E-5,0.003574373,3.445432E-4,2.285515E-6,6.715949E-4,1.069309E-5,1.931274E-4,5.921941E-5,2.158312E-4,4.171672E-7,2.926247E-4,4.01019E-4,5.704613E-4,0.001140309,5.525676E-4,0.001896666,0.001332891,0.006307665,2.732962E-4,2.06875E-7,8.595774E-6,1.334629E-4,1.493963E-6,1.104495E-7,2.683055E-7,9.456917E-12,7.151989E-11,7.489569E-4,4.148476E-6,8.248491,6.949353E-5,466827.2,466827.2
7.603181E-6,15.09335,-4.93622E9,1446.4,1446.4,0.001048806,1.0,0.8422815,1.489891E-4,0.03127176,0.002544691,0.009784319,6.498492E-5,0.02103481,0.001414464,8.275793E-4,0.03131529,4.414475E-4,0.001374076,0.006008544,1.536829E-4,4.517199E-4,1.418084E-5,2.102538E-5,0.02134194,0.00720316,0.002842178,2.50903E-4,2.803224E-5,0.003580582,3.480082E-4,2.31899E-6,6.743915E-4,1.081629E-5,1.951186E-4,5.986027E-5,2.164678E-4,4.239993E-7,2.912853E-4,3.984159E-4,5.711862E-4,0.001140484,5.498417E-4,0.001865243,0.001327991,0.006305144,2.730129E-4,2.106071E-7,8.676552E-6,1.339553E-4,1.51076E-6,1.128359E-7,2.692163E-7,9.569527E-12,7.24296E-11,7.385002E-4,3.915047E-6,8.247377,6.948795E-5,466764.2,466764.2
7.609319E-6,15.09346,-4.928618E9,1446.393,1446.393,0.001048806,1.0,0.8422673,1.489005E-4,0.03128146,0.002543165,0.009784966,6.494325E-5,0.02104122,0.001415244,8.27622E-4,0.03131569,4.414199E-4,0.001375085,0.006011426,1.53738E-4,4.516117E-4,1.415963E-5,2.099424E-5,0.02134221,0.007200284,0.002842306,2.509392E-4,2.801547E-5,0.003581112,3.48306E-4,2.321876E-6,6.746313E-4,1.08269E-5,1.9529E-4,5.991531E-5,2.165219E-4,4.245893E-7,2.911703E-4,3.981925E-4,5.71247E-4,0.001140498,5.496077E-4,0.001862567,0.00132757,0.006304928,2.729887E-4,2.109298E-7,8.683496E-6,1.339974E-4,1.512206E-6,1.130423E-7,2.692944E-7,9.579248E-12,7.250813E-11,7.376089E-4,3.895601E-6,8.247282,6.948747E-5,466758.8,466758.8
7.638787E-6,15.09396,-4.892786E9,1446.361,1446.361,0.001048806,1.0,0.8421993,1.484768E-4,0.03132795,0.002535869,0.009788056,6.474391E-5,0.02107196,0.001418988,8.278255E-4,0.03131755,4.412876E-4,0.001379923,0.006025231,1.540026E-4,4.510927E-4,1.405836E-5,2.084556E-5,0.0213435,0.007186472,0.00284291,2.511123E-4,2.793525E-5,0.003583648,3.497348E-4,2.335743E-6,6.757802E-4,1.087782E-5,1.961131E-4,6.017932E-5,2.167795E-4,4.274265E-7,2.906194E-4,3.971215E-4,5.715359E-4,0.001140563,5.484855E-4,0.00184978,0.001325549,0.006303894,2.728723E-4,2.124823E-7,8.716817E-6,1.34199E-4,1.519152E-6,1.140358E-7,2.696684E-7,9.625992E-12,7.288569E-11,7.333483E-4,3.803655E-6,8.246826,6.948518E-5,466733.0,466733.0
7.667261E-6,15.09443,-4.858432E9,1446.33,1446.33,0.001048806,1.0,0.8421339,1.480702E-4,0.03137274,0.002528862,0.009791014,6.455239E-5,0.02110156,0.001422601,8.280195E-4,0.0313193,4.4116E-4,0.001384595,0.006038523,1.542578E-4,4.505921E-4,1.39614E-5,2.070317E-5,0.02134471,0.007173121,0.002843482,2.512784E-4,2.785815E-5,0.003586084,3.511143E-4,2.34916E-6,6.768874E-4,1.092705E-5,1.969085E-4,6.043406E-5,2.170259E-4,4.301751E-7,2.900882E-4,3.960887E-4,5.7181E-4,0.001140624,5.474032E-4,0.001837517,0.001323599,0.006302899,2.727601E-4,2.139877E-7,8.748991E-6,1.34393E-4,1.525866E-6,1.149993E-7,2.700288E-7,9.671267E-12,7.325136E-11,7.292596E-4,3.716893E-6,8.246388,6.948298E-5,466708.2,466708.2
7.728633E-6,15.09546,-4.785283E9,1446.264,1446.264,0.001048806,1.0,0.8419938,1.472026E-4,0.03146881,0.002513908,0.0097973,6.414328E-5,0.02116503,0.001430366,8.284283E-4,0.0313229,4.408858E-4,0.001394652,0.006067009,1.548061E-4,4.495162E-4,1.375536E-5,2.040053E-5,0.0213472,0.007144327,0.002844671,2.516324E-4,2.769338E-5,0.003591289,3.540832E-4,2.37814E-6,6.792635E-4,1.103319E-5,1.986236E-4,6.098188E-5,2.175482E-4,4.361238E-7,2.889473E-4,3.938699E-4,5.723836E-4,0.001140742,5.450769E-4,0.001811398,0.001319403,0.006300768,2.725195E-4,2.172501E-7,8.818257E-6,1.348084E-4,1.540348E-6,1.170886E-7,2.708019E-7,9.76923E-12,7.404247E-11,7.205423E-4,3.53678E-6,8.245451,6.947825E-5,466655.2,466655.2
7.823885E-6,15.09704,-4.674186E9,1446.163,1446.163,0.001048806,1.0,0.8417787,1.458796E-4,0.03161668,0.002491082,0.009806817,6.351802E-5,0.02126269,0.001442367,8.290388E-4,0.03132804,4.404621E-4,0.001410226,0.006110788,1.556529E-4,4.478543E-4,1.344331E-5,1.994202E-5,0.02135078,0.007099602,0.002846404,2.521714E-4,2.744134E-5,0.003599243,3.586795E-4,2.423278E-6,6.82924E-4,1.119805E-5,2.012871E-4,6.182876E-5,2.183359E-4,4.454213E-7,2.871871E-4,3.904457E-4,5.732287E-4,0.001140898,5.414843E-4,0.001771684,0.001312909,0.006297493,2.721488E-4,2.22361E-7,8.925546E-6,1.354456E-4,1.562852E-6,1.203644E-7,2.719923E-7,9.922292E-12,7.527823E-11,7.072636E-4,3.274764E-6,8.244014,6.947097E-5,466573.9,466573.9
7.873005E-6,15.09785,-4.617991E9,1446.112,1446.112,0.001048806,1.0,0.841669,1.452083E-4,0.03169236,0.002479491,0.009811614,6.320012E-5,0.02131265,0.00144853,8.293424E-4,0.03133048,4.402447E-4,0.001418241,0.006133157,1.560876E-4,4.47001E-4,1.3286E-5,1.971079E-5,0.02135248,0.007076526,0.002847246,2.524444E-4,2.731309E-5,0.003603286,3.610441E-4,2.446632E-6,6.847987E-4,1.128312E-5,2.026614E-4,6.226387E-5,2.187312E-4,4.50247E-7,2.862845E-4,3.886893E-4,5.736433E-4,0.001140965,5.396403E-4,0.00175159,0.001309569,0.00629582,2.71959E-4,2.250195E-7,8.980771E-6,1.357707E-4,1.57447E-6,1.220694E-7,2.726016E-7,1.000172E-11,7.591934E-11,7.005337E-4,3.14757E-6,8.243282,6.946724E-5,466532.4,466532.4
7.910074E-6,15.09846,-4.576097E9,1446.074,1446.074,0.001048806,1.0,0.8415866,1.447064E-4,0.03174922,0.002470821,0.009815185,6.296221E-5,0.02135017,0.001453171,8.295665E-4,0.03133223,4.400811E-4,0.001424283,0.006149947,1.564148E-4,4.463588E-4,1.316885E-5,1.953856E-5,0.02135371,0.007059107,0.002847858,2.526483E-4,2.721707E-5,0.003606312,3.628261E-4,2.46429E-6,6.862079E-4,1.134735E-5,2.036988E-4,6.25915E-5,2.190248E-4,4.539026E-7,2.856055E-4,3.873681E-4,5.739468E-4,0.00114101,5.382525E-4,0.001736596,0.001307053,0.006294564,2.718164E-4,2.27036E-7,9.022402E-6,1.360145E-4,1.583243E-6,1.233632E-7,2.730595E-7,1.006189E-11,7.640489E-11,6.955066E-4,3.05494E-6,8.242733,6.946444E-5,466501.4,466501.4
8.047788E-6,15.1007,-4.424125E9,1445.936,1445.936,0.001048806,1.0,0.8412844,1.428768E-4,0.03195855,0.002439187,0.009828093,6.209295E-5,0.02148825,0.001470329,8.303631E-4,0.03133807,4.394772E-4,0.001446672,0.00621164,1.576236E-4,4.439858E-4,1.274512E-5,1.891534E-5,0.0213578,0.006994384,0.002849963,2.533896E-4,2.686592E-5,0.003617363,3.694271E-4,2.53014E-6,6.914007E-4,1.158618E-5,2.075551E-4,6.38032E-5,2.200798E-4,4.675877E-7,2.831001E-4,3.824916E-4,5.750052E-4,0.001141133,5.331257E-4,0.001682139,0.001297739,0.006289952,2.712909E-4,2.346043E-7,9.176732E-6,1.369088E-4,1.615876E-6,1.282223E-7,2.747458E-7,1.028716E-11,7.822203E-11,6.772108E-4,2.7346E-6,8.240723,6.945414E-5,466387.6,466387.6
8.068833E-6,15.10104,-4.401403E9,1445.915,1445.915,0.001048806,1.0,0.8412387,1.42602E-4,0.03199028,0.002434431,0.009830016,6.19621E-5,0.02150916,0.00147294,8.304799E-4,0.03133887,4.393855E-4,0.001450085,0.006220973,1.578074E-4,4.436249E-4,1.268192E-5,1.882235E-5,0.02135837,0.006984494,0.002850262,2.535007E-4,2.681301E-5,0.003619026,3.704331E-4,2.540237E-6,6.921884E-4,1.16227E-5,2.081447E-4,6.39876E-5,2.202362E-4,4.696934E-7,2.827195E-4,3.817509E-4,5.751576E-4,0.001141146,5.323463E-4,0.001673988,0.001296321,0.006289254,2.712113E-4,2.357715E-7,9.200269E-6,1.370439E-4,1.620869E-6,1.289721E-7,2.750015E-7,1.032183E-11,7.850157E-11,6.744668E-4,2.688772E-6,8.24042,6.945258E-5,466370.4,466370.5
8.091173E-6,15.1014,-4.377413E9,1445.893,1445.893,0.001048806,1.0,0.8411903,1.423116E-4,0.03202389,0.002429404,0.009832044,6.182378E-5,0.02153132,0.001475708,8.306024E-4,0.0313397,4.392882E-4,0.001453707,0.006230852,1.580023E-4,4.432423E-4,1.261528E-5,1.872429E-5,0.02135895,0.006973995,0.002850572,2.53618E-4,2.675707E-5,0.003620783,3.715003E-4,2.550965E-6,6.930229E-4,1.166148E-5,2.087706E-4,6.418312E-5,2.204007E-4,4.71933E-7,2.823162E-4,3.809659E-4,5.753165E-4,0.001141158,5.315201E-4,0.001665384,0.001294816,0.006288515,2.711269E-4,2.370137E-7,9.225242E-6,1.371868E-4,1.62617E-6,1.297702E-7,2.752723E-7,1.035871E-11,7.879888E-11,6.715689E-4,2.641E-6,8.240099,6.945093E-5,466352.3,466352.3
8.147707E-6,15.10231,-4.31739E9,1445.839,1445.839,0.001048806,1.0,0.8410686,1.415828E-4,0.0321086,0.002416783,0.009837113,6.147632E-5,0.02158714,0.001482698,8.309062E-4,0.03134167,4.39043E-4,0.001462861,0.006255729,1.584943E-4,4.422765E-4,1.244865E-5,1.847905E-5,0.02136034,0.006947431,0.002851327,2.53912E-4,2.66165E-5,0.003625198,3.741972E-4,2.57816E-6,6.951272E-4,1.175966E-5,2.10355E-4,6.467688E-5,2.208108E-4,4.776197E-7,2.812988E-4,3.789855E-4,5.757065E-4,0.001141181,5.294348E-4,0.001643831,0.001291015,0.006286656,2.709141E-4,2.401717E-7,9.288376E-6,1.375464E-4,1.639594E-6,1.317996E-7,2.759551E-7,1.045236E-11,7.955376E-11,6.64303E-4,2.523974E-6,8.239292,6.944676E-5,466306.6,466306.6
8.490579E-6,15.10769,-3.972588E9,1445.522,1445.522,0.001048806,1.0,0.8403499,1.373399E-4,0.03261226,0.002343156,0.009866001,5.944457E-5,0.02191862,0.001524653,8.325613E-4,0.03135022,4.375802E-4,0.001518063,0.006402844,1.614434E-4,4.3649E-4,1.149597E-5,1.707572E-5,0.02136642,0.006786577,0.002855025,2.556103E-4,2.579281E-5,0.003650972,3.904411E-4,2.744427E-6,7.076631E-4,1.23562E-5,2.199736E-4,6.763977E-5,2.231085E-4,5.126938E-7,2.752212E-4,3.671592E-4,5.77709E-4,0.001141099,5.169541E-4,0.001519601,0.001268164,0.006275649,2.696484E-4,2.597616E-7,9.669448E-6,1.396662E-4,1.721218E-6,1.444E-7,2.800181E-7,1.103088E-11,8.421079E-11,6.222139E-4,1.919259E-6,8.234548,6.9422E-5,466038.1,466038.1
8.508028E-6,15.10796,-3.955897E9,1445.506,1445.506,0.001048806,1.0,0.8403142,1.371317E-4,0.03263745,0.002339536,0.00986739,5.93445E-5,0.02193518,0.001526768,8.326373E-4,0.03135051,4.37507E-4,0.001520858,0.006410161,1.615919E-4,4.361988E-4,1.145001E-5,1.700797E-5,0.02136662,0.006778409,0.002855174,2.55693E-4,2.575216E-5,0.00365224,3.912625E-4,2.752949E-6,7.082909E-4,1.238661E-5,2.204634E-4,6.778909E-5,2.23217E-4,5.145057E-7,2.749162E-4,3.665658E-4,5.777948E-4,0.001141085,5.163265E-4,0.001513565,0.00126701,0.006275101,2.695851E-4,2.607787E-7,9.688759E-6,1.397713E-4,1.725382E-6,1.450546E-7,2.802214E-7,1.106083E-11,8.445149E-11,6.201593E-4,1.892788E-6,8.234313,6.942076E-5,466024.8,466024.8
8.558969E-6,15.10875,-3.907649E9,1445.461,1445.461,0.001048806,1.0,0.8402104,1.36528E-4,0.03271072,0.002329037,0.0098714,5.905415E-5,0.02198333,0.001532932,8.328548E-4,0.03135127,4.372938E-4,0.001529008,0.006431427,1.620246E-4,4.353503E-4,1.131718E-5,1.681214E-5,0.02136717,0.006754577,0.002855589,2.559324E-4,2.563418E-5,0.003655916,3.936575E-4,2.777857E-6,7.101183E-4,1.247542E-5,2.218937E-4,6.822419E-5,2.235291E-4,5.198096E-7,2.740279E-4,3.648386E-4,5.780367E-4,0.001141039,5.144989E-4,0.001496097,0.001263649,0.006273508,2.694009E-4,2.637592E-7,9.745088E-6,1.400767E-4,1.737541E-6,1.469728E-7,2.80813E-7,1.114852E-11,8.515627E-11,6.14208E-4,1.817637E-6,8.233631,6.941716E-5,465986.2,465986.3
8.572595E-6,15.10896,-3.894826E9,1445.45,1445.45,0.001048806,1.0,0.8401828,1.363676E-4,0.03273025,0.002326246,0.009872462,5.897692E-5,0.02199617,0.001534578,8.329118E-4,0.03135145,4.37237E-4,0.001531186,0.006437092,1.621402E-4,4.351238E-4,1.128198E-5,1.676023E-5,0.0213673,0.006748206,0.002855694,2.559959E-4,2.560279E-5,0.003656894,3.942974E-4,2.784528E-6,7.106057E-4,1.249918E-5,2.222763E-4,6.834036E-5,2.236114E-4,5.21232E-7,2.737909E-4,3.643777E-4,5.780993E-4,0.001141026,5.140111E-4,0.001491462,0.001262751,0.006273083,2.693518E-4,2.645592E-7,9.760144E-6,1.401581E-4,1.740795E-6,1.474878E-7,2.809708E-7,1.117205E-11,8.534532E-11,6.126278E-4,1.798056E-6,8.23345,6.94162E-5,465976.0,465976.0
