Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H9_Soln#13 (),Mole_fraction_TC4H9_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_MCPTD_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NEOC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M2_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_IC8H16_Soln#13 (),Mole_fraction_DIMEPTD_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_BIN1B_Soln#13 (),Mole_fraction_BIN1A_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Mole_fraction_IC12H26_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
0.002213282,15.66488,-1.089828E7,1419.44,1419.44,0.001048806,1.0,0.7564922,7.692745E-6,0.120332,3.790784E-5,0.001585783,1.293391E-6,0.06735299,0.02931281,7.182994E-6,0.002673423,1.892806E-5,0.003560677,0.001634204,6.778019E-5,1.005271E-7,7.603944E-10,1.181838E-9,5.916598E-4,8.726323E-6,1.00017E-5,4.014687E-6,3.350576E-7,0.001191982,0.001444311,3.168312E-4,0.006679356,1.968995E-4,0.001393903,6.613382E-5,1.30282E-6,4.481391E-4,5.322882E-11,1.479536E-7,3.561109E-7,1.503467E-6,6.049332E-11,3.445226E-14,4.901176E-11,0.003828041,7.027158E-5,1.333695E-4,1.613262E-4,6.069447E-6,1.141955E-4,3.966531E-5,1.499003E-5,5.451982E-7,5.835139E-7,-5.852207E-10,1.962057E-303,7.798359,6.695272E-5,441351.9,441351.9
0.002213504,15.66489,-1.089928E7,1419.439,1419.439,0.001048806,1.0,0.7564911,7.69251E-6,0.1203335,3.790514E-5,0.001585609,1.293334E-6,0.06735298,0.02931388,7.18175E-6,0.002672936,1.892458E-5,0.003560285,0.001633994,6.777328E-5,1.004995E-7,7.601675E-10,1.181486E-9,5.914972E-4,8.723909E-6,9.999352E-6,4.013903E-6,3.350376E-7,0.001191938,0.001444264,3.168468E-4,0.006679594,1.968759E-4,0.00139388,6.613267E-5,1.302704E-6,4.481588E-4,5.320969E-11,1.479259E-7,3.559916E-7,1.503118E-6,6.511516E-11,3.443341E-14,4.898532E-11,0.003827919,7.026823E-5,1.333798E-4,1.613264E-4,6.068771E-6,1.141981E-4,3.96683E-5,1.499206E-5,5.453232E-7,5.835954E-7,-6.034357E-10,1.962056E-303,7.798353,6.695269E-5,441351.5,441351.5
0.002213691,15.66489,-1.089999E7,1419.439,1419.439,0.001048806,1.0,0.7564902,7.692312E-6,0.1203347,3.790286E-5,0.001585462,1.293285E-6,0.06735298,0.02931479,7.180699E-6,0.002672524,1.892164E-5,0.003559954,0.001633816,6.776745E-5,1.004762E-7,7.599758E-10,1.181189E-9,5.913598E-4,8.72187E-6,9.997368E-6,4.01324E-6,3.350206E-7,0.001191901,0.001444224,3.168599E-4,0.006679795,1.96856E-4,0.001393862,6.613171E-5,1.302606E-6,4.481754E-4,5.319353E-11,1.479026E-7,3.558909E-7,1.502823E-6,6.905281E-11,3.441749E-14,4.896297E-11,0.003827816,7.02654E-5,1.333884E-4,1.613266E-4,6.068199E-6,1.142002E-4,3.967083E-5,1.499378E-5,5.454289E-7,5.836642E-7,-6.192043E-10,1.962054E-303,7.798347,6.695266E-5,441351.2,441351.2
0.00221386,15.6649,-1.090049E7,1419.438,1419.438,0.001048806,1.0,0.7564894,7.692136E-6,0.1203358,3.79008E-5,0.00158533,1.29324E-6,0.06735297,0.02931561,7.179754E-6,0.002672153,1.891899E-5,0.003559656,0.001633657,6.77622E-5,1.004553E-7,7.598034E-10,1.180922E-9,5.912362E-4,8.720035E-6,9.995582E-6,4.012644E-6,3.350054E-7,0.001191868,0.001444188,3.168717E-4,0.006679975,1.96838E-4,0.001393844,6.613084E-5,1.302518E-6,4.481904E-4,5.317899E-11,1.478809E-7,3.558003E-7,1.502557E-6,7.194709E-11,3.440316E-14,4.894287E-11,0.003827724,7.026286E-5,1.333962E-4,1.613268E-4,6.067685E-6,1.142021E-4,3.96731E-5,1.499533E-5,5.45524E-7,5.837262E-7,-6.311609E-10,1.962053E-303,7.798342,6.695264E-5,441350.9,441350.9
0.002214024,15.6649,-1.090089E7,1419.438,1419.438,0.001048806,1.0,0.7564886,7.691965E-6,0.1203368,3.78988E-5,0.001585202,1.293195E-6,0.06735296,0.0293164,7.178833E-6,0.002671793,1.891641E-5,0.003559365,0.001633501,6.775708E-5,1.004349E-7,7.596356E-10,1.180662E-9,5.911158E-4,8.718248E-6,9.993842E-6,4.012063E-6,3.349906E-7,0.001191836,0.001444153,3.168832E-4,0.006680151,1.968205E-4,0.001393828,6.612999E-5,1.302432E-6,4.48205E-4,5.316483E-11,1.478589E-7,3.55712E-7,1.502299E-6,7.399231E-11,3.438921E-14,4.89233E-11,0.003827634,7.026038E-5,1.334038E-4,1.613269E-4,6.067184E-6,1.14204E-4,3.967532E-5,1.499683E-5,5.456167E-7,5.837866E-7,-6.399971E-10,1.962052E-303,7.798338,6.695262E-5,441350.6,441350.6
0.002214289,15.66491,-1.090123E7,1419.437,1419.437,0.001048806,1.0,0.7564873,7.691683E-6,0.1203386,3.789558E-5,0.001584994,1.293128E-6,0.06735295,0.02931769,7.177348E-6,0.002671211,1.891225E-5,0.003558897,0.001633251,6.774884E-5,1.00402E-7,7.593647E-10,1.180242E-9,5.909217E-4,8.715367E-6,9.991038E-6,4.011127E-6,3.349666E-7,0.001191784,0.001444096,3.169017E-4,0.006680435,1.967923E-4,0.001393801,6.612862E-5,1.302294E-6,4.482285E-4,5.314201E-11,1.478256E-7,3.555697E-7,1.501882E-6,7.934022E-11,3.436673E-14,4.889176E-11,0.003827489,7.025638E-5,1.334161E-4,1.613272E-4,6.066377E-6,1.14207E-4,3.967889E-5,1.499926E-5,5.457662E-7,5.83884E-7,-6.599427E-10,1.96205E-303,7.79833,6.695258E-5,441350.2,441350.2
0.002214493,15.66492,-1.090258E7,1419.437,1419.437,0.001048806,1.0,0.7564863,7.691465E-6,0.1203399,3.789309E-5,0.001584834,1.293076E-6,0.06735295,0.02931868,7.176203E-6,0.002670762,1.890904E-5,0.003558536,0.001633057,6.774247E-5,1.003767E-7,7.591555E-10,1.179918E-9,5.90772E-4,8.713144E-6,9.988877E-6,4.010405E-6,3.349481E-7,0.001191744,0.001444052,3.16916E-4,0.006680654,1.967705E-4,0.001393781,6.612756E-5,1.302187E-6,4.482467E-4,5.312441E-11,1.478014E-7,3.5546E-7,1.50156E-6,8.50032E-11,3.434939E-14,4.886744E-11,0.003827377,7.025329E-5,1.334255E-4,1.613274E-4,6.065754E-6,1.142093E-4,3.968165E-5,1.500114E-5,5.458816E-7,5.839591E-7,-6.827704E-10,1.962048E-303,7.798324,6.695256E-5,441349.8,441349.9
0.002214659,15.66492,-1.090332E7,1419.436,1419.436,0.001048806,1.0,0.7564855,7.691292E-6,0.120341,3.789107E-5,0.001584705,1.293033E-6,0.06735294,0.02931948,7.175275E-6,0.002670399,1.890644E-5,0.003558243,0.001632901,6.773732E-5,1.003561E-7,7.589863E-10,1.179655E-9,5.906507E-4,8.711344E-6,9.987126E-6,4.00982E-6,3.349331E-7,0.001191711,0.001444017,3.169276E-4,0.006680832,1.967529E-4,0.001393764,6.612671E-5,1.302101E-6,4.482614E-4,5.311015E-11,1.477812E-7,3.553711E-7,1.5013E-6,8.896629E-11,3.433536E-14,4.884774E-11,0.003827286,7.025079E-5,1.334332E-4,1.613276E-4,6.065249E-6,1.142112E-4,3.968389E-5,1.500266E-5,5.45975E-7,5.8402E-7,-6.992781E-10,1.962047E-303,7.798319,6.695254E-5,441349.6,441349.6
0.002214807,15.66493,-1.090363E7,1419.436,1419.436,0.001048806,1.0,0.7564848,7.69114E-6,0.1203419,3.788927E-5,0.001584589,1.292992E-6,0.06735293,0.0293202,7.174446E-6,0.002670074,1.890412E-5,0.003557982,0.001632761,6.773271E-5,1.003378E-7,7.588353E-10,1.179421E-9,5.905424E-4,8.709736E-6,9.985561E-6,4.009297E-6,3.349197E-7,0.001191682,0.001443985,3.169379E-4,0.00668099,1.967372E-4,0.001393749,6.612594E-5,1.302024E-6,4.482745E-4,5.309741E-11,1.477616E-7,3.552917E-7,1.501067E-6,9.108709E-11,3.432281E-14,4.883014E-11,0.003827205,7.024856E-5,1.3344E-4,1.613278E-4,6.064798E-6,1.142129E-4,3.968588E-5,1.500401E-5,5.460586E-7,5.840744E-7,-7.089322E-10,1.962046E-303,7.798315,6.695252E-5,441349.3,441349.3
0.002215061,15.66493,-1.090312E7,1419.435,1419.435,0.001048806,1.0,0.7564835,7.690867E-6,0.1203435,3.788618E-5,0.001584391,1.292928E-6,0.06735292,0.02932143,7.173026E-6,0.002669517,1.890014E-5,0.003557533,0.001632521,6.772482E-5,1.003063E-7,7.585763E-10,1.17902E-9,5.903566E-4,8.706979E-6,9.982879E-6,4.008401E-6,3.348969E-7,0.001191632,0.001443931,3.169557E-4,0.006681262,1.967101E-4,0.001393723,6.612463E-5,1.301891E-6,4.48297E-4,5.307558E-11,1.477309E-7,3.551556E-7,1.500668E-6,9.75509E-11,3.430132E-14,4.879999E-11,0.003827066,7.024473E-5,1.334518E-4,1.61328E-4,6.064026E-6,1.142158E-4,3.96893E-5,1.500634E-5,5.462018E-7,5.841677E-7,-7.327277E-10,1.962044E-303,7.798307,6.695248E-5,441348.9,441348.9
0.00221526,15.66494,-1.090402E7,1419.435,1419.435,0.001048806,1.0,0.7564825,7.690656E-6,0.1203448,3.788376E-5,0.001584235,1.292879E-6,0.06735291,0.0293224,7.17191E-6,0.00266908,1.889701E-5,0.003557181,0.001632332,6.771862E-5,1.002816E-7,7.583725E-10,1.178704E-9,5.902108E-4,8.704815E-6,9.980775E-6,4.007698E-6,3.348788E-7,0.001191593,0.001443888,3.169696E-4,0.006681476,1.966889E-4,0.001393703,6.61236E-5,1.301787E-6,4.483147E-4,5.305844E-11,1.477081E-7,3.550487E-7,1.500355E-6,1.039034E-10,3.428445E-14,4.877632E-11,0.003826957,7.024172E-5,1.33461E-4,1.613282E-4,6.063419E-6,1.142181E-4,3.969199E-5,1.500817E-5,5.463144E-7,5.84241E-7,-7.580514E-10,1.962043E-303,7.798301,6.695246E-5,441348.6,441348.6
0.002215409,15.66495,-1.090498E7,1419.434,1419.434,0.001048806,1.0,0.7564818,7.690503E-6,0.1203458,3.788195E-5,0.001584119,1.292839E-6,0.06735291,0.02932312,7.171078E-6,0.002668754,1.889468E-5,0.003556919,0.001632192,6.771399E-5,1.002632E-7,7.582209E-10,1.178469E-9,5.901021E-4,8.703201E-6,9.979205E-6,4.007173E-6,3.348653E-7,0.001191564,0.001443857,3.1698E-4,0.006681635,1.966731E-4,0.001393688,6.612283E-5,1.30171E-6,4.483279E-4,5.304567E-11,1.476894E-7,3.54969E-7,1.500121E-6,1.070505E-10,3.427187E-14,4.875867E-11,0.003826875,7.023948E-5,1.334678E-4,1.613284E-4,6.062966E-6,1.142197E-4,3.9694E-5,1.500953E-5,5.463983E-7,5.842956E-7,-7.724393E-10,1.962042E-303,7.798297,6.695244E-5,441348.3,441348.3
0.002215556,15.66495,-1.090562E7,1419.434,1419.434,0.001048806,1.0,0.7564811,7.690352E-6,0.1203467,3.788016E-5,0.001584004,1.292797E-6,0.0673529,0.02932383,7.170256E-6,0.002668431,1.889237E-5,0.003556659,0.001632053,6.770942E-5,1.00245E-7,7.580712E-10,1.178237E-9,5.899946E-4,8.701605E-6,9.977651E-6,4.006654E-6,3.348522E-7,0.001191535,0.001443825,3.169903E-4,0.006681792,1.966575E-4,0.001393673,6.612207E-5,1.301633E-6,4.48341E-4,5.303303E-11,1.476695E-7,3.548902E-7,1.49989E-6,1.087642E-10,3.425944E-14,4.874123E-11,0.003826795,7.023726E-5,1.334746E-4,1.613285E-4,6.062519E-6,1.142214E-4,3.969598E-5,1.501088E-5,5.464813E-7,5.843497E-7,-7.815155E-10,1.962041E-303,7.798293,6.695242E-5,441348.1,441348.1
0.0022158,15.66496,-1.090735E7,1419.433,1419.433,0.001048806,1.0,0.7564799,7.690092E-6,0.1203483,3.787719E-5,0.001583813,1.292734E-6,0.06735289,0.02932501,7.16889E-6,0.002667896,1.888855E-5,0.003556228,0.001631822,6.770183E-5,1.002147E-7,7.578223E-10,1.177851E-9,5.89816E-4,8.698955E-6,9.975074E-6,4.005793E-6,3.348302E-7,0.001191487,0.001443773,3.170074E-4,0.006682054,1.966315E-4,0.001393649,6.612081E-5,1.301506E-6,4.483626E-4,5.301206E-11,1.476385E-7,3.547595E-7,1.499507E-6,1.137228E-10,3.42388E-14,4.871227E-11,0.003826661,7.023358E-5,1.334859E-4,1.613288E-4,6.061776E-6,1.142242E-4,3.969927E-5,1.501312E-5,5.466192E-7,5.844394E-7,-8.035286E-10,1.962039E-303,7.798285,6.695239E-5,441347.7,441347.7
0.002215991,15.66496,-1.090798E7,1419.433,1419.433,0.001048806,1.0,0.756479,7.689889E-6,0.1203496,3.787487E-5,0.001583664,1.292686E-6,0.06735288,0.02932594,7.167822E-6,0.002667478,1.888556E-5,0.003555891,0.001631642,6.769589E-5,1.001911E-7,7.576274E-10,1.177549E-9,5.896765E-4,8.696884E-6,9.973059E-6,4.00512E-6,3.348129E-7,0.00119145,0.001443732,3.170207E-4,0.006682258,1.966112E-4,0.001393629,6.611982E-5,1.301406E-6,4.483795E-4,5.299566E-11,1.476158E-7,3.546572E-7,1.499207E-6,1.190723E-10,3.422267E-14,4.868964E-11,0.003826556,7.02307E-5,1.334948E-4,1.61329E-4,6.061195E-6,1.142264E-4,3.970185E-5,1.501487E-5,5.467271E-7,5.845096E-7,-8.254647E-10,1.962037E-303,7.79828,6.695236E-5,441347.4,441347.4
0.002216145,15.66497,-1.090846E7,1419.432,1419.432,0.001048806,1.0,0.7564782,7.689729E-6,0.1203506,3.787299E-5,0.001583543,1.292645E-6,0.06735288,0.02932669,7.166957E-6,0.002667139,1.888313E-5,0.003555618,0.001631496,6.769108E-5,1.001719E-7,7.574698E-10,1.177305E-9,5.895634E-4,8.695206E-6,9.971428E-6,4.004575E-6,3.347989E-7,0.001191419,0.001443699,3.170315E-4,0.006682424,1.965947E-4,0.001393614,6.611902E-5,1.301326E-6,4.483933E-4,5.298239E-11,1.475964E-7,3.545744E-7,1.498964E-6,1.225088E-10,3.420961E-14,4.867132E-11,0.003826472,7.022837E-5,1.335019E-4,1.613291E-4,6.060724E-6,1.142281E-4,3.970393E-5,1.501629E-5,5.468145E-7,5.845665E-7,-8.402148E-10,1.962036E-303,7.798275,6.695234E-5,441347.1,441347.1
0.002216295,15.66497,-1.090909E7,1419.432,1419.432,0.001048806,1.0,0.7564775,7.689575E-6,0.1203515,3.787117E-5,0.001583425,1.292603E-6,0.06735287,0.02932741,7.166118E-6,0.002666809,1.888078E-5,0.003555353,0.001631354,6.768641E-5,1.001534E-7,7.57317E-10,1.177068E-9,5.894537E-4,8.693578E-6,9.969842E-6,4.004045E-6,3.347854E-7,0.00119139,0.001443667,3.17042E-4,0.006682584,1.965787E-4,0.001393599,6.611825E-5,1.301247E-6,4.484066E-4,5.29695E-11,1.47576E-7,3.54494E-7,1.498728E-6,1.242456E-10,3.419693E-14,4.865353E-11,0.003826389,7.02261E-5,1.335088E-4,1.613293E-4,6.060267E-6,1.142298E-4,3.970596E-5,1.501767E-5,5.468993E-7,5.846218E-7,-8.487539E-10,1.962035E-303,7.798271,6.695232E-5,441346.9,441346.9
0.002216518,15.66498,-1.091028E7,1419.431,1419.431,0.001048806,1.0,0.7564764,7.689338E-6,0.120353,3.786846E-5,0.001583251,1.292546E-6,0.06735286,0.02932849,7.164872E-6,0.002666321,1.887729E-5,0.003554959,0.001631143,6.767949E-5,1.001258E-7,7.570899E-10,1.176716E-9,5.892909E-4,8.691162E-6,9.967492E-6,4.00326E-6,3.347654E-7,0.001191346,0.00144362,3.170576E-4,0.006682823,1.96555E-4,0.001393576,6.611709E-5,1.301131E-6,4.484263E-4,5.295038E-11,1.475483E-7,3.543748E-7,1.498379E-6,1.294536E-10,3.417813E-14,4.862715E-11,0.003826267,7.022274E-5,1.335191E-4,1.613295E-4,6.05959E-6,1.142324E-4,3.970897E-5,1.501971E-5,5.470253E-7,5.847037E-7,-8.704675E-10,1.962033E-303,7.798264,6.695229E-5,441346.5,441346.5
0.002216692,15.66498,-1.091109E7,1419.431,1419.431,0.001048806,1.0,0.7564756,7.689153E-6,0.1203541,3.786634E-5,0.001583115,1.292502E-6,0.06735285,0.02932934,7.163899E-6,0.00266594,1.887456E-5,0.003554652,0.001630979,6.767407E-5,1.001042E-7,7.569124E-10,1.176441E-9,5.891637E-4,8.689274E-6,9.965657E-6,4.002646E-6,3.347496E-7,0.001191312,0.001443583,3.170698E-4,0.006683009,1.965365E-4,0.001393558,6.611619E-5,1.30104E-6,4.484418E-4,5.293544E-11,1.475274E-7,3.542817E-7,1.498106E-6,1.341645E-10,3.416344E-14,4.860654E-11,0.003826172,7.022012E-5,1.335272E-4,1.613297E-4,6.05906E-6,1.142343E-4,3.971131E-5,1.502131E-5,5.471237E-7,5.847677E-7,-8.903742E-10,1.962032E-303,7.798259,6.695227E-5,441346.2,441346.2
0.00221684,15.66499,-1.091135E7,1419.431,1419.431,0.001048806,1.0,0.7564748,7.689001E-6,0.120355,3.786455E-5,0.001583,1.292462E-6,0.06735285,0.02933005,7.163075E-6,0.002665617,1.887225E-5,0.003554392,0.00163084,6.766949E-5,1.00086E-7,7.567622E-10,1.176208E-9,5.89056E-4,8.687675E-6,9.964101E-6,4.002127E-6,3.347363E-7,0.001191283,0.001443551,3.170801E-4,0.006683167,1.965208E-4,0.001393544,6.611543E-5,1.300964E-6,4.484549E-4,5.29228E-11,1.475084E-7,3.542028E-7,1.497874E-6,1.369665E-10,3.415101E-14,4.858909E-11,0.003826091,7.021789E-5,1.33534E-4,1.613298E-4,6.058612E-6,1.14236E-4,3.97133E-5,1.502267E-5,5.472071E-7,5.84822E-7,-9.029978E-10,1.962031E-303,7.798255,6.695225E-5,441346.0,441346.0
0.002217041,15.665,-1.091051E7,1419.43,1419.43,0.001048806,1.0,0.7564739,7.688792E-6,0.1203563,3.78621E-5,0.001582843,1.292408E-6,0.06735284,0.02933103,7.161949E-6,0.002665175,1.88691E-5,0.003554036,0.001630649,6.766323E-5,1.000611E-7,7.565575E-10,1.175891E-9,5.889089E-4,8.685492E-6,9.961977E-6,4.001417E-6,3.347183E-7,0.001191244,0.001443508,3.170941E-4,0.006683383,1.964994E-4,0.001393523,6.611439E-5,1.300859E-6,4.484727E-4,5.290553E-11,1.474818E-7,3.540951E-7,1.497558E-6,1.401907E-10,3.413403E-14,4.856527E-11,0.003825981,7.021485E-5,1.335433E-4,1.6133E-4,6.057999E-6,1.142383E-4,3.971602E-5,1.502452E-5,5.47321E-7,5.848961E-7,-9.15704E-10,1.96203E-303,7.798249,6.695222E-5,441345.6,441345.6
0.002217251,15.665,-1.091175E7,1419.43,1419.43,0.001048806,1.0,0.7564728,7.688568E-6,0.1203577,3.785956E-5,0.001582679,1.292356E-6,0.06735283,0.02933204,7.160779E-6,0.002664717,1.886582E-5,0.003553667,0.001630452,6.765672E-5,1.000352E-7,7.56344E-10,1.17556E-9,5.88756E-4,8.683223E-6,9.959771E-6,4.00068E-6,3.346993E-7,0.001191202,0.001443463,3.171088E-4,0.006683607,1.964771E-4,0.001393502,6.611331E-5,1.30075E-6,4.484913E-4,5.288758E-11,1.474564E-7,3.539831E-7,1.49723E-6,1.457946E-10,3.411639E-14,4.854051E-11,0.003825866,7.021169E-5,1.33553E-4,1.613302E-4,6.057363E-6,1.142407E-4,3.971885E-5,1.502644E-5,5.474394E-7,5.849732E-7,-9.396311E-10,1.962028E-303,7.798243,6.69522E-5,441345.3,441345.3
0.002217418,15.66501,-1.091266E7,1419.429,1419.429,0.001048806,1.0,0.756472,7.688392E-6,0.1203588,3.785753E-5,0.001582549,1.292313E-6,0.06735282,0.02933285,7.159848E-6,0.002664351,1.886321E-5,0.003553372,0.001630294,6.765153E-5,1.000146E-7,7.561741E-10,1.175297E-9,5.886343E-4,8.681417E-6,9.958014E-6,4.000093E-6,3.346842E-7,0.00119117,0.001443428,3.171204E-4,0.006683785,1.964594E-4,0.001393485,6.611244E-5,1.300663E-6,4.485061E-4,5.287329E-11,1.47436E-7,3.53894E-7,1.496968E-6,1.500857E-10,3.410234E-14,4.852081E-11,0.003825775,7.020918E-5,1.335607E-4,1.613304E-4,6.056856E-6,1.142426E-4,3.97211E-5,1.502797E-5,5.475337E-7,5.850345E-7,-9.585733E-10,1.962027E-303,7.798238,6.695217E-5,441345.0,441345.0
0.002217563,15.66501,-1.09131E7,1419.429,1419.429,0.001048806,1.0,0.7564713,7.688243E-6,0.1203597,3.785577E-5,0.001582436,1.292273E-6,0.06735281,0.02933355,7.159037E-6,0.002664034,1.886094E-5,0.003553116,0.001630157,6.764702E-5,9.999662E-8,7.560265E-10,1.175068E-9,5.885284E-4,8.679844E-6,9.956484E-6,3.999581E-6,3.346712E-7,0.001191141,0.001443397,3.171306E-4,0.006683941,1.964439E-4,0.001393471,6.611169E-5,1.300587E-6,4.48519E-4,5.286085E-11,1.474169E-7,3.538164E-7,1.496741E-6,1.524292E-10,3.409012E-14,4.850366E-11,0.003825695,7.020699E-5,1.335674E-4,1.613305E-4,6.056415E-6,1.142442E-4,3.972306E-5,1.50293E-5,5.476159E-7,5.850879E-7,-9.701688E-10,1.962026E-303,7.798234,6.695215E-5,441344.8,441344.8
0.002217748,15.66502,-1.091328E7,1419.428,1419.428,0.001048806,1.0,0.7564704,7.688051E-6,0.1203609,3.785352E-5,0.001582291,1.292222E-6,0.0673528,0.02933445,7.158003E-6,0.002663628,1.885804E-5,0.003552789,0.001629982,6.764126E-5,9.997372E-8,7.558384E-10,1.174776E-9,5.883932E-4,8.677838E-6,9.954531E-6,3.998929E-6,3.346546E-7,0.001191105,0.001443357,3.171435E-4,0.006684139,1.964242E-4,0.001393452,6.611073E-5,1.300491E-6,4.485354E-4,5.284499E-11,1.473912E-7,3.537175E-7,1.496451E-6,1.542254E-10,3.407453E-14,4.848179E-11,0.003825594,7.02042E-5,1.33576E-4,1.613307E-4,6.055852E-6,1.142463E-4,3.972555E-5,1.5031E-5,5.477207E-7,5.851561E-7,-9.805474E-10,1.962024E-303,7.798228,6.695213E-5,441344.4,441344.4
0.002217987,15.66502,-1.091395E7,1419.428,1419.428,0.001048806,1.0,0.7564692,7.687794E-6,0.1203624,3.785063E-5,0.001582105,1.292164E-6,0.06735279,0.0293356,7.156672E-6,0.002663106,1.885431E-5,0.003552368,0.001629757,6.763385E-5,9.994427E-8,7.555956E-10,1.1744E-9,5.882193E-4,8.675258E-6,9.952021E-6,3.99809E-6,3.346331E-7,0.001191058,0.001443306,3.171602E-4,0.006684394,1.963989E-4,0.001393428,6.61095E-5,1.300366E-6,4.485565E-4,5.282458E-11,1.473621E-7,3.535902E-7,1.496077E-6,1.604853E-10,3.405448E-14,4.845366E-11,0.003825463,7.02006E-5,1.33587E-4,1.61331E-4,6.055128E-6,1.14249E-4,3.972877E-5,1.503319E-5,5.478556E-7,5.852439E-7,-1.007352E-9,1.962023E-303,7.798221,6.69521E-5,441344.1,441344.1
0.002218162,15.66503,-1.091465E7,1419.427,1419.427,0.001048806,1.0,0.7564684,7.68761E-6,0.1203636,3.784851E-5,0.001581968,1.292119E-6,0.06735279,0.02933645,7.155696E-6,0.002662723,1.885157E-5,0.00355206,0.001629592,6.762842E-5,9.992268E-8,7.554177E-10,1.174124E-9,5.880918E-4,8.673366E-6,9.950182E-6,3.997476E-6,3.346173E-7,0.001191024,0.001443269,3.171724E-4,0.006684581,1.963803E-4,0.00139341,6.61086E-5,1.300275E-6,4.48572E-4,5.280962E-11,1.473405E-7,3.534968E-7,1.495803E-6,1.648432E-10,3.403979E-14,4.843304E-11,0.003825367,7.019797E-5,1.335951E-4,1.613311E-4,6.054597E-6,1.14251E-4,3.973113E-5,1.50348E-5,5.479545E-7,5.853082E-7,-1.02682E-9,1.962021E-303,7.798216,6.695208E-5,441343.8,441343.8
0.002218306,15.66503,-1.091532E7,1419.427,1419.427,0.001048806,1.0,0.7564677,7.687462E-6,0.1203645,3.784675E-5,0.001581855,1.292079E-6,0.06735278,0.02933715,7.154889E-6,0.002662407,1.884931E-5,0.003551805,0.001629455,6.762393E-5,9.99048E-8,7.552707E-10,1.173896E-9,5.879863E-4,8.6718E-6,9.948658E-6,3.996966E-6,3.346042E-7,0.001190996,0.001443238,3.171825E-4,0.006684736,1.963649E-4,0.001393395,6.610785E-5,1.3002E-6,4.485848E-4,5.279724E-11,1.473212E-7,3.534196E-7,1.495577E-6,1.670066E-10,3.402762E-14,4.841598E-11,0.003825288,7.019578E-5,1.336018E-4,1.613313E-4,6.054157E-6,1.142526E-4,3.973308E-5,1.503613E-5,5.480365E-7,5.853615E-7,-1.037876E-9,1.96202E-303,7.798212,6.695206E-5,441343.5,441343.5
0.002218527,15.66504,-1.09176E7,1419.426,1419.426,0.001048806,1.0,0.7564666,7.687231E-6,0.1203659,3.784407E-5,0.001581683,1.29202E-6,0.06735277,0.02933822,7.153656E-6,0.002661923,1.884586E-5,0.003551415,0.001629247,6.761706E-5,9.987752E-8,7.550464E-10,1.173549E-9,5.878252E-4,8.66941E-6,9.946332E-6,3.996189E-6,3.345844E-7,0.001190952,0.001443191,3.17198E-4,0.006684973,1.963414E-4,0.001393373,6.61067E-5,1.300085E-6,4.486044E-4,5.277835E-11,1.472913E-7,3.533017E-7,1.495231E-6,1.699733E-10,3.400907E-14,4.838994E-11,0.003825167,7.019245E-5,1.33612E-4,1.613315E-4,6.053486E-6,1.142552E-4,3.973606E-5,1.503815E-5,5.481615E-7,5.854428E-7,-1.05372E-9,1.962019E-303,7.798205,6.695203E-5,441343.2,441343.2
