Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_TC4H9_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_FULVENE_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NEOC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_IC8H16_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_INDENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Mole_fraction_IC12H26_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
2.057629E-5,14.9984,-8.841866E7,1049.765,1049.765,0.001598181,1.0,0.9451391,2.67184E-5,1.585258E-5,2.302665E-6,2.238343E-6,1.296432E-5,8.831553E-10,1.881151E-7,3.537002E-5,2.486152E-6,7.161278E-10,1.940856E-6,4.219031E-8,6.923261E-7,3.218883E-6,5.064427E-5,8.388247E-6,2.623451E-6,3.554914E-8,2.561337E-6,2.303486E-6,7.407812E-12,4.64916E-7,4.013302E-14,8.771434E-11,4.167616E-11,2.035697E-8,1.624028E-6,2.681171E-9,1.480188E-8,4.850775E-11,2.109646E-6,1.619593E-8,9.030801E-12,2.007553E-12,2.035157E-7,3.020826E-6,0.01918941,3.8711E-6,0.007921598,8.995122E-7,2.897882E-15,8.419086E-14,6.168207E-9,1.862407E-9,1.992948E-13,3.307787E-11,1.272178E-9,0.01041732,0.01714854,9.178882,1.065564E-4,519483.1,519483.1
2.081293E-5,14.99839,-8.862055E7,1049.762,1049.762,0.001598181,1.0,0.9451371,2.731453E-5,1.598784E-5,2.359039E-6,2.260541E-6,1.323035E-5,9.145632E-10,1.935498E-7,3.597963E-5,2.523025E-6,7.458668E-10,1.981992E-6,4.341339E-8,7.030426E-7,3.228913E-6,5.144624E-5,8.501282E-6,2.677275E-6,3.65945E-8,2.602892E-6,2.353716E-6,7.780579E-12,4.746474E-7,4.297437E-14,9.149825E-11,4.307728E-11,2.087315E-8,1.656247E-6,2.775857E-9,1.536617E-8,5.033231E-11,2.154473E-6,1.688869E-8,9.416972E-12,2.096178E-12,2.067398E-7,3.084016E-6,0.01918899,3.953068E-6,0.007921554,9.180591E-7,3.136012E-15,8.965422E-14,6.409E-9,1.904837E-9,2.08833E-13,3.480682E-11,1.328536E-9,0.01041701,0.01714822,9.178863,1.065565E-4,519482.1,519482.1
2.138664E-5,14.99834,-8.909885E7,1049.754,1049.754,0.001598181,1.0,0.9451321,2.878069E-5,1.631019E-5,2.498228E-6,2.313506E-6,1.388392E-5,9.938151E-10,2.070835E-7,3.747103E-5,2.612431E-6,8.215164E-10,2.083081E-6,4.645935E-8,7.291811E-7,3.252834E-6,5.340598E-5,8.776431E-6,2.809821E-6,3.92083E-8,2.704285E-6,2.477347E-6,8.741447E-12,4.98557E-7,5.055536E-14,1.011426E-10,4.659728E-11,2.214945E-8,1.735403E-6,3.014188E-9,1.679271E-8,5.494343E-11,2.264635E-6,1.865424E-8,1.040471E-11,2.323066E-12,2.146197E-7,3.23926E-6,0.01918796,4.154491E-6,0.007921445,9.635666E-7,3.783682E-15,1.040932E-13,7.019723E-9,2.009346E-9,2.33372E-13,3.928935E-11,1.472359E-9,0.01041626,0.01714746,9.178819,1.065568E-4,519479.6,519479.6
2.230262E-5,14.99828,-8.982521E7,1049.741,1049.741,0.001598181,1.0,0.9451241,3.118101E-5,1.680883E-5,2.727648E-6,2.395597E-6,1.495197E-5,1.12963E-9,2.297292E-7,3.989045E-5,2.755062E-6,9.529907E-10,2.248351E-6,5.155668E-8,7.713622E-7,3.289895E-6,5.657877E-5,9.218857E-6,3.027366E-6,4.361314E-8,2.867945E-6,2.680041E-6,1.045071E-11,5.376332E-7,6.489083E-14,1.179618E-10,5.258251E-11,2.425868E-8,1.86477E-6,3.420754E-9,1.924467E-8,6.286601E-11,2.444744E-6,2.173236E-8,1.213938E-11,2.722059E-12,2.273806E-7,3.492944E-6,0.01918628,4.483762E-6,0.007921268,1.037752E-6,5.051014E-15,1.309407E-13,8.075695E-9,2.180912E-9,2.768957E-13,4.734843E-11,1.723665E-9,0.01041503,0.01714623,9.178747,1.065572E-4,519475.5,519475.5
2.278015E-5,14.99825,-9.01865E7,1049.735,1049.735,0.001598181,1.0,0.9451198,3.246056E-5,1.70611E-5,2.850683E-6,2.437189E-6,1.552045E-5,1.205092E-9,2.420384E-7,4.116993E-5,2.829287E-6,1.026943E-9,2.336348E-6,5.432762E-8,7.935655E-7,3.308672E-6,5.825368E-5,9.450976E-6,3.143639E-6,4.602901E-8,2.954076E-6,2.788248E-6,1.143219E-11,5.58433E-7,7.358026E-14,1.27451E-10,5.588461E-11,2.539264E-8,1.933641E-6,3.645681E-9,2.061021E-8,6.727736E-11,2.540645E-6,2.346826E-8,1.312501E-11,2.948968E-12,2.341186E-7,3.62796E-6,0.01918539,4.659063E-6,0.007921174,1.077144E-6,5.842813E-15,1.469739E-13,8.666991E-9,2.27261E-9,3.018331E-13,5.20216E-11,1.865662E-9,0.01041438,0.01714558,9.178709,1.065575E-4,519473.3,519473.3
2.297033E-5,14.99823,-9.032591E7,1049.732,1049.732,0.001598181,1.0,0.9451181,3.29755E-5,1.71601E-5,2.900337E-6,2.453521E-6,1.574905E-5,1.236068E-9,2.470377E-7,4.168295E-5,2.858809E-6,1.057473E-9,2.371743E-6,5.545307E-8,8.024488E-7,3.316045E-6,5.892468E-5,9.543696E-6,3.190491E-6,4.701007E-8,2.988527E-6,2.831827E-6,1.184137E-11,5.66798E-7,7.729773E-14,1.313742E-10,5.723551E-11,2.585082E-8,1.961341E-6,3.737815E-9,2.117129E-8,6.908989E-11,2.579219E-6,2.418576E-8,1.353401E-11,3.043155E-12,2.368182E-7,3.682255E-6,0.01918504,4.729569E-6,0.007921136,1.092967E-6,6.18653E-15,1.537845E-13,8.91059E-9,2.30956E-9,3.122206E-13,5.397923E-11,1.924406E-9,0.01041411,0.01714531,9.178693,1.065576E-4,519472.4,519472.4
2.40181E-5,14.99816,-9.106676E7,1049.717,1049.717,0.001598181,1.0,0.9451086,3.586462E-5,1.769109E-5,3.180296E-6,2.541193E-6,1.703011E-5,1.416166E-9,2.755436E-7,4.454294E-5,3.02096E-6,1.236792E-9,2.570141E-6,6.187087E-8,8.517845E-7,3.35564E-6,6.266E-5,1.00572E-5,3.454045E-6,5.264597E-8,3.179721E-6,3.076676E-6,1.428744E-11,6.136766E-7,1.005936E-13,1.544759E-10,6.504223E-11,2.843986E-8,2.116621E-6,4.271392E-9,2.443846E-8,7.964493E-11,2.795444E-6,2.840783E-8,1.595983E-11,3.601989E-12,2.518493E-7,3.986493E-6,0.01918306,5.124749E-6,0.007920926,1.181443E-6,8.399736E-15,1.959102E-13,1.033595E-8,2.517373E-9,3.74237E-13,6.578662E-11,2.270638E-9,0.01041265,0.01714386,9.178608,1.065581E-4,519467.6,519467.6
2.440761E-5,14.99814,-9.132953E7,1049.712,1049.712,0.001598181,1.0,0.945105,3.696069E-5,1.788231E-5,3.287089E-6,2.572792E-6,1.751549E-5,1.487288E-9,2.865545E-7,4.562038E-5,3.080974E-6,1.308393E-9,2.645335E-6,6.435005E-8,8.702925E-7,3.36992E-6,6.406492E-5,1.024921E-5,3.554353E-6,5.484846E-8,3.251363E-6,3.169725E-6,1.528327E-11,6.314393E-7,1.10577E-13,1.637263E-10,6.810433E-11,2.942998E-8,2.175482E-6,4.481159E-9,2.573056E-8,8.38201E-11,2.877394E-6,3.009688E-8,1.693954E-11,3.827722E-12,2.575038E-7,4.101754E-6,0.01918231,5.274508E-6,0.007920846,1.214879E-6,9.376365E-15,2.137098E-13,1.090274E-8,2.596436E-9,3.994574E-13,7.064189E-11,2.409394E-9,0.01041209,0.01714332,9.178576,1.065583E-4,519465.8,519465.8
2.463748E-5,14.99812,-9.148056E7,1049.708,1049.708,0.001598181,1.0,0.9451029,3.761303E-5,1.799362E-5,3.350792E-6,2.59119E-6,1.780421E-5,1.530344E-9,2.93157E-7,4.625978E-5,3.116313E-6,1.35194E-9,2.690068E-6,6.583673E-8,8.812567E-7,3.378237E-6,6.489809E-5,1.03628E-5,3.614134E-6,5.617099E-8,3.293778E-6,3.225145E-6,1.589392E-11,6.420056E-7,1.168345E-13,1.69359E-10,6.995281E-11,3.002124E-8,2.210503E-6,4.607903E-9,2.65132E-8,8.634941E-11,2.926148E-6,3.112487E-8,1.753843E-11,3.965708E-12,2.608574E-7,4.170313E-6,0.01918187,5.363596E-6,0.007920799,1.234745E-6,9.99629E-15,2.24799E-13,1.124686E-8,2.643549E-9,4.149178E-13,7.36322E-11,2.493909E-9,0.01041176,0.01714299,9.178557,1.065584E-4,519464.8,519464.8
2.475571E-5,14.99811,-9.155673E7,1049.707,1049.707,0.001598181,1.0,0.9451018,3.795012E-5,1.805042E-5,3.383751E-6,2.60058E-6,1.795336E-5,1.552806E-9,2.965831E-7,4.658966E-5,3.134464E-6,1.374716E-9,2.713178E-6,6.660818E-8,8.86908E-7,3.382483E-6,6.532779E-5,1.042131E-5,3.64505E-6,5.685842E-8,3.315631E-6,3.253796E-6,1.621476E-11,6.474642E-7,1.201626E-13,1.72307E-10,7.091559E-11,3.032734E-8,2.228597E-6,4.673951E-9,2.692159E-8,8.766937E-11,2.951336E-6,3.166272E-8,1.785257E-11,4.038083E-12,2.62587E-7,4.205729E-6,0.01918164,5.409621E-6,0.007920774,1.245001E-6,1.032833E-14,2.30677E-13,1.142666E-8,2.667912E-9,4.230397E-13,7.520717E-11,2.538146E-9,0.01041159,0.01714283,9.178547,1.065584E-4,519464.2,519464.2
2.494099E-5,14.9981,-9.167463E7,1049.704,1049.704,0.001598181,1.0,0.9451,3.848057E-5,1.813882E-5,3.435675E-6,2.615195E-6,1.818801E-5,1.588455E-9,3.019944E-7,4.710804E-5,3.162874E-6,1.410944E-9,2.749539E-6,6.782668E-8,8.95781E-7,3.389092E-6,6.60028E-5,1.05131E-5,3.693735E-6,5.794441E-8,3.34993E-6,3.298899E-6,1.672721E-11,6.560518E-7,1.255365E-13,1.769989E-10,7.244142E-11,3.080983E-8,2.257067E-6,4.778669E-9,2.756988E-8,8.976491E-11,2.990964E-6,3.251854E-8,1.835357E-11,4.153506E-12,2.653042E-7,4.261445E-6,0.01918129,5.48203E-6,0.007920736,1.261127E-6,1.086792E-14,2.401397E-13,1.171243E-8,2.706275E-9,4.360103E-13,7.772825E-11,2.608563E-9,0.01041133,0.01714256,9.178532,1.065585E-4,519463.3,519463.3
2.579618E-5,14.99804,-9.220451E7,1049.692,1049.692,0.001598181,1.0,0.945092,4.096168E-5,1.853747E-5,3.679406E-6,2.681122E-6,1.928464E-5,1.7599E-9,3.276087E-7,4.952186E-5,3.293405E-6,1.586454E-9,2.919501E-6,7.35947E-8,9.369846E-7,3.418928E-6,6.914265E-5,1.093841E-5,3.922024E-6,6.313143E-8,3.50899E-6,3.510143E-6,1.924321E-11,6.961883E-7,1.528853E-13,1.997733E-10,7.974546E-11,3.307878E-8,2.390184E-6,5.28063E-9,3.068953E-8,9.985262E-11,3.176203E-6,3.666832E-8,2.080234E-11,4.71751E-12,2.779448E-7,4.521817E-6,0.01917962,5.820479E-6,0.007920557,1.336347E-6,1.367257E-14,2.878192E-13,1.309294E-8,2.886091E-9,4.996783E-13,9.019679E-11,2.950443E-9,0.01041008,0.01714135,9.178461,1.065589E-4,519459.3,519459.3
2.591212E-5,14.99803,-9.227221E7,1049.69,1049.69,0.001598181,1.0,0.9450909,4.130214E-5,1.859034E-5,3.71296E-6,2.689866E-6,1.943501E-5,1.784033E-9,3.311619E-7,4.985175E-5,3.311019E-6,1.611321E-9,2.94281E-6,7.439489E-8,9.426019E-7,3.422888E-6,6.957135E-5,1.099628E-5,3.953421E-6,6.385232E-8,3.530644E-6,3.539167E-6,1.960403E-11,7.016921E-7,1.569348E-13,2.030058E-10,8.07693E-11,3.339167E-8,2.408445E-6,5.351075E-9,3.112887E-8,1.012738E-10,3.201608E-6,3.725673E-8,2.115219E-11,4.798061E-12,2.796709E-7,4.557517E-6,0.01917939,5.866892E-6,0.007920532,1.346642E-6,1.409569E-14,2.948169E-13,1.328805E-8,2.910815E-9,5.088081E-13,9.199679E-11,2.998975E-9,0.0104099,0.01714118,9.178451,1.06559E-4,519458.7,519458.7
2.615948E-5,14.99802,-9.241644E7,1049.687,1049.687,0.001598181,1.0,0.9450885,4.203184E-5,1.870218E-5,3.784961E-6,2.708366E-6,1.97572E-5,1.836258E-9,3.388081E-7,5.055773E-5,3.348529E-6,1.665267E-9,2.992757E-6,7.611685E-8,9.546119E-7,3.431268E-6,7.048847E-5,1.111989E-5,4.020776E-6,6.540956E-8,3.576915E-6,3.601402E-6,2.039034E-11,7.134851E-7,1.658681E-13,2.100227E-10,8.298134E-11,3.406351E-8,2.447581E-6,5.50334E-9,3.20797E-8,1.043502E-10,3.256044E-6,3.853344E-8,2.191357E-11,4.973336E-12,2.833636E-7,4.634007E-6,0.0191789,5.966342E-6,0.00792048,1.368685E-6,1.503586E-14,3.102017E-13,1.37109E-8,2.963847E-9,5.287042E-13,9.592944E-11,3.104329E-9,0.01040954,0.01714082,9.17843,1.065591E-4,519457.5,519457.5
2.658465E-5,14.99799,-9.266066E7,1049.681,1049.681,0.001598181,1.0,0.9450845,4.329606E-5,1.889151E-5,3.909972E-6,2.739682E-6,2.031515E-5,1.928316E-9,3.52151E-7,5.177766E-5,3.41277E-6,1.760774E-9,3.079262E-6,7.912183E-8,9.753314E-7,3.445463E-6,7.207225E-5,1.133285E-5,4.137669E-6,6.814002E-8,3.656653E-6,3.709325E-6,2.17939E-11,7.339082E-7,1.821664E-13,2.224604E-10,8.686959E-11,3.523133E-8,2.515377E-6,5.771182E-9,3.375609E-8,1.09776E-10,3.350325E-6,4.079457E-8,2.326953E-11,5.285383E-12,2.897409E-7,4.766462E-6,0.01917806,6.138576E-6,0.007920389,1.40681E-6,1.677362E-14,3.381006E-13,1.445826E-8,3.055856E-9,5.642218E-13,1.029816E-10,3.291073E-9,0.0104089,0.01714021,9.178394,1.065593E-4,519455.5,519455.5
