Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_C3H3_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H9_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H17_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
5.482452E-4,14.99388,-2.029921E7,998.3399,998.3399,0.00167809,1.0,0.9439103,1.697198E-7,4.598522E-4,7.561485E-6,5.686607E-5,1.57536E-6,1.985129E-4,1.041628E-7,4.400972E-6,3.622964E-8,7.742434E-8,3.900354E-4,4.349201E-6,1.734465E-7,3.077781E-5,1.798897E-8,1.095596E-6,8.306602E-6,1.397946E-7,1.805849E-6,5.787162E-4,4.841374E-5,4.703985E-5,4.243884E-6,1.157249E-5,4.578249E-5,1.093855E-8,7.542977E-6,2.886516E-8,2.58268E-8,2.899868E-7,2.691437E-5,3.04993E-7,1.875434E-6,3.353375E-5,4.301976E-6,1.092075E-8,2.123263E-6,4.838927E-5,3.432766E-8,0.01890082,6.094663E-5,0.007896782,8.009918E-6,1.323317E-6,6.095955E-8,1.24016E-7,4.703496E-7,0.01020808,0.01698585,9.168465,1.11918E-4,518893.6,518893.6
5.492765E-4,14.99387,-2.029571E7,998.3368,998.3368,0.00167809,1.0,0.9439076,1.697191E-7,4.607961E-4,7.561406E-6,5.698407E-5,1.575345E-6,1.98924E-4,1.045599E-7,4.410674E-6,3.629952E-8,7.742441E-8,3.908253E-4,4.349656E-6,1.741677E-7,3.084136E-5,1.803614E-8,1.097977E-6,8.323166E-6,1.397922E-7,1.805841E-6,5.798833E-4,4.848532E-5,4.713976E-5,4.2561E-6,1.157633E-5,4.588824E-5,1.100377E-8,7.558752E-6,2.89899E-8,2.588302E-8,2.906053E-7,2.697053E-5,3.061077E-7,1.880857E-6,3.3603E-5,4.311858E-6,1.096931E-8,2.127488E-6,4.848815E-5,3.432804E-8,0.01890019,6.107183E-5,0.007896732,8.01821E-6,1.327836E-6,6.113579E-8,1.245861E-7,4.719703E-7,0.01020762,0.01698548,9.168441,1.119181E-4,518892.3,518892.3
5.5E-4,14.99386,-2.029367E7,998.3346,998.3346,0.00167809,1.0,0.9439057,1.697194E-7,4.614583E-4,7.561353E-6,5.706685E-5,1.575335E-6,1.992123E-4,1.048389E-7,4.417481E-6,3.634855E-8,7.742479E-8,3.913795E-4,4.349974E-6,1.746746E-7,3.088595E-5,1.806921E-8,1.099648E-6,8.334786E-6,1.397906E-7,1.805836E-6,5.807021E-4,4.853549E-5,4.720985E-5,4.264674E-6,1.157901E-5,4.596244E-5,1.104968E-8,7.569819E-6,2.907759E-8,2.592247E-8,2.910393E-7,2.700993E-5,3.068907E-7,1.884662E-6,3.365158E-5,4.318789E-6,1.100345E-8,2.130453E-6,4.85575E-5,3.432833E-8,0.01889975,6.115966E-5,0.007896697,8.024012E-6,1.331009E-6,6.12595E-8,1.249868E-7,4.731085E-7,0.0102073,0.01698523,9.168425,1.119182E-4,518891.3,518891.3
5.6E-4,14.99377,-2.026477E7,998.3042,998.3042,0.00167809,1.0,0.9438794,1.69708E-7,4.70609E-4,7.560535E-6,5.821079E-5,1.57518E-6,2.031979E-4,1.087297E-7,4.511616E-6,3.702578E-8,7.742478E-8,3.990368E-4,4.354339E-6,1.817574E-7,3.150204E-5,1.852472E-8,1.122736E-6,8.495367E-6,1.397619E-7,1.805748E-6,5.920194E-4,4.922483E-5,4.817841E-5,4.383368E-6,1.16146E-5,4.698878E-5,1.169636E-8,7.722809E-6,3.030346E-8,2.646758E-8,2.970364E-7,2.755435E-5,3.177975E-7,1.93733E-6,3.432293E-5,4.414468E-6,1.148054E-8,2.171404E-6,4.951579E-5,3.432903E-8,0.01889369,6.237329E-5,0.007896216,8.103067E-6,1.375096E-6,6.297473E-8,1.30583E-7,4.889228E-7,0.01020284,0.01698168,9.168202,1.119188E-4,518878.7,518878.7
5.7E-4,14.99368,-2.023562E7,998.2738,998.2738,0.00167809,1.0,0.943853,1.696906E-7,4.797564E-4,7.559508E-6,5.935429E-5,1.574977E-6,2.071825E-4,1.126824E-7,4.605826E-6,3.770203E-8,7.742161E-8,4.066902E-4,4.35863E-6,1.889765E-7,3.211786E-5,1.897716E-8,1.14582E-6,8.655895E-6,1.397293E-7,1.805621E-6,6.033359E-4,4.990697E-5,4.914662E-5,4.50238E-6,1.164775E-5,4.801635E-5,1.236485E-8,7.875827E-6,3.155421E-8,2.701253E-8,3.030323E-7,2.80985E-5,3.288531E-7,1.990123E-6,3.499401E-5,4.50993E-6,1.196709E-8,2.21232E-6,5.047334E-5,3.432862E-8,0.01888763,6.358621E-5,0.007895736,8.180099E-6,1.419589E-6,6.469919E-8,1.362808E-7,5.048833E-7,0.01019838,0.01697813,9.167979,1.119195E-4,518866.1,518866.1
5.8E-4,14.99359,-2.020628E7,998.2434,998.2434,0.00167809,1.0,0.9438267,1.696673E-7,4.889002E-4,7.558275E-6,6.049732E-5,1.574728E-6,2.11166E-4,1.16698E-7,4.700109E-6,3.837725E-8,7.74159E-8,4.143394E-4,4.362848E-6,1.963344E-7,3.273339E-5,1.942633E-8,1.168899E-6,8.816365E-6,1.396931E-7,1.805457E-6,6.146513E-4,5.058181E-5,5.011444E-5,4.621693E-6,1.167853E-5,4.904506E-5,1.305572E-8,8.028867E-6,3.283028E-8,2.755726E-8,3.090265E-7,2.864236E-5,3.400587E-7,2.043034E-6,3.566481E-5,4.605167E-6,1.246324E-8,2.2532E-6,5.143011E-5,3.432716E-8,0.01888158,6.479836E-5,0.007895257,8.255108E-6,1.464486E-6,6.64327E-8,1.420803E-7,5.209886E-7,0.01019392,0.01697458,9.167756,1.119202E-4,518853.4,518853.5
5.9E-4,14.9935,-2.017676E7,998.2131,998.2131,0.00167809,1.0,0.9438004,1.696384E-7,4.980403E-4,7.556847E-6,6.163983E-5,1.574436E-6,2.151483E-4,1.207762E-7,4.794459E-6,3.905138E-8,7.740775E-8,4.219843E-4,4.366996E-6,2.038307E-7,3.33486E-5,1.987209E-8,1.191972E-6,8.976773E-6,1.396536E-7,1.80526E-6,6.259652E-4,5.124942E-5,5.108183E-5,4.74128E-6,1.170706E-5,5.007483E-5,1.376907E-8,8.181926E-6,3.41316E-8,2.810176E-8,3.150187E-7,2.918589E-5,3.514124E-7,2.096049E-6,3.633529E-5,4.700179E-6,1.296894E-8,2.294042E-6,5.238608E-5,3.43247E-8,0.01887552,6.600971E-5,0.00789478,8.328141E-6,1.509774E-6,6.817488E-8,1.479796E-7,5.372343E-7,0.01018947,0.01697104,9.167533,1.119209E-4,518840.8,518840.8
6.0E-4,14.99341,-2.014708E7,998.1829,998.1829,0.00167809,1.0,0.9437741,1.696043E-7,5.071765E-4,7.555233E-6,6.278179E-5,1.574102E-6,2.191292E-4,1.249166E-7,4.888874E-6,3.972441E-8,7.739728E-8,4.296246E-4,4.371076E-6,2.114649E-7,3.396347E-5,2.031435E-8,1.215037E-6,9.137117E-6,1.39611E-7,1.805031E-6,6.372775E-4,5.190986E-5,5.204875E-5,4.861119E-6,1.173346E-5,5.110556E-5,1.4505E-8,8.334999E-6,3.545812E-8,2.8646E-8,3.210088E-7,2.972909E-5,3.629125E-7,2.149159E-6,3.700545E-5,4.794965E-6,1.348415E-8,2.334845E-6,5.334121E-5,3.432129E-8,0.01886948,6.722022E-5,0.007894305,8.399237E-6,1.555443E-6,6.992539E-8,1.539768E-7,5.536165E-7,0.01018502,0.0169675,9.16731,1.119216E-4,518828.2,518828.2
6.1E-4,14.99332,-2.011726E7,998.1527,998.1527,0.00167809,1.0,0.9437478,1.695651E-7,5.163084E-4,7.553443E-6,6.392318E-5,1.573728E-6,2.231086E-4,1.29119E-7,4.983349E-6,4.03963E-8,7.738461E-8,4.372602E-4,4.375092E-6,2.192367E-7,3.457799E-5,2.0753E-8,1.238094E-6,9.297394E-6,1.395653E-7,1.804771E-6,6.485878E-4,5.25632E-5,5.301518E-5,4.981188E-6,1.175782E-5,5.213716E-5,1.526358E-8,8.48808E-6,3.680977E-8,2.918994E-8,3.269966E-7,3.027193E-5,3.74557E-7,2.202353E-6,3.767525E-5,4.889523E-6,1.400882E-8,2.37561E-6,5.429547E-5,3.431696E-8,0.01886343,6.842986E-5,0.007893831,8.468441E-6,1.601481E-6,7.16839E-8,1.600699E-7,5.701311E-7,0.01018057,0.01696396,9.167088,1.119222E-4,518815.6,518815.6
6.2E-4,14.99323,-2.008732E7,998.1225,998.1225,0.00167809,1.0,0.9437216,1.695212E-7,5.254359E-4,7.551485E-6,6.506397E-5,1.573316E-6,2.270864E-4,1.333831E-7,5.077879E-6,4.106704E-8,7.736984E-8,4.448909E-4,4.379046E-6,2.271457E-7,3.519213E-5,2.118794E-8,1.261141E-6,9.457601E-6,1.395167E-7,1.804482E-6,6.598958E-4,5.320951E-5,5.398108E-5,5.101463E-6,1.178026E-5,5.316955E-5,1.60449E-8,8.641167E-6,3.81865E-8,2.973357E-8,3.329817E-7,3.08144E-5,3.863442E-7,2.255621E-6,3.834468E-5,4.983851E-6,1.454289E-8,2.416334E-6,5.524884E-5,3.431177E-8,0.01885739,6.963858E-5,0.007893358,8.535794E-6,1.647878E-6,7.345006E-8,1.662568E-7,5.86774E-7,0.01017613,0.01696042,9.166865,1.119229E-4,518803.0,518803.1
6.3E-4,14.99314,-2.005726E7,998.0924,998.0924,0.00167809,1.0,0.9436953,1.694728E-7,5.345588E-4,7.54937E-6,6.620413E-5,1.572869E-6,2.310625E-4,1.377085E-7,5.172463E-6,4.17366E-8,7.735307E-8,4.525165E-4,4.38294E-6,2.351914E-7,3.580588E-5,2.161906E-8,1.284178E-6,9.617736E-6,1.394655E-7,1.804165E-6,6.712013E-4,5.384886E-5,5.494642E-5,5.221923E-6,1.180088E-5,5.420263E-5,1.684904E-8,8.794255E-6,3.958822E-8,3.027684E-8,3.38964E-7,3.135647E-5,3.982719E-7,2.308951E-6,3.901373E-5,5.077949E-6,1.508631E-8,2.457017E-6,5.62013E-5,3.430575E-8,0.01885136,7.084636E-5,0.007892887,8.601343E-6,1.694622E-6,7.522352E-8,1.725353E-7,6.035408E-7,0.01017168,0.01695688,9.166643,1.119236E-4,518790.5,518790.5
6.4E-4,14.99305,-2.002711E7,998.0623,998.0623,0.00167809,1.0,0.9436691,1.6942E-7,5.43677E-4,7.547104E-6,6.734362E-5,1.572389E-6,2.350367E-4,1.42095E-7,5.267094E-6,4.240496E-8,7.733442E-8,4.601368E-4,4.386777E-6,2.433734E-7,3.641922E-5,2.204631E-8,1.307203E-6,9.777795E-6,1.394116E-7,1.803822E-6,6.82504E-4,5.448131E-5,5.591116E-5,5.342546E-6,1.181979E-5,5.523631E-5,1.767605E-8,8.947339E-6,4.101488E-8,3.081974E-8,3.449432E-7,3.189813E-5,4.103383E-7,2.362335E-6,3.968236E-5,5.171815E-6,1.563904E-8,2.497658E-6,5.715281E-5,3.429896E-8,0.01884533,7.205316E-5,0.007892418,8.665132E-6,1.741701E-6,7.700397E-8,1.789034E-7,6.204274E-7,0.01016725,0.01695335,9.166421,1.119242E-4,518777.9,518777.9
6.5E-4,14.99296,-1.999687E7,998.0322,998.0322,0.00167809,1.0,0.9436429,1.693632E-7,5.527901E-4,7.544696E-6,6.848242E-5,1.571876E-6,2.39009E-4,1.465422E-7,5.36177E-6,4.307211E-8,7.731396E-8,4.677517E-4,4.39056E-6,2.516913E-7,3.703213E-5,2.246961E-8,1.330215E-6,9.937777E-6,1.393553E-7,1.803455E-6,6.938035E-4,5.510694E-5,5.687528E-5,5.463312E-6,1.183708E-5,5.627052E-5,1.852598E-8,9.100415E-6,4.246639E-8,3.136224E-8,3.509191E-7,3.243937E-5,4.225415E-7,2.415763E-6,4.035056E-5,5.265448E-6,1.620101E-8,2.538256E-6,5.810335E-5,3.429142E-8,0.01883931,7.325895E-5,0.007891949,8.727203E-6,1.789105E-6,7.879109E-8,1.853588E-7,6.374297E-7,0.01016281,0.01694982,9.166199,1.119249E-4,518765.3,518765.4
6.6E-4,14.99287,-1.996657E7,998.0023,998.0023,0.00167809,1.0,0.9436167,1.693025E-7,5.618982E-4,7.542152E-6,6.962052E-5,1.571334E-6,2.429793E-4,1.5105E-7,5.456488E-6,4.373804E-8,7.729178E-8,4.753611E-4,4.394289E-6,2.601446E-7,3.764459E-5,2.28889E-8,1.353214E-6,1.009768E-5,1.392967E-7,1.803064E-6,7.050997E-4,5.572582E-5,5.783874E-5,5.584203E-6,1.185285E-5,5.730518E-5,1.939888E-8,9.25348E-6,4.394269E-8,3.190433E-8,3.568915E-7,3.298016E-5,4.348796E-7,2.469226E-6,4.101832E-5,5.358848E-6,1.677217E-8,2.578811E-6,5.90529E-5,3.428317E-8,0.01883329,7.446369E-5,0.007891482,8.787598E-6,1.836823E-6,8.058461E-8,1.918994E-7,6.54544E-7,0.01015838,0.01694629,9.165978,1.119255E-4,518752.8,518752.8
6.7E-4,14.99279,-1.99362E7,997.9723,997.9723,0.00167809,1.0,0.9435905,1.692381E-7,5.710009E-4,7.53948E-6,7.075788E-5,1.570762E-6,2.469475E-4,1.556179E-7,5.551244E-6,4.440274E-8,7.726797E-8,4.829648E-4,4.397967E-6,2.687329E-7,3.82566E-5,2.330417E-8,1.376199E-6,1.02575E-5,1.392359E-7,1.80265E-6,7.163924E-4,5.6338E-5,5.880153E-5,5.705204E-6,1.186716E-5,5.834023E-5,2.029477E-8,9.40653E-6,4.544371E-8,3.244596E-8,3.628603E-7,3.35205E-5,4.473508E-7,2.522717E-6,4.168562E-5,5.452014E-6,1.735248E-8,2.619322E-6,6.000144E-5,3.427425E-8,0.01882727,7.566737E-5,0.007891016,8.846355E-6,1.884846E-6,8.238427E-8,1.985234E-7,6.717666E-7,0.01015395,0.01694276,9.165756,1.119262E-4,518740.3,518740.3
6.8E-4,14.9927,-1.990578E7,997.9424,997.9424,0.00167809,1.0,0.9435644,1.691702E-7,5.800982E-4,7.536684E-6,7.189449E-5,1.570163E-6,2.509135E-4,1.602458E-7,5.646036E-6,4.506619E-8,7.72426E-8,4.905626E-4,4.401595E-6,2.774558E-7,3.886813E-5,2.371538E-8,1.399168E-6,1.041723E-5,1.39173E-7,1.802214E-6,7.276812E-4,5.694357E-5,5.976362E-5,5.826298E-6,1.188011E-5,5.937559E-5,2.121367E-8,9.559563E-6,4.696938E-8,3.298714E-8,3.688252E-7,3.406037E-5,4.599533E-7,2.57623E-6,4.235245E-5,5.544944E-6,1.794188E-8,2.659788E-6,6.094895E-5,3.426468E-8,0.01882126,7.686996E-5,0.007890552,8.903515E-6,1.933164E-6,8.418983E-8,2.052286E-7,6.89094E-7,0.01014953,0.01693924,9.165535,1.119268E-4,518727.8,518727.8
6.9E-4,14.99261,-1.987532E7,997.9126,997.9126,0.00167809,1.0,0.9435382,1.690988E-7,5.8919E-4,7.533769E-6,7.303032E-5,1.569537E-6,2.548772E-4,1.649334E-7,5.740861E-6,4.572838E-8,7.721573E-8,4.981546E-4,4.405176E-6,2.863128E-7,3.947917E-5,2.412252E-8,1.422121E-6,1.057688E-5,1.39108E-7,1.801758E-6,7.389661E-4,5.754257E-5,6.072499E-5,5.947473E-6,1.189175E-5,6.041122E-5,2.215557E-8,9.712575E-6,4.851964E-8,3.352784E-8,3.747862E-7,3.459976E-5,4.726855E-7,2.629756E-6,4.30188E-5,5.63764E-6,1.854033E-8,2.700209E-6,6.189541E-5,3.425449E-8,0.01881526,7.807144E-5,0.007890089,8.959113E-6,1.981767E-6,8.600106E-8,2.120131E-7,7.06523E-7,0.0101451,0.01693572,9.165314,1.119275E-4,518715.2,518715.3
7.0E-4,14.99252,-1.984482E7,997.8828,997.8828,0.00167809,1.0,0.9435121,1.690243E-7,5.98276E-4,7.53074E-6,7.416537E-5,1.568886E-6,2.588386E-4,1.696804E-7,5.835717E-6,4.63893E-8,7.718742E-8,5.057405E-4,4.40871E-6,2.953035E-7,4.008972E-5,2.452557E-8,1.445058E-6,1.073645E-5,1.390411E-7,1.801282E-6,7.502467E-4,5.813509E-5,6.168561E-5,6.068714E-6,1.190215E-5,6.144704E-5,2.312049E-8,9.865564E-6,5.00944E-8,3.406804E-8,3.80743E-7,3.513866E-5,4.855456E-7,2.683291E-6,4.368464E-5,5.730101E-6,1.914777E-8,2.740584E-6,6.284081E-5,3.424371E-8,0.01880926,7.927178E-5,0.007889627,9.013186E-6,2.030648E-6,8.781773E-8,2.188749E-7,7.2405E-7,0.01014069,0.0169322,9.165093,1.119281E-4,518702.7,518702.8
7.1E-4,14.99244,-1.981429E7,997.853,997.853,0.00167809,1.0,0.943486,1.689467E-7,6.073562E-4,7.527604E-6,7.52996E-5,1.56821E-6,2.627975E-4,1.744866E-7,5.9306E-6,4.704893E-8,7.715774E-8,5.133202E-4,4.412199E-6,3.044275E-7,4.069976E-5,2.492453E-8,1.467977E-6,1.089592E-5,1.389724E-7,1.800788E-6,7.61523E-4,5.872117E-5,6.264548E-5,6.190009E-6,1.19114E-5,6.248301E-5,2.410842E-8,1.001853E-5,5.16936E-8,3.460773E-8,3.866956E-7,3.567706E-5,4.985319E-7,2.736827E-6,4.434998E-5,5.822325E-6,1.976415E-8,2.780913E-6,6.378513E-5,3.423236E-8,0.01880327,8.047095E-5,0.007889166,9.065772E-6,2.079796E-6,8.963963E-8,2.25812E-7,7.416718E-7,0.01013627,0.01692869,9.164872,1.119288E-4,518690.3,518690.3
7.2E-4,14.99235,-1.978375E7,997.8233,997.8233,0.00167809,1.0,0.9434599,1.688662E-7,6.164305E-4,7.524368E-6,7.643301E-5,1.567513E-6,2.66754E-4,1.793516E-7,6.025508E-6,4.770726E-8,7.712676E-8,5.208937E-4,4.415645E-6,3.136843E-7,4.130928E-5,2.531938E-8,1.490879E-6,1.10553E-5,1.389019E-7,1.800275E-6,7.727947E-4,5.93009E-5,6.360456E-5,6.311342E-6,1.191955E-5,6.351907E-5,2.511936E-8,1.017146E-5,5.331717E-8,3.514689E-8,3.926438E-7,3.621494E-5,5.116427E-7,2.790359E-6,4.501478E-5,5.914312E-6,2.038942E-8,2.821196E-6,6.472835E-5,3.422047E-8,0.01879728,8.166895E-5,0.007888707,9.116907E-6,2.129203E-6,9.146654E-8,2.328225E-7,7.59385E-7,0.01013186,0.01692517,9.164652,1.119294E-4,518677.8,518677.8
7.3E-4,14.99227,-1.97532E7,997.7936,997.7936,0.00167809,1.0,0.9434339,1.687829E-7,6.254987E-4,7.521037E-6,7.756557E-5,1.566795E-6,2.707079E-4,1.842754E-7,6.12044E-6,4.83643E-8,7.709455E-8,5.284608E-4,4.419049E-6,3.230735E-7,4.191826E-5,2.571014E-8,1.513762E-6,1.121459E-5,1.388297E-7,1.799745E-6,7.840615E-4,5.987433E-5,6.456283E-5,6.432699E-6,1.192666E-5,6.455515E-5,2.615331E-8,1.032436E-5,5.496502E-8,3.568549E-8,3.985873E-7,3.67523E-5,5.248762E-7,2.843879E-6,4.567906E-5,6.006063E-6,2.102354E-8,2.861431E-6,6.567046E-5,3.420807E-8,0.01879129,8.286574E-5,0.007888249,9.166629E-6,2.17886E-6,9.329825E-8,2.399044E-7,7.771864E-7,0.01012746,0.01692166,9.164432,1.119301E-4,518665.3,518665.3
7.4E-4,14.99218,-1.972266E7,997.764,997.764,0.00167809,1.0,0.9434078,1.686971E-7,6.345607E-4,7.517616E-6,7.869727E-5,1.566057E-6,2.746591E-4,1.892575E-7,6.215391E-6,4.902004E-8,7.706118E-8,5.360214E-4,4.422412E-6,3.325945E-7,4.252669E-5,2.609681E-8,1.536625E-6,1.137378E-5,1.387561E-7,1.7992E-6,7.953234E-4,6.044154E-5,6.552028E-5,6.554069E-6,1.19328E-5,6.559121E-5,2.721023E-8,1.047723E-5,5.66371E-8,3.622354E-8,4.045262E-7,3.728912E-5,5.382308E-7,2.897384E-6,4.634278E-5,6.097578E-6,2.166644E-8,2.901618E-6,6.661144E-5,3.41952E-8,0.01878532,8.40613E-5,0.007887792,9.21497E-6,2.228758E-6,9.513457E-8,2.470557E-7,7.950729E-7,0.01012306,0.01691816,9.164212,1.119307E-4,518652.9,518652.9
7.5E-4,14.9921,-1.96921E7,997.7344,997.7344,0.00167809,1.0,0.9433818,1.686088E-7,6.436165E-4,7.514108E-6,7.982809E-5,1.565299E-6,2.786077E-4,1.942978E-7,6.310361E-6,4.967448E-8,7.702673E-8,5.435754E-4,4.425736E-6,3.42247E-7,4.313457E-5,2.647941E-8,1.559469E-6,1.153288E-5,1.386809E-7,1.798639E-6,8.065802E-4,6.100257E-5,6.64769E-5,6.675443E-6,1.193802E-5,6.662721E-5,2.829011E-8,1.063006E-5,5.833333E-8,3.6761E-8,4.104603E-7,3.78254E-5,5.517048E-7,2.950867E-6,4.700595E-5,6.188855E-6,2.231808E-8,2.941758E-6,6.755128E-5,3.418187E-8,0.01877934,8.525563E-5,0.007887336,9.261966E-6,2.27889E-6,9.697532E-8,2.542746E-7,8.130416E-7,0.01011866,0.01691465,9.163992,1.119313E-4,518640.4,518640.4
7.6E-4,14.99201,-1.966157E7,997.7049,997.7049,0.00167809,1.0,0.9433558,1.685181E-7,6.526658E-4,7.510515E-6,8.095803E-5,1.564522E-6,2.825535E-4,1.99396E-7,6.405347E-6,5.032762E-8,7.699116E-8,5.511229E-4,4.429022E-6,3.520305E-7,4.374189E-5,2.685798E-8,1.582293E-6,1.169188E-5,1.386043E-7,1.798064E-6,8.178317E-4,6.155751E-5,6.743265E-5,6.79681E-6,1.194236E-5,6.76631E-5,2.93929E-8,1.078285E-5,6.005363E-8,3.729788E-8,4.163894E-7,3.836113E-5,5.652966E-7,3.004326E-6,4.766855E-5,6.279895E-6,2.297842E-8,2.981848E-6,6.848997E-5,3.416808E-8,0.01877338,8.64487E-5,0.007886882,9.307649E-6,2.329247E-6,9.882035E-8,2.615592E-7,8.310895E-7,0.01011427,0.01691115,9.163772,1.11932E-4,518628.0,518628.0
7.7E-4,14.99193,-1.963106E7,997.6754,997.6754,0.00167809,1.0,0.9433299,1.68425E-7,6.617088E-4,7.506841E-6,8.208707E-5,1.563728E-6,2.864965E-4,2.045519E-7,6.500348E-6,5.097941E-8,7.695451E-8,5.586636E-4,4.43227E-6,3.619444E-7,4.434863E-5,2.723254E-8,1.605096E-6,1.185079E-5,1.385263E-7,1.797473E-6,8.290777E-4,6.210641E-5,6.838754E-5,6.918163E-6,1.194589E-5,6.869883E-5,3.051858E-8,1.09356E-5,6.179794E-8,3.783416E-8,4.223135E-7,3.88963E-5,5.790046E-7,3.057754E-6,4.833058E-5,6.370697E-6,2.364739E-8,3.021891E-6,6.942749E-5,3.415385E-8,0.01876742,8.76405E-5,0.007886428,9.352052E-6,2.379823E-6,1.006695E-7,2.689077E-7,8.492138E-7,0.01010988,0.01690765,9.163553,1.119326E-4,518615.6,518615.6
7.8E-4,14.99184,-1.960055E7,997.6459,997.6459,0.00167809,1.0,0.9433039,1.683297E-7,6.707451E-4,7.503088E-6,8.321519E-5,1.562915E-6,2.904367E-4,2.097652E-7,6.595361E-6,5.162988E-8,7.69169E-8,5.661975E-4,4.435482E-6,3.719884E-7,4.495479E-5,2.760311E-8,1.627877E-6,1.200959E-5,1.384469E-7,1.79687E-6,8.403181E-4,6.264933E-5,6.934155E-5,7.039493E-6,1.194864E-5,6.973437E-5,3.166709E-8,1.10883E-5,6.356617E-8,3.836982E-8,4.282325E-7,3.94309E-5,5.928273E-7,3.111148E-6,4.899202E-5,6.461263E-6,2.432496E-8,3.061884E-6,7.036383E-5,3.41392E-8,0.01876146,8.883101E-5,0.007885976,9.395207E-6,2.430609E-6,1.025226E-7,2.763182E-7,8.674117E-7,0.01010549,0.01690416,9.163334,1.119332E-4,518603.2,518603.2
7.9E-4,14.99176,-1.957007E7,997.6165,997.6165,0.00167809,1.0,0.943278,1.682325E-7,6.797748E-4,7.499267E-6,8.434238E-5,1.562088E-6,2.943739E-4,2.150357E-7,6.690385E-6,5.227901E-8,7.68784E-8,5.737245E-4,4.438658E-6,3.82162E-7,4.556036E-5,2.796974E-8,1.650637E-6,1.21683E-5,1.383664E-7,1.796253E-6,8.515528E-4,6.318633E-5,7.029465E-5,7.160787E-6,1.195066E-5,7.076968E-5,3.283841E-8,1.124097E-5,6.535826E-8,3.890485E-8,4.341462E-7,3.996493E-5,6.06763E-7,3.164504E-6,4.965286E-5,6.551592E-6,2.501106E-8,3.101827E-6,7.129899E-5,3.412421E-8,0.01875551,9.002021E-5,0.007885525,9.437144E-6,2.481598E-6,1.043795E-7,2.83789E-7,8.856805E-7,0.01010111,0.01690067,9.163115,1.119338E-4,518590.8,518590.8
8.0E-4,14.99168,-1.953967E7,997.5872,997.5872,0.00167809,1.0,0.9432521,1.681327E-7,6.887978E-4,7.495365E-6,8.546864E-5,1.561242E-6,2.983082E-4,2.203633E-7,6.785418E-6,5.292681E-8,7.683881E-8,5.812446E-4,4.441801E-6,3.924648E-7,4.616532E-5,2.833246E-8,1.673374E-6,1.23269E-5,1.382845E-7,1.795624E-6,8.627815E-4,6.371749E-5,7.124685E-5,7.282051E-6,1.195199E-5,7.180471E-5,3.403247E-8,1.139358E-5,6.717413E-8,3.943924E-8,4.400546E-7,4.049837E-5,6.208101E-7,3.217819E-6,5.03131E-5,6.641683E-6,2.570566E-8,3.141721E-6,7.223295E-5,3.410872E-8,0.01874957,9.120809E-5,0.007885075,9.477893E-6,2.532782E-6,1.062401E-7,2.913183E-7,9.040177E-7,0.01009674,0.01689718,9.162897,1.119345E-4,518578.4,518578.4
