Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_C3H3_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H9_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H17_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
3.4E-4,14.99589,-2.081148E7,998.9828,998.9828,0.00167809,1.0,0.9444601,1.67958E-7,2.691115E-4,7.509725E-6,3.302602E-5,1.562954E-6,1.156253E-4,3.839214E-8,2.469347E-6,2.200053E-8,7.656833E-8,2.301811E-4,4.226875E-6,5.867465E-8,1.793866E-5,8.24015E-9,6.170244E-7,4.957785E-6,1.392061E-7,1.795832E-6,3.436228E-4,3.224036E-5,2.688522E-5,1.915967E-6,9.937493E-6,2.495729E-5,2.23836E-9,4.376014E-6,9.284499E-9,1.451342E-8,1.65444E-7,1.55676E-5,1.166761E-7,8.400639E-7,1.954869E-5,2.264835E-6,3.300682E-9,1.264863E-6,2.834091E-5,3.395737E-8,0.01902761,3.560898E-5,0.007907195,5.795729E-6,5.262787E-7,2.836305E-8,3.477877E-8,1.847955E-7,0.01030117,0.01705996,9.173135,1.11903E-4,519157.9,519157.9
3.5E-4,14.99579,-2.079268E7,998.9516,998.9516,0.00167809,1.0,0.9444337,1.681566E-7,2.782498E-4,7.516024E-6,3.416735E-5,1.564421E-6,1.19584E-4,4.086896E-8,2.560346E-6,2.268282E-8,7.665911E-8,2.378483E-4,4.235359E-6,6.277095E-8,1.855292E-5,8.693906E-9,6.397582E-7,5.118405E-6,1.393028E-7,1.796986E-6,3.548505E-4,3.309908E-5,2.784738E-5,2.018045E-6,1.007033E-5,2.592096E-5,2.472991E-9,4.526664E-6,9.968276E-9,1.505117E-8,1.713771E-7,1.611009E-5,1.239094E-7,8.85533E-7,2.021763E-5,2.36407E-6,3.564498E-9,1.306192E-6,2.930359E-5,3.399547E-8,0.01902151,3.682334E-5,0.007906677,5.930089E-6,5.582827E-7,2.974968E-8,3.778872E-8,1.962316E-7,0.01029671,0.01705641,9.172911,1.119038E-4,519145.2,519145.2
3.6E-4,14.99569,-2.077305E7,998.9204,998.9204,0.00167809,1.0,0.9444073,1.683409E-7,2.873933E-4,7.521885E-6,3.530948E-5,1.565788E-6,1.235466E-4,4.34169E-8,2.651576E-6,2.336602E-8,7.674325E-8,2.455191E-4,4.243351E-6,6.700974E-8,1.91677E-5,9.152018E-9,6.625325E-7,5.279087E-6,1.393905E-7,1.798058E-6,3.660882E-4,3.394924E-5,2.881066E-5,2.121483E-6,1.019597E-5,2.688967E-5,2.723636E-9,4.677522E-6,1.067779E-8,1.558988E-8,1.773185E-7,1.665313E-5,1.313374E-7,9.316067E-7,2.088713E-5,2.463243E-6,3.838779E-9,1.347524E-6,3.02667E-5,3.403093E-8,0.01901542,3.80385E-5,0.007906161,6.061298E-6,5.910194E-7,3.115882E-8,4.093323E-8,2.079344E-7,0.01029224,0.01705285,9.172687,1.119045E-4,519132.5,519132.5
3.7E-4,14.99559,-2.075271E7,998.8893,998.8893,0.00167809,1.0,0.944381,1.685117E-7,2.965414E-4,7.527301E-6,3.645232E-5,1.567053E-6,1.275129E-4,4.603587E-8,2.743029E-6,2.404998E-8,7.682155E-8,2.531931E-4,4.250913E-6,7.139177E-8,1.978294E-5,9.613963E-9,6.853451E-7,5.439822E-6,1.394701E-7,1.799049E-6,3.773352E-4,3.479082E-5,2.977497E-5,2.22622E-6,1.03147E-5,2.786319E-5,2.990816E-9,4.828578E-6,1.14132E-8,1.612948E-8,1.832674E-7,1.719665E-5,1.389591E-7,9.782548E-7,2.155715E-5,2.562334E-6,4.123551E-9,1.388857E-6,3.123017E-5,3.4064E-8,0.01900932,3.925433E-5,0.007905647,6.189392E-6,6.244753E-7,3.258979E-8,4.421248E-8,2.198989E-7,0.01028778,0.01704929,9.172462,1.119053E-4,519119.8,519119.8
3.8E-4,14.99549,-2.073168E7,998.8582,998.8582,0.00167809,1.0,0.9443546,1.686694E-7,3.056936E-4,7.53228E-6,3.759581E-5,1.568218E-6,1.314825E-4,4.87254E-8,2.834695E-6,2.473453E-8,7.689419E-8,2.608699E-4,4.258104E-6,7.591706E-8,2.039859E-5,1.007919E-8,7.081929E-7,5.600603E-6,1.395418E-7,1.799963E-6,3.885909E-4,3.562389E-5,3.07402E-5,2.332182E-6,1.042683E-5,2.884127E-5,3.274976E-9,4.97982E-6,1.217454E-8,1.66699E-8,1.892233E-7,1.774061E-5,1.467723E-7,1.025444E-6,2.222763E-5,2.661324E-6,4.418785E-9,1.430188E-6,3.219393E-5,3.409474E-8,0.01900323,4.047076E-5,0.007905134,6.314428E-6,6.586331E-7,3.404179E-8,4.762579E-8,2.321186E-7,0.01028331,0.01704573,9.172237,1.11906E-4,519107.1,519107.1
3.9E-4,14.99539,-2.070999E7,998.8271,998.8271,0.00167809,1.0,0.9443282,1.688142E-7,3.148494E-4,7.536831E-6,3.873986E-5,1.569284E-6,1.354552E-4,5.148508E-8,2.926565E-6,2.541953E-8,7.696131E-8,2.685489E-4,4.264967E-6,8.058563E-8,2.101461E-5,1.054723E-8,7.310735E-7,5.761424E-6,1.39606E-7,1.800802E-6,3.998547E-4,3.644848E-5,3.170626E-5,2.439304E-6,1.053267E-5,2.982368E-5,3.57651E-9,5.131238E-6,1.296181E-8,1.721108E-8,1.951857E-7,1.828496E-5,1.547751E-7,1.073146E-6,2.289852E-5,2.760197E-6,4.724454E-9,1.471515E-6,3.315789E-5,3.412323E-8,0.01899713,4.168769E-5,0.007904624,6.436457E-6,6.934767E-7,3.551409E-8,5.117242E-8,2.445877E-7,0.01027884,0.01704217,9.172013,1.119067E-4,519094.4,519094.4
4.0E-4,14.99529,-2.068764E7,998.796,998.796,0.00167809,1.0,0.9443017,1.689466E-7,3.240084E-4,7.540964E-6,3.988441E-5,1.570255E-6,1.394306E-4,5.431446E-8,3.018631E-6,2.610483E-8,7.702309E-8,2.762297E-4,4.271543E-6,8.539743E-8,2.163095E-5,1.101758E-8,7.539842E-7,5.922278E-6,1.396628E-7,1.801568E-6,4.111259E-4,3.726465E-5,3.267306E-5,2.547522E-6,1.063249E-5,3.081018E-5,3.895818E-9,5.282821E-6,1.377503E-8,1.775295E-8,2.01154E-7,1.882963E-5,1.629655E-7,1.121329E-6,2.356976E-5,2.85894E-6,5.040527E-9,1.512836E-6,3.4122E-5,3.414951E-8,0.01899103,4.290502E-5,0.007904115,6.555532E-6,7.289895E-7,3.700595E-8,5.485144E-8,2.573E-7,0.01027437,0.01703861,9.171788,1.119075E-4,519081.7,519081.7
4.1E-4,14.99519,-2.066467E7,998.765,998.765,0.00167809,1.0,0.9442753,1.690669E-7,3.331699E-4,7.544691E-6,4.102938E-5,1.571133E-6,1.434085E-4,5.721312E-8,3.110883E-6,2.679031E-8,7.707967E-8,2.839118E-4,4.277863E-6,9.035243E-8,2.224757E-5,1.148977E-8,7.769225E-7,6.083157E-6,1.397124E-7,1.802262E-6,4.22404E-4,3.807245E-5,3.36405E-5,2.656773E-6,1.072658E-5,3.180057E-5,4.233282E-9,5.434559E-6,1.461421E-8,1.829544E-8,2.071276E-7,1.93746E-5,1.713414E-7,1.169967E-6,2.424132E-5,2.957541E-6,5.366971E-9,1.554148E-6,3.508618E-5,3.417366E-8,0.01898494,4.412268E-5,0.007903608,6.671707E-6,7.651554E-7,3.851664E-8,5.866185E-8,2.702495E-7,0.0102699,0.01703505,9.171564,1.119082E-4,519068.9,519069.0
4.2E-4,14.99509,-2.064112E7,998.734,998.734,0.00167809,1.0,0.9442489,1.691757E-7,3.423336E-4,7.548023E-6,4.21747E-5,1.571921E-6,1.473885E-4,6.01806E-8,3.203313E-6,2.747582E-8,7.713124E-8,2.915948E-4,4.283961E-6,9.545055E-8,2.286441E-5,1.196331E-8,7.998856E-7,6.244055E-6,1.397551E-7,1.802888E-6,4.336882E-4,3.887194E-5,3.460849E-5,2.766989E-6,1.081523E-5,3.279459E-5,4.589314E-9,5.58644E-6,1.547933E-8,1.883848E-8,2.131059E-7,1.991979E-5,1.799007E-7,1.219029E-6,2.491314E-5,3.055988E-6,5.703748E-9,1.595448E-6,3.605035E-5,3.419576E-8,0.01897884,4.534057E-5,0.007903104,6.78504E-6,8.019562E-7,4.004534E-8,6.260245E-8,2.834296E-7,0.01026542,0.01703149,9.171339,1.11909E-4,519056.2,519056.2
4.3E-4,14.995,-2.0617E7,998.703,998.703,0.00167809,1.0,0.9442225,1.692732E-7,3.514988E-4,7.550974E-6,4.332029E-5,1.572621E-6,1.513704E-4,6.321646E-8,3.295911E-6,2.816124E-8,7.717797E-8,2.992783E-4,4.289861E-6,1.006917E-7,2.348142E-5,1.243774E-8,8.22871E-7,6.404966E-6,1.397911E-7,1.803448E-6,4.44978E-4,3.966317E-5,3.557695E-5,2.878113E-6,1.089872E-5,3.379203E-5,4.964284E-9,5.738454E-6,1.637039E-8,1.938202E-8,2.190885E-7,2.046517E-5,1.88641E-7,1.268486E-6,2.558517E-5,3.154272E-6,6.050819E-9,1.636735E-6,3.701446E-5,3.421586E-8,0.01897275,4.65586E-5,0.0079026,6.895586E-6,8.393753E-7,4.159134E-8,6.667194E-8,2.96834E-7,0.01026095,0.01702792,9.171114,1.119097E-4,519043.5,519043.5
4.4E-4,14.9949,-2.059235E7,998.6721,998.6721,0.00167809,1.0,0.9441961,1.693599E-7,3.606652E-4,7.553554E-6,4.446609E-5,1.573237E-6,1.553539E-4,6.632029E-8,3.388669E-6,2.884648E-8,7.722001E-8,3.069617E-4,4.295582E-6,1.060756E-7,2.409858E-5,1.291264E-8,8.458763E-7,6.565882E-6,1.398206E-7,1.803943E-6,4.562728E-4,4.044619E-5,3.65458E-5,2.990091E-6,1.09773E-5,3.479269E-5,5.358536E-9,5.890591E-6,1.728739E-8,1.992598E-8,2.250748E-7,2.101069E-5,1.975604E-7,1.318314E-6,2.625737E-5,3.252385E-6,6.408145E-9,1.678007E-6,3.797842E-5,3.423405E-8,0.01896665,4.777669E-5,0.007902099,7.003401E-6,8.773963E-7,4.315392E-8,7.086895E-8,3.104568E-7,0.01025647,0.01702436,9.17089,1.119104E-4,519030.8,519030.8
4.5E-4,14.9948,-2.056719E7,998.6412,998.6412,0.00167809,1.0,0.9441696,1.694361E-7,3.698324E-4,7.555776E-6,4.561203E-5,1.573772E-6,1.593388E-4,6.949168E-8,3.481579E-6,2.953143E-8,7.725754E-8,3.146448E-4,4.301138E-6,1.116023E-7,2.471584E-5,1.338761E-8,8.688992E-7,6.726797E-6,1.398439E-7,1.804376E-6,4.675721E-4,4.122108E-5,3.751497E-5,3.10287E-6,1.10512E-5,3.579637E-5,5.772395E-9,6.042842E-6,1.823028E-8,2.047031E-8,2.310643E-7,2.15563E-5,2.066567E-7,1.368488E-6,2.69297E-5,3.35032E-6,6.775684E-9,1.719261E-6,3.89422E-5,3.425038E-8,0.01896056,4.899476E-5,0.0079016,7.108537E-6,9.160034E-7,4.473241E-8,7.5192E-8,3.242921E-7,0.010252,0.0170208,9.170665,1.119111E-4,519018.1,519018.1
4.6E-4,14.99471,-2.054156E7,998.6104,998.6104,0.00167809,1.0,0.9441432,1.695023E-7,3.789998E-4,7.557653E-6,4.675805E-5,1.574228E-6,1.633247E-4,7.273022E-8,3.574633E-6,3.021598E-8,7.729073E-8,3.223271E-4,4.306544E-6,1.172715E-7,2.533315E-5,1.386228E-8,8.919375E-7,6.887707E-6,1.398613E-7,1.80475E-6,4.788753E-4,4.198788E-5,3.848438E-5,3.216403E-6,1.112066E-5,3.680289E-5,6.206168E-9,6.195197E-6,1.919906E-8,2.101495E-8,2.370565E-7,2.210198E-5,2.159277E-7,1.418985E-6,2.76021E-5,3.448071E-6,7.153395E-9,1.760496E-6,3.990572E-5,3.426493E-8,0.01895447,5.021274E-5,0.007901102,7.211047E-6,9.551809E-7,4.632616E-8,7.963955E-8,3.38334E-7,0.01024752,0.01701724,9.170441,1.119118E-4,519005.4,519005.4
4.7E-4,14.99461,-2.051548E7,998.5796,998.5796,0.00167809,1.0,0.9441168,1.695591E-7,3.881671E-4,7.5592E-6,4.79041E-5,1.574609E-6,1.673115E-4,7.603552E-8,3.667824E-6,3.090008E-8,7.73198E-8,3.300084E-4,4.31181E-6,1.23083E-7,2.595048E-5,1.43363E-8,9.149891E-7,7.048605E-6,1.398729E-7,1.805066E-6,4.901819E-4,4.274666E-5,3.945398E-5,3.330641E-6,1.11859E-5,3.781207E-5,6.660145E-9,6.347649E-6,2.019369E-8,2.155984E-8,2.43051E-7,2.264768E-5,2.253713E-7,1.469783E-6,2.827455E-5,3.545632E-6,7.541234E-9,1.801709E-6,4.086892E-5,3.427778E-8,0.01894838,5.143056E-5,0.007900606,7.310985E-6,9.949133E-7,4.793453E-8,8.420997E-8,3.525768E-7,0.01024305,0.01701368,9.170217,1.119126E-4,518992.7,518992.7
4.780435E-4,14.99453,-2.049426E7,998.5548,998.5548,0.00167809,1.0,0.9440956,1.695981E-7,3.955405E-4,7.560217E-6,4.882589E-5,1.574863E-6,1.705188E-4,7.874231E-8,3.742877E-6,3.144994E-8,7.73405E-8,3.361857E-4,4.315954E-6,1.278606E-7,2.644702E-5,1.471688E-8,9.335387E-7,7.178011E-6,1.398784E-7,1.805282E-6,4.992785E-4,4.335121E-5,4.023395E-5,3.423007E-6,1.123545E-5,3.862561E-5,7.040151E-9,6.470338E-6,2.101245E-8,2.199828E-8,2.478739E-7,2.308659E-5,2.330911E-7,1.510846E-6,2.881544E-5,3.623964E-6,7.86051E-9,1.834842E-6,4.164342E-5,3.428696E-8,0.01894348,5.240994E-5,0.007900208,7.389538E-6,1.027264E-6,4.923842E-8,8.797421E-8,3.64175E-7,0.01023945,0.01701081,9.170036,1.119131E-4,518982.5,518982.5
4.784679E-4,14.99453,-2.049328E7,998.5535,998.5535,0.00167809,1.0,0.9440944,1.69598E-7,3.959295E-4,7.560266E-6,4.887452E-5,1.574876E-6,1.706881E-4,7.888632E-8,3.746839E-6,3.147895E-8,7.734168E-8,3.365116E-4,4.31617E-6,1.281153E-7,2.647322E-5,1.473694E-8,9.345176E-7,7.184838E-6,1.398789E-7,1.805293E-6,4.997585E-4,4.338296E-5,4.027511E-5,3.4279E-6,1.1238E-5,3.866858E-5,7.060572E-9,6.476813E-6,2.105611E-8,2.202142E-8,2.481284E-7,2.310975E-5,2.335015E-7,1.513017E-6,2.884398E-5,3.628094E-6,7.877537E-9,1.83659E-6,4.168427E-5,3.428731E-8,0.01894322,5.246161E-5,0.007900187,7.393638E-6,1.028981E-6,4.930746E-8,8.817498E-8,3.647904E-7,0.01023926,0.01701066,9.170027,1.119132E-4,518982.0,518982.0
4.8E-4,14.99452,-2.048892E7,998.5488,998.5488,0.00167809,1.0,0.9440904,1.696062E-7,3.973339E-4,7.560425E-6,4.90501E-5,1.574916E-6,1.71299E-4,7.940728E-8,3.761145E-6,3.158362E-8,7.734467E-8,3.376881E-4,4.316948E-6,1.290368E-7,2.65678E-5,1.480933E-8,9.380517E-7,7.209486E-6,1.398788E-7,1.805328E-6,5.014914E-4,4.349747E-5,4.042369E-5,3.445545E-6,1.124712E-5,3.882374E-5,7.134632E-9,6.500189E-6,2.121417E-8,2.210494E-8,2.490472E-7,2.319335E-5,2.349857E-7,1.520861E-6,2.894701E-5,3.642998E-6,7.939169E-9,1.842899E-6,4.183177E-5,3.428892E-8,0.01894229,5.264814E-5,0.007900111,7.408399E-6,1.035186E-6,4.955693E-8,8.890175E-8,3.670152E-7,0.01023858,0.01701012,9.169992,1.119133E-4,518980.0,518980.0
4.857453E-4,14.99446,-2.047536E7,998.5312,998.5312,0.00167809,1.0,0.9440752,1.696238E-7,4.026002E-4,7.560992E-6,4.970848E-5,1.575064E-6,1.735902E-4,8.13743E-8,3.814817E-6,3.197605E-8,7.735756E-8,3.420996E-4,4.319845E-6,1.325216E-7,2.692245E-5,1.508053E-8,9.513062E-7,7.301908E-6,1.398797E-7,1.805453E-6,5.079902E-4,4.392526E-5,4.098088E-5,3.511873E-6,1.128055E-5,3.940604E-5,7.416592E-9,6.587864E-6,2.181211E-8,2.24182E-8,2.52493E-7,2.350684E-5,2.405857E-7,1.550325E-6,2.933334E-5,3.698849E-6,8.172334E-9,1.866553E-6,4.238476E-5,3.429367E-8,0.01893879,5.334754E-5,0.007899828,7.463248E-6,1.058562E-6,5.049515E-8,9.16514E-8,3.753966E-7,0.01023601,0.01700807,9.169863,1.119137E-4,518972.7,518972.7
4.862981E-4,14.99446,-2.047225E7,998.5295,998.5295,0.00167809,1.0,0.9440738,1.696301E-7,4.031068E-4,7.561028E-6,4.977182E-5,1.575074E-6,1.738107E-4,8.156469E-8,3.819983E-6,3.201375E-8,7.735703E-8,3.42524E-4,4.32012E-6,1.328594E-7,2.695657E-5,1.51066E-8,9.525816E-7,7.310799E-6,1.398772E-7,1.805459E-6,5.086155E-4,4.396628E-5,4.103448E-5,3.518263E-6,1.12837E-5,3.94621E-5,7.444083E-9,6.596301E-6,2.187009E-8,2.244834E-8,2.528245E-7,2.3537E-5,2.411274E-7,1.553164E-6,2.937051E-5,3.704219E-6,8.194941E-9,1.868828E-6,4.243796E-5,3.429452E-8,0.01893846,5.341483E-5,0.007899801,7.468481E-6,1.06082E-6,5.058565E-8,9.191802E-8,3.762063E-7,0.01023576,0.01700788,9.169851,1.119137E-4,518972.0,518972.0
4.866771E-4,14.99445,-2.047154E7,998.5283,998.5283,0.00167809,1.0,0.9440728,1.696312E-7,4.034542E-4,7.561056E-6,4.981525E-5,1.575081E-6,1.739618E-4,8.169536E-8,3.823525E-6,3.203962E-8,7.735776E-8,3.42815E-4,4.320309E-6,1.330912E-7,2.697996E-5,1.512447E-8,9.534562E-7,7.316896E-6,1.398782E-7,1.805466E-6,5.090442E-4,4.39944E-5,4.107125E-5,3.52265E-6,1.128586E-5,3.950054E-5,7.46297E-9,6.602086E-6,2.190989E-8,2.2469E-8,2.530518E-7,2.355768E-5,2.414992E-7,1.555111E-6,2.9396E-5,3.7079E-6,8.210461E-9,1.870388E-6,4.247443E-5,3.429515E-8,0.01893823,5.346096E-5,0.007899782,7.472066E-6,1.06237E-6,5.064773E-8,9.210104E-8,3.767618E-7,0.01023559,0.01700774,9.169843,1.119137E-4,518971.6,518971.6
4.870228E-4,14.99445,-2.047009E7,998.5272,998.5272,0.00167809,1.0,0.9440718,1.696308E-7,4.03771E-4,7.561081E-6,4.985486E-5,1.575087E-6,1.740997E-4,8.181461E-8,3.826756E-6,3.206321E-8,7.735853E-8,3.430804E-4,4.320481E-6,1.333028E-7,2.70013E-5,1.514077E-8,9.542537E-7,7.322456E-6,1.398782E-7,1.805472E-6,5.094353E-4,4.402003E-5,4.110477E-5,3.526648E-6,1.128782E-5,3.953561E-5,7.48022E-9,6.607362E-6,2.194622E-8,2.248785E-8,2.532591E-7,2.357654E-5,2.418384E-7,1.556887E-6,2.941924E-5,3.711258E-6,8.224627E-9,1.871811E-6,4.25077E-5,3.429503E-8,0.01893802,5.350303E-5,0.007899765,7.475332E-6,1.063783E-6,5.070436E-8,9.22681E-8,3.772686E-7,0.01023544,0.01700762,9.169835,1.119138E-4,518971.1,518971.1
4.9E-4,14.99442,-2.046204E7,998.5181,998.5181,0.00167809,1.0,0.944064,1.69645E-7,4.064998E-4,7.56132E-6,5.019601E-5,1.57515E-6,1.75287E-4,8.284521E-8,3.854589E-6,3.226645E-8,7.736594E-8,3.453661E-4,4.321962E-6,1.35133E-7,2.718507E-5,1.528105E-8,9.611235E-7,7.370344E-6,1.398796E-7,1.80553E-6,5.128033E-4,4.424036E-5,4.139348E-5,3.561098E-6,1.130451E-5,3.983774E-5,7.62992E-9,6.652808E-6,2.22605E-8,2.26502E-8,2.550449E-7,2.373898E-5,2.44769E-7,1.572198E-6,2.961943E-5,3.740165E-6,8.347173E-9,1.884064E-6,4.279418E-5,3.429862E-8,0.0189362,5.386541E-5,0.007899619,7.503335E-6,1.075985E-6,5.119279E-8,9.371332E-8,3.81644E-7,0.0102341,0.01700656,9.169768,1.11914E-4,518967.3,518967.3
5.0E-4,14.99433,-2.043466E7,998.4874,998.4874,0.00167809,1.0,0.9440376,1.696768E-7,4.156644E-4,7.561983E-6,5.134177E-5,1.575329E-6,1.792751E-4,8.635044E-8,3.948151E-6,3.294876E-8,7.738445E-8,3.530419E-4,4.32687E-6,1.413747E-7,2.780225E-5,1.575115E-8,9.842026E-7,7.531176E-6,1.398765E-7,1.805699E-6,5.241173E-4,4.497521E-5,4.236321E-5,3.677175E-6,1.13582E-5,4.085397E-5,8.146721E-9,6.805503E-6,2.333322E-8,2.319556E-8,2.610436E-7,2.428452E-5,2.547228E-7,1.623782E-6,3.029179E-5,3.837123E-6,8.76542E-9,1.925202E-6,4.375614E-5,3.430707E-8,0.01893012,5.508233E-5,0.007899128,7.595799E-6,1.117307E-6,5.284181E-8,9.864543E-8,3.964616E-7,0.01022963,0.017003,9.169544,1.119147E-4,518954.7,518954.7
5.1E-4,14.99423,-2.040708E7,998.4568,998.4568,0.00167809,1.0,0.9440112,1.697004E-7,4.248276E-4,7.562387E-6,5.248735E-5,1.575449E-6,1.832632E-4,8.991915E-8,4.04182E-6,3.363043E-8,7.739915E-8,3.607153E-4,4.33168E-6,1.477538E-7,2.841933E-5,1.621943E-8,1.007287E-6,7.691977E-6,1.398685E-7,1.805819E-6,5.354328E-4,4.570252E-5,4.333286E-5,3.793751E-6,1.140855E-5,4.187216E-5,8.684154E-9,6.958262E-6,2.443095E-8,2.374098E-8,2.670429E-7,2.482994E-5,2.648364E-7,1.67558E-6,3.096406E-5,3.933881E-6,9.193343E-9,1.966314E-6,4.47176E-5,3.431401E-8,0.01892404,5.629885E-5,0.007898638,7.685967E-6,1.159111E-6,5.450278E-8,1.0369E-7,4.114534E-7,0.01022516,0.01699944,9.16932,1.119154E-4,518942.0,518942.0
5.2E-4,14.99414,-2.037919E7,998.4262,998.4262,0.00167809,1.0,0.9439848,1.69716E-7,4.339888E-4,7.562517E-6,5.363269E-5,1.575508E-6,1.872511E-4,9.355259E-8,4.135594E-6,3.431133E-8,7.741043E-8,3.68386E-4,4.336391E-6,1.542734E-7,2.903626E-5,1.66856E-8,1.030375E-6,7.852743E-6,1.398557E-7,1.805891E-6,5.467494E-4,4.642215E-5,4.43024E-5,3.910818E-6,1.145566E-5,4.289224E-5,9.242948E-9,7.111079E-6,2.555426E-8,2.428642E-8,2.730424E-7,2.537523E-5,2.751117E-7,1.727583E-6,3.163621E-5,4.030429E-6,9.631138E-9,2.007396E-6,4.567851E-5,3.431954E-8,0.01891797,5.751489E-5,0.007898151,7.773828E-6,1.201396E-6,5.61755E-8,1.088482E-7,4.266186E-7,0.01022069,0.01699589,9.169096,1.119161E-4,518929.3,518929.3
5.3E-4,14.99405,-2.0351E7,998.3956,998.3956,0.00167809,1.0,0.9439584,1.697241E-7,4.431479E-4,7.562384E-6,5.477775E-5,1.575508E-6,1.912387E-4,9.725058E-8,4.229465E-6,3.499136E-8,7.741837E-8,3.760538E-4,4.341007E-6,1.609337E-7,2.965303E-5,1.714944E-8,1.053466E-6,8.013469E-6,1.398383E-7,1.805917E-6,5.580668E-4,4.713415E-5,4.527177E-5,4.028345E-6,1.149967E-5,4.391407E-5,9.823345E-9,7.263949E-6,2.670316E-8,2.483185E-8,2.790419E-7,2.592034E-5,2.855472E-7,1.779775E-6,3.23082E-5,4.126765E-6,1.007879E-8,2.048447E-6,4.663882E-5,3.432372E-8,0.01891189,5.873042E-5,0.007897664,7.859423E-6,1.24415E-6,5.785952E-8,1.141184E-7,4.419529E-7,0.01021623,0.01699233,9.168872,1.119168E-4,518916.6,518916.6
5.4E-4,14.99395,-2.032256E7,998.3651,998.3651,0.00167809,1.0,0.9439321,1.697254E-7,4.523045E-4,7.562009E-6,5.592248E-5,1.575453E-6,1.952258E-4,1.010128E-7,4.32343E-6,3.567051E-8,7.742347E-8,3.837184E-4,4.345537E-6,1.677341E-7,3.02696E-5,1.761071E-8,1.076557E-6,8.174151E-6,1.398169E-7,1.805902E-6,5.693845E-4,4.783857E-5,4.624092E-5,4.146289E-6,1.154074E-5,4.493751E-5,1.042553E-8,7.416865E-6,2.787762E-8,2.537721E-8,2.85041E-7,2.646525E-5,2.961408E-7,1.83214E-6,3.298E-5,4.222886E-6,1.053624E-8,2.089467E-6,4.759851E-5,3.432667E-8,0.01890582,5.994536E-5,0.00789718,7.942803E-6,1.287358E-6,5.955434E-8,1.194986E-7,4.574511E-7,0.01021176,0.01698878,9.168649,1.119175E-4,518904.0,518904.0
5.477487E-4,14.99388,-2.030124E7,998.3415,998.3415,0.00167809,1.0,0.9439116,1.69723E-7,4.593977E-4,7.561523E-6,5.680925E-5,1.575367E-6,1.98315E-4,1.039719E-7,4.3963E-6,3.619599E-8,7.742431E-8,3.896551E-4,4.348982E-6,1.730998E-7,3.074721E-5,1.796624E-8,1.09445E-6,8.298627E-6,1.397967E-7,1.805853E-6,5.781542E-4,4.837925E-5,4.699175E-5,4.238002E-6,1.157063E-5,4.573158E-5,1.090723E-8,7.535382E-6,2.88052E-8,2.579973E-8,2.89689E-7,2.688733E-5,3.04457E-7,1.872824E-6,3.350041E-5,4.297218E-6,1.089741E-8,2.121228E-6,4.834167E-5,3.432832E-8,0.01890112,6.088634E-5,0.007896806,8.005918E-6,1.321143E-6,6.087473E-8,1.237419E-7,4.695698E-7,0.0102083,0.01698603,9.168476,1.11918E-4,518894.2,518894.2
