Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_H_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_CH3_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H5_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C3H8_Soln#6 (),Mole_fraction_C3H6_Soln#6 (),Mole_fraction_C3H5-A_Soln#6 (),Mole_fraction_C3H4-P_Soln#6 (),Mole_fraction_C3H4-A_Soln#6 (),Mole_fraction_NC4H10_Soln#6 (),Mole_fraction_IC4H10_Soln#6 (),Mole_fraction_TC4H9_Soln#6 (),Mole_fraction_IC4H8_Soln#6 (),Mole_fraction_IC4H7_Soln#6 (),Mole_fraction_C4H8-1_Soln#6 (),Mole_fraction_C4H8-2_Soln#6 (),Mole_fraction_C4H71-3_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C4H4_Soln#6 (),Mole_fraction_C4H2_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_FULVENE_Soln#6 (),Mole_fraction_C5H6_Soln#6 (),Mole_fraction_MCPTD_Soln#6 (),Mole_fraction_C10H8_Soln#6 (),Mole_fraction_NEOC5H12_Soln#6 (),Mole_fraction_NC5H10_Soln#6 (),Mole_fraction_B1M2_Soln#6 (),Mole_fraction_B1M3_Soln#6 (),Mole_fraction_B2M2_Soln#6 (),Mole_fraction_LC5H8_Soln#6 (),Mole_fraction_DIALLYL_Soln#6 (),Mole_fraction_CYC6H10_Soln#6 (),Mole_fraction_NC6H12_Soln#6 (),Mole_fraction_NC7H14_Soln#6 (),Mole_fraction_IC8H16_Soln#6 (),Mole_fraction_DIMEPTD_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_C6H5C2H_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_XYLENE_Soln#6 (),Mole_fraction_INDENE_Soln#6 (),Mole_fraction_NC10H20_Soln#6 (),Mole_fraction_IC12H26_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
0.0,15.0,-8.195282E9,1250.0,1250.0,0.001342472,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,8.949814E-5,519545.7,519545.7
5.325736E-10,14.99995,-8.558856E9,1249.999,1249.999,0.001342472,1.0,0.9452587,1.250535E-9,1.623382E-13,2.392873E-9,8.260493E-15,1.853865E-10,1.422078E-10,7.704201E-17,3.291182E-15,1.465323E-9,7.171551E-9,2.117556E-16,1.662943E-13,2.275402E-15,1.438869E-12,1.453854E-7,1.9605E-8,3.951083E-8,1.52926E-10,1.38394E-14,7.170534E-9,8.905971E-13,4.64139E-22,4.62615E-22,2.70722E-14,1.083159E-26,9.637778E-24,1.736802E-20,8.169169E-27,1.847354E-18,9.48563E-11,3.809974E-20,1.13877E-19,1.258227E-22,3.430185E-15,1.513431E-18,2.464266E-23,3.921449E-11,3.382658E-11,0.01921548,2.449041E-13,0.007923929,7.064923E-12,4.29982E-33,4.187996E-26,5.3506E-18,1.259772E-17,3.380322E-29,0.01043316,0.01716841,9.179986,8.949818E-5,519545.6,519545.6
7.271633E-9,14.99986,-1.027683E10,1249.988,1249.988,0.001342472,1.0,0.9452557,1.202321E-7,2.820963E-10,2.735234E-7,1.700302E-11,2.610823E-8,2.001218E-8,1.886891E-14,6.270653E-12,1.594452E-7,9.79478E-8,3.969066E-14,1.920747E-10,4.090097E-12,3.494566E-10,2.171653E-6,7.898892E-7,5.395627E-7,1.961985E-8,2.721431E-12,9.775901E-8,2.239903E-10,1.707283E-19,8.620003E-20,4.089246E-11,2.592746E-22,4.18636E-19,3.814517E-16,1.82521E-22,4.599379E-14,1.178182E-8,8.96115E-16,2.603554E-15,8.16877E-18,5.873942E-11,3.851218E-15,5.409303E-19,4.783631E-9,4.199938E-9,0.0192151,3.678053E-10,0.007923904,1.987793E-10,1.838658E-28,1.192404E-21,1.101006E-14,2.189733E-14,2.234767E-23,0.01043294,0.01716705,9.179957,8.949872E-5,519544.0,519544.0
2.353095E-8,14.99963,-1.084524E10,1249.957,1249.957,0.001342472,1.0,0.9452471,5.42011E-7,5.556715E-9,1.520446E-6,3.860584E-10,1.651498E-7,1.355061E-7,3.173827E-13,1.253527E-10,8.868167E-7,3.183386E-7,4.221289E-13,3.126752E-9,7.474853E-11,4.216431E-9,6.90195E-6,3.448034E-6,1.74771E-6,1.092256E-7,3.012835E-11,3.163762E-7,3.806121E-9,6.304289E-18,1.008936E-18,6.744957E-10,2.268591E-20,1.345752E-16,2.223856E-14,1.082988E-20,2.865227E-12,6.365039E-8,5.669312E-14,1.617568E-13,7.195146E-16,2.075225E-9,1.311729E-13,3.313938E-17,2.510996E-8,2.424355E-8,0.0192144,6.082221E-9,0.007923828,2.014615E-9,3.01509E-26,9.478878E-20,2.4988E-13,4.316329E-13,1.596069E-20,0.01043239,0.01716374,9.179873,8.950009E-5,519539.2,519539.2
7.316465E-8,14.9989,-1.177442E10,1249.858,1249.858,0.001342472,1.0,0.9452179,1.947418E-6,8.43126E-8,7.362732E-6,6.018379E-9,7.637006E-7,7.717755E-7,6.997956E-12,1.541904E-9,4.942349E-6,1.010543E-6,4.448782E-12,3.695448E-8,7.929362E-10,4.302827E-8,1.875879E-5,1.241507E-5,5.453209E-6,4.242912E-7,3.110888E-10,9.91866E-7,5.079507E-8,4.079838E-16,2.305212E-17,7.973911E-9,2.264416E-18,2.564663E-14,8.610987E-13,4.858936E-19,1.20986E-10,2.454682E-7,2.683788E-12,7.599799E-12,3.986502E-14,3.396231E-8,4.05759E-12,1.723168E-15,9.152448E-8,1.208315E-7,0.0192121,7.224696E-8,0.007923552,2.117561E-8,5.888047E-24,5.346843E-18,3.927755E-12,6.566356E-12,6.410413E-18,0.01043054,0.01715349,9.179587,8.950441E-5,519523.0,519523.0
2.819685E-7,14.99562,-1.417658E10,1249.373,1249.373,0.001342472,1.0,0.9450621,7.806493E-6,2.392879E-6,5.650765E-5,1.485677E-7,4.303674E-6,6.594988E-6,4.034037E-10,2.558352E-8,4.711796E-5,4.259655E-6,1.342599E-10,6.142347E-7,9.693555E-9,5.491879E-7,4.703245E-5,5.823855E-5,2.133711E-5,2.107955E-6,5.748305E-9,3.994752E-6,8.914612E-7,2.074629E-13,2.943985E-15,1.308235E-7,9.08286E-16,8.092348E-12,5.661355E-11,7.924902E-17,9.434229E-9,1.245838E-6,3.045934E-10,8.713409E-10,5.309436E-12,6.342333E-7,2.658611E-10,2.420578E-13,3.835624E-7,1.106235E-6,0.01919972,1.20332E-6,0.007921737,3.377162E-7,4.964069E-21,8.757319E-16,1.225688E-10,1.903707E-10,5.6287E-15,0.01041997,0.01710843,9.178034,8.952401E-5,519435.1,519435.1
9.747866E-7,14.98457,-1.556268E10,1247.505,1247.505,0.001342472,1.0,0.9443682,2.129772E-5,4.83319E-5,2.991002E-4,3.704691E-6,1.742699E-5,5.01847E-5,1.936984E-8,6.089226E-7,2.977564E-4,1.725281E-5,8.230498E-9,6.667359E-6,1.612719E-7,3.799504E-6,6.628143E-5,2.601363E-4,7.620602E-5,1.153047E-5,1.115797E-7,1.477213E-5,1.026643E-5,7.94332E-11,1.646046E-13,1.375491E-6,3.001017E-13,9.838177E-10,2.170711E-9,1.489665E-14,3.07244E-7,6.762821E-6,2.183825E-8,6.389626E-8,4.622122E-10,7.05618E-6,1.464481E-8,2.068906E-11,1.456099E-6,9.770648E-6,0.01913672,1.301797E-5,0.007911109,3.531433E-6,7.954957E-18,4.228455E-13,9.11844E-9,4.283681E-9,1.471206E-12,0.01036066,0.01694471,9.171075,8.959004E-5,519041.3,519041.3
9.881402E-7,14.98437,-1.555781E10,1247.469,1247.469,0.001342472,1.0,0.9443534,2.150619E-5,4.98484E-5,3.037525E-4,3.844056E-6,1.76593E-5,5.132012E-5,2.020565E-8,6.327574E-7,3.031943E-4,1.751286E-5,8.624651E-9,6.834953E-6,1.668475E-7,3.871425E-6,6.636283E-5,2.644843E-4,7.728231E-5,1.176911E-5,1.153988E-7,1.498002E-5,1.053354E-5,8.45914E-11,1.709349E-13,1.409511E-6,3.201054E-13,1.034066E-9,2.255603E-9,1.578049E-14,3.176844E-7,6.896351E-6,2.283526E-8,6.681566E-8,4.843997E-10,7.234078E-6,1.53037E-8,2.168581E-11,1.477871E-6,1.00025E-5,0.01913526,1.334417E-5,0.007910858,3.617874E-6,8.731478E-18,4.550744E-13,9.598678E-9,4.426778E-9,1.556504E-12,0.01035924,0.01694141,9.170928,8.959123E-5,519033.0,519033.0
1.022131E-6,14.98386,-1.554321E10,1247.375,1247.375,0.001342472,1.0,0.9443157,2.203106E-5,5.381336E-5,3.15532E-4,4.213707E-6,1.824515E-5,5.425452E-5,2.244077E-8,6.961678E-7,3.170896E-4,1.817381E-5,9.687946E-9,7.269174E-6,1.815698E-7,4.055361E-6,6.655652E-5,2.756117E-4,8.002392E-5,1.238662E-5,1.254725E-7,1.550822E-5,1.122683E-5,9.888479E-11,1.876166E-13,1.497602E-6,3.758296E-13,1.170092E-9,2.480869E-9,1.821072E-14,3.450414E-7,7.240408E-6,2.550817E-8,7.463914E-8,5.441285E-10,7.694961E-6,1.70705E-8,2.437236E-11,1.533439E-6,1.060221E-5,0.01913151,1.418915E-5,0.007910213,3.841427E-6,1.101611E-17,5.462829E-13,1.090462E-8,4.80264E-9,1.789885E-12,0.01035557,0.01693301,9.170552,8.959427E-5,519011.7,519011.7
1.0594E-6,14.98331,-1.552374E10,1247.273,1247.273,0.001342472,1.0,0.9442741,2.259727E-5,5.833241E-5,3.283397E-4,4.64401E-6,1.887831E-5,5.754395E-5,2.507378E-8,7.702986E-7,3.324091E-4,1.889644E-5,1.095664E-8,7.757677E-6,1.985958E-7,4.258409E-6,6.674887E-5,2.879092E-4,8.303297E-5,1.308035E-5,1.37118E-7,1.608566E-5,1.200883E-5,1.166112E-10,2.068396E-13,1.596622E-6,4.454986E-13,1.333191E-9,2.743257E-9,2.119195E-14,3.763169E-7,7.624446E-6,2.866779E-8,8.388091E-8,6.151594E-10,8.213403E-6,1.915974E-8,2.757355E-11,1.594606E-6,1.127529E-5,0.01912734,1.513946E-5,0.007909495,4.092237E-6,1.410816E-17,6.629238E-13,1.248079E-8,5.233951E-9,2.074042E-12,0.01035149,0.01692376,9.170137,8.959756E-5,518988.2,518988.2
1.082344E-6,14.98297,-1.551006E10,1247.21,1247.21,0.001342472,1.0,0.9442484,2.294113E-5,6.120313E-5,3.361663E-4,4.922159E-6,1.926327E-5,5.960598E-5,2.679239E-8,8.183794E-7,3.418821E-4,1.934002E-5,1.179347E-8,8.064779E-6,2.095428E-7,4.384096E-6,6.685808E-5,2.955292E-4,8.488695E-5,1.351614E-5,1.445959E-7,1.64402E-5,1.250149E-5,1.286745E-10,2.191558E-13,1.658832E-6,4.932401E-13,1.441186E-9,2.91295E-9,2.320339E-14,3.962317E-7,7.864375E-6,3.07356E-8,8.992526E-8,6.618747E-10,8.539297E-6,2.052741E-8,2.968264E-11,1.632384E-6,1.169763E-5,0.01912474,1.573672E-5,0.007909048,4.249545E-6,1.636851E-17,7.443188E-13,1.353001E-8,5.50949E-9,2.264541E-12,0.01034894,0.01691805,9.169881,8.959958E-5,518973.7,518973.7
1.126007E-6,14.98234,-1.548076E10,1247.091,1247.091,0.001342472,1.0,0.9441991,2.358579E-5,6.685125E-5,3.50933E-4,5.479894E-6,1.998551E-5,6.360672E-5,3.027505E-8,9.151304E-7,3.599935E-4,2.018091E-5,1.35088E-8,8.662405E-6,2.313668E-7,4.624664E-6,6.704888E-5,3.10132E-4,8.84181E-5,1.436392E-5,1.594979E-7,1.711274E-5,1.346242E-5,1.542519E-10,2.436008E-13,1.779814E-6,5.952802E-13,1.663451E-9,3.253407E-9,2.742976E-14,4.355088E-7,8.32826E-6,3.493716E-8,1.021968E-7,7.573043E-10,9.17342E-6,2.33071E-8,3.400026E-11,1.704528E-6,1.251783E-5,0.01911974,1.689868E-5,0.007908187,4.554872E-6,2.155869E-17,9.217498E-13,1.570181E-8,6.05497E-9,2.661894E-12,0.01034402,0.01690715,9.169391,8.960338E-5,518946.0,518946.0
1.174795E-6,14.98164,-1.544334E10,1246.957,1246.957,0.001342472,1.0,0.9441436,2.429136E-5,7.344568E-5,3.672284E-4,6.147888E-6,2.077632E-5,6.819353E-5,3.45054E-8,1.031531E-6,3.803536E-4,2.11146E-5,1.56247E-8,9.350248E-6,2.573051E-7,4.895505E-6,6.723919E-5,3.266019E-4,9.236785E-5,1.533987E-5,1.771993E-7,1.786063E-5,1.457182E-5,1.872406E-10,2.724583E-13,1.918946E-6,7.283734E-13,1.939039E-9,3.661504E-9,3.281818E-14,4.815066E-7,8.857732E-6,4.005778E-8,1.17134E-7,8.744437E-10,9.903156E-6,2.669572E-8,3.931679E-11,1.785516E-6,1.345932E-5,0.01911406,1.823553E-5,0.007907209,4.905019E-6,2.900526E-17,1.159217E-12,1.8415E-8,6.697195E-9,3.163368E-12,0.01033841,0.01689493,9.16884,8.960757E-5,518914.8,518914.8
1.205325E-6,14.9812,-1.541759E10,1246.874,1246.874,0.001342472,1.0,0.9441087,2.472511E-5,7.772269E-5,3.773121E-4,6.590401E-6,2.12624E-5,7.11252E-5,3.734066E-8,1.108913E-6,3.93157E-4,2.169522E-5,1.7061E-8,9.791261E-6,2.743798E-7,5.066034E-6,6.734766E-5,3.369883E-4,9.48415E-5,1.596607E-5,1.888522E-7,1.832657E-5,1.528491E-5,2.104615E-10,2.913365E-13,2.008095E-6,8.229705E-13,2.126879E-9,3.932056E-9,3.657697E-14,5.114109E-7,9.194959E-6,4.349844E-8,1.27159E-7,9.536185E-10,1.037096E-5,2.897284E-8,4.292048E-11,1.836391E-6,1.406164E-5,0.01911045,1.909237E-5,0.007906588,5.128814E-6,3.47273E-17,1.331537E-12,2.027559E-8,7.116661E-9,3.510142E-12,0.01033485,0.01688726,9.168494,8.961016E-5,518895.2,518895.2
1.26185E-6,14.98041,-1.536561E10,1246.721,1246.721,0.001342472,1.0,0.9440437,2.55127E-5,8.594305E-5,3.957449E-4,7.460417E-6,2.214437E-5,7.667533E-5,4.298532E-8,1.261595E-6,4.16983E-4,2.276183E-5,1.996018E-8,1.062885E-5,3.077253E-7,5.383794E-6,6.753006E-5,3.56377E-4,9.94251E-5,1.715704E-5,2.116178E-7,1.918476E-5,1.66429E-5,2.591861E-10,3.279351E-13,2.177313E-6,1.023666E-12,2.50763E-9,4.464485E-9,4.43912E-14,5.690239E-7,9.831136E-6,5.036552E-8,1.471391E-7,1.112649E-9,1.12593E-5,3.35173E-8,5.018325E-11,1.930969E-6,1.520297E-5,0.01910368,2.071914E-5,0.007905423,5.552375E-6,4.794887E-17,1.705312E-12,2.407126E-8,7.929003E-9,4.22401E-12,0.01032814,0.01687301,9.167849,8.96149E-5,518858.7,518858.7
1.29491E-6,14.97995,-1.533279E10,1246.631,1246.631,0.001342472,1.0,0.9440054,2.596415E-5,9.093013E-5,4.063801E-4,8.000231E-6,2.264935E-5,7.999365E-5,4.653134E-8,1.356643E-6,4.309877E-4,2.338009E-5,2.180644E-8,1.113118E-5,3.282791E-7,5.570815E-6,6.762704E-5,3.678098E-4,1.021079E-4,1.787269E-5,2.256757E-7,1.968384E-5,1.74595E-5,2.914048E-10,3.503205E-13,2.278745E-6,1.157864E-12,2.751069E-9,4.795191E-9,4.951389E-14,6.040551E-7,1.021023E-5,5.468937E-8,1.597001E-7,1.213412E-9,1.179198E-5,3.637791E-8,5.480145E-11,1.986509E-6,1.588593E-5,0.01909967,2.16944E-5,0.007904732,5.805484E-6,5.754927E-17,1.960585E-12,2.651304E-8,8.425584E-9,4.687371E-12,0.01032415,0.01686465,9.16747,8.961764E-5,518837.3,518837.3
1.348343E-6,14.97922,-1.527627E10,1246.487,1246.487,0.001342472,1.0,0.9439433,2.667967E-5,9.926581E-5,4.233371E-4,8.921777E-6,2.344851E-5,8.546685E-5,5.265653E-8,1.519375E-6,4.537255E-4,2.436974E-5,2.503712E-8,1.196205E-5,3.631519E-7,5.874838E-6,6.777075E-5,3.864288E-4,1.064466E-4,1.905913E-5,2.495119E-7,2.048579E-5,1.881355E-5,3.498116E-10,3.880097E-13,2.446447E-6,1.403856E-12,3.178589E-9,5.360424E-9,5.872884E-14,6.627256E-7,1.083368E-5,6.217294E-8,1.814046E-7,1.38885E-9,1.267291E-5,4.132632E-8,6.28716E-11,2.076611E-6,1.701322E-5,0.01909309,2.330696E-5,0.007903601,6.222659E-6,7.65958E-17,2.437871E-12,3.082556E-8,9.261595E-9,5.51279E-12,0.0103176,0.01685109,9.166855,8.962201E-5,518802.4,518802.4
1.405041E-6,14.97846,-1.521199E10,1246.334,1246.334,0.001342472,1.0,0.9438768,2.742008E-5,1.084768E-4,4.410113E-4,9.966831E-6,2.42735E-5,9.141976E-5,5.970408E-8,1.704524E-6,4.779847E-4,2.540575E-5,2.881402E-8,1.286875E-5,4.024028E-7,6.199702E-6,6.790798E-5,4.063699E-4,1.110534E-4,2.035841E-5,2.763854E-7,2.133006E-5,2.029569E-5,4.210829E-10,4.300152E-13,2.629375E-6,1.708275E-12,3.680518E-9,6.002489E-9,6.9874E-14,7.277088E-7,1.15095E-5,7.080273E-8,2.063783E-7,1.592642E-9,1.363404E-5,4.702677E-8,7.229145E-11,2.172654E-6,1.824032E-5,0.019086,2.506593E-5,0.007902382,6.67585E-6,1.02544E-16,3.042676E-12,3.59228E-8,1.019368E-8,6.498883E-12,0.01031052,0.01683666,9.166198,8.962656E-5,518765.3,518765.3
1.43558E-6,14.97806,-1.517567E10,1246.252,1246.252,0.001342472,1.0,0.9438409,2.781096E-5,1.135917E-4,4.503932E-4,1.055874E-5,2.470808E-5,9.468678E-5,6.374039E-8,1.809633E-6,4.911052E-4,2.59573E-5,3.100371E-8,1.336758E-5,4.245081E-7,6.375611E-6,6.797619E-5,4.171872E-4,1.135358E-4,2.107547E-5,2.915518E-7,2.178182E-5,2.111301E-5,4.637583E-10,4.534897E-13,2.729989E-6,1.892567E-12,3.972424E-9,6.366686E-9,7.650536E-14,7.638561E-7,1.18795E-5,7.575304E-8,2.206775E-7,1.710198E-9,1.416274E-5,5.029311E-8,7.774665E-11,2.224564E-6,1.891413E-5,0.01908213,2.603331E-5,0.007901717,6.924275E-6,1.194308E-16,3.415312E-12,3.89019E-8,1.071485E-8,7.079991E-12,0.01030665,0.01682886,9.165843,8.962898E-5,518745.2,518745.2
1.482314E-6,14.97745,-1.511795E10,1246.127,1246.127,0.001342472,1.0,0.9437856,2.839847E-5,1.21624E-4,4.645616E-4,1.150426E-5,2.535989E-5,9.97666E-5,7.0251E-8,1.977844E-6,5.112534E-4,2.679202E-5,3.457358E-8,1.414481E-5,4.596466E-7,6.646022E-6,6.807368E-5,4.338418E-4,1.173358E-4,2.21961E-5,3.156713E-7,2.246896E-5,2.238905E-5,5.353049E-10,4.905525E-13,2.886728E-6,2.204612E-12,4.449569E-9,6.949304E-9,8.756546E-14,8.207018E-7,1.245368E-5,8.374818E-8,2.437317E-7,1.900987E-9,1.498638E-5,5.556191E-8,8.663246E-11,2.304236E-6,1.99623E-5,0.01907615,2.754014E-5,0.00790069,7.31009E-6,1.499026E-16,4.055907E-12,4.379187E-8,1.15382E-8,8.040878E-12,0.01030065,0.0168169,9.165297,8.963264E-5,518714.3,518714.3
1.523591E-6,14.97691,-1.506496E10,1246.017,1246.017,0.001342472,1.0,0.9437365,2.890674E-5,1.289219E-4,4.768838E-4,1.237967E-5,2.592232E-5,1.043326E-4,7.634449E-8,2.133877E-6,5.291165E-4,2.751942E-5,3.795453E-8,1.484498E-5,4.920048E-7,6.886041E-6,6.815348E-5,4.486506E-4,1.206929E-4,2.320934E-5,3.379205E-7,2.30715E-5,2.354112E-5,6.051763E-10,5.244262E-13,3.027905E-6,2.512767E-12,4.90274E-9,7.48969E-9,9.830838E-14,8.724281E-7,1.296873E-5,9.124112E-8,2.652934E-7,2.08076E-9,1.572823E-5,6.049141E-8,9.504066E-11,2.37483E-6,2.090485E-5,0.0190708,2.889711E-5,0.007899773,7.656353E-6,1.821668E-16,4.699001E-12,4.845702E-8,1.229128E-8,8.965198E-12,0.01029529,0.01680631,9.164814,8.963583E-5,518686.9,518686.9
1.593665E-6,14.97603,-1.497104E10,1245.831,1245.831,0.001342472,1.0,0.9436528,2.974712E-5,1.417387E-4,4.973893E-4,1.395292E-5,2.684894E-5,1.122496E-4,8.744342E-8,2.41487E-6,5.595807E-4,2.873206E-5,4.420364E-8,1.606222E-5,5.497765E-7,7.295958E-6,6.827693E-5,4.739968E-4,1.263934E-4,2.497967E-5,3.777455E-7,2.40847E-5,2.554946E-5,7.392633E-10,5.843511E-13,3.27332E-6,3.112565E-12,5.743158E-9,8.463287E-9,1.187982E-13,9.634355E-7,1.38597E-5,1.0491E-7,3.045191E-7,2.410909E-9,1.701767E-5,6.946046E-8,1.105675E-10,2.495141E-6,2.253993E-5,0.0190616,3.125519E-5,0.007898195,8.255457E-6,2.506279E-16,5.975981E-12,5.715472E-8,1.362485E-8,1.070662E-11,0.01028603,0.01678828,9.163989,8.964113E-5,518640.2,518640.3
1.696044E-6,14.97477,-1.482587E10,1245.562,1245.562,0.001342472,1.0,0.9435294,3.092462E-5,1.614065E-4,5.264035E-4,1.645052E-5,2.813961E-5,1.241779E-4,1.054226E-7,2.862104E-6,6.043818E-4,3.044996E-5,5.455107E-8,1.790305E-5,6.406073E-7,7.900084E-6,6.843349E-5,5.114721E-4,1.347223E-4,2.767911E-5,4.406268E-7,2.554195E-5,2.859897E-5,9.739057E-10,6.773358E-13,3.644473E-6,4.18519E-12,7.141387E-9,1.001569E-8,1.543642E-13,1.103442E-6,1.519793E-5,1.270989E-7,3.679069E-7,2.952227E-9,1.896707E-5,8.39463E-8,1.362517E-10,2.671895E-6,2.500479E-5,0.01904788,3.481899E-5,0.007895846,9.15466E-6,3.897145E-16,8.32667E-12,7.173352E-8,1.56967E-8,1.367294E-11,0.01027219,0.01676182,9.162776,8.964865E-5,518571.6,518571.6
1.758801E-6,14.97402,-1.473281E10,1245.398,1245.398,0.001342472,1.0,0.9434532,3.161742E-5,1.739982E-4,5.436333E-4,1.809899E-5,2.889441E-5,1.316932E-4,1.175103E-7,3.157837E-6,6.320046E-4,3.146968E-5,6.164756E-8,1.906659E-5,7.000395E-7,8.273309E-6,6.851721E-5,5.34692E-4,1.398269E-4,2.939952E-5,4.819609E-7,2.642111E-5,3.05336E-5,1.142909E-9,7.375061E-13,3.879119E-6,4.973278E-12,8.10425E-9,1.104508E-8,1.798213E-13,1.193271E-6,1.603895E-5,1.420433E-7,4.10406E-7,3.320128E-9,2.019887E-5,9.364583E-8,1.538579E-10,2.780777E-6,2.655831E-5,0.0190393,3.707021E-5,0.007894381,9.718878E-6,5.03982E-16,1.009753E-11,8.183598E-8,1.703818E-8,1.57596E-11,0.01026352,0.01674554,9.162029,8.965313E-5,518529.3,518529.3
1.831446E-6,14.97318,-1.462173E10,1245.21,1245.21,0.001342472,1.0,0.9433646,3.239229E-5,1.89066E-4,5.630498E-4,2.011909E-5,2.973428E-5,1.405777E-4,1.325443E-7,3.520643E-6,6.641206E-4,3.261693E-5,7.061513E-8,2.044543E-5,7.723768E-7,8.707934E-6,6.860368E-5,5.617935E-4,1.457335E-4,3.145263E-5,5.324736E-7,2.742487E-5,3.283285E-5,1.36489E-9,8.101724E-13,4.157263E-6,6.025391E-12,9.324778E-9,1.231191E-8,2.131179E-13,1.300938E-6,1.703146E-5,1.60655E-7,4.631253E-7,3.781641E-9,2.165823E-5,1.056569E-7,1.761051E-10,2.907279E-6,2.839515E-5,0.01902924,3.973667E-5,0.007892664,1.03834E-5,6.707684E-16,1.250832E-11,9.47014E-8,1.865787E-8,1.845023E-11,0.01025332,0.01672663,9.16116,8.965818E-5,518480.1,518480.1
1.86024E-6,14.97285,-1.457681E10,1245.135,1245.135,0.001342472,1.0,0.9433293,3.269147E-5,1.951813E-4,5.705887E-4,2.095308E-5,3.005726E-5,1.441526E-4,1.388185E-7,3.670519E-6,6.768898E-4,3.306154E-5,7.440094E-8,2.100116E-5,8.020947E-7,8.880941E-6,6.863505E-5,5.725994E-4,1.480738E-4,3.228456E-5,5.533036E-7,2.781847E-5,3.376152E-5,1.46123E-9,8.398755E-13,4.269401E-6,6.487435E-12,9.841172E-9,1.283667E-8,2.275303E-13,1.344684E-6,1.743035E-5,1.684296E-7,4.850805E-7,3.975442E-9,2.224632E-5,1.106507E-7,1.854985E-10,2.95755E-6,2.913428E-5,0.01902521,4.081098E-5,0.007891978,1.065E-5,7.487917E-16,1.35817E-11,1.001619E-7,1.93195E-8,1.960279E-11,0.01024923,0.01671913,9.160814,8.966015E-5,518460.6,518460.6
1.904143E-6,14.97236,-1.450742E10,1245.023,1245.023,0.001342472,1.0,0.9432754,3.313906E-5,2.046579E-4,5.819134E-4,2.226091E-5,3.053909E-5,1.496598E-4,1.487331E-7,3.905629E-6,6.964009E-4,3.372825E-5,8.043227E-8,2.185828E-5,8.485385E-7,9.145511E-6,6.867985E-5,5.891428E-4,1.516408E-4,3.357259E-5,5.8592E-7,2.841391E-5,3.519594E-5,1.617723E-9,8.861529E-13,4.442395E-6,7.244366E-12,1.06651E-8,1.366169E-8,2.509033E-13,1.412528E-6,1.80444E-5,1.807231E-7,5.197193E-7,4.28303E-9,2.315322E-5,1.185183E-7,2.004668E-10,3.034334E-6,3.027298E-5,0.01901902,4.246749E-5,0.007890924,1.105979E-5,8.8249E-16,1.535719E-11,1.08893E-7,2.03495E-8,2.145798E-11,0.01024295,0.01670766,9.160287,8.96631E-5,518430.7,518430.7
1.944518E-6,14.97191,-1.444274E10,1244.919,1244.919,0.001342472,1.0,0.9432257,3.354159E-5,2.13533E-4,5.921461E-4,2.350225E-5,3.097097E-5,1.547836E-4,1.582264E-7,4.128852E-6,7.143862E-4,3.432923E-5,8.626115E-8,2.265672E-5,8.924505E-7,9.38962E-6,6.871794E-5,6.044264E-4,1.549197E-4,3.477782E-5,6.168442E-7,2.89564E-5,3.653439E-5,1.772322E-9,9.297733E-13,4.603595E-6,7.999404E-12,1.146271E-8,1.444718E-8,2.73955E-13,1.476118E-6,1.861522E-5,1.925031E-7,5.528226E-7,4.579016E-9,2.399791E-5,1.260235E-7,2.149378E-10,3.105083E-6,3.133236E-5,0.01901328,4.401011E-5,0.007889949,1.144002E-5,1.022781E-15,1.71475E-11,1.173649E-7,2.131911E-8,2.327201E-11,0.01023712,0.01669711,9.1598,8.966578E-5,518403.2,518403.2
