Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H3_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_C3H3_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H9_Soln#9 (),Mole_fraction_TC4H9_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_NEOC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M2_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_B2M2_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_DIALLYL_Soln#9 (),Mole_fraction_CYC6H10_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_IC8H16_Soln#9 (),Mole_fraction_DIMEPTD_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_XYLENE_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Mole_fraction_IC12H26_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
3.106951E-5,15.04179,-2.734022E9,1296.405,1296.405,0.001198636,1.0,0.8660057,3.13939E-5,0.0253102,7.797E-4,0.00627531,2.627419E-5,0.01348694,1.081437E-5,4.845507E-4,6.98658E-4,0.02646857,1.260284E-4,4.824743E-4,0.002089709,1.822424E-5,9.429039E-5,3.822663E-4,1.01418E-5,2.339271E-5,0.02243823,0.004423148,0.002366928,1.919625E-4,3.239434E-5,0.002688219,1.350379E-4,4.96661E-4,2.718574E-6,7.934553E-5,9.180965E-6,6.969686E-5,2.045193E-4,6.087787E-4,3.980348E-4,1.04043E-4,1.81733E-5,0.001182873,1.05463E-5,6.465971E-6,8.216949E-5,8.398047E-4,0.007776233,0.001806829,0.006691893,1.274689E-4,6.423306E-6,1.62286E-4,7.554674E-6,0.002507699,0.001665527,8.477087,7.968704E-5,479764.7,479764.7
3.111946E-5,15.04188,-2.728277E9,1296.378,1296.378,0.001198636,1.0,0.8659747,3.135012E-5,0.0253251,7.786634E-4,0.006276584,2.624633E-5,0.01349526,1.080518E-5,4.850465E-4,6.988304E-4,0.02647556,1.260251E-4,4.830142E-4,0.002091306,1.821767E-5,9.42957E-5,3.822929E-4,1.012196E-5,2.335018E-5,0.0224455,0.004423026,0.002367712,1.92054E-4,3.23674E-5,0.002689312,1.352336E-4,4.970011E-4,2.723037E-6,7.944743E-5,9.198043E-6,6.976791E-5,2.045096E-4,6.087775E-4,3.983042E-4,1.040447E-4,1.818986E-5,0.00118318,1.055236E-5,6.478194E-6,8.218403E-5,8.397189E-4,0.007769735,0.001806914,0.006691459,1.27426E-4,6.432542E-6,1.623884E-4,7.564379E-6,0.002505311,0.001662207,8.476858,7.968657E-5,479751.8,479751.8
3.124305E-5,15.0421,-2.714139E9,1296.311,1296.311,0.001198636,1.0,0.8658982,3.124236E-5,0.02536187,7.761111E-4,0.006279718,2.617769E-5,0.0135158,1.078252E-5,4.862713E-4,6.992552E-4,0.02649279,1.26017E-4,4.843482E-4,0.002095253,1.820149E-5,9.430869E-5,3.823578E-4,1.007314E-5,2.324548E-5,0.02246341,0.00442271,0.002369643,1.922797E-4,3.2301E-5,0.002692008,1.357172E-4,4.978407E-4,2.734071E-6,7.969934E-5,9.2403E-6,6.994332E-5,2.044855E-4,6.087731E-4,3.989684E-4,1.040486E-4,1.823073E-5,0.001183937,1.056733E-5,6.508425E-6,8.221978E-5,8.395057E-4,0.007753698,0.001807122,0.006690386,1.2732E-4,6.455367E-6,1.62641E-4,7.588378E-6,0.002499423,0.00165403,8.476294,7.968538E-5,479719.9,479719.9
3.129945E-5,15.0422,-2.707729E9,1296.281,1296.281,0.001198636,1.0,0.8658635,3.119347E-5,0.02537861,7.749525E-4,0.00628114,2.614652E-5,0.01352515,1.077223E-5,4.868292E-4,6.99448E-4,0.02650062,1.260133E-4,4.84956E-4,0.00209705,1.819415E-5,9.431453E-5,3.82387E-4,1.0051E-5,2.319798E-5,0.02247155,0.004422559,0.002370521,1.923823E-4,3.227083E-5,0.002693234,1.359377E-4,4.982229E-4,2.739102E-6,7.98142E-5,9.259584E-6,7.002318E-5,2.044743E-4,6.087705E-4,3.992703E-4,1.040502E-4,1.824934E-5,0.001184281,1.057414E-5,6.522214E-6,8.223599E-5,8.394079E-4,0.007746401,0.001807214,0.006689899,1.272717E-4,6.465769E-6,1.627559E-4,7.599322E-6,0.002496747,0.001650317,8.476038,7.968485E-5,479705.4,479705.4
3.269826E-5,15.04467,-2.55621E9,1295.547,1295.547,0.001198636,1.0,0.8650223,3.003263E-5,0.02578485,7.47342E-4,0.006314943,2.540098E-5,0.01375256,1.052473E-5,5.004816E-4,7.040472E-4,0.02668822,1.259324E-4,4.998718E-4,0.002141034,1.801871E-5,9.444447E-5,3.830469E-4,9.526722E-6,2.207052E-5,0.02266765,0.004417601,0.002391599,1.94859E-4,3.154599E-5,0.002722926,1.413564E-4,5.075323E-4,2.863128E-6,8.264541E-5,9.738009E-6,7.196835E-5,2.041765E-4,6.085911E-4,4.065349E-4,1.040622E-4,1.870247E-5,0.001192515,1.074045E-5,6.863118E-6,8.261853E-5,8.368911E-4,0.007569376,0.001809134,0.006678102,1.26107E-4,6.72121E-6,1.655336E-4,7.869391E-6,0.002432278,0.001561772,8.469856,7.967181E-5,479355.5,479355.5
3.282475E-5,15.04488,-2.543184E9,1295.483,1295.483,0.001198636,1.0,0.8649482,2.993233E-5,0.02582078,7.449471E-4,0.006317866,2.533606E-5,0.01377272,1.050306E-5,5.016991E-4,7.044465E-4,0.02670459,1.259259E-4,5.012058E-4,0.002144955,1.800347E-5,9.445488E-5,3.831006E-4,9.481558E-6,2.197314E-5,0.02268485,0.004417043,0.002393442,1.950767E-4,3.148258E-5,0.002725545,1.418418E-4,5.083585E-4,2.874273E-6,8.289981E-5,9.781283E-6,7.214096E-5,2.041477E-4,6.085645E-4,4.071714E-4,1.040608E-4,1.874267E-5,0.001193233,1.075524E-5,6.893836E-6,8.265135E-5,8.366554E-4,0.007553732,0.001809274,0.006677062,1.260045E-4,6.744073E-6,1.657782E-4,7.893682E-6,0.002426622,0.001554085,8.469313,7.967065E-5,479324.8,479324.8
3.293419E-5,15.04507,-2.531996E9,1295.428,1295.428,0.001198636,1.0,0.8648844,2.984615E-5,0.02585176,7.428882E-4,0.006320378,2.528022E-5,0.0137901,1.048441E-5,5.027502E-4,7.047897E-4,0.02671868,1.259205E-4,5.023579E-4,0.002148341,1.799036E-5,9.44637E-5,3.831463E-4,9.442772E-6,2.188948E-5,0.02269966,0.004416545,0.002395028,1.952643E-4,3.1428E-5,0.002727802,1.422613E-4,5.090712E-4,2.883906E-6,8.31197E-5,9.818723E-6,7.228987E-5,2.041225E-4,6.085402E-4,4.077193E-4,1.040593E-4,1.877734E-5,0.00119385,1.0768E-5,6.920396E-6,8.267951E-5,8.364505E-4,0.007540244,0.00180939,0.006676166,1.259161E-4,6.763821E-6,1.65989E-4,7.914679E-6,0.002421751,0.001547477,8.468845,7.966966E-5,479298.3,479298.3
3.416387E-5,15.04714,-2.411538E9,1294.822,1294.822,0.001198636,1.0,0.8641827,2.891443E-5,0.02619336,7.205582E-4,0.006347551,2.467255E-5,0.0139821,1.028059E-5,5.14421E-4,7.085145E-4,0.0268722,1.258656E-4,5.151824E-4,0.002185923,1.784833E-5,9.455235E-5,3.836128E-4,9.024513E-6,2.098533E-5,0.02286177,0.004410086,0.002412337,1.973215E-4,3.083179E-5,0.002752636,1.469363E-4,5.169527E-4,2.991553E-6,8.557723E-5,1.023945E-5,7.393584E-5,2.038248E-4,6.081859E-4,4.137093E-4,1.040225E-4,1.916063E-5,0.001200576,1.090939E-5,7.217821E-6,8.298173E-5,8.340871E-4,0.007391642,0.001810426,0.006666319,1.249467E-4,6.983756E-6,1.683045E-4,8.149466E-6,0.002368418,0.001475773,8.46372,7.96587E-5,479008.2,479008.2
3.550491E-5,15.04932,-2.290284E9,1294.193,1294.193,0.001198636,1.0,0.8634488,2.796912E-5,0.02655298,6.977686E-4,0.00637514,2.404849E-5,0.0141849,1.006965E-5,5.268692E-4,7.123185E-4,0.02703029,1.258191E-4,5.289252E-4,0.002225988,1.77038E-5,9.462882E-5,3.840304E-4,8.602266E-6,2.006881E-5,0.0230301,0.004401357,0.00243021,1.994659E-4,3.021507E-5,0.002778673,1.519587E-4,5.252956E-4,3.107761E-6,8.823114E-5,1.069827E-5,7.567606E-5,2.034729E-4,6.076432E-4,4.199093E-4,1.039448E-4,1.956595E-5,0.001207491,1.105957E-5,7.539953E-6,8.328343E-5,8.313952E-4,0.007235446,0.001811036,0.006656012,1.239348E-4,7.219646E-6,1.707246E-4,8.403095E-6,0.002312995,0.001402567,8.458385,7.964716E-5,478706.3,478706.3
3.557874E-5,15.04944,-2.283888E9,1294.159,1294.159,0.001198636,1.0,0.8634093,2.791907E-5,0.02657241,6.965582E-4,0.006376601,2.401523E-5,0.01419587,1.005836E-5,5.275465E-4,7.125206E-4,0.02703873,1.258169E-4,5.296748E-4,0.002228167,1.769615E-5,9.463247E-5,3.840508E-4,8.579971E-6,2.002031E-5,0.02303912,0.004400828,0.002431165,1.995811E-4,3.018207E-5,0.002780076,1.52233E-4,5.257477E-4,3.114124E-6,8.83765E-5,1.072353E-5,7.577027E-5,2.034527E-4,6.076089E-4,4.20241E-4,1.039394E-4,1.958789E-5,0.00120786,1.106773E-5,7.557618E-6,8.329924E-5,8.312439E-4,0.007227017,0.001811054,0.006655457,1.238804E-4,7.232517E-6,1.708548E-4,8.416986E-6,0.002310022,0.001398679,8.458098,7.964654E-5,478690.1,478690.1
3.634349E-5,15.05065,-2.21932E9,1293.816,1293.816,0.001198636,1.0,0.8630054,2.741227E-5,0.02677141,6.842798E-4,0.006391395,2.367718E-5,0.0143084,9.943369E-6,5.34512E-4,7.145706E-4,0.02712454,1.257965E-4,5.373962E-4,0.002250573,1.761868E-5,9.466693E-5,3.842472E-4,8.354583E-6,1.952937E-5,0.02313115,0.00439508,0.002440887,2.007575E-4,2.984594E-5,0.002794433,1.550605E-4,5.303862E-4,3.179821E-6,8.987759E-5,1.098513E-5,7.673625E-5,2.032401E-4,6.072282E-4,4.23619E-4,1.03878E-4,1.981298E-5,0.001211608,1.115148E-5,7.740136E-6,8.345829E-5,8.296589E-4,0.007140719,0.001811165,0.006649781,1.233246E-4,7.365129E-6,1.721856E-4,8.56039E-6,0.002279693,0.001359245,8.455175,7.964015E-5,478524.6,478524.6
3.666572E-5,15.05115,-2.192986E9,1293.674,1293.674,0.001198636,1.0,0.8628381,2.720479E-5,0.02685408,6.792418E-4,0.006397451,2.353813E-5,0.01435522,9.895932E-6,5.37421E-4,7.154118E-4,0.02715987,1.25789E-4,5.406271E-4,0.002259928,1.7587E-5,9.467975E-5,3.84322E-4,8.262513E-6,1.932849E-5,0.02316917,0.004392513,0.002444894,2.012442E-4,2.970728E-5,0.002800389,1.562447E-4,5.323177E-4,3.20739E-6,9.050768E-5,1.109533E-5,7.713811E-5,2.031483E-4,6.070545E-4,4.250119E-4,1.038489E-4,1.990665E-5,0.00121315,1.118641E-5,7.816791E-6,8.352283E-5,8.289821E-4,0.007104893,0.001811167,0.006647429,1.230945E-4,7.420631E-6,1.727368E-4,8.620563E-6,0.002267158,0.001343069,8.453966,7.963749E-5,478456.2,478456.2
3.669195E-5,15.05119,-2.190855E9,1293.662,1293.662,0.001198636,1.0,0.8628245,2.718806E-5,0.02686078,6.788352E-4,0.006397939,2.352689E-5,0.01435901,9.892096E-6,5.376572E-4,7.154796E-4,0.02716272,1.257884E-4,5.408895E-4,0.002260687,1.758444E-5,9.468075E-5,3.843279E-4,8.255092E-6,1.931229E-5,0.02317225,0.0043923,0.002445218,2.012836E-4,2.969607E-5,0.002800871,1.563409E-4,5.324744E-4,3.209631E-6,9.055891E-5,1.11043E-5,7.717068E-5,2.031408E-4,6.070401E-4,4.251245E-4,1.038465E-4,1.991425E-5,0.001213275,1.118924E-5,7.823025E-6,8.352802E-5,8.289268E-4,0.00710199,0.001811166,0.006647239,1.230758E-4,7.425139E-6,1.727814E-4,8.625454E-6,0.002266143,0.001341764,8.453868,7.963728E-5,478450.6,478450.6
3.741891E-5,15.0523,-2.133302E9,1293.349,1293.349,0.001198636,1.0,0.8624532,2.673335E-5,0.02704469,6.677686E-4,0.006411211,2.322065E-5,0.01446328,9.787336E-6,5.441619E-4,7.173272E-4,0.02724058,1.257742E-4,5.481281E-4,0.002281597,1.751512E-5,9.470593E-5,3.844795E-4,8.053727E-6,1.887224E-5,0.02325633,0.004386189,0.002454056,2.023618E-4,2.938982E-5,0.002814096,1.589964E-4,5.367805E-4,3.271575E-6,9.197511E-5,1.135288E-5,7.806561E-5,2.029291E-4,6.066189E-4,4.281985E-4,1.037739E-4,2.012294E-5,0.001216672,1.126722E-5,7.995378E-6,8.36681E-5,8.273803E-4,0.007022365,0.001811071,0.006642018,1.225658E-4,7.549512E-6,1.740037E-4,8.760625E-6,0.002238406,0.001306244,8.45119,7.963137E-5,478299.1,478299.1
3.852723E-5,15.05397,-2.050054E9,1292.886,1292.886,0.001198636,1.0,0.8619023,2.60719E-5,0.02731871,6.516123E-4,0.006430509,2.277168E-5,0.01461899,9.633068E-6,5.539369E-4,7.200238E-4,0.02735484,1.257584E-4,5.590407E-4,0.002313001,1.741466E-5,9.473546E-5,3.846692E-4,7.761855E-6,1.823271E-5,0.02338044,0.004376112,0.002467046,2.039573E-4,2.893875E-5,0.002833751,1.63005E-4,5.432206E-4,3.365392E-6,9.412131E-5,1.173169E-5,7.940129E-5,2.025955E-4,6.059073E-4,4.327188E-4,1.036465E-4,2.043466E-5,0.001221652,1.138412E-5,8.256633E-6,8.386837E-5,8.249778E-4,0.006903889,0.001810695,0.006634269,1.218104E-4,7.737055E-6,1.758157E-4,8.965228E-6,0.002197427,0.00125443,8.447231,7.962256E-5,478075.0,478075.0
3.855977E-5,15.05402,-2.047682E9,1292.872,1292.872,0.001198636,1.0,0.8618864,2.605303E-5,0.02732664,6.511505E-4,0.006431059,2.275881E-5,0.01462351,9.628635E-6,5.542213E-4,7.201009E-4,0.02735812,1.257581E-4,5.593589E-4,0.002313914,1.741181E-5,9.473617E-5,3.84674E-4,7.753549E-6,1.821448E-5,0.02338401,0.004375803,0.002467419,2.040033E-4,2.892578E-5,0.002834319,1.63122E-4,5.434074E-4,3.368135E-6,9.418409E-5,1.174281E-5,7.943999E-5,2.025855E-4,6.058852E-4,4.328485E-4,1.036425E-4,2.04437E-5,0.001221794,1.138752E-5,8.264275E-6,8.387402E-5,8.249065E-4,0.006900462,0.001810679,0.006634045,1.217886E-4,7.742524E-6,1.75868E-4,8.971208E-6,0.002196247,0.00125295,8.447117,7.96223E-5,478068.6,478068.6
3.978685E-5,15.05581,-1.961502E9,1292.381,1292.381,0.001198636,1.0,0.8612973,2.536346E-5,0.02762124,6.342304E-4,0.006451161,2.228606E-5,0.01479138,9.465312E-6,5.648454E-4,7.229231E-4,0.02747855,1.257489E-4,5.712687E-4,0.002348014,1.730783E-5,9.475707E-5,3.848283E-4,7.450678E-6,1.75486E-5,0.0235158,0.004363626,0.002481135,2.057035E-4,2.844802E-5,0.002855381,1.675042E-4,5.503646E-4,3.47113E-6,9.654237E-5,1.216191E-5,8.087841E-5,2.022022E-4,6.050043E-4,4.376225E-4,1.034793E-4,2.077986E-5,0.001227036,1.151418E-5,8.551243E-6,8.407756E-5,8.221894E-4,0.006773338,0.001809949,0.006625755,1.209826E-4,7.947248E-6,1.778032E-4,9.195564E-6,0.002152668,0.001198768,8.442901,7.961281E-5,477830.0,477830.0
4.0E-5,15.05612,-1.947115E9,1292.298,1292.298,0.001198636,1.0,0.861197,2.524784E-5,0.02767155,6.313859E-4,0.00645453,2.220632E-5,0.01482009,9.437679E-6,5.66671E-4,7.233973E-4,0.02749887,1.257481E-4,5.733202E-4,0.00235387,1.729049E-5,9.475956E-5,3.848497E-4,7.400038E-6,1.743704E-5,0.02353814,0.004361412,0.002483452,2.059922E-4,2.836716E-5,0.00285897,1.682597E-4,5.515559E-4,3.488933E-6,9.695023E-5,1.223467E-5,8.11242E-5,2.021343E-4,6.048422E-4,4.384288E-4,1.034488E-4,2.083735E-5,0.00122792,1.153591E-5,8.600849E-6,8.411113E-5,8.217121E-4,0.00675166,0.001809791,0.006624343,1.208457E-4,7.982516E-6,1.781323E-4,9.234309E-6,0.002145276,0.001189669,8.442185,7.961119E-5,477789.5,477789.5
4.116365E-5,15.05777,-1.871415E9,1291.854,1291.854,0.001198636,1.0,0.86066,2.463704E-5,0.02794178,6.163226E-4,0.006472311,2.178282E-5,0.01497458,9.290499E-6,5.765372E-4,7.25907E-4,0.02760684,1.257477E-4,5.844332E-4,0.002385497,1.719942E-5,9.47676E-5,3.849396E-4,7.133234E-6,1.684819E-5,0.02365732,0.00434884,0.002495771,2.075357E-4,2.793629E-5,0.002878218,1.723559E-4,5.579728E-4,3.585674E-6,9.916796E-5,1.263168E-5,8.24453E-5,2.017575E-4,6.039137E-4,4.427146E-4,1.032718E-4,2.114671E-5,0.001232611,1.165314E-5,8.870363E-6,8.428544E-5,8.190815E-4,0.006635339,0.001808783,0.00661678,1.201129E-4,8.173561E-6,1.798936E-4,9.444637E-6,0.002105797,0.001141543,8.438361,7.960246E-5,477573.0,477573.0
4.146504E-5,15.05819,-1.852569E9,1291.742,1291.742,0.001198636,1.0,0.8605237,2.448436E-5,0.02801057,6.125474E-4,0.006476751,2.167633E-5,0.01501397,9.253383E-6,5.79065E-4,7.265355E-4,0.02763399,1.257487E-4,5.872875E-4,0.002393594,1.717682E-5,9.476819E-5,3.849557E-4,7.066729E-6,1.670113E-5,0.02368743,0.004345453,0.002498872,2.079265E-4,2.782757E-5,0.002883108,1.734089E-4,5.596111E-4,3.610607E-6,9.973993E-5,1.273444E-5,8.278175E-5,2.016583E-4,6.036614E-4,4.437929E-4,1.032231E-4,2.122559E-5,0.00123379,1.168312E-5,8.9398E-6,8.432815E-5,8.183936E-4,0.006605769,0.001808481,0.00661486,1.199272E-4,8.222632E-6,1.803401E-4,9.498777E-6,0.002095813,0.0011295,8.437393,7.960024E-5,477518.2,477518.2
4.236995E-5,15.05944,-1.797724E9,1291.412,1291.412,0.001198636,1.0,0.860121,2.403828E-5,0.02821438,6.014964E-4,0.006489714,2.136383E-5,0.01513083,9.144221E-6,5.86591E-4,7.283739E-4,0.02771368,1.25754E-4,5.958024E-4,0.002417686,1.711123E-5,9.476665E-5,3.849878E-4,6.872884E-6,1.62718E-5,0.02377612,0.004334993,0.002507978,2.090793E-4,2.750769E-5,0.002897576,1.76552E-4,5.644757E-4,3.685181E-6,1.014516E-4,1.304279E-5,8.377865E-5,2.01357E-4,6.028773E-4,4.469578E-4,1.030707E-4,2.145955E-5,0.001237247,1.177227E-5,9.147384E-6,8.445088E-5,8.163144E-4,0.00651826,0.001807487,0.006609185,1.193792E-4,8.369007E-6,1.816586E-4,9.660525E-6,0.00206638,0.001094289,8.434538,7.959364E-5,477356.6,477356.7
4.244863E-5,15.05955,-1.793068E9,1291.384,1291.384,0.001198636,1.0,0.8600865,2.400036E-5,0.02823191,6.005555E-4,0.006490815,2.133716E-5,0.01514089,9.134889E-6,5.872408E-4,7.285303E-4,0.02772048,1.257546E-4,5.965388E-4,0.002419766,1.710569E-5,9.476628E-5,3.849895E-4,6.856439E-6,1.623533E-5,0.02378371,0.004334064,0.002508755,2.091781E-4,2.748034E-5,0.002898819,1.76824E-4,5.648948E-4,3.691645E-6,1.016001E-4,1.306959E-5,8.386439E-5,2.013306E-4,6.028073E-4,4.472278E-4,1.030571E-4,2.147969E-5,0.001237542,1.177996E-5,9.165369E-6,8.446116E-5,8.161327E-4,0.006510741,0.001807394,0.006608698,1.193322E-4,8.381667E-6,1.817717E-4,9.674531E-6,0.002063859,0.001091294,8.434293,7.959308E-5,477342.8,477342.8
4.346547E-5,15.06092,-1.734652E9,1291.025,1291.025,0.001198636,1.0,0.8596462,2.35223E-5,0.0284557,5.886721E-4,0.006504684,2.099963E-5,0.0152695,9.016536E-6,5.955758E-4,7.305044E-4,0.02780654,1.25765E-4,6.06001E-4,0.002446416,1.703626E-5,9.475837E-5,3.849952E-4,6.649538E-6,1.577586E-5,0.02388009,0.004321767,0.0025186,2.104345E-4,2.713324E-5,0.002914664,1.803205E-4,5.702573E-4,3.774893E-6,1.035128E-4,1.341569E-5,8.495901E-5,2.009857E-4,6.018771E-4,4.506451E-4,1.028742E-4,2.17371E-5,0.001241271,1.187845E-5,9.39684E-6,8.45886E-5,8.137715E-4,0.006414848,0.001806108,0.00660249,1.187342E-4,8.544312E-6,1.832113E-4,9.854694E-6,0.002031822,0.001053523,8.431182,7.958582E-5,477166.8,477166.8
4.352528E-5,15.061,-1.731305E9,1291.004,1291.004,0.001198636,1.0,0.8596207,2.349485E-5,0.02846871,5.879886E-4,0.00650548,2.098017E-5,0.01527699,9.0097E-6,5.960625E-4,7.306179E-4,0.0278115,1.257657E-4,6.065545E-4,0.002447971,1.70323E-5,9.475773E-5,3.849947E-4,6.637684E-6,1.57495E-5,0.02388566,0.004321028,0.002519168,2.105073E-4,2.711318E-5,0.002915584,1.805252E-4,5.705697E-4,3.779774E-6,1.03625E-4,1.343604E-5,8.502263E-5,2.009652E-4,6.01821E-4,4.50842E-4,1.028631E-4,2.175208E-5,0.001241486,1.18842E-5,9.4104E-6,8.459578E-5,8.13632E-4,0.00640928,0.001806028,0.00660213,1.186995E-4,8.553824E-6,1.832947E-4,9.865242E-6,0.002029968,0.001051354,8.431002,7.95854E-5,477156.6,477156.6
4.399739E-5,15.06163,-1.705259E9,1290.842,1290.842,0.001198636,1.0,0.8594205,2.328073E-5,0.02857081,5.826527E-4,0.006511683,2.08281E-5,0.01533577,8.956227E-6,5.9989E-4,7.315032E-4,0.02785026,1.257721E-4,6.109109E-4,0.002460197,1.700154E-5,9.475198E-5,3.849871E-4,6.545307E-6,1.554395E-5,0.02392929,0.004315136,0.002523605,2.110773E-4,2.695624E-5,0.002922799,1.821362E-4,5.730236E-4,3.818234E-6,1.045094E-4,1.359659E-5,8.552191E-5,2.008031E-4,6.013725E-4,4.523806E-4,1.027743E-4,2.186969E-5,0.001243164,1.192935E-5,9.51722E-6,8.465137E-5,8.125278E-4,0.006365601,0.001805374,0.006599306,1.18428E-4,8.628698E-6,1.839486E-4,9.948318E-6,0.002015449,0.001034429,8.429592,7.958208E-5,477076.7,477076.7
4.403829E-5,15.06168,-1.703028E9,1290.828,1290.828,0.001198636,1.0,0.8594032,2.32624E-5,0.0285796,5.821952E-4,0.006512214,2.081504E-5,0.01534083,8.951634E-6,6.002205E-4,7.315791E-4,0.02785359,1.257727E-4,6.112874E-4,0.002461253,1.699891E-5,9.475143E-5,3.849861E-4,6.537402E-6,1.552634E-5,0.02393304,0.00431462,0.002523986,2.111263E-4,2.694276E-5,0.002923421,1.822754E-4,5.732352E-4,3.821561E-6,1.04586E-4,1.361049E-5,8.556492E-5,2.00789E-4,6.013332E-4,4.525126E-4,1.027665E-4,2.187983E-5,0.001243308,1.193325E-5,9.526456E-6,8.465608E-5,8.124319E-4,0.00636184,0.001805316,0.006599062,1.184047E-4,8.635168E-6,1.840049E-4,9.9555E-6,0.0020142,0.001032979,8.42947,7.958179E-5,477069.8,477069.9
4.414175E-5,15.06182,-1.697412E9,1290.793,1290.793,0.001198636,1.0,0.8593597,2.321615E-5,0.02860182,5.810416E-4,0.006513553,2.078212E-5,0.01535363,8.940044E-6,6.010556E-4,7.317704E-4,0.02786198,1.257742E-4,6.122388E-4,0.002463919,1.69923E-5,9.474999E-5,3.849836E-4,6.517475E-6,1.548197E-5,0.0239425,0.004313314,0.002524947,2.1125E-4,2.690873E-5,0.00292499,1.826274E-4,5.737698E-4,3.829972E-6,1.047794E-4,1.364566E-5,8.567354E-5,2.007533E-4,6.012335E-4,4.528455E-4,1.027467E-4,2.190543E-5,0.001243671,1.194309E-5,9.549805E-6,8.466795E-5,8.121893E-4,0.006352342,0.001805168,0.006598449,1.183457E-4,8.651519E-6,1.841469E-4,9.973653E-6,0.002011049,0.001029323,8.429164,7.958107E-5,477052.5,477052.5
4.426779E-5,15.06198,-1.690609E9,1290.75,1290.75,0.001198636,1.0,0.8593069,2.31601E-5,0.02862882,5.796427E-4,0.006515176,2.074217E-5,0.01536919,8.925979E-6,6.020713E-4,7.320023E-4,0.02787216,1.257761E-4,6.133966E-4,0.002467162,1.69843E-5,9.474817E-5,3.849801E-4,6.493333E-6,1.542819E-5,0.02395398,0.004311715,0.002526112,2.114002E-4,2.686744E-5,0.002926896,1.830557E-4,5.744198E-4,3.840212E-6,1.05015E-4,1.36885E-5,8.580554E-5,2.007097E-4,6.011115E-4,4.532494E-4,1.027225E-4,2.193656E-5,0.001244111,1.195506E-5,9.578226E-6,8.468228E-5,8.118935E-4,0.006340802,0.001804986,0.006597703,1.182741E-4,8.671416E-6,1.843194E-4,9.995748E-6,0.002007224,0.001024891,8.428792,7.958019E-5,477031.5,477031.5
4.525643E-5,15.06327,-1.638706E9,1290.421,1290.421,0.001198636,1.0,0.8588982,2.273092E-5,0.02883811,5.689152E-4,0.006527585,2.043517E-5,0.01548993,8.817682E-6,6.099797E-4,7.337792E-4,0.02795037,1.257931E-4,6.224264E-4,0.00249239,1.692355E-5,9.473112E-5,3.849391E-4,6.308891E-6,1.501677E-5,0.02404253,0.004298934,0.002535072,2.125602E-4,2.654928E-5,0.002941652,1.863979E-4,5.794685E-4,3.920264E-6,1.068579E-4,1.402428E-5,8.682833E-5,2.003654E-4,6.001323E-4,4.563507E-4,1.02527E-4,2.217803E-5,0.001247493,1.204814E-5,9.80018E-6,8.478977E-5,8.095633E-4,0.006251457,0.001803479,0.006591935,1.177208E-4,8.826582E-6,1.856524E-4,1.016821E-5,0.001977702,9.909615E-4,8.425921,7.957338E-5,476869.0,476869.0
