Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H6_Soln#18 (),Mole_fraction_C2H5_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H3_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H8_Soln#18 (),Mole_fraction_NC3H7_Soln#18 (),Mole_fraction_C3H6_Soln#18 (),Mole_fraction_C3H5-A_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C3H4-A_Soln#18 (),Mole_fraction_C3H3_Soln#18 (),Mole_fraction_PC4H9_Soln#18 (),Mole_fraction_IC4H10_Soln#18 (),Mole_fraction_IC4H9_Soln#18 (),Mole_fraction_TC4H9_Soln#18 (),Mole_fraction_IC4H8_Soln#18 (),Mole_fraction_IC4H7_Soln#18 (),Mole_fraction_C4H8-1_Soln#18 (),Mole_fraction_C4H8-2_Soln#18 (),Mole_fraction_C4H71-3_Soln#18 (),Mole_fraction_C4H6_Soln#18 (),Mole_fraction_C4H4_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_FULVENE_Soln#18 (),Mole_fraction_C5H6_Soln#18 (),Mole_fraction_C5H5_Soln#18 (),Mole_fraction_MCPTD_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_NEOC5H12_Soln#18 (),Mole_fraction_NC5H10_Soln#18 (),Mole_fraction_B1M2_Soln#18 (),Mole_fraction_LC5H8_Soln#18 (),Mole_fraction_NC7H14_Soln#18 (),Mole_fraction_IC8H17_Soln#18 (),Mole_fraction_IC8H16_Soln#18 (),Mole_fraction_DIMEPTD_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C12H8_Soln#18 (),Mole_fraction_C14H10_Soln#18 (),Mole_fraction_BIN1B_Soln#18 (),Mole_fraction_NC10H20_Soln#18 (),Mole_fraction_IC12H26_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
0.0,15.0,-1.09697E14,1850.0,1850.0,9.070757E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,6.047171E-5,519545.7,519545.7
2.309461E-13,14.99997,-1.098683E14,1849.994,1849.994,9.070757E-4,1.0,0.9452576,9.17034E-10,1.109805E-16,5.813491E-10,3.077021E-18,2.170202E-11,1.675162E-11,8.092042E-14,3.759856E-17,1.448179E-18,1.909147E-11,3.230006E-10,3.761632E-8,1.091345E-16,1.925121E-13,7.40346E-19,2.644508E-11,5.485208E-14,9.344039E-10,1.291562E-6,3.729215E-9,1.818752E-7,1.806674E-11,8.07061E-16,3.76137E-8,2.138798E-12,1.115894E-19,6.296182E-20,1.515177E-17,1.117553E-27,2.613055E-26,2.243854E-29,2.377322E-22,7.008295E-30,2.302703E-21,1.394487E-11,2.402754E-23,1.34586E-19,7.74307E-12,1.10626E-6,0.01921532,2.810447E-16,0.007923919,7.044407E-11,4.050091E-35,2.85407E-46,5.744892E-22,5.60006E-41,0.01043309,0.01716738,9.179975,6.047183E-5,519545.0,519545.0
1.400788E-11,14.99832,-1.184954E14,1849.62,1849.62,9.070757E-4,1.0,0.9451709,2.793984E-6,2.025439E-11,1.952178E-6,5.837504E-13,7.654652E-8,5.881009E-8,3.036754E-10,1.477888E-13,2.735998E-13,6.687984E-8,1.072729E-6,2.276441E-6,4.553427E-13,7.221866E-10,1.044559E-13,9.200435E-8,2.158227E-10,3.201245E-6,7.92141E-5,5.064624E-6,1.100632E-5,6.323586E-8,2.992267E-12,2.266898E-6,7.814465E-9,9.892437E-16,2.304505E-16,2.106915E-12,8.822462E-21,2.441422E-19,4.828092E-21,1.334196E-15,4.423664E-23,2.175341E-14,4.8824E-8,2.379656E-16,7.345883E-13,2.693931E-8,5.704191E-5,0.01920681,3.56423E-11,0.007923189,4.27834E-9,4.29882E-28,1.087073E-34,2.223649E-18,5.785561E-34,0.01042765,0.01709991,9.179134,6.047851E-5,519497.4,519497.4
1.260991E-10,14.98582,-1.358024E14,1846.122,1846.122,9.070757E-4,1.0,0.9441698,1.124292E-4,9.483844E-9,9.011038E-5,3.365147E-10,4.532568E-6,3.397292E-6,2.783184E-8,1.880018E-11,1.598554E-10,3.797031E-6,4.537437E-5,2.007892E-5,5.58887E-11,6.2811E-8,4.563568E-11,5.00166E-6,2.294825E-8,1.67859E-4,6.868276E-4,2.096856E-4,9.730708E-5,3.573246E-6,2.650787E-10,1.935371E-5,6.042159E-7,4.350256E-13,1.801172E-14,8.891003E-10,3.387514E-17,1.458776E-15,1.865296E-16,5.389302E-12,1.896976E-19,8.80478E-11,2.761618E-6,1.205163E-12,2.375527E-9,1.466755E-6,1.84351E-4,0.01926067,1.501119E-8,0.007914753,4.283508E-8,4.055486E-24,3.831017E-28,6.546458E-16,1.145572E-29,0.01038097,0.01656661,9.169411,6.052894E-5,518947.1,518947.1
3.822011E-10,14.95982,-1.229723E14,1838.227,1838.227,9.070757E-4,1.0,0.9417667,4.178605E-4,1.384863E-7,3.858083E-4,6.052259E-9,2.353567E-5,1.747759E-5,2.854568E-7,3.33415E-10,3.141942E-9,1.880877E-5,1.800448E-4,5.808006E-5,5.961644E-10,5.705139E-7,6.391668E-10,2.363851E-5,2.440184E-7,8.588823E-4,0.001688661,8.194174E-4,2.836572E-4,1.766646E-5,2.822427E-9,5.228517E-5,4.985377E-6,9.849374E-12,1.525587E-13,1.155503E-8,1.594456E-15,2.083273E-13,2.466679E-14,2.193084E-10,8.87835E-18,3.256656E-9,1.361114E-5,5.597462E-11,6.337961E-8,6.989128E-6,1.727918E-4,0.01946193,1.958115E-7,0.007894428,1.750702E-7,5.994402E-22,6.402295E-25,2.231798E-14,5.310357E-27,0.01027825,0.01547669,9.146065,6.063413E-5,517625.8,517625.8
9.842627E-10,14.90814,-9.46239E13,1822.864,1822.864,9.070757E-4,1.0,0.9371384,0.001005668,1.021316E-6,0.001009264,5.269614E-8,6.857558E-5,5.293217E-5,1.84208E-6,4.677291E-9,3.254971E-8,5.242958E-5,4.718003E-4,1.358939E-4,3.940479E-9,3.368098E-6,4.955558E-9,6.394327E-5,1.629566E-6,0.002537846,0.003145986,0.002010627,6.733534E-4,4.967849E-5,2.178473E-8,1.066195E-4,2.617627E-5,1.179589E-10,8.762917E-13,7.899429E-8,5.344161E-14,1.170786E-11,1.110432E-12,3.64198E-9,1.96372E-16,4.627604E-8,3.777895E-5,1.008415E-9,5.775144E-7,1.940317E-5,1.352155E-4,0.01978197,1.344998E-6,0.007854823,6.989095E-7,5.199989E-20,3.040827E-22,3.91441E-13,1.148518E-24,0.0100706,0.01346379,9.101072,6.084434E-5,515079.4,515079.4
2.847442E-9,14.79978,-5.409968E13,1791.723,1791.723,9.070757E-4,1.0,0.9279025,0.002182844,7.382796E-6,0.002400159,4.667443E-7,1.793645E-4,1.577148E-4,1.052521E-5,8.178449E-8,3.773057E-7,1.262811E-4,0.001256459,3.16591E-4,3.357889E-8,2.061032E-5,4.187705E-8,1.492284E-4,1.092954E-5,0.005712139,0.005689092,0.004306918,0.00161025,1.241947E-4,1.989379E-7,1.807396E-4,1.264594E-4,1.321745E-9,6.343551E-12,5.470467E-7,3.726033E-12,5.887645E-10,5.299715E-11,5.833168E-8,5.577588E-15,6.396946E-7,9.136285E-5,1.776493E-8,4.343188E-6,4.944701E-5,7.867324E-5,0.02009723,9.290232E-6,0.007772702,3.565484E-6,7.457521E-18,2.254051E-19,7.705835E-12,3.881463E-22,0.009599965,0.009740117,9.011088,6.128981E-5,509986.7,509986.7
7.595013E-9,14.65517,-2.589674E13,1750.84,1750.84,9.070757E-4,1.0,0.9158016,0.00371989,3.910195E-5,0.004891527,3.182729E-6,3.772172E-4,4.185421E-4,3.710789E-5,8.911375E-7,3.07015E-6,2.267774E-4,0.003099699,6.047033E-4,3.211773E-7,8.872098E-5,2.730977E-7,2.513683E-4,4.96298E-5,0.008582206,0.008237724,0.007100208,0.003170138,2.453923E-4,1.240511E-6,2.109721E-4,3.823816E-4,8.996011E-9,5.706718E-11,2.722557E-6,1.510597E-10,1.305697E-8,1.261202E-9,5.259407E-7,1.246372E-13,5.522066E-6,1.71655E-4,1.918016E-7,2.077257E-5,1.040667E-4,3.490785E-5,0.01969673,4.455609E-5,0.007652014,1.514042E-5,7.423015E-16,6.493248E-17,9.705013E-11,6.122696E-20,0.008844985,0.005752359,8.892362,6.189457E-5,503267.4,503267.4
1.253407E-8,14.57238,-1.702094E13,1726.662,1726.662,9.070757E-4,1.0,0.9084485,0.004599857,8.957291E-5,0.007068124,8.632424E-6,5.229715E-4,6.942128E-4,6.564607E-5,2.800078E-6,8.295725E-6,2.776194E-4,0.004955011,7.948212E-4,1.102631E-6,1.7199E-4,7.262791E-7,2.883384E-4,9.83825E-5,0.009307577,0.009001944,0.008669977,0.004250776,3.305992E-4,2.860395E-6,2.053658E-4,5.93394E-4,2.505418E-8,2.010122E-10,5.84525E-6,8.560766E-10,5.416104E-8,5.473844E-9,1.417745E-6,6.968502E-13,1.511302E-5,2.240637E-4,6.060068E-7,4.225573E-5,1.484374E-4,2.053649E-5,0.01897102,9.121326E-5,0.007565327,3.028753E-5,9.219075E-15,9.671784E-16,3.296653E-10,7.312134E-19,0.008305869,0.003974264,8.819387,6.224622E-5,499137.3,499137.3
1.388824E-8,14.55526,-1.558612E13,1721.48,1721.48,9.070757E-4,1.0,0.9068354,0.004779432,1.061271E-4,0.007629964,1.06398E-5,5.557907E-4,7.706643E-4,7.364131E-5,3.527741E-6,1.009427E-5,2.865724E-4,0.005450533,8.359781E-4,1.420131E-6,1.955614E-4,8.910124E-7,2.924312E-4,1.123254E-4,0.009352876,0.009071715,0.009002854,0.004493672,3.501342E-4,3.367532E-6,2.030977E-4,6.432952E-4,3.144987E-8,2.605915E-10,6.808911E-6,1.204025E-9,7.163079E-8,7.299299E-9,1.718131E-6,1.008922E-12,1.842432E-5,2.356961E-4,7.640057E-7,4.853134E-5,1.594177E-4,1.826681E-5,0.01876838,1.048457E-4,0.007544467,3.474628E-5,1.570574E-14,1.653462E-15,4.213276E-10,1.20724E-18,0.008180233,0.003651548,8.803263,6.231944E-5,498224.8,498224.8
1.572472E-8,14.53461,-1.399468E13,1715.111,1715.111,9.070757E-4,1.0,0.9048299,0.004992982,1.303243E-4,0.008372635,1.374192E-5,5.962126E-4,8.747763E-4,8.461407E-5,4.661238E-6,1.27544E-5,2.963353E-4,0.006111589,8.862003E-4,1.926803E-6,2.277013E-4,1.143157E-6,2.952912E-4,1.313915E-4,0.009353369,0.009108167,0.009411679,0.004796444,3.747542E-4,4.089303E-6,2.000631E-4,7.066026E-4,4.18172E-8,3.562667E-10,8.17687E-6,1.807277E-9,9.995824E-8,1.02799E-8,2.157246E-6,1.591805E-12,2.332478E-5,2.501728E-4,1.009618E-6,5.720465E-5,1.736988E-4,1.580016E-5,0.01849734,1.236601E-4,0.007517499,4.093258E-5,3.010159E-14,3.139352E-15,5.657743E-10,2.209572E-18,0.008020647,0.003282144,8.783153,6.240797E-5,497086.7,497086.7
1.735251E-8,14.51836,-1.28355E13,1709.988,1709.988,9.070757E-4,1.0,0.9031969,0.005157618,1.53395E-4,0.009013516,1.687218E-5,6.284416E-4,9.673659E-4,9.446003E-5,5.810122E-6,1.530893E-5,3.030858E-4,0.006686189,9.260583E-4,2.450873E-6,2.562358E-4,1.394555E-6,2.957728E-4,1.483495E-4,0.00930944,0.009097077,0.009740775,0.005042905,3.950489E-4,4.757962E-6,1.975069E-4,7.590056E-4,5.281652E-8,4.556924E-10,9.44272E-6,2.480832E-9,1.296725E-7,1.342408E-8,2.573817E-6,2.298862E-12,2.803077E-5,2.619573E-4,1.257716E-6,6.500832E-5,1.858393E-4,1.405082E-5,0.01826216,1.40551E-4,0.007494657,4.65204E-5,5.059776E-14,5.187057E-15,7.135862E-10,3.562359E-18,0.007888036,0.003006184,8.766723,6.247785E-5,496156.8,496156.8
1.948115E-8,14.49948,-1.157865E13,1703.896,1703.896,9.070757E-4,1.0,0.9012297,0.005343179,1.857772E-4,0.009828099,2.152942E-5,6.659482E-4,0.001088713,1.074877E-4,7.52124E-6,1.890358E-5,3.09709E-4,0.007420538,9.725178E-4,3.244301E-6,2.934682E-4,1.762996E-6,2.941688E-4,1.704864E-4,0.009205947,0.009036172,0.01013309,0.00533892,4.19771E-4,5.668135E-6,1.944178E-4,8.229462E-4,7.005009E-8,6.066934E-10,1.116608E-5,3.576731E-9,1.752359E-7,1.826696E-8,3.152701E-6,3.56143E-12,3.464803E-5,2.761348E-4,1.62544E-6,7.532377E-5,2.010664E-4,1.2215E-5,0.017963,1.628116E-4,0.00746605,5.393468E-5,9.335182E-14,9.287138E-15,9.354425E-10,6.231059E-18,0.00772523,0.002701598,8.746863,6.255919E-5,495032.8,495032.8
2.190815E-8,14.48067,-1.040717E13,1697.642,1697.642,9.070757E-4,1.0,0.8991793,0.005519645,2.256297E-4,0.01072549,2.765347E-5,7.029071E-4,0.001227199,1.225118E-4,9.765886E-6,2.331808E-5,3.147911E-4,0.008233235,0.001018787,4.299552E-6,3.356408E-4,2.237692E-6,2.900312E-4,1.955252E-4,0.009042397,0.008919184,0.01053766,0.005645717,4.45854E-4,6.748753E-6,1.912669E-4,8.903453E-4,9.404387E-8,8.078915E-10,1.321509E-5,5.147623E-9,2.366312E-7,2.48177E-8,3.853744E-6,5.584654E-12,4.275983E-5,2.90881E-4,2.104543E-6,8.717235E-5,2.176261E-4,1.057699E-5,0.0176343,1.882707E-4,0.007434927,6.248419E-5,1.739805E-13,1.663029E-14,1.228462E-9,1.096594E-17,0.007552072,0.002414267,8.726081,6.264047E-5,493856.6,493856.6
2.363209E-8,14.46877,-9.701389E12,1693.575,1693.575,9.070757E-4,1.0,0.8978277,0.005625366,2.557544E-4,0.01134313,3.255121E-5,7.257578E-4,0.00132551,1.332628E-4,1.155272E-5,2.663659E-5,3.171016E-4,0.008794199,0.001047912,5.146472E-6,3.653368E-4,2.609796E-6,2.859914E-4,2.13104E-4,0.008905358,0.008813373,0.01080216,0.005846689,4.632305E-4,7.540413E-6,1.892587E-4,9.351111E-4,1.141441E-7,9.694281E-10,1.471927E-5,6.484818E-9,2.864159E-7,3.014286E-8,4.374711E-6,7.483597E-12,4.884307E-5,3.005813E-4,2.483407E-6,9.560999E-5,2.289181E-4,9.631548E-6,0.01740895,2.063211E-4,0.007413666,6.859039E-5,2.599159E-13,2.410538E-14,1.46278E-9,1.577335E-17,0.007436026,0.002240459,8.712334,6.269197E-5,493078.6,493078.6
2.597597E-8,14.45424,-8.870138E12,1688.471,1688.471,9.070757E-4,1.0,0.8961094,0.005746336,2.990254E-4,0.01215703,3.996581E-5,7.527295E-4,0.001458921,1.479384E-4,1.424019E-5,3.136424E-5,3.18834E-4,0.009534904,0.001083195,6.426404E-6,4.052864E-4,3.161334E-6,2.794433E-4,2.366453E-4,0.008699765,0.008647406,0.01113612,0.006100525,4.855512E-4,8.644557E-6,1.868053E-4,9.923408E-4,1.45851E-7,1.213429E-9,1.682236E-5,8.612821E-9,3.623464E-7,3.82799E-8,5.10945E-6,1.080676E-11,5.748282E-5,3.128902E-4,3.049416E-6,1.070712E-4,2.436947E-4,8.564472E-6,0.01711322,2.30725E-4,0.007385766,7.690358E-5,4.285437E-13,3.811469E-14,1.816409E-9,2.480009E-17,0.007286322,0.002036036,8.694804,6.275497E-5,492086.5,492086.5
2.751285E-8,14.44563,-8.389931E12,1685.358,1685.358,9.070757E-4,1.0,0.8950488,0.005812924,3.287894E-4,0.01267479,4.531262E-5,7.680669E-4,0.001546157,1.575718E-4,1.616397E-5,3.458518E-5,3.19229E-4,0.01000682,0.001103929,7.344887E-6,4.311847E-4,3.550901E-6,2.746625E-4,2.518207E-4,0.008556336,0.008528105,0.01134106,0.006256228,4.994716E-4,9.383919E-6,1.853519E-4,0.001027822,1.695287E-7,1.38836E-9,1.823429E-5,1.020856E-8,4.172701E-7,4.417457E-8,5.605768E-6,1.35221E-11,6.334884E-5,3.204759E-4,3.452059E-6,1.145621E-4,2.530456E-4,7.973299E-6,0.01692577,2.465999E-4,0.007368054,8.234629E-5,5.801882E-13,5.020724E-14,2.070221E-9,3.262715E-17,0.007192693,0.001918494,8.683952,6.279241E-5,491472.3,491472.3
2.942863E-8,14.43576,-7.849992E12,1681.707,1681.707,9.070757E-4,1.0,0.893792,0.005883289,3.673713E-4,0.0133028,5.252805E-5,7.848085E-4,0.001654544,1.695625E-4,1.874067E-5,3.871941E-5,3.190332E-4,0.01057988,0.001127411,8.575996E-6,4.631134E-4,4.066658E-6,2.683207E-4,2.704148E-4,0.008371026,0.008370799,0.01158282,0.006439752,5.161272E-4,1.032057E-5,1.836912E-4,0.001070009,2.02399E-7,1.622576E-9,2.00273E-5,1.24259E-8,4.913809E-7,5.213832E-8,6.238576E-6,1.758915E-11,7.085171E-5,3.294545E-4,3.988451E-6,1.238562E-4,2.643482E-4,7.332487E-6,0.01669902,2.662097E-4,0.007346577,8.910661E-5,8.262027E-13,6.912882E-14,2.410871E-9,4.495058E-17,0.007080518,0.001787179,8.671062,6.283531E-5,490742.8,490742.8
3.1877E-8,14.42442,-7.238437E12,1677.374,1677.374,9.070757E-4,1.0,0.8922807,0.005954885,4.189697E-4,0.01407775,6.2656E-5,8.02707E-4,0.001792368,1.848111E-4,2.231995E-5,4.417262E-5,3.178516E-4,0.01128799,0.001154014,1.028523E-5,5.033166E-4,4.772984E-6,2.598021E-4,2.936128E-4,0.008127468,0.008159749,0.01187208,0.006659073,5.364195E-4,1.153889E-5,1.817809E-4,0.001120937,2.500485E-7,1.947265E-9,2.236679E-5,1.563542E-8,5.950921E-7,6.330059E-8,7.067255E-6,2.40391E-11,8.069925E-5,3.4024E-4,4.728792E-6,1.356405E-4,2.782514E-4,6.639014E-6,0.01641991,2.909307E-4,0.007320042,9.768614E-5,1.254142E-12,1.006368E-13,2.885184E-9,6.567563E-17,0.006943816,0.001639961,8.655515,6.288471E-5,489862.9,489862.9
3.453714E-8,14.41351,-6.655178E12,1673.038,1673.038,9.070757E-4,1.0,0.8907457,0.006012097,4.77797E-4,0.01488525,7.483462E-5,8.181815E-4,0.001941065,2.012155E-4,2.656749E-5,5.028124E-5,3.156083E-4,0.01202705,0.001179129,1.230936E-5,5.462044E-4,5.597946E-6,2.502608E-4,3.180475E-4,0.007858665,0.007922274,0.01216427,0.006880342,5.57371E-4,1.288571E-5,1.799307E-4,0.001172874,3.092835E-7,2.331118E-9,2.496237E-5,1.960773E-8,7.189774E-7,7.666164E-8,7.989213E-6,3.287454E-11,9.165917E-5,3.511836E-4,5.601436E-6,1.482962E-4,2.92707E-4,6.011136E-6,0.01612946,3.172951E-4,0.0072923,1.069044E-4,1.900187E-12,1.4599E-13,3.449533E-9,9.591637E-17,0.006802912,0.001501515,8.639677,6.293231E-5,488966.5,488966.5
3.679964E-8,14.40524,-6.213585E12,1669.62,1669.62,9.070757E-4,1.0,0.8895186,0.006045933,5.299749E-4,0.01554441,8.616978E-5,8.284603E-4,0.002066557,2.149812E-4,3.046782E-5,5.560209E-5,3.13072E-4,0.0126314,0.00119778,1.416238E-5,5.820197E-4,6.344499E-6,2.420686E-4,3.381662E-4,0.007629433,0.007716617,0.01239678,0.007056263,5.744122E-4,1.404715E-5,1.785085E-4,0.001214559,3.659905E-7,2.682043E-9,2.720826E-5,2.338719E-8,8.332796E-7,8.901775E-8,8.788284E-6,4.209437E-11,1.011406E-4,3.599279E-4,6.39822E-6,1.58919E-4,3.044978E-4,5.558148E-6,0.01589229,3.392713E-4,0.007269548,1.14641E-4,2.633427E-12,1.953305E-13,3.969079E-9,1.292943E-16,0.006688708,0.001398246,8.626978,6.296844E-5,488247.9,488247.9
3.886104E-8,14.39843,-5.847866E12,1666.701,1666.701,9.070757E-4,1.0,0.8884574,0.006066246,5.791407E-4,0.01612334,9.72868E-5,8.357757E-4,0.002180037,2.273377E-4,3.424589E-5,6.053282E-5,3.103564E-4,0.01316315,0.001212866,1.595149E-5,6.141196E-4,7.05886E-6,2.346326E-4,3.559485E-4,0.007421677,0.00752805,0.01259711,0.007207792,5.893918E-4,1.511611E-5,1.773119E-4,0.001250738,4.228498E-7,3.020571E-9,2.928116E-5,2.715206E-8,9.4436E-7,1.010545E-7,9.526477E-6,5.201883E-11,1.098699E-4,3.674887E-4,7.166761E-6,1.684724E-4,3.148564E-4,5.197749E-6,0.01568363,3.589124E-4,0.007249458,1.215952E-4,3.478132E-12,2.50226E-13,4.473528E-9,1.669368E-16,0.00658878,0.001313873,8.61597,6.299824E-5,487624.8,487624.8
4.14908E-8,14.39063,-5.424538E12,1663.221,1663.221,9.070757E-4,1.0,0.8871752,0.006079244,6.439935E-4,0.01683266,1.125678E-4,8.425919E-4,0.00232353,2.427999E-4,3.936696E-5,6.691584E-5,3.064427E-4,0.01381615,0.00122978,1.836709E-5,6.543381E-4,8.014989E-6,2.25277E-4,3.778604E-4,0.007159781,0.007287704,0.01283825,0.007390227,6.078329E-4,1.649227E-5,1.758974E-4,0.001294626,5.027158E-7,3.477433E-9,3.195744E-5,3.239809E-8,1.095351E-6,1.174664E-7,1.048015E-5,6.701037E-11,1.210857E-4,3.766235E-4,8.204563E-6,1.804735E-4,3.275637E-4,4.797214E-6,0.0154271,3.834162E-4,0.007224677,1.303225E-4,4.844597E-12,3.359292E-13,5.159175E-9,2.266174E-16,0.00646655,0.001217639,8.602638,6.303237E-5,486870.3,486870.3
4.436684E-8,14.38313,-5.008852E12,1659.697,1659.697,9.070757E-4,1.0,0.8858565,0.006078896,7.174939E-4,0.01757188,1.306928E-4,8.472216E-4,0.002478722,2.592698E-4,4.533975E-5,7.398808E-5,3.017131E-4,0.01449888,0.001245658,2.117084E-5,6.973966E-4,9.114679E-6,2.153065E-4,4.008212E-4,0.006879051,0.007027114,0.01308519,0.007577266,6.272466E-4,1.801033E-5,1.74464E-4,0.001339986,5.996188E-7,4.007804E-9,3.491874E-5,3.869891E-8,1.271923E-6,1.367403E-7,1.153595E-5,8.670495E-11,1.333963E-4,3.860187E-4,9.410905E-6,1.933449E-4,3.408401E-4,4.420987E-6,0.01515817,4.094812E-4,0.007198615,1.396677E-4,6.776411E-12,4.52555E-13,5.961651E-9,3.093326E-16,0.006339065,0.001124744,8.588892,6.306525E-5,486092.3,486092.3
4.73707E-8,14.37631,-4.619337E12,1656.3,1656.3,9.070757E-4,1.0,0.8845636,0.006064517,7.969391E-4,0.0183045,1.511956E-4,8.493602E-4,0.002638769,2.759239E-4,5.197315E-5,8.144565E-5,2.964024E-4,0.01517835,0.001259724,2.426846E-5,7.413598E-4,1.031916E-5,2.05266E-4,4.236819E-4,0.006593669,0.006759339,0.01332626,0.007760262,6.467918E-4,1.96071E-5,1.730623E-4,0.001384714,7.116196E-7,4.594441E-9,3.804261E-5,4.589855E-8,1.468482E-6,1.583108E-7,1.265037E-5,1.11335E-10,1.462394E-4,3.952316E-4,1.074755E-5,2.064922E-4,3.540495E-4,4.083307E-6,0.01488933,4.358678E-4,0.007172497,1.491924E-4,9.370965E-12,6.035164E-13,6.856513E-9,4.185136E-16,0.006212227,0.001039209,8.57538,6.309518E-5,485327.7,485327.7
5.021478E-8,14.3707,-4.286426E12,1653.324,1653.324,9.070757E-4,1.0,0.8834115,0.006039588,8.745025E-4,0.01896228,1.720777E-4,8.492327E-4,0.002788304,2.911322E-4,5.860528E-5,8.8547E-5,2.911258E-4,0.01579144,0.001271004,2.734977E-5,7.820635E-4,1.150813E-5,1.961616E-4,4.442795E-4,0.006331792,0.006511263,0.01354017,0.007923169,6.646971E-4,2.112678E-5,1.718004E-4,0.001424814,8.278964E-7,5.179275E-9,4.102299E-5,5.328588E-8,1.665401E-6,1.800537E-7,1.371443E-5,1.388363E-10,1.583319E-4,4.034416E-4,1.208251E-5,2.186525E-4,3.659689E-4,3.805561E-6,0.01464532,4.600538E-4,0.007148759,1.579791E-4,1.246139E-11,7.774966E-13,7.755135E-9,5.467692E-16,0.006097587,9.672918E-4,8.563314,6.311981E-5,484644.8,484644.8
5.247102E-8,14.36678,-4.043966E12,1651.115,1651.115,9.070757E-4,1.0,0.8825433,0.00601305,9.375475E-4,0.01946011,1.896499E-4,8.478625E-4,0.002905512,3.027871E-4,6.409613E-5,9.419357E-5,2.868208E-4,0.01625779,0.001278728,2.989005E-5,8.137381E-4,1.24824E-5,1.892368E-4,4.599054E-4,0.006130199,0.006318848,0.01370079,0.00804594,6.785344E-4,2.233624E-5,1.708319E-4,0.001455207,9.272379E-7,5.662773E-9,4.339927E-5,5.953215E-8,1.828704E-6,1.981937E-7,1.456362E-5,1.637687E-10,1.678482E-4,4.096283E-4,1.318775E-5,2.280968E-4,3.750373E-4,3.609231E-6,0.01445855,4.786884E-4,0.007130582,1.647858E-4,1.541221E-11,9.393672E-13,8.502166E-9,6.680454E-16,0.006010136,9.156056E-4,8.554205,6.313704E-5,484129.2,484129.2
5.591898E-8,14.36159,-3.70577E12,1647.974,1647.974,9.070757E-4,1.0,0.8812881,0.005962629,0.001036292,0.02018138,2.181974E-4,8.439473E-4,0.003082152,3.198672E-4,7.2854E-5,1.028212E-4,2.801148E-4,0.01693784,0.001288723,3.392387E-5,8.611307E-4,1.401988E-5,1.791805E-4,4.825887E-4,0.005833069,0.006033068,0.01393205,0.008223591,6.99126E-4,2.418874E-5,1.693891E-4,0.001499442,1.091164E-6,6.433775E-9,4.704484E-5,6.971893E-8,2.089654E-6,2.273999E-7,1.586836E-5,2.075781E-10,1.82213E-4,4.185695E-4,1.49525E-5,2.4218E-4,3.882657E-4,3.343177E-6,0.014184,5.062267E-4,0.007103873,1.74904E-4,2.088707E-11,1.231851E-12,9.699514E-9,8.911134E-16,0.005882028,8.444694E-4,8.541014,6.315982E-5,483382.7,483382.7
6.111223E-8,14.35542,-3.259339E12,1643.725,1643.725,9.070757E-4,1.0,0.8795449,0.005868409,0.001189987,0.02118192,2.649647E-4,8.347579E-4,0.003342472,3.438693E-4,8.680741E-5,1.157549E-4,2.698966E-4,0.01789215,0.00130035,4.03125E-5,9.303285E-4,1.643439E-5,1.652401E-4,5.141175E-4,0.005410973,0.005622872,0.01425123,0.008471065,7.290512E-4,2.698262E-5,1.672611E-4,0.001561559,1.365524E-6,7.665213E-9,5.255223E-5,8.646867E-8,2.506641E-6,2.746762E-7,1.784581E-5,2.876325E-10,2.033316E-4,4.309747E-4,1.77741E-5,2.625937E-4,4.068405E-4,3.004425E-6,0.01379319,5.455957E-4,0.00706595,1.894944E-4,3.166928E-11,1.788227E-12,1.162232E-8,1.326408E-15,0.00570059,7.521966E-4,8.522653,6.318699E-5,482343.5,482343.5
