Time_Soln#24 (sec),Volume_Soln#24 (cm3),Volumetric_heat_production_rate_Soln#24 (erg/cm3-sec),Surface_temperature_Soln#24 (K),Temperature_Soln#24 (K),Mass_Soln#24 (g),Pressure_Soln#24 (atm),Mole_fraction_H2_Soln#24 (),Mole_fraction_H_Soln#24 (),Mole_fraction_CH4_Soln#24 (),Mole_fraction_CH3_Soln#24 (),Mole_fraction_C2H6_Soln#24 (),Mole_fraction_C2H5_Soln#24 (),Mole_fraction_C2H4_Soln#24 (),Mole_fraction_C2H3_Soln#24 (),Mole_fraction_C2H2_Soln#24 (),Mole_fraction_C3H8_Soln#24 (),Mole_fraction_IC3H7_Soln#24 (),Mole_fraction_NC3H7_Soln#24 (),Mole_fraction_C3H6_Soln#24 (),Mole_fraction_C3H5-A_Soln#24 (),Mole_fraction_C3H4-P_Soln#24 (),Mole_fraction_C3H4-A_Soln#24 (),Mole_fraction_C3H3_Soln#24 (),Mole_fraction_C3H2_Soln#24 (),Mole_fraction_PC4H9_Soln#24 (),Mole_fraction_IC4H10_Soln#24 (),Mole_fraction_IC4H9_Soln#24 (),Mole_fraction_TC4H9_Soln#24 (),Mole_fraction_IC4H8_Soln#24 (),Mole_fraction_IC4H7_Soln#24 (),Mole_fraction_C4H8-1_Soln#24 (),Mole_fraction_C4H71-3_Soln#24 (),Mole_fraction_C4H6_Soln#24 (),Mole_fraction_C4H5_Soln#24 (),Mole_fraction_C4H4_Soln#24 (),Mole_fraction_C4H2_Soln#24 (),Mole_fraction_C6H6_Soln#24 (),Mole_fraction_FULVENE_Soln#24 (),Mole_fraction_C5H6_Soln#24 (),Mole_fraction_C10H8_Soln#24 (),Mole_fraction_NEOC5H12_Soln#24 (),Mole_fraction_NC5H10_Soln#24 (),Mole_fraction_LC5H8_Soln#24 (),Mole_fraction_NC6H12_Soln#24 (),Mole_fraction_NC7H14_Soln#24 (),Mole_fraction_IC8H17_Soln#24 (),Mole_fraction_IC8H16_Soln#24 (),Mole_fraction_DIMEPTD_Soln#24 (),Mole_fraction_C7H8_Soln#24 (),Mole_fraction_C7H7_Soln#24 (),Mole_fraction_C6H5C2H_Soln#24 (),Mole_fraction_C12H8_Soln#24 (),Mole_fraction_C14H10_Soln#24 (),Mole_fraction_BIN1B_Soln#24 (),Mole_fraction_NC10H20_Soln#24 (),Mole_fraction_IC12H26_Soln#24 (),Molecular_weight_Soln#24 (g/mole),Mass_density_Soln#24 (g/cm3),Unburned_hydrocarbons_Soln#24 (ppm),Volatile_organic_compounds_Soln#24 (ppm)
0.0,15.0,-1.725151E15,2150.0,2150.0,7.80507E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,5.20338E-5,519545.7,519545.7
3.885365E-14,14.99994,-1.726356E15,2149.982,2149.982,7.80507E-4,1.0,0.9452549,1.964306E-9,5.622297E-17,9.692865E-10,1.25657E-18,2.947372E-11,2.287644E-11,2.347499E-13,4.567321E-17,6.458802E-19,3.665841E-17,2.593013E-11,5.288585E-10,9.729529E-8,1.3275E-16,7.20878E-13,2.047822E-18,3.519878E-29,3.592052E-11,6.078348E-14,1.956135E-9,3.988179E-6,4.606713E-9,4.529027E-7,2.453853E-11,9.728548E-8,7.559738E-12,3.275167E-21,3.462568E-19,1.649785E-19,5.064096E-18,1.097813E-27,2.570637E-26,5.365198E-30,1.950618E-21,2.133766E-11,3.826306E-20,6.32401E-12,1.250107E-11,3.529435E-6,0.019215,1.53438E-16,0.007923897,4.542744E-11,6.559392E-36,7.970382E-48,8.724639E-22,1.559242E-41,0.01043294,0.01716491,9.179949,5.203401E-5,519543.5,519543.5
2.389011E-12,14.9963,-1.788997E15,2148.879,2148.879,7.80507E-4,1.0,0.9449991,6.728561E-6,1.127829E-11,3.445165E-6,2.588238E-13,1.083762E-7,8.393075E-8,9.138225E-10,1.893047E-13,1.328016E-13,7.517508E-12,9.501394E-8,1.867476E-6,5.951873E-6,8.123163E-13,2.712309E-9,3.511702E-13,3.40758E-22,1.311893E-7,2.38256E-10,7.067688E-6,2.434737E-4,8.898198E-6,2.770477E-5,8.987195E-8,5.915303E-6,2.824594E-8,6.998458E-16,1.428435E-14,6.187274E-16,8.929955E-13,1.03058E-20,2.823783E-19,4.449983E-23,2.141217E-14,7.817663E-8,2.256035E-13,2.309167E-8,4.563239E-8,1.954255E-4,0.01919161,1.96344E-11,0.00792175,2.795049E-9,8.190474E-29,4.883507E-36,3.300733E-18,1.715121E-34,0.0104184,0.01694884,9.177465,5.204663E-5,519402.9,519402.9
2.324203E-11,14.97012,-1.859201E15,2138.468,2138.468,7.80507E-4,1.0,0.9420654,3.634608E-4,7.151865E-9,2.046361E-4,1.971338E-10,8.097702E-6,6.176787E-6,1.017339E-7,3.191913E-11,1.059637E-10,5.495311E-9,6.916332E-6,1.044632E-4,5.521401E-5,2.29334E-10,2.441075E-7,2.346501E-10,2.155924E-17,9.317347E-6,2.682642E-8,4.70334E-4,0.002108912,4.922578E-4,2.5896E-4,6.519541E-6,5.216606E-5,2.409901E-6,1.575665E-12,1.049549E-11,5.444344E-14,5.339466E-10,5.983634E-17,1.960818E-15,3.023515E-19,1.198088E-10,5.676376E-6,1.173081E-9,1.636926E-6,3.226421E-6,8.434729E-4,0.0193818,1.166172E-8,0.007897122,3.069599E-8,1.186851E-24,3.115054E-29,4.11275E-16,2.114182E-30,0.01028753,0.01521482,9.148974,5.213766E-5,517790.5,517790.5
7.703789E-11,14.92136,-1.368835E15,2115.355,2115.355,7.80507E-4,1.0,0.9349291,0.001502298,1.29714E-7,9.827012E-4,4.709629E-9,5.284613E-5,3.968987E-5,1.208634E-6,7.173314E-10,3.055553E-9,1.20239E-7,4.331357E-5,4.614301E-4,1.636217E-4,3.268691E-9,2.325516E-6,4.802523E-9,6.468696E-15,5.621554E-5,3.116147E-7,0.002669808,0.004884719,0.002155096,7.911085E-4,4.064806E-5,1.38437E-4,2.073741E-5,1.534082E-10,2.614784E-10,5.030183E-13,8.843574E-9,3.873147E-15,2.76179E-13,2.182621E-17,5.406284E-9,3.512013E-5,4.794377E-8,9.831379E-6,1.929336E-5,7.161616E-4,0.02021162,1.968668E-7,0.007837116,1.504615E-7,2.741557E-22,1.032846E-25,9.728679E-15,7.500185E-28,0.009992726,0.01195735,9.079662,5.230802E-5,513867.7,513867.7
2.055062E-10,14.84336,-7.459582E14,2081.002,2081.002,7.80507E-4,1.0,0.9245832,0.003107537,9.061865E-7,0.00226582,4.366155E-8,1.621714E-4,1.22705E-4,7.129967E-6,9.560482E-9,3.659235E-8,9.825148E-7,1.272914E-4,0.001036808,3.604648E-4,1.911968E-8,1.263278E-5,4.114556E-8,3.370066E-13,1.605735E-4,1.878178E-6,0.00702561,0.00741217,0.004620288,0.001825175,1.193886E-4,2.49428E-4,9.546717E-5,4.099086E-9,2.584976E-9,2.698207E-12,5.777269E-8,1.261301E-13,1.415465E-11,5.280585E-16,6.242428E-8,9.984405E-5,4.681207E-7,2.783846E-5,5.442859E-5,3.801696E-4,0.02098073,1.310476E-6,0.007749589,6.285401E-7,2.572853E-20,5.741953E-23,1.422875E-13,1.241541E-25,0.009490442,0.007692418,8.97915,5.258292E-5,508179.2,508179.2
4.801071E-10,14.74879,-3.510518E14,2044.2,2044.2,7.80507E-4,1.0,0.9140669,0.004659105,3.620062E-6,0.003534404,2.268749E-7,3.338373E-4,2.616981E-4,2.448521E-5,7.716491E-8,2.404152E-7,4.436794E-6,2.508171E-4,0.001713522,6.579386E-4,7.343539E-8,4.768138E-5,2.101344E-7,6.447477E-12,3.131837E-4,7.136463E-6,0.01147138,0.009652376,0.006840447,0.003467967,2.369649E-4,3.342271E-4,2.861275E-4,4.597399E-8,1.39991E-8,1.086367E-11,2.291405E-7,2.676248E-12,2.582444E-10,6.663618E-15,3.41397E-7,1.861657E-4,2.06663E-6,5.365799E-5,1.048392E-4,1.565408E-4,0.02080859,5.142755E-6,0.007658986,2.054855E-6,1.174408E-18,9.138622E-21,1.246172E-12,8.6167E-24,0.008798139,0.003915293,8.876909,5.292006E-5,502392.8,502392.8
1.08712E-9,14.64266,-1.56908E14,2007.397,2007.397,7.80507E-4,1.0,0.9041461,0.006065418,1.142171E-5,0.00473085,9.419812E-7,5.972534E-4,4.955603E-4,6.267856E-5,4.770412E-7,1.222005E-6,1.565066E-5,4.216119E-4,0.002575766,0.001104882,2.833391E-7,1.538874E-4,8.577627E-7,8.073493E-11,5.250954E-4,2.166304E-5,0.01488132,0.01177622,0.008420124,0.005943817,4.062507E-4,3.544934E-4,6.727374E-4,3.406021E-7,5.673266E-8,4.529745E-11,7.418247E-7,4.26695E-11,2.832278E-9,6.790423E-14,1.370553E-6,2.891875E-4,6.538588E-6,8.882911E-5,1.741625E-4,4.435432E-5,0.01911479,1.559838E-5,0.007569166,5.921388E-6,4.165148E-17,8.49915E-19,8.726087E-12,4.071689E-22,0.007841781,0.001369591,8.780276,5.330363E-5,496923.9,496923.9
2.214429E-9,14.5396,-8.273148E13,1974.318,1974.318,7.80507E-4,1.0,0.8956075,0.007258924,2.87348E-5,0.006019312,3.00508E-6,9.349662E-4,8.37091E-4,1.222207E-4,2.029567E-6,4.509028E-6,4.163047E-5,6.068325E-4,0.003708083,0.00165546,1.088664E-6,3.933592E-4,2.650254E-6,6.114146E-10,7.556172E-4,5.107268E-5,0.0168081,0.0132643,0.009283328,0.00882399,6.067219E-4,3.134596E-4,0.001211123,1.570253E-6,1.639881E-7,1.891749E-10,1.908697E-6,3.98442E-10,1.773406E-8,5.10469E-13,4.039239E-6,3.801805E-4,1.537547E-5,1.270663E-4,2.511276E-4,9.251588E-6,0.01619261,3.531433E-5,0.007483666,1.406182E-5,9.313794E-16,3.449254E-17,4.350329E-11,1.013199E-20,0.006725817,3.393721E-4,8.696803,5.368147E-5,492199.6,492199.6
3.270082E-9,14.4776,-6.04708E13,1954.706,1954.706,7.80507E-4,1.0,0.8905608,0.007970996,4.736615E-5,0.007063615,5.555926E-6,0.001166269,0.001111539,1.696793E-4,4.304894E-6,8.905913E-6,6.765388E-5,7.108782E-4,0.004621688,0.002017806,2.428241E-6,6.336007E-4,4.795199E-6,1.771494E-9,8.843033E-4,7.889819E-5,0.01743047,0.01385651,0.009678182,0.01056931,7.352345E-4,2.773318E-4,0.001576561,3.378028E-6,2.772925E-7,4.47306E-10,3.150363E-6,1.268503E-9,4.446956E-8,1.590181E-12,7.123964E-6,4.209037E-4,2.349921E-5,1.493078E-4,2.972031E-4,3.17363E-6,0.01413688,5.232267E-5,0.007427499,2.223606E-5,5.294573E-15,2.406856E-16,1.024462E-10,5.703859E-20,0.006002345,1.231157E-4,8.647284,5.391136E-5,489397.1,489397.1
