Time_Soln#29 (sec),Volume_Soln#29 (cm3),Volumetric_heat_production_rate_Soln#29 (erg/cm3-sec),Surface_temperature_Soln#29 (K),Temperature_Soln#29 (K),Mass_Soln#29 (g),Pressure_Soln#29 (atm),Mole_fraction_H2_Soln#29 (),Mole_fraction_H_Soln#29 (),Mole_fraction_CH4_Soln#29 (),Mole_fraction_CH3_Soln#29 (),Mole_fraction_CH2_Soln#29 (),Mole_fraction_C2H6_Soln#29 (),Mole_fraction_C2H5_Soln#29 (),Mole_fraction_C2H4_Soln#29 (),Mole_fraction_C2H3_Soln#29 (),Mole_fraction_C2H2_Soln#29 (),Mole_fraction_C3H8_Soln#29 (),Mole_fraction_IC3H7_Soln#29 (),Mole_fraction_NC3H7_Soln#29 (),Mole_fraction_C3H6_Soln#29 (),Mole_fraction_C3H5-A_Soln#29 (),Mole_fraction_C3H5-T_Soln#29 (),Mole_fraction_C3H4-P_Soln#29 (),Mole_fraction_C3H4-A_Soln#29 (),Mole_fraction_C3H3_Soln#29 (),Mole_fraction_C3H2_Soln#29 (),Mole_fraction_PC4H9_Soln#29 (),Mole_fraction_IC4H10_Soln#29 (),Mole_fraction_IC4H9_Soln#29 (),Mole_fraction_TC4H9_Soln#29 (),Mole_fraction_IC4H8_Soln#29 (),Mole_fraction_IC4H7_Soln#29 (),Mole_fraction_C4H8-1_Soln#29 (),Mole_fraction_C4H71-3_Soln#29 (),Mole_fraction_C4H6_Soln#29 (),Mole_fraction_C4H5_Soln#29 (),Mole_fraction_C4H4_Soln#29 (),Mole_fraction_C4H2_Soln#29 (),Mole_fraction_C6H6_Soln#29 (),Mole_fraction_C10H8_Soln#29 (),Mole_fraction_NEOC5H11_Soln#29 (),Mole_fraction_NC5H10_Soln#29 (),Mole_fraction_NC6H12_Soln#29 (),Mole_fraction_NC7H15_Soln#29 (),Mole_fraction_NC7H14_Soln#29 (),Mole_fraction_IC8H17_Soln#29 (),Mole_fraction_IC8H16_Soln#29 (),Mole_fraction_C7H8_Soln#29 (),Mole_fraction_C7H7_Soln#29 (),Mole_fraction_CH3C6H4_Soln#29 (),Mole_fraction_BENZYNE_Soln#29 (),Mole_fraction_C6H5C2H_Soln#29 (),Mole_fraction_INDENYL_Soln#29 (),Mole_fraction_BIN1B_Soln#29 (),Mole_fraction_NC10H20_Soln#29 (),Mole_fraction_IC12H26_Soln#29 (),Molecular_weight_Soln#29 (g/mole),Mass_density_Soln#29 (g/cm3),Unburned_hydrocarbons_Soln#29 (ppm),Volatile_organic_compounds_Soln#29 (ppm)
9.486362E-10,14.52908,-2.138107E14,2169.601,2169.601,6.992042E-4,1.0,0.8822589,0.009692352,2.005589E-5,0.006435269,2.002101E-8,3.223471E-6,0.001741252,0.001344557,2.552196E-4,3.230934E-6,4.608457E-6,7.823115E-5,0.001081763,0.004063942,0.003111749,1.361321E-6,2.335683E-6,0.001127607,1.582287E-5,3.058322E-9,0.001402539,4.398894E-5,0.02206062,0.01536138,0.008579867,0.01512732,0.00103386,3.274603E-4,0.002439474,2.766179E-6,1.320265E-6,3.880238E-10,1.159417E-6,1.668376E-12,3.314425E-7,4.491483E-4,1.874635E-4,4.685763E-5,4.071847E-4,1.84024E-7,0.009556323,0.007376767,1.053935E-5,6.534897E-6,2.982596E-8,7.93913E-16,9.493312E-15,1.940371E-21,0.004257493,1.149216E-6,8.567693,4.812447E-5,484892.6,484892.6
1.176569E-9,14.49432,-1.751248E14,2156.782,2156.782,6.992042E-4,1.0,0.8791582,0.01015011,2.598723E-5,0.007012029,2.768986E-8,4.452065E-6,0.001933175,0.001508509,2.93022E-4,4.687506E-6,6.578307E-6,1.0187E-4,0.001165337,0.004416646,0.003418109,1.783622E-6,3.43038E-6,0.001440463,2.104913E-5,5.303702E-9,0.001521415,5.519148E-5,0.02258316,0.01578288,0.008663316,0.01611383,0.001124502,2.87988E-4,0.002738402,4.076448E-6,1.717968E-6,6.013115E-10,1.507286E-6,2.941404E-12,2.885342E-7,4.344689E-4,1.954968E-4,3.893481E-5,4.258077E-4,1.104211E-7,0.008162748,0.007345672,1.342292E-5,8.227773E-6,4.37193E-8,1.971623E-15,2.381956E-14,4.783622E-21,0.003752067,2.973121E-7,8.537496,4.823987E-5,483183.6,483183.6
1.311809E-9,14.47667,-1.57683E14,2150.249,2150.249,6.992042E-4,1.0,0.8775685,0.0103887,2.967454E-5,0.007347617,3.2782E-8,5.225181E-6,0.002030641,0.001596187,3.131704E-4,5.637186E-6,7.852151E-6,1.158081E-4,0.001204616,0.004609056,0.003572795,2.045875E-6,4.18609E-6,0.001622891,2.421067E-5,6.970478E-9,0.001578957,6.178064E-5,0.02281246,0.01597741,0.008714248,0.01656217,0.001169247,2.683564E-4,0.002888603,4.933449E-6,1.950811E-6,7.524389E-10,1.720657E-6,3.915641E-12,2.724474E-7,4.237254E-4,1.985899E-4,3.523767E-5,4.332177E-4,9.537747E-8,0.00748365,0.007329281,1.516248E-5,9.236525E-6,5.292802E-8,3.121478E-15,3.774102E-14,7.546769E-21,0.003499861,1.417867E-7,8.522012,4.829869E-5,482307.3,482307.3
1.4628E-9,14.45903,-1.415991E14,2143.692,2143.692,6.992042E-4,1.0,0.8759647,0.01063215,3.393771E-5,0.007716556,3.896128E-8,6.121432E-6,0.002127831,0.001687582,3.341204E-4,6.766485E-6,9.356734E-6,1.31206E-4,0.001241439,0.004812387,0.003726521,2.34825E-6,5.124087E-6,0.001823222,2.778128E-5,9.135728E-9,0.001634233,6.907969E-5,0.02301507,0.01615688,0.008772041,0.01697195,0.001213028,2.490961E-4,0.003037394,5.952019E-6,2.207203E-6,9.437276E-10,1.964357E-6,5.215196E-12,2.574349E-7,4.108796E-4,2.009672E-4,3.174998E-5,4.391358E-4,8.614568E-8,0.006824827,0.007312387,1.712657E-5,1.03653E-5,6.400973E-8,4.945346E-15,5.965328E-14,1.191576E-20,0.003250898,6.485086E-8,8.506388,4.83576E-5,481423.0,481423.0
1.662905E-9,14.43842,-1.243852E14,2135.977,2135.977,6.992042E-4,1.0,0.8740646,0.01092415,3.982266E-5,0.00819647,4.797739E-8,7.356227E-6,0.002240883,0.001800233,3.598794E-4,8.368163E-6,1.147182E-5,1.512613E-4,0.001281025,0.005066743,0.00390478,2.763639E-6,6.520883E-6,0.002082909,3.256935E-5,1.251297E-8,0.001695594,7.865324E-5,0.0232152,0.01634545,0.00884972,0.01739892,0.00126292,2.270941E-4,0.003209397,7.391898E-6,2.540694E-6,1.235335E-9,2.295434E-6,7.311796E-12,2.4007E-7,3.932964E-4,2.027799E-4,2.792406E-5,4.440336E-4,7.867888E-8,0.006080552,0.007291846,1.976135E-5,1.186392E-5,7.993605E-8,8.502154E-15,1.018488E-13,2.040813E-20,0.00296389,2.44475E-8,8.487874,4.842664E-5,480375.2,480375.2
1.863011E-9,14.42037,-1.10616E14,2129.16,2129.16,6.992042E-4,1.0,0.8723714,0.01118766,4.597123E-5,0.00866653,5.79639E-8,8.637607E-6,0.002339087,0.001905203,3.838362E-4,1.008233E-5,1.37108E-5,1.708428E-4,0.001312227,0.005307223,0.004059249,3.194713E-6,8.092667E-6,0.002335796,3.741366E-5,1.648362E-8,0.001745977,8.810815E-5,0.02335462,0.01648932,0.008928214,0.01772302,0.001305371,2.083172E-4,0.003358075,8.923059E-6,2.86684E-6,1.572166E-9,2.634892E-6,9.874312E-12,2.245386E-7,3.757192E-4,2.034466E-4,2.478597E-5,4.463906E-4,7.329795E-8,0.005452294,0.007272998,2.24283E-5,1.33641E-5,9.720858E-8,1.375027E-14,1.630672E-13,3.290156E-20,0.002716201,9.773301E-9,8.471373,4.848724E-5,479441.3,479441.3
2.153955E-9,14.39776,-9.494947E13,2120.505,2120.505,6.992042E-4,1.0,0.8701983,0.0115303,5.537112E-5,0.009333449,7.427167E-8,1.057163E-5,0.00246053,0.002047248,4.162263E-4,1.276298E-5,1.716084E-5,1.983694E-4,0.001346055,0.005637421,0.00424999,3.847523E-6,1.068828E-5,0.002691404,4.454938E-5,2.33448E-8,0.001803823,1.016379E-4,0.02347594,0.01663711,0.009043104,0.01805692,0.00135674,1.854757E-4,0.003541404,1.129139E-5,3.32827E-6,2.146482E-9,3.141843E-6,1.452079E-11,2.043771E-7,3.509551E-4,2.029543E-4,2.112035E-5,4.465445E-4,6.691775E-8,0.004697052,0.007247952,2.635609E-5,1.554553E-5,1.245981E-7,2.543124E-14,2.960935E-13,6.063073E-20,0.002410788,2.809128E-9,8.45019,4.856341E-5,478242.5,478242.5
2.484215E-9,14.37613,-8.150078E13,2112.074,2112.074,6.992042E-4,1.0,0.8680512,0.01187353,6.668467E-5,0.01006849,9.543795E-8,1.285324E-5,0.002574061,0.002196946,4.503924E-4,1.606076E-5,2.131962E-5,2.281756E-4,0.001371946,0.005990502,0.004428334,4.623201E-6,1.407515E-5,0.003078282,5.277749E-5,3.274129E-8,0.001852369,1.166807E-4,0.02352783,0.01673841,0.009173803,0.01829206,0.00140365,1.644057E-4,0.003712896,1.415532E-5,3.834903E-6,2.926235E-9,3.734414E-6,2.127383E-11,1.843343E-7,3.245971E-4,2.009536E-4,1.788289E-5,4.434464E-4,6.070171E-8,0.004010102,0.007222126,3.087707E-5,1.801878E-5,1.587798E-7,4.661007E-14,5.296207E-13,1.107913E-19,0.002124381,7.549231E-10,8.429255,4.863645E-5,477057.6,477057.6
2.908836E-9,14.35308,-6.867988E13,2102.86,2102.86,6.992042E-4,1.0,0.8656631,0.01226019,8.22024E-5,0.01098225,1.269553E-7,1.589849E-5,0.002690837,0.002376174,4.914462E-4,2.067666E-5,2.698613E-5,2.641951E-4,0.001391157,0.00641867,0.004612365,5.670133E-6,1.910482E-5,0.003551017,6.35571E-5,4.741954E-8,0.001894854,1.355318E-4,0.02350083,0.01679378,0.009341228,0.01843882,0.001450797,1.428386E-4,0.003890545,1.806709E-5,4.462301E-6,4.140438E-9,4.519708E-6,3.258707E-11,1.622432E-7,2.938362E-4,1.969579E-4,1.470955E-5,4.361639E-4,5.375844E-8,0.003318215,0.007191943,3.677249E-5,2.118918E-5,2.072651E-7,9.126832E-14,1.002056E-12,2.164392E-19,0.001825769,1.580662E-10,8.40596,4.871456E-5,475739.2,475739.2
3.477081E-9,14.32832,-5.650341E13,2092.6,2092.6,6.992042E-4,1.0,0.8629421,0.01270566,1.046092E-4,0.01215578,1.770131E-7,2.01347E-5,0.00280879,0.002599355,5.429586E-4,2.748127E-5,3.502805E-5,3.084038E-4,0.00139986,0.006957656,0.004800005,7.150474E-6,2.699025E-5,0.004143891,7.83448E-5,7.1811E-8,0.001926478,1.599146E-4,0.02335507,0.01677691,0.009562776,0.01845583,0.001497331,1.20792E-4,0.004073602,2.363026E-5,5.2658E-6,6.16243E-9,5.606202E-6,5.30966E-11,1.379166E-7,2.5805E-4,1.90194E-4,1.161131E-5,4.230142E-4,4.590948E-8,0.002625235,0.007155389,4.478286E-5,2.540744E-5,2.796066E-7,1.956337E-13,2.046585E-12,4.63579E-19,0.001513785,2.322186E-11,8.379402,4.879876E-5,474236.2,474236.2
4.128304E-9,14.30598,-4.681895E13,2082.893,2082.893,6.992042E-4,1.0,0.8602966,0.01314149,1.324844E-4,0.01343938,2.459341E-7,2.517363E-5,0.002904825,0.002838628,5.988417E-4,3.612235E-5,4.47506E-5,3.537223E-4,0.001394292,0.007539591,0.004956061,8.947326E-6,3.758878E-5,0.004773368,9.58161E-5,1.067436E-7,0.001938101,1.867114E-4,0.02309115,0.01667329,0.009811753,0.01832008,0.001534524,1.020233E-4,0.004229245,3.036883E-5,6.145093E-6,9.077338E-9,6.893994E-6,8.550295E-11,1.157743E-7,2.237197E-4,1.815131E-4,9.08963E-6,4.055344E-4,3.854203E-8,0.00204945,0.007117304,5.410073E-5,3.019744E-5,3.722466E-7,4.084364E-13,4.040218E-12,9.697845E-19,0.001241709,3.104123E-12,8.353559,4.887497E-5,472773.6,472773.6
4.834293E-9,14.28684,-3.942374E13,2074.102,2074.102,6.992042E-4,1.0,0.8578311,0.0135472,1.652112E-4,0.0147659,3.351437E-7,3.081923E-5,0.002975023,0.003083865,6.569437E-4,4.646857E-5,5.57519E-5,3.969024E-4,0.001376626,0.008137526,0.005074993,1.100361E-5,5.087103E-5,0.005402783,1.154E-4,1.534337E-7,0.001930568,2.144419E-4,0.02273501,0.01649616,0.01007472,0.01806391,0.001561544,8.691451E-5,0.004352555,3.800888E-5,7.058867E-6,1.300664E-8,8.333654E-6,1.333521E-10,9.70022E-8,1.931507E-4,1.717778E-4,7.137411E-6,3.854946E-4,3.209691E-8,0.001597797,0.007079247,6.433412E-5,3.532707E-5,4.835297E-7,8.053386E-13,7.506179E-12,1.922184E-18,0.001017335,4.177884E-13,8.329448,4.894045E-5,471409.0,471409.0
5.240815E-9,14.2776,-3.613062E13,2069.652,2069.652,6.992042E-4,1.0,0.8565548,0.01375591,1.851833E-4,0.01550208,3.935557E-7,3.414498E-5,0.003003285,0.003219927,6.895575E-4,5.287586E-5,6.225359E-5,4.191854E-4,0.001362899,0.00846907,0.005125737,1.223419E-5,5.93258E-5,0.005742861,1.269807E-4,1.846466E-7,0.001919433,2.29814E-4,0.02250918,0.01637358,0.01022264,0.01788516,0.001572536,7.998225E-5,0.004407711,4.253213E-5,7.570117E-6,1.565056E-8,9.180546E-6,1.677921E-10,8.812281E-8,1.781386E-4,1.662061E-4,6.264985E-6,3.738786E-4,2.897079E-8,0.001394825,0.007058484,7.027725E-5,3.82478E-5,5.523974E-7,1.140392E-12,1.028082E-11,2.733538E-18,9.124427E-4,1.40423E-13,8.316953,4.897212E-5,470701.9,470701.9
5.860932E-9,14.26544,-3.205315E13,2063.532,2063.532,6.992042E-4,1.0,0.8547666,0.01404551,2.171656E-4,0.01658957,4.928103E-7,3.931285E-5,0.003032982,0.003421591,7.383868E-4,6.326971E-5,7.235039E-5,4.498496E-4,0.001338692,0.008959414,0.005183855,1.417144E-5,7.330511E-5,0.006233264,1.450694E-4,2.385693E-7,0.001895428,2.524609E-4,0.02214623,0.01616661,0.01044325,0.01758581,0.001584456,7.12581E-5,0.004474771,4.956964E-5,8.333135E-6,2.024242E-8,1.049469E-5,2.31285E-10,7.673937E-8,1.582547E-4,1.578959E-4,5.187872E-6,3.563937E-4,2.487183E-8,0.001143839,0.007028086,7.940109E-5,4.265331E-5,6.637822E-7,1.847277E-12,1.585337E-11,4.4639E-18,7.783326E-4,2.878485E-14,8.299429,4.901387E-5,469710.1,469710.1
6.808624E-9,14.25032,-2.736412E13,2055.395,2055.395,6.992042E-4,1.0,0.8523267,0.01443258,2.694105E-4,0.01817598,6.687045E-7,4.741254E-5,0.003053952,0.003718398,8.112549E-4,8.057212E-5,8.807963E-5,4.897083E-4,0.001297055,0.009677437,0.005238129,1.725977E-5,9.705787E-5,0.006923411,1.736784E-4,3.362463E-7,0.001847003,2.852888E-4,0.02156656,0.01581934,0.01076858,0.01709435,0.001594196,6.112504E-5,0.004546886,6.056913E-5,9.468697E-6,2.861354E-8,1.254873E-5,3.573418E-10,6.330161E-8,1.335782E-4,1.458268E-4,3.965669E-6,3.307092E-4,1.985788E-8,8.595448E-4,0.006983995,9.345117E-5,4.926272E-5,8.478113E-7,3.528001E-12,2.819169E-11,8.65869E-18,6.189324E-4,2.990547E-15,8.275474,4.906586E-5,468354.3,468354.3
7.436588E-9,14.24207,-2.496559E13,2050.633,2050.633,6.992042E-4,1.0,0.8508639,0.01465842,3.061561E-4,0.01918136,8.016901E-7,5.29046E-5,0.003055335,0.003908687,8.585338E-4,9.296223E-5,9.862925E-5,5.119726E-4,0.001267857,0.01013479,0.005256712,1.9383E-5,1.142906E-4,0.007345536,1.932562E-4,4.11516E-7,0.001809562,3.05917E-4,0.02117471,0.01557653,0.01097637,0.01675953,0.001596489,5.596578E-5,0.00457947,6.797458E-5,1.020617E-5,3.50929E-8,1.393637E-5,4.628138E-10,5.642741E-8,1.202492E-4,1.383167E-4,3.354988E-6,3.145723E-4,1.718842E-8,7.182674E-4,0.006956035,1.02814E-4,5.355616E-5,9.782892E-7,5.163498E-12,3.945591E-11,1.282638E-17,5.35862E-4,7.247755E-16,8.261082,4.909429E-5,467539.8,467539.8
