Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H3_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_NC3H7_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_C3H3_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H9_Soln#10 (),Mole_fraction_TC4H9_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_MCPTD_Soln#10 (),Mole_fraction_NEOC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M2_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_B2M2_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_IC8H16_Soln#10 (),Mole_fraction_DIMEPTD_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_C10H10_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Mole_fraction_IC12H26_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
2.667683E-6,14.88237,-3.320243E10,1370.267,1370.267,0.001157303,1.0,0.9001499,2.648842E-4,0.00903287,0.00486632,0.003728083,1.123015E-4,0.005330354,3.342077E-5,1.15265E-4,3.670278E-4,1.2851E-5,0.01691911,1.898207E-4,9.097736E-5,8.200138E-4,1.662613E-5,6.498907E-5,3.217078E-4,1.184635E-4,2.075185E-4,0.01300619,0.003496028,0.001228023,7.837614E-5,8.409518E-5,0.001394221,1.196543E-5,1.610707E-8,1.676625E-4,1.831344E-7,1.277255E-5,8.143595E-7,1.508461E-5,1.985999E-4,4.327547E-4,1.024661E-4,5.555108E-5,3.914756E-6,6.549581E-4,5.713696E-5,6.475847E-4,0.0145209,0.00118311,0.007181025,1.88933E-4,3.820406E-7,3.749748E-5,4.815015E-8,0.005872805,0.006525279,8.74376,7.776336E-5,494857.2,494857.2
2.692452E-6,14.88335,-3.292621E10,1370.103,1370.103,0.001157303,1.0,0.899967,2.631504E-4,0.009100176,0.00484168,0.003753393,1.118522E-4,0.005365043,3.339871E-5,1.164632E-4,3.693666E-4,1.276195E-5,0.01698421,1.897386E-4,9.206799E-5,8.25154E-4,1.678157E-5,6.531234E-5,3.226853E-4,1.175395E-4,2.060168E-4,0.01305844,0.003510604,0.001234715,7.895772E-5,8.383222E-5,0.001401192,1.217104E-5,1.649332E-8,1.688918E-4,1.86557E-7,1.292918E-5,8.279521E-7,1.526236E-5,1.993738E-4,4.344413E-4,1.035838E-4,5.59043E-5,3.958984E-6,6.581535E-4,5.734013E-5,6.498452E-4,0.01449097,0.001188383,0.00717821,1.891243E-4,3.900578E-7,3.791085E-5,4.928052E-8,0.005852465,0.006488768,8.74214,7.775825E-5,494765.5,494765.5
2.716937E-6,14.88431,-3.265827E10,1369.942,1369.942,0.001157303,1.0,0.8997877,2.614572E-4,0.009166298,0.004817536,0.003778155,1.11412E-4,0.005399138,3.337637E-5,1.176456E-4,3.716572E-4,1.267507E-5,0.01704797,1.896595E-4,9.314505E-5,8.302078E-4,1.693412E-5,6.562791E-5,3.236393E-4,1.166386E-4,2.045519E-4,0.01310962,0.003524887,0.001241274,7.95287E-5,8.357408E-5,0.001408026,1.237513E-5,1.68796E-8,1.701009E-4,1.899635E-7,1.308393E-5,8.414602E-7,1.543805E-5,2.001277E-4,4.360886E-4,1.046856E-4,5.624983E-5,4.00261E-6,6.612817E-4,5.753905E-5,6.520482E-4,0.01446157,0.001193537,0.007175452,1.893063E-4,3.980385E-7,3.831793E-5,5.040911E-8,0.005832545,0.006453024,8.740552,7.775324E-5,494675.7,494675.7
2.836655E-6,14.88888,-3.141578E10,1369.175,1369.175,0.001157303,1.0,0.8989304,2.534626E-4,0.009483816,0.004702467,0.003895677,1.09314E-4,0.005563081,3.326005E-5,1.233962E-4,3.825595E-4,1.226592E-5,0.01735154,1.893002E-4,9.839375E-5,8.545352E-4,1.766419E-5,6.711599E-5,3.28134E-4,1.124054E-4,1.976557E-4,0.01335348,0.003592969,0.001272564,8.226518E-5,8.233736E-5,0.00144065,1.338387E-5,1.883E-8,1.75925E-4,2.069339E-7,1.383912E-5,9.084752E-7,1.629627E-5,2.036625E-4,4.438675E-4,1.100289E-4,5.788877E-5,4.214504E-6,6.761558E-4,5.848524E-5,6.62388E-4,0.01432025,0.001217923,0.007162318,1.90102E-4,4.378016E-7,4.028563E-5,5.608076E-8,0.00573771,0.006283085,8.732976,7.772938E-5,494246.9,494246.9
2.875873E-6,14.89034,-3.103136E10,1368.93,1368.93,0.001157303,1.0,0.8986564,2.50943E-4,0.009585787,0.004665837,0.003932926,1.086458E-4,0.005615811,3.321948E-5,1.252689E-4,3.860265E-4,1.213733E-5,0.01744812,1.891913E-4,1.001066E-4,8.623706E-4,1.789761E-5,6.758432E-5,3.295473E-4,1.110778E-4,1.954888E-4,0.01343112,0.003614654,0.001282541,8.314204E-5,8.194134E-5,0.00145106,1.371811E-5,1.949114E-8,1.778019E-4,2.126057E-7,1.408595E-5,9.307748E-7,1.657708E-5,2.047678E-4,4.463196E-4,1.117632E-4,5.840788E-5,4.283399E-6,6.808809E-4,5.878596E-5,6.656249E-4,0.01427483,0.001225627,0.007158138,1.903307E-4,4.510871E-7,4.092199E-5,5.79935E-8,0.005707541,0.006229105,8.730559,7.772178E-5,494110.1,494110.1
3.105288E-6,14.89846,-2.897226E10,1367.553,1367.553,0.001157303,1.0,0.8971158,2.371006E-4,0.01016332,0.004461549,0.00413942,1.049121E-4,0.005915222,3.29609E-5,1.361118E-4,4.0535E-4,1.143371E-5,0.01798706,1.886231E-4,1.100549E-4,9.069853E-4,1.920729E-5,7.015171E-5,3.372863E-4,1.038358E-4,1.836311E-4,0.01386495,0.00373583,0.001338415,8.808942E-5,7.971101E-5,0.001509432,1.570653E-5,2.356897E-8,1.884908E-4,2.468284E-7,1.552328E-5,1.064438E-6,1.82148E-5,2.107624E-4,4.597965E-4,1.217481E-4,6.128175E-5,4.681168E-6,7.071828E-4,6.04612E-5,6.83215E-4,0.01401712,0.001268116,0.007134793,1.913969E-4,5.311067E-7,4.456383E-5,6.969125E-8,0.005539206,0.005928686,8.717018,7.767939E-5,493343.7,493343.7
3.12218E-6,14.89903,-2.88321E10,1367.455,1367.455,0.001157303,1.0,0.8970063,2.361387E-4,0.01020461,0.004447162,0.004153889,1.046485E-4,0.005936678,3.294054E-5,1.369026E-4,4.067109E-4,1.138499E-5,0.01802507,1.885853E-4,1.107823E-4,9.101917E-4,1.929997E-5,7.032975E-5,3.378224E-4,1.033357E-4,1.828098E-4,0.01389558,0.003744385,0.001342369,8.844181E-5,7.955248E-5,0.001513567,1.585502E-5,2.388316E-8,1.892588E-4,2.494166E-7,1.562863E-5,1.074491E-6,1.833499E-5,2.111739E-4,4.607333E-4,1.224723E-4,6.148283E-5,4.710095E-6,7.090335E-4,6.057917E-5,6.844247E-4,0.01399866,0.001271079,0.007133145,1.914588E-4,5.371441E-7,4.482654E-5,7.05858E-8,0.005527335,0.005907553,8.716059,7.767641E-5,493289.4,493289.5
3.287267E-6,14.90446,-2.753345E10,1366.522,1366.522,0.001157303,1.0,0.8959639,2.271145E-4,0.01059973,0.00431101,0.0042904,1.021485E-4,0.006142365,3.273346E-5,1.445749E-4,4.195977E-4,1.092894E-5,0.01838539,1.882375E-4,1.178535E-4,9.410046E-4,2.017929E-5,7.199751E-5,3.428417E-4,9.866142E-5,1.75119E-4,0.01418623,0.003825514,0.001379941,9.180503E-5,7.804232E-5,0.001552903,1.731966E-5,2.70505E-8,1.966337E-4,2.751769E-7,1.665448E-5,1.17418E-6,1.950625E-5,2.149996E-4,4.695221E-4,1.29472E-4,6.337763E-5,4.99018E-6,7.265479E-4,6.169626E-5,6.956867E-4,0.01382186,0.001298943,0.007117503,1.919611E-4,5.97089E-7,4.735538E-5,7.955415E-8,0.005414794,0.005707583,8.706944,7.764812E-5,492773.6,492773.6
3.381986E-6,14.90744,-2.684116E10,1366.006,1366.006,0.001157303,1.0,0.8953869,2.222285E-4,0.01081983,0.0042364,0.004364907,1.007735E-4,0.006257223,3.260861E-5,1.489313E-4,4.266681E-4,1.068279E-5,0.01858345,1.880537E-4,1.218784E-4,9.58275E-4,2.066244E-5,7.289855E-5,3.455513E-4,9.61437E-5,1.709647E-4,0.01434618,0.003870122,0.001400665,9.367105E-5,7.720687E-5,0.001574629,1.817014E-5,2.894487E-8,2.007617E-4,2.903238E-7,1.723982E-5,1.232517E-6,2.01752E-5,2.170442E-4,4.742808E-4,1.334239E-4,6.440981E-5,5.148721E-6,7.361524E-4,6.230936E-5,7.017171E-4,0.0137232,0.001314081,0.007108891,1.921731E-4,6.321959E-7,4.877505E-5,8.487709E-8,0.005352928,0.005597962,8.701914,7.76326E-5,492488.9,492488.9
3.518171E-6,14.91156,-2.590519E10,1365.285,1365.285,0.001157303,1.0,0.8945825,2.155485E-4,0.01112824,0.004133382,0.004467467,9.886823E-5,0.006418521,3.242252E-5,1.551364E-4,4.364453E-4,1.034707E-5,0.01885783,1.878059E-4,1.276229E-4,9.826159E-4,2.133032E-5,7.412798E-5,3.492461E-4,9.271561E-5,1.652946E-4,0.01456802,0.003931914,0.001429461,9.627652E-5,7.60437E-5,0.001604855,1.94046E-5,3.176394E-8,2.065702E-4,3.125481E-7,1.807707E-5,1.317791E-6,2.113263E-5,2.198068E-4,4.807853E-4,1.390239E-4,6.582785E-5,5.373896E-6,7.494303E-4,6.31576E-5,7.098794E-4,0.01358473,0.001334833,0.007096939,1.923931E-4,6.834928E-7,5.077687E-5,9.274492E-8,0.005267209,0.005446466,8.69492,7.761115E-5,492093.1,492093.1
3.577226E-6,14.91329,-2.551915E10,1364.98,1364.98,0.001157303,1.0,0.8942425,2.127702E-4,0.01125917,0.004090191,0.004510364,9.806691E-5,0.00648712,3.233969E-5,1.578058E-4,4.405504E-4,1.020772E-5,0.01897322,1.877035E-4,1.300983E-4,9.930012E-4,2.161038E-5,7.463847E-5,3.507796E-4,9.129444E-5,1.629393E-4,0.0146614,0.003957892,0.001441602,9.737927E-5,7.555263E-5,0.001617613,1.994382E-5,3.302014E-8,2.090444E-4,3.223414E-7,1.843851E-5,1.355261E-6,2.154611E-5,2.209444E-4,4.834899E-4,1.414226E-4,6.641991E-5,5.470533E-6,7.550047E-4,6.351393E-5,7.132452E-4,0.01352587,0.001343483,0.007091904,1.924606E-4,7.06012E-7,5.163085E-5,9.623138E-8,0.005231154,0.005382886,8.69197,7.760214E-5,491926.1,491926.1
3.65649E-6,14.91556,-2.501846E10,1364.578,1364.578,0.001157303,1.0,0.8937942,2.091488E-4,0.0114323,0.004033589,0.004566493,9.701432E-5,0.006577945,3.222671E-5,1.613683E-4,4.459363E-4,1.002631E-5,0.0191248,1.875705E-4,1.334056E-4,0.001006784,2.197725E-5,7.530302E-5,3.527751E-4,8.944605E-5,1.598715E-4,0.01478414,0.003992006,0.001457579,9.883426E-5,7.490593E-5,0.001634415,2.067106E-5,3.473786E-8,2.123237E-4,3.356308E-7,1.892203E-5,1.40601E-6,2.209937E-5,2.224164E-4,4.87014E-4,1.44614E-4,6.719353E-5,5.599275E-6,7.623184E-4,6.398165E-5,7.176048E-4,0.01344797,0.001354775,0.007085282,1.925268E-4,7.364815E-7,5.276375E-5,1.009798E-7,0.005183785,0.005299492,8.688086,7.759033E-5,491706.3,491706.3
3.722816E-6,14.91742,-2.461393E10,1364.248,1364.248,0.001157303,1.0,0.8934259,2.062084E-4,0.01157496,0.003987377,0.00461225,9.615281E-5,0.00665289,3.213074E-5,1.643317E-4,4.503392E-4,9.879202E-6,0.01924887,1.874626E-4,1.361599E-4,0.001018186,2.227653E-5,7.584192E-5,3.543927E-4,8.794843E-5,1.573824E-4,0.01488468,0.004019916,0.001470681,1.000306E-4,7.437526E-5,0.001648205,2.128247E-5,3.620208E-8,2.150325E-4,3.468728E-7,1.932524E-5,1.448865E-6,2.256079E-5,2.236026E-4,4.898743E-4,1.472601E-4,6.782326E-5,5.70617E-6,7.682975E-4,6.436419E-5,7.211217E-4,0.01338371,0.001363956,0.007079855,1.925625E-4,7.621768E-7,5.370031E-5,1.050109E-7,0.005145005,0.005231336,8.6849,7.758068E-5,491526.0,491526.0
3.842625E-6,14.92067,-2.391431E10,1363.664,1363.664,0.001157303,1.0,0.8927759,2.010957E-4,0.01182771,0.003906483,0.004692202,9.463977E-5,0.006785884,3.195446E-5,1.696436E-4,4.580597E-4,9.623823E-6,0.01946681,1.872747E-4,1.41104E-4,0.00103849,2.279951E-5,7.677733E-5,3.571992E-4,8.53513E-5,1.53058E-4,0.01506144,0.004068904,0.001493749,1.021437E-4,7.344031E-5,0.001672512,2.23931E-5,3.890816E-8,2.198458E-4,3.674541E-7,2.005027E-5,1.527154E-6,2.339057E-5,2.256447E-4,4.948444E-4,1.519837E-4,6.892136E-5,5.897328E-6,7.787839E-4,6.503546E-5,7.271842E-4,0.01326972,0.001379948,0.007070303,1.92585E-4,8.090213E-7,5.536595E-5,1.124219E-7,0.005076868,0.005111857,8.679289,7.756375E-5,491208.4,491208.4
3.905823E-6,14.92234,-2.356035E10,1363.362,1363.362,0.001157303,1.0,0.8924407,1.984966E-4,0.01195856,0.003865093,0.004733041,9.38631E-5,0.006854847,3.186013E-5,1.724246E-4,4.620169E-4,9.494188E-6,0.0195787,1.871789E-4,1.436959E-4,0.001049054,2.306646E-5,7.725204E-5,3.586229E-4,8.403428E-5,1.508612E-4,0.01515228,0.004094033,0.001505621,1.032345E-4,7.295894E-5,0.001685035,2.298194E-5,4.036636E-8,2.223448E-4,3.784471E-7,2.0431E-5,1.568893E-6,2.382631E-5,2.266727E-4,4.973691E-4,1.544467E-4,6.948107E-5,5.997172E-6,7.841599E-4,6.537978E-5,7.302397E-4,0.01321064,0.001388091,0.00706539,1.925771E-4,8.339362E-7,5.62313E-5,1.163951E-7,0.005041873,0.005050633,8.6764,7.755508E-5,491044.9,491044.9
4.028693E-6,14.92549,-2.289982E10,1362.788,1362.788,0.001157303,1.0,0.8918032,1.936267E-4,0.01220821,0.003787057,0.004809917,9.239384E-5,0.006986642,3.167451E-5,1.777898E-4,4.694917E-4,9.251634E-6,0.01979045,1.869984E-4,1.487033E-4,0.001069316,2.35682E-5,7.813987E-5,3.612841E-4,8.157246E-5,1.467477E-4,0.01532433,0.004141534,0.001528139,1.053097E-4,7.204565E-5,0.001708816,2.413223E-5,4.326076E-8,2.271264E-4,4.000796E-7,2.116779E-5,1.650889E-6,2.466941E-5,2.285792E-4,5.020948E-4,1.591786E-4,7.053226E-5,6.189339E-6,7.943181E-4,6.60307E-5,7.359137E-4,0.01309777,0.001403368,0.007056074,1.92526E-4,8.827454E-7,5.788791E-5,1.242408E-7,0.004975627,0.004935009,8.670917,7.753871E-5,490734.6,490734.6
4.227709E-6,14.93035,-2.190042E10,1361.892,1361.892,0.001157303,1.0,0.8908088,1.862142E-4,0.01259999,0.003667055,0.004927839,9.012126E-5,0.007194044,3.136889E-5,1.863658E-4,4.810245E-4,8.883271E-6,0.02011819,1.867198E-4,1.567256E-4,0.001101408,2.433431E-5,7.948686E-5,3.653183E-4,7.78398E-5,1.404925E-4,0.01559104,0.004214887,0.001563131,1.0855E-4,7.062622E-5,0.001745845,2.600911E-5,4.810813E-8,2.346658E-4,4.358041E-7,2.235159E-5,1.78597E-6,2.60234E-5,2.314296E-4,5.092731E-4,1.666886E-4,7.213788E-5,6.495243E-6,8.100021E-4,6.703652E-5,7.444146E-4,0.01292026,0.001426671,0.007041602,1.923563E-4,9.627111E-7,6.050134E-5,1.372646E-7,0.004873019,0.004756671,8.662392,7.751347E-5,490252.1,490252.1
4.30199E-6,14.93209,-2.154783E10,1361.567,1361.567,0.001157303,1.0,0.8904492,1.835886E-4,0.0127424,0.003624189,0.004969878,8.930536E-5,0.007269607,3.125362E-5,1.895306E-4,4.851564E-4,8.753022E-6,0.02023593,1.866197E-4,1.596918E-4,0.001113167,2.460591E-5,7.996259E-5,3.66742E-4,7.652175E-5,1.382782E-4,0.015687,0.00424118,0.001575745,1.097227E-4,7.011461E-5,0.001759219,2.671355E-5,4.996622E-8,2.37417E-4,4.493446E-7,2.279037E-5,1.837083E-6,2.652496E-5,2.324232E-4,5.118104E-4,1.694433E-4,7.270804E-5,6.607736E-6,8.156252E-4,6.739737E-5,7.473834E-4,0.01285563,0.001434937,0.007036385,1.922687E-4,9.928102E-7,6.145516E-5,1.422197E-7,0.00483613,0.004692793,8.659316,7.750444E-5,490078.1,490078.1
4.471136E-6,14.93592,-2.07824E10,1360.846,1360.846,0.001157303,1.0,0.8896519,1.778711E-4,0.01305938,0.003530191,0.005061913,8.750838E-5,0.007438143,3.098946E-5,1.966661E-4,4.942402E-4,8.469808E-6,0.02049544,1.863986E-4,1.663903E-4,0.001139529,2.519673E-5,8.099577E-5,3.698316E-4,7.365913E-5,1.33459E-4,0.01589873,0.004298994,0.001603629,1.123233E-4,6.898406E-5,0.001788828,2.832457E-5,5.429112E-8,2.435614E-4,4.805665E-7,2.378341E-5,1.954805E-6,2.765923E-5,2.345566E-4,5.173232E-4,1.756208E-4,7.395164E-5,6.860581E-6,8.279972E-4,6.819168E-5,7.537664E-4,0.01271154,0.001452954,0.007024853,1.920273E-4,1.06178E-6,6.358511E-5,1.536775E-7,0.004754771,0.004552382,8.652515,7.748457E-5,489693.1,489693.1
4.507919E-6,14.93673,-2.062247E10,1360.693,1360.693,0.001157303,1.0,0.8894824,1.766737E-4,0.01312702,0.003510391,0.005081274,8.712842E-5,0.007474163,3.093178E-5,1.982048E-4,4.96158E-4,8.410568E-6,0.02055034,1.863517E-4,1.678368E-4,0.001145188,2.532023E-5,8.121162E-5,3.704767E-4,7.306094E-5,1.324501E-4,0.01594358,0.004311199,0.001609543,1.128764E-4,6.874435E-5,0.001795117,2.86761E-5,5.524853E-8,2.448759E-4,4.874253E-7,2.399823E-5,1.980645E-6,2.790444E-5,2.349978E-4,5.184753E-4,1.769469E-4,7.421238E-5,6.914962E-6,8.306109E-4,6.835956E-5,7.550882E-4,0.01268075,0.00145673,0.007022407,1.919678E-4,1.076851E-6,6.404072E-5,1.561999E-7,0.004737546,0.004522743,8.651071,7.748038E-5,489611.4,489611.4
4.52596E-6,14.93712,-2.054483E10,1360.618,1360.618,0.001157303,1.0,0.8893998,1.760923E-4,0.01316002,0.003500761,0.005090686,8.694344E-5,0.007491748,3.090347E-5,1.989578E-4,4.970912E-4,8.381808E-6,0.02057707,1.863289E-4,1.685449E-4,0.001147954,2.538017E-5,8.131638E-5,3.707897E-4,7.277061E-5,1.319603E-4,0.01596542,0.004317139,0.001612424,1.131461E-4,6.862757E-5,0.001798183,2.884865E-5,5.572025E-8,2.455179E-4,4.907979E-7,2.410345E-5,1.993349E-6,2.80245E-5,2.352113E-4,5.190344E-4,1.77595E-4,7.433903E-5,6.941554E-6,8.318832E-4,6.844128E-5,7.557281E-4,0.01266573,0.001458563,0.007021215,1.919377E-4,1.08425E-6,6.426319E-5,1.574408E-7,0.004729158,0.00450832,8.650368,7.747834E-5,489571.6,489571.6
4.585938E-6,14.93841,-2.029049E10,1360.371,1360.371,0.001157303,1.0,0.8891274,1.741861E-4,0.01326897,0.003469126,0.005121593,8.633493E-5,0.007549832,3.080926E-5,2.014531E-4,5.001597E-4,8.287569E-6,0.02066504,1.862535E-4,1.708928E-4,0.001157106,2.557642E-5,8.165946E-5,3.718144E-4,7.181962E-5,1.303546E-4,0.01603732,0.004336665,0.001621916,1.140352E-4,6.8243E-5,0.001808286,2.9423E-5,5.729877E-8,2.476392E-4,5.020517E-7,2.445255E-5,2.035731E-6,2.842277E-5,2.35908E-4,5.208657E-4,1.797392E-4,7.475434E-5,7.029593E-6,8.360673E-4,6.871008E-5,7.578167E-4,0.0126161,0.001464576,0.007017289,1.918339E-4,1.108892E-6,6.499823E-5,1.615846E-7,0.004701549,0.004460901,8.648051,7.747164E-5,489440.5,489440.5
4.738496E-6,14.94161,-1.966841E10,1359.757,1359.757,0.001157303,1.0,0.8884498,1.695159E-4,0.01354086,0.003391183,0.005197648,8.482993E-5,0.007695036,3.056924E-5,2.077457E-4,5.077371E-4,8.056919E-6,0.02088276,1.860662E-4,1.768218E-4,0.001180094,2.605548E-5,8.249793E-5,3.74317E-4,6.949438E-5,1.264218E-4,0.01621546,0.00438487,0.001645465,1.162469E-4,6.728931E-5,0.00183339,3.088816E-5,6.138199E-8,2.529475E-4,5.309469E-7,2.533577E-5,2.144498E-6,2.94294E-5,2.375926E-4,5.253411E-4,1.851212E-4,7.577255E-5,7.251008E-6,8.464085E-4,6.937464E-5,7.628731E-4,0.01249208,0.001479311,0.007007543,1.91545E-4,1.171809E-6,6.683681E-5,1.722423E-7,0.004633166,0.004343816,8.642299,7.745508E-5,489115.0,489115.0
4.766585E-6,14.94218,-1.955759E10,1359.646,1359.646,0.001157303,1.0,0.8883274,1.686831E-4,0.01359012,0.003377218,0.005211259,8.455941E-5,0.007721379,3.052502E-5,2.088958E-4,5.090974E-4,8.015828E-6,0.02092192,1.860324E-4,1.779067E-4,0.001184281,2.614057E-5,8.26471E-5,3.747619E-4,6.908049E-5,1.257207E-4,0.01624753,0.00439352,0.00164971,1.166464E-4,6.711749E-5,0.001837922,3.115856E-5,6.214438E-8,2.539114E-4,5.363086E-7,2.549765E-5,2.164675E-6,2.961372E-5,2.378895E-4,5.261372E-4,1.861009E-4,7.595418E-5,7.29138E-6,8.482663E-4,6.949407E-5,7.637651E-4,0.01246959,0.001481939,0.007005786,1.914882E-4,1.183428E-6,6.717051E-5,1.742225E-7,0.004620858,0.004322799,8.641262,7.745211E-5,489056.3,489056.3
4.991889E-6,14.94663,-1.870734E10,1358.777,1358.777,0.001157303,1.0,0.8873704,1.622819E-4,0.01397675,0.003269215,0.005316384,8.245798E-5,0.007928551,3.01706E-5,2.180281E-4,5.196459E-4,7.700346E-6,0.02122639,1.857679E-4,1.865356E-4,0.001217399,2.679015E-5,8.379005E-5,3.781672E-4,6.590652E-5,1.203336E-4,0.01649722,0.004460545,0.001682812,1.197707E-4,6.577873E-5,0.001873322,3.333356E-5,6.837118E-8,2.615002E-4,5.79743E-7,2.678791E-5,2.328101E-6,3.108098E-5,2.401353E-4,5.32235E-4,1.938378E-4,7.735033E-5,7.610961E-6,8.626885E-4,7.042141E-5,7.705209E-4,0.01229279,0.001502135,0.006992076,1.909979E-4,1.276934E-6,6.979571E-5,1.902872E-7,0.004525072,0.00415985,8.63317,7.742906E-5,488598.3,488598.3
5.040183E-6,14.94755,-1.85336E10,1358.596,1358.596,0.001157303,1.0,0.8871709,1.609724E-4,0.0140577,0.003246971,0.005338002,8.202308E-5,0.007972015,3.009478E-5,2.199642E-4,5.218248E-4,7.635886E-6,0.02128947,1.857127E-4,1.883681E-4,0.001224391,2.692186E-5,8.4023E-5,3.788605E-4,6.525886E-5,1.19232E-4,0.01654902,0.004474374,0.001689691,1.20422E-4,6.550075E-5,0.001880695,3.38011E-5,6.973153E-8,2.630942E-4,5.891499E-7,2.706259E-5,2.363497E-6,3.139284E-5,2.405863E-4,5.33477E-4,1.954681E-4,7.763586E-5,7.678477E-6,8.656714E-4,7.061326E-5,7.718794E-4,0.01225571,0.001506265,0.006989225,1.908855E-4,1.297041E-6,7.03466E-5,1.937711E-7,0.004505206,0.004126196,8.631487,7.74243E-5,488503.0,488503.0
5.157152E-6,14.94973,-1.812433E10,1358.163,1358.163,0.001157303,1.0,0.8866954,1.578848E-4,0.01425109,0.003194326,0.005389121,8.099092E-5,0.008075985,2.991152E-5,2.24623E-4,5.269904E-4,7.484002E-6,0.02143926,1.855812E-4,1.927826E-4,0.001241179,2.723049E-5,8.457103E-5,3.8049E-4,6.373401E-5,1.166349E-4,0.01667215,0.004507133,0.001706061,1.219744E-4,6.483974E-5,0.001898259,3.493511E-5,7.306156E-8,2.669098E-4,6.120629E-7,2.772518E-5,2.449729E-6,3.214432E-5,2.41638E-4,5.363976E-4,1.993774E-4,7.830877E-5,7.840615E-6,8.727485E-4,7.10685E-5,7.750495E-4,0.01216705,0.001515999,0.006982437,1.906041E-4,1.345808E-6,7.16644E-5,2.022624E-7,0.004457994,0.004046422,8.627481,7.741301E-5,488276.3,488276.3
5.177487E-6,14.9501,-1.805479E10,1358.089,1358.089,0.001157303,1.0,0.8866139,1.573599E-4,0.01428433,0.003185348,0.005397831,8.081449E-5,0.008093875,2.987973E-5,2.254286E-4,5.278725E-4,7.458198E-6,0.02146488,1.855586E-4,1.935466E-4,0.001244077,2.728267E-5,8.466401E-5,3.807663E-4,6.347511E-5,1.161935E-4,0.01669322,0.004512723,0.001708865,1.222407E-4,6.472657E-5,0.001901271,3.513249E-5,7.364555E-8,2.675666E-4,6.160648E-7,2.783998E-5,2.464793E-6,3.22744E-5,2.41815E-4,5.368929E-4,2.000513E-4,7.84231E-5,7.868602E-6,8.739579E-4,7.11463E-5,7.755836E-4,0.0121518,0.001517653,0.006981274,1.905539E-4,1.354296E-6,7.189113E-5,2.037461E-7,0.004449915,0.0040328,8.626795,7.741109E-5,488237.5,488237.5
5.199397E-6,14.9505,-1.798039E10,1358.009,1358.009,0.001157303,1.0,0.8865264,1.567982E-4,0.01432003,0.003175732,0.00540716,8.062536E-5,0.00811309,2.984549E-5,2.262951E-4,5.288178E-4,7.430588E-6,0.02149235,1.855343E-4,1.943686E-4,0.001247193,2.73384E-5,8.476346E-5,3.810618E-4,6.319816E-5,1.157212E-4,0.01671582,0.004518712,0.001711872,1.225265E-4,6.46052E-5,0.001904502,3.534522E-5,7.427642E-8,2.682723E-4,6.203825E-7,2.796355E-5,2.481047E-6,3.241438E-5,2.42004E-4,5.374225E-4,2.007756E-4,7.854543E-5,7.898692E-6,8.752541E-4,7.122969E-5,7.761536E-4,0.01213542,0.001519423,0.006980026,1.904994E-4,1.363443E-6,7.213467E-5,2.053471E-7,0.004441251,0.004018202,8.626058,7.740902E-5,488195.8,488195.8
