Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H3_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_NC3H7_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_C3H3_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H9_Soln#10 (),Mole_fraction_TC4H9_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_MCPTD_Soln#10 (),Mole_fraction_NEOC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M2_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_B2M2_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_IC8H16_Soln#10 (),Mole_fraction_DIMEPTD_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_C10H10_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Mole_fraction_IC12H26_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
0.0,15.0,-4.649949E11,1450.0,1450.0,0.001157303,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,7.715357E-5,519545.7,519545.7
2.30202E-11,14.99999,-4.710725E11,1449.998,1449.998,0.001157303,1.0,0.9452584,1.484787E-9,1.053195E-14,1.800188E-9,4.205348E-16,1.016064E-10,7.808171E-11,8.496398E-14,1.000647E-16,1.766559E-16,8.924976E-11,1.052607E-9,1.689022E-8,2.859207E-16,1.227464E-13,2.829544E-18,1.369715E-16,4.518079E-13,2.188895E-9,4.196002E-7,1.193459E-8,8.802804E-8,8.445351E-11,5.222188E-15,1.688826E-8,1.685273E-12,1.069026E-20,8.831549E-21,1.649407E-15,1.149715E-26,1.2924E-24,3.25104E-27,4.031764E-21,1.697625E-19,5.586371E-11,2.795137E-21,7.527448E-21,4.464984E-24,6.650535E-17,2.174108E-11,2.498941E-11,0.01921543,1.882199E-14,0.007923927,3.63848E-11,6.057199E-27,2.656845E-19,7.419695E-33,0.01043314,0.01716818,9.179983,7.715364E-5,519545.5,519545.5
6.562871E-10,14.99956,-5.645925E11,1449.932,1449.932,0.001157303,1.0,0.9452421,7.913823E-7,1.905803E-10,1.072272E-6,8.542721E-12,7.015605E-8,5.308241E-8,7.058033E-11,9.586931E-14,3.487133E-12,5.924122E-8,5.987396E-7,4.812431E-7,2.365888E-13,2.39604E-10,4.615858E-14,2.628847E-12,4.537206E-10,1.296898E-6,1.280097E-5,2.771328E-6,2.508164E-6,5.597924E-8,4.422358E-12,4.796533E-7,1.392158E-9,1.29531E-17,7.161348E-18,2.608469E-11,5.308172E-21,7.170477E-19,3.962972E-20,1.804779E-15,9.052394E-14,3.658408E-8,1.477032E-15,3.770348E-15,1.689762E-17,2.606664E-11,1.401346E-8,1.613528E-8,0.01921404,2.951749E-10,0.007923788,1.124813E-9,3.423067E-21,5.395795E-15,1.047762E-25,0.01043203,0.01715882,9.179824,7.715581E-5,519536.5,519536.5
2.202418E-9,14.99851,-6.078407E11,1449.751,1449.751,0.001157303,1.0,0.9451905,4.584899E-6,4.728076E-9,7.167881E-6,2.479228E-10,5.573148E-7,4.186327E-7,8.336888E-10,1.502196E-12,9.663676E-11,4.399499E-7,3.765943E-6,1.613419E-6,2.722958E-12,4.296431E-9,1.020932E-12,6.915566E-11,6.211589E-9,8.967647E-6,4.313056E-5,1.620174E-5,8.406086E-6,4.166871E-7,5.36446E-11,1.595722E-6,1.683626E-8,2.881137E-16,8.057609E-17,5.761502E-10,4.244659E-19,1.501166E-16,1.13123E-17,1.449702E-13,7.494677E-12,2.673878E-7,1.258393E-13,3.043997E-13,2.543121E-15,1.546202E-9,9.974957E-8,1.16342E-7,0.01921368,6.525193E-9,0.00792335,5.424738E-9,3.406217E-19,1.562322E-13,4.056089E-23,0.01042918,0.01713582,9.179323,7.716124E-5,519508.1,519508.1
4.806972E-9,14.99671,-6.191901E11,1449.435,1449.435,0.001157303,1.0,0.9450982,1.167465E-5,3.138034E-8,2.037526E-5,1.817421E-9,1.707975E-6,1.320773E-6,4.228964E-9,1.085676E-11,6.781044E-10,1.255481E-6,1.059359E-5,3.519569E-6,1.323899E-11,2.446493E-8,6.132085E-12,4.594345E-10,3.311706E-8,2.748116E-5,8.834702E-5,4.196674E-5,1.830738E-5,1.205033E-6,2.764806E-10,3.436849E-6,8.623887E-8,2.711969E-15,3.91038E-16,3.45086E-9,6.776537E-18,6.339298E-15,3.553674E-16,1.998315E-12,1.021214E-10,7.637237E-7,1.827847E-12,4.279871E-12,4.467373E-14,1.413525E-8,2.786595E-7,3.357302E-7,0.01921372,3.911975E-8,0.007922557,1.925553E-8,5.652081E-18,1.141291E-12,2.19491E-21,0.01042428,0.01709718,9.178426,7.71705E-5,519457.3,519457.3
1.363138E-8,14.99056,-6.348724E11,1448.343,1448.343,0.001157303,1.0,0.9447749,3.707782E-5,3.431106E-7,7.639213E-5,2.105105E-8,6.254964E-6,5.559049E-6,3.819502E-8,2.031581E-10,7.30751E-9,3.930534E-6,4.419662E-5,9.983807E-6,1.151637E-10,2.23605E-7,5.916022E-11,4.477833E-9,2.969557E-7,1.040121E-4,2.114989E-4,1.325067E-4,5.153586E-5,4.013412E-6,2.631343E-9,9.354977E-6,7.351037E-7,6.858553E-14,3.952879E-15,3.254936E-8,3.823007E-16,7.138894E-13,2.872678E-14,5.503673E-11,2.710005E-9,2.524662E-6,5.659776E-11,1.267566E-10,1.565861E-12,1.744413E-7,8.935094E-7,1.217105E-6,0.01921291,3.693974E-7,0.007919667,1.315937E-7,2.022157E-16,1.321439E-11,5.132003E-19,0.01040716,0.01696786,9.175271,7.720217E-5,519278.8,519278.8
5.000019E-8,14.96576,-6.574195E11,1443.682,1443.682,0.001157303,1.0,0.9433176,1.492906E-4,7.11822E-6,4.556397E-4,4.577009E-7,2.9582E-5,3.79852E-5,5.484567E-7,1.025366E-8,1.376617E-7,1.256274E-5,3.365149E-4,3.669081E-5,2.910064E-9,3.282242E-6,1.176226E-9,6.47491E-8,3.967911E-6,3.502291E-4,5.502712E-4,5.277377E-4,1.834111E-4,1.639565E-5,5.501564E-8,2.964595E-5,9.503637E-6,9.228142E-12,2.118077E-13,4.910786E-7,1.404044E-13,1.797067E-10,5.559525E-12,2.910294E-9,1.546722E-7,1.031673E-5,4.329041E-9,8.720497E-9,1.311043E-10,2.917235E-6,3.334142E-6,7.005505E-6,0.01919429,5.575779E-6,0.007904856,1.734971E-6,2.491342E-14,3.519842E-10,4.827069E-16,0.01032795,0.0164608,9.160905,7.73301E-5,518465.7,518465.7
1.543411E-7,14.90506,-5.811155E11,1430.755,1430.755,0.001157303,1.0,0.9388452,4.009305E-4,1.033788E-4,0.002091924,1.102728E-5,9.798695E-5,2.205487E-4,4.638539E-6,3.242924E-7,2.540735E-6,2.604595E-5,0.001813318,1.089393E-4,1.26318E-7,2.96018E-5,3.341825E-8,8.077829E-7,2.894248E-5,5.644474E-4,8.53785E-4,0.001713742,5.19974E-4,5.958523E-5,8.86164E-7,6.639211E-5,7.192215E-5,1.515272E-9,1.048121E-11,4.56851E-6,2.761282E-11,1.547292E-8,4.175033E-10,7.231148E-8,4.045791E-6,3.709235E-5,1.849873E-7,3.050364E-7,6.124632E-9,2.734729E-5,9.538756E-6,4.054154E-5,0.01903794,5.120168E-5,0.007846154,1.515932E-5,6.503282E-12,2.010321E-8,2.474972E-13,0.01004107,0.01521581,9.11584,7.764499E-5,515915.3,515915.3
1.604078E-7,14.90208,-5.741717E11,1430.065,1430.065,0.001157303,1.0,0.9385926,4.1062E-4,1.129122E-4,0.002190767,1.240049E-5,1.013251E-4,2.339745E-4,4.968797E-6,3.645905E-7,2.820273E-6,2.651322E-5,0.001908178,1.127009E-4,1.441328E-7,3.172644E-5,3.780283E-8,8.851344E-7,3.073814E-5,5.659134E-4,8.563731E-4,0.001781147,5.378078E-4,6.242887E-5,9.708101E-7,6.790633E-5,7.66115E-5,1.79894E-9,1.185501E-11,4.903282E-6,3.273394E-11,1.779798E-8,4.80137E-10,8.005692E-8,4.467206E-6,3.879178E-5,2.092048E-7,3.418555E-7,6.94833E-9,2.932338E-5,9.865373E-6,4.304021E-5,0.01902566,5.48891E-5,0.007842388,1.621883E-5,7.965868E-12,2.337824E-8,3.082591E-13,0.01002274,0.01515189,9.113268,7.766052E-5,515769.7,515769.7
1.674621E-7,14.89869,-5.659915E11,1429.273,1429.273,0.001157303,1.0,0.938301,4.212494E-4,1.24533E-4,0.002304907,1.413805E-5,1.050919E-4,2.498671E-4,5.362211E-6,4.153774E-7,3.168345E-6,2.702333E-5,0.002018503,1.169938E-4,1.668759E-7,3.425495E-5,4.33697E-8,9.803159E-7,3.284684E-5,5.668404E-4,8.582894E-4,0.001859064,5.58325E-4,6.577796E-5,1.074143E-6,6.960274E-5,8.21553E-5,2.176588E-9,1.358289E-11,5.302591E-6,3.952459E-11,2.077887E-8,5.607249E-10,8.960676E-8,4.982785E-6,4.077998E-5,2.39827E-7,3.878771E-7,7.993316E-9,3.167408E-5,1.024075E-5,4.599497E-5,0.01901109,5.927573E-5,0.007837993,1.747475E-5,9.985669E-12,2.766142E-8,3.938181E-13,0.01000131,0.01507862,9.110296,7.767819E-5,515601.5,515601.5
1.740931E-7,14.89558,-5.582219E11,1428.54,1428.54,0.001157303,1.0,0.9380291,4.306363E-4,1.359758E-4,0.002411293,1.591444E-5,1.085192E-4,2.650667E-4,5.7406E-6,4.670851E-7,3.518455E-6,2.747146E-5,0.002122113,1.209474E-4,1.903157E-7,3.668507E-5,4.907752E-8,1.074943E-6,3.484601E-5,5.670256E-4,8.591219E-4,0.001931832,5.773987E-4,6.896719E-5,1.176013E-6,7.11367E-5,8.744857E-5,2.582448E-9,1.533648E-11,5.687266E-6,4.679118E-11,2.386306E-8,6.444602E-10,9.911502E-8,5.49182E-6,4.265961E-5,2.710995E-7,4.343266E-7,9.063981E-9,3.393212E-5,1.058933E-5,4.881694E-5,0.01899712,6.348966E-5,0.007833851,1.867665E-5,1.223757E-11,3.218524E-8,4.911228E-13,0.009981064,0.01501075,9.107523,7.769443E-5,515444.6,515444.6
1.833342E-7,14.89136,-5.473048E11,1427.534,1427.534,0.001157303,1.0,0.9376539,4.427805E-4,1.527497E-4,0.002557883,1.863028E-5,1.131112E-4,2.866428E-4,6.280601E-6,5.457616E-7,4.043946E-6,2.804752E-5,0.002266158,1.263217E-4,2.264402E-7,4.015153E-5,5.782671E-8,1.215163E-6,3.765374E-5,5.663043E-4,8.588922E-4,0.002032441,6.036434E-4,7.347705E-5,1.325485E-6,7.318064E-5,9.494531E-5,3.237967E-9,1.799141E-11,6.237488E-6,5.846657E-11,2.863508E-8,7.747474E-10,1.132201E-7,6.239282E-6,4.529439E-5,3.188321E-7,5.042803E-7,1.070403E-8,3.715087E-5,1.106833E-5,5.281463E-5,0.01897726,6.949682E-5,0.007828067,2.038228E-5,1.602848E-11,3.935373E-8,6.587287E-13,0.009952722,0.01491775,9.103694,7.771646E-5,515227.9,515227.9
1.909529E-7,14.88798,-5.382581E11,1426.72,1426.72,0.001157303,1.0,0.9373479,4.520083E-4,1.672912E-4,0.002677108,2.108707E-5,1.167353E-4,3.047524E-4,6.73582E-6,6.165821E-7,4.510437E-6,2.848191E-5,0.002384454,1.306311E-4,2.593533E-7,4.307385E-5,6.575741E-8,1.338062E-6,3.998272E-5,5.64956E-4,8.576267E-4,0.002114655,6.249907E-4,7.725126E-5,1.455132E-6,7.478707E-5,1.012203E-4,3.86405E-9,2.0366E-11,6.702685E-6,6.955536E-11,3.299862E-8,8.946572E-10,1.255912E-7,6.887563E-6,4.747821E-5,3.619255E-7,5.66569E-7,1.218991E-8,3.986213E-5,1.145738E-5,5.616146E-5,0.01896056,7.455718E-5,0.007823294,2.181207E-5,1.980276E-11,4.607281E-8,8.295578E-13,0.009929263,0.01484244,9.10057,7.773411E-5,515051.0,515051.0
1.992769E-7,14.88439,-5.283574E11,1425.847,1425.847,0.001157303,1.0,0.9370171,4.61322E-4,1.839012E-4,0.002805534,2.400401E-5,1.205288E-4,3.24846E-4,7.242348E-6,7.0028E-7,5.054771E-6,2.891673E-5,0.002513084,1.352117E-4,2.986519E-7,4.632761E-5,7.518553E-8,1.479841E-6,4.253714E-5,5.628081E-4,8.552742E-4,0.002203699,6.480216E-4,8.143182E-5,1.603245E-6,7.646469E-5,1.081626E-4,4.644422E-9,2.315266E-11,7.22207E-6,8.330189E-11,3.822427E-8,1.039224E-9,1.398669E-7,7.627501E-6,4.987442E-5,4.129839E-7,6.394308E-7,1.395598E-8,4.287831E-5,1.187651E-5,5.986471E-5,0.01894201,8.018703E-5,0.007818081,2.339524E-5,2.468912E-11,5.430789E-8,1.055626E-12,0.00990356,0.01476151,9.097191,7.775286E-5,514859.8,514859.8
2.071636E-7,14.88108,-5.189863E11,1425.034,1425.034,0.001157303,1.0,0.9367072,4.694439E-4,2.003207E-4,0.002925315,2.699818E-5,1.239641E-4,3.441583E-4,7.729999E-6,7.858004E-7,5.604032E-6,2.92922E-5,0.002634241,1.394268E-4,3.391849E-7,4.946412E-5,8.487073E-8,1.621337E-6,4.496274E-5,5.602071E-4,8.52226E-4,0.002287292,6.695657E-4,8.544648E-5,1.749632E-6,7.798259E-5,1.148141E-4,5.48374E-9,2.59776E-11,7.724141E-6,9.800474E-11,4.362832E-8,1.189812E-9,1.541155E-7,8.357642E-6,5.215293E-5,4.652793E-7,7.131127E-7,1.577026E-8,4.57831E-5,1.226802E-5,6.341292E-5,0.01892417,8.56093E-5,0.007813149,2.491254E-5,3.014226E-11,6.302288E-8,1.31346E-12,0.009879157,0.01468612,9.094024,7.777012E-5,514680.5,514680.5
2.130681E-7,14.87867,-5.119898E11,1424.435,1424.435,0.001157303,1.0,0.9364775,4.750993E-4,2.130395E-4,0.003013721,2.939002E-5,1.264357E-4,3.587792E-4,8.099373E-6,8.538562E-7,6.036627E-6,2.955111E-5,0.002724433,1.425023E-4,3.716751E-7,5.184374E-5,9.260987E-8,1.731788E-6,4.677996E-5,5.579443E-4,8.494837E-4,0.002349373,6.855218E-4,8.848572E-5,1.862981E-6,7.907515E-5,1.198357E-4,6.179998E-9,2.82095E-11,8.105964E-6,1.101439E-10,4.796874E-8,1.311544E-9,1.652378E-7,8.921957E-6,5.38631E-5,5.06976E-7,7.712406E-7,1.722033E-8,4.798507E-5,1.255761E-5,6.609156E-5,0.01891066,8.971987E-5,0.007809463,2.605789E-5,3.480435E-11,7.015841E-8,1.537905E-12,0.009860867,0.01463048,9.091675,7.778273E-5,514547.6,514547.6
2.271626E-7,14.87312,-4.954044E11,1423.038,1423.038,0.001157303,1.0,0.9359369,4.872243E-4,2.448375E-4,0.003220128,3.563292E-5,1.319951E-4,3.941922E-4,8.993205E-6,1.030514E-6,7.143173E-6,3.009685E-5,0.002937729,1.49564E-4,4.568221E-7,5.762167E-5,1.128071E-7,2.010834E-6,5.111365E-5,5.516232E-4,8.415835E-4,0.0024958,7.230261E-4,9.585431E-5,2.146107E-6,8.153882E-5,1.319465E-4,8.095688E-9,3.393798E-11,9.03629E-6,1.433096E-10,5.937267E-8,1.63459E-9,1.933358E-7,1.032657E-5,5.795682E-5,6.155114E-7,9.202487E-7,2.100729E-8,5.332478E-5,1.323699E-5,7.25507E-5,0.01887793,9.968855E-5,0.007800698,2.881797E-5,4.819471E-11,8.943302E-8,2.199778E-12,0.009817181,0.01450032,9.086148,7.781176E-5,514234.8,514234.8
2.372621E-7,14.86932,-4.836597E11,1422.065,1422.065,0.001157303,1.0,0.9355565,4.948064E-4,2.688325E-4,0.003363851,4.057917E-5,1.356899E-4,4.199673E-4,9.641722E-6,1.169593E-6,7.999777E-6,3.042923E-5,0.003088668,1.543808E-4,5.245391E-7,6.183685E-5,1.28798E-7,2.223847E-6,5.420844E-5,5.464357E-4,8.349412E-4,0.00259917,7.494063E-4,1.012303E-4,2.359435E-6,8.318534E-5,1.407143E-4,9.705194E-9,3.838494E-11,9.717841E-6,1.709471E-10,6.846588E-8,1.895365E-9,2.147854E-7,1.137957E-5,6.089699E-5,7.012384E-7,1.035868E-6,2.400935E-8,5.721391E-5,1.371375E-5,7.722527E-5,0.01885412,1.069497E-4,0.007794455,3.081275E-5,5.999486E-11,1.052985E-7,2.800594E-12,0.00978589,0.0144093,9.082258,7.783165E-5,514014.6,514014.6
2.449548E-7,14.86652,-4.748122E11,1421.34,1421.34,0.001157303,1.0,0.9352706,5.000121E-4,2.877649E-4,0.003470902,4.461694E-5,1.38347E-4,4.397988E-4,1.013875E-5,1.28261E-6,8.687568E-6,3.065189E-5,0.003202491,1.579136E-4,5.799354E-7,6.508409E-5,1.418403E-7,2.393219E-6,5.655609E-5,5.421893E-4,8.294345E-4,0.002677029,7.692307E-4,1.053773E-4,2.527534E-6,8.437652E-5,1.474331E-4,1.107392E-8,4.196005E-11,1.024451E-5,1.943097E-10,7.591697E-8,2.111061E-9,2.318435E-7,1.220568E-5,6.313855E-5,7.71071E-7,1.128848E-6,2.646089E-8,6.020622E-5,1.407141E-5,8.08061E-5,0.01883581,1.125367E-4,0.007789725,3.233862E-5,7.037251E-11,1.185979E-7,3.340353E-12,0.009762085,0.01434119,9.079334,7.784631E-5,513849.1,513849.1
2.518202E-7,14.86409,-4.669973E11,1420.704,1420.704,0.001157303,1.0,0.9350182,5.042688E-4,3.051273E-4,0.003564638,4.842031E-5,1.406063E-4,4.576295E-4,1.058377E-5,1.388675E-6,9.32692E-6,3.08296E-5,0.003303199,1.609675E-4,6.321884E-7,6.800603E-5,1.541144E-7,2.549456E-6,5.864245E-5,5.382199E-4,8.242436E-4,0.002745872,7.86731E-4,1.091155E-4,2.681505E-6,8.539554E-5,1.534538E-4,1.240533E-8,4.528551E-11,1.071962E-5,2.169252E-10,8.295381E-8,2.316368E-9,2.475834E-7,1.295939E-5,6.513965E-5,8.36743E-7,1.215387E-6,2.87708E-8,6.289594E-5,1.438667E-5,8.401374E-5,0.01881935,1.175588E-4,0.007785525,3.370354E-5,8.073889E-11,1.313883E-7,3.888809E-12,0.009740869,0.01428127,9.076753,7.785903E-5,513703.1,513703.1
2.596526E-7,14.86139,-4.581837E11,1419.991,1419.991,0.001157303,1.0,0.9347336,5.087039E-4,3.254588E-4,0.003669472,5.299164E-5,1.430581E-4,4.781105E-4,1.109237E-5,1.515692E-6,1.008538E-5,3.100943E-5,0.003417054,1.643381E-4,6.950642E-7,7.136435E-5,1.688515E-7,2.733415E-6,6.101082E-5,5.335177E-4,8.180499E-4,0.00282367,8.064792E-4,1.134222E-4,2.861567E-6,8.650927E-5,1.60346E-4,1.405659E-8,4.923194E-11,1.126709E-5,2.448381E-10,9.143067E-8,2.565687E-9,2.661242E-7,1.383707E-5,6.742243E-5,9.155557E-7,1.318174E-6,3.154805E-8,6.598399E-5,1.474191E-5,8.768408E-5,0.01880046,1.233249E-4,0.007780759,3.526282E-5,9.393453E-11,1.470754E-7,4.598863E-12,0.009716711,0.01421388,9.073843,7.787314E-5,513538.4,513538.4
2.745211E-7,14.8565,-4.417784E11,1418.674,1418.674,0.001157303,1.0,0.9342027,5.159875E-4,3.655379E-4,0.00386224,6.23568E-5,1.473564E-4,5.173507E-4,1.20576E-5,1.774467E-6,1.160888E-5,3.128846E-5,0.003630054,1.70408E-4,8.24051E-7,7.780266E-5,1.98989E-7,3.098834E-6,6.546645E-5,5.241943E-4,8.05655E-4,0.002969191,8.433482E-4,1.217166E-4,3.215719E-6,8.848749E-5,1.734811E-4,1.760124E-8,5.715998E-11,1.232082E-5,3.043137E-10,1.088473E-7,3.084472E-9,3.029923E-7,1.555119E-5,7.175231E-5,1.076682E-6,1.525021E-6,3.724119E-8,7.189397E-5,1.540361E-5,9.467376E-5,0.01876431,1.343604E-4,0.007771796,3.822374E-5,1.233849E-10,1.801899E-7,6.224844E-12,0.009671014,0.0140887,9.068416,7.789879E-5,513231.3,513231.3
2.898518E-7,14.85175,-4.253477E11,1417.366,1417.366,0.001157303,1.0,0.933668,5.221016E-4,4.088072E-4,0.004052374,7.296274E-5,1.513235E-4,5.582286E-4,1.304773E-5,2.065439E-6,1.329143E-5,3.149871E-5,0.003845262,1.762239E-4,9.703115E-7,8.451225E-5,2.330322E-7,3.496805E-6,6.99971E-5,5.142042E-4,7.922395E-4,0.003116287,8.805424E-4,1.304255E-4,3.596879E-6,9.035246E-5,1.870685E-4,2.185604E-8,6.591304E-11,1.342475E-5,3.750332E-10,1.28631E-7,3.683782E-9,3.432267E-7,1.737725E-5,7.620698E-5,1.258747E-6,1.754022E-6,4.369516E-8,7.803856E-5,1.606909E-5,1.018957E-4,0.01872672,1.458341E-4,0.007762677,4.126964E-5,1.60484E-10,2.191097E-7,8.340242E-12,0.009624172,0.01396325,9.062954,7.79237E-5,512922.1,512922.2
2.975233E-7,14.84948,-4.173214E11,1416.73,1416.73,0.001157303,1.0,0.9334053,5.24686E-4,4.31166E-4,0.004144223,7.863301E-5,1.531406E-4,5.788165E-4,1.353959E-5,2.220186E-6,1.417464E-5,3.157729E-5,0.003951243,1.789693E-4,1.048561E-6,8.789154E-5,2.511967E-7,3.703618E-6,7.223747E-5,5.091149E-4,7.85361E-4,0.003188781,8.988519E-4,1.348405E-4,3.793354E-6,9.122332E-5,1.938752E-4,2.422758E-8,7.050587E-11,1.398297E-5,4.141807E-10,1.392274E-7,4.008906E-9,3.641786E-7,1.831079E-5,7.843067E-5,1.355958E-6,1.874455E-6,4.714897E-8,8.112767E-5,1.639591E-5,1.0551E-4,0.01870782,1.516023E-4,0.007758164,4.278833E-5,1.818849E-10,2.404748E-7,9.589075E-12,0.009600856,0.01390179,9.060272,7.793561E-5,512770.3,512770.3
3.07478E-7,14.84664,-4.071077E11,1415.923,1415.923,0.001157303,1.0,0.933069,5.276126E-4,4.608529E-4,0.004260146,8.635172E-5,1.553398E-4,6.056426E-4,1.417293E-5,2.43E-6,1.536049E-5,3.165514E-5,0.004087057,1.823715E-4,1.155122E-6,9.229421E-5,2.758856E-7,3.979245E-6,7.511627E-5,5.024599E-4,7.763269E-4,0.003281759,9.223191E-4,1.406238E-4,4.053724E-6,9.229484E-5,2.027084E-4,2.755763E-8,7.667067E-11,1.471249E-5,4.68866E-10,1.536694E-7,4.456422E-9,3.92157E-7,1.953972E-5,8.13095E-5,1.488186E-6,2.036396E-6,5.185467E-8,8.514661E-5,1.681403E-5,1.101965E-4,0.01868321,1.591067E-4,0.00775236,4.475148E-5,2.127161E-10,2.701324E-7,1.141999E-11,0.009570733,0.01382332,9.05684,7.795051E-5,512576.1,512576.1
3.283126E-7,14.84107,-3.864858E11,1414.297,1414.297,0.001157303,1.0,0.9323819,5.323514E-4,5.253267E-4,0.00449095,1.038192E-4,1.593962E-4,6.621129E-4,1.547558E-5,2.901578E-6,1.79822E-5,3.173926E-5,0.004365061,1.889244E-4,1.396429E-6,1.015578E-4,3.31613E-7,4.581093E-6,8.103214E-5,4.884777E-4,7.572176E-4,0.003472436,9.704056E-4,1.529168E-4,4.617315E-6,9.433739E-5,2.211727E-4,3.549824E-8,9.029579E-11,1.625573E-5,5.981211E-10,1.864136E-7,5.488774E-9,4.535056E-7,2.216759E-5,8.730555E-5,1.787186E-6,2.395377E-6,6.252378E-8,9.358177E-5,1.766808E-5,1.199776E-4,0.01863151,1.748562E-4,0.00774041,4.882504E-5,2.894763E-10,3.394771E-7,1.611636E-11,0.00950822,0.01366353,9.049835,7.79798E-5,512179.7,512179.7
3.365415E-7,14.839,-3.786267E11,1413.677,1413.677,0.001157303,1.0,0.9321166,5.337659E-4,5.51619E-4,0.004577763,1.112035E-4,1.608077E-4,6.8451E-4,1.597986E-5,3.099713E-6,1.906757E-5,3.174637E-5,0.004472547,1.913081E-4,1.498503E-6,1.052297E-4,3.551196E-7,4.827518E-6,8.332635E-5,4.829765E-4,7.496563E-4,0.003546313,9.890276E-4,1.578386E-4,4.846446E-6,9.507447E-5,2.284483E-4,3.901348E-8,9.5937E-11,1.687054E-5,6.549009E-10,2.002789E-7,5.932881E-9,4.787407E-7,2.322334E-5,8.966128E-5,1.913558E-6,2.544375E-6,6.70434E-8,9.691741E-5,1.799781E-5,1.238258E-4,0.01861104,1.810838E-4,0.007735765,5.041835E-5,3.247495E-10,3.696444E-7,1.833067E-11,0.009483742,0.01360201,9.047134,7.799068E-5,512026.8,512026.8
3.488237E-7,14.83604,-3.671993E11,1412.776,1412.776,0.001157303,1.0,0.9317268,5.35456E-4,5.916845E-4,0.004702841,1.227299E-4,1.627276E-4,7.180097E-4,1.672012E-5,3.407666E-6,2.073753E-5,3.173288E-5,0.004630565,1.946591E-4,1.657913E-6,1.107189E-4,3.917598E-7,5.203845E-6,8.670476E-5,4.748256E-4,7.384122E-4,0.003655105,0.001016447,1.652504E-4,5.19486E-6,9.610647E-5,2.392812E-4,4.467766E-8,1.046206E-10,1.779293E-5,7.459058E-10,2.219468E-7,6.634712E-9,5.174244E-7,2.481485E-5,9.316263E-5,2.110853E-6,2.774058E-6,7.411027E-8,1.018956E-4,1.848229E-5,1.29549E-4,0.01858047,1.903774E-4,0.007728912,5.277767E-5,3.830664E-10,4.176626E-7,2.205784E-11,0.009447443,0.01351178,9.043168,7.800622E-5,511802.3,511802.3
