Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_IC3H7_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_IC4H9_Soln#3 (),Mole_fraction_TC4H9_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NEOC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_IC8H16_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Mole_fraction_IC12H26_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
4.113582E-5,14.99053,-3.707694E8,1097.547,1097.547,0.001525536,1.0,0.9436357,2.50576E-6,4.930426E-4,8.119789E-5,4.979135E-5,8.75998E-6,2.255424E-4,1.868229E-7,8.879156E-6,1.355071E-7,5.13725E-4,1.381096E-5,2.138695E-7,3.489929E-5,1.789204E-6,7.213392E-6,1.436332E-6,8.660335E-6,5.895397E-4,8.755685E-5,5.496051E-5,1.860508E-6,2.25155E-5,5.073175E-5,7.513623E-9,8.030276E-6,3.011877E-8,8.624702E-9,8.35163E-7,2.71299E-5,3.891054E-7,1.946337E-6,9.546524E-9,3.791716E-5,1.358273E-6,3.406848E-9,9.154245E-10,2.495068E-6,5.102875E-5,0.01891785,6.900939E-5,0.0078882,1.383164E-5,3.018856E-10,9.949644E-7,4.367788E-8,1.688228E-8,2.163527E-7,0.01018387,0.01689844,9.165264,1.017663E-4,518712.4,518712.4
4.161655E-5,14.99047,-3.701731E8,1097.518,1097.518,0.001525536,1.0,0.9436131,2.505877E-6,5.007993E-4,8.121263E-5,5.062849E-5,8.761729E-6,2.290014E-4,1.920369E-7,9.041809E-6,1.371731E-7,5.208996E-4,1.383729E-5,2.20491E-7,3.543415E-5,1.821473E-6,7.310547E-6,1.435856E-6,8.658388E-6,5.977898E-4,8.85846E-5,5.587509E-5,1.904505E-6,2.267702E-5,5.159938E-5,7.809595E-9,8.155158E-6,3.107655E-8,8.86954E-9,8.490943E-7,2.755213E-5,3.996293E-7,1.994782E-6,9.826698E-9,3.849846E-5,1.387979E-6,3.533678E-9,9.501166E-10,2.528848E-6,5.179997E-5,0.01891363,7.006187E-5,0.0078877,1.400082E-5,3.16393E-10,1.023794E-6,4.447202E-8,1.756437E-8,2.22671E-7,0.01018018,0.0168948,9.165062,1.017667E-4,518701.0,518701.0
4.171552E-5,14.99046,-3.700502E8,1097.512,1097.512,0.001525536,1.0,0.9436085,2.505886E-6,5.023963E-4,8.121511E-5,5.080086E-5,8.76203E-6,2.297136E-4,1.931182E-7,9.075305E-6,1.375153E-7,5.223763E-4,1.384256E-5,2.218667E-7,3.554425E-5,1.828118E-6,7.330545E-6,1.435752E-6,8.657962E-6,5.994881E-4,8.879585E-5,5.606343E-5,1.913605E-6,2.270988E-5,5.177823E-5,7.871433E-9,8.180873E-6,3.127564E-8,8.920378E-9,8.519624E-7,2.763907E-5,4.018113E-7,2.004798E-6,9.884868E-9,3.861812E-5,1.394101E-6,3.56011E-9,9.573593E-10,2.535799E-6,5.195869E-5,0.01891277,7.02785E-5,0.007887597,1.40355E-5,3.194371E-10,1.029773E-6,4.463589E-8,1.770682E-8,2.239815E-7,0.01017942,0.01689405,9.165021,1.017668E-4,518698.6,518698.7
4.244341E-5,14.99037,-3.691496E8,1097.469,1097.469,0.001525536,1.0,0.9435742,2.505778E-6,5.1414E-4,8.122784E-5,5.206853E-5,8.763657E-6,2.349507E-4,2.011538E-7,9.321728E-6,1.40024E-7,5.332313E-4,1.387976E-5,2.321149E-7,3.63537E-5,1.87699E-6,7.477571E-6,1.434934E-6,8.654562E-6,6.11975E-4,9.034583E-5,5.744888E-5,1.980918E-6,2.29474E-5,5.309573E-5,8.335798E-9,8.370026E-6,3.275978E-8,9.298774E-9,8.730514E-7,2.827843E-5,4.180183E-7,2.078904E-6,1.031779E-8,3.949786E-5,1.439186E-6,3.757883E-9,1.011688E-9,2.58689E-6,5.312534E-5,0.01890639,7.187098E-5,0.007886841,1.428902E-5,3.424366E-10,1.074203E-6,4.584486E-8,1.877588E-8,2.337191E-7,0.01017382,0.01688853,9.164716,1.017674E-4,518681.4,518681.4
4.320386E-5,14.99027,-3.682139E8,1097.424,1097.424,0.001525536,1.0,0.9435385,2.505375E-6,5.264069E-4,8.123137E-5,5.339289E-5,8.764312E-6,2.404212E-4,2.097023E-7,9.579283E-6,1.426297E-7,5.445622E-4,1.391592E-5,2.430654E-7,3.719883E-5,1.928054E-6,7.631078E-6,1.433983E-6,8.650548E-6,6.250144E-4,9.195836E-5,5.889682E-5,2.052008E-6,2.318797E-5,5.447612E-5,8.839047E-9,8.567697E-6,3.434754E-8,9.702529E-9,8.950754E-7,2.894636E-5,4.35247E-7,2.157123E-6,1.07796E-8,4.04164E-5,1.486386E-6,3.970809E-9,1.07045E-9,2.640203E-6,5.43429E-5,0.01889974,7.353337E-5,0.007886053,1.455096E-5,3.67627E-10,1.121463E-6,4.711492E-8,1.993294E-8,2.440774E-7,0.01016798,0.01688278,9.164397,1.017681E-4,518663.4,518663.4
4.331423E-5,14.99026,-3.680749E8,1097.417,1097.417,0.001525536,1.0,0.9435333,2.505291E-6,5.28187E-4,8.12311E-5,5.358508E-5,8.764323E-6,2.412151E-4,2.109559E-7,9.616668E-6,1.430066E-7,5.462057E-4,1.392094E-5,2.446753E-7,3.732143E-5,1.935465E-6,7.653348E-6,1.433837E-6,8.649928E-6,6.269062E-4,9.219181E-5,5.910698E-5,2.062388E-6,2.322224E-5,5.467677E-5,8.913642E-9,8.596389E-6,3.458113E-8,9.761842E-9,8.982708E-7,2.904329E-5,4.377725E-7,2.168541E-6,1.084742E-8,4.054966E-5,1.493244E-6,4.002247E-9,1.07915E-9,2.647935E-6,5.451948E-5,0.01889877,7.377451E-5,0.007885939,1.458873E-5,3.713833E-10,1.128393E-6,4.729983E-8,2.01043E-8,2.455963E-7,0.01016714,0.01688195,9.164351,1.017681E-4,518660.7,518660.7
4.346245E-5,14.99024,-3.678925E8,1097.408,1097.408,0.001525536,1.0,0.9435264,2.50517E-6,5.305774E-4,8.123043E-5,5.384318E-5,8.764305E-6,2.422812E-4,2.126446E-7,9.666876E-6,1.435123E-7,5.484127E-4,1.392761E-5,2.468457E-7,3.748607E-5,1.945417E-6,7.683253E-6,1.433638E-6,8.649081E-6,6.294467E-4,9.250509E-5,5.938924E-5,2.076352E-6,2.326803E-5,5.494638E-5,9.01445E-9,8.634922E-6,3.48961E-8,9.841785E-9,9.025618E-7,2.917346E-5,4.411741E-7,2.183901E-6,1.093884E-8,4.072859E-5,1.502456E-6,4.044682E-9,1.090904E-9,2.658316E-6,5.475659E-5,0.01889748,7.40983E-5,0.007885786,1.463935E-5,3.764688E-10,1.137728E-6,4.754838E-8,2.033582E-8,2.476423E-7,0.010166,0.01688083,9.164289,1.017683E-4,518657.2,518657.2
4.373131E-5,14.99021,-3.675614E8,1097.392,1097.392,0.001525536,1.0,0.9435137,2.504928E-6,5.349128E-4,8.122831E-5,5.43113E-5,8.764175E-6,2.442147E-4,2.157236E-7,9.757952E-6,1.444279E-7,5.524146E-4,1.393945E-5,2.508077E-7,3.778462E-5,1.963467E-6,7.737484E-6,1.433268E-6,8.647501E-6,6.340539E-4,9.307262E-5,5.990123E-5,2.101753E-6,2.33503E-5,5.543578E-5,9.199236E-9,8.704819E-6,3.547128E-8,9.987668E-9,9.103436E-7,2.940956E-5,4.473748E-7,2.21184E-6,1.110565E-8,4.105308E-5,1.519173E-6,4.122312E-9,1.112436E-9,2.677138E-6,5.518651E-5,0.01889513,7.468544E-5,0.007885508,1.473087E-5,3.858184E-10,1.154746E-6,4.799994E-8,2.076E-8,2.513724E-7,0.01016394,0.0168788,9.164176,1.017685E-4,518650.9,518650.9
4.490139E-5,14.99006,-3.661274E8,1097.323,1097.323,0.001525536,1.0,0.9434589,2.503508E-6,5.537734E-4,8.120704E-5,5.634789E-5,8.762326E-6,2.526265E-4,2.293425E-7,1.015431E-5,1.483909E-7,5.698142E-4,1.398756E-5,2.684034E-7,3.908287E-5,2.041998E-6,7.973331E-6,1.431538E-6,8.640059E-6,6.540928E-4,9.553244E-5,6.212933E-5,2.213323E-6,2.369776E-5,5.757069E-5,1.00308E-8,9.009029E-6,3.802852E-8,1.063482E-8,9.44187E-7,3.043672E-5,4.747851E-7,2.334497E-6,1.184535E-8,4.246417E-5,1.592014E-6,4.469359E-9,1.209149E-9,2.758949E-6,5.705527E-5,0.01888491,7.723819E-5,0.007884304,1.512488E-5,4.282914E-10,1.230001E-6,4.997472E-8,2.266561E-8,2.678672E-7,0.01015497,0.01686996,9.163688,1.017695E-4,518623.2,518623.2
4.506708E-5,14.99004,-3.659247E8,1097.314,1097.314,0.001525536,1.0,0.9434511,2.503261E-6,5.564431E-4,8.12025E-5,5.663617E-5,8.7619E-6,2.538172E-4,2.313001E-7,1.021043E-5,1.489492E-7,5.722757E-4,1.399394E-5,2.70942E-7,3.926656E-5,2.053114E-6,8.006705E-6,1.431278E-6,8.638932E-6,6.569288E-4,9.587942E-5,6.244481E-5,2.22926E-6,2.374556E-5,5.787365E-5,1.015224E-8,9.052108E-6,3.839784E-8,1.072809E-8,9.48976E-7,3.058212E-5,4.787229E-7,2.352004E-6,1.195193E-8,4.266383E-5,1.602339E-6,4.519729E-9,1.223249E-9,2.770519E-6,5.731958E-5,0.01888346,7.759932E-5,0.007884134,1.51801E-5,4.345475E-10,1.240815E-6,5.025562E-8,2.294345E-8,2.702375E-7,0.0101537,0.01686871,9.163618,1.017696E-4,518619.3,518619.3
4.59284E-5,14.98994,-3.64874E8,1097.263,1097.263,0.001525536,1.0,0.9434108,2.501804E-6,5.703147E-4,8.117317E-5,5.813411E-5,8.759069E-6,2.600044E-4,2.415943E-7,1.050208E-5,1.518395E-7,5.850609E-4,1.402546E-5,2.843306E-7,4.022072E-5,2.110869E-6,8.180085E-6,1.429868E-6,8.632803E-6,6.716627E-4,9.767745E-5,6.408437E-5,2.312608E-6,2.398847E-5,5.945092E-5,1.079897E-8,9.276021E-6,4.034712E-8,1.121966E-8,9.73853E-7,3.133764E-5,4.994215E-7,2.443552E-6,1.251345E-8,4.370096E-5,1.656033E-6,4.786604E-9,1.298226E-9,2.830602E-6,5.869211E-5,0.01887595,7.947495E-5,0.007883251,1.546482E-5,4.680842E-10,1.297665E-6,5.172079E-8,2.442073E-8,2.826982E-7,0.01014712,0.01686222,9.163259,1.017703E-4,518599.0,518599.0
4.822653E-5,14.98966,-3.620935E8,1097.129,1097.129,0.001525536,1.0,0.9433035,2.49669E-6,6.072715E-4,8.105459E-5,6.212454E-5,8.747174E-6,2.764902E-4,2.699757E-7,1.127934E-5,1.594597E-7,6.190857E-4,1.409788E-5,3.215536E-7,4.276046E-5,2.264683E-6,8.641783E-6,1.425703E-6,8.614518E-6,7.10906E-4,1.024304E-4,6.845438E-5,2.538965E-6,2.459392E-5,6.367648E-5,1.264833E-8,9.873168E-6,4.577858E-8,1.258371E-8,1.04007E-6,3.335053E-5,5.564242E-7,2.691801E-6,1.407014E-8,4.646168E-5,1.799373E-6,5.538123E-9,1.511721E-9,2.990391E-6,6.23422E-5,0.01885595,8.446551E-5,0.007880912,1.620608E-5,5.657954E-10,1.454234E-6,5.566776E-8,2.862377E-8,3.170154E-7,0.01012958,0.01684496,9.162304,1.017722E-4,518544.9,518544.9
4.845914E-5,14.98964,-3.618129E8,1097.115,1097.115,0.001525536,1.0,0.9432926,2.496084E-6,6.110069E-4,8.103966E-5,6.252781E-5,8.745654E-6,2.781566E-4,2.729219E-7,1.13579E-5,1.602236E-7,6.225218E-4,1.410435E-5,3.254429E-7,4.301697E-5,2.280222E-6,8.688435E-6,1.425252E-6,8.612528E-6,7.148719E-4,1.029078E-4,6.889618E-5,2.562185E-6,2.465184E-5,6.410542E-5,1.284584E-8,9.933574E-6,4.634705E-8,1.272604E-8,1.046757E-6,3.355398E-5,5.623367E-7,2.717231E-6,1.423244E-8,4.674053E-5,1.813877E-6,5.617399E-9,1.534446E-9,3.006519E-6,6.27106E-5,0.01885393,8.49694E-5,0.007880677,1.62796E-5,5.763779E-10,1.470471E-6,5.607019E-8,2.907067E-8,3.205741E-7,0.01012781,0.01684321,9.162207,1.017724E-4,518539.4,518539.4
4.868044E-5,14.98961,-3.615469E8,1097.102,1097.102,0.001525536,1.0,0.9432823,2.495489E-6,6.145598E-4,8.1025E-5,6.291136E-5,8.744157E-6,2.797417E-4,2.757378E-7,1.143263E-5,1.609491E-7,6.257896E-4,1.411038E-5,3.291645E-7,4.326091E-5,2.295E-6,8.732805E-6,1.424818E-6,8.610612E-6,7.186438E-4,1.033614E-4,6.93164E-5,2.584324E-6,2.470636E-5,6.451372E-5,1.303561E-8,9.991037E-6,4.689119E-8,1.286221E-8,1.053117E-6,3.374747E-5,5.679868E-7,2.741477E-6,1.438769E-8,4.700571E-5,1.827675E-6,5.693389E-9,1.556266E-9,3.021856E-6,6.306089E-5,0.01885201,8.544857E-5,0.007880453,1.634929E-5,5.865715E-10,1.485986E-6,5.645357E-8,2.949966E-8,3.239746E-7,0.01012613,0.01684155,9.162115,1.017725E-4,518534.2,518534.2
5.0E-5,14.98946,-3.599689E8,1097.026,1097.026,0.001525536,1.0,0.943221,2.491703E-6,6.357239E-4,8.092911E-5,6.519579E-5,8.734317E-6,2.89184E-4,2.927752E-7,1.187774E-5,1.652502E-7,6.452459E-4,1.414376E-5,3.517689E-7,4.471339E-5,2.382997E-6,8.997076E-6,1.42215E-6,8.598783E-6,7.411114E-4,1.060532E-4,7.181969E-5,2.717311E-6,2.502046E-5,6.695187E-5,1.420364E-8,1.03335E-5,5.019952E-8,1.368871E-8,1.090979E-6,3.490003E-5,6.021582E-7,2.88699E-6,1.53295E-8,4.85847E-5,1.909892E-6,6.157444E-9,1.690286E-9,3.113141E-6,6.514573E-5,0.01884056,8.830113E-5,0.007879124,1.675972E-5,6.498233E-10,1.579791E-6,5.874905E-8,3.213185E-8,3.445336E-7,0.0101161,0.01683168,9.161569,1.017736E-4,518503.3,518503.3
5.103489E-5,14.98934,-3.587377E8,1096.966,1096.966,0.001525536,1.0,0.9431729,2.488447E-6,6.522959E-4,8.084469E-5,6.698409E-5,8.725593E-6,2.965782E-4,3.064287E-7,1.22262E-5,1.685943E-7,6.604701E-4,1.416717E-5,3.699878E-7,4.584993E-5,2.451852E-6,9.203973E-6,1.419966E-6,8.589061E-6,7.587028E-4,1.081493E-4,7.377986E-5,2.822733E-6,2.525403E-5,6.886795E-5,1.516385E-8,1.060186E-5,5.286992E-8,1.435425E-8,1.120599E-6,3.580238E-5,6.295259E-7,3.002181E-6,1.608725E-8,4.982028E-5,1.974285E-6,6.534413E-9,1.800113E-9,3.184536E-6,6.6776E-5,0.01883161,9.053259E-5,0.007878087,1.707554E-5,7.024391E-10,1.654873E-6,6.056028E-8,3.428502E-8,3.609884E-7,0.01010826,0.01682395,9.161142,1.017744E-4,518479.1,518479.1
5.116029E-5,14.98933,-3.585898E8,1096.959,1096.959,0.001525536,1.0,0.9431671,2.488036E-6,6.543024E-4,8.083395E-5,6.720058E-5,8.724481E-6,2.974735E-4,3.081005E-7,1.226839E-5,1.689978E-7,6.623128E-4,1.416986E-5,3.722248E-7,4.598749E-5,2.460186E-6,9.229022E-6,1.419696E-6,8.587859E-6,7.608326E-4,1.084024E-4,7.401718E-5,2.835574E-6,2.528158E-5,6.910034E-5,1.52829E-8,1.063437E-5,5.319803E-8,1.443594E-8,1.124183E-6,3.591162E-5,6.32876E-7,3.016201E-6,1.618022E-8,4.996983E-5,1.982081E-6,6.58087E-9,1.813707E-9,3.193176E-6,6.697326E-5,0.01883053,9.080264E-5,0.007877961,1.711345E-5,7.089988E-10,1.664061E-6,6.07804E-8,3.455127E-8,3.630018E-7,0.01010731,0.01682302,9.16109,1.017745E-4,518476.2,518476.2
5.228268E-5,14.9892,-3.572633E8,1096.894,1096.894,0.001525536,1.0,0.9431151,2.484227E-6,6.722441E-4,8.073342E-5,6.913605E-5,8.714039E-6,3.054795E-4,3.232281E-7,1.264552E-5,1.725928E-7,6.78784E-4,1.41925E-5,3.925265E-7,4.721708E-5,2.534668E-6,9.452992E-6,1.417237E-6,8.576883E-6,7.798772E-4,1.106588E-4,7.613915E-5,2.951066E-6,2.552125E-5,7.118216E-5,1.637454E-8,1.092513E-5,5.617806E-8,1.517697E-8,1.15622E-6,3.688835E-5,6.631809E-7,3.142229E-6,1.702317E-8,5.130662E-5,2.051788E-6,7.004131E-9,1.938156E-9,3.270382E-6,6.873583E-5,0.01882084,9.32161E-5,0.007876843,1.744928E-5,7.695113E-10,1.747134E-6,6.275644E-8,3.69857E-8,3.812065E-7,0.01009883,0.01681466,9.160628,1.017753E-4,518450.0,518450.0
5.262129E-5,14.98916,-3.568649E8,1096.874,1096.874,0.001525536,1.0,0.9430995,2.483028E-6,6.776508E-4,8.070162E-5,6.971918E-5,8.710727E-6,3.078922E-4,3.278494E-7,1.275914E-5,1.736717E-7,6.837457E-4,1.419888E-5,3.987494E-7,4.758746E-5,2.5571E-6,9.520482E-6,1.416481E-6,8.573501E-6,7.856162E-4,1.113365E-4,7.677856E-5,2.986127E-6,2.559114E-5,7.181082E-5,1.671316E-8,1.10128E-5,5.709229E-8,1.540401E-8,1.165868E-6,3.718264E-5,6.724358E-7,3.180438E-6,1.728131E-8,5.17093E-5,2.072789E-6,7.134438E-9,1.976683E-9,3.293632E-6,6.926654E-5,0.01881792,9.394296E-5,0.007876506,1.754938E-5,7.884079E-10,1.772489E-6,6.335463E-8,3.773823E-8,3.867626E-7,0.01009627,0.01681214,9.160489,1.017756E-4,518442.2,518442.2
5.276274E-5,14.98915,-3.566987E8,1096.866,1096.866,0.001525536,1.0,0.9430929,2.48252E-6,6.799086E-4,8.068813E-5,6.996268E-5,8.709321E-6,3.088998E-4,3.297878E-7,1.280659E-5,1.741216E-7,6.858174E-4,1.420148E-5,4.013626E-7,4.774211E-5,2.566466E-6,9.548666E-6,1.416162E-6,8.572078E-6,7.880128E-4,1.116191E-4,7.704557E-5,3.000799E-6,2.562001E-5,7.207352E-5,1.685591E-8,1.104941E-5,5.74763E-8,1.549934E-8,1.169896E-6,3.730553E-5,6.763174E-7,3.196425E-6,1.738967E-8,5.187744E-5,2.081559E-6,7.189232E-9,1.992913E-9,3.303339E-6,6.94881E-5,0.0188167,9.424643E-5,0.007876366,1.759104E-5,7.963912E-10,1.783121E-6,6.360481E-8,3.805509E-8,3.890924E-7,0.01009521,0.01681109,9.16043,1.017757E-4,518438.9,518438.9
5.335192E-5,14.98908,-3.560081E8,1096.833,1096.833,0.001525536,1.0,0.9430657,2.480382E-6,6.893072E-4,8.063082E-5,7.097614E-5,8.703337E-6,3.130939E-4,3.37911E-7,1.300405E-5,1.759906E-7,6.944395E-4,1.421196E-5,4.123315E-7,4.83857E-5,2.605441E-6,9.665981E-6,1.414827E-6,8.566095E-6,7.97989E-4,1.127938E-4,7.815693E-5,3.062067E-6,2.573822E-5,7.316815E-5,1.745869E-8,1.120185E-5,5.908891E-8,1.589942E-8,1.186659E-6,3.781703E-5,6.925813E-7,3.263166E-6,1.784431E-8,5.257718E-5,2.118056E-6,7.419722E-9,2.061381E-9,3.343732E-6,7.040998E-5,0.01881162,9.550929E-5,0.007875782,1.776348E-5,8.302114E-10,1.827655E-6,6.464852E-8,3.939063E-8,3.988507E-7,0.01009077,0.01680672,9.160189,1.017761E-4,518425.2,518425.2
5.364744E-5,14.98905,-3.556638E8,1096.816,1096.816,0.001525536,1.0,0.9430521,2.479285E-6,6.94018E-4,8.06014E-5,7.148403E-5,8.700262E-6,3.151962E-4,3.420152E-7,1.3103E-5,1.769251E-7,6.987601E-4,1.4217E-5,4.178846E-7,4.87082E-5,2.624969E-6,9.724781E-6,1.41415E-6,8.563062E-6,8.029893E-4,1.133814E-4,7.871393E-5,3.092905E-6,2.579629E-5,7.371745E-5,1.776601E-8,1.127828E-5,5.99057E-8,1.610192E-8,1.195057E-6,3.807338E-5,7.00797E-7,3.296732E-6,1.807435E-8,5.292782E-5,2.136345E-6,7.536698E-9,2.096247E-9,3.36397E-6,7.087181E-5,0.01880908,9.614203E-5,0.00787549,1.784934E-5,8.475213E-10,1.850142E-6,6.517306E-8,4.007005E-8,4.03778E-7,0.01008854,0.01680452,9.160067,1.017764E-4,518418.3,518418.3
5.378615E-5,14.98903,-3.55501E8,1096.808,1096.808,0.001525536,1.0,0.9430457,2.478763E-6,6.962283E-4,8.058744E-5,7.172232E-5,8.698801E-6,3.161826E-4,3.439485E-7,1.314943E-5,1.77363E-7,7.007871E-4,1.421932E-5,4.205029E-7,4.88595E-5,2.634129E-6,9.75237E-6,1.413831E-6,8.561632E-6,8.053355E-4,1.136568E-4,7.897527E-5,3.107401E-6,2.582328E-5,7.397534E-5,1.791143E-8,1.131415E-5,6.029093E-8,1.619739E-8,1.198997E-6,3.819366E-5,7.046668E-7,3.312508E-6,1.818279E-8,5.309232E-5,2.144925E-6,7.591921E-9,2.112735E-9,3.373464E-6,7.108846E-5,0.01880789,9.643887E-5,0.007875353,1.788949E-5,8.557271E-10,1.860732E-6,6.54195E-8,4.039116E-8,4.060984E-7,0.0100875,0.01680349,9.16001,1.017765E-4,518415.1,518415.1
5.4227E-5,14.98898,-3.549845E8,1096.782,1096.782,0.001525536,1.0,0.9430254,2.477093E-6,7.0325E-4,8.054244E-5,7.247922E-5,8.69409E-6,3.193162E-4,3.50122E-7,1.329689E-5,1.78752E-7,7.072254E-4,1.422649E-5,4.288748E-7,4.934005E-5,2.663223E-6,9.840013E-6,1.41281E-6,8.557054E-6,8.127887E-4,1.145306E-4,7.980541E-5,3.15356E-6,2.590786E-5,7.47952E-5,1.837854E-8,1.14281E-5,6.152303E-8,1.650261E-8,1.211509E-6,3.857571E-5,7.170225E-7,3.362732E-6,1.852939E-8,5.361481E-5,2.172177E-6,7.768767E-9,2.165655E-9,3.403615E-6,7.177643E-5,0.0188041,9.73816E-5,0.007874918,1.80165E-5,8.821517E-10,1.894534E-6,6.620373E-8,4.14211E-8,4.135045E-7,0.01008418,0.01680023,9.15983,1.017768E-4,518404.9,518404.9
5.451337E-5,14.98895,-3.546515E8,1096.766,1096.766,0.001525536,1.0,0.9430122,2.475992E-6,7.078083E-4,8.051273E-5,7.297053E-5,8.690977E-6,3.213506E-4,3.541555E-7,1.33926E-5,1.79652E-7,7.114043E-4,1.423099E-5,4.343534E-7,4.965195E-5,2.682104E-6,9.896909E-6,1.412143E-6,8.554057E-6,8.176273E-4,1.150969E-4,8.034427E-5,3.183624E-6,2.596187E-5,7.532794E-5,1.868599E-8,1.15021E-5,6.232965E-8,1.670231E-8,1.219629E-6,3.88237E-5,7.250941E-7,3.395424E-6,1.875611E-8,5.395394E-5,2.189863E-6,7.88472E-9,2.200451E-9,3.423182E-6,7.222287E-5,0.01880164,9.799341E-5,0.007874636,1.80985E-5,8.995966E-10,1.916607E-6,6.671393E-8,4.209769E-8,4.183407E-7,0.01008203,0.01679811,9.159713,1.01777E-4,518398.2,518398.2
5.46586E-5,14.98893,-3.544818E8,1096.758,1096.758,0.001525536,1.0,0.9430055,2.475429E-6,7.101192E-4,8.049752E-5,7.321959E-5,8.689382E-6,3.223819E-4,3.562082E-7,1.344112E-5,1.801077E-7,7.135227E-4,1.423323E-5,4.371442E-7,4.981005E-5,2.691674E-6,9.925754E-6,1.411803E-6,8.552531E-6,8.200803E-4,1.153837E-4,8.061745E-5,3.198892E-6,2.598898E-5,7.559818E-5,1.884313E-8,1.153962E-5,6.274064E-8,1.680403E-8,1.223745E-6,3.894942E-5,7.292015E-7,3.412024E-6,1.887156E-8,5.412585E-5,2.198829E-6,7.943855E-9,2.218226E-9,3.433101E-6,7.244915E-5,0.01880039,9.830353E-5,0.007874493,1.813994E-5,9.085295E-10,1.927837E-6,6.697292E-8,4.244312E-8,4.208012E-7,0.01008094,0.01679703,9.159653,1.017771E-4,518394.9,518394.9
5.68381E-5,14.9887,-3.519628E8,1096.634,1096.634,0.001525536,1.0,0.9429054,2.466651E-6,7.44729E-4,8.025889E-5,7.694792E-5,8.664293E-6,3.378289E-4,3.875764E-7,1.41673E-5,1.868914E-7,7.4523E-4,1.426344E-5,4.800086E-7,5.21762E-5,2.834838E-6,1.035775E-5,1.4066E-6,8.52912E-6,8.568197E-4,1.196566E-4,8.470731E-5,3.429756E-6,2.637382E-5,7.965703E-5,2.130163E-8,1.210192E-5,6.9061E-8,1.836577E-8,1.285318E-6,4.08316E-5,7.919442E-7,3.662649E-6,2.06426E-8,5.669868E-5,2.332958E-6,8.857532E-9,2.495417E-9,3.58149E-6,7.583338E-5,0.01878173,1.029435E-4,0.007872361,1.874978E-5,1.049617E-9,2.09915E-6,7.087796E-8,4.781233E-8,4.583309E-7,0.01006462,0.01678094,9.158764,1.017787E-4,518344.5,518344.5
