Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_IC3H7_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_IC4H9_Soln#3 (),Mole_fraction_TC4H9_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NEOC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_IC8H16_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Mole_fraction_IC12H26_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
5.720548E-5,14.98866,-3.515419E8,1096.613,1096.613,0.001525536,1.0,0.9428886,2.465119E-6,7.505498E-4,8.021695E-5,7.757464E-5,8.659869E-6,3.40427E-4,3.929655E-7,1.428934E-5,1.880248E-7,7.505594E-4,1.426796E-5,4.874123E-7,5.257383E-5,2.858884E-6,1.04304E-5,1.405707E-6,8.525091E-6,8.62999E-4,1.203711E-4,8.539489E-5,3.468983E-6,2.64348E-5,8.034171E-5,2.173456E-8,1.219657E-5,7.015409E-8,1.863541E-8,1.29566E-6,4.114802E-5,8.027194E-7,3.705152E-6,2.094809E-8,5.713107E-5,2.355487E-6,9.016307E-9,2.544062E-9,3.606419E-6,7.640172E-5,0.01877859,1.03723E-4,0.007872004,1.885041E-5,1.074704E-9,2.128525E-6,7.153945E-8,4.875115E-8,4.647653E-7,0.01006187,0.01677823,9.158614,1.01779E-4,518336.1,518336.1
5.73154E-5,14.98865,-3.514158E8,1096.607,1096.607,0.001525536,1.0,0.9428836,2.464656E-6,7.522906E-4,8.020432E-5,7.776205E-5,8.658536E-6,3.41204E-4,3.945837E-7,1.432583E-5,1.883634E-7,7.52153E-4,1.426928E-5,4.896375E-7,5.269274E-5,2.866074E-6,1.045213E-5,1.405439E-6,8.523881E-6,8.64847E-4,1.205846E-4,8.56005E-5,3.480736E-6,2.645283E-5,8.054659E-5,2.186516E-8,1.222488E-5,7.048271E-8,1.871645E-8,1.298753E-6,4.124264E-5,8.059545E-7,3.717882E-6,2.103988E-8,5.726037E-5,2.362223E-6,9.064081E-9,2.558727E-9,3.613873E-6,7.657164E-5,0.01877765,1.039561E-4,0.007871897,1.888039E-5,1.082286E-9,2.137342E-6,7.173754E-8,4.903395E-8,4.666965E-7,0.01006105,0.01677742,9.158569,1.017791E-4,518333.5,518333.5
5.821853E-5,14.98855,-3.503831E8,1096.556,1096.556,0.001525536,1.0,0.9428423,2.460814E-6,7.665801E-4,8.009907E-5,7.930009E-5,8.647419E-6,3.475821E-4,4.079765E-7,1.462529E-5,1.911356E-7,7.652316E-4,1.427967E-5,5.080933E-7,5.366846E-5,2.925058E-6,1.06305E-5,1.403221E-6,8.513872E-6,8.800173E-4,1.223328E-4,8.728797E-5,3.577554E-6,2.659738E-5,8.223025E-5,2.295668E-8,1.245732E-5,7.320962E-8,1.938852E-8,1.324124E-6,4.201921E-5,8.327263E-7,3.822704E-6,2.180083E-8,5.83214E-5,2.417482E-6,9.461225E-9,2.681124E-9,3.675034E-6,7.796564E-5,0.01876995,1.058685E-4,0.007871022,1.912464E-5,1.145886E-9,2.210254E-6,7.336813E-8,5.139052E-8,4.826663E-7,0.01005432,0.01677079,9.158203,1.017797E-4,518312.8,518312.8
6.0E-5,14.98836,-3.483621E8,1096.456,1096.456,0.001525536,1.0,0.9427611,2.453008E-6,7.946961E-4,7.988477E-5,8.232452E-5,8.624723E-6,3.601324E-4,4.348994E-7,1.521396E-5,1.965544E-7,7.909495E-4,1.429784E-5,5.453958E-7,5.55867E-5,3.040942E-6,1.09815E-5,1.398782E-6,8.493804E-6,9.098693E-4,1.257523E-4,9.060654E-5,3.769924E-6,2.686422E-5,8.555258E-5,2.520754E-8,1.291506E-5,7.872838E-8,2.074659E-8,1.373975E-6,4.354641E-5,8.865251E-7,4.030561E-6,2.333689E-8,6.040748E-5,2.526023E-6,1.02686E-8,2.932601E-9,3.79524E-6,8.070422E-5,0.0187548,1.096272E-4,0.007869307,1.959561E-5,1.278294E-9,2.356496E-6,7.659972E-8,5.621067E-8,5.14692E-7,0.01004109,0.01675773,9.157481,1.01781E-4,518272.0,518272.0
6.101054E-5,14.98825,-3.472253E8,1096.399,1096.399,0.001525536,1.0,0.9427151,2.448469E-6,8.106024E-4,7.97598E-5,8.403444E-5,8.611455E-6,3.672329E-4,4.504645E-7,1.554666E-5,1.995997E-7,8.0549E-4,1.430692E-5,5.670799E-7,5.667099E-5,3.106395E-6,1.118009E-5,1.396233E-6,8.482257E-6,9.267595E-4,1.27675E-4,9.248287E-5,3.879805E-6,2.700529E-5,8.743748E-5,2.654291E-8,1.317424E-5,8.194067E-8,2.153593E-8,1.402137E-6,4.44099E-5,9.176172E-7,4.149045E-6,2.422871E-8,6.158669E-5,2.587307E-6,1.074059E-8,3.081238E-9,3.863168E-6,8.225102E-5,0.01874623,1.117512E-4,0.00786834,1.985648E-5,1.357588E-9,2.440836E-6,7.844136E-8,5.904568E-8,5.331587E-7,0.01003362,0.01675035,9.157074,1.017817E-4,518248.9,518248.9
6.117878E-5,14.98824,-3.470362E8,1096.39,1096.39,0.001525536,1.0,0.9427075,2.447705E-6,8.132476E-4,7.973878E-5,8.431871E-5,8.60922E-6,3.684136E-4,4.530763E-7,1.560196E-5,2.001047E-7,8.079074E-4,1.430835E-5,5.707267E-7,5.685123E-5,3.117272E-6,1.121311E-5,1.395806E-6,8.480325E-6,9.295684E-4,1.279939E-4,9.279481E-5,3.898146E-6,2.702808E-5,8.775129E-5,2.676942E-8,1.321735E-5,8.248121E-8,2.166867E-8,1.406817E-6,4.455345E-5,9.228337E-7,4.168808E-6,2.437862E-8,6.178272E-5,2.597489E-6,1.082016E-8,3.10641E-9,3.874458E-6,8.250807E-5,0.01874481,1.121042E-4,0.00786818,1.989947E-5,1.371089E-9,2.454973E-6,7.874855E-8,5.952476E-8,5.362538E-7,0.01003237,0.01674912,9.157006,1.017819E-4,518245.0,518245.0
6.179854E-5,14.98817,-3.463424E8,1096.355,1096.355,0.001525536,1.0,0.9426794,2.444881E-6,8.22984E-4,7.966088E-5,8.536487E-5,8.600935E-6,3.7276E-4,4.627469E-7,1.580546E-5,2.019602E-7,8.168041E-4,1.431345E-5,5.842498E-7,5.751453E-5,3.157289E-6,1.133468E-5,1.394232E-6,8.473185E-6,9.39908E-4,1.291657E-4,9.394282E-5,3.965828E-6,2.711036E-5,8.890725E-5,2.761408E-8,1.337609E-5,8.448632E-8,2.216091E-8,1.424037E-6,4.508178E-5,9.421467E-7,4.241695E-6,2.493434E-8,6.250411E-5,2.634946E-6,1.111563E-8,3.20018E-9,3.916005E-6,8.34538E-5,0.01873956,1.134032E-4,0.00786759,2.005678E-5,1.421564E-9,2.507279E-6,7.988151E-8,6.130675E-8,5.477051E-7,0.0100278,0.01674461,9.156756,1.017823E-4,518230.9,518230.9
6.194032E-5,14.98816,-3.461862E8,1096.347,1096.347,0.001525536,1.0,0.942673,2.444231E-6,8.252097E-4,7.964296E-5,8.560398E-5,8.599028E-6,3.737535E-4,4.649701E-7,1.585197E-5,2.023837E-7,8.188374E-4,1.431458E-5,5.873631E-7,5.766612E-5,3.166433E-6,1.136247E-5,1.393871E-6,8.471547E-6,9.422717E-4,1.294331E-4,9.42052E-5,3.981343E-6,2.712882E-5,8.917168E-5,2.780959E-8,1.341238E-5,8.494809E-8,2.227423E-8,1.427972E-6,4.520253E-5,9.465861E-7,4.258387E-6,2.506224E-8,6.266898E-5,2.643503E-6,1.118375E-8,3.221862E-9,3.925499E-6,8.366989E-5,0.01873837,1.137E-4,0.007867455,2.009253E-5,1.433275E-9,2.519295E-6,8.0141E-8,6.171821E-8,5.503356E-7,0.01002675,0.01674357,9.156699,1.017824E-4,518227.7,518227.7
6.297602E-5,14.98805,-3.450316E8,1096.29,1096.29,0.001525536,1.0,0.9426261,2.439445E-6,8.414491E-4,7.951095E-5,8.734801E-5,8.584965E-6,3.810029E-4,4.813351E-7,1.619112E-5,2.054647E-7,8.336699E-4,1.43224E-5,6.103317E-7,5.877175E-5,3.233096E-6,1.156526E-5,1.391222E-6,8.459527E-6,9.595186E-4,1.313792E-4,9.611905E-5,4.094917E-6,2.725955E-5,9.110315E-5,2.926432E-8,1.367729E-5,8.835668E-8,2.311026E-8,1.456663E-6,4.608332E-5,9.792614E-7,4.380522E-6,2.60054E-8,6.387151E-5,2.705878E-6,1.16874E-8,3.382939E-9,3.99474E-6,8.524546E-5,0.01872962,1.158648E-4,0.007866474,2.035103E-5,1.520736E-9,2.607647E-6,8.203991E-8,6.476768E-8,5.696756E-7,0.01001913,0.01673604,9.156284,1.017831E-4,518204.2,518204.2
6.730756E-5,14.98761,-3.402852E8,1096.051,1096.051,0.001525536,1.0,0.9424314,2.418868E-6,9.090003E-4,7.894294E-5,9.459264E-5,8.524228E-6,4.111581E-4,5.520429E-7,1.759875E-5,2.18131E-7,8.952996E-4,1.434847E-5,7.105338E-7,6.336309E-5,3.509448E-6,1.240903E-5,1.380008E-6,8.408521E-6,0.001031279,1.393816E-4,1.040691E-4,4.574616E-6,2.773513E-5,9.917317E-5,3.585148E-8,1.478092E-5,1.032607E-7,2.675805E-8,1.575658E-6,4.974219E-5,1.12036E-6,4.894341E-6,3.011229E-8,6.886573E-5,2.964131E-6,1.390439E-8,4.107154E-9,4.282161E-6,9.177888E-5,0.01869329,1.248488E-4,0.00786242,2.138363E-5,1.92302E-9,2.98735E-6,9.004008E-8,7.832538E-8,6.527584E-7,0.009987467,0.01670475,9.154556,1.017861E-4,518106.4,518106.4
6.76152E-5,14.98758,-3.399517E8,1096.034,1096.034,0.001525536,1.0,0.9424176,2.417383E-6,9.137752E-4,7.890184E-5,9.510409E-5,8.519819E-6,4.132896E-4,5.572008E-7,1.769805E-5,2.190174E-7,8.996518E-4,1.434997E-5,7.179014E-7,6.368715E-5,3.528922E-6,1.246869E-5,1.379206E-6,8.404862E-6,0.001036353,1.399416E-4,1.046303E-4,4.608945E-6,2.776484E-5,9.97456E-5,3.635087E-8,1.485903E-5,1.043585E-7,2.702633E-8,1.584048E-6,5.000049E-5,1.130648E-6,4.93098E-6,3.041383E-8,6.921826E-5,2.982308E-6,1.406854E-8,4.161739E-9,4.302441E-6,9.223943E-5,0.01869072,1.254826E-4,0.007862135,2.145406E-5,1.953893E-9,3.014916E-6,9.06116E-8,7.933711E-8,6.58788E-7,0.009985232,0.01670254,9.154434,1.017863E-4,518099.5,518099.5
6.837651E-5,14.98751,-3.391316E8,1095.992,1095.992,0.001525536,1.0,0.9423836,2.41369E-6,9.255777E-4,7.879981E-5,9.63679E-5,8.508866E-6,4.185582E-4,5.700453E-7,1.794337E-5,2.212034E-7,9.10407E-4,1.435353E-5,7.36283E-7,6.448787E-5,3.577021E-6,1.261617E-5,1.377218E-6,8.395799E-6,0.001048894,1.413226E-4,1.060171E-4,4.694024E-6,2.78361E-5,1.011617E-4,3.760605E-8,1.505217E-5,1.070988E-7,2.769573E-8,1.604771E-6,5.063876E-5,1.156265E-6,5.021719E-6,3.11659E-8,7.008934E-5,3.027186E-6,1.447875E-8,4.29874E-9,4.352547E-6,9.337707E-5,0.01868438,1.270484E-4,0.007861432,2.162666E-5,2.031714E-9,3.083479E-6,9.202784E-8,8.186982E-8,6.737834E-7,0.009979711,0.01669708,9.154133,1.017868E-4,518082.4,518082.4
7.0E-5,14.98735,-3.373935E8,1095.904,1095.904,0.001525536,1.0,0.9423113,2.405769E-6,9.506853E-4,7.8581E-5,9.905467E-5,8.485348E-6,4.297657E-4,5.977834E-7,1.846469E-5,2.258314E-7,9.33276E-4,1.436043E-5,7.761299E-7,6.618997E-5,3.679179E-6,1.292995E-5,1.372974E-6,8.376427E-6,0.001075578,1.442457E-4,1.089651E-4,4.875992E-6,2.797845E-5,1.041787E-4,4.036818E-8,1.54633E-5,1.130444E-7,2.914713E-8,1.648797E-6,5.199563E-5,1.211573E-6,5.215469E-6,3.27952E-8,7.194109E-5,3.122438E-6,1.537077E-8,4.599349E-9,4.459045E-6,9.579387E-5,0.01867089,1.303759E-4,0.007859942,2.198735E-5,2.203956E-9,3.231166E-6,9.50558E-8,8.739697E-8,7.060776E-7,0.009967974,0.01668546,9.153492,1.017879E-4,518046.2,518046.2
7.154616E-5,14.9872,-3.357539E8,1095.82,1095.82,0.001525536,1.0,0.9422427,2.39817E-6,9.745175E-4,7.837132E-5,1.016027E-4,8.462773E-6,4.404035E-4,6.246442E-7,1.89588E-5,2.301963E-7,9.549697E-4,1.436618E-5,8.149114E-7,6.780395E-5,3.775934E-6,1.322785E-5,1.368924E-6,8.357925E-6,0.00110091,1.470018E-4,1.117608E-4,5.049958E-6,2.810216E-5,1.07048E-4,4.31109E-8,1.585388E-5,1.188377E-7,3.056018E-8,1.690512E-6,5.328235E-5,1.265115E-6,5.400244E-6,3.437969E-8,7.36971E-5,3.212562E-6,1.624247E-8,4.896693E-9,4.560012E-6,9.808361E-5,0.01865808,1.335301E-4,0.007858532,2.232148E-5,2.37627E-9,3.373675E-6,9.794927E-8,9.282271E-8,7.372308E-7,0.009956846,0.01667444,9.152884,1.017889E-4,518011.8,518011.8
7.357953E-5,14.987,-3.336204E8,1095.711,1095.711,0.001525536,1.0,0.9421529,2.388128E-6,0.001005741,7.809426E-5,1.049375E-4,8.432887E-6,4.543393E-4,6.60618E-7,1.960503E-5,2.358741E-7,9.833708E-4,1.437271E-5,8.671382E-7,6.991597E-5,3.902374E-6,1.361824E-5,1.363597E-6,8.333556E-6,0.001134104,1.505852E-4,1.154193E-4,5.279567E-6,2.824838E-5,1.108149E-4,4.688763E-8,1.636607E-5,1.266496E-7,3.246396E-8,1.745048E-6,5.49662E-5,1.336796E-6,5.643479E-6,3.651181E-8,7.599514E-5,3.330195E-6,1.742141E-8,5.304381E-9,4.692111E-6,1.01077E-4,0.01864132,1.376559E-4,0.007856694,2.274728E-5,2.615472E-9,3.563741E-6,1.01768E-7,1.001958E-7,7.787663E-7,0.009942283,0.01666001,9.152089,1.017903E-4,517966.7,517966.7
7.501961E-5,14.98687,-3.321247E8,1095.634,1095.634,0.001525536,1.0,0.9420895,2.380992E-6,0.001027772,7.789748E-5,1.072882E-4,8.411625E-6,4.641721E-4,6.865275E-7,2.006028E-5,2.398537E-7,0.001003398,1.437673E-5,9.04947E-7,7.140459E-5,3.991373E-6,1.389378E-5,1.359827E-6,8.316288E-6,0.001157531,1.530954E-4,1.17998E-4,5.442693E-6,2.834148E-5,1.134776E-4,4.96792E-8,1.672782E-5,1.323115E-7,3.384281E-8,1.783454E-6,5.615303E-5,1.388404E-6,5.815821E-6,3.805427E-8,7.761498E-5,3.412897E-6,1.827816E-8,5.604521E-9,4.785205E-6,1.03185E-4,0.0186295,1.405627E-4,0.007855402,2.303982E-5,2.793579E-9,3.700075E-6,1.044812E-7,1.055764E-7,8.0855E-7,0.009932019,0.01664983,9.151528,1.017912E-4,517935.0,517935.0
7.530043E-5,14.98684,-3.318359E8,1095.619,1095.619,0.001525536,1.0,0.9420772,2.379599E-6,0.001032061,7.785907E-5,1.077456E-4,8.407471E-6,4.66086E-4,6.916213E-7,2.014881E-5,2.406257E-7,0.001007295,1.437746E-5,9.123987E-7,7.169418E-5,4.008675E-6,1.394742E-5,1.359092E-6,8.31292E-6,0.001162091,1.535822E-4,1.184996E-4,5.47455E-6,2.835867E-5,1.139964E-4,5.023501E-8,1.679827E-5,1.334281E-7,3.411463E-8,1.790922E-6,5.638392E-5,1.398548E-6,5.849429E-6,3.835817E-8,7.79301E-5,3.428965E-6,1.844732E-8,5.664163E-9,4.803313E-6,1.035949E-4,0.0186272,1.411281E-4,0.007855151,2.309601E-5,2.829165E-9,3.726822E-6,1.05011E-7,1.066408E-7,8.143924E-7,0.009930022,0.01664785,9.151418,1.017914E-4,517928.8,517928.8
7.550425E-5,14.98682,-3.31624E8,1095.608,1095.608,0.001525536,1.0,0.9420682,2.378583E-6,0.001035172,7.783118E-5,1.080773E-4,8.404454E-6,4.674743E-4,6.95327E-7,2.021303E-5,2.411852E-7,0.001010122,1.437798E-5,9.178236E-7,7.190423E-5,4.021222E-6,1.398633E-5,1.358558E-6,8.310476E-6,0.0011654,1.53935E-4,1.188635E-4,5.497678E-6,2.837096E-5,1.143727E-4,5.06408E-8,1.684938E-5,1.342411E-7,3.431253E-8,1.796338E-6,5.655138E-5,1.405928E-6,5.873824E-6,3.85794E-8,7.815868E-5,3.440615E-6,1.857053E-8,5.707684E-9,4.816448E-6,1.038921E-4,0.01862553,1.415382E-4,0.007854969,2.313662E-5,2.855172E-9,3.74627E-6,1.053958E-7,1.074165E-7,8.186399E-7,0.009928574,0.01664642,9.151339,1.017915E-4,517924.3,517924.3
7.73061E-5,14.98665,-3.297758E8,1095.512,1095.512,0.001525536,1.0,0.9419893,2.369638E-6,0.001062613,7.758462E-5,1.110016E-4,8.377763E-6,4.7972E-4,7.283982E-7,2.077887E-5,2.461017E-7,0.001035045,1.438221E-5,9.663791E-7,7.375575E-5,4.131733E-6,1.432963E-5,1.353852E-6,8.288887E-6,0.001194586,1.570336E-4,1.220708E-4,5.702407E-6,2.847258E-5,1.176958E-4,5.431682E-8,1.730045E-5,1.415226E-7,3.608444E-8,1.844053E-6,5.802751E-5,1.471771E-6,6.089437E-6,4.05588E-8,8.017359E-5,3.543149E-6,1.967559E-8,6.101026E-9,4.932215E-6,1.06511E-4,0.01861081,1.45152E-4,0.007853368,2.348915E-5,3.091736E-9,3.919386E-6,1.088028E-7,1.143891E-7,8.564432E-7,0.009915808,0.01663375,9.150641,1.017926E-4,517884.8,517884.8
7.967919E-5,14.98643,-3.273737E8,1095.386,1095.386,0.001525536,1.0,0.941886,2.357843E-6,0.001098596,7.726004E-5,1.148315E-4,8.342572E-6,4.957753E-4,7.72762E-7,2.151932E-5,2.52499E-7,0.001067701,1.438695E-5,1.031883E-6,7.618025E-5,4.276206E-6,1.477992E-5,1.34767E-6,8.260505E-6,0.001232863,1.610619E-4,1.262707E-4,5.972703E-6,2.858914E-5,1.220606E-4,5.939366E-8,1.789253E-5,1.513587E-7,3.847645E-8,1.90647E-6,5.996033E-5,1.560054E-6,6.373203E-6,4.322745E-8,8.281227E-5,3.676992E-6,2.117213E-8,6.641848E-9,5.083785E-6,1.099365E-4,0.01859152,1.498819E-4,0.007851279,2.39369E-5,3.421014E-9,4.150423E-6,1.133043E-7,1.238697E-7,9.068734E-7,0.009899091,0.01661715,9.149727,1.017941E-4,517833.1,517833.1
7.984114E-5,14.98642,-3.272099E8,1095.378,1095.378,0.001525536,1.0,0.9418789,2.35704E-6,0.001101045,7.723791E-5,1.150919E-4,8.340169E-6,4.968679E-4,7.758229E-7,2.156965E-5,2.529323E-7,0.001069922,1.438725E-5,1.036418E-6,7.634512E-5,4.28602E-6,1.481057E-5,1.347249E-6,8.25857E-6,0.001235469,1.613346E-4,1.265563E-4,5.991175E-6,2.859641E-5,1.223579E-4,5.97501E-8,1.793285E-5,1.520402E-7,3.864212E-8,1.910711E-6,6.009176E-5,1.566143E-6,6.392555E-6,4.341213E-8,8.299171E-5,3.686076E-6,2.127597E-8,6.679718E-9,5.094091E-6,1.101693E-4,0.01859021,1.502035E-4,0.007851137,2.396677E-5,3.444238E-9,4.166313E-6,1.136121E-7,1.24529E-7,9.103409E-7,0.009897955,0.01661602,9.149665,1.017942E-4,517829.6,517829.6
8.0E-5,14.9864,-3.270497E8,1095.369,1095.369,0.001525536,1.0,0.941872,2.356249E-6,0.001103446,7.72162E-5,1.153473E-4,8.337812E-6,4.979392E-4,7.788299E-7,2.1619E-5,2.53357E-7,0.0010721,1.438753E-5,1.040875E-6,7.650677E-5,4.295642E-6,1.484063E-5,1.346836E-6,8.256673E-6,0.001238024,1.616018E-4,1.268363E-4,6.009292E-6,2.860346E-5,1.226495E-4,6.010106E-8,1.79724E-5,1.5271E-7,3.880495E-8,1.91487E-6,6.022062E-5,1.572125E-6,6.411536E-6,4.359363E-8,8.316765E-5,3.69498E-6,2.137805E-8,6.716994E-9,5.104195E-6,1.103975E-4,0.01858892,1.505188E-4,0.007850998,2.399599E-5,3.46712E-9,4.181916E-6,1.139141E-7,1.251773E-7,9.137456E-7,0.00989684,0.01661491,9.149604,1.017943E-4,517826.1,517826.1
8.114005E-5,14.9863,-3.259112E8,1095.309,1095.309,0.001525536,1.0,0.9418226,2.350596E-6,0.001120656,7.706054E-5,1.171768E-4,8.320908E-6,5.05617E-4,8.005262E-7,2.197241E-5,2.563932E-7,0.001087706,1.438946E-5,1.073086E-6,7.766475E-5,4.364529E-6,1.505606E-5,1.343879E-6,8.243076E-6,0.001256335,1.635118E-4,1.288422E-4,6.139398E-6,2.865173E-5,1.247402E-4,6.265549E-8,1.825587E-5,1.57553E-7,3.998205E-8,1.944649E-6,6.114368E-5,1.615278E-6,6.547693E-6,4.49052E-8,8.442804E-5,3.758699E-6,2.211661E-8,6.987944E-9,5.176577E-6,1.120319E-4,0.0185797,1.527769E-4,0.007850004,2.420331E-5,3.634037E-9,4.294308E-6,1.160831E-7,1.298729E-7,9.382678E-7,0.009888856,0.01660698,9.149167,1.01795E-4,517801.4,517801.4
8.146198E-5,14.98627,-3.255911E8,1095.293,1095.293,0.001525536,1.0,0.9418087,2.348998E-6,0.001125508,7.701662E-5,1.176923E-4,8.316137E-6,5.077815E-4,8.066901E-7,2.207198E-5,2.57247E-7,0.001092105,1.438997E-5,1.082254E-6,7.799107E-5,4.38393E-6,1.51168E-5,1.343045E-6,8.23924E-6,0.001261498,1.640487E-4,1.294074E-4,6.176163E-6,2.866463E-5,1.253299E-4,6.338835E-8,1.833582E-5,1.58932E-7,4.031719E-8,1.953038E-6,6.140378E-5,1.627536E-6,6.58612E-6,4.527846E-8,8.478322E-5,3.776634E-6,2.232708E-8,7.065565E-9,5.196973E-6,1.124922E-4,0.0185771,1.534131E-4,0.007849724,2.42611E-5,3.682047E-9,4.326179E-6,1.166962E-7,1.312126E-7,9.452203E-7,0.009886606,0.01660474,9.149044,1.017952E-4,517794.4,517794.4
8.18843E-5,14.98623,-3.251692E8,1095.27,1095.27,0.001525536,1.0,0.9417904,2.346901E-6,0.001131868,7.695903E-5,1.18368E-4,8.309877E-6,5.106188E-4,8.148018E-7,2.220244E-5,2.583645E-7,0.00109787,1.439062E-5,1.094331E-6,7.84187E-5,4.409347E-6,1.519643E-5,1.341951E-6,8.23421E-6,0.001268266,1.647513E-4,1.301481E-4,6.224394E-6,2.868109E-5,1.261032E-4,6.435765E-8,1.844064E-5,1.607491E-7,4.075871E-8,1.964029E-6,6.174464E-5,1.643665E-6,6.636515E-6,4.577009E-8,8.524869E-5,3.800125E-6,2.260449E-8,7.168152E-9,5.223701E-6,1.130954E-4,0.01857369,1.542468E-4,0.007849357,2.43364E-5,3.745628E-9,4.368079E-6,1.175009E-7,1.329794E-7,9.5436E-7,0.009883658,0.01660181,9.148882,1.017955E-4,517785.3,517785.3
9.0E-5,14.98551,-3.17312E8,1094.851,1094.851,0.001525536,1.0,0.9414431,2.306966E-6,0.001252981,7.586226E-5,1.312017E-4,8.190408E-6,5.646277E-4,9.759863E-7,2.467618E-5,2.793286E-7,0.001207473,1.439973E-5,1.336808E-6,8.653882E-5,4.890305E-6,1.671374E-5,1.321187E-6,8.138461E-6,0.001397195,1.778983E-4,1.442117E-4,7.152778E-6,2.890576E-5,1.408605E-4,8.471234E-8,2.04408E-5,1.973199E-7,4.963861E-8,2.172281E-6,6.821476E-5,1.963762E-6,7.600355E-6,5.563344E-8,9.408891E-5,4.243169E-6,2.820877E-8,9.305033E-9,5.731098E-6,1.245238E-4,0.01850889,1.700628E-4,0.00784244,2.567881E-5,5.099677E-9,5.191127E-6,1.330434E-7,1.688631E-7,1.133722E-6,0.00982767,0.01654606,9.145815,1.018004E-4,517611.7,517611.7
1.0E-4,14.98467,-3.081504E8,1094.347,1094.347,0.001525536,1.0,0.9410242,2.258969E-6,0.001399379,7.454651E-5,1.466308E-4,8.046541E-6,6.29854E-4,1.187623E-6,2.763913E-5,3.038989E-7,0.001339505,1.440493E-5,1.661421E-6,9.629447E-5,5.463875E-6,1.855021E-5,1.296349E-6,8.023395E-6,0.001553158,1.9321E-4,1.611017E-4,8.295701E-6,2.899718E-5,1.587527E-4,1.144086E-7,2.286868E-5,2.465125E-7,6.157393E-8,2.421346E-6,7.598023E-5,2.382706E-6,8.770957E-6,6.882773E-8,1.047138E-4,4.767774E-6,3.578966E-8,1.237854E-8,6.340417E-6,1.381903E-4,0.01843074,1.890277E-4,0.00783423,2.708551E-5,7.126605E-9,6.244696E-6,1.523622E-7,2.177092E-7,1.362836E-6,0.009760401,0.01647885,9.142122,1.018061E-4,517402.7,517402.7
1.020112E-4,14.98451,-3.063751E8,1094.248,1094.248,0.001525536,1.0,0.9409411,2.249518E-6,0.001428453,7.428757E-5,1.496841E-4,8.018179E-6,6.427996E-4,1.231813E-6,2.822403E-5,3.086829E-7,0.001365668,1.440546E-5,1.729966E-6,9.822409E-5,5.57677E-6,1.891525E-5,1.291465E-6,8.000699E-6,0.001584145,1.96177E-4,1.644415E-4,8.524879E-6,2.899722E-5,1.623096E-4,1.210067E-7,2.335216E-5,2.569302E-7,6.410126E-8,2.470464E-6,7.751493E-5,2.469963E-6,9.00357E-6,7.161375E-8,1.06816E-4,4.870536E-6,3.739897E-8,1.305637E-8,6.460907E-6,1.408852E-4,0.01841524,1.927741E-4,0.007832618,2.733897E-5,7.583651E-9,6.460897E-6,1.562657E-7,2.280897E-7,1.409784E-6,0.009747095,0.01646552,9.14139,1.018072E-4,517361.3,517361.3
