Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_IC3H7_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_IC4H9_Soln#21 (),Mole_fraction_TC4H9_Soln#21 (),Mole_fraction_IC4H8_Soln#21 (),Mole_fraction_IC4H7_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H8-2_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_MCPTD_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NEOC5H12_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_B1M2_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_IC8H17_Soln#21 (),Mole_fraction_IC8H16_Soln#21 (),Mole_fraction_DIMEPTD_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Mole_fraction_IC12H26_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
3.370259E-6,15.41612,-2.634095E9,1757.422,1757.422,8.390451E-4,1.0,0.7969987,7.25708E-4,0.06555585,0.005215107,0.008234305,6.159355E-5,0.04326113,2.432243E-4,0.0138604,2.660845E-4,3.01502E-6,1.759756E-6,0.0186497,0.001026092,0.008909179,0.01077756,0.00373422,1.355591E-8,1.132889E-5,2.468023E-7,2.282423E-7,0.008498004,3.252523E-4,4.418852E-4,8.777681E-5,3.543737E-6,0.003084929,8.909276E-5,0.001276472,8.191901E-5,0.001718408,1.407655E-4,5.119909E-4,1.483339E-5,4.724135E-5,5.40001E-9,1.767953E-6,1.182456E-5,8.693773E-5,1.814955E-10,4.084396E-18,8.586959E-13,1.295435E-8,0.004398999,9.677202E-4,9.238805E-6,6.487734E-7,9.834287E-7,4.158823E-18,-1.225199E-113,7.848818,5.442646E-5,444207.6,444207.6
3.379325E-6,15.4166,-2.700773E9,1757.416,1757.416,8.390451E-4,1.0,0.7969617,7.24405E-4,0.06560899,0.005201692,0.008225696,6.140969E-5,0.04328862,2.427638E-4,0.01388221,2.651777E-4,2.998757E-6,1.750525E-6,0.01862782,0.001024637,0.008914583,0.01076835,0.003735324,1.343547E-8,1.121063E-5,2.452092E-7,2.267802E-7,0.008485705,3.241907E-4,4.401075E-4,8.751985E-5,3.534685E-6,0.003083405,8.886638E-5,0.001277726,8.218141E-5,0.001721363,1.411975E-4,5.121436E-4,1.468395E-5,4.749388E-5,5.348931E-9,1.760151E-6,1.17573E-5,8.647951E-5,1.766226E-10,4.050609E-18,8.530941E-13,1.253452E-8,0.004397165,9.673692E-4,9.276941E-6,6.513848E-7,9.847869E-7,3.7457E-18,-5.294517E-114,7.848546,5.442478E-5,444192.2,444192.2
3.39955E-6,15.41765,-2.846274E9,1757.4,1757.4,8.390451E-4,1.0,0.7968795,7.215273E-4,0.06572693,0.005172091,0.008206533,6.100367E-5,0.04334961,2.417444E-4,0.01393071,2.631676E-4,2.962959E-6,1.730184E-6,0.01857919,0.0010214,0.008926528,0.01074793,0.003737727,1.317913E-8,1.095163E-5,2.417204E-7,2.235782E-7,0.008458393,3.218521E-4,4.361802E-4,8.695051E-5,3.514702E-6,0.003079998,8.836581E-5,0.001280508,8.276647E-5,0.001727947,1.421601E-4,5.124762E-4,1.43571E-5,4.805885E-5,5.237649E-9,1.742951E-6,1.160994E-5,8.546776E-5,1.664578E-10,3.976967E-18,8.408553E-13,1.164834E-8,0.004393092,9.665825E-4,9.362104E-6,6.572204E-7,9.878121E-7,2.967117E-18,-8.29011E-115,7.847942,5.442106E-5,444158.0,444158.0
3.408981E-6,15.41814,-2.912656E9,1757.393,1757.393,8.390451E-4,1.0,0.7968413,7.201987E-4,0.06578164,0.005158434,0.008197615,6.081622E-5,0.0433779,2.412726E-4,0.01395326,2.622359E-4,2.946485E-6,1.720814E-6,0.01855659,0.001019895,0.008932048,0.01073846,0.003738821,1.30583E-8,1.083304E-5,2.401231E-7,2.221122E-7,0.008445714,3.20775E-4,4.343664E-4,8.668681E-5,3.505478E-6,0.003078406,8.813442E-5,0.001281797,8.303916E-5,0.001731013,1.426085E-4,5.126276E-4,1.420764E-5,4.832308E-5,5.18696E-9,1.735024E-6,1.154245E-5,8.500073E-5,1.620243E-10,3.943409E-18,8.352646E-13,1.125737E-8,0.0043912,9.662139E-4,9.401861E-6,6.599465E-7,9.892208E-7,2.661264E-18,-3.467491E-115,7.847661,5.441934E-5,444142.1,444142.1
3.418027E-6,15.41861,-2.975378E9,1757.386,1757.386,8.390451E-4,1.0,0.7968048,7.189328E-4,0.06583392,0.005145429,0.008189075,6.063762E-5,0.04340493,2.408224E-4,0.01397485,2.613461E-4,2.930824E-6,1.7119E-6,0.01853498,0.001018453,0.00893731,0.01072941,0.003739853,1.29448E-8,1.072068E-5,2.386096E-7,2.20723E-7,0.00843359,3.197505E-4,4.32638E-4,8.643501E-5,3.496692E-6,0.003076878,8.79138E-5,0.001283028,8.330061E-5,0.001733952,1.430382E-4,5.127703E-4,1.406614E-5,4.857696E-5,5.139089E-9,1.72748E-6,1.147848E-5,8.455584E-5,1.579526E-10,3.911701E-18,8.299747E-13,1.08958E-8,0.004389391,9.658594E-4,9.440016E-6,6.625638E-7,9.905705E-7,2.398932E-18,-1.553902E-115,7.847392,5.44177E-5,444126.8,444126.8
3.439445E-6,15.4197,-3.120636E9,1757.368,1757.368,8.390451E-4,1.0,0.7967187,7.159652E-4,0.06595709,0.005114965,0.008168897,6.021895E-5,0.04346859,2.397646E-4,0.01402581,2.592524E-4,2.89423E-6,1.691053E-6,0.018484,0.001015048,0.008949657,0.01070808,0.003742237,1.268288E-8,1.045948E-5,2.350909E-7,2.174935E-7,0.008405012,3.173543E-4,4.28585E-4,8.584285E-5,3.476101E-6,0.003073252,8.739598E-5,0.001285925,8.391936E-5,0.001740903,1.440545E-4,5.131001E-4,1.373765E-5,4.917986E-5,5.028362E-9,1.709827E-6,1.13297E-5,8.351317E-5,1.489237E-10,3.838325E-18,8.177027E-13,1.008591E-8,0.004385123,9.650164E-4,9.530456E-6,6.687723E-7,9.937617E-7,1.874398E-18,-2.143594E-116,7.846757,5.441385E-5,444090.9,444090.9
3.462717E-6,15.42087,-3.273153E9,1757.347,1757.347,8.390451E-4,1.0,0.7966257,7.127893E-4,0.06608986,0.0050824,0.008147047,5.977092E-5,0.04353718,2.386285E-4,0.01408094,2.569991E-4,2.855264E-6,1.668821E-6,0.01842892,0.001011364,0.008962886,0.0106851,0.003744729,1.240849E-8,1.018352E-5,2.313724E-7,2.140805E-7,0.008374174,3.147991E-4,4.242462E-4,8.520604E-5,3.454074E-6,0.003069302,8.684085E-5,0.001289043,8.459112E-5,0.001748442,1.451568E-4,5.134448E-4,1.339128E-5,4.983769E-5,4.912235E-9,1.690986E-6,1.117236E-5,8.239786E-5,1.400339E-10,3.761291E-18,8.047736E-13,9.277174E-9,0.004380516,9.640945E-4,9.628873E-6,6.755355E-7,9.972214E-7,1.434541E-18,-2.593537E-117,7.846071,5.440972E-5,444052.1,444052.1
3.492188E-6,15.42233,-3.458758E9,1757.32,1757.32,8.390451E-4,1.0,0.7965089,7.088367E-4,0.06625648,0.005041926,0.008119483,5.921336E-5,0.04362323,2.372088E-4,0.0141504,2.541769E-4,2.807052E-6,1.641267E-6,0.01835963,0.00100672,0.008979373,0.01065625,0.003747745,1.206969E-8,9.845185E-6,2.268115E-7,2.098941E-7,0.008335428,3.116317E-4,4.188446E-4,8.440917E-5,3.426673E-6,0.003064286,8.614861E-5,0.00129295,8.544107E-5,0.00175797,1.465496E-4,5.138621E-4,1.296761E-5,5.067484E-5,4.771024E-9,1.667609E-6,1.097917E-5,8.101073E-5,1.299703E-10,3.667505E-18,7.889666E-13,8.348311E-9,0.004374722,9.629187E-4,9.753731E-6,6.841266E-7,1.001592E-6,1.021536E-18,-1.698593E-118,7.845206,5.440457E-5,444003.2,444003.2
3.496542E-6,15.42254,-3.485552E9,1757.316,1757.316,8.390451E-4,1.0,0.7964917,7.082592E-4,0.06628095,0.005036018,0.008115421,5.91319E-5,0.04363587,2.370009E-4,0.01416062,2.537629E-4,2.800035E-6,1.637252E-6,0.01834944,0.001006036,0.008981784,0.01065201,0.003748177,1.201935E-8,9.796235E-6,2.261514E-7,2.092881E-7,0.008329732,3.111701E-4,4.180553E-4,8.429235E-5,3.422671E-6,0.003063544,8.604734E-5,0.001293523,8.556658E-5,0.001759376,1.467551E-4,5.13922E-4,1.290641E-5,5.079892E-5,4.750699E-9,1.664201E-6,1.095119E-5,8.080816E-5,1.285865E-10,3.653994E-18,7.866834E-13,8.219563E-9,0.00437387,9.627442E-4,9.7722E-6,6.853984E-7,1.002237E-6,9.715697E-19,-1.13638E-118,7.845079,5.440381E-5,443996.0,443996.0
3.500418E-6,15.42273,-3.509184E9,1757.313,1757.313,8.390451E-4,1.0,0.7964764,7.077466E-4,0.06630271,0.005030773,0.008111807,5.905959E-5,0.0436471,2.368162E-4,0.01416972,2.533949E-4,2.793812E-6,1.63369E-6,0.01834038,0.001005427,0.008983924,0.01064825,0.003748559,1.197581E-8,9.752885E-6,2.255667E-7,2.087515E-7,0.008324668,3.107605E-4,4.173546E-4,8.418854E-5,3.419118E-6,0.003062882,8.595742E-5,0.001294032,8.56783E-5,0.001760627,1.469379E-4,5.139749E-4,1.285223E-5,5.090946E-5,4.732723E-9,1.661176E-6,1.092641E-5,8.062836E-5,1.27376E-10,3.64204E-18,7.846622E-13,8.106743E-9,0.004373112,9.625887E-4,9.788646E-6,6.865313E-7,1.00281E-6,9.292012E-19,-7.974574E-119,7.844966,5.440314E-5,443989.6,443989.6
3.626075E-6,15.42868,-4.204373E9,1757.18,1757.18,8.390451E-4,1.0,0.79599,6.918115E-4,0.06699278,0.004868284,0.007995802,5.681198E-5,0.04400292,2.310203E-4,0.01446107,2.41789E-4,2.603091E-6,1.524098E-6,0.01805118,9.859414E-4,0.009050633,0.0105288,0.003759547,1.066765E-8,8.454232E-6,2.080093E-7,1.926339E-7,0.008163613,2.981413E-4,3.955695E-4,8.092091E-5,3.308788E-6,0.003041314,8.314969E-5,0.001310119,8.929192E-5,0.001800987,1.528317E-4,5.15502E-4,1.12384E-5,5.453406E-5,4.203528E-9,1.567848E-6,1.017971E-5,7.505221E-5,9.67528E-11,3.28869E-18,7.243326E-13,5.208504E-9,0.004348962,9.574705E-4,1.032405E-5,7.235335E-7,1.021304E-6,2.184727E-19,1.466877E-123,7.84135,5.438217E-5,443784.9,443784.9
3.672622E-6,15.43078,-4.429436E9,1757.125,1757.125,8.390451E-4,1.0,0.7958139,6.862277E-4,0.06724123,0.004811581,0.007953397,5.602438E-5,0.0441308,2.289641E-4,0.01456727,2.376434E-4,2.537539E-6,1.486226E-6,0.01794629,9.788425E-4,0.009074076,0.01048581,0.003762965,1.021927E-8,8.021841E-6,2.021357E-7,1.872412E-7,0.00810543,2.937673E-4,3.879376E-4,7.975701E-5,3.270162E-6,0.003033267,8.21601E-5,0.001315876,9.062678E-5,0.001815841,1.549973E-4,5.159815E-4,1.070538E-5,5.589652E-5,4.031157E-9,1.535458E-6,9.928591E-6,7.310561E-5,8.860778E-11,3.172798E-18,7.042836E-13,4.435963E-9,0.004340212,9.555399E-4,1.052349E-5,7.373805E-7,1.028106E-6,1.280182E-19,-7.699115E-125,7.840035,5.437475E-5,443710.5,443710.5
3.680835E-6,15.43115,-4.467481E9,1757.115,1757.115,8.390451E-4,1.0,0.7957831,6.852595E-4,0.06728468,0.004801762,0.007945947,5.58878E-5,0.04415315,2.286062E-4,0.01458592,2.369204E-4,2.526241E-6,1.479688E-6,0.0179279,9.775968E-4,0.009078143,0.01047829,0.003763533,1.014093E-8,7.948077E-6,2.011318E-7,1.863194E-7,0.008095245,2.930113E-4,3.866146E-4,7.95542E-5,3.263466E-6,0.003031844,8.198821E-5,0.001316881,9.086209E-5,0.001818457,1.553783E-4,5.160616E-4,1.061468E-5,5.613798E-5,4.001931E-9,1.529858E-6,9.885586E-6,7.276855E-5,8.730106E-11,3.153099E-18,7.008619E-13,4.313005E-9,0.004338679,9.551976E-4,1.055873E-5,7.398315E-7,1.029304E-6,1.165019E-19,-3.609766E-125,7.839805,5.437346E-5,443697.5,443697.5
3.775097E-6,15.43525,-4.870411E9,1756.995,1756.995,8.390451E-4,1.0,0.795434,6.744946E-4,0.06777535,0.004692833,0.007861125,5.436917E-5,0.04440525,2.246001E-4,0.01479796,2.28798E-4,2.402024E-6,1.407588E-6,0.01771941,9.634466E-4,0.009123407,0.01039341,0.003769339,9.315005E-9,7.15232E-6,1.902547E-7,1.763314E-7,0.007980019,2.846502E-4,3.719153E-4,7.727932E-5,3.189039E-6,0.003015463,8.007113E-5,0.001328189,9.355864E-5,0.001848364,1.597291E-4,5.168889E-4,9.640815E-6,5.893202E-5,3.689781E-9,1.467925E-6,9.417855E-6,6.903202E-5,7.454265E-11,2.941652E-18,6.63863E-13,3.139976E-9,0.0043213,9.51234E-4,1.096457E-5,7.681369E-7,1.043E-6,3.942598E-20,4.876696E-129,7.837186,5.435902E-5,443549.2,443549.2
3.877854E-6,15.43951,-5.245503E9,1756.853,1756.853,8.390451E-4,1.0,0.795063,6.634458E-4,0.06829419,0.004581507,0.007770092,5.281004E-5,0.04467118,2.20436E-4,0.01502516,2.203016E-4,2.277246E-6,1.334754E-6,0.01749728,9.483328E-4,0.009169894,0.01030371,0.003774252,8.508713E-9,6.38253E-6,1.796258E-7,1.665692E-7,0.007857793,2.761486E-4,3.568583E-4,7.490669E-5,3.112671E-6,0.002997512,7.809229E-5,0.001340062,9.648937E-5,0.001880735,1.64422E-4,5.17613E-4,8.707394E-6,6.202341E-5,3.392813E-9,1.404993E-6,8.956919E-6,6.52218E-5,6.412736E-11,2.738308E-18,6.277784E-13,2.250537E-9,0.004302795,9.468505E-4,1.140959E-5,7.993585E-7,1.057833E-6,1.217251E-20,-2.31737E-131,7.834389,5.434401E-5,443391.0,443391.0
3.89359E-6,15.44015,-5.297569E9,1756.83,1756.83,8.390451E-4,1.0,0.795007,6.618133E-4,0.06837223,0.0045651,0.007756283,5.257962E-5,0.04471112,2.198161E-4,0.0150596,2.190324E-4,2.259048E-6,1.324096E-6,0.01746373,9.460473E-4,0.009176761,0.01029022,0.003774881,8.393335E-9,6.272874E-6,1.781005E-7,1.651681E-7,0.007839377,2.748988E-4,3.546371E-4,7.455291E-5,3.101387E-6,0.002994756,7.779896E-5,0.00134184,9.69374E-5,0.001885672,1.651358E-4,5.177087E-4,8.575186E-6,6.250088E-5,3.350862E-9,1.395749E-6,8.890394E-6,6.466134E-5,6.276586E-11,2.709373E-18,6.226003E-13,2.141661E-9,0.0043,9.461742E-4,1.147798E-5,8.04174E-7,1.060096E-6,1.017164E-20,-5.538339E-132,7.833966,5.434178E-5,443367.0,443367.0
3.899005E-6,15.44036,-5.315125E9,1756.822,1756.822,8.390451E-4,1.0,0.7949878,6.612551E-4,0.068399,0.004559492,0.00775154,5.250082E-5,0.04472481,2.196039E-4,0.01507142,2.185976E-4,2.25284E-6,1.320458E-6,0.01745221,9.452626E-4,0.009179109,0.01028559,0.003775091,8.352755E-9,6.23562E-6,1.775816E-7,1.646914E-7,0.007833058,2.744718E-4,3.538778E-4,7.443174E-5,3.097528E-6,0.002993808,7.76986E-5,0.00134245,9.709151E-5,0.001887369,1.653812E-4,5.177408E-4,8.530316E-6,6.266541E-5,3.336629E-9,1.392592E-6,8.867738E-6,6.446986E-5,6.230944E-11,2.699543E-18,6.208384E-13,2.105626E-9,0.00429904,9.459412E-4,1.150152E-5,8.058331E-7,1.060874E-6,9.562342E-21,-3.391329E-132,7.833821,5.434102E-5,443358.8,443358.8
3.907698E-6,15.44071,-5.34305E9,1756.809,1756.809,8.390451E-4,1.0,0.794957,6.603626E-4,0.06844189,0.004550528,0.007743933,5.237484E-5,0.04474675,2.192643E-4,0.01509039,2.179017E-4,2.242929E-6,1.314648E-6,0.01743374,9.440047E-4,0.009182862,0.01027818,0.003775419,8.288837E-9,6.176317E-6,1.767548E-7,1.639318E-7,0.007822932,2.737895E-4,3.526641E-4,7.423782E-5,3.091359E-6,0.002992284,7.753808E-5,0.001343426,9.733889E-5,0.001890093,1.657748E-4,5.177913E-4,8.458936E-6,6.292984E-5,3.313989E-9,1.387547E-6,8.831612E-6,6.41639E-5,6.158865E-11,2.683892E-18,6.180308E-13,2.049252E-9,0.004297502,9.455669E-4,1.153934E-5,8.08499E-7,1.062123E-6,8.660082E-21,-1.547884E-132,7.833588,5.433979E-5,443345.6,443345.6
4.007883E-6,15.44462,-5.63716E9,1756.659,1756.659,8.390451E-4,1.0,0.7946071,6.503982E-4,0.06892837,0.004450666,0.007657029,5.096789E-5,0.04499519,2.154488E-4,0.01530704,2.100602E-4,2.133551E-6,1.250344E-6,0.01722352,9.296785E-4,0.009224721,0.01019413,0.003778536,7.603279E-9,5.535683E-6,1.677525E-7,1.556612E-7,0.007707912,2.662014E-4,3.391387E-4,7.205617E-5,3.022471E-6,0.0029747,7.574106E-5,0.001354453,1.001853E-4,0.00192136,1.702814E-4,5.18294E-4,7.691711E-6,6.599964E-5,3.07073E-9,1.33151E-6,8.436093E-6,6.076349E-5,5.423253E-11,2.514564E-18,5.874283E-13,1.513373E-9,0.004279993,9.412288E-4,1.197648E-5,8.39424E-7,1.076477E-6,2.761318E-21,-3.109798E-136,7.830933,5.432603E-5,443195.4,443195.4
4.034635E-6,15.44564,-5.707589E9,1756.618,1756.618,8.390451E-4,1.0,0.794515,6.478335E-4,0.06905592,0.004425027,0.007634059,5.060563E-5,0.04506021,2.144594E-4,0.01536429,2.080208E-4,2.105781E-6,1.233963E-6,0.01716817,9.259057E-4,0.009235476,0.0101721,0.003779169,7.432164E-9,5.377202E-6,1.655029E-7,1.535941E-7,0.007677707,2.642567E-4,3.356659E-4,7.148977E-5,3.004735E-6,0.002969998,7.527707E-5,0.00135733,1.009441E-4,0.001929673,1.714756E-4,5.184047E-4,7.503066E-6,6.682621E-5,3.010874E-9,1.317174E-6,8.336562E-6,5.98933E-5,5.251891E-11,2.472535E-18,5.797657E-13,1.400283E-9,0.004275382,9.400638E-4,1.209362E-5,8.477454E-7,1.080298E-6,2.035759E-21,-2.624034E-137,7.830234,5.432246E-5,443155.8,443155.8
4.040086E-6,15.44584,-5.721497E9,1756.609,1756.609,8.390451E-4,1.0,0.7944964,6.473157E-4,0.06908179,0.004419854,0.007629391,5.05325E-5,0.04507339,2.142593E-4,0.01537592,2.076081E-4,2.100194E-6,1.230665E-6,0.01715693,9.251397E-4,0.009237646,0.01016763,0.003779288,7.396925E-9,5.345531E-6,1.650521E-7,1.531798E-7,0.007671578,2.638645E-4,3.349652E-4,7.137519E-5,3.001154E-6,0.002969039,7.518333E-5,0.001357913,1.010986E-4,0.001931365,1.717185E-4,5.184261E-4,7.465424E-6,6.699498E-5,2.998925E-9,1.314284E-6,8.316579E-6,5.97179E-5,5.218101E-11,2.464126E-18,5.782291E-13,1.378559E-9,0.004274445,9.398261E-4,1.211751E-5,8.494443E-7,1.081076E-6,1.913364E-21,-1.602425E-137,7.830091,5.432173E-5,443147.7,443147.7
4.099954E-6,15.44807,-5.866191E9,1756.514,1756.514,8.390451E-4,1.0,0.7942929,6.417334E-4,0.06936333,0.00436415,0.007578393,4.974379E-5,0.04521668,2.120943E-4,0.01550304,2.031361E-4,2.040375E-6,1.195294E-6,0.01703438,9.16788E-4,0.009261011,0.01011902,0.003780378,7.035657E-9,5.010926E-6,1.602617E-7,1.487774E-7,0.007604837,2.59644E-4,3.274221E-4,7.013468E-5,2.962537E-6,0.002958507,7.417114E-5,0.001364241,1.027943E-4,0.001949904,1.743747E-4,5.186359E-4,7.068955E-6,6.885612E-5,2.872898E-9,1.283219E-6,8.103455E-6,5.783292E-5,4.869043E-11,2.37502E-18,5.61877E-13,1.166089E-9,0.004264235,9.37209E-4,1.238034E-5,8.68177E-7,1.089607E-6,9.694858E-22,-7.540699E-140,7.82854,5.43139E-5,443059.9,443059.9
4.12629E-6,15.44903,-5.925098E9,1756.472,1756.472,8.390451E-4,1.0,0.7942043,6.393367E-4,0.06948569,0.004340273,0.007556116,4.94051E-5,0.04527888,2.111604E-4,0.01555857,2.012039E-4,2.014928E-6,1.180215E-6,0.01698097,9.131496E-4,0.009271022,0.01009789,0.003780735,6.878151E-9,4.871137E-6,1.582441E-7,1.469231E-7,0.007575803,2.578364E-4,3.241901E-4,6.959929E-5,2.945952E-6,0.002953872,7.373573E-5,0.001366983,1.035393E-4,0.001958035,1.755367E-4,5.187142E-4,6.903998E-6,6.967914E-5,2.820341E-9,1.269935E-6,8.013237E-6,5.702724E-5,4.72734E-11,2.337624E-18,5.549747E-13,1.08617E-9,0.004259784,9.360545E-4,1.249622E-5,8.764606E-7,1.093353E-6,7.195022E-22,-7.242323E-141,7.827864,5.431052E-5,443021.7,443021.7
4.384438E-6,15.45794,-6.371648E9,1756.037,1756.037,8.390451E-4,1.0,0.7933638,6.175698E-4,0.07064065,0.004124467,0.007342706,4.632623E-5,0.04586312,2.025567E-4,0.01609126,1.833312E-4,1.790408E-6,1.046332E-6,0.01647283,8.786126E-4,0.009361089,0.009898639,0.003780648,5.577386E-9,3.7076E-6,1.40955E-7,1.310266E-7,0.00730109,2.415222E-4,2.950571E-4,6.46631E-5,2.795108E-6,0.002908435,6.975854E-5,0.001392578,1.108155E-4,0.002036974,1.867133E-4,5.190846E-4,5.54812E-6,7.787673E-5,2.382869E-9,1.150772E-6,7.226887E-6,4.98253E-5,3.609683E-11,2.019888E-18,4.952651E-13,5.945981E-10,0.004217384,9.246621E-4,1.364033E-5,9.59071E-7,1.129887E-6,3.861156E-23,-9.613826E-145,7.821412,5.427921E-5,442656.5,442656.5
4.39201E-6,15.45819,-6.381595E9,1756.023,1756.023,8.390451E-4,1.0,0.7933399,6.16975E-4,0.07067338,0.004118598,0.007336579,4.624203E-5,0.0458796,2.023185E-4,0.01610658,1.82835E-4,1.784444E-6,1.042755E-6,0.01645833,8.776301E-4,0.00936352,0.009892996,0.003780554,5.538744E-9,3.678503E-6,1.405081E-7,1.306155E-7,0.007293291,2.410787E-4,2.942676E-4,6.452646E-5,2.790979E-6,0.002907104,6.964931E-5,0.001393296,1.110283E-4,0.002039269,1.870352E-4,5.190857E-4,5.514644E-6,7.812058E-5,2.371875E-9,1.147555E-6,7.206199E-6,4.963183E-5,3.58289E-11,2.011727E-18,4.93704E-13,5.85786E-10,0.004216172,9.243265E-4,1.367412E-5,9.615336E-7,1.130955E-6,3.544576E-23,-4.83848E-145,7.821227,5.427834E-5,442646.1,442646.1
4.473488E-6,15.46082,-6.478829E9,1755.88,1755.88,8.390451E-4,1.0,0.793085,6.1072E-4,0.07102157,0.004056949,0.007271137,4.535618E-5,0.0460546,1.998031E-4,0.01627035,1.775919E-4,1.722283E-6,1.005403E-6,0.01630371,8.671683E-4,0.00938897,0.009832972,0.003779252,5.183981E-9,3.381156E-6,1.358866E-7,1.26364E-7,0.007210267,2.3642E-4,2.859898E-4,6.308399E-5,2.747529E-6,0.002892793,6.849867E-5,0.001400904,1.133147E-4,0.002063889,1.904758E-4,5.190667E-4,5.173896E-6,8.075554E-5,2.259147E-9,1.113846E-6,6.991031E-6,4.760939E-5,3.308993E-11,1.92746E-18,4.774947E-13,5.038846E-10,0.004203241,9.207141E-4,1.403835E-5,9.881741E-7,1.142429E-6,1.413769E-23,-5.395963E-148,7.819258,5.42691E-5,442534.6,442534.6
4.506506E-6,15.46187,-6.513465E9,1755.821,1755.821,8.390451E-4,1.0,0.792983,6.082575E-4,0.07116069,0.004032722,0.007244862,4.500732E-5,0.04612437,1.988077E-4,0.01633618,1.755162E-4,1.698095E-6,9.908368E-7,0.01624176,8.62985E-4,0.00939892,0.009808994,0.003778574,5.055054E-9,3.268425E-6,1.341062E-7,1.247258E-7,0.007177076,2.345887E-4,2.827442E-4,6.251355E-5,2.730409E-6,0.002887,6.804481E-5,0.00140393,1.1424E-4,0.002073828,1.918585E-4,5.190437E-4,5.045368E-6,8.182908E-5,2.216187E-9,1.100641E-6,6.90751E-6,4.68196E-5,3.205877E-11,1.895049E-18,4.712149E-13,4.764841E-10,0.004198055,9.192495E-4,1.418635E-5,9.99045E-7,1.147074E-6,9.745484E-24,-2.569817E-149,7.818469,5.426544E-5,442489.9,442489.9
4.522057E-6,15.46236,-6.528864E9,1755.794,1755.794,8.390451E-4,1.0,0.7929352,6.071118E-4,0.07122582,0.004021459,0.007232536,4.484498E-5,0.046157,1.983436E-4,0.01636708,1.745483E-4,1.686897E-6,9.840869E-7,0.01621273,8.61026E-4,0.009403535,0.009797769,0.003778226,4.995482E-9,3.216812E-6,1.332853E-7,1.239705E-7,0.007161533,2.337372E-4,2.812369E-4,6.224767E-5,2.72244E-6,0.002884274,6.783348E-5,0.001405343,1.146756E-4,0.002078501,1.925073E-4,5.190299E-4,4.98665E-6,8.23358E-5,2.196469E-9,1.09451E-6,6.868876E-6,4.645344E-5,3.158691E-11,1.880113E-18,4.683123E-13,4.645702E-10,0.004195624,9.185597E-4,1.425613E-5,1.00418E-6,1.14926E-6,8.181743E-24,-6.36435E-150,7.818099,5.426373E-5,442469.0,442469.0
4.534907E-6,15.46276,-6.541269E9,1755.771,1755.771,8.390451E-4,1.0,0.7928958,6.061717E-4,0.07127946,0.00401222,0.007222373,4.471175E-5,0.04618386,1.979623E-4,0.01639256,1.73753E-4,1.677733E-6,9.785607E-7,0.01618881,8.594125E-4,0.009407314,0.009788526,0.003777925,4.942482E-9,3.17485E-6,1.326151E-7,1.233538E-7,0.007148731,2.330386E-4,2.800012E-4,6.202928E-5,2.7159E-6,0.002882022,6.765998E-5,0.001406506,1.150354E-4,0.00208236,1.930423E-4,5.190172E-4,4.938968E-6,8.275507E-5,2.180412E-9,1.089485E-6,6.837276E-6,4.615358E-5,3.120413E-11,1.867923E-18,4.659391E-13,4.551631E-10,0.00419362,9.179897E-4,1.431383E-5,1.008431E-6,1.151067E-6,7.07963E-24,-1.988841E-150,7.817793,5.426232E-5,442451.7,442451.7
