Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_H_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H6_Soln#12 (),Mole_fraction_C2H5_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_C3H8_Soln#12 (),Mole_fraction_C3H6_Soln#12 (),Mole_fraction_C3H5-A_Soln#12 (),Mole_fraction_C3H4-P_Soln#12 (),Mole_fraction_C3H4-A_Soln#12 (),Mole_fraction_C3H3_Soln#12 (),Mole_fraction_NC4H10_Soln#12 (),Mole_fraction_IC4H10_Soln#12 (),Mole_fraction_IC4H9_Soln#12 (),Mole_fraction_TC4H9_Soln#12 (),Mole_fraction_IC4H8_Soln#12 (),Mole_fraction_IC4H7_Soln#12 (),Mole_fraction_C4H8-1_Soln#12 (),Mole_fraction_C4H8-2_Soln#12 (),Mole_fraction_C4H71-3_Soln#12 (),Mole_fraction_C4H6_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_FULVENE_Soln#12 (),Mole_fraction_C5H6_Soln#12 (),Mole_fraction_C5H5_Soln#12 (),Mole_fraction_MCPTD_Soln#12 (),Mole_fraction_C10H8_Soln#12 (),Mole_fraction_NEOC5H12_Soln#12 (),Mole_fraction_NC5H10_Soln#12 (),Mole_fraction_B1M2_Soln#12 (),Mole_fraction_LC5H8_Soln#12 (),Mole_fraction_NC7H14_Soln#12 (),Mole_fraction_IC8H16_Soln#12 (),Mole_fraction_DIMEPTD_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_C6H5C2H_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_INDENE_Soln#12 (),Mole_fraction_C12H8_Soln#12 (),Mole_fraction_C14H10_Soln#12 (),Mole_fraction_BIN1B_Soln#12 (),Mole_fraction_NC10H20_Soln#12 (),Mole_fraction_IC12H26_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
0.0,15.0,-2.375742E12,1550.0,1550.0,0.001082639,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,7.217592E-5,519545.7,519545.7
6.334469E-12,14.99998,-2.393932E12,1549.997,1549.997,0.001082639,1.0,0.9452582,1.517789E-9,3.327977E-15,1.518211E-9,1.19995E-16,7.571272E-11,5.823706E-11,9.627749E-17,5.180498E-17,8.732175E-10,2.329987E-8,2.773792E-16,1.609186E-13,2.292994E-18,4.176356E-17,2.784957E-13,1.970945E-9,6.34611E-7,9.477141E-9,1.187449E-7,6.298442E-11,3.454833E-15,2.329738E-8,2.110034E-12,3.195931E-20,2.18774E-20,5.075093E-16,8.709874E-27,5.328519E-25,1.1258E-27,2.171671E-21,2.060188E-28,6.127277E-20,4.319682E-11,8.97716E-22,1.310876E-17,2.087922E-11,0.0192154,6.460449E-15,0.007923925,6.082745E-11,1.271242E-33,2.734295E-27,7.393417E-20,8.125138E-30,1.70339E-43,1.150488E-21,3.633113E-39,0.01043312,0.01716799,9.179981,7.217601E-5,519545.3,519545.3
2.38974E-10,14.99924,-2.819873E12,1549.87,1549.87,0.001082639,1.0,0.945227,1.52557E-6,1.452715E-10,1.693569E-6,5.751835E-12,9.524829E-8,7.226636E-8,1.567297E-13,2.437925E-12,9.380014E-7,8.780897E-7,4.083184E-13,3.423188E-10,8.896282E-14,1.925413E-12,4.727342E-10,2.227882E-6,2.521665E-5,4.337622E-6,4.4751E-6,7.702064E-8,5.076568E-12,8.745762E-7,3.007002E-9,7.193151E-17,3.105072E-17,1.878851E-11,1.244848E-20,8.738476E-19,4.978128E-20,2.848862E-15,2.908041E-22,1.014949E-13,5.249562E-8,1.510109E-15,1.560028E-11,2.502893E-8,0.01921293,2.366391E-10,0.007923661,2.365092E-9,2.730412E-27,4.676647E-21,3.543744E-15,2.034929E-23,9.168622E-33,8.06852E-18,1.323284E-32,0.01043107,0.01714856,9.179679,7.217956E-5,519528.2,519528.2
1.063183E-9,14.9966,-3.105487E12,1549.353,1549.353,0.001082639,1.0,0.9450785,1.419244E-5,7.92387E-9,1.844162E-5,3.790028E-10,1.280998E-6,9.549858E-7,4.586197E-12,1.550616E-10,9.422565E-6,3.892207E-6,8.520254E-12,1.009348E-8,4.286979E-12,1.152966E-10,1.192667E-8,2.623378E-5,1.116703E-4,4.136434E-5,1.983577E-5,9.708594E-7,1.106978E-10,3.824122E-6,6.104229E-8,3.415694E-15,6.102241E-16,9.027199E-10,2.811331E-18,5.0091E-16,5.524732E-17,6.658276E-13,6.906329E-20,2.42751E-11,6.524618E-7,3.862227E-13,2.634429E-9,3.031324E-7,0.01921553,1.13764E-8,0.007922403,1.365416E-8,1.477057E-24,1.393243E-18,2.325982E-13,2.117733E-20,2.617477E-28,1.545304E-15,4.921085E-29,0.01042337,0.01707955,9.178236,7.219229E-5,519446.6,519446.6
2.924299E-9,14.9906,-3.120347E12,1548.148,1548.148,0.001082639,1.0,0.9447219,4.637824E-5,8.876591E-8,6.862611E-5,4.861795E-9,5.251382E-6,4.030149E-6,6.358133E-11,1.94575E-9,3.434456E-5,1.062873E-5,6.713083E-11,8.913402E-8,4.273901E-11,1.33302E-9,1.050215E-7,1.123732E-4,2.726523E-4,1.389674E-4,5.409997E-5,3.741877E-6,9.609856E-10,1.013678E-5,4.720748E-7,6.175122E-14,4.640104E-15,8.928183E-9,9.98689E-17,5.882736E-14,4.62847E-15,1.921229E-11,2.11746E-18,6.685423E-10,2.487167E-6,1.200223E-11,4.372703E-8,1.156302E-6,0.0192251,1.126078E-7,0.007919342,6.225107E-8,1.431876E-22,5.091506E-17,2.958054E-12,3.38342E-18,2.741738E-25,4.429428E-14,2.200693E-26,0.01040577,0.01692626,9.174768,7.222116E-5,519250.3,519250.3
8.87987E-9,14.97193,-3.019773E12,1544.356,1544.356,0.001082639,1.0,0.9435876,1.511967E-4,1.05387E-6,2.607756E-4,6.246228E-8,1.938065E-5,1.72548E-5,1.570897E-9,2.511824E-8,1.468921E-4,3.160152E-5,6.979063E-10,8.725525E-7,4.642614E-10,1.49197E-8,1.070146E-6,4.265418E-4,6.619279E-4,4.494298E-4,1.5995E-4,1.27458E-5,1.149274E-8,2.760407E-5,4.149934E-6,1.676607E-12,5.204223E-14,9.260642E-8,8.395059E-15,7.7247E-12,4.535512E-13,6.033748E-10,8.679848E-17,1.95142E-8,8.416639E-6,4.273526E-10,5.680514E-7,4.2419E-6,0.01924889,1.167909E-6,0.007909237,4.393733E-7,3.034194E-20,2.133606E-15,3.782193E-11,8.781198E-16,5.746028E-22,1.421441E-12,1.834479E-23,0.01034945,0.01646175,9.163707,7.231124E-5,518624.3,518624.3
3.236184E-8,14.90828,-2.600398E12,1530.713,1530.713,0.001082639,1.0,0.9393066,5.448765E-4,1.884775E-5,0.001337662,1.346178E-6,8.091443E-5,1.05843E-4,7.271517E-8,5.22061E-7,9.658385E-4,1.064197E-4,2.027808E-8,1.113481E-5,9.284443E-9,2.22728E-7,1.327675E-5,0.001235449,0.001605875,0.001587052,5.2894E-4,4.702676E-5,2.453841E-7,7.052609E-5,4.191031E-5,1.374421E-10,2.335633E-12,1.264461E-6,3.071989E-12,1.492234E-9,6.957268E-11,2.592789E-8,9.061256E-15,9.115038E-7,3.08392E-5,2.653258E-8,8.241756E-6,2.089629E-5,0.01926073,1.583762E-5,0.00786581,5.079075E-6,2.140327E-17,2.752685E-13,1.070719E-9,5.031337E-13,3.8004E-18,6.716034E-11,4.082144E-20,0.01012602,0.01494352,9.121534,7.261996E-5,516237.5,516237.5
7.217909E-8,14.82894,-1.99849E12,1511.885,1511.885,0.001082639,1.0,0.9329319,0.001024442,1.130991E-4,0.003592135,1.238588E-5,1.733728E-4,3.386151E-4,7.510043E-7,3.850292E-6,0.002942589,2.076395E-4,2.70518E-7,4.786683E-5,8.861008E-8,1.247106E-6,5.310437E-5,0.001643471,0.002115124,0.003236704,0.001026548,1.036491E-4,1.561302E-6,1.025453E-4,1.42419E-4,3.587979E-9,3.203643E-11,5.805303E-6,1.082333E-10,2.988832E-8,1.222713E-9,2.123283E-7,2.440157E-13,8.195632E-6,6.716854E-5,3.219965E-7,3.706519E-5,6.189335E-5,0.01909927,7.097277E-5,0.007785656,2.170881E-5,2.668333E-15,1.210088E-11,1.781408E-8,2.089342E-11,6.752882E-16,6.373323E-10,4.05367E-18,0.009743249,0.01311987,9.05754,7.300849E-5,512615.7,512615.7
1.548549E-7,14.73587,-1.15649E12,1485.646,1485.646,0.001082639,1.0,0.9230782,0.001337471,5.514955E-4,0.007617318,1.128823E-4,2.697124E-4,9.513942E-4,6.187171E-6,2.359623E-5,0.006891985,3.320409E-4,2.746794E-6,1.55264E-4,7.635389E-7,6.207906E-6,1.517489E-4,0.001397592,0.001854084,0.005795829,0.001767555,2.236204E-4,7.239238E-6,1.26102E-4,3.677281E-4,6.926965E-8,2.711453E-10,2.060714E-5,2.00408E-9,3.375876E-7,1.360293E-8,1.156212E-6,7.58862E-12,4.407369E-5,1.364071E-4,2.79548E-6,1.223023E-4,1.632926E-4,0.0185141,2.351395E-4,0.007630324,6.790411E-5,3.598287E-13,4.461278E-10,2.881984E-7,4.746805E-10,5.705234E-14,4.311872E-9,2.286041E-16,0.009000546,0.01080392,8.956563,7.346964E-5,506900.9,506900.9
1.621153E-7,14.73076,-1.103697E12,1483.952,1483.952,0.001082639,1.0,0.9223885,0.001339071,6.021678E-4,0.007891573,1.280617E-4,2.733897E-4,0.001007388,6.954283E-6,2.605821E-5,0.0071889,3.386233E-4,3.108337E-6,1.65079E-4,8.586224E-7,6.790108E-6,1.596406E-4,0.001362298,0.001812141,0.005977526,0.001820654,2.343991E-4,7.855349E-6,1.270564E-4,3.862956E-4,8.148258E-8,3.030042E-10,2.204767E-5,2.338064E-9,3.830619E-7,1.552411E-8,1.265241E-6,9.279883E-12,4.789979E-5,1.419723E-4,3.149427E-6,1.300195E-4,1.719426E-4,0.01845917,2.500163E-4,0.007618371,7.185714E-5,4.728326E-13,5.450224E-10,3.36663E-7,5.610033E-10,7.28593E-14,4.781487E-9,2.8616E-16,0.00894133,0.01065358,8.949453,7.349512E-5,506498.5,506498.5
1.854232E-7,14.71672,-9.520581E11,1479.014,1479.014,0.001082639,1.0,0.920324,0.001330286,7.74517E-4,0.008686057,1.838412E-4,2.818015E-4,0.00118632,9.699514E-6,3.454751E-5,0.008085274,3.562224E-4,4.41053E-6,1.962621E-4,1.197737E-6,8.765185E-6,1.835479E-4,0.001251238,0.001678262,0.006524168,0.001981814,2.69199E-4,9.905693E-6,1.29384E-4,4.439907E-4,1.295263E-7,4.149311E-10,2.670939E-5,3.619495E-9,5.471835E-7,2.266437E-8,1.635321E-6,1.654638E-11,6.036748E-5,1.592283E-4,4.430798E-6,1.543951E-4,1.988746E-4,0.01828408,2.969782E-4,0.007582013,8.407415E-5,1.028664E-12,9.657988E-10,5.247072E-7,9.012046E-10,1.468335E-13,6.413583E-9,5.446758E-16,0.008758488,0.0102084,8.928179,7.35652E-5,505294.5,505294.5
2.087965E-7,14.70577,-8.239732E11,1474.735,1474.735,0.001082639,1.0,0.9184567,0.001306853,9.598819E-4,0.009359421,2.500969E-4,2.861085E-4,0.001363252,1.283902E-5,4.379901E-5,0.008902542,3.692473E-4,5.913547E-6,2.268086E-4,1.584126E-6,1.086938E-5,2.053053E-4,0.00114708,0.001550471,0.007022386,0.002130986,3.04309E-4,1.204475E-5,1.307808E-4,4.988877E-4,1.919884E-7,5.406005E-10,3.139479E-5,5.22902E-9,7.370292E-7,3.131237E-8,2.032778E-6,2.71221E-11,7.289442E-5,1.756101E-4,5.928273E-6,1.780346E-4,2.244735E-4,0.01811191,3.424604E-4,0.007548519,9.552119E-5,1.981776E-12,1.570911E-9,7.643478E-7,1.342565E-9,2.672219E-13,8.21151E-9,9.434678E-16,0.008586002,0.009810444,8.908976,7.361998E-5,504207.7,504207.7
2.16228E-7,14.70285,-7.876382E11,1473.498,1473.498,0.001082639,1.0,0.9179006,0.001297439,0.001021013,0.009549608,2.731964E-4,2.868042E-4,0.001418794,1.390807E-5,4.686432E-5,0.009146569,3.725686E-4,6.428649E-6,2.363392E-4,1.715549E-6,1.155684E-5,2.117694E-4,0.001115918,0.001511863,0.007171485,0.00217613,3.154966E-4,1.273744E-5,1.310624E-4,5.157306E-4,2.149596E-7,5.831513E-10,3.287948E-5,5.80888E-9,8.021601E-7,3.437125E-8,2.163903E-6,3.126558E-11,7.684027E-5,1.806302E-4,6.446651E-6,1.853568E-4,2.323052E-4,0.01805809,3.565324E-4,0.007538457,9.89849E-5,2.389951E-12,1.806616E-9,8.513388E-7,1.504254E-9,3.17578E-13,8.811047E-9,1.105126E-15,0.00853335,0.009692546,8.903269,7.36346E-5,503884.7,503884.7
2.232542E-7,14.70032,-7.550524E11,1472.378,1472.378,0.001082639,1.0,0.9173902,0.001287932,0.00107966,0.009719462,2.958899E-4,2.872137E-4,0.00147095,1.494702E-5,4.980846E-5,0.009370693,3.753873E-4,6.930918E-6,2.452641E-4,1.843265E-6,1.221289E-5,2.176867E-4,0.001087388,0.00147637,0.007308649,0.002217884,3.260784E-4,1.339668E-5,1.31266E-4,5.313899E-4,2.380828E-7,6.244819E-10,3.42793E-5,6.387162E-9,8.656947E-7,3.739905E-8,2.289784E-6,3.555484E-11,8.054452E-5,1.85295E-4,6.954714E-6,1.921895E-4,2.39573E-4,0.01800765,3.696556E-4,0.007529191,1.021816E-4,2.829591E-12,2.050095E-9,9.383478E-7,1.666596E-9,3.713305E-13,9.388508E-9,1.275147E-15,0.008484508,0.009584509,8.898037,7.364729E-5,503588.6,503588.6
2.31001E-7,14.69776,-7.210052E11,1471.197,1471.197,0.001082639,1.0,0.9168438,0.00127691,0.001145208,0.009895951,3.218384E-4,2.874151E-4,0.001528034,1.612221E-5,5.310099E-5,0.009610661,3.781583E-4,7.501108E-6,2.550059E-4,1.987768E-6,1.294182E-5,2.239983E-4,0.001056997,0.001438413,0.0074558,0.002262928,3.377462E-4,1.412771E-5,1.314252E-4,5.48362E-4,2.65172E-7,6.712675E-10,3.581749E-5,7.058436E-9,9.378491E-7,4.08892E-8,2.43061E-6,4.071793E-11,8.459383E-5,1.903481E-4,7.534583E-6,1.9962E-4,2.474332E-4,0.01795257,3.839177E-4,0.007519246,1.056188E-4,3.379542E-12,2.342662E-9,1.039606E-6,1.856213E-9,4.380495E-13,1.003608E-8,1.483063E-15,0.008431685,0.009469027,8.892444,7.36601E-5,503272.0,503272.0
2.360914E-7,14.69621,-6.996535E11,1470.449,1470.449,0.001082639,1.0,0.9164937,0.001269422,0.001188748,0.01000598,3.394006E-4,2.874184E-4,0.001565294,1.691033E-5,5.528836E-5,0.009764405,3.797993E-4,7.884756E-6,2.613503E-4,2.084722E-6,1.342338E-5,2.280274E-4,0.001037639,0.001414157,0.007550259,0.002291984,3.454112E-4,1.461013E-5,1.314954E-4,5.593498E-4,2.838869E-7,7.026947E-10,3.68249E-5,7.518656E-9,9.864126E-7,4.326859E-8,2.524254E-6,4.43655E-11,8.72324E-5,1.93618E-4,7.926578E-6,2.044433E-4,2.525114E-4,0.01791667,3.931702E-4,0.007512861,1.07828E-4,3.780531E-12,2.549107E-9,1.109156E-6,1.986839E-9,4.864215E-13,1.046728E-8,1.631916E-15,0.008397549,0.009395112,8.888864,7.366788E-5,503069.4,503069.4
2.466115E-7,14.69331,-6.579411E11,1468.974,1468.974,0.001082639,1.0,0.9157916,0.001253494,0.00127981,0.0102191,3.769264E-4,2.871383E-4,0.001641654,1.85761E-5,5.986161E-5,0.01007267,3.827729E-4,8.699102E-6,2.743183E-4,2.28983E-6,1.442348E-5,2.360673E-4,9.991626E-4,0.001365763,0.007740135,0.002350739,3.612416E-4,1.561143E-5,1.31561E-4,5.816541E-4,3.248739E-7,7.693448E-10,3.889762E-5,8.517521E-9,1.089531E-6,4.840029E-8,2.720419E-6,5.256424E-11,9.262402E-5,2.002512E-4,8.763441E-6,2.142625E-4,2.62792E-4,0.01784326,4.11992E-4,0.007500027,1.122718E-4,4.715816E-12,3.012675E-9,1.260373E-6,2.271816E-9,5.986069E-13,1.137121E-8,1.971878E-15,0.008328403,0.009246999,8.881696,7.368242E-5,502663.8,502663.8
2.557063E-7,14.69112,-6.243415E11,1467.768,1467.768,0.001082639,1.0,0.9152066,0.001239391,0.001359598,0.01038856,4.106414E-4,2.866231E-4,0.001706955,2.005307E-5,6.386466E-5,0.01032934,3.849267E-4,9.42526E-6,2.853734E-4,2.47198E-6,1.529163E-5,2.427182E-4,9.675395E-4,0.001325812,0.00789878,0.002400199,3.749087E-4,1.648085E-5,1.315396E-4,6.00509E-4,3.628239E-7,8.287988E-10,4.067866E-5,9.432517E-9,1.18152E-6,5.306714E-8,2.892719E-6,6.039019E-11,9.721312E-5,2.05854E-4,9.515021E-6,2.225903E-4,2.71451E-4,0.01778064,4.279392E-4,0.007489311,1.159839E-4,5.648035E-12,3.454876E-9,1.399102E-6,2.534305E-9,7.0982E-13,1.216494E-8,2.302669E-15,0.008270099,0.00912369,8.875736,7.369344E-5,502326.4,502326.4
2.635115E-7,14.68944,-5.97201E11,1466.783,1466.783,0.001082639,1.0,0.9147198,0.001227152,0.001428778,0.01052363,4.404647E-4,2.860077E-4,0.00176246,2.13453E-5,6.733064E-5,0.01054272,3.864951E-4,1.00639E-5,2.947465E-4,2.631629E-6,1.6038E-5,2.482145E-4,9.415867E-4,0.001292905,0.00803109,0.002441716,3.866186E-4,1.722912E-5,1.314695E-4,6.163837E-4,3.972569E-7,8.811751E-10,4.219862E-5,1.025548E-8,1.262448E-6,5.724068E-8,3.042479E-6,6.766769E-11,1.010947E-4,2.105676E-4,1.018003E-5,2.296192E-4,2.78717E-4,0.01772753,4.413873E-4,0.00748038,1.190763E-4,6.545903E-12,3.866077E-9,1.523957E-6,2.771316E-9,8.165812E-13,1.285395E-8,2.615241E-15,0.008221111,0.009021134,8.870786,7.370183E-5,502046.3,502046.3
2.687945E-7,14.68842,-5.796697E11,1466.14,1466.14,0.001082639,1.0,0.9143979,0.001218835,0.001475938,0.01060988,4.610944E-4,2.855113E-4,0.001799746,2.223187E-5,6.969027E-5,0.01068368,3.87421E-4,1.05039E-5,3.010313E-4,2.741336E-6,1.654338E-5,2.51828E-4,9.246279E-4,0.001271345,0.008118722,0.002469351,3.945321E-4,1.773646E-5,1.313973E-4,6.26972E-4,4.215406E-7,9.173366E-10,4.322276E-5,1.083212E-8,1.318217E-6,6.0153E-8,3.144792E-6,7.289363E-11,1.036911E-4,2.137096E-4,1.064031E-5,2.343156E-4,2.835502E-4,0.0176919,4.503664E-4,0.007474471,1.211216E-4,7.207556E-12,4.161444E-9,1.611452E-6,2.937808E-9,8.951142E-13,1.332391E-8,2.842415E-15,0.008188487,0.008953341,8.867517,7.370698E-5,501861.3,501861.3
2.843527E-7,14.68585,-5.316949E11,1464.353,1464.353,0.001082639,1.0,0.9134837,0.001194384,0.001616214,0.01084094,5.237921E-4,2.837338E-4,0.001908218,2.489257E-5,7.669007E-5,0.01108342,3.895741E-4,1.183385E-5,3.192657E-4,3.071588E-6,1.802987E-5,2.619949E-4,8.77434E-4,0.001211106,0.008368293,0.002548674,4.177653E-4,1.923322E-5,1.310824E-4,6.574438E-4,4.976342E-7,1.027186E-9,4.621625E-5,1.262134E-8,1.486842E-6,6.913431E-8,3.450298E-6,8.972324E-11,1.11187E-4,2.22742E-4,1.204144E-5,2.478646E-4,2.973978E-4,0.01758848,4.762409E-4,0.007457667,1.269281E-4,9.42473E-12,5.11369E-9,1.882763E-6,3.45602E-9,1.157885E-12,1.472201E-8,3.587969E-15,0.008094815,0.008760796,8.858257,7.371987E-5,501337.2,501337.2
2.925963E-7,14.68474,-5.083264E11,1463.466,1463.466,0.001082639,1.0,0.9130184,0.001181548,0.001691277,0.01095033,5.581091E-4,2.826327E-4,0.00196489,2.632915E-5,8.042251E-5,0.01128643,3.904027E-4,1.255804E-5,3.287652E-4,3.25061E-6,1.881494E-5,2.671098E-4,8.540231E-4,0.001181093,0.008495682,0.002589526,4.300248E-4,2.002721E-5,1.30861E-4,6.731753E-4,5.407194E-7,1.087449E-9,4.778846E-5,1.362393E-8,1.578697E-6,7.413493E-8,3.614585E-6,9.952923E-11,1.150657E-4,2.273989E-4,1.281031E-5,2.548771E-4,3.045091E-4,0.01753458,4.896143E-4,0.007449108,1.298783E-4,1.077143E-11,5.669563E-9,2.03455E-6,3.747128E-9,1.317453E-12,1.546976E-8,4.03127E-15,0.008046575,0.008662792,8.853558,7.37254E-5,501071.3,501071.3
3.06385E-7,14.68326,-4.721216E11,1462.068,1462.068,0.001082639,1.0,0.9122675,0.001160409,0.00181778,0.01111469,6.170457E-4,2.805996E-4,0.002058452,2.876721E-5,8.668873E-5,0.01161335,3.913691E-4,1.379739E-5,3.444113E-4,3.555724E-6,2.012155E-5,2.752735E-4,8.171914E-4,0.001133698,0.008701795,0.002656163,4.504371E-4,2.135539E-5,1.3042E-4,6.988766E-4,6.170506E-7,1.191504E-9,5.039635E-5,1.538426E-8,1.735942E-6,8.286717E-8,3.892874E-6,1.173374E-10,1.214067E-4,2.349967E-4,1.413499E-5,2.663571E-4,3.160687E-4,0.01744578,5.114785E-4,0.007435291,1.346266E-4,1.33083E-11,6.681538E-9,2.300385E-6,4.258875E-9,1.61842E-12,1.672838E-8,4.851164E-15,0.00796793,0.00850458,8.845995,7.373286E-5,500643.2,500643.2
3.199612E-7,14.6822,-4.396913E11,1460.787,1460.787,0.001082639,1.0,0.9115591,0.001140119,0.001943292,0.01125547,6.767752E-4,2.784174E-4,0.002149094,3.12042E-5,9.287353E-5,0.01192081,3.91873E-4,1.504968E-5,3.595294E-4,3.862494E-6,2.13976E-5,2.828645E-4,7.836E-4,0.001090283,0.008896795,0.002719833,4.704054E-4,2.266201E-5,1.29913E-4,7.234676E-4,6.973953E-7,1.298052E-9,5.293733E-5,1.721821E-8,1.894887E-6,9.190784E-8,4.170915E-6,1.366207E-10,1.274701E-4,2.422528E-4,1.548392E-5,2.773654E-4,3.270581E-4,0.01735995,5.324093E-4,0.007422259,1.390846E-4,1.617399E-11,7.781454E-9,2.576162E-6,4.792204E-9,1.959418E-12,1.797432E-8,5.758296E-15,0.007892865,0.00835527,8.838886,7.373819E-5,500240.9,500240.9
3.333526E-7,14.6815,-4.105208E11,1459.609,1459.609,0.001082639,1.0,0.9108882,0.001120702,0.002067828,0.01137565,7.371551E-4,2.761393E-4,0.002237099,3.3637E-5,9.897589E-5,0.0122111,3.919996E-4,1.631381E-5,3.741742E-4,4.170678E-6,2.264388E-5,2.899514E-4,7.528754E-4,0.001050412,0.009082003,0.002780885,4.899601E-4,2.39486E-5,1.293557E-4,7.470651E-4,7.816544E-7,1.407273E-9,5.541793E-5,1.91238E-8,2.055387E-6,1.012483E-7,4.448863E-6,1.573693E-10,1.332768E-4,2.49202E-4,1.685513E-5,2.879492E-4,3.375358E-4,0.01727678,5.524983E-4,0.007409919,1.432828E-4,1.937969E-11,8.97015E-9,2.86118E-6,5.345902E-9,2.342511E-12,1.920694E-8,6.75423E-15,0.00782099,0.008213762,8.832175,7.374169E-5,499861.1,499861.1
3.465376E-7,14.68112,-3.84268E11,1458.524,1458.524,0.001082639,1.0,0.9102524,0.001102216,0.002190983,0.01147742,7.978516E-4,2.738138E-4,0.002322424,3.605494E-5,1.049753E-4,0.01248528,3.918193E-4,1.758456E-5,3.883453E-4,4.479038E-6,2.38572E-5,2.9657E-4,7.24785E-4,0.001013824,0.009257936,0.002839412,5.090627E-4,2.521222E-5,1.287627E-4,7.696925E-4,8.694358E-7,1.51897E-9,5.783569E-5,2.109262E-8,2.216778E-6,1.10848E-7,4.725915E-6,1.794965E-10,1.388275E-4,2.558514E-4,1.824208E-5,2.981149E-4,3.475183E-4,0.01719628,5.717601E-4,0.007398235,1.47234E-4,2.292344E-11,1.024403E-8,3.153785E-6,5.916917E-9,2.768243E-12,2.042168E-8,7.836565E-15,0.007752205,0.008079595,8.825839,7.374359E-5,499502.5,499502.5
3.575993E-7,14.68102,-3.639603E11,1457.667,1457.667,0.001082639,1.0,0.9097367,0.00108721,0.002294608,0.01155118,8.496118E-4,2.718227E-4,0.002393025,3.809737E-5,1.099953E-4,0.012707,3.91469E-4,1.866942E-5,4.000527E-4,4.741191E-6,2.486362E-5,3.018679E-4,7.027504E-4,9.850307E-4,0.009400949,0.002887378,5.249653E-4,2.626938E-5,1.282381E-4,7.882342E-4,9.467408E-7,1.615986E-9,5.984565E-5,2.281449E-8,2.354597E-6,1.192055E-7,4.960821E-6,1.993732E-10,1.433593E-4,2.612888E-4,1.943217E-5,3.064563E-4,3.556499E-4,0.01712977,5.875398E-4,0.007388765,1.504167E-4,2.620657E-11,1.139388E-8,3.407992E-6,6.415087E-9,3.164851E-12,2.144017E-8,8.824851E-15,0.007695933,0.007970704,8.820715,7.374411E-5,499212.5,499212.5
3.709309E-7,14.68113,-3.413798E11,1456.693,1456.693,0.001082639,1.0,0.909135,0.001069741,0.002419744,0.01162716,9.128755E-4,2.693975E-4,0.002476958,4.057203E-5,1.160224E-4,0.01296485,3.908424E-4,1.999827E-5,4.139518E-4,5.060972E-6,2.606168E-5,3.079659E-4,6.779116E-4,9.524736E-4,0.00956811,0.00294389,5.439716E-4,2.753927E-5,1.275804E-4,8.100707E-4,1.044307E-6,1.737083E-9,6.224621E-5,2.497376E-8,2.523456E-6,1.296408E-7,5.246791E-6,2.24933E-10,1.48673E-4,2.676781E-4,2.089653E-5,3.16292E-4,3.651692E-4,0.01705081,6.061152E-4,0.007377729,1.541009E-4,3.055508E-11,1.288023E-8,3.7244E-6,7.037852E-9,3.693417E-12,2.266532E-8,1.011586E-14,0.007629762,0.007843612,8.814756,7.374356E-5,498875.3,498875.3
3.828154E-7,14.68142,-3.228449E11,1455.875,1455.875,0.001082639,1.0,0.9086158,0.001054734,0.002531429,0.01168395,9.699738E-4,2.672287E-4,0.002550751,4.278729E-5,1.21369E-4,0.01318663,3.901243E-4,2.120147E-5,4.261562E-4,5.349293E-6,2.711532E-5,3.131558E-4,6.572344E-4,9.252892E-4,0.009712626,0.00299314,5.607609E-4,2.866699E-5,1.269761E-4,8.290883E-4,1.135298E-6,1.849028E-9,6.436659E-5,2.697538E-8,2.676389E-6,1.392726E-7,5.504248E-6,2.492062E-10,1.53277E-4,2.73229E-4,2.222794E-5,3.248678E-4,3.734079E-4,0.01698147,6.222827E-4,0.007368216,1.572526E-4,3.480593E-11,1.429969E-8,4.015244E-6,7.61294E-9,4.213647E-12,2.375412E-8,1.136094E-14,0.007572217,0.007733892,8.809631,7.374208E-5,498585.2,498585.2
