Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_TC4H9_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_FULVENE_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_C10H8_Soln#5 (),Mole_fraction_NEOC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_IC8H16_Soln#5 (),Mole_fraction_DIMEPTD_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_INDENE_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Mole_fraction_IC12H26_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
5.535751E-4,14.99709,-1.766176E8,1135.362,1135.362,0.001398408,1.0,0.8860732,2.392348E-6,0.02257933,8.393323E-5,0.002338368,5.293934E-6,0.00996376,2.229095E-4,4.453993E-4,0.01811471,2.777904E-5,2.81781E-4,0.001082422,6.000707E-5,2.56327E-4,5.872229E-6,0.02027057,0.001116257,0.001768943,1.579315E-4,2.080532E-5,0.002197203,7.268572E-5,4.456727E-4,1.389793E-6,5.489204E-5,2.229545E-5,1.098953E-7,5.086746E-5,6.238688E-4,1.949224E-4,1.119332E-4,1.358232E-5,0.001110331,1.782088E-5,3.409988E-6,9.387534E-6,5.878478E-5,9.316995E-4,0.009850248,0.001694839,0.006921682,4.11601E-5,7.296672E-6,1.923406E-4,7.173173E-6,7.251208E-7,2.296874E-5,0.003523243,0.006919792,8.687156,9.324492E-5,491653.7,491653.7
5.996371E-4,14.99969,-1.612608E8,1133.994,1133.994,0.001398408,1.0,0.8844189,2.256243E-6,0.02334626,7.949176E-5,0.002385522,5.049765E-6,0.01030174,2.363E-4,4.545649E-4,0.01853365,2.763079E-5,2.970381E-4,0.001103021,6.057948E-5,2.626801E-4,5.557068E-6,0.02080356,0.00109838,0.001799605,1.62901E-4,2.02262E-5,0.002251779,7.756956E-5,4.638135E-4,1.503623E-6,5.859679E-5,2.368725E-5,1.205167E-7,5.141352E-5,6.306939E-4,2.004702E-4,1.132412E-4,1.439277E-5,0.001131018,1.831403E-5,3.6487E-6,1.025718E-5,5.949666E-5,9.346568E-4,0.009580663,0.001712782,0.006895447,4.020421E-5,7.844009E-6,1.982002E-4,7.633079E-6,7.819874E-7,2.353485E-5,0.003387984,0.006675415,8.675189,9.32288E-5,490976.4,490976.4
6.185276E-4,15.00073,-1.556222E8,1133.467,1133.467,0.001398408,1.0,0.8837744,2.205438E-6,0.0236471,7.782227E-5,0.002403707,4.95785E-6,0.01043455,2.416422E-4,4.581155E-4,0.01869535,2.75741E-5,3.030756E-4,0.001110853,6.079085E-5,2.65133E-4,5.438423E-6,0.02100983,0.001091125,0.00181125,1.648303E-4,2.00046E-5,0.002272954,7.952096E-5,4.709817E-4,1.549917E-6,6.008599E-5,2.424208E-5,1.2486E-7,5.161612E-5,6.332016E-4,2.025616E-4,1.13719E-4,1.471466E-5,0.001138904,1.850782E-5,3.744778E-6,1.060957E-5,5.975859E-5,9.355186E-4,0.009475641,0.001719301,0.00688523,3.983661E-5,8.063891E-6,2.004701E-4,7.816262E-6,8.049956E-7,2.375189E-5,0.003336078,0.00658095,8.670555,9.322231E-5,490714.1,490714.1
6.88914E-4,15.00453,-1.373375E8,1131.654,1131.654,0.001398408,1.0,0.8815243,2.037233E-6,0.02470634,7.224841E-5,0.002466405,4.650368E-6,0.01090329,2.60849E-4,4.704312E-4,0.01925309,2.738085E-5,3.245537E-4,0.001137322,6.147881E-5,2.735928E-4,5.04156E-6,0.02172343,0.001064654,0.00185057,1.715309E-4,1.924778E-5,0.002346501,8.654891E-5,4.964527E-4,1.72051E-6,6.549289E-5,2.623413E-5,1.409727E-7,5.22796E-5,6.412937E-4,2.095412E-4,1.152472E-4,1.586477E-5,0.001165658,1.919142E-5,4.094012E-6,1.190022E-5,6.060471E-5,9.372701E-4,0.009109131,0.001739982,0.006849588,3.857363E-5,8.861245E-6,2.083331E-4,8.472761E-6,8.892104E-7,2.44937E-5,0.003158327,0.006254507,8.654499,9.319874E-5,489805.4,489805.4
7.058005E-4,15.00541,-1.334957E8,1131.251,1131.251,0.001398408,1.0,0.8810167,2.001161E-6,0.02494728,7.104352E-5,0.002480387,4.583765E-6,0.01101016,2.653037E-4,4.731943E-4,0.01937746,2.733824E-5,3.294846E-4,0.001143104,6.162345E-5,2.754785E-4,4.955613E-6,0.02188298,0.001058455,0.001859153,1.730344E-4,1.90805E-5,0.002363014,8.818136E-5,5.02297E-4,1.761007E-6,6.67588E-5,2.669542E-5,1.448211E-7,5.241999E-5,6.429771E-4,2.110448E-4,1.155617E-4,1.612987E-5,0.001171525,1.934711E-5,4.175835E-6,1.220454E-5,6.078084E-5,9.373975E-4,0.009026477,0.001744198,0.006841551,3.829292E-5,9.047655E-6,2.100934E-4,8.624452E-6,9.090747E-7,2.46576E-5,0.003118964,0.00618158,8.650903,9.319322E-5,489601.9,489601.9
7.221261E-4,15.00627,-1.299538E8,1130.872,1130.872,0.001398408,1.0,0.8805367,1.96766E-6,0.02517578,6.992144E-5,0.002493556,4.52169E-6,0.0111116,2.695576E-4,4.758024E-4,0.01949455,2.729829E-5,3.341755E-4,0.001148506,6.175669E-5,2.772533E-4,4.87552E-6,0.02203334,0.001052523,0.001867171,1.744531E-4,1.892346E-5,0.002378602,8.974096E-5,5.078566E-4,1.800007E-6,6.797182E-5,2.713562E-5,1.485353E-7,5.254961E-5,6.445208E-4,2.124417E-4,1.158488E-4,1.638242E-5,0.001177015,1.949482E-5,4.254248E-6,1.249679E-5,6.094233E-5,9.37428E-4,0.008948338,0.001748032,0.006833954,3.802887E-5,9.226162E-6,2.11753E-4,8.769066E-6,9.281591E-7,2.481137E-5,0.003081993,0.006112872,8.647512,9.318793E-5,489410.0,489410.0
7.545414E-4,15.00794,-1.233798E8,1130.148,1130.148,0.001398408,1.0,0.8796132,1.904824E-6,0.02561721,6.780864E-5,0.002518748,4.404678E-6,0.01130782,2.778558E-4,4.80808E-4,0.01971843,2.722233E-5,3.432771E-4,0.00115872,6.200348E-5,2.806455E-4,4.724574E-6,0.02232119,0.001040925,0.001882327,1.77174E-4,1.862435E-5,0.00240852,9.278534E-5,5.186447E-4,1.877006E-6,7.034993E-5,2.799343E-5,1.558909E-7,5.279054E-5,6.473595E-4,2.150609E-4,1.163731E-4,1.687337E-5,0.001187417,1.978026E-5,4.407981E-6,1.307135E-5,6.123925E-5,9.372429E-4,0.008798058,0.001754989,0.006819343,3.752461E-5,9.575774E-6,2.149322E-4,9.050461E-6,9.657126E-7,2.510389E-5,0.003011544,0.005981366,8.641012,9.317757E-5,489042.2,489042.2
7.742139E-4,15.00893,-1.196616E8,1129.726,1129.726,0.001398408,1.0,0.8790709,1.86889E-6,0.02587757,6.659557E-5,0.002533456,4.337412E-6,0.01142371,2.827995E-4,4.837407E-4,0.01984905,2.717827E-5,3.486686E-4,0.001164608,6.21426E-5,2.826235E-4,4.637823E-6,0.02248933,0.001034007,0.001891061,1.787662E-4,1.845052E-5,0.002426045,9.460021E-5,5.250369E-4,1.92346E-6,7.177415E-5,2.850387E-5,1.603425E-7,5.292686E-5,6.48946E-4,2.165564E-4,1.166636E-4,1.716476E-5,0.001193427,1.994864E-5,4.500041E-6,1.341634E-5,6.140513E-5,9.369855E-4,0.008709842,0.001758816,0.006810766,3.723074E-5,9.784914E-6,2.167906E-4,9.217624E-6,9.882885E-7,2.527363E-5,0.002970589,0.005904562,8.637211,9.317137E-5,488827.0,488827.0
8.271505E-4,15.01158,-1.105481E8,1128.651,1128.651,0.001398408,1.0,0.8776741,1.77951E-6,0.02655201,6.356268E-5,0.002571054,4.168955E-6,0.01172449,2.957752E-4,4.912728E-4,0.02018251,2.706669E-5,3.62711E-4,0.001179389,6.248132E-5,2.876678E-4,4.420651E-6,0.02291924,0.001015851,0.001912987,1.828466E-4,1.800881E-5,0.002471032,9.936741E-5,5.416959E-4,2.047454E-6,7.553893E-5,2.984118E-5,1.722746E-7,5.326054E-5,6.527578E-4,2.202602E-4,1.173526E-4,1.792561E-5,0.001208565,2.038477E-5,4.743289E-6,1.433086E-5,6.180319E-5,9.35819E-4,0.00848279,0.001767789,0.006788688,3.648135E-5,1.033682E-5,2.215463E-4,9.654506E-6,1.048263E-6,2.570362E-5,0.002866527,0.005708211,8.627474,9.315498E-5,488276.0,488276.0
8.802824E-4,15.01416,-1.025217E8,1127.651,1127.651,0.001398408,1.0,0.8763555,1.699128E-6,0.02719395,6.08158E-5,0.002606193,4.016003E-6,0.01201154,3.083508E-4,4.983605E-4,0.02049339,2.69638E-5,3.761718E-4,0.001192834,6.277564E-5,2.923622E-4,4.223601E-6,0.02332084,9.983012E-4,0.001932931,1.866703E-4,1.75994E-5,0.002513313,1.039922E-4,5.576863E-4,2.170483E-6,7.92247E-5,3.113355E-5,1.841825E-7,5.355281E-5,6.55995E-4,2.235584E-4,1.179244E-4,1.865739E-5,0.001222401,2.079958E-5,4.981175E-6,1.522879E-5,6.214036E-5,9.340601E-4,0.008268647,0.001775089,0.006767858,3.578343E-5,1.08757E-5,2.259943E-4,1.007512E-5,1.107377E-6,2.609998E-5,0.002770141,0.005524774,8.618351,9.313895E-5,487759.7,487759.7
0.001,15.01975,-8.762621E7,1125.644,1125.644,0.001398408,1.0,0.8736438,1.545198E-6,0.02852999,5.550257E-5,0.002677434,3.718968E-6,0.01261154,3.352202E-4,5.128829E-4,0.0211204,2.675958E-5,4.044501E-4,0.001218901,6.330501E-5,3.01796E-4,3.841426E-6,0.02413279,9.611546E-4,0.00197161,1.944356E-4,1.677929E-5,0.002599684,1.138853E-4,5.913839E-4,2.442798E-6,8.722358E-5,3.388033E-5,2.107684E-7,5.408562E-5,6.615521E-4,2.297191E-4,1.188586E-4,2.02018E-5,0.001249432,2.166073E-5,5.495917E-6,1.718102E-5,6.271478E-5,9.284747E-4,0.007829161,0.0017865,0.006725077,3.437607E-5,1.203969E-5,2.350036E-4,1.096343E-5,1.23691E-6,2.688468E-5,0.002577571,0.005153607,8.59981,9.310428E-5,486710.3,486710.3
0.001098799,15.02415,-7.784366E7,1124.199,1124.199,0.001398408,1.0,0.871633,1.440162E-6,0.029535,5.183561E-5,0.002729453,3.512909E-6,0.01306528,3.560458E-4,5.236261E-4,0.02157448,2.661449E-5,4.259218E-4,0.001236829,6.363309E-5,3.085883E-4,3.576818E-6,0.0247221,9.328453E-4,0.001998231,2.000993E-4,1.618877E-5,0.002663249,1.215615E-4,6.17102E-4,2.662768E-6,9.354171E-5,3.599318E-5,2.324631E-7,5.44224E-5,6.647164E-4,2.337336E-4,1.193389E-4,2.138022E-5,0.001268207,2.230514E-5,5.900319E-6,1.872119E-5,6.303613E-5,9.226512E-4,0.007504178,0.001791802,0.006693398,3.33553E-5,1.295318E-5,2.415557E-4,1.164117E-5,1.340319E-6,2.743909E-5,0.002439629,0.004883732,8.586253,9.3077E-5,485943.0,485943.1
0.001138561,15.02587,-7.440222E7,1123.663,1123.663,0.001398408,1.0,0.870873,1.40235E-6,0.029918,5.050701E-5,0.002748946,3.438007E-6,0.01323878,3.641198E-4,5.276839E-4,0.02174359,2.656105E-5,4.341429E-4,0.001243288,6.374305E-5,3.111072E-4,3.480763E-6,0.0249418,9.220076E-4,0.002007826,2.022166E-4,1.596929E-5,0.002687166,1.245391E-4,6.269864E-4,2.750154E-6,9.601965E-5,3.680798E-5,2.411344E-7,5.453692E-5,6.657E-4,2.351254E-4,1.194728E-4,2.183258E-5,0.001275012,2.254966E-5,6.058243E-6,1.932373E-5,6.313413E-5,9.200841E-4,0.007381612,0.001793098,0.006681438,3.297438E-5,1.330991E-5,2.440012E-4,1.190121E-5,1.381116E-6,2.764225E-5,0.002388572,0.004782965,8.581174,9.306634E-5,485655.6,485655.6
0.001168068,15.02713,-7.200504E7,1123.28,1123.28,0.001398408,1.0,0.8703256,1.375721E-6,0.03019501,4.956864E-5,0.002762936,3.385018E-6,0.01336445,3.700059E-4,5.306071E-4,0.02186458,2.652302E-5,4.401002E-4,0.001247834,6.381759E-5,3.12905E-4,3.41286E-6,0.02509902,9.141587E-4,0.00201458,2.037335E-4,1.581238E-5,0.002704359,1.267101E-4,6.341635E-4,2.814599E-6,9.783617E-5,3.740032E-5,2.475479E-7,5.461515E-5,6.663368E-4,2.360854E-4,1.195531E-4,2.216076E-5,0.001279816,2.272607E-5,6.173737E-6,1.97647E-5,6.319676E-5,9.181126E-4,0.00729341,0.001793792,0.006672826,3.270155E-5,1.357084E-5,2.45752E-4,1.208979E-5,1.411103E-6,2.778641E-5,0.002352153,0.004710791,8.577529,9.305853E-5,485449.3,485449.3
0.001314094,15.03317,-6.178787E7,1121.552,1121.552,0.001398408,1.0,0.8678019,1.259263E-6,0.03148411,4.543753E-5,0.002826899,3.150814E-6,0.01395162,3.97912E-4,5.440942E-4,0.02241296,2.635273E-5,4.679338E-4,0.001267607,6.411103E-5,3.210039E-4,3.113299E-6,0.02581201,8.775833E-4,0.002043972,2.106318E-4,1.510133E-5,0.002783248,1.370068E-4,6.67877E-4,3.128671E-6,1.065664E-4,4.018773E-5,2.790312E-7,5.492979E-5,6.684931E-4,2.400437E-4,1.197464E-4,2.369786E-5,0.001300862,2.354138E-5,6.725056E-6,2.187229E-5,6.339834E-5,9.077116E-4,0.006887899,0.001794369,0.006633168,3.146037E-5,1.481786E-5,2.537008E-4,1.297201E-5,1.556102E-6,2.842644E-5,0.002188152,0.004382666,8.560893,9.302116E-5,484507.8,484507.8
0.001400547,15.0366,-5.678666E7,1120.642,1120.642,0.001398408,1.0,0.8664351,1.200282E-6,0.03219064,4.332805E-5,0.002861205,3.030574E-6,0.01427509,4.135632E-4,5.514128E-4,0.02270338,2.626395E-5,4.832507E-4,0.001277496,6.423595E-5,3.252536E-4,2.959921E-6,0.02618968,8.575519E-4,0.002058674,2.142977E-4,1.472431E-5,0.002825716,1.427834E-4,6.865727E-4,3.311019E-6,1.115499E-4,4.173429E-5,2.974816E-7,5.506893E-5,6.691247E-4,2.418638E-4,1.197284E-4,2.454609E-5,0.001311488,2.398352E-5,7.036584E-6,2.306451E-5,6.344719E-5,9.011919E-4,0.006669153,0.00179287,0.006611724,3.079913E-5,1.552423E-5,2.579163E-4,1.345792E-5,1.639465E-6,2.875559E-5,0.002102,0.004208191,8.551997,9.299994E-5,484004.3,484004.3
0.00150235,15.04052,-5.167227E7,1119.661,1119.661,0.001398408,1.0,0.8649293,1.1384E-6,0.03297604,4.110204E-5,0.002898765,2.903148E-6,0.01463612,4.312549E-4,5.594956E-4,0.02301789,2.616891E-5,5.003136E-4,0.001287717,6.434639E-5,3.298185E-4,2.797753E-6,0.02659854,8.353406E-4,0.002073865,2.182753E-4,1.431505E-5,0.002872304,1.493139E-4,7.075359E-4,3.522546E-6,1.172607E-4,4.346615E-5,3.190422E-7,5.519708E-5,6.693837E-4,2.43604E-4,1.196078E-4,2.549268E-5,0.001322551,2.447029E-5,7.390295E-6,2.441872E-5,6.345146E-5,8.933017E-4,0.006428946,0.001789736,0.006588127,3.007902E-5,1.63286E-5,2.624834E-4,1.399917E-5,1.735461E-6,2.910339E-5,0.002009231,0.004018645,8.542292,9.297573E-5,483455.1,483455.1
0.002,15.05805,-3.45403E7,1115.917,1115.917,0.001398408,1.0,0.8587932,9.162465E-7,0.03625501,3.300001E-5,0.003049872,2.433471E-6,0.01616094,5.084036E-4,5.927795E-4,0.02423775,2.581118E-5,5.716764E-4,0.001321934,6.450838E-5,3.470249E-4,2.204547E-6,0.02817939,7.438615E-4,0.002124453,2.33733E-4,1.270615E-5,0.003060032,1.777874E-4,7.970911E-4,4.512682E-6,1.431797E-4,5.076988E-5,4.222748E-7,5.545113E-5,6.656729E-4,2.478089E-4,1.180017E-4,2.946398E-5,0.001360314,2.643247E-5,8.941633E-6,3.03588E-5,6.292292E-5,8.537433E-4,0.005460669,0.001760715,0.006492316,2.722725E-5,1.990662E-5,2.801595E-4,1.625488E-5,2.175936E-6,3.034693E-5,0.001654156,0.003276485,8.503811,9.286749E-5,481277.2,481277.2
0.002304009,15.0677,-2.794266E7,1114.23,1114.23,0.001398408,1.0,0.8557698,8.222876E-7,0.03791912,2.952023E-5,0.00312364,2.228048E-6,0.01694652,5.495553E-4,6.094761E-4,0.02480022,2.565205E-5,6.077668E-4,0.001334322,6.44214E-5,3.545803E-4,1.948274E-6,0.02890264,6.985265E-4,0.002142357,2.40841E-4,1.194332E-5,0.00315132,1.929649E-4,8.437896E-4,5.086668E-6,1.577333E-4,5.445859E-5,4.839647E-7,5.541991E-5,6.609925E-4,2.481761E-4,1.165339E-4,3.147475E-5,0.00137434,2.737204E-5,9.765885E-6,3.351384E-5,6.233295E-5,8.300578E-4,0.004991383,0.0017367,0.006445347,2.586505E-5,2.186063E-5,2.882405E-4,1.738517E-5,2.425503E-6,3.084631E-5,0.001492549,0.00292964,8.485513,9.280797E-5,480241.6,480241.6
0.00234676,15.06901,-2.71636E7,1114.019,1114.019,0.001398408,1.0,0.855378,8.10772E-7,0.03813726,2.909157E-5,0.00313319,2.202547E-6,0.01705013,5.550481E-4,6.116584E-4,0.02487116,2.563224E-5,6.124823E-4,0.001335709,6.440216E-5,3.555103E-4,1.916644E-6,0.02899344,6.926481E-4,0.00214432,2.417347E-4,1.184569E-5,0.003163095,1.949899E-4,8.49973E-4,5.165734E-6,1.597171E-4,5.493783E-5,4.925758E-7,5.540835E-5,6.602458E-4,2.481417E-4,1.163101E-4,3.173735E-5,0.001375924,2.749177E-5,9.875266E-6,3.393256E-5,6.224022E-5,8.26793E-4,0.00493101,0.001733113,0.006439272,2.56903E-5,2.21238E-5,2.892539E-4,1.753207E-5,2.45959E-6,3.090502E-5,0.001472238,0.002885642,8.483175,9.279994E-5,480109.3,480109.3
0.002391575,15.07036,-2.638007E7,1113.805,1113.805,0.001398408,1.0,0.8549752,7.990894E-7,0.03836207,2.865622E-5,0.003143004,2.1766E-6,0.01715706,5.607332E-4,6.139063E-4,0.02494357,2.561207E-5,6.173375E-4,0.00133708,6.438044E-5,3.564535E-4,1.884505E-6,0.02908602,6.866067E-4,0.00214625,2.426462E-4,1.174564E-5,0.003175184,1.970855E-4,8.563608E-4,5.248196E-6,1.61781E-4,5.543026E-5,5.015877E-7,5.539464E-5,6.594437E-4,2.480863E-4,1.160718E-4,3.200765E-5,0.001377494,2.761425E-5,9.988262E-6,3.436514E-5,6.21409E-5,8.233906E-4,0.004869079,0.00172931,0.006433032,2.551112E-5,2.239678E-5,2.902867E-4,1.768309E-5,2.495066E-6,3.096383E-5,0.001451517,0.00284066,8.48078,9.279159E-5,479973.7,479973.7
0.002675604,15.07866,-2.207847E7,1112.578,1112.578,0.001398408,1.0,0.8525912,7.329314E-7,0.03970532,2.618198E-5,0.003201125,2.028123E-6,0.01779935,5.952003E-4,6.273168E-4,0.02536213,2.549654E-5,6.462372E-4,0.001344102,6.421271E-5,3.617754E-4,1.7016E-6,0.0296185,6.508587E-4,0.002155836,2.478943E-4,1.115877E-5,0.003246466,2.097854E-4,8.948443E-4,5.761497E-6,1.745289E-4,5.833473E-5,5.583963E-7,5.527643E-5,6.539928E-4,2.47357E-4,1.144917E-4,3.361479E-5,0.001385587,2.832609E-5,1.066779E-5,3.696777E-5,6.147141E-5,8.02317E-4,0.004505011,0.001704444,0.006396166,2.445833E-5,2.406441E-5,2.962177E-4,1.857705E-5,2.714348E-6,3.128001E-5,0.001331952,0.002579298,8.466775,9.274053E-5,479181.1,479181.1
0.002835182,15.08312,-2.007767E7,1111.976,1111.976,0.001398408,1.0,0.8513656,7.008264E-7,0.0404045,2.497587E-5,0.003231057,1.955058E-6,0.01813602,6.134795E-4,6.342867E-4,0.02557035,2.543969E-5,6.611915E-4,0.001346975,6.410015E-5,3.643278E-4,1.612299E-6,0.02988142,6.324977E-4,0.002159501,2.504888E-4,1.086042E-5,0.003282931,2.165163E-4,9.150903E-4,6.043183E-6,1.814608E-4,5.981347E-5,5.901203E-7,5.519075E-5,6.507128E-4,2.467138E-4,1.135643E-4,3.444472E-5,0.001388923,2.868188E-5,1.102335E-5,3.833103E-5,6.107189E-5,7.90867E-4,0.004319668,0.001690075,0.006377264,2.392198E-5,2.49577E-5,2.99138E-4,1.903577E-5,2.833605E-6,3.142012E-5,0.001272542,0.002448301,8.459692,9.271311E-5,478780.3,478780.3
0.003,15.08759,-1.825856E7,1111.41,1111.41,0.001398408,1.0,0.8501737,6.707684E-7,0.04109019,2.384367E-5,0.003260229,1.886005E-6,0.01846782,6.316298E-4,6.411182E-4,0.0257682,2.538599E-5,6.757895E-4,0.001349287,6.397356E-5,3.666845E-4,1.528394E-6,0.03012975,6.146576E-4,0.002162218,2.529409E-4,1.057225E-5,0.003318276,2.231965E-4,9.350883E-4,6.329421E-6,1.884661E-4,6.123552E-5,6.227758E-7,5.509121E-5,6.472079E-4,2.459153E-4,1.125864E-4,3.525336E-5,0.001391615,2.902022E-5,1.137232E-5,3.96706E-5,6.064694E-5,7.793402E-4,0.004140707,0.001675068,0.006358916,2.34032E-5,2.585079E-5,3.018894E-4,1.948064E-5,2.954062E-6,3.1541E-5,0.001216087,0.002323157,8.452882,9.268564E-5,478394.9,478394.9
0.004,15.11221,-1.077413E7,1108.876,1108.876,0.001398408,1.0,0.8441789,5.353213E-7,0.04462973,1.870971E-5,0.003408671,1.565851E-6,0.0202078,7.288416E-4,6.763853E-4,0.02668891,2.51377E-5,7.498044E-4,0.001353572,6.307555E-5,3.764604E-4,1.147396E-6,0.03125767,5.252842E-4,0.002162263,2.640968E-4,9.147641E-6,0.003494303,2.589074E-4,0.001040571,7.9765E-6,2.282693E-4,6.791905E-5,8.198971E-7,5.4343E-5,6.246594E-4,2.393294E-4,1.064862E-4,3.931733E-5,0.001396407,3.057213E-5,1.314525E-5,4.652675E-5,5.794715E-5,7.156811E-4,0.003263126,0.001583971,0.006267237,2.082778E-5,3.074092E-5,3.142403E-4,2.168E-5,3.634724E-6,3.189194E-5,9.517092E-4,0.001729573,8.41987,9.253463E-5,476526.5,476526.5
0.00445506,15.12226,-8622885.0,1108.085,1108.085,0.001398408,1.0,0.8419729,4.913483E-7,0.04597293,1.703436E-5,0.003464433,1.458181E-6,0.02088087,7.672723E-4,6.897954E-4,0.02699414,2.505383E-5,7.771819E-4,0.001352007,6.263228E-5,3.790837E-4,1.023135E-6,0.03161641,4.925874E-4,0.002156055,2.676506E-4,8.631647E-6,0.00355835,2.729848E-4,0.001081589,8.682168E-6,2.451846E-4,7.004202E-5,9.098308E-7,5.39609E-5,6.141799E-4,2.358421E-4,1.037237E-4,4.079788E-5,0.001394252,3.106126E-5,1.378631E-5,4.904579E-5,5.670863E-5,6.899567E-4,0.002951338,0.001543851,0.006233795,1.988987E-5,3.272594E-5,3.180772E-4,2.246316E-5,3.920786E-6,3.189865E-5,8.62473E-4,0.001527259,8.408275,9.247317E-5,475870.3,475870.3
0.004488647,15.12297,-8484439.0,1108.033,1108.033,0.001398408,1.0,0.8418201,4.884084E-7,0.04606683,1.692226E-5,0.003468326,1.450907E-6,0.02092821,7.699907E-4,6.907337E-4,0.02701456,2.504813E-5,7.790789E-4,0.001351835,6.259924E-5,3.792439E-4,1.014828E-6,0.03164002,4.903274E-4,0.002155489,2.678846E-4,8.596042E-6,0.003562771,2.739794E-4,0.001084476,8.73329E-6,2.46409E-4,7.017922E-5,9.164898E-7,5.393223E-5,6.134078E-4,2.355796E-4,1.035216E-4,4.089986E-5,0.00139402,3.109309E-5,1.383006E-5,4.921899E-5,5.661776E-5,6.881304E-4,0.002930002,0.00154094,0.006231485,1.982503E-5,3.286753E-5,3.18327E-4,2.251668E-5,3.941397E-6,3.189636E-5,8.564509E-4,0.001513591,8.407484,9.246878E-5,475825.5,475825.5
0.004773371,15.12893,-7402875.0,1107.626,1107.626,0.001398408,1.0,0.8405739,4.649116E-7,0.04683704,1.602607E-5,0.003500247,1.392404E-6,0.02131787,7.924452E-4,6.984358E-4,0.02717756,2.500204E-5,7.945534E-4,0.001350115,6.231828E-5,3.804421E-4,9.484633E-7,0.03182638,4.719168E-4,0.002150199,2.697323E-4,8.306185E-6,0.003598765,2.821898E-4,0.001108265,9.161714E-6,2.566696E-4,7.12433E-5,9.730931E-7,5.368756E-5,6.068801E-4,2.333375E-4,1.018198E-4,4.172835E-5,0.001391714,3.134202E-5,1.41827E-5,5.062266E-5,5.585157E-5,6.730219E-4,0.002757276,0.001516554,0.006212681,1.929652E-5,3.404308E-5,3.202849E-4,2.294937E-5,4.113573E-6,3.186374E-5,8.080809E-4,0.001403805,8.401087,9.243238E-5,475463.5,475463.5
0.005,15.13352,-6646417.0,1107.339,1107.339,0.001398408,1.0,0.83964,4.478554E-7,0.04741934,1.537538E-5,0.003524379,1.349513E-6,0.02161416,8.096072E-4,7.042652E-4,0.02729544,2.496786E-5,8.061471E-4,0.00134846,6.209415E-5,3.812096E-4,9.003461E-7,0.03195857,4.581495E-4,0.002145421,2.710435E-4,8.089591E-6,0.003625654,2.884572E-4,0.001126369,9.496615E-6,2.646931E-4,7.196956E-5,1.018371E-6,5.34914E-5,6.017143E-4,2.315403E-4,1.004818E-4,4.234482E-5,0.001389497,3.151515E-5,1.444111E-5,5.166131E-5,5.524784E-5,6.614541E-4,0.002629446,0.001497533,0.006198632,1.890079E-5,3.494898E-5,3.216549E-4,2.326872E-5,4.247504E-6,3.182237E-5,7.727103E-4,0.001323568,8.396363,9.240433E-5,475196.1,475196.1
