Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_IC3H7_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_NC4H10_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H5_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NC5H12_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M3_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H15_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_INDENE_Soln#16 (),Mole_fraction_C12H8_Soln#16 (),Mole_fraction_NC12H26_Soln#16 (),Mole_fraction_NC16H34_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
5.277757E-6,15.95959,-7.248036E9,1514.879,1514.879,0.001031476,1.0,0.8112153,2.520782E-4,0.02759486,0.002386989,0.00725279,1.23387E-4,0.08326762,2.326737E-4,0.006085379,0.002592668,1.563265E-5,1.232174E-5,0.02869398,0.001131784,4.923573E-4,6.981195E-4,1.183521E-4,4.768238E-4,4.644471E-6,7.87493E-5,6.342218E-5,0.00504459,4.872175E-4,5.60613E-5,0.01221939,1.172392E-4,9.490172E-4,1.220835E-5,3.210385E-4,1.24884E-5,3.679166E-4,1.748893E-5,3.4201E-7,2.081717E-4,5.875241E-4,4.628154E-5,0.001748565,2.944422E-4,6.908533E-8,0.001030123,0.002963629,1.939291E-4,3.925996E-7,9.876495E-6,4.825648E-5,1.187406E-6,2.281859E-8,1.296305E-5,2.667643E-7,3.056377E-4,8.034028,6.463046E-5,455641.9,455642.0
5.320519E-6,15.96039,-7.164915E9,1514.805,1514.805,0.001031476,1.0,0.8111088,2.501551E-4,0.02766723,0.002367924,0.007253902,1.219977E-4,0.08336606,2.310073E-4,0.006105684,0.002589228,1.548647E-5,1.21646E-5,0.02868769,0.001128214,4.946306E-4,7.004931E-4,1.188759E-4,4.754159E-4,4.575727E-6,7.844286E-5,6.35757E-5,0.005025901,4.864107E-4,5.554738E-5,0.01221835,1.163091E-4,9.530539E-4,1.231678E-5,3.222689E-4,1.259373E-5,3.69338E-4,1.757982E-5,3.458766E-7,2.06823E-4,5.781106E-4,4.5764E-5,0.001744687,2.919657E-4,6.75303E-8,0.001019773,0.002962643,1.937909E-4,3.962886E-7,9.931453E-6,4.837161E-5,1.194282E-6,2.314157E-8,1.253248E-5,2.533501E-7,2.989178E-4,8.033235,6.462724E-5,455597.0,455597.0
5.327423E-6,15.96051,-7.15165E9,1514.793,1514.793,0.001031476,1.0,0.8110918,2.498473E-4,0.02767885,0.002364873,0.007254074,1.217757E-4,0.08338185,2.307402E-4,0.006108947,0.002588673,1.546309E-5,1.213953E-5,0.02868667,0.001127641,4.949964E-4,7.008749E-4,1.1896E-4,4.751894E-4,4.564763E-6,7.839356E-5,6.360029E-5,0.005022893,4.862804E-4,5.546516E-5,0.01221817,1.161602E-4,9.537022E-4,1.233426E-5,3.224668E-4,1.261071E-5,3.695664E-4,1.759445E-5,3.465017E-7,2.066064E-4,5.76607E-4,4.568098E-5,0.001744062,2.915682E-4,6.728308E-8,0.001018113,0.002962485,1.937687E-4,3.968838E-7,9.940293E-6,4.839004E-5,1.195389E-6,2.319384E-8,1.246441E-5,2.51251E-7,2.978485E-4,8.033108,6.462672E-5,455589.8,455589.8
5.424094E-6,15.96227,-6.970651E9,1514.63,1514.63,0.001031476,1.0,0.8108558,2.456147E-4,0.0278399,0.002322921,0.007256275,1.187338E-4,0.08360006,2.27057E-4,0.006154191,0.002580927,1.514222E-5,1.179689E-5,0.02867192,0.001119697,5.00084E-4,7.061844E-4,1.201266E-4,4.720419E-4,4.415094E-6,7.77085E-5,6.393921E-5,0.004981057,4.844561E-4,5.433533E-5,0.0122154,1.141089E-4,9.626849E-4,1.257812E-5,3.252163E-4,1.284769E-5,3.727336E-4,1.779785E-5,3.552788E-7,2.036048E-4,5.560165E-4,4.453421E-5,0.001735365,2.860708E-4,6.392982E-8,9.952228E-4,0.002960301,1.934585E-4,4.052055E-7,1.006315E-5,4.86437E-5,1.21079E-6,2.392974E-8,1.155146E-5,2.23691E-7,2.833149E-4,8.031357,6.461962E-5,455490.5,455490.5
5.573003E-6,15.96486,-6.707864E9,1514.385,1514.385,0.001031476,1.0,0.8105037,2.393636E-4,0.02808195,0.002260982,0.007258949,1.142782E-4,0.08392598,2.215818E-4,0.00622232,0.002569074,1.467034E-5,1.129811E-5,0.028648,0.001107765,5.077979E-4,7.142286E-4,1.218817E-4,4.672776E-4,4.197757E-6,7.667179E-5,6.444211E-5,0.004917616,4.816472E-4,5.266983E-5,0.01221013,1.110699E-4,9.761831E-4,1.295067E-5,3.293756E-4,1.320994E-5,3.775024E-4,1.810622E-5,3.688861E-7,1.99094E-4,5.259167E-4,4.28236E-5,0.001722143,2.778442E-4,5.913548E-8,9.611675E-4,0.00295704,1.92986E-4,4.179797E-7,1.02491E-5,4.90188E-5,1.234172E-6,2.507715E-8,1.028093E-5,1.872083E-7,2.62441E-4,8.028756,6.460911E-5,455343.0,455343.0
5.584314E-6,15.96506,-6.688642E9,1514.367,1514.367,0.001031476,1.0,0.8104774,2.389016E-4,0.02810005,0.002256405,0.007259119,1.139506E-4,0.08395025,2.211754E-4,0.00622742,0.002568177,1.463556E-5,1.126159E-5,0.02864612,0.001106873,5.083779E-4,7.148331E-4,1.22013E-4,4.669198E-4,4.18187E-6,7.659395E-5,6.447939E-5,0.004912847,4.81434E-4,5.254689E-5,0.01220969,1.108448E-4,9.771921E-4,1.297881E-5,3.296878E-4,1.323732E-5,3.778594E-4,1.81294E-5,3.699241E-7,1.987568E-4,5.237076E-4,4.269639E-5,0.001721148,2.77231E-4,5.878865E-8,9.586388E-4,0.002956798,1.929504E-4,4.189478E-7,1.026306E-5,4.904654E-5,1.235932E-6,2.516499E-8,1.019067E-5,1.847026E-7,2.609266E-4,8.028563,6.460833E-5,455332.0,455332.0
5.633008E-6,15.96588,-6.607138E9,1514.29,1514.29,0.001031476,1.0,0.8103654,2.369327E-4,0.02817749,0.002236901,0.007259796,1.125577E-4,0.08405396,2.194411E-4,0.006249255,0.002564325,1.448748E-5,1.110648E-5,0.02863797,0.001103058,5.108656E-4,7.174254E-4,1.22575E-4,4.65386E-4,4.114434E-6,7.626028E-5,6.463843E-5,0.004892392,4.805165E-4,5.202324E-5,0.01220769,1.098851E-4,9.8151E-4,1.309973E-5,3.310262E-4,1.335498E-5,3.793876E-4,1.822882E-5,3.743991E-7,1.973139E-4,5.14318E-4,4.21531E-5,0.001716876,2.746098E-4,5.732219E-8,9.47844E-4,0.00295576,1.927974E-4,4.231119E-7,1.032293E-5,4.916477E-5,1.243481E-6,2.554421E-8,9.811599E-6,1.743065E-7,2.545167E-4,8.027739,6.460502E-5,455285.3,455285.3
5.710141E-6,15.96715,-6.4818E9,1514.168,1514.168,0.001031476,1.0,0.8101908,2.338788E-4,0.02829868,0.002206651,0.007260702,1.104062E-4,0.08421574,2.16743E-4,0.006283455,0.002558246,1.425827E-5,1.086758E-5,0.02862479,0.00109709,5.147754E-4,7.21498E-4,1.234546E-4,4.629777E-4,4.0107E-6,7.57365E-5,6.488565E-5,0.00486025,4.790645E-4,5.121191E-5,0.0122043,1.083945E-4,9.882655E-4,1.329045E-5,3.331272E-4,1.354064E-5,3.81781E-4,1.838507E-5,3.815105E-7,1.950566E-4,4.998362E-4,4.130676E-5,0.001710155,2.705181E-4,5.508486E-8,9.310432E-4,0.002954142,1.925565E-4,4.29696E-7,1.041691E-5,4.934819E-5,1.255354E-6,2.614845E-8,9.241329E-6,1.590621E-7,2.447168E-4,8.026457,6.459987E-5,455212.6,455212.6
5.720988E-6,15.96732,-6.464537E9,1514.152,1514.152,0.001031476,1.0,0.8101665,2.334556E-4,0.02831558,0.002202459,0.007260814,1.101089E-4,0.08423825,2.163683E-4,0.006288227,0.002557394,1.422655E-5,1.083463E-5,0.02862291,0.001096258,5.153223E-4,7.220675E-4,1.235773E-4,4.626411E-4,3.996405E-6,7.566329E-5,6.491996E-5,0.004855755,4.788605E-4,5.109955E-5,0.0122038,1.081877E-4,9.892075E-4,1.33172E-5,3.334209E-4,1.356668E-5,3.82115E-4,1.840692E-5,3.825128E-7,1.947419E-4,4.978372E-4,4.118912E-5,0.001709214,2.699486E-4,5.477835E-8,9.287092E-4,0.002953917,1.925227E-4,4.306207E-7,1.043005E-5,4.937361E-5,1.257015E-6,2.623377E-8,9.163976E-6,1.570314E-7,2.433723E-4,8.026279,6.459915E-5,455202.5,455202.5
5.79646E-6,15.96854,-6.346827E9,1514.035,1514.035,0.001031476,1.0,0.8099991,2.30553E-4,0.02843219,0.002173709,0.007261483,1.080759E-4,0.08439325,2.137932E-4,0.006321176,0.002551477,1.40093E-5,1.060974E-5,0.02860966,0.00109052,5.191073E-4,7.260077E-4,1.244239E-4,4.603132E-4,3.898921E-6,7.515715E-5,6.515564E-5,0.004824654,4.774421E-4,5.032954E-5,0.01220018,1.067682E-4,9.95706E-4,1.350271E-5,3.354512E-4,1.374738E-5,3.844206E-4,1.855814E-5,3.895015E-7,1.925709E-4,4.84182E-4,4.038008E-5,0.001702701,2.660256E-4,5.269982E-8,9.126656E-4,0.002952367,1.922889E-4,4.370468E-7,1.052091E-5,4.954796E-5,1.268519E-6,2.682977E-8,8.64451E-6,1.436312E-7,2.342421E-4,8.025055,6.459425E-5,455133.0,455133.1
5.858899E-6,15.96952,-6.252489E9,1513.941,1513.941,0.001031476,1.0,0.809863,2.28205E-4,0.02852742,0.002150456,0.007261903,1.064388E-4,0.08451942,2.117038E-4,0.006348109,0.002546602,1.383394E-5,1.042916E-5,0.02859849,0.001085837,5.22213E-4,7.292391E-4,1.251153E-4,4.584055E-4,3.820758E-6,7.474246E-5,6.53467E-5,0.004799147,4.762705E-4,4.970746E-5,0.012197,1.056185E-4,0.001001012,1.365547E-5,3.371149E-4,1.389626E-5,3.86305E-4,1.868218E-5,3.95303E-7,1.907988E-4,4.732071E-4,3.972292E-5,0.001697353,2.628311E-4,5.104837E-8,8.996423E-4,0.002951105,1.920965E-4,4.423525E-7,1.059537E-5,4.968897E-5,1.277964E-6,2.732591E-8,8.238121E-6,1.334367E-7,2.269722E-4,8.024061,6.459028E-5,455076.7,455076.7
5.87805E-6,15.96982,-6.224093E9,1513.912,1513.912,0.001031476,1.0,0.8098216,2.274944E-4,0.0285564,0.002143418,0.007262008,1.059447E-4,0.08455774,2.110703E-4,0.006356311,0.002545111,1.378093E-5,1.037475E-5,0.02859502,0.001084413,5.231609E-4,7.302252E-4,1.253257E-4,4.578236E-4,3.797223E-6,7.461601E-5,6.540461E-5,0.004791364,4.759116E-4,4.951932E-5,0.01219599,1.052702E-4,0.001002626,1.37022E-5,3.376222E-4,1.394181E-5,3.868789E-4,1.872004E-5,3.970861E-7,1.902595E-4,4.698985E-4,3.952355E-5,0.00169572,2.618606E-4,5.055386E-8,8.956927E-4,0.002950722,1.920377E-4,4.43978E-7,1.061808E-5,4.973163E-5,1.280848E-6,2.747864E-8,8.117561E-6,1.304625E-7,2.247926E-4,8.02376,6.458908E-5,455059.6,455059.6
5.898274E-6,15.97013,-6.194392E9,1513.882,1513.882,0.001031476,1.0,0.8097782,2.267488E-4,0.0285869,0.002136034,0.007262107,1.05427E-4,0.08459803,2.104049E-4,0.006364943,0.002543538,1.372534E-5,1.031778E-5,0.02859135,0.001082914,5.241596E-4,7.312639E-4,1.255472E-4,4.572108E-4,3.77259E-6,7.448284E-5,6.54654E-5,0.004783166,4.755327E-4,4.932199E-5,0.01219491,1.049047E-4,0.001004325,1.375148E-5,3.381566E-4,1.398986E-5,3.874828E-4,1.875992E-5,3.989708E-7,1.896923E-4,4.664335E-4,3.931413E-5,0.001693999,2.608403E-4,5.003764E-8,8.915445E-4,0.002950319,1.919758E-4,4.456935E-7,1.0642E-5,4.97764E-5,1.283887E-6,2.764021E-8,7.992273E-6,1.273964E-7,2.225159E-4,8.023443,6.458782E-5,455041.6,455041.6
5.932763E-6,15.97066,-6.144357E9,1513.831,1513.831,0.001031476,1.0,0.8097045,2.254887E-4,0.02863864,0.002123553,0.007262249,1.045534E-4,0.08466629,2.092791E-4,0.006379595,0.00254086,1.363147E-5,1.022176E-5,0.02858503,0.001080372,5.258572E-4,7.330291E-4,1.259228E-4,4.561697E-4,3.731099E-6,7.425663E-5,6.556823E-5,0.004769234,4.74887E-4,4.898863E-5,0.01219303,1.042865E-4,0.001007207,1.383536E-5,3.390643E-4,1.407166E-5,3.885078E-4,1.88277E-5,4.021891E-7,1.8873E-4,4.605924E-4,3.895964E-5,0.001691074,2.591113E-4,4.917132E-8,8.845237E-4,0.002949637,1.918704E-4,4.486167E-7,1.068263E-5,4.985205E-5,1.289053E-6,2.79164E-8,7.783322E-6,1.223393E-7,2.186922E-4,8.022907,6.458568E-5,455011.3,455011.3
5.982244E-6,15.9714,-6.073918E9,1513.759,1513.759,0.001031476,1.0,0.8095999,2.237048E-4,0.0287123,0.002105886,0.007262393,1.033203E-4,0.08476328,2.076826E-4,0.006400466,0.002537029,1.349876E-5,1.008642E-5,0.02857588,0.001076755,5.282808E-4,7.355486E-4,1.264576E-4,4.546845E-4,3.672667E-6,7.393399E-5,6.571399E-5,0.004749351,4.739617E-4,4.85171E-5,0.01219024,1.034108E-4,0.001011309,1.395536E-5,3.403591E-4,1.418874E-5,3.899677E-4,1.892446E-5,4.068158E-7,1.873606E-4,4.523573E-4,3.845671E-5,0.001686896,2.566544E-4,4.795812E-8,8.745654E-4,0.002948667,1.917197E-4,4.528055E-7,1.074061E-5,4.995911E-5,1.296433E-6,2.831408E-8,7.493453E-6,1.154405E-7,2.133309E-4,8.022147,6.458266E-5,454968.1,454968.1
6.091914E-6,15.97302,-5.923338E9,1513.601,1513.601,0.001031476,1.0,0.8093722,2.198506E-4,0.02887319,0.002067715,0.007262471,1.006698E-4,0.08497435,2.042218E-4,0.006446103,0.00252858,1.321268E-5,9.796365E-6,0.02855523,0.001068862,5.336033E-4,7.410782E-4,1.276254E-4,4.514279E-4,3.54764E-6,7.322685E-5,6.602965E-5,0.004705725,4.71916E-4,4.749985E-5,0.01218375,1.015162E-4,0.001020266,1.421989E-5,3.431979E-4,1.444701E-5,3.931596E-4,1.913688E-5,4.171098E-7,1.843716E-4,4.347037E-4,3.736574E-5,0.001677717,2.513072E-4,4.539003E-8,8.529691E-4,0.002946558,1.91388E-4,4.620681E-7,1.086773E-5,5.019026E-5,1.31265E-6,2.920154E-8,6.89087E-6,1.015493E-7,2.019569E-4,8.020497,6.457612E-5,454874.6,454874.6
6.195202E-6,15.9745,-5.788136E9,1513.455,1513.455,0.001031476,1.0,0.8091629,2.163409E-4,0.02902184,0.002032953,0.007262261,9.827284E-5,0.08516841,2.010569E-4,0.006488326,0.002520679,1.295294E-5,9.53502E-6,0.02853536,0.00106158,5.385558E-4,7.462193E-4,1.287039E-4,4.484042E-4,3.435237E-6,7.257068E-5,6.631798E-5,0.004665186,4.699963E-4,4.65754E-5,0.01217724,9.978785E-5,0.001028538,1.446725E-5,3.458334E-4,1.468876E-5,3.961119E-4,1.933442E-5,4.268534E-7,1.81613E-4,4.187986E-4,3.636739E-5,0.001669174,2.463917E-4,4.311442E-8,8.33208E-4,0.002944619,1.910784E-4,4.707645E-7,1.098578E-5,5.040047E-5,1.327754E-6,3.004479E-8,6.36976E-6,9.003962E-8,1.918493E-4,8.018986,6.457015E-5,454788.9,454788.9
6.207213E-6,15.97467,-5.772834E9,1513.439,1513.439,0.001031476,1.0,0.8091389,2.159402E-4,0.02903895,0.002028984,0.007262219,9.800016E-5,0.08519068,2.006947E-4,0.00649319,0.002519763,1.292333E-5,9.505345E-6,0.02853302,0.001060743,5.391279E-4,7.46813E-4,1.28828E-4,4.480553E-4,3.422483E-6,7.249499E-5,6.635095E-5,0.004660506,4.697736E-4,4.646996E-5,0.01217645,9.959031E-5,0.00102949,1.449591E-5,3.461375E-4,1.471678E-5,3.964519E-4,1.935723E-5,4.279895E-7,1.812958E-4,4.169931E-4,3.625311E-5,0.001668187,2.458275E-4,4.28584E-8,8.309458E-4,0.002944396,1.910426E-4,4.717741E-7,1.099941E-5,5.042445E-5,1.3295E-6,3.014331E-8,6.311911E-6,8.879158E-8,1.907105E-4,8.018813,6.456946E-5,454779.1,454779.1
6.271931E-6,15.97557,-5.691642E9,1513.35,1513.35,0.001031476,1.0,0.8090106,2.138065E-4,0.02913051,0.002007848,0.007261935,9.655203E-5,0.08530968,1.987634E-4,0.006519229,0.002514844,1.276584E-5,9.34794E-6,0.02852035,0.001056264,5.421978E-4,7.499973E-4,1.294918E-4,4.461847E-4,3.354903E-6,7.208931E-5,6.65267E-5,0.004635411,4.68575E-4,4.5909E-5,0.01217216,9.853799E-5,0.001034582,1.464989E-5,3.477679E-4,1.486741E-5,3.982723E-4,1.947962E-5,4.341222E-7,1.795986E-4,4.074189E-4,3.564372E-5,0.00166289,2.42814E-4,4.150863E-8,8.188818E-4,0.002943207,1.908502E-4,4.772079E-7,1.107245E-5,5.055206E-5,1.33887E-6,3.067584E-8,6.009622E-6,8.236927E-8,1.847006E-4,8.01789,6.456583E-5,454726.7,454726.7
6.397207E-6,15.97726,-5.540909E9,1513.181,1513.181,0.001031476,1.0,0.8087673,2.097954E-4,0.02930483,0.001968111,0.007261113,9.384617E-5,0.0855353,1.951202E-4,0.006568867,0.002505383,1.247052E-5,9.054663E-6,0.02849542,0.001047749,5.480789E-4,7.56093E-4,1.307548E-4,4.426086E-4,3.22924E-6,7.131422E-5,6.68579E-5,0.004587407,4.662636E-4,4.485645E-5,0.01216349,9.655705E-5,0.001044273,1.494608E-5,3.508847E-4,1.515743E-5,4.017413E-4,1.971394E-5,4.460449E-7,1.763713E-4,3.895974E-4,3.449413E-5,0.001652745,2.371037E-4,3.903132E-8,7.961139E-4,0.002940953,1.904807E-4,4.876972E-7,1.121211E-5,5.079151E-5,1.356834E-6,3.171444E-8,5.466734E-6,7.125938E-8,1.736452E-4,8.016144,6.455899E-5,454627.7,454627.7
6.410017E-6,15.97743,-5.52595E9,1513.164,1513.164,0.001031476,1.0,0.8087428,2.093939E-4,0.02932244,0.001964133,0.007261009,9.357656E-5,0.08555802,1.947547E-4,0.006573886,0.00250442,1.244102E-5,9.025499E-6,0.02849285,0.00104689,5.486757E-4,7.567113E-4,1.308824E-4,4.422462E-4,3.216759E-6,7.123571E-5,6.689111E-5,0.004582541,4.66028E-4,4.475125E-5,0.01216257,9.635859E-5,0.001045252,1.497622E-5,3.512005E-4,1.518697E-5,4.02092E-4,1.973771E-5,4.472679E-7,1.760456E-4,3.878268E-4,3.437879E-5,0.001651715,2.365289E-4,3.878773E-8,7.938287E-4,0.002940726,1.904431E-4,4.887676E-7,1.122627E-5,5.081544E-5,1.358658E-6,3.182121E-8,5.414216E-6,7.021455E-8,1.725564E-4,8.015969,6.45583E-5,454617.8,454617.8
6.534404E-6,15.97905,-5.384943E9,1513.0,1513.0,0.001031476,1.0,0.8085084,2.055754E-4,0.02949147,0.001926294,0.007259826,9.102317E-5,0.08577547,1.912696E-4,0.0066221,0.002495114,1.216086E-5,8.749804E-6,0.02846758,0.001038653,5.544293E-4,7.62668E-4,1.321053E-4,4.387583E-4,3.098954E-6,7.04805E-5,6.720748E-5,0.004535691,4.637465E-4,4.375202E-5,0.01215346,9.446922E-5,0.001054642,1.52676E-5,3.542406E-4,1.547272E-5,4.054601E-4,1.996674E-5,4.591801E-7,1.729225E-4,3.711086E-4,3.327949E-5,0.001641794,2.310313E-4,3.651006E-8,7.720358E-4,0.002938554,1.900803E-4,4.991408E-7,1.136253E-5,5.104267E-5,1.376252E-6,3.286347E-8,4.93078E-6,6.084913E-8,1.623605E-4,8.014294,6.455177E-5,454522.8,454522.8
6.548842E-6,15.97923,-5.369053E9,1512.982,1512.982,0.001031476,1.0,0.8084816,2.051414E-4,0.02951086,0.001921992,0.007259668,9.073424E-5,0.08580034,1.908725E-4,0.006627636,0.002494039,1.212908E-5,8.718664E-6,0.02846462,0.001037709,5.550922E-4,7.633539E-4,1.322455E-4,4.383571E-4,3.085666E-6,7.039366E-5,6.72435E-5,0.0045303,4.634825E-4,4.363861E-5,0.01215237,9.425429E-5,0.001055718,1.530126E-5,3.545903E-4,1.550576E-5,4.058468E-4,1.999312E-5,4.605671E-7,1.725646E-4,3.692229E-4,3.31543E-5,0.001640651,2.30403E-4,3.62557E-8,7.695524E-4,0.002938306,1.900385E-4,5.003425E-7,1.137821E-5,5.106845E-5,1.378281E-6,3.298508E-8,4.87767E-6,5.984874E-8,1.612201E-4,8.014103,6.455102E-5,454511.9,454512.0
6.606168E-6,15.97995,-5.306946E9,1512.908,1512.908,0.001031476,1.0,0.8083759,2.034367E-4,0.02958738,0.001905096,0.007259003,8.960198E-5,0.08589833,1.893112E-4,0.006649491,0.002489781,1.200434E-5,8.596742E-6,0.02845282,0.001033987,5.577146E-4,7.660664E-4,1.327985E-4,4.367712E-4,3.033681E-6,7.005056E-5,6.738508E-5,0.004508989,4.624361E-4,4.319351E-5,0.012148,9.340972E-5,0.001059967,1.543461E-5,3.559727E-4,1.563669E-5,4.073731E-4,2.009743E-5,4.660829E-7,1.71153E-4,3.618452E-4,3.266211E-5,0.001636131,2.279282E-4,3.526563E-8,7.597851E-4,0.002937327,1.898727E-4,5.051087E-7,1.144017E-5,5.11696E-5,1.386306E-6,3.346924E-8,4.672669E-6,5.604167E-8,1.567783E-4,8.013351,6.45481E-5,454469.3,454469.3
6.630489E-6,15.98026,-5.281053E9,1512.877,1512.877,0.001031476,1.0,0.8083315,2.027223E-4,0.02961962,0.001898014,0.007258701,8.912863E-5,0.08593955,1.886559E-4,0.006658706,0.00248798,1.19521E-5,8.545822E-6,0.02844779,0.001032419,5.588225E-4,7.672119E-4,1.330314E-4,4.361018E-4,3.011986E-6,6.99058E-5,6.744447E-5,0.004499994,4.619929E-4,4.300711E-5,0.01214613,9.305557E-5,0.001061757,1.549103E-5,3.565562E-4,1.569212E-5,4.080164E-4,2.014148E-5,4.684273E-7,1.705586E-4,3.587669E-4,3.245561E-5,0.001634222,2.268876E-4,3.485489E-8,7.556853E-4,0.002936916,1.898026E-4,5.071285E-7,1.146633E-5,5.121194E-5,1.389698E-6,3.367527E-8,4.588429E-6,5.450236E-8,1.54934E-4,8.013035,6.454688E-5,454451.4,454451.4
6.687596E-6,15.98096,-5.221266E9,1512.805,1512.805,0.001031476,1.0,0.808228,2.01065E-4,0.02969482,0.001881584,0.00725795,8.803351E-5,0.08603552,1.87134E-4,0.006680205,0.002483762,1.183107E-5,8.428126E-6,0.02843591,0.001028767,5.614129E-4,7.698893E-4,1.335742E-4,4.345383E-4,2.961886E-6,6.956776E-5,6.758237E-5,0.004478978,4.609545E-4,4.257513E-5,0.01214166,9.22337E-5,0.001065929,1.562315E-5,3.579192E-4,1.582196E-5,4.095174E-4,2.024446E-5,4.739418E-7,1.691734E-4,3.51659E-4,3.197618E-5,0.00162976,2.244665E-4,3.391183E-8,7.461619E-4,0.002935958,1.896386E-4,5.118653E-7,1.152744E-5,5.131003E-5,1.39763E-6,3.416048E-8,4.39686E-6,5.105778E-8,1.506963E-4,8.0123,6.454403E-5,454409.7,454409.7
6.792829E-6,15.98223,-5.114774E9,1512.675,1512.675,0.001031476,1.0,0.8080405,1.980833E-4,0.02983155,0.001852017,0.007256415,8.607304E-5,0.08620943,1.843888E-4,0.006719337,0.002476034,1.161371E-5,8.217808E-6,0.02841383,0.001022136,5.661472E-4,7.74779E-4,1.345602E-4,4.316862E-4,2.872503E-6,6.895156E-5,6.783089E-5,0.004440637,4.590485E-4,4.17992E-5,0.01213322,9.07536E-5,0.001073514,1.586531E-5,3.604058E-4,1.606019E-5,4.122486E-4,2.043253E-5,4.841397E-7,1.666581E-4,3.389853E-4,3.11121E-5,0.00162161,2.200837E-4,3.224888E-8,7.289793E-4,0.002934221,1.893382E-4,5.20574E-7,1.163894E-5,5.148604E-5,1.412137E-6,3.505983E-8,4.065375E-6,4.528321E-8,1.432122E-4,8.010972,6.453891E-5,454334.3,454334.4
6.811116E-6,15.98245,-5.096746E9,1512.652,1512.652,0.001031476,1.0,0.8080083,1.975746E-4,0.02985507,0.001846971,0.007256129,8.573984E-5,0.08623927,1.839195E-4,0.006726073,0.002474697,1.157667E-5,8.182109E-6,0.02840997,0.001020997,5.669648E-4,7.75623E-4,1.347296E-4,4.311944E-4,2.857349E-6,6.884536E-5,6.787335E-5,0.004434025,4.587183E-4,4.166699E-5,0.01213173,9.050089E-5,0.001074818,1.590722E-5,3.608346E-4,1.610145E-5,4.127187E-4,2.046499E-5,4.859167E-7,1.66226E-4,3.368381E-4,3.09645E-5,0.001620203,2.193324E-4,3.196952E-8,7.260414E-4,0.002933923,1.892862E-4,5.220847E-7,1.165816E-5,5.151601E-5,1.414644E-6,3.52168E-8,4.010506E-6,4.435084E-8,1.419536E-4,8.010744,6.453803E-5,454321.4,454321.5
6.972075E-6,15.98431,-4.943742E9,1512.458,1512.458,0.001031476,1.0,0.8077302,1.932112E-4,0.03005915,0.001803681,0.007253374,8.289769E-5,0.08649721,1.79884E-4,0.006784583,0.002463003,1.125966E-5,7.878135E-6,0.0283757,0.00101113,5.740977E-4,7.829793E-4,1.361974E-4,4.269133E-4,2.728563E-6,6.792167E-5,6.823813E-5,0.004376459,4.558254E-4,4.053516E-5,0.01211827,8.833151E-5,0.001086126,1.627395E-5,3.64568E-4,1.646291E-5,4.168001E-4,2.074796E-5,5.01617E-7,1.624827E-4,3.186085E-4,2.969683E-5,0.001607942,2.128477E-4,2.962553E-8,7.007722E-4,0.002931349,1.888321E-4,5.35348E-7,1.18256E-5,5.177211E-5,1.436524E-6,3.660708E-8,3.559584E-6,3.694643E-8,1.313772E-4,8.008782,6.453051E-5,454210.2,454210.2
