Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_IC3H7_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_NC4H10_Soln#14 (),Mole_fraction_PC4H9_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H5_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M3_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_NC6H12_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_INDENE_Soln#14 (),Mole_fraction_C12H8_Soln#14 (),Mole_fraction_C14H10_Soln#14 (),Mole_fraction_BIN1B_Soln#14 (),Mole_fraction_NC12H26_Soln#14 (),Mole_fraction_NC16H34_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
0.0,15.7,-4.95463E12,1650.0,1650.0,0.001093989,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.968085E-5,535064.1,535064.1
6.021379E-12,15.69996,-4.999859E12,1649.994,1649.994,0.001093989,1.0,0.9514587,1.711203E-9,5.246069E-15,1.801656E-9,5.232208E-13,1.743549E-7,4.823995E-9,2.53027E-12,1.982161E-15,2.65026E-13,3.448605E-12,1.739507E-7,6.776756E-9,2.344617E-7,5.702177E-15,1.304214E-13,4.889599E-18,1.561559E-13,1.747888E-7,3.175566E-25,5.466818E-25,3.113813E-9,6.989582E-14,2.343927E-7,5.802923E-11,6.648814E-21,4.138498E-19,2.031347E-19,3.563795E-16,3.319164E-26,8.54417E-23,3.114065E-28,1.025122E-17,2.691771E-9,2.588062E-20,1.627138E-16,6.232151E-10,1.939218E-9,0.004081003,1.282801E-10,6.265325E-32,3.518375E-23,1.572526E-16,3.222096E-28,5.684443E-45,2.616199E-21,1.350716E-38,0.01103291,0.006639541,0.02678527,9.434413,6.968103E-5,535063.4,535063.4
1.903994E-10,15.69878,-6.058154E12,1649.775,1649.775,0.001093989,1.0,0.9514041,1.359763E-6,1.403574E-10,1.533209E-6,7.23725E-10,8.555335E-6,4.034234E-6,2.659187E-9,2.54105E-12,3.536796E-10,4.590148E-9,8.117426E-6,5.729424E-6,7.401465E-6,5.99488E-12,1.304381E-10,1.189449E-13,2.200981E-10,8.721482E-6,9.727702E-18,1.135248E-17,2.605385E-6,7.606908E-11,7.333011E-6,5.765936E-8,5.209186E-16,2.942904E-15,2.023746E-16,6.937113E-12,2.340758E-20,6.763804E-17,2.12351E-22,6.838101E-13,2.247391E-6,2.052042E-14,4.597527E-11,5.067941E-7,1.602936E-6,0.004080765,4.081591E-9,6.974953E-26,1.388185E-18,2.17514E-13,3.521423E-22,1.037327E-34,4.088165E-18,1.441904E-32,0.01101925,0.006627017,0.02677045,9.433872,6.968627E-5,535032.7,535032.7
8.714435E-10,15.69474,-7.256006E12,1648.781,1648.781,0.001093989,1.0,0.9510756,1.761931E-5,9.159469E-9,1.952674E-5,2.468575E-8,6.589876E-5,4.979404E-5,6.323453E-8,9.817792E-11,1.144214E-8,1.454132E-7,5.777615E-5,7.131447E-5,3.366183E-5,1.381288E-10,2.726995E-9,8.968408E-12,7.267077E-9,6.274828E-5,1.903154E-14,9.617284E-15,3.182871E-5,1.870082E-9,3.227867E-5,1.182484E-6,4.161436E-13,2.509549E-13,4.180875E-15,4.547739E-10,7.217558E-18,2.088868E-14,8.083874E-20,1.849439E-10,2.727009E-5,5.817163E-12,9.161072E-9,5.860123E-6,1.904553E-5,0.004079338,2.044229E-8,5.181401E-23,2.049235E-16,7.417752E-12,2.503548E-19,3.396148E-30,5.148921E-16,2.227222E-29,0.0109679,0.00658046,0.02672023,9.430614,6.97042E-5,534847.9,534847.9
2.56607E-9,15.68513,-7.248908E12,1646.148,1646.148,0.001093989,1.0,0.9501391,7.485944E-5,1.233171E-7,7.9147E-5,2.810389E-7,2.387716E-4,2.024554E-4,6.197762E-7,1.910203E-9,1.290605E-7,1.527919E-6,1.947971E-4,2.76698E-4,9.759116E-5,1.258545E-9,2.33508E-8,1.624747E-10,7.918626E-8,2.065155E-4,2.662327E-12,5.242886E-13,1.22314E-4,1.845331E-8,8.666121E-5,9.640705E-6,4.153793E-11,5.849913E-12,3.536613E-14,6.331144E-9,3.32704E-16,1.223581E-12,5.416022E-18,7.57904E-9,1.039048E-4,2.086393E-10,1.936498E-7,2.183508E-5,7.183346E-5,0.00407524,8.133177E-8,8.211648E-21,6.857301E-15,8.437293E-11,2.782812E-17,5.24767E-27,2.053927E-14,1.124497E-26,0.01084267,0.00646792,0.02660096,9.421319,6.97469E-5,534320.8,534320.8
6.637659E-9,15.66329,-6.833802E12,1640.052,1640.052,0.001093989,1.0,0.9479486,2.36389E-4,9.846926E-7,2.325004E-4,2.070981E-6,6.504724E-4,6.209263E-4,4.092292E-6,2.98794E-8,1.012482E-6,1.000789E-5,4.769984E-4,7.418913E-4,2.434223E-4,8.239814E-9,1.510499E-7,1.905494E-9,5.766159E-7,4.865328E-4,1.449906E-10,1.152885E-11,3.264955E-4,1.395716E-7,1.832366E-4,5.508E-5,1.900089E-9,8.545497E-11,2.436764E-13,5.382247E-8,1.028466E-14,5.463576E-11,2.173253E-16,1.438021E-7,2.742126E-4,3.640045E-9,1.875203E-6,5.750296E-5,1.906279E-4,0.0040654,3.691247E-7,8.630042E-19,1.363889E-13,6.203451E-10,1.597E-15,4.785836E-24,4.502184E-13,3.598052E-24,0.01056337,0.006219714,0.02632483,9.399521,6.984415E-5,533084.5,533084.5
2.525064E-8,15.58379,-5.209566E12,1616.395,1616.395,0.001093989,1.0,0.9391971,0.001035325,1.669767E-5,0.001070005,2.86743E-5,0.002241576,0.003046871,3.81339E-5,1.240652E-6,1.915961E-5,9.202419E-5,0.00116747,0.002450848,7.889931E-4,1.053657E-7,1.924862E-6,4.414863E-8,8.8683E-6,0.001020231,2.789843E-8,7.254407E-10,0.001055562,2.635057E-6,3.492165E-4,4.41277E-4,2.662097E-7,3.900658E-9,8.05812E-12,9.483622E-7,1.832592E-12,1.203275E-8,3.08413E-14,5.673244E-6,8.626284E-4,1.380413E-7,3.403043E-5,1.808555E-4,6.269734E-4,0.004020939,4.497015E-6,7.850277E-16,1.319933E-11,8.593605E-9,6.854674E-13,2.48468E-19,2.820673E-11,1.277324E-20,0.009563434,0.00536361,0.02518952,9.311197,7.020046E-5,528075.3,528075.3
5.289774E-8,15.5115,-3.597705E12,1590.894,1590.894,0.001093989,1.0,0.9291885,0.001789527,8.228127E-5,0.002642725,1.060088E-4,0.003533095,0.007024568,1.109746E-4,8.752637E-6,9.066157E-5,2.148874E-4,0.001358557,0.004342417,0.00130677,4.566514E-7,7.171465E-6,1.847206E-7,3.800103E-5,9.803332E-4,4.091897E-7,7.813672E-9,0.001783083,1.233946E-5,3.930113E-4,0.00106607,2.586927E-6,5.096804E-8,8.123128E-11,3.896756E-6,2.968827E-11,1.793903E-7,4.53579E-13,2.941927E-5,0.001453316,8.571384E-7,1.361225E-4,2.959219E-4,0.001111167,0.003957257,1.681543E-5,6.211072E-14,2.755239E-10,3.425881E-8,2.633321E-11,1.055546E-16,2.33688E-10,9.508641E-19,0.008547401,0.004547367,0.02374205,9.207012,7.052763E-5,522166.6,522166.6
5.438295E-8,15.50872,-3.531103E12,1589.768,1589.768,0.001093989,1.0,0.9287292,0.001813565,8.737075E-5,0.002733393,1.10947E-4,0.003571422,0.00723204,1.153218E-4,9.40087E-6,9.568301E-5,2.201116E-4,0.001356786,0.004431347,0.001326721,4.834189E-7,7.513495E-6,1.940016E-7,3.999529E-5,9.703943E-4,4.500607E-7,8.559259E-9,0.00181472,1.301807E-5,3.93943E-4,0.001097602,2.789986E-6,5.630408E-8,8.830192E-11,4.089259E-6,3.279603E-11,1.968023E-7,5.029744E-13,3.103205E-5,0.00147986,9.15818E-7,1.426192E-4,3.007153E-4,0.00113372,0.003953994,1.758613E-5,7.360631E-14,3.093219E-10,3.611226E-8,3.00459E-11,1.307194E-16,2.518498E-10,1.110095E-18,0.008502526,0.004512555,0.02367058,9.202147,7.054029E-5,521890.7,521890.7
5.763361E-8,15.50293,-3.391028E12,1587.375,1587.375,0.001093989,1.0,0.9277475,0.001861281,9.907529E-5,0.002932561,1.219447E-4,0.003646469,0.007681884,1.249238E-4,1.091325E-5,1.069862E-4,2.310045E-4,0.001350609,0.004622497,0.00136806,5.449359E-7,8.277465E-6,2.147948E-7,4.44691E-5,9.478437E-4,5.485608E-7,1.036454E-8,0.001881955,1.454487E-5,3.95778E-4,0.001165748,3.260724E-6,6.934077E-8,1.050391E-10,4.51824E-6,4.03545E-11,2.383982E-7,6.253976E-13,3.462891E-5,0.001536601,1.051657E-6,1.570306E-4,3.108396E-4,0.001182065,0.003946926,1.929104E-5,1.050248E-13,3.938942E-10,4.036153E-8,3.951921E-11,2.037849E-16,2.942663E-10,1.532828E-18,0.00840695,0.004438754,0.02351625,9.191725,7.056662E-5,521299.6,521299.6
6.211727E-8,15.4956,-3.209917E12,1584.228,1584.228,0.001093989,1.0,0.9264443,0.00191682,1.164859E-4,0.003208018,1.374985E-4,0.003731493,0.008292129,1.383192E-4,1.321149E-5,1.23217E-4,2.44829E-4,0.001337696,0.004878703,0.001420115,6.363962E-7,9.362473E-6,2.44497E-7,5.085811E-5,9.155822E-4,7.056412E-7,1.327363E-8,0.001970471,1.67356E-5,3.979207E-4,0.001257785,3.967045E-6,9.05891E-8,1.31017E-10,5.124847E-6,5.259534E-11,3.037666E-7,8.303926E-13,3.97121E-5,0.001612004,1.255748E-6,1.772579E-4,3.240352E-4,0.001246548,0.003937349,2.167311E-5,1.658149E-13,5.368096E-10,4.66786E-8,5.598195E-11,3.581687E-16,3.58774E-10,2.315053E-18,0.008280706,0.004341982,0.02330796,9.177841,7.060002E-5,520512.2,520512.2
6.648884E-8,15.48911,-3.045833E12,1581.319,1581.319,0.001093989,1.0,0.9252271,0.001960596,1.348593E-4,0.003476182,1.530369E-4,0.003795761,0.00887495,1.514823E-4,1.568962E-5,1.396673E-4,2.570088E-4,0.0013212,0.005120709,0.001465732,7.329203E-7,1.04506E-5,2.745192E-7,5.729272E-5,8.835795E-4,8.835193E-7,1.661884E-8,0.002052457,1.895398E-5,3.996557E-4,0.001345344,4.715775E-6,1.15239E-7,1.596305E-10,5.729816E-6,6.671587E-11,3.765505E-7,1.076754E-12,4.476558E-5,0.001682573,1.473401E-6,1.972591E-4,3.361184E-4,0.001307078,0.003928212,2.40161E-5,2.50223E-13,7.088995E-10,5.338101E-8,7.634933E-11,5.920534E-16,4.28327E-10,3.351918E-18,0.008163374,0.004252761,0.02310991,9.164827,7.06296E-5,519774.1,519774.1
7.09725E-8,15.48306,-2.889322E12,1578.487,1578.487,0.001093989,1.0,0.9240301,0.001996046,1.551127E-4,0.00374953,1.693026E-4,0.003844712,0.009459647,1.650164E-4,1.847338E-5,1.570871E-4,2.682276E-4,0.001301205,0.005361433,0.001507685,8.393833E-7,1.159279E-5,3.063228E-7,6.406227E-5,8.508208E-4,1.092225E-6,2.061702E-8,0.002132515,2.130091E-5,4.011357E-4,0.001432945,5.540961E-6,1.448504E-7,1.923945E-10,6.361048E-6,8.361562E-11,4.605242E-7,1.384661E-12,5.000961E-5,0.001752155,1.715671E-6,2.179514E-4,3.477843E-4,0.00136688,0.003919053,2.642695E-5,3.69981E-13,9.227091E-10,6.085285E-8,1.02244E-10,9.505588E-16,5.063996E-10,4.762111E-18,0.00804846,0.004166043,0.02291182,9.151987,7.065716E-5,519045.9,519045.9
7.484669E-8,15.4783,-2.76295E12,1576.157,1576.157,0.001093989,1.0,0.9230352,0.002019851,1.737379E-4,0.003983452,1.835893E-4,0.003874725,0.009953922,1.766854E-4,2.107375E-5,1.725188E-4,2.769352E-4,0.001282012,0.005563668,0.001540312,9.373729E-7,1.259765E-5,3.345743E-7,7.002098E-5,8.229211E-4,1.29448E-6,2.456839E-8,0.002198681,2.337805E-5,4.022055E-4,0.001506874,6.297169E-6,1.741744E-7,2.23518E-10,6.913116E-6,1.003229E-10,5.406508E-7,1.702074E-12,5.456417E-5,0.001810152,1.940383E-6,2.359038E-4,3.573231E-4,0.001416777,0.003911316,2.850766E-5,5.070884E-13,1.140609E-9,6.782843E-8,1.291305E-10,1.388557E-15,5.792495E-10,6.319748E-18,0.007953264,0.004094699,0.02274467,9.141285,7.06789E-5,518438.9,518438.9
7.790907E-8,15.47481,-2.66847E12,1574.386,1574.386,0.001093989,1.0,0.9222734,0.002034673,1.891816E-4,0.004166403,1.950164E-4,0.003891239,0.01033735,1.858639E-4,2.325509E-5,1.8493E-4,2.832041E-4,0.001265875,0.005719921,0.001563904,1.018698E-6,1.340185E-5,3.573827E-7,7.478697E-5,8.012856E-4,1.468917E-6,2.803688E-8,0.002249153,2.504726E-5,4.029296E-4,0.001564179,6.921174E-6,1.999153E-7,2.499778E-10,7.352757E-6,1.149872E-10,6.088996E-7,1.990607E-12,5.816617E-5,0.001854679,2.127969E-6,2.501054E-4,3.64535E-4,0.0014551,0.003905319,3.014637E-5,6.418051E-13,1.336098E-9,7.37019E-8,1.535819E-10,1.840679E-15,6.40295E-10,7.809411E-18,0.007880529,0.004040489,0.02261512,9.133072,7.069483E-5,517973.2,517973.2
8.164103E-8,15.47087,-2.559374E12,1572.308,1572.308,0.001093989,1.0,0.9213728,0.002048468,2.088428E-4,0.004386568,2.090848E-4,0.003903633,0.0107959,1.969655E-4,2.606067E-5,2.002723E-4,2.901483E-4,0.001245327,0.005906216,0.001590217,1.122338E-6,1.439183E-5,3.857178E-7,8.064549E-5,7.755405E-4,1.698972E-6,3.269625E-8,0.002308624,2.710898E-5,4.036803E-4,0.001632689,7.710661E-6,2.344505E-7,2.84452E-10,7.891328E-6,1.346835E-10,6.978483E-7,2.391746E-12,6.254485E-5,0.001907445,2.368285E-6,2.673897E-4,3.729594E-4,0.001500515,0.003898151,3.213203E-5,8.426027E-13,1.603626E-9,8.130945E-8,1.874465E-10,2.545965E-15,7.187221E-10,9.976108E-18,0.007794716,0.003976863,0.02246025,9.123346,7.071285E-5,517421.5,517421.5
8.464256E-8,15.46793,-2.47616E12,1570.699,1570.699,0.001093989,1.0,0.9206697,0.002056503,2.253098E-4,0.004561123,2.205022E-4,0.003908032,0.01115776,2.058078E-4,2.843202E-5,2.127602E-4,2.952068E-4,0.001228268,0.006052881,0.001609566,1.209236E-6,1.519473E-5,4.089169E-7,8.538665E-5,7.553942E-4,1.89793E-6,3.680273E-8,0.002354933,2.878571E-5,4.041871E-4,0.001686758,8.367128E-6,2.648211E-7,3.139632E-10,8.326021E-6,1.520417E-10,7.739147E-7,2.757326E-12,6.604947E-5,0.001948741,2.570757E-6,2.812508E-4,3.794626E-4,0.001536051,0.003892499,3.371736E-5,1.03734E-12,1.843182E-9,8.780125E-8,2.180938E-10,3.259043E-15,7.849363E-10,1.203185E-17,0.007727832,0.003927521,0.02233805,9.11574,7.072631E-5,516990.2,516990.2
8.738308E-8,15.46541,-2.403505E12,1569.274,1569.274,0.001093989,1.0,0.9200436,0.002061694,2.408414E-4,0.004718345,2.309995E-4,0.003908129,0.01148277,2.138001E-4,3.068455E-5,2.242604E-4,2.994362E-4,0.001212388,0.006184413,0.001625912,1.291281E-6,1.593212E-5,4.304035E-7,8.973077E-5,7.374706E-4,2.090392E-6,4.084202E-8,0.002396097,3.032872E-5,4.045794E-4,0.001735337,8.982043E-6,2.946189E-7,3.423035E-10,8.723635E-6,1.691181E-10,8.468245E-7,3.127254E-12,6.923057E-5,0.001985592,2.762654E-6,2.938604E-4,3.852008E-4,0.001567749,0.003887425,3.515402E-5,1.244231E-12,2.08162E-9,9.402985E-8,2.4885E-10,4.042546E-15,8.477725E-10,1.417866E-17,0.007668343,0.003883815,0.02222827,9.108957,7.073784E-5,516605.5,516605.5
9.090661E-8,15.46238,-2.314495E12,1567.503,1567.503,0.001093989,1.0,0.9192599,0.002065661,2.614889E-4,0.00491723,2.445892E-4,0.003903285,0.01189315,2.239455E-4,3.37001E-5,2.391622E-4,3.04356E-4,0.001191671,0.006350295,0.001645197,1.400479E-6,1.688517E-5,4.584381E-7,9.532792E-5,7.151189E-4,2.352881E-6,4.645538E-8,0.002447542,3.232654E-5,4.049911E-4,0.001796718,9.792832E-6,3.358895E-7,3.807065E-10,9.235294E-6,1.928589E-10,9.453144E-7,3.657335E-12,7.328771E-5,0.002031817,3.019057E-6,3.099903E-4,3.923146E-4,0.00160749,0.003881024,3.6984E-5,1.555637E-12,2.416729E-9,1.024747E-7,2.924328E-10,5.263952E-15,9.318087E-10,1.735449E-17,0.007593966,0.00382941,0.02208959,9.100455,7.075167E-5,516123.3,516123.3
9.585969E-8,15.45852,-2.197186E12,1565.122,1565.122,0.001093989,1.0,0.9181966,0.002066721,2.917604E-4,0.005190163,2.638524E-4,0.003888134,0.01245598,2.379244E-4,3.815862E-5,2.60284E-4,3.103491E-4,0.001162234,0.006577571,0.001669269,1.560846E-6,1.823202E-5,4.985848E-7,1.031986E-4,6.850594E-4,2.750071E-6,5.517396E-8,0.002517231,3.51553E-5,4.054056E-4,0.001881007,1.096743E-5,3.99649E-7,4.384505E-10,9.954222E-6,2.29775E-10,1.092544E-6,4.514917E-12,7.891565E-5,0.002094694,3.397433E-6,3.324731E-4,4.018458E-4,0.001661497,0.003872256,3.951996E-5,2.090794E-12,2.943941E-9,1.152069E-7,3.616887E-10,7.459183E-15,1.055896E-9,2.269841E-17,0.007493201,0.003756126,0.02189921,9.088902,7.076935E-5,515468.1,515468.1
9.997761E-8,15.45562,-2.106093E12,1563.233,1563.233,0.001093989,1.0,0.917345,0.002064154,3.179932E-4,0.005410797,2.799954E-4,0.003869126,0.01291165,2.492651E-4,4.205258E-5,2.779576E-4,3.145709E-4,0.001137686,0.006761489,0.001686817,1.700084E-6,1.935608E-5,5.32581E-7,1.09727E-4,6.612958E-4,3.104859E-6,6.318566E-8,0.002572998,3.751971E-5,4.056149E-4,0.001949367,1.197163E-5,4.578665E-7,4.898288E-10,1.055066E-5,2.637664E-10,1.222495E-6,5.336877E-12,8.351724E-5,0.002145184,3.727482E-6,3.509664E-4,4.093833E-4,0.001704815,0.003865166,4.159279E-5,2.633812E-12,3.433811E-9,1.265868E-7,4.26647E-10,9.787101E-15,1.164133E-9,2.801596E-17,0.00741259,0.003697847,0.02174488,9.079634,7.078262E-5,514942.5,514942.5
1.04864E-7,15.45252,-2.004961E12,1561.091,1561.091,0.001093989,1.0,0.9163703,0.002057701,3.503183E-4,0.005664841,2.992858E-4,0.00384019,0.01343824,2.623583E-4,4.688266E-5,2.990141E-4,3.187593E-4,0.00110869,0.006974068,0.001705022,1.872007E-6,2.069262E-5,5.736046E-7,1.174358E-4,6.345354E-4,3.553947E-6,7.362309E-8,0.002636815,4.033392E-5,4.057164E-4,0.002028535,1.319172E-5,5.331866E-7,5.548044E-10,1.125581E-5,3.081818E-10,1.385225E-6,6.452335E-12,8.887558E-5,0.002203095,4.136663E-6,3.726469E-4,4.179076E-4,0.001754442,0.003856985,4.400751E-5,3.409106E-12,4.077573E-9,1.410599E-7,5.127197E-10,1.325169E-14,1.298237E-9,3.548056E-17,0.007320417,0.003631585,0.02156624,9.069013,7.079682E-5,514340.1,514340.1
1.101495E-7,15.44954,-1.90337E12,1558.888,1558.888,0.001093989,1.0,0.9153572,0.002047273,3.866727E-4,0.005929825,3.203007E-4,0.003802382,0.0139911,2.760444E-4,5.234901E-5,3.218406E-4,3.223744E-4,0.0010777,0.007197407,0.001721838,2.065832E-6,2.213907E-5,6.187606E-7,1.257066E-4,6.073077E-4,4.072792E-6,8.608557E-8,0.002703188,4.338171E-5,4.056612E-4,0.002111881,1.454155E-5,6.223806E-7,6.300456E-10,1.201431E-5,3.614574E-10,1.571207E-6,7.844822E-12,9.453699E-5,0.002263409,4.599803E-6,3.957476E-4,4.266553E-4,0.001806058,0.003848411,4.656181E-5,4.4275E-12,4.852016E-9,1.579373E-7,6.17117E-10,1.800725E-14,1.449836E-9,4.51268E-17,0.007224687,0.003563192,0.02137829,9.057959,7.081046E-5,513713.2,513713.2
1.192502E-7,15.44523,-1.745395E12,1555.347,1555.347,0.001093989,1.0,0.9137049,0.002022872,4.524116E-4,0.006361577,3.568061E-4,0.003725029,0.01490395,2.983719E-4,6.230238E-5,3.611149E-4,3.266348E-4,0.001025769,0.007566838,0.001744727,2.417631E-6,2.46244E-5,6.982537E-7,1.397256E-4,5.64412E-4,5.041991E-6,1.104973E-7,0.002811645,4.862006E-5,4.052079E-4,0.002250107,1.692498E-5,7.949749E-7,7.71905E-10,1.330713E-5,4.667483E-10,1.914177E-6,1.074278E-11,1.039353E-4,0.002361945,5.444195E-6,4.346034E-4,4.406804E-4,0.001890227,0.003834292,5.08139E-5,6.684623E-12,6.379784E-9,1.900764E-7,8.251165E-10,2.918669E-14,1.725508E-9,6.610702E-17,0.00706871,0.003452675,0.02106691,9.039906,7.083023E-5,512689.3,512689.3
1.228268E-7,15.44379,-1.688589E12,1554.035,1554.035,0.001093989,1.0,0.9130852,0.002011568,4.792624E-4,0.006522702,3.712544E-4,0.003691354,0.01524975,3.06702E-4,6.638674E-5,3.764996E-4,3.277063E-4,0.00100597,0.007707079,0.001751887,2.561821E-6,2.559752E-5,7.300526E-7,1.45144E-4,5.488565E-4,5.44754E-6,1.211406E-7,0.002852433,5.067079E-5,4.049185E-4,0.002302694,1.787824E-5,8.694343E-7,8.320082E-10,1.381E-5,5.130891E-10,2.056375E-6,1.206979E-11,1.075038E-4,0.002398934,5.791328E-6,4.495425E-4,4.458658E-4,0.001921776,0.003828956,5.243362E-5,7.767094E-12,7.048394E-9,2.038009E-7,9.168106E-10,3.479923E-14,1.838522E-9,7.604221E-17,0.00701024,0.003411539,0.02094857,9.033129,7.083685E-5,512305.0,512305.0
1.283793E-7,15.4418,-1.605707E12,1552.082,1552.082,0.001093989,1.0,0.9121539,0.001992597,5.219967E-4,0.006763293,3.93788E-4,0.00363636,0.01577276,3.191257E-4,7.290335E-5,4.002866E-4,3.287767E-4,9.760096E-4,0.007919568,0.001761219,2.791922E-6,2.710234E-5,7.799914E-7,1.534405E-4,5.260667E-4,6.102678E-6,1.388608E-7,0.002913886,5.384096E-5,4.043585E-4,0.002382488,1.937251E-5,9.924543E-7,9.302946E-10,1.458425E-5,5.908844E-10,2.284878E-6,1.435665E-11,1.129018E-4,0.002454524,6.346156E-6,4.723544E-4,4.535834E-4,0.001969148,0.003820903,5.489041E-5,9.690063E-12,8.163132E-9,2.263537E-7,1.070394E-9,4.510032E-14,2.018736E-9,9.356091E-17,0.006922387,0.003350032,0.02076914,9.022939,7.084597E-5,511727.0,511727.0
1.337753E-7,15.44014,-1.530852E12,1550.275,1550.275,0.001093989,1.0,0.9112826,0.001972876,5.646764E-4,0.006986091,4.158E-4,0.003580479,0.01626552,3.306034E-4,7.942613E-5,4.232593E-4,3.291935E-4,9.47852E-4,0.008120243,0.001768427,3.022504E-6,2.855659E-5,8.291491E-7,1.613598E-4,5.054105E-4,6.767222E-6,1.574944E-7,0.002971579,5.690283E-5,4.036974E-4,0.002457972,2.08381E-5,1.120657E-6,1.031737E-9,1.532882E-5,6.735999E-10,2.515508E-6,1.685801E-11,1.179823E-4,0.002506507,6.902859E-6,4.940775E-4,4.607232E-4,0.002013405,0.003813332,5.721109E-5,1.186331E-11,9.336053E-9,2.497401E-7,1.232784E-9,5.718169E-14,2.199019E-9,1.132191E-16,0.00684021,0.003292823,0.02059957,9.0134,7.08536E-5,511186.1,511186.1
1.420553E-7,15.43804,-1.425782E12,1547.659,1547.659,0.001093989,1.0,0.9100055,0.00194092,6.32193E-4,0.007307305,4.497802E-4,0.003491595,0.01699347,3.470775E-4,8.976234E-5,4.581691E-4,3.287925E-4,9.065619E-4,0.008417644,0.001776406,3.388901E-6,3.076975E-5,9.056856E-7,1.732202E-4,4.763404E-4,7.835517E-6,1.88828E-7,0.00305656,6.155835E-5,4.024869E-4,0.002570065,2.310535E-5,1.333904E-6,1.199098E-9,1.645568E-5,8.148979E-10,2.884714E-6,2.126611E-11,1.254652E-4,0.002582585,7.788083E-6,5.26558E-4,4.710495E-4,0.002078124,0.003802182,6.064604E-5,1.583537E-11,1.130721E-8,2.884708E-7,1.507128E-9,8.026806E-14,2.484539E-9,1.489144E-16,0.006719772,0.003209545,0.02034807,8.999415,7.086321E-5,510392.9,510392.9
1.490859E-7,15.43666,-1.344876E12,1545.577,1545.577,0.001093989,1.0,0.9089736,0.001912798,6.912726E-4,0.007560993,4.788125E-4,0.003414426,0.01758628,3.599998E-4,9.881407E-5,4.874309E-4,3.276033E-4,8.733567E-4,0.008660758,0.001780679,3.711208E-6,3.26293E-5,9.716339E-7,1.830019E-4,4.539258E-4,8.783798E-6,2.180592E-7,0.003125647,6.546553E-5,4.012992E-4,0.002661895,2.50413E-5,1.530572E-6,1.352704E-9,1.739722E-5,9.492963E-10,3.211688E-6,2.55843E-11,1.315283E-4,0.00264389,8.566581E-6,5.533355E-4,4.792738E-4,0.002130249,0.003793133,6.344576E-5,1.986654E-11,1.31426E-8,3.240751E-7,1.763837E-9,1.048107E-13,2.734452E-9,1.84971E-16,0.00662246,0.00314275,0.02014233,8.988115,7.086957E-5,509752.0,509752.0
