Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H3_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_IC3H7_Soln#3 (),Mole_fraction_NC3H7_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_PC4H9_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_NC5H12_Soln#3 (),Mole_fraction_NC5H11_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H19_Soln#3 (),Mole_fraction_NC12H26_Soln#3 (),Mole_fraction_NC16H34_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
6.621718E-5,15.68922,-2.717212E8,1097.427,1097.427,0.001640984,1.0,0.9499557,9.676679E-7,1.925798E-4,1.714267E-5,1.161416E-4,1.672232E-5,7.495117E-4,1.607941E-7,3.544942E-7,9.092373E-6,1.153181E-7,9.620012E-7,3.882205E-4,2.930221E-5,1.877937E-8,4.133828E-7,5.039898E-6,3.702508E-7,2.565556E-8,1.145955E-8,1.732517E-7,1.377758E-4,5.000029E-6,3.884401E-5,1.02553E-4,7.941136E-9,2.669182E-6,4.011411E-8,2.063153E-7,1.217873E-7,1.138316E-4,1.082776E-9,1.347417E-6,6.079707E-5,1.047948E-5,1.093593E-8,7.921384E-10,1.221117E-5,1.347014E-4,0.004066949,4.595983E-6,1.821125E-10,1.526299E-7,3.85122E-8,3.163322E-9,2.37541E-7,1.251348E-7,0.01090533,0.006537065,0.02638153,9.418788,1.045927E-4,534177.3,534177.3
6.642975E-5,15.68919,-2.716901E8,1097.418,1097.418,0.001640984,1.0,0.94995,9.677762E-7,1.933555E-4,1.714407E-5,1.165932E-4,1.67231E-5,7.523972E-4,1.610084E-7,3.56636E-7,9.131093E-6,1.154744E-7,9.620515E-7,3.897234E-4,2.931458E-5,1.89032E-8,4.153724E-7,5.061689E-6,3.702571E-7,2.579399E-8,1.158856E-8,1.745866E-7,1.383148E-4,5.027543E-6,3.889037E-5,1.030149E-4,8.012369E-9,2.67993E-6,4.045724E-8,2.07211E-7,1.218E-7,1.14286E-4,1.091713E-9,1.355224E-6,6.103931E-5,1.053363E-5,1.104765E-8,7.992892E-10,1.225438E-5,1.352302E-4,0.004066898,4.610898E-6,1.842351E-10,1.536503E-7,3.876379E-8,3.196727E-9,2.393088E-7,1.251542E-7,0.01090484,0.006536672,0.02638,9.418729,1.045929E-4,534173.9,534173.9
6.927287E-5,15.68877,-2.712453E8,1097.296,1097.296,0.001640984,1.0,0.9498743,9.689773E-7,2.037317E-4,1.71595E-5,1.226324E-4,1.67306E-5,7.909867E-4,1.637467E-7,3.856685E-7,9.649334E-6,1.175435E-7,9.625305E-7,4.098249E-4,2.946925E-5,2.059522E-8,4.420633E-7,5.353327E-6,3.702728E-7,2.766455E-8,1.340762E-8,1.929058E-7,1.455237E-4,5.398769E-6,3.947968E-5,1.092139E-4,8.997961E-9,2.823756E-6,4.519427E-8,2.191966E-7,1.219452E-7,1.203651E-4,1.215174E-9,1.460536E-6,6.427869E-5,1.125734E-5,1.260097E-8,8.98268E-10,1.283171E-5,1.423011E-4,0.004066212,4.80805E-6,2.141935E-10,1.675764E-7,4.217847E-8,3.664063E-9,2.635023E-7,1.253814E-7,0.01089826,0.006531415,0.0263595,9.417939,1.045957E-4,534129.1,534129.1
7.0E-5,15.68866,-2.711211E8,1097.265,1097.265,0.001640984,1.0,0.9498549,9.692125E-7,2.063855E-4,1.716248E-5,1.241765E-4,1.673166E-5,8.008536E-4,1.644102E-7,3.932061E-7,9.781963E-6,1.180666E-7,9.625936E-7,4.149652E-4,2.950582E-5,2.10386E-8,4.489119E-7,5.427955E-6,3.702561E-7,2.814857E-8,1.390133E-8,1.977285E-7,1.473671E-4,5.494643E-6,3.962152E-5,1.10805E-4,9.259835E-9,2.860558E-6,4.644982E-8,2.222631E-7,1.219748E-7,1.219201E-4,1.247931E-9,1.487724E-6,6.510687E-5,1.144222E-5,1.301582E-8,9.245786E-10,1.297917E-5,1.441088E-4,0.004066037,4.857774E-6,2.223328E-10,1.712204E-7,4.306609E-8,3.789773E-9,2.698518E-7,1.254306E-7,0.01089658,0.006530071,0.02635426,9.417737,1.045964E-4,534117.7,534117.7
7.032781E-5,15.68862,-2.710612E8,1097.251,1097.251,0.001640984,1.0,0.9498462,9.693044E-7,2.075819E-4,1.71637E-5,1.248725E-4,1.673203E-5,8.053013E-4,1.647046E-7,3.966189E-7,9.841763E-6,1.183016E-7,9.626162E-7,4.172824E-4,2.952194E-5,2.123991E-8,4.520022E-7,5.461602E-6,3.702459E-7,2.836751E-8,1.412778E-8,1.999209E-7,1.481981E-4,5.537983E-6,3.968433E-5,1.11523E-4,9.379202E-9,2.877151E-6,4.702171E-8,2.236456E-7,1.219864E-7,1.226211E-4,1.262857E-9,1.500013E-6,6.548017E-5,1.152553E-5,1.320518E-8,9.36573E-10,1.304561E-5,1.449235E-4,0.004065959,4.880097E-6,2.260672E-10,1.72874E-7,4.346809E-8,3.84728E-9,2.727356E-7,1.254497E-7,0.01089582,0.006529465,0.0263519,9.417646,1.045967E-4,534112.5,534112.5
7.185457E-5,15.68839,-2.707829E8,1097.187,1097.187,0.001640984,1.0,0.9498056,9.696843E-7,2.131535E-4,1.716838E-5,1.281136E-4,1.673289E-5,8.260122E-4,1.660373E-7,4.126355E-7,1.012035E-5,1.193895E-7,9.626684E-7,4.280729E-4,2.959413E-5,2.218938E-8,4.664177E-7,5.618338E-6,3.701825E-7,2.93934E-8,1.52156E-8,2.102848E-7,1.520676E-4,5.740755E-6,3.996754E-5,1.148728E-4,9.946177E-9,2.954445E-6,4.97347E-8,2.30085E-7,1.220368E-7,1.25886E-4,1.333716E-9,1.557512E-6,6.721834E-5,1.191318E-5,1.410684E-8,9.935573E-10,1.335485E-5,1.487171E-4,0.004065593,4.983283E-6,2.440142E-10,1.806665E-7,4.535549E-8,4.122169E-9,2.863455E-7,1.255386E-7,0.01089229,0.006526645,0.0263409,9.417222,1.045982E-4,534088.5,534088.5
7.511936E-5,15.68792,-2.701367E8,1097.048,1097.048,0.001640984,1.0,0.9497188,9.701044E-7,2.250635E-4,1.71734E-5,1.35039E-4,1.67303E-5,8.702673E-4,1.686919E-7,4.47511E-7,1.071622E-5,1.216822E-7,9.624837E-7,4.51133E-4,2.973458E-5,2.428251E-8,4.973525E-7,5.953519E-6,3.699457E-7,3.161916E-8,1.772187E-8,2.332488E-7,1.603364E-4,6.179199E-6,4.052604E-5,1.220628E-4,1.121698E-8,3.119758E-6,5.579728E-8,2.438518E-7,1.221023E-7,1.328652E-4,1.492386E-9,1.681758E-6,7.093159E-5,1.273972E-5,1.613902E-8,1.121348E-9,1.401473E-5,1.568209E-4,0.004064815,5.199751E-6,2.853995E-10,1.978026E-7,4.946757E-8,4.747758E-9,3.163783E-7,1.256749E-7,0.01088475,0.006520619,0.0263174,9.416317,1.046014E-4,534037.1,534037.1
7.523429E-5,15.6879,-2.701041E8,1097.043,1097.043,0.001640984,1.0,0.9497157,9.700988E-7,2.254826E-4,1.717346E-5,1.352827E-4,1.67301E-5,8.71824E-4,1.687806E-7,4.487539E-7,1.07372E-5,1.21762E-7,9.62466E-7,4.519443E-4,2.97392E-5,2.435776E-8,4.984439E-7,5.965316E-6,3.699312E-7,3.16983E-8,1.781471E-8,2.340771E-7,1.606272E-4,6.19474E-6,4.054457E-5,1.223165E-4,1.126318E-8,3.125577E-6,5.601722E-8,2.443362E-7,1.221013E-7,1.331108E-4,1.498152E-9,1.686162E-6,7.106218E-5,1.276875E-5,1.621316E-8,1.125995E-9,1.403792E-5,1.571059E-4,0.004064787,5.207265E-6,2.869334E-10,1.984175E-7,4.961413E-8,4.770736E-9,3.174584E-7,1.256754E-7,0.01088449,0.006520407,0.02631658,9.416285,1.046015E-4,534035.3,534035.3
7.547675E-5,15.68787,-2.700537E8,1097.033,1097.033,0.001640984,1.0,0.9497093,9.701217E-7,2.263667E-4,1.717354E-5,1.357967E-4,1.672964E-5,8.751084E-4,1.689668E-7,4.513796E-7,1.078146E-5,1.219303E-7,9.624315E-7,4.536558E-4,2.97489E-5,2.451686E-8,5.007472E-7,5.990205E-6,3.699056E-7,3.186545E-8,1.801165E-8,2.35829E-7,1.612409E-4,6.227556E-6,4.058342E-5,1.228519E-4,1.136097E-8,3.137854E-6,5.648271E-8,2.453583E-7,1.221067E-7,1.336289E-4,1.510357E-9,1.69546E-6,7.13377E-5,1.282997E-5,1.637015E-8,1.135833E-9,1.408685E-5,1.577072E-4,0.00406473,5.223097E-6,2.90187E-10,1.997173E-7,4.992375E-8,4.819427E-9,3.197423E-7,1.256873E-7,0.01088393,0.00651996,0.02631483,9.416218,1.046017E-4,534031.5,534031.5
7.808351E-5,15.68749,-2.694777E8,1096.922,1096.922,0.001640984,1.0,0.9496401,9.700893E-7,2.358686E-4,1.717241E-5,1.41319E-4,1.672307E-5,9.103953E-4,1.708858E-7,4.798915E-7,1.125717E-5,1.237247E-7,9.620071E-7,4.720456E-4,2.98479E-5,2.625746E-8,5.255534E-7,6.257703E-6,3.696195E-7,3.367726E-8,2.022081E-8,2.550435E-7,1.678338E-4,6.582355E-6,4.098091E-5,1.286178E-4,1.244049E-8,3.269825E-6,6.16127E-8,2.563404E-7,1.221217E-7,1.391965E-4,1.645074E-9,1.795948E-6,7.429735E-5,1.348657E-5,1.810785E-8,1.244465E-9,1.461207E-5,1.641658E-4,0.004064113,5.39128E-6,3.266958E-10,2.13912E-7,5.32852E-8,5.361518E-9,3.447291E-7,1.257509E-7,0.01087792,0.006515158,0.0262961,9.415496,1.046042E-4,533990.5,533990.5
8.0E-5,15.68721,-2.690268E8,1096.841,1096.841,0.001640984,1.0,0.9495893,9.698853E-7,2.428491E-4,1.716925E-5,1.453747E-4,1.671615E-5,9.363083E-4,1.722045E-7,5.011695E-7,1.160677E-5,1.250265E-7,9.615512E-7,4.855515E-4,2.991517E-5,2.757138E-8,5.438369E-7,6.454233E-6,3.693595E-7,3.502605E-8,2.19524E-8,2.695998E-7,1.726751E-4,6.845375E-6,4.125096E-5,1.32867E-4,1.326631E-8,3.366813E-6,6.552742E-8,2.644062E-7,1.221134E-7,1.432863E-4,1.748148E-9,1.87039E-6,7.64701E-5,1.396735E-5,1.944222E-8,1.327606E-9,1.499733E-5,1.68907E-4,0.004063662,5.512614E-6,3.5532E-10,2.245957E-7,5.57922E-8,5.781504E-9,3.635863E-7,1.25774E-7,0.0108735,0.006511632,0.02628235,9.414966,1.046061E-4,533960.5,533960.5
8.110995E-5,15.68706,-2.687538E8,1096.794,1096.794,0.001640984,1.0,0.9495599,9.697023E-7,2.468896E-4,1.716655E-5,1.477216E-4,1.671138E-5,9.513031E-4,1.729343E-7,5.136125E-7,1.180915E-5,1.257738E-7,9.612362E-7,4.933672E-4,2.995221E-5,2.834561E-8,5.544424E-7,6.567986E-6,3.691897E-7,3.581361E-8,2.299815E-8,2.781959E-7,1.754764E-4,6.998489E-6,4.139917E-5,1.353313E-4,1.37571E-8,3.422964E-6,6.785025E-8,2.690737E-7,1.221017E-7,1.456532E-4,1.809424E-9,1.913705E-6,7.772709E-5,1.424496E-5,2.023706E-8,1.377032E-9,1.522009E-5,1.716499E-4,0.004063401,5.581986E-6,3.726082E-10,2.308781E-7,5.725726E-8,6.033158E-9,3.746937E-7,1.257792E-7,0.01087095,0.006509592,0.0262744,9.414659,1.046071E-4,533943.1,533943.1
8.401395E-5,15.68664,-2.680105E8,1096.672,1096.672,0.001640984,1.0,0.9494831,9.690169E-7,2.574512E-4,1.715667E-5,1.538547E-4,1.669641E-5,9.904838E-4,1.747326E-7,5.465698E-7,1.233826E-5,1.277063E-7,9.602596E-7,5.137909E-4,3.004315E-5,3.041709E-8,5.822413E-7,6.865295E-6,3.686934E-7,3.789591E-8,2.588689E-8,3.012544E-7,1.827954E-4,7.401552E-6,4.176017E-5,1.417887E-4,1.508445E-8,3.569778E-6,7.411977E-8,2.812688E-7,1.220495E-7,1.518391E-4,1.975263E-9,2.027666E-6,8.101052E-5,1.49682E-5,2.239258E-8,1.510764E-9,1.580162E-5,1.788146E-4,0.004062723,5.760368E-6,4.203624E-10,2.476369E-7,6.113298E-8,6.72098E-9,4.043871E-7,1.257658E-7,0.01086427,0.006504263,0.02625362,9.413858,1.046099E-4,533897.6,533897.7
8.436234E-5,15.68659,-2.679204E8,1096.657,1096.657,0.001640984,1.0,0.9494738,9.689187E-7,2.587172E-4,1.715522E-5,1.545898E-4,1.669439E-5,9.95179E-4,1.74938E-7,5.505614E-7,1.240169E-5,1.27936E-7,9.601297E-7,5.162385E-4,3.005353E-5,3.066999E-8,5.855809E-7,6.900928E-6,3.6863E-7,3.814777E-8,2.624839E-8,3.040747E-7,1.836724E-4,7.450141E-6,4.180101E-5,1.425641E-4,1.524784E-8,3.587381E-6,7.489033E-8,2.8273E-7,1.220418E-7,1.525805E-4,1.995692E-9,2.041394E-6,8.140388E-5,1.505466E-5,2.265844E-8,1.527231E-9,1.587125E-5,1.796729E-4,0.004062642,5.781469E-6,4.263376E-10,2.496779E-7,6.160185E-8,6.806335E-9,4.080092E-7,1.257626E-7,0.01086347,0.006503625,0.02625113,9.413762,1.046102E-4,533892.2,533892.2
8.452717E-5,15.68657,-2.678745E8,1096.65,1096.65,0.001640984,1.0,0.9494695,9.688652E-7,2.593161E-4,1.715452E-5,1.549375E-4,1.669341E-5,9.974E-4,1.750345E-7,5.524528E-7,1.24317E-5,1.280445E-7,9.60066E-7,5.173963E-4,3.005841E-5,3.078998E-8,5.871613E-7,6.917785E-6,3.685987E-7,3.82671E-8,2.642059E-8,3.054133E-7,1.840873E-4,7.47314E-6,4.182015E-5,1.429311E-4,1.532547E-8,3.595708E-6,7.525631E-8,2.834212E-7,1.22037E-7,1.529312E-4,2.005398E-9,2.047893E-6,8.158995E-5,1.509554E-5,2.278478E-8,1.535055E-9,1.590419E-5,1.800789E-4,0.004062604,5.791429E-6,4.291839E-10,2.506459E-7,6.182398E-8,6.846939E-9,4.097275E-7,1.257591E-7,0.01086309,0.006503323,0.02624995,9.413716,1.046104E-4,533889.6,533889.6
8.722678E-5,15.68618,-2.671393E8,1096.537,1096.537,0.001640984,1.0,0.9493983,9.679314E-7,2.691176E-4,1.714131E-5,1.606266E-4,1.667595E-5,0.001033737,1.76548E-7,5.836819E-7,1.292277E-5,1.298071E-7,9.589324E-7,5.363399E-4,3.013504E-5,3.278517E-8,6.130734E-7,7.193591E-6,3.680607E-7,4.023525E-8,2.934634E-8,3.277028E-7,1.908739E-4,7.851297E-6,4.211772E-5,1.489453E-4,1.662523E-8,3.732005E-6,8.137642E-8,2.947279E-7,1.219573E-7,1.586697E-4,2.168058E-9,2.154686E-6,8.463334E-5,1.576283E-5,2.490359E-8,1.666101E-9,1.644272E-5,1.867196E-4,0.004061978,5.952516E-6,4.775326E-10,2.667044E-7,6.548693E-8,7.53157E-9,4.382715E-7,1.25708E-7,0.0108569,0.006498382,0.02623068,9.412974,1.04613E-4,533847.5,533847.5
8.746373E-5,15.68615,-2.670711E8,1096.527,1096.527,0.001640984,1.0,0.949392,9.678379E-7,2.699772E-4,1.714E-5,1.611254E-4,1.667428E-5,0.001036923,1.766751E-7,5.864449E-7,1.296584E-5,1.299605E-7,9.588221E-7,5.380008E-4,3.014149E-5,3.296295E-8,6.153502E-7,7.217773E-6,3.680087E-7,4.040921E-8,2.961263E-8,3.296915E-7,1.914688E-4,7.884607E-6,4.214246E-5,1.494735E-4,1.674183E-8,3.74396E-6,8.192476E-8,2.95719E-7,1.219488E-7,1.591729E-4,2.182664E-9,2.164089E-6,8.490009E-5,1.582119E-5,2.509395E-8,1.677862E-9,1.64899E-5,1.873017E-4,0.004061924,5.966474E-6,4.819319E-10,2.681319E-7,6.581057E-8,7.593409E-9,4.408121E-7,1.257024E-7,0.01085636,0.006497949,0.02622899,9.412908,1.046132E-4,533843.8,533843.8
9.0E-5,15.68579,-2.663468E8,1096.421,1096.421,0.001640984,1.0,0.9493253,9.667507E-7,2.7917E-4,1.712461E-5,1.664592E-4,1.665525E-5,0.001070984,1.779804E-7,6.162399E-7,1.342639E-5,1.315897E-7,9.575968E-7,5.557592E-4,3.020809E-5,3.489298E-8,6.397427E-7,7.476322E-6,3.674479E-7,4.228361E-8,3.256224E-8,3.513073E-7,1.978291E-4,8.242305E-6,4.239404E-5,1.551298E-4,1.801573E-8,3.871824E-6,8.790821E-8,3.063126E-7,1.218524E-7,1.645529E-4,2.342393E-9,2.265001E-6,8.775131E-5,1.644375E-5,2.717623E-8,1.806385E-9,1.699408E-5,1.935231E-4,0.00406134,6.114016E-6,5.306468E-10,2.835925E-7,6.929546E-8,8.273333E-9,4.683621E-7,1.256281E-7,0.01085056,0.00649332,0.02621093,9.412212,1.046156E-4,533804.3,533804.3
9.356459E-5,15.68529,-2.652824E8,1096.272,1096.272,0.001640984,1.0,0.9492317,9.649237E-7,2.920641E-4,1.709893E-5,1.739376E-4,1.662494E-5,0.00111873,1.796562E-7,6.587604E-7,1.407225E-5,1.338405E-7,9.556423E-7,5.806543E-4,3.029487E-5,3.768706E-8,6.740865E-7,7.838717E-6,3.665782E-7,4.495434E-8,3.701515E-8,3.826662E-7,2.067426E-4,8.74824E-6,4.270968E-5,1.630837E-4,1.988374E-8,4.051207E-6,9.666077E-8,3.211524E-7,1.216846E-7,1.720956E-4,2.577194E-9,2.407542E-6,9.174554E-5,1.731197E-5,3.023683E-8,1.994988E-9,1.769997E-5,2.022387E-4,0.004060526,6.315803E-6,6.041258E-10,3.058564E-7,7.425127E-8,9.28353E-9,5.081308E-7,1.254844E-7,0.01084243,0.006486833,0.02618562,9.411236,1.046189E-4,533749.0,533749.0
9.38583E-5,15.68524,-2.651904E8,1096.26,1096.26,0.001640984,1.0,0.949224,9.647558E-7,2.93125E-4,1.709662E-5,1.745528E-4,1.662227E-5,0.001122657,1.797864E-7,6.622967E-7,1.412538E-5,1.340239E-7,9.554717E-7,5.82702E-4,3.03017E-5,3.792153E-8,6.769192E-7,7.86852E-6,3.665029E-7,4.517626E-8,3.739851E-8,3.853006E-7,2.074756E-4,8.790074E-6,4.273382E-5,1.637392E-4,2.00417E-8,4.065969E-6,9.739982E-8,3.223724E-7,1.216686E-7,1.72716E-4,2.597083E-9,2.419319E-6,9.207393E-5,1.738314E-5,3.049597E-8,2.010944E-9,1.775799E-5,2.029553E-4,0.004060459,6.332139E-6,6.104477E-10,3.077182E-7,7.466242E-8,9.369633E-9,5.114612E-7,1.254698E-7,0.01084176,0.006486299,0.02618354,9.411156,1.046192E-4,533744.4,533744.4
1.0E-4,15.68438,-2.632412E8,1096.005,1096.005,0.001640984,1.0,0.9490636,9.608635E-7,3.152555E-4,1.704193E-5,1.873801E-4,1.656096E-5,0.001204514,1.82262E-7,7.373361E-7,1.523321E-5,1.377921E-7,9.515456E-7,6.253892E-4,3.043495E-5,4.297075E-8,7.362378E-7,8.489554E-6,3.648128E-7,4.987967E-8,4.600763E-8,4.421074E-7,2.227505E-4,9.66932E-6,4.317967E-5,1.774413E-4,2.348441E-8,4.37392E-6,1.134706E-7,3.477768E-7,1.213003E-7,1.856502E-4,3.032047E-9,2.666486E-6,9.89142E-5,1.885838E-5,3.61537E-8,2.359026E-9,1.89659E-5,2.178818E-4,0.004059075,6.663756E-6,7.522254E-10,3.475671E-7,8.334656E-8,1.127005E-8,5.828978E-7,1.251246E-7,0.01082783,0.006475184,0.02614017,9.409484,1.04625E-4,533649.6,533649.6
1.033418E-4,15.68392,-2.621329E8,1095.867,1095.867,0.001640984,1.0,0.9489768,9.58426E-7,3.2725E-4,1.700765E-5,1.943285E-4,1.652367E-5,0.001248835,1.834293E-7,7.789928E-7,1.583316E-5,1.397896E-7,9.491668E-7,6.485042E-4,3.05009E-5,4.583261E-8,7.685701E-7,8.825571E-6,3.638089E-7,5.248692E-8,5.117496E-8,4.743443E-7,2.310171E-4,1.015074E-5,4.337981E-5,1.848885E-4,2.546697E-8,4.540844E-6,1.226975E-7,3.615084E-7,1.210656E-7,1.926541E-4,3.283882E-9,2.801503E-6,1.026137E-4,1.965051E-5,3.941815E-8,2.559761E-9,1.961886E-5,2.259552E-4,0.004058331,6.836397E-6,8.371324E-10,3.699468E-7,8.813208E-8,1.238307E-8,6.231323E-7,1.248949E-7,0.01082028,0.006469169,0.0261167,9.408578,1.046281E-4,533598.2,533598.2
1.03521E-4,15.68389,-2.620712E8,1095.859,1095.859,0.001640984,1.0,0.9489721,9.582881E-7,3.278924E-4,1.700573E-5,1.947006E-4,1.652159E-5,0.001251208,1.834886E-7,7.812429E-7,1.586528E-5,1.398957E-7,9.490343E-7,6.497417E-4,3.050432E-5,4.598837E-8,7.703052E-7,8.843554E-6,3.637534E-7,5.26277E-8,5.146202E-8,4.760992E-7,2.314596E-4,1.017661E-5,4.338978E-5,1.852876E-4,2.557547E-8,4.549783E-6,1.23202E-7,3.62243E-7,1.210522E-7,1.93029E-4,3.297694E-9,2.808752E-6,1.028116E-4,1.969279E-5,3.95969E-8,2.570753E-9,1.96538E-5,2.263872E-4,0.004058291,6.845504E-6,8.418448E-10,3.711606E-7,8.838981E-8,1.244434E-8,6.253165E-7,1.248811E-7,0.01081988,0.006468847,0.02611544,9.40853,1.046282E-4,533595.5,533595.5
1.049017E-4,15.6837,-2.616052E8,1095.803,1095.803,0.001640984,1.0,0.9489363,9.572222E-7,3.328366E-4,1.699068E-5,1.975639E-4,1.650542E-5,0.001269468,1.839351E-7,7.986271E-7,1.611245E-5,1.407096E-7,9.480057E-7,6.592652E-4,3.053033E-5,4.719573E-8,7.83673E-7,8.981919E-6,3.633239E-7,5.37151E-8,5.37072E-8,4.89703E-7,2.348644E-4,1.037603E-5,4.346405E-5,1.883613E-4,2.641844E-8,4.618592E-6,1.271195E-7,3.678942E-7,1.209493E-7,1.959146E-4,3.405113E-9,2.86461E-6,1.043348E-4,2.001767E-5,4.098596E-8,2.656175E-9,1.992259E-5,2.297113E-4,0.004057986,6.915132E-6,8.786856E-10,3.805539E-7,9.037835E-8,1.292158E-8,6.422271E-7,1.247788E-7,0.01081677,0.006466369,0.02610578,9.408157,1.046295E-4,533574.3,533574.3
1.092759E-4,15.6831,-2.600959E8,1095.623,1095.623,0.001640984,1.0,0.9488234,9.536363E-7,3.484588E-4,1.69401E-5,2.066085E-4,1.645169E-5,0.001327125,1.852316E-7,8.543064E-7,1.689291E-5,1.432484E-7,9.445927E-7,6.893392E-4,3.060879E-5,5.110988E-8,8.260552E-7,9.418549E-6,3.619084E-7,5.71959E-8,6.122733E-8,5.338046E-7,2.456124E-4,1.100945E-5,4.367178E-5,1.980855E-4,2.91741E-8,4.836007E-6,1.399062E-7,3.857158E-7,1.205997E-7,2.050267E-4,3.757635E-9,3.041749E-6,1.091409E-4,2.103832E-5,4.552973E-8,2.935708E-9,2.077059E-5,2.402009E-4,0.004057026,7.129728E-6,1.001868E-9,4.108235E-7,9.671446E-8,1.449589E-8,6.967992E-7,1.244254E-7,0.01080696,0.006458549,0.02607525,9.40698,1.046335E-4,533507.6,533507.6
1.1E-4,15.683,-2.598423E8,1095.594,1095.594,0.001640984,1.0,0.9488047,9.530162E-7,3.510387E-4,1.693134E-5,2.081017E-4,1.644246E-5,0.001336642,1.854301E-7,8.636083E-7,1.702171E-5,1.43663E-7,9.440075E-7,6.943032E-4,3.062126E-5,5.177057E-8,8.33075E-7,9.49057E-6,3.616672E-7,5.777716E-8,6.253189E-8,5.412472E-7,2.473859E-4,1.111451E-5,4.370243E-5,1.99693E-4,2.964244E-8,4.87191E-6,1.420766E-7,3.886537E-7,1.20539E-7,2.065307E-4,3.817756E-9,3.071088E-6,1.099337E-4,2.120603E-5,4.630228E-8,2.98326E-9,2.091046E-5,2.419312E-4,0.004056868,7.164397E-6,1.023203E-9,4.159059E-7,9.776807E-8,1.476544E-8,7.059728E-7,1.243634E-7,0.01080534,0.006457258,0.02607021,9.406785,1.046342E-4,533496.5,533496.5
1.170805E-4,15.68204,-2.573183E8,1095.306,1095.306,0.001640984,1.0,0.9486233,9.466019E-7,3.761658E-4,1.684058E-5,2.226393E-4,1.634789E-5,0.001429249,1.871556E-7,9.557682E-7,1.827482E-5,1.47635E-7,9.380238E-7,7.426126E-4,3.073625E-5,5.841873E-8,9.017555E-7,1.019065E-5,3.59222E-7,6.353312E-8,7.620935E-8,6.160802E-7,2.646365E-4,1.214397E-5,4.395235E-5,2.15369E-4,3.440119E-8,5.221568E-6,1.64092E-7,4.17186E-7,1.199069E-7,2.211663E-4,4.432183E-9,3.357916E-6,1.1764E-4,2.282702E-5,5.415513E-8,3.467193E-9,2.227E-5,2.58753E-4,0.004055339,7.490829E-6,1.246289E-9,4.666174E-7,1.081281E-7,1.753398E-8,7.976541E-7,1.237087E-7,0.01078958,0.006444707,0.02602121,9.404895,1.046406E-4,533389.3,533389.3
1.172298E-4,15.68202,-2.572636E8,1095.3,1095.3,0.001640984,1.0,0.9486195,9.464593E-7,3.766935E-4,1.683858E-5,2.229445E-4,1.634582E-5,0.001431193,1.87188E-7,9.577337E-7,1.830111E-5,1.477172E-7,9.378918E-7,7.436264E-4,3.073855E-5,5.856249E-8,9.032038E-7,1.020532E-5,3.591673E-7,6.365583E-8,7.651593E-8,6.176968E-7,2.649983E-4,1.216571E-5,4.395672E-5,2.156986E-4,3.450495E-8,5.22891E-6,1.645714E-7,4.177835E-7,1.198925E-7,2.214734E-4,4.445653E-9,3.363958E-6,1.178015E-4,2.286082E-5,5.432639E-8,3.477761E-9,2.22985E-5,2.591057E-4,0.004055307,7.497469E-6,1.251277E-9,4.677055E-7,1.083475E-7,1.75949E-8,7.996239E-7,1.236939E-7,0.01078925,0.006444443,0.02602018,9.404855,1.046408E-4,533387.1,533387.1
