Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H3_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_IC3H7_Soln#3 (),Mole_fraction_NC3H7_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_PC4H9_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_NC5H12_Soln#3 (),Mole_fraction_NC5H11_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC10H19_Soln#3 (),Mole_fraction_NC12H26_Soln#3 (),Mole_fraction_NC16H34_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
2.967805E-5,15.69485,-2.661072E8,1098.984,1098.984,0.001640984,1.0,0.9509142,8.61048E-7,6.235521E-5,1.542771E-5,3.985615E-5,1.540083E-5,2.633706E-4,9.38255E-8,6.594651E-8,2.71336E-6,8.105245E-8,8.839684E-7,1.35704E-4,2.245016E-5,3.346693E-9,1.014828E-7,1.453715E-6,3.450545E-7,5.603765E-9,5.767486E-10,2.035045E-8,4.759947E-5,1.078974E-6,2.373542E-5,2.980662E-5,6.401947E-10,8.798556E-7,3.804561E-9,5.90512E-8,1.103019E-7,3.820618E-5,1.213232E-10,2.450453E-7,2.012501E-5,1.988598E-6,5.162454E-10,6.458576E-11,4.796435E-6,4.572256E-5,0.004075943,1.726885E-6,7.376941E-12,2.610265E-8,6.202514E-9,1.705638E-10,2.935901E-8,1.104411E-7,0.0109882,0.006603437,0.0266405,9.428773,1.045552E-4,534743.6,534743.6
3.0E-5,15.6948,-2.663787E8,1098.971,1098.971,0.001640984,1.0,0.9509062,8.636925E-7,6.34245E-5,1.547576E-5,4.04919E-5,1.543822E-5,2.674069E-4,9.476614E-8,6.759922E-8,2.763642E-6,8.150012E-8,8.860198E-7,1.377895E-4,2.259407E-5,3.428823E-9,1.037072E-7,1.481847E-6,3.457505E-7,5.736385E-9,6.018E-10,2.101107E-8,4.833547E-5,1.103397E-6,2.395037E-5,3.034862E-5,6.649124E-10,8.944255E-7,3.938566E-9,6.020177E-8,1.105841E-7,3.881755E-5,1.251905E-10,2.51611E-7,2.045873E-5,2.043987E-6,5.416447E-10,6.701172E-11,4.859946E-6,4.645638E-5,0.004075865,1.753594E-6,7.734599E-12,2.675259E-8,6.367953E-9,1.780245E-10,3.029514E-8,1.107917E-7,0.01098751,0.006602885,0.02663834,9.42869,1.045555E-4,534738.8,534738.8
3.036076E-5,15.69474,-2.666751E8,1098.956,1098.956,0.001640984,1.0,0.9508971,8.665837E-7,6.462644E-5,1.552804E-5,4.120606E-5,1.547889E-5,2.719412E-4,9.581156E-8,6.947436E-8,2.820246E-6,8.199551E-8,8.882595E-7,1.401326E-4,2.275234E-5,3.522057E-9,1.062194E-7,1.513524E-6,3.465086E-7,5.88633E-9,6.307752E-10,2.176562E-8,4.916276E-5,1.131056E-6,2.418921E-5,3.095926E-5,6.933125E-10,9.10803E-7,4.09214E-9,6.149748E-8,1.108928E-7,3.950498E-5,1.296098E-10,2.590609E-7,2.083382E-5,2.106819E-6,5.711117E-10,6.979917E-11,4.931217E-6,4.728099E-5,0.004075778,1.783547E-6,8.149874E-12,2.749126E-8,6.556184E-9,1.866504E-10,3.136362E-8,1.11176E-7,0.01098674,0.006602265,0.02663591,9.428596,1.045559E-4,534733.5,534733.5
3.050324E-5,15.69471,-2.667867E8,1098.95,1098.95,0.001640984,1.0,0.9508936,8.677005E-7,6.51022E-5,1.554824E-5,4.14886E-5,1.54946E-5,2.737351E-4,9.622186E-8,7.022173E-8,2.842676E-6,8.218934E-8,8.891263E-7,1.410597E-4,2.281398E-5,3.559232E-9,1.072173E-7,1.526078E-6,3.468018E-7,5.945938E-9,6.424893E-10,2.206783E-8,4.949022E-5,1.142062E-6,2.428294E-5,3.120138E-5,7.047375E-10,9.172857E-7,4.153805E-9,6.201104E-8,1.110118E-7,3.977714E-5,1.313805E-10,2.620303E-7,2.098228E-5,2.131857E-6,5.830504E-10,7.092057E-11,4.959393E-6,4.760732E-5,0.004075744,1.795382E-6,8.318235E-12,2.778604E-8,6.631363E-9,1.901366E-10,3.179136E-8,1.113239E-7,0.01098643,0.006602019,0.02663495,9.428559,1.045561E-4,534731.4,534731.4
3.063246E-5,15.69469,-2.668887E8,1098.945,1098.945,0.001640984,1.0,0.9508903,8.68707E-7,6.553421E-5,1.556634E-5,4.174511E-5,1.550868E-5,2.753638E-4,9.659275E-8,7.090286E-8,2.863055E-6,8.236428E-8,8.899038E-7,1.419015E-4,2.286946E-5,3.59312E-9,1.08125E-7,1.537485E-6,3.470648E-7,6.000188E-9,6.532463E-10,2.234398E-8,4.978757E-5,1.152087E-6,2.436766E-5,3.142144E-5,7.152014E-10,9.231723E-7,4.210226E-9,6.247771E-8,1.111194E-7,4.002431E-5,1.329989E-10,2.647366E-7,2.111709E-5,2.154673E-6,5.940256E-10,7.194766E-11,4.984962E-6,4.790362E-5,0.004075713,1.806119E-6,8.473067E-12,2.805488E-8,6.699954E-9,1.933373E-10,3.218209E-8,1.114581E-7,0.01098615,0.006601796,0.02663408,9.428525,1.045562E-4,534729.5,534729.5
3.128849E-5,15.69459,-2.673794E8,1098.917,1098.917,0.001640984,1.0,0.9508738,8.736583E-7,6.773497E-5,1.565513E-5,4.305088E-5,1.557773E-5,2.836549E-4,9.84572E-8,7.440999E-8,2.967043E-6,8.323976E-8,8.937314E-7,1.461876E-4,2.314495E-5,3.767734E-9,1.127741E-7,1.595706E-6,3.483594E-7,6.278383E-9,7.098777E-10,2.377667E-8,5.130235E-5,1.203563E-6,2.479347E-5,3.25455E-5,7.6986E-10,9.531612E-7,4.504097E-9,6.485992E-8,1.116481E-7,4.128392E-5,1.41401E-10,2.786708E-7,2.180375E-5,2.272087E-6,6.519843E-10,7.731322E-11,5.114978E-6,4.941253E-5,0.004075554,1.860668E-6,9.291692E-12,2.944194E-8,7.054279E-9,2.101783E-10,3.420765E-8,1.121167E-7,0.01098474,0.006600662,0.02662965,9.428354,1.045569E-4,534719.8,534719.8
3.385426E-5,15.69417,-2.689889E8,1098.809,1098.809,0.001640984,1.0,0.9508088,8.908362E-7,7.644915E-5,1.595759E-5,4.820814E-5,1.581295E-5,3.1641E-4,1.05456E-7,8.888752E-8,3.38134E-6,8.647951E-8,9.069472E-7,1.631329E-4,2.41292E-5,4.490941E-9,1.31556E-7,1.827865E-6,3.528144E-7,7.408242E-9,9.651381E-10,2.986834E-8,5.730208E-5,1.414136E-6,2.639084E-5,3.704426E-5,1.008497E-9,1.071945E-6,5.773273E-9,7.436472E-8,1.13483E-7,4.627969E-5,1.772436E-10,3.361489E-7,2.452209E-5,2.754937E-6,9.158312E-10,1.00756E-10,5.626377E-6,5.538109E-5,0.004074928,2.074301E-6,1.304149E-11,3.521648E-8,8.53593E-9,2.858713E-10,4.279203E-8,1.14407E-7,0.01097916,0.006596182,0.02661214,9.427678,1.045597E-4,534681.4,534681.4
3.642974E-5,15.69375,-2.701965E8,1098.7,1098.7,0.001640984,1.0,0.9507427,9.050851E-7,8.534075E-5,1.620065E-5,5.345289E-5,1.60021E-5,3.497385E-4,1.120168E-7,1.045984E-7,3.807684E-6,8.947522E-8,9.178087E-7,1.803932E-4,2.49805E-5,5.280744E-9,1.512709E-7,2.067045E-6,3.564507E-7,8.604439E-9,1.280623E-9,3.677103E-8,6.342923E-5,1.63965E-6,2.788676E-5,4.171092E-5,1.289416E-9,1.193254E-6,7.24532E-9,8.416556E-8,1.150062E-7,5.139119E-5,2.181136E-10,3.983599E-7,2.729564E-5,3.273765E-6,1.244839E-9,1.284004E-10,6.143562E-6,6.146416E-5,0.004074294,2.28851E-6,1.777615E-11,4.156958E-8,1.017517E-8,3.78901E-10,5.247031E-8,1.163163E-7,0.01097347,0.006591625,0.02659434,9.42699,1.045625E-4,534642.4,534642.4
3.668227E-5,15.69371,-2.702977E8,1098.689,1098.689,0.001640984,1.0,0.9507362,9.063447E-7,8.621918E-5,1.622171E-5,5.397025E-5,1.601851E-5,3.530273E-4,1.126355E-7,1.062003E-7,3.849977E-6,8.975692E-8,9.18762E-7,1.820973E-4,2.505723E-5,5.361593E-9,1.532458E-7,2.090784E-6,3.56769E-7,8.724847E-9,1.315012E-9,3.749053E-8,6.403493E-5,1.662496E-6,2.802774E-5,4.2176E-5,1.319262E-9,1.205246E-6,7.400612E-9,8.513872E-8,1.151411E-7,5.189694E-5,2.223901E-10,4.046903E-7,2.756967E-5,3.326294E-6,1.280773E-9,1.313408E-10,6.194445E-6,6.206487E-5,0.004074232,2.309471E-6,1.829738E-11,4.22223E-8,1.034398E-8,3.89006E-10,5.347639E-8,1.16486E-7,0.01097291,0.006591175,0.02659258,9.426923,1.045628E-4,534638.6,534638.6
3.719555E-5,15.69363,-2.704915E8,1098.667,1098.667,0.001640984,1.0,0.950723,9.088305E-7,8.800796E-5,1.626313E-5,5.502336E-5,1.605077E-5,3.597224E-4,1.138795E-7,1.094896E-7,3.936187E-6,9.032337E-8,9.206431E-7,1.855669E-4,2.520969E-5,5.527797E-9,1.572816E-7,2.139179E-6,3.57396E-7,8.971239E-9,1.386911E-9,3.89766E-8,6.526853E-5,1.709311E-6,2.831118E-5,4.312525E-5,1.381222E-9,1.229671E-6,7.722403E-9,8.712291E-8,1.154071E-7,5.292725E-5,2.312331E-10,4.176802E-7,2.812771E-5,3.433917E-6,1.355916E-9,1.374472E-10,6.297951E-6,6.328799E-5,0.004074105,2.352041E-6,1.938997E-11,4.35654E-8,1.069153E-8,4.101109E-10,5.555285E-8,1.1682E-7,0.01097177,0.00659026,0.02658901,9.426785,1.045633E-4,534630.8,534630.8
3.736301E-5,15.69361,-2.705533E8,1098.66,1098.66,0.001640984,1.0,0.9507187,9.096221E-7,8.859247E-5,1.627627E-5,5.536737E-5,1.606101E-5,3.619096E-4,1.142816E-7,1.105722E-7,3.964383E-6,9.050648E-8,9.212417E-7,1.867005E-4,2.525844E-5,5.582557E-9,1.586044E-7,2.155008E-6,3.575952E-7,9.052094E-9,1.410949E-9,3.946821E-8,6.567171E-5,1.724701E-6,2.840277E-5,4.343607E-5,1.401809E-9,1.237653E-6,7.829154E-9,8.777198E-8,1.154918E-7,5.326405E-5,2.341614E-10,4.219531E-7,2.831006E-5,3.469269E-6,1.381039E-9,1.394767E-10,6.331744E-6,6.368764E-5,0.004074064,2.36592E-6,1.975604E-11,4.400828E-8,1.080618E-8,4.1716E-10,5.623932E-8,1.169265E-7,0.0109714,0.006589961,0.02658784,9.42674,1.045635E-4,534628.2,534628.2
3.817957E-5,15.69348,-2.708335E8,1098.626,1098.626,0.001640984,1.0,0.9506975,9.133497E-7,9.144889E-5,1.633769E-5,5.704777E-5,1.610887E-5,3.725949E-4,1.16215E-7,1.15918E-7,4.102342E-6,9.138763E-8,9.240514E-7,1.922395E-4,2.548929E-5,5.853382E-9,1.650966E-7,2.232474E-6,3.585295E-7,9.449635E-9,1.532376E-9,4.191367E-8,6.764239E-5,1.800489E-6,2.884311E-5,4.495942E-5,1.50487E-9,1.276673E-6,8.362353E-9,9.094881E-8,1.158907E-7,5.491078E-5,2.487502E-10,4.430333E-7,2.920126E-5,3.643307E-6,1.507925E-9,1.496412E-10,6.49668E-6,6.564047E-5,0.004073862,2.433514E-6,2.161104E-11,4.620112E-8,1.137419E-8,4.527176E-10,5.965082E-8,1.174293E-7,0.01096958,0.006588501,0.02658214,9.42652,1.045643E-4,534615.7,534615.7
3.925846E-5,15.69331,-2.71165E8,1098.58,1098.58,0.001640984,1.0,0.9506695,9.179516E-7,9.523787E-5,1.641265E-5,5.9275E-5,1.616731E-5,3.867609E-4,1.18702E-7,1.231477E-7,4.28576E-6,9.252388E-8,9.275053E-7,1.995851E-4,2.577762E-5,6.22079E-9,1.737766E-7,2.335491E-6,3.596719E-7,9.982987E-9,1.703755E-9,4.526681E-8,7.025769E-5,1.902579E-6,2.940927E-5,4.699126E-5,1.647859E-9,1.328458E-6,9.09908E-9,9.517462E-8,1.163832E-7,5.709729E-5,2.688141E-10,4.714909E-7,3.038355E-5,3.877253E-6,1.686848E-9,1.637559E-10,6.714973E-6,6.823044E-5,0.004073594,2.5226E-6,2.424388E-11,4.91823E-8,1.214713E-8,5.027588E-10,6.432011E-8,1.180512E-7,0.01096716,0.006586565,0.02657458,9.426228,1.045655E-4,534599.2,534599.2
3.943432E-5,15.69328,-2.712161E8,1098.572,1098.572,0.001640984,1.0,0.9506649,9.186693E-7,9.585697E-5,1.642424E-5,5.963874E-5,1.617634E-5,3.890749E-4,1.191002E-7,1.243439E-7,4.315772E-6,9.270621E-8,9.280427E-7,2.007852E-4,2.582288E-5,6.281709E-9,1.752021E-7,2.352351E-6,3.598502E-7,1.007078E-8,1.732903E-9,4.582656E-8,7.068516E-5,1.91943E-6,2.949988E-5,4.732445E-5,1.67191E-9,1.336922E-6,9.222673E-9,9.586632E-8,1.164602E-7,5.745479E-5,2.721703E-10,4.761934E-7,3.057675E-5,3.915797E-6,1.717251E-9,1.661313E-10,6.750591E-6,6.865359E-5,0.004073551,2.537094E-6,2.469323E-11,4.967726E-8,1.227552E-8,5.112532E-10,6.509864E-8,1.18148E-7,0.01096677,0.006586248,0.02657335,9.426181,1.045657E-4,534596.5,534596.5
3.962716E-5,15.69325,-2.712677E8,1098.564,1098.564,0.001640984,1.0,0.9506599,9.194441E-7,9.653633E-5,1.643674E-5,6.003783E-5,1.618609E-5,3.916137E-4,1.195344E-7,1.256614E-7,4.34872E-6,9.290522E-8,9.286219E-7,2.02102E-4,2.587195E-5,6.348854E-9,1.767686E-7,2.370861E-6,3.600412E-7,1.016733E-8,1.76528E-9,4.644479E-8,7.115427E-5,1.937966E-6,2.959868E-5,4.769046E-5,1.698534E-9,1.346212E-6,9.359384E-9,9.662575E-8,1.16543E-7,5.784716E-5,2.758794E-10,4.813711E-7,3.078876E-5,3.958197E-6,1.75101E-9,1.687614E-10,6.789659E-6,6.911792E-5,0.004073503,2.552978E-6,2.519289E-11,5.022302E-8,1.241712E-8,5.206829E-10,6.595819E-8,1.182529E-7,0.01096634,0.006585901,0.02657199,9.426128,1.045659E-4,534593.6,534593.6
4.0E-5,15.69319,-2.713682E8,1098.548,1098.548,0.001640984,1.0,0.9506502,9.209158E-7,9.785132E-5,1.646031E-5,6.081014E-5,1.620447E-5,3.965274E-4,1.203665E-7,1.282271E-7,4.412538E-6,9.328718E-8,9.29719E-7,2.046508E-4,2.596509E-5,6.479747E-9,1.798079E-7,2.406715E-6,3.604034E-7,1.035487E-8,1.829181E-9,4.765385E-8,7.206243E-5,1.974017E-6,2.978799E-5,4.840015E-5,1.750792E-9,1.364195E-6,9.627391E-9,9.809694E-8,1.16701E-7,5.860688E-5,2.831407E-10,4.914468E-7,3.119915E-5,4.040583E-6,1.817596E-9,1.739253E-10,6.865232E-6,7.001666E-5,0.004073411,2.583658E-6,2.618066E-11,5.12876E-8,1.269336E-8,5.392747E-10,6.763821E-8,1.184528E-7,0.0109655,0.00658523,0.02656937,9.426027,1.045663E-4,534587.8,534587.8
5.0E-5,15.69164,-2.727262E8,1098.121,1098.121,0.001640984,1.0,0.9503872,9.490843E-7,1.336115E-4,1.688841E-5,8.175246E-5,1.653774E-5,5.299401E-4,1.39618E-7,2.046162E-7,6.163838E-6,1.02557E-7,9.501792E-7,2.739438E-4,2.783003E-5,1.046067E-8,2.651805E-7,3.391558E-6,3.669948E-7,1.573607E-8,4.197362E-9,8.620279E-8,9.681785E-5,3.025777E-6,3.414929E-5,6.82128E-5,3.514222E-9,1.854757E-6,1.850681E-8,1.385481E-7,1.19731E-7,7.936157E-5,5.193089E-10,7.876172E-7,4.236812E-5,6.391532E-6,4.228339E-9,3.490136E-10,8.902373E-6,9.444992E-5,0.004070927,3.388662E-6,6.365074E-11,8.39338E-8,2.115416E-8,1.214154E-9,1.206639E-7,1.223355E-7,0.01094276,0.00656701,0.02649829,9.423288,1.045766E-4,534432.4,534432.4
5.624495E-5,15.6907,-2.726888E8,1097.853,1097.853,0.001640984,1.0,0.9502213,9.590473E-7,1.562433E-4,1.702768E-5,9.496629E-5,1.664345E-5,6.142591E-4,1.49021E-7,2.589488E-7,7.283575E-6,1.076991E-7,9.569208E-7,3.178033E-4,2.855022E-5,1.339718E-8,3.212427E-7,4.021763E-6,3.690115E-7,1.939852E-8,6.429122E-9,1.162073E-7,1.125279E-4,3.753328E-6,3.625544E-5,8.118884E-5,4.984747E-9,2.166642E-6,2.575984E-8,1.644567E-7,1.208172E-7,9.256774E-5,7.090677E-10,9.937128E-7,4.944238E-5,7.946993E-6,6.389046E-9,4.958429E-10,1.017829E-5,1.099075E-4,0.004069384,3.869392E-6,9.97405E-11,1.081836E-7,2.73702E-8,1.829549E-9,1.613384E-7,1.237737E-7,0.01092838,0.006555504,0.02645343,9.421559,1.045828E-4,534334.4,534334.4
5.647126E-5,15.69067,-2.726787E8,1097.843,1097.843,0.001640984,1.0,0.9502153,9.593326E-7,1.570659E-4,1.703155E-5,9.544618E-5,1.664632E-5,6.173228E-4,1.493296E-7,2.610027E-7,7.324393E-6,1.078791E-7,9.571055E-7,3.193976E-4,2.857193E-5,1.350995E-8,3.233025E-7,4.04474E-6,3.690642E-7,1.953513E-8,6.522404E-9,1.173786E-7,1.130993E-4,3.780549E-6,3.632409E-5,8.166582E-5,5.043504E-9,2.177997E-6,2.604773E-8,1.654014E-7,1.208488E-7,9.304847E-5,7.165744E-10,1.001431E-6,4.969954E-5,8.004033E-6,6.477189E-9,5.017197E-10,1.022451E-5,1.104692E-4,0.004069328,3.886454E-6,1.012578E-10,1.091157E-7,2.760738E-8,1.854908E-9,1.629171E-7,1.238162E-7,0.01092786,0.006555087,0.0264518,9.421496,1.045831E-4,534330.8,534330.8
5.738758E-5,15.69053,-2.726295E8,1097.804,1097.804,0.001640984,1.0,0.9501909,9.604349E-7,1.60398E-4,1.704653E-5,9.738974E-5,1.665732E-5,6.297318E-4,1.505572E-7,2.693766E-7,7.489805E-6,1.086043E-7,9.578142E-7,3.258555E-4,2.865715E-5,1.397105E-8,3.316599E-7,4.13785E-6,3.692622E-7,2.009095E-8,6.909496E-9,1.221807E-7,1.15414E-4,3.891317E-6,3.659691E-5,8.360137E-5,5.285363E-9,2.224001E-6,2.723142E-8,1.692298E-7,1.209703E-7,9.49961E-5,7.474273E-10,1.032846E-6,5.074113E-5,8.235322E-6,6.841217E-9,5.259167E-10,1.041164E-5,1.127443E-4,0.004069103,3.95527E-6,1.0756E-10,1.129272E-7,2.857576E-8,1.959857E-9,1.69383E-7,1.239811E-7,0.01092575,0.006553394,0.0264452,9.421242,1.04584E-4,534316.4,534316.4
5.879989E-5,15.69032,-2.725382E8,1097.744,1097.744,0.001640984,1.0,0.9501533,9.619912E-7,1.655375E-4,1.706753E-5,1.003867E-4,1.667252E-5,6.488694E-4,1.523841E-7,2.824603E-7,7.74516E-6,1.097104E-7,9.587947E-7,3.358163E-4,2.878067E-5,1.469578E-8,3.445928E-7,4.28159E-6,3.695295E-7,2.095586E-8,7.535899E-9,1.297671E-7,1.189846E-4,4.063758E-6,3.700179E-5,8.659749E-5,5.670485E-9,2.294996E-6,2.911208E-8,1.751399E-7,1.211429E-7,9.800138E-5,7.964143E-10,1.08176E-6,5.234765E-5,8.592726E-6,7.424579E-9,5.644666E-10,1.069996E-5,1.16253E-4,0.004068756,4.060498E-6,1.17776E-10,1.189177E-7,3.009287E-8,2.128751E-9,1.795768E-7,1.242167E-7,0.01092248,0.006550784,0.02643502,9.42085,1.045854E-4,534294.2,534294.2
5.938277E-5,15.69023,-2.724923E8,1097.719,1097.719,0.001640984,1.0,0.9501378,9.625831E-7,1.676599E-4,1.707548E-5,1.016241E-4,1.667819E-5,6.567713E-4,1.531155E-7,2.879217E-7,7.85068E-6,1.101629E-7,9.591582E-7,3.399296E-4,2.882903E-5,1.499984E-8,3.499478E-7,4.340988E-6,3.696235E-7,2.131569E-8,7.805188E-9,1.329634E-7,1.204593E-4,4.13552E-6,3.71635E-5,8.783837E-5,5.833815E-9,2.324325E-6,2.990821E-8,1.775822E-7,1.212086E-7,9.924277E-5,8.171425E-10,1.102116E-6,5.301101E-5,8.740505E-6,7.673258E-9,5.808225E-10,1.081892E-5,1.177017E-4,0.004068614,4.103626E-6,1.22174E-10,1.214308E-7,3.07275E-8,2.201014E-9,1.838641E-7,1.243078E-7,0.01092114,0.006549707,0.02643082,9.420688,1.04586E-4,534285.0,534285.0
5.986838E-5,15.69016,-2.724539E8,1097.698,1097.698,0.001640984,1.0,0.9501249,9.630591E-7,1.694285E-4,1.708181E-5,1.026551E-4,1.668266E-5,6.63356E-4,1.537151E-7,2.924988E-7,7.938647E-6,1.105382E-7,9.59447E-7,3.433573E-4,2.886823E-5,1.525538E-8,3.544166E-7,4.390505E-6,3.696996E-7,2.161676E-8,8.034437E-9,1.356555E-7,1.216882E-4,4.195557E-6,3.729588E-5,8.887406E-5,5.971855E-9,2.348772E-6,3.058042E-8,1.796182E-7,1.21262E-7,1.002775E-4,8.346413E-10,1.119149E-6,5.356381E-5,8.863729E-6,7.88399E-9,5.946489E-10,1.0918E-5,1.189089E-4,0.004068495,4.139423E-6,1.259206E-10,1.235427E-7,3.125996E-8,2.262373E-9,1.874715E-7,1.243817E-7,0.01092001,0.006548809,0.02642732,9.420553,1.045865E-4,534277.3,534277.3
6.0E-5,15.69014,-2.724403E8,1097.692,1097.692,0.001640984,1.0,0.9501214,9.6318E-7,1.69908E-4,1.708348E-5,1.029346E-4,1.668383E-5,6.651409E-4,1.538761E-7,2.937437E-7,7.962498E-6,1.106397E-7,9.595233E-7,3.442865E-4,2.887868E-5,1.532499E-8,3.556289E-7,4.403931E-6,3.697193E-7,2.169856E-8,8.097348E-9,1.363897E-7,1.220213E-4,4.211868E-6,3.733139E-5,8.915506E-5,6.009579E-9,2.3554E-6,3.076402E-8,1.801702E-7,1.212753E-7,1.00558E-4,8.394203E-10,1.123777E-6,5.371366E-5,8.897143E-6,7.941665E-9,5.984278E-10,1.094485E-5,1.192361E-4,0.004068462,4.149104E-6,1.269492E-10,1.241179E-7,3.140485E-8,2.279187E-9,1.884549E-7,1.243994E-7,0.01091971,0.006548565,0.02642637,9.420516,1.045866E-4,534275.3,534275.3
6.075324E-5,15.69003,-2.723749E8,1097.66,1097.66,0.001640984,1.0,0.9501013,9.638727E-7,1.726523E-4,1.709268E-5,1.045341E-4,1.669024E-5,6.753572E-4,1.547852E-7,3.009016E-7,8.099059E-6,1.112183E-7,9.59937E-7,3.496051E-4,2.893718E-5,1.572616E-8,3.625761E-7,4.480801E-6,3.69823E-7,2.216829E-8,8.463733E-9,1.406286E-7,1.239283E-4,4.305537E-6,3.753171E-5,9.076548E-5,6.227978E-9,2.393344E-6,3.182615E-8,1.833308E-7,1.21353E-7,1.021638E-4,8.670638E-10,1.150352E-6,5.457136E-5,9.088475E-6,8.276266E-9,6.203095E-10,1.109849E-5,1.211091E-4,0.004068278,4.204334E-6,1.329426E-10,1.274328E-7,3.223871E-8,2.376894E-9,1.941275E-7,1.245086E-7,0.01091797,0.006547172,0.02642094,9.420307,1.045873E-4,534263.4,534263.4
6.193218E-5,15.68985,-2.722557E8,1097.61,1097.61,0.001640984,1.0,0.9500699,9.648634E-7,1.769494E-4,1.710584E-5,1.070381E-4,1.669921E-5,6.913519E-4,1.561661E-7,3.12223E-7,8.313013E-6,1.121169E-7,9.605163E-7,3.579328E-4,2.902428E-5,1.636396E-8,3.734802E-7,4.601235E-6,3.699624E-7,2.290909E-8,9.059877E-9,1.473932E-7,1.269143E-4,4.453217E-6,3.783514E-5,9.329385E-5,6.578672E-9,2.452781E-6,3.352873E-8,1.882823E-7,1.214647E-7,1.046788E-4,9.113699E-10,1.192258E-6,5.591422E-5,9.388266E-6,8.815971E-9,6.554588E-10,1.133885E-5,1.240412E-4,0.00406799,4.290164E-6,1.427058E-10,1.327015E-7,3.355989E-8,2.535101E-9,2.03164E-7,1.246654E-7,0.01091524,0.006544992,0.02641244,9.419979,1.045885E-4,534244.8,534244.8
6.543981E-5,15.68933,-2.71831E8,1097.46,1097.46,0.001640984,1.0,0.9499764,9.672493E-7,1.897432E-4,1.71372E-5,1.1449E-4,1.671918E-5,7.389591E-4,1.599984E-7,3.466973E-7,8.950814E-6,1.147446E-7,9.61801E-7,3.827244E-4,2.925589E-5,1.832979E-8,4.061145E-7,4.960227E-6,3.702231E-7,2.515108E-8,1.099607E-8,1.684121E-7,1.358047E-4,4.899697E-6,3.867155E-5,1.008657E-4,7.683619E-9,2.629887E-6,3.887274E-8,2.030405E-7,1.217383E-7,1.121701E-4,1.050453E-9,1.318953E-6,5.991116E-5,1.028146E-5,1.053271E-8,7.662914E-10,1.205308E-5,1.327675E-4,0.004067138,4.54123E-6,1.744902E-10,1.489242E-7,3.759682E-8,3.043011E-9,2.311267E-7,1.250615E-7,0.01090713,0.006538503,0.02638714,9.419004,1.04592E-4,534189.5,534189.5
