Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_IC3H7_Soln#13 (),Mole_fraction_NC3H7_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_PC4H9_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H5_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_NC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M3_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_DIALLYL_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H15_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_LC6H6_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_NPBENZ_Soln#13 (),Mole_fraction_NC12H26_Soln#13 (),Mole_fraction_NC16H34_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
2.327707E-5,15.77796,-3.504105E9,1382.217,1382.217,0.001128177,1.0,0.8197453,5.560838E-5,0.02565592,6.223525E-4,0.006064585,6.593015E-5,0.08043392,5.782613E-5,0.003725476,0.002385865,6.865332E-6,4.427364E-6,0.02782365,5.877777E-4,3.605586E-4,4.83388E-4,3.866577E-5,4.863785E-4,1.817664E-6,6.937326E-5,7.828829E-5,4.655192E-5,0.005690032,5.146421E-4,6.029887E-5,0.0123119,2.408783E-5,6.744039E-4,6.546249E-6,3.209056E-4,9.773524E-6,3.972991E-4,1.31517E-5,1.747499E-4,0.00178235,9.634966E-5,0.002102894,5.318829E-5,4.140372E-4,8.028668E-8,0.001924169,0.003068697,9.848463E-5,4.403232E-6,1.115007E-5,6.23754E-5,2.028681E-5,2.243084E-4,2.18237E-5,0.001061073,8.109993,7.150331E-5,459950.2,459950.2
2.369597E-5,15.77814,-3.415614E9,1381.896,1381.896,0.001128177,1.0,0.8194928,5.477978E-5,0.02577625,6.130974E-4,0.00606964,6.474947E-5,0.08064007,5.702837E-5,0.003747728,0.002382705,6.765782E-6,4.322023E-6,0.02783027,5.851955E-4,3.636633E-4,4.866575E-4,3.87629E-5,4.845267E-4,1.771548E-6,6.906867E-5,7.88213E-5,4.62315E-5,0.005665093,5.138782E-4,5.951582E-5,0.01232833,2.375622E-5,6.79296E-4,6.636398E-6,3.231396E-4,9.942379E-6,4.003989E-4,1.327399E-5,1.737261E-4,0.00175679,9.53366E-5,0.002096301,5.303038E-5,4.104768E-4,7.794525E-8,0.001903283,0.003066699,9.814545E-5,4.463602E-6,1.126727E-5,6.264496E-5,2.01983E-5,2.179738E-4,2.090474E-5,0.001034525,8.108016,7.150251E-5,459838.1,459838.1
2.429587E-5,15.77839,-3.294931E9,1381.449,1381.449,0.001128177,1.0,0.8191406,5.36389E-5,0.0259451,6.00346E-4,0.006076518,6.312529E-5,0.08092794,5.592537E-5,0.003778984,0.002378176,6.628436E-6,4.178311E-6,0.02783849,5.815736E-4,3.680472E-4,4.912668E-4,3.889337E-5,4.819119E-4,1.708682E-6,6.863763E-5,7.956596E-5,4.57733E-5,0.005629725,5.127657E-4,5.842963E-5,0.01235082,2.329809E-5,6.861678E-4,6.764155E-6,3.262908E-4,1.018285E-5,4.047592E-4,1.344647E-5,1.722866E-4,0.001721064,9.390679E-5,0.002086934,5.280178E-5,4.054634E-4,7.475541E-8,0.001874014,0.003063911,9.767144E-5,4.549044E-6,1.143277E-5,6.301955E-5,2.007063E-5,2.093053E-4,1.966844E-5,9.980501E-4,8.105269,7.150138E-5,459682.3,459682.3
2.511146E-5,15.77871,-3.141373E9,1380.867,1380.867,0.001128177,1.0,0.8186789,5.216824E-5,0.02616847,5.838937E-4,0.006085233,6.103425E-5,0.08130618,5.449557E-5,0.003820379,0.00237202,6.450893E-6,3.995363E-6,0.02784744,5.767855E-4,3.738946E-4,4.974013E-4,3.905555E-5,4.784249E-4,1.628735E-6,6.80611E-5,8.054468E-5,4.51524E-5,0.005582285,5.112221E-4,5.701545E-5,0.01237955,2.270484E-5,6.952691E-4,6.935399E-6,3.304885E-4,1.050727E-5,4.105452E-4,1.36762E-5,1.70378E-4,0.00167408,9.200193E-5,0.002074346,5.248694E-5,3.988033E-4,7.07032E-8,0.00183538,0.003060252,9.704792E-5,4.663355E-6,1.16535E-5,6.350829E-5,1.989561E-5,1.982283E-4,1.81252E-5,9.511826E-4,8.101685,7.14999E-5,459479.1,459479.1
2.558725E-5,15.7789,-3.056955E9,1380.54,1380.54,0.001128177,1.0,0.8184181,5.135014E-5,0.02629563,5.747342E-4,0.006090002,5.987245E-5,0.08152021,5.36963E-5,0.00384397,0.002368431,6.351884E-6,3.894737E-6,0.02785157,5.740611E-4,3.772483E-4,5.009125E-4,3.91426E-5,4.764258E-4,1.584804E-6,6.772972E-5,8.109845E-5,4.479171E-5,0.005554948,5.10307E-4,5.622183E-5,0.01239538,2.237349E-5,7.004559E-4,7.034034E-6,3.32893E-4,1.06952E-5,4.13848E-4,1.380775E-5,1.692892E-4,0.001647483,9.091124E-5,0.002067082,5.230143E-5,3.949984E-4,6.847899E-8,0.001813435,0.003058183,9.669472E-5,4.729081E-6,1.178009E-5,6.3783E-5,1.979287E-5,1.921171E-4,1.729175E-5,9.251964E-4,8.099671,7.149906E-5,459364.8,459364.8
2.606303E-5,15.77908,-2.976065E9,1380.221,1380.221,0.001128177,1.0,0.8181633,5.055951E-5,0.02642058,5.658769E-4,0.006094552,5.875067E-5,0.08172959,5.29212E-5,0.003867168,0.002364847,6.256028E-6,3.798279E-6,0.02785495,5.71385E-4,3.805613E-4,5.043759E-4,3.922443E-5,4.744516E-4,1.542721E-6,6.740192E-5,8.164007E-5,4.44324E-5,0.005527857,5.093825E-4,5.545008E-5,0.01241056,2.205235E-5,7.055561E-4,7.131766E-6,3.352662E-4,1.088216E-5,4.170996E-4,1.393755E-5,1.682178E-4,0.00162146,8.983544E-5,0.002059875,5.211473E-5,3.912507E-4,6.635032E-8,0.001791909,0.003056161,9.634889E-5,4.794121E-6,1.190514E-5,6.40504E-5,1.968977E-5,1.862477E-4,1.650354E-5,9.001476E-4,8.097709,7.149823E-5,459253.5,459253.5
2.653882E-5,15.77926,-2.898501E9,1379.911,1379.911,0.001128177,1.0,0.8179142,4.979494E-5,0.0265434,5.573067E-4,0.006098895,5.766687E-5,0.08193451,5.216914E-5,0.003889987,0.002361268,6.163173E-6,3.705747E-6,0.02785762,5.687553E-4,3.838348E-4,5.077931E-4,3.930128E-5,4.72502E-4,1.502379E-6,6.707763E-5,8.216994E-5,4.407464E-5,0.005501008,5.084493E-4,5.469925E-5,0.01242513,2.174093E-5,7.105727E-4,7.228619E-6,3.37609E-4,1.106816E-5,4.203015E-4,1.406565E-5,1.671633E-4,0.001595995,8.877437E-5,0.002052727,5.192697E-5,3.87559E-4,6.431174E-8,0.00177079,0.003054183,9.601013E-5,4.858489E-6,1.202868E-5,6.431076E-5,1.958636E-5,1.806075E-4,1.575763E-5,8.759911E-4,8.095797,7.149742E-5,459145.1,459145.1
2.70146E-5,15.77944,-2.824074E9,1379.609,1379.609,0.001128177,1.0,0.8176706,4.905514E-5,0.02666416,5.490094E-4,0.00610304,5.661916E-5,0.08213513,5.14391E-5,0.00391244,0.002357696,6.073172E-6,3.616921E-6,0.02785962,5.661704E-4,3.8707E-4,5.111653E-4,3.937342E-5,4.705762E-4,1.463677E-6,6.675679E-5,8.26884E-5,4.37186E-5,0.0054744,5.075085E-4,5.396848E-5,0.01243911,2.143878E-5,7.155084E-4,7.324612E-6,3.399223E-4,1.125319E-5,4.234553E-4,1.419209E-5,1.661252E-4,0.001571069,8.772784E-5,0.002045638,5.17383E-5,3.839217E-4,6.23582E-8,0.001750065,0.003052249,9.567815E-5,4.922201E-6,1.215076E-5,6.456431E-5,1.948271E-5,1.75185E-4,1.505134E-5,8.526846E-4,8.093934,7.149662E-5,459039.5,459039.5
2.767436E-5,15.77968,-2.725737E9,1379.203,1379.203,0.001128177,1.0,0.8173415,4.806799E-5,0.02682833,5.379306E-4,0.006108478,5.522278E-5,0.08240654,5.046137E-5,0.00394299,0.002352755,5.952845E-6,3.499495E-6,0.02786135,5.626568E-4,3.914949E-4,5.157696E-4,3.946607E-5,4.679441E-4,1.412556E-6,6.631747E-5,8.338915E-5,4.3228E-5,0.005437892,5.061924E-4,5.298676E-5,0.01245756,2.103435E-5,7.222237E-4,7.456341E-6,3.430829E-4,1.150821E-5,4.277518E-4,1.436475E-5,1.647118E-4,0.00153737,8.630034E-5,0.002035903,5.147534E-5,3.789658E-4,5.978127E-8,0.001721959,0.003049634,9.522856E-5,5.009488E-6,1.23177E-5,6.49051E-5,1.933867E-5,1.680057E-4,1.413283E-5,8.216984E-4,8.091426,7.149553E-5,458897.3,458897.3
2.823534E-5,15.77988,-2.64629E9,1378.868,1378.868,0.001128177,1.0,0.8170694,4.726205E-5,0.02696505,5.28879E-4,0.006112835,5.408415E-5,0.08263135,4.966003E-5,0.003968454,0.002348568,5.854402E-6,3.404567E-6,0.02786192,5.597315E-4,3.952032E-4,5.196211E-4,3.95385E-5,4.657403E-4,1.371264E-6,6.594894E-5,8.396895E-5,4.281394E-5,0.005407202,5.050642E-4,5.217958E-5,0.01247244,2.070307E-5,7.278199E-4,7.567117E-6,3.457286E-4,1.172362E-5,4.313372E-4,1.450918E-5,1.635331E-4,0.00150948,8.51079E-5,0.002027714,5.125075E-5,3.748299E-4,5.770314E-8,0.001698617,0.00304747,9.485566E-5,5.08276E-6,1.245758E-5,6.518538E-5,1.921602E-5,1.621942E-4,1.340345E-5,7.965039E-4,8.089361,7.149463E-5,458780.1,458780.1
2.892546E-5,15.78012,-2.553434E9,1378.47,1378.47,0.001128177,1.0,0.8167437,4.631006E-5,0.02712977,5.181794E-4,0.006117878,5.274096E-5,0.08290077,4.870991E-5,0.00399916,0.002343435,5.737879E-6,3.293545E-6,0.02786158,5.562076E-4,3.996995E-4,5.24282E-4,3.96201E-5,4.630709E-4,1.323013E-6,6.550173E-5,8.466279E-5,4.230874E-5,0.005369883,5.036665E-4,5.121948E-5,0.01248978,2.031049E-5,7.345672E-4,7.701889E-6,3.489328E-4,1.198683E-5,4.356659E-4,1.468396E-5,1.62111E-4,0.001476093,8.366736E-5,0.002017751,5.097342E-5,3.698371E-4,5.527901E-8,0.001670579,0.003044879,9.440814E-5,5.17174E-6,1.262713E-5,6.551875E-5,1.906502E-5,1.553904E-4,1.256594E-5,7.668749E-4,8.0869,7.149353E-5,458640.5,458640.5
2.974793E-5,15.7804,-2.449277E9,1378.013,1378.013,0.001128177,1.0,0.8163679,4.522866E-5,0.0273213,5.060151E-4,0.006123462,5.121764E-5,0.08321209,4.76259E-5,0.004034902,0.002337348,5.605198E-6,3.168909E-6,0.02785977,5.521102E-4,4.049672E-4,5.297301E-4,3.97073E-5,4.599478E-4,1.2689E-6,6.49774E-5,8.54629E-5,4.171308E-5,0.005326021,5.019888E-4,5.012003E-5,0.01250914,1.986286E-5,7.424194E-4,7.860408E-6,3.526813E-4,1.229799E-5,4.407114E-4,1.488823E-5,1.604547E-4,0.001437581,8.198782E-5,0.002006034,5.064175E-5,3.640194E-4,5.256655E-8,0.001638097,0.003041889,9.389013E-5,5.276163E-6,1.282572E-5,6.590036E-5,1.888508E-5,1.47746E-4,1.164655E-5,7.334067E-4,8.084074,7.149224E-5,458480.3,458480.3
3.0E-5,15.78049,-2.418683E9,1377.877,1377.877,0.001128177,1.0,0.8162553,4.490817E-5,0.02737901,5.024078E-4,0.006125085,5.076671E-5,0.08330546,4.730367E-5,0.004045678,0.002335489,5.56581E-6,3.132277E-6,0.02785892,5.508758E-4,4.065625E-4,5.313773E-4,3.973196E-5,4.590029E-4,1.253007E-6,6.481855E-5,8.570249E-5,4.153198E-5,0.00531271,5.014724E-4,4.979237E-5,0.0125148,1.972985E-5,7.447862E-4,7.908546E-6,3.538153E-4,1.23928E-5,4.422339E-4,1.494997E-5,1.599551E-4,0.001426047,8.148105E-5,0.002002477,5.053992E-5,3.622645E-4,5.177126E-8,0.001628339,0.003040993,9.373456E-5,5.307821E-6,1.288584E-5,6.601403E-5,1.882997E-5,1.454984E-4,1.138067E-5,7.235291E-4,8.083231,7.149185E-5,458432.4,458432.4
3.072012E-5,15.78073,-2.334496E9,1377.497,1377.497,0.001128177,1.0,0.8159402,4.401927E-5,0.02754137,4.923976E-4,0.006129508,4.951738E-5,0.08356716,4.640762E-5,0.004076018,0.002330198,5.456405E-6,3.031416E-6,0.02785583,5.474024E-4,4.110722E-4,5.360271E-4,3.979743E-5,4.563345E-4,1.209277E-6,6.43694E-5,8.637294E-5,4.101854E-5,0.005275016,4.999924E-4,4.887918E-5,0.01253031,1.93601E-5,7.51449E-4,8.044951E-6,3.570183E-4,1.266226E-5,4.465239E-4,1.512423E-5,1.585483E-4,0.001393765,8.005352E-5,0.001992402,5.024862E-5,3.573214E-4,4.958652E-8,0.001600951,0.003038484,9.3298E-5,5.397398E-6,1.305576E-5,6.633062E-5,1.867266E-5,1.393095E-4,1.065916E-5,6.962391E-4,8.080876,7.149075E-5,458298.9,458298.9
3.137255E-5,15.78095,-2.262104E9,1377.163,1377.163,0.001128177,1.0,0.8156625,4.324643E-5,0.0276854,4.836879E-4,0.006133254,4.843284E-5,0.08379805,4.562578E-5,0.004102956,0.00232543,5.36109E-6,2.944619E-6,0.02785218,5.443208E-4,4.150986E-4,5.4017E-4,3.985069E-5,4.539555E-4,1.171678E-6,6.396829E-5,8.6963E-5,4.055851E-5,0.005241287,4.986464E-4,4.807992E-5,0.01254355,1.903761E-5,7.573631E-4,8.167139E-6,3.598744E-4,1.290462E-5,4.50337E-4,1.527943E-5,1.572987E-4,0.001365349,7.87856E-5,0.001983386,4.998441E-5,3.529309E-4,4.771256E-8,0.001576746,0.003036273,9.291216E-5,5.477469E-6,1.320742E-5,6.660739E-5,1.85304E-5,1.339842E-4,1.005101E-5,6.726459E-4,8.078811,7.148976E-5,458181.8,458181.8
3.206391E-5,15.78118,-2.189143E9,1376.822,1376.822,0.001128177,1.0,0.815376,4.245913E-5,0.02783498,4.74809E-4,0.006136968,4.732969E-5,0.08403657,4.482664E-5,0.004130956,0.002320405,5.263805E-6,2.857064E-6,0.02784751,5.4112E-4,4.19306E-4,5.444904E-4,3.990127E-5,4.514732E-4,1.133786E-6,6.354915E-5,8.757099E-5,4.007653E-5,0.005205971,4.972159E-4,4.72606E-5,0.01255678,1.870811E-5,7.635085E-4,8.295215E-6,3.62855E-4,1.315962E-5,4.543041E-4,1.544119E-5,1.559996E-4,0.001336065,7.746784E-5,0.001973944,4.970428E-5,3.483667E-4,4.582854E-8,0.001551704,0.003033991,9.251283E-5,5.561224E-6,1.336583E-5,6.68907E-5,1.838001E-5,1.286149E-4,9.449962E-6,6.487488E-4,8.076689,7.148873E-5,458061.4,458061.4
3.271284E-5,15.78139,-2.123946E9,1376.511,1376.511,0.001128177,1.0,0.815114,4.174816E-5,0.02797264,4.667854E-4,0.006140228,4.633505E-5,0.08425494,4.410265E-5,0.004156745,0.002315714,5.175787E-6,2.778761E-6,0.02784242,5.381737E-4,4.232015E-4,5.484823E-4,3.994361E-5,4.491785E-4,1.099926E-6,6.316114E-5,8.812604E-5,3.962942E-5,0.005173216,4.958702E-4,4.651623E-5,0.01256848,1.840969E-5,7.691667E-4,8.41415E-6,3.656111E-4,1.339726E-5,4.579611E-4,1.559057E-5,1.548028E-4,0.001309327,7.625469E-5,0.001965187,4.944136E-5,3.441631E-4,4.414935E-8,0.001528747,0.003031905,9.214656E-5,5.638837E-6,1.351244E-5,6.714763E-5,1.823926E-5,1.238165E-4,8.923368E-6,6.27296E-4,8.074757,7.148778E-5,457951.9,457951.9
3.340335E-5,15.78161,-2.057826E9,1376.19,1376.19,0.001128177,1.0,0.8148423,4.10196E-5,0.02811632,4.585575E-4,0.006143473,4.531738E-5,0.08448173,4.335847E-5,0.004183685,0.002310752,5.085429E-6,2.699277E-6,0.02783631,5.350976E-4,4.272915E-4,5.526654E-4,3.998359E-5,4.467729E-4,1.065586E-6,6.275383E-5,8.870077E-5,3.915937E-5,0.00513877,4.944362E-4,4.574901E-5,0.01258022,1.810305E-5,7.750755E-4,8.539389E-6,3.685014E-4,1.364837E-5,4.617847E-4,1.5747E-5,1.535523E-4,0.00128164,7.498837E-5,0.001955979,4.916176E-5,3.397726E-4,4.245084E-8,0.00150488,0.00302974,9.176543E-5,5.720393E-6,1.366631E-5,6.74119E-5,1.808999E-5,1.189508E-4,8.399711E-6,6.05445E-4,8.072761,7.148677E-5,457838.7,457838.7
3.408682E-5,15.78183,-1.995477E9,1375.882,1375.882,0.001128177,1.0,0.8145801,4.032533E-5,0.02825581,4.507115E-4,0.006146467,4.434919E-5,0.08470077,4.264715E-5,0.00420986,0.002305871,4.999167E-6,2.624258E-6,0.02782959,5.321102E-4,4.312859E-4,5.567423E-4,4.001834E-5,4.444276E-4,1.033204E-6,6.235621E-5,8.925406E-5,3.869999E-5,0.005105082,4.930154E-4,4.50137E-5,0.01259115,1.781002E-5,7.808143E-4,8.662051E-6,3.713204E-4,1.389513E-5,4.655027E-4,1.589932E-5,1.523372E-4,0.001254984,7.375941E-5,0.001946974,4.888529E-5,3.355083E-4,4.085367E-8,0.001481806,0.003027653,9.139657E-5,5.800096E-6,1.381651E-5,6.766457E-5,1.794282E-5,1.143645E-4,7.915869E-6,5.847552E-4,8.070844,7.148578E-5,457729.9,457729.9
3.471973E-5,15.78203,-1.940316E9,1375.605,1375.605,0.001128177,1.0,0.8143432,3.970496E-5,0.02838265,4.43696E-4,0.006149059,4.348542E-5,0.08489898,4.200975E-5,0.00423368,0.002301377,4.921957E-6,2.557827E-6,0.02782282,5.293927E-4,4.349385E-4,5.604629E-4,4.004651E-5,4.422865E-4,1.004553E-6,6.199279E-5,8.975311E-5,3.827988E-5,0.005074238,4.916992E-4,4.435315E-5,0.01260069,1.754752E-5,7.860349E-4,8.774516E-6,3.73895E-4,1.412208E-5,4.688886E-4,1.603823E-5,1.512313E-4,0.001230939,7.264259E-5,0.001938731,4.862964E-5,3.316297E-4,3.944451E-8,0.001460909,0.003025765,9.10621E-5,5.87302E-6,1.395381E-5,6.789095E-5,1.780708E-5,1.103095E-4,7.496115E-6,5.663834E-4,8.069117,7.148488E-5,457632.0,457632.0
3.5364E-5,15.78223,-1.886557E9,1375.331,1375.331,0.001128177,1.0,0.8141075,3.909457E-5,0.02850954,4.36789E-4,0.006151527,4.263686E-5,0.08509638,4.138095E-5,0.004257529,0.00229683,4.845869E-6,2.493028E-6,0.02781542,5.266729E-4,4.386122E-4,5.64198E-4,4.007148E-5,4.401365E-4,9.76629E-7,6.162747E-5,9.024843E-5,3.785749E-5,0.005043184,4.903594E-4,4.369999E-5,0.01260985,1.72886E-5,7.912597E-4,8.887918E-6,3.764813E-4,1.435156E-5,4.722808E-4,1.617754E-5,1.501241E-4,0.001207075,7.152628E-5,0.001930433,4.836985E-5,3.27749E-4,3.807493E-8,0.001440087,0.003023888,9.072834E-5,5.9464E-6,1.409183E-5,6.811418E-5,1.766951E-5,1.063609E-4,7.094765E-6,5.484196E-4,8.067407,7.148396E-5,457535.0,457535.0
3.603859E-5,15.78244,-1.832699E9,1375.052,1375.052,0.001128177,1.0,0.8138663,3.847711E-5,0.0286401,4.297976E-4,0.006153938,4.177985E-5,0.08529851,4.07432E-5,0.004282084,0.002292098,4.768776E-6,2.428051E-6,0.02780716,5.238733E-4,4.424124E-4,5.680541E-4,4.009388E-5,4.379164E-4,9.486516E-7,6.124983E-5,9.075383E-5,3.742094E-5,0.005011031,4.889573E-4,4.303598E-5,0.01261887,1.702606E-5,7.96637E-4,9.005521E-6,3.791534E-4,1.459022E-5,4.757757E-4,1.632123E-5,1.489841E-4,0.001182726,7.037915E-5,0.001921845,4.809841E-5,3.237565E-4,3.670684E-8,0.001418755,0.003021968,9.038584E-5,6.022337E-6,1.423454E-5,6.834039E-5,1.752615E-5,1.024094E-4,6.70057E-6,5.303668E-4,8.065663,7.148301E-5,457436.1,457436.1
3.672767E-5,15.78265,-1.780118E9,1374.775,1374.775,0.001128177,1.0,0.8136258,3.78682E-5,0.02877109,4.228983E-4,0.006156225,4.09361E-5,0.08550036,4.011262E-5,0.00430674,0.002287296,4.692626E-6,2.364543E-6,0.0277982,5.210629E-4,4.462464E-4,5.719366E-4,4.011304E-5,4.356805E-4,9.213304E-7,6.086913E-5,9.125653E-5,3.698109E-5,0.004978564,4.875263E-4,4.237788E-5,0.01262752,1.676651E-5,8.020342E-4,9.124476E-6,3.818459E-4,1.48323E-5,4.792872E-4,1.646574E-5,1.478394E-4,0.001158507,6.922994E-5,0.001913175,4.782185E-5,3.197514E-4,3.537511E-8,0.001397447,0.003020053,9.004305E-5,6.098976E-6,1.437845E-5,6.856378E-5,1.738048E-5,9.855656E-5,6.323548E-6,5.126872E-4,8.063931,7.148205E-5,457337.9,457337.9
4.0E-5,15.78364,-1.559539E9,1373.563,1373.563,0.001128177,1.0,0.8125558,3.524279E-5,0.02936322,3.93097E-4,0.006164952,3.731593E-5,0.08640078,3.737508E-5,0.004418437,0.002264928,4.362885E-6,2.097352E-6,0.02774963,5.083364E-4,4.638431E-4,5.896518E-4,4.01601E-5,4.254737E-4,8.066624E-7,5.912683E-5,9.347231E-5,3.497577E-5,0.004829325,4.807632E-4,3.950316E-5,0.01266156,1.564012E-5,8.264501E-4,9.674189E-6,3.941575E-4,1.595902E-5,4.952183E-4,1.712271E-5,1.426555E-4,0.001051791,6.406647E-5,0.001873372,4.652049E-5,3.016732E-4,2.98388E-8,0.001302385,0.003011542,8.850347E-5,6.450869E-6,1.503798E-5,6.952778E-5,1.670032E-5,8.247555E-5,4.831061E-6,4.380036E-4,8.056312,7.147756E-5,456905.8,456905.8
4.450742E-5,15.78497,-1.318408E9,1372.124,1372.124,0.001128177,1.0,0.8112487,3.221881E-5,0.03010817,3.586505E-4,0.006172261,3.318753E-5,0.08750598,3.418406E-5,0.004559542,0.002235286,3.980137E-6,1.803416E-6,0.02767008,4.922583E-4,4.866141E-4,6.123106E-4,4.013414E-5,4.124107E-4,6.811191E-7,5.688841E-5,9.612012E-5,3.243532E-5,0.0046361,4.715887E-4,3.611613E-5,0.01269259,1.432755E-5,8.572003E-4,1.039428E-5,4.099729E-4,1.74522E-5,5.153859E-4,1.79557E-5,1.361161E-4,9.244139E-4,5.768124E-5,0.001821985,4.476911E-5,2.79059E-4,2.390315E-8,0.00118602,0.003001172,8.658635E-5,6.905935E-6,1.588881E-5,7.062833E-5,1.579863E-5,6.515009E-5,3.381319E-6,3.556381E-4,8.047199,7.147155E-5,456388.9,456389.0
4.558229E-5,15.78528,-1.269369E9,1371.815,1371.815,0.001128177,1.0,0.8109612,3.158056E-5,0.03027529,3.513613E-4,0.006173352,3.232275E-5,0.08774976,3.350535E-5,0.004591291,0.002228413,3.898936E-6,1.743335E-6,0.02764948,4.886387E-4,4.918218E-4,6.174486E-4,4.011643E-5,4.094477E-4,6.555492E-7,5.637966E-5,9.66916E-5,3.186616E-5,0.004591965,4.694317E-4,3.539081E-5,0.01269775,1.404837E-5,8.641021E-4,1.056028E-5,4.135707E-4,1.779873E-5,5.199279E-4,1.814319E-5,1.34647E-4,8.969568E-4,5.627158E-5,0.001810275,4.435963E-5,2.740164E-4,2.271473E-8,0.001160454,0.002998897,8.615877E-5,7.009857E-6,1.608293E-5,7.085717E-5,1.559007E-5,6.167582E-5,3.112048E-6,3.388374E-4,8.045225,7.147014E-5,456277.0,456277.0
4.884619E-5,15.78622,-1.136473E9,1370.942,1370.942,0.001128177,1.0,0.8101377,2.980456E-5,0.03076097,3.310407E-4,0.006175406,2.993034E-5,0.08844964,3.160731E-5,0.004683759,0.002207982,3.672205E-6,1.579865E-6,0.02758402,4.780901E-4,5.07167E-4,6.324879E-4,4.004249E-5,4.007721E-4,5.861605E-7,5.488858E-5,9.83036E-5,3.02202E-5,0.004462168,4.629636E-4,3.335351E-5,0.01270901,1.326749E-5,8.841636E-4,1.105213E-5,4.241285E-4,1.882967E-5,5.331612E-4,1.868857E-5,1.303749E-4,8.196036E-4,5.223346E-5,0.001775899,4.313711E-5,2.594474E-4,1.953305E-8,0.001087362,0.002992393,8.492041E-5,7.315559E-6,1.665389E-5,7.148297E-5,1.49725E-5,5.237607E-5,2.429395E-6,2.933118E-4,8.03963,7.146591E-5,455959.7,455959.7
4.952721E-5,15.78641,-1.111445E9,1370.771,1370.771,0.001128177,1.0,0.8099745,2.946184E-5,0.03085845,3.271125E-4,0.006175621,2.947121E-5,0.08858859,3.123944E-5,0.004702355,0.002203801,3.628318E-6,1.548958E-6,0.02756989,4.759673E-4,5.102851E-4,6.355251E-4,4.002384E-5,3.990196E-4,5.730741E-7,5.458716E-5,9.861821E-5,2.989191E-5,0.004435853,4.616303E-4,3.295716E-5,0.0127106,1.31161E-5,8.881904E-4,1.115256E-5,4.262658E-4,1.904085E-5,5.358229E-4,1.879804E-5,1.295171E-4,8.045265E-4,5.143454E-5,0.001768941,4.288612E-5,2.565407E-4,1.894093E-8,0.001072917,0.002991107,8.467254E-5,7.377564E-6,1.676971E-5,7.160136E-5,1.484666E-5,5.064679E-5,2.308847E-6,2.847484E-4,8.038532,7.146504E-5,455897.4,455897.4
5.0E-5,15.78654,-1.094565E9,1370.655,1370.655,0.001128177,1.0,0.8098628,2.92291E-5,0.03092538,3.244435E-4,0.00617573,2.91599E-5,0.0886837,3.098931E-5,0.004715132,0.002200915,3.598489E-6,1.528088E-6,0.02756,4.745085E-4,5.124338E-4,6.376142E-4,4.001034E-5,3.97814E-4,5.642438E-7,5.437978E-5,9.883248E-5,2.966699E-5,0.004417734,4.60708E-4,3.268741E-5,0.01271156,1.301317E-5,8.909555E-4,1.122185E-5,4.27737E-4,1.918668E-5,5.376516E-4,1.88732E-5,1.28928E-4,7.942617E-4,5.088835E-5,0.001764153,4.271272E-5,2.545486E-4,1.854295E-8,0.001063042,0.002990227,8.450245E-5,7.420266E-6,1.684948E-5,7.168123E-5,1.475992E-5,4.948495E-5,2.229025E-6,2.789762E-4,8.037783,7.146444E-5,455854.9,455854.9
