Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_IC3H7_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_NC4H10_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H8-2_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NC5H12_Soln#21 (),Mole_fraction_NC5H11_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC6H12_Soln#21 (),Mole_fraction_NC7H15_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_C16H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Mole_fraction_BIN1A_Soln#21 (),Mole_fraction_NC10H21_Soln#21 (),Mole_fraction_NC12H25_Soln#21 (),Mole_fraction_NC12H26_Soln#21 (),Mole_fraction_NC16H34_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
0.0,15.7,-2.703379E14,2000.0,2000.0,9.025412E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.74867E-5,535064.1,535064.1
3.365333E-13,15.6999,-2.709797E14,1999.977,1999.977,9.025412E-4,1.0,0.9514553,2.518674E-9,7.354693E-16,1.908081E-9,2.845159E-13,7.42642E-7,5.302333E-9,5.31786E-12,1.621079E-15,1.588535E-13,6.322846E-12,7.422577E-7,7.077354E-9,6.112993E-7,4.69381E-15,1.212716E-13,3.148924E-17,1.006571E-13,7.43073E-7,3.231857E-9,4.330774E-14,6.111043E-7,1.551718E-10,1.277427E-19,3.684168E-18,8.799521E-19,3.418701E-17,1.592769E-26,2.694724E-23,2.818538E-28,1.117508E-17,1.181605E-6,3.200179E-9,1.416247E-17,6.176229E-10,2.783345E-6,2.399858E-9,0.004080989,1.230139E-10,4.93445E-33,2.576266E-46,2.883151E-21,3.634559E-46,7.245578E-40,2.825768E-39,6.375683E-7,1.312815E-6,0.01103145,0.006638194,0.02678442,9.43438,5.748707E-5,535061.5,535061.5
1.198248E-11,15.69657,-2.90841E14,1999.168,1999.168,9.025412E-4,1.0,0.9512721,2.875227E-6,2.855868E-11,2.275686E-6,3.986766E-10,3.062765E-5,6.289462E-6,7.14408E-9,2.657817E-12,2.203015E-10,8.749195E-9,3.012939E-5,8.441896E-6,2.1669E-5,7.698326E-12,1.547349E-10,1.193224E-12,1.424995E-10,3.106064E-5,3.842179E-6,5.888385E-11,2.142519E-5,1.943075E-7,5.392287E-15,8.860146E-14,1.107854E-15,9.734783E-13,1.579076E-20,3.239581E-17,2.99292E-22,5.891056E-13,3.966301E-5,3.807518E-6,3.432297E-12,7.279869E-7,8.914188E-5,2.840292E-6,0.004080199,4.378511E-9,7.810289E-27,5.354424E-36,3.67956E-18,2.036743E-37,9.102657E-34,4.201263E-33,2.138729E-5,4.169802E-5,0.01096594,0.006577891,0.02673907,9.432563,5.749926E-5,534958.5,534958.5
1.228198E-10,15.67423,-3.460104E14,1990.065,1990.065,9.025412E-4,1.0,0.9482905,1.875715E-4,2.053792E-8,1.430145E-4,6.582503E-8,5.406121E-4,3.784401E-4,9.784062E-7,8.182702E-10,3.603522E-8,1.337261E-6,4.941782E-4,5.24015E-4,2.134949E-4,1.83306E-9,1.658173E-8,1.066711E-9,2.367078E-8,5.376575E-4,2.341562E-4,8.594458E-9,1.911745E-4,1.806639E-5,2.156533E-11,7.886727E-11,1.079759E-13,7.212774E-10,1.240324E-16,2.319903E-13,2.828399E-18,1.840114E-9,2.193237E-4,2.315263E-4,1.631404E-8,4.221043E-5,3.904229E-4,1.676232E-4,0.004067359,4.859432E-8,2.331786E-22,4.473992E-29,6.589362E-16,2.994813E-31,1.717148E-29,2.273861E-28,1.140535E-4,1.710623E-4,0.01037549,0.00604755,0.02638745,9.402998,5.758122E-5,533281.7,533281.7
3.466885E-10,15.6432,-2.883257E14,1972.376,1972.376,9.025412E-4,1.0,0.9417271,7.386305E-4,2.469173E-7,5.343969E-4,6.188158E-7,0.001709876,0.001369404,8.029073E-6,1.320371E-8,3.798164E-7,1.159074E-5,0.001489384,0.001915395,5.621061E-4,1.765387E-8,1.258404E-7,1.690439E-8,2.214501E-7,0.001620548,8.477974E-4,7.952611E-8,4.245781E-4,1.136171E-4,1.357181E-9,1.260295E-9,7.402456E-13,9.184552E-9,5.021867E-15,9.769562E-12,1.341323E-16,5.82213E-8,2.242333E-4,8.203059E-4,3.392271E-7,1.484122E-4,3.700881E-4,5.875104E-4,0.004039028,1.775579E-7,3.118075E-20,4.830519E-26,1.373677E-14,2.750053E-28,3.774395E-27,8.655809E-26,1.08998E-4,1.518325E-4,0.009402489,0.005211426,0.02582611,9.337901,5.769544E-5,529589.8,529589.8
9.547835E-10,15.57705,-1.798111E14,1938.391,1938.391,9.025412E-4,1.0,0.9294441,0.001982214,1.87167E-6,0.001318276,4.199605E-6,0.003903771,0.003296476,4.353191E-5,1.801258E-7,3.434757E-6,6.94449E-5,0.003215651,0.004479913,0.001328726,1.074977E-7,7.967695E-7,1.710205E-7,1.572464E-6,0.003504903,0.001977016,5.997773E-7,7.14013E-4,5.182203E-4,4.787261E-8,1.272399E-8,4.231105E-12,7.701641E-8,1.691271E-13,3.613714E-10,4.146067E-15,9.700788E-7,1.489049E-4,0.001804006,3.408117E-6,3.41153E-4,2.476897E-4,0.001316614,0.003985378,7.77317E-7,3.847196E-18,4.672745E-23,2.788725E-13,2.097867E-25,1.058098E-24,2.740715E-23,6.483127E-5,9.243399E-5,0.007689103,0.003843403,0.02461607,9.215975,5.794044E-5,522674.9,522674.9
2.558352E-9,15.46274,-8.904926E13,1889.098,1889.098,9.025412E-4,1.0,0.912579,0.004094848,1.014542E-5,0.0025876,2.064061E-5,0.0068598,0.006298336,1.483391E-4,1.79001E-6,2.53463E-5,2.77495E-4,0.005108668,0.007748887,0.002689083,4.434316E-7,4.099708E-6,1.003694E-6,8.72928E-6,0.005585306,0.003408528,3.651499E-6,8.431212E-4,0.001582,8.73699E-7,7.408368E-8,2.342394E-11,4.688415E-7,4.888882E-12,9.143157E-9,8.07375E-14,8.947832E-6,8.082271E-5,0.00280449,2.107473E-5,5.806185E-4,1.353082E-4,0.002149301,0.003908424,3.474431E-6,3.884421E-16,3.291795E-20,4.226453E-12,1.096373E-22,2.159279E-22,5.014696E-21,2.898385E-5,4.291378E-5,0.005522774,0.002325772,0.02246018,9.048015,5.836879E-5,513149.2,513149.2
5.963684E-9,15.33438,-4.217412E13,1838.446,1838.446,9.025412E-4,1.0,0.8957867,0.006372602,3.910002E-5,0.004540301,6.834665E-5,0.009576415,0.01044127,3.441438E-4,1.075981E-5,1.188491E-4,6.8589E-4,0.006073252,0.01068228,0.004304679,1.301934E-6,1.478842E-5,3.162226E-6,3.375102E-5,0.006576081,0.004633397,1.484283E-5,7.690392E-4,0.003125821,6.78515E-6,2.47096E-7,1.386517E-10,1.853012E-6,6.977331E-11,1.046016E-7,9.044167E-13,4.290413E-5,4.391753E-5,0.003379133,7.848745E-5,7.756234E-4,7.131441E-5,0.00275853,0.00382197,1.180751E-5,2.042446E-14,7.023429E-18,3.661925E-11,2.258037E-20,1.635463E-20,3.318374E-19,1.247663E-5,1.857876E-5,0.003711089,0.001271204,0.01972274,8.879118,5.885736E-5,503570.4,503570.4
6.395432E-9,15.32348,-3.945905E13,1834.085,1834.085,9.025412E-4,1.0,0.8943321,0.006554077,4.369801E-5,0.004774142,7.501508E-5,0.009785327,0.01089272,3.678753E-4,1.242219E-5,1.337596E-4,7.301304E-4,0.006099176,0.01092292,0.004446309,1.421948E-6,1.635297E-5,3.431334E-6,3.753835E-5,0.006590152,0.004727148,1.653774E-5,7.586106E-4,0.003274913,7.896116E-6,2.718407E-7,1.630039E-10,2.060335E-6,8.578597E-11,1.260944E-7,1.105276E-12,4.822021E-5,4.173856E-5,0.003411416,8.661365E-5,7.899301E-4,6.741037E-5,0.002800747,0.003813677,1.299649E-5,2.840029E-14,1.078317E-17,4.347889E-11,3.49729E-20,2.316487E-20,4.646943E-19,1.162207E-5,1.724799E-5,0.003574386,0.001200773,0.01946014,8.864352,5.889921E-5,502733.0,502733.0
7.663685E-9,15.29571,-3.309832E13,1822.743,1822.743,9.025412E-4,1.0,0.8905209,0.007000373,5.835454E-5,0.005458169,9.509662E-5,0.01029855,0.01216522,4.372481E-4,1.798431E-5,1.802133E-4,8.504939E-4,0.006118631,0.011546,0.004809986,1.78941E-6,2.112495E-5,4.205496E-6,4.920521E-5,0.006564942,0.004961979,2.174111E-5,7.305557E-4,0.003672973,1.154962E-5,3.493316E-7,2.494027E-10,2.696073E-6,1.450695E-10,2.024346E-7,1.861913E-12,6.467372E-5,3.661335E-5,0.003485404,1.109457E-4,8.252541E-4,5.816162E-5,0.002903633,0.003791145,1.658354E-5,6.675778E-14,3.231896E-17,6.750665E-11,1.081194E-19,5.671292E-20,1.104134E-18,9.689079E-6,1.418992E-5,0.003232452,0.001030784,0.01875523,8.825534,5.900618E-5,500531.4,500531.4
