Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H3_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_IC3H7_Soln#9 (),Mole_fraction_NC3H7_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_PC4H9_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H5_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_NC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M2_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_DIALLYL_Soln#9 (),Mole_fraction_CYC6H8_Soln#9 (),Mole_fraction_CYC6H10_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_NPBENZ_Soln#9 (),Mole_fraction_NC12H26_Soln#9 (),Mole_fraction_NC16H34_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
7.3E-4,15.46838,-1.125289E8,1197.588,1197.588,0.001289345,1.0,0.823886,2.401298E-6,0.02785719,4.083767E-5,0.005790117,1.088019E-5,0.07790512,2.590747E-6,0.001845861,0.001666065,1.59065E-6,3.711498E-7,0.02616522,1.296259E-4,2.802814E-4,3.187743E-4,3.677517E-4,1.374131E-7,4.395046E-5,2.86814E-4,3.937705E-5,0.005221199,5.362197E-4,3.258603E-5,0.01225693,9.923689E-7,3.76597E-4,4.151404E-4,1.029145E-5,5.23679E-4,9.055099E-6,1.765721E-5,5.478743E-5,0.002992326,6.524777E-6,1.244177E-4,0.001931365,9.466058E-5,2.577163E-5,4.102941E-6,3.7273E-4,0.002410655,0.003093443,2.366068E-5,2.023264E-5,8.826499E-5,4.095154E-5,8.595944E-4,1.771976E-4,0.001607661,8.19124,8.335357E-5,464558.1,464558.1
7.4E-4,15.46826,-1.103717E8,1197.368,1197.368,0.001289345,1.0,0.8236765,2.379279E-6,0.02795212,4.045644E-5,0.005802494,1.077941E-5,0.07805311,2.567459E-6,0.001852661,0.001665827,1.580619E-6,3.659133E-7,0.02617364,1.292153E-4,2.817697E-4,3.19804E-4,3.670843E-4,1.35326E-7,4.392472E-5,2.882251E-4,3.909678E-5,0.005206357,5.359623E-4,3.238227E-5,0.01227239,9.843029E-7,3.7821E-4,4.172026E-4,1.039414E-5,5.266936E-4,9.109909E-6,1.772745E-5,5.464427E-5,0.002978075,6.521052E-6,1.238997E-4,0.001925795,9.454082E-5,2.581738E-5,4.123322E-6,3.709774E-4,0.002397241,0.00309184,2.355898E-5,2.038603E-5,8.84439E-5,4.08899E-5,8.505407E-4,1.744947E-4,0.001586575,8.189798,8.335421E-5,464476.3,464476.3
7.5E-4,15.46815,-1.082779E8,1197.152,1197.152,0.001289345,1.0,0.82347,2.357785E-6,0.02804605,4.008384E-5,0.005814717,1.068092E-5,0.07819913,2.544701E-6,0.001859389,0.001665581,1.57077E-6,3.608137E-7,0.02618166,1.288107E-4,2.832438E-4,3.208199E-4,3.664213E-4,1.332947E-7,4.389846E-5,2.896158E-4,3.882085E-5,0.005191599,5.356953E-4,3.218209E-5,0.01228753,9.764156E-7,3.798065E-4,4.192489E-4,1.049634E-5,5.296827E-4,9.164168E-6,1.7796E-5,5.45026E-5,0.002963948,6.517086E-6,1.233848E-4,0.001920264,9.441915E-5,2.586163E-5,4.143381E-6,3.692391E-4,0.00238397,0.003090261,2.345904E-5,2.053851E-5,8.861939E-5,4.082778E-5,8.416531E-4,1.718535E-4,0.001565919,8.18838,8.335481E-5,464395.9,464395.9
7.6E-4,15.46804,-1.062448E8,1196.94,1196.94,0.001289345,1.0,0.8232663,2.336797E-6,0.02813898,3.971954E-5,0.00582679,1.058462E-5,0.07834323,2.522453E-6,0.001866047,0.001665328,1.561097E-6,3.558456E-7,0.02618931,1.284119E-4,2.847042E-4,3.218223E-4,3.657626E-4,1.313167E-7,4.387173E-5,2.909866E-4,3.854918E-5,0.005176923,5.354191E-4,3.198535E-5,0.01230238,9.687005E-7,3.81387E-4,4.212796E-4,1.059808E-5,5.326467E-4,9.217884E-6,1.786288E-5,5.43624E-5,0.002949943,6.512891E-6,1.228729E-4,0.00191477,9.429564E-5,2.59044E-5,4.163125E-6,3.67515E-4,0.00237084,0.003088703,2.336083E-5,2.069011E-5,8.879155E-5,4.076522E-5,8.329264E-4,1.692719E-4,0.00154568,8.186985,8.335537E-5,464316.8,464316.8
7.7E-4,15.46795,-1.042701E8,1196.732,1196.732,0.001289345,1.0,0.8230653,2.316298E-6,0.02823096,3.936328E-5,0.005838717,1.049045E-5,0.07848546,2.5007E-6,0.001872637,0.001665067,1.551595E-6,3.510041E-7,0.02619657,1.280187E-4,2.861511E-4,3.228115E-4,3.651083E-4,1.293901E-7,4.384452E-5,2.923379E-4,3.828166E-5,0.005162329,5.351341E-4,3.179198E-5,0.01231694,9.611518E-7,3.829518E-4,4.232951E-4,1.069934E-5,5.355863E-4,9.271069E-6,1.792815E-5,5.422362E-5,0.002936058,6.508477E-6,1.22364E-4,0.001909312,9.417038E-5,2.594574E-5,4.182562E-6,3.658048E-4,0.002357848,0.003087168,2.326427E-5,2.084083E-5,8.896047E-5,4.070224E-5,8.243563E-4,1.667482E-4,0.001525846,8.185613,8.335588E-5,464238.9,464238.9
7.8E-4,15.46786,-1.023513E8,1196.528,1196.528,0.001289345,1.0,0.8228671,2.29627E-6,0.02832199,3.901478E-5,0.005850502,1.039834E-5,0.07862586,2.479423E-6,0.00187916,0.001664799,1.542259E-6,3.462846E-7,0.02620348,1.276311E-4,2.875846E-4,3.237878E-4,3.644582E-4,1.27513E-7,4.381686E-5,2.936701E-4,3.80182E-5,0.005147817,5.348404E-4,3.160186E-5,0.01233121,9.537642E-7,3.845013E-4,4.252956E-4,1.080015E-5,5.385019E-4,9.32373E-6,1.799183E-5,5.408625E-5,0.002922291,6.503852E-6,1.218581E-4,0.001903892,9.404341E-5,2.598569E-5,4.201695E-6,3.641084E-4,0.002344991,0.003085653,2.316934E-5,2.09907E-5,8.912622E-5,4.063886E-5,8.159385E-4,1.642805E-4,0.001506406,8.184263,8.335635E-5,464162.4,464162.4
7.9E-4,15.46778,-1.004864E8,1196.327,1196.327,0.001289345,1.0,0.8226715,2.276697E-6,0.0284121,3.867378E-5,0.005862147,1.030821E-5,0.07876448,2.458608E-6,0.001885619,0.001664525,1.533084E-6,3.416827E-7,0.02621004,1.272488E-4,2.890052E-4,3.247516E-4,3.638122E-4,1.256837E-7,4.378876E-5,2.949837E-4,3.775871E-5,0.005133385,5.345385E-4,3.141492E-5,0.01234521,9.465325E-7,3.860358E-4,4.272816E-4,1.09005E-5,5.413939E-4,9.375876E-6,1.805395E-5,5.395025E-5,0.002908641,6.499025E-6,1.213552E-4,0.001898508,9.391479E-5,2.602427E-5,4.220532E-6,3.624256E-4,0.002332266,0.00308416,2.307599E-5,2.113973E-5,8.92889E-5,4.057509E-5,8.076688E-4,1.618672E-4,0.001487347,8.182934,8.335678E-5,464087.0,464087.0
8.0E-4,15.46771,-9.86731E7,1196.131,1196.131,0.001289345,1.0,0.8224785,2.257563E-6,0.02850132,3.834003E-5,0.005873657,1.021999E-5,0.07890136,2.438239E-6,0.001892013,0.001664243,1.524066E-6,3.371941E-7,0.02621625,1.268717E-4,2.904131E-4,3.257031E-4,3.631704E-4,1.239003E-7,4.376025E-5,2.96279E-4,3.75031E-5,0.005119032,5.342285E-4,3.123107E-5,0.01235894,9.394513E-7,3.875556E-4,4.292532E-4,1.100041E-5,5.44263E-4,9.427515E-6,1.811456E-5,5.381558E-5,0.002895105,6.494005E-6,1.208553E-4,0.001893159,9.378459E-5,2.606153E-5,4.239078E-6,3.607561E-4,0.002319672,0.003082686,2.298417E-5,2.128794E-5,8.944856E-5,4.051097E-5,7.995432E-4,1.595065E-4,0.00146866,8.181627,8.335718E-5,464012.9,464012.9
8.1E-4,15.46764,-9.690948E7,1195.937,1195.937,0.001289345,1.0,0.822288,2.238852E-6,0.02858966,3.801326E-5,0.005885034,1.013363E-5,0.07903655,2.418299E-6,0.001898346,0.001663956,1.515199E-6,3.328144E-7,0.02622214,1.264997E-4,2.918086E-4,3.266427E-4,3.625327E-4,1.221611E-7,4.373133E-5,2.975566E-4,3.725128E-5,0.005104758,5.339109E-4,3.105019E-5,0.01237241,9.325154E-7,3.890611E-4,4.312109E-4,1.109988E-5,5.471095E-4,9.478657E-6,1.817369E-5,5.368223E-5,0.002881682,6.488802E-6,1.203584E-4,0.001887846,9.365287E-5,2.60975E-5,4.257339E-6,3.590997E-4,0.002307205,0.003081232,2.289383E-5,2.143535E-5,8.96053E-5,4.044651E-5,7.915572E-4,1.571966E-4,0.001450332,8.18034,8.335753E-5,463939.9,463939.9
8.2E-4,15.46758,-9.519348E7,1195.748,1195.748,0.001289345,1.0,0.8220999,2.22055E-6,0.02867714,3.769325E-5,0.005896282,1.004905E-5,0.0791701,2.398774E-6,0.001904618,0.001663662,1.506478E-6,3.285397E-7,0.02622771,1.261325E-4,2.931919E-4,3.275706E-4,3.618989E-4,1.204644E-7,4.370203E-5,2.988169E-4,3.700315E-5,0.005090563,5.335859E-4,3.087221E-5,0.01238562,9.257199E-7,3.905526E-4,4.331548E-4,1.119892E-5,5.49934E-4,9.529311E-6,1.823137E-5,5.355015E-5,0.00286837,6.483424E-6,1.198643E-4,0.001882568,9.351968E-5,2.613222E-5,4.27532E-6,3.574563E-4,0.002294864,0.003079798,2.280493E-5,2.158197E-5,8.975918E-5,4.038174E-5,7.837068E-4,1.54936E-4,0.001432353,8.179073,8.335785E-5,463868.0,463868.0
8.3E-4,15.46753,-9.352324E7,1195.561,1195.561,0.001289345,1.0,0.8219141,2.202641E-6,0.02876378,3.737975E-5,0.005907404,9.966205E-6,0.07930205,2.37965E-6,0.001910831,0.001663363,1.4979E-6,3.243659E-7,0.02623297,1.257701E-4,2.945633E-4,3.284871E-4,3.612691E-4,1.188086E-7,4.367236E-5,3.000602E-4,3.675863E-5,0.005076445,5.332538E-4,3.069704E-5,0.01239859,9.1906E-7,3.920305E-4,4.350854E-4,1.129754E-5,5.527369E-4,9.579485E-6,1.828763E-5,5.341932E-5,0.002855166,6.477879E-6,1.193732E-4,0.001877324,9.338509E-5,2.616572E-5,4.293028E-6,3.558257E-4,0.002282645,0.003078382,2.271742E-5,2.172782E-5,8.991029E-5,4.031666E-5,7.75988E-4,1.527229E-4,0.001414712,8.177825,8.335813E-5,463797.3,463797.3
8.4E-4,15.46748,-9.189705E7,1195.378,1195.378,0.001289345,1.0,0.8217307,2.185112E-6,0.02884961,3.707258E-5,0.005918404,9.885027E-6,0.07943243,2.360914E-6,0.001916986,0.001663059,1.48946E-6,3.202898E-7,0.02623793,1.254123E-4,2.95923E-4,3.293925E-4,3.606432E-4,1.171923E-7,4.364233E-5,3.01287E-4,3.651764E-5,0.005062403,5.329148E-4,3.05246E-5,0.01241132,9.125315E-7,3.934951E-4,4.370028E-4,1.139574E-5,5.555187E-4,9.629189E-6,1.834251E-5,5.328972E-5,0.002842071,6.472174E-6,1.18885E-4,0.001872115,9.324915E-5,2.619804E-5,4.310468E-6,3.542076E-4,0.002270546,0.003076984,2.263128E-5,2.187292E-5,9.00587E-5,4.025131E-5,7.683974E-4,1.505559E-4,0.0013974,8.176596,8.335838E-5,463727.5,463727.5
8.5E-4,15.46745,-9.031326E7,1195.198,1195.198,0.001289345,1.0,0.8215496,2.167952E-6,0.02893464,3.677152E-5,0.005929283,9.805467E-6,0.07956128,2.342555E-6,0.001923084,0.001662749,1.481155E-6,3.163078E-7,0.02624261,1.250591E-4,2.972713E-4,3.302871E-4,3.60021E-4,1.156142E-7,4.361195E-5,3.024975E-4,3.628009E-5,0.005048437,5.325692E-4,3.035482E-5,0.01242381,9.061304E-7,3.949466E-4,4.389074E-4,1.149353E-5,5.582797E-4,9.678428E-6,1.839603E-5,5.316132E-5,0.00282908,6.466317E-6,1.183996E-4,0.001866939,9.311191E-5,2.622919E-5,4.327644E-6,3.52602E-4,0.002258566,0.003075603,2.254646E-5,2.201727E-5,9.020445E-5,4.018569E-5,7.609315E-4,1.484337E-4,0.001380407,8.175385,8.335859E-5,463658.9,463658.9
8.6E-4,15.46741,-8.877032E7,1195.021,1195.021,0.001289345,1.0,0.8213706,2.151148E-6,0.02901888,3.647638E-5,0.005940045,9.727475E-6,0.07968864,2.324559E-6,0.001929128,0.001662434,1.47298E-6,3.124167E-7,0.026247,1.247102E-4,2.986084E-4,3.31171E-4,3.594027E-4,1.140728E-7,4.358125E-5,3.036922E-4,3.604592E-5,0.005034546,5.322173E-4,3.018763E-5,0.01243607,8.998527E-7,3.963854E-4,4.407993E-4,1.159091E-5,5.610204E-4,9.727211E-6,1.844822E-5,5.303409E-5,0.002816194,6.460314E-6,1.179171E-4,0.001861797,9.297341E-5,2.625921E-5,4.344561E-6,3.510085E-4,0.002246702,0.003074241,2.246293E-5,2.216089E-5,9.034763E-5,4.011982E-5,7.535872E-4,1.463549E-4,0.001363725,8.174192,8.335877E-5,463591.2,463591.2
8.7E-4,15.46738,-8.726678E7,1194.847,1194.847,0.001289345,1.0,0.8211938,2.134689E-6,0.02910236,3.618698E-5,0.005950691,9.651004E-6,0.07981454,2.306916E-6,0.001935117,0.001662114,1.464933E-6,3.086136E-7,0.02625111,1.243656E-4,2.999345E-4,3.320446E-4,3.58788E-4,1.12567E-7,4.355023E-5,3.048714E-4,3.581504E-5,0.005020729,5.318591E-4,3.002296E-5,0.01244811,8.936948E-7,3.978116E-4,4.426788E-4,1.16879E-5,5.637412E-4,9.775545E-6,1.849912E-5,5.290802E-5,0.002803411,6.454171E-6,1.174375E-4,0.001856687,9.283369E-5,2.628813E-5,4.361224E-6,3.494271E-4,0.002234952,0.003072895,2.238066E-5,2.230381E-5,9.048827E-5,4.005372E-5,7.463614E-4,1.443184E-4,0.001347346,8.173016,8.335892E-5,463524.5,463524.5
8.8E-4,15.46736,-8.580123E7,1194.676,1194.676,0.001289345,1.0,0.8210191,2.118564E-6,0.02918508,3.590316E-5,0.005961226,9.576007E-6,0.07993901,2.289616E-6,0.001941053,0.00166179,1.45701E-6,3.048955E-7,0.02625496,1.240251E-4,3.012497E-4,3.32908E-4,3.58177E-4,1.110956E-7,4.35189E-5,3.060353E-4,3.558739E-5,0.005006986,5.31495E-4,2.986076E-5,0.01245993,8.876532E-7,3.992256E-4,4.445462E-4,1.178448E-5,5.664423E-4,9.823436E-6,1.854874E-5,5.278307E-5,0.002790729,6.447894E-6,1.169606E-4,0.00185161,9.269281E-5,2.631597E-5,4.377638E-6,3.478576E-4,0.002223314,0.003071565,2.229961E-5,2.244602E-5,9.062645E-5,3.99874E-5,7.392511E-4,1.42323E-4,0.001331262,8.171857,8.335904E-5,463458.8,463458.8
8.9E-4,15.46735,-8.437234E7,1194.507,1194.507,0.001289345,1.0,0.8208465,2.102763E-6,0.02926707,3.562474E-5,0.00597165,9.50244E-6,0.08006209,2.272648E-6,0.001946937,0.001661461,1.449208E-6,3.012598E-7,0.02625855,1.236887E-4,3.025544E-4,3.337614E-4,3.575697E-4,1.096575E-7,4.348727E-5,3.071844E-4,3.536291E-5,0.004993315,5.311252E-4,2.970094E-5,0.01247154,8.817242E-7,4.006276E-4,4.464016E-4,1.188068E-5,5.691243E-4,9.870892E-6,1.859711E-5,5.265923E-5,0.002778146,6.441489E-6,1.164865E-4,0.001846565,9.25508E-5,2.634275E-5,4.393806E-6,3.462999E-4,0.002211787,0.003070252,2.221975E-5,2.258754E-5,9.076222E-5,3.992087E-5,7.322535E-4,1.403674E-4,0.001315466,8.170715,8.335912E-5,463394.0,463394.0
9.0E-4,15.46734,-8.297877E7,1194.342,1194.342,0.001289345,1.0,0.8206758,2.087276E-6,0.02934833,3.535155E-5,0.005981966,9.43026E-6,0.08018381,2.256001E-6,0.00195277,0.001661128,1.441523E-6,2.977036E-7,0.02626189,1.233563E-4,3.038487E-4,3.346052E-4,3.569659E-4,1.082515E-7,4.345536E-5,3.083188E-4,3.514151E-5,0.004979717,5.307498E-4,2.954346E-5,0.01248294,8.759046E-7,4.020179E-4,4.482454E-4,1.19765E-5,5.717873E-4,9.917919E-6,1.864426E-5,5.253648E-5,0.002765661,6.434962E-6,1.160152E-4,0.001841552,9.24077E-5,2.636851E-5,4.409734E-6,3.447537E-4,0.002200367,0.003068955,2.214106E-5,2.272838E-5,9.089563E-5,3.985414E-5,7.253655E-4,1.384505E-4,0.001299948,8.169589,8.335918E-5,463330.2,463330.2
9.1E-4,15.46733,-8.161921E7,1194.179,1194.179,0.001289345,1.0,0.8205072,2.072093E-6,0.02942889,3.508345E-5,0.005992178,9.359424E-6,0.0803042,2.239667E-6,0.001958553,0.00166079,1.433953E-6,2.942242E-7,0.02626498,1.230278E-4,3.051328E-4,3.354394E-4,3.563656E-4,1.068766E-7,4.342317E-5,3.09439E-4,3.492313E-5,0.00496619,5.30369E-4,2.938825E-5,0.01249413,8.701911E-7,4.033966E-4,4.500776E-4,1.207193E-5,5.744318E-4,9.964524E-6,1.869022E-5,5.241478E-5,0.002753274,6.428318E-6,1.155467E-4,0.00183657,9.226356E-5,2.639327E-5,4.425426E-6,3.432189E-4,0.002189054,0.003067673,2.206349E-5,2.286856E-5,9.102674E-5,3.978724E-5,7.185844E-4,1.365712E-4,0.001284703,8.168479,8.335921E-5,463267.2,463267.2
9.2E-4,15.46733,-8.029261E7,1194.019,1194.019,0.001289345,1.0,0.8203404,2.057204E-6,0.02950876,3.482027E-5,0.006002286,9.289892E-6,0.08042329,2.223635E-6,0.001964288,0.001660449,1.426494E-6,2.908195E-7,0.02626784,1.22703E-4,3.064068E-4,3.362643E-4,3.557687E-4,1.055317E-7,4.339072E-5,3.105452E-4,3.470771E-5,0.004952734,5.299831E-4,2.923525E-5,0.01250513,8.645806E-7,4.047641E-4,4.518986E-4,1.2167E-5,5.770582E-4,1.001071E-5,1.8735E-5,5.229413E-5,0.002740981,6.421563E-6,1.150809E-4,0.001831619,9.211842E-5,2.641706E-5,4.440886E-6,3.416953E-4,0.002177846,0.003066406,2.198703E-5,2.300809E-5,9.11556E-5,3.972017E-5,7.119075E-4,1.347284E-4,0.001269722,8.167384,8.335921E-5,463205.1,463205.1
9.3E-4,15.46733,-7.899785E7,1193.862,1193.862,0.001289345,1.0,0.8201755,2.0426E-6,0.02958795,3.456188E-5,0.006012293,9.221627E-6,0.0805411,2.207898E-6,0.001969975,0.001660103,1.419143E-6,2.87487E-7,0.02627046,1.223818E-4,3.076711E-4,3.370801E-4,3.551753E-4,1.04216E-7,4.335801E-5,3.116377E-4,3.449518E-5,0.004939347,5.295921E-4,2.908441E-5,0.01251594,8.590699E-7,4.061205E-4,4.537085E-4,1.226169E-5,5.796667E-4,1.00565E-5,1.877864E-5,5.21745E-5,0.002728782,6.414702E-6,1.146177E-4,0.001826699,9.197231E-5,2.643989E-5,4.456117E-6,3.401829E-4,0.00216674,0.003065154,2.191164E-5,2.314698E-5,9.128225E-5,3.965294E-5,7.053322E-4,1.329211E-4,0.001254999,8.166304,8.335919E-5,463143.9,463143.9
9.4E-4,15.46734,-7.773366E7,1193.707,1193.707,0.001289345,1.0,0.8200125,2.028273E-6,0.02966647,3.430813E-5,0.006022202,9.154592E-6,0.08065767,2.192445E-6,0.001975616,0.001659754,1.411899E-6,2.842238E-7,0.02627286,1.220643E-4,3.089257E-4,3.378869E-4,3.545852E-4,1.029283E-7,4.332506E-5,3.127168E-4,3.428549E-5,0.00492603,5.291964E-4,2.893567E-5,0.01252655,8.536566E-7,4.074661E-4,4.555076E-4,1.235602E-5,5.822576E-4,1.010187E-5,1.882116E-5,5.205588E-5,0.002716677,6.407738E-6,1.141573E-4,0.001821809,9.182527E-5,2.646179E-5,4.471125E-6,3.386813E-4,0.002155736,0.003063916,2.18373E-5,2.328524E-5,9.140676E-5,3.958556E-5,6.988562E-4,1.311483E-4,0.001240528,8.165238,8.335914E-5,463083.4,463083.4
9.5E-4,15.46736,-7.649914E7,1193.554,1193.554,0.001289345,1.0,0.8198512,2.014215E-6,0.02974434,3.40589E-5,0.006032013,9.088752E-6,0.08077302,2.17727E-6,0.00198121,0.001659402,1.404757E-6,2.810283E-7,0.02627503,1.217502E-4,3.101707E-4,3.38685E-4,3.539985E-4,1.016679E-7,4.329187E-5,3.137827E-4,3.407857E-5,0.004912781,5.287959E-4,2.878899E-5,0.01253698,8.483377E-7,4.08801E-4,4.572959E-4,1.244999E-5,5.848313E-4,1.014685E-5,1.886257E-5,5.193824E-5,0.002704662,6.400678E-6,1.136995E-4,0.001816949,9.167734E-5,2.648277E-5,4.485912E-6,3.371906E-4,0.002144831,0.003062693,2.176398E-5,2.342287E-5,9.152915E-5,3.951805E-5,6.924771E-4,1.294092E-4,0.001226301,8.164188,8.335906E-5,463023.8,463023.8
9.6E-4,15.46738,-7.529357E7,1193.404,1193.404,0.001289345,1.0,0.8196917,2.000418E-6,0.02982158,3.381405E-5,0.00604173,9.024073E-6,0.08088717,2.162366E-6,0.001986759,0.001659046,1.397716E-6,2.778992E-7,0.026277,1.214396E-4,3.114065E-4,3.394746E-4,3.53415E-4,1.004342E-7,4.325845E-5,3.148357E-4,3.387437E-5,0.0048996,5.28391E-4,2.864431E-5,0.01254723,8.431104E-7,4.101255E-4,4.590738E-4,1.254361E-5,5.87388E-4,1.019144E-5,1.89029E-5,5.182156E-5,0.002692737,6.393524E-6,1.132444E-4,0.001812119,9.152854E-5,2.650287E-5,4.500482E-6,3.357106E-4,0.002134024,0.003061483,2.169167E-5,2.35599E-5,9.164949E-5,3.945041E-5,6.861926E-4,1.277027E-4,0.001212314,8.163151,8.335896E-5,462965.0,462965.0
9.7E-4,15.4674,-7.411558E7,1193.256,1193.256,0.001289345,1.0,0.8195339,1.986875E-6,0.02989818,3.357347E-5,0.006051354,8.960525E-6,0.08100016,2.147722E-6,0.001992264,0.001658686,1.390773E-6,2.748331E-7,0.02627875,1.211323E-4,3.126331E-4,3.402557E-4,3.528348E-4,9.922592E-8,4.322481E-5,3.15876E-4,3.367283E-5,0.004886487,5.279817E-4,2.850159E-5,0.01255731,8.379727E-7,4.114398E-4,4.608413E-4,1.263688E-5,5.899281E-4,1.023565E-5,1.894217E-5,5.170584E-5,0.002680902,6.386282E-6,1.127919E-4,0.001807318,9.13789E-5,2.65221E-5,4.51484E-6,3.342411E-4,0.002123313,0.003060287,2.162033E-5,2.369633E-5,9.17678E-5,3.938265E-5,6.800005E-4,1.260281E-4,0.001198561,8.162127,8.335883E-5,462907.0,462907.0
9.8E-4,15.46743,-7.29642E7,1193.111,1193.111,0.001289345,1.0,0.8193778,1.973578E-6,0.02997416,3.333704E-5,0.006060886,8.898074E-6,0.081112,2.133333E-6,0.001997726,0.001658324,1.383926E-6,2.718279E-7,0.02628031,1.208282E-4,3.138507E-4,3.410286E-4,3.522578E-4,9.804228E-8,4.319096E-5,3.169039E-4,3.347389E-5,0.004873439,5.275681E-4,2.836077E-5,0.01256721,8.32922E-7,4.127441E-4,4.625987E-4,1.27298E-5,5.924518E-4,1.027947E-5,1.89804E-5,5.159104E-5,0.002669153,6.378955E-6,1.12342E-4,0.001802546,9.122847E-5,2.654048E-5,4.528988E-6,3.32782E-4,0.002112696,0.003059104,2.154994E-5,2.383217E-5,9.188413E-5,3.931479E-5,6.738986E-4,1.243846E-4,0.001185035,8.161117,8.335868E-5,462849.7,462849.7
9.9E-4,15.46746,-7.183913E7,1192.967,1192.967,0.001289345,1.0,0.8192233,1.96052E-6,0.03004955,3.310465E-5,0.006070329,8.836692E-6,0.08122272,2.119193E-6,0.002003146,0.001657958,1.377173E-6,2.688836E-7,0.02628166,1.205274E-4,3.150595E-4,3.417934E-4,3.516839E-4,9.688305E-8,4.31569E-5,3.179197E-4,3.327751E-5,0.004860458,5.271505E-4,2.822183E-5,0.01257693,8.279557E-7,4.140385E-4,4.643462E-4,1.282238E-5,5.949594E-4,1.032292E-5,1.901762E-5,5.147716E-5,0.002657492,6.371547E-6,1.118947E-4,0.001797803,9.107726E-5,2.655803E-5,4.54293E-6,3.313331E-4,0.002102173,0.003057934,2.148048E-5,2.396743E-5,9.199852E-5,3.924683E-5,6.67885E-4,1.227712E-4,0.001171731,8.160121,8.335851E-5,462793.2,462793.2
0.001,15.4675,-7.073929E7,1192.826,1192.826,0.001289345,1.0,0.8190704,1.947695E-6,0.03012433,3.287618E-5,0.006079685,8.776349E-6,0.08133234,2.105293E-6,0.002008523,0.001657589,1.37051E-6,2.659976E-7,0.02628282,1.202296E-4,3.162596E-4,3.425503E-4,3.511131E-4,9.574727E-8,4.312264E-5,3.189234E-4,3.308363E-5,0.004847542,5.26729E-4,2.80847E-5,0.0125865,8.230715E-7,4.153232E-4,4.660838E-4,1.291462E-5,5.974511E-4,1.0366E-5,1.905383E-5,5.136418E-5,0.002645915,6.364062E-6,1.114499E-4,0.001793088,9.092532E-5,2.657477E-5,4.556669E-6,3.298944E-4,0.002091742,0.003056776,2.141193E-5,2.410212E-5,9.211102E-5,3.917878E-5,6.619574E-4,1.211872E-4,0.001158644,8.159136,8.335831E-5,462737.4,462737.4
