Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_H_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H3_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_IC3H7_Soln#2 (),Mole_fraction_NC3H7_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_PC4H9_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NC5H11_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H15_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H21_Soln#2 (),Mole_fraction_NC10H19_Soln#2 (),Mole_fraction_NC12H26_Soln#2 (),Mole_fraction_NC16H34_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
3.864887E-5,15.69841,-5.604817E7,1049.747,1049.747,0.001719126,1.0,0.9513255,1.824954E-7,1.562683E-5,3.967744E-6,1.196571E-5,5.124134E-6,6.119542E-5,1.148444E-8,4.64804E-9,4.966986E-7,1.7006E-8,2.685511E-7,3.296544E-5,7.235631E-6,3.165691E-10,1.211326E-8,2.326515E-7,1.020754E-7,4.152099E-10,3.172168E-11,1.673419E-9,1.127958E-5,2.334382E-7,7.544265E-6,5.922852E-6,1.998208E-11,2.122089E-7,2.027312E-10,6.866729E-9,4.15531E-8,8.883778E-6,2.462355E-8,4.701517E-6,3.088572E-7,1.565457E-11,4.437176E-12,1.215948E-6,2.809454E-8,1.089105E-5,0.004079807,4.024409E-7,4.853883E-9,9.9577E-10,1.363959E-11,2.930781E-9,3.402422E-8,4.146258E-8,0.01102285,0.006631476,0.02674913,9.433075,1.095092E-4,534987.5,534987.5
3.890758E-5,15.6984,-5.61301E7,1049.744,1049.744,0.001719126,1.0,0.9513242,1.830396E-7,1.580239E-5,3.97976E-6,1.209416E-5,5.137838E-6,6.18121E-5,1.157398E-8,4.723877E-9,5.024059E-7,1.707856E-8,2.691782E-7,3.329683E-5,7.279585E-6,3.213325E-10,1.229646E-8,2.357036E-7,1.022866E-7,4.219016E-10,3.260215E-11,1.709833E-9,1.139105E-5,2.368535E-7,7.598544E-6,5.992254E-6,2.048368E-11,2.145403E-7,2.07409E-10,6.959295E-9,4.165591E-8,8.975576E-6,2.507564E-8,4.753411E-6,3.151382E-7,1.618844E-11,4.54663E-12,1.22629E-6,2.814027E-8,1.100718E-5,0.004079794,4.067228E-7,4.919004E-9,1.012136E-9,1.401896E-11,2.99342E-9,3.412276E-8,4.158789E-8,0.01102275,0.006631392,0.02674877,9.433062,1.095093E-4,534986.8,534986.8
4.0E-5,15.69835,-5.647358E7,1049.735,1049.735,0.001719126,1.0,0.9513187,1.85293E-7,1.654934E-5,4.029093E-6,1.264019E-5,5.194068E-6,6.443262E-5,1.195126E-8,5.051553E-9,5.267414E-7,1.737993E-8,2.717625E-7,3.470535E-5,7.463025E-6,3.418551E-10,1.308439E-8,2.48749E-7,1.031568E-7,4.506814E-10,3.651658E-11,1.868928E-9,1.186495E-5,2.515704E-7,7.827154E-6,6.288339E-6,2.269305E-11,2.244585E-7,2.279379E-10,7.355113E-9,4.208187E-8,9.366187E-6,2.70344E-8,4.974196E-6,3.424709E-7,1.859381E-11,5.02941E-12,1.270137E-6,2.832987E-8,1.150107E-5,0.004079742,4.249074E-7,5.198873E-9,1.083093E-9,1.57055E-11,3.266886E-9,3.453031E-8,4.211109E-8,0.0110223,0.006631032,0.02674727,9.433006,1.095096E-4,534983.6,534983.6
4.037246E-5,15.69834,-5.658557E7,1049.732,1049.732,0.001719126,1.0,0.9513168,1.860351E-7,1.680607E-5,4.045396E-6,1.28277E-5,5.212638E-6,6.533222E-5,1.207957E-8,5.166084E-9,5.351258E-7,1.748083E-8,2.72619E-7,3.518899E-5,7.524749E-6,3.490062E-10,1.33584E-8,2.532552E-7,1.034456E-7,4.606891E-10,3.792722E-11,1.925199E-9,1.202772E-5,2.567005E-7,7.904871E-6,6.390417E-6,2.348127E-11,2.278674E-7,2.352338E-10,7.491902E-9,4.22223E-8,9.500471E-6,2.7721E-8,5.050084E-6,3.52096E-7,1.947279E-11,5.201924E-12,1.285151E-6,2.839239E-8,1.167075E-5,0.004079724,4.311454E-7,5.296138E-9,1.10799E-9,1.631323E-11,3.363527E-9,3.466489E-8,4.228187E-8,0.01102215,0.006630909,0.02674676,9.432987,1.095098E-4,534982.5,534982.5
4.052269E-5,15.69833,-5.66298E7,1049.73,1049.73,0.001719126,1.0,0.951316,1.863325E-7,1.690992E-5,4.051898E-6,1.290352E-5,5.220042E-6,6.569591E-5,1.213127E-8,5.212684E-9,5.3852E-7,1.752126E-8,2.729599E-7,3.538453E-5,7.549526E-6,3.519126E-10,1.346969E-8,2.55081E-7,1.035602E-7,4.647535E-10,3.850742E-11,1.948189E-9,1.209353E-5,2.587831E-7,7.936182E-6,6.431748E-6,2.380429E-11,2.292462E-7,2.382198E-10,7.547334E-9,4.227778E-8,9.554789E-6,2.800063E-8,5.080778E-6,3.560223E-7,1.983608E-11,5.272666E-12,1.291217E-6,2.841708E-8,1.173937E-5,0.004079717,4.336666E-7,5.335635E-9,1.118134E-9,1.656318E-11,3.403E-9,3.471828E-8,4.2351E-8,0.01102208,0.006630859,0.02674655,9.43298,1.095098E-4,534982.1,534982.1
4.081539E-5,15.69832,-5.671607E7,1049.728,1049.728,0.001719126,1.0,0.9513145,1.869082E-7,1.711271E-5,4.064447E-6,1.305155E-5,5.234327E-6,6.640593E-5,1.223192E-8,5.304148E-9,5.451531E-7,1.75996E-8,2.736187E-7,3.576629E-5,7.597601E-6,3.57612E-10,1.368777E-8,2.586518E-7,1.037818E-7,4.72718E-10,3.965665E-11,1.993471E-9,1.222204E-5,2.628654E-7,7.997129E-6,6.512539E-6,2.444217E-11,2.319388E-7,2.441096E-10,7.655759E-9,4.238665E-8,9.660875E-6,2.854992E-8,5.140722E-6,3.637452E-7,2.055862E-11,5.412432E-12,1.303049E-6,2.846552E-8,1.187336E-5,0.004079703,4.385875E-7,5.413028E-9,1.138068E-9,1.705826E-11,3.480726E-9,3.482248E-8,4.248468E-8,0.01102196,0.006630762,0.02674614,9.432965,1.095099E-4,534981.3,534981.3
4.100045E-5,15.69831,-5.676957E7,1049.726,1049.726,0.001719126,1.0,0.9513136,1.872678E-7,1.724126E-5,4.072299E-6,1.314536E-5,5.243265E-6,6.685582E-5,1.22955E-8,5.362445E-9,5.49361E-7,1.764884E-8,2.74032E-7,3.600821E-5,7.62786E-6,3.61241E-10,1.382654E-8,2.609189E-7,1.03921E-7,4.777854E-10,4.039649E-11,2.022443E-9,1.230348E-5,2.654637E-7,8.035623E-6,6.563803E-6,2.485143E-11,2.336456E-7,2.47884E-10,7.724608E-9,4.245453E-8,9.728128E-6,2.890033E-8,5.17872E-6,3.686789E-7,2.102583E-11,5.50216E-12,1.31054E-6,2.849572E-8,1.195829E-5,0.004079694,4.417048E-7,5.462268E-9,1.15079E-9,1.737696E-11,3.530442E-9,3.488753E-8,4.256788E-8,0.01102188,0.0066307,0.02674588,9.432955,1.095099E-4,534980.7,534980.7
4.213416E-5,15.69826,-5.709032E7,1049.717,1049.717,0.001719126,1.0,0.9513078,1.894199E-7,1.803402E-5,4.119084E-6,1.372345E-5,5.296488E-6,6.962752E-5,1.268396E-8,5.727252E-9,5.753637E-7,1.794568E-8,2.765024E-7,3.749891E-5,7.810953E-6,3.838899E-10,1.469089E-8,2.749577E-7,1.047535E-7,5.093444E-10,4.515128E-11,2.205568E-9,1.280545E-5,2.816721E-7,8.270746E-6,6.88081E-6,2.745776E-11,2.441715E-7,2.718452E-10,8.151117E-9,4.286167E-8,1.014298E-5,3.109799E-8,5.413062E-6,3.997386E-7,2.406382E-11,6.074516E-12,1.3566E-6,2.867678E-8,1.248186E-5,0.004079639,4.608951E-7,5.768941E-9,1.230691E-9,1.942483E-11,3.844451E-9,3.527728E-8,4.306696E-8,0.01102141,0.00663032,0.0267443,9.432896,1.095103E-4,534977.4,534977.4
4.263643E-5,15.69824,-5.722611E7,1049.712,1049.712,0.001719126,1.0,0.9513052,1.903446E-7,1.838807E-5,4.139096E-6,1.39814E-5,5.319237E-6,7.086392E-5,1.285545E-8,5.893131E-9,5.870057E-7,1.807459E-8,2.77561E-7,3.816403E-5,7.890799E-6,3.941549E-10,1.508166E-8,2.812592E-7,1.051092E-7,5.236083E-10,4.738441E-11,2.289849E-9,1.302949E-5,2.890108E-7,8.374512E-6,7.022869E-6,2.866823E-11,2.488726E-7,2.829322E-10,8.342651E-9,4.303598E-8,1.032833E-5,3.209988E-8,5.517727E-6,4.139617E-7,2.551052E-11,6.3409E-12,1.377095E-6,2.875432E-8,1.271561E-5,0.004079614,4.694469E-7,5.907596E-9,1.267188E-9,2.03864E-11,3.988841E-9,3.544437E-8,4.328205E-8,0.0110212,0.00663015,0.02674359,9.43287,1.095104E-4,534975.9,534975.9
4.387042E-5,15.69819,-5.754616E7,1049.701,1049.701,0.001719126,1.0,0.9512988,1.9254E-7,1.926504E-5,4.186482E-6,1.461976E-5,5.373069E-6,7.392281E-5,1.327512E-8,6.31182E-9,6.159166E-7,1.838472E-8,2.800805E-7,3.981E-5,8.083627E-6,4.199764E-10,1.606185E-8,2.969475E-7,1.059575E-7,5.593763E-10,5.32161E-11,2.505254E-9,1.358412E-5,3.074397E-7,8.628346E-6,7.376026E-6,3.179155E-11,2.605177E-7,3.114308E-10,8.819743E-9,4.345116E-8,1.078764E-5,3.463513E-8,5.777007E-6,4.501142E-7,2.93425E-11,7.029869E-12,1.427677E-6,2.893879E-8,1.329439E-5,0.004079554,4.905805E-7,6.255543E-9,1.359768E-9,2.289664E-11,4.357518E-9,3.584202E-8,4.379155E-8,0.01102068,0.006629731,0.02674184,9.432806,1.095108E-4,534972.2,534972.2
4.432963E-5,15.69817,-5.766204E7,1049.697,1049.697,0.001719126,1.0,0.9512964,1.933312E-7,1.959388E-5,4.203493E-6,1.485893E-5,5.392382E-6,7.506862E-5,1.343065E-8,6.471653E-9,6.267836E-7,1.849783E-8,2.809885E-7,4.042669E-5,8.154173E-6,4.298021E-10,1.643379E-8,3.028583E-7,1.062632E-7,5.72944E-10,5.551477E-11,2.588449E-9,1.379201E-5,3.144617E-7,8.722393E-6,7.508916E-6,3.300867E-11,2.648846E-7,3.224981E-10,8.999582E-9,4.360035E-8,1.095995E-5,3.560515E-8,5.87424E-6,4.640031E-7,3.087265E-11,7.298984E-12,1.446579E-6,2.900519E-8,1.351136E-5,0.004079531,4.984874E-7,6.387659E-9,1.395282E-9,2.388573E-11,4.499781E-9,3.59851E-8,4.397541E-8,0.01102048,0.006629574,0.02674118,9.432782,1.09511E-4,534970.9,534970.9
4.452158E-5,15.69816,-5.770908E7,1049.696,1049.696,0.001719126,1.0,0.9512954,1.936562E-7,1.973173E-5,4.210505E-6,1.495916E-5,5.40034E-6,7.554875E-5,1.349556E-8,6.539114E-9,6.313433E-7,1.854475E-8,2.813624E-7,4.068514E-5,8.183465E-6,4.339442E-10,1.659041E-8,3.053406E-7,1.063888E-7,5.786564E-10,5.64969E-11,2.623718E-9,1.387914E-5,3.174223E-7,8.761636E-6,7.564698E-6,3.352641E-11,2.667153E-7,3.271998E-10,9.07512E-9,4.366176E-8,1.103219E-5,3.60149E-8,5.915002E-6,4.698789E-7,3.152961E-11,7.413568E-12,1.454493E-6,2.903242E-8,1.36023E-5,0.004079521,5.01799E-7,6.44331E-9,1.4103E-9,2.430826E-11,4.560071E-9,3.604403E-8,4.40504E-8,0.0110204,0.006629508,0.02674091,9.432772,1.09511E-4,534970.3,534970.3
4.472256E-5,15.69815,-5.775639E7,1049.694,1049.694,0.001719126,1.0,0.9512943,1.939928E-7,1.987631E-5,4.217783E-6,1.506426E-5,5.408599E-6,7.605221E-5,1.356345E-8,6.610169E-9,6.361284E-7,1.859364E-8,2.817502E-7,4.095615E-5,8.214009E-6,4.383036E-10,1.675513E-8,3.07947E-7,1.065191E-7,5.846639E-10,5.753912E-11,2.660966E-9,1.397051E-5,3.205316E-7,8.802681E-6,7.623254E-6,3.407433E-11,2.686354E-7,3.321717E-10,9.154443E-9,4.372534E-8,1.110798E-5,3.644669E-8,5.957755E-6,4.760763E-7,3.222881E-11,7.534901E-12,1.462787E-6,2.906064E-8,1.369767E-5,0.004079512,5.052705E-7,6.501853E-9,1.426136E-9,2.47566E-11,4.623729E-9,3.610512E-8,4.412777E-8,0.01102031,0.006629439,0.02674062,9.432761,1.095111E-4,534969.7,534969.7
4.536097E-5,15.69812,-5.790848E7,1049.688,1049.688,0.001719126,1.0,0.9512909,1.950536E-7,2.033718E-5,4.240496E-6,1.539916E-5,5.434364E-6,7.765625E-5,1.377863E-8,6.838627E-9,6.513986E-7,1.874741E-8,2.829656E-7,4.181971E-5,8.310195E-6,4.522987E-10,1.728317E-8,3.162735E-7,1.069285E-7,6.039181E-10,6.094242E-11,2.781388E-9,1.426173E-5,3.305141E-7,8.932756E-6,7.810231E-6,3.585341E-11,2.747564E-7,3.482896E-10,9.407912E-9,4.392641E-8,1.134962E-5,3.783639E-8,6.094046E-6,4.960588E-7,3.452583E-11,7.929352E-12,1.489184E-6,2.914993E-8,1.400166E-5,0.00407948,5.163243E-7,6.689616E-9,1.477179E-9,2.622028E-11,4.829447E-9,3.62976E-8,4.437399E-8,0.01102004,0.006629219,0.0267397,9.432727,1.095113E-4,534967.8,534967.8
4.554036E-5,15.69811,-5.795016E7,1049.687,1049.687,0.001719126,1.0,0.95129,1.953481E-7,2.046712E-5,4.246767E-6,1.549355E-5,5.441477E-6,7.81083E-5,1.383897E-8,6.903584E-9,6.557089E-7,1.879021E-8,2.833014E-7,4.206311E-5,8.336992E-6,4.56272E-10,1.743286E-8,3.186262E-7,1.070413E-7,6.093754E-10,6.192466E-11,2.815811E-9,1.434383E-5,3.333463E-7,8.969222E-6,7.863038E-6,3.636407E-11,2.764823E-7,3.529089E-10,9.479547E-9,4.398162E-8,1.141777E-5,3.823189E-8,6.132476E-6,5.017556E-7,3.519261E-11,8.04271E-12,1.496616E-6,2.917442E-8,1.408736E-5,0.004079471,5.194376E-7,6.742874E-9,1.491726E-9,2.664262E-11,4.888225E-9,3.635065E-8,4.444289E-8,0.01101996,0.006629157,0.02673945,9.432718,1.095113E-4,534967.2,534967.2
4.663039E-5,15.69807,-5.819762E7,1049.677,1049.677,0.001719126,1.0,0.9512842,1.970917E-7,2.126072E-5,4.283871E-6,1.606971E-5,5.483542E-6,8.086735E-5,1.420429E-8,7.305496E-9,6.820784E-7,1.904646E-8,2.852995E-7,4.354893E-5,8.497642E-6,4.807995E-10,1.83548E-8,3.330423E-7,1.077145E-7,6.429763E-10,6.814496E-11,3.030535E-9,1.484512E-5,3.50809E-7,9.189995E-6,8.186419E-6,3.957011E-11,2.870245E-7,3.818436E-10,9.918639E-9,4.431195E-8,1.183417E-5,4.068231E-8,6.367217E-6,5.371433E-7,3.945231E-11,8.755773E-12,1.541903E-6,2.932097E-8,1.461069E-5,0.004079416,5.384201E-7,7.071208E-9,1.582081E-9,2.931614E-11,5.254639E-9,3.666693E-8,4.484849E-8,0.01101949,0.006628779,0.02673787,9.432659,1.095116E-4,534963.9,534963.9
4.744178E-5,15.69803,-5.83737E7,1049.67,1049.67,0.001719126,1.0,0.9512799,1.983419E-7,2.185583E-5,4.310405E-6,1.650142E-5,5.513604E-6,8.293436E-5,1.447475E-8,7.612672E-9,7.019011E-7,1.923311E-8,2.867338E-7,4.466238E-5,8.614804E-6,4.994827E-10,1.905458E-8,3.439034E-7,1.081965E-7,6.684694E-10,7.306246E-11,3.196589E-9,1.522093E-5,3.641114E-7,9.353408E-6,8.429874E-6,4.207273E-11,2.949313E-7,4.043565E-10,1.024963E-8,4.454842E-8,1.214665E-5,4.255864E-8,6.543278E-6,5.643387E-7,4.28618E-11,9.314008E-12,1.575754E-6,2.942591E-8,1.500305E-5,0.004079375,5.526193E-7,7.320848E-9,1.651531E-9,3.142836E-11,5.537725E-9,3.689368E-8,4.51388E-8,0.01101913,0.006628496,0.02673669,9.432616,1.095119E-4,534961.5,534961.5
4.804273E-5,15.69801,-5.849787E7,1049.665,1049.665,0.001719126,1.0,0.9512767,1.99242E-7,2.229898E-5,4.329456E-6,1.68227E-5,5.535177E-6,8.447254E-5,1.467419E-8,7.844733E-9,7.166898E-7,1.936908E-8,2.87764E-7,4.549112E-5,8.700201E-6,5.135617E-10,1.958045E-8,3.520196E-7,1.085428E-7,6.876201E-10,7.687349E-11,3.323144E-9,1.550074E-5,3.741233E-7,9.473895E-6,8.611715E-6,4.399354E-11,3.008201E-7,4.215941E-10,1.049706E-8,4.471827E-8,1.237946E-5,4.397801E-8,6.674404E-6,5.849638E-7,4.552821E-11,9.743433E-12,1.600902E-6,2.950122E-8,1.529519E-5,0.004079345,5.631727E-7,7.508724E-9,1.70423E-9,3.306442E-11,5.753315E-9,3.705676E-8,4.534781E-8,0.01101887,0.006628285,0.02673581,9.432584,1.095121E-4,534959.6,534959.6
4.966791E-5,15.69794,-5.882202E7,1049.65,1049.65,0.001719126,1.0,0.9512679,2.015864E-7,2.350669E-5,4.378685E-6,1.769756E-5,5.590888E-6,8.866063E-5,1.520991E-8,8.490686E-9,7.571006E-7,1.972798E-8,2.904467E-7,4.774828E-5,8.925599E-6,5.526073E-10,2.103255E-8,3.742487E-7,1.09445E-7,7.404754E-10,8.788874E-11,3.679939E-9,1.626321E-5,4.018727E-7,9.797477E-6,9.109531E-6,4.94652E-11,3.168729E-7,4.705322E-10,1.117512E-8,4.516225E-8,1.301453E-5,4.793578E-8,7.031858E-6,6.426779E-7,5.333537E-11,1.097097E-11,1.669213E-6,2.969797E-8,1.609124E-5,0.004079262,5.918519E-7,8.028848E-9,1.851898E-9,3.778896E-11,6.360455E-9,3.748228E-8,4.589365E-8,0.01101815,0.006627711,0.02673342,9.432496,1.095126E-4,534954.7,534954.7
4.994215E-5,15.69793,-5.88743E7,1049.648,1049.648,0.001719126,1.0,0.9512664,2.01967E-7,2.37118E-5,4.386666E-6,1.784605E-5,5.599916E-6,8.937141E-5,1.529976E-8,8.602388E-9,7.639794E-7,1.978729E-8,2.908843E-7,4.813145E-5,8.962822E-6,5.593384E-10,2.128192E-8,3.780398E-7,1.095925E-7,7.495486E-10,8.985484E-11,3.742299E-9,1.63927E-5,4.066552E-7,9.851742E-6,9.194412E-6,5.042988E-11,3.196E-7,4.791366E-10,1.129082E-8,4.523435E-8,1.312247E-5,4.862112E-8,7.092583E-6,6.526997E-7,5.474346E-11,1.118805E-11,1.680783E-6,2.972992E-8,1.622643E-5,0.004079248,5.967107E-7,8.118388E-9,1.877581E-9,3.863155E-11,6.466473E-9,3.755147E-8,4.598186E-8,0.01101803,0.006627613,0.02673302,9.432481,1.095126E-4,534953.8,534953.8
5.0E-5,15.69792,-5.888503E7,1049.647,1049.647,0.001719126,1.0,0.9512661,2.020469E-7,2.375512E-5,4.388338E-6,1.78774E-5,5.601807E-6,8.952148E-5,1.53187E-8,8.62605E-9,7.654326E-7,1.979976E-8,2.90976E-7,4.821236E-5,8.970643E-6,5.607634E-10,2.133468E-8,3.78841E-7,1.096234E-7,7.514681E-10,9.027366E-11,3.755534E-9,1.642004E-5,4.07667E-7,9.863175E-6,9.212348E-6,5.063493E-11,3.201759E-7,4.809646E-10,1.131527E-8,4.524947E-8,1.314527E-5,4.876633E-8,7.105406E-6,6.548241E-7,5.504395E-11,1.123421E-11,1.683226E-6,2.97366E-8,1.625498E-5,0.004079245,5.977363E-7,8.137341E-9,1.883028E-9,3.881101E-11,6.488969E-9,3.756599E-8,4.600041E-8,0.01101801,0.006627593,0.02673293,9.432477,1.095127E-4,534953.6,534953.6
5.157824E-5,15.69786,-5.91713E7,1049.633,1049.633,0.001719126,1.0,0.9512576,2.041645E-7,2.494299E-5,4.43243E-6,1.873671E-5,5.651659E-6,9.363485E-5,1.583236E-8,9.284965E-9,8.053599E-7,2.013396E-8,2.934017E-7,5.043041E-5,9.180035E-6,6.003439E-10,2.279506E-8,4.008872E-7,1.104392E-7,8.045806E-10,1.022567E-10,4.127385E-9,1.716994E-5,4.357479E-7,1.017337E-5,9.705919E-6,5.643891E-11,3.359736E-7,5.32592E-10,1.198842E-8,4.565026E-8,1.377095E-5,5.281403E-8,7.457178E-6,7.141667E-7,6.371543E-11,1.254444E-11,1.750054E-6,2.991404E-8,1.703785E-5,0.004079164,6.258028E-7,8.663197E-9,2.035453E-9,4.394163E-11,7.120529E-9,3.795061E-8,4.649272E-8,0.0110173,0.006627029,0.02673059,9.432391,1.095131E-4,534948.7,534948.7
5.22393E-5,15.69783,-5.928539E7,1049.627,1049.627,0.001719126,1.0,0.9512539,2.050176E-7,2.544398E-5,4.450057E-6,1.909887E-5,5.671574E-6,9.53684E-5,1.604586E-8,9.568605E-9,8.222413E-7,2.027067E-8,2.943745E-7,5.136547E-5,9.26546E-6,6.173229E-10,2.341856E-8,4.102272E-7,1.107658E-7,8.27247E-10,1.076038E-10,4.289354E-9,1.748623E-5,4.477888E-7,1.030228E-5,9.91504E-6,5.899192E-11,3.426386E-7,5.552361E-10,1.227376E-8,4.581145E-8,1.403509E-5,5.455857E-8,7.605586E-6,7.398098E-7,6.762724E-11,1.312287E-11,1.778158E-6,2.998533E-8,1.736802E-5,0.00407913,6.376054E-7,8.888485E-9,2.101519E-9,4.622849E-11,7.395326E-9,3.81054E-8,4.669179E-8,0.01101701,0.006626791,0.0267296,9.432355,1.095133E-4,534946.7,534946.7
5.277871E-5,15.6978,-5.937691E7,1049.622,1049.622,0.001719126,1.0,0.951251,2.056999E-7,2.58542E-5,4.464091E-6,1.93953E-5,5.687426E-6,9.678738E-5,1.621932E-8,9.803366E-9,8.360821E-7,2.038084E-8,2.951538E-7,5.213097E-5,9.334179E-6,6.313506E-10,2.393235E-8,4.178928E-7,1.110282E-7,8.459213E-10,1.121141E-10,4.424238E-9,1.774524E-5,4.57732E-7,1.040703E-5,1.00867E-5,6.1129E-11,3.480973E-7,5.741633E-10,1.250802E-8,4.594126E-8,1.42515E-5,5.600332E-8,7.727131E-6,7.610726E-7,7.094516E-11,1.3608E-11,1.801137E-6,3.004273E-8,1.763838E-5,0.004079102,6.472549E-7,9.074501E-9,2.156401E-9,4.815623E-11,7.624039E-9,3.822968E-8,4.685092E-8,0.01101676,0.006626597,0.02672879,9.432325,1.095135E-4,534945.0,534945.0
5.294385E-5,15.6978,-5.940437E7,1049.621,1049.621,0.001719126,1.0,0.9512501,2.059048E-7,2.598004E-5,4.468326E-6,1.948621E-5,5.692209E-6,9.722259E-5,1.627229E-8,9.875836E-9,8.403311E-7,2.041432E-8,2.953894E-7,5.236578E-5,9.35504E-6,6.356763E-10,2.409055E-8,4.202475E-7,1.111075E-7,8.516704E-10,1.135219E-10,4.466026E-9,1.78247E-5,4.608001E-7,1.043901E-5,1.013943E-5,6.179307E-11,3.49772E-7,5.800397E-10,1.257999E-8,4.597995E-8,1.431791E-5,5.644945E-8,7.76442E-6,7.676429E-7,7.198408E-11,1.375892E-11,1.80818E-6,3.005985E-8,1.772131E-5,0.004079094,6.502123E-7,9.131843E-9,2.17338E-9,4.875771E-11,7.694871E-9,3.826691E-8,4.689838E-8,0.01101669,0.006626537,0.02672854,9.432316,1.095135E-4,534944.5,534944.5
5.454194E-5,15.69773,-5.965881E7,1049.606,1049.606,0.001719126,1.0,0.9512413,2.07837E-7,2.720387E-5,4.507857E-6,2.036991E-5,5.73684E-6,1.01453E-4,1.678158E-8,1.059169E-8,8.817295E-7,2.073265E-8,2.975956E-7,5.464869E-5,9.552651E-6,6.782943E-10,2.564299E-8,4.432216E-7,1.118488E-7,9.080742E-10,1.278183E-10,4.88246E-9,1.859752E-5,4.909712E-7,1.074651E-5,1.065412E-5,6.846079E-11,3.660637E-7,6.389224E-10,1.328248E-8,4.634577E-8,1.496428E-5,6.085943E-8,8.12717E-6,8.326904E-7,8.261574E-11,1.527873E-11,1.876539E-6,3.022149E-8,1.85279E-5,0.00407901,6.789069E-7,9.696362E-9,2.342016E-9,5.485957E-11,8.400157E-9,3.861813E-8,4.734904E-8,0.01101596,0.006625957,0.02672613,9.432227,1.09514E-4,534939.4,534939.4
5.633609E-5,15.69765,-5.992382E7,1049.59,1049.59,0.001719126,1.0,0.9512313,2.098784E-7,2.859009E-5,4.54931E-6,2.136991E-5,5.783606E-6,1.062408E-4,1.734605E-8,1.14264E-8,9.287791E-7,2.107835E-8,2.999282E-7,5.723352E-5,9.765468E-6,7.277516E-10,2.743082E-8,4.693984E-7,1.126326E-7,9.730043E-10,1.45366E-10,5.37598E-9,1.94732E-5,5.259551E-7,1.108733E-5,1.124109E-5,7.647326E-11,3.845285E-7,7.094249E-10,1.408356E-8,4.673218E-8,1.569759E-5,6.600737E-8,8.538286E-6,9.088051E-7,9.584135E-11,1.71152E-11,1.95369E-6,3.03921E-8,1.944161E-5,0.004078916,7.112659E-7,1.035068E-8,2.540708E-9,6.233386E-11,9.234678E-9,3.898958E-8,4.782426E-8,0.01101514,0.006625301,0.02672341,9.432127,1.095145E-4,534933.7,534933.7
