Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_H_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H3_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_IC3H7_Soln#2 (),Mole_fraction_NC3H7_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_PC4H9_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NC5H11_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H15_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC10H21_Soln#2 (),Mole_fraction_NC10H19_Soln#2 (),Mole_fraction_NC12H26_Soln#2 (),Mole_fraction_NC16H34_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
5.697092E-5,15.69762,-6.001477E7,1049.584,1049.584,0.001719126,1.0,0.9512278,2.105727E-7,2.908353E-5,4.563278E-6,2.172565E-5,5.799358E-6,1.079442E-4,1.754388E-8,1.172959E-8,9.455656E-7,2.119787E-8,3.007194E-7,5.815344E-5,9.838514E-6,7.456574E-10,2.807447E-8,4.787537E-7,1.128986E-7,9.963762E-10,1.519712E-10,5.557255E-9,1.978502E-5,5.386238E-7,1.120679E-5,1.145105E-5,7.944476E-11,3.911043E-7,7.355092E-10,1.437001E-8,4.686413E-8,1.595892E-5,6.787843E-8,8.684688E-6,9.365056E-7,1.008631E-10,1.779895E-11,1.981086E-6,3.045031E-8,1.97669E-5,0.004078883,7.227481E-7,1.058741E-8,2.613417E-9,6.5143E-11,9.540866E-9,3.91162E-8,4.798625E-8,0.01101485,0.006625068,0.02672244,9.432091,1.095147E-4,534931.7,534931.7
5.72358E-5,15.69761,-6.004939E7,1049.582,1049.582,0.001719126,1.0,0.9512263,2.108553E-7,2.928985E-5,4.568999E-6,2.187436E-5,5.805808E-6,1.086563E-4,1.762612E-8,1.185733E-8,9.525906E-7,2.124731E-8,3.01043E-7,5.853805E-5,9.868638E-6,7.53192E-10,2.834474E-8,4.826713E-7,1.13007E-7,1.006189E-9,1.547912E-10,5.633942E-9,1.991541E-5,5.439459E-7,1.125644E-5,1.1539E-5,8.070635E-11,3.938544E-7,7.465739E-10,1.448999E-8,4.691706E-8,1.606824E-5,6.866686E-8,8.745913E-6,9.481826E-7,1.030137E-10,1.808967E-11,1.992532E-6,3.047368E-8,1.990291E-5,0.004078869,7.275433E-7,1.068701E-8,2.644135E-9,6.634163E-11,9.670342E-9,3.916742E-8,4.805171E-8,0.01101473,0.00662497,0.02672204,9.432076,1.095148E-4,534930.9,534930.9
5.837759E-5,15.69756,-6.020373E7,1049.572,1049.572,0.001719126,1.0,0.9512199,2.120577E-7,3.018211E-5,4.593001E-6,2.251726E-5,5.832865E-6,1.117352E-4,1.797865E-8,1.241601E-8,9.830089E-7,2.145774E-8,3.024118E-7,6.020123E-5,9.996224E-6,7.860869E-10,2.952076E-8,4.996495E-7,1.134673E-7,1.048888E-9,1.673763E-10,5.971434E-9,2.047941E-5,5.671828E-7,1.146931E-5,1.192039E-5,8.628859E-11,4.057506E-7,7.954708E-10,1.501013E-8,4.714561E-8,1.654133E-5,7.211608E-8,9.010756E-6,9.992916E-7,1.126551E-10,1.937898E-11,2.041966E-6,3.057436E-8,2.049119E-5,0.004078809,7.482433E-7,1.112169E-8,2.779061E-9,7.16856E-11,1.023979E-8,3.938674E-8,4.833281E-8,0.0110142,0.006624548,0.02672029,9.432012,1.095152E-4,534927.2,534927.2
5.902521E-5,15.69754,-6.028892E7,1049.566,1049.566,0.001719126,1.0,0.9512163,2.1272E-7,3.069021E-5,4.606146E-6,2.28832E-5,5.847681E-6,1.13488E-4,1.817714E-8,1.273873E-8,1.000358E-6,2.15752E-8,3.03164E-7,6.114826E-5,1.006695E-5,8.050453E-10,3.019565E-8,5.093439E-7,1.137195E-7,1.073391E-9,1.748317E-10,6.167895E-9,2.080069E-5,5.805795E-7,1.158917E-5,1.213834E-5,8.956023E-11,4.125275E-7,8.240837E-10,1.530724E-8,4.727056E-8,1.681096E-5,7.410895E-8,9.16162E-6,1.028835E-6,1.183979E-10,2.013678E-11,2.070073E-6,3.062951E-8,2.082623E-5,0.004078775,7.600035E-7,1.137213E-8,2.85742E-9,7.484751E-11,1.057101E-8,3.950703E-8,4.848811E-8,0.0110139,0.006624308,0.02671929,9.431975,1.095153E-4,534925.1,534925.1
5.919478E-5,15.69753,-6.030923E7,1049.564,1049.564,0.001719126,1.0,0.9512153,2.128875E-7,3.082349E-5,4.609534E-6,2.297917E-5,5.851498E-6,1.139477E-4,1.822893E-8,1.282393E-8,1.004912E-6,2.160573E-8,3.033583E-7,6.139666E-5,1.008528E-5,8.100454E-10,3.037329E-8,5.118898E-7,1.13785E-7,1.079841E-9,1.768229E-10,6.219946E-9,2.088497E-5,5.841094E-7,1.162044E-5,1.219561E-5,9.042971E-11,4.143053E-7,8.316827E-10,1.538529E-8,4.730249E-8,1.688171E-5,7.463514E-8,9.201198E-6,1.036637E-6,1.199354E-10,2.033844E-11,2.07744E-6,3.06435E-8,2.091411E-5,0.004078766,7.630848E-7,1.143818E-8,2.878159E-9,7.569149E-11,1.065873E-8,3.953782E-8,4.85261E-8,0.01101382,0.006624245,0.02671903,9.431966,1.095154E-4,534924.6,534924.6
6.0E-5,15.6975,-6.040933E7,1049.557,1049.557,0.001719126,1.0,0.9512108,2.136864E-7,3.14577E-5,4.62531E-6,2.343576E-5,5.869273E-6,1.161348E-4,1.847385E-8,1.323255E-8,1.026601E-6,2.174946E-8,3.042651E-7,6.257864E-5,1.017117E-5,8.33997E-10,3.122217E-8,5.240224E-7,1.140902E-7,1.110663E-9,1.86507E-10,6.470643E-9,2.128609E-5,6.010039E-7,1.176835E-5,1.246862E-5,9.463313E-11,4.227674E-7,8.683888E-10,1.575727E-8,4.745402E-8,1.721856E-5,7.7159E-8,9.389568E-6,1.074063E-6,1.274341E-10,2.13149E-11,2.112469E-6,3.071017E-8,2.133236E-5,0.004078723,7.777287E-7,1.175451E-8,2.977926E-9,7.979316E-11,1.108104E-8,3.968346E-8,4.871317E-8,0.01101345,0.006623945,0.02671778,9.43192,1.095156E-4,534922.0,534922.0
6.372818E-5,15.69734,-6.083695E7,1049.522,1049.522,0.001719126,1.0,0.9511896,2.171211E-7,3.442037E-5,4.692485E-6,2.556669E-5,5.94491E-6,1.263466E-4,1.958614E-8,1.520806E-8,1.128293E-6,2.23906E-8,3.08173E-7,6.810004E-5,1.054619E-5,9.49188E-10,3.525914E-8,5.810475E-7,1.154021E-7,1.257299E-9,2.363189E-10,7.705319E-9,2.316148E-5,6.821775E-7,1.244014E-5,1.375513E-5,1.156794E-10,4.623361E-7,1.05154E-9,1.750738E-8,4.810475E-8,1.879556E-5,8.936266E-8,1.027029E-5,1.254995E-6,1.664484E-10,2.623919E-11,2.275543E-6,3.099628E-8,2.328698E-5,0.004078524,8.457324E-7,1.327548E-8,3.466848E-9,1.008174E-10,1.31567E-8,4.031029E-8,4.951474E-8,0.0110117,0.006622545,0.02671198,9.431706,1.095167E-4,534909.9,534909.9
6.50223E-5,15.69728,-6.097333E7,1049.51,1049.51,0.001719126,1.0,0.9511822,2.18226E-7,3.545822E-5,4.713723E-6,2.631246E-5,5.968806E-6,1.299222E-4,1.996373E-8,1.592585E-8,1.164054E-6,2.260452E-8,3.09423E-7,7.003434E-5,1.066789E-5,9.908182E-10,3.669982E-8,6.011509E-7,1.158214E-7,1.30967E-9,2.556358E-10,8.162725E-9,2.381912E-5,7.114812E-7,1.266824E-5,1.42101E-5,1.236123E-10,4.762129E-7,1.12034E-9,1.8125E-8,4.831452E-8,1.934931E-5,9.379619E-8,1.057911E-5,1.320651E-6,1.817362E-10,2.810941E-11,2.33247E-6,3.108831E-8,2.397204E-5,0.004078455,8.693969E-7,1.382519E-8,3.647117E-9,1.089385E-10,1.392398E-8,4.051228E-8,4.97735E-8,0.01101109,0.006622055,0.02670995,9.431632,1.095171E-4,534905.7,534905.7
6.518934E-5,15.69728,-6.098991E7,1049.509,1049.509,0.001719126,1.0,0.9511812,2.183634E-7,3.559252E-5,4.716393E-6,2.640894E-5,5.97181E-6,1.303848E-4,2.001214E-8,1.601969E-8,1.168686E-6,2.263183E-8,3.095815E-7,7.028464E-5,1.068329E-5,9.962527E-10,3.688718E-8,6.037566E-7,1.158747E-7,1.316483E-9,2.582086E-10,8.222852E-9,2.390424E-5,7.153078E-7,1.269749E-5,1.426913E-5,1.246602E-10,4.78009E-7,1.129421E-9,1.820508E-8,4.834053E-8,1.942101E-5,9.437574E-8,1.061908E-5,1.329228E-6,1.837776E-10,2.8357E-11,2.339829E-6,3.109975E-8,2.40607E-5,0.004078446,8.72453E-7,1.389696E-8,3.670784E-9,1.100189E-10,1.402478E-8,4.053746E-8,4.9805E-8,0.01101101,0.006621992,0.02670969,9.431622,1.095172E-4,534905.1,534905.1
6.649029E-5,15.69722,-6.111864E7,1049.497,1049.497,0.001719126,1.0,0.9511737,2.194254E-7,3.664102E-5,4.73664E-6,2.716197E-5,5.994588E-6,1.339962E-4,2.038664E-8,1.676009E-8,1.20489E-6,2.284226E-8,3.107832E-7,7.223896E-5,1.080082E-5,1.039067E-9,3.835755E-8,6.241364E-7,1.16278E-7,1.369971E-9,2.788988E-10,8.6999E-9,2.456902E-5,7.454069E-7,1.292375E-5,1.473129E-5,1.330164E-10,4.920376E-7,1.20176E-9,1.883157E-8,4.854166E-8,1.998121E-5,9.894761E-8,1.093125E-5,1.396844E-6,2.002361E-10,3.033574E-11,2.397234E-6,3.118788E-8,2.475301E-5,0.004078376,8.962659E-7,1.446245E-8,3.858326E-9,1.186956E-10,1.482399E-8,4.073147E-8,5.005391E-8,0.01101039,0.006621497,0.02670764,9.431547,1.095175E-4,534900.8,534900.8
7.0E-5,15.69707,-6.144197E7,1049.464,1049.464,0.001719126,1.0,0.9511535,2.220982E-7,3.949051E-5,4.787E-6,2.920693E-5,6.051219E-6,1.438088E-4,2.137472E-8,1.88385E-8,1.303602E-6,2.339191E-8,3.138079E-7,7.755142E-5,1.109791E-5,1.158727E-9,4.241541E-8,6.798114E-7,1.172923E-7,1.517811E-9,3.405494E-10,1.006236E-8,2.637759E-5,8.293975E-7,1.352082E-5,1.599827E-5,1.572581E-10,5.302055E-7,1.411053E-9,2.054467E-8,4.904836E-8,2.150699E-5,1.117728E-7,1.178041E-5,1.58595E-6,2.49608E-10,3.611642E-11,2.55282E-6,3.140963E-8,2.663557E-5,0.004078186,9.605679E-7,1.604394E-8,4.392014E-9,1.444381E-10,1.710182E-8,4.122078E-8,5.067917E-8,0.01100871,0.006620152,0.02670207,9.431342,1.095186E-4,534889.2,534889.2
7.278398E-5,15.69696,-6.167511E7,1049.438,1049.438,0.001719126,1.0,0.9511372,2.24042E-7,4.177073E-5,4.823007E-6,3.084186E-5,6.091689E-6,1.516595E-4,2.213536E-8,2.057012E-8,1.382907E-6,2.381121E-8,3.160009E-7,8.180417E-5,1.13139E-5,1.257909E-9,4.572308E-8,7.246439E-7,1.180273E-7,1.638631E-9,3.958695E-10,1.122205E-8,2.782687E-5,8.98881E-7,1.398056E-5,1.70234E-5,1.782949E-10,5.607929E-7,1.592111E-9,2.192577E-8,4.941674E-8,2.273131E-5,1.224455E-7,1.246075E-5,1.742514E-6,2.941925E-10,4.117653E-11,2.676925E-6,3.157046E-8,2.814318E-5,0.004078035,1.011588E-6,1.735634E-8,4.844375E-9,1.674051E-10,1.903551E-8,4.157714E-8,5.113425E-8,0.01100736,0.006619076,0.02669762,9.431178,1.095194E-4,534880.0,534880.0
7.65914E-5,15.6968,-6.196786E7,1049.402,1049.402,0.001719126,1.0,0.9511149,2.264869E-7,4.49148E-5,4.86752E-6,3.309429E-5,6.141704E-6,1.624837E-4,2.314266E-8,2.30549E-8,1.492676E-6,2.43645E-8,3.187528E-7,8.767096E-5,1.158332E-5,1.399572E-9,5.036349E-8,7.868289E-7,1.18949E-7,1.808731E-9,4.814332E-10,1.292211E-8,2.982813E-5,9.978572E-7,1.45895E-5,1.845279E-5,2.097376E-10,6.030334E-7,1.86195E-9,2.384371E-8,4.988056E-8,2.442408E-5,1.37736E-7,1.34E-5,1.965267E-6,3.634195E-10,4.880524E-11,2.847546E-6,3.177246E-8,3.022372E-5,0.004077827,1.081307E-6,1.923392E-8,5.50492E-9,2.027002E-10,2.18624E-8,4.202631E-8,5.170735E-8,0.01100551,0.006617593,0.02669149,9.430953,1.095205E-4,534867.2,534867.2
7.808805E-5,15.69674,-6.207496E7,1049.388,1049.388,0.001719126,1.0,0.9511061,2.273859E-7,4.615814E-5,4.883705E-6,3.398447E-5,6.159886E-6,1.667643E-4,2.352827E-8,2.406788E-8,1.53621E-6,2.457644E-8,3.197627E-7,8.999201E-5,1.168156E-5,1.457139E-9,5.222199E-8,8.115289E-7,1.192872E-7,1.877083E-9,5.18379E-10,1.362663E-8,3.062047E-5,1.037998E-6,1.482264E-5,1.902297E-5,2.229614E-10,6.197581E-7,1.975202E-9,2.46062E-8,5.005084E-8,2.50949E-5,1.439607E-7,1.37718E-5,2.055369E-6,3.933554E-10,5.203462E-11,2.914876E-6,3.184649E-8,3.104705E-5,0.004077745,1.108676E-6,1.999804E-8,5.777854E-9,2.178604E-10,2.303134E-8,4.219163E-8,5.191791E-8,0.01100478,0.006617006,0.02668906,9.430864,1.095209E-4,534862.1,534862.1
7.849907E-5,15.69672,-6.210466E7,1049.384,1049.384,0.001719126,1.0,0.9511036,2.276283E-7,4.65003E-5,4.888034E-6,3.422939E-5,6.164749E-6,1.679424E-4,2.363316E-8,2.434962E-8,1.548202E-6,2.463415E-8,3.200344E-7,9.063086E-5,1.170782E-5,1.473133E-9,5.273563E-8,8.183364E-7,1.193787E-7,1.895999E-9,5.288652E-10,1.382371E-8,3.083861E-5,1.049144E-6,1.488605E-5,1.918037E-5,2.266798E-10,6.243627E-7,2.007024E-9,2.481642E-8,5.009699E-8,2.527964E-5,1.45691E-7,1.387415E-5,2.080352E-6,4.018534E-10,5.294474E-11,2.933391E-6,3.186654E-8,3.127368E-5,0.004077723,1.116188E-6,2.021046E-8,5.854123E-9,2.221549E-10,2.335808E-8,4.223631E-8,5.197488E-8,0.01100457,0.006616845,0.0266884,9.430839,1.095211E-4,534860.7,534860.7
7.865067E-5,15.69671,-6.211533E7,1049.383,1049.383,0.001719126,1.0,0.9511027,2.277161E-7,4.662657E-5,4.889618E-6,3.431977E-5,6.166529E-6,1.683771E-4,2.367173E-8,2.445391E-8,1.552628E-6,2.465538E-8,3.201338E-7,9.086663E-5,1.171743E-5,1.479052E-9,5.292542E-8,8.208497E-7,1.194118E-7,1.902991E-9,5.327701E-10,1.389679E-8,3.091912E-5,1.05327E-6,1.490938E-5,1.92385E-5,2.280606E-10,6.260622E-7,2.018839E-9,2.489404E-8,5.011346E-8,2.534783E-5,1.463314E-7,1.391192E-5,2.089591E-6,4.050179E-10,5.328295E-11,2.940223E-6,3.18737E-8,3.135732E-5,0.004077715,1.118958E-6,2.028908E-8,5.882395E-9,2.237531E-10,2.34792E-8,4.22524E-8,5.199531E-8,0.0110045,0.006616785,0.02668815,9.43083,1.095211E-4,534860.2,534860.2
7.988414E-5,15.69666,-6.21992E7,1049.371,1049.371,0.001719126,1.0,0.9510954,2.284258E-7,4.765544E-5,4.902265E-6,3.505611E-5,6.180732E-6,1.719195E-4,2.398339E-8,2.531023E-8,1.588724E-6,2.482711E-8,3.209288E-7,9.278795E-5,1.179408E-5,1.527617E-9,5.447652E-8,8.413509E-7,1.196784E-7,1.960196E-9,5.653116E-10,1.449933E-8,3.157532E-5,1.087062E-6,1.50978E-5,1.971325E-5,2.394893E-10,6.399144E-7,2.116579E-9,2.552732E-8,5.024809E-8,2.590374E-5,1.515874E-7,1.42198E-5,2.165275E-6,4.313883E-10,5.608672E-11,2.995859E-6,3.193208E-8,3.203897E-5,0.004077647,1.141484E-6,2.093446E-8,6.115333E-9,2.370525E-10,2.447734E-8,4.238308E-8,5.216188E-8,0.01100389,0.0066163,0.02668614,9.430757,1.095215E-4,534856.0,534856.0
8.0E-5,15.69666,-6.220707E7,1049.37,1049.37,0.001719126,1.0,0.9510947,2.284914E-7,4.775221E-5,4.903433E-6,3.512535E-5,6.182043E-6,1.722527E-4,2.401246E-8,2.539135E-8,1.592122E-6,2.484315E-8,3.210025E-7,9.296868E-5,1.180115E-5,1.532215E-9,5.462282E-8,8.432811E-7,1.197031E-7,1.965597E-9,5.684374E-10,1.455663E-8,3.163706E-5,1.09026E-6,1.511538E-5,1.9758E-5,2.4058E-10,6.412177E-7,2.125903E-9,2.558695E-8,5.026052E-8,2.595605E-5,1.520851E-7,1.424877E-5,2.172428E-6,4.33921E-10,5.635473E-11,3.00109E-6,3.193748E-8,3.210309E-5,0.004077641,1.143599E-6,2.099559E-8,6.137471E-9,2.383283E-10,2.457222E-8,4.239516E-8,5.217726E-8,0.01100384,0.006616254,0.02668596,9.43075,1.095215E-4,534855.6,534855.6
8.154565E-5,15.69659,-6.231093E7,1049.356,1049.356,0.001719126,1.0,0.9510856,2.293515E-7,4.904533E-5,4.918674E-6,3.605051E-5,6.199153E-6,1.767051E-4,2.439709E-8,2.648492E-8,1.637555E-6,2.505577E-8,3.219644E-7,9.538409E-5,1.189322E-5,1.594148E-9,5.658443E-8,8.691047E-7,1.200248E-7,2.038108E-9,6.113083E-10,1.533291E-8,3.246232E-5,1.133309E-6,1.534794E-5,2.035745E-5,2.554209E-10,6.586394E-7,2.252693E-9,2.638502E-8,5.042361E-8,2.66555E-5,1.587912E-7,1.463592E-5,2.268578E-6,4.686483E-10,6.000807E-11,3.070942E-6,3.200818E-8,3.296014E-5,0.004077556,1.171792E-6,2.18194E-8,6.437099E-9,2.557938E-10,2.58566E-8,4.255364E-8,5.237929E-8,0.01100307,0.006615644,0.02668343,9.430657,1.095219E-4,534850.4,534850.4
8.206498E-5,15.69657,-6.234422E7,1049.351,1049.351,0.001719126,1.0,0.9510825,2.296314E-7,4.948067E-5,4.923659E-6,3.636191E-5,6.204749E-6,1.782042E-4,2.452497E-8,2.685708E-8,1.652866E-6,2.512665E-8,3.222803E-7,9.619742E-5,1.192326E-5,1.615206E-9,5.724756E-8,8.778115E-7,1.2013E-7,2.062662E-9,6.262085E-10,1.559868E-8,3.274028E-5,1.147938E-6,1.542525E-5,2.05599E-5,2.605289E-10,6.645074E-7,2.296302E-9,2.665419E-8,5.047649E-8,2.689115E-5,1.610719E-7,1.476631E-5,2.301178E-6,4.807123E-10,6.126836E-11,3.094442E-6,3.203114E-8,3.324875E-5,0.004077527,1.181256E-6,2.20997E-8,6.539565E-9,2.618508E-10,2.629595E-8,4.260528E-8,5.244427E-8,0.01100282,0.006615438,0.02668259,9.430626,1.095221E-4,534848.6,534848.6
8.222489E-5,15.69656,-6.235366E7,1049.349,1049.349,0.001719126,1.0,0.9510815,2.297163E-7,4.961481E-5,4.92518E-6,3.645785E-5,6.206456E-6,1.78666E-4,2.45642E-8,2.697215E-8,1.657585E-6,2.514842E-8,3.223761E-7,9.644803E-5,1.193242E-5,1.621716E-9,5.745215E-8,8.804956E-7,1.201619E-7,2.070241E-9,6.308475E-10,1.568101E-8,3.282593E-5,1.152456E-6,1.544897E-5,2.062234E-5,2.621141E-10,6.663157E-7,2.309833E-9,2.673717E-8,5.049234E-8,2.696377E-5,1.617769E-7,1.480649E-5,2.311245E-6,4.844676E-10,6.165977E-11,3.101682E-6,3.203799E-8,3.333768E-5,0.004077519,1.184169E-6,2.218636E-8,6.571298E-9,2.637352E-10,2.643202E-8,4.262085E-8,5.246383E-8,0.01100274,0.006615375,0.02668232,9.430616,1.095221E-4,534848.1,534848.1
8.242127E-5,15.69656,-6.236692E7,1049.347,1049.347,0.001719126,1.0,0.9510804,2.29823E-7,4.977958E-5,4.927039E-6,3.657571E-5,6.208542E-6,1.792334E-4,2.46123E-8,2.711376E-8,1.663383E-6,2.517511E-8,3.224935E-7,9.67559E-5,1.194361E-5,1.629725E-9,5.770364E-8,8.837934E-7,1.202011E-7,2.079561E-9,6.365771E-10,1.578244E-8,3.293116E-5,1.158018E-6,1.547805E-5,2.069909E-5,2.640687E-10,6.685372E-7,2.326514E-9,2.683914E-8,5.051258E-8,2.705299E-5,1.626445E-7,1.485584E-5,2.323626E-6,4.891051E-10,6.214258E-11,3.110573E-6,3.204675E-8,3.344693E-5,0.004077508,1.187746E-6,2.229301E-8,6.610383E-9,2.660617E-10,2.659962E-8,4.264047E-8,5.248929E-8,0.01100264,0.006615297,0.026682,9.430604,1.095222E-4,534847.4,534847.4
8.279789E-5,15.69654,-6.239201E7,1049.344,1049.344,0.001719126,1.0,0.9510781,2.300269E-7,5.009577E-5,4.930579E-6,3.680184E-5,6.212515E-6,1.803222E-4,2.470427E-8,2.738631E-8,1.674512E-6,2.52262E-8,3.22718E-7,9.73467E-5,1.19649E-5,1.645137E-9,5.818678E-8,8.901244E-7,1.202763E-7,2.097474E-9,6.476693E-10,1.597797E-8,3.313311E-5,1.168713E-6,1.553365E-5,2.084649E-5,2.678424E-10,6.728006E-7,2.358715E-9,2.703491E-8,5.055136E-8,2.722424E-5,1.643139E-7,1.495057E-5,2.34743E-6,4.980814E-10,6.307532E-11,3.127633E-6,3.206355E-8,3.365659E-5,0.004077487,1.194604E-6,2.249826E-8,6.685708E-9,2.705629E-10,2.692266E-8,4.267801E-8,5.2538E-8,0.01100245,0.006615148,0.02668139,9.430582,1.095223E-4,534846.1,534846.1
8.307068E-5,15.69653,-6.240862E7,1049.341,1049.341,0.001719126,1.0,0.9510765,2.301692E-7,5.032493E-5,4.933124E-6,3.696572E-5,6.215372E-6,1.811113E-4,2.477066E-8,2.758449E-8,1.68258E-6,2.526312E-8,3.228803E-7,9.777491E-5,1.198019E-5,1.656341E-9,5.853735E-8,8.947147E-7,1.203307E-7,2.11048E-9,6.557869E-10,1.612041E-8,3.327949E-5,1.176485E-6,1.55738E-5,2.095342E-5,2.705958E-10,6.758909E-7,2.382206E-9,2.717687E-8,5.05784E-8,2.734838E-5,1.655275E-7,1.501923E-5,2.364717E-6,5.04649E-10,6.375634E-11,3.139994E-6,3.207523E-8,3.380856E-5,0.004077472,1.19957E-6,2.264749E-8,6.740559E-9,2.738547E-10,2.715791E-8,4.270442E-8,5.257059E-8,0.01100232,0.00661504,0.02668094,9.430565,1.095224E-4,534845.2,534845.2
8.351694E-5,15.69651,-6.243622E7,1049.337,1049.337,0.001719126,1.0,0.9510738,2.304047E-7,5.070005E-5,4.937248E-6,3.723398E-5,6.220001E-6,1.824031E-4,2.487887E-8,2.791011E-8,1.695791E-6,2.532336E-8,3.231427E-7,9.847591E-5,1.200493E-5,1.674744E-9,5.911202E-8,9.022328E-7,1.20419E-7,2.131812E-9,6.692228E-10,1.635493E-8,3.351913E-5,1.189239E-6,1.563921E-5,2.112865E-5,2.751377E-10,6.809506E-7,2.420944E-9,2.740939E-8,5.062312E-8,2.755164E-5,1.675211E-7,1.513164E-5,2.393081E-6,5.155162E-10,6.488058E-11,3.160224E-6,3.209455E-8,3.405734E-5,0.004077448,1.20769E-6,2.289269E-8,6.830835E-9,2.792988E-10,2.754513E-8,4.274788E-8,5.262607E-8,0.0110021,0.006614863,0.02668021,9.430539,1.095225E-4,534843.7,534843.7
8.438914E-5,15.69647,-6.249086E7,1049.329,1049.329,0.001719126,1.0,0.9510686,2.308576E-7,5.143408E-5,4.945189E-6,3.775882E-5,6.228914E-6,1.849308E-4,2.508893E-8,2.855144E-8,1.721659E-6,2.544059E-8,3.236508E-7,9.984777E-5,1.205241E-5,1.710974E-9,6.023922E-8,9.16957E-7,1.205882E-7,2.173703E-9,6.960325E-10,1.681854E-8,3.39882E-5,1.214339E-6,1.576622E-5,2.14722E-5,2.841456E-10,6.90854E-7,2.497743E-9,2.786488E-8,5.070882E-8,2.794954E-5,1.714459E-7,1.535164E-5,2.448808E-6,5.371883E-10,6.711339E-11,3.199794E-6,3.213164E-8,3.454423E-5,0.0040774,1.22355E-6,2.33756E-8,7.009173E-9,2.901464E-10,2.831021E-8,4.283137E-8,5.273233E-8,0.01100166,0.006614516,0.02667878,9.430486,1.095228E-4,534840.7,534840.7
8.454693E-5,15.69647,-6.250157E7,1049.327,1049.327,0.001719126,1.0,0.9510677,2.309404E-7,5.1567E-5,4.946607E-6,3.785385E-5,6.230506E-6,1.853886E-4,2.512674E-8,2.866817E-8,1.726345E-6,2.546172E-8,3.237412E-7,1.000962E-4,1.206088E-5,1.717565E-9,6.044371E-8,9.196251E-7,1.206185E-7,2.18131E-9,7.00962E-10,1.690316E-8,3.407316E-5,1.218906E-6,1.578907E-5,2.153451E-5,2.85794E-10,6.926477E-7,2.511793E-9,2.794743E-8,5.072478E-8,2.802162E-5,1.7216E-7,1.539149E-5,2.45893E-6,5.411712E-10,6.752244E-11,3.206957E-6,3.213854E-8,3.463241E-5,0.004077391,1.226418E-6,2.34635E-8,7.041708E-9,2.921387E-10,2.84498E-8,4.284676E-8,5.275231E-8,0.01100158,0.006614453,0.02667852,9.430476,1.095228E-4,534840.1,534840.1
