Time_Soln#24 (sec),Volume_Soln#24 (cm3),Volumetric_heat_production_rate_Soln#24 (erg/cm3-sec),Surface_temperature_Soln#24 (K),Temperature_Soln#24 (K),Mass_Soln#24 (g),Pressure_Soln#24 (atm),Mole_fraction_H2_Soln#24 (),Mole_fraction_H_Soln#24 (),Mole_fraction_CH4_Soln#24 (),Mole_fraction_CH3_Soln#24 (),Mole_fraction_C2H6_Soln#24 (),Mole_fraction_C2H5_Soln#24 (),Mole_fraction_C2H4_Soln#24 (),Mole_fraction_C2H3_Soln#24 (),Mole_fraction_C2H2_Soln#24 (),Mole_fraction_C3H8_Soln#24 (),Mole_fraction_IC3H7_Soln#24 (),Mole_fraction_NC3H7_Soln#24 (),Mole_fraction_C3H6_Soln#24 (),Mole_fraction_C3H5-A_Soln#24 (),Mole_fraction_C3H5-T_Soln#24 (),Mole_fraction_C3H4-P_Soln#24 (),Mole_fraction_C3H4-A_Soln#24 (),Mole_fraction_C3H3_Soln#24 (),Mole_fraction_C3H2_Soln#24 (),Mole_fraction_NC4H10_Soln#24 (),Mole_fraction_PC4H9_Soln#24 (),Mole_fraction_C4H8-1_Soln#24 (),Mole_fraction_C4H8-2_Soln#24 (),Mole_fraction_C4H71-3_Soln#24 (),Mole_fraction_C4H6_Soln#24 (),Mole_fraction_C4H5_Soln#24 (),Mole_fraction_C4H4_Soln#24 (),Mole_fraction_C4H2_Soln#24 (),Mole_fraction_C6H6_Soln#24 (),Mole_fraction_C5H6_Soln#24 (),Mole_fraction_C10H8_Soln#24 (),Mole_fraction_NC5H12_Soln#24 (),Mole_fraction_NC5H11_Soln#24 (),Mole_fraction_NC5H10_Soln#24 (),Mole_fraction_LC5H8_Soln#24 (),Mole_fraction_NC6H12_Soln#24 (),Mole_fraction_NC7H15_Soln#24 (),Mole_fraction_NC7H14_Soln#24 (),Mole_fraction_C7H8_Soln#24 (),Mole_fraction_C7H7_Soln#24 (),Mole_fraction_C6H5C2H_Soln#24 (),Mole_fraction_C12H8_Soln#24 (),Mole_fraction_C14H10_Soln#24 (),Mole_fraction_C16H10_Soln#24 (),Mole_fraction_BIN1B_Soln#24 (),Mole_fraction_NC10H21_Soln#24 (),Mole_fraction_NC12H25_Soln#24 (),Mole_fraction_NC12H26_Soln#24 (),Mole_fraction_NC16H34_Soln#24 (),Mole_fraction_NC10H20_Soln#24 (),Molecular_weight_Soln#24 (g/mole),Mass_density_Soln#24 (g/cm3),Unburned_hydrocarbons_Soln#24 (ppm),Volatile_organic_compounds_Soln#24 (ppm)
4.221093E-9,15.24435,-5.91345E13,1918.269,1918.269,8.395732E-4,1.0,0.8746709,0.0101295,5.200036E-5,0.006584465,8.555144E-5,0.01293319,0.01313845,6.753805E-4,2.253824E-5,1.858265E-4,0.001115608,0.007981295,0.01403554,0.007323514,6.253857E-6,3.051514E-6,2.968266E-5,1.274482E-5,8.154507E-9,4.368888E-5,0.009202447,0.006098398,2.389885E-5,8.307118E-4,0.005597676,1.825033E-5,1.035548E-6,3.747284E-10,2.264098E-6,2.172052E-7,3.540003E-12,6.218594E-5,3.908252E-5,0.003526785,9.363387E-5,9.746179E-4,6.747311E-5,0.003368117,0.003724403,1.554709E-5,6.375372E-14,2.504047E-17,4.295054E-11,7.939853E-20,2.134392E-20,6.062194E-6,9.76279E-6,0.001348479,2.68426E-4,0.01562322,8.66916,5.507437E-5,491662.9,491662.9
5.313151E-9,15.20765,-4.657517E13,1903.22,1903.22,8.395732E-4,1.0,0.8700346,0.01076694,7.271279E-5,0.007593415,1.121499E-4,0.01345995,0.0146511,8.170988E-4,3.46985E-5,2.607425E-4,0.00131808,0.007860547,0.01469972,0.007941033,8.901649E-6,3.917925E-6,4.020515E-5,1.59486E-5,1.393208E-8,5.928321E-5,0.009087597,0.006328131,3.234505E-5,7.673026E-4,0.006269826,2.792484E-5,1.330112E-6,6.325976E-10,3.103863E-6,3.691444E-7,6.603192E-12,8.560247E-5,3.2371E-5,0.00343965,1.226228E-4,9.984693E-4,5.483846E-5,0.003397646,0.003695486,2.072827E-5,1.770416E-13,8.874166E-17,7.312327E-11,2.983687E-19,6.349074E-20,4.485519E-6,6.881092E-6,0.001082755,1.918215E-4,0.01452069,8.621913,5.52073E-5,488983.3,488983.3
5.910326E-9,15.19142,-4.160556E13,1896.308,1896.308,8.395732E-4,1.0,0.867873,0.01102479,8.506917E-5,0.008138205,1.268484E-4,0.01366901,0.01543595,8.933937E-4,4.234757E-5,3.03387E-4,0.001415205,0.007766005,0.01500595,0.008212548,1.041966E-5,4.408068E-6,4.612375E-5,1.761273E-5,1.769621E-8,6.806285E-5,0.008982852,0.006425402,3.705299E-5,7.389307E-4,0.006583213,3.373875E-5,1.495524E-6,8.089114E-10,3.579006E-6,4.68512E-7,8.829097E-12,9.874798E-5,2.969527E-5,0.003394266,1.381694E-4,0.001007463,4.978182E-5,0.003404383,0.003681222,2.360224E-5,2.838985E-13,1.580248E-16,9.333766E-11,5.500093E-19,1.049986E-19,3.927092E-6,5.829917E-6,9.732552E-4,1.629386E-4,0.01399977,8.599778,5.526627E-5,487727.9,487727.9
6.736727E-9,15.17238,-3.613547E13,1887.883,1887.883,8.395732E-4,1.0,0.8652011,0.01130152,1.033462E-4,0.008885924,1.473001E-4,0.01388914,0.01648246,9.979103E-4,5.407312E-5,3.636611E-4,0.001535848,0.007615717,0.01538312,0.008528675,1.257655E-5,5.106687E-6,5.44417E-5,1.982501E-5,2.356319E-8,8.039677E-5,0.008806936,0.006536529,4.361431E-5,7.052256E-4,0.006968541,4.227962E-5,1.731958E-6,1.09613E-9,4.249784E-6,6.240771E-7,1.263549E-11,1.171707E-4,2.672605E-5,0.003335625,1.592186E-4,0.001016694,4.417121E-5,0.003406754,0.003662839,2.759933E-5,5.067296E-13,3.185296E-16,1.257344E-10,1.164533E-18,1.945962E-19,3.357594E-6,4.739573E-6,8.498621E-4,1.324113E-4,0.01335213,8.572317,5.533565E-5,486170.5,486170.5
7.992858E-9,15.14934,-2.992647E13,1877.023,1877.023,8.395732E-4,1.0,0.8616814,0.01158487,1.336918E-4,0.010009,1.785256E-4,0.01410471,0.01799848,0.001154512,7.436811E-5,4.568544E-4,0.001692655,0.007362604,0.01588047,0.008904794,1.593469E-5,6.214939E-6,6.725602E-5,2.301153E-5,3.383242E-8,9.935298E-5,0.008495976,0.006666973,5.35922E-5,6.633827E-4,0.007470013,5.61434E-5,2.112802E-6,1.632329E-9,5.289684E-6,8.983526E-7,2.022899E-11,1.454004E-4,2.330567E-5,0.003256354,1.900455E-4,0.001025656,3.773375E-5,0.003400112,0.003637261,3.367336E-5,1.077795E-12,7.846964E-16,1.849538E-10,3.09465E-18,4.349901E-19,2.768723E-6,3.59542E-6,7.062463E-4,9.975789E-5,0.01249586,8.535961,5.541978E-5,484108.6,484108.6
8.576298E-9,15.14057,-2.764503E13,1872.607,1872.607,8.395732E-4,1.0,0.8602207,0.01167249,1.488157E-4,0.01052462,1.930536E-4,0.0141662,0.01867568,0.001226249,8.478046E-5,5.00396E-4,0.00175598,0.007239804,0.01608789,0.009045214,1.751261E-5,6.748755E-6,7.324223E-5,2.44284E-5,3.911291E-8,1.081769E-4,0.008340598,0.006715623,5.819827E-5,6.469069E-4,0.007675315,6.28697E-5,2.300065E-6,1.923324E-9,5.77815E-6,1.04031E-6,2.45752E-11,1.585136E-4,2.202845E-5,0.003223414,2.038562E-4,0.001028306,3.534548E-5,0.003394169,0.003626169,3.647993E-5,1.469461E-12,1.13213E-15,2.165893E-10,4.624582E-18,6.056245E-19,2.56719E-6,3.202121E-6,6.525634E-4,8.839795E-5,0.01214044,8.520811,5.545189E-5,483249.4,483249.4
9.766316E-9,15.12566,-2.381905E13,1864.57,1864.57,8.395732E-4,1.0,0.8575109,0.0117847,1.816313E-4,0.01156269,2.226834E-4,0.01423194,0.02000944,0.00137031,1.078861E-4,5.890516E-4,0.001869019,0.006985783,0.01647573,0.009278205,2.074198E-5,7.874389E-6,8.545892E-5,2.721122E-5,5.079639E-8,1.260966E-4,0.008012239,0.006797169,6.748823E-5,6.177071E-4,0.008050833,7.701752E-5,2.705091E-6,2.601005E-9,6.780387E-6,1.356421E-6,3.522107E-11,1.851038E-4,1.984983E-5,0.003163069,2.310074E-4,0.001031554,3.130473E-5,0.003378271,0.003604817,4.215302E-5,2.59736E-12,2.207978E-15,2.892689E-10,9.683241E-18,1.113972E-18,2.24556E-6,2.577714E-6,5.614959E-4,7.02497E-5,0.01148225,8.492606,5.550655E-5,481649.7,481649.7
1.098609E-8,15.11373,-2.074481E13,1857.43,1857.43,8.395732E-4,1.0,0.855039,0.01182723,2.17926E-4,0.01260515,2.530032E-4,0.01423237,0.02131582,0.00151439,1.340643E-4,6.790454E-4,0.001965346,0.006726106,0.01683428,0.00945678,2.404205E-5,9.077852E-6,9.792868E-5,2.993377E-5,6.392946E-8,1.442329E-4,0.007668731,0.006861546,7.68174E-5,5.925509E-4,0.008386481,9.1966E-5,3.155065E-6,3.414352E-9,7.811093E-6,1.714729E-6,4.884378E-11,2.119729E-4,1.805318E-5,0.003109529,2.574317E-4,0.001032623,2.801668E-5,0.003358281,0.003584439,4.787496E-5,4.338177E-12,4.005185E-15,3.751067E-10,1.886507E-17,1.93224E-18,1.999923E-6,2.109683E-6,4.874295E-4,5.659144E-5,0.0108844,8.466763,5.555036E-5,480184.1,480184.1
1.233973E-8,15.10358,-1.803982E13,1850.53,1850.53,8.395732E-4,1.0,0.8525832,0.01181099,2.61225E-4,0.01373296,2.865427E-4,0.01417156,0.02269972,0.001669433,1.659028E-4,7.771571E-4,0.002052693,0.006443944,0.01719644,0.009599502,2.76644E-5,1.046927E-5,1.116366E-4,3.282494E-5,7.972278E-8,1.639467E-4,0.007288223,0.006915952,8.689393E-5,5.688391E-4,0.008712667,1.089055E-4,3.698501E-6,4.459142E-9,8.953647E-6,2.149225E-6,6.751076E-11,2.411388E-4,1.642405E-5,0.003058247,2.85142E-4,0.001031881,2.508262E-5,0.003333231,0.003563323,5.409284E-5,7.173504E-12,7.14312E-15,4.837058E-10,3.634334E-17,3.323187E-18,1.790728E-6,1.724166E-6,4.21651E-4,4.534794E-5,0.01029404,8.440981,5.55877E-5,478721.9,478721.9
1.3738E-8,15.09575,-1.580677E13,1844.304,1844.304,8.395732E-4,1.0,0.8503028,0.01174315,3.091289E-4,0.01486259,3.210351E-4,0.01405649,0.02406201,0.001823657,2.016622E-4,8.759967E-4,0.002124723,0.006162502,0.01753922,0.00969934,3.133941E-5,1.196429E-5,1.255971E-4,3.568951E-5,9.72272E-8,1.837389E-4,0.006902451,0.006957927,9.69636E-5,5.478292E-4,0.009008608,1.266289E-4,4.31053E-6,5.69642E-9,1.012816E-5,2.634739E-6,9.109673E-11,2.70376E-4,1.503261E-5,0.003012524,3.120695E-4,0.001029566,2.262189E-5,0.003305283,0.003542927,6.035433E-5,1.13729E-11,1.208436E-14,6.104141E-10,6.641048E-17,5.474626E-18,1.620665E-6,1.425425E-6,3.669558E-4,3.667685E-5,0.009749877,8.416944,5.561652E-5,477358.6,477358.6
1.492802E-8,15.09077,-1.423987E13,1839.593,1839.593,8.395732E-4,1.0,0.8485315,0.01165571,3.523123E-4,0.01579372,3.502531E-4,0.01392599,0.02517122,0.001949828,2.342265E-4,9.578187E-4,0.002173671,0.005932427,0.01781043,0.009754391,3.440141E-5,1.327957E-5,1.372886E-4,3.80438E-5,1.129697E-7,2.000622E-4,0.006583205,0.006984868,1.052479E-4,5.320884E-4,0.009233636,1.417936E-4,4.872797E-6,6.876388E-9,1.112083E-5,3.074414E-6,1.149109E-10,2.944458E-4,1.402344E-5,0.002978255,3.337068E-4,0.001026671,2.086815E-5,0.003280405,0.003526559,6.554737E-5,1.619905E-11,1.804414E-14,7.296598E-10,1.056544E-16,8.04485E-18,1.501357E-6,1.226834E-6,3.283857E-4,3.095564E-5,0.009330348,8.398212,5.563487E-5,476296.3,476296.3
1.632629E-8,15.08651,-1.269707E13,1834.628,1834.628,8.395732E-4,1.0,0.8466178,0.01152796,4.057348E-4,0.01685074,3.844154E-4,0.01374285,0.02641929,0.002091845,2.747955E-4,0.001051054,0.002218831,0.005673972,0.01810888,0.00979131,3.791268E-5,1.487163E-5,1.5078E-4,4.07251E-5,1.323498E-7,2.185807E-4,0.006221094,0.007008447,1.146399E-4,5.155594E-4,0.009471878,1.596165E-4,5.582397E-6,8.41237E-9,1.227725E-5,3.619039E-6,1.476284E-10,3.216864E-4,1.299645E-5,0.002942323,3.577238E-4,0.001022447,1.911377E-5,0.003250335,0.003508355,7.148626E-5,2.363922E-11,2.762895E-14,8.828612E-10,1.738336E-16,1.216032E-17,1.382662E-6,1.040582E-6,2.902756E-4,2.564132E-5,0.008880518,8.377916,5.56506E-5,475145.2,475145.2
1.775432E-8,15.08357,-1.13801E13,1830.092,1830.092,8.395732E-4,1.0,0.844823,0.01137791,4.631131E-4,0.01788795,4.191148E-4,0.01352994,0.02763598,0.002229775,3.185825E-4,0.001142912,0.002253186,0.005423518,0.01839439,0.009804455,4.13958E-5,1.654536E-5,1.642683E-4,4.33808E-5,1.530198E-7,2.367224E-4,0.005867304,0.007025397,1.238515E-4,5.004264E-4,0.00969065,1.777456E-4,6.361449E-6,1.014806E-8,1.344587E-5,4.203373E-6,1.866906E-10,3.482777E-4,1.208777E-5,0.002909436,3.807901E-4,0.001017427,1.758942E-5,0.003219033,0.003490792,7.73699E-5,3.356244E-11,4.093575E-14,1.053513E-9,2.763689E-16,1.787134E-17,1.279352E-6,8.892082E-7,2.576609E-4,2.137564E-5,0.008462121,8.358828,5.566142E-5,474062.6,474062.6
1.967972E-8,15.0814,-9.919305E12,1824.682,1824.682,8.395732E-4,1.0,0.8426185,0.0111559,5.446696E-4,0.01921817,4.656033E-4,0.01321233,0.02919003,0.002404299,3.809958E-4,0.00126132,0.002283811,0.005107135,0.01875308,0.009792157,4.592177E-5,1.887121E-5,1.819757E-4,4.68477E-5,1.821216E-7,2.599219E-4,0.005417319,0.007039464,1.356767E-4,4.822129E-4,0.009953125,2.01963E-4,7.497592E-6,1.275605E-8,1.500033E-5,5.031022E-6,2.490554E-10,3.820848E-4,1.103744E-5,0.002869654,4.097462E-4,0.001009819,1.586273E-5,0.003176328,0.003468574,8.501764E-5,5.135066E-11,6.581181E-14,1.305466E-9,4.864011E-16,2.858862E-17,1.161275E-6,7.299543E-7,2.21433E-4,1.696178E-5,0.00795317,8.335317,5.566944E-5,472729.2,472729.2
2.10632E-8,15.08084,-9.042835E12,1821.213,1821.213,8.395732E-4,1.0,0.8411654,0.0109884,6.060291E-4,0.02012589,4.988058E-4,0.01296842,0.03024945,0.002521663,4.279748E-4,0.001342572,0.002296507,0.004894375,0.0189947,0.009767057,4.905223E-5,2.058672E-5,1.943571E-4,4.926868E-5,2.038045E-7,2.75696E-4,0.005113423,0.007044728,1.437667E-4,4.703687E-4,0.0101224,2.191478E-4,8.373512E-6,1.482035E-8,1.610186E-5,5.650707E-6,3.011824E-10,4.048974E-4,1.038161E-5,0.002843452,4.2916E-4,0.001003906,1.480476E-5,0.003145506,0.003453537,9.03169E-5,6.775653E-11,8.958785E-14,1.50138E-9,7.044148E-16,3.889934E-17,1.087978E-6,6.390227E-7,1.996975E-4,1.448728E-5,0.007620785,8.319782,5.567151E-5,471848.2,471848.2
2.250114E-8,15.08096,-8.252792E12,1817.922,1817.922,8.395732E-4,1.0,0.8397555,0.01081112,6.720664E-4,0.02102745,5.331469E-4,0.01270516,0.03130312,0.002636675,4.784783E-4,0.001423707,0.002302791,0.00468553,0.0192333,0.009729996,5.21993E-5,2.240523E-5,2.069254E-4,5.173047E-5,2.26949E-7,2.91308E-4,0.004814611,0.007046834,1.518308E-4,4.589575E-4,0.01028381,2.367821E-4,9.335383E-6,1.713521E-8,1.72331E-5,6.314424E-6,3.622108E-10,4.272912E-4,9.771129E-6,0.002817739,4.482092E-4,9.974622E-4,1.383437E-5,0.003113484,0.00343865,9.565801E-5,8.846761E-11,1.204523E-13,1.717612E-9,1.007388E-15,5.238367E-17,1.01989E-6,5.6021E-7,1.801297E-4,1.237744E-5,0.007300724,8.304682,5.567107E-5,470991.8,470991.8
