Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_H_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H5_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C3H8_Soln#4 (),Mole_fraction_NC3H7_Soln#4 (),Mole_fraction_C3H6_Soln#4 (),Mole_fraction_C3H5-A_Soln#4 (),Mole_fraction_C3H4-P_Soln#4 (),Mole_fraction_C3H4-A_Soln#4 (),Mole_fraction_NC4H10_Soln#4 (),Mole_fraction_PC4H9_Soln#4 (),Mole_fraction_IC4H10_Soln#4 (),Mole_fraction_IC4H8_Soln#4 (),Mole_fraction_IC4H7_Soln#4 (),Mole_fraction_C4H8-1_Soln#4 (),Mole_fraction_C4H8-2_Soln#4 (),Mole_fraction_C4H71-3_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_C5H6_Soln#4 (),Mole_fraction_MCPTD_Soln#4 (),Mole_fraction_NC5H12_Soln#4 (),Mole_fraction_NC5H10_Soln#4 (),Mole_fraction_B1M2_Soln#4 (),Mole_fraction_B1M3_Soln#4 (),Mole_fraction_B2M2_Soln#4 (),Mole_fraction_CYC5H8_Soln#4 (),Mole_fraction_LC5H8_Soln#4 (),Mole_fraction_DIALLYL_Soln#4 (),Mole_fraction_CYC6H8_Soln#4 (),Mole_fraction_CYC6H10_Soln#4 (),Mole_fraction_NC6H12_Soln#4 (),Mole_fraction_NC7H14_Soln#4 (),Mole_fraction_DIMEPTD_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_XYLENE_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Mole_fraction_NC12H26_Soln#4 (),Mole_fraction_NC16H34_Soln#4 (),Mole_fraction_NC10H20_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
0.0087,15.35866,-1.500853E7,1045.259,1045.259,0.001569637,1.0,0.8823964,1.250884E-7,0.01282962,3.689453E-6,0.005681095,2.838183E-6,0.03589048,2.151035E-4,5.301298E-4,1.165847E-7,0.01740538,2.330137E-5,3.974682E-5,7.313876E-5,1.868225E-4,4.134741E-8,1.302937E-5,3.84638E-4,2.236085E-5,0.004665092,5.140389E-4,1.965783E-5,0.00617539,2.499005E-5,1.719261E-4,1.497367E-4,6.12185E-6,7.370481E-6,0.004222099,4.624958E-6,9.479293E-5,1.782053E-6,1.109692E-6,0.001703729,1.558308E-4,1.85711E-5,6.527651E-6,3.69026E-4,0.003862911,1.174032E-6,0.003621802,4.482909E-6,5.538316E-6,3.519338E-5,5.340811E-6,1.306982E-6,4.336479E-5,0.005392598,0.002520816,0.01048999,8.765687,1.021984E-4,497137.3,497137.3
0.0088,15.35784,-1.481965E7,1045.012,1045.012,0.001569637,1.0,0.8822052,1.239964E-7,0.0128799,3.663007E-6,0.005702033,2.818286E-6,0.03598643,2.161116E-4,5.318141E-4,1.155949E-7,0.01744894,2.321838E-5,3.998893E-5,7.340842E-5,1.870493E-4,4.097834E-8,1.309178E-5,3.872839E-4,2.228093E-5,0.004670223,5.1597E-4,1.958219E-5,0.006191445,2.509824E-5,1.726319E-4,1.508192E-4,6.177909E-6,7.372403E-6,0.004227977,4.643225E-6,9.493643E-5,1.793615E-6,1.119133E-6,0.001704373,1.558693E-4,1.865186E-5,6.588768E-6,3.693725E-4,0.003865765,1.184063E-6,0.003620902,4.458628E-6,5.584164E-6,3.528137E-5,5.367515E-6,1.30575E-6,4.342419E-5,0.005378755,0.002511993,0.01045276,8.764093,1.022039E-4,497046.9,497046.9
0.0089,15.35702,-1.463511E7,1044.769,1044.769,0.001569637,1.0,0.8820162,1.229267E-7,0.01292974,3.637054E-6,0.00572278,2.798761E-6,0.03608129,2.171104E-4,5.33485E-4,1.146247E-7,0.01749197,2.31366E-5,4.02292E-5,7.367499E-5,1.872724E-4,4.06167E-8,1.315364E-5,3.899096E-4,2.220189E-5,0.004675249,5.178811E-4,1.950766E-5,0.006207311,2.520535E-5,1.733319E-4,1.518957E-4,6.233685E-6,7.37425E-6,0.004233751,4.661266E-6,9.507749E-5,1.805092E-6,1.128533E-6,0.001704985,1.55906E-4,1.873183E-5,6.649634E-6,3.697107E-4,0.003868543,1.194045E-6,0.003620014,4.434752E-6,5.629843E-6,3.536827E-5,5.394007E-6,1.304507E-6,4.348249E-5,0.005365075,0.00250328,0.01041598,8.762519,1.022093E-4,496957.6,496957.6
0.009,15.35622,-1.445478E7,1044.529,1044.529,0.001569637,1.0,0.8818292,1.218787E-7,0.01297915,3.61158E-6,0.005743341,2.779595E-6,0.0361751,2.181E-4,5.351429E-4,1.136735E-7,0.0175345,2.305599E-5,4.046765E-5,7.393853E-5,1.87492E-4,4.026228E-8,1.321496E-5,3.925154E-4,2.212372E-5,0.004680174,5.197725E-4,1.94342E-5,0.00622299,2.531139E-5,1.740264E-4,1.529664E-4,6.289181E-6,7.376023E-6,0.004239424,4.679086E-6,9.521616E-5,1.816486E-6,1.137892E-6,0.001705568,1.559409E-4,1.881102E-5,6.710252E-6,3.700408E-4,0.003871247,1.203979E-6,0.003619139,4.411269E-6,5.675356E-6,3.54541E-5,5.420292E-6,1.303254E-6,4.353972E-5,0.005351553,0.002494676,0.01037966,8.760963,1.022147E-4,496869.4,496869.4
0.0091,15.35543,-1.427851E7,1044.292,1044.292,0.001569637,1.0,0.8816441,1.208517E-7,0.01302812,3.586569E-6,0.00576372,2.760779E-6,0.03626788,2.190807E-4,5.367881E-4,1.127407E-7,0.01757654,2.297652E-5,4.070433E-5,7.419911E-5,1.877082E-4,3.991483E-8,1.327575E-5,3.951018E-4,2.20464E-5,0.004685002,5.216448E-4,1.936179E-5,0.006238487,2.541638E-5,1.747155E-4,1.540312E-4,6.3444E-6,7.377725E-6,0.004244998,4.69669E-6,9.535252E-5,1.827797E-6,1.147212E-6,0.001706123,1.559743E-4,1.888944E-5,6.770626E-6,3.70363E-4,0.003873879,1.213864E-6,0.003618276,4.388167E-6,5.720707E-6,3.55389E-5,5.446374E-6,1.301992E-6,4.359592E-5,0.005338184,0.002486177,0.01034377,8.759425,1.0222E-4,496782.2,496782.2
0.0092,15.35464,-1.410616E7,1044.057,1044.057,0.001569637,1.0,0.881461,1.198449E-7,0.01307668,3.562008E-6,0.00578392,2.742301E-6,0.03635965,2.200526E-4,5.384208E-4,1.118257E-7,0.01761809,2.289816E-5,4.093925E-5,7.445681E-5,1.879211E-4,3.957413E-8,1.333603E-5,3.976691E-4,2.196991E-5,0.004689734,5.234983E-4,1.929041E-5,0.006253807,2.552036E-5,1.753992E-4,1.550903E-4,6.399347E-6,7.37936E-6,0.004250477,4.714084E-6,9.548662E-5,1.839029E-6,1.156494E-6,0.001706649,1.56006E-4,1.896711E-5,6.830758E-6,3.706775E-4,0.003876441,1.223702E-6,0.003617424,4.365436E-6,5.765899E-6,3.562268E-5,5.472256E-6,1.300722E-6,4.365112E-5,0.005324967,0.002477781,0.01030832,8.757906,1.022252E-4,496696.0,496696.0
0.0093,15.35387,-1.39376E7,1043.826,1043.826,0.001569637,1.0,0.8812799,1.188578E-7,0.01312483,3.537885E-6,0.005803945,2.724152E-6,0.03645044,2.210158E-4,5.400413E-4,1.10928E-7,0.01765918,2.282088E-5,4.117246E-5,7.471167E-5,1.881308E-4,3.924E-8,1.33958E-5,4.002176E-4,2.189425E-5,0.004694373,5.253335E-4,1.922002E-5,0.006268953,2.562334E-5,1.760777E-4,1.561439E-4,6.454023E-6,7.380928E-6,0.004255862,4.731271E-6,9.561853E-5,1.850181E-6,1.165737E-6,0.001707149,1.560362E-4,1.904405E-5,6.890652E-6,3.709846E-4,0.003878936,1.233493E-6,0.003616584,4.343065E-6,5.810934E-6,3.570547E-5,5.497943E-6,1.299444E-6,4.370533E-5,0.005311896,0.002469485,0.01027328,8.756403,1.022303E-4,496610.8,496610.8
0.0094,15.35311,-1.37727E7,1043.597,1043.597,0.001569637,1.0,0.8811005,1.178897E-7,0.01317258,3.514186E-6,0.005823799,2.706323E-6,0.03654027,2.219706E-4,5.4165E-4,1.10047E-7,0.0176998,2.274466E-5,4.140398E-5,7.496376E-5,1.883373E-4,3.891221E-8,1.345508E-5,4.027477E-4,2.181938E-5,0.004698922,5.271506E-4,1.91506E-5,0.006283931,2.572534E-5,1.767511E-4,1.57192E-4,6.508433E-6,7.382433E-6,0.004261157,4.748258E-6,9.574831E-5,1.861256E-6,1.174942E-6,0.001707623,1.560649E-4,1.912027E-5,6.950309E-6,3.712845E-4,0.003881365,1.243238E-6,0.003615755,4.321045E-6,5.855815E-6,3.57873E-5,5.523438E-6,1.298159E-6,4.375859E-5,0.005298969,0.002461288,0.01023865,8.754918,1.022354E-4,496526.5,496526.5
0.0095,15.35236,-1.361136E7,1043.371,1043.371,0.001569637,1.0,0.880923,1.1694E-7,0.01321993,3.490898E-6,0.005843485,2.688804E-6,0.03662916,2.229172E-4,5.432469E-4,1.091823E-7,0.01773998,2.266947E-5,4.163385E-5,7.521315E-5,1.885407E-4,3.859058E-8,1.351387E-5,4.052596E-4,2.17453E-5,0.004703384,5.289501E-4,1.908213E-5,0.006298742,2.582639E-5,1.774195E-4,1.582346E-4,6.562578E-6,7.383877E-6,0.004266363,4.765048E-6,9.5876E-5,1.872255E-6,1.184111E-6,0.001708071,1.56092E-4,1.919579E-5,7.009733E-6,3.715773E-4,0.00388373,1.252938E-6,0.003614937,4.299365E-6,5.900546E-6,3.586818E-5,5.548744E-6,1.296867E-6,4.381092E-5,0.005286182,0.002453186,0.01020443,8.75345,1.022404E-4,496443.2,496443.3
0.0096,15.35162,-1.345345E7,1043.147,1043.147,0.001569637,1.0,0.8807473,1.160084E-7,0.0132669,3.468012E-6,0.005863007,2.671587E-6,0.03671713,2.238556E-4,5.448325E-4,1.083335E-7,0.01777971,2.259529E-5,4.186208E-5,7.545988E-5,1.887411E-4,3.827494E-8,1.357218E-5,4.077537E-4,2.1672E-5,0.00470776,5.307323E-4,1.901458E-5,0.006313391,2.59265E-5,1.78083E-4,1.592719E-4,6.616463E-6,7.38526E-6,0.004271482,4.781646E-6,9.600166E-5,1.883178E-6,1.193243E-6,0.001708495,1.561178E-4,1.927062E-5,7.068926E-6,3.718632E-4,0.003886032,1.262592E-6,0.00361413,4.278019E-6,5.945127E-6,3.594814E-5,5.573865E-6,1.295569E-6,4.386234E-5,0.005273534,0.002445179,0.01017059,8.751997,1.022453E-4,496360.9,496360.9
0.0097,15.35089,-1.329887E7,1042.927,1042.927,0.001569637,1.0,0.8805733,1.150941E-7,0.0133135,3.445514E-6,0.005882367,2.654662E-6,0.0368042,2.24786E-4,5.464068E-4,1.074999E-7,0.01781902,2.252208E-5,4.208872E-5,7.5704E-5,1.889386E-4,3.79651E-8,1.363002E-5,4.102302E-4,2.159946E-5,0.004712052,5.324975E-4,1.894793E-5,0.006327881,2.602569E-5,1.787416E-4,1.60304E-4,6.67009E-6,7.386586E-6,0.004276518,4.798055E-6,9.612533E-5,1.894027E-6,1.202339E-6,0.001708895,1.561422E-4,1.934478E-5,7.127891E-6,3.721424E-4,0.003888274,1.272202E-6,0.003613333,4.256997E-6,5.989564E-6,3.60272E-5,5.598804E-6,1.294266E-6,4.391289E-5,0.005261019,0.002437262,0.01013713,8.750561,1.022502E-4,496279.4,496279.4
0.0098,15.35016,-1.314753E7,1042.708,1042.708,0.001569637,1.0,0.8804011,1.141967E-7,0.01335972,3.423397E-6,0.005901569,2.638024E-6,0.03689038,2.257086E-4,5.479701E-4,1.066813E-7,0.0178579,2.244984E-5,4.231377E-5,7.594556E-5,1.891333E-4,3.766092E-8,1.36874E-5,4.126894E-4,2.152767E-5,0.004716263,5.342461E-4,1.888217E-5,0.006342216,2.612398E-5,1.793955E-4,1.613309E-4,6.723461E-6,7.387855E-6,0.00428147,4.81428E-6,9.624706E-5,1.904803E-6,1.211399E-6,0.001709272,1.561652E-4,1.941827E-5,7.18663E-6,3.724151E-4,0.003890457,1.281767E-6,0.003612547,4.236292E-6,6.033856E-6,3.610538E-5,5.623564E-6,1.292956E-6,4.396256E-5,0.005248637,0.002429436,0.01010405,8.74914,1.02255E-4,496198.8,496198.9
0.0099,15.34945,-1.299931E7,1042.492,1042.492,0.001569637,1.0,0.8802305,1.133158E-7,0.01340558,3.40165E-6,0.005920615,2.621665E-6,0.0369757,2.266235E-4,5.495226E-4,1.058772E-7,0.01789637,2.237854E-5,4.253727E-5,7.618462E-5,1.893252E-4,3.736223E-8,1.374433E-5,4.151316E-4,2.145662E-5,0.004720394,5.359783E-4,1.881727E-5,0.006356397,2.622138E-5,1.800448E-4,1.623528E-4,6.77658E-6,7.38907E-6,0.004286342,4.830324E-6,9.63669E-5,1.915508E-6,1.220425E-6,0.001709626,1.561869E-4,1.94911E-5,7.245146E-6,3.726814E-4,0.003892582,1.29129E-6,0.003611771,4.215897E-6,6.078008E-6,3.618269E-5,5.648147E-6,1.291642E-6,4.40114E-5,0.005236384,0.002421698,0.01007134,8.747735,1.022598E-4,496119.1,496119.1
0.01,15.34875,-1.285414E7,1042.279,1042.279,0.001569637,1.0,0.8800616,1.124507E-7,0.01345108,3.380262E-6,0.005939509,2.605575E-6,0.03706017,2.275308E-4,5.510645E-4,1.050871E-7,0.01793443,2.230816E-5,4.275925E-5,7.642121E-5,1.895143E-4,3.706884E-8,1.380082E-5,4.17557E-4,2.138629E-5,0.004724448,5.376944E-4,1.875322E-5,0.006370429,2.631791E-5,1.806895E-4,1.633696E-4,6.829449E-6,7.390231E-6,0.004291135,4.846191E-6,9.648488E-5,1.926142E-6,1.229416E-6,0.001709958,1.562073E-4,1.95633E-5,7.30344E-6,3.729415E-4,0.003894651,1.300769E-6,0.003611004,4.195803E-6,6.12202E-6,3.625915E-5,5.672557E-6,1.290324E-6,4.405941E-5,0.005224257,0.002414046,0.01003899,8.746344,1.022644E-4,496040.3,496040.3
