Time_Soln#23 (sec),Volume_Soln#23 (cm3),Volumetric_heat_production_rate_Soln#23 (erg/cm3-sec),Surface_temperature_Soln#23 (K),Temperature_Soln#23 (K),Mass_Soln#23 (g),Pressure_Soln#23 (atm),Mole_fraction_H2_Soln#23 (),Mole_fraction_H_Soln#23 (),Mole_fraction_CH4_Soln#23 (),Mole_fraction_CH3_Soln#23 (),Mole_fraction_C2H6_Soln#23 (),Mole_fraction_C2H5_Soln#23 (),Mole_fraction_C2H4_Soln#23 (),Mole_fraction_C2H3_Soln#23 (),Mole_fraction_C2H2_Soln#23 (),Mole_fraction_C3H8_Soln#23 (),Mole_fraction_IC3H7_Soln#23 (),Mole_fraction_NC3H7_Soln#23 (),Mole_fraction_C3H6_Soln#23 (),Mole_fraction_C3H5-A_Soln#23 (),Mole_fraction_C3H5-T_Soln#23 (),Mole_fraction_C3H4-P_Soln#23 (),Mole_fraction_C3H4-A_Soln#23 (),Mole_fraction_C3H3_Soln#23 (),Mole_fraction_NC4H10_Soln#23 (),Mole_fraction_PC4H9_Soln#23 (),Mole_fraction_C4H8-1_Soln#23 (),Mole_fraction_C4H8-2_Soln#23 (),Mole_fraction_C4H71-3_Soln#23 (),Mole_fraction_C4H6_Soln#23 (),Mole_fraction_C4H5_Soln#23 (),Mole_fraction_C4H4_Soln#23 (),Mole_fraction_C4H2_Soln#23 (),Mole_fraction_C6H6_Soln#23 (),Mole_fraction_C5H6_Soln#23 (),Mole_fraction_C10H8_Soln#23 (),Mole_fraction_NC5H12_Soln#23 (),Mole_fraction_NC5H11_Soln#23 (),Mole_fraction_NC5H10_Soln#23 (),Mole_fraction_LC5H8_Soln#23 (),Mole_fraction_NC6H12_Soln#23 (),Mole_fraction_NC7H15_Soln#23 (),Mole_fraction_NC7H14_Soln#23 (),Mole_fraction_C7H8_Soln#23 (),Mole_fraction_C7H7_Soln#23 (),Mole_fraction_C6H5C2H_Soln#23 (),Mole_fraction_C12H8_Soln#23 (),Mole_fraction_C14H10_Soln#23 (),Mole_fraction_C16H10_Soln#23 (),Mole_fraction_BIN1B_Soln#23 (),Mole_fraction_BIN1A_Soln#23 (),Mole_fraction_NC10H21_Soln#23 (),Mole_fraction_NC12H25_Soln#23 (),Mole_fraction_NC12H26_Soln#23 (),Mole_fraction_NC16H34_Soln#23 (),Mole_fraction_NC10H20_Soln#23 (),Molecular_weight_Soln#23 (g/mole),Mass_density_Soln#23 (g/cm3),Unburned_hydrocarbons_Soln#23 (ppm),Volatile_organic_compounds_Soln#23 (ppm)
6.057758E-7,15.87889,1.728489E11,1775.347,1775.347,8.59563E-4,1.0,0.7963629,0.002653707,0.02558026,0.01942352,0.006366612,3.346419E-4,0.07913917,0.001562928,0.01153276,0.002742932,7.636232E-5,6.820014E-5,0.02690015,0.002737202,1.165944E-4,7.261092E-4,0.001220397,5.672464E-4,3.389335E-4,1.228675E-5,0.00344851,3.716097E-4,4.264534E-5,0.01052748,0.001108788,0.001006687,1.64519E-5,2.830519E-4,2.240716E-4,5.284053E-7,3.96495E-5,6.243048E-9,2.960337E-5,7.244799E-4,4.606735E-5,6.854617E-9,9.93615E-5,0.002614581,4.989559E-4,5.841674E-7,6.158488E-9,1.054289E-7,6.113738E-10,2.680786E-12,2.42651E-11,1.075375E-10,5.711918E-15,3.380026E-12,1.654706E-17,3.191627E-6,7.886043,5.413245E-5,447248.9,447248.9
6.239449E-7,15.89066,1.641742E11,1776.192,1776.192,8.59563E-4,1.0,0.7960437,0.002621074,0.02609724,0.01903594,0.006401809,3.226961E-4,0.07954165,0.00153703,0.01174176,0.002708424,7.313249E-5,6.463886E-5,0.02679314,0.002687941,1.151768E-4,7.450268E-4,0.001232618,5.843443E-4,3.303712E-4,1.09975E-5,0.003351712,3.66053E-4,4.12104E-5,0.01041875,0.001097305,0.001038094,1.75003E-5,2.904667E-4,2.283235E-4,5.629299E-7,3.473672E-5,5.15683E-9,2.702275E-5,7.107299E-4,4.072538E-5,5.49017E-9,8.680483E-5,0.002603622,5.032031E-4,6.202778E-7,6.672845E-9,1.077146E-7,6.65514E-10,2.875656E-12,2.595767E-11,8.008884E-11,2.8436E-15,1.674986E-12,5.597298E-18,2.416886E-6,7.883948,5.409234E-5,447130.1,447130.1
6.273605E-7,15.89282,1.625826E11,1776.346,1776.346,8.59563E-4,1.0,0.7959845,0.002615078,0.02619314,0.01896459,0.006408011,3.205596E-4,0.07961586,0.001532281,0.01178065,0.002701958,7.255105E-5,6.400291E-5,0.02677274,0.002678972,1.149116E-4,7.485553E-4,0.001234873,5.875492E-4,3.287819E-4,1.077092E-5,0.003333822,3.650028E-4,4.095082E-5,0.01039846,0.001095098,0.001043948,1.770029E-5,2.918563E-4,2.291105E-4,5.695565E-7,3.38786E-5,4.977028E-9,2.658005E-5,7.081655E-4,3.978893E-5,5.267061E-9,8.461837E-5,0.002601586,5.039821E-4,6.271757E-7,6.772225E-9,1.081412E-7,6.759548E-10,2.913094E-12,2.628172E-11,7.576101E-11,2.49248E-15,1.466932E-12,4.56147E-18,2.293312E-6,7.883559,5.408498E-5,447108.1,447108.1
6.304154E-7,15.89474,1.611698E11,1776.482,1776.482,8.59563E-4,1.0,0.7959319,0.002609752,0.02627857,0.01890116,0.00641345,3.186764E-4,0.07968185,0.001528065,0.01181533,0.00269618,7.203761E-5,6.344269E-5,0.02675442,0.002671025,1.146749E-4,7.517038E-4,0.001236878,5.904129E-4,3.273658E-4,1.057228E-5,0.003317902,3.640622E-4,4.072125E-5,0.01038036,0.001093112,0.001049171,1.787991E-5,2.930979E-4,2.298111E-4,5.755196E-7,3.312768E-5,4.822075E-9,2.619444E-5,7.058776E-4,3.896857E-5,5.075489E-9,8.270673E-5,0.002599772,5.046737E-4,6.33374E-7,6.861822E-9,1.08522E-7,6.853621E-10,2.946793E-12,2.657309E-11,7.208446E-11,2.214638E-15,1.302441E-12,3.796384E-18,2.187986E-6,7.883212,5.407845E-5,447088.4,447088.4
6.362603E-7,15.89838,1.58494E11,1776.74,1776.74,8.59563E-4,1.0,0.7958317,0.002599654,0.02644114,0.01878085,0.006423577,3.151448E-4,0.07980715,0.001520078,0.01188141,0.002685142,7.107237E-5,6.239304E-5,0.02671919,0.002656014,1.142229E-4,7.577083E-4,0.001240686,5.958852E-4,3.246707E-4,1.02026E-5,0.003287658,3.622594E-4,4.028872E-5,0.01034583,0.001089281,0.001059127,1.82256E-5,2.954705E-4,2.31143E-4,5.870256E-7,3.173391E-5,4.540393E-9,2.548293E-5,7.015149E-4,3.744351E-5,4.729028E-9,7.916262E-5,0.002596317,5.059837E-4,6.453101E-7,7.035159E-9,1.092485E-7,7.035451E-10,3.011843E-12,2.71347E-11,6.553312E-11,1.765569E-15,1.036883E-12,2.670025E-18,1.999467E-6,7.882552,5.406607E-5,447050.9,447050.9
6.402626E-7,15.90085,1.566826E11,1776.914,1776.914,8.59563E-4,1.0,0.7957636,0.002592809,0.02655178,0.01869925,0.006430303,3.127796E-4,0.0798922,0.001514669,0.01192646,0.002677597,7.04242E-5,6.169083E-5,0.02669492,0.002645881,1.139142E-4,7.618051E-4,0.001243271,5.996267E-4,3.228363E-4,9.957164E-6,0.003267111,3.610229E-4,3.999755E-5,0.01032228,0.001086635,0.001065917,1.846381E-5,2.970927E-4,2.320485E-4,5.949778E-7,3.081134E-5,4.358174E-9,2.501482E-5,6.98539E-4,3.643225E-5,4.506218E-9,7.681965E-5,0.002593964,5.068706E-4,6.535413E-7,7.155297E-9,1.097443E-7,7.161346E-10,3.056821E-12,2.752237E-11,6.138997E-11,1.511397E-15,8.867702E-13,2.097698E-18,1.879655E-6,7.882102,5.405769E-5,447025.4,447025.4
6.436786E-7,15.90294,1.5515E11,1777.062,1777.062,8.59563E-4,1.0,0.7957057,0.002587011,0.0266458,0.01863008,0.006435913,3.107935E-4,0.07996434,0.001510089,0.01196478,0.002671165,6.98789E-5,6.11017E-5,0.02667413,0.002637322,1.136512E-4,7.652926E-4,0.001245465,6.028167E-4,3.212774E-4,9.752433E-6,0.003249677,3.599662E-4,3.975211E-5,0.01030223,0.001084363,0.001071695,1.866809E-5,2.984758E-4,2.328173E-4,6.018121E-7,3.004354E-5,4.209052E-9,2.462684E-5,6.960062E-4,3.558948E-5,4.324679E-9,7.487145E-5,0.002591963,5.076214E-4,6.606036E-7,7.25876E-9,1.101666E-7,7.26968E-10,3.095489E-12,2.785524E-11,5.80566E-11,1.323014E-15,7.756195E-13,1.705889E-18,1.782903E-6,7.88172,5.405059E-5,447003.8,447003.8
6.472165E-7,15.90508,1.535757E11,1777.212,1777.212,8.59563E-4,1.0,0.795646,0.002581047,0.02674275,0.01855893,0.006441598,3.08768E-4,0.0800386,0.001505382,0.01200434,0.002664512,6.93218E-5,6.050143E-5,0.02665251,0.002628545,1.133794E-4,7.688952E-4,0.001247723,6.061169E-4,3.196698E-4,9.54497E-6,0.003231722,3.588708E-4,3.95009E-5,0.01028152,0.001081996,0.001077663,1.888056E-5,2.999067E-4,2.336096E-4,6.089358E-7,2.926721E-5,4.060624E-9,2.423595E-5,6.933904E-4,3.473625E-5,4.14475E-9,7.290324E-5,0.002589899,5.083928E-4,6.679536E-7,7.366814E-9,1.10603E-7,7.382731E-10,3.135807E-12,2.82019E-11,5.479215E-11,1.152335E-15,6.750033E-13,1.376551E-18,1.687827E-6,7.881325,5.40433E-5,446981.4,446981.4
6.510564E-7,15.90739,1.518817E11,1777.374,1777.374,8.59563E-4,1.0,0.7955815,0.002574622,0.02684751,0.01848224,0.006447625,3.066052E-4,0.0801187,0.001500315,0.01204713,0.002657302,6.872581E-5,5.986109E-5,0.02662896,0.002619117,1.13085E-4,7.72795E-4,0.001250159,6.096947E-4,3.179328E-4,9.32496E-6,0.00321235,3.576806E-4,3.923161E-5,0.0102591,0.001079414,0.00108412,1.911225E-5,3.014581E-4,2.34465E-4,6.16721E-7,2.84459E-5,3.906168E-9,2.382385E-5,6.905596E-4,3.38323E-5,3.95837E-9,7.082274E-5,0.002587667,5.09223E-4,6.759727E-7,7.485141E-9,1.110755E-7,7.506424E-10,3.179885E-12,2.85804E-11,5.145385E-11,9.917041E-16,5.803973E-13,1.090386E-18,1.590251E-6,7.880898,5.403544E-5,446957.2,446957.2
6.566594E-7,15.91073,1.494377E11,1777.607,1777.607,8.59563E-4,1.0,0.795488,0.002565335,0.0269995,0.01837136,0.006456157,3.035136E-4,0.08023464,0.001492995,0.01210931,0.0026468,6.787203E-5,5.894708E-5,0.02659444,0.002605541,1.126566E-4,7.784659E-4,0.001253686,6.149074E-4,3.15413E-4,9.01331E-6,0.003184299,3.559422E-4,3.884481E-5,0.01022651,0.001075619,0.001093504,1.945226E-5,3.037186E-4,2.357047E-4,6.281795E-7,2.728608E-5,3.692526E-9,2.324419E-5,6.864448E-4,3.255343E-5,3.702089E-9,6.788783E-5,0.002584427,5.104215E-4,6.877504E-7,7.659742E-9,1.11763E-7,7.688736E-10,3.244788E-12,2.913682E-11,4.693875E-11,7.961563E-16,4.653601E-13,7.753371E-19,1.457674E-6,7.880278,5.402411E-5,446922.0,446922.0
6.626092E-7,15.91423,1.468781E11,1777.851,1777.851,8.59563E-4,1.0,0.7953895,0.002555585,0.02715978,0.01825489,0.006464885,3.003119E-4,0.08035656,0.001485318,0.012175,0.002635674,6.698547E-5,5.80022E-5,0.02655757,0.002591352,1.122032E-4,7.844626E-4,0.001257395,6.204322E-4,3.127561E-4,8.694165E-6,0.00315479,3.540943E-4,3.844184E-5,0.01019206,0.001071557,0.001103422,1.981583E-5,3.061149E-4,2.370103E-4,6.404758E-7,2.610298E-5,3.479965E-9,2.265532E-5,6.820958E-4,3.124588E-5,3.448976E-9,6.489768E-5,0.002581007,5.116777E-4,7.003564E-7,7.847679E-9,1.124904E-7,7.88469E-10,3.314475E-12,2.973303E-11,4.257009E-11,6.300157E-16,3.677605E-13,5.390604E-19,1.328684E-6,7.879624,5.401222E-5,446884.9,446884.9
6.644935E-7,15.91533,1.460751E11,1777.927,1777.927,8.59563E-4,1.0,0.7953584,0.00255252,0.0272103,0.01821828,0.006467578,2.993149E-4,0.08039492,0.001482906,0.01219573,0.002632156,6.670894E-5,5.770836E-5,0.02654586,0.002586907,1.1206E-4,7.863563E-4,0.001258563,6.221797E-4,3.119188E-4,8.595569E-6,0.003145505,3.535087E-4,3.831585E-5,0.01018118,0.001070264,0.001106552,1.993151E-5,3.068729E-4,2.374214E-4,6.443977E-7,2.573846E-5,3.415566E-9,2.247432E-5,6.807229E-4,3.084237E-5,3.372683E-9,6.397713E-5,0.002579929,5.12072E-4,7.043699E-7,7.907742E-9,1.127203E-7,7.947253E-10,3.33671E-12,2.9923E-11,4.127195E-11,5.849258E-16,3.41298E-13,4.803601E-19,1.290211E-6,7.879417,5.400849E-5,446873.2,446873.2
6.679106E-7,15.91732,1.446283E11,1778.065,1778.065,8.59563E-4,1.0,0.7953023,0.002546992,0.02730162,0.01815222,0.006472377,2.975274E-4,0.08046418,0.001478558,0.01223323,0.002625784,6.621256E-5,5.718202E-5,0.02652456,0.002578905,1.118006E-4,7.897839E-4,0.001260671,6.253457E-4,3.104055E-4,8.419739E-6,0.003128739,3.524463E-4,3.808935E-5,0.01016149,0.001067911,0.001112216,2.014194E-5,3.082464E-4,2.381642E-4,6.515439E-7,2.508959E-5,3.302202E-9,2.215257E-5,6.782388E-4,3.012332E-5,3.238849E-9,6.233938E-5,0.002577978,5.127827E-4,7.116744E-7,8.017335E-9,1.131364E-7,8.061325E-10,3.377236E-12,3.026891E-11,3.901649E-11,5.111353E-16,2.980188E-13,3.896213E-19,1.223197E-6,7.879044,5.400176E-5,446852.0,446852.0
6.77166E-7,15.92262,1.407693E11,1778.43,1778.43,8.595631E-4,1.0,0.7951514,0.002532198,0.02754711,0.01797544,0.006484834,2.928146E-4,0.08064981,0.001466934,0.01233425,0.002608572,6.490047E-5,5.579758E-5,0.02646655,0.002557598,1.11101E-4,7.99025E-4,0.001266322,6.339023E-4,3.06339E-4,7.962227E-6,0.003083798,3.495671E-4,3.748828E-5,0.01010843,0.00106149,0.001127475,2.07161E-5,3.119593E-4,2.401578E-4,6.711216E-7,2.340878E-5,3.016091E-9,2.132123E-5,6.715462E-4,2.82557E-5,2.903898E-9,5.810203E-5,0.00257273,5.146803E-4,7.316281E-7,8.31853E-9,1.142593E-7,8.37429E-10,3.488332E-12,3.1215E-11,3.350036E-11,3.543891E-16,2.062165E-13,2.206713E-19,1.058347E-6,7.878038,5.398378E-5,446794.9,446794.9
6.806028E-7,15.92456,1.393586E11,1778.563,1778.563,8.595631E-4,1.0,0.7950958,0.002526771,0.02763758,0.01791057,0.006489262,2.911108E-4,0.08071802,0.001462674,0.01237155,0.002602198,6.442494E-5,5.529832E-5,0.0264449,0.00254982,1.108422E-4,8.024409E-4,0.001268399,6.370725E-4,3.04841E-4,7.799054E-6,0.003067284,3.484976E-4,3.726958E-5,0.01008883,0.001059088,0.00113311,2.093084E-5,3.133354E-4,2.408914E-4,6.784735E-7,2.281208E-5,2.917121E-9,2.102662E-5,6.690744E-4,2.759085E-5,2.789035E-9,5.659947E-5,0.002570793,5.153749E-4,7.390997E-7,8.431987E-9,1.146747E-7,8.491971E-10,3.530079E-12,3.156969E-11,3.165365E-11,3.091776E-16,1.797777E-13,1.785437E-19,1.002826E-6,7.877666,5.39772E-5,446773.9,446773.9
6.850819E-7,15.92707,1.375378E11,1778.734,1778.734,8.595631E-4,1.0,0.7950236,0.002519751,0.02775493,0.01782667,0.006494877,2.889269E-4,0.08080636,0.001457167,0.01242,0.002593907,6.381451E-5,5.465941E-5,0.0264166,0.002539789,1.105059E-4,8.068798E-4,0.00127109,6.411983E-4,3.028986E-4,7.591693E-6,0.003045902,3.471035E-4,3.698812E-5,0.01006336,0.001055945,0.001140429,2.121195E-5,3.151266E-4,2.418421E-4,6.881222E-7,2.205601E-5,2.793674E-9,2.065354E-5,6.658639E-4,2.674695E-5,2.646545E-9,5.469691E-5,0.00256828,5.16272E-4,7.488879E-7,8.58117E-9,1.152148E-7,8.646531E-10,3.584891E-12,3.20347E-11,2.939687E-11,2.587159E-16,1.502951E-13,1.354066E-19,9.347319E-7,7.877184,5.396869E-5,446746.5,446746.5
6.928878E-7,15.93139,1.344128E11,1779.028,1779.028,8.595631E-4,1.0,0.7948989,0.002507655,0.02795795,0.01768213,0.006504246,2.852166E-4,0.08095877,0.001447687,0.01250399,0.0025795,6.277524E-5,5.357686E-5,0.02636704,0.002522588,1.099221E-4,8.145811E-4,0.001275733,6.483722E-4,2.995401E-4,7.244198E-6,0.00300902,3.446742E-4,3.650699E-5,0.0100192,0.001050435,0.001153115,2.170516E-5,3.182422E-4,2.434844E-4,7.051187E-7,2.079484E-5,2.592602E-9,2.00313E-5,6.602988E-4,2.533538E-5,2.416429E-9,5.152646E-5,0.002563928,5.178137E-4,7.660819E-7,8.84472E-9,1.161528E-7,8.91908E-10,3.68151E-12,3.285249E-11,2.583678E-11,1.894794E-16,1.098977E-13,8.350068E-20,8.267179E-7,7.876347,5.395406E-5,446699.1,446699.1
6.960537E-7,15.93312,1.331625E11,1779.145,1779.145,8.595631E-4,1.0,0.7948486,0.002502799,0.02803976,0.0176241,0.006507898,2.837454E-4,0.08102005,0.001443885,0.01253789,0.002573672,6.23624E-5,5.314868E-5,0.02634687,0.002515711,1.096862E-4,8.176923E-4,0.001277601,6.512759E-4,2.981875E-4,7.108125E-6,0.002994197,3.436891E-4,3.631517E-5,0.01000137,0.001048189,0.001158236,2.190638E-5,3.195037E-4,2.441452E-4,7.12078E-7,2.030308E-5,2.515834E-9,1.978855E-5,6.580525E-4,2.478357E-5,2.32926E-9,5.029127E-5,0.002562173,5.184313E-4,7.731047E-7,8.952904E-9,1.16532E-7,9.030771E-10,3.721096E-12,3.318686E-11,2.451709E-11,1.66938E-16,9.676196E-14,6.860004E-20,7.864774E-7,7.87601,5.394819E-5,446679.9,446679.9
6.989083E-7,15.93467,1.320437E11,1779.249,1779.249,8.595631E-4,1.0,0.7948034,0.002498445,0.02811326,0.01757208,0.00651112,2.824351E-4,0.08107503,0.001440476,0.01256838,0.002568425,6.199436E-5,5.276787E-5,0.02632864,0.002509558,1.09474E-4,8.204914E-4,0.001279276,6.53891E-4,2.969727E-4,6.987778E-6,0.002980899,3.42801E-4,3.614382E-5,0.009985331,0.001046158,0.001162841,2.20884E-5,3.206401E-4,2.447385E-4,7.183857E-7,1.986918E-5,2.448859E-9,1.957423E-5,6.560325E-4,2.429599E-5,2.253537E-9,4.920188E-5,0.002560595,5.189843E-4,7.794611E-7,9.05109E-9,1.168733E-7,9.132044E-10,3.756987E-12,3.348967E-11,2.338428E-11,1.488977E-16,8.625611E-14,5.744438E-20,7.518425E-7,7.875706,5.394294E-5,446662.7,446662.7
7.026E-7,15.93667,1.306086E11,1779.383,1779.383,8.595631E-4,1.0,0.7947452,0.002492848,0.02820795,0.01750522,0.006515186,2.80763E-4,0.08114577,0.001436097,0.0126077,0.002561651,6.152422E-5,5.228267E-5,0.02630501,0.002501668,1.092001E-4,8.241027E-4,0.001281433,6.572688E-4,2.954084E-4,6.835377E-6,0.002963796,3.416529E-4,3.592444E-5,0.009964644,0.001043524,0.001168778,2.232462E-5,3.221082E-4,2.455022E-4,7.265891E-7,1.932112E-5,2.365283E-9,1.93033E-5,6.534277E-4,2.367919E-5,2.159491E-9,4.782655E-5,0.002558561,5.196942E-4,7.877155E-7,9.178971E-9,1.173139E-7,9.263809E-10,3.803683E-12,3.388315E-11,2.199559E-11,1.284006E-16,7.432787E-14,4.564974E-20,7.092612E-7,7.875314,5.393619E-5,446640.5,446640.5
7.087089E-7,15.93993,1.28263E11,1779.602,1779.602,8.595631E-4,1.0,0.7946494,0.002483667,0.02836374,0.01739558,0.006521672,2.780503E-4,0.08126193,0.001428919,0.01267249,0.002550468,6.076041E-5,5.149742E-5,0.02626579,0.002488774,1.087485E-4,8.300574E-4,0.001284974,6.628475E-4,2.928362E-4,6.590999E-6,0.002935728,3.397539E-4,3.556683E-5,0.009930552,0.001039149,0.001178561,2.271749E-5,3.245338E-4,2.467571E-4,7.402778E-7,1.844574E-5,2.234141E-9,1.886978E-5,6.491363E-4,2.269169E-5,2.012968E-9,4.563127E-5,0.002555212,5.208558E-4,8.014586E-7,9.39282E-9,1.18041E-7,9.483805E-10,3.88165E-12,3.453888E-11,1.987419E-11,1.004382E-16,5.807194E-14,3.118355E-20,6.439341E-7,7.874669,5.392514E-5,446603.9,446603.9
7.131659E-7,15.94229,1.265745E11,1779.759,1779.759,8.595631E-4,1.0,0.79458,0.002477033,0.0284767,0.01731637,0.006526216,2.761126E-4,0.08134597,0.001423736,0.01271955,0.002542332,6.021404E-5,5.093804E-5,0.02623708,0.002479491,1.084202E-4,8.343853E-4,0.001287537,6.669091E-4,2.909726E-4,6.41867E-6,0.002915431,3.383695E-4,3.531008E-5,0.009905788,0.001035945,0.001185665,2.300568E-5,3.263005E-4,2.476658E-4,7.503546E-7,1.78311E-5,2.143781E-9,1.856463E-5,6.460203E-4,2.199652E-5,1.912796E-9,4.40909E-5,0.002552781,5.216932E-4,8.115511E-7,9.550599E-9,1.1857E-7,9.645836E-10,3.939082E-12,3.50209E-11,1.845499E-11,8.392281E-17,4.848149E-14,2.359756E-20,6.000279E-7,7.8742,5.391716E-5,446577.3,446577.3
7.170176E-7,15.94431,1.251305E11,1779.894,1779.894,8.595631E-4,1.0,0.7945202,0.002471342,0.02857385,0.01724845,0.006530018,2.744656E-4,0.08141813,0.001419292,0.01276008,0.002535316,5.974914E-5,5.046364E-5,0.02621221,0.002471553,1.081373E-4,8.381141E-4,0.001289738,6.704134E-4,2.893709E-4,6.2737E-6,0.002898014,3.371738E-4,3.509097E-5,0.009884461,0.001033168,0.001191781,2.325579E-5,3.278253E-4,2.484464E-4,7.591244E-7,1.731582E-5,2.069126E-9,1.83082E-5,6.433377E-4,2.141253E-5,1.830548E-9,4.280022E-5,0.00255069,5.2241E-4,8.203178E-7,9.688155E-9,1.19026E-7,9.786903E-10,3.989092E-12,3.543994E-11,1.730975E-11,7.184442E-17,4.147364E-14,1.854426E-20,5.644701E-7,7.873796,5.391033E-5,446554.4,446554.4
7.201261E-7,15.94593,1.239755E11,1780.001,1780.001,8.595631E-4,1.0,0.7944722,0.002466777,0.02865193,0.01719399,0.006533003,2.731546E-4,0.08147606,0.001415729,0.01279269,0.002529664,5.937875E-5,5.008671E-5,0.0261921,0.002465201,1.079096E-4,8.41116E-4,0.001291505,6.732375E-4,2.880842E-4,6.159299E-6,0.00288404,3.362094E-4,3.491597E-5,0.009867299,0.001030921,0.001196701,2.345835E-5,3.290545E-4,2.490732E-4,7.662435E-7,1.691038E-5,2.011082E-9,1.810598E-5,6.411795E-4,2.095221E-5,1.766933E-9,4.178507E-5,0.002549007,5.22984E-4,8.274232E-7,9.799979E-9,1.193933E-7,9.901446E-10,4.029707E-12,3.577979E-11,1.643682E-11,6.336316E-17,3.655637E-14,1.52617E-20,5.372855E-7,7.87347,5.390486E-5,446535.9,446535.9
7.23701E-7,15.94778,1.226584E11,1780.123,1780.123,8.595631E-4,1.0,0.7944172,0.002461559,0.02874138,0.01713174,0.006536344,2.716664E-4,0.08154233,0.001411658,0.01283009,0.002523176,5.8958E-5,4.965964E-5,0.02616893,0.002457957,1.076484E-4,8.445597E-4,0.001293527,6.764808E-4,2.866109E-4,6.030535E-6,0.002868061,3.351011E-4,3.47167E-5,0.009847618,0.001028332,0.001202342,2.369206E-5,3.304667E-4,2.497907E-4,7.74476E-7,1.645532E-5,1.946663E-9,1.787845E-5,6.387052E-4,2.043468E-5,1.696684E-9,4.06461E-5,0.002547079,5.23639E-4,8.356272E-7,9.929468E-9,1.19815E-7,1.003393E-9,4.076694E-12,3.617244E-11,1.548631E-11,5.482264E-17,3.160808E-14,1.219135E-20,5.076004E-7,7.873097,5.389861E-5,446514.8,446514.8
7.342853E-7,15.95317,1.18829E11,1780.476,1780.476,8.595631E-4,1.0,0.7942555,0.002446298,0.02900406,0.01694984,0.006545681,2.673801E-4,0.08173643,0.001399764,0.01294018,0.002504041,5.774422E-5,4.843446E-5,0.02610007,0.002436876,1.06879E-4,8.54704E-4,0.00129945,6.860553E-4,2.8229E-4,5.666343E-6,0.002821317,3.318247E-4,3.413893E-5,0.009789694,0.001020635,0.001218937,2.438879E-5,3.346382E-4,2.518935E-4,7.991385E-7,1.5176E-5,1.769692E-9,1.723498E-5,6.314272E-4,1.897444E-5,1.505745E-9,3.744639E-5,0.00254141,5.255474E-4,8.60125E-7,1.031848E-8,1.210587E-7,1.043095E-9,4.217595E-12,3.734651E-11,1.297907E-11,3.566392E-17,2.052265E-14,6.255249E-21,4.28837E-7,7.871998,5.388038E-5,446452.4,446452.4
7.406976E-7,15.95638,1.165594E11,1780.685,1780.685,8.595631E-4,1.0,0.7941585,0.002437188,0.02916165,0.01684135,0.006550941,2.648669E-4,0.08185251,0.001392671,0.0130064,0.002492504,5.703139E-5,4.77197E-5,0.02605817,0.002424364,1.064158E-4,8.608119E-4,0.001302994,6.918349E-4,2.797019E-4,5.457563E-6,0.002793407,3.298441E-4,3.379751E-5,0.009754856,0.001015952,0.001228912,2.481432E-5,3.371585E-4,2.531521E-4,8.142889E-7,1.444811E-5,1.671713E-9,1.686577E-5,6.27053E-4,1.813986E-5,1.401419E-9,3.562734E-5,0.002538004,5.266813E-4,8.751159E-7,1.055825E-8,1.218088E-7,1.06749E-9,4.304257E-12,3.806612E-11,1.165978E-11,2.746203E-17,1.578501E-14,4.170763E-21,3.87094E-7,7.871337,5.386953E-5,446414.9,446414.9
7.446621E-7,15.95835,1.151748E11,1780.813,1780.813,8.595631E-4,1.0,0.7940989,0.002431606,0.0292585,0.01677491,0.006554049,2.633434E-4,0.08192373,0.001388327,0.01304717,0.002485392,5.659888E-5,4.728778E-5,0.02603221,0.002416723,1.061306E-4,8.645742E-4,0.001305168,6.954002E-4,2.781129E-4,5.332768E-6,0.002776303,3.286214E-4,3.358956E-5,0.009733411,0.00101305,0.00123505,2.507868E-5,3.387142E-4,2.539244E-4,8.237352E-7,1.401505E-5,1.614349E-9,1.664482E-5,6.243618E-4,1.764193E-5,1.340832E-9,3.454556E-5,0.002535909,5.273741E-4,8.844406E-7,1.070803E-8,1.222712E-7,1.082701E-9,4.358332E-12,3.851418E-11,1.091129E-11,2.335646E-17,1.341591E-14,3.244494E-21,3.633089E-7,7.870929,5.38629E-5,446391.8,446391.8
7.489236E-7,15.96045,1.137023E11,1780.948,1780.948,8.595631E-4,1.0,0.794035,0.002425647,0.02936211,0.01670403,0.006557267,2.617312E-4,0.0819998,0.001383693,0.01309084,0.002477766,5.614088E-5,4.683187E-5,0.02600425,0.00240859,1.058249E-4,8.686062E-4,0.001307491,6.992257E-4,2.764145E-4,5.202193E-6,0.002758049,3.273088E-4,3.336868E-5,0.009710442,0.001009925,0.001241622,2.536393E-5,3.403841E-4,2.547498E-4,8.339569E-7,1.356364E-5,1.555292E-9,1.641332E-5,6.214804E-4,1.712173E-5,1.278861E-9,3.341831E-5,0.002533666,5.281117E-4,8.945117E-7,1.087036E-8,1.227672E-7,1.09916E-9,4.416883E-12,3.89985E-11,1.01599E-11,1.962298E-17,1.126317E-14,2.476853E-21,3.393518E-7,7.870493,5.385582E-5,446367.0,446367.0
