Time_Soln#6 (sec),Volume_Soln#6 (cm3),Volumetric_heat_production_rate_Soln#6 (erg/cm3-sec),Surface_temperature_Soln#6 (K),Temperature_Soln#6 (K),Mass_Soln#6 (g),Pressure_Soln#6 (atm),Mole_fraction_H2_Soln#6 (),Mole_fraction_H_Soln#6 (),Mole_fraction_CH4_Soln#6 (),Mole_fraction_CH3_Soln#6 (),Mole_fraction_C2H6_Soln#6 (),Mole_fraction_C2H5_Soln#6 (),Mole_fraction_C2H4_Soln#6 (),Mole_fraction_C2H2_Soln#6 (),Mole_fraction_C3H8_Soln#6 (),Mole_fraction_NC3H7_Soln#6 (),Mole_fraction_C3H6_Soln#6 (),Mole_fraction_C3H5-A_Soln#6 (),Mole_fraction_C3H4-P_Soln#6 (),Mole_fraction_C3H4-A_Soln#6 (),Mole_fraction_NC4H10_Soln#6 (),Mole_fraction_IC4H10_Soln#6 (),Mole_fraction_IC4H8_Soln#6 (),Mole_fraction_IC4H7_Soln#6 (),Mole_fraction_C4H8-1_Soln#6 (),Mole_fraction_C4H8-2_Soln#6 (),Mole_fraction_C4H71-3_Soln#6 (),Mole_fraction_C4H6_Soln#6 (),Mole_fraction_C4H4_Soln#6 (),Mole_fraction_C6H6_Soln#6 (),Mole_fraction_FULVENE_Soln#6 (),Mole_fraction_C5H6_Soln#6 (),Mole_fraction_C5H5_Soln#6 (),Mole_fraction_MCPTD_Soln#6 (),Mole_fraction_C10H8_Soln#6 (),Mole_fraction_NC5H12_Soln#6 (),Mole_fraction_NC5H10_Soln#6 (),Mole_fraction_B1M2_Soln#6 (),Mole_fraction_B1M3_Soln#6 (),Mole_fraction_CYC5H8_Soln#6 (),Mole_fraction_LC5H8_Soln#6 (),Mole_fraction_DIALLYL_Soln#6 (),Mole_fraction_CYC6H8_Soln#6 (),Mole_fraction_CYC6H10_Soln#6 (),Mole_fraction_NC6H12_Soln#6 (),Mole_fraction_NC7H14_Soln#6 (),Mole_fraction_C7H8_Soln#6 (),Mole_fraction_C7H7_Soln#6 (),Mole_fraction_C6H5C2H3_Soln#6 (),Mole_fraction_C6H5C2H5_Soln#6 (),Mole_fraction_XYLENE_Soln#6 (),Mole_fraction_INDENE_Soln#6 (),Mole_fraction_NPBENZ_Soln#6 (),Mole_fraction_NC12H26_Soln#6 (),Mole_fraction_NC16H34_Soln#6 (),Mole_fraction_NC10H20_Soln#6 (),Molecular_weight_Soln#6 (g/mole),Mass_density_Soln#6 (g/cm3),Unburned_hydrocarbons_Soln#6 (ppm),Volatile_organic_compounds_Soln#6 (ppm)
6.136581E-6,15.66778,-8.835034E9,1240.361,1240.361,0.001444066,1.0,0.946564,2.413938E-5,4.063052E-4,2.727886E-4,1.886068E-4,1.412944E-4,0.002517814,4.061284E-6,4.739965E-5,1.303875E-5,0.001207935,1.502177E-4,1.711333E-7,2.306933E-6,2.141877E-5,3.934745E-7,2.828183E-8,5.156563E-7,4.505827E-4,9.179602E-6,1.101684E-4,3.543094E-4,1.063112E-7,6.668739E-6,2.545656E-11,2.613175E-7,6.061053E-10,6.594814E-10,1.940712E-12,2.273862E-6,3.591139E-4,4.693942E-9,4.376276E-6,6.86616E-10,1.685568E-4,1.043411E-5,2.616516E-8,2.061987E-9,4.57635E-5,3.876796E-4,0.004035744,1.473783E-5,1.095889E-9,3.302352E-7,4.273953E-8,1.792584E-10,4.755345E-7,0.01058321,0.006271952,0.02560467,9.380889,9.216748E-5,532027.8,532027.9
6.189096E-6,15.66763,-8.814954E9,1240.281,1240.281,0.001444066,1.0,0.9465168,2.414103E-5,4.118515E-4,2.733048E-4,1.907203E-4,1.412516E-4,0.002543422,4.130768E-6,4.807128E-5,1.303101E-5,0.001220322,1.504419E-4,1.745468E-7,2.339025E-6,2.16926E-5,4.001653E-7,2.913123E-8,5.269067E-7,4.553206E-4,9.317166E-6,1.104318E-4,3.585036E-4,1.093304E-7,6.74488E-6,2.63548E-11,2.675238E-7,6.266659E-10,6.756833E-10,1.991785E-12,2.302426E-6,3.628659E-4,4.799075E-9,4.452649E-6,7.042824E-10,1.704493E-4,1.05954E-5,2.698615E-8,2.113379E-9,4.615594E-5,3.917509E-4,0.004035291,1.487809E-5,1.132399E-9,3.374975E-7,4.341479E-8,1.851783E-10,4.855779E-7,0.01057875,0.006268372,0.0255929,9.380373,9.216836E-5,531998.6,531998.6
6.399951E-6,15.66705,-8.734858E9,1239.962,1239.962,0.001444066,1.0,0.9463281,2.413786E-5,4.341963E-4,2.7518E-4,1.992005E-4,1.410444E-4,0.002646002,4.413141E-6,5.077622E-5,1.299659E-5,0.001269956,1.512562E-4,1.885774E-7,2.468287E-6,2.279209E-5,4.272696E-7,3.27041E-8,5.732156E-7,4.743171E-4,9.873783E-6,1.114293E-4,3.753489E-4,1.219438E-7,7.050471E-6,3.018893E-11,2.931927E-7,7.137269E-10,7.430826E-10,2.204919E-12,2.417006E-6,3.778978E-4,5.2341E-9,4.762346E-6,7.777176E-10,1.780342E-4,1.124331E-5,3.042948E-8,2.326358E-9,4.772418E-5,4.080527E-4,0.004033481,1.543505E-5,1.287003E-9,3.674304E-7,4.614899E-8,2.102128E-10,5.268168E-7,0.01056093,0.006254047,0.02554577,9.378307,9.21718E-5,531881.4,531881.4
6.536802E-6,15.66668,-8.683374E9,1239.756,1239.756,0.001444066,1.0,0.9462061,2.412806E-5,4.487544E-4,2.762394E-4,2.04698E-4,1.408825E-4,0.002712365,4.599145E-6,5.253751E-5,1.297166E-5,0.001302076,1.51717E-4,1.979548E-7,2.552473E-6,2.350533E-5,4.450486E-7,3.516202E-8,6.042175E-7,4.866193E-4,1.023848E-5,1.120286E-4,3.862821E-4,1.305448E-7,7.248639E-6,3.287555E-11,3.104799E-7,7.740982E-10,7.888271E-10,2.350122E-12,2.491241E-6,3.87623E-4,5.527344E-9,4.965731E-6,8.274881E-10,1.829439E-4,1.166365E-5,3.278806E-8,2.470141E-9,4.873562E-5,4.185922E-4,0.004032313,1.579122E-5,1.394241E-9,3.875E-7,4.794163E-8,2.275472E-10,5.543371E-7,0.0105494,0.006244788,0.02551528,9.376972,9.217398E-5,531805.7,531805.7
6.617014E-6,15.66646,-8.653371E9,1239.636,1239.636,0.001444066,1.0,0.9461348,2.411964E-5,4.573047E-4,2.768055E-4,2.079172E-4,1.407783E-4,0.002751177,4.709128E-6,5.35715E-5,1.295617E-5,0.001320864,1.51964E-4,2.035498E-7,2.601906E-6,2.392311E-5,4.555329E-7,3.665469E-8,6.22732E-7,4.938182E-4,1.045338E-5,1.12363E-4,3.926887E-4,1.357389E-7,7.364704E-6,3.452573E-11,3.208414E-7,8.109316E-10,8.163846E-10,2.437789E-12,2.53469E-6,3.933106E-4,5.703244E-9,5.085745E-6,8.57436E-10,1.858161E-4,1.19098E-5,3.421597E-8,2.556443E-9,4.932606E-5,4.247535E-4,0.004031631,1.5998E-5,1.45969E-9,3.994957E-7,4.899851E-8,2.381148E-10,5.707398E-7,0.01054266,0.006239377,0.02549745,9.376192,9.217524E-5,531761.4,531761.4
6.74765E-6,15.66612,-8.604844E9,1239.441,1239.441,0.001444066,1.0,0.9460189,2.410201E-5,4.71254E-4,2.776447E-4,2.131546E-4,1.405949E-4,0.002814246,4.889721E-6,5.525757E-5,1.292962E-5,0.0013514,1.523319E-4,2.128169E-7,2.682531E-6,2.460295E-5,4.727021E-7,3.916937E-8,6.534247E-7,5.055221E-4,1.080512E-5,1.128818E-4,4.031184E-4,1.444406E-7,7.55357E-6,3.733632E-11,3.380776E-7,8.732511E-10,8.624616E-10,2.584665E-12,2.605334E-6,4.025525E-4,5.996117E-9,5.282397E-6,9.074413E-10,1.904847E-4,1.231013E-5,3.661354E-8,2.700193E-9,5.028384E-5,4.34761E-4,0.004030525,1.633158E-5,1.57047E-9,4.19396E-7,5.072899E-8,2.559819E-10,5.978788E-7,0.01053171,0.006230589,0.02546848,9.374924,9.217726E-5,531689.6,531689.6
7.117605E-6,15.66518,-8.469558E9,1238.896,1238.896,0.001444066,1.0,0.945693,2.402823E-5,5.108766E-4,2.79515E-4,2.279424E-4,1.399946E-4,0.002991859,5.410283E-6,6.004039E-5,1.284669E-5,0.001437416,1.531684E-4,2.400683E-7,2.911407E-6,2.65227E-5,5.218763E-7,4.685532E-8,7.438422E-7,5.385092E-4,1.181173E-5,1.141916E-4,4.326055E-4,1.706852E-7,8.087056E-6,4.614532E-11,3.892477E-7,1.065468E-9,1.000993E-9,3.028108E-12,2.804432E-6,4.285713E-4,6.867909E-9,5.846261E-6,1.05718E-9,2.036364E-4,1.343835E-5,4.387671E-8,3.128164E-9,5.29704E-5,4.629102E-4,0.00402742,1.725493E-5,1.912623E-9,4.780986E-7,5.568426E-8,3.110206E-10,6.774652E-7,0.0105009,0.006205878,0.02538694,9.37136,9.218279E-5,531487.4,531487.4
7.305251E-6,15.66472,-8.402178E9,1238.622,1238.622,0.001444066,1.0,0.9455289,2.397881E-5,5.310172E-4,2.802038E-4,2.354133E-4,1.3965E-4,0.003081345,5.679108E-6,6.246735E-5,1.280077E-5,0.001480761,1.534903E-4,2.544477E-7,3.027668E-6,2.749233E-5,5.470863E-7,5.107969E-8,7.916326E-7,5.551392E-4,1.232754E-5,1.147725E-4,4.475219E-4,1.848981E-7,8.3567E-6,5.111664E-11,4.165127E-7,1.172038E-9,1.075893E-9,3.268809E-12,2.904765E-6,4.416735E-4,7.334084E-9,6.135613E-6,1.137705E-9,2.102635E-4,1.400636E-5,4.782542E-8,3.356846E-9,5.431822E-5,4.770716E-4,0.004025863,1.771106E-5,2.102691E-9,5.091581E-7,5.822462E-8,3.415062E-10,7.193213E-7,0.01048538,0.006193448,0.02534588,9.369567,9.21855E-5,531385.7,531385.8
7.499387E-6,15.66425,-8.333366E9,1238.342,1238.342,0.001444066,1.0,0.9453601,2.392023E-5,5.518683E-4,2.807511E-4,2.431181E-4,1.39269E-4,0.003173471,5.960353E-6,6.497654E-5,1.275091E-5,0.001525389,1.537606E-4,2.697097E-7,3.147976E-6,2.849189E-5,5.733267E-7,5.568631E-8,8.424062E-7,5.722635E-4,1.286441E-5,1.153195E-4,4.629175E-4,2.00237E-7,8.634878E-6,5.66345E-11,4.456322E-7,1.288855E-9,1.15674E-9,3.529203E-12,3.008029E-6,4.551559E-4,7.833398E-9,6.436926E-6,1.224241E-9,2.170858E-4,1.459026E-5,5.209562E-8,3.60151E-9,5.570198E-5,4.916348E-4,0.004024264,1.817427E-5,2.311382E-9,5.421698E-7,6.086913E-8,3.749108E-10,7.636383E-7,0.01046942,0.006180666,0.02530362,9.367723,9.218824E-5,531281.2,531281.2
7.681257E-6,15.66383,-8.269722E9,1238.081,1238.081,0.001444066,1.0,0.9452028,2.385922E-5,5.714044E-4,2.811254E-4,2.503121E-4,1.388923E-4,0.003259348,6.226495E-6,6.732413E-5,1.27023E-5,0.001566991,1.539625E-4,2.843512E-7,3.260648E-6,2.942461E-5,5.980337E-7,6.021991E-8,8.911565E-7,5.882273E-4,1.336997E-5,1.157858E-4,4.773017E-4,2.151797E-7,8.894687E-6,6.215636E-11,4.737281E-7,1.404332E-9,1.235579E-9,3.783601E-12,3.104234E-6,4.67717E-4,8.316638E-9,6.720715E-6,1.30823E-9,2.234444E-4,1.51334E-5,5.626201E-8,3.83795E-9,5.698853E-5,5.051948E-4,0.004022777,1.860026E-5,2.518058E-9,5.73872E-7,6.335958E-8,4.079275E-10,8.060486E-7,0.01045455,0.006168764,0.02526423,9.366006,9.219076E-5,531183.8,531183.8
7.831296E-6,15.66348,-8.217807E9,1237.867,1237.867,0.001444066,1.0,0.9450737,2.380475E-5,5.875164E-4,2.813398E-4,2.562279E-4,1.385683E-4,0.003329871,6.447906E-6,6.925767E-5,1.266094E-5,0.001601155,1.54095E-4,2.966783E-7,3.35354E-6,3.019112E-5,6.184957E-7,6.412243E-8,9.322279E-7,6.01336E-4,1.378877E-5,1.161387E-4,4.891368E-4,2.27925E-7,9.108396E-6,6.697908E-11,4.974979E-7,1.504086E-9,1.302934E-9,4.00124E-12,3.183181E-6,4.780267E-4,8.726669E-9,6.955777E-6,1.379655E-9,2.286649E-4,1.557837E-5,5.981959E-8,4.03825E-9,5.804267E-5,5.163185E-4,0.00402156,1.894584E-5,2.696912E-9,6.00581E-7,6.542259E-8,4.364492E-10,8.416738E-7,0.01044234,0.006158999,0.0252319,9.364596,9.219279E-5,531103.8,531103.8
8.233798E-6,15.66258,-8.081161E9,1237.3,1237.3,0.001444066,1.0,0.9447304,2.36428E-5,6.30682E-4,2.81543E-4,2.720079E-4,1.376493E-4,0.00351758,7.049353E-6,7.442547E-5,1.254529E-5,0.001692082,1.543209E-4,3.308098E-7,3.602272E-6,3.22329E-5,6.736648E-7,7.531706E-8,1.04605E-6,6.362163E-4,1.491865E-5,1.169566E-4,5.207294E-4,2.639295E-7,9.678692E-6,8.113966E-11,5.638059E-7,1.791627E-9,1.493991E-9,4.619669E-12,3.392965E-6,5.054402E-4,9.876501E-9,7.589541E-6,1.580579E-9,2.42553E-4,1.675705E-5,6.9881E-8,4.598145E-9,6.083853E-5,5.458721E-4,0.004018333,1.984731E-5,3.214183E-9,6.74577E-7,7.098743E-8,5.18696E-10,9.399284E-7,0.01040988,0.006133049,0.02514588,9.360849,9.219812E-5,530891.3,530891.3
8.332221E-6,15.66236,-8.048323E9,1237.163,1237.163,0.001444066,1.0,0.9446471,2.360008E-5,6.41218E-4,2.815178E-4,2.758453E-4,1.374148E-4,0.003563144,7.197964E-6,7.568397E-5,1.251611E-5,0.001714151,1.543509E-4,3.393859E-7,3.662957E-6,3.272872E-5,6.872039E-7,7.821755E-8,1.07467E-6,6.446792E-4,1.519615E-5,1.171302E-4,5.284168E-4,2.731305E-7,9.817434E-6,8.488276E-11,5.805726E-7,1.866397E-9,1.54305E-9,4.778647E-12,3.443793E-6,5.120878E-4,1.01687E-8,7.745043E-6,1.631762E-9,2.45922E-4,1.704172E-5,7.245375E-8,4.739964E-9,6.151507E-5,5.530333E-4,0.004017552,2.006208E-5,3.34912E-9,6.931728E-7,7.235377E-8,5.400955E-10,9.645274E-7,0.010402,0.006126759,0.02512501,9.359941,9.219939E-5,530839.8,530839.8
8.65383E-6,15.66167,-7.942552E9,1236.719,1236.719,0.001444066,1.0,0.9443768,2.345315E-5,6.755735E-4,2.812545E-4,2.88323E-4,1.366264E-4,0.003711082,7.687406E-6,7.977927E-5,1.241872E-5,0.001785795,1.543907E-4,3.680194E-7,3.860782E-6,3.433867E-5,7.315379E-7,8.814833E-8,1.170266E-6,6.721422E-4,1.610555E-5,1.176318E-4,5.534227E-4,3.042624E-7,1.026872E-5,9.791233E-11,6.36832E-7,2.123004E-9,1.709896E-9,5.319619E-12,3.608518E-6,5.336518E-4,1.115356E-8,8.254056E-6,1.804556E-9,2.568542E-4,1.796152E-5,8.115947E-8,5.216471E-9,6.370619E-5,5.762492E-4,0.004015026,2.074852E-5,3.813605E-9,7.552459E-7,7.682998E-8,6.135942E-10,1.046398E-6,0.01037645,0.006106362,0.02505727,9.356993,9.220347E-5,530672.6,530672.6
8.851416E-6,15.66125,-7.878713E9,1236.449,1236.449,0.001444066,1.0,0.9442121,2.335795E-5,6.966152E-4,2.809678E-4,2.959403E-4,1.361272E-4,0.003801239,7.990815E-6,8.228096E-5,1.235758E-5,0.001829448,1.543762E-4,3.860636E-7,3.981909E-6,3.531964E-5,7.588254E-7,9.459763E-8,1.230537E-6,6.888656E-4,1.66659E-5,1.178937E-4,5.686945E-4,3.24187E-7,1.054432E-5,1.06542E-10,6.724921E-7,2.290033E-9,1.817454E-9,5.668472E-12,3.708647E-6,5.467776E-4,1.178141E-8,8.567164E-6,1.914901E-9,2.635108E-4,1.851844E-5,8.672998E-8,5.518988E-9,6.503748E-5,5.9037E-4,0.004013492,2.115867E-5,4.117112E-9,7.943406E-7,7.958678E-8,6.614907E-10,1.097786E-6,0.01036089,0.006093949,0.025016,9.355198,9.220592E-5,530570.8,530570.8
9.059872E-6,15.66082,-7.812291E9,1236.166,1236.166,0.001444066,1.0,0.9440396,2.325405E-5,7.187528E-4,2.805747E-4,3.039355E-4,1.355903E-4,0.003895751,8.312938E-6,8.490738E-5,1.22922E-5,0.001875201,1.54334E-4,4.054581E-7,4.109324E-6,3.634768E-5,7.876363E-7,1.016879E-7,1.295334E-6,7.063844E-4,1.72581E-5,1.181355E-4,5.847283E-4,3.45844E-7,1.08337E-5,1.161703E-10,7.109829E-7,2.473893E-9,1.935109E-9,6.050065E-12,3.81338E-6,5.605241E-4,1.246222E-8,8.897557E-6,2.034681E-9,2.704836E-4,1.909913E-5,9.27822E-8,5.845906E-9,6.642994E-5,6.051499E-4,0.004011889,2.158207E-5,4.452259E-9,8.363316E-7,8.249899E-8,7.142703E-10,1.152847E-6,0.01034459,0.006080952,0.02497277,9.353318,9.220847E-5,530464.2,530464.2
9.229541E-6,15.66047,-7.758912E9,1235.938,1235.938,0.001444066,1.0,0.9439,2.316719E-5,7.367203E-4,2.801926E-4,3.104115E-4,1.351466E-4,0.00397222,8.576541E-6,8.703482E-5,1.223843E-5,0.001912211,1.542818E-4,4.21506E-7,4.212728E-6,3.717908E-5,8.110935E-7,1.076753E-7,1.34896E-6,7.205482E-4,1.774071E-5,1.18308E-4,5.977179E-4,3.63941E-7,1.106817E-5,1.244096E-10,7.429508E-7,2.629281E-9,2.034054E-9,6.370899E-12,3.897932E-6,5.716357E-4,1.303012E-8,9.166383E-6,2.134678E-9,2.761211E-4,1.956653E-5,9.783673E-8,6.11771E-9,6.755426E-5,6.170906E-4,0.004010596,2.191978E-5,4.736362E-9,8.710493E-7,8.48712E-8,7.589261E-10,1.198273E-6,0.01033141,0.006070448,0.02493779,9.351798,9.221051E-5,530378.0,530378.0
9.515346E-6,15.6599,-7.670372E9,1235.557,1235.557,0.001444066,1.0,0.9436668,2.301677E-5,7.66872E-4,2.794339E-4,3.212537E-4,1.343875E-4,0.004100079,9.023264E-6,9.059595E-5,1.214696E-5,0.001974079,1.54162E-4,4.490628E-7,4.386245E-6,3.856826E-5,8.506E-7,1.182092E-7,1.441058E-6,7.442078E-4,1.855447E-5,1.185528E-4,6.194694E-4,3.953709E-7,1.146085E-5,1.391365E-10,7.98082E-7,2.902808E-9,2.20736E-9,6.932558E-12,4.038905E-6,5.901931E-4,1.401485E-8,9.618729E-6,2.308211E-9,2.85538E-4,2.034291E-5,1.066074E-7,6.587051E-9,6.942967E-5,6.370197E-4,0.00400844,2.247464E-5,5.238391E-9,9.305942E-7,8.886893E-8,8.376531E-10,1.275994E-6,0.01030938,0.006052906,0.02487935,9.349258,9.22139E-5,530233.9,530233.9
9.914173E-6,15.65911,-7.54961E9,1235.032,1235.032,0.001444066,1.0,0.9433452,2.279983E-5,8.086871E-4,2.781676E-4,3.362421E-4,1.333087E-4,0.004276511,9.651657E-6,9.551565E-5,1.201794E-5,0.002059413,1.539405E-4,4.885648E-7,4.626901E-6,4.048266E-5,9.056644E-7,1.338455E-7,1.573088E-6,7.768043E-4,1.969087E-5,1.188084E-4,6.495443E-4,4.411356E-7,1.2004E-5,1.614986E-10,8.775872E-7,3.308818E-9,2.463206E-9,7.760713E-12,4.232548E-6,6.157541E-4,1.544676E-8,1.024823E-5,2.560762E-9,2.98512E-4,2.140333E-5,1.193571E-7,7.265133E-9,7.200861E-5,6.644438E-4,0.00400548,2.322041E-5,5.988025E-9,1.015769E-6,9.444624E-8,9.548092E-10,1.386794E-6,0.01027902,0.006028747,0.02479875,9.345757,9.221853E-5,530035.4,530035.4
1.014853E-5,15.65866,-7.480133E9,1234.728,1234.728,0.001444066,1.0,0.9431582,2.266932E-5,8.331049E-4,2.773261E-4,3.449707E-4,1.326667E-4,0.004379094,1.002334E-5,9.83779E-5,1.194165E-5,0.002109007,1.537867E-4,5.123266E-7,4.767461E-6,4.159408E-5,9.37959E-7,1.435492E-7,1.652505E-6,7.957265E-4,2.035859E-5,1.189166E-4,6.670599E-4,4.690355E-7,1.232047E-5,1.75658E-10,9.256613E-7,3.560589E-9,2.621336E-9,8.271807E-12,4.344627E-6,6.305901E-4,1.631939E-8,1.061683E-5,2.714747E-9,3.060437E-4,2.201385E-5,1.271158E-7,7.675828E-9,7.350341E-5,6.80347E-4,0.004003766,2.364344E-5,6.455535E-9,1.066888E-6,9.77202E-8,1.027648E-9,1.453101E-6,0.01026138,0.006014725,0.02475191,9.343724,9.22212E-5,529920.0,529920.1
1.021453E-5,15.65853,-7.460756E9,1234.642,1234.642,0.001444066,1.0,0.9431059,2.263222E-5,8.399602E-4,2.770778E-4,3.474183E-4,1.324851E-4,0.004407839,1.012831E-5,9.918007E-5,1.192013E-5,0.002122901,1.537407E-4,5.190885E-7,4.806929E-6,4.190527E-5,9.470432E-7,1.463501E-7,1.675103E-6,8.010246E-4,2.054657E-5,1.18942E-4,6.719716E-4,4.770219E-7,1.240924E-5,1.797827E-10,9.393735E-7,3.633218E-9,2.666908E-9,8.418982E-12,4.375964E-6,6.347439E-4,1.656921E-8,1.072042E-5,2.758837E-9,3.081526E-4,2.218412E-5,1.293347E-7,7.793061E-9,7.392168E-5,6.847977E-4,0.004003287,2.376061E-5,6.590769E-9,1.081418E-6,9.864153E-8,1.048687E-9,1.471924E-6,0.01025644,0.006010799,0.02473879,9.343154,9.222195E-5,529887.7,529887.7
1.024827E-5,15.65846,-7.450879E9,1234.599,1234.599,0.001444066,1.0,0.9430791,2.261321E-5,8.434617E-4,2.76949E-4,3.48668E-4,1.323921E-4,0.004422512,1.018203E-5,9.958954E-5,1.190912E-5,0.002129993,1.537168E-4,5.225577E-7,4.827089E-6,4.206407E-5,9.516859E-7,1.477939E-7,1.686696E-6,8.037283E-4,2.064268E-5,1.189542E-4,6.744793E-4,4.811272E-7,1.245456E-5,1.819153E-10,9.464137E-7,3.670647E-9,2.690388E-9,8.494786E-12,4.391947E-6,6.368636E-4,1.669764E-8,1.077335E-5,2.781503E-9,3.092288E-4,2.22709E-5,1.304749E-7,7.853267E-9,7.413508E-5,6.870686E-4,0.004003043,2.382018E-5,6.660524E-9,1.08887E-6,9.911247E-8,1.059535E-9,1.481574E-6,0.01025392,0.006008795,0.02473209,9.342863,9.222233E-5,529871.3,529871.3
1.039772E-5,15.65818,-7.407416E9,1234.407,1234.407,0.001444066,1.0,0.9429612,2.252861E-5,8.589375E-4,2.763642E-4,3.541874E-4,1.319794E-4,0.00448729,1.042031E-5,1.013973E-4,1.186033E-5,0.002161297,1.536077E-4,5.380184E-7,4.916203E-6,4.276479E-5,9.722299E-7,1.542847E-7,1.73836E-6,8.156585E-4,2.106817E-5,1.190014E-4,6.855552E-4,4.99487E-7,1.265477E-5,1.915569E-10,9.778327E-7,3.838834E-9,2.795858E-9,8.835111E-12,4.462412E-6,6.462169E-4,1.727212E-8,1.100744E-5,2.882899E-9,3.139776E-4,2.265287E-5,1.355711E-7,8.122084E-9,7.50764E-5,6.970863E-4,0.004001965,2.408129E-5,6.97452E-9,1.122052E-6,1.011969E-7,1.108319E-9,1.52451E-6,0.01024279,0.005999955,0.02470254,9.34158,9.2224E-5,529798.5,529798.5
1.060101E-5,15.6578,-7.348991E9,1234.147,1234.147,0.001444066,1.0,0.9428016,2.241264E-5,8.799082E-4,2.755341E-4,3.616569E-4,1.314159E-4,0.004574886,1.074535E-5,1.038419E-4,1.179394E-5,0.002203617,1.53452E-4,5.592909E-7,5.036988E-6,4.371134E-5,1.000127E-6,1.633608E-7,1.809436E-6,8.317755E-4,2.164659E-5,1.190494E-4,7.005439E-4,5.249098E-7,1.29258E-5,2.051794E-10,1.021172E-6,4.073758E-9,2.943135E-9,9.309801E-12,4.55744E-6,6.588522E-4,1.806806E-8,1.132498E-5,3.023387E-9,3.203932E-4,2.316652E-5,1.426195E-7,8.493222E-9,7.634726E-5,7.106127E-4,0.004000511,2.442958E-5,7.414561E-9,1.167639E-6,1.040288E-7,1.176573E-9,1.583417E-6,0.01022775,0.005988011,0.02466258,9.339846,9.222626E-5,529700.1,529700.1
1.067114E-5,15.65767,-7.328993E9,1234.058,1234.058,0.001444066,1.0,0.9427469,2.237242E-5,8.871201E-4,2.752391E-4,3.642232E-4,1.31221E-4,0.004604963,1.085772E-5,1.046811E-4,1.177104E-5,0.002218144,1.533965E-4,5.666935E-7,5.078535E-6,4.403608E-5,1.009736E-6,1.665588E-7,1.834166E-6,8.373051E-4,2.184598E-5,1.190618E-4,7.056934E-4,5.337994E-7,1.301894E-5,2.100178E-10,1.036282E-6,4.156454E-9,2.99498E-9,9.476751E-12,4.589998E-6,6.631873E-4,1.834653E-8,1.143426E-5,3.072539E-9,3.225944E-4,2.334211E-5,1.450817E-7,8.622713E-9,7.678308E-5,7.152516E-4,0.004000013,2.454789E-5,7.569868E-9,1.183483E-6,1.050047E-7,1.200631E-9,1.603869E-6,0.01022259,0.005983914,0.02464887,9.339251,9.222703E-5,529666.4,529666.4
1.076492E-5,15.65749,-7.302417E9,1233.94,1233.94,0.001444066,1.0,0.9426739,2.231849E-5,8.967458E-4,2.748378E-4,3.676464E-4,1.309602E-4,0.004645068,1.100817E-5,1.058001E-4,1.174042E-5,0.002237513,1.53321E-4,5.766455E-7,5.133997E-6,4.446884E-5,1.022573E-6,1.708912E-7,1.86741E-6,8.446748E-4,2.211252E-5,1.19075E-4,7.125621E-4,5.457852E-7,1.314319E-5,2.166048E-10,1.056621E-6,4.268414E-9,3.065183E-9,9.702678E-12,4.633352E-6,6.68965E-4,1.872216E-8,1.158018E-5,3.138837E-9,3.255281E-4,2.357559E-5,1.483995E-7,8.797082E-9,7.736377E-5,7.214327E-4,0.003999349,2.470458E-5,7.780477E-9,1.204766E-6,1.063087E-7,1.23323E-9,1.631326E-6,0.01021571,0.005978452,0.02463058,9.338457,9.222806E-5,529621.4,529621.4
1.156371E-5,15.65603,-7.08249E9,1232.946,1232.946,0.001444066,1.0,0.9420617,2.185478E-5,9.778788E-4,2.711718E-4,3.964184E-4,1.287325E-4,0.004981549,1.229675E-5,1.151806E-4,1.148077E-5,0.002399902,1.52633E-4,6.636261E-7,5.601923E-6,4.808863E-5,1.131286E-6,2.10255E-7,2.157781E-6,9.063451E-4,2.437585E-5,1.190583E-4,7.702808E-4,6.520167E-7,1.418832E-5,2.779667E-10,1.235397E-6,5.28143E-9,3.70201E-9,1.17451E-11,4.994451E-6,7.173158E-4,2.206163E-8,1.281216E-5,3.728048E-9,3.500796E-4,2.550687E-5,1.777067E-7,1.033333E-8,8.221713E-5,7.730948E-4,0.003993813,2.597454E-5,9.702886E-9,1.389972E-6,1.173659E-7,1.529572E-9,1.869525E-6,0.01015804,0.005932739,0.0244773,9.331808,9.223665E-5,529244.3,529244.3
1.168661E-5,15.65581,-7.049647E9,1232.796,1232.796,0.001444066,1.0,0.941969,2.178306E-5,9.902216E-4,2.705751E-4,4.007836E-4,1.283899E-4,0.005032507,1.249598E-5,1.165993E-4,1.14411E-5,0.002424475,1.52522E-4,6.773466E-7,5.673194E-6,4.863494E-5,1.1479E-6,2.167059E-7,2.203549E-6,9.156583E-4,2.472275E-5,1.190374E-4,7.790348E-4,6.689958E-7,1.4347E-5,2.882674E-10,1.263753E-6,5.446624E-9,3.806299E-9,1.207834E-11,5.048708E-6,7.246185E-4,2.259749E-8,1.299982E-5,3.822541E-9,3.537876E-4,2.5795E-5,1.823742E-7,1.057757E-8,8.294929E-5,7.808872E-4,0.00399298,2.615991E-5,1.00192E-8,1.419048E-6,1.190579E-7,1.578136E-9,1.906811E-6,0.01014932,0.005925833,0.02445411,9.330802,9.223795E-5,529187.2,529187.2
