Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_H_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H6_Soln#15 (),Mole_fraction_C2H5_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H3_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C3H8_Soln#15 (),Mole_fraction_IC3H7_Soln#15 (),Mole_fraction_NC3H7_Soln#15 (),Mole_fraction_C3H6_Soln#15 (),Mole_fraction_C3H5-A_Soln#15 (),Mole_fraction_C3H4-P_Soln#15 (),Mole_fraction_C3H4-A_Soln#15 (),Mole_fraction_C3H3_Soln#15 (),Mole_fraction_NC4H10_Soln#15 (),Mole_fraction_PC4H9_Soln#15 (),Mole_fraction_IC4H10_Soln#15 (),Mole_fraction_IC4H8_Soln#15 (),Mole_fraction_IC4H7_Soln#15 (),Mole_fraction_C4H8-1_Soln#15 (),Mole_fraction_C4H8-2_Soln#15 (),Mole_fraction_C4H71-3_Soln#15 (),Mole_fraction_C4H6_Soln#15 (),Mole_fraction_C4H5_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_FULVENE_Soln#15 (),Mole_fraction_C5H6_Soln#15 (),Mole_fraction_C5H5_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_NC5H12_Soln#15 (),Mole_fraction_NC5H11_Soln#15 (),Mole_fraction_NC5H10_Soln#15 (),Mole_fraction_B1M3_Soln#15 (),Mole_fraction_LC5H8_Soln#15 (),Mole_fraction_DIALLYL_Soln#15 (),Mole_fraction_NC6H12_Soln#15 (),Mole_fraction_NC7H15_Soln#15 (),Mole_fraction_NC7H14_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_C6H5C2H5_Soln#15 (),Mole_fraction_NC12H26_Soln#15 (),Mole_fraction_NC16H34_Soln#15 (),Mole_fraction_NC10H20_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
1.110631E-5,15.92589,-4.339714E9,1467.397,1467.397,0.001061813,1.0,0.8099837,1.18903E-4,0.02937932,0.001169159,0.006920428,6.907856E-5,0.0861182,1.168403E-4,0.005857415,0.002440276,8.579094E-6,5.58831E-6,0.02833392,8.506472E-4,5.22942E-4,7.06382E-4,9.593746E-5,4.409543E-4,2.067366E-6,6.776077E-5,7.097433E-5,3.133458E-5,0.004662155,4.710142E-4,4.269357E-5,0.01236164,5.361737E-5,9.875194E-4,1.359565E-5,3.638633E-4,1.541838E-5,4.332025E-4,1.91126E-5,4.595154E-7,1.725538E-4,2.759971E-8,5.468725E-4,4.24983E-5,0.001746876,2.947918E-5,2.600672E-4,3.641248E-8,9.442209E-4,0.002971451,1.511263E-4,1.233326E-5,5.662168E-5,1.501919E-5,3.427587E-7,2.375545E-4,8.028051,6.667213E-5,455303.0,455303.0
1.111775E-5,15.92594,-4.33292E9,1467.386,1467.386,0.001061813,1.0,0.8099712,1.187884E-4,0.02938739,0.001167995,0.006920368,6.898359E-5,0.08612929,1.167295E-4,0.005859486,0.00243986,8.569524E-6,5.579434E-6,0.02833285,8.503277E-4,5.232136E-4,7.066719E-4,9.596966E-5,4.407904E-4,2.063546E-6,6.77272E-5,7.099192E-5,3.131247E-5,0.004659907,4.709068E-4,4.264675E-5,0.0123615,5.356393E-5,9.879332E-4,1.360767E-5,3.640161E-4,1.543317E-5,4.333829E-4,1.912309E-5,4.60121E-7,1.724282E-4,2.751965E-8,5.45829E-4,4.243672E-5,0.001746367,2.946229E-5,2.597993E-4,3.631098E-8,9.430581E-4,0.002971347,1.511046E-4,1.234054E-5,5.663306E-5,1.49624E-5,3.407823E-7,2.369094E-4,8.027962,6.667192E-5,455297.9,455298.0
1.112935E-5,15.92599,-4.326078E9,1467.374,1467.374,0.001061813,1.0,0.8099587,1.186725E-4,0.02939557,0.001166817,0.006920306,6.888751E-5,0.08614052,1.166173E-4,0.005861583,0.002439438,8.55984E-6,5.570456E-6,0.02833177,8.500042E-4,5.234888E-4,7.069657E-4,9.600226E-5,4.406242E-4,2.059682E-6,6.769319E-5,7.100973E-5,3.129006E-5,0.004657628,4.70798E-4,4.259937E-5,0.01236135,5.350983E-5,9.883523E-4,1.361986E-5,3.64171E-4,1.544816E-5,4.335657E-4,1.913372E-5,4.607353E-7,1.723009E-4,2.743875E-8,5.447733E-4,4.237437E-5,0.00174585,2.944518E-5,2.59528E-4,3.620839E-8,9.418808E-4,0.002971242,1.510826E-4,1.234791E-5,5.664458E-5,1.490503E-5,3.387903E-7,2.362572E-4,8.027872,6.667171E-5,455292.8,455292.8
1.139692E-5,15.92714,-4.172907E9,1467.107,1467.107,0.001061813,1.0,0.8096732,1.160614E-4,0.0295818,0.001140293,0.006918714,6.673156E-5,0.08639546,1.140858E-4,0.005909379,0.002429769,8.342023E-6,5.369666E-6,0.02830649,8.426357E-4,5.297869E-4,7.136818E-4,9.673896E-5,4.368298E-4,1.973377E-6,6.691682E-5,7.141212E-5,3.077734E-5,0.004605546,4.682961E-4,4.153223E-5,0.01235755,5.229058E-5,9.978938E-4,1.389918E-5,3.677086E-4,1.579271E-5,4.377303E-4,1.937655E-5,4.749467E-7,1.694025E-4,2.564906E-8,5.210719E-4,4.096299E-5,0.001734049,2.905503E-5,2.533651E-4,3.393392E-8,9.152245E-4,0.002968848,1.5058E-4,1.251641E-5,5.690343E-5,1.36455E-5,2.960739E-7,2.217573E-4,8.025833,6.666689E-5,455177.2,455177.2
1.172441E-5,15.92849,-3.997615E9,1466.794,1466.794,0.001061813,1.0,0.809336,1.130257E-4,0.02980356,0.001109434,0.006916351,6.424332E-5,0.08669685,1.111292E-4,0.005966384,0.002418079,8.089337E-6,5.139493E-6,0.02827479,8.338635E-4,5.373648E-4,7.217456E-4,9.760171E-5,4.322845E-4,1.874678E-6,6.598763E-5,7.188325E-5,3.016108E-5,0.004543056,4.652589E-4,4.029101E-5,0.01235194,5.086999E-5,0.001009248,1.423657E-5,3.719481E-4,1.621085E-5,4.426963E-4,1.966771E-5,4.924356E-7,1.659531E-4,2.364524E-8,4.937001E-4,3.930472E-5,0.001719874,2.858942E-5,2.460699E-4,3.137569E-8,8.838781E-4,0.002966023,1.499782E-4,1.271842E-5,5.720295E-5,1.225815E-5,2.513624E-7,2.053542E-4,8.023438,6.666124E-5,455041.4,455041.4
1.178967E-5,15.92875,-3.964185E9,1466.733,1466.733,0.001061813,1.0,0.8092703,1.124408E-4,0.02984696,0.001103486,0.006915829,6.37662E-5,0.08675557,1.105579E-4,0.005977554,0.002415768,8.040717E-6,5.095547E-6,0.02826838,8.321469E-4,5.388581E-4,7.233324E-4,9.776868E-5,4.313914E-4,1.85586E-6,6.580517E-5,7.197443E-5,3.00398E-5,0.004530765,4.646571E-4,4.00518E-5,0.01235071,5.05959E-5,0.00101147,1.430323E-5,3.727813E-4,1.629371E-5,4.436691E-4,1.972496E-5,4.959328E-7,1.652783E-4,2.326868E-8,4.884513E-4,3.898313E-5,0.001717084,2.849818E-5,2.446478E-4,3.089351E-8,8.77794E-4,0.002965473,1.498599E-4,1.275814E-5,5.726045E-5,1.200034E-5,2.433337E-7,2.022511E-4,8.022973,6.666015E-5,455015.0,455015.0
1.18414E-5,15.92896,-3.938018E9,1466.685,1466.685,0.001061813,1.0,0.8092186,1.119817E-4,0.0298812,0.001098816,0.006915404,6.339222E-5,0.08680181,1.10109E-4,0.005986365,0.002413941,8.002568E-6,5.061141E-6,0.02826328,8.307932E-4,5.400383E-4,7.245858E-4,9.789991E-5,4.306863E-4,1.841136E-6,6.566115E-5,7.20461E-5,2.994401E-5,0.004521059,4.641807E-4,3.986402E-5,0.0123497,5.038066E-5,0.001013222,1.435594E-5,3.734393E-4,1.63593E-5,4.444366E-4,1.977016E-5,4.987084E-7,1.647461E-4,2.297526E-8,4.843371E-4,3.873021E-5,0.00171488,2.84262E-5,2.435277E-4,3.051746E-8,8.730079E-4,0.00296504,1.497666E-4,1.27895E-5,5.730553E-5,1.180013E-5,2.371612E-7,1.998285E-4,8.022607,6.665929E-5,454994.3,454994.3
1.197724E-5,15.92949,-3.870717E9,1466.56,1466.56,0.001061813,1.0,0.8090842,1.107948E-4,0.02997034,0.001086741,0.006914242,6.242772E-5,0.08692196,1.089473E-4,0.006009321,0.002409161,7.904018E-6,4.972578E-6,0.0282498,8.272687E-4,5.43121E-4,7.278576E-4,9.823976E-5,4.28847E-4,1.803264E-6,6.528559E-5,7.223172E-5,2.969403E-5,0.00449573,4.629335E-4,3.937861E-5,0.01234696,4.982394E-5,0.001017782,1.449377E-5,3.751557E-4,1.653104E-5,4.464357E-4,1.98881E-5,5.060079E-7,1.633608E-4,2.222558E-8,4.737277E-4,3.807464E-5,0.001709128,2.823872E-5,2.406169E-4,2.955535E-8,8.605952E-4,0.002963916,1.49523E-4,1.287133E-5,5.742181E-5,1.129128E-5,2.217197E-7,1.936202E-4,8.021659,6.665706E-5,454940.5,454940.5
1.199459E-5,15.92956,-3.862261E9,1466.545,1466.545,0.001061813,1.0,0.8090672,1.106452E-4,0.02998165,0.001085218,0.006914089,6.230633E-5,0.08693718,1.088006E-4,0.006012234,0.002408552,7.891598E-6,4.961449E-6,0.02824807,8.268217E-4,5.435131E-4,7.282735E-4,9.828268E-5,4.286134E-4,1.798507E-6,6.523789E-5,7.225516E-5,2.966226E-5,0.004492511,4.627746E-4,3.93174E-5,0.01234659,4.975371E-5,0.001018361,1.451132E-5,3.753738E-4,1.655293E-5,4.466894E-4,1.990309E-5,5.069415E-7,1.631851E-4,2.213196E-8,4.723926E-4,3.799179E-5,0.001708397,2.821492E-5,2.402483E-4,2.943506E-8,8.590259E-4,0.002963774,1.494921E-4,1.288173E-5,5.743645E-5,1.122802E-5,2.198251E-7,1.92843E-4,8.021539,6.665678E-5,454933.7,454933.7
1.246933E-5,15.93134,-3.642778E9,1466.127,1466.127,0.001061813,1.0,0.808614,1.067119E-4,0.03028456,0.001045166,0.006909508,5.913453E-5,0.08734246,1.04934E-4,0.00609037,0.002392067,7.565664E-6,4.671985E-6,0.02820009,8.148526E-4,5.54102E-4,7.394836E-4,9.941565E-5,4.223269E-4,1.675036E-6,6.39558E-5,7.287435E-5,2.880721E-5,0.004405832,4.584578E-4,3.770862E-5,0.01233577,4.790492E-5,0.001033845,1.498645E-5,3.812441E-4,1.714783E-5,4.534911E-4,2.030654E-5,5.325959E-7,1.584831E-4,1.974376E-8,4.375328E-4,3.579969E-5,0.001688691,2.757729E-5,2.30428E-4,2.635615E-8,8.174328E-4,0.002959987,1.486593E-4,1.316169E-5,5.781881E-5,9.636591E-6,1.740456E-7,1.728695E-4,8.018359,6.664935E-5,454753.3,454753.3
1.258214E-5,15.93174,-3.593797E9,1466.031,1466.031,0.001061813,1.0,0.8085097,1.058209E-4,0.03035476,0.001036086,0.006908316,5.842124E-5,0.08743575,1.040548E-4,0.006108504,0.002388197,7.491974E-6,4.607234E-6,0.02818852,8.120808E-4,5.565798E-4,7.421006E-4,9.967351E-5,4.208626E-4,1.647483E-6,6.365752E-5,7.30154E-5,2.860809E-5,0.004385622,4.574413E-4,3.734426E-5,0.01233296,4.748541E-5,0.001037431,1.509798E-5,3.826122E-4,1.728806E-5,4.55069E-4,2.040059E-5,5.38723E-7,1.573947E-4,1.922229E-8,4.297032E-4,3.529945E-5,0.001684093,2.742948E-5,2.281679E-4,2.568104E-8,8.079191E-4,0.002959117,1.484653E-4,1.322696E-5,5.790469E-5,9.29518E-6,1.647113E-7,1.684693E-4,8.017631,6.664765E-5,454712.0,454712.0
1.260871E-5,15.93184,-3.582429E9,1466.009,1466.009,0.001061813,1.0,0.8084854,1.056134E-4,0.0303712,0.00103397,0.00690803,5.825535E-5,0.08745757,1.038499E-4,0.006112752,0.002387288,7.474815E-6,4.592194E-6,0.02818578,8.114318E-4,5.571615E-4,7.427145E-4,9.973364E-5,4.205192E-4,1.641085E-6,6.35876E-5,7.304829E-5,2.856141E-5,0.004380882,4.572023E-4,3.725938E-5,0.01233228,4.738765E-5,0.001038271,1.512418E-5,3.82933E-4,1.732103E-5,4.554386E-4,2.042264E-5,5.401681E-7,1.571399E-4,1.910186E-8,4.278831E-4,3.518273E-5,0.001683014,2.739487E-5,2.276395E-4,2.552497E-8,8.05698E-4,0.002958914,1.484198E-4,1.324227E-5,5.792465E-5,9.216661E-6,1.625898E-7,1.67451E-4,8.017461,6.664725E-5,454702.4,454702.4
1.263296E-5,15.93192,-3.572105E9,1465.988,1465.988,0.001061813,1.0,0.8084632,1.054249E-4,0.03038617,0.001032048,0.006907767,5.810474E-5,0.08747741,1.036636E-4,0.00611662,0.002386459,7.459229E-6,4.578544E-6,0.02818329,8.10841E-4,5.576914E-4,7.432737E-4,9.978828E-5,4.202066E-4,1.635279E-6,6.352393E-5,7.307819E-5,2.85189E-5,0.004376566,4.569845E-4,3.718228E-5,0.01233166,4.729882E-5,0.001039035,1.514805E-5,3.832252E-4,1.735109E-5,4.557751E-4,2.044273E-5,5.414869E-7,1.56908E-4,1.899278E-8,4.262309E-4,3.507663E-5,0.001682031,2.736336E-5,2.271588E-4,2.538358E-8,8.036785E-4,0.002958729,1.483783E-4,1.325621E-5,5.794278E-5,9.14566E-6,1.606797E-7,1.665281E-4,8.017306,6.664689E-5,454693.6,454693.6
1.282292E-5,15.93259,-3.493025E9,1465.831,1465.831,0.001061813,1.0,0.8082913,1.039724E-4,0.0305024,0.001017236,0.00690565,5.694742E-5,0.08763119,1.022269E-4,0.006146675,0.002379996,7.33923E-6,4.473839E-6,0.02816363,8.062542E-4,5.61821E-4,7.476277E-4,1.002099E-4,4.177739E-4,1.590789E-6,6.302881E-5,7.330898E-5,2.818834E-5,0.004342973,4.552837E-4,3.658834E-5,0.01232666,4.661408E-5,0.001044968,1.533428E-5,3.854991E-4,1.758594E-5,4.583896E-4,2.059904E-5,5.518393E-7,1.551078E-4,1.81633E-8,4.135431E-4,3.425736E-5,0.001674382,2.711865E-5,2.23435E-4,2.430679E-8,7.880683E-4,0.002957295,1.480558E-4,1.336473E-5,5.80819E-5,8.609155E-6,1.464996E-7,1.594888E-4,8.016111,6.664411E-5,454625.8,454625.8
1.285458E-5,15.9327,-3.480145E9,1465.805,1465.805,0.001061813,1.0,0.808263,1.037345E-4,0.0305216,0.001014808,0.006905288,5.675834E-5,0.08765653,1.019912E-4,0.006151642,0.002378924,7.319586E-6,4.456764E-6,0.02816034,8.054968E-4,5.625056E-4,7.483488E-4,1.00279E-4,4.173714E-4,1.583542E-6,6.294692E-5,7.334685E-5,2.813367E-5,0.004337413,4.550011E-4,3.649106E-5,0.0123258,4.650185E-5,0.001045948,1.536519E-5,3.858755E-4,1.762498E-5,4.588216E-4,2.062491E-5,5.535682E-7,1.548106E-4,1.802925E-8,4.114718E-4,3.412284E-5,0.001673116,2.707824E-5,2.228216E-4,2.413251E-8,7.855025E-4,0.002957059,1.480024E-4,1.338269E-5,5.81046E-5,8.523034E-6,1.442655E-7,1.583477E-4,8.015914,6.664366E-5,454614.7,454614.7
1.286524E-5,15.93273,-3.475831E9,1465.796,1465.796,0.001061813,1.0,0.8082535,1.036547E-4,0.03052804,0.001013995,0.006905166,5.669498E-5,0.08766504,1.019122E-4,0.006153311,0.002378563,7.313E-6,4.451044E-6,0.02815923,8.052424E-4,5.627357E-4,7.485911E-4,1.003022E-4,4.172361E-4,1.581115E-6,6.291941E-5,7.335956E-5,2.81153E-5,0.004335545,4.549062E-4,3.645845E-5,0.01232551,4.646421E-5,0.001046277,1.537558E-5,3.86002E-4,1.76381E-5,4.589667E-4,2.06336E-5,5.541501E-7,1.547108E-4,1.798442E-8,4.107778E-4,3.407772E-5,0.00167269,2.706467E-5,2.226157E-4,2.407421E-8,7.846417E-4,0.00295698,1.479844E-4,1.338872E-5,5.81122E-5,8.494269E-6,1.435219E-7,1.579658E-4,8.015848,6.66435E-5,454610.9,454610.9
1.290386E-5,15.93287,-3.460256E9,1465.765,1465.765,0.001061813,1.0,0.8082191,1.033666E-4,0.03055138,0.001011055,0.006904719,5.646625E-5,0.08769581,1.016266E-4,0.006159349,0.002377257,7.289217E-6,4.430402E-6,0.02815521,8.043221E-4,5.635689E-4,7.494684E-4,1.00386E-4,4.167465E-4,1.572356E-6,6.281983E-5,7.340546E-5,2.804883E-5,0.004328781,4.54562E-4,3.634064E-5,0.01232445,4.632826E-5,0.001047468,1.54132E-5,3.864598E-4,1.768566E-5,4.594918E-4,2.066507E-5,5.562606E-7,1.543497E-4,1.782298E-8,4.08273E-4,3.391466E-5,0.00167115,2.701555E-5,2.218711E-4,2.386419E-8,7.815301E-4,0.002956694,1.479195E-4,1.341058E-5,5.813965E-5,8.390842E-6,1.408594E-7,1.565898E-4,8.015609,6.664295E-5,454597.4,454597.4
1.293576E-5,15.93297,-3.447499E9,1465.739,1465.739,0.001061813,1.0,0.8081908,1.0313E-4,0.03057059,0.00100864,0.006904347,5.62786E-5,0.08772112,1.013921E-4,0.006164321,0.00237618,7.269691E-6,4.413476E-6,0.02815189,8.035644E-4,5.642556E-4,7.501912E-4,1.004549E-4,4.163432E-4,1.565176E-6,6.273782E-5,7.344318E-5,2.799409E-5,0.00432321,4.542782E-4,3.624391E-5,0.01232357,4.62166E-5,0.001048448,1.544423E-5,3.868369E-4,1.772488E-5,4.599242E-4,2.069099E-5,5.580043E-7,1.540525E-4,1.769098E-8,4.062185E-4,3.378068E-5,0.00166988,2.697512E-5,2.212585E-4,2.369239E-8,7.789722E-4,0.002956458,1.47866E-4,1.342858E-5,5.816217E-5,8.306454E-6,1.386996E-7,1.554637E-4,8.015413,6.664249E-5,454586.3,454586.3
1.297238E-5,15.9331,-3.432949E9,1465.709,1465.709,0.001061813,1.0,0.8081585,1.028598E-4,0.03059258,0.001005883,0.006903917,5.606449E-5,0.08775007,1.011241E-4,0.006170015,0.002374946,7.247399E-6,4.394174E-6,0.02814806,8.02697E-4,5.650429E-4,7.510196E-4,1.005335E-4,4.158812E-4,1.556991E-6,6.264387E-5,7.348627E-5,2.793138E-5,0.004316826,4.539526E-4,3.613346E-5,0.01232255,4.608908E-5,0.00104957,1.547981E-5,3.87269E-4,1.776989E-5,4.604193E-4,2.07207E-5,5.600079E-7,1.537122E-4,1.754089E-8,4.038751E-4,3.362757E-5,0.001668425,2.692883E-5,2.205578E-4,2.349697E-8,7.760483E-4,0.002956188,1.478047E-4,1.34492E-5,5.818784E-5,8.210723E-6,1.362642E-7,1.541821E-4,8.015189,6.664197E-5,454573.5,454573.5
1.319805E-5,15.93385,-3.345636E9,1465.53,1465.53,0.001061813,1.0,0.8079617,1.012282E-4,0.0307267,9.892249E-4,0.006901194,5.477546E-5,0.08792616,9.950362E-5,0.006204759,0.002367378,7.112868E-6,4.27819E-6,0.0281244,7.974097E-4,5.698629E-4,7.560857E-4,1.010091E-4,4.13058E-4,1.507851E-6,6.207018E-5,7.374706E-5,2.754864E-5,0.00427781,4.519549E-4,3.546657E-5,0.0123161,4.53184E-5,0.00105641,1.569788E-5,3.899102E-4,1.804625E-5,4.634397E-4,2.090223E-5,5.723793E-7,1.516389E-4,1.66485E-8,3.897816E-4,3.270073E-5,0.001659531,2.664666E-5,2.162992E-4,2.233303E-8,7.583231E-4,0.00295455,1.4743E-4,1.357529E-5,5.834212E-5,7.645954E-6,1.221986E-7,1.465355E-4,8.013828,6.663882E-5,454496.4,454496.4
1.32296E-5,15.93396,-3.333742E9,1465.505,1465.505,0.001061813,1.0,0.8079346,1.010046E-4,0.03074526,9.869413E-4,0.006900803,5.459936E-5,0.08795046,9.928125E-5,0.006209569,0.002366326,7.094447E-6,4.262375E-6,0.02812108,7.966785E-4,5.705325E-4,7.567887E-4,1.010743E-4,4.126666E-4,1.501159E-6,6.19907E-5,7.378287E-5,2.749564E-5,0.0042724,4.516769E-4,3.537521E-5,0.01231518,4.521273E-5,0.001057356,1.572821E-5,3.902764E-4,1.808475E-5,4.638577E-4,2.09274E-5,5.741123E-7,1.513522E-4,1.65281E-8,3.878585E-4,3.257343E-5,0.001658298,2.660763E-5,2.157119E-4,2.217574E-8,7.558851E-4,0.002954324,1.47378E-4,1.359278E-5,5.836316E-5,7.57037E-6,1.203564E-7,1.455004E-4,8.013641,6.663839E-5,454485.7,454485.7
1.324103E-5,15.93399,-3.329444E9,1465.496,1465.496,0.001061813,1.0,0.8079247,1.009239E-4,0.03075197,9.861166E-4,0.006900661,5.45358E-5,0.08795924,9.920093E-5,0.006211309,0.002365945,7.087795E-6,4.256669E-6,0.02811987,7.96414E-4,5.707748E-4,7.570431E-4,1.010979E-4,4.12525E-4,1.498744E-6,6.196194E-5,7.379581E-5,2.747647E-5,0.004270442,4.515762E-4,3.534222E-5,0.01231484,4.517457E-5,0.001057698,1.573919E-5,3.90409E-4,1.809869E-5,4.640089E-4,2.093651E-5,5.747404E-7,1.512485E-4,1.648474E-8,3.871645E-4,3.252745E-5,0.001657851,2.659352E-5,2.154996E-4,2.211907E-8,7.550041E-4,0.002954243,1.473592E-4,1.359911E-5,5.837075E-5,7.543183E-6,1.196962E-7,1.451274E-4,8.013573,6.663823E-5,454481.9,454481.9
1.337002E-5,15.93441,-3.281708E9,1465.396,1465.396,0.001061813,1.0,0.8078148,1.000225E-4,0.0308273,9.769065E-4,0.006899037,5.382735E-5,0.08805768,9.83035E-5,0.006230843,0.002361658,7.013557E-6,4.193123E-6,0.02810625,7.934466E-4,5.735008E-4,7.599026E-4,1.013612E-4,4.10934E-4,1.47187E-6,6.163897E-5,7.394038E-5,2.726121E-5,0.004248447,4.504424E-4,3.49739E-5,0.01231099,4.47483E-5,0.001061538,1.586275E-5,3.918982E-4,1.825574E-5,4.657065E-4,2.103885E-5,5.818373E-7,1.500856E-4,1.600461E-8,3.794345E-4,3.201342E-5,0.001652833,2.643515E-5,2.131214E-4,2.149108E-8,7.451487E-4,0.002953328,1.471479E-4,1.367022E-5,5.845524E-5,7.243477E-6,1.125015E-7,1.4099E-4,8.012815,6.663648E-5,454438.9,454438.9
1.339693E-5,15.9345,-3.271897E9,1465.375,1465.375,0.001061813,1.0,0.807792,9.98367E-5,0.03084292,9.750075E-4,0.006898693,5.368158E-5,0.08807806,9.811836E-5,0.006234895,0.002360766,6.99826E-6,4.180062E-6,0.02810341,7.928315E-4,5.740674E-4,7.604965E-4,1.014155E-4,4.106037E-4,1.466352E-6,6.157196E-5,7.397021E-5,2.721657E-5,0.004243881,4.502065E-4,3.489799E-5,0.01231017,4.46604E-5,0.001062334,1.588844E-5,3.922073E-4,1.828843E-5,4.660585E-4,2.10601E-5,5.833196E-7,1.498446E-4,1.590657E-8,3.778452E-4,3.190733E-5,0.001651792,2.640233E-5,2.126293E-4,2.136271E-8,7.431126E-4,0.002953139,1.47104E-4,1.368499E-5,5.84726E-5,7.182572E-6,1.110582E-7,1.401434E-4,8.012659,6.663612E-5,454430.0,454430.0
1.350032E-5,15.93483,-3.234699E9,1465.296,1465.296,0.001061813,1.0,0.8077051,9.912981E-5,0.03090262,9.677811E-4,0.006897359,5.312785E-5,0.08815585,9.741351E-5,0.006250389,0.00235735,6.940081E-6,4.13049E-6,0.02809244,7.904808E-4,5.762376E-4,7.6277E-4,1.016223E-4,4.0934E-4,1.445409E-6,6.13156E-5,7.408383E-5,2.704586E-5,0.004226408,4.49302E-4,3.460923E-5,0.012307,4.432587E-5,0.001065375,1.598693E-5,3.933906E-4,1.841384E-5,4.674045E-4,2.114141E-5,5.890211E-7,1.489237E-4,1.553642E-8,3.718122E-4,3.150329E-5,0.001647803,2.627688E-5,2.107515E-4,2.087769E-8,7.353525E-4,0.002952416,1.469361E-4,1.374151E-5,5.853845E-5,6.953581E-6,1.056897E-7,1.369423E-4,8.012061,6.663474E-5,454396.1,454396.2
1.357206E-5,15.93505,-3.209347E9,1465.242,1465.242,0.001061813,1.0,0.8076453,9.864579E-5,0.03094377,9.628316E-4,0.006896419,5.274948E-5,0.08820936,9.693047E-5,0.006261071,0.002354988,6.900264E-6,4.096656E-6,0.02808482,7.888613E-4,5.777372E-4,7.643397E-4,1.017639E-4,4.08468E-4,1.431127E-6,6.113879E-5,7.416172E-5,2.692819E-5,0.00421435,4.486763E-4,3.441154E-5,0.01230477,4.409672E-5,0.001067471,1.605503E-5,3.942073E-4,1.850066E-5,4.683323E-4,2.119752E-5,5.929826E-7,1.482894E-4,1.52856E-8,3.676938E-4,3.122629E-5,0.001645051,2.619046E-5,2.094605E-4,2.054869E-8,7.300263E-4,0.002951919,1.468202E-4,1.378051E-5,5.858337E-5,6.799271E-6,1.02124E-7,1.347686E-4,8.011651,6.663379E-5,454372.9,454372.9
1.360426E-5,15.93516,-3.198072E9,1465.218,1465.218,0.001061813,1.0,0.8076186,9.843022E-5,0.03096216,9.606268E-4,0.006895994,5.258118E-5,0.08823326,9.671522E-5,0.006265848,0.00235393,6.882534E-6,4.081615E-6,0.02808139,7.881374E-4,5.784088E-4,7.650423E-4,1.01827E-4,4.080778E-4,1.424779E-6,6.10597E-5,7.419644E-5,2.687558E-5,0.004208954,4.483959E-4,3.432351E-5,0.01230376,4.399463E-5,0.001068408,1.608554E-5,3.945728E-4,1.853958E-5,4.687472E-4,2.122263E-5,5.947624E-7,1.480059E-4,1.517459E-8,3.658628E-4,3.110283E-5,0.001643819,2.615184E-5,2.088841E-4,2.040297E-8,7.276508E-4,0.002951698,1.467683E-4,1.379797E-5,5.860332E-5,6.731201E-6,1.005647E-7,1.338053E-4,8.011467,6.663337E-5,454362.5,454362.5
1.368738E-5,15.93541,-3.169309E9,1465.156,1465.156,0.001061813,1.0,0.8075501,9.787864E-5,0.03100943,9.549841E-4,0.006894886,5.215109E-5,0.08829459,9.616413E-5,0.006278126,0.002351205,6.837182E-6,4.043209E-6,0.02807254,7.862776E-4,5.801374E-4,7.6685E-4,1.019886E-4,4.070744E-4,1.408584E-6,6.085636E-5,7.428534E-5,2.674037E-5,0.004195078,4.476734E-4,3.409828E-5,0.01230112,4.373335E-5,0.001070815,1.616411E-5,3.955128E-4,1.863988E-5,4.698134E-4,2.12872E-5,5.993604E-7,1.472778E-4,1.489246E-8,3.611873E-4,3.078667E-5,0.001640649,2.605261E-5,2.074053E-4,2.003239E-8,7.215628E-4,0.002951129,1.466348E-4,1.384288E-5,5.865425E-5,6.558832E-6,9.665306E-8,1.313538E-4,8.010998,6.663229E-5,454335.8,454335.9
