Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H3_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_IC3H7_Soln#9 (),Mole_fraction_NC3H7_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_PC4H9_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H5_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_NC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_DIALLYL_Soln#9 (),Mole_fraction_CYC6H8_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_LC6H6_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_NPBENZ_Soln#9 (),Mole_fraction_NC12H26_Soln#9 (),Mole_fraction_NC16H34_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
7.513009E-6,15.61938,-2.153836E10,1318.546,1318.546,0.001289345,1.0,0.9048973,8.354094E-5,0.005518537,0.001017139,0.001825011,2.554382E-4,0.02572425,4.277657E-5,2.631248E-4,9.256822E-4,1.173148E-5,2.852799E-5,0.01174008,3.428992E-4,1.928934E-5,5.294501E-5,2.916343E-4,1.259063E-5,2.10907E-5,6.596095E-6,2.311519E-5,0.004097064,1.827671E-4,1.715525E-4,0.004179801,1.249125E-5,3.101751E-5,6.673904E-5,4.754675E-8,3.07896E-5,4.492086E-7,2.095765E-7,6.237884E-5,0.003098783,8.034571E-5,0.001476543,4.513997E-5,2.429925E-6,3.812195E-4,0.00302014,0.003695475,7.632439E-5,2.306624E-8,4.912584E-7,1.349507E-5,6.596212E-8,1.287338E-5,0.006539109,0.003202418,0.01639963,8.931377,8.254772E-5,506534.2,506534.2
7.702518E-6,15.61932,-2.103947E10,1317.774,1317.774,0.001289345,1.0,0.9044003,8.197115E-5,0.005607773,0.001000118,0.001848601,2.514476E-4,0.02602073,4.239739E-5,2.683869E-4,9.360222E-4,1.159721E-5,2.793507E-5,0.01186458,3.413371E-4,1.979552E-5,5.376406E-5,2.942746E-4,1.232032E-5,2.135306E-5,6.841735E-6,2.365194E-5,0.004134022,1.856938E-4,1.704306E-4,0.004230299,1.242642E-5,3.194636E-5,6.771882E-5,5.008275E-8,3.164126E-5,4.636509E-7,2.200782E-7,6.278531E-5,0.003124027,8.150084E-5,0.001491281,4.552254E-5,2.495448E-6,3.840809E-4,0.00304358,0.003691775,7.62916E-5,2.42994E-8,5.104857E-7,1.382104E-5,6.840739E-8,1.313324E-5,0.006494065,0.003171668,0.01628641,8.926186,8.254807E-5,506239.8,506239.8
7.775208E-6,15.61929,-2.085387E10,1317.483,1317.483,0.001289345,1.0,0.9042128,8.138517E-5,0.005641501,9.937515E-4,0.001857488,2.499547E-4,0.02613261,4.225337E-5,2.703841E-4,9.399001E-4,1.154695E-5,2.771411E-5,0.01191147,3.407503E-4,1.998839E-5,5.407458E-5,2.952623E-4,1.221965E-5,2.145162E-5,6.936165E-6,2.385565E-5,0.004147888,1.867993E-4,1.700069E-4,0.004249354,1.240091E-5,3.230013E-5,6.808975E-5,5.106736E-8,3.196618E-5,4.691643E-7,2.241461E-7,6.29363E-5,0.003133485,8.193524E-5,0.001496813,4.56672E-5,2.520394E-6,3.851539E-4,0.003052343,0.003690381,7.627561E-5,2.477727E-8,5.178717E-7,1.394474E-5,6.934564E-8,1.323161E-5,0.006477103,0.003160108,0.01624373,8.92423,8.254823E-5,506128.9,506128.9
7.804621E-6,15.61927,-2.077966E10,1317.365,1317.365,0.001289345,1.0,0.9041375,8.115056E-5,0.00565507,9.912008E-4,0.001861059,2.493564E-4,0.0261776,4.219532E-5,2.711889E-4,9.414556E-4,1.15268E-5,2.762571E-5,0.01193032,3.405148E-4,2.006622E-5,5.419965E-5,2.956581E-4,1.217938E-5,2.149118E-5,6.974406E-6,2.393774E-5,0.00415345,1.87244E-4,1.698365E-4,0.004257015,1.23905E-5,3.244288E-5,6.823908E-5,5.146763E-8,3.209737E-5,4.713909E-7,2.257982E-7,6.299664E-5,0.003137278,8.210965E-5,0.001499032,4.572541E-5,2.530459E-6,3.855842E-4,0.003055854,0.003689822,7.626862E-5,2.497138E-8,5.208618E-7,1.399458E-5,6.972531E-8,1.327121E-5,0.006470288,0.003155468,0.01622659,8.923444,8.25483E-5,506084.3,506084.3
7.920836E-6,15.61922,-2.049123E10,1316.907,1316.907,0.001289345,1.0,0.9038425,8.023714E-5,0.005708257,9.812604E-4,0.001875029,2.470244E-4,0.02635378,4.196723E-5,2.743505E-4,9.475269E-4,1.144823E-5,2.72818E-5,0.01200403,3.395947E-4,2.037265E-5,5.469073E-5,2.972009E-4,1.202278E-5,2.164573E-5,7.125673E-6,2.42602E-5,0.004175163,1.889865E-4,1.691687E-4,0.004287018,1.234887E-5,3.300468E-5,6.882495E-5,5.305935E-8,3.261421E-5,4.80165E-7,2.323601E-7,6.323093E-5,0.003152074,8.279142E-5,0.0015077,4.595365E-5,2.570064E-6,3.872637E-4,0.003069535,0.003687631,7.623825E-5,2.57425E-8,5.326842E-7,1.419036E-5,7.122558E-8,1.342654E-5,0.006443632,0.003137332,0.01615948,8.920367,8.254859E-5,505909.8,505909.8
7.96447E-6,15.6192,-2.03849E10,1316.736,1316.736,0.001289345,1.0,0.9037328,7.989972E-5,0.005728052,9.775845E-4,0.001880219,2.461618E-4,0.02641929,4.188212E-5,2.755301E-4,9.49776E-4,1.141916E-5,2.715488E-5,0.0120314,3.392534E-4,2.048723E-5,5.487383E-5,2.977716E-4,1.196501E-5,2.170305E-5,7.182537E-6,2.438049E-5,0.004183208,1.896348E-4,1.689203E-4,0.004298173,1.233305E-5,3.321469E-5,6.904321E-5,5.366118E-8,3.280762E-5,4.834495E-7,2.348376E-7,6.331722E-5,0.003157552,8.304438E-5,0.001510913,4.603863E-5,2.584867E-6,3.878858E-4,0.003074593,0.003686818,7.622573E-5,2.60337E-8,5.37126E-7,1.426339E-5,7.178889E-8,1.34844E-5,0.006433733,0.003130604,0.01613455,8.919223,8.254871E-5,505844.9,505844.9
8.072374E-6,15.61914,-2.012638E10,1316.318,1316.318,0.001289345,1.0,0.9034642,7.907801E-5,0.005776598,9.686239E-4,0.001892922,2.440585E-4,0.02657981,4.167292E-5,2.784295E-4,9.552678E-4,1.134823E-5,2.684607E-5,0.01209841,3.38419E-4,2.07695E-5,5.532367E-5,2.99163E-4,1.18245E-5,2.184313E-5,7.323312E-6,2.467614E-5,0.004202856,1.912241E-4,1.683115E-4,0.004325507,1.229354E-5,3.373187E-5,6.957901E-5,5.515923E-8,3.328441E-5,4.915482E-7,2.409963E-7,6.352678E-5,0.003170921,8.366294E-5,0.001518761,4.624713E-5,2.621319E-6,3.894046E-4,0.003086922,0.003684827,7.619228E-5,2.675773E-8,5.481167E-7,1.444286E-5,7.318186E-8,1.362639E-5,0.006409506,0.003114155,0.0160735,8.916423,8.254902E-5,505686.1,505686.1
8.207312E-6,15.61906,-1.981165E10,1315.802,1315.802,0.001289345,1.0,0.9031332,7.807469E-5,0.00583653,9.576664E-4,0.001908561,2.414852E-4,0.02677771,4.141377E-5,2.820215E-4,9.620015E-4,1.126139E-5,2.646952E-5,0.01218089,3.373939E-4,2.112037E-5,5.588051E-5,3.008654E-4,1.165327E-5,2.201514E-5,7.499641E-6,2.50423E-5,0.004226953,1.931849E-4,1.675606E-4,0.004359202,1.224343E-5,3.437436E-5,7.024145E-5,5.70514E-8,3.387771E-5,5.016295E-7,2.48759E-7,6.378154E-5,0.0031873,8.442311E-5,0.00152839,4.650473E-5,2.666599E-6,3.912665E-4,0.003101996,0.003682376,7.614578E-5,2.767056E-8,5.618713E-7,1.466515E-5,7.492355E-8,1.380188E-5,0.006379694,0.003093944,0.01599833,8.912975,8.254944E-5,505490.6,505490.6
8.250116E-6,15.61903,-1.971374E10,1315.64,1315.64,0.001289345,1.0,0.9030293,7.776197E-5,0.005855362,9.542474E-4,0.001913464,2.406819E-4,0.02683983,4.133215E-5,2.831531E-4,9.641068E-4,1.123427E-5,2.635227E-5,0.01220675,3.370729E-4,2.123117E-5,5.605583E-5,3.013968E-4,1.159997E-5,2.206898E-5,7.555641E-6,2.515763E-5,0.004234489,1.938007E-4,1.673248E-4,0.004369779,1.222738E-5,3.457718E-5,7.044984E-5,5.765601E-8,3.406522E-5,5.048165E-7,2.512355E-7,6.386069E-5,0.003192417,8.466117E-5,0.001531403,4.658572E-5,2.680893E-6,3.918486E-4,0.003106699,0.003681607,7.612998E-5,2.796183E-8,5.662367E-7,1.473516E-5,7.547595E-8,1.385706E-5,0.006370348,0.003087616,0.01597475,8.911893,8.254958E-5,505429.2,505429.2
8.660008E-6,15.61874,-1.882065E10,1314.128,1314.128,0.001289345,1.0,0.9020612,7.489575E-5,0.006031489,9.228323E-4,0.001959088,2.332923E-4,0.02741943,4.056488E-5,2.938024E-4,9.835523E-4,1.098442E-5,2.528015E-5,0.01244725,3.340941E-4,2.228024E-5,5.770377E-5,3.062848E-4,1.111308E-5,2.256768E-5,8.093315E-6,2.624215E-5,0.00430412,1.995531E-4,1.651243E-4,0.004468441,1.207089E-5,3.64951E-5,7.24041E-5,6.35492E-8,3.584416E-5,5.350647E-7,2.752798E-7,6.458028E-5,0.003239608,8.686878E-5,0.00155926,4.734445E-5,2.816074E-6,3.972221E-4,0.003149906,0.003674459,7.595562E-5,3.079077E-8,6.080727E-7,1.539362E-5,8.076153E-8,1.437401E-5,0.006283457,0.003028943,0.01575527,8.90182,8.255114E-5,504857.9,504857.9
1.007878E-5,15.61732,-1.62443E10,1309.376,1309.376,0.001289345,1.0,0.8990337,6.648869E-5,0.006589357,8.299106E-4,0.002100859,2.113079E-4,0.0292382,3.810531E-5,3.282839E-4,0.001042304,1.023681E-5,2.21613E-5,0.01319317,3.248956E-4,2.575339E-5,6.302283E-5,3.208218E-4,9.701561E-6,2.409074E-5,9.968465E-6,2.973606E-5,0.004514797,2.176651E-4,1.582288E-4,0.004777838,1.151404E-5,4.280837E-5,7.865879E-5,8.525877E-8,4.17771E-5,6.359801E-7,3.624758E-7,6.66251E-5,0.003381198,9.363376E-5,0.001643769,4.976617E-5,3.26206E-6,4.134198E-4,0.003277663,0.003652257,7.511555E-5,4.1057E-8,7.527252E-7,1.751915E-5,9.893935E-8,1.601759E-5,0.006014278,0.002849097,0.01507229,8.870432,8.255862E-5,503077.8,503077.8
1.010707E-5,15.61729,-1.619969E10,1309.288,1309.288,0.001289345,1.0,0.8989778,6.634134E-5,0.006599755,8.282721E-4,0.002103463,2.10918E-4,0.02927185,3.805928E-5,3.289369E-4,0.001043359,1.022349E-5,2.210697E-5,0.01320685,3.247271E-4,2.582028E-5,6.312343E-5,3.210794E-4,9.677037E-6,2.411833E-5,1.0006E-5,2.980187E-5,0.004518582,2.180008E-4,1.581016E-4,0.004783559,1.150298E-5,4.292932E-5,7.877632E-5,8.571053E-8,4.189198E-5,6.37933E-7,3.642687E-7,6.665998E-5,0.003383725,9.375652E-5,0.001645291,4.98116E-5,3.27063E-6,4.137099E-4,0.003279915,0.003651849,7.509612E-5,4.126811E-8,7.555989E-7,1.755929E-5,9.929919E-8,1.604826E-5,0.006009348,0.002845831,0.01505973,8.869854,8.255879E-5,503045.0,503045.0
1.033605E-5,15.61701,-1.584712E10,1308.584,1308.584,0.001289345,1.0,0.8985315,6.517436E-5,0.006682959,8.152848E-4,0.002124247,2.078251E-4,0.02954079,3.7691E-5,3.34176E-4,0.001051747,1.011769E-5,2.167711E-5,0.01331596,3.233815E-4,2.635837E-5,6.39304E-5,3.231235E-4,9.483077E-6,2.433803E-5,1.030997E-5,3.032916E-5,0.004548688,2.206843E-4,1.570859E-4,0.004829277,1.141376E-5,4.39014E-5,7.971811E-5,8.939308E-8,4.281706E-5,6.536544E-7,3.788519E-7,6.693485E-5,0.003403789,9.473421E-5,0.001657394,5.017551E-5,3.339547E-6,4.160154E-4,0.003297759,0.003648594,7.493599E-5,4.298518E-8,7.78837E-7,1.788117E-5,1.022074E-7,1.629366E-5,0.005970011,0.002819805,0.01495952,8.865243,8.256024E-5,502783.5,502783.5
1.390919E-5,15.61191,-1.176815E10,1299.234,1299.234,0.001289345,1.0,0.8926433,5.135963E-5,0.007805048,6.599076E-4,0.002396246,1.703269E-4,0.03310825,3.279608E-5,4.068989E-4,0.001156214,8.819746E-6,1.664426E-5,0.01473476,3.057188E-4,3.40925E-5,7.514971E-5,3.478463E-4,7.222996E-6,2.712845E-5,1.505328E-5,3.749515E-5,0.004923416,2.562823E-4,1.438021E-4,0.005434876,1.014151E-5,5.767287E-5,9.264208E-5,1.517398E-7,5.626116E-5,8.809529E-7,6.183259E-7,6.998366E-5,0.003649201,1.071372E-4,0.001808492,5.513495E-5,4.326734E-6,4.444517E-4,0.003509885,0.003605957,7.211606E-5,7.114825E-8,1.133615E-6,2.231428E-5,1.463548E-7,1.958146E-5,0.005459128,0.002487699,0.01364927,8.804783,8.258725E-5,499354.5,499354.5
1.449087E-5,15.611,-1.128574E10,1297.945,1297.945,0.001289345,1.0,0.8918363,4.96834E-5,0.007962616,6.408342E-4,0.002433256,1.656522E-4,0.03360002,3.21293E-5,4.173881E-4,0.001169648,8.655535E-6,1.604087E-5,0.01492608,3.033024E-4,3.524838E-5,7.677517E-5,3.509143E-4,6.95343E-6,2.749564E-5,1.582116E-5,3.849837E-5,0.00497146,2.611768E-4,1.420069E-4,0.005518213,9.95934E-6,5.969714E-5,9.449071E-5,1.62611E-7,5.82918E-5,9.15035E-7,6.588158E-7,7.032169E-5,0.003679964,1.087608E-4,0.001827915,5.583544E-5,4.473847E-6,4.480519E-4,0.003535531,0.003600147,7.164071E-5,7.590281E-8,1.189673E-6,2.294782E-5,1.533004E-7,2.003695E-5,0.005390302,0.00244382,0.01347152,8.796554,8.259207E-5,498887.9,498887.9
1.452477E-5,15.61094,-1.125876E10,1297.871,1297.871,0.001289345,1.0,0.8917903,4.958939E-5,0.007971623,6.397629E-4,0.002435363,1.653892E-4,0.03362806,3.20914E-5,4.179895E-4,0.001170407,8.646274E-6,1.600708E-5,0.01493696,3.031648E-4,3.531496E-5,7.686845E-5,3.510868E-4,6.938341E-6,2.751646E-5,1.586585E-5,3.855561E-5,0.004974173,2.614557E-4,1.419049E-4,0.005522963,9.948939E-6,5.981347E-5,9.459663E-5,1.632498E-7,5.840892E-5,9.169985E-7,6.611845E-7,7.03404E-5,0.003681695,1.088527E-4,0.001829013,5.587548E-5,4.482318E-6,4.482547E-4,0.003536967,0.003599817,7.161307E-5,7.61809E-8,1.192924E-6,2.29841E-5,1.53703E-7,2.006292E-5,0.005386389,0.002441332,0.01346141,8.796086,8.259235E-5,498861.3,498861.3
1.479538E-5,15.61052,-1.104774E10,1297.29,1297.29,0.001289345,1.0,0.8914273,4.885273E-5,0.008042847,6.313621E-4,0.002451993,1.633244E-4,0.03384951,3.179252E-5,4.227524E-4,0.001176377,8.573521E-6,1.574247E-5,0.01502274,3.020778E-4,3.584342E-5,7.760751E-5,3.524402E-4,6.820232E-6,2.768038E-5,1.622232E-5,3.900782E-5,0.004995498,2.636576E-4,1.411001E-4,0.005560478,9.866751E-6,6.07357E-5,9.543524E-5,1.683691E-7,5.933911E-5,9.325837E-7,6.801263E-7,7.0486E-5,0.003695283,1.095762E-4,0.001837637,5.619208E-5,4.549542E-6,4.498481E-4,0.003548208,0.003597205,7.139281E-5,7.840446E-8,1.218812E-6,2.327121E-5,1.569085E-7,2.026802E-5,0.005355532,0.002421734,0.01338161,8.79239,8.259461E-5,498651.7,498651.7
1.494592E-5,15.61028,-1.093353E10,1296.972,1296.972,0.001289345,1.0,0.8912283,4.845311E-5,0.008081966,6.268006E-4,0.002461104,1.622019E-4,0.03397095,3.162899E-5,4.253735E-4,0.001179631,8.533912E-6,1.559907E-5,0.01506969,3.014821E-4,3.613511E-5,7.801448E-5,3.531755E-4,6.756255E-6,2.776992E-5,1.64204E-5,3.925584E-5,0.005007116,2.648645E-4,1.406598E-4,0.005581045,9.821664E-6,6.124395E-5,9.589657E-5,1.712316E-7,5.985298E-5,9.411869E-7,6.906869E-7,7.056426E-5,0.00370267,1.09971E-4,0.001842337,5.636594E-5,4.58664E-6,4.50715E-4,0.003554297,0.003595774,7.12706E-5,7.964398E-8,1.233164E-6,2.342907E-5,1.586852E-7,2.038047E-5,0.005338644,0.002411027,0.01333792,8.790365,8.259587E-5,498536.9,498536.9
1.516802E-5,15.60993,-1.076904E10,1296.508,1296.508,0.001289345,1.0,0.8909386,4.787662E-5,0.008139033,6.202141E-4,0.002474363,1.605793E-4,0.03414782,3.13913E-5,4.292035E-4,0.001184346,8.476587E-6,1.539237E-5,0.01513795,3.006148E-4,3.656251E-5,7.860951E-5,3.542377E-4,6.664059E-6,2.789989E-5,1.671238E-5,3.961714E-5,0.00502394,2.666215E-4,1.400195E-4,0.005610998,9.755976E-6,6.19876E-5,9.657049E-5,1.754745E-7,6.060647E-5,9.537928E-7,7.062985E-7,7.067621E-5,0.003713345,1.105437E-4,0.001849144,5.661949E-5,4.640984E-6,4.519689E-4,0.00356307,0.003593692,7.109076E-5,8.147616E-8,1.254274E-6,2.365956E-5,1.612978E-7,2.054423E-5,0.00531409,0.002395481,0.01327436,8.787419,8.259773E-5,498369.8,498369.8
1.564839E-5,15.60916,-1.042864E10,1295.528,1295.528,0.001289345,1.0,0.8903269,4.667925E-5,0.008259962,6.06512E-4,0.002502342,1.571971E-4,0.03452161,3.089095E-5,4.373442E-4,0.001194215,8.356825E-6,1.496371E-5,0.01528177,2.987833E-4,3.747532E-5,7.987557E-5,3.564492E-4,6.472997E-6,2.817289E-5,1.734266E-5,4.038066E-5,0.005059125,2.703315E-4,1.38671E-4,0.00567428,9.617158E-6,6.357178E-5,9.80022E-5,1.847255E-7,6.221787E-5,9.80717E-7,7.401742E-7,7.090513E-5,0.003735585,1.117447E-4,0.001863381,5.715649E-5,4.757009E-6,4.545851E-4,0.003581242,0.003589296,7.070396E-5,8.545096E-8,1.299671E-6,2.414876E-5,1.669142E-7,2.089019E-5,0.005262363,0.00236282,0.01314034,8.781205,8.260177E-5,498017.4,498017.4
1.569024E-5,15.6091,-1.039994E10,1295.444,1295.444,0.001289345,1.0,0.8902746,4.657802E-5,0.00827034,6.053522E-4,0.002504736,1.569104E-4,0.03455362,3.084823E-5,4.380443E-4,0.001195055,8.346655E-6,1.492751E-5,0.01529406,2.986266E-4,3.755412E-5,7.998456E-5,3.566365E-4,6.456868E-6,2.819616E-5,1.73975E-5,4.044604E-5,0.005062114,2.70649E-4,1.385559E-4,0.005679699,9.605271E-6,6.370826E-5,9.812531E-5,1.855363E-7,6.23571E-5,9.830411E-7,7.431327E-7,7.092426E-5,0.00373747,1.11847E-4,0.001864591,5.720255E-5,4.767021E-6,4.54807E-4,0.003582775,0.00358892,7.067041E-5,8.579804E-8,1.30361E-6,2.419079E-5,1.674013E-7,2.091981E-5,0.005257943,0.002360035,0.01312888,8.780673,8.260213E-5,497987.2,497987.2
1.579049E-5,15.60894,-1.033179E10,1295.243,1295.243,0.001289345,1.0,0.8901497,4.633754E-5,0.008295095,6.025959E-4,0.002510441,1.562289E-4,0.03462994,3.074647E-5,4.397154E-4,0.001197052,8.322467E-6,1.484155E-5,0.01532333,2.982529E-4,3.774236E-5,8.024472E-5,3.570817E-4,6.418573E-6,2.825158E-5,1.752878E-5,4.060189E-5,0.005069227,2.714059E-4,1.382814E-4,0.005692616,9.576938E-6,6.403414E-5,9.841909E-5,1.874811E-7,6.26898E-5,9.885932E-7,7.502221E-7,7.096953E-5,0.00374195,1.120904E-4,0.00186747,5.731239E-5,4.790939E-6,4.553347E-4,0.003586415,0.003588023,7.059018E-5,8.662973E-8,1.313031E-6,2.429107E-5,1.685665E-7,2.099041E-5,0.005247413,0.002353403,0.01310158,8.779407,8.260297E-5,497915.4,497915.4
1.583256E-5,15.60887,-1.030344E10,1295.16,1295.16,0.001289345,1.0,0.8900976,4.62374E-5,0.008305444,6.014478E-4,0.002512824,1.559449E-4,0.03466183,3.070398E-5,4.404144E-4,0.001197885,8.312383E-6,1.480576E-5,0.01533556,2.980968E-4,3.782117E-5,8.035358E-5,3.572671E-4,6.402633E-6,2.827471E-5,1.758386E-5,4.066701E-5,0.005072192,2.717221E-4,1.381668E-4,0.005698014,9.5651E-6,6.417052E-5,9.854197E-5,1.882987E-7,6.282914E-5,9.909179E-7,7.531997E-7,7.098832E-5,0.003743816,1.121919E-4,0.00186867,5.735831E-5,4.800952E-6,4.555546E-4,0.00358793,0.003587648,7.055654E-5,8.697902E-8,1.316981E-6,2.433301E-5,1.69055E-7,2.101991E-5,0.005243016,0.002350635,0.01309018,8.778878,8.260333E-5,497885.4,497885.4
1.587782E-5,15.6088,-1.027309E10,1295.07,1295.07,0.001289345,1.0,0.8900417,4.613026E-5,0.008316545,6.002191E-4,0.002515379,1.556408E-4,0.03469602,3.065845E-5,4.411645E-4,0.001198777,8.301585E-6,1.476748E-5,0.01534866,2.979294E-4,3.79058E-5,8.04704E-5,3.574656E-4,6.385582E-6,2.829949E-5,1.764308E-5,4.073683E-5,0.005075368,2.720611E-4,1.38044E-4,0.005703801,9.552408E-6,6.431691E-5,9.867383E-5,1.891788E-7,6.297878E-5,9.93414E-7,7.56403E-7,7.100839E-5,0.003745813,1.123007E-4,0.001869956,5.740756E-5,4.811704E-6,4.5579E-4,0.003589549,0.003587247,7.052041E-5,8.735479E-8,1.321226E-6,2.4378E-5,1.695799E-7,2.105153E-5,0.005238302,0.002347669,0.01307795,8.77831,8.260371E-5,497853.2,497853.2
1.637679E-5,15.608,-9.949416E9,1294.098,1294.098,0.001289345,1.0,0.8894361,4.498385E-5,0.008437115,5.870571E-4,0.002543043,1.523795E-4,0.03506663,3.016663E-5,4.493283E-4,0.001208376,8.185551E-6,1.435832E-5,0.01549036,2.961165E-4,3.883018E-5,8.174301E-5,3.595926E-4,6.20344E-6,2.856685E-5,1.829505E-5,4.149318E-5,0.005109513,2.757326E-4,1.367164E-4,0.005766509,9.414953E-6,6.591275E-5,1.001086E-4,1.989391E-7,6.461481E-5,1.020677E-6,7.917968E-7,7.122036E-5,0.003767229,1.134729E-4,0.001883779,5.794203E-5,4.929105E-6,4.583166E-4,0.003606836,0.003582898,7.012419E-5,9.150615E-8,1.367821E-6,2.486714E-5,1.753406E-7,2.139415E-5,0.00518734,0.002315666,0.01294569,8.772171,8.260792E-5,497505.0,497505.0
1.644786E-5,15.60789,-9.904865E9,1293.963,1293.963,0.001289345,1.0,0.8893515,4.482561E-5,0.00845402,5.85238E-4,0.002546909,1.519281E-4,0.03511848,3.009806E-5,4.504755E-4,0.00120971,8.16946E-6,1.430191E-5,0.01551013,2.95863E-4,3.896055E-5,8.1922E-5,3.598867E-4,6.17834E-6,2.860409E-5,1.838774E-5,4.159894E-5,0.00511425,2.762458E-4,1.365311E-4,0.00577528,9.39574E-6,6.613737E-5,1.003102E-4,2.003372E-7,6.484578E-5,1.024522E-6,7.968479E-7,7.124922E-5,0.003770191,1.136359E-4,0.001885697,5.80169E-5,4.945658E-6,4.586665E-4,0.003609216,0.00358229,7.00681E-5,9.209852E-8,1.374426E-6,2.493579E-5,1.76157E-7,2.144206E-5,0.005180227,0.002311209,0.01292722,8.771313,8.260852E-5,497456.4,497456.4
1.678876E-5,15.60734,-9.696287E9,1293.319,1293.319,0.001289345,1.0,0.8889507,4.408347E-5,0.008534199,5.766988E-4,0.002565204,1.49807E-4,0.03536401,2.977425E-5,4.559244E-4,0.001215989,8.093748E-6,1.403757E-5,0.01560361,2.946633E-4,3.958149E-5,8.277278E-5,3.612675E-4,6.060762E-6,2.877979E-5,1.88318E-5,4.209942E-5,0.005136547,2.786748E-4,1.356557E-4,0.005816809,9.30484E-6,6.720559E-5,1.012675E-4,2.070713E-7,6.59466E-5,1.042834E-6,8.211091E-7,7.138322E-5,0.0037841,1.144042E-4,0.001894726,5.837176E-5,5.024479E-6,4.603108E-4,0.003620349,0.003579413,6.98004E-5,9.49435E-8,1.405998E-6,2.526161E-5,1.800589E-7,2.166881E-5,0.005146606,0.002290172,0.01283986,8.767256,8.261139E-5,497226.2,497226.2
2.027772E-5,15.60186,-7.956646E9,1287.416,1287.416,0.001289345,1.0,0.8852834,3.779155E-5,0.009280425,5.037273E-4,0.002732289,1.315369E-4,0.03761869,2.687434E-5,5.072303E-4,0.001271158,7.433709E-6,1.181205E-5,0.01644927,2.836953E-4,4.556105E-5,9.083503E-5,3.730627E-4,5.073607E-6,3.034919E-5,2.331666E-5,4.665307E-5,0.005330969,3.008507E-4,1.277555E-4,0.0061976,8.480299E-6,7.736196E-5,1.102838E-4,2.782063E-7,7.660551E-5,1.219009E-6,1.071314E-6,7.241799E-5,0.00390289,1.211933E-4,0.001973501,6.164581E-5,5.781828E-6,4.744576E-4,0.00371245,0.003553108,6.719958E-5,1.242693E-7,1.718939E-6,2.830716E-5,2.186971E-7,2.373919E-5,0.004842384,0.002102214,0.01204644,8.73031,8.264046E-5,495130.9,495130.9
2.040792E-5,15.60165,-7.903057E9,1287.217,1287.217,0.001289345,1.0,0.8851598,3.759453E-5,0.009305983,5.01424E-4,0.002737912,1.309559E-4,0.03769492,2.677885E-5,5.090049E-4,0.001272946,7.412461E-6,1.174285E-5,0.01647745,2.833262E-4,4.577219E-5,9.111568E-5,3.73434E-4,5.042994E-6,3.040089E-5,2.348179E-5,4.680505E-5,0.005337214,3.015958E-4,1.274929E-4,0.006210456,8.452862E-6,7.771631E-5,1.10596E-4,2.809284E-7,7.698364E-5,1.225222E-6,1.080686E-6,7.244701E-5,0.003906622,1.214142E-4,0.001976032,6.175675E-5,5.808507E-6,4.749054E-4,0.003715244,0.003552222,6.710774E-5,1.253676E-7,1.730268E-6,2.841176E-5,2.200951E-7,2.38087E-5,0.004832241,0.002096023,0.01201989,8.729071,8.264152E-5,495060.6,495060.6
