Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H3_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_IC3H7_Soln#9 (),Mole_fraction_NC3H7_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_PC4H9_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H5_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_NC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_DIALLYL_Soln#9 (),Mole_fraction_CYC6H8_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_LC6H6_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_NPBENZ_Soln#9 (),Mole_fraction_NC12H26_Soln#9 (),Mole_fraction_NC16H34_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
1.471125E-4,15.51703,-8.645217E8,1231.007,1231.007,0.001289345,1.0,0.8495727,7.716274E-6,0.01824903,1.24037E-4,0.004403783,3.289999E-5,0.06039114,7.645385E-6,0.001155145,0.00161396,3.199947E-6,1.827323E-6,0.02346356,1.8497E-4,1.418211E-4,2.017909E-4,4.149356E-4,7.376099E-7,4.204835E-5,1.287635E-4,6.744006E-5,0.006176343,4.905248E-4,6.355263E-5,0.009914702,2.665676E-6,2.16346E-4,2.355822E-4,2.86951E-6,2.543165E-4,4.131319E-6,7.772778E-6,6.853621E-5,0.004127853,1.559712E-4,0.002309113,9.059922E-5,1.676653E-5,5.07565E-4,0.003624684,0.003290652,3.891765E-5,9.722326E-7,8.051165E-6,6.26978E-5,1.01476E-6,4.018301E-5,0.002237519,7.032423E-4,0.005112916,8.39342,8.309219E-5,476024.5,476024.5
1.517614E-4,15.51567,-8.332918E8,1230.235,1230.235,0.001289345,1.0,0.8490509,7.533462E-6,0.018411,1.213696E-4,0.004429783,3.219383E-5,0.0607361,7.486138E-6,0.001166899,0.001616576,3.158489E-6,1.773385E-6,0.02354408,1.837116E-4,1.439057E-4,2.038998E-4,4.146224E-4,7.149839E-7,4.216119E-5,1.313764E-4,6.718124E-5,0.006172139,4.925775E-4,6.279874E-5,0.009967531,2.614577E-6,2.189971E-4,2.381748E-4,2.950773E-6,2.582421E-4,4.199152E-6,7.94593E-6,6.833387E-5,0.004116686,1.559101E-4,0.002307204,9.09152E-5,1.696832E-5,5.063401E-4,0.003609482,0.003286687,3.85518E-5,9.968618E-7,8.207767E-6,6.324163E-5,1.034931E-6,4.032777E-5,0.002204841,6.886067E-4,0.005026148,8.388896,8.309953E-5,475768.0,475768.0
1.567362E-4,15.51426,-8.020438E8,1229.439,1229.439,0.001289345,1.0,0.848511,7.348836E-6,0.01857978,1.186656E-4,0.004456757,3.147797E-5,0.06109342,7.324443E-6,0.001179142,0.001619215,3.116042E-6,1.719099E-6,0.0236265,1.824163E-4,1.460887E-4,2.060962E-4,4.142711E-4,6.922322E-7,4.227556E-5,1.341142E-4,6.689378E-5,0.006167201,4.946663E-4,6.202442E-5,0.01002207,2.562612E-6,2.217621E-4,2.408906E-4,3.036866E-6,2.623565E-4,4.270473E-6,8.127481E-6,6.812095E-5,0.004104639,1.558246E-4,0.002304994,9.123621E-5,1.717768E-5,5.050118E-4,0.003593322,0.003282582,3.817573E-5,1.022891E-6,8.372565E-6,6.380462E-5,1.056182E-6,4.047322E-5,0.002171215,6.736396E-4,0.004936949,8.384231,8.310708E-5,475503.4,475503.4
1.616026E-4,15.51293,-7.734482E8,1228.689,1228.689,0.001289345,1.0,0.8480002,7.178308E-6,0.01874059,1.161589E-4,0.004482348,3.08143E-5,0.06143185,7.174305E-6,0.001190803,0.001621648,3.076301E-6,1.669131E-6,0.02370365,1.81197E-4,1.481788E-4,2.081875E-4,4.13913E-4,6.713085E-7,4.238149E-5,1.367364E-4,6.660358E-5,0.006161976,4.966088E-4,6.129718E-5,0.01007354,2.514288E-6,2.243987E-4,2.434917E-4,3.120244E-6,2.662992E-4,4.339029E-6,8.301463E-6,6.791618E-5,0.004092778,1.557228E-4,0.002302681,9.153417E-5,1.737624E-5,5.036978E-4,0.00357763,0.003278695,3.782223E-5,1.048036E-6,8.53112E-6,6.433747E-5,1.076652E-6,4.060672E-5,0.002139577,6.596443E-4,0.004853106,8.379831,8.311419E-5,475253.9,475253.9
1.65603E-4,15.51187,-7.512762E8,1228.092,1228.092,0.001289345,1.0,0.8475924,7.045003E-6,0.01886977,1.14193E-4,0.004502828,3.02938E-5,0.0617023,7.056403E-6,0.001200166,0.001623545,3.044861E-6,1.630187E-6,0.02376464,1.80228E-4,1.498649E-4,2.098664E-4,4.136093E-4,6.550139E-7,4.246444E-5,1.38852E-4,6.635927E-5,0.006157413,4.981356E-4,6.07203E-5,0.01011455,2.476289E-6,2.265183E-4,2.455908E-4,3.188185E-6,2.694823E-4,4.39453E-6,8.441897E-6,6.77504E-5,0.004082983,1.556266E-4,0.002300678,9.176792E-5,1.753507E-5,5.026084E-4,0.003564821,0.003275589,3.754162E-5,1.068482E-6,8.659582E-6,6.4763E-5,1.093254E-6,4.071036E-5,0.002114442,6.485861E-4,0.004786555,8.376329,8.311984E-5,475055.3,475055.3
1.841723E-4,15.50736,-6.616897E8,1225.529,1225.529,0.001289345,1.0,0.8458275,6.495822E-6,0.0194373,1.060327E-4,0.004592011,2.813319E-5,0.06287581,6.565587E-6,0.001241267,0.001631306,2.911641E-6,1.47091E-6,0.0240225,1.760772E-4,1.573468E-4,2.172269E-4,4.121115E-4,5.884909E-7,4.280652E-5,1.482336E-4,6.517549E-5,0.006133626,5.044921E-4,5.826085E-5,0.01029114,2.317603E-6,2.358456E-4,2.549152E-4,3.496906E-6,2.836324E-4,4.642857E-6,9.065105E-6,6.700939E-5,0.004037232,1.55057E-4,0.002290407,9.273538E-5,1.822506E-5,4.974756E-4,0.003506499,0.003262125,3.634335E-5,1.16088E-6,9.235528E-6,6.660555E-5,1.167868E-6,4.112835E-5,0.002006897,6.018881E-4,0.004502467,8.361277,8.314401E-5,474201.6,474201.6
1.897891E-4,15.50611,-6.382528E8,1224.814,1224.814,0.001289345,1.0,0.8453307,6.34911E-6,0.01959954,1.038353E-4,0.004617273,2.755134E-5,0.06320695,6.43304E-6,0.001253006,0.001633357,2.874972E-6,1.42869E-6,0.02409322,1.749217E-4,1.595075E-4,2.193257E-4,4.116362E-4,5.708923E-7,4.289768E-5,1.509388E-4,6.480616E-5,0.006125731,5.062045E-4,5.757962E-5,0.01034055,2.274606E-6,2.385164E-4,2.576119E-4,3.588266E-6,2.87727E-4,4.715191E-6,9.244883E-6,6.679401E-5,0.004023364,1.548508E-4,0.002287042,9.299396E-5,1.841977E-5,4.959073E-4,0.003489241,0.00325833,3.601089E-5,1.188066E-6,9.403668E-6,6.712413E-5,1.189706E-6,4.123675E-5,0.001976999,5.890867E-4,0.004423696,8.357072,8.315072E-5,473963.1,473963.1
1.958703E-4,15.50481,-6.144914E8,1224.067,1224.067,0.001289345,1.0,0.8448102,6.198953E-6,0.01977074,1.015782E-4,0.00464382,2.695371E-5,0.06355432,6.29674E-6,0.001265387,0.001635444,2.836935E-6,1.385631E-6,0.02416642,1.73717E-4,1.617978E-4,2.215372E-4,4.111126E-4,5.529596E-7,4.299068E-5,1.53803E-4,6.440262E-5,0.006116884,5.079612E-4,5.687102E-5,0.01039218,2.230326E-6,2.413367E-4,2.604727E-4,3.686189E-6,2.920712E-4,4.792165E-6,9.435238E-6,6.656517E-5,0.004008361,1.546127E-4,0.002283289,9.325805E-5,1.862391E-5,4.942051E-4,0.003470761,0.00325435,3.566483E-5,1.217126E-6,9.58279E-6,6.766734E-5,1.212997E-6,4.134583E-5,0.001945851,5.758352E-4,0.004341736,8.352681,8.31577E-5,473714.1,473714.1
2.0E-4,15.50396,-5.992295E8,1223.576,1223.576,0.001289345,1.0,0.8444664,6.101714E-6,0.0198845,1.001121E-4,0.0046614,2.656553E-5,0.06378401,6.208122E-6,0.001273611,0.001636787,2.812018E-6,1.357832E-6,0.02421428,1.729246E-4,1.633257E-4,2.23005E-4,4.107526E-4,5.413911E-7,4.305071E-5,1.557115E-4,6.412699E-5,0.006110718,5.091004E-4,5.64058E-5,0.0104262,2.2015E-6,2.43212E-4,2.623824E-4,3.752124E-6,2.949715E-4,4.843681E-6,9.562066E-6,6.641224E-5,0.003998188,1.544431E-4,0.002280684,9.342858E-5,1.87588E-5,4.930475E-4,0.003458333,0.00325172,3.543749E-5,1.236647E-6,9.702787E-6,6.802607E-5,1.228616E-6,4.141535E-5,0.001925374,5.671713E-4,0.004287917,8.349789,8.316228E-5,473550.1,473550.1
2.270894E-4,15.49889,-5.13716E8,1220.631,1220.631,0.001289345,1.0,0.8423825,5.544382E-6,0.02058587,9.163893E-5,0.004768719,2.432207E-5,0.06518005,5.694725E-6,0.001324263,0.001644335,2.664564E-6,1.199856E-6,0.0244954,1.681782E-4,1.728462E-4,2.320163E-4,4.083268E-4,4.757874E-7,4.338941E-5,1.675518E-4,6.230715E-5,0.006067756,5.156261E-4,5.363535E-5,0.01063083,2.033906E-6,2.547923E-4,2.7431E-4,4.174101E-6,3.130858E-4,5.16767E-6,1.034835E-5,6.545543E-5,0.003931983,1.531998E-4,0.002262713,9.439096E-5,1.957562E-5,4.854603E-4,0.003379245,0.003235754,3.408142E-5,1.360711E-6,1.045978E-5,7.019705E-5,1.327426E-6,4.179183E-5,0.001802998,5.161988E-4,0.003967364,8.332412,8.318947E-5,472564.5,472564.5
2.346282E-4,15.49762,-4.936559E8,1219.886,1219.886,0.001289345,1.0,0.8418494,5.41024E-6,0.02076866,8.958069E-5,0.004796396,2.377714E-5,0.06553833,5.56972E-6,0.001337449,0.001646102,2.627798E-6,1.162199E-6,0.0245648,1.669791E-4,1.753557E-4,2.343529E-4,4.076388E-4,4.601861E-7,4.346891E-5,1.706543E-4,6.180219E-5,0.006055199,5.171874E-4,5.294001E-5,0.01068273,1.99294E-6,2.578156E-4,2.774629E-4,4.288521E-6,3.178726E-4,5.253898E-6,1.055409E-5,6.520244E-5,0.003913782,1.528214E-4,0.002257508,9.461637E-5,1.978403E-5,4.833596E-4,0.003357975,0.003231664,3.374046E-5,1.394094E-6,1.066199E-5,7.075125E-5,1.353901E-6,4.18754E-5,0.001772169,5.035804E-4,0.003886934,8.328008,8.319626E-5,472314.7,472314.7
2.401535E-4,15.49673,-4.798064E8,1219.358,1219.358,0.001289345,1.0,0.84147,5.316788E-6,0.02089957,8.814228E-5,0.004816147,2.339632E-5,0.06579357,5.482292E-6,0.00134689,0.001647318,2.601868E-6,1.136053E-6,0.02461355,1.661297E-4,1.7716E-4,2.360231E-4,4.071324E-4,4.493632E-7,4.352364E-5,1.728796E-4,6.143363E-5,0.006045871,5.182706E-4,5.24485E-5,0.01071954,1.964249E-6,2.599822E-4,2.797325E-4,4.371613E-6,3.213177E-4,5.316105E-6,1.070154E-5,6.50204E-5,0.003900516,1.525369E-4,0.002253652,9.47713E-5,1.993209E-5,4.818249E-4,0.003342585,0.003228751,3.349931E-5,1.418269E-6,1.080808E-5,7.114522E-5,1.373048E-6,4.193162E-5,0.001750352,4.947055E-4,0.003830099,8.324885,8.320104E-5,472137.6,472137.6
2.471648E-4,15.49564,-4.631857E8,1218.71,1218.71,0.001289345,1.0,0.8410017,5.203695E-6,0.02106216,8.639645E-5,0.004840591,2.293412E-5,0.06610894,5.376114E-6,0.00135861,0.001648773,2.570127E-6,1.104513E-6,0.02467297,1.650854E-4,1.794088E-4,2.380931E-4,4.06488E-4,4.363172E-7,4.358906E-5,1.75646E-4,6.096833E-5,0.006033901,5.19575E-4,5.184564E-5,0.01076483,1.929362E-6,2.626744E-4,2.825643E-4,4.476144E-6,3.256152E-4,5.393877E-6,1.088469E-5,6.479339E-5,0.003883777,1.521681E-4,0.002248718,9.495608E-5,2.01145E-5,4.798845E-4,0.003323295,0.003225155,3.320336E-5,1.4486E-6,1.099097E-5,7.163098E-5,1.397045E-6,4.199722E-5,0.001723562,4.838711E-4,0.003760411,8.321042,8.320689E-5,471919.7,471919.7
2.527739E-4,15.4948,-4.505978E8,1218.207,1218.207,0.001289345,1.0,0.840637,5.117323E-6,0.02118951,8.505927E-5,0.004859675,2.258012E-5,0.06635476,5.294738E-6,0.001367787,0.001649871,2.545612E-6,1.080501E-6,0.02471867,1.642755E-4,1.811765E-4,2.397115E-4,4.059715E-4,4.263926E-7,4.363834E-5,1.778149E-4,6.059832E-5,0.006024232,5.205655E-4,5.137908E-5,0.01079999,1.902591E-6,2.647844E-4,2.847928E-4,4.559065E-6,3.289965E-4,5.455195E-6,1.102816E-5,6.461487E-5,0.003870466,1.518675E-4,0.002244743,9.509493E-5,2.025625E-5,4.783383E-4,0.003308052,0.003222353,3.297419E-5,1.472597E-6,1.113538E-5,7.20088E-5,1.41601E-6,4.204537E-5,0.001702807,4.755258E-4,0.003706501,8.318059,8.32114E-5,471750.5,471750.5
2.927257E-4,15.48953,-3.757896E8,1214.981,1214.981,0.001289345,1.0,0.8382639,4.589835E-6,0.0220349,7.681713E-5,0.004984967,2.039831E-5,0.06795992,4.792287E-6,0.001428639,0.001656251,2.39029E-6,9.353722E-7,0.02500333,1.590728E-4,1.93046E-4,2.50375E-4,4.02293E-4,3.665583E-7,4.392214E-5,1.922312E-4,5.803699E-5,0.005953713,5.264494E-4,4.840449E-5,0.01102622,1.736626E-6,2.788147E-4,2.998192E-4,5.133043E-6,3.517699E-4,5.870901E-6,1.197777E-5,6.341578E-5,0.003777861,1.496172E-4,0.002215984,9.588354E-5,2.116997E-5,4.67513E-4,0.00320412,0.0032041,3.151064E-5,1.637182E-6,1.211982E-5,7.445593E-5,1.545727E-6,4.229395E-5,0.001570066,4.231709E-4,0.003363474,8.298854,8.323973E-5,470661.3,470661.3
2.985613E-4,15.48885,-3.666568E8,1214.555,1214.555,0.001289345,1.0,0.8379462,4.523592E-6,0.02215029,7.577233E-5,0.005001886,2.012176E-5,0.0681755,4.728501E-6,0.001436936,0.001657004,2.370048E-6,9.173413E-7,0.0250397,1.583851E-4,1.946841E-4,2.518191E-4,4.017585E-4,3.591436E-7,4.395507E-5,1.941985E-4,5.76754E-5,0.005943257,5.271598E-4,4.801445E-5,0.01105614,1.715471E-6,2.807331E-4,3.019022E-4,5.214624E-6,3.549228E-4,5.928791E-6,1.210668E-5,6.325038E-5,0.003764672,1.492767E-4,0.00221175,9.597298E-5,2.12908E-5,4.659624E-4,0.003189588,0.003201655,3.13184E-5,1.660361E-6,1.225774E-5,7.478164E-5,1.563959E-6,4.23184E-5,0.001552609,4.164206E-4,0.003318611,8.296311,8.324337E-5,470517.1,470517.1
3.0E-4,15.48869,-3.644634E8,1214.452,1214.452,0.001289345,1.0,0.8378689,4.507613E-6,0.02217846,7.551997E-5,0.00500601,2.005497E-5,0.06822801,4.713091E-6,0.001438961,0.001657184,2.365139E-6,9.129992E-7,0.02504849,1.58218E-4,1.950846E-4,2.521712E-4,4.01627E-4,3.573587E-7,4.39629E-5,1.946787E-4,5.758678E-5,0.005940676,5.2733E-4,4.791978E-5,0.01106341,1.710357E-6,2.812015E-4,3.024119E-4,5.234656E-6,3.55694E-4,5.942963E-6,1.213812E-5,6.320995E-5,0.003761434,1.491924E-4,0.002210706,9.599416E-5,2.132015E-5,4.655814E-4,0.00318603,0.00320106,3.127173E-5,1.666045E-6,1.229153E-5,7.486086E-5,1.568429E-6,4.232403E-5,0.001548371,4.147864E-4,0.003307727,8.295693,8.324425E-5,470482.0,470482.0
3.49351E-4,15.48374,-3.009055E8,1211.242,1211.242,0.001289345,1.0,0.8354296,4.032342E-6,0.02308381,6.795108E-5,0.005137211,1.805183E-5,0.06988961,4.250437E-6,0.001503992,0.001662132,2.214056E-6,7.851443E-7,0.02531278,1.530069E-4,2.080866E-4,2.6339E-4,3.971712E-4,3.049276E-7,4.41714E-5,2.100659E-4,5.467789E-5,0.005851769,5.321068E-4,4.49906E-5,0.01128981,1.556252E-6,2.962801E-4,3.190402E-4,5.90366E-6,3.80813E-4,6.406688E-6,1.313813E-5,6.18997E-5,0.003653556,1.462452E-4,0.002174991,9.653378E-5,2.223106E-5,4.528243E-4,0.0030694,0.003182266,2.982564E-5,1.8541E-6,1.340525E-5,7.734228E-5,1.716187E-6,4.243511E-5,0.001416952,3.650669E-4,0.002972194,8.276408,8.327086E-5,469388.3,469388.3
3.522766E-4,15.48348,-2.977388E8,1211.069,1211.069,0.001289345,1.0,0.8352966,4.007978E-6,0.02313412,6.755959E-5,0.005144426,1.794823E-5,0.06998049,4.226486E-6,0.001507602,0.001662362,2.206027E-6,7.786606E-7,0.02532644,1.527261E-4,2.088164E-4,2.640075E-4,3.969112E-4,3.022756E-7,4.418054E-5,2.109173E-4,5.451356E-5,0.0058465,5.323331E-4,4.483409E-5,0.01130198,1.548243E-6,2.971193E-4,3.199784E-4,5.942287E-6,3.822276E-4,6.432911E-6,1.319297E-5,6.182634E-5,0.003647354,1.460683E-4,0.002172888,9.655565E-5,2.227975E-5,4.520874E-4,0.003062801,0.003181241,2.974826E-5,1.864855E-6,1.346872E-5,7.747646E-5,1.724635E-6,4.243735E-5,0.001409917,3.624586E-4,0.002954345,8.275368,8.327224E-5,469329.3,469329.4
4.0E-4,15.47978,-2.530903E8,1208.493,1208.493,0.001289345,1.0,0.8332777,3.656308E-6,0.02391032,6.186945E-5,0.0052548,1.644262E-5,0.07136425,3.878192E-6,0.001563272,0.001665327,2.086692E-6,6.859351E-7,0.02552388,1.485012E-4,2.201686E-4,2.734538E-4,3.927446E-4,2.644295E-7,4.428954E-5,2.239829E-4,5.195903E-5,0.005761031,5.353132E-4,4.249785E-5,0.01148434,1.431402E-6,3.100863E-4,3.346491E-4,6.558026E-6,4.043041E-4,6.843205E-6,1.402658E-5,6.06881E-5,0.003549134,1.43173E-4,0.002138968,9.67837E-5,2.30037E-5,4.403715E-4,0.002959613,0.003165676,2.859184E-5,2.034839E-6,1.446976E-5,7.949687E-5,1.858228E-6,4.24207E-5,0.001304781,3.241451E-4,0.002689126,8.259743,8.329218E-5,468443.1,468443.1
4.650113E-4,15.47591,-2.080591E8,1205.558,1205.558,0.001289345,1.0,0.8309014,3.283467E-6,0.02485492,5.574887E-5,0.005386757,1.482341E-5,0.07300264,3.503328E-6,0.001630946,0.001667568,1.95223E-6,5.895256E-7,0.02573125,1.436159E-4,2.342095E-4,2.84728E-4,3.873066E-4,2.252578E-7,4.434218E-5,2.39647E-4,4.883904E-5,0.005646995,5.376614E-4,3.984299E-5,0.01169262,1.304815E-6,3.259138E-4,3.530028E-4,7.358422E-6,4.317986E-4,7.355809E-6,1.500086E-5,5.928965E-5,0.003423722,1.392551E-4,0.002094217,9.677961E-5,2.381119E-5,4.253015E-4,0.002831108,0.003147357,2.727473E-5,2.251868E-6,1.574423E-5,8.182715E-5,2.029274E-6,4.227404E-5,0.001185154,2.82131E-4,0.002391223,8.241737,8.331299E-5,467422.0,467422.0
4.708893E-4,15.47562,-2.0465E8,1205.319,1205.319,0.001289345,1.0,0.830704,3.254358E-6,0.02493496,5.526689E-5,0.005397821,1.469592E-5,0.07313924,3.473806E-6,0.001636677,0.001667693,1.941344E-6,5.820887E-7,0.0257472,1.43214E-4,2.3541E-4,2.856715E-4,3.868285E-4,2.222446E-7,4.434266E-5,2.409596E-4,4.857584E-5,0.005636854,5.377969E-4,3.9627E-5,0.01170958,1.294806E-6,3.272573E-4,3.545835E-4,7.428862E-6,4.341596E-4,7.399848E-6,1.508097E-5,5.917062E-5,0.003412827,1.389046E-4,0.002090264,9.676487E-5,2.38757E-5,4.239871E-4,0.002820098,0.003145836,2.716745E-5,2.270765E-6,1.585512E-5,8.201802E-5,2.044206E-6,4.22554E-5,0.001175422,2.787897E-4,0.002367188,8.240261,8.331458E-5,467338.3,467338.3
4.810197E-4,15.47513,-1.98988E8,1204.916,1204.916,0.001289345,1.0,0.8303698,3.205704E-6,0.025071,5.445993E-5,0.005416589,1.448247E-5,0.07337064,3.424379E-6,0.001646418,0.001667882,1.923013E-6,5.696897E-7,0.02577374,1.425349E-4,2.374546E-4,2.87271E-4,3.860098E-4,2.172239E-7,4.434207E-5,2.43185E-4,4.81292E-5,0.005619449,5.380046E-4,3.926297E-5,0.01173818,1.278036E-6,3.295419E-4,3.572799E-4,7.549562E-6,4.381844E-4,7.474911E-6,1.521619E-5,5.89681E-5,0.003394215,1.383023E-4,0.002083487,9.673459E-5,2.398389E-5,4.217398E-4,0.002801345,0.003143261,2.698658E-5,2.30307E-6,1.604469E-5,8.234008E-5,2.06975E-6,4.222152E-5,0.001159019,2.731857E-4,0.002326755,8.237769,8.331722E-5,467196.9,467196.9
5.0E-4,15.47427,-1.890476E8,1204.191,1204.191,0.001289345,1.0,0.8297629,3.119318E-6,0.02531985,5.302279E-5,0.005450786,1.410234E-5,0.0737914,3.336354E-6,0.001664233,0.001668157,1.890036E-6,5.477731E-7,0.02582045,1.413058E-4,2.412062E-4,2.901825E-4,3.844933E-4,2.083582E-7,4.433645E-5,2.47236E-4,4.731515E-5,0.005587084,5.383121E-4,3.860696E-5,0.01178968,1.248127E-6,3.337237E-4,3.622421E-4,7.773426E-6,4.455823E-4,7.612841E-6,1.546026E-5,5.859715E-5,0.003359889,1.371804E-4,0.002070918,9.666235E-5,2.417703E-5,4.175893E-4,0.00276693,0.003138586,2.666052E-5,2.362744E-6,1.639488E-5,8.292144E-5,2.116997E-6,4.215254E-5,0.001129468,2.631749E-4,0.002254148,8.233266,8.332183E-5,466941.6,466941.6
5.83267E-4,15.4713,-1.536965E8,1201.394,1201.394,0.001289345,1.0,0.8273586,2.800787E-6,0.02632934,4.767276E-5,0.005587798,1.26874E-5,0.07546568,3.008763E-6,0.001736486,0.001668354,1.763257E-6,4.681163E-7,0.02598583,1.364835E-4,2.565804E-4,3.018008E-4,3.780998E-4,1.76242E-7,4.425375E-5,2.633843E-4,4.406551E-5,0.005449027,5.386051E-4,3.607165E-5,0.01198817,1.136316E-6,3.507281E-4,3.827809E-4,8.7234E-6,4.760756E-4,8.179909E-6,1.640264E-5,5.70864E-5,0.003217151,1.323744E-4,0.002017731,9.614283E-5,2.489518E-5,4.002537E-4,0.00262606,0.003120083,2.53988E-5,2.612584E-6,1.786248E-5,8.517589E-5,2.315825E-6,4.178094E-5,0.001015427,2.25611E-4,0.001977057,8.215718,8.333781E-5,465946.3,465946.3
5.918881E-4,15.47106,-1.506544E8,1201.135,1201.135,0.001289345,1.0,0.8271305,2.772439E-6,0.02642712,4.719254E-5,0.005600925,1.256041E-5,0.07562514,2.979371E-6,0.001743484,0.001668298,1.751544E-6,4.611215E-7,0.02599983,1.360295E-4,2.580822E-4,3.029094E-4,3.774609E-4,1.734305E-7,4.424069E-5,2.64922E-4,4.375631E-5,0.005435102,5.385533E-4,3.583635E-5,0.01200651,1.126243E-6,3.523787E-4,3.848055E-4,8.81902E-6,4.790701E-4,8.235398E-6,1.648948E-5,5.693964E-5,0.003203053,1.318885E-4,0.002012403,9.60731E-5,2.495901E-5,3.985353E-4,0.002612331,0.00311833,2.528158E-5,2.63744E-6,1.800871E-5,8.538531E-5,2.335708E-6,4.17373E-5,0.001004864,2.222202E-4,0.00195166,8.214078,8.333912E-5,465853.3,465853.3
6.0E-4,15.47084,-1.478796E8,1200.896,1200.896,0.001289345,1.0,0.8269191,2.746436E-6,0.02651808,4.675143E-5,0.005613116,1.244376E-5,0.07577307,2.952375E-6,0.001749994,0.001668234,1.740734E-6,4.547197E-7,0.02601254,1.356091E-4,2.594812E-4,3.03938E-4,3.768635E-4,1.708587E-7,4.422775E-5,2.663481E-4,4.346968E-5,0.005422063,5.384924E-4,3.561903E-5,0.01202343,1.116985E-6,3.539149E-4,3.866947E-4,8.908555E-6,4.818623E-4,8.287098E-6,1.656951E-5,5.680306E-5,0.003189898,1.314334E-4,0.002007421,9.600514E-5,2.501745E-5,3.969308E-4,0.002599549,0.003116704,2.51733E-5,2.660668E-6,1.814542E-5,8.55787E-5,2.354308E-6,4.16955E-5,9.951121E-4,2.191036E-4,0.001928257,8.212562,8.334031E-5,465767.3,465767.3
7.0E-4,15.46879,-1.194081E8,1198.274,1198.274,0.001289345,1.0,0.8245328,2.470701E-6,0.02756612,4.203605E-5,0.00575203,1.119699E-5,0.07744882,2.663974E-6,0.001825016,0.001666727,1.621885E-6,3.877337E-7,0.02613745,1.308954E-4,2.757289E-4,3.155988E-4,3.697811E-4,1.4403E-7,4.402445E-5,2.824535E-4,4.02449E-5,0.00526623,5.369308E-4,3.321966E-5,0.01220865,1.017697E-6,3.716556E-4,4.088551E-4,9.98044E-6,5.144766E-4,8.887271E-6,1.743597E-5,5.52262E-5,0.00303584,1.2599E-4,0.001948305,9.500778E-5,2.562494E-5,3.78076E-4,0.00245178,0.003098395,2.39769E-5,2.935393E-6,1.976683E-5,8.770693E-5,2.575757E-6,4.113339E-5,8.877976E-4,1.856967E-4,0.001673627,8.195718,8.335135E-5,464812.1,464812.1
7.14123E-4,15.46858,-1.160896E8,1197.946,1197.946,0.001289345,1.0,0.8242248,2.437373E-6,0.02770437,4.146118E-5,0.005770147,1.104501E-5,0.07766603,2.628842E-6,0.001834916,0.001666426,1.606956E-6,3.797552E-7,0.02615102,1.302904E-4,2.77889E-4,3.171105E-4,3.688205E-4,1.408452E-7,4.399026E-5,2.84531E-4,3.98311E-5,0.005244934,5.36608E-4,3.291698E-5,0.01223176,1.005552E-6,3.740017E-4,4.118331E-4,1.012743E-5,5.188395E-4,8.966937E-6,1.754217E-5,5.501784E-5,0.003015208,1.252463E-4,0.001940286,9.484671E-5,2.569584E-5,3.755423E-4,0.002432249,0.003096036,2.382586E-5,2.972603E-6,1.998721E-5,8.797381E-5,2.605977E-6,4.10484E-5,8.743168E-4,1.816191E-4,0.001642043,8.193581,8.335245E-5,464690.8,464690.8
