Time_Soln#24 (sec),Volume_Soln#24 (cm3),Volumetric_heat_production_rate_Soln#24 (erg/cm3-sec),Surface_temperature_Soln#24 (K),Temperature_Soln#24 (K),Mass_Soln#24 (g),Pressure_Soln#24 (atm),Mole_fraction_H2_Soln#24 (),Mole_fraction_H_Soln#24 (),Mole_fraction_CH4_Soln#24 (),Mole_fraction_CH3_Soln#24 (),Mole_fraction_CH2_Soln#24 (),Mole_fraction_C2H6_Soln#24 (),Mole_fraction_C2H5_Soln#24 (),Mole_fraction_C2H4_Soln#24 (),Mole_fraction_C2H3_Soln#24 (),Mole_fraction_C2H2_Soln#24 (),Mole_fraction_C3H8_Soln#24 (),Mole_fraction_IC3H7_Soln#24 (),Mole_fraction_NC3H7_Soln#24 (),Mole_fraction_C3H6_Soln#24 (),Mole_fraction_C3H5-A_Soln#24 (),Mole_fraction_C3H5-T_Soln#24 (),Mole_fraction_C3H4-P_Soln#24 (),Mole_fraction_C3H4-A_Soln#24 (),Mole_fraction_C3H3_Soln#24 (),Mole_fraction_C3H2_Soln#24 (),Mole_fraction_NC4H10_Soln#24 (),Mole_fraction_PC4H9_Soln#24 (),Mole_fraction_C4H8-1_Soln#24 (),Mole_fraction_C4H8-2_Soln#24 (),Mole_fraction_C4H71-3_Soln#24 (),Mole_fraction_C4H6_Soln#24 (),Mole_fraction_C4H5_Soln#24 (),Mole_fraction_C4H4_Soln#24 (),Mole_fraction_C4H2_Soln#24 (),Mole_fraction_C6H6_Soln#24 (),Mole_fraction_FULVENE_Soln#24 (),Mole_fraction_C5H6_Soln#24 (),Mole_fraction_C10H8_Soln#24 (),Mole_fraction_NC5H12_Soln#24 (),Mole_fraction_NC5H11_Soln#24 (),Mole_fraction_NC5H10_Soln#24 (),Mole_fraction_LC5H8_Soln#24 (),Mole_fraction_NC6H12_Soln#24 (),Mole_fraction_NC7H15_Soln#24 (),Mole_fraction_NC7H14_Soln#24 (),Mole_fraction_C7H8_Soln#24 (),Mole_fraction_C7H7_Soln#24 (),Mole_fraction_C6H5C2H_Soln#24 (),Mole_fraction_C12H8_Soln#24 (),Mole_fraction_C14H10_Soln#24 (),Mole_fraction_NC10H21_Soln#24 (),Mole_fraction_NC12H25_Soln#24 (),Mole_fraction_NC12H26_Soln#24 (),Mole_fraction_NC16H34_Soln#24 (),Mole_fraction_NC10H20_Soln#24 (),Molecular_weight_Soln#24 (g/mole),Mass_density_Soln#24 (g/cm3),Unburned_hydrocarbons_Soln#24 (ppm),Volatile_organic_compounds_Soln#24 (ppm)
0.0,15.7,-1.006999E15,2150.0,2150.0,8.395732E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.3476E-5,535064.1,535064.1
4.24574E-14,15.69996,-1.007423E15,2149.989,2149.989,8.395732E-4,1.0,0.9514576,3.25245E-10,1.345513E-17,2.093898E-10,2.500812E-22,2.522052E-14,3.902382E-7,5.867611E-10,7.212089E-13,1.402117E-16,1.467797E-14,8.20957E-13,3.90197E-7,7.719387E-10,2.729686E-7,9.593673E-19,4.04787E-16,1.135824E-14,2.665317E-18,4.847927E-29,9.495439E-15,3.902841E-7,3.518952E-10,3.983409E-15,2.729385E-7,2.322308E-11,1.085943E-20,3.857946E-19,1.016666E-19,7.06978E-19,1.491696E-28,1.958594E-25,3.805768E-30,3.899344E-19,5.993423E-7,3.672317E-10,2.008037E-19,6.635524E-11,1.397579E-6,2.749393E-10,0.004080999,2.556651E-11,1.237714E-35,2.366819E-50,2.771586E-22,3.367504E-7,6.943411E-7,0.01103235,0.006639023,0.02678516,9.434403,5.347615E-5,535062.8,535062.8
5.221496E-12,15.69493,-1.053724E15,2148.591,2148.591,8.395732E-4,1.0,0.9511435,4.26453E-6,2.19009E-11,2.992461E-6,4.103639E-16,4.076598E-10,5.321658E-5,8.363082E-6,1.171209E-8,3.054558E-12,2.354615E-10,1.313583E-8,5.25876E-5,1.105217E-5,3.334303E-5,2.419597E-14,1.012711E-11,1.742012E-10,4.128947E-12,8.220741E-21,1.546871E-10,5.379754E-5,5.026268E-6,6.571309E-11,3.289704E-5,3.445016E-7,1.847074E-14,3.548251E-13,1.519278E-15,6.360217E-13,1.608748E-20,3.440255E-17,5.85953E-22,8.010622E-13,6.988239E-5,5.2455E-6,1.995407E-12,9.420259E-7,1.576844E-4,3.912164E-6,0.004079648,3.142343E-9,3.279937E-27,3.170951E-36,4.174567E-18,3.92446E-5,7.773524E-5,0.01091136,0.006527702,0.02671284,9.431288,5.349328E-5,534886.2,534886.2
5.899052E-11,15.66309,-1.147453E15,2132.515,2132.515,8.395732E-4,1.0,0.9459465,3.426727E-4,2.123078E-8,2.332621E-4,8.818685E-13,7.392339E-8,9.384134E-4,6.226408E-4,2.043805E-6,1.398737E-9,4.302631E-8,2.207163E-6,8.674399E-4,8.489737E-4,3.54381E-4,1.14375E-10,4.367767E-9,2.389248E-8,4.617115E-9,9.879355E-16,2.835927E-8,9.422587E-4,3.801929E-4,1.272806E-8,3.077897E-4,3.682234E-5,5.80861E-11,3.932603E-10,1.738683E-13,6.396171E-10,1.901261E-16,3.535522E-13,7.629854E-18,2.769869E-9,4.362044E-4,3.9329E-4,1.422405E-8,6.835925E-5,8.067691E-4,2.864885E-4,0.004057311,3.935878E-8,1.985028E-22,4.959344E-29,6.733762E-16,2.3656E-4,3.694755E-4,0.009790651,0.005534966,0.02612855,9.379755,5.360203E-5,531963.5,531963.5
1.435442E-10,15.63656,-9.189422E14,2109.519,2109.519,8.395732E-4,1.0,0.9373344,0.001124947,1.823971E-7,7.411427E-4,1.773174E-11,4.840637E-7,0.002454578,0.001900165,1.210997E-5,1.426512E-8,3.156535E-7,1.341518E-5,0.002172731,0.002638968,7.987177E-4,2.884538E-9,3.155631E-8,1.370643E-7,4.58841E-8,8.048566E-14,1.844509E-7,0.00237567,0.001172092,8.561193E-8,5.886217E-4,1.691804E-4,1.706603E-9,3.880566E-9,8.76857E-13,5.773095E-9,4.633713E-15,8.116261E-12,1.921959E-16,5.089545E-8,4.573848E-4,0.001180064,2.07772E-7,2.053753E-4,7.779089E-4,8.543373E-4,0.004020247,1.234558E-7,1.321875E-20,1.862745E-26,6.665672E-15,2.302847E-4,3.278554E-4,0.008475185,0.00444812,0.02545413,9.294349,5.369297E-5,527119.8,527119.8
3.40836E-10,15.58784,-5.588073E14,2072.614,2072.614,8.395732E-4,1.0,0.9238207,0.002577152,1.052831E-6,0.001607125,2.114708E-10,2.440012E-6,0.004866419,0.003931917,5.089868E-5,1.203845E-7,2.022645E-6,6.083044E-5,0.004113216,0.005474522,0.001647833,3.745202E-8,1.473627E-7,6.533282E-7,3.142332E-7,3.288805E-12,9.419897E-7,0.004520653,0.002423858,4.568052E-7,9.149494E-4,6.007605E-4,3.340504E-8,2.619656E-8,3.784984E-12,3.608213E-8,9.229883E-14,1.572163E-10,3.327908E-15,5.553638E-7,2.989211E-4,0.00228629,1.646112E-6,4.174397E-4,5.083778E-4,0.001689218,0.003961762,4.376253E-7,7.597808E-19,5.64787E-24,7.359101E-14,1.310145E-4,1.894721E-4,0.006587698,0.003034399,0.02421104,9.160288,5.386079E-5,519516.7,519516.7
8.336629E-10,15.49652,-2.759155E14,2022.692,2022.692,8.395732E-4,1.0,0.9069116,0.004828346,4.793629E-6,0.002802982,1.68032E-9,1.013509E-5,0.007849435,0.00648486,1.579285E-4,9.051397E-7,1.178868E-5,2.16245E-4,0.00620699,0.008769775,0.003145675,3.138463E-7,5.085602E-7,2.820314E-6,1.590676E-6,8.336884E-11,4.146089E-6,0.006910603,0.003882062,2.128486E-6,0.001109942,0.001691168,4.566695E-7,1.296394E-7,1.631022E-11,1.841461E-7,1.919511E-12,2.772034E-9,4.593293E-14,4.055E-6,1.533858E-4,0.003242975,8.929986E-6,6.580598E-4,2.686344E-4,0.002539158,0.003887111,1.658121E-6,4.56633E-17,1.748804E-21,8.079611E-13,5.241398E-5,8.083064E-5,0.004386158,0.00163223,0.02202117,8.992333,5.417819E-5,509991.3,509991.3
1.783369E-9,15.38663,-1.381578E14,1974.784,1974.784,8.395732E-4,1.0,0.8918372,0.007272464,1.50451E-5,0.004136048,7.701138E-9,2.914307E-5,0.01040367,0.009043137,3.299056E-4,4.316096E-6,4.624167E-5,5.154576E-4,0.007523182,0.01139904,0.004943358,1.431085E-6,1.218097E-6,8.883135E-6,4.769628E-6,8.608511E-10,1.304392E-5,0.008514775,0.005032729,7.002056E-6,0.001051715,0.0032675,3.010322E-6,3.814744E-7,6.230644E-11,6.35462E-7,2.188986E-11,2.461576E-8,3.573329E-13,1.635062E-5,8.095566E-5,0.003615399,2.966647E-5,8.353565E-4,1.437016E-4,0.003065294,0.003816693,4.923487E-6,1.381578E-15,1.78457E-19,5.491649E-12,1.992972E-5,3.257646E-5,0.002721043,7.865008E-4,0.01937227,8.84204,5.456509E-5,501467.6,501467.6
3.07173E-9,15.2971,-8.148111E13,1939.183,1939.183,8.395732E-4,1.0,0.8810232,0.009124092,3.290822E-5,0.00548908,2.177106E-8,5.821373E-5,0.01207827,0.0113907,5.206994E-4,1.236142E-5,1.136317E-4,8.614939E-4,0.0079693,0.01309849,0.006435518,3.732979E-6,2.175286E-6,1.925167E-5,9.122562E-6,3.724125E-9,2.828089E-5,0.009133795,0.005740521,1.544336E-5,9.195323E-4,0.004693018,9.761905E-6,7.294645E-7,1.865406E-10,1.439855E-6,1.094813E-10,1.008067E-7,1.510157E-12,3.900577E-5,5.095166E-5,0.003611269,6.284936E-5,9.32081E-4,8.953357E-5,0.003292593,0.003760843,1.02986E-5,1.552971E-14,4.192665E-18,2.036228E-11,9.38105E-6,1.553271E-5,0.001784536,4.122566E-4,0.01708404,8.733457,5.488446E-5,495309.4,495309.4
3.516691E-9,15.2745,-7.117301E13,1930.275,1930.275,8.395732E-4,1.0,0.878325,0.009565074,3.996229E-5,0.005919457,2.824092E-8,6.868954E-5,0.01245699,0.01209205,5.815811E-4,1.597596E-5,1.405461E-4,9.654083E-4,0.007998789,0.01350114,0.006815603,4.668282E-6,2.510857E-6,2.318989E-5,1.055672E-5,5.231595E-9,3.408988E-5,0.009193063,0.005898288,1.864376E-5,8.81941E-4,0.005073494,1.281026E-5,8.480586E-7,2.499184E-10,1.74984E-6,1.604532E-10,1.404597E-7,2.167416E-12,4.774191E-5,4.548267E-5,0.003581373,7.474326E-5,9.515118E-4,7.941771E-5,0.003329765,0.003745766,1.229553E-5,2.833086E-14,9.019089E-18,2.802222E-11,7.775663E-6,1.278185E-5,0.001588942,3.451081E-4,0.01647206,8.706203,5.496567E-5,493763.7,493763.7
4.221093E-9,15.24435,-5.91345E13,1918.269,1918.269,8.395732E-4,1.0,0.8746709,0.0101295,5.200036E-5,0.006584465,4.029185E-8,8.555144E-5,0.01293319,0.01313845,6.753805E-4,2.253824E-5,1.858265E-4,0.001115608,0.007981295,0.01403554,0.007323514,6.253857E-6,3.051514E-6,2.968266E-5,1.274482E-5,8.154507E-9,4.368888E-5,0.009202447,0.006098398,2.389885E-5,8.307118E-4,0.005597676,1.825033E-5,1.035548E-6,3.747284E-10,2.264098E-6,2.657196E-10,2.172052E-7,3.540003E-12,6.218594E-5,3.908252E-5,0.003526785,9.363387E-5,9.746179E-4,6.747311E-5,0.003368117,0.003724403,1.554709E-5,6.375372E-14,2.504047E-17,4.295054E-11,6.062194E-6,9.76279E-6,0.001348479,2.68426E-4,0.01562322,8.66916,5.507437E-5,491662.9,491662.9
5.313151E-9,15.20765,-4.657517E13,1903.22,1903.22,8.395732E-4,1.0,0.8700346,0.01076694,7.271279E-5,0.007593415,6.368927E-8,1.121499E-4,0.01345995,0.0146511,8.170988E-4,3.46985E-5,2.607425E-4,0.00131808,0.007860547,0.01469972,0.007941033,8.901649E-6,3.917925E-6,4.020515E-5,1.59486E-5,1.393208E-8,5.928321E-5,0.009087597,0.006328131,3.234505E-5,7.673026E-4,0.006269826,2.792484E-5,1.330112E-6,6.325976E-10,3.103863E-6,4.926579E-10,3.691444E-7,6.603192E-12,8.560247E-5,3.2371E-5,0.00343965,1.226228E-4,9.984693E-4,5.483846E-5,0.003397646,0.003695486,2.072827E-5,1.770416E-13,8.874166E-17,7.312327E-11,4.485519E-6,6.881092E-6,0.001082755,1.918215E-4,0.01452069,8.621913,5.52073E-5,488983.3,488983.3
5.910326E-9,15.19142,-4.160556E13,1896.308,1896.308,8.395732E-4,1.0,0.867873,0.01102479,8.506917E-5,0.008138205,7.909902E-8,1.268484E-4,0.01366901,0.01543595,8.933937E-4,4.234757E-5,3.03387E-4,0.001415205,0.007766005,0.01500595,0.008212548,1.041966E-5,4.408068E-6,4.612375E-5,1.761273E-5,1.769621E-8,6.806285E-5,0.008982852,0.006425402,3.705299E-5,7.389307E-4,0.006583213,3.373875E-5,1.495524E-6,8.089114E-10,3.579006E-6,6.512336E-10,4.68512E-7,8.829097E-12,9.874798E-5,2.969527E-5,0.003394266,1.381694E-4,0.001007463,4.978182E-5,0.003404383,0.003681222,2.360224E-5,2.838985E-13,1.580248E-16,9.333766E-11,3.927092E-6,5.829917E-6,9.732552E-4,1.629386E-4,0.01399977,8.599778,5.526627E-5,487727.9,487727.9
6.736727E-9,15.17238,-3.613547E13,1887.883,1887.883,8.395732E-4,1.0,0.8652011,0.01130152,1.033462E-4,0.008885924,1.037079E-7,1.473001E-4,0.01388914,0.01648246,9.979103E-4,5.407312E-5,3.636611E-4,0.001535848,0.007615717,0.01538312,0.008528675,1.257655E-5,5.106687E-6,5.44417E-5,1.982501E-5,2.356319E-8,8.039677E-5,0.008806936,0.006536529,4.361431E-5,7.052256E-4,0.006968541,4.227962E-5,1.731958E-6,1.09613E-9,4.249784E-6,9.123969E-10,6.240771E-7,1.263549E-11,1.171707E-4,2.672605E-5,0.003335625,1.592186E-4,0.001016694,4.417121E-5,0.003406754,0.003662839,2.759933E-5,5.067296E-13,3.185296E-16,1.257344E-10,3.357594E-6,4.739573E-6,8.498621E-4,1.324113E-4,0.01335213,8.572317,5.533565E-5,486170.5,486170.5
7.992858E-9,15.14934,-2.992647E13,1877.023,1877.023,8.395732E-4,1.0,0.8616814,0.01158487,1.336918E-4,0.010009,1.489449E-7,1.785256E-4,0.01410471,0.01799848,0.001154512,7.436811E-5,4.568544E-4,0.001692655,0.007362604,0.01588047,0.008904794,1.593469E-5,6.214939E-6,6.725602E-5,2.301153E-5,3.383242E-8,9.935298E-5,0.008495976,0.006666973,5.35922E-5,6.633827E-4,0.007470013,5.61434E-5,2.112802E-6,1.632329E-9,5.289684E-6,1.404654E-9,8.983526E-7,2.022899E-11,1.454004E-4,2.330567E-5,0.003256354,1.900455E-4,0.001025656,3.773375E-5,0.003400112,0.003637261,3.367336E-5,1.077795E-12,7.846964E-16,1.849538E-10,2.768723E-6,3.59542E-6,7.062463E-4,9.975789E-5,0.01249586,8.535961,5.541978E-5,484108.6,484108.6
8.576298E-9,15.14057,-2.764503E13,1872.607,1872.607,8.395732E-4,1.0,0.8602207,0.01167249,1.488157E-4,0.01052462,1.733713E-7,1.930536E-4,0.0141662,0.01867568,0.001226249,8.478046E-5,5.00396E-4,0.00175598,0.007239804,0.01608789,0.009045214,1.751261E-5,6.748755E-6,7.324223E-5,2.44284E-5,3.911291E-8,1.081769E-4,0.008340598,0.006715623,5.819827E-5,6.469069E-4,0.007675315,6.28697E-5,2.300065E-6,1.923324E-9,5.77815E-6,1.673181E-9,1.04031E-6,2.45752E-11,1.585136E-4,2.202845E-5,0.003223414,2.038562E-4,0.001028306,3.534548E-5,0.003394169,0.003626169,3.647993E-5,1.469461E-12,1.13213E-15,2.165893E-10,2.56719E-6,3.202121E-6,6.525634E-4,8.839795E-5,0.01214044,8.520811,5.545189E-5,483249.4,483249.4
9.766316E-9,15.12566,-2.381905E13,1864.57,1864.57,8.395732E-4,1.0,0.8575109,0.0117847,1.816313E-4,0.01156269,2.303149E-7,2.226834E-4,0.01423194,0.02000944,0.00137031,1.078861E-4,5.890516E-4,0.001869019,0.006985783,0.01647573,0.009278205,2.074198E-5,7.874389E-6,8.545892E-5,2.721122E-5,5.079639E-8,1.260966E-4,0.008012239,0.006797169,6.748823E-5,6.177071E-4,0.008050833,7.701752E-5,2.705091E-6,2.601005E-9,6.780387E-6,2.300673E-9,1.356421E-6,3.522107E-11,1.851038E-4,1.984983E-5,0.003163069,2.310074E-4,0.001031554,3.130473E-5,0.003378271,0.003604817,4.215302E-5,2.59736E-12,2.207978E-15,2.892689E-10,2.24556E-6,2.577714E-6,5.614959E-4,7.02497E-5,0.01148225,8.492606,5.550655E-5,481649.7,481649.7
1.098609E-8,15.11373,-2.074481E13,1857.43,1857.43,8.395732E-4,1.0,0.855039,0.01182723,2.17926E-4,0.01260515,2.990876E-7,2.530032E-4,0.01423237,0.02131582,0.00151439,1.340643E-4,6.790454E-4,0.001965346,0.006726106,0.01683428,0.00945678,2.404205E-5,9.077852E-6,9.792868E-5,2.993377E-5,6.392946E-8,1.442329E-4,0.007668731,0.006861546,7.68174E-5,5.925509E-4,0.008386481,9.1966E-5,3.155065E-6,3.414352E-9,7.811093E-6,3.0565E-9,1.714729E-6,4.884378E-11,2.119729E-4,1.805318E-5,0.003109529,2.574317E-4,0.001032623,2.801668E-5,0.003358281,0.003584439,4.787496E-5,4.338177E-12,4.005185E-15,3.751067E-10,1.999923E-6,2.109683E-6,4.874295E-4,5.659144E-5,0.0108844,8.466763,5.555036E-5,480184.1,480184.1
1.233973E-8,15.10358,-1.803982E13,1850.53,1850.53,8.395732E-4,1.0,0.8525832,0.01181099,2.61225E-4,0.01373296,3.883493E-7,2.865427E-4,0.01417156,0.02269972,0.001669433,1.659028E-4,7.771571E-4,0.002052693,0.006443944,0.01719644,0.009599502,2.76644E-5,1.046927E-5,1.116366E-4,3.282494E-5,7.972278E-8,1.639467E-4,0.007288223,0.006915952,8.689393E-5,5.688391E-4,0.008712667,1.089055E-4,3.698501E-6,4.459142E-9,8.953647E-6,4.030811E-9,2.149225E-6,6.751076E-11,2.411388E-4,1.642405E-5,0.003058247,2.85142E-4,0.001031881,2.508262E-5,0.003333231,0.003563323,5.409284E-5,7.173504E-12,7.14312E-15,4.837058E-10,1.790728E-6,1.724166E-6,4.21651E-4,4.534794E-5,0.01029404,8.440981,5.55877E-5,478721.9,478721.9
1.3738E-8,15.09575,-1.580677E13,1844.304,1844.304,8.395732E-4,1.0,0.8503028,0.01174315,3.091289E-4,0.01486259,4.954023E-7,3.210351E-4,0.01405649,0.02406201,0.001823657,2.016622E-4,8.759967E-4,0.002124723,0.006162502,0.01753922,0.00969934,3.133941E-5,1.196429E-5,1.255971E-4,3.568951E-5,9.72272E-8,1.837389E-4,0.006902451,0.006957927,9.69636E-5,5.478292E-4,0.009008608,1.266289E-4,4.31053E-6,5.69642E-9,1.012816E-5,5.189234E-9,2.634739E-6,9.109673E-11,2.70376E-4,1.503261E-5,0.003012524,3.120695E-4,0.001029566,2.262189E-5,0.003305283,0.003542927,6.035433E-5,1.13729E-11,1.208436E-14,6.104141E-10,1.620665E-6,1.425425E-6,3.669558E-4,3.667685E-5,0.009749877,8.416944,5.561652E-5,477358.6,477358.6
1.492802E-8,15.09077,-1.423987E13,1839.593,1839.593,8.395732E-4,1.0,0.8485315,0.01165571,3.523123E-4,0.01579372,5.987197E-7,3.502531E-4,0.01392599,0.02517122,0.001949828,2.342265E-4,9.578187E-4,0.002173671,0.005932427,0.01781043,0.009754391,3.440141E-5,1.327957E-5,1.372886E-4,3.80438E-5,1.129697E-7,2.000622E-4,0.006583205,0.006984868,1.052479E-4,5.320884E-4,0.009233636,1.417936E-4,4.872797E-6,6.876388E-9,1.112083E-5,6.298689E-9,3.074414E-6,1.149109E-10,2.944458E-4,1.402344E-5,0.002978255,3.337068E-4,0.001026671,2.086815E-5,0.003280405,0.003526559,6.554737E-5,1.619905E-11,1.804414E-14,7.296598E-10,1.501357E-6,1.226834E-6,3.283857E-4,3.095564E-5,0.009330348,8.398212,5.563487E-5,476296.3,476296.3
1.632629E-8,15.08651,-1.269707E13,1834.628,1834.628,8.395732E-4,1.0,0.8466178,0.01152796,4.057348E-4,0.01685074,7.347145E-7,3.844154E-4,0.01374285,0.02641929,0.002091845,2.747955E-4,0.001051054,0.002218831,0.005673972,0.01810888,0.00979131,3.791268E-5,1.487163E-5,1.5078E-4,4.07251E-5,1.323498E-7,2.185807E-4,0.006221094,0.007008447,1.146399E-4,5.155594E-4,0.009471878,1.596165E-4,5.582397E-6,8.41237E-9,1.227725E-5,7.749931E-9,3.619039E-6,1.476284E-10,3.216864E-4,1.299645E-5,0.002942323,3.577238E-4,0.001022447,1.911377E-5,0.003250335,0.003508355,7.148626E-5,2.363922E-11,2.762895E-14,8.828612E-10,1.382662E-6,1.040582E-6,2.902756E-4,2.564132E-5,0.008880518,8.377916,5.56506E-5,475145.2,475145.2
1.775432E-8,15.08357,-1.13801E13,1830.092,1830.092,8.395732E-4,1.0,0.844823,0.01137791,4.631131E-4,0.01788795,8.900298E-7,4.191148E-4,0.01352994,0.02763598,0.002229775,3.185825E-4,0.001142912,0.002253186,0.005423518,0.01839439,0.009804455,4.13958E-5,1.654536E-5,1.642683E-4,4.33808E-5,1.530198E-7,2.367224E-4,0.005867304,0.007025397,1.238515E-4,5.004264E-4,0.00969065,1.777456E-4,6.361449E-6,1.014806E-8,1.344587E-5,9.399714E-9,4.203373E-6,1.866906E-10,3.482777E-4,1.208777E-5,0.002909436,3.807901E-4,0.001017427,1.758942E-5,0.003219033,0.003490792,7.73699E-5,3.356244E-11,4.093575E-14,1.053513E-9,1.279352E-6,8.892082E-7,2.576609E-4,2.137564E-5,0.008462121,8.358828,5.566142E-5,474062.6,474062.6
1.967972E-8,15.0814,-9.919305E12,1824.682,1824.682,8.395732E-4,1.0,0.8426185,0.0111559,5.446696E-4,0.01921817,1.125761E-6,4.656033E-4,0.01321233,0.02919003,0.002404299,3.809958E-4,0.00126132,0.002283811,0.005107135,0.01875308,0.009792157,4.592177E-5,1.887121E-5,1.819757E-4,4.68477E-5,1.821216E-7,2.599219E-4,0.005417319,0.007039464,1.356767E-4,4.822129E-4,0.009953125,2.01963E-4,7.497592E-6,1.275605E-8,1.500033E-5,1.189865E-8,5.031022E-6,2.490554E-10,3.820848E-4,1.103744E-5,0.002869654,4.097462E-4,0.001009819,1.586273E-5,0.003176328,0.003468574,8.501764E-5,5.135066E-11,6.581181E-14,1.305466E-9,1.161275E-6,7.299543E-7,2.21433E-4,1.696178E-5,0.00795317,8.335317,5.566944E-5,472729.2,472729.2
2.10632E-8,15.08084,-9.042835E12,1821.213,1821.213,8.395732E-4,1.0,0.8411654,0.0109884,6.060291E-4,0.02012589,1.313683E-6,4.988058E-4,0.01296842,0.03024945,0.002521663,4.279748E-4,0.001342572,0.002296507,0.004894375,0.0189947,0.009767057,4.905223E-5,2.058672E-5,1.943571E-4,4.926868E-5,2.038045E-7,2.75696E-4,0.005113423,0.007044728,1.437667E-4,4.703687E-4,0.0101224,2.191478E-4,8.373512E-6,1.482035E-8,1.610186E-5,1.389374E-8,5.650707E-6,3.011824E-10,4.048974E-4,1.038161E-5,0.002843452,4.2916E-4,0.001003906,1.480476E-5,0.003145506,0.003453537,9.03169E-5,6.775653E-11,8.958785E-14,1.50138E-9,1.087978E-6,6.390227E-7,1.996975E-4,1.448728E-5,0.007620785,8.319782,5.567151E-5,471848.2,471848.2
2.250114E-8,15.08096,-8.252792E12,1817.922,1817.922,8.395732E-4,1.0,0.8397555,0.01081112,6.720664E-4,0.02102745,1.525216E-6,5.331469E-4,0.01270516,0.03130312,0.002636675,4.784783E-4,0.001423707,0.002302791,0.00468553,0.0192333,0.009729996,5.21993E-5,2.240523E-5,2.069254E-4,5.173047E-5,2.26949E-7,2.91308E-4,0.004814611,0.007046834,1.518308E-4,4.589575E-4,0.01028381,2.367821E-4,9.335383E-6,1.713521E-8,1.72331E-5,1.614883E-8,6.314424E-6,3.622108E-10,4.272912E-4,9.771129E-6,0.002817739,4.482092E-4,9.974622E-4,1.383437E-5,0.003113484,0.00343865,9.565801E-5,8.846761E-11,1.204523E-13,1.717612E-9,1.01989E-6,5.6021E-7,1.801297E-4,1.237744E-5,0.007300724,8.304682,5.567107E-5,470991.8,470991.8
2.406981E-8,15.08175,-7.505541E12,1814.649,1814.649,8.395732E-4,1.0,0.8383207,0.01061702,7.465518E-4,0.02196343,1.774492E-6,5.704255E-4,0.01241013,0.03240067,0.00275427,5.353072E-4,0.001508475,0.002302802,0.00447123,0.01948053,0.009679674,5.55112E-5,2.442664E-5,2.202934E-4,5.435948E-5,2.528358E-7,3.074492E-4,0.004507976,0.007045983,1.602465E-4,4.473922E-4,0.01044524,2.557296E-4,1.044297E-5,1.985811E-8,1.845157E-5,1.882516E-8,7.058944E-6,4.371148E-10,4.502007E-4,9.174584E-6,0.002790967,4.677804E-4,9.90166E-4,1.289978E-5,0.003078671,0.003423199,1.012991E-4,1.15796E-10,1.623097E-13,1.967528E-9,9.533905E-7,4.885764E-7,1.616676E-4,1.049436E-5,0.006977527,8.289293,5.566814E-5,470119.0,470119.0
2.540972E-8,15.08288,-6.94545E12,1812.083,1812.083,8.395732E-4,1.0,0.8371714,0.01045244,8.12052E-4,0.02272478,2.00238E-6,6.021245E-4,0.012154,0.03329773,0.002848434,5.851211E-4,0.001577898,0.002297985,0.004298727,0.01968194,0.009630385,5.824279E-5,2.618165E-5,2.314356E-4,5.656305E-5,2.754269E-7,3.205223E-4,0.004261509,0.007043147,1.671354E-4,4.381403E-4,0.01057252,2.716599E-4,1.143588E-5,2.234799E-8,1.94798E-5,2.129436E-8,7.710086E-6,5.082547E-10,4.685315E-4,8.713807E-6,0.002768835,4.835747E-4,9.837635E-4,1.218721E-5,0.003049097,0.003410601,1.059711E-4,1.434408E-10,2.05702E-13,2.192072E-9,9.020058E-7,4.368494E-7,1.478777E-4,9.159268E-6,0.006720468,8.276948,5.566397E-5,469418.9,469418.9
2.720715E-8,15.08492,-6.287155E12,1808.929,1808.929,8.395732E-4,1.0,0.8357278,0.01023546,9.024249E-4,0.02369294,2.329142E-6,6.444545E-4,0.01180737,0.03444622,0.002966049,6.535568E-4,0.001666892,0.002285638,0.004081583,0.01993934,0.009557452,6.177153E-5,2.857327E-5,2.459958E-4,5.946446E-5,3.063624E-7,3.370645E-4,0.003952265,0.007036898,1.759685E-4,4.265097E-4,0.01072985,2.926483E-4,1.283353E-5,2.592697E-8,2.084163E-5,2.487903E-8,8.603198E-6,6.144469E-10,4.913726E-4,8.155607E-6,0.002739824,5.035363E-4,9.749899E-4,1.133488E-5,0.003009729,0.003394495,1.120378E-4,1.873496E-10,2.763718E-13,2.508512E-9,8.39701E-7,3.783447E-7,1.3175E-4,7.679198E-6,0.006399935,8.261425,5.565644E-5,468538.5,468538.5
