Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H3_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_IC3H7_Soln#11 (),Mole_fraction_NC3H7_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_PC4H9_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H5_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C5H5_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M3_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_DIALLYL_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_LC6H6_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_INDENE_Soln#11 (),Mole_fraction_NPBENZ_Soln#11 (),Mole_fraction_NC12H26_Soln#11 (),Mole_fraction_NC16H34_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
1.096456E-6,15.56592,-1.368945E11,1418.414,1418.414,0.001203388,1.0,0.9111927,4.319603E-4,0.002696609,0.004186117,0.001163335,8.465573E-4,0.02056987,1.492356E-4,1.985518E-4,7.312848E-4,5.376616E-5,1.438177E-4,0.009566379,7.637021E-4,9.441943E-6,4.328636E-5,2.529317E-4,6.821313E-5,2.119165E-5,1.600807E-6,8.235535E-6,0.003337493,1.140955E-4,2.701347E-4,0.00317743,2.851164E-5,9.765848E-6,7.0544E-9,3.84248E-5,7.636171E-9,1.208894E-5,1.622636E-7,2.05765E-10,9.389914E-5,0.002693203,3.873563E-5,0.001022803,2.706212E-5,3.869769E-4,0.002442581,0.003755637,8.676114E-5,3.425423E-9,1.000611E-7,3.403191E-6,1.459541E-8,4.595416E-6,0.007018066,0.00349055,0.01881016,8.998126,7.730914E-5,510319.8,510319.8
1.163965E-6,15.56896,-1.286948E11,1416.62,1416.62,0.001203388,1.0,0.909962,4.191146E-4,0.002893879,0.004140433,0.001234006,8.175197E-4,0.02129847,1.480116E-4,2.128931E-4,7.696903E-4,5.159057E-5,1.377066E-4,0.009895427,7.511569E-4,1.034413E-5,4.554612E-5,2.633163E-4,6.518786E-5,2.250738E-5,1.809201E-6,8.911274E-6,0.003447455,1.207596E-4,2.677187E-4,0.003301337,2.999181E-5,1.107817E-5,8.424545E-9,4.033302E-5,9.137072E-9,1.327441E-5,1.840138E-7,2.423072E-10,9.714425E-5,0.002766804,4.16155E-5,0.001063981,2.815567E-5,3.957504E-4,0.002512967,0.003745402,8.881485E-5,4.194548E-9,1.142162E-7,3.792465E-6,1.65789E-8,4.944682E-6,0.00689703,0.003405863,0.01852741,8.984987,7.729407E-5,509574.7,509574.7
1.26406E-6,15.57347,-1.183058E11,1414.144,1414.144,0.001203388,1.0,0.9082431,4.015065E-4,0.003178557,0.004062003,0.001334891,7.791124E-4,0.02231995,1.461193E-4,2.33587E-4,8.233822E-4,4.873145E-5,1.29589E-4,0.01035452,7.34026E-4,1.169462E-5,4.874529E-5,2.776175E-4,6.117489E-5,2.43316E-5,2.129555E-6,9.90352E-6,0.003599691,1.303055E-4,2.642652E-4,0.003475387,3.198257E-5,1.311623E-5,1.071977E-8,4.305721E-5,1.164457E-8,1.505045E-5,2.176087E-7,3.020156E-10,1.015399E-4,0.002867035,4.574424E-5,0.001121305,2.960351E-5,4.077301E-4,0.00260907,0.003731213,9.148474E-5,5.499721E-9,1.364459E-7,4.379326E-6,1.966435E-8,5.451362E-6,0.006728644,0.003289023,0.01813134,8.96669,7.72717E-5,508536.9,508536.9
1.309146E-6,15.57548,-1.14195E11,1413.092,1413.092,0.001203388,1.0,0.9075063,3.940762E-4,0.003303668,0.004023705,0.001378809,7.633547E-4,0.02275913,1.45262E-4,2.426942E-4,8.463744E-4,4.757091E-5,1.262495E-4,0.01055102,7.268708E-4,1.230639E-5,5.013156E-5,2.836668E-4,5.952608E-5,2.510696E-5,2.277679E-6,1.034625E-5,0.003664369,1.344781E-4,2.627565E-4,0.003550319,3.280292E-5,1.406642E-5,1.185649E-8,4.424589E-5,1.288438E-8,1.58557E-5,2.331992E-7,3.310351E-10,1.033726E-4,0.002909052,4.754769E-5,0.001145783,3.019553E-5,4.127648E-4,0.002649434,0.00372517,9.255756E-5,6.152349E-9,1.469121E-7,4.64627E-6,2.110569E-8,5.675149E-6,0.006656732,0.003239477,0.01796125,8.958865,7.726172E-5,508093.2,508093.2
1.37248E-6,15.57827,-1.089165E11,1411.674,1411.674,0.001203388,1.0,0.9065072,3.841091E-4,0.003476136,0.003967772,0.001438926,7.42601E-4,0.02335603,1.440687E-4,2.552735E-4,8.775028E-4,4.605826E-5,1.218464E-4,0.01081717,7.173786E-4,1.316801E-5,5.20259E-5,2.917873E-4,5.735437E-5,2.615098E-5,2.48919E-6,1.096342E-5,0.003751463,1.402106E-4,2.606827E-4,0.003652241,3.387924E-5,1.543104E-5,1.355982E-8,4.587806E-5,1.474074E-8,1.699067E-5,2.555149E-7,3.739777E-10,1.05807E-4,0.002965115,5.002197E-5,0.001178868,3.097149E-5,4.194958E-4,0.002703352,0.003717011,9.394394E-5,7.136687E-9,1.62056E-7,5.022931E-6,2.317955E-8,5.984837E-6,0.006559478,0.003172805,0.01773031,8.948271,7.724787E-5,507492.3,507492.4
1.429886E-6,15.58076,-1.04569E11,1410.444,1410.444,0.001203388,1.0,0.9056353,3.755138E-4,0.003629165,0.003915529,0.001491846,7.250333E-4,0.02387813,1.430053E-4,2.664677E-4,9.045945E-4,4.479467E-5,1.181175E-4,0.01104905,7.093117E-4,1.395031E-5,5.369253E-5,2.987906E-4,5.551744E-5,2.705421E-5,2.683979E-6,1.151778E-5,0.003826833,1.452796E-4,2.588462E-4,0.003741453,3.478114E-5,1.669531E-5,1.521013E-8,4.732129E-5,1.653849E-8,1.802211E-5,2.761151E-7,4.150648E-10,1.07882E-4,0.00301316,5.22053E-5,0.001207621,3.16238E-5,4.252772E-4,0.002749606,0.003709926,9.508922E-5,8.096833E-9,1.762044E-7,5.365323E-6,2.510547E-8,6.260824E-6,0.006474877,0.003115125,0.0175286,8.939042,7.723553E-5,506968.9,506968.9
1.449401E-6,15.5816,-1.031758E11,1410.036,1410.036,0.001203388,1.0,0.9053459,3.72681E-4,0.003680477,0.003897528,0.001509501,7.193066E-4,0.02405173,1.426486E-4,2.702296E-4,9.135709E-4,4.438651E-5,1.169021E-4,0.01112595,7.066805E-4,1.42164E-5,5.424871E-5,3.010979E-4,5.491917E-5,2.735237E-5,2.750802E-6,1.170511E-5,0.003851719,1.469758E-4,2.582308E-4,0.003771127,3.507233E-5,1.713057E-5,1.579403E-8,4.780439E-5,1.71745E-8,1.837316E-5,2.831916E-7,4.294962E-10,1.085606E-4,0.003028928,5.293474E-5,0.001217141,3.183536E-5,4.271775E-4,0.002764795,0.003707581,9.545614E-5,8.437931E-9,1.811016E-7,5.48182E-6,2.576964E-8,6.353628E-6,0.006446845,0.003096079,0.01746159,8.935981,7.723138E-5,506795.3,506795.3
1.545494E-6,15.58562,-9.686371E10,1408.105,1408.105,0.001203388,1.0,0.9039683,3.593431E-4,0.003927948,0.003807829,0.001594004,6.927311E-4,0.02487954,1.409325E-4,2.884429E-4,9.56131E-4,4.251904E-5,1.112666E-4,0.01149125,6.944936E-4,1.552629E-5,5.691493E-5,3.119501E-4,5.214851E-5,2.875862E-5,3.083706E-6,1.261887E-5,0.003969141,1.551341E-4,2.552625E-4,0.003912695,3.639764E-5,1.930974E-5,1.88348E-8,5.013006E-5,2.048729E-8,2.010302E-5,3.185081E-7,5.039075E-10,1.117173E-4,0.003102695,5.643324E-5,0.001262239,3.280907E-5,4.360882E-4,0.002835898,0.00369647,9.711173E-5,1.022471E-8,2.058214E-7,6.055203E-6,2.910426E-8,6.803079E-6,0.006313861,0.00300617,0.01714256,8.921437,7.721142E-5,505970.4,505970.4
1.641612E-6,15.5895,-9.133308E10,1406.286,1406.286,0.001203388,1.0,0.9026642,3.469321E-4,0.004167025,0.00371747,0.00167461,6.685256E-4,0.0256659,1.392851E-4,3.061699E-4,9.961406E-4,4.085936E-5,1.061472E-4,0.01183601,6.834793E-4,1.683384E-5,5.946983E-5,3.220205E-4,4.963693E-5,3.006964E-5,3.422177E-6,1.351801E-5,0.004078692,1.629825E-4,2.5239E-4,0.004047249,3.755345E-5,2.154155E-5,2.214573E-8,5.237288E-5,2.409794E-8,2.183289E-5,3.544999E-7,5.837906E-10,1.145936E-4,0.00317058,5.978079E-5,0.001304594,3.368303E-5,4.443208E-4,0.002901376,0.003686026,9.854194E-5,1.218809E-8,2.314849E-7,6.626737E-6,3.253726E-8,7.24029E-6,0.006188606,0.002922171,0.01684034,8.907698,7.719224E-5,505191.3,505191.3
1.819865E-6,15.59624,-8.268845E10,1403.167,1403.167,0.001203388,1.0,0.9004169,3.26045E-4,0.004589032,0.003551925,0.001814355,6.287482E-4,0.02702682,1.364027E-4,3.3785E-4,0.00106426,3.822358E-5,9.778638E-5,0.01242721,6.65709E-4,1.924352E-5,6.394579E-5,3.388739E-4,4.554806E-5,3.227847E-5,4.060546E-6,1.514468E-5,0.00426345,1.767612E-4,2.472925E-4,0.004280216,3.929593E-5,2.578557E-5,2.896281E-8,5.633165E-5,3.155273E-8,2.502964E-5,4.225236E-7,7.457167E-10,1.19286E-4,0.003283001,6.560608E-5,0.001376675,3.509052E-5,4.580347E-4,0.003009835,0.003668198,1.006974E-4,1.627996E-8,2.812459E-7,7.675528E-6,3.912156E-8,8.019249E-6,0.005974365,0.002780052,0.01631957,8.884097,7.715887E-5,503852.8,503852.8
1.853592E-6,15.59745,-8.124598E10,1402.61,1402.61,0.001203388,1.0,0.9000144,3.223711E-4,0.004665884,0.003521209,0.001839448,6.218588E-4,0.02727138,1.358801E-4,3.436804E-4,0.001076335,3.777884E-5,9.634729E-5,0.01253268,6.626854E-4,1.969644E-5,6.47579E-5,3.418226E-4,4.484606E-5,3.266708E-5,4.182509E-6,1.544636E-5,0.004295977,1.792603E-4,2.463592E-4,0.004322087,3.957248E-5,2.660047E-5,3.03472E-8,5.705348E-5,3.307086E-8,2.563184E-5,4.355312E-7,7.782973E-10,1.200906E-4,0.003302519,6.665472E-5,0.001389453,3.533075E-5,4.604273E-4,0.003028661,0.003665026,1.010426E-4,1.711815E-8,2.90944E-7,7.871791E-6,4.039496E-8,8.162087E-6,0.005936212,0.002754952,0.01622632,8.879879,7.715288E-5,503613.6,503613.6
1.970242E-6,15.60148,-7.664492E10,1400.753,1400.753,0.001203388,1.0,0.8986723,3.10272E-4,0.004924706,0.003416994,0.001923135,5.993609E-4,0.02808854,1.34121E-4,3.634696E-4,0.001116279,3.635021E-5,9.167124E-5,0.01288336,6.529415E-4,2.125388E-5,6.748956E-5,3.514936E-4,4.256907E-5,3.394671E-5,4.606368E-6,1.64746E-5,0.004403127,1.87654E-4,2.432023E-4,0.004461991,4.04125E-5,2.943988E-5,3.535397E-8,5.948835E-5,3.857501E-8,2.770605E-5,4.807422E-7,8.95539E-10,1.226933E-4,0.003366223,7.015708E-5,0.001431737,3.610889E-5,4.682628E-4,0.003090073,0.003654501,1.021058E-4,2.016775E-8,3.250949E-7,8.544158E-6,4.48566E-8,8.645299E-6,0.005809511,0.002672058,0.01591557,8.865836,7.713297E-5,502817.1,502817.1
2.026287E-6,15.60332,-7.462508E10,1399.897,1399.897,0.001203388,1.0,0.8980535,3.047727E-4,0.005045327,0.00336816,0.0019617,5.892224E-4,0.02846618,1.333E-4,3.727776E-4,0.001134522,3.571799E-5,8.957714E-5,0.01304449,6.486192E-4,2.199673E-5,6.876186E-5,3.558671E-4,4.155147E-5,3.452818E-5,4.810897E-6,1.696021E-5,0.004451837,1.915535E-4,2.417233E-4,0.004526642,4.075614E-5,3.081323E-5,3.787589E-8,6.062568E-5,4.135606E-8,2.869727E-5,5.025541E-7,9.543206E-10,1.238515E-4,0.003394874,7.17734E-5,0.001451059,3.645678E-5,4.718013E-4,0.003117673,0.003649672,1.025508E-4,2.171402E-8,3.41813E-7,8.863363E-6,4.702886E-8,8.871607E-6,0.005751367,0.002634256,0.01577239,8.859372,7.712384E-5,502450.5,502450.5
2.096992E-6,15.60558,-7.223126E10,1398.849,1398.849,0.001203388,1.0,0.8972952,2.98103E-4,0.005194196,0.003307787,0.002008912,5.769898E-4,0.02892971,1.32284E-4,3.84344E-4,0.001156718,3.496431E-5,8.706259E-5,0.01324146,6.43463E-4,2.292847E-5,7.033239E-5,3.611515E-4,4.033138E-5,3.523326E-5,5.069509E-6,1.756509E-5,0.004510916,1.96355E-4,2.398909E-4,0.004605988,4.113893E-5,3.255182E-5,4.116005E-8,6.203209E-5,4.498669E-8,2.994232E-5,5.301228E-7,1.030671E-9,1.252347E-4,0.003429361,7.375378E-5,0.001474579,3.687477E-5,4.760735E-4,0.003150872,0.003643777,1.030579E-4,2.37372E-8,3.631635E-7,9.262281E-6,4.979268E-8,9.15185E-6,0.005680355,0.002588292,0.01559706,8.85146,7.711271E-5,502001.8,502001.8
2.211277E-6,15.60904,-6.868454E10,1397.223,1397.223,0.001203388,1.0,0.8961193,2.879111E-4,0.005427314,0.003213256,0.00208198,5.584168E-4,0.0296503,1.306834E-4,4.02639E-4,0.001190777,3.383823E-5,8.327233E-5,0.01354585,6.357591E-4,2.442092E-5,7.279426E-5,3.691805E-4,3.849625E-5,3.631026E-5,5.48843E-6,1.852447E-5,0.004601189,2.038482E-4,2.370052E-4,0.004729313,4.164755E-5,3.537109E-5,4.669956E-8,6.424151E-5,5.11346E-8,3.194081E-5,5.747399E-7,1.159104E-9,1.273011E-4,0.003481476,7.682174E-5,0.001510701,3.750699E-5,4.825586E-4,0.003200982,0.003634677,1.037622E-4,2.717281E-8,3.982284E-7,9.897683E-6,5.43086E-8,9.5927E-6,0.00557075,0.002517795,0.0153254,8.839208,7.709561E-5,501307.0,501307.0
2.232699E-6,15.60966,-6.805974E10,1396.927,1396.927,0.001203388,1.0,0.8959053,2.860768E-4,0.005470015,0.003195967,0.00209525,5.550876E-4,0.02978164,1.303885E-4,4.060152E-4,0.001196925,3.363859E-5,8.259669E-5,0.01360109,6.34394E-4,2.469873E-5,7.324574E-5,3.706193E-4,3.816964E-5,3.650404E-5,5.56703E-6,1.870179E-5,0.004617435,2.052173E-4,2.364745E-4,0.004751788,4.172886E-5,3.590024E-5,4.776832E-8,6.464725E-5,5.232427E-8,3.231339E-5,5.831039E-7,1.183849E-9,1.276668E-4,0.003490779,7.737921E-5,0.001517226,3.762016E-5,4.837202E-4,0.003209918,0.003633027,1.038797E-4,2.783883E-8,4.048708E-7,1.001546E-5,5.516103E-8,9.673707E-6,0.005550876,0.002505071,0.01527601,8.836981,7.709253E-5,501180.7,501180.7
2.402426E-6,15.61435,-6.34962E10,1394.67,1394.67,0.001203388,1.0,0.8942764,2.723212E-4,0.005797801,0.003063829,0.002195923,5.302312E-4,0.03078365,1.28103E-4,4.321988E-4,0.001243196,3.216767E-5,7.759122E-5,0.01402004,6.243504E-4,2.687725E-5,7.671975E-5,3.813441E-4,3.575505E-5,3.795663E-5,6.189944E-6,2.007895E-5,0.00473925,2.156888E-4,2.323779E-4,0.004923198,4.223345E-5,4.009261E-5,5.655443E-8,6.777391E-5,6.214855E-8,3.524142E-5,6.492847E-7,1.387106E-9,1.303458E-4,0.003559756,8.161028E-5,0.001566385,3.84661E-5,4.923746E-4,0.003276076,0.003620522,1.046694E-4,3.335032E-8,4.581795E-7,1.093327E-5,6.197073E-8,1.029801E-5,0.005400315,0.002409266,0.01490049,8.820056,7.706936E-5,500220.7,500220.7
2.424688E-6,15.61494,-6.294385E10,1394.385,1394.385,0.001203388,1.0,0.894071,2.706133E-4,0.00583946,0.003047134,0.002208566,5.271568E-4,0.03091026,1.278093E-4,4.355612E-4,0.001248962,3.198799E-5,7.697713E-5,0.01407266,6.231258E-4,2.715995E-5,7.716253E-5,3.826674E-4,3.545946E-5,3.813692E-5,6.271615E-6,2.025596E-5,0.004754373,2.170147E-4,2.318544E-4,0.004944849,4.22827E-5,4.064183E-5,5.774675E-8,6.817292E-5,6.348787E-8,3.562222E-5,6.57946E-7,1.414686E-9,1.306705E-4,0.003568221,8.214177E-5,0.001572518,3.857108E-5,4.934421E-4,0.00328418,0.003618953,1.047559E-4,3.410302E-8,4.652528E-7,1.105162E-5,6.287036E-8,1.037765E-5,0.005381425,0.00239732,0.01485321,8.817925,7.706648E-5,500099.9,500099.9
2.450986E-6,15.61562,-6.230398E10,1394.052,1394.052,0.001203388,1.0,0.8938307,2.68623E-4,0.005888286,0.003027602,0.002223342,5.235768E-4,0.03105845,1.27464E-4,4.395122E-4,0.001255687,3.177936E-5,7.626353E-5,0.01413416,6.217044E-4,2.749299E-5,7.768192E-5,3.842069E-4,3.511615E-5,3.834698E-5,6.368069E-6,2.046399E-5,0.004771996,2.185671E-4,2.312401E-4,0.004970188,4.233619E-5,4.129025E-5,5.91667E-8,6.864107E-5,6.508481E-8,3.607105E-5,6.681696E-7,1.447535E-9,1.310465E-4,0.003578057,8.276284E-5,0.001579672,3.869348E-5,4.946839E-4,0.003293593,0.003617119,1.048536E-4,3.500084E-8,4.736306E-7,1.119081E-5,6.393478E-8,1.047107E-5,0.005359354,0.002383383,0.01479792,8.815433,7.706312E-5,499958.6,499958.6
2.488062E-6,15.61656,-6.142426E10,1393.588,1393.588,0.001203388,1.0,0.8934963,2.658664E-4,0.005956416,0.003000416,0.00224388,5.186232E-4,0.03126487,1.269803E-4,4.45044E-4,0.00126501,3.14917E-5,7.527874E-5,0.01421965,6.197459E-4,2.796077E-5,7.840749E-5,3.863348E-4,3.464269E-5,3.863789E-5,6.503994E-6,2.075529E-5,0.004796402,2.207307E-4,2.303815E-4,0.00500548,4.240323E-5,4.220356E-5,6.118931E-8,6.929526E-5,6.73632E-8,3.670195E-5,6.825669E-7,1.49434E-9,1.315632E-4,0.003591627,8.36261E-5,0.001589596,3.886319E-5,4.964003E-4,0.003306572,0.003614569,1.049829E-4,3.628237E-8,4.854807E-7,1.138588E-5,6.543836E-8,1.060157E-5,0.00532868,0.002364053,0.014721,8.811966,7.705848E-5,499761.9,499761.9
2.608537E-6,15.61948,-5.873181E10,1392.122,1392.122,0.001203388,1.0,0.8924421,2.572814E-4,0.006172395,0.002914814,0.002308387,5.032252E-4,0.03191665,1.254312E-4,4.627233E-4,0.001294123,3.060455E-5,7.223753E-5,0.01448836,6.137151E-4,2.946697E-5,8.071446E-5,3.929284E-4,3.318296E-5,3.954364E-5,6.945072E-6,2.168622E-5,0.004872408,2.275679E-4,2.276492E-4,0.00511688,4.255936E-5,4.516279E-5,6.791887E-8,7.137644E-5,7.497414E-8,3.873689E-5,7.291996E-7,1.650228E-9,1.331416E-4,0.003633499,8.633672E-5,0.00162061,3.939397E-5,5.017184E-4,0.003346556,0.003606557,1.05342E-4,4.056751E-8,5.242685E-7,1.201068E-5,7.034452E-8,1.10163E-5,0.00523235,0.002303632,0.01447879,8.80105,7.704404E-5,499142.8,499142.8
2.663936E-6,15.62076,-5.757249E10,1391.469,1391.469,0.001203388,1.0,0.8919734,2.535165E-4,0.006269006,0.002876845,0.002336944,4.964844E-4,0.03220696,1.2473E-4,4.707037E-4,0.001306926,3.021935E-5,7.091606E-5,0.01460743,6.111007E-4,3.015234E-5,8.175017E-5,3.958031E-4,3.254983E-5,3.994072E-5,7.147505E-6,2.210629E-5,0.004905737,2.306153E-4,2.264219E-4,0.005166482,4.260169E-5,4.651811E-5,7.109113E-8,7.231123E-5,7.857828E-8,3.966467E-5,7.505537E-7,1.723833E-9,1.338185E-4,0.003651666,8.753604E-5,0.001634264,3.962834E-5,5.04037E-4,0.003363871,0.003603007,1.05478E-4,4.259852E-8,5.42236E-7,1.229326E-5,7.260964E-8,1.120229E-5,0.005189703,0.002277024,0.01437125,8.796202,7.703773E-5,498867.9,498867.9
2.75379E-6,15.62276,-5.578687E10,1390.437,1390.437,0.001203388,1.0,0.8912332,2.476369E-4,0.006422275,0.002817063,0.002381872,4.859679E-4,0.03266607,1.236064E-4,4.834561E-4,0.001326963,2.962185E-5,6.886679E-5,0.01479492,6.070502E-4,3.12543E-5,8.339851E-5,4.002714E-4,3.156943E-5,4.056068E-5,7.475195E-6,2.277716E-5,0.004957784,2.354353E-4,2.244687E-4,0.005244896,4.263525E-5,4.870754E-5,7.6333E-8,7.379929E-5,8.455661E-8,4.115877E-5,7.850522E-7,1.845677E-9,1.348567E-4,0.003679791,8.942172E-5,0.001655654,3.999709E-5,5.076412E-4,0.003390635,0.003597416,1.056641E-4,4.596923E-8,5.715284E-7,1.274535E-5,7.629311E-8,1.14979E-5,0.005122587,0.002235324,0.01420162,8.788555,7.70279E-5,498434.2,498434.2
2.765564E-6,15.62301,-5.556107E10,1390.304,1390.304,0.001203388,1.0,0.891138,2.468866E-4,0.006442051,0.002809392,0.002387636,4.846266E-4,0.03272518,1.234604E-4,4.851099E-4,0.001329524,2.954593E-5,6.860652E-5,0.01481899,6.065359E-4,3.139781E-5,8.361169E-5,4.008398E-4,3.144503E-5,4.063979E-5,7.51807E-6,2.286411E-5,0.004964427,2.360559E-4,2.242162E-4,0.00525499,4.263662E-5,4.899355E-5,7.702845E-8,7.399176E-5,8.535192E-8,4.135355E-5,7.895594E-7,1.861865E-9,1.349875E-4,0.003683359,8.966348E-5,0.001658389,4.004443E-5,5.080996E-4,0.003394025,0.003596698,1.056855E-4,4.641777E-8,5.753795E-7,1.280402E-5,7.677655E-8,1.153609E-5,0.005113975,0.002229989,0.01417982,8.787572,7.702665E-5,498378.5,498378.5
2.884073E-6,15.62547,-5.338655E10,1388.995,1388.995,0.001203388,1.0,0.8902019,2.395807E-4,0.006637263,0.002734239,0.002444111,4.715732E-4,0.03330715,1.220063E-4,5.015379E-4,0.001354506,2.88103E-5,6.608711E-5,0.0150551,6.015556E-4,3.283067E-5,8.572255E-5,4.063498E-4,3.024238E-5,4.140983E-5,7.948682E-6,2.372712E-5,0.005029096,2.421647E-4,2.217172E-4,0.005354334,4.261446E-5,5.185962E-5,8.413378E-8,7.589763E-5,9.350633E-8,4.330119E-5,8.347391E-7,2.027613E-9,1.362403E-4,0.003717816,9.203057E-5,0.001685094,4.050943E-5,5.125445E-4,0.003426724,0.003589656,1.058653E-4,5.101793E-8,6.142859E-7,1.338717E-5,8.165042E-8,1.191357E-5,0.005029544,0.002177876,0.01396569,8.777915,7.701451E-5,497830.7,497830.8
2.932955E-6,15.62644,-5.25381E10,1388.47,1388.47,0.001203388,1.0,0.8898268,2.36691E-4,0.006715831,0.002704292,0.002466631,4.664124E-4,0.03354063,1.214143E-4,5.082025E-4,0.00136441,2.852093E-5,6.509787E-5,0.01514938,5.995978E-4,3.341563E-5,8.657558E-5,4.085172E-4,2.977092E-5,4.171431E-5,8.125773E-6,2.407677E-5,0.005054673,2.446144E-4,2.207085E-4,0.005394174,4.258787E-5,5.303467E-5,8.711726E-8,7.666778E-5,9.694578E-8,4.409772E-5,8.532715E-7,2.097415E-9,1.367254E-4,0.003731306,9.29733E-5,0.001695692,4.069564E-5,5.142931E-4,0.003439499,0.003586843,1.05922E-4,5.295863E-8,6.304009E-7,1.362388E-5,8.366409E-8,1.206574E-5,0.004995852,0.002157177,0.01388004,8.77405,7.700973E-5,497611.6,497611.6
3.01639E-6,15.62804,-5.115017E10,1387.592,1387.592,0.001203388,1.0,0.8892012,2.319178E-4,0.006847383,0.002654562,0.002504064,4.578884E-4,0.03393064,1.204143E-4,5.194306E-4,0.001380799,2.804467E-5,6.34727E-5,0.01530628,5.96376E-4,3.440587E-5,8.800868E-5,4.120819E-4,2.899728E-5,4.221717E-5,8.427274E-6,2.466512E-5,0.005096924,2.487043E-4,2.190159E-4,0.0054607,4.252112E-5,5.502982E-5,9.227725E-8,7.796149E-5,1.029162E-7,4.544799E-5,8.84756E-7,2.218459E-9,1.375131E-4,0.003753406,9.453862E-5,0.001713243,4.100661E-5,5.171692E-4,0.003460392,0.003582159,1.059975E-4,5.632751E-8,6.579849E-7,1.402277E-5,8.710435E-8,1.23208E-5,0.004939809,0.002122869,0.0137373,8.767609,7.700187E-5,497246.2,497246.2
3.143121E-6,15.63032,-4.917492E10,1386.301,1386.301,0.001203388,1.0,0.8882835,2.250252E-4,0.007041362,0.00258221,0.002558646,4.455779E-4,0.03450371,1.189195E-4,5.361438E-4,0.00140453,2.736017E-5,6.11451E-5,0.01553552,5.917442E-4,3.589046E-5,9.013329E-5,4.171943E-4,2.789133E-5,4.294307E-5,8.883256E-6,2.553895E-5,0.005157935,2.54707E-4,2.165125E-4,0.005558398,4.237412E-5,5.803352E-5,1.002654E-7,7.987882E-5,1.122126E-7,4.747673E-5,9.322063E-7,2.4067E-9,1.386207E-4,0.003784907,9.681647E-5,0.001738688,4.146412E-5,5.212946E-4,0.003490091,0.00357531,1.060658E-4,6.157235E-8,7.00034E-7,1.461656E-5,9.233413E-8,1.269743E-5,0.004857988,0.00207306,0.01352832,8.758172,7.699061E-5,496711.1,496711.1
3.172644E-6,15.63083,-4.87362E10,1386.008,1386.008,0.001203388,1.0,0.8880752,2.23479E-4,0.007085566,0.002565894,0.002570981,4.428154E-4,0.03463396,1.185754E-4,5.399791E-4,0.001409865,2.720706E-5,6.062605E-5,0.01558741,5.907075E-4,3.623292E-5,9.061947E-5,4.183352E-4,2.764504E-5,4.310588E-5,8.989122E-6,2.57391E-5,0.005171622,2.5607E-4,2.159409E-4,0.005580595,4.233267E-5,5.872834E-5,1.021512E-7,8.031742E-5,1.144169E-7,4.794546E-5,9.431929E-7,2.451303E-9,1.388641E-4,0.003791903,9.733033E-5,0.001744414,4.156832E-5,5.222154E-4,0.003496672,0.003573759,1.060742E-4,6.281569E-8,7.098517E-7,1.475279E-5,9.355278E-8,1.278333E-5,0.00483948,0.002061839,0.01348095,8.756033,7.69881E-5,496589.7,496589.7
