Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H3_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_IC3H7_Soln#11 (),Mole_fraction_NC3H7_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_PC4H9_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H5_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C5H5_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M3_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_DIALLYL_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_LC6H6_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_INDENE_Soln#11 (),Mole_fraction_NPBENZ_Soln#11 (),Mole_fraction_NC12H26_Soln#11 (),Mole_fraction_NC16H34_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
0.0,15.7,-5.08121E11,1500.0,1500.0,0.001203388,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,7.664893E-5,535064.1,535064.1
2.964809E-11,15.69998,-5.169968E11,1499.997,1499.997,0.001203388,1.0,0.9514593,1.220563E-9,1.465762E-14,1.599724E-9,6.910572E-13,7.33094E-8,4.176028E-9,1.485578E-12,1.61105E-15,3.359551E-13,2.204881E-12,7.291413E-8,6.064283E-9,1.284502E-7,4.585826E-15,1.029643E-13,1.883529E-13,7.369344E-8,1.541666E-24,1.217254E-24,5.367368E-27,2.797198E-9,8.501805E-14,1.284144E-7,3.054341E-11,9.977734E-22,7.305698E-20,4.635137E-20,1.039362E-15,2.668707E-26,1.35892E-22,3.796741E-29,5.215293E-28,8.722963E-18,2.268147E-9,6.337771E-20,6.049553E-16,8.290525E-18,5.75979E-10,1.550528E-9,0.004081006,6.220369E-11,5.026653E-33,1.895009E-23,2.164593E-16,3.767507E-28,6.778558E-17,0.01103316,0.00663978,0.0267855,9.43442,7.664904E-5,535063.8,535063.8
7.68368E-10,15.69944,-6.632251E11,1499.909,1499.909,0.001203388,1.0,0.9514363,6.088511E-7,2.104186E-10,8.436332E-7,7.623682E-10,3.602023E-6,2.148797E-6,1.041739E-9,1.445423E-12,3.486361E-10,2.281847E-9,3.302864E-6,3.138786E-6,3.326312E-6,3.140028E-12,6.915293E-11,2.099172E-10,3.610014E-6,2.077711E-17,9.015203E-18,7.132535E-19,1.425609E-6,6.307859E-11,3.302445E-6,2.051917E-8,1.69608E-16,2.505142E-16,3.103938E-17,1.204939E-11,9.052604E-21,4.889093E-17,3.437145E-22,1.775462E-22,4.837293E-13,1.145737E-6,2.291644E-14,9.941371E-11,1.427903E-13,2.808918E-7,7.766253E-7,0.004080906,1.655188E-9,7.249448E-25,5.114829E-19,2.387865E-13,2.553975E-22,7.03476E-14,0.01102855,0.006635561,0.02677895,9.434191,7.665167E-5,535050.8,535050.8
3.266803E-9,15.69763,-7.650125E11,1499.546,1499.546,0.001203388,1.0,0.9513153,5.893725E-6,9.929272E-9,8.220441E-6,2.320288E-8,2.549285E-5,2.055254E-5,2.090616E-8,4.986495E-11,9.767085E-9,6.290715E-8,2.098068E-5,2.906219E-5,1.410841E-5,5.836759E-11,1.24952E-9,5.887408E-9,2.244958E-5,2.575116E-14,4.147677E-15,2.83377E-15,1.294698E-5,1.302795E-9,1.368826E-5,3.747948E-7,1.161536E-13,1.702712E-14,5.585374E-16,5.612379E-10,1.930445E-18,1.107916E-14,2.975842E-19,4.558313E-20,1.035853E-10,1.025257E-5,4.379595E-12,1.176187E-8,1.093236E-11,2.401942E-6,6.859257E-6,0.004080378,8.885209E-9,1.578726E-21,6.490096E-17,7.265118E-12,1.690938E-19,1.9618E-12,0.01101247,0.006621046,0.02675785,9.43299,7.666049E-5,534982.7,534982.7
8.724922E-9,15.6937,-7.831849E11,1498.708,1498.708,0.001203388,1.0,0.9510232,2.087391E-5,1.009903E-7,2.882763E-5,2.106693E-7,8.191747E-5,7.441815E-5,1.659929E-7,7.722443E-10,8.310366E-8,5.125469E-7,5.994128E-5,9.322563E-5,3.751726E-5,4.204818E-10,8.898954E-9,4.851695E-8,6.100641E-5,2.129124E-12,1.402212E-13,3.726935E-13,4.122356E-5,1.004568E-8,3.468599E-5,2.652647E-6,7.439228E-12,3.220964E-13,4.116323E-15,5.727923E-9,6.514583E-17,5.080945E-13,2.287342E-17,2.097034E-18,2.821401E-9,3.239625E-5,1.113835E-10,1.598645E-7,2.068697E-10,7.462969E-6,2.167177E-5,0.004079081,3.907031E-8,1.639966E-19,1.602659E-15,6.590681E-11,1.276745E-17,1.660313E-11,0.01097727,0.006589414,0.02671184,9.430087,7.667972E-5,534818.1,534818.1
3.148758E-8,15.67763,-8.182131E11,1495.091,1495.091,0.001203388,1.0,0.9497149,1.057105E-4,1.823897E-6,1.442366E-4,3.29595E-6,3.435506E-4,4.098343E-4,2.19279E-6,3.423601E-8,1.195805E-6,5.949263E-6,1.824997E-4,3.607491E-4,1.330888E-4,5.428321E-9,1.156162E-7,6.499821E-7,1.587381E-4,4.770286E-10,1.037447E-11,1.222944E-10,1.575916E-4,1.525301E-7,1.027491E-4,3.102648E-5,1.477699E-9,2.03424E-11,9.730357E-14,1.050656E-7,9.185457E-15,1.133376E-10,1.107334E-14,3.769567E-16,1.439251E-7,1.230752E-4,6.187818E-9,3.28376E-6,9.482855E-9,2.780684E-5,8.493694E-5,0.004072805,4.463154E-7,5.421975E-17,1.069945E-13,1.02931E-9,3.610064E-15,2.854375E-10,0.01083186,0.006460088,0.02651399,9.416968,7.67583E-5,534074.0,534074.0
1.068082E-7,15.63181,-7.866116E11,1482.954,1482.954,0.001203388,1.0,0.9449954,4.277448E-4,3.068073E-5,7.424554E-4,3.93958E-5,0.001080393,0.002194261,1.934912E-5,1.210895E-6,1.61275E-5,3.7621E-5,3.392016E-4,0.00128113,4.163967E-4,6.839328E-8,1.332578E-6,8.289801E-6,2.141511E-4,6.07427E-8,7.969254E-10,2.149675E-8,5.2868E-4,2.563492E-6,2.13191E-4,2.548274E-4,1.736401E-7,3.599246E-9,6.384038E-12,1.562487E-6,1.572885E-12,2.141526E-8,1.678974E-11,4.732658E-14,3.709456E-6,4.194775E-4,2.3964E-7,4.941852E-5,3.342165E-7,8.732364E-5,3.246533E-4,0.004043702,5.768301E-6,1.922163E-14,1.768603E-11,1.309445E-8,1.914874E-12,1.467559E-8,0.01035876,0.006052707,0.02577992,9.3679,7.698328E-5,531291.2,531291.2
1.166541E-7,15.62683,-7.740516E11,1481.435,1481.435,0.001203388,1.0,0.9443762,4.605718E-4,3.770887E-5,8.363784E-4,4.652201E-5,0.001146876,0.002464471,2.242503E-5,1.560471E-6,1.951082E-5,4.164767E-5,3.456307E-4,0.001405723,4.482895E-4,8.342778E-8,1.586182E-6,9.998887E-6,2.127433E-4,8.432455E-8,1.11315E-9,3.027445E-8,5.755847E-4,3.142256E-6,2.21293E-4,2.922299E-4,2.369384E-7,5.350508E-9,8.663317E-12,1.870561E-6,2.267238E-12,3.049167E-8,2.82321E-11,6.64542E-14,4.540449E-6,4.583567E-4,3.085339E-7,5.908213E-5,4.279024E-7,9.430799E-5,3.589698E-4,0.004039244,6.857214E-6,3.124214E-14,2.722218E-11,1.576835E-8,3.093806E-12,2.018689E-8,0.01029816,0.00600178,0.02567706,9.361284,7.700781E-5,530916.0,530916.0
1.231109E-7,15.6237,-7.652837E11,1480.452,1480.452,0.001203388,1.0,0.9439725,4.804316E-4,4.276877E-5,8.991597E-4,5.142901E-5,0.00118675,0.00264378,2.452133E-5,1.821121E-6,2.191017E-5,4.41953E-5,3.488912E-4,0.001487715,4.684473E-4,9.433355E-8,1.76337E-6,1.120567E-5,2.115202E-4,1.028069E-7,1.366947E-9,3.719319E-8,6.060983E-4,3.554237E-6,2.261565E-4,3.173162E-4,2.854715E-7,6.807074E-9,1.041765E-11,2.084139E-6,2.830396E-12,3.771114E-8,3.860798E-11,8.172243E-14,5.123039E-6,4.838328E-4,3.596588E-7,6.576339E-5,4.969674E-7,9.879462E-5,3.816881E-4,0.004036274,7.606767E-6,4.231542E-14,3.545886E-11,1.768378E-8,4.139652E-12,2.449859E-8,0.01025868,0.005968729,0.02560913,9.356952,7.702327E-5,530670.3,530670.3
1.301616E-7,15.62039,-7.55312E11,1479.392,1479.392,0.001203388,1.0,0.9435341,5.006163E-4,4.870702E-5,9.686125E-4,5.698408E-5,0.001227047,0.002841087,2.687586E-5,2.135399E-6,2.469114E-5,4.688586E-5,3.516953E-4,0.001577425,4.89762E-4,1.072282E-7,1.96636E-6,1.259861E-5,2.099775E-4,1.259409E-7,1.6917E-9,4.587999E-8,6.391841E-4,4.032532E-6,2.311027E-4,3.451377E-4,3.450786E-7,8.717872E-9,1.258143E-11,2.32695E-6,3.555204E-12,4.683926E-8,5.314451E-11,1.011623E-13,5.790752E-6,5.116166E-4,4.210492E-7,7.334131E-5,5.79408E-7,1.036104E-4,4.066473E-4,0.004032996,8.453777E-6,5.820024E-14,4.660349E-11,1.993086E-8,5.582292E-12,2.988498E-8,0.01021583,0.005932967,0.02553462,9.352234,7.703959E-5,530402.7,530402.7
1.342191E-7,15.61854,-7.494123E11,1478.789,1478.789,0.001203388,1.0,0.9432831,5.115309E-4,5.232116E-5,0.001008944,6.026902E-5,0.001248751,0.002955214,2.825953E-5,2.330696E-6,2.636664E-5,4.838906E-5,3.529852E-4,0.001629108,5.016953E-4,1.151283E-7,2.087547E-6,1.343473E-5,2.090097E-4,1.407257E-7,1.903208E-9,5.144061E-8,6.581097E-4,4.320851E-6,2.337895E-4,3.613257E-4,3.82581E-7,9.984235E-9,1.394822E-11,2.47092E-6,4.028788E-12,5.27137E-8,6.326236E-11,1.137722E-13,6.189038E-6,5.275828E-4,4.590696E-7,7.782566E-5,6.302045E-7,1.063428E-4,4.210682E-4,0.004031095,8.953472E-6,6.952597E-14,5.417061E-11,2.130108E-8,6.575487E-12,3.332094E-8,0.01019129,0.005912548,0.02549162,9.349527,7.704872E-5,530249.2,530249.2
1.399394E-7,15.61599,-7.409243E11,1477.946,1477.946,0.001203388,1.0,0.9429311,5.260654E-4,5.766199E-5,0.001066183,6.5004E-5,0.001277567,0.003116696,3.024314E-5,2.624386E-6,2.882067E-5,5.045059E-5,3.544383E-4,0.001702011,5.181043E-4,1.268755E-7,2.263672E-6,1.465501E-5,2.075637E-4,1.634804E-7,2.234511E-9,6.000535E-8,6.846459E-4,4.743081E-6,2.373932E-4,3.84341E-4,4.394907E-7,1.199487E-8,1.603057E-11,2.678806E-6,4.771973E-12,6.180267E-8,7.999791E-11,1.334559E-13,6.766923E-6,5.500573E-4,5.160752E-7,8.428939E-5,7.060037E-7,1.101471E-4,4.414542E-4,0.004028402,9.671754E-6,8.874254E-14,6.644056E-11,2.333293E-8,8.204063E-12,3.85989E-8,0.01015688,0.005883963,0.02543088,9.34572,7.706128E-5,530033.3,530033.3
1.468057E-7,15.61304,-7.30514E11,1476.947,1476.947,0.001203388,1.0,0.9425113,5.422255E-4,6.445321E-5,0.001135365,7.083956E-5,0.001309498,0.003311219,3.267063E-5,3.005868E-6,3.190586E-5,5.2834E-5,3.556679E-4,0.00178953,5.371583E-4,1.419374E-7,2.482977E-6,1.618165E-5,2.057242E-4,1.938663E-7,2.687357E-9,7.144518E-8,7.162671E-4,5.27345E-6,2.414529E-4,4.122253E-4,5.141114E-7,1.478464E-8,1.877626E-11,2.93541E-6,5.789113E-12,7.400932E-8,1.043797E-10,1.602512E-13,7.484275E-6,5.769686E-4,5.898429E-7,9.224937E-5,8.034661E-7,1.146405E-4,4.659849E-4,0.004025152,1.055313E-5,1.177801E-13,8.391367E-11,2.59335E-8,1.055344E-11,4.562722E-8,0.01011585,0.005849975,0.02535785,9.341172,7.707586E-5,529775.3,529775.3
1.526873E-7,15.61059,-7.21441E11,1476.102,1476.102,0.001203388,1.0,0.9421544,5.549886E-4,7.060122E-5,0.001194938,7.596261E-5,0.001334639,0.003478269,3.478618E-5,3.358281E-6,3.466725E-5,5.479537E-5,3.563185E-4,0.001864464,5.529233E-4,1.556909E-7,2.677445E-6,1.754086E-5,2.040766E-4,2.226694E-7,3.127074E-9,8.228373E-8,7.431488E-4,5.747417E-6,2.447158E-4,4.363001E-4,5.835507E-7,1.752823E-8,2.134705E-11,3.16087E-6,6.777099E-12,8.56346E-8,1.294659E-10,1.861766E-13,8.117822E-6,5.999539E-4,6.57738E-7,9.922653E-5,8.925678E-7,1.184272E-4,4.870283E-4,0.004022356,1.132283E-5,1.488776E-13,1.015318E-10,2.830852E-8,1.294993E-11,5.226839E-8,0.01008096,0.005821148,0.02529524,9.337295,7.708795E-5,529555.4,529555.4
1.607665E-7,15.60735,-7.088013E11,1474.96,1474.96,0.001203388,1.0,0.9416684,5.709654E-4,7.954346E-5,0.001277072,8.317456E-5,0.00136601,0.00370808,3.773939E-5,3.881663E-6,3.863431E-5,5.736777E-5,3.566732E-4,0.001967268,5.737451E-4,1.758896E-7,2.954095E-6,1.948146E-5,2.017299E-4,2.665753E-7,3.815842E-9,9.878368E-8,7.797585E-4,6.426671E-6,2.488996E-4,4.695994E-4,6.872652E-7,2.187557E-8,2.521522E-11,3.478281E-6,8.323858E-12,1.034279E-7,1.71081E-10,2.266578E-13,9.014269E-6,6.31409E-4,7.581786E-7,1.090231E-4,1.023363E-6,1.235361E-4,5.159445E-4,0.004018505,1.239909E-5,2.030051E-13,1.301907E-10,3.180501E-8,1.68928E-11,6.235275E-8,0.01003343,0.00578199,0.02520923,9.332003,7.710394E-5,529255.3,529255.3
1.763161E-7,15.60151,-6.841272E11,1472.818,1472.818,0.001203388,1.0,0.9407475,5.969988E-4,9.836695E-5,0.001435419,9.757342E-5,0.001416828,0.004150385,4.354453E-5,5.019639E-6,4.681426E-5,6.192262E-5,3.558643E-4,0.002164414,6.111423E-4,2.191192E-7,3.515642E-6,2.343757E-5,1.970295E-4,3.658918E-7,5.449656E-9,1.359671E-7,8.491687E-4,7.819411E-6,2.560771E-4,5.342145E-4,9.13896E-7,3.233946E-8,3.3787E-11,4.110952E-6,1.198465E-11,1.438693E-7,2.78473E-10,3.22386E-13,1.08141E-5,6.914925E-4,9.752182E-7,1.284598E-4,1.302091E-6,1.330756E-4,5.714853E-4,0.004011081,1.451901E-5,3.557041E-13,2.021036E-10,3.935674E-8,2.695161E-11,8.499543E-8,0.009943329,0.005708096,0.02504403,9.321941,7.713282E-5,528684.6,528684.6
1.832638E-7,15.59905,-6.73043E11,1471.885,1471.885,0.001203388,1.0,0.9403425,6.067848E-4,1.074576E-4,0.001505984,1.042067E-4,0.001435789,0.004347562,4.617565E-5,5.58447E-6,5.069058E-5,6.379128E-5,3.549691E-4,0.002252068,6.267351E-4,2.403199E-7,3.778061E-6,2.529096E-5,1.948811E-4,4.168157E-7,6.325015E-9,1.549459E-7,8.797268E-4,8.475183E-6,2.589488E-4,5.632212E-4,1.026492E-6,3.799816E-8,3.810697E-11,4.40151E-6,1.394077E-11,1.646626E-7,3.398562E-10,3.736499E-13,1.164543E-5,7.181137E-4,1.082383E-6,1.373466E-4,1.437864E-6,1.372163E-4,5.961946E-4,0.004007769,1.548143E-5,4.504889E-13,2.423599E-10,4.310737E-8,3.265367E-11,9.65194E-8,0.009903684,0.005675717,0.02497049,9.317503,7.714495E-5,528432.9,528432.9
1.945654E-7,15.59526,-6.550422E11,1470.401,1470.401,0.001203388,1.0,0.9396926,6.205046E-4,1.231302E-4,0.00162013,1.152332E-4,0.001462148,0.00466715,5.048476E-5,6.578255E-6,5.727259E-5,6.661666E-5,3.529339E-4,0.00239392,6.506679E-4,2.773276E-7,4.21888E-6,2.840693E-5,1.913556E-4,5.08573E-7,7.96157E-9,1.889885E-7,9.288282E-4,9.581998E-6,2.632241E-4,6.104751E-4,1.224232E-6,4.862959E-8,4.579342E-11,4.882717E-6,1.758945E-11,2.021742E-7,4.60005E-10,4.696657E-13,1.302736E-5,7.610815E-4,1.270211E-6,1.520102E-4,1.673073E-6,1.437964E-4,6.361733E-4,0.004002401,1.706006E-5,6.499935E-13,3.200238E-10,4.974438E-8,4.375298E-11,1.171475E-7,0.009840037,0.0056239,0.0248514,9.310367,7.71637E-5,528028.3,528028.3
1.999251E-7,15.59355,-6.465459E11,1469.711,1469.711,0.001203388,1.0,0.9393884,6.261294E-4,1.309411E-4,0.001673877,1.205573E-4,0.001472837,0.004818066,5.253514E-5,7.082049E-6,6.050893E-5,6.786593E-5,3.517504E-4,0.00246083,6.614129E-4,2.959758E-7,4.433608E-6,2.992484E-5,1.896781E-4,5.560128E-7,8.835992E-9,2.06512E-7,9.518506E-4,1.012305E-5,2.650924E-4,6.328862E-4,1.324177E-6,5.43265E-8,4.972738E-11,5.114133E-6,1.953533E-11,2.215796E-7,5.265537E-10,5.2112E-13,1.369385E-5,7.813023E-4,1.36513E-6,1.590381E-4,1.790665E-6,1.468511E-4,6.550201E-4,0.003999867,1.781249E-5,7.67818E-13,3.625644E-10,5.313573E-8,4.987534E-11,1.277478E-7,0.009810225,0.005599698,0.0247952,9.307021,7.717218E-5,527838.5,527838.5
2.05642E-7,15.59178,-6.375281E11,1468.984,1468.984,0.001203388,1.0,0.9390667,6.315501E-4,1.395375E-4,0.001730865,1.262992E-4,0.00148304,0.004978499,5.47233E-5,7.64243E-6,6.403918E-5,6.913584E-5,3.50353E-4,0.002531919,6.724559E-4,3.166479E-7,4.666431E-6,3.157007E-5,1.878891E-4,6.094297E-7,9.842588E-9,2.261822E-7,9.762211E-4,1.071084E-5,2.669798E-4,6.567748E-4,1.435047E-6,6.089215E-8,5.413042E-11,5.362941E-6,2.177299E-11,2.434333E-7,6.048439E-10,5.805209E-13,1.441155E-5,8.027537E-4,1.470508E-6,1.66577E-4,1.920258E-6,1.500639E-4,6.750318E-4,0.003997174,1.86166E-5,9.126412E-13,4.122796E-10,5.693389E-8,5.706069E-11,1.39634E-7,0.009778692,0.005574145,0.02473548,9.303479,7.718095E-5,527637.6,527637.6
2.114781E-7,15.59003,-6.283817E11,1468.253,1468.253,0.001203388,1.0,0.9387413,6.36503E-4,1.485914E-4,0.001788626,1.32224E-4,0.001492245,0.00514163,5.695533E-5,8.238885E-6,6.772352E-5,7.036695E-5,3.487968E-4,0.00260417,6.832929E-4,3.385824E-7,4.907938E-6,3.327553E-5,1.860662E-4,6.669729E-7,1.095211E-8,2.473018E-7,0.001000901,1.132162E-5,2.687998E-4,6.811309E-4,1.552668E-6,6.813403E-8,5.884699E-11,5.618791E-6,2.423731E-11,2.669759E-7,6.929506E-10,6.462326E-13,1.51506E-5,8.245222E-4,1.582463E-6,1.743108E-4,2.056874E-6,1.532959E-4,6.953545E-4,0.003994437,1.943823E-5,1.083224E-12,4.678779E-10,6.100979E-8,6.512911E-11,1.523823E-7,0.009746789,0.005548342,0.02467477,9.299893,7.718961E-5,527434.2,527434.2
2.192794E-7,15.58778,-6.162673E11,1467.293,1467.293,0.001203388,1.0,0.9383112,6.4227E-4,1.611273E-4,0.001865101,1.402382E-4,0.001502756,0.005358576,5.993128E-5,9.074448E-6,7.277073E-5,7.191239E-5,3.465355E-4,0.002700212,6.971083E-4,3.692146E-7,5.236481E-6,3.559297E-5,1.836393E-4,7.486657E-7,1.257045E-8,2.771651E-7,0.00103358,1.215396E-5,2.710736E-4,7.136203E-4,1.716711E-6,7.869867E-8,6.550468E-11,5.963339E-6,2.782926E-11,3.003957E-7,8.243619E-10,7.425696E-13,1.614719E-5,8.534082E-4,1.738988E-6,1.846962E-4,2.24611E-6,1.575424E-4,7.2234E-4,0.003990801,2.053633E-5,1.351741E-12,5.502509E-10,6.678247E-8,7.713572E-11,1.703866E-7,0.0097046,0.005514291,0.02459406,9.295148,7.720074E-5,527165.1,527165.1
2.324999E-7,15.5842,-5.960864E11,1465.707,1465.707,0.001203388,1.0,0.9375949,6.500266E-4,1.834779E-4,0.001992502,1.540466E-4,0.001516274,0.005722982,6.49376E-5,1.058918E-5,8.162574E-5,7.428E-5,3.423065E-4,0.00286147,7.188333E-4,4.2454E-7,5.806988E-6,3.960723E-5,1.795663E-4,8.995827E-7,1.56869E-8,3.31989E-7,0.001088153,1.360228E-5,2.745428E-4,7.684342E-4,2.011781E-6,9.902514E-8,7.771994E-11,6.55259E-6,3.474497E-11,3.621171E-7,1.085193E-9,9.298739E-13,1.785398E-5,9.017787E-4,2.021989E-6,2.023794E-4,2.583297E-6,1.645516E-4,7.675568E-4,0.003984703,2.239214E-5,1.930868E-12,7.122949E-10,7.745056E-8,1.008973E-10,2.0338E-7,0.0096343,0.005457734,0.02445853,9.287236,7.721849E-5,526716.4,526716.4
2.379191E-7,15.58281,-5.879576E11,1465.072,1465.072,0.001203388,1.0,0.9373059,6.52544E-4,1.930325E-4,0.00204384,1.597832E-4,0.001520386,0.005871078,6.697082E-5,1.124545E-5,8.535901E-5,7.516294E-5,3.404524E-4,0.002926994,7.271487E-4,4.484527E-7,6.045438E-6,4.128048E-5,1.779153E-4,9.659638E-7,1.710734E-8,3.559723E-7,0.001110233,1.420846E-5,2.758353E-4,7.907937E-4,2.13867E-6,1.082756E-7,8.307027E-11,6.795668E-6,3.789901E-11,3.892582E-7,1.206815E-9,1.01606E-12,1.855857E-5,9.213873E-4,2.144358E-6,2.096455E-4,2.727222E-6,1.673585E-4,7.858921E-4,0.003982229,2.314958E-5,2.220346E-12,7.873557E-10,8.215821E-8,1.119541E-10,2.177914E-7,0.00960592,0.005434965,0.02440346,9.28404,7.722537E-5,526535.2,526535.2
2.510694E-7,15.57962,-5.686184E11,1463.567,1463.567,0.001203388,1.0,0.9366157,6.572454E-4,2.171382E-4,0.002166064,1.738719E-4,0.001527275,0.006227117,7.184414E-5,1.292152E-5,9.465038E-5,7.710527E-5,3.357235E-4,0.003084528,7.459713E-4,5.09435E-7,6.634031E-6,4.539716E-5,1.739635E-4,1.13786E-6,2.092E-8,4.177403E-7,0.001163123,1.570621E-5,2.786858E-4,8.447356E-4,2.460112E-6,1.330475E-7,9.689692E-11,7.388162E-6,4.637921E-11,4.595282E-7,1.539864E-9,1.249995E-12,2.027619E-5,9.684206E-4,2.456375E-6,2.27287E-4,3.089392E-6,1.740156E-4,8.298713E-4,0.003976292,2.497605E-5,3.071544E-12,9.917232E-10,9.442711E-8,1.421804E-10,2.548518E-7,0.009538103,0.0053807,0.02427107,9.276401,7.724119E-5,526101.9,526101.9
2.574388E-7,15.57816,-5.594601E11,1462.855,1462.855,0.001203388,1.0,0.9362869,6.588757E-4,2.292705E-4,0.002223992,1.807757E-4,0.001529171,0.006397792,7.416853E-5,1.377503E-5,9.926194E-5,7.794867E-5,3.33337E-4,0.003160058,7.544258E-4,5.404631E-7,6.923771E-6,4.741579E-5,1.720803E-4,1.22656E-6,2.296049E-8,4.494383E-7,0.001188394,1.644404E-5,2.799307E-4,8.706847E-4,2.622364E-6,1.462676E-7,1.040296E-10,7.676109E-6,5.09295E-11,4.957872E-7,1.721354E-9,1.376754E-12,2.111065E-5,9.909158E-4,2.615042E-6,2.358251E-4,3.271034E-6,1.771637E-4,8.509021E-4,0.003973452,2.58536E-5,3.56931E-12,1.102522E-9,1.008133E-7,1.58628E-10,2.738414E-7,0.009505789,0.005354914,0.0242076,9.27276,7.724841E-5,525895.4,525895.4
2.678196E-7,15.57591,-5.448417E11,1461.72,1461.72,0.001203388,1.0,0.9357589,6.607365E-4,2.49661E-4,0.00231652,1.921303E-4,0.001530458,0.006673364,7.789849E-5,1.522274E-5,1.069218E-4,7.919473E-5,3.293448E-4,0.003282044,7.673256E-4,5.930906E-7,7.401809E-6,5.073393E-5,1.690585E-4,1.378592E-6,2.656931E-8,5.03519E-7,0.001229106,1.766188E-5,2.817851E-4,9.127029E-4,2.895414E-6,1.695822E-7,1.162758E-10,8.146193E-6,5.900295E-11,5.579471E-7,2.046743E-9,1.603588E-12,2.24719E-5,0.00102717,2.883927E-6,2.497143E-4,3.57517E-6,1.821912E-4,8.847861E-4,0.003968875,2.727211E-5,4.517853E-12,1.300415E-9,1.11863E-7,1.880866E-10,3.061973E-7,0.009453861,0.005313569,0.02410511,9.266909,7.72596E-5,525563.6,525563.6
2.878544E-7,15.57194,-5.177516E11,1459.613,1459.613,0.001203388,1.0,0.9347666,6.619431E-4,2.910858E-4,0.00248816,2.143715E-4,0.001527431,0.007195793,8.486448E-5,1.820782E-5,1.221618E-4,8.118142E-5,3.213916E-4,0.003513474,7.893374E-4,7.017414E-7,8.342121E-6,5.721211E-5,1.634061E-4,1.69743E-6,3.457513E-8,6.160438E-7,0.001306057,2.005842E-5,2.848118E-4,9.927558E-4,3.450217E-6,2.210059E-7,1.421489E-10,9.054182E-6,7.70552E-11,6.884351E-7,2.783769E-9,2.118535E-12,2.509515E-5,0.001095685,3.437742E-6,2.763686E-4,4.187941E-6,1.915478E-4,9.487723E-4,0.003960231,2.996264E-5,6.912245E-12,1.746088E-9,1.355173E-7,2.547164E-10,3.733594E-7,0.009356191,0.005236112,0.02391074,9.255904,7.727928E-5,524939.5,524939.5
