Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H3_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_NC3H7_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_PC4H9_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C4H2_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_C10H8_Soln#8 (),Mole_fraction_NC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H8_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_INDENE_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC12H26_Soln#8 (),Mole_fraction_NC16H34_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
3.184213E-5,15.58378,-5.063772E9,1255.255,1255.255,0.001337098,1.0,0.8955586,2.242499E-5,0.007784982,3.143747E-4,0.002329071,1.000657E-4,0.03154583,1.488782E-5,3.258542E-4,9.720462E-4,8.296931E-6,0.01407307,2.136324E-4,3.055696E-5,6.692776E-5,3.046957E-4,3.511046E-6,2.014738E-5,2.124589E-5,4.269871E-5,0.00471078,2.491112E-4,1.135631E-4,0.005235438,4.845599E-5,6.680474E-8,9.556757E-5,1.661703E-7,5.660296E-5,7.396872E-7,7.996004E-7,3.484957E-9,4.630268E-5,0.003559487,1.04572E-4,0.001774013,6.651525E-5,4.963811E-6,4.079673E-4,0.003463873,0.00362936,5.528364E-5,5.047764E-9,1.322629E-6,2.509949E-5,1.71669E-7,2.342636E-5,0.00583231,0.002747573,0.01397185,8.837723,8.58006E-5,501222.7,501222.7
3.19044E-5,15.5837,-5.053642E9,1255.196,1255.196,0.001337098,1.0,0.8955225,2.238987E-5,0.007791907,3.139556E-4,0.00233076,9.99367E-5,0.03156743,1.487217E-5,3.262268E-4,9.72539E-4,8.282947E-6,0.0140816,2.135448E-4,3.060315E-5,6.699516E-5,3.048186E-4,3.504949E-6,2.016116E-5,2.129691E-5,4.274576E-5,0.004712927,2.493296E-4,1.134971E-4,0.005239117,4.852706E-5,6.695893E-8,9.565297E-5,1.666926E-7,5.669401E-5,7.409013E-7,8.018414E-7,3.496231E-9,4.631281E-5,0.003561014,1.0464E-4,0.001774853,6.655154E-5,4.971089E-6,4.081336E-4,0.00346511,0.003629099,5.525942E-5,5.062756E-9,1.325447E-6,2.512914E-5,1.720235E-7,2.344954E-5,0.005829266,0.002745576,0.01396389,8.837357,8.580106E-5,501202.0,501202.0
3.475554E-5,15.57992,-4.627736E9,1252.621,1252.621,0.001337098,1.0,0.8939406,2.090232E-5,0.008097277,2.961163E-4,0.002404837,9.443281E-5,0.03251391,1.419504E-5,3.427241E-4,9.938057E-4,7.691488E-6,0.01445381,2.097161E-4,3.266823E-5,6.998625E-5,3.100783E-4,3.247378E-6,2.076293E-5,2.362725E-5,4.479463E-5,0.004805361,2.589043E-4,1.106262E-4,0.005400277,5.168602E-5,7.394312E-8,9.943117E-5,1.90921E-7,6.077318E-5,7.951007E-7,9.048104E-7,4.021639E-9,4.67336E-5,0.003626531,1.07583E-4,0.001810965,6.8137E-5,5.295684E-6,4.152762E-4,0.003517639,0.003617683,5.418084E-5,5.754587E-9,1.452802E-6,2.643644E-5,1.880432E-7,2.44623E-5,0.005696513,0.002658892,0.01361623,8.821367,8.582188E-5,500295.1,500295.2
3.588063E-5,15.57848,-4.477833E9,1251.664,1251.664,0.001337098,1.0,0.8933527,2.037339E-5,0.008211907,2.897313E-4,0.002432454,9.245719E-5,0.03286618,1.394749E-5,3.48949E-4,0.00100156,7.481672E-6,0.01459143,2.082981E-4,3.345763E-5,7.111848E-5,3.119732E-4,3.156138E-6,2.098581E-5,2.454312E-5,4.554988E-5,0.004838933,2.624702E-4,1.095692E-4,0.005460236,5.288412E-5,7.665816E-8,1.008559E-4,2.006352E-7,6.233679E-5,8.157776E-7,9.455877E-7,4.233632E-9,4.687896E-5,0.003650232,1.086607E-4,0.001824061,6.872469E-5,5.419367E-6,4.178606E-4,0.003536362,0.00361344,5.377169E-5,6.030124E-9,1.502187E-6,2.692703E-5,1.94251E-7,2.483778E-5,0.005647433,0.002627031,0.01348753,8.815442,8.582982E-5,499959.1,499959.1
3.595345E-5,15.57839,-4.468446E9,1251.603,1251.603,0.001337098,1.0,0.8933153,2.034017E-5,0.008219221,2.893295E-4,0.002434212,9.233277E-5,0.0328886,1.393182E-5,3.493468E-4,0.00100205,7.468503E-6,0.01460017,2.08208E-4,3.350825E-5,7.119089E-5,3.120926E-4,3.150413E-6,2.099997E-5,2.460232E-5,4.559779E-5,0.004841054,2.626971E-4,1.095022E-4,0.005464051,5.296078E-5,7.68331E-8,1.00947E-4,2.012667E-7,6.243714E-5,8.171028E-7,9.482292E-7,4.24744E-9,4.688801E-5,0.003651728,1.08729E-4,0.001824888,6.876205E-5,5.427291E-6,4.180237E-4,0.003537539,0.00361317,5.374552E-5,6.048003E-9,1.505366E-6,2.695832E-5,1.946507E-7,2.486165E-5,0.005644316,0.00262501,0.01347935,8.815065,8.583032E-5,499937.7,499937.7
3.599719E-5,15.57833,-4.462825E9,1251.567,1251.567,0.001337098,1.0,0.8932929,2.032028E-5,0.008223607,2.890888E-4,0.002435267,9.225824E-5,0.03290204,1.392243E-5,3.495853E-4,0.001002344,7.460617E-6,0.01460541,2.081539E-4,3.353863E-5,7.123433E-5,3.121642E-4,3.146985E-6,2.100846E-5,2.463787E-5,4.562651E-5,0.004842325,2.628332E-4,1.09462E-4,0.005466339,5.300677E-5,7.693812E-8,1.010016E-4,2.016461E-7,6.249736E-5,8.17898E-7,9.498157E-7,4.255737E-9,4.689342E-5,0.003652624,1.087699E-4,0.001825384,6.878445E-5,5.432046E-6,4.181214E-4,0.003538243,0.003613008,5.372983E-5,6.058743E-9,1.507275E-6,2.697709E-5,1.948906E-7,2.487595E-5,0.005642447,0.002623799,0.01347445,8.814839,8.583063E-5,499924.9,499924.9
3.623308E-5,15.57803,-4.432754E9,1251.371,1251.371,0.001337098,1.0,0.8931725,2.02138E-5,0.008247176,2.878002E-4,0.00244093,9.185909E-5,0.03297423,1.387207E-5,3.508677E-4,0.00100392,7.418417E-6,0.01463353,2.078639E-4,3.370208E-5,7.146788E-5,3.125475E-4,3.128644E-6,2.105405E-5,2.482954E-5,4.578059E-5,0.004849138,2.63564E-4,1.092463E-4,0.005478623,5.325406E-5,7.750386E-8,1.01295E-4,2.036947E-7,6.282144E-5,8.221758E-7,9.583738E-7,4.30056E-9,4.692233E-5,0.003657426,1.089893E-4,0.00182804,6.890467E-5,5.457621E-6,4.186451E-4,0.003542013,0.00361214,5.364544E-5,6.116703E-9,1.517556E-6,2.707793E-5,1.961827E-7,2.495276E-5,0.005632416,0.002617303,0.01344813,8.813627,8.583227E-5,499856.2,499856.2
4.691847E-5,15.56572,-3.382984E9,1243.648,1243.648,0.001337098,1.0,0.8884264,1.640901E-5,0.009198079,2.410556E-4,0.002665931,7.730194E-5,0.03582909,1.196897E-5,4.031143E-4,0.001063423,5.91835E-6,0.01572859,1.965415E-4,4.056058E-5,8.106192E-5,3.265978E-4,2.478717E-6,2.283778E-5,3.337671E-5,5.166613E-5,0.005103249,2.924513E-4,1.009299E-4,0.005963914,6.343841E-5,1.020874E-7,1.132638E-4,2.991633E-7,7.649984E-5,1.000896E-6,1.34609E-6,6.426044E-9,4.787374E-5,0.00383466,1.173294E-4,0.001926701,7.360833E-5,6.52215E-6,4.379692E-4,0.00367602,0.003577872,5.02177E-5,8.781096E-9,1.962208E-6,3.113212E-5,2.520117E-7,2.795218E-5,0.005241736,0.002367631,0.01242036,8.766158,8.590015E-5,497164.0,497164.0
7.865298E-5,15.53866,-1.944498E9,1228.528,1228.528,0.001337098,1.0,0.8790816,1.08068E-5,0.01120874,1.689379E-4,0.003121431,5.457065E-5,0.04150311,8.736614E-6,5.157988E-4,0.001166266,3.745618E-6,0.01779946,1.75076E-4,5.666507E-5,1.023182E-4,3.484008E-4,1.545974E-6,2.627551E-5,5.686077E-5,6.136225E-5,0.005517199,3.492053E-4,8.565109E-5,0.006924092,8.601119E-5,1.649255E-7,1.394483E-4,5.923378E-7,1.091014E-4,1.417541E-6,2.452883E-6,1.338341E-8,4.877455E-5,0.004111044,1.31759E-4,0.002084466,8.260303E-5,8.951363E-6,4.679523E-4,0.003854261,0.003510077,4.327674E-5,1.677753E-8,3.089809E-6,3.950851E-5,3.935218E-7,3.358545E-5,0.00450039,0.001912981,0.01045834,8.674661,8.604974E-5,491974.9,491974.9
1.04784E-4,15.52275,-1.420378E9,1220.386,1220.386,0.001337098,1.0,0.8739871,8.57859E-6,0.01239287,1.38649E-4,0.003378552,4.493975E-5,0.04462597,7.272875E-6,5.828482E-4,0.001214849,2.898524E-6,0.01887451,1.639619E-4,6.707717E-5,1.153135E-4,3.571504E-4,1.186086E-6,2.81028E-5,7.411179E-5,6.498472E-5,0.005691491,3.796003E-4,7.795434E-5,0.007448785,9.974993E-5,2.083609E-7,1.554742E-4,8.277413E-7,1.304705E-4,1.688336E-6,3.291774E-6,1.941197E-8,4.879178E-5,0.004218283,1.383208E-4,0.00214857,8.731077E-5,1.046636E-5,4.793661E-4,0.003902188,0.003472848,3.959618E-5,2.321256E-8,3.868754E-6,4.425286E-5,4.914658E-7,3.642714E-5,0.004112471,0.001685858,0.0094284,8.626008,8.613797E-5,489215.5,489215.5
1.114537E-4,15.51928,-1.326831E9,1218.662,1218.662,0.001337098,1.0,0.8729004,8.164409E-6,0.01265434,1.328809E-4,0.003434346,4.310083E-5,0.04529487,6.987271E-6,5.976793E-4,0.001224566,2.742523E-6,0.0190984,1.616519E-4,6.946149E-5,1.182177E-4,3.587396E-4,1.120112E-6,2.848744E-5,7.824764E-5,6.556534E-5,0.005723726,3.859957E-4,7.637123E-5,0.007560693,1.02814E-4,2.185549E-7,1.590777E-4,8.861846E-7,1.353937E-4,1.75082E-6,3.49551E-6,2.096612E-8,4.87567E-5,0.004236969,1.395855E-4,0.00216013,8.829283E-5,1.080692E-5,4.813171E-4,0.003907817,0.00346488,3.883054E-5,2.482448E-8,4.051969E-6,4.52781E-5,5.145367E-7,3.700703E-5,0.004031254,0.001639306,0.009212735,8.615751,8.615722E-5,488633.8,488633.8
1.17293E-4,15.5164,-1.253911E9,1217.244,1217.244,0.001337098,1.0,0.8720035,7.837312E-6,0.01287258,1.282904E-4,0.003480658,4.163632E-5,0.04584761,6.758458E-6,6.100609E-4,0.001232418,2.619692E-6,0.01928164,1.597622E-4,7.147419E-5,1.206493E-4,3.599785E-4,1.068242E-6,2.880335E-5,8.178665E-5,6.598964E-5,0.005748984,3.91245E-4,7.508042E-5,0.00765302,1.053782E-4,2.272252E-7,1.62104E-4,9.367699E-7,1.395581E-4,1.80374E-6,3.670595E-6,2.232905E-8,4.871797E-5,0.004251251,1.405914E-4,0.002169095,8.909669E-5,1.109252E-5,4.827949E-4,0.003911233,0.003458298,3.820465E-5,2.622529E-8,4.207974E-6,4.612729E-5,5.341921E-7,3.747797E-5,0.003964642,0.001601394,0.009035884,8.60732,8.61732E-5,488155.7,488155.7
1.206735E-4,15.5148,-1.215018E9,1216.458,1216.458,0.001337098,1.0,0.8715054,7.661215E-6,0.01299476,1.258056E-4,0.003506484,4.084323E-5,0.04615485,6.634049E-6,6.169928E-4,0.001236714,2.553707E-6,0.0193828,1.587194E-4,7.260975E-5,1.220133E-4,3.606383E-4,1.040405E-6,2.897816E-5,8.380179E-5,6.620339E-5,0.005762482,3.941483E-4,7.436968E-5,0.007704281,1.068162E-4,2.321426E-7,1.638056E-4,9.658072E-7,1.419111E-4,1.833675E-6,3.770592E-6,2.311872E-8,4.869271E-5,0.004258735,1.411349E-4,0.002173848,8.954041E-5,1.12529E-5,4.835633E-4,0.003912649,0.00345464,3.785947E-5,2.703186E-8,4.296529E-6,4.660004E-5,5.453539E-7,3.773645E-5,0.003927812,0.001580536,0.008938118,8.602651,8.61821E-5,487890.9,487890.9
1.283224E-4,15.51133,-1.134807E9,1214.766,1214.766,0.001337098,1.0,0.8704304,7.294193E-6,0.01326085,1.205953E-4,0.003562492,3.917934E-5,0.04681867,6.371924E-6,6.320909E-4,0.00124583,2.416515E-6,0.01959965,1.564849E-4,7.510466E-5,1.249903E-4,3.619943E-4,9.825965E-7,2.935389E-5,8.827355E-5,6.661051E-5,0.005790317,4.003837E-4,7.285057E-5,0.007814878,1.099541E-4,2.430088E-7,1.675304E-4,1.030842E-6,1.470896E-4,1.899647E-6,3.993265E-6,2.490632E-8,4.86292E-5,0.004273787,1.422707E-4,0.002183551,9.04913E-5,1.16033E-5,4.850931E-4,0.003914533,0.003446739,3.71205E-5,2.884501E-8,4.492432E-6,4.762307E-5,5.70058E-7,3.828669E-5,0.003848719,0.001535996,0.008728214,8.592608,8.620138E-5,487321.3,487321.3
1.338612E-4,15.50894,-1.082628E9,1213.609,1213.609,0.001337098,1.0,0.8696931,7.05247E-6,0.01344529,1.171394E-4,0.003601121,3.80751E-5,0.04727452,6.197139E-6,6.42555E-4,0.001251961,2.326418E-6,0.01974719,1.549653E-4,7.685111E-5,1.270582E-4,3.628705E-4,9.44683E-7,2.961031E-5,9.143839E-5,6.68462E-5,0.005808372,4.046348E-4,7.182044E-5,0.007890696,1.121333E-4,2.506649E-7,1.701275E-4,1.077365E-6,1.507218E-4,1.946004E-6,4.151491E-6,2.620095E-8,4.857864E-5,0.004283233,1.430195E-4,0.002189765,9.113785E-5,1.184698E-5,4.860397E-4,0.003914894,0.003441315,3.661856E-5,3.014791E-8,4.630654E-6,4.832675E-5,5.874979E-7,3.865787E-5,0.003794787,0.001505827,0.008585136,8.585745,8.621465E-5,486932.1,486932.1
1.378395E-4,15.50729,-1.047822E9,1212.81,1212.81,0.001337098,1.0,0.8691829,6.88984E-6,0.01357383,1.148029E-4,0.003627952,3.732827E-5,0.04759017,6.078561E-6,6.49847E-4,0.001256145,2.265922E-6,0.01984868,1.539202E-4,7.807642E-5,1.285013E-4,3.634513E-4,9.192499E-7,2.978707E-5,9.367499E-5,6.698826E-5,0.005820368,4.075631E-4,7.111332E-5,0.007943132,1.136541E-4,2.560601E-7,1.719449E-4,1.11049E-6,1.532736E-4,1.978619E-6,4.263622E-6,2.713064E-8,4.854039E-5,0.004289349,1.435231E-4,0.002193851,9.158239E-5,1.201715E-5,4.866452E-4,0.0039147,0.003437561,3.627367E-5,3.10786E-8,4.728161E-6,4.881452E-5,5.998056E-7,3.891166E-5,0.003757624,0.001485134,0.008486574,8.58101,8.622385E-5,486663.5,486663.5
1.457934E-4,15.50412,-9.841267E8,1211.288,1211.288,0.001337098,1.0,0.8682077,6.589149E-6,0.0138217,1.104579E-4,0.003679486,3.593884E-5,0.04819415,5.85718E-6,6.639056E-4,0.001264013,2.154336E-6,0.02004136,1.519367E-4,8.045794E-5,1.312878E-4,3.645036E-4,8.723897E-7,3.012345E-5,9.805825E-5,6.72114E-5,0.005842156,4.131299E-4,6.977441E-5,0.008043313,1.165907E-4,2.666008E-7,1.754669E-4,1.176004E-6,1.582417E-4,2.042232E-6,4.484114E-6,2.898834E-8,4.84599E-5,0.004300073,1.444519E-4,0.002201177,9.242551E-5,1.234601E-5,4.876889E-4,0.003913316,0.003430379,3.561992E-5,3.292671E-8,4.918918E-6,4.974889E-5,6.238954E-7,3.938972E-5,0.003686931,0.001445988,0.008299163,8.571988,8.624148E-5,486151.8,486151.8
1.51167E-4,15.50207,-9.45018E8,1210.31,1210.31,0.001337098,1.0,0.8675799,6.402433E-6,0.01398279,1.07743E-4,0.003712834,3.507028E-5,0.0485834,5.718284E-6,6.730399E-4,0.001268988,2.085229E-6,0.02016445,1.506697E-4,8.201871E-5,1.331009E-4,3.651411E-4,8.434035E-7,3.033892E-5,1.009555E-4,6.732118E-5,0.005855385,4.166914E-4,6.892129E-5,0.008107768,1.185019E-4,2.735468E-7,1.777683E-4,1.21974E-6,1.615036E-4,2.084087E-6,4.630383E-6,3.024229E-8,4.840304E-5,0.004306302,1.45026E-4,0.002205553,9.296351E-5,1.256017E-5,4.882813E-4,0.00391172,0.003425752,3.520294E-5,3.4166E-8,5.044817E-6,5.035171E-5,6.398029E-7,3.969249E-5,0.003641661,0.001421072,0.008179209,8.5662,8.625284E-5,485823.6,485823.6
1.547928E-4,15.50074,-9.202208E8,1209.672,1209.672,0.001337098,1.0,0.8671694,6.283173E-6,0.01408878,1.060017E-4,0.003734716,3.451306E-5,0.04883812,5.628977E-6,6.790485E-4,0.001272204,2.041163E-6,0.02024454,1.498454E-4,8.305114E-5,1.342947E-4,3.655411E-4,8.24935E-7,3.047934E-5,1.028821E-4,6.737851E-5,0.005863695,4.190104E-4,6.836718E-5,0.008149896,1.197605E-4,2.781577E-7,1.792879E-4,1.249016E-6,1.63664E-4,2.111848E-6,4.727884E-6,3.108774E-8,4.836375E-5,0.004310087,1.453911E-4,0.00220827,9.331321E-5,1.270124E-5,4.886345E-4,0.003910377,0.003422725,3.493195E-5,3.499805E-8,5.12848E-6,5.074643E-5,6.503775E-7,3.98883E-5,0.003612162,0.001404899,0.00810107,8.562424,8.626028E-5,485609.4,485609.4
1.756829E-4,15.49362,-7.979918E8,1206.296,1206.296,0.001337098,1.0,0.8649844,5.68444E-6,0.01466169,9.717179E-5,0.003852186,3.168567E-5,0.05019611,5.173476E-6,7.115051E-4,0.001288825,1.820887E-6,0.02066525,1.455156E-4,8.870612E-5,1.407548E-4,3.674462E-4,7.327955E-7,3.121993E-5,1.135658E-4,6.748981E-5,0.005903333,4.312118E-4,6.546813E-5,0.0083738,1.265765E-4,3.036327E-7,1.875773E-4,1.414194E-6,1.755336E-4,2.264991E-6,5.27186E-6,3.594597E-8,4.812721E-5,0.004326355,1.471948E-4,0.00222078,9.514435E-5,1.346537E-5,4.900552E-4,0.003899235,0.003406601,3.351241E-5,3.972944E-8,5.592086E-6,5.285331E-5,7.090281E-7,4.090063E-5,0.003456543,0.001320437,0.007689302,8.542448,8.629992E-5,484476.5,484476.5
1.803941E-4,15.49214,-7.744867E8,1205.597,1205.597,0.001337098,1.0,0.8645293,5.567036E-6,0.01478292,9.542215E-5,0.003876876,3.112507E-5,0.05047947,5.082711E-6,7.18368E-4,0.001292184,1.777891E-6,0.02075168,1.446259E-4,8.991862E-5,1.421227E-4,3.677958E-4,7.148475E-7,3.137269E-5,1.158828E-4,6.747177E-5,0.005910606,4.337217E-4,6.487486E-5,0.008420364,1.280214E-4,3.091415E-7,1.893481E-4,1.450661E-6,1.780868E-4,2.298074E-6,5.390564E-6,3.703816E-8,4.807223E-5,0.004328914,1.475402E-4,0.002222968,9.551902E-5,1.36273E-5,4.902525E-4,0.003896065,0.00340324,3.322161E-5,4.07824E-8,5.692661E-6,5.329333E-5,7.217634E-7,4.110498E-5,0.003424423,0.001303185,0.007604418,8.538313,8.630817E-5,484242.0,484242.0
1.923081E-4,15.48856,-7.203881E8,1203.916,1203.916,0.001337098,1.0,0.8634316,5.293725E-6,0.01507807,9.132434E-5,0.003936743,2.981164E-5,0.05116359,4.869495E-6,7.350662E-4,0.001300139,1.678067E-6,0.02095838,1.424974E-4,9.289295E-5,1.454526E-4,3.685724E-4,6.732278E-7,3.173881E-5,1.216011E-4,6.736982E-5,0.005926733,4.397265E-4,6.345904E-5,0.008532543,1.315421E-4,3.227221E-7,1.936836E-4,1.541675E-6,1.84362E-4,2.379614E-6,5.684621E-6,3.97938E-8,4.793173E-5,0.004333892,1.483291E-4,0.002227649,9.641233E-5,1.402164E-5,4.905859E-4,0.003887214,0.003395129,3.252732E-5,4.342329E-8,5.941121E-6,5.435595E-5,7.532419E-7,4.158824E-5,0.003347384,0.001262062,0.007400992,8.528377,8.632807E-5,483678.5,483678.5
1.992577E-4,15.48659,-6.91942E8,1202.989,1202.989,0.001337098,1.0,0.8628237,5.148159E-6,0.01524324,8.912717E-5,0.003970099,2.910714E-5,0.0515429,4.754816E-6,7.444041E-4,0.001304457,1.625062E-6,0.02107178,1.413292E-4,9.45711E-5,1.473154E-4,3.689621E-4,6.511576E-7,3.194013E-5,1.248474E-4,6.72779E-5,0.005934797,4.430215E-4,6.268402E-5,0.00859459,1.33514E-4,3.304254E-7,1.961251E-4,1.593998E-6,1.879102E-4,2.425864E-6,5.85225E-6,4.139684E-8,4.784917E-5,0.004335918,1.487388E-4,0.002229874,9.690051E-5,1.424231E-5,4.906832E-4,0.003881577,0.003390635,3.214711E-5,4.494978E-8,6.082396E-6,5.494521E-5,7.711513E-7,4.184993E-5,0.003304976,0.001239581,0.007289125,8.522897,8.633908E-5,483367.7,483367.7
2.067487E-4,15.48454,-6.635114E8,1202.03,1202.03,0.001337098,1.0,0.8621928,5.001311E-6,0.01541596,8.689987E-5,0.004004872,2.83928E-5,0.05193691,4.638317E-6,7.541641E-4,0.001308874,1.571707E-6,0.02118864,1.401248E-4,9.633644E-5,1.492625E-4,3.693363E-4,6.289639E-7,3.214795E-5,1.282766E-4,6.715593E-5,0.005942507,4.464174E-4,6.188651E-5,0.008658922,1.355773E-4,3.385601E-7,1.986902E-4,1.649793E-6,1.916487E-4,2.47471E-6,6.029856E-6,4.312104E-8,4.775995E-5,0.004337466,1.49143E-4,0.002231906,9.740201E-5,1.4473E-5,4.907177E-4,0.00387517,0.00338597,3.175577E-5,4.658411E-8,6.231856E-6,5.555729E-5,7.90107E-7,4.211694E-5,0.003261159,0.001216472,0.00717363,8.517228,8.635048E-5,483046.2,483046.2
2.163311E-4,15.48204,-6.301362E8,1200.859,1200.859,0.001337098,1.0,0.8614196,4.827075E-6,0.01562944,8.424263E-5,0.0040477,2.754032E-5,0.05242018,4.499011E-6,7.662194E-4,0.001314196,1.508563E-6,0.02133066,1.3866E-4,9.853286E-5,1.516673E-4,3.697527E-4,6.027268E-7,3.240099E-5,1.325617E-4,6.696978E-5,0.005951032,4.50544E-4,6.091875E-5,0.008737655,1.381289E-4,3.48725E-7,2.018777E-4,1.720289E-6,1.963087E-4,2.535764E-6,6.252562E-6,4.532093E-8,4.764579E-5,0.004338587,1.49609E-4,0.002234008,9.800906E-5,1.475794E-5,4.906668E-4,0.003866548,0.003380251,3.128078E-5,4.865854E-8,6.419025E-6,5.630792E-5,8.138569E-7,4.243764E-5,0.003207741,0.001188462,0.007032962,8.510305,8.636443E-5,482653.6,482653.6
2.40327E-4,15.47629,-5.587302E8,1198.168,1198.168,0.001337098,1.0,0.8596306,4.446926E-6,0.0161313,7.838717E-5,0.004147745,2.566088E-5,0.05354043,4.190872E-6,7.945246E-4,0.001326138,1.371437E-6,0.02165423,1.353176E-4,1.037584E-4,1.573098E-4,3.705394E-4,5.458654E-7,3.297925E-5,1.42827E-4,6.638634E-5,0.005966814,4.599386E-4,5.87194E-5,0.008919384,1.44133E-4,3.730974E-7,2.094466E-4,1.892794E-6,2.074337E-4,2.682287E-6,6.789505E-6,5.080157E-8,4.736156E-5,0.004337866,1.5056E-4,0.002237215,9.938006E-5,1.542646E-5,4.901503E-4,0.003843328,0.003367013,3.020103E-5,5.377831E-8,6.869722E-6,5.804673E-5,8.710983E-7,4.315149E-5,0.003085303,0.001124951,0.006711156,8.494393,8.639655E-5,481751.1,481751.1
2.505723E-4,15.47403,-5.325913E8,1197.111,1197.111,0.001337098,1.0,0.8589228,4.304996E-6,0.01633295,7.61795E-5,0.004187699,2.495194E-5,0.05398439,4.074297E-6,8.058825E-4,0.001330721,1.320482E-6,0.02178025,1.340134E-4,1.058819E-4,1.595711E-4,3.707828E-4,5.247792E-7,3.320507E-5,1.470222E-4,6.609782E-5,0.005971519,4.635925E-4,5.786464E-5,0.008991085,1.465472E-4,3.830755E-7,2.12518E-4,1.964818E-6,2.119701E-4,2.742347E-6,7.010307E-6,5.31294E-8,4.724153E-5,0.004336291,1.508862E-4,0.00223784,9.990861E-5,1.56943E-5,4.897904E-4,0.003832881,0.003361774,2.978135E-5,5.593366E-8,7.055049E-6,5.87351E-5,8.946565E-7,4.34227E-5,0.003037318,0.001100327,0.006585295,8.48814,8.640919E-5,481396.5,481396.5
2.584458E-4,15.47236,-5.139779E8,1196.332,1196.332,0.001337098,1.0,0.858399,4.202935E-6,0.01648332,7.458431E-5,0.004217402,2.443958E-5,0.05431318,3.989935E-6,8.143456E-4,0.00133406,1.283927E-6,0.02187274,1.330551E-4,1.074742E-4,1.612547E-4,3.709382E-4,5.096669E-7,3.337104E-5,1.50175E-4,6.586372E-5,0.005974433,4.66272E-4,5.723775E-5,0.009044063,1.483478E-4,3.905842E-7,2.148196E-4,2.01955E-6,2.153774E-4,2.787575E-6,7.176759E-6,5.491346E-8,4.714999E-5,0.004334649,1.511089E-4,0.002238066,1.002943E-4,1.589365E-5,4.894665E-4,0.003824691,0.003357897,2.947355E-5,5.757834E-8,7.194831E-6,5.924453E-5,9.124328E-7,4.361918E-5,0.003001979,0.001082289,0.006492707,8.483528,8.64185E-5,481134.9,481134.9
2.67643E-4,15.47048,-4.936893E8,1195.455,1195.455,0.001337098,1.0,0.8578079,4.090695E-6,0.01665421,7.282245E-5,0.004251069,2.387356E-5,0.05468453,3.896638E-6,8.239579E-4,0.001337777,1.243812E-6,0.02197635,1.319802E-4,1.092927E-4,1.631651E-4,3.710882E-4,4.930982E-7,3.355714E-5,1.537827E-4,6.557875E-5,0.005977136,4.692706E-4,5.653595E-5,0.009103769,1.503948E-4,3.991886E-7,2.174475E-4,2.082828E-6,2.192754E-4,2.839442E-6,7.367761E-6,5.699219E-8,4.704393E-5,0.004332307,1.51341E-4,0.002238077,1.00724E-4,1.611979E-5,4.890416E-4,0.003814975,0.003353521,2.912898E-5,5.948709E-8,7.355356E-6,5.981948E-5,9.32855E-7,4.383654E-5,0.002962269,0.00106212,0.006388774,8.478339,8.642897E-5,480840.6,480840.7
