Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H3_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_IC3H7_Soln#8 (),Mole_fraction_NC3H7_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_PC4H9_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H5_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_NC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M2_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H8_Soln#8 (),Mole_fraction_CYC6H10_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC12H26_Soln#8 (),Mole_fraction_NC16H34_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
1.054511E-6,15.65181,-6.497826E10,1337.249,1337.249,0.001337098,1.0,0.9459314,1.098705E-4,1.853161E-4,6.563634E-4,1.176598E-4,4.10176E-4,0.002603505,1.418971E-5,3.775233E-6,3.565691E-5,1.056924E-5,5.535692E-5,0.001239234,2.783652E-4,1.411642E-7,2.160499E-6,1.811657E-5,2.605924E-5,3.648971E-7,8.194031E-9,2.133786E-7,4.590826E-4,6.340689E-6,1.530855E-4,3.335493E-4,3.636717E-7,4.316867E-8,4.806842E-6,8.915677E-12,1.491997E-7,2.858599E-10,2.6772E-10,3.667059E-6,3.718082E-4,2.810932E-9,1.820327E-6,1.321154E-4,3.111118E-6,3.613881E-9,7.952422E-10,6.014431E-5,3.626839E-4,0.004035888,1.334184E-5,3.130988E-10,8.896901E-8,1.651939E-7,0.01051071,0.006201998,0.02563615,9.37409,8.542767E-5,531642.2,531642.2
1.078824E-6,15.65111,-6.45275E10,1336.962,1336.962,0.001337098,1.0,0.9457885,1.104673E-4,1.943243E-4,6.700588E-4,1.219543E-4,4.115779E-4,0.002679258,1.457601E-5,4.000565E-6,3.739689E-5,1.067719E-5,5.534767E-5,0.001274239,2.819737E-4,1.494272E-7,2.2567E-6,1.89018E-5,2.601377E-5,3.887802E-7,8.957047E-9,2.284738E-7,4.716314E-4,6.63501E-6,1.544741E-4,3.451082E-4,3.872642E-7,4.727386E-8,4.980158E-6,9.788051E-12,1.603454E-7,3.176739E-10,2.865968E-10,3.818277E-6,3.823355E-4,2.986793E-9,1.931935E-6,1.368222E-4,3.290523E-6,4.023631E-9,8.601942E-10,6.14745E-5,3.735525E-4,0.004034562,1.378237E-5,3.465152E-10,9.48852E-8,1.766501E-7,0.01049695,0.006190775,0.02560427,9.372495,8.543153E-5,531551.8,531551.8
1.127888E-6,15.64974,-6.360416E10,1336.387,1336.387,0.001337098,1.0,0.9455009,1.115351E-4,2.13028E-4,6.968551E-4,1.30711E-4,4.13898E-4,0.002832143,1.533706E-5,4.474454E-6,4.10086E-5,1.087778E-5,5.529522E-5,0.001344962,2.888285E-4,1.669273E-7,2.454982E-6,2.051094E-5,2.591182E-5,4.392369E-7,1.064406E-8,2.606277E-7,4.97026E-4,7.242641E-6,1.571113E-4,3.685633E-4,4.369501E-7,5.634286E-8,5.332337E-6,1.174108E-11,1.842672E-7,3.893464E-10,3.27107E-10,4.127249E-6,4.036104E-4,3.359296E-9,2.167036E-6,1.463716E-4,3.66492E-6,4.949272E-9,1.001452E-9,6.413892E-5,3.955017E-4,0.004031891,1.46692E-5,4.214559E-10,1.07624E-7,2.009988E-7,0.01046923,0.006168192,0.02553996,9.369287,8.5439E-5,531369.8,531369.8
1.157945E-6,15.64893,-6.303205E10,1336.039,1336.039,0.001337098,1.0,0.9453254,1.121054E-4,2.248212E-4,7.127072E-4,1.361307E-4,4.150098E-4,0.002925751,1.579041E-5,4.777134E-6,4.328453E-5,1.098976E-5,5.524264E-5,0.001388317,2.92753E-4,1.781944E-7,2.579035E-6,2.151142E-5,2.584328E-5,4.716041E-7,1.177884E-8,2.814356E-7,5.126219E-4,7.623494E-6,1.586231E-4,3.830044E-4,4.687145E-7,6.243657E-8,5.549492E-6,1.30731E-11,1.99873E-7,4.384597E-10,3.535475E-10,4.318784E-6,4.166545E-4,3.599131E-9,2.317447E-6,1.522499E-4,3.902001E-6,5.585161E-9,1.094844E-9,6.575774E-5,4.089487E-4,0.004030258,1.521046E-5,4.725811E-10,1.159677E-7,2.167187E-7,0.01045228,0.006154408,0.02550059,9.367329,8.544339E-5,531258.8,531258.8
1.178602E-6,15.6484,-6.263703E10,1335.802,1335.802,0.001337098,1.0,0.9452051,1.124629E-4,2.330691E-4,7.233518E-4,1.398781E-4,4.156487E-4,0.002990042,1.609609E-5,4.990477E-6,4.487537E-5,1.106214E-5,5.519826E-5,0.001418116,2.953327E-4,1.861789E-7,2.665365E-6,2.220491E-5,2.579373E-5,4.944746E-7,1.260502E-8,2.962213E-7,5.233547E-4,7.888866E-6,1.596186E-4,3.929561E-4,4.911097E-7,6.686955E-8,5.699281E-6,1.40519E-11,2.110193E-7,4.746194E-10,3.724455E-10,4.45131E-6,4.256206E-4,3.769086E-9,2.423572E-6,1.563001E-4,4.068152E-6,6.053984E-9,1.162096E-9,6.686433E-5,4.181871E-4,0.004029138,1.558135E-5,5.101222E-10,1.219445E-7,2.278721E-7,0.01044066,0.006144959,0.02547355,9.365987,8.544633E-5,531182.7,531182.7
1.208707E-6,15.64764,-6.205969E10,1335.459,1335.459,0.001337098,1.0,0.9450302,1.129364E-4,2.452923E-4,7.384978E-4,1.453706E-4,4.164086E-4,0.00308365,1.653275E-5,5.309018E-6,4.723133E-5,1.116119E-5,5.512234E-5,0.001461537,2.989248E-4,1.981679E-7,2.792675E-6,2.322351E-5,2.571825E-5,5.286995E-7,1.387867E-8,3.184741E-7,5.390139E-4,8.28069E-6,1.610083E-4,4.074933E-4,5.245487E-7,7.369751E-8,5.918293E-6,1.55754E-11,2.278814E-7,5.309677E-10,4.01062E-10,4.645636E-6,4.386855E-4,4.024265E-9,2.582183E-6,1.622154E-4,4.314766E-6,6.78545E-9,1.264642E-9,6.846824E-5,4.316419E-4,0.004027508,1.612003E-5,5.684757E-10,1.310141E-7,2.446327E-7,0.01042376,0.006131225,0.02543419,9.364037,8.545049E-5,531072.1,531072.1
1.252432E-6,15.64657,-6.122008E10,1334.966,1334.966,0.001337098,1.0,0.9447773,1.135312E-4,2.634571E-4,7.597244E-4,1.53409E-4,4.171813E-4,0.00321937,1.714799E-5,5.787253E-6,5.072823E-5,1.129218E-5,5.499042E-5,0.001524564,3.038013E-4,2.163202E-7,2.980535E-6,2.471802E-5,2.560237E-5,5.802318E-7,1.587909E-8,3.522583E-7,5.61786E-4,8.859979E-6,1.629045E-4,4.286654E-4,5.747353E-7,8.440707E-8,6.237696E-6,1.800279E-11,2.536716E-7,6.207839E-10,4.449121E-10,4.930086E-6,4.576476E-4,4.410592E-9,2.820638E-6,1.70828E-4,4.681767E-6,7.953034E-9,1.423193E-9,7.077915E-5,4.51156E-4,0.004025149,1.689799E-5,6.611718E-10,1.449514E-7,2.700226E-7,0.01039929,0.006111362,0.02537712,9.361218,8.545629E-5,530912.2,530912.2
1.277538E-6,15.64599,-6.073863E10,1334.686,1334.686,0.001337098,1.0,0.9446326,1.138264E-4,2.74098E-4,7.715001E-4,1.580544E-4,4.174629E-4,0.003297139,1.749092E-5,6.06991E-6,5.277401E-5,1.136084E-5,5.490411E-5,0.001560715,3.064254E-4,2.271359E-7,3.08987E-6,2.558329E-5,2.553283E-5,6.107613E-7,1.711034E-8,3.724276E-7,5.748713E-4,9.197754E-6,1.63931E-4,4.408455E-4,6.043789E-7,9.099007E-8,6.421677E-6,1.951714E-11,2.69173E-7,6.767756E-10,4.713251E-10,5.094435E-6,4.685225E-4,4.640765E-9,2.961747E-6,1.757812E-4,4.896871E-6,8.681641E-9,1.519397E-9,7.209593E-5,4.623401E-4,0.004023799,1.734202E-5,7.18792E-10,1.533667E-7,2.851497E-7,0.01038528,0.006100006,0.02534441,9.359606,8.54595E-5,530820.8,530820.8
1.356338E-6,15.64425,-5.923755E10,1333.822,1333.822,0.001337098,1.0,0.9441818,1.145554E-4,3.084455E-4,8.06519E-4,1.727621E-4,4.176717E-4,0.00354032,1.851744E-5,6.993753E-6,5.93618E-5,1.154761E-5,5.458937E-5,0.001673932,3.138701E-4,2.629447E-7,3.439372E-6,2.83278E-5,2.53024E-5,7.108352E-7,2.138409E-8,4.393335E-7,6.159634E-4,1.028075E-5,1.668789E-4,4.791473E-4,7.01106E-7,1.137904E-7,7.001325E-6,2.488848E-11,3.211237E-7,8.747039E-10,5.60219E-10,5.614216E-6,5.025662E-4,5.40283E-9,3.423762E-6,1.913493E-4,5.590655E-6,1.125946E-8,1.846138E-9,7.618093E-5,4.97319E-4,0.004019588,1.872147E-5,9.216621E-10,1.817738E-7,3.351731E-7,0.01034156,0.006064608,0.02524215,9.354584,8.546899E-5,530536.0,530536.0
1.394849E-6,15.64345,-5.851267E10,1333.407,1333.407,0.001337098,1.0,0.9439632,1.148135E-4,3.257247E-4,8.225759E-4,1.800122E-4,4.174473E-4,0.003658582,1.899147E-5,7.464513E-6,6.266587E-5,1.162422E-5,5.441445E-5,0.001729082,3.170959E-4,2.814636E-7,3.613318E-6,2.968216E-5,2.518408E-5,7.619604E-7,2.370602E-8,4.739749E-7,6.360424E-4,1.082172E-5,1.68179E-4,4.978848E-4,7.502709E-7,1.261474E-7,7.285502E-6,2.787815E-11,3.483234E-7,9.842386E-10,6.070217E-10,5.869935E-6,5.191394E-4,5.797007E-9,3.659624E-6,1.989606E-4,5.938823E-6,1.268636E-8,2.019528E-9,7.815079E-5,5.143305E-4,0.004017545,1.938702E-5,1.033496E-9,1.967679E-7,3.609837E-7,0.01032034,0.006047451,0.02519241,9.352151,8.547333E-5,530398.0,530398.0
1.422012E-6,15.64291,-5.800589E10,1333.118,1333.118,0.001337098,1.0,0.9438098,1.149609E-4,3.380937E-4,8.334923E-4,1.851472E-4,4.171774E-4,0.003741735,1.931495E-5,7.803728E-6,6.502659E-5,1.167295E-5,5.428389E-5,0.001767894,3.192184E-4,2.949215E-7,3.737103E-6,3.064154E-5,2.509873E-5,7.988394E-7,2.54382E-8,4.991537E-7,6.501973E-4,1.12075E-5,1.690449E-4,5.111002E-4,7.856354E-7,1.353529E-7,7.486172E-6,3.013963E-11,3.682149E-7,1.066742E-9,6.413735E-10,6.050784E-6,5.307978E-4,6.083522E-9,3.829744E-6,2.043269E-4,6.187508E-6,1.376086E-8,2.147205E-9,7.952971E-5,5.26291E-4,0.004016111,1.985278E-5,1.117569E-9,2.077831E-7,3.797075E-7,0.01030544,0.006035408,0.02515744,9.350444,8.547628E-5,530301.2,530301.2
1.463166E-6,15.64213,-5.724622E10,1332.684,1332.684,0.001337098,1.0,0.9435785,1.151334E-4,3.571088E-4,8.493923E-4,1.92958E-4,4.166089E-4,0.003867277,1.978793E-5,8.328624E-6,6.864817E-5,1.173886E-5,5.407583E-5,0.001826545,3.222026E-4,3.159357E-7,3.92624E-6,3.210053E-5,2.496682E-5,8.559558E-7,2.821578E-8,5.38465E-7,6.716256E-4,1.179834E-5,1.702798E-4,5.311142E-4,8.402431E-7,1.50092E-7,7.790458E-6,3.382007E-11,3.994694E-7,1.200316E-9,6.955756E-10,6.32537E-6,5.484064E-4,6.531057E-9,4.093237E-6,2.124505E-4,6.568716E-6,1.549952E-8,2.349174E-9,8.160229E-5,5.443467E-4,0.00401395,2.055238E-5,1.253433E-9,2.25173E-7,4.088812E-7,0.01028295,0.00601726,0.02510462,9.347871,8.548058E-5,530155.3,530155.3
1.488639E-6,15.64166,-5.678134E10,1332.418,1332.418,0.001337098,1.0,0.9434361,1.152117E-4,3.690367E-4,8.588571E-4,1.978096E-4,4.161699E-4,0.003944709,2.007053E-5,8.659855E-6,7.091512E-5,1.177518E-5,5.394147E-5,0.001862751,3.239169E-4,3.293144E-7,4.044194E-6,3.300636E-5,2.488378E-5,8.920222E-7,3.002829E-8,5.634835E-7,6.848757E-4,1.216767E-5,1.710003E-4,5.434937E-4,8.746264E-7,1.596961E-7,7.978903E-6,3.625633E-11,4.194806E-7,1.28825E-9,7.304304E-10,6.495591E-6,5.592702E-4,6.816093E-9,4.259661E-6,2.174733E-4,6.807067E-6,1.664322E-8,2.479277E-9,8.287529E-5,5.554813E-4,0.004012619,2.098166E-5,1.342729E-9,2.363576E-7,4.274114E-7,0.01026909,0.006006084,0.02507205,9.346288,8.548314E-5,530065.4,530065.4
1.545458E-6,15.64066,-5.576058E10,1331.834,1331.834,0.001337098,1.0,0.9431204,1.153144E-4,3.960542E-4,8.789453E-4,2.086721E-4,4.149774E-4,0.004116607,2.067308E-5,9.415359E-6,7.60357E-5,1.184464E-5,5.362819E-5,0.001943209,3.273919E-4,3.601728E-7,4.309461E-6,3.503261E-5,2.469533E-5,9.743278E-7,3.433467E-8,6.211451E-7,7.143814E-4,1.300081E-5,1.724934E-4,5.710683E-4,9.528094E-7,1.824737E-7,8.399296E-6,4.215077E-11,4.659444E-7,1.499367E-9,8.118401E-10,6.875663E-6,5.833938E-4,7.473986E-9,4.639652E-6,2.286557E-4,7.344392E-6,1.938539E-8,2.78348E-9,8.568731E-5,5.801929E-4,0.00400967,2.192835E-5,1.556729E-9,2.62471E-7,4.700143E-7,0.01023836,0.005981325,0.02499971,9.34278,8.548858E-5,529866.5,529866.5
1.554441E-6,15.64051,-5.560133E10,1331.742,1331.742,0.001337098,1.0,0.9430708,1.153222E-4,4.00375E-4,8.819946E-4,2.10394E-4,4.147644E-4,0.004143676,2.076489E-5,9.536817E-6,7.685275E-5,1.185425E-5,5.357712E-5,0.001955889,3.278993E-4,3.65178E-7,4.351647E-6,3.53535E-5,2.466518E-5,9.875626E-7,3.504905E-8,6.304904E-7,7.190388E-4,1.313363E-5,1.727158E-4,5.754216E-4,9.653456E-7,1.862468E-7,8.465747E-6,4.314255E-11,4.735182E-7,1.534662E-9,8.251756E-10,6.93577E-6,5.87193E-4,7.580762E-9,4.700788E-6,2.304203E-4,7.429967E-6,1.984326E-8,2.833321E-9,8.612843E-5,5.840832E-4,0.004009206,2.207662E-5,1.59246E-9,2.667458E-7,4.769056E-7,0.01023353,0.005977432,0.02498832,9.342228,8.54894E-5,529835.2,529835.2
