Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_IC3H7_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_NC4H10_Soln#14 (),Mole_fraction_PC4H9_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_IC4H7_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H5_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C5H5_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M3_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_DIALLYL_Soln#14 (),Mole_fraction_NC6H12_Soln#14 (),Mole_fraction_NC7H15_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_LC6H6_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_NC12H26_Soln#14 (),Mole_fraction_NC16H34_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
1.068304E-6,15.61257,-1.041034E11,1483.222,1483.222,0.001093989,1.0,0.8653596,7.172704E-4,0.008251899,0.007554289,0.003514285,8.37306E-4,0.04497851,3.727202E-4,0.001114475,0.002025548,7.664495E-5,1.466575E-4,0.02018001,0.001257652,6.360152E-5,1.66292E-4,1.079232E-5,5.633179E-4,6.946212E-5,8.140333E-5,1.20508E-5,2.411823E-5,0.006248498,3.364071E-4,2.684249E-4,0.007374883,1.467481E-4,9.004875E-5,2.095342E-7,8.778028E-5,2.42533E-7,6.347709E-5,1.659516E-6,5.935228E-9,3.135058E-4,0.004224425,9.680445E-5,0.001841558,4.17958E-5,7.043251E-4,2.52259E-6,0.003661872,0.00341848,1.54514E-4,1.330893E-7,8.548885E-7,1.248825E-5,0.002638351,8.276394E-4,0.009973609,8.528305,7.007105E-5,483674.4,483674.4
1.174327E-6,15.62789,-9.425957E10,1480.906,1480.906,0.001093989,1.0,0.8631891,6.762353E-4,0.008864089,0.007162797,0.00371823,7.839738E-4,0.04645731,3.641632E-4,0.001197997,0.002089943,7.110324E-5,1.337313E-4,0.0207311,0.001235426,7.027545E-5,1.755952E-4,1.187812E-5,5.741221E-4,6.308068E-5,8.379149E-5,1.347997E-5,2.585957E-5,0.006363473,3.526325E-4,2.600582E-4,0.007631936,1.495069E-4,1.031873E-4,2.591831E-7,9.320181E-5,2.989461E-7,7.011414E-5,1.881872E-6,7.144175E-9,3.161602E-4,0.004216178,1.020406E-4,0.001895836,4.252249E-5,7.065049E-4,2.312084E-6,0.003673251,0.00340106,1.559722E-4,1.652118E-7,9.843344E-7,1.387762E-5,0.0024649,7.493374E-4,0.009448154,8.506648,7.000237E-5,482446.1,482446.1
1.189497E-6,15.62996,-9.301188E10,1480.593,1480.593,0.001093989,1.0,0.862895,6.707653E-4,0.008948256,0.00710943,0.003745646,7.769433E-4,0.04665866,3.630002E-4,0.001209631,0.002098437,7.039301E-5,1.320487E-4,0.02080503,0.001232521,7.121646E-5,1.768805E-4,1.203169E-5,5.754956E-4,6.225158E-5,8.409763E-5,1.368079E-5,2.609901E-5,0.006378324,3.548164E-4,2.589095E-4,0.007666777,1.498073E-4,1.050704E-4,2.66643E-7,9.395495E-5,3.074045E-7,7.105046E-5,1.913544E-6,7.323717E-9,3.164617E-4,0.004214249,1.027319E-4,0.001902981,4.261537E-5,7.067115E-4,2.28446E-6,0.003674126,0.003398709,1.561435E-4,1.700359E-7,1.003033E-6,1.407163E-5,0.00244173,7.390602E-4,0.009377296,8.503722,6.999311E-5,482280.2,482280.2
1.280276E-6,15.64174,-8.621838E10,1478.797,1478.797,0.001093989,1.0,0.8612113,6.398478E-4,0.009435515,0.006803226,0.00390142,7.375069E-4,0.04781599,3.562916E-4,0.001277736,0.002145979,6.648685E-5,1.227101E-4,0.02122479,0.001216316,7.677491E-5,1.843585E-4,1.29411E-5,5.829442E-4,5.765801E-5,8.57718E-5,1.486324E-5,2.748404E-5,0.006459944,3.672365E-4,2.522645E-4,0.007866259,1.51182E-4,1.163316E-4,3.129914E-7,9.835426E-5,3.598784E-7,7.658421E-5,2.102087E-6,8.429808E-9,3.179243E-4,0.00419948,1.065972E-4,0.001942902,4.312585E-5,7.074839E-4,2.130294E-6,0.003676074,0.003385297,1.570067E-4,1.999962E-7,1.115614E-6,1.520797E-5,0.002310612,6.8172E-4,0.008973293,8.487011,6.99404E-5,481332.4,481332.4
1.292032E-6,15.64319,-8.541467E10,1478.574,1478.574,0.001093989,1.0,0.8610024,6.360597E-4,0.009496616,0.0067652,0.003920591,7.327087E-4,0.04796015,3.554511E-4,0.001286371,0.002151744,6.602022E-5,1.215862E-4,0.02127644,0.001214354,7.748557E-5,1.853012E-4,1.305765E-5,5.838178E-4,5.710616E-5,8.597004E-5,1.501393E-5,2.765748E-5,0.006469653,3.687664E-4,2.514317E-4,0.007891008,1.513101E-4,1.177877E-4,3.192037E-7,9.891091E-5,3.669027E-7,7.72921E-5,2.126368E-6,8.576973E-9,3.180739E-4,0.004197195,1.070649E-4,0.001947732,4.318684E-5,7.075295E-4,2.111638E-6,0.003675943,0.003383638,1.570997E-4,2.040105E-7,1.130269E-6,1.535202E-5,0.002294532,6.747865E-4,0.008923379,8.484943,6.99339E-5,481215.1,481215.1
1.321228E-6,15.64674,-8.348444E10,1478.029,1478.029,0.001093989,1.0,0.8604919,6.268459E-4,0.009646509,0.00667229,0.003967289,7.210656E-4,0.04831294,3.533881E-4,0.001307644,0.002165709,6.489495E-5,1.188703E-4,0.02140225,0.0012096,7.924156E-5,1.876189E-4,1.334591E-5,5.859066E-4,5.577349E-5,8.644586E-5,1.538578E-5,2.808267E-5,0.006492993,3.724938E-4,2.493891E-4,0.007951485,1.515838E-4,1.214002E-4,3.348257E-7,1.002812E-4,3.845587E-7,7.904165E-5,2.186523E-6,8.9461E-9,3.184108E-4,0.004191196,1.081964E-4,0.001959423,4.333403E-5,7.075952E-4,2.066473E-6,0.003675281,0.003379588,1.573146E-4,2.141037E-7,1.166725E-6,1.570678E-5,0.002255408,6.580067E-4,0.008801605,8.479891,6.991805E-5,480928.6,480928.7
1.388592E-6,15.65457,-7.936051E10,1476.815,1476.815,0.001093989,1.0,0.8593576,6.066011E-4,0.00998247,0.006466134,0.004070191,6.956166E-4,0.04909934,3.487496E-4,0.001355805,0.002196083,6.246876E-5,1.129924E-4,0.02167962,0.001199237,8.324414E-5,1.928418E-4,1.400435E-5,5.903063E-4,5.289418E-5,8.74583E-5,1.62307E-5,2.903358E-5,0.006542815,3.807118E-4,2.448128E-4,0.0080858,1.519865E-4,1.297091E-4,3.719081E-7,1.033783E-4,4.264296E-7,8.303171E-5,2.324471E-6,9.817461E-9,3.190098E-4,0.004175713,1.106482E-4,0.001984791,4.365215E-5,7.075006E-4,1.968306E-6,0.003672032,0.003370614,1.577275E-4,2.380544E-7,1.251113E-6,1.650899E-5,0.002169399,6.215777E-4,0.008532169,8.468692,6.988308E-5,480293.5,480293.5
1.417647E-6,15.6578,-7.770921E10,1476.31,1476.31,0.001093989,1.0,0.858886,5.982768E-4,0.01012331,0.006380619,0.004112604,6.85202E-4,0.04942732,3.467958E-4,0.001376197,0.002208442,6.148814E-5,1.106109E-4,0.02179403,0.001195004,8.494967E-5,1.950438E-4,1.428549E-5,5.920371E-4,5.17296E-5,8.786102E-5,1.658956E-5,2.943117E-5,0.006562691,3.841004E-4,2.428951E-4,0.008141611,1.520698E-4,1.332793E-4,3.883297E-7,1.046876E-4,4.449567E-7,8.473284E-5,2.383587E-6,1.020147E-8,3.191984E-4,0.004168398,1.11641E-4,0.001995085,4.37812E-5,7.073627E-4,1.928371E-6,0.003669957,0.003366892,1.578733E-4,2.486573E-7,1.287604E-6,1.684809E-5,0.002134018,6.067781E-4,0.008420634,8.464045,6.986865E-5,480030.0,480030.0
1.538728E-6,15.67042,-7.152445E10,1474.309,1474.309,0.001093989,1.0,0.8570257,5.659644E-4,0.01068564,0.006045009,0.004277654,6.450248E-4,0.05072738,3.389117E-4,0.001458835,0.002255611,5.776403E-5,1.015603E-4,0.02224004,0.001178671,9.192323E-5,2.039164E-4,1.543836E-5,5.98295E-4,4.731502E-5,8.934496E-5,1.804948E-5,3.101008E-5,0.006636178,3.972887E-4,2.352435E-4,0.008361578,1.519088E-4,1.480422E-4,4.593332E-7,1.099823E-4,5.249836E-7,9.169428E-5,2.627254E-6,1.18519E-8,3.195961E-4,0.004134439,1.153941E-4,0.002034205,4.427549E-5,7.06242E-4,1.775755E-6,0.003657558,0.003352261,1.583026E-4,2.944788E-7,1.440009E-6,1.821751E-5,0.001996639,5.503655E-4,0.007983518,8.445769,6.981239E-5,478993.4,478993.4
1.595798E-6,15.67592,-6.894269E10,1473.42,1473.42,0.001093989,1.0,0.8562026,5.519371E-4,0.01093784,0.005897696,0.004349448,6.276953E-4,0.0513058,3.353216E-4,0.001496547,0.002275657,5.61833E-5,9.772609E-5,0.02243457,0.001171606,9.513675E-5,2.079413E-4,1.597131E-5,6.007712E-4,4.545066E-5,8.994785E-5,1.871815E-5,3.171271E-5,0.006666131,4.030235E-4,2.318152E-4,0.008458771,1.515867E-4,1.549254E-4,4.941334E-7,1.123933E-4,5.641714E-7,9.49054E-5,2.740534E-6,1.26564E-8,3.19596E-4,0.004116788,1.169659E-4,0.00205073,4.448815E-5,7.054473E-4,1.7107E-6,0.003649905,0.003345811,1.584195E-4,3.16923E-7,1.511915E-6,1.883931E-5,0.001936992,5.264059E-4,0.007791666,8.437709,6.978787E-5,478536.3,478536.3
1.636356E-6,15.67968,-6.721867E10,1472.807,1472.807,0.001093989,1.0,0.8556367,5.423915E-4,0.0111124,0.005796959,0.004398333,6.159379E-4,0.05170456,3.328136E-4,0.00152289,0.002289135,5.511848E-5,9.514954E-5,0.02256725,0.001166797,9.739251E-5,2.107451E-4,1.634601E-5,6.023682E-4,4.41999E-5,9.0343E-5,1.918597E-5,3.219661E-5,0.006685786,4.069263E-4,2.294438E-4,0.008525522,1.512757E-4,1.59784E-4,5.193443E-7,1.140759E-4,5.92551E-7,9.716064E-5,2.820404E-6,1.323794E-8,3.195334E-4,0.004103709,1.180128E-4,0.002061799,4.463268E-5,7.047926E-4,1.666848E-6,0.003643865,0.003341385,1.584743E-4,3.331768E-7,1.563E-6,1.927231E-5,0.001896405,5.102917E-4,0.007660374,8.432179,6.977116E-5,478222.7,478222.7
1.667879E-6,15.68251,-6.593703E10,1472.341,1472.341,0.001093989,1.0,0.8552073,5.352025E-4,0.01124549,0.005720845,0.004435159,6.071008E-4,0.05200772,3.308877E-4,0.001543108,0.002299195,5.432194E-5,9.322645E-5,0.02266733,0.001163171,9.912984E-5,2.12893E-4,1.663492E-5,6.035223E-4,4.326747E-5,9.063221E-5,1.954538E-5,3.256407E-5,0.006700181,4.098648E-4,2.276367E-4,0.008576128,1.50991E-4,1.635399E-4,5.392018E-7,1.153665E-4,6.148997E-7,9.889822E-5,2.882111E-6,1.36954E-8,3.194519E-4,0.004093267,1.187881E-4,0.002070037,4.474156E-5,7.04236E-4,1.634047E-6,0.003638854,0.003338032,1.585022E-4,3.459756E-7,1.602681E-6,1.960384E-5,0.00186584,4.982596E-4,0.007561094,8.427988,6.975856E-5,477985.0,477985.0
1.788426E-6,15.69269,-6.145008E10,1470.635,1470.635,0.001093989,1.0,0.8536434,5.094048E-4,0.011735,0.005446173,0.004567319,5.755051E-4,0.05311658,3.236967E-4,0.001618467,0.002334616,5.149756E-5,8.64474E-5,0.02302756,0.001150103,1.056491E-4,2.208722E-4,1.772124E-5,6.073064E-4,3.998863E-5,9.16086E-5,2.088718E-5,3.390306E-5,0.006748815,4.203947E-4,2.209993E-4,0.008760152,1.49603E-4,1.777304E-4,6.170913E-7,1.201718E-4,7.025356E-7,1.054233E-4,3.115073E-6,1.548651E-8,3.18909E-4,0.004051452,1.214686E-4,0.002098854,4.51338E-5,7.017697E-4,1.517945E-6,0.003617484,0.003325847,1.585055E-4,3.961467E-7,1.754108E-6,2.083287E-5,0.001756183,4.558295E-4,0.007201971,8.412765,6.971332E-5,477121.6,477121.6
1.802174E-6,15.69379,-6.097605E10,1470.448,1470.448,0.001093989,1.0,0.8534725,5.066227E-4,0.01178895,0.005416421,0.004581568,5.72108E-4,0.05323821,3.228933E-4,0.00162687,0.002338369,5.119589E-5,8.572775E-5,0.02306651,0.001148686,1.063802E-4,2.217596E-4,1.784328E-5,6.076797E-4,3.96413E-5,9.170789E-5,2.103698E-5,3.404929E-5,0.006753761,4.215281E-4,2.202687E-4,0.008780231,1.49418E-4,1.793304E-4,6.261591E-7,1.207072E-4,7.127367E-7,1.061555E-4,3.141333E-6,1.569483E-8,3.188262E-4,0.004046518,1.217474E-4,0.002101888,4.517633E-5,7.014577E-4,1.505575E-6,0.003614848,0.003324518,1.584966E-4,4.019843E-7,1.771334E-6,2.096923E-5,0.001744361,4.513255E-4,0.00716297,8.411105,6.970844E-5,477027.5,477027.5
1.840601E-6,15.6968,-5.968788E10,1469.932,1469.932,0.001093989,1.0,0.8530022,4.990072E-4,0.01193784,0.005334865,0.004620564,5.628185E-4,0.05357327,3.206646E-4,0.001650157,0.002348571,5.037273E-5,8.376911E-5,0.02317321,0.001144796,1.084107E-4,2.24217E-4,1.818239E-5,6.086656E-4,3.869678E-5,9.197346E-5,2.145229E-5,3.445132E-5,0.006766988,4.246273E-4,2.18254E-4,0.008835433,1.488756E-4,1.837822E-4,6.516933E-7,1.221907E-4,7.414613E-7,1.081896E-4,3.214401E-6,1.628136E-8,3.185748E-4,0.004032572,1.224992E-4,0.002110112,4.529307E-5,7.005554E-4,1.471866E-6,0.003607291,0.003320864,1.584629E-4,4.184183E-7,1.819426E-6,2.134638E-5,0.001712005,4.390692E-4,0.007055934,8.406542,6.969507E-5,476768.7,476768.7
1.872478E-6,15.69922,-5.86585E10,1469.512,1469.512,0.001093989,1.0,0.8526203,4.928636E-4,0.01205924,0.005268955,0.004652014,5.553342E-4,0.05384588,3.188345E-4,0.001669256,0.002356724,4.971133E-5,8.22011E-5,0.02325939,0.001141645,1.100807E-4,2.262303E-4,1.846149E-5,6.09422E-4,3.794144E-5,9.218096E-5,2.179305E-5,3.477745E-5,0.006777318,4.271238E-4,2.166123E-4,0.008880223,1.483995E-4,1.874518E-4,6.730762E-7,1.234072E-4,7.655161E-7,1.09863E-4,3.274641E-6,1.677253E-8,3.183451E-4,0.004020844,1.230935E-4,0.002116661,4.538763E-5,6.997754E-4,1.444834E-6,0.003600822,0.0033179,1.584256E-4,4.321761E-7,1.859249E-6,2.165487E-5,0.001685907,4.2926E-4,0.00696929,8.402841,6.968429E-5,476558.8,476558.8
1.893874E-6,15.70082,-5.798651E10,1469.234,1469.234,0.001093989,1.0,0.852368,4.888259E-4,0.01213969,0.005225583,0.004672677,5.5042E-4,0.0540262,3.176155E-4,0.001681966,0.002362044,4.92779E-5,8.117647E-5,0.02331608,0.001139567,1.111943E-4,2.275691E-4,1.86477E-5,6.098997E-4,3.744827E-5,9.231396E-5,2.201989E-5,3.499264E-5,0.006783936,4.287626E-4,2.155253E-4,0.008909788,1.480673E-4,1.899029E-4,6.87529E-7,1.242166E-4,7.81775E-7,1.109791E-4,3.314883E-6,1.710453E-8,3.181807E-4,0.004012897,1.234778E-4,0.002120922,4.544998E-5,6.992364E-4,1.427146E-6,0.003596385,0.003315943,1.583961E-4,4.414726E-7,1.885941E-6,2.185972E-5,0.001668758,4.228519E-4,0.006912199,8.400398,6.967721E-5,476420.3,476420.3
1.969424E-6,15.70625,-5.572708E10,1468.278,1468.278,0.001093989,1.0,0.8515019,4.750896E-4,0.01241732,0.00507774,0.004742931,5.337281E-4,0.05464665,3.133697E-4,0.001726159,0.002379908,4.781022E-5,7.772542E-5,0.0235092,0.001132449,1.150804E-4,2.322191E-4,1.929808E-5,6.114071E-4,3.578955E-5,9.274592E-5,2.280898E-5,3.572951E-5,0.006805407,4.343234E-4,2.117788E-4,0.009011137,1.468229E-4,1.984787E-4,7.391616E-7,1.270305E-4,8.398649E-7,1.148755E-4,3.455758E-6,1.829114E-8,3.175408E-4,0.003984414,1.247464E-4,0.002135149,4.566343E-5,6.972434E-4,1.367446E-6,0.003580163,0.003309232,1.58266E-4,4.746686E-7,1.979917E-6,2.256933E-5,0.001610435,4.012832E-4,0.006717099,8.392026,6.965312E-5,475945.5,475945.5
1.999082E-6,15.7083,-5.488524E10,1467.912,1467.912,0.001093989,1.0,0.851172,4.699096E-4,0.01252365,0.00502188,0.004769403,5.274437E-4,0.05488354,3.117273E-4,0.001743222,0.002386546,4.725937E-5,7.643805E-5,0.02358213,0.001129743,1.165866E-4,2.340126E-4,1.955037E-5,6.119269E-4,3.517174E-5,9.290032E-5,2.311378E-5,3.600921E-5,0.006813067,4.364139E-4,2.10346E-4,0.009049672,1.463068E-4,2.018112E-4,7.596756E-7,1.281169E-4,8.629474E-7,1.163863E-4,3.51054E-6,1.876294E-8,3.172663E-4,0.003973072,1.252083E-4,0.002140402,4.574451E-5,6.964253E-4,1.345124E-6,0.003573578,0.00330668,1.582048E-4,4.878504E-7,2.016684E-6,2.284217E-5,0.001588449,3.932443E-4,0.006643169,8.388843,6.964404E-5,475764.9,475764.9
2.013705E-6,15.70929,-5.447895E10,1467.734,1467.734,0.001093989,1.0,0.8510114,4.673974E-4,0.01257555,0.004994771,0.004782236,5.243978E-4,0.054999,3.109225E-4,0.001751577,0.002389745,4.69927E-5,7.581647E-5,0.02361752,0.001128426,1.173253E-4,2.348905E-4,1.967414E-5,6.121692E-4,3.487363E-5,9.297348E-5,2.326305E-5,3.61452E-5,0.006816694,4.374263E-4,2.096472E-4,0.009068423,1.460473E-4,2.034471E-4,7.698376E-7,1.286488E-4,8.743825E-7,1.171274E-4,3.537443E-6,1.899676E-8,3.171265E-4,0.003967451,1.25429E-4,0.002142926,4.578395E-5,6.960151E-4,1.334336E-6,0.003570291,0.003305437,1.581727E-4,4.943787E-7,2.034784E-6,2.297553E-5,0.001577789,3.893645E-4,0.006607244,8.387294,6.963964E-5,475677.1,475677.1
2.0372E-6,15.71086,-5.383799E10,1467.45,1467.45,0.001093989,1.0,0.8507561,4.634187E-4,0.0126582,0.004951809,0.004802555,5.195763E-4,0.05518269,3.096363E-4,0.001764922,0.002394785,4.657099E-5,7.483574E-5,0.02367359,0.001126334,1.185068E-4,2.362923E-4,1.987215E-5,6.125394E-4,3.440352E-5,9.308699E-5,2.350149E-5,3.636102E-5,0.006822315,4.390276E-4,2.085349E-4,0.009098208,1.456235E-4,2.060656E-4,7.862315E-7,1.294985E-4,8.928318E-7,1.183127E-4,3.580519E-6,1.937411E-8,3.168959E-4,0.00395838,1.257737E-4,0.002146893,4.584659E-5,6.953468E-4,1.3173E-6,0.003564954,0.003303464,1.581185E-4,5.049084E-7,2.063827E-6,2.318821E-5,0.001560907,3.832455E-4,0.006550249,8.384834,6.963267E-5,475537.6,475537.6
2.072866E-6,15.7132,-5.289155E10,1467.026,1467.026,0.001093989,1.0,0.8503749,4.575079E-4,0.01278202,0.004887934,0.004832724,5.124191E-4,0.0554574,3.076995E-4,0.001784997,0.00240221,4.594586E-5,7.338708E-5,0.02375696,0.001123209,1.202878E-4,2.384003E-4,2.017073E-5,6.13059E-4,3.370967E-5,9.325029E-5,2.386026E-5,3.668259E-5,0.00683039,4.414017E-4,2.068703E-4,0.009142649,1.449656E-4,2.100173E-4,8.112648E-7,1.307769E-4,9.210069E-7,1.201E-4,3.645563E-6,1.995074E-8,3.165327E-4,0.003944529,1.262751E-4,0.002152714,4.594003E-5,6.943121E-4,1.292107E-6,0.003556734,0.003300518,1.580305E-4,5.209819E-7,2.107821E-6,2.350741E-5,0.001535834,3.742129E-4,0.00646536,8.381163,6.962232E-5,475329.4,475329.4
2.115495E-6,15.71591,-5.180052E10,1466.528,1466.528,0.001093989,1.0,0.8499288,4.506419E-4,0.01292744,0.004813664,0.004867742,5.041132E-4,0.05577933,3.054095E-4,0.001808707,0.002410739,4.522166E-5,7.171692E-5,0.02385388,0.001119553,1.223968E-4,2.408887E-4,2.052446E-5,6.136156E-4,3.291059E-5,9.343172E-5,2.428403E-5,3.705747E-5,0.00683934,4.441514E-4,2.049178E-4,0.009194571,1.441581E-4,2.147029E-4,8.414092E-7,1.322868E-4,9.54941E-7,1.222169E-4,3.722755E-6,2.064585E-8,3.16079E-4,0.003927857,1.268407E-4,0.002159364,4.604918E-5,6.930448E-4,1.263015E-6,0.003546732,0.003297073,1.579169E-4,5.403285E-7,2.160246E-6,2.388321E-5,0.001506718,3.638089E-4,0.006366422,8.376874,6.96103E-5,475086.1,475086.1
2.166717E-6,15.71906,-5.054368E10,1465.943,1465.943,0.001093989,1.0,0.8494062,4.426625E-4,0.01309864,0.004727262,0.004908401,4.944707E-4,0.05615736,3.026928E-4,0.001836799,0.002420517,4.438249E-5,6.979282E-5,0.02396663,0.001115267,1.249033E-4,2.43836E-4,2.094502E-5,6.141983E-4,3.199117E-5,9.363124E-5,2.478621E-5,3.749478E-5,0.006849147,4.473354E-4,2.02623E-4,0.009255319,1.431615E-4,2.202792E-4,8.779308E-7,1.340762E-4,9.960645E-7,1.247334E-4,3.814727E-6,2.148926E-8,3.155085E-4,0.003907682,1.274744E-4,0.002166936,4.617685E-5,6.914822E-4,1.229441E-6,0.003534488,0.003293041,1.577696E-4,5.637554E-7,2.223003E-6,2.432679E-5,0.001472894,3.518371E-4,0.006250988,8.371856,6.959635E-5,474801.5,474801.5
2.193193E-6,15.72064,-4.9916E10,1465.646,1465.646,0.001093989,1.0,0.8491415,4.386503E-4,0.01318565,0.004683784,0.004928828,4.896263E-4,0.05634908,3.013035E-4,0.001851151,0.002425378,4.396149E-5,6.88323E-5,0.02402336,0.001113095,1.261871E-4,2.453415E-4,2.11605E-5,6.144642E-4,3.153265E-5,9.372677E-5,2.504281E-5,3.771529E-5,0.006853826,4.489312E-4,2.014584E-4,0.009286034,1.426362E-4,2.231383E-4,8.969333E-7,1.349907E-4,1.017467E-6,1.260227E-4,3.861932E-6,2.19287E-8,3.152034E-4,0.0038972,1.277829E-4,0.002170677,4.624138E-5,6.906584E-4,1.212655E-6,0.003528069,0.003291,1.576891E-4,5.759388E-7,2.255338E-6,2.455272E-5,0.001455893,3.458672E-4,0.006192757,8.369318,6.958934E-5,474657.6,474657.6
2.379775E-6,15.731,-4.586892E10,1463.652,1463.652,0.001093989,1.0,0.8473745,4.123418E-4,0.01377226,0.004398282,0.005062449,4.57924E-4,0.05763472,2.917911E-4,0.001949222,0.002456267,4.121518E-5,6.264902E-5,0.024396,0.001098538,1.350176E-4,2.556276E-4,2.264321E-5,6.157414E-4,2.858866E-5,9.427023E-5,2.679629E-5,3.91688E-5,0.006880099,4.592939E-4,1.93639E-4,0.009490316,1.387901E-4,2.428393E-4,1.03295E-6,1.412457E-4,1.170782E-6,1.348943E-4,4.188273E-6,2.50884E-8,3.128909E-4,0.003822631,1.296258E-4,0.002194036,4.667E-5,6.845925E-4,1.104198E-6,0.003481453,0.003277397,1.570526E-4,6.630305E-7,2.481065E-6,2.608359E-5,0.001344525,3.075598E-4,0.005807775,8.352426,6.954351E-5,473699.6,473699.6
2.395173E-6,15.7318,-4.55616E10,1463.495,1463.495,0.001093989,1.0,0.8472359,4.103135E-4,0.0138187,0.004376247,0.005072725,4.554841E-4,0.05773599,2.910274E-4,0.001957084,0.002458574,4.100438E-5,6.218064E-5,0.02442477,0.001097391,1.357298E-4,2.564525E-4,2.276282E-5,6.158047E-4,2.83662E-5,9.430585E-5,2.693686E-5,3.928126E-5,0.006881787,4.600846E-4,1.930226E-4,0.00950628,1.384642E-4,2.444302E-4,1.044324E-6,1.417477E-4,1.183614E-6,1.356102E-4,4.214718E-6,2.53539E-8,3.126892E-4,0.00381644,1.297539E-4,0.002195747,4.670341E-5,6.840742E-4,1.095954E-6,0.003477517,0.003276331,1.569955E-4,6.703036E-7,2.499519E-6,2.620533E-5,0.001335947,3.046683E-4,0.00577786,8.351105,6.953999E-5,473624.7,473624.7
2.480227E-6,15.73606,-4.392903E10,1462.644,1462.644,0.001093989,1.0,0.8464884,3.994669E-4,0.01407023,0.004258382,0.005127605,4.424461E-4,0.05828314,2.86867E-4,0.001999907,0.002470716,3.987916E-5,5.969633E-5,0.02457869,0.001091183,1.396206E-4,2.609469E-4,2.341611E-5,6.160532E-4,2.718762E-5,9.448011E-5,2.770246E-5,3.988297E-5,0.006889942,4.642897E-4,1.896917E-4,0.009592186,1.366502E-4,2.531225E-4,1.107501E-6,1.444841E-4,1.254924E-6,1.39521E-4,4.359481E-6,2.683267E-8,3.11551E-4,0.003782203,1.30402E-4,0.002204661,4.688288E-5,6.811717E-4,1.052154E-6,0.003455589,0.003270587,1.5667E-4,7.106764E-7,2.600953E-6,2.686583E-5,0.001290106,2.893607E-4,0.00561731,8.343992,6.952117E-5,473221.2,473221.2
2.495559E-6,15.7368,-4.36459E10,1462.494,1462.494,0.001093989,1.0,0.8463568,3.975735E-4,0.0141147,0.004237802,0.005137173,4.401717E-4,0.05837963,2.861273E-4,0.00200752,0.002472802,3.968308E-5,5.926619E-5,0.02460557,0.001090086,1.403143E-4,2.617462E-4,2.353257E-5,6.160808E-4,2.698379E-5,9.450768E-5,2.783855E-5,3.998803E-5,0.006891211,4.650195E-4,1.891042E-4,0.009607276,1.363211E-4,2.546724E-4,1.118951E-6,1.449709E-4,1.267854E-6,1.402183E-4,4.385344E-6,2.710141E-8,3.113419E-4,0.003776026,1.305085E-4,0.002206176,4.691433E-5,6.806419E-4,1.044558E-6,0.003451607,0.003269576,1.566097E-4,7.179878E-7,2.619147E-6,2.69828E-5,0.001282109,2.867155E-4,0.005589182,8.342741,6.951789E-5,473150.3,473150.3
