Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_H_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H6_Soln#15 (),Mole_fraction_C2H5_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H3_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C3H8_Soln#15 (),Mole_fraction_IC3H7_Soln#15 (),Mole_fraction_NC3H7_Soln#15 (),Mole_fraction_C3H6_Soln#15 (),Mole_fraction_C3H5-A_Soln#15 (),Mole_fraction_C3H4-P_Soln#15 (),Mole_fraction_C3H4-A_Soln#15 (),Mole_fraction_C3H3_Soln#15 (),Mole_fraction_NC4H10_Soln#15 (),Mole_fraction_PC4H9_Soln#15 (),Mole_fraction_IC4H10_Soln#15 (),Mole_fraction_IC4H8_Soln#15 (),Mole_fraction_C4H8-1_Soln#15 (),Mole_fraction_C4H8-2_Soln#15 (),Mole_fraction_C4H71-3_Soln#15 (),Mole_fraction_C4H6_Soln#15 (),Mole_fraction_C4H5_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_FULVENE_Soln#15 (),Mole_fraction_C5H6_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_NC5H12_Soln#15 (),Mole_fraction_NC5H10_Soln#15 (),Mole_fraction_B1M3_Soln#15 (),Mole_fraction_LC5H8_Soln#15 (),Mole_fraction_NC6H12_Soln#15 (),Mole_fraction_NC7H14_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_INDENE_Soln#15 (),Mole_fraction_C12H8_Soln#15 (),Mole_fraction_C14H10_Soln#15 (),Mole_fraction_C16H10_Soln#15 (),Mole_fraction_BIN1B_Soln#15 (),Mole_fraction_NC12H26_Soln#15 (),Mole_fraction_NC16H34_Soln#15 (),Mole_fraction_NC10H20_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
5.071073E-6,15.87486,-1.371422E10,1478.179,1478.179,0.001061813,1.0,0.8209171,2.447732E-4,0.02310434,0.002451359,0.006733004,1.840797E-4,0.07654328,2.256445E-4,0.004291384,0.00267698,1.957465E-5,1.828453E-5,0.02838749,0.001092493,3.400733E-4,5.082569E-4,6.73782E-5,5.542921E-4,7.711354E-6,9.081315E-5,5.457672E-5,0.006143166,5.250683E-4,9.189412E-5,0.01200126,1.09097E-4,6.672822E-4,6.185594E-6,2.567318E-4,6.811397E-6,2.977485E-4,1.621064E-7,2.67546E-4,0.001668244,9.217134E-5,0.00207017,4.720118E-4,0.00195739,0.003063126,1.667588E-4,2.001862E-7,7.292703E-6,8.771761E-7,1.215585E-8,7.859015E-8,2.918194E-10,1.866994E-12,1.436368E-4,1.05983E-5,0.001226833,8.113033,6.688645E-5,460122.7,460122.7
5.093467E-6,15.87524,-1.363186E10,1478.108,1478.108,0.001061813,1.0,0.8208468,2.438164E-4,0.02314022,0.002441514,0.006735569,1.831522E-4,0.07660326,2.249148E-4,0.004300031,0.002676179,1.94878E-5,1.816689E-5,0.02839193,0.001091182,3.40981E-4,5.09247E-4,6.754828E-5,5.537403E-4,7.65808E-6,9.070395E-5,5.468166E-5,0.006136481,5.249477E-4,9.154252E-5,0.01200597,1.087033E-4,6.69078E-4,6.217673E-6,2.572784E-4,6.846719E-6,2.984844E-4,1.63103E-7,2.670346E-4,0.001660548,9.19172E-5,0.002068842,4.708488E-4,0.001951317,0.003062542,1.66677E-4,2.01264E-7,7.317835E-6,8.802242E-7,1.225108E-8,7.871575E-8,2.93708E-10,1.876356E-12,1.422223E-4,1.044096E-5,0.001217905,8.11245,6.688487E-5,460089.6,460089.6
5.540301E-6,15.88216,-1.213678E10,1476.768,1476.768,0.001061813,1.0,0.8195254,2.261667E-4,0.02382391,0.002260249,0.006780831,1.661455E-4,0.07773516,2.111928E-4,0.004465632,0.002659563,1.789383E-5,1.605204E-5,0.02846546,0.001065985,3.585455E-4,5.284019E-4,7.079715E-5,5.429762E-4,6.702534E-6,8.856237E-5,5.666508E-5,0.006004707,5.221956E-4,8.49895E-5,0.01209,1.013535E-4,7.034324E-4,6.850219E-6,2.678373E-4,7.545855E-6,3.126149E-4,1.832103E-7,2.571883E-4,0.001515603,8.693595E-5,0.00204217,4.484578E-4,0.001835532,0.003051548,1.65098E-4,2.226926E-7,7.80523E-6,9.39503E-7,1.419969E-8,8.111681E-8,3.313611E-10,2.064138E-12,1.171663E-4,7.788548E-6,0.001055832,8.101568,6.685572E-5,459472.4,459472.4
5.637979E-6,15.88354,-1.184388E10,1476.495,1476.495,0.001061813,1.0,0.8192555,2.226413E-4,0.02396573,0.002224121,0.006789373,1.627735E-4,0.07796733,2.083919E-4,0.004500179,0.002655801,1.757732E-5,1.56423E-5,0.02847812,0.001060708,3.622543E-4,5.324451E-4,7.147231E-5,5.406855E-4,6.51792E-6,8.81041E-5,5.707238E-5,0.005976343,5.215177E-4,8.366539E-5,0.01210608,9.986607E-5,7.10589E-4,6.986555E-6,2.700618E-4,7.697242E-6,3.155713E-4,1.8766E-7,2.551229E-4,0.001485988,8.587202E-5,0.002036321,4.437623E-4,0.001811522,0.003049298,1.647657E-4,2.273555E-7,7.908346E-6,9.520869E-7,1.463753E-8,8.16168E-8,3.39579E-10,2.105487E-12,1.124051E-4,7.3146E-6,0.001024098,8.099364,6.684989E-5,459347.4,459347.4
5.682626E-6,15.88416,-1.171362E10,1476.373,1476.373,0.001061813,1.0,0.8191342,2.210662E-4,0.0240297,0.002207988,0.006793132,1.612698E-4,0.07807176,2.07134E-4,0.004515783,0.002654068,1.743611E-5,1.546061E-5,0.02848353,0.001058322,3.639348E-4,5.342769E-4,7.177691E-5,5.396459E-4,6.436112E-6,8.789584E-5,5.72556E-5,0.005963434,5.212001E-4,8.307215E-5,0.01211318,9.919947E-5,7.138203E-4,7.048637E-6,2.710692E-4,7.766264E-6,3.169075E-4,1.897002E-7,2.541887E-4,0.001472686,8.538894E-5,0.002033649,4.416391E-4,0.001800696,0.003048286,1.646153E-4,2.29484E-7,7.955085E-6,9.577958E-7,1.483903E-8,8.184256E-8,3.433331E-10,2.124429E-12,1.10305E-4,7.108758E-6,0.001009993,8.098375,6.684729E-5,459291.4,459291.4
5.722049E-6,15.8847,-1.160044E10,1476.266,1476.266,0.001061813,1.0,0.8190282,2.196935E-4,0.02408576,0.002193932,0.006796378,1.599607E-4,0.07816312,2.060344E-4,0.004529467,0.002652533,1.731316E-5,1.530297E-5,0.02848813,0.001056229,3.654112E-4,5.358861E-4,7.204383E-5,5.387317E-4,6.365159E-6,8.771259E-5,5.74159E-5,0.005952065,5.209157E-4,8.255434E-5,0.01211932,9.861753E-5,7.166533E-4,7.103335E-6,2.719538E-4,7.827121E-6,3.180799E-4,1.915049E-7,2.533689E-4,0.001461058,8.496407E-5,0.002031289,4.39776E-4,0.001791212,0.003047402,1.644833E-4,2.313621E-7,7.996155E-6,9.628149E-7,1.501766E-8,8.20405E-8,3.466468E-10,2.141177E-12,1.084884E-4,6.932289E-6,9.97739E-4,8.097512,6.684501E-5,459242.4,459242.4
5.780193E-6,15.88549,-1.143665E10,1476.109,1476.109,0.001061813,1.0,0.8188736,2.176998E-4,0.0241677,0.002173523,0.006801043,1.580619E-4,0.0782964,2.04432E-4,0.004549488,0.002650258,1.713475E-5,1.507517E-5,0.0284946,0.001053164,3.675758E-4,5.382453E-4,7.243402E-5,5.3739E-4,6.262681E-6,8.744341E-5,5.764976E-5,0.005935348,5.204898E-4,8.180091E-5,0.01212816,9.777066E-5,7.207972E-4,7.183796E-6,2.732503E-4,7.916722E-6,3.197958E-4,1.94172E-7,2.521685E-4,0.001444112,8.43404E-5,0.002027811,4.370482E-4,0.001777353,0.003046112,1.642898E-4,2.341295E-7,8.056384E-6,9.701801E-7,1.528232E-8,8.233003E-8,3.51532E-10,2.165919E-12,1.058732E-4,6.680882E-6,9.800053E-4,8.096255,6.684171E-5,459171.1,459171.1
5.801635E-6,15.88577,-1.13771E10,1476.052,1476.052,0.001061813,1.0,0.8188172,2.169736E-4,0.0241977,0.002166091,0.006802727,1.57371E-4,0.07834513,2.038467E-4,0.004556824,0.002649416,1.706981E-5,1.499253E-5,0.0284969,0.001052041,3.683703E-4,5.391112E-4,7.257689E-5,5.368972E-4,6.225517E-6,8.734447E-5,5.773526E-5,0.005929198,5.203309E-4,8.152607E-5,0.01213136,9.746169E-5,7.223153E-4,7.213406E-6,2.73726E-4,7.949719E-6,3.204248E-4,1.951571E-7,2.517284E-4,0.001437923,8.411129E-5,0.002026528,4.360482E-4,0.00177228,0.003045641,1.642189E-4,2.351493E-7,8.078493E-6,9.728851E-7,1.538027E-8,8.24361E-8,3.533329E-10,2.175056E-12,1.049272E-4,6.590717E-6,9.735645E-4,8.095797,6.684051E-5,459145.1,459145.1
5.831529E-6,15.88617,-1.129495E10,1475.973,1475.973,0.001061813,1.0,0.8187389,2.159693E-4,0.02423934,0.002155816,0.006805043,1.564162E-4,0.07841267,2.030358E-4,0.004567008,0.00264824,1.698007E-5,1.487857E-5,0.02850002,0.001050481,3.694744E-4,5.403146E-4,7.277511E-5,5.362119E-4,6.174281E-6,8.720684E-5,5.785377E-5,0.005920639,5.201077E-4,8.114565E-5,0.01213577,9.7034E-5,7.244223E-4,7.254628E-6,2.74387E-4,7.995678E-6,3.212982E-4,1.965321E-7,2.511171E-4,0.001429348,8.379272E-5,0.002024741,4.346595E-4,0.001765243,0.003044987,1.641203E-4,2.365703E-7,8.109223E-6,9.766461E-7,1.551717E-8,8.258333E-8,3.55843E-10,2.187805E-12,1.036254E-4,6.467318E-6,9.646754E-4,8.095162,6.683884E-5,459109.1,459109.1
5.989062E-6,15.8882,-1.087673E10,1475.566,1475.566,0.001061813,1.0,0.8183351,2.108247E-4,0.02445516,0.002103206,0.006816663,1.515368E-4,0.07876153,1.988564E-4,0.004619885,0.002642002,1.652112E-5,1.430019E-5,0.02851499,0.001042372,3.752302E-4,5.465864E-4,7.380247E-5,5.326339E-4,5.91448E-6,8.648722E-5,5.846584E-5,0.005875804,5.189018E-4,7.91905E-5,0.01215795,9.483539E-5,7.35357E-4,7.470783E-6,2.778296E-4,8.237081E-6,3.258365E-4,2.038052E-7,2.479389E-4,0.001385158,8.212956E-5,0.002015337,4.274411E-4,0.001728792,0.003041615,1.636075E-4,2.440454E-7,8.269459E-6,9.962802E-7,1.624463E-8,8.334753E-8,3.690585E-10,2.25522E-12,9.706555E-5,5.857469E-6,9.194511E-4,8.091894,6.683031E-5,458923.8,458923.8
6.012302E-6,15.88849,-1.081708E10,1475.507,1475.507,0.001061813,1.0,0.8182768,2.100863E-4,0.02448649,0.002095659,0.006818296,1.508381E-4,0.07881201,1.98253E-4,0.004627574,0.002641077,1.645536E-5,1.421794E-5,0.02851699,0.001041192,3.760704E-4,5.475018E-4,7.395158E-5,5.321109E-4,5.877563E-6,8.638188E-5,5.855439E-5,0.005869228,5.187198E-4,7.890902E-5,0.01216108,9.451879E-5,7.369462E-4,7.502515E-6,2.783318E-4,8.272579E-6,3.264969E-4,2.048819E-7,2.474761E-4,0.00137878,8.188648E-5,0.002013952,4.263904E-4,0.001723505,0.003041127,1.635328E-4,2.451462E-7,8.292854E-6,9.991503E-7,1.63528E-8,8.345863E-8,3.710062E-10,2.265199E-12,9.613935E-5,5.773011E-6,9.130046E-4,8.091423,6.682908E-5,458897.1,458897.1
6.132338E-6,15.88996,-1.051692E10,1475.208,1475.208,0.001061813,1.0,0.8179802,2.063529E-4,0.02464637,0.002057519,0.006826417,1.473124E-4,0.07906882,1.951884E-4,0.004666847,0.002636276,1.612333E-5,1.380498E-5,0.02852655,0.001035159,3.803748E-4,5.521911E-4,7.471201E-5,5.294284E-4,5.692353E-6,8.584112E-5,5.900478E-5,0.005835427,5.177649E-4,7.748247E-5,0.01217669,9.291403E-5,7.450604E-4,7.665787E-6,2.809026E-4,8.455468E-6,3.298722E-4,2.104593E-7,2.451101E-4,0.001346391,8.064043E-5,0.002006811,4.210201E-4,0.001696552,0.003038648,1.631504E-4,2.508238E-7,8.41273E-6,1.01387E-6,1.691499E-8,8.402594E-8,3.810588E-10,2.316887E-12,9.151605E-5,5.357661E-6,8.805871E-4,8.089034,6.682288E-5,458761.6,458761.6
6.185799E-6,15.8906,-1.038737E10,1475.078,1475.078,0.001061813,1.0,0.8178506,2.047321E-4,0.02471652,0.002040969,0.00682987,1.457853E-4,0.07918115,1.938509E-4,0.004684105,0.002634128,1.597943E-5,1.362724E-5,0.0285304,0.001032505,3.822732E-4,5.54259E-4,7.504552E-5,5.282441E-4,5.612687E-6,8.560208E-5,5.920172E-5,0.00582046,5.173318E-4,7.686145E-5,0.01218334,9.221532E-5,7.486243E-4,7.738164E-6,2.820355E-4,8.536673E-6,3.313564E-4,2.129516E-7,2.440691E-4,0.001332261,8.009059E-5,0.002003637,4.186584E-4,0.001684737,0.003037564,1.629821E-4,2.533481E-7,8.465606E-6,1.02037E-6,1.716722E-8,8.427518E-8,3.855316E-10,2.339989E-12,8.954012E-5,5.183347E-6,8.66607E-4,8.087993,6.682018E-5,458702.5,458702.5
6.263255E-6,15.89152,-1.020404E10,1474.892,1474.892,0.001061813,1.0,0.8176656,2.024286E-4,0.02481705,0.002017457,0.006834699,1.436187E-4,0.07934169,1.919426E-4,0.004708858,0.002631007,1.577515E-5,1.337622E-5,0.02853554,0.001028697,3.850035E-4,5.572327E-4,7.552311E-5,5.265394E-4,5.500259E-6,8.525775E-5,5.948311E-5,0.005798871,5.166962E-4,7.597705E-5,0.01219268,9.122018E-5,7.537339E-4,7.842651E-6,2.836639E-4,8.654051E-6,3.334863E-4,2.165714E-7,2.425749E-4,0.001312105,7.929969E-5,0.001999048,4.152694E-4,0.001667824,0.003036016,1.627403E-4,2.570004E-7,8.541656E-6,1.029727E-6,1.753465E-8,8.463261E-8,3.920069E-10,2.373552E-12,8.676496E-5,4.941849E-6,8.468385E-4,8.086508,6.681635E-5,458618.3,458618.3
6.386643E-6,15.89293,-9.92221E9,1474.602,1474.602,0.001061813,1.0,0.817377,1.988632E-4,0.02497455,0.001981082,0.006841991,1.40274E-4,0.07959229,1.889716E-4,0.004747697,0.002626015,1.545952E-5,1.299137E-5,0.02854272,0.001022715,3.893054E-4,5.619173E-4,7.627068E-5,5.238507E-4,5.328059E-6,8.4714E-5,5.992212E-5,0.005764716,5.156656E-4,7.460404E-5,0.01220683,8.967503E-5,7.617468E-4,8.008199E-6,2.862272E-4,8.840375E-6,3.368306E-4,2.223591E-7,2.402275E-4,0.001280745,7.805365E-5,0.001991759,4.099481E-4,0.001641365,0.0030336,1.623602E-4,2.628066E-7,8.661483E-6,1.044489E-6,1.812474E-8,8.519335E-8,4.023099E-10,2.42725E-12,8.254585E-5,4.582176E-6,8.164752E-4,8.0842,6.681041E-5,458487.4,458487.4
6.396555E-6,15.89304,-9.900095E9,1474.579,1474.579,0.001061813,1.0,0.8173542,1.985821E-4,0.02498706,0.001978216,0.006842556,1.400109E-4,0.07961215,1.887365E-4,0.004750786,0.002625613,1.543468E-5,1.296123E-5,0.02854324,0.001022239,3.896485E-4,5.622909E-4,7.633004E-5,5.236362E-4,5.314577E-6,8.467057E-5,5.99569E-5,0.005761985,5.15582E-4,7.449562E-5,0.01220793,8.9553E-5,7.623838E-4,8.021449E-6,2.864315E-4,8.855307E-6,3.370967E-4,2.228251E-7,2.400407E-4,0.001278265,7.79543E-5,0.001991175,4.095248E-4,0.001639265,0.003033409,1.6233E-4,2.632724E-7,8.671039E-6,1.045667E-6,1.81724E-8,8.523795E-8,4.031369E-10,2.431576E-12,8.221733E-5,4.554556E-6,8.140946E-4,8.084018,6.680994E-5,458477.1,458477.1
6.406698E-6,15.89316,-9.877548E9,1474.556,1474.556,0.001061813,1.0,0.8173309,1.982954E-4,0.02499985,0.001975292,0.006843131,1.397424E-4,0.07963243,1.884966E-4,0.004753942,0.002625202,1.540933E-5,1.293051E-5,0.02854377,0.001021753,3.899991E-4,5.626727E-4,7.639067E-5,5.234169E-4,5.300835E-6,8.462618E-5,5.999242E-5,0.005759192,5.154962E-4,7.438495E-5,0.01220905,8.942845E-5,7.630347E-4,8.035001E-6,2.866403E-4,8.870582E-6,3.373687E-4,2.233022E-7,2.398498E-4,0.001275733,7.785275E-5,0.001990578,4.090922E-4,0.00163712,0.003033214,1.62299E-4,2.637489E-7,8.680807E-6,1.046872E-6,1.822121E-8,8.528351E-8,4.03983E-10,2.436006E-12,8.188271E-5,4.526481E-6,8.116674E-4,8.083832,6.680946E-5,458466.5,458466.5
6.441158E-6,15.89354,-9.801526E9,1474.477,1474.477,0.001061813,1.0,0.817252,1.973274E-4,0.02504312,0.001965422,0.006845061,1.388368E-4,0.07970103,1.876855E-4,0.004764629,0.002623803,1.532379E-5,1.2827E-5,0.02854551,0.001020105,3.911877E-4,5.639668E-4,7.659585E-5,5.226734E-4,5.25456E-6,8.447564E-5,6.011252E-5,0.005749718,5.152036E-4,7.401112E-5,0.01221281,8.90077E-5,7.652382E-4,8.080986E-6,2.873478E-4,8.922437E-6,3.382895E-4,2.249244E-7,2.392032E-4,0.001267177,7.750863E-5,0.001988549,4.076272E-4,0.001629862,0.003032553,1.621942E-4,2.653671E-7,8.713913E-6,1.050956E-6,1.838731E-8,8.543778E-8,4.068569E-10,2.451069E-12,8.075769E-5,4.432528E-6,8.03488E-4,8.083202,6.680784E-5,458430.8,458430.8
6.484119E-6,15.89401,-9.708035E9,1474.379,1474.379,0.001061813,1.0,0.8171544,1.961336E-4,0.02509674,0.001953251,0.006847418,1.377209E-4,0.07978591,1.86683E-4,0.004777877,0.002622057,1.521837E-5,1.269981E-5,0.02854756,0.001018063,3.926633E-4,5.655733E-4,7.684994E-5,5.2175E-4,5.197708E-6,8.428861E-5,6.026108E-5,0.005737939,5.148369E-4,7.354959E-5,0.0122174,8.84882E-5,7.679692E-4,8.138197E-6,2.882259E-4,8.986997E-6,3.394314E-4,2.269496E-7,2.384012E-4,0.001256606,7.708149E-5,0.001986023,4.058108E-4,0.001620874,0.003031736,1.620642E-4,2.673829E-7,8.755015E-6,1.056029E-6,1.859502E-8,8.562902E-8,4.104381E-10,2.469882E-12,7.937976E-5,4.318355E-6,7.934305E-4,8.082425,6.680585E-5,458386.7,458386.7
6.51126E-6,15.89431,-9.649684E9,1474.317,1474.317,0.001061813,1.0,0.8170932,1.953871E-4,0.02513042,0.001945641,0.006848877,1.370239E-4,0.07983914,1.860549E-4,0.004786201,0.002620953,1.515249E-5,1.262054E-5,0.02854878,0.001016779,3.93592E-4,5.665843E-4,7.700944E-5,5.211687E-4,5.162293E-6,8.417083E-5,6.035423E-5,0.005730516,5.146039E-4,7.326069E-5,0.01222025,8.816302E-5,7.696848E-4,8.174267E-6,2.887783E-4,9.02773E-6,3.40149E-4,2.282307E-7,2.378972E-4,0.001249984,7.681277E-5,0.00198443,4.046693E-4,0.001615234,0.003031223,1.619825E-4,2.686554E-7,8.780879E-6,1.059222E-6,1.872661E-8,8.574917E-8,4.126995E-10,2.481788E-12,7.852381E-5,4.247961E-6,7.871596E-4,8.081938,6.68046E-5,458359.1,458359.1
6.779228E-6,15.89713,-9.101705E9,1473.731,1473.731,0.001061813,1.0,0.8165071,1.883065E-4,0.0254553,0.001873513,0.00686219,1.304372E-4,0.08035,1.800521E-4,0.004866666,0.00261002,1.452914E-5,1.187853E-5,0.02855808,0.001004354,4.026214E-4,5.764114E-4,7.854507E-5,5.155123E-4,4.831215E-6,8.302298E-5,6.124716E-5,0.005657982,5.12259E-4,7.051001E-5,0.01224638,8.50663E-5,7.862547E-4,8.527576E-6,2.941419E-4,9.427837E-6,3.470925E-4,2.409431E-7,2.330177E-4,0.001186779,7.420442E-5,0.001968791,3.936299E-4,0.001560961,0.00302631,1.611903E-4,2.811797E-7,9.032311E-6,1.09033E-6,2.004028E-8,8.69106E-8,4.349847E-10,2.60016E-12,7.061319E-5,3.61601E-6,7.283545E-4,8.07729,6.679275E-5,458095.5,458095.5
6.790604E-6,15.89725,-9.07954E9,1473.707,1473.707,0.001061813,1.0,0.8164829,1.880171E-4,0.02546879,0.001870568,0.006862713,1.301691E-4,0.08037111,1.798051E-4,0.004870014,0.002609555,1.450373E-5,1.18486E-5,0.02855837,0.001003836,4.029992E-4,5.768224E-4,7.86087E-5,5.152754E-4,4.817869E-6,8.297486E-5,6.128401E-5,0.005654934,5.121578E-4,7.039721E-5,0.01224741,8.49393E-5,7.869435E-4,8.542461E-6,2.94366E-4,9.444739E-6,3.473817E-4,2.414853E-7,2.328144E-4,0.001184181,7.409551E-5,0.001968131,3.931704E-4,0.001558713,0.003026107,1.611572E-4,2.817098E-7,9.042828E-6,1.091634E-6,2.009663E-8,8.695893E-8,4.35929E-10,2.605219E-12,7.029814E-5,3.591559E-6,7.259787E-4,8.077099,6.679227E-5,458084.7,458084.7
6.99825E-6,15.8993,-8.689037E9,1473.276,1473.276,0.001061813,1.0,0.8160509,1.82888E-4,0.02571101,0.001818372,0.006871691,1.254292E-4,0.08074858,1.754025E-4,0.004930191,0.002601055,1.405405E-5,1.132293E-5,0.02856226,9.945276E-4,4.098198E-4,5.842418E-4,7.974872E-5,5.109985E-4,4.583807E-6,8.210502E-5,6.194223E-5,0.005599722,5.102897E-4,6.83923E-5,0.01226517,8.268159E-5,7.993171E-4,8.812536E-6,2.984073E-4,9.752078E-6,3.525822E-4,2.514184E-7,2.291572E-4,0.001137945,7.213362E-5,0.001956144,3.849116E-4,0.001518457,0.003022482,1.605622E-4,2.913625E-7,9.232636E-6,1.115198E-6,2.113318E-8,8.782757E-8,4.531409E-10,2.698101E-12,6.482124E-5,3.175596E-6,6.842259E-4,8.073696,6.678365E-5,457891.7,457891.7
7.308399E-6,15.90217,-8.152834E9,1472.666,1472.666,0.001061813,1.0,0.8154371,1.757252E-4,0.02605914,0.001745547,0.006883268,1.188548E-4,0.08128622,1.691817E-4,0.005016937,0.002588351,1.342862E-5,1.060489E-5,0.02856357,9.810888E-4,4.197521E-4,5.950396E-4,8.137859E-5,5.047687E-4,4.264808E-6,8.08355E-5,6.287697E-5,0.005518782,5.074366E-4,6.557641E-5,0.01228824,7.95098E-5,8.171262E-4,9.210301E-6,3.042767E-4,1.020703E-5,3.60089E-4,2.663771E-7,2.238755E-4,0.001072828,6.92947E-5,0.001938467,3.730096E-4,0.001460939,0.003017326,1.597009E-4,3.056982E-7,9.50877E-6,1.149601E-6,2.270912E-8,8.90801E-8,4.787599E-10,2.838762E-12,5.75207E-5,2.648705E-6,6.27127E-4,8.068893,6.677157E-5,457619.3,457619.3
7.328355E-6,15.90235,-8.12011E9,1472.628,1472.628,0.001061813,1.0,0.8153988,1.752834E-4,0.02608101,0.001741058,0.006883943,1.184511E-4,0.0813198,1.687952E-4,0.005022395,0.002587534,1.339014E-5,1.056122E-5,0.02856349,9.802424E-4,4.203811E-4,5.957232E-4,8.148058E-5,5.043742E-4,4.245435E-6,8.075501E-5,6.293523E-5,0.005513637,5.072508E-4,6.540214E-5,0.01228959,7.931347E-5,8.182457E-4,9.235667E-6,3.046477E-4,1.023613E-5,3.605617E-4,2.673445E-7,2.235428E-4,0.001068792,6.911577E-5,0.001937339,3.72261E-4,0.001457341,0.003017005,1.596466E-4,3.066173E-7,9.526245E-6,1.151783E-6,2.281163E-8,8.915894E-8,4.804047E-10,2.847896E-12,5.708395E-5,2.618221E-6,6.236537E-4,8.068594,6.677082E-5,457602.4,457602.4
7.64337E-6,15.90505,-7.629906E9,1472.048,1472.048,0.001061813,1.0,0.8148128,1.685931E-4,0.02641814,0.001673103,0.006893591,1.123638E-4,0.08183454,1.629029E-4,0.005106692,0.002574658,1.280888E-5,9.908638E-6,0.02855967,9.671629E-4,4.301576E-4,6.063424E-4,8.304632E-5,4.982449E-4,3.956334E-6,7.95034E-5,6.382614E-5,0.005433402,5.042904E-4,6.27546E-5,0.01230898,7.633005E-5,8.355165E-4,9.63246E-6,3.104044E-4,1.069295E-5,3.678677E-4,2.826911E-7,2.184004E-4,0.001007424,6.635055E-5,0.0019197,3.607088E-4,0.001402109,0.003012078,1.588054E-4,3.210705E-7,9.7976E-6,1.185749E-6,2.444707E-8,9.03769E-8,5.06309E-10,2.993465E-12,5.066417E-5,2.184215E-6,5.717669E-4,8.064048,6.675947E-5,457344.5,457344.5
7.79695E-6,15.90631,-7.407566E9,1471.778,1471.778,0.001061813,1.0,0.8145389,1.655128E-4,0.02657726,0.001641834,0.006897652,1.095786E-4,0.08207559,1.601652E-4,0.00514657,0.0025684,1.254216E-5,9.613755E-6,0.02855626,9.609703E-4,4.348237E-4,6.114073E-4,8.378061E-5,4.95322E-4,3.825951E-6,7.89058E-5,6.424184E-5,0.005394951,5.028309E-4,6.153055E-5,0.01231718,7.495024E-5,8.436746E-4,9.82349E-6,3.131448E-4,1.091389E-5,3.713271E-4,2.902237E-7,2.159652E-4,9.790269E-4,6.504231E-5,0.001911213,3.552513E-4,0.001376207,0.003009774,1.584062E-4,3.280802E-7,9.92693E-6,1.201991E-6,2.525589E-8,9.095343E-8,5.188986E-10,3.065413E-12,4.783246E-5,2.001399E-6,5.483447E-4,8.061935,6.675423E-5,457224.7,457224.7
7.922557E-6,15.9073,-7.23326E9,1471.563,1471.563,0.001061813,1.0,0.8143202,1.630762E-4,0.02670496,0.001617106,0.006900685,1.073834E-4,0.08226817,1.579884E-4,0.005178615,0.002563295,1.233158E-5,9.382991E-6,0.02855277,9.55992E-4,4.38593E-4,6.154971E-4,8.436752E-5,4.929623E-4,3.724042E-6,7.842307E-5,6.457317E-5,0.005363825,5.01631E-4,6.056008E-5,0.01232332,7.3856E-5,8.502248E-4,9.978562E-6,3.15355E-4,1.109374E-5,3.741085E-4,2.964082E-7,2.140073E-4,9.565075E-4,6.399157E-5,0.001904329,3.508701E-4,0.001355503,0.003007935,1.580847E-4,3.337952E-7,1.003131E-5,1.215127E-6,2.592285E-8,9.141694E-8,5.291761E-10,3.124753E-12,4.56487E-5,1.864165E-6,5.300345E-4,8.060254,6.675006E-5,457129.4,457129.4
7.991431E-6,15.90783,-7.140443E9,1471.448,1471.448,0.001061813,1.0,0.8142024,1.617703E-4,0.02677409,0.001603856,0.006902243,1.062099E-4,0.08237208,1.568178E-4,0.005195977,0.002560501,1.221888E-5,9.260227E-6,0.02855062,9.532943E-4,4.406425E-4,6.177201E-4,8.468427E-5,4.9168E-4,3.669872E-6,7.816064E-5,6.475165E-5,0.005346879,5.009709E-4,6.003919E-5,0.01232648,7.326857E-5,8.537712E-4,1.006316E-5,3.165555E-4,1.119204E-5,3.756159E-4,2.998084E-7,2.129462E-4,9.444199E-4,6.342266E-5,0.001900576,3.484984E-4,0.001344327,0.003006943,1.579102E-4,3.369221E-7,1.008802E-5,1.222274E-6,2.629062E-8,9.166814E-8,5.348045E-10,3.157484E-12,4.449887E-5,1.793244E-6,5.20302E-4,8.05935,6.674783E-5,457078.1,457078.1
