Time_Soln#3 (sec),Volume_Soln#3 (cm3),Volumetric_heat_production_rate_Soln#3 (erg/cm3-sec),Surface_temperature_Soln#3 (K),Temperature_Soln#3 (K),Mass_Soln#3 (g),Pressure_Soln#3 (atm),Mole_fraction_H2_Soln#3 (),Mole_fraction_H_Soln#3 (),Mole_fraction_CH4_Soln#3 (),Mole_fraction_CH3_Soln#3 (),Mole_fraction_C2H6_Soln#3 (),Mole_fraction_C2H5_Soln#3 (),Mole_fraction_C2H4_Soln#3 (),Mole_fraction_C2H2_Soln#3 (),Mole_fraction_C3H8_Soln#3 (),Mole_fraction_C3H6_Soln#3 (),Mole_fraction_C3H5-A_Soln#3 (),Mole_fraction_C3H4-P_Soln#3 (),Mole_fraction_C3H4-A_Soln#3 (),Mole_fraction_NC4H10_Soln#3 (),Mole_fraction_IC4H10_Soln#3 (),Mole_fraction_IC4H8_Soln#3 (),Mole_fraction_IC4H7_Soln#3 (),Mole_fraction_C4H8-1_Soln#3 (),Mole_fraction_C4H8-2_Soln#3 (),Mole_fraction_C4H71-3_Soln#3 (),Mole_fraction_C4H6_Soln#3 (),Mole_fraction_C4H4_Soln#3 (),Mole_fraction_C6H6_Soln#3 (),Mole_fraction_FULVENE_Soln#3 (),Mole_fraction_C5H6_Soln#3 (),Mole_fraction_MCPTD_Soln#3 (),Mole_fraction_NC5H12_Soln#3 (),Mole_fraction_NC5H10_Soln#3 (),Mole_fraction_B1M2_Soln#3 (),Mole_fraction_B1M3_Soln#3 (),Mole_fraction_B2M2_Soln#3 (),Mole_fraction_CYC5H8_Soln#3 (),Mole_fraction_LC5H8_Soln#3 (),Mole_fraction_DIALLYL_Soln#3 (),Mole_fraction_CYC6H8_Soln#3 (),Mole_fraction_CYC6H10_Soln#3 (),Mole_fraction_NC6H12_Soln#3 (),Mole_fraction_NC7H14_Soln#3 (),Mole_fraction_DIMEPTD_Soln#3 (),Mole_fraction_C7H8_Soln#3 (),Mole_fraction_C7H7_Soln#3 (),Mole_fraction_C6H5C2H3_Soln#3 (),Mole_fraction_C6H5C2H5_Soln#3 (),Mole_fraction_XYLENE_Soln#3 (),Mole_fraction_INDENE_Soln#3 (),Mole_fraction_C6H5C2H4C6H5_Soln#3 (),Mole_fraction_NPBENZ_Soln#3 (),Mole_fraction_NC12H26_Soln#3 (),Mole_fraction_NC16H34_Soln#3 (),Mole_fraction_NC10H20_Soln#3 (),Molecular_weight_Soln#3 (g/mole),Mass_density_Soln#3 (g/cm3),Unburned_hydrocarbons_Soln#3 (ppm),Volatile_organic_compounds_Soln#3 (ppm)
2.97741E-5,15.69484,-2.661878E8,1098.98,1098.98,0.001640984,1.0,0.9509118,8.618416E-7,6.267387E-5,1.544219E-5,4.004566E-5,1.54121E-5,2.645737E-4,6.643745E-8,2.728336E-6,1.363256E-4,2.249337E-5,3.371086E-9,1.021446E-7,1.462094E-6,5.643208E-9,5.841408E-10,2.054624E-8,4.781881E-5,1.086234E-6,2.379973E-5,2.996801E-5,6.475051E-10,8.841976E-7,1.525002E-13,3.84423E-9,2.155497E-11,5.939387E-8,3.838836E-5,1.224692E-10,2.469956E-7,6.562191E-11,9.160685E-12,2.022447E-5,2.005052E-6,5.237321E-10,6.530325E-11,4.815373E-6,4.594127E-5,1.809256E-11,0.00407592,1.734851E-6,7.482337E-12,2.629561E-8,6.251611E-9,1.257358E-12,1.727656E-10,2.963652E-8,0.01098799,0.006603273,0.02663985,9.428748,1.045553E-4,534742.1,534742.1
3.030764E-5,15.69475,-2.666317E8,1098.958,1098.958,0.001640984,1.0,0.9508985,8.661634E-7,6.444921E-5,1.552045E-5,4.110078E-5,1.547298E-5,2.712727E-4,6.919669E-8,2.811894E-6,1.397871E-4,2.272924E-5,3.508247E-9,1.058482E-7,1.508849E-6,5.864162E-9,6.264472E-10,2.165355E-8,4.904077E-5,1.126963E-6,2.415417E-5,3.086913E-5,6.890831E-10,9.08388E-7,1.648759E-13,4.069296E-9,2.283039E-11,6.130626E-8,3.94036E-5,1.289532E-10,2.579577E-7,6.913177E-11,9.733249E-12,2.077852E-5,2.097516E-6,5.667045E-10,6.938405E-11,4.920715E-6,4.715942E-5,1.921331E-11,0.004075791,1.779135E-6,8.087739E-12,2.738179E-8,6.528276E-9,1.36027E-12,1.853622E-10,3.120498E-8,0.01098685,0.006602356,0.02663627,9.42861,1.045559E-4,534734.3,534734.3
3.040605E-5,15.69473,-2.667114E8,1098.954,1098.954,0.001640984,1.0,0.950896,8.669411E-7,6.477759E-5,1.553449E-5,4.129583E-5,1.54839E-5,2.725111E-4,6.971147E-8,2.827371E-6,1.404271E-4,2.277199E-5,3.53385E-9,1.065362E-7,1.517511E-6,5.905251E-9,6.344813E-10,2.186141E-8,4.926679E-5,1.134551E-6,2.421904E-5,3.103616E-5,6.969307E-10,9.128625E-7,1.67239E-13,4.111676E-9,2.30706E-11,6.166059E-8,3.959144E-5,1.30171E-10,2.60003E-7,6.979076E-11,9.841328E-12,2.088099E-5,2.114763E-6,5.748874E-10,7.01543E-11,4.94017E-6,4.738467E-5,1.942489E-11,0.004075767,1.787308E-6,8.203112E-12,2.758476E-8,6.580026E-9,1.379887E-12,1.877534E-10,3.149921E-8,0.01098664,0.006602187,0.02663561,9.428584,1.04556E-4,534732.8,534732.8
3.060705E-5,15.6947,-2.668682E8,1098.946,1098.946,0.001640984,1.0,0.950891,8.685097E-7,6.544925E-5,1.55628E-5,4.169467E-5,1.550592E-5,2.750435E-4,7.076872E-8,2.859046E-6,1.417359E-4,2.285858E-5,3.586446E-9,1.079464E-7,1.535241E-6,5.98951E-9,6.511216E-10,2.228954E-8,4.972909E-5,1.150112E-6,2.435102E-5,3.137815E-5,7.131367E-10,9.220146E-7,1.721464E-13,4.199097E-9,2.356612E-11,6.238591E-8,3.99757E-5,1.326798E-10,2.642036E-7,7.114825E-11,1.006454E-11,2.109057E-5,2.15018E-6,5.918569E-10,7.174499E-11,4.979934E-6,4.784535E-5,1.986187E-11,0.004075719,1.804009E-6,8.442468E-12,2.800192E-8,6.68644E-9,1.420587E-12,1.927051E-10,3.210507E-8,0.01098621,0.00660184,0.02663425,9.428532,1.045562E-4,534729.9,534729.9
3.082905E-5,15.69466,-2.670386E8,1098.936,1098.936,0.001640984,1.0,0.9508854,8.70215E-7,6.619245E-5,1.559347E-5,4.213581E-5,1.552977E-5,2.778445E-4,7.194558E-8,2.894129E-6,1.431838E-4,2.295305E-5,3.645014E-9,1.095114E-7,1.55488E-6,6.083089E-9,6.69875E-10,2.276813E-8,5.024063E-5,1.167411E-6,2.449598E-5,3.175714E-5,7.313217E-10,9.321417E-7,1.776982E-13,4.297036E-9,2.412133E-11,6.318941E-8,4.040098E-5,1.354853E-10,2.688796E-7,7.266601E-11,1.031503E-11,2.132247E-5,2.189593E-6,6.110151E-10,7.353001E-11,5.023889E-6,4.8355E-5,2.035231E-11,0.004075665,1.82246E-6,8.712864E-12,2.84668E-8,6.805108E-9,1.466572E-12,1.98284E-10,3.278203E-8,0.01098573,0.006601457,0.02663275,9.428474,1.045564E-4,534726.6,534726.6
3.241145E-5,15.6944,-2.68141E8,1098.87,1098.87,0.001640984,1.0,0.9508455,8.81584E-7,7.152908E-5,1.579582E-5,4.529873E-5,1.568713E-5,2.979297E-4,8.059896E-8,3.146951E-6,1.535701E-4,2.359349E-5,4.076403E-9,1.208809E-7,1.696484E-6,6.764902E-9,8.147974E-10,2.634701E-8,5.391415E-5,1.293941E-6,2.550585E-5,3.449493E-5,8.693782E-10,1.00487E-6,2.212751E-13,5.035889E-9,2.831109E-11,6.898477E-8,4.345742E-5,1.565003E-10,3.032538E-7,8.402394E-11,1.221775E-11,2.298738E-5,2.478932E-6,7.600093E-10,8.708559E-11,5.338267E-6,5.201228E-5,2.407917E-11,0.004075281,1.954141E-6,1.082216E-11,3.190097E-8,7.684041E-9,1.825459E-12,2.413345E-10,3.783511E-8,0.01098231,0.006598709,0.02662201,9.428059,1.045582E-4,534703.0,534703.0
3.628083E-5,15.69378,-2.701376E8,1098.706,1098.706,0.001640984,1.0,0.9507466,9.043353E-7,8.482325E-5,1.618801E-5,5.314805E-5,1.599226E-5,3.478008E-4,1.036588E-7,3.782783E-6,1.793892E-4,2.493471E-5,5.233352E-9,1.501097E-7,2.053069E-6,8.533688E-9,1.260643E-9,3.635033E-8,6.307244E-5,1.626242E-6,2.780315E-5,4.143728E-5,1.272011E-9,1.18619E-6,3.614908E-13,7.154672E-9,4.032727E-11,8.359264E-8,5.10933E-5,2.156145E-10,3.946458E-7,1.158543E-10,1.778138E-11,2.71342E-5,3.242921E-6,1.223963E-9,1.26686E-10,6.113571E-6,6.111025E-5,3.499491E-11,0.004074331,2.276146E-6,1.747373E-11,4.118716E-8,1.007629E-8,2.958251E-12,3.730268E-10,5.18818E-8,0.01097381,0.00659189,0.02659537,9.42703,1.045623E-4,534644.7,534644.7
3.663235E-5,15.69372,-2.702776E8,1098.691,1098.691,0.001640984,1.0,0.9507375,9.060972E-7,8.604545E-5,1.621758E-5,5.386794E-5,1.601529E-5,3.523769E-4,1.058828E-7,3.841611E-6,1.817603E-4,2.504216E-5,5.345563E-9,1.528549E-7,2.086087E-6,8.701002E-9,1.308163E-9,3.73477E-8,6.391513E-5,1.657969E-6,2.799995E-5,4.208397E-5,1.313329E-9,1.202875E-6,3.76889E-13,7.369758E-9,4.154653E-11,8.494619E-8,5.179691E-5,2.215409E-10,4.034358E-7,1.190349E-10,1.835367E-11,2.751547E-5,3.315888E-6,1.273617E-9,1.307563E-10,6.184385E-6,6.194607E-5,3.611937E-11,0.004074244,2.305328E-6,1.819351E-11,4.209286E-8,1.031049E-8,3.080875E-12,3.869941E-10,5.327671E-8,0.01097303,0.006591264,0.02659293,9.426936,1.045627E-4,534639.4,534639.4
3.701584E-5,15.69366,-2.704239E8,1098.675,1098.675,0.001640984,1.0,0.9507276,9.079686E-7,8.73812E-5,1.624883E-5,5.465442E-5,1.603963E-5,3.573768E-4,1.08333E-7,3.905968E-6,1.843512E-4,2.515683E-5,5.469327E-9,1.558654E-7,2.122213E-6,8.884728E-9,1.361437E-9,3.845277E-8,6.483626E-5,1.692861E-6,2.821241E-5,4.279232E-5,1.359335E-9,1.221112E-6,3.942424E-13,7.608819E-9,4.290151E-11,8.642731E-8,5.256619E-5,2.281145E-10,4.13114E-7,1.225605E-10,1.89912E-11,2.793218E-5,3.39611E-6,1.329292E-9,1.352898E-10,6.2617E-6,6.285944E-5,3.737236E-11,0.00407415,2.337142E-6,1.900244E-11,4.309272E-8,1.056919E-8,3.218692E-12,4.026367E-10,5.482115E-8,0.01097217,0.006590581,0.02659026,9.426833,1.045631E-4,534633.5,534633.5
3.734303E-5,15.69361,-2.705465E8,1098.661,1098.661,0.001640984,1.0,0.9507192,9.09529E-7,8.85227E-5,1.627471E-5,5.532631E-5,1.605979E-5,3.616486E-4,1.104428E-7,3.961017E-6,1.865652E-4,2.525265E-5,5.57601E-9,1.584464E-7,2.153119E-6,9.042435E-9,1.408066E-9,3.940938E-8,6.562359E-5,1.722863E-6,2.839187E-5,4.339896E-5,1.399343E-9,1.236701E-6,4.09506E-13,7.816372E-9,4.407772E-11,8.76945E-8,5.322385E-5,2.338109E-10,4.214424E-7,1.256137E-10,1.954588E-11,2.82883E-5,3.465045E-6,1.378025E-9,1.392336E-10,6.327712E-6,6.363994E-5,3.846281E-11,0.004074069,2.364264E-6,1.971211E-11,4.395532E-8,1.079247E-8,3.339599E-12,4.163147E-10,5.615718E-8,0.01097144,0.006589997,0.02658798,9.426745,1.045635E-4,534628.5,534628.5
3.77904E-5,15.69354,-2.70703E8,1098.642,1098.642,0.001640984,1.0,0.9507076,9.116002E-7,9.008628E-5,1.630894E-5,5.624631E-5,1.608646E-5,3.674983E-4,1.133567E-7,4.036496E-6,1.895973E-4,2.538065E-5,5.723533E-9,1.619939E-7,2.195498E-6,9.259504E-9,1.473638E-9,4.073832E-8,6.670221E-5,1.764209E-6,2.863452E-5,4.423182E-5,1.455205E-9,1.258057E-6,4.310868E-13,8.105645E-9,4.571674E-11,8.943237E-8,5.412505E-5,2.417339E-10,4.32937E-7,1.298572E-10,2.032074E-11,2.877612E-5,3.560028E-6,1.446553E-9,1.44742E-10,6.418041E-6,6.470894E-5,3.998661E-11,0.004073958,2.401316E-6,2.071256E-11,4.514924E-8,1.110166E-8,3.51005E-12,4.355278E-10,5.801184E-8,0.01097045,0.006589197,0.02658486,9.426625,1.045639E-4,534621.7,534621.7
3.893567E-5,15.69336,-2.710719E8,1098.593,1098.593,0.001640984,1.0,0.9506779,9.166139E-7,9.410254E-5,1.639093E-5,5.860784E-5,1.615037E-5,3.825171E-4,1.209649E-7,4.230752E-6,1.973843E-4,2.569329E-5,6.109723E-9,1.711678E-7,2.304593E-6,9.822462E-9,1.651146E-9,4.424898E-8,6.94739E-5,1.871807E-6,2.924174E-5,4.638112E-5,1.604257E-9,1.312938E-6,4.901377E-13,8.874783E-9,5.007288E-11,9.390704E-8,5.644187E-5,2.627165E-10,4.629055E-7,1.410782E-10,2.23905E-11,3.002927E-5,3.806797E-6,1.63195E-9,1.594504E-10,6.64962E-6,6.745443E-5,4.405949E-11,0.004073674,2.495975E-6,2.343395E-11,4.828036E-8,1.191321E-8,3.973701E-12,4.87415E-10,6.290379E-8,0.01096789,0.006587144,0.02657685,9.426316,1.045651E-4,534604.2,534604.2
3.940643E-5,15.69328,-2.712085E8,1098.573,1098.573,0.001640984,1.0,0.9506657,9.18557E-7,9.575874E-5,1.642241E-5,5.958103E-5,1.617492E-5,3.887077E-4,1.241538E-7,4.311009E-6,2.005948E-4,2.581574E-5,6.272026E-9,1.749758E-7,2.349676E-6,1.005684E-8,1.728257E-9,4.573753E-8,7.061733E-5,1.916754E-6,2.948554E-5,4.727156E-5,1.668081E-9,1.335579E-6,5.160601E-13,9.203003E-9,5.193096E-11,9.575655E-8,5.739806E-5,2.716363E-10,4.754463E-7,1.458407E-10,2.327775E-11,3.05461E-5,3.909676E-6,1.712405E-9,1.657531E-10,6.74494E-6,6.858646E-5,4.580655E-11,0.004073558,2.534796E-6,2.462157E-11,4.959858E-8,1.225511E-8,4.176034E-12,5.098994E-10,6.497482E-8,0.01096683,0.006586298,0.02657354,9.426188,1.045656E-4,534596.9,534596.9
3.947677E-5,15.69327,-2.712274E8,1098.57,1098.57,0.001640984,1.0,0.9506638,9.188408E-7,9.600647E-5,1.642701E-5,5.972657E-5,1.617851E-5,3.896336E-4,1.246334E-7,4.323021E-6,2.01075E-4,2.583374E-5,6.296456E-9,1.755466E-7,2.356423E-6,1.0092E-8,1.739991E-9,4.596223E-8,7.078838E-5,1.923505E-6,2.952168E-5,4.740495E-5,1.677746E-9,1.338966E-6,5.200184E-13,9.252654E-9,5.2212E-11,9.603341E-8,5.754113E-5,2.72984E-10,4.773312E-7,1.465599E-10,2.341216E-11,3.062341E-5,3.925118E-6,1.724642E-9,1.667079E-10,6.75919E-6,6.875577E-5,4.607129E-11,0.00407354,2.540591E-6,2.480256E-11,4.979711E-8,1.230662E-8,4.206868E-12,5.13318E-10,6.52873E-8,0.01096667,0.006586172,0.02657305,9.426169,1.045657E-4,534595.9,534595.9
4.240594E-5,15.69281,-2.719107E8,1098.445,1098.445,0.001640984,1.0,0.9505874,9.295488E-7,1.06375E-4,1.659657E-5,6.581167E-5,1.631078E-5,4.283598E-4,1.452891E-7,4.82735E-6,2.211693E-4,2.651983E-5,7.354597E-9,1.99702E-7,2.639837E-6,1.158891E-8,2.279776E-9,5.584566E-8,7.795309E-5,2.212426E-6,3.096173E-5,5.303449E-5,2.110452E-9,1.480859E-6,7.056222E-13,1.146227E-8,6.470563E-11,1.076655E-7,6.353791E-5,3.32574E-10,5.582486E-7,1.78256E-10,2.944259E-11,3.385986E-5,4.582944E-6,2.285323E-9,2.095099E-10,7.353779E-6,7.584153E-5,5.79636E-11,0.004072813,2.780678E-6,3.3194E-11,5.84213E-8,1.454537E-8,5.636218E-12,6.69755E-10,7.899133E-8,0.01096007,0.006580881,0.0265524,9.425373,1.045688E-4,534550.7,534550.7
5.611734E-5,15.69072,-2.726942E8,1097.859,1097.859,0.001640984,1.0,0.9502247,9.588838E-7,1.557795E-4,1.702546E-5,9.469573E-5,1.664181E-5,6.125318E-4,2.577933E-7,7.260565E-6,3.169044E-4,2.853786E-5,1.333379E-8,3.20082E-7,4.008811E-6,1.932161E-8,6.376926E-9,1.155495E-7,1.122058E-4,3.738006E-6,3.621651E-5,8.092009E-5,4.951786E-9,2.160241E-6,2.247336E-12,2.559829E-8,1.440969E-10,1.639241E-7,9.229673E-5,7.048547E-10,9.89368E-7,3.721788E-10,6.950105E-11,4.929741E-5,7.914846E-6,6.339652E-9,4.925466E-10,1.015222E-5,1.095908E-4,1.374944E-10,0.004069415,3.85976E-6,9.889173E-11,1.076596E-7,2.723682E-8,1.679892E-11,1.815347E-9,1.604514E-7,0.01092868,0.00655574,0.02645435,9.421594,1.045827E-4,534336.4,534336.4
5.640882E-5,15.69068,-2.726816E8,1097.846,1097.846,0.001640984,1.0,0.950217,9.592553E-7,1.568389E-4,1.703049E-5,9.531378E-5,1.664553E-5,6.164775E-4,2.604355E-7,7.31313E-6,3.189577E-4,2.856596E-5,1.347879E-8,3.22734E-7,4.0384E-6,1.949742E-8,6.496576E-9,1.170549E-7,1.129417E-4,3.773034E-6,3.63052E-5,8.153418E-5,5.027254E-9,2.174864E-6,2.294637E-12,2.596812E-8,1.461648E-10,1.651407E-7,9.291582E-5,7.144988E-10,9.993001E-7,3.771192E-10,7.057295E-11,4.962859E-5,7.988292E-6,6.452801E-9,5.000944E-10,1.021176E-5,1.103143E-4,1.396313E-10,0.004069344,3.88175E-6,1.008376E-10,1.088581E-7,2.754186E-8,1.712878E-11,1.847889E-9,1.624808E-7,0.01092801,0.006555202,0.02645225,9.421513,1.04583E-4,534331.8,534331.8
5.713538E-5,15.69057,-2.726451E8,1097.815,1097.815,0.001640984,1.0,0.9501976,9.601408E-7,1.594807E-4,1.704252E-5,9.685474E-5,1.665438E-5,6.263159E-4,2.670627E-7,7.444257E-6,3.240777E-4,2.863411E-5,1.384342E-8,3.29357E-7,4.112211E-6,1.993755E-8,6.801449E-9,1.208495E-7,1.147767E-4,3.860742E-6,3.652264E-5,8.306798E-5,5.218165E-9,2.211335E-6,2.415581E-12,2.690275E-8,1.513894E-10,1.681756E-7,9.445987E-5,7.388624E-10,1.024174E-6,3.895828E-10,7.328596E-11,5.045439E-5,8.171613E-6,6.739886E-9,5.191928E-10,1.036014E-5,1.12118E-4,1.450412E-10,0.004069165,3.936373E-6,1.058E-10,1.118722E-7,2.830795E-8,1.796979E-11,1.930609E-9,1.675917E-7,0.01092633,0.00655386,0.02644701,9.421312,1.045837E-4,534320.4,534320.4
5.826187E-5,15.6904,-2.725748E8,1097.767,1097.767,0.001640984,1.0,0.9501677,9.614188E-7,1.635791E-4,1.705982E-5,9.924485E-5,1.666697E-5,6.415774E-4,2.774509E-7,7.647826E-6,3.320207E-4,2.873469E-5,1.441769E-8,3.396588E-7,4.2268E-6,2.06252E-8,7.292948E-9,1.268505E-7,1.17624E-4,3.997818E-6,3.684975E-5,8.545431E-5,5.522E-9,2.267938E-6,2.611765E-12,2.838757E-8,1.596861E-10,1.728872E-7,9.685605E-5,7.775464E-10,1.063057E-6,4.093238E-10,7.760767E-11,5.17355E-5,8.456453E-6,7.199146E-9,5.496007E-10,1.059014E-5,1.149161E-4,1.536628E-10,0.004068888,4.020532E-6,1.138113E-10,1.166191E-7,2.951145E-8,1.932697E-11,2.06338E-9,1.75661E-7,0.01092373,0.006551779,0.0264389,9.420999,1.045849E-4,534302.6,534302.6
5.933732E-5,15.69024,-2.724954E8,1097.721,1097.721,0.001640984,1.0,0.950139,9.625357E-7,1.674943E-4,1.707488E-5,1.015276E-4,1.667776E-5,6.561551E-4,2.874945E-7,7.842449E-6,3.396088E-4,2.882531E-5,1.497603E-8,3.495299E-7,4.336355E-6,2.128757E-8,7.78396E-9,1.327128E-7,1.203443E-4,4.12991E-6,3.7151E-5,8.774152E-5,5.820986E-9,2.322037E-6,2.809145E-12,2.984571E-8,1.678302E-10,1.773917E-7,9.914595E-5,8.155154E-10,1.100525E-6,4.286434E-10,8.186494E-11,5.295928E-5,8.728976E-6,7.6537E-9,5.795377E-10,1.080964E-5,1.175887E-4,1.621603E-10,0.004068625,4.10027E-6,1.218271E-10,1.21234E-7,3.067784E-8,2.068427E-11,2.195325E-9,1.835281E-7,0.01092124,0.006549791,0.02643115,9.4207,1.045859E-4,534285.7,534285.7
5.955422E-5,15.69021,-2.724775E8,1097.711,1097.711,0.001640984,1.0,0.9501332,9.627512E-7,1.682843E-4,1.707775E-5,1.019881E-4,1.667979E-5,6.590959E-4,2.895349E-7,7.881731E-6,3.411396E-4,2.884298E-5,1.508984E-8,3.515248E-7,4.358467E-6,2.142185E-8,7.885625E-9,1.339109E-7,1.208931E-4,4.156689E-6,3.721048E-5,8.820383E-5,5.88235E-9,2.332955E-6,2.850179E-12,3.014463E-8,1.694993E-10,1.783009E-7,9.960803E-5,8.232972E-10,1.108122E-6,4.325962E-10,8.273924E-11,5.320617E-5,8.783999E-6,7.747297E-9,5.856836E-10,1.08539E-5,1.181279E-4,1.639058E-10,0.004068572,4.116278E-6,1.234883E-10,1.221746E-7,3.091511E-8,2.096546E-11,2.222559E-9,1.851341E-7,0.01092074,0.00654939,0.02642958,9.42064,1.045861E-4,534282.3,534282.3
6.020762E-5,15.69011,-2.724225E8,1097.683,1097.683,0.001640984,1.0,0.9501158,9.633759E-7,1.706643E-4,1.708608E-5,1.033754E-4,1.668565E-5,6.679566E-4,2.95711E-7,8.000129E-6,3.457524E-4,2.889503E-5,1.54351E-8,3.575424E-7,4.425113E-6,2.182776E-8,8.197276E-9,1.37552E-7,1.225469E-4,4.237632E-6,3.73871E-5,8.959857E-5,6.069359E-9,2.365856E-6,2.976303E-12,3.105488E-8,1.745814E-10,1.810411E-7,1.010005E-4,8.469909E-10,1.131087E-6,4.446174E-10,8.540477E-11,5.395005E-5,8.949863E-6,8.033138E-9,6.044167E-10,1.098721E-5,1.197523E-4,1.692287E-10,0.004068412,4.164357E-6,1.285833E-10,1.250278E-7,3.163392E-8,2.182775E-11,2.30587E-9,1.900109E-7,0.01091923,0.006548181,0.02642487,9.420458,1.045868E-4,534272.0,534272.0
6.078674E-5,15.69002,-2.723705E8,1097.659,1097.659,0.001640984,1.0,0.9501004,9.639014E-7,1.727744E-4,1.709308E-5,1.046052E-4,1.669051E-5,6.758116E-4,3.012212E-7,8.105135E-6,3.498417E-4,2.893973E-5,1.574411E-8,3.628854E-7,4.484221E-6,2.218924E-8,8.48028E-9,1.408186E-7,1.240131E-4,4.309713E-6,3.754051E-5,9.083719E-5,6.237791E-9,2.395032E-6,3.09126E-12,3.187383E-8,1.79153E-10,1.834714E-7,1.022352E-4,8.683049E-10,1.151538E-6,4.554135E-10,8.780687E-11,5.460951E-5,9.096988E-6,8.291327E-9,6.212928E-10,1.110532E-5,1.211924E-4,1.740267E-10,0.00406827,4.206784E-6,1.332134E-10,1.275812E-7,3.227597E-8,2.261115E-11,2.381299E-9,1.943815E-7,0.01091789,0.00654711,0.0264207,9.420298,1.045874E-4,534262.9,534262.9
6.294533E-5,15.6897,-2.721446E8,1097.566,1097.566,0.001640984,1.0,0.9500429,9.656384E-7,1.806436E-4,1.711607E-5,1.091903E-4,1.6706E-5,7.051005E-4,3.220594E-7,8.497057E-6,3.650917E-4,2.909526E-5,1.692119E-8,3.828776E-7,4.70483E-6,2.355083E-8,9.593542E-9,1.53326E-7,1.294814E-4,4.581098E-6,3.808684E-5,9.547351E-5,6.888249E-9,2.503898E-6,3.547183E-12,3.502902E-8,1.967603E-10,1.925414E-7,1.068414E-4,9.504101E-10,1.228548E-6,4.968474E-10,9.709492E-11,5.706852E-5,9.646121E-6,9.294573E-9,6.864984E-10,1.15453E-5,1.265615E-4,1.925886E-10,0.004067744,4.363353E-6,1.514558E-10,1.373027E-7,3.470974E-8,2.569567E-11,2.675984E-9,2.110744E-7,0.0109129,0.006543118,0.02640513,9.419698,1.045895E-4,534228.8,534228.8
6.587427E-5,15.68927,-2.717706E8,1097.441,1097.441,0.001640984,1.0,0.9499648,9.674845E-7,1.913285E-4,1.714032E-5,1.154131E-4,1.672099E-5,7.448568E-4,3.51048E-7,9.029921E-6,3.85796E-4,2.928198E-5,1.858043E-8,4.101751E-7,5.00475E-6,2.543269E-8,1.125353E-8,1.711088E-7,1.369063E-4,4.955718E-6,3.876849E-5,1.018083E-4,7.826976E-9,2.651847E-6,4.236614E-12,3.956398E-8,2.220611E-10,2.048706E-7,1.130987E-4,1.06845E-9,1.334845E-6,5.560124E-10,1.105284E-10,6.040628E-5,1.039213E-5,1.075704E-8,7.806794E-10,1.214144E-5,1.338484E-4,2.194571E-10,0.004067032,4.571871E-6,1.787238E-10,1.509904E-7,3.810752E-8,3.030073E-11,3.109901E-9,2.34702E-7,0.01090612,0.006537699,0.026384,9.418884,1.045924E-4,534182.7,534182.7
6.624343E-5,15.68922,-2.717184E8,1097.426,1097.426,0.001640984,1.0,0.949955,9.676815E-7,1.926756E-4,1.714284E-5,1.161973E-4,1.672242E-5,7.498679E-4,3.547583E-7,9.097153E-6,3.88406E-4,2.930374E-5,1.879463E-8,4.136283E-7,5.042588E-6,2.567264E-8,1.147542E-8,1.734162E-7,1.378423E-4,5.003425E-6,3.884975E-5,1.0261E-4,7.949909E-9,2.670509E-6,4.329556E-12,4.015638E-8,2.253662E-10,2.064258E-7,1.138877E-4,1.083877E-9,1.34838E-6,5.637108E-10,1.122899E-10,6.082697E-5,1.048617E-5,1.094968E-8,7.930191E-10,1.22165E-5,1.347667E-4,2.229821E-10,0.004066943,4.597826E-6,1.823736E-10,1.527557E-7,3.854323E-8,3.091662E-11,3.167433E-9,2.377589E-7,0.01090527,0.006537017,0.02638134,9.418781,1.045927E-4,534176.8,534176.9
6.680766E-5,15.68913,-2.71635E8,1097.401,1097.401,0.001640984,1.0,0.94994,9.679631E-7,1.947346E-4,1.714647E-5,1.17396E-4,1.67244E-5,7.57527E-4,3.604548E-7,9.19994E-6,3.923954E-4,2.933625E-5,1.912435E-8,4.189118E-7,5.100435E-6,2.604063E-8,1.182053E-8,1.769731E-7,1.39273E-4,5.076552E-6,3.897191E-5,1.038368E-4,8.139936E-9,2.699039E-6,4.474479E-12,4.107143E-8,2.304717E-10,2.088035E-7,1.150939E-4,1.10771E-9,1.369129E-6,5.755885E-10,1.15014E-10,6.146996E-5,1.062987E-5,1.124795E-8,8.120961E-10,1.233118E-5,1.361703E-4,2.284338E-10,0.004066807,4.637347E-6,1.880524E-10,1.554722E-7,3.92125E-8,3.187468E-11,3.256691E-9,2.424672E-7,0.01090396,0.006535973,0.02637727,9.418624,1.045933E-4,534168.0,534168.0
