Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H71-4_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H11_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H15_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H21_Soln#1 (),Mole_fraction_NC12H25_Soln#1 (),Mole_fraction_NC16H33_Soln#1 (),Mole_fraction_NC10H19_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
1.974819E-4,15.69825,-1.223441E7,999.7035,999.7035,0.001805082,1.0,0.9512777,4.958021E-8,2.540458E-5,1.283383E-6,2.225822E-5,2.060918E-6,8.242541E-5,4.314309E-9,5.477475E-9,7.140139E-7,6.174408E-9,1.03947E-7,4.71255E-5,5.041882E-6,4.119471E-10,1.819755E-8,3.111031E-7,3.701511E-8,2.867987E-10,5.385932E-9,1.549547E-5,7.817826E-7,7.591546E-6,4.529155E-9,9.257304E-6,3.331679E-7,6.23379E-10,7.22571E-9,2.023995E-8,1.283661E-5,5.280766E-8,7.243155E-6,1.393444E-6,1.460279E-10,1.435677E-6,1.258094E-8,1.641503E-5,0.004079378,5.440938E-7,1.053807E-8,3.665768E-9,1.522025E-10,1.091212E-8,1.821111E-8,9.290007E-9,6.61496E-9,2.157896E-8,0.01101906,0.00662853,0.02673501,9.432653,1.149859E-4,534963.6,534963.6
1.989866E-4,15.69824,-1.224562E7,999.7008,999.7008,0.001805082,1.0,0.9512759,4.966005E-8,2.566128E-5,1.285101E-6,2.248072E-5,2.063443E-6,8.324217E-5,4.342059E-9,5.569137E-9,7.214013E-7,6.195567E-9,1.040859E-7,4.759566E-5,5.054222E-6,4.180294E-10,1.844281E-8,3.146197E-7,3.706099E-8,2.94986E-10,5.493119E-9,1.56497E-5,7.938896E-7,7.639463E-6,4.55841E-9,9.362798E-6,3.365871E-7,6.37625E-10,7.310349E-9,2.026928E-8,1.296801E-5,5.370453E-8,7.317655E-6,1.416103E-6,1.503543E-10,1.448786E-6,1.259414E-8,1.658197E-5,0.004079362,5.49064E-7,1.068025E-8,3.737829E-9,1.563205E-10,1.112464E-8,1.824045E-8,9.304718E-9,6.625878E-9,2.161507E-8,0.01101892,0.006628417,0.02673452,9.432635,1.14986E-4,534962.6,534962.6
2.0E-4,15.69823,-1.225344E7,999.6989,999.6989,0.001805082,1.0,0.9512747,4.97131E-8,2.583439E-5,1.286254E-6,2.263074E-5,2.065136E-6,8.3793E-5,4.360658E-9,5.63133E-9,7.26385E-7,6.209809E-9,1.041798E-7,4.791275E-5,5.062386E-6,4.221495E-10,1.860849E-8,3.169933E-7,3.709184E-8,3.006051E-10,5.566059E-9,1.575373E-5,8.020966E-7,7.671576E-6,4.578018E-9,9.434057E-6,3.388935E-7,6.473492E-10,7.367494E-9,2.028851E-8,1.305666E-5,5.431298E-8,7.367908E-6,1.431426E-6,1.533211E-10,1.457624E-6,1.260286E-8,1.669456E-5,0.004079352,5.524094E-7,1.077656E-8,3.786892E-9,1.591415E-10,1.126919E-8,1.825983E-8,9.314362E-9,6.633041E-9,2.163875E-8,0.01101882,0.00662834,0.02673419,9.432624,1.149861E-4,534961.9,534961.9
2.1E-4,15.69814,-1.232893E7,999.6809,999.6809,0.001805082,1.0,0.9512629,5.02231E-8,2.755036E-5,1.29737E-6,2.411733E-5,2.081442E-6,8.925437E-5,4.540858E-9,6.261527E-9,7.758562E-7,6.349938E-9,1.050751E-7,5.105723E-5,5.13785E-6,4.636576E-10,2.026065E-8,3.405964E-7,3.738583E-8,3.599861E-10,6.313134E-9,1.678562E-5,8.849543E-7,7.982676E-6,4.768054E-9,1.014456E-5,3.617765E-7,7.480644E-10,7.936375E-9,2.047238E-8,1.39363E-5,6.047558E-8,7.866448E-6,1.584794E-6,1.84557E-10,1.545126E-6,1.268628E-8,1.781143E-5,0.004079249,5.853364E-7,1.174726E-8,4.290288E-9,1.887472E-10,1.274694E-8,1.844591E-8,9.406731E-9,6.701647E-9,2.186551E-8,0.01101787,0.006627582,0.02673089,9.432509,1.149867E-4,534955.4,534955.4
2.2E-4,15.69804,-1.240234E7,999.6628,999.6628,0.001805082,1.0,0.951251,5.071195E-8,2.928055E-5,1.308016E-6,2.561524E-5,2.097039E-6,9.476299E-5,4.714902E-9,6.92238E-9,8.258652E-7,6.48949E-9,1.059307E-7,5.422991E-5,5.204613E-6,5.06759E-10,2.194333E-8,3.645329E-7,3.766675E-8,4.271163E-10,7.111979E-9,1.782727E-5,9.712629E-7,8.283044E-6,4.951672E-9,1.086857E-5,3.848866E-7,8.579168E-10,8.514422E-9,2.064859E-8,1.48249E-5,6.693235E-8,8.369845E-6,1.741889E-6,2.195835E-10,1.633162E-6,1.276619E-8,1.893888E-5,0.004079147,6.180927E-7,1.275615E-8,4.830024E-9,2.21794E-10,1.432165E-8,1.862438E-8,9.495291E-9,6.767423E-9,2.208292E-8,0.01101691,0.006626817,0.02672756,9.432393,1.149874E-4,534948.8,534948.8
2.262937E-4,15.69799,-1.244798E7,999.6514,999.6514,0.001805082,1.0,0.9512434,5.100808E-8,3.037652E-5,1.3145E-6,2.656356E-5,2.106532E-6,9.825331E-5,4.821353E-9,7.353759E-9,8.576061E-7,6.577155E-9,1.064515E-7,5.624058E-5,5.242733E-6,5.346971E-10,2.301676E-8,3.797635E-7,3.78383E-8,4.735855E-10,7.641529E-9,1.848767E-5,1.027319E-6,8.466691E-6,5.064009E-9,1.133094E-5,3.995437E-7,9.318614E-10,8.882785E-9,2.075531E-8,1.538855E-5,7.114391E-8,8.68906E-6,1.842454E-6,2.436395E-10,1.688832E-6,1.281461E-8,1.965368E-5,0.004079082,6.38613E-7,1.34107E-8,5.188384E-9,2.444346E-10,1.536262E-8,1.873266E-8,9.548647E-9,6.807036E-9,2.221392E-8,0.0110163,0.006626332,0.02672546,9.432319,1.149878E-4,534944.6,534944.6
2.29803E-4,15.69796,-1.247257E7,999.645,999.645,0.001805082,1.0,0.9512392,5.117158E-8,3.098995E-5,1.318044E-6,2.709419E-5,2.11172E-6,1.002072E-4,4.879672E-9,7.599508E-9,8.753934E-7,6.626005E-9,1.067356E-7,5.736628E-5,5.262788E-6,5.505513E-10,2.361992E-8,3.883112E-7,3.793128E-8,5.010031E-10,7.946012E-9,1.885748E-5,1.059141E-6,8.567276E-6,5.12556E-9,1.159099E-5,4.077537E-7,9.747653E-10,9.089704E-9,2.081407E-8,1.570427E-5,7.354199E-8,8.867845E-6,1.899054E-6,2.577569E-10,1.71996E-6,1.284124E-8,2.005398E-5,0.004079046,6.500203E-7,1.378237E-8,5.39458E-9,2.577079E-10,1.596014E-8,1.879226E-8,9.578391E-9,6.829138E-9,2.228692E-8,0.01101596,0.006626061,0.02672428,9.432278,1.149881E-4,534942.3,534942.3
2.3E-4,15.69795,-1.247395E7,999.6446,999.6446,0.001805082,1.0,0.951239,5.118067E-8,3.102443E-5,1.318242E-6,2.712401E-5,2.112009E-6,1.00317E-4,4.882924E-9,7.613405E-9,8.763935E-7,6.628746E-9,1.067515E-7,5.742955E-5,5.263891E-6,5.514467E-10,2.365386E-8,3.887921E-7,3.793645E-8,5.025728E-10,7.963286E-9,1.887827E-5,1.060939E-6,8.572885E-6,5.128993E-9,1.160563E-5,4.082152E-7,9.772071E-10,9.101347E-9,2.081734E-8,1.572202E-5,7.367757E-8,8.877895E-6,1.902241E-6,2.585635E-10,1.721709E-6,1.284272E-8,2.007649E-5,0.004079044,6.506599E-7,1.380336E-8,5.40628E-9,2.584661E-10,1.599402E-8,1.879558E-8,9.58004E-9,6.830363E-9,2.229097E-8,0.01101594,0.006626046,0.02672421,9.432276,1.149881E-4,534942.2,534942.2
2.38554E-4,15.69788,-1.253409E7,999.6289,999.6289,0.001805082,1.0,0.9512286,5.156856E-8,3.252651E-5,1.326697E-6,2.842285E-5,2.124376E-6,1.051022E-4,5.022027E-9,8.227844E-9,9.200112E-7,6.747815E-9,1.074276E-7,6.018684E-5,5.309515E-6,5.909163E-10,2.513719E-8,4.097897E-7,3.815848E-8,5.740903E-10,8.733173E-9,1.978433E-5,1.140202E-6,8.812719E-6,5.27583E-9,1.224604E-5,4.283363E-7,1.086872E-9,9.610188E-9,2.095714E-8,1.649582E-5,7.966962E-8,9.316002E-6,2.041654E-6,2.951236E-10,1.797839E-6,1.29061E-8,2.105728E-5,0.004078956,6.783578E-7,1.472934E-8,5.927937E-9,2.92815E-10,1.750169E-8,1.893739E-8,9.650346E-9,6.882578E-9,2.246356E-8,0.01101511,0.006625381,0.02672133,9.432175,1.149886E-4,534936.5,534936.5
2.4E-4,15.69786,-1.254354E7,999.6263,999.6263,0.001805082,1.0,0.9512269,5.163212E-8,3.278137E-5,1.328099E-6,2.864315E-5,2.126425E-6,1.059142E-4,5.045122E-9,8.333838E-9,9.274202E-7,6.76794E-9,1.075397E-7,6.065476E-5,5.316805E-6,5.97703E-10,2.53897E-8,4.133615E-7,3.819494E-8,5.8685E-10,8.867185E-9,1.993813E-5,1.153832E-6,8.852527E-6,5.300212E-9,1.235519E-5,4.317525E-7,1.106125E-9,9.696818E-9,2.097977E-8,1.66272E-5,8.070273E-8,9.390377E-6,2.06541E-6,3.016069E-10,1.810743E-6,1.291635E-8,2.122377E-5,0.004078941,6.830245E-7,1.488866E-8,6.018765E-9,2.989043E-10,1.776368E-8,1.896053E-8,9.661704E-9,6.891014E-9,2.249144E-8,0.01101497,0.006625268,0.02672084,9.432158,1.149887E-4,534935.5,534935.5
2.5E-4,15.69777,-1.261165E7,999.6079,999.6079,0.001805082,1.0,0.9512147,5.20673E-8,3.455098E-5,1.337619E-6,3.017234E-5,2.140343E-6,1.115533E-4,5.201627E-9,9.0833E-9,9.789321E-7,6.907228E-9,1.083015E-7,6.390462E-5,5.364255E-6,6.455347E-10,2.714893E-8,4.382337E-7,3.844526E-8,6.805653E-10,9.824433E-9,2.100651E-5,1.249838E-6,9.122184E-6,5.465455E-9,1.311689E-5,4.55492E-7,1.244971E-9,1.030063E-8,2.113663E-8,1.75401E-5,8.800283E-8,9.907143E-6,2.231043E-6,3.488645E-10,1.900246E-6,1.298741E-8,2.238041E-5,0.004078838,7.151723E-7,1.601225E-8,6.667548E-9,3.43293E-10,1.963143E-8,1.91198E-8,9.740439E-9,6.949478E-9,2.268473E-8,0.01101399,0.006624485,0.02671744,9.432039,1.149894E-4,534928.7,534928.7
2.6E-4,15.69768,-1.267766E7,999.5893,999.5893,0.001805082,1.0,0.9512024,5.248632E-8,3.633272E-5,1.346811E-6,3.171112E-5,2.153765E-6,1.172321E-4,5.352646E-9,9.861011E-9,1.030909E-6,7.046664E-9,1.090331E-7,6.717791E-5,5.407074E-6,6.949294E-10,2.892959E-8,4.633971E-7,3.868545E-8,7.842091E-10,1.083499E-8,2.208303E-5,1.348855E-6,9.382207E-6,5.624929E-9,1.389018E-5,4.794244E-7,1.393893E-9,1.091246E-8,2.128741E-8,1.846031E-5,9.556891E-8,1.042798E-5,2.398803E-6,4.004175E-10,1.990194E-6,1.305572E-8,2.354596E-5,0.004078735,7.470921E-7,1.71738E-8,7.352095E-9,3.917563E-10,2.159657E-8,1.927316E-8,9.81618E-9,7.00572E-9,2.287066E-8,0.011013,0.006623696,0.02671402,9.431919,1.149901E-4,534922.0,534922.0
2.7E-4,15.69759,-1.274168E7,999.5707,999.5707,0.001805082,1.0,0.9511901,5.288987E-8,3.812621E-5,1.355684E-6,3.325921E-5,2.166707E-6,1.229495E-4,5.498309E-9,1.06666E-8,1.08334E-6,7.186269E-9,1.097373E-7,7.047381E-5,5.445871E-6,7.458964E-10,3.073033E-8,4.888449E-7,3.891661E-8,8.983509E-10,1.18994E-8,2.316738E-5,1.450806E-6,9.632807E-6,5.778763E-9,1.467471E-5,5.035438E-7,1.55313E-9,1.153212E-8,2.143263E-8,1.938756E-5,1.033958E-7,1.095274E-5,2.568443E-6,4.56381E-10,2.080571E-6,1.312147E-8,2.472012E-5,0.004078632,7.787725E-7,1.837339E-8,8.07226E-9,4.444497E-10,2.365951E-8,1.942099E-8,9.889133E-9,7.059888E-9,2.304975E-8,0.011012,0.006622901,0.02671057,9.431799,1.149908E-4,534915.1,534915.1
2.8E-4,15.69749,-1.280366E7,999.552,999.552,0.001805082,1.0,0.9511777,5.327849E-8,3.993106E-5,1.364246E-6,3.481626E-5,2.179187E-6,1.28704E-4,5.638777E-9,1.149956E-8,1.136209E-6,7.326057E-9,1.104154E-7,7.379141E-5,5.481229E-6,7.984399E-10,3.254978E-8,5.145682E-7,3.913906E-8,1.023551E-9,1.301793E-8,2.425927E-5,1.555592E-6,9.874256E-6,5.927116E-9,1.547009E-5,5.278432E-7,1.722881E-9,1.215938E-8,2.157252E-8,2.032154E-5,1.114767E-7,1.148128E-5,2.739722E-6,5.168501E-10,2.17136E-6,1.318477E-8,2.590254E-5,0.004078529,8.102029E-7,1.961092E-8,8.827661E-9,5.015141E-10,2.582019E-8,1.956348E-8,9.959409E-9,7.112066E-9,2.322226E-8,0.01101099,0.006622102,0.02670711,9.431678,1.149914E-4,534908.3,534908.3
2.9E-4,15.6974,-1.286355E7,999.5332,999.5332,0.001805082,1.0,0.9511652,5.365259E-8,4.174682E-5,1.37251E-6,3.638193E-5,2.191215E-6,1.34494E-4,5.774213E-9,1.235938E-8,1.189502E-6,7.466019E-9,1.110678E-7,7.712977E-5,5.513664E-6,8.525664E-10,3.43867E-8,5.405583E-7,3.935316E-8,1.160397E-9,1.419084E-8,2.535836E-5,1.663113E-6,1.010683E-5,6.070156E-9,1.627589E-5,5.523157E-7,1.903338E-9,1.279398E-8,2.17072E-8,2.126195E-5,1.198047E-7,1.201344E-5,2.912422E-6,5.819154E-10,2.262543E-6,1.324569E-8,2.70929E-5,0.004078426,8.413733E-7,2.088625E-8,9.617839E-9,5.630904E-10,2.807842E-8,1.970078E-8,1.002708E-8,7.162305E-9,2.338836E-8,0.01100998,0.006621297,0.02670362,9.431556,1.149921E-4,534901.4,534901.4
3.0E-4,15.69731,-1.292133E7,999.5143,999.5143,0.001805082,1.0,0.9511526,5.401256E-8,4.35731E-5,1.380479E-6,3.795589E-5,2.2028E-6,1.403182E-4,5.904774E-9,1.324557E-8,1.243205E-6,7.606134E-9,1.116955E-7,8.048806E-5,5.543581E-6,9.082839E-10,3.624007E-8,5.668067E-7,3.955894E-8,1.309465E-9,1.541833E-8,2.646437E-5,1.773278E-6,1.033081E-5,6.208043E-9,1.709173E-5,5.769546E-7,2.09468E-9,1.343569E-8,2.183686E-8,2.22085E-5,1.283728E-7,1.254906E-5,3.086369E-6,6.516561E-10,2.354102E-6,1.330429E-8,2.829086E-5,0.004078323,8.722747E-7,2.219921E-8,1.044228E-8,6.293093E-10,3.043394E-8,1.983302E-8,1.009223E-8,7.210671E-9,2.354829E-8,0.01100897,0.006620487,0.02670011,9.431433,1.149928E-4,534894.4,534894.4
3.1E-4,15.69722,-1.297694E7,999.4954,999.4954,0.001805082,1.0,0.95114,5.435858E-8,4.540951E-5,1.388152E-6,3.953781E-5,2.213947E-6,1.461752E-4,6.030613E-9,1.415767E-8,1.297304E-6,7.746373E-9,1.12299E-7,8.386544E-5,5.571333E-6,9.656008E-10,3.810898E-8,5.933047E-7,3.975655E-8,1.471326E-9,1.670054E-8,2.757703E-5,1.886002E-6,1.054644E-5,6.340933E-9,1.791723E-5,6.017536E-7,2.297069E-9,1.408428E-8,2.196156E-8,2.316094E-5,1.371744E-7,1.3088E-5,3.261408E-6,7.26145E-10,2.446021E-6,1.336061E-8,2.949612E-5,0.00407822,9.028986E-7,2.354963E-8,1.130044E-8,7.002946E-10,3.288645E-8,1.996028E-8,1.01549E-8,7.257197E-9,2.370214E-8,0.01100795,0.006619673,0.02669659,9.43131,1.149935E-4,534887.4,534887.4
3.2E-4,15.69712,-1.303038E7,999.4763,999.4763,0.001805082,1.0,0.9511273,5.469091E-8,4.725566E-5,1.395542E-6,4.112739E-5,2.224663E-6,1.520637E-4,6.151877E-9,1.509524E-8,1.351785E-6,7.88669E-9,1.128783E-7,8.726113E-5,5.597208E-6,1.024526E-9,3.999261E-8,6.200442E-7,3.994669E-8,1.646552E-9,1.803758E-8,2.869604E-5,2.001192E-6,1.075399E-5,6.468979E-9,1.875202E-5,6.267063E-7,2.510661E-9,1.473953E-8,2.208137E-8,2.4119E-5,1.462027E-7,1.363013E-5,3.437407E-6,8.054477E-10,2.538284E-6,1.341469E-8,3.070837E-5,0.004078117,9.332371E-7,2.493728E-8,1.219174E-8,7.761639E-10,3.543551E-8,2.008265E-8,1.021512E-8,7.301893E-9,2.384995E-8,0.01100692,0.006618854,0.02669305,9.431186,1.149941E-4,534880.4,534880.4
3.3E-4,15.69703,-1.308169E7,999.4572,999.4572,0.001805082,1.0,0.9511146,5.501048E-8,4.911118E-5,1.402669E-6,4.272431E-5,2.234965E-6,1.579823E-4,6.268711E-9,1.605784E-8,1.406635E-6,8.027059E-9,1.134354E-7,9.067436E-5,5.621452E-6,1.08507E-9,4.189025E-8,6.470171E-7,4.012944E-8,1.83572E-9,1.942952E-8,2.982113E-5,2.11875E-6,1.095371E-5,6.592333E-9,1.959575E-5,6.518066E-7,2.735599E-9,1.54012E-8,2.21967E-8,2.508246E-5,1.554509E-7,1.417529E-5,3.61425E-6,8.896243E-10,2.630876E-6,1.346669E-8,3.192733E-5,0.004078015,9.632831E-7,2.636192E-8,1.311554E-8,8.570293E-10,3.808065E-8,2.020046E-8,1.027311E-8,7.344935E-9,2.399229E-8,0.01100588,0.006618031,0.02668949,9.431061,1.149948E-4,534873.3,534873.3
3.4E-4,15.69694,-1.313086E7,999.438,999.438,0.001805082,1.0,0.9511018,5.531754E-8,5.097571E-5,1.409513E-6,4.432827E-5,2.244867E-6,1.639298E-4,6.381266E-9,1.704503E-8,1.461841E-6,8.167491E-9,1.139715E-7,9.410438E-5,5.644286E-6,1.147242E-9,4.380126E-8,6.742148E-7,4.030433E-8,2.039409E-9,2.087638E-8,3.095207E-5,2.238591E-6,1.114587E-5,6.71115E-9,2.044807E-5,6.770487E-7,2.972021E-9,1.606907E-8,2.230775E-8,2.605107E-5,1.649125E-7,1.472338E-5,3.791835E-6,9.787312E-10,2.723782E-6,1.351671E-8,3.315271E-5,0.004077912,9.930303E-7,2.782331E-8,1.407118E-8,9.429982E-10,4.082134E-8,2.031386E-8,1.032897E-8,7.386392E-9,2.412941E-8,0.01100485,0.006617204,0.02668591,9.430936,1.149955E-4,534866.2,534866.2
3.5E-4,15.69684,-1.317782E7,999.4187,999.4187,0.001805082,1.0,0.9510889,5.561148E-8,5.284887E-5,1.416086E-6,4.593899E-5,2.254358E-6,1.699049E-4,6.489675E-9,1.805641E-8,1.51739E-6,8.3079E-9,1.144839E-7,9.755048E-5,5.665882E-6,1.211052E-9,4.572503E-8,7.016293E-7,4.047213E-8,2.258195E-9,2.237816E-8,3.208859E-5,2.360644E-6,1.133068E-5,6.825571E-9,2.130864E-5,7.024268E-7,3.220055E-9,1.674293E-8,2.2414E-8,2.702462E-5,1.745807E-7,1.527425E-5,3.970074E-6,1.072819E-9,2.816986E-6,1.356452E-8,3.438422E-5,0.00407781,1.022472E-6,2.932113E-8,1.505799E-8,1.034171E-9,4.365698E-8,2.042252E-8,1.038242E-8,7.426063E-9,2.426061E-8,0.0110038,0.006616373,0.02668232,9.430811,1.149962E-4,534859.1,534859.1
3.6E-4,15.69675,-1.322267E7,999.3994,999.3994,0.001805082,1.0,0.951076,5.589259E-8,5.473032E-5,1.422392E-6,4.755615E-5,2.263437E-6,1.759066E-4,6.594073E-9,1.909158E-8,1.57327E-6,8.448215E-9,1.149736E-7,1.010119E-4,5.686383E-6,1.276509E-9,4.766105E-8,7.292525E-7,4.063184E-8,2.492657E-9,2.39348E-8,3.323047E-5,2.484847E-6,1.150841E-5,6.935736E-9,2.217712E-5,7.279348E-7,3.479818E-9,1.742254E-8,2.251565E-8,2.800287E-5,1.844489E-7,1.582777E-5,4.148888E-6,1.171933E-9,2.910474E-6,1.361023E-8,3.562159E-5,0.004077708,1.051603E-6,3.085509E-8,1.607527E-8,1.130643E-9,4.658687E-8,2.052659E-8,1.043357E-8,7.464015E-9,2.438615E-8,0.01100275,0.006615539,0.02667871,9.430684,1.149969E-4,534851.9,534851.9
3.655591E-4,15.6967,-1.324764E7,999.3886,999.3886,0.001805082,1.0,0.9510688,5.604546E-8,5.577967E-5,1.425782E-6,4.845783E-5,2.268315E-6,1.792539E-4,6.650427E-9,1.967718E-8,1.604471E-6,8.526172E-9,1.152367E-7,1.029426E-4,5.697354E-6,1.313613E-9,4.874241E-8,7.446954E-7,4.071806E-8,2.629986E-9,2.482384E-8,3.386748E-5,2.554794E-6,1.160422E-5,6.995189E-9,2.266322E-5,7.421691E-7,3.629334E-9,1.780274E-8,2.257077E-8,2.854865E-5,1.900188E-7,1.613658E-5,4.248516E-6,1.22922E-9,2.962562E-6,1.363508E-8,3.631188E-5,0.004077651,1.06766E-6,3.172333E-8,1.665369E-8,1.186597E-9,4.82561E-8,2.058296E-8,1.04617E-8,7.484913E-9,2.445518E-8,0.01100217,0.006615073,0.0266767,9.430614,1.149973E-4,534847.9,534847.9
3.660764E-4,15.69669,-1.324897E7,999.3876,999.3876,0.001805082,1.0,0.9510681,5.605728E-8,5.587745E-5,1.426093E-6,4.854183E-5,2.268763E-6,1.795658E-4,6.65561E-9,1.973204E-8,1.60738E-6,8.533422E-9,1.15261E-7,1.031225E-4,5.69836E-6,1.317092E-9,4.884322E-8,7.461357E-7,4.072579E-8,2.643025E-9,2.490743E-8,3.392684E-5,2.561336E-6,1.161303E-5,7.000658E-9,2.270857E-5,7.434957E-7,3.643435E-9,1.783821E-8,2.257484E-8,2.859951E-5,1.905402E-7,1.616536E-5,4.257795E-6,1.234631E-9,2.967414E-6,1.36369E-8,3.637621E-5,0.004077646,1.069149E-6,3.180469E-8,1.670798E-8,1.191889E-9,4.84129E-8,2.058739E-8,1.046347E-8,7.486212E-9,2.445954E-8,0.01100212,0.00661503,0.02667652,9.430607,1.149973E-4,534847.6,534847.6
3.669739E-4,15.69669,-1.325259E7,999.3859,999.3859,0.001805082,1.0,0.9510669,5.60813E-8,5.604713E-5,1.426628E-6,4.868761E-5,2.269534E-6,1.801071E-4,6.664579E-9,1.982737E-8,1.612428E-6,8.545998E-9,1.153026E-7,1.034346E-4,5.700099E-6,1.323138E-9,4.90182E-8,7.486356E-7,4.073983E-8,2.665753E-9,2.505281E-8,3.402985E-5,2.572691E-6,1.162827E-5,7.010119E-9,2.27873E-5,7.457979E-7,3.667974E-9,1.789977E-8,2.258402E-8,2.868777E-5,1.914459E-7,1.62153E-5,4.273897E-6,1.244052E-9,2.975833E-6,1.364096E-8,3.648784E-5,0.004077637,1.071731E-6,3.194607E-8,1.680236E-8,1.201106E-9,4.868554E-8,2.059659E-8,1.046794E-8,7.48952E-9,2.447053E-8,0.01100202,0.006614954,0.02667619,9.430596,1.149974E-4,534846.9,534846.9
3.7E-4,15.69666,-1.32655E7,999.38,999.38,0.001805082,1.0,0.951063,5.616242E-8,5.661975E-5,1.42843E-6,4.917953E-5,2.272128E-6,1.819336E-4,6.694565E-9,2.015036E-8,1.629469E-6,8.58842E-9,1.154454E-7,1.044882E-4,5.70591E-6,1.343639E-9,4.960893E-8,7.570776E-7,4.078604E-8,2.743531E-9,2.554673E-8,3.43775E-5,2.611116E-6,1.16792E-5,7.04175E-9,2.305327E-5,7.535685E-7,3.751532E-9,1.810772E-8,2.261366E-8,2.898566E-5,1.945125E-7,1.638385E-5,4.328215E-6,1.276163E-9,3.004235E-6,1.365422E-8,3.68646E-5,0.004077606,1.080413E-6,3.242519E-8,1.712257E-8,1.232555E-9,4.961115E-8,2.062672E-8,1.048292E-8,7.500631E-9,2.450728E-8,0.0110017,0.0066147,0.02667509,9.430558,1.149976E-4,534844.7,534844.7
3.8E-4,15.69656,-1.330632E7,999.3605,999.3605,0.001805082,1.0,0.95105,5.642075E-8,5.851679E-5,1.434238E-6,5.080882E-5,2.28047E-6,1.879849E-4,6.791304E-9,2.123224E-8,1.685975E-6,8.728564E-9,1.158967E-7,1.079785E-4,5.724588E-6,1.412442E-9,5.156815E-8,7.850959E-7,4.093323E-8,3.011316E-9,2.721352E-8,3.552939E-5,2.739331E-6,1.184336E-5,7.143781E-9,2.393673E-5,7.793219E-7,4.035237E-9,1.879825E-8,2.270742E-8,2.997277E-5,2.047636E-7,1.694236E-5,4.507988E-6,1.38552E-9,3.098253E-6,1.369627E-8,3.811298E-5,0.004077505,1.108902E-6,3.403087E-8,1.819896E-8,1.339959E-9,5.272851E-8,2.07227E-8,1.053013E-8,7.53566E-9,2.462317E-8,0.01100064,0.006613858,0.02667146,9.43043,1.149982E-4,534837.5,534837.5
3.9E-4,15.69647,-1.334516E7,999.341,999.341,0.001805082,1.0,0.9510369,5.666786E-8,6.042097E-5,1.439804E-6,5.244363E-5,2.288444E-6,1.940588E-4,6.884486E-9,2.233641E-8,1.742769E-6,8.868561E-9,1.163282E-7,1.114819E-4,5.742518E-6,1.482897E-9,5.353809E-8,8.13296E-7,4.107394E-8,3.296329E-9,2.893404E-8,3.668585E-5,2.869407E-6,1.200123E-5,7.242038E-9,2.482705E-5,8.051871E-7,4.330822E-9,1.94938E-8,2.279724E-8,3.096391E-5,2.151924E-7,1.750312E-5,4.688144E-6,1.499949E-9,3.192511E-6,1.373649E-8,3.936635E-5,0.004077403,1.13707E-6,3.567112E-8,1.930315E-8,1.452844E-9,5.593642E-8,2.081467E-8,1.057538E-8,7.569226E-9,2.473423E-8,0.01099958,0.006613014,0.02666781,9.430302,1.149989E-4,534830.3,534830.3
