Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H71-4_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H11_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H15_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H21_Soln#1 (),Mole_fraction_NC12H25_Soln#1 (),Mole_fraction_NC16H33_Soln#1 (),Mole_fraction_NC10H19_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
9.0E-4,15.69165,-1.375182E7,998.3153,998.3153,0.001805082,1.0,0.9503432,6.043084E-8,1.618929E-4,1.529078E-6,1.389888E-4,2.405552E-6,5.169543E-4,8.893995E-9,1.023766E-7,4.83194E-6,1.549963E-8,1.230159E-7,2.979446E-4,6.263847E-6,7.362423E-9,1.632593E-7,2.366264E-6,4.316298E-8,5.2869E-8,1.795425E-7,9.834746E-5,1.083818E-5,1.520287E-5,9.335575E-9,7.478918E-5,2.193035E-6,3.602512E-8,5.816613E-8,2.426533E-8,8.393866E-5,8.771883E-7,4.735275E-5,1.385796E-5,1.426926E-8,8.11668E-6,1.434884E-8,1.061276E-4,0.004072612,2.137599E-6,1.553306E-7,9.794155E-8,1.491485E-8,3.151866E-7,2.234046E-8,1.133055E-8,8.127594E-9,2.658887E-8,0.01094307,0.006568077,0.02647449,9.423516,1.150343E-4,534445.4,534445.4
9.1E-4,15.69156,-1.37443E7,998.2951,998.2951,0.001805082,1.0,0.9503295,6.041586E-8,1.639035E-4,1.528855E-6,1.40696E-4,2.404949E-6,5.233325E-4,8.905743E-9,1.043237E-7,4.893827E-6,1.561867E-8,1.229929E-7,3.016333E-4,6.270565E-6,7.521934E-9,1.655326E-7,2.39731E-6,4.315281E-8,5.472662E-8,1.834966E-7,9.956661E-5,1.100595E-5,1.521701E-5,9.34723E-9,7.580074E-5,2.220594E-6,3.696802E-8,5.894157E-8,2.426271E-8,8.498857E-5,8.912793E-7,4.794089E-5,1.40324E-5,1.465096E-8,8.21305E-6,1.434634E-8,1.074451E-4,0.004072525,2.149668E-6,1.581798E-7,9.970252E-8,1.531674E-8,3.216216E-7,2.233841E-8,1.13297E-8,8.126911E-9,2.658682E-8,0.01094195,0.00656719,0.02647068,9.423382,1.150349E-4,534437.8,534437.8
9.2E-4,15.69146,-1.373655E7,998.275,998.275,0.001805082,1.0,0.9503158,6.039942E-8,1.659135E-4,1.528601E-6,1.424024E-4,2.404299E-6,5.29708E-4,8.917029E-9,1.06283E-7,4.955709E-6,1.573734E-8,1.229674E-7,3.053207E-4,6.277217E-6,7.683081E-9,1.678092E-7,2.428342E-6,4.314183E-8,5.662447E-8,1.8748E-7,1.007852E-4,1.117384E-5,1.523035E-5,9.358397E-9,7.681226E-5,2.248144E-6,3.792277E-8,5.971665E-8,2.425959E-8,8.603812E-5,9.053794E-7,4.852867E-5,1.420655E-5,1.50374E-8,8.309359E-6,1.434359E-8,1.087619E-4,0.004072439,2.161505E-6,1.610415E-7,1.014665E-7,1.572298E-8,3.280906E-7,2.233584E-8,1.132859E-8,8.126038E-9,2.658414E-8,0.01094084,0.006566302,0.02646687,9.423248,1.150356E-4,534430.2,534430.2
9.3E-4,15.69137,-1.372857E7,998.2549,998.2549,0.001805082,1.0,0.9503021,6.038164E-8,1.679228E-4,1.528317E-6,1.441081E-4,2.403605E-6,5.360805E-4,8.92787E-9,1.082543E-7,5.017585E-6,1.585564E-8,1.229396E-7,3.090066E-4,6.283805E-6,7.84586E-9,1.700891E-7,2.459359E-6,4.313005E-8,5.856285E-8,1.914924E-7,1.020032E-4,1.134183E-5,1.524292E-5,9.369093E-9,7.78237E-5,2.275686E-6,3.888935E-8,6.049133E-8,2.425598E-8,8.708727E-5,9.194877E-7,4.911607E-5,1.438039E-5,1.542857E-8,8.405607E-6,1.434063E-8,1.10078E-4,0.004072353,2.173112E-6,1.639154E-7,1.032332E-7,1.613349E-8,3.345928E-7,2.233278E-8,1.132723E-8,8.124985E-9,2.658086E-8,0.01093972,0.006565416,0.02646306,9.423114,1.150363E-4,534422.6,534422.6
9.4E-4,15.69128,-1.372037E7,998.2348,998.2348,0.001805082,1.0,0.9502885,6.036258E-8,1.699315E-4,1.528003E-6,1.458129E-4,2.402869E-6,5.4245E-4,8.938283E-9,1.102377E-7,5.079453E-6,1.597356E-8,1.229094E-7,3.12691E-4,6.290331E-6,8.010265E-9,1.723723E-7,2.490359E-6,4.311752E-8,6.0542E-8,1.955332E-7,1.032207E-4,1.150991E-5,1.525476E-5,9.379339E-9,7.883504E-5,2.303217E-6,3.98677E-8,6.126559E-8,2.42519E-8,8.813601E-5,9.33603E-7,4.97031E-5,1.455394E-5,1.582444E-8,8.501791E-6,1.433744E-8,1.113934E-4,0.004072267,2.184494E-6,1.668011E-7,1.050027E-7,1.654821E-8,3.411272E-7,2.232924E-8,1.132564E-8,8.123759E-9,2.657702E-8,0.0109386,0.00656453,0.02645925,9.422981,1.15037E-4,534415.0,534415.0
9.5E-4,15.69118,-1.371196E7,998.2147,998.2147,0.001805082,1.0,0.9502748,6.034232E-8,1.719394E-4,1.527661E-6,1.47517E-4,2.402092E-6,5.488164E-4,8.948285E-9,1.122331E-7,5.141312E-6,1.609111E-8,1.22877E-7,3.163739E-4,6.296795E-6,8.176293E-9,1.746587E-7,2.521342E-6,4.310426E-8,6.256219E-8,1.99602E-7,1.044375E-4,1.167808E-5,1.526588E-5,9.389152E-9,7.984622E-5,2.330738E-6,4.08578E-8,6.203939E-8,2.424738E-8,8.918433E-5,9.477244E-7,5.028972E-5,1.472718E-5,1.622499E-8,8.597911E-6,1.433405E-8,1.127079E-4,0.004072182,2.195653E-6,1.696985E-7,1.067746E-7,1.696708E-8,3.476932E-7,2.232524E-8,1.132383E-8,8.122369E-9,2.657263E-8,0.01093749,0.006563644,0.02645545,9.422847,1.150377E-4,534407.4,534407.4
9.6E-4,15.69109,-1.370336E7,998.1946,998.1946,0.001805082,1.0,0.9502611,6.032091E-8,1.739466E-4,1.527292E-6,1.492202E-4,2.401277E-6,5.551795E-4,8.957891E-9,1.142402E-7,5.20316E-6,1.620829E-8,1.228426E-7,3.20055E-4,6.303201E-6,8.343938E-9,1.769482E-7,2.552307E-6,4.309031E-8,6.462368E-8,2.036982E-7,1.056536E-4,1.184633E-5,1.527633E-5,9.398549E-9,8.085723E-5,2.358249E-6,4.185961E-8,6.281272E-8,2.424242E-8,9.023218E-5,9.618511E-7,5.087594E-5,1.490012E-5,1.663022E-8,8.693964E-6,1.433046E-8,1.140217E-4,0.004072096,2.206593E-6,1.726072E-7,1.085488E-7,1.739002E-8,3.542899E-7,2.232081E-8,1.132181E-8,8.120822E-9,2.656772E-8,0.01093637,0.006562758,0.02645165,9.422713,1.150384E-4,534399.9,534399.9
9.7E-4,15.691,-1.369456E7,998.1746,998.1746,0.001805082,1.0,0.9502475,6.029844E-8,1.759529E-4,1.526897E-6,1.509224E-4,2.400426E-6,5.615392E-4,8.967119E-9,1.162592E-7,5.264996E-6,1.63251E-8,1.228061E-7,3.237345E-4,6.30955E-6,8.513196E-9,1.79241E-7,2.583253E-6,4.30757E-8,6.672671E-8,2.078215E-7,1.068691E-4,1.201464E-5,1.528613E-5,9.407549E-9,8.186802E-5,2.385747E-6,4.28731E-8,6.358554E-8,2.423705E-8,9.127956E-5,9.759821E-7,5.146174E-5,1.507275E-5,1.704009E-8,8.78995E-6,1.432667E-8,1.153346E-4,0.004072011,2.217318E-6,1.755268E-7,1.103252E-7,1.781697E-8,3.609166E-7,2.231598E-8,1.131959E-8,8.119126E-9,2.656232E-8,0.01093526,0.006561874,0.02644785,9.42258,1.15039E-4,534392.3,534392.3
9.8E-4,15.6909,-1.368559E7,998.1545,998.1545,0.001805082,1.0,0.9502338,6.027483E-8,1.779585E-4,1.526478E-6,1.526238E-4,2.399539E-6,5.678955E-4,8.975985E-9,1.182898E-7,5.326818E-6,1.644156E-8,1.227678E-7,3.274122E-4,6.315843E-6,8.684063E-9,1.815368E-7,2.614179E-6,4.306046E-8,6.887154E-8,2.119713E-7,1.080839E-4,1.218301E-5,1.529531E-5,9.416167E-9,8.287858E-5,2.413234E-6,4.389822E-8,6.435784E-8,2.423129E-8,9.232646E-5,9.901167E-7,5.204711E-5,1.524507E-5,1.745458E-8,8.885868E-6,1.432271E-8,1.166466E-4,0.004071927,2.22783E-6,1.784572E-7,1.121036E-7,1.824788E-8,3.675724E-7,2.231073E-8,1.131716E-8,8.117283E-9,2.655644E-8,0.01093415,0.006560989,0.02644405,9.422446,1.150397E-4,534384.7,534384.7
9.9E-4,15.69081,-1.367646E7,998.1345,998.1345,0.001805082,1.0,0.9502202,6.025001E-8,1.799631E-4,1.526036E-6,1.543243E-4,2.398618E-6,5.742481E-4,8.984507E-9,1.20332E-7,5.388626E-6,1.655769E-8,1.227276E-7,3.310881E-4,6.322081E-6,8.856532E-9,1.838357E-7,2.645084E-6,4.304463E-8,7.105841E-8,2.161473E-7,1.09298E-4,1.235144E-5,1.530388E-5,9.424418E-9,8.388886E-5,2.440708E-6,4.493494E-8,6.512959E-8,2.422516E-8,9.337284E-5,1.004254E-6,5.263204E-5,1.541709E-5,1.787368E-8,8.981715E-6,1.431858E-8,1.179578E-4,0.004071842,2.238133E-6,1.81398E-7,1.138839E-7,1.868266E-8,3.742566E-7,2.230509E-8,1.131455E-8,8.115294E-9,2.655007E-8,0.01093303,0.006560105,0.02644026,9.422313,1.150404E-4,534377.2,534377.2
0.001,15.69072,-1.366719E7,998.1144,998.1144,0.001805082,1.0,0.9502065,6.022406E-8,1.819669E-4,1.525571E-6,1.560238E-4,2.397666E-6,5.805971E-4,8.992698E-9,1.223857E-7,5.450418E-6,1.667348E-8,1.226857E-7,3.347621E-4,6.328266E-6,9.0306E-9,1.861376E-7,2.675968E-6,4.302823E-8,7.328755E-8,2.20349E-7,1.105114E-4,1.251991E-5,1.531189E-5,9.43232E-9,8.489886E-5,2.46817E-6,4.598322E-8,6.590076E-8,2.421867E-8,9.441869E-5,1.018393E-6,5.321652E-5,1.55888E-5,1.829737E-8,9.077493E-6,1.431429E-8,1.192681E-4,0.004071758,2.248231E-6,1.843489E-7,1.15666E-7,1.912126E-8,3.809685E-7,2.229908E-8,1.131175E-8,8.113167E-9,2.654325E-8,0.01093192,0.006559222,0.02643646,9.42218,1.150411E-4,534369.6,534369.6
