Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H3_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_IC3H7_Soln#10 (),Mole_fraction_NC3H7_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_PC4H9_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H5_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_NC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_DIALLYL_Soln#10 (),Mole_fraction_CYC6H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_LC6H6_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_INDENE_Soln#10 (),Mole_fraction_NPBENZ_Soln#10 (),Mole_fraction_NC12H26_Soln#10 (),Mole_fraction_NC16H34_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
2.936033E-5,15.60908,-4.938057E9,1295.89,1295.89,0.001244884,1.0,0.8601284,3.216838E-5,0.0144269,4.347521E-4,0.003887586,9.437136E-5,0.05331223,2.846903E-5,0.00107625,0.001757455,6.989471E-6,7.47383E-6,0.02180449,3.194313E-4,1.049941E-4,1.681821E-4,4.619395E-4,3.17874E-6,4.783723E-5,5.120207E-5,6.336602E-5,0.006297655,4.34078E-4,1.052067E-4,0.008733514,9.968341E-6,1.847526E-4,6.499534E-7,1.71241E-4,1.268811E-6,1.647258E-4,3.181946E-6,1.051867E-4,0.004198068,1.523884E-4,0.00232463,7.006109E-5,1.091363E-5,5.526204E-4,0.003830951,0.003371406,6.704114E-5,5.648519E-7,4.213332E-6,4.467165E-5,5.224336E-7,3.016424E-5,0.00275738,9.347321E-4,0.007191241,8.48082,7.975385E-5,480981.3,480981.3
3.292836E-5,15.6054,-4.331715E9,1292.579,1292.579,0.001244884,1.0,0.8580338,2.93169E-5,0.01498216,3.998501E-4,0.003978817,8.675794E-5,0.05469927,2.645484E-5,0.001127538,0.0017765,6.600482E-6,6.666372E-6,0.02219561,3.119279E-4,1.119322E-4,1.760471E-4,4.628852E-4,2.825232E-6,4.838057E-5,5.613786E-5,6.472447E-5,0.006328956,4.443652E-4,1.006823E-4,0.008955615,9.296738E-6,1.959639E-4,7.166506E-7,1.78946E-4,1.453198E-6,1.761676E-4,3.409943E-6,1.044504E-4,0.004180879,1.538506E-4,0.002339753,7.161841E-5,1.159485E-5,5.519642E-4,0.003802708,0.003356057,6.509987E-5,6.34812E-7,4.596729E-6,4.675313E-5,5.699649E-7,3.099621E-5,0.002611883,8.64875E-4,0.006792003,8.461145,7.977267E-5,479865.5,479865.5
3.300676E-5,15.60532,-4.319945E9,1292.51,1292.51,0.001244884,1.0,0.8579906,2.926066E-5,0.01499375,3.991578E-4,0.003980694,8.66067E-5,0.05472793,2.64144E-5,0.00112861,0.001776877,6.592673E-6,6.650564E-6,0.02220356,3.117738E-4,1.12079E-4,1.762125E-4,4.628991E-4,2.818326E-6,4.839128E-5,5.624351E-5,6.47501E-5,0.006329518,4.445733E-4,1.0059E-4,0.008960186,9.283247E-6,1.961991E-4,7.180781E-7,1.791084E-4,1.457235E-6,1.764097E-4,3.41478E-6,1.044341E-4,0.004180447,1.538776E-4,0.002340031,7.165002E-5,1.160912E-5,5.519416E-4,0.003802054,0.003355739,6.50599E-5,6.363262E-7,4.604911E-6,4.679636E-5,5.709814E-7,3.101295E-5,0.002608914,8.634659E-4,0.006783845,8.460741,7.977307E-5,479842.6,479842.6
3.304263E-5,15.60528,-4.314555E9,1292.479,1292.479,0.001244884,1.0,0.8579709,2.923496E-5,0.01499904,3.988421E-4,0.003981551,8.653771E-5,0.05474102,2.639594E-5,0.0011291,0.001777048,6.589109E-6,6.643353E-6,0.02220719,3.117034E-4,1.121461E-4,1.76288E-4,4.629054E-4,2.815172E-6,4.839617E-5,5.629181E-5,6.476177E-5,0.006329773,4.446682E-4,1.005479E-4,0.008962274,9.277091E-6,1.963066E-4,7.187307E-7,1.791826E-4,1.459081E-6,1.765204E-4,3.41699E-6,1.044266E-4,0.004180249,1.538898E-4,0.002340157,7.166444E-5,1.161565E-5,5.519312E-4,0.003801754,0.003355595,6.504166E-5,6.370185E-7,4.608651E-6,4.68161E-5,5.71446E-7,3.102059E-5,0.002607559,8.628229E-4,0.006780121,8.460557,7.977325E-5,479832.1,479832.2
3.308725E-5,15.60524,-4.307881E9,1292.441,1292.441,0.001244884,1.0,0.8579464,2.920311E-5,0.01500562,3.984501E-4,0.003982616,8.645206E-5,0.05475729,2.637302E-5,0.001129708,0.001777262,6.584685E-6,6.634406E-6,0.02221169,3.11616E-4,1.122295E-4,1.763819E-4,4.629132E-4,2.81126E-6,4.840223E-5,5.635185E-5,6.477624E-5,0.006330089,4.447861E-4,1.004956E-4,0.008964867,9.269446E-6,1.964402E-4,7.19542E-7,1.792748E-4,1.461378E-6,1.766579E-4,3.419738E-6,1.044173E-4,0.004180002,1.53905E-4,0.002340313,7.168236E-5,1.162375E-5,5.519182E-4,0.003801381,0.003355415,6.501899E-5,6.378795E-7,4.6133E-6,4.684063E-5,5.720237E-7,3.103007E-5,0.002605876,8.620245E-4,0.006775495,8.460328,7.977347E-5,479819.2,479819.2
3.330657E-5,15.60502,-4.275358E9,1292.252,1292.252,0.001244884,1.0,0.8578266,2.904783E-5,0.01503783,3.96537E-4,0.003987826,8.603403E-5,0.05483688,2.626111E-5,0.00113269,0.001778302,6.563073E-6,6.590789E-6,0.02223371,3.111885E-4,1.126383E-4,1.768419E-4,4.6295E-4,2.792198E-6,4.843182E-5,5.664645E-5,6.484658E-5,0.006331618,4.45362E-4,1.002397E-4,0.008977555,9.23211E-6,1.970946E-4,7.235225E-7,1.797267E-4,1.472665E-6,1.773322E-4,3.433211E-6,1.043717E-4,0.004178778,1.539788E-4,0.002341073,7.176992E-5,1.166346E-5,5.518526E-4,0.003799542,0.003354534,6.490807E-5,6.421071E-7,4.636106E-6,4.696072E-5,5.748577E-7,3.107641E-5,0.002597644,8.58123E-4,0.006752873,8.459208,7.977458E-5,479755.6,479755.6
3.360823E-5,15.60473,-4.231379E9,1291.994,1291.994,0.001244884,1.0,0.8576631,2.883722E-5,0.01508184,3.939412E-4,0.003994929,8.546673E-5,0.05494547,2.610903E-5,0.001136763,0.001779713,6.533704E-6,6.531707E-6,0.02226369,3.106058E-4,1.131977E-4,1.77471E-4,4.629975E-4,2.766385E-6,4.847192E-5,5.705018E-5,6.494128E-5,0.006333662,4.461454E-4,9.989142E-5,0.008994855,9.18137E-6,1.979893E-4,7.289779E-7,1.803448E-4,1.48818E-6,1.782549E-4,3.451656E-6,1.043089E-4,0.00417707,1.540779E-4,0.002342091,7.188907E-5,1.171773E-5,5.517587E-4,0.003796997,0.003353332,6.475685E-5,6.479095E-7,4.667351E-6,4.712466E-5,5.787414E-7,3.113938E-5,0.002586433,8.528177E-4,0.006722058,8.457681,7.977609E-5,479669.1,479669.1
3.36337E-5,15.6047,-4.227692E9,1291.972,1291.972,0.001244884,1.0,0.8576494,2.881959E-5,0.01508554,3.937239E-4,0.003995526,8.541924E-5,0.05495459,2.609628E-5,0.001137105,0.001779831,6.531243E-6,6.526766E-6,0.02226621,3.105569E-4,1.132448E-4,1.775239E-4,4.630013E-4,2.764226E-6,4.847528E-5,5.708419E-5,6.494916E-5,0.006333831,4.462111E-4,9.986219E-5,0.008996308,9.177118E-6,1.980645E-4,7.294374E-7,1.803968E-4,1.48949E-6,1.783325E-4,3.453209E-6,1.043036E-4,0.004176925,1.540861E-4,0.002342175,7.189906E-5,1.17223E-5,5.517506E-4,0.003796782,0.003353231,6.474415E-5,6.483988E-7,4.669982E-6,4.713843E-5,5.790685E-7,3.114466E-5,0.002585492,8.52373E-4,0.006719473,8.457553,7.977622E-5,479661.8,479661.8
3.36576E-5,15.60468,-4.22425E9,1291.952,1291.952,0.001244884,1.0,0.8576365,2.880305E-5,0.01508901,3.935202E-4,0.003996085,8.537471E-5,0.05496315,2.608433E-5,0.001137426,0.001779941,6.528935E-6,6.522134E-6,0.02226856,3.10511E-4,1.13289E-4,1.775735E-4,4.630049E-4,2.762202E-6,4.847842E-5,5.711611E-5,6.495655E-5,0.00633399,4.462727E-4,9.983478E-5,0.00899767,9.173131E-6,1.981351E-4,7.298686E-7,1.804456E-4,1.490719E-6,1.784054E-4,3.454666E-6,1.042986E-4,0.004176788,1.540938E-4,0.002342255,7.190843E-5,1.172658E-5,5.517429E-4,0.003796579,0.003353136,6.473225E-5,6.488579E-7,4.672451E-6,4.715136E-5,5.793755E-7,3.114961E-5,0.00258461,8.51956E-4,0.006717048,8.457433,7.977634E-5,479655.0,479655.0
3.36817E-5,15.60466,-4.220771E9,1291.932,1291.932,0.001244884,1.0,0.8576236,2.878642E-5,0.01509251,3.933152E-4,0.003996648,8.532989E-5,0.05497176,2.607231E-5,0.00113775,0.001780053,6.526612E-6,6.517473E-6,0.02227094,3.104648E-4,1.133335E-4,1.776235E-4,4.630085E-4,2.760166E-6,4.848159E-5,5.714826E-5,6.496398E-5,0.006334149,4.463346E-4,9.980719E-5,0.008999042,9.169118E-6,1.982062E-4,7.303031E-7,1.804947E-4,1.491957E-6,1.784788E-4,3.456133E-6,1.042936E-4,0.00417665,1.541016E-4,0.002342334,7.191787E-5,1.173089E-5,5.517352E-4,0.003796375,0.003353041,6.472025E-5,6.493206E-7,4.674938E-6,4.716437E-5,5.796848E-7,3.115459E-5,0.002583722,8.515362E-4,0.006714606,8.457312,7.977646E-5,479648.1,479648.1
3.402383E-5,15.60432,-4.172084E9,1291.643,1291.643,0.001244884,1.0,0.8574406,2.855276E-5,0.0151419,3.904318E-4,0.004004597,8.469957E-5,0.05509338,2.590299E-5,0.001142322,0.001781618,6.493909E-6,6.452014E-6,0.02230439,3.098131E-4,1.13963E-4,1.783305E-4,4.630568E-4,2.731574E-6,4.852606E-5,5.760361E-5,6.506785E-5,0.006336363,4.472079E-4,9.941813E-5,0.009018401,9.11262E-6,1.992112E-4,7.364563E-7,1.811897E-4,1.509537E-6,1.795171E-4,3.476903E-6,1.042223E-4,0.004174671,1.542097E-4,0.002343445,7.20508E-5,1.179184E-5,5.516222E-4,0.003793465,0.003351695,6.455105E-5,6.5588E-7,4.710159E-6,4.734814E-5,5.840647E-7,3.122471E-5,0.002571198,8.456239E-4,0.006680175,8.455605,7.977816E-5,479551.3,479551.3
3.438726E-5,15.60397,-4.12147E9,1291.34,1291.34,0.001244884,1.0,0.8572485,2.830915E-5,0.01519389,3.874232E-4,0.004012944,8.404171E-5,0.05522119,2.572596E-5,0.001147137,0.00178325,6.459713E-6,6.383868E-6,0.02233944,3.09129E-4,1.146273E-4,1.790756E-4,4.631034E-4,2.701817E-6,4.857239E-5,5.808501E-5,6.517502E-5,0.006338624,4.481218E-4,9.901024E-5,0.00903873,9.053545E-6,2.002702E-4,7.429618E-7,1.819226E-4,1.528195E-6,1.806128E-4,3.498831E-6,1.041466E-4,0.004172533,1.543207E-4,0.002344584,7.219001E-5,1.185603E-5,5.514965E-4,0.003790352,0.00335028,6.43734E-5,6.628283E-7,4.747378E-6,4.754142E-5,5.88695E-7,3.129804E-5,0.002558067,8.394372E-4,0.006644065,8.453813,7.977996E-5,479449.7,479449.7
3.448774E-5,15.60388,-4.107673E9,1291.257,1291.257,0.001244884,1.0,0.8571957,2.824264E-5,0.01520818,3.866013E-4,0.004015234,8.386196E-5,0.05525627,2.567753E-5,0.00114846,0.001783696,6.450358E-6,6.36528E-6,0.02234904,3.089413E-4,1.148101E-4,1.792805E-4,4.631154E-4,2.693702E-6,4.858504E-5,5.821767E-5,6.520407E-5,0.006339232,4.48372E-4,9.889846E-5,0.009044307,9.037385E-6,2.005614E-4,7.447546E-7,1.821243E-4,1.53335E-6,1.809144E-4,3.504868E-6,1.041257E-4,0.004171935,1.543507E-4,0.002344892,7.222814E-5,1.187368E-5,5.514607E-4,0.003789488,0.003349892,6.432466E-5,6.647456E-7,4.757631E-6,4.75945E-5,5.899709E-7,3.13181E-5,0.002554468,8.37744E-4,0.006634167,8.453321,7.978045E-5,479421.8,479421.8
3.812861E-5,15.60051,-3.658898E9,1288.422,1288.422,0.001244884,1.0,0.8553915,2.605181E-5,0.01570261,3.593934E-4,0.004093503,7.790576E-5,0.05645953,2.405929E-5,0.001194305,0.001798369,6.137334E-6,5.75697E-6,0.02267324,3.025454E-4,1.21212E-4,1.864142E-4,4.633249E-4,2.42849E-6,4.899977E-5,6.290543E-5,6.610361E-5,0.006356893,4.567728E-4,9.510968E-5,0.009234856,8.497033E-6,2.106823E-4,8.081454E-7,1.891624E-4,1.719212E-6,1.91474E-4,3.716884E-6,1.033697E-4,0.004148604,1.55257E-4,0.002354148,7.351255E-5,1.248572E-5,5.498982E-4,0.003757283,0.003336572,6.266124E-5,7.331949E-7,5.119306E-6,4.942198E-5,6.350687E-7,3.198824E-5,0.002432428,7.80915E-4,0.006298182,8.436574,7.979764E-5,478472.0,478472.0
4.042224E-5,15.59853,-3.419539E9,1286.79,1286.79,0.001244884,1.0,0.8543497,2.485946E-5,0.0159931,3.444709E-4,0.004138621,7.463435E-5,0.05715683,2.315918E-5,0.001221282,0.001806334,5.962711E-6,5.42935E-6,0.02285648,2.988753E-4,1.250407E-4,1.906422E-4,4.632682E-4,2.285969E-6,4.922312E-5,6.574561E-5,6.653593E-5,0.006364262,4.614762E-4,9.295443E-5,0.009344586,8.196178E-6,2.166673E-4,8.466078E-7,1.93353E-4,1.835267E-6,1.977886E-4,3.844294E-6,1.028986E-4,0.004132566,1.556712E-4,0.002358349,7.423537E-5,1.284611E-5,5.486922E-4,0.003736351,0.003328851,6.170547E-5,7.75328E-7,5.337987E-6,5.048679E-5,6.62424E-7,3.236014E-5,0.002362955,7.490868E-4,0.006106651,8.426966,7.980781E-5,477927.1,477927.1
4.0521E-5,15.59844,-3.409865E9,1286.722,1286.722,0.001244884,1.0,0.8543063,2.481093E-5,0.01600528,3.438617E-4,0.004140498,7.450073E-5,0.05718591,2.312224E-5,0.001222413,0.001806657,5.955534E-6,5.416068E-6,0.02286404,2.987229E-4,1.252023E-4,1.9082E-4,4.63263E-4,2.280191E-6,4.923216E-5,6.586603E-5,6.655249E-5,0.006364523,4.616696E-4,9.28652E-5,0.00934915,8.183826E-6,2.169188E-4,8.482399E-7,1.935295E-4,1.840244E-6,1.980551E-4,3.849682E-6,1.028784E-4,0.004131856,1.556867E-4,0.002358505,7.426516E-5,1.286122E-5,5.48637E-4,0.003735442,0.003328529,6.166576E-5,7.771256E-7,5.347255E-6,5.053128E-5,6.635848E-7,3.237537E-5,0.002360078,7.477772E-4,0.006098716,8.426567,7.980824E-5,477904.4,477904.4
4.593246E-5,15.59412,-2.946644E9,1283.273,1283.273,0.001244884,1.0,0.8520921,2.244694E-5,0.01663584,3.140011E-4,0.004236253,6.794593E-5,0.05867458,2.129375E-5,0.001281055,0.001822321,5.598885E-6,4.774589E-6,0.02324325,2.909844E-4,1.336862E-4,2.000856E-4,4.627002E-4,2.001826E-6,4.96656E-5,7.224545E-5,6.72399E-5,0.006372933,4.712743E-4,8.836552E-5,0.009581515,7.571802E-6,2.300039E-4,9.348939E-7,2.027733E-4,2.110442E-6,2.120433E-4,4.133865E-6,1.017924E-4,0.004091238,1.562839E-4,0.002364508,7.575049E-5,1.364361E-5,5.452941E-4,0.003685082,0.003312038,5.964949E-5,8.736469E-7,5.838045E-6,5.281752E-5,7.252286E-7,3.312545E-5,0.002214933,6.825769E-4,0.00569803,8.406305,7.983037E-5,476755.3,476755.3
6.592334E-5,15.5815,-1.922107E9,1273.725,1273.725,0.001244884,1.0,0.8458621,1.687244E-5,0.01851122,2.418924E-4,0.004505139,5.208783E-5,0.06291179,1.673368E-5,0.001455879,0.00185741,4.689593E-6,3.310727E-6,0.0242309,2.697124E-4,1.602307E-4,2.282182E-4,4.579746E-4,1.370624E-6,5.057411E-5,9.271535E-5,6.737112E-5,0.006342296,4.951447E-4,7.628926E-5,0.01022686,6.038373E-6,2.695632E-4,1.217315E-6,2.314683E-4,3.062248E-6,2.557617E-4,5.041894E-6,9.81612E-5,0.003929063,1.558016E-4,0.002359668,7.950536E-5,1.594072E-5,5.300617E-4,0.003501396,0.003265055,5.4123E-5,1.201273E-6,7.424183E-6,5.939386E-5,9.267857E-7,3.490837E-5,0.001825125,5.164563E-4,0.004620132,8.350522,7.989502E-5,473591.6,473591.6
1.0E-4,15.56753,-1.158752E9,1263.506,1263.506,0.001244884,1.0,0.8389434,1.221668E-5,0.02079367,1.792413E-4,0.004804033,3.830832E-5,0.06770794,1.26121E-5,0.001668938,0.001880731,3.821198E-6,2.156907E-6,0.0251702,2.470475E-4,1.950033E-4,2.631978E-4,4.472526E-4,8.783577E-7,5.097986E-5,1.198489E-4,6.413799E-5,0.006205785,5.150388E-4,6.389836E-5,0.01092088,4.638399E-6,3.187478E-4,1.610389E-6,2.689613E-4,4.529475E-6,3.129371E-4,6.280464E-6,9.318815E-5,0.003662324,1.510883E-4,0.002314052,8.271832E-5,1.85715E-5,5.022612E-4,0.003224623,0.003211848,4.830748E-5,1.683162E-6,9.610948E-6,6.687054E-5,1.210496E-6,3.619657E-5,0.00142643,3.615916E-4,0.003520348,8.290955,7.99667E-5,470213.3,470213.3
1.05645E-4,15.5658,-1.08264E9,1262.227,1262.227,0.001244884,1.0,0.8380517,1.171409E-5,0.02110503,1.723064E-4,0.004842647,3.67849E-5,0.06833349,1.214729E-5,0.001698006,0.00188252,3.718825E-6,2.037242E-6,0.02527754,2.442008E-4,1.999432E-4,2.68E-4,4.454451E-4,8.276607E-7,5.098019E-5,1.236683E-4,6.346029E-5,0.006179676,5.170033E-4,6.237989E-5,0.01100789,4.479306E-6,3.255309E-4,1.668203E-6,2.74306E-4,4.756656E-6,3.210544E-4,6.460966E-6,9.247795E-5,0.003621088,1.501302E-4,0.002304905,8.303824E-5,1.890818E-5,4.977889E-4,0.003183426,0.003204914,4.75852E-5,1.756014E-6,9.931392E-6,6.784019E-5,1.252625E-6,3.629975E-5,0.001377829,3.438687E-4,0.003386939,8.283481,7.99756E-5,469789.5,469789.5
1.085284E-4,15.56496,-1.047044E9,1261.605,1261.605,0.001244884,1.0,0.8376161,1.147581E-5,0.02125865,1.690047E-4,0.00486152,3.605986E-5,0.06863971,1.192544E-5,0.001712348,0.001883291,3.669557E-6,1.980898E-6,0.02532874,2.428162E-4,2.023973E-4,2.703705E-4,4.445263E-4,8.038181E-7,5.09757E-5,1.255591E-4,6.310829E-5,0.006166179,5.179082E-4,6.164466E-5,0.01105014,4.403265E-6,3.288836E-4,1.697102E-6,2.769641E-4,4.871191E-6,3.250867E-4,6.551037E-6,9.212537E-5,0.003600367,1.496315E-4,0.002300157,8.318539E-5,1.90719E-5,4.955277E-4,0.003162849,0.003201521,4.723468E-5,1.792588E-6,1.009149E-5,6.83139E-5,1.273726E-6,3.634439E-5,0.001354328,3.353948E-4,0.003322506,8.279849,7.99799E-5,469583.4,469583.5
1.110127E-4,15.56427,-1.01797E9,1261.086,1261.086,0.001244884,1.0,0.8372508,1.127956E-5,0.02138826,1.662788E-4,0.004877352,3.546135E-5,0.06889682,1.1742E-5,0.001724449,0.001883885,3.62861E-6,1.934689E-6,0.02537105,2.416581E-4,2.044763E-4,2.723707E-4,4.437376E-4,7.842783E-7,5.096954E-5,1.271572E-4,6.280265E-5,0.006154481,5.186386E-4,6.103141E-5,0.01108545,4.340336E-6,3.317152E-4,1.721675E-6,2.792175E-4,4.969085E-6,3.285026E-4,6.627543E-6,9.182683E-5,0.003582698,1.491978E-4,0.002296033,8.3304E-5,1.920875E-5,4.935926E-4,0.003145365,0.003198673,4.694192E-5,1.823767E-6,1.022758E-5,6.87111E-5,1.29169E-6,3.637886E-5,0.001334743,3.283817E-4,0.003268853,8.276811,7.998348E-5,469411.2,469411.2
1.174094E-4,15.56257,-9.491927E8,1259.813,1259.813,0.001244884,1.0,0.8363499,1.080914E-5,0.02171103,1.597192E-4,0.004916421,3.402157E-5,0.06953225,1.129956E-5,0.001754583,0.001885148,3.529037E-6,1.824668E-6,0.02547287,2.388131E-4,2.096873E-4,2.773526E-4,4.417212E-4,7.37807E-7,5.094485E-5,1.311464E-4,6.20086E-5,0.006124133,5.203273E-4,5.953178E-5,0.011172,4.188348E-6,3.387785E-4,1.783633E-6,2.848727E-4,5.217923E-6,3.37064E-4,6.820106E-6,9.107942E-5,0.003537977,1.480665E-4,0.002285302,8.357726E-5,1.954428E-5,4.886673E-4,0.003101357,0.003191636,4.622442E-5,1.902697E-6,1.05706E-5,6.969035E-5,1.337077E-6,3.645204E-5,0.001286921,3.114453E-4,0.00313802,8.269357,7.999221E-5,468988.5,468988.5
1.281096E-4,15.56001,-8.506271E8,1257.865,1257.865,0.001244884,1.0,0.8349566,1.011835E-5,0.02221915,1.500184E-4,0.004976912,3.18936E-5,0.07051868,1.064269E-5,0.001802024,0.001886525,3.378923E-6,1.665101E-6,0.02562311,2.344439E-4,2.179871E-4,2.85194E-4,4.384016E-4,6.705468E-7,5.087937E-5,1.37445E-4,6.067065E-5,0.006072933,5.226129E-4,5.724837E-5,0.01130431,3.962123E-6,3.49931E-4,1.883386E-6,2.939022E-4,5.624409E-6,3.506989E-4,7.129064E-6,8.989227E-5,0.003465596,1.461424E-4,0.002267121,8.394287E-5,2.005637E-5,4.806169E-4,0.003030822,0.003180722,4.512744E-5,2.030657E-6,1.112252E-5,7.120277E-5,1.410434E-6,3.653101E-5,0.001214324,2.862568E-4,0.002939937,8.257933,8.000537E-5,468340.5,468340.6
1.314317E-4,15.55928,-8.235429E8,1257.302,1257.302,0.001244884,1.0,0.8345497,9.924739E-6,0.02236962,1.472842E-4,0.004994593,3.129416E-5,0.0708076,1.045702E-5,0.001816073,0.001886795,3.335958E-6,1.620827E-6,0.02566528,2.331749E-4,2.204673E-4,2.875151E-4,4.373858E-4,6.519158E-7,5.085382E-5,1.393126E-4,6.025554E-5,0.006056988,5.232032E-4,5.65898E-5,0.01134256,3.898044E-6,3.532412E-4,1.913449E-6,2.966062E-4,5.748284E-6,3.547731E-4,7.2219E-6,8.953846E-5,0.003443722,1.4554E-4,0.002261445,8.403583E-5,2.020404E-5,4.781659E-4,0.003009663,0.003177527,4.481002E-5,2.069418E-6,1.128878E-5,7.164367E-5,1.432611E-6,3.654598E-5,0.001193442,2.791307E-4,0.002883091,8.254622,8.000913E-5,468152.7,468152.7
1.350595E-4,15.55851,-7.95612E8,1256.707,1256.707,0.001244884,1.0,0.834118,9.723211E-6,0.02253031,1.444309E-4,0.00501336,3.066875E-5,0.07111455,1.026301E-5,0.001831078,0.001887014,3.290798E-6,1.574962E-6,0.02570917,2.318318E-4,2.231272E-4,2.899931E-4,4.362851E-4,6.3263E-7,5.082346E-5,1.413076E-4,5.98034E-5,0.006039574,5.237902E-4,5.589516E-5,0.01138296,3.831022E-6,3.567801E-4,1.945819E-6,2.995093E-4,5.882359E-6,3.591426E-4,7.321712E-6,8.915956E-5,0.00342015,1.448806E-4,0.00225524,8.412733E-5,2.035965E-5,4.755158E-4,0.002986939,0.003174135,4.447467E-5,2.11125E-6,1.146778E-5,7.211096E-5,1.456527E-6,3.655775E-5,0.001171445,2.716831E-4,0.002823281,8.251121,8.001307E-5,467954.2,467954.2
1.381631E-4,15.55788,-7.729765E8,1256.213,1256.213,0.001244884,1.0,0.8337587,9.558442E-6,0.02266492,1.420924E-4,0.005028989,3.01563E-5,0.07137043,1.010381E-5,0.001843648,0.001887145,3.253531E-6,1.537631E-6,0.02574501,2.307161E-4,2.253643E-4,2.920681E-4,4.353505E-4,6.169446E-7,5.079561E-5,1.429787E-4,5.941797E-5,0.006024682,5.242477E-4,5.532006E-5,0.01141643,3.775974E-6,3.597477E-4,1.973147E-6,3.019534E-4,5.996099E-6,3.628174E-4,7.40585E-6,8.884136E-5,0.003400239,1.443157E-4,0.002249931,8.419776E-5,2.048831E-5,4.732702E-4,0.002967806,0.003171308,4.419662E-5,2.146639E-6,1.161887E-5,7.249954E-5,1.476746E-6,3.656427E-5,0.001153258,2.655715E-4,0.002773887,8.248216,8.001631E-5,467789.4,467789.4
1.414906E-4,15.55723,-7.499015E8,1255.7,1255.7,0.001244884,1.0,0.833383,9.389074E-6,0.02280646,1.396831E-4,0.005045333,2.962848E-5,0.07163823,9.939627E-6,0.001856865,0.001887232,3.214892E-6,1.499422E-6,0.02578181,2.295523E-4,2.277251E-4,2.942488E-4,4.343559E-4,6.009008E-7,5.076395E-5,1.447353E-4,5.900644E-5,0.00600873,5.246952E-4,5.4722E-5,0.01145125,3.719153E-6,3.628707E-4,2.002087E-6,3.045352E-4,6.117092E-6,3.666952E-4,7.494823E-6,8.850605E-5,0.003379148,1.437096E-4,0.002244241,8.426567E-5,2.062187E-5,4.708846E-4,0.002947597,0.00316835,4.390706E-5,2.184189E-6,1.177885E-5,7.290525E-5,1.498187E-6,3.656787E-5,0.001134369,2.592687E-4,0.002722643,8.245189,8.001967E-5,467617.7,467617.8
1.464532E-4,15.5563,-7.176055E8,1254.962,1254.962,0.001244884,1.0,0.8328404,9.149557E-6,0.02301238,1.362665E-4,0.005068951,2.888015E-5,0.07202563,9.706492E-6,0.001876096,0.001887263,3.159657E-6,1.445673E-6,0.02583372,2.278755E-4,2.311758E-4,2.974199E-4,4.32887E-4,5.783518E-7,5.071354E-5,1.472898E-4,5.83967E-5,0.005984983,5.252848E-4,5.386386E-5,0.01150126,3.63838E-6,3.674199E-4,2.044579E-6,3.083142E-4,6.29575E-6,3.723635E-4,7.62521E-6,8.801685E-5,0.00334818,1.428056E-4,0.002235766,8.435308E-5,2.081299E-5,4.67369E-4,0.002918033,0.003164074,4.349081E-5,2.239452E-6,1.201373E-5,7.349027E-5,1.529726E-6,3.656711E-5,0.001107311,2.503209E-4,0.002649345,8.240834,8.002444E-5,467370.8,467370.8
