Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.0,15.7,-2316760.0,1000.0,1000.0,0.001805082,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,1.149734E-4,535064.1,535064.1
3.346865E-7,15.69995,-3406442.0,999.9999,999.9999,0.001805082,1.0,0.9514599,2.89941E-10,4.042091E-11,2.463112E-9,6.326069E-11,6.833353E-9,6.111973E-9,4.970805E-16,1.856098E-11,1.907881E-12,3.965273E-9,7.512672E-9,8.260148E-9,7.054635E-16,2.165302E-14,7.169419E-12,3.84292E-9,1.378318E-19,2.867303E-21,3.915693E-20,3.426158E-9,1.383034E-12,8.257533E-9,2.223289E-11,5.203345E-23,1.998318E-12,2.639389E-20,2.760741E-21,6.690045E-16,2.084465E-9,1.337275E-20,1.121855E-16,4.48973E-21,1.874408E-11,4.704709E-15,1.533254E-21,7.236273E-21,7.365638E-10,8.256428E-10,3.048291E-21,0.004081009,3.70556E-12,9.869117E-23,1.914739E-14,1.226889E-15,7.620054E-20,2.734171E-15,0.01103334,0.006639945,0.02678576,9.434425,1.149734E-4,535064.1,535064.1
1.68238E-6,15.69995,-3939371.0,999.9991,999.9991,0.001805082,1.0,0.9514596,1.468038E-9,2.577053E-9,2.809077E-8,3.261333E-9,6.136116E-8,7.644579E-8,3.393492E-14,4.937601E-10,4.90607E-11,1.562891E-8,5.803885E-8,4.218945E-8,1.801367E-14,5.60986E-13,1.287741E-10,8.889634E-9,2.43997E-16,1.656696E-18,1.156988E-16,2.542542E-8,3.483827E-11,4.212633E-8,1.073389E-9,5.837997E-20,5.57101E-11,1.436485E-17,5.917926E-19,1.517677E-13,1.538899E-8,5.565959E-18,3.531813E-14,2.232989E-18,9.84236E-10,6.113036E-13,3.317452E-19,1.572292E-18,5.032139E-9,7.594518E-9,6.395611E-19,0.004081007,1.012766E-10,2.797983E-20,9.871709E-13,7.859256E-14,1.091938E-17,7.291698E-14,0.01103333,0.006639933,0.02678568,9.434423,1.149735E-4,535063.9,535063.9
7.58934E-6,15.69991,-4989655.0,999.9952,999.9952,0.001805082,1.0,0.9514581,6.757303E-9,8.086776E-8,1.70278E-7,8.064514E-8,2.993966E-7,6.329114E-7,1.972057E-12,4.924956E-9,4.106786E-10,2.777663E-8,3.857304E-7,2.050731E-7,3.86969E-13,1.293837E-11,9.957533E-10,1.208206E-8,6.957587E-14,4.955544E-16,6.947418E-14,1.537884E-7,7.303535E-10,2.040478E-7,2.62781E-8,9.637546E-17,1.180671E-9,5.635486E-15,7.912907E-17,7.055871E-12,1.00701E-7,8.430872E-16,5.081071E-12,3.980186E-16,2.436426E-8,6.283395E-11,4.927646E-17,2.162005E-16,2.609258E-8,7.906738E-8,8.131238E-17,0.004080998,2.166925E-9,3.586823E-18,2.445338E-11,2.51821E-12,1.096976E-15,8.661286E-13,0.01103324,0.006639856,0.02678523,9.434408,1.149737E-4,535063.1,535063.1
5.808171E-5,15.69951,-9848575.0,999.9369,999.9369,0.001805082,1.0,0.9514262,3.337991E-8,4.06705E-6,8.891375E-7,3.640138E-6,1.456167E-6,1.45089E-5,3.083477E-10,1.150844E-7,3.284328E-9,7.507897E-8,8.252064E-6,2.057724E-6,3.122722E-11,1.375492E-9,3.821373E-8,2.756374E-8,3.004428E-11,2.240962E-12,1.450438E-10,2.787094E-6,5.654361E-8,2.138195E-6,1.289113E-6,6.749309E-13,5.291858E-8,1.201423E-11,1.133005E-13,7.917535E-10,2.16187E-6,7.105689E-13,2.392724E-9,3.132572E-13,1.141317E-6,4.673995E-8,5.085571E-13,3.394782E-13,3.102859E-7,2.683417E-6,1.065613E-13,0.004080717,9.510375E-8,5.742466E-15,1.204949E-9,1.812035E-10,1.42997E-12,3.168106E-10,0.01103085,0.006637939,0.02677632,9.434097,1.149766E-4,535045.5,535045.5
1.0E-4,15.69914,-1.11764E7,999.8717,999.8717,0.001805082,1.0,0.9513861,4.187378E-8,9.717882E-6,1.106528E-6,8.604391E-6,1.795564E-6,3.25948E-5,1.147701E-9,2.697305E-7,4.559052E-9,9.025757E-8,1.853757E-5,3.445176E-6,1.028747E-10,4.739822E-9,1.04471E-7,3.252956E-8,1.053868E-10,2.080527E-11,8.11287E-10,6.143756E-6,1.861893E-7,3.949708E-6,3.219279E-6,4.590552E-12,1.262795E-7,7.490684E-11,7.80916E-13,2.316063E-9,4.929495E-6,3.712494E-12,1.036737E-8,1.60985E-12,2.735485E-6,2.497241E-7,7.721837E-12,2.498104E-12,6.217241E-7,6.291833E-6,7.667614E-13,0.00408035,2.210657E-7,6.129887E-14,3.182658E-9,6.474995E-10,1.219581E-11,1.702695E-9,0.01102772,0.006635438,0.02676522,9.433708,1.149794E-4,535023.4,535023.4
1.884462E-4,15.69833,-1.216326E7,999.7196,999.7196,0.001805082,1.0,0.9512882,4.9093E-8,2.387033E-5,1.272767E-6,2.092792E-5,2.045314E-6,7.754471E-5,4.942104E-9,6.699246E-7,6.04672E-9,1.030909E-7,4.431663E-5,4.962593E-6,3.76197E-10,1.674161E-8,2.901539E-7,3.673364E-8,3.598486E-10,2.409563E-10,4.766602E-9,1.457426E-5,7.107482E-7,7.298514E-6,8.630617E-6,3.364436E-11,3.127509E-7,5.419942E-10,5.935958E-12,6.72207E-9,1.205216E-5,2.158128E-11,4.756709E-8,9.243795E-12,6.798265E-6,1.259553E-6,1.217427E-10,2.210393E-11,1.357227E-6,1.541801E-5,6.829921E-12,0.00407947,5.141795E-7,8.137514E-13,9.702491E-9,3.250254E-9,1.289928E-10,9.681889E-9,0.01101991,0.006629207,0.02673796,9.432756,1.149853E-4,534969.4,534969.4
1.888447E-4,15.69833,-1.216976E7,999.7189,999.7189,0.001805082,1.0,0.9512878,4.911862E-8,2.393772E-5,1.273246E-6,2.098637E-5,2.046018E-6,7.775909E-5,4.965166E-9,6.718589E-7,6.052376E-9,1.031306E-7,4.443999E-5,4.966287E-6,3.777455E-10,1.680519E-8,2.910715E-7,3.674725E-8,3.612156E-10,2.428609E-10,4.793039E-9,1.461472E-5,7.138346E-7,7.31163E-6,8.658006E-6,3.385654E-11,3.13647E-7,5.454348E-10,5.973167E-12,6.744111E-9,1.208658E-5,2.170272E-11,4.779291E-8,9.295451E-12,6.817794E-6,1.265376E-6,1.227535E-10,2.225733E-11,1.360676E-6,1.546178E-5,6.877826E-12,0.004079466,5.155012E-7,8.204638E-13,9.738682E-9,3.267957E-9,1.299625E-10,9.734483E-9,0.01101987,0.006629178,0.02673783,9.432751,1.149853E-4,534969.1,534969.1
1.893292E-4,15.69832,-1.217033E7,999.718,999.718,0.001805082,1.0,0.9512872,4.913927E-8,2.40197E-5,1.273826E-6,2.105747E-5,2.046872E-6,7.801984E-5,4.993276E-9,6.742122E-7,6.059249E-9,1.031764E-7,4.459002E-5,4.970751E-6,3.796318E-10,1.688257E-8,2.921881E-7,3.676158E-8,3.628802E-10,2.451911E-10,4.825292E-9,1.466391E-5,7.175755E-7,7.327551E-6,8.691336E-6,3.411563E-11,3.147372E-7,5.496362E-10,6.01859E-12,6.770932E-9,1.212846E-5,2.185092E-11,4.806816E-8,9.358487E-12,6.841549E-6,1.272466E-6,1.239899E-10,2.244478E-11,1.364872E-6,1.551502E-5,6.936371E-12,0.004079461,5.171075E-7,8.28677E-13,9.782769E-9,3.289561E-9,1.311482E-10,9.798639E-9,0.01101983,0.006629142,0.02673767,9.432746,1.149853E-4,534968.8,534968.8
1.916765E-4,15.6983,-1.21891E7,999.7138,999.7138,0.001805082,1.0,0.9512845,4.927049E-8,2.441739E-5,1.276611E-6,2.140236E-5,2.050971E-6,7.928477E-5,5.130539E-9,6.856326E-7,6.092485E-9,1.034022E-7,4.531792E-5,4.991987E-6,3.888256E-10,1.725873E-8,2.976099E-7,3.683676E-8,3.709835E-10,2.567071E-10,4.983267E-9,1.49026E-5,7.358067E-7,7.40431E-6,8.853311E-6,3.538842E-11,3.20027E-7,5.702817E-10,6.241505E-12,6.901206E-9,1.233167E-5,2.257738E-11,4.941206E-8,9.667426E-12,6.956819E-6,1.306981E-6,1.300972E-10,2.336756E-11,1.385218E-6,1.577337E-5,7.224689E-12,0.004079437,5.248865E-7,8.693076E-13,9.99765E-9,3.39544E-9,1.369974E-10,1.011271E-8,0.01101961,0.006628966,0.02673691,9.432719,1.149855E-4,534967.3,534967.3
1.962301E-4,15.69826,-1.222417E7,999.7057,999.7057,0.001805082,1.0,0.9512791,4.951308E-8,2.519128E-5,1.281942E-6,2.207333E-5,2.058802E-6,8.174674E-5,5.401765E-9,7.078778E-7,6.156782E-9,1.038316E-7,4.673486E-5,5.031432E-6,4.069151E-10,1.79941E-8,3.081835E-7,3.697731E-8,3.868814E-10,2.801114E-10,5.297652E-9,1.536732E-5,7.717582E-7,7.551489E-6,9.169785E-6,3.793904E-11,3.303274E-7,6.116807E-10,6.687111E-12,7.155462E-9,1.272745E-5,2.402592E-11,5.20668E-8,1.028319E-11,7.181265E-6,1.374671E-6,1.424915E-10,2.522574E-11,1.42478E-6,1.627635E-5,7.805827E-12,0.004079391,5.399562E-7,9.520694E-13,1.042045E-8,3.606448E-9,1.488331E-10,1.073699E-8,0.01101918,0.006628624,0.02673542,9.432667,1.149858E-4,534964.4,534964.4
1.97251E-4,15.69825,-1.223261E7,999.7039,999.7039,0.001805082,1.0,0.9512779,4.956719E-8,2.536522E-5,1.283118E-6,2.222411E-5,2.060529E-6,8.230018E-5,5.463475E-9,7.128816E-7,6.171159E-9,1.039263E-7,4.705342E-5,5.039967E-6,4.110171E-10,1.815999E-8,3.105642E-7,3.700853E-8,3.904782E-10,2.85557E-10,5.369591E-9,1.547182E-5,7.799297E-7,7.584172E-6,9.241147E-6,3.852592E-11,3.326437E-7,6.212112E-10,6.789432E-12,7.212743E-9,1.281647E-5,2.43579E-11,5.267067E-8,1.042427E-11,7.231735E-6,1.389977E-6,1.453715E-10,2.565493E-11,1.433666E-6,1.638944E-5,7.940156E-12,0.00407938,5.433309E-7,9.713606E-13,1.051633E-8,3.654785E-9,1.515773E-10,1.08797E-8,0.01101908,0.006628547,0.02673509,9.432655,1.149859E-4,534963.7,534963.7
1.975455E-4,15.69825,-1.223461E7,999.7034,999.7034,0.001805082,1.0,0.9512776,4.958296E-8,2.541542E-5,1.283455E-6,2.226762E-5,2.061025E-6,8.245989E-5,5.481332E-9,7.143257E-7,6.175303E-9,1.039528E-7,4.714535E-5,5.042408E-6,4.122033E-10,1.820789E-8,3.112515E-7,3.701697E-8,3.915178E-10,2.871412E-10,5.390436E-9,1.550198E-5,7.822926E-7,7.593575E-6,9.261754E-6,3.86962E-11,3.333122E-7,6.239767E-10,6.819106E-12,7.229281E-9,1.284216E-5,2.445414E-11,5.284541E-8,1.046516E-11,7.2463E-6,1.3944E-6,1.46209E-10,2.577956E-11,1.43623E-6,1.642208E-5,7.979173E-12,0.004079377,5.443038E-7,9.769748E-13,1.054406E-8,3.668795E-9,1.52375E-10,1.092105E-8,0.01101905,0.006628525,0.02673499,9.432652,1.149859E-4,534963.5,534963.5
2.0E-4,15.69823,-1.225344E7,999.6989,999.6989,0.001805082,1.0,0.9512747,4.97131E-8,2.583439E-5,1.286254E-6,2.263074E-5,2.065136E-6,8.3793E-5,5.63133E-9,7.26385E-7,6.209809E-9,1.041798E-7,4.791275E-5,5.062386E-6,4.221495E-10,1.860849E-8,3.169933E-7,3.709184E-8,4.002246E-10,3.006051E-10,5.566059E-9,1.575373E-5,8.020966E-7,7.671576E-6,9.434057E-6,4.013495E-11,3.388935E-7,6.473492E-10,7.069545E-12,7.367494E-9,1.305666E-5,2.526562E-11,5.431298E-8,1.080991E-11,7.367908E-6,1.431426E-6,1.533211E-10,2.683472E-11,1.457624E-6,1.669456E-5,8.309616E-12,0.004079352,5.524094E-7,1.024733E-12,1.077656E-8,3.786892E-9,1.591415E-10,1.126919E-8,0.01101882,0.00662834,0.02673419,9.432624,1.149861E-4,534961.9,534961.9
2.205551E-4,15.69804,-1.240644E7,999.6618,999.6618,0.001805082,1.0,0.9512503,5.073857E-8,2.9377E-5,1.308594E-6,2.569871E-5,2.097887E-6,9.507012E-5,6.95995E-9,8.286565E-7,6.497226E-9,1.059776E-7,5.440683E-5,5.20809E-6,5.09198E-10,2.203757E-8,3.658711E-7,3.768228E-8,4.758041E-10,4.310807E-10,7.15785E-9,1.788537E-5,9.761524E-7,8.299408E-6,1.090915E-5,5.346583E-11,3.861759E-7,8.642879E-10,9.368353E-12,8.546771E-9,1.487448E-5,3.26719E-11,6.729925E-8,1.395187E-11,8.397926E-6,1.750709E-6,2.216419E-10,3.675306E-11,1.638064E-6,1.900177E-5,1.142546E-11,0.004079141,6.199056E-7,1.490754E-12,1.281327E-8,4.861051E-9,2.237327E-10,1.441191E-8,0.01101686,0.006626774,0.02672738,9.432386,1.149874E-4,534948.4,534948.4
2.264495E-4,15.69799,-1.244856E7,999.6511,999.6511,0.001805082,1.0,0.9512432,5.101451E-8,3.040371E-5,1.314658E-6,2.658709E-5,2.106763E-6,9.833992E-5,7.364586E-9,8.583943E-7,6.579323E-9,1.064638E-7,5.629047E-5,5.243641E-6,5.353965E-10,2.304346E-8,3.801421E-7,3.784199E-8,4.983612E-10,4.747785E-10,7.6549E-9,1.850406E-5,1.028721E-6,8.471185E-6,1.134245E-5,5.772671E-11,3.999076E-7,9.337394E-10,1.00952E-11,8.891947E-9,1.540254E-5,3.500301E-11,7.124958E-8,1.493915E-11,8.696984E-6,1.844958E-6,2.44255E-10,3.996922E-11,1.690212E-6,1.967143E-5,1.243913E-11,0.00407908,6.391199E-7,1.647906E-12,1.342709E-8,5.197436E-9,2.450135E-10,1.538888E-8,0.01101629,0.00662632,0.02672541,9.432317,1.149878E-4,534944.5,534944.5
2.305813E-4,15.69795,-1.247804E7,999.6436,999.6436,0.001805082,1.0,0.9512383,5.120751E-8,3.11262E-5,1.318825E-6,2.721204E-5,2.112862E-6,1.006412E-4,7.65448E-9,8.793462E-7,6.636838E-9,1.067983E-7,5.761634E-5,5.267132E-6,5.540925E-10,2.375409E-8,3.902118E-7,3.795162E-8,5.144116E-10,5.07224E-10,8.01438E-9,1.893963E-5,1.06625E-6,8.589419E-6,1.164886E-5,6.083526E-11,4.095778E-7,9.84434E-10,1.062316E-11,9.13573E-9,1.577442E-5,3.66943E-11,7.407831E-8,1.565498E-11,8.907565E-6,1.911652E-6,2.609527E-10,4.232762E-11,1.726872E-6,2.014292E-5,1.318338E-11,0.004079038,6.525469E-7,1.764885E-12,1.38654E-8,5.440889E-9,2.607116E-10,1.609422E-8,0.01101589,0.006626001,0.02672402,9.432269,1.149881E-4,534941.8,534941.8
2.38554E-4,15.69788,-1.253409E7,999.6289,999.6289,0.001805082,1.0,0.9512286,5.156856E-8,3.252651E-5,1.326697E-6,2.842285E-5,2.124376E-6,1.051022E-4,8.227844E-9,9.200112E-7,6.747815E-9,1.074276E-7,6.018684E-5,5.309515E-6,5.909163E-10,2.513719E-8,4.097897E-7,3.815848E-8,5.459225E-10,5.740903E-10,8.733173E-9,1.978433E-5,1.140202E-6,8.812719E-6,1.224604E-5,6.711336E-11,4.283363E-7,1.086872E-9,1.168389E-11,9.610188E-9,1.649582E-5,4.008898E-11,7.966962E-8,1.709059E-11,9.316002E-6,2.041654E-6,2.951236E-10,4.711794E-11,1.797839E-6,2.105728E-5,1.469721E-11,0.004078956,6.783578E-7,2.006651E-12,1.472934E-8,5.927937E-9,2.92815E-10,1.750169E-8,0.01101511,0.006625381,0.02672133,9.432175,1.149886E-4,534936.5,534936.5
2.613397E-4,15.69767,-1.268635E7,999.5869,999.5869,0.001805082,1.0,0.9512008,5.254126E-8,3.657231E-5,1.348018E-6,3.191798E-5,2.155526E-6,1.179959E-4,9.967329E-9,1.037907E-6,7.065357E-9,1.09129E-7,6.761817E-5,5.412491E-6,7.016661E-10,2.91697E-8,4.6679E-7,3.871693E-8,6.399718E-10,7.988784E-10,1.097446E-8,2.222785E-5,1.362346E-6,9.416319E-6,1.399464E-5,8.718032E-11,4.826449E-7,1.414622E-9,1.502832E-11,1.099503E-8,1.858414E-5,5.078162E-11,9.660249E-8,2.16026E-11,1.049805E-5,2.421427E-6,4.076567E-10,6.263533E-11,2.002277E-6,2.370277E-5,1.961808E-11,0.004078721,7.513504E-7,2.82502E-12,1.73323E-8,7.446516E-9,3.985668E-10,2.186726E-8,0.01101286,0.00662359,0.02671356,9.431903,1.149902E-4,534921.1,534921.1
3.0E-4,15.69731,-1.292133E7,999.5143,999.5143,0.001805082,1.0,0.9511526,5.401256E-8,4.35731E-5,1.380479E-6,3.795589E-5,2.2028E-6,1.403182E-4,1.324557E-8,1.243205E-6,7.606134E-9,1.116955E-7,8.048806E-5,5.543581E-6,9.082839E-10,3.624007E-8,5.668067E-7,3.955894E-8,8.131235E-10,1.309465E-9,1.541833E-8,2.646437E-5,1.773278E-6,1.033081E-5,1.709173E-5,1.287855E-10,5.769546E-7,2.09468E-9,2.178291E-11,1.343569E-8,2.22085E-5,7.242497E-11,1.283728E-7,3.069309E-11,1.254906E-5,3.086369E-6,6.516561E-10,9.550728E-11,2.354102E-6,2.829086E-5,3.010571E-11,0.004078323,8.722747E-7,4.7054E-12,2.219921E-8,1.044228E-8,6.293093E-10,3.043394E-8,0.01100897,0.006620487,0.02670011,9.431433,1.149928E-4,534894.4,534894.4
3.587257E-4,15.69676,-1.32172E7,999.4019,999.4019,0.001805082,1.0,0.9510776,5.58572E-8,5.449011E-5,1.421606E-6,4.734973E-5,2.262304E-6,1.751404E-4,1.895836E-8,1.566131E-6,8.430344E-9,1.149118E-7,1.0057E-4,5.683827E-6,1.268076E-9,4.741368E-8,7.257211E-7,4.061184E-8,1.109041E-9,2.461888E-9,2.373339E-8,3.308467E-5,2.468903E-6,1.148615E-5,2.206602E-5,2.115453E-10,7.246773E-7,3.44606E-9,3.473701E-11,1.733562E-8,2.787796E-5,1.143206E-10,1.831805E-7,4.814643E-11,1.575709E-5,4.126072E-6,1.159022E-9,1.625052E-10,2.898546E-6,3.546359E-5,5.164317E-11,0.004077721,1.047908E-6,9.007554E-12,3.065762E-8,1.594397E-8,1.118052E-9,4.620829E-8,0.01100289,0.006615645,0.02667917,9.4307,1.149968E-4,534852.8,534852.8
3.654649E-4,15.6967,-1.324655E7,999.3888,999.3888,0.001805082,1.0,0.9510689,5.604168E-8,5.576187E-5,1.425725E-6,4.844254E-5,2.268234E-6,1.791971E-4,1.96672E-8,1.603942E-6,8.524852E-9,1.15232E-7,1.029098E-4,5.69717E-6,1.31298E-9,4.872406E-8,7.444333E-7,4.07163E-8,1.145538E-9,2.627617E-9,2.480864E-8,3.385667E-5,2.5536E-6,1.160262E-5,2.265496E-5,2.226277E-10,7.419276E-7,3.62677E-9,3.643746E-11,1.779629E-8,2.853939E-5,1.198596E-10,1.89924E-7,5.044106E-11,1.613134E-5,4.246827E-6,1.228237E-9,1.71582E-10,2.961679E-6,3.630017E-5,5.457231E-11,0.004077652,1.067388E-6,9.630187E-12,3.170853E-8,1.664381E-8,1.185635E-9,4.822758E-8,0.01100218,0.006615081,0.02667674,9.430615,1.149972E-4,534848.0,534848.0
3.660427E-4,15.69669,-1.324868E7,999.3877,999.3877,0.001805082,1.0,0.9510681,5.605568E-8,5.587108E-5,1.426073E-6,4.853636E-5,2.268734E-6,1.795455E-4,1.972846E-8,1.60719E-6,8.53295E-9,1.152595E-7,1.031107E-4,5.698294E-6,1.316865E-9,4.883665E-8,7.460419E-7,4.072533E-8,1.148691E-9,2.642175E-9,2.490198E-8,3.392297E-5,2.560908E-6,1.161246E-5,2.270562E-5,2.235935E-10,7.434092E-7,3.642515E-9,3.658535E-11,1.78359E-8,2.859619E-5,1.203417E-10,1.905062E-7,5.064065E-11,1.616348E-5,4.257191E-6,1.234279E-9,1.723739E-10,2.967098E-6,3.637202E-5,5.482797E-11,0.004077647,1.069052E-6,9.684913E-12,3.179939E-8,1.670444E-8,1.191544E-9,4.840268E-8,0.01100212,0.006615032,0.02667653,9.430608,1.149973E-4,534847.6,534847.6
3.667313E-4,15.69669,-1.325159E7,999.3864,999.3864,0.001805082,1.0,0.9510673,5.607503E-8,5.600126E-5,1.426483E-6,4.86482E-5,2.269325E-6,1.799607E-4,1.980158E-8,1.611063E-6,8.542599E-9,1.152911E-7,1.033502E-4,5.69963E-6,1.321503E-9,4.897089E-8,7.479597E-7,4.073559E-8,1.152454E-9,2.659597E-9,2.501348E-8,3.4002E-5,2.569621E-6,1.162416E-5,2.276602E-5,2.247478E-10,7.451755E-7,3.661332E-9,3.676202E-11,1.788313E-8,2.866391E-5,1.209178E-10,1.912009E-7,5.087911E-11,1.62018E-5,4.269544E-6,1.241501E-9,1.733206E-10,2.973557E-6,3.645766E-5,5.51336E-11,0.00407764,1.071033E-6,9.750415E-12,3.190783E-8,1.677683E-8,1.19861E-9,4.861178E-8,0.01100205,0.006614975,0.02667628,9.430599,1.149973E-4,534847.1,534847.1
4.0E-4,15.69638,-1.338203E7,999.3215,999.3215,0.001805082,1.0,0.9510238,5.690391E-8,6.233208E-5,1.44513E-6,5.408379E-5,2.296058E-6,2.001545E-4,2.346284E-8,1.799845E-6,9.008373E-9,1.167406E-7,1.14998E-4,5.759757E-6,1.555037E-9,5.551855E-8,8.416733E-7,4.120829E-8,1.34074E-9,3.599332E-9,3.070887E-8,3.784674E-5,3.001305E-6,1.215291E-5,2.572406E-5,2.847534E-10,8.311612E-7,4.638531E-9,4.586338E-11,2.019425E-8,3.195895E-5,1.50714E-10,2.257956E-7,6.317245E-11,1.806607E-5,4.868643E-6,1.619547E-9,2.227766E-10,3.286998E-6,4.062456E-5,7.112823E-11,0.004077302,1.164908E-6,1.329294E-11,3.734607E-8,2.043482E-8,1.571349E-9,5.92353E-8,0.01099852,0.006612166,0.02666415,9.430174,1.149996E-4,534823.0,534823.0
5.0E-4,15.69543,-1.365472E7,999.1232,999.1232,0.001805082,1.0,0.9508906,5.872737E-8,8.176037E-5,1.486646E-6,7.072739E-5,2.354608E-6,2.621041E-4,3.588009E-8,2.383733E-6,1.039083E-8,1.199341E-7,1.507378E-4,5.904789E-6,2.370424E-9,7.5834E-8,1.133647E-6,4.224282E-8,1.981578E-9,7.74002E-9,5.138424E-8,4.965679E-5,4.406249E-6,1.337301E-5,3.500436E-5,5.165718E-10,1.095875E-6,8.396576E-9,8.006984E-11,2.742591E-8,4.208727E-5,2.643461E-10,3.401524E-7,1.094234E-10,2.379366E-5,6.684722E-6,3.104284E-9,4.16633E-10,4.242014E-6,5.342494E-5,1.341503E-10,0.004076304,1.424626E-6,2.900438E-11,5.591265E-8,3.310121E-8,3.07716E-9,9.700954E-8,0.01098769,0.006603546,0.02662699,9.428871,1.150065E-4,534749.1,534749.1
6.0E-4,15.69448,-1.378962E7,998.9221,998.9221,0.001805082,1.0,0.9507548,5.978217E-8,1.01591E-4,1.511229E-6,8.766905E-5,2.38793E-6,3.252824E-4,5.019019E-8,2.984998E-6,1.173458E-8,1.217961E-7,1.872009E-4,6.01807E-6,3.359435E-9,9.691129E-8,1.436205E-6,4.283511E-8,2.730543E-9,1.427619E-8,7.711017E-8,6.171744E-5,5.92868E-6,1.417327E-5,4.469351E-5,8.283866E-10,1.366906E-6,1.34183E-8,1.250418E-10,3.495213E-8,5.243972E-5,4.162667E-10,4.660324E-7,1.700035E-10,2.964006E-5,8.504013E-6,5.119699E-9,6.807511E-10,5.20866E-6,6.649285E-5,2.204083E-10,0.004075336,1.649888E-6,5.385027E-11,7.745877E-8,4.772309E-8,5.184515E-9,1.42683E-7,0.01097663,0.006594753,0.02658914,9.427543,1.150135E-4,534673.8,534673.8
7.0E-4,15.69353,-1.383117E7,998.7197,998.7197,0.001805082,1.0,0.9506178,6.03105E-8,1.216347E-4,1.524136E-6,1.047558E-4,2.403994E-6,3.890704E-4,6.615633E-8,3.596474E-6,1.303349E-8,1.227452E-7,2.240344E-4,6.111928E-6,4.522781E-9,1.18579E-7,1.744532E-6,4.312431E-8,3.581061E-9,2.370045E-8,1.074031E-7,7.390423E-5,7.526079E-6,1.468738E-5,5.462359E-5,1.221335E-9,1.641319E-6,1.971055E-8,1.812657E-10,4.264054E-8,6.290966E-5,6.084199E-10,5.993097E-7,2.450501E-10,3.554142E-5,1.031134E-5,7.661893E-9,1.016058E-9,6.179629E-6,7.968939E-5,3.301614E-10,0.004074398,1.841882E-6,8.952342E-11,1.015065E-7,6.369027E-8,7.887356E-9,1.950414E-7,0.01096547,0.006585874,0.02655096,9.426203,1.150204E-4,534597.8,534597.8
