Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
8.0E-4,15.69259,-1.381131E7,998.5172,998.5172,0.001805082,1.0,0.9504804,6.048666E-8,1.417637E-4,1.529199E-6,1.218849E-4,2.408549E-6,4.530526E-4,8.359789E-8,4.213228E-6,1.428756E-8,1.230825E-7,2.610013E-4,6.192569E-6,5.858336E-9,1.407215E-7,2.055297E-6,4.321055E-8,4.526456E-9,3.64425E-8,1.417256E-7,8.613291E-5,9.169178E-6,1.500913E-5,6.468081E-5,1.694686E-9,1.917132E-6,2.725597E-8,2.491072E-10,5.039919E-8,7.342523E-5,8.420185E-10,7.370387E-7,3.34447E-10,4.145501E-5,1.209778E-5,1.071763E-8,1.421941E-9,7.150039E-6,9.292143E-5,4.63119E-10,0.004073491,2.003326E-6,1.373783E-10,1.275995E-7,8.054009E-8,1.114905E-8,2.529001E-7,0.01095426,0.00657697,0.02651269,9.424858,1.150274E-4,534521.5,534521.5
9.0E-4,15.69165,-1.375182E7,998.3153,998.3153,0.001805082,1.0,0.9503432,6.043084E-8,1.618929E-4,1.529078E-6,1.389888E-4,2.405552E-6,5.169543E-4,1.023766E-7,4.83194E-6,1.549963E-8,1.230159E-7,2.979446E-4,6.263847E-6,7.362423E-9,1.632593E-7,2.366264E-6,4.316298E-8,5.560561E-9,5.2869E-8,1.795425E-7,9.834746E-5,1.083818E-5,1.520287E-5,7.478918E-5,2.246649E-9,2.193035E-6,3.602512E-8,3.288504E-10,5.816613E-8,8.393866E-5,1.117759E-9,8.771883E-7,4.379394E-10,4.735275E-5,1.385796E-5,1.426926E-8,1.897056E-9,8.11668E-6,1.061276E-4,6.187263E-10,0.004072612,2.137599E-6,1.984614E-10,1.553306E-7,9.794155E-8,1.491485E-8,3.151866E-7,0.01094307,0.006568077,0.02647449,9.423516,1.150343E-4,534445.4,534445.4
0.001,15.69072,-1.366717E7,998.1144,998.1144,0.001805082,1.0,0.9502065,6.022424E-8,1.819669E-4,1.525571E-6,1.560238E-4,2.397665E-6,5.805971E-4,1.223857E-7,5.450418E-6,1.66735E-8,1.226857E-7,3.347621E-4,6.328267E-6,9.030602E-9,1.861376E-7,2.675968E-6,4.302821E-8,6.677915E-9,7.328755E-8,2.20349E-7,1.105114E-4,1.251991E-5,1.531189E-5,8.489886E-5,2.874879E-9,2.46817E-6,4.598323E-8,4.20724E-10,6.590076E-8,9.441869E-5,1.435965E-9,1.018393E-6,5.55202E-10,5.321652E-5,1.55888E-5,1.829738E-8,2.43977E-9,9.077493E-6,1.192681E-4,7.963234E-10,0.004071758,2.248231E-6,2.735553E-10,1.843489E-7,1.15666E-7,1.912126E-8,3.809685E-7,0.01093192,0.006559222,0.02643646,9.42218,1.150411E-4,534369.6,534369.6
0.0011,15.68979,-1.356696E7,997.9149,997.9149,0.001805082,1.0,0.9500706,5.992066E-8,2.0195E-4,1.519884E-6,1.729618E-4,2.38666E-6,6.438669E-4,1.435414E-7,6.067231E-6,1.781334E-8,1.221856E-7,3.713878E-4,6.38747E-6,1.085818E-8,2.09318E-7,2.983471E-6,4.283743E-8,7.873784E-9,9.795251E-8,2.636847E-7,1.226011E-4,1.420567E-5,1.536511E-5,9.497734E-5,3.576797E-9,2.741985E-6,5.709437E-8,5.249191E-10,7.357694E-8,1.048451E-4,1.796697E-9,1.159749E-6,6.858819E-10,5.903484E-5,1.728865E-5,2.278239E-8,3.048424E-9,1.003117E-5,1.323177E-4,9.952383E-10,0.004070927,2.338595E-6,3.632258E-10,2.143601E-7,1.335587E-7,2.3703E-8,4.494577E-7,0.01092084,0.006550421,0.02639868,9.420851,1.150479E-4,534294.3,534294.3
0.0012,15.68888,-1.345732E7,997.717,997.717,0.001805082,1.0,0.9499357,5.955641E-8,2.218196E-4,1.512807E-6,1.897858E-4,2.373699E-6,7.066926E-4,1.657759E-7,6.68147E-6,1.892106E-8,1.215771E-7,4.077805E-4,6.442566E-6,1.284039E-8,2.327729E-7,3.288188E-6,4.261102E-8,9.144062E-9,1.27071E-7,3.09137E-7,1.34602E-4,1.588981E-5,1.538157E-5,1.050039E-4,4.349721E-9,3.014133E-6,6.932292E-8,6.415992E-10,8.11784E-8,1.15205E-4,2.199816E-9,1.300669E-6,8.296199E-10,6.480065E-5,1.895685E-5,2.77051E-8,3.721429E-9,1.097693E-5,1.452608E-4,1.214825E-9,0.004070117,2.411773E-6,4.678559E-10,2.451208E-7,1.515172E-7,2.859697E-8,5.199984E-7,0.01090983,0.006541683,0.02636117,9.419533,1.150546E-4,534219.5,534219.5
0.0013,15.68797,-1.334259E7,997.5207,997.5207,0.001805082,1.0,0.9498017,5.915373E-8,2.415616E-4,1.504871E-6,2.06485E-4,2.359553E-6,7.690302E-4,1.890341E-7,7.292553E-6,2.0003E-8,1.209025E-7,4.439144E-4,6.494294E-6,1.49727E-8,2.56482E-7,3.589762E-6,4.236313E-8,1.04852E-8,1.608095E-7,3.563397E-7,1.465049E-4,1.756861E-5,1.5374E-5,1.149654E-4,5.191057E-9,3.284394E-6,8.263533E-8,7.709076E-10,8.869513E-8,1.254903E-4,2.645036E-9,1.440772E-6,9.860637E-10,7.050969E-5,2.059329E-5,3.304739E-8,4.457325E-9,1.19143E-5,1.580876E-4,1.454484E-9,0.004069325,2.470485E-6,5.876967E-10,2.764311E-7,1.694733E-7,3.374508E-8,5.920507E-7,0.0108989,0.006533015,0.02632396,9.418224,1.150612E-4,534145.3,534145.3
0.0014,15.68707,-1.322527E7,997.3261,997.3261,0.001805082,1.0,0.9496688,5.872773E-8,2.611678E-4,1.496422E-6,2.230537E-4,2.344725E-6,8.308548E-4,2.132691E-7,7.90013E-6,2.105811E-8,1.201873E-7,4.797744E-4,6.543177E-6,1.72507E-8,2.804299E-7,3.88799E-6,4.210214E-8,1.189413E-8,1.992988E-7,4.049704E-7,1.583045E-4,1.923972E-5,1.535072E-5,1.248537E-4,6.098258E-9,3.552642E-6,9.699968E-8,9.129698E-10,9.612148E-8,1.356962E-4,3.131956E-9,1.57982E-6,1.154872E-9,7.615964E-5,2.219827E-5,3.879208E-8,5.254777E-9,1.284303E-5,1.70793E-4,1.713659E-9,0.004068551,2.517091E-6,7.228815E-10,3.081282E-7,1.873829E-7,3.909519E-8,6.65173E-7,0.01088807,0.00652442,0.02628707,9.416927,1.150678E-4,534071.7,534071.7
0.0015,15.68618,-1.310692E7,997.1332,997.1332,0.001805082,1.0,0.949537,5.829157E-8,2.806338E-4,1.487685E-6,2.394888E-4,2.329543E-6,8.921534E-4,2.384398E-7,8.503995E-6,2.209068E-8,1.194497E-7,5.153522E-4,6.58958E-6,1.967013E-8,3.046044E-7,4.18277E-6,4.183412E-8,1.336805E-8,2.426386E-7,4.547461E-7,1.699979E-4,2.090163E-5,1.531724E-5,1.346639E-4,7.068858E-9,3.818805E-6,1.123855E-7,1.067897E-9,1.034545E-7,1.458199E-4,3.660084E-9,1.717664E-6,1.335717E-9,8.174939E-5,2.37723E-5,4.492272E-8,6.112563E-9,1.376302E-5,1.833743E-4,1.991842E-9,0.004067791,2.553612E-6,8.734502E-10,3.400801E-7,2.052173E-7,4.460165E-8,7.390063E-7,0.01087733,0.006515901,0.02625051,9.415642,1.150744E-4,533998.8,533998.8
0.0016,15.68529,-1.298881E7,996.942,996.942,0.001805082,1.0,0.9494064,5.784971E-8,2.999573E-4,1.478811E-6,2.557892E-4,2.314223E-6,9.529207E-4,2.6451E-7,9.104041E-6,2.310095E-8,1.187017E-7,5.506441E-4,6.633772E-6,2.222697E-8,3.28995E-7,4.474062E-6,4.156302E-8,1.490448E-8,2.909023E-7,5.054188E-7,1.81584E-4,2.255342E-5,1.527718E-5,1.443935E-4,8.100515E-9,4.08285E-6,1.287645E-7,1.235787E-9,1.106931E-7,1.558601E-4,4.228857E-9,1.854218E-6,1.528285E-9,8.727862E-5,2.531604E-5,5.142395E-8,7.029567E-9,1.467425E-5,1.958304E-4,2.288559E-9,0.004067045,2.581758E-6,1.039374E-9,3.721801E-7,2.229584E-7,5.022506E-8,8.1326E-7,0.01086668,0.006507457,0.02621427,9.414367,1.150809E-4,533926.5,533926.5
0.0017,15.68442,-1.28716E7,996.7526,996.7526,0.001805082,1.0,0.9492768,5.740694E-8,3.191379E-4,1.469897E-6,2.719553E-4,2.298905E-6,0.001013157,2.914472E-7,9.700223E-6,2.409114E-8,1.179507E-7,5.856494E-4,6.675955E-6,2.491738E-8,3.535931E-7,4.761868E-6,4.129135E-8,1.650118E-8,3.441398E-7,5.567715E-7,1.930626E-4,2.419453E-5,1.523295E-5,1.540413E-4,9.190993E-9,4.344766E-6,1.461097E-7,1.416725E-9,1.178372E-7,1.658162E-4,4.837653E-9,1.989433E-6,1.732276E-9,9.274755E-5,2.68302E-5,5.828123E-8,8.004755E-9,1.557677E-5,2.081616E-4,2.603373E-9,0.004066312,2.602967E-6,1.220569E-9,4.04342E-7,2.405946E-7,5.593192E-8,8.876995E-7,0.01085612,0.00649909,0.02617836,9.413104,1.150873E-4,533854.9,533854.9
0.0018,15.68355,-1.275573E7,996.5648,996.5648,0.001805082,1.0,0.9491483,5.696619E-8,3.381761E-4,1.461009E-6,2.879878E-4,2.28368E-6,0.001072864,3.192213E-7,1.029254E-5,2.506201E-8,1.172019E-7,6.203692E-4,6.71629E-6,2.773768E-8,3.783908E-7,5.046218E-6,4.102078E-8,1.815608E-8,4.023811E-7,6.086151E-7,2.044343E-4,2.582467E-5,1.518615E-5,1.636068E-4,1.033815E-8,4.604563E-6,1.643955E-7,1.610785E-9,1.248877E-7,1.756884E-4,5.485803E-9,2.123288E-6,1.947403E-9,9.815671E-5,2.831556E-5,6.548077E-8,9.037161E-9,1.647066E-5,2.20369E-4,2.935871E-9,0.00406559,2.618441E-6,1.416902E-9,4.364969E-7,2.581193E-7,6.169405E-8,9.621367E-7,0.01084566,0.006490797,0.02614278,9.411852,1.150937E-4,533783.9,533783.9
0.0019,15.68269,-1.264145E7,996.3788,996.3788,0.001805082,1.0,0.949021,5.652921E-8,3.570732E-4,1.452185E-6,3.038883E-4,2.268602E-6,0.001132049,3.478042E-7,1.088101E-5,2.60146E-8,1.164583E-7,6.548058E-4,6.754904E-6,3.068435E-8,4.033807E-7,5.327156E-6,4.075233E-8,1.986723E-8,4.656392E-7,6.607836E-7,2.157E-4,2.744368E-5,1.513784E-5,1.730905E-4,1.153995E-8,4.862256E-6,1.835975E-7,1.81803E-9,1.318457E-7,1.854771E-4,6.172602E-9,2.255778E-6,2.173389E-9,1.035068E-4,2.977289E-5,7.300946E-8,1.012588E-8,1.735603E-5,2.324538E-4,3.285664E-9,0.004064879,2.629187E-6,1.628211E-9,4.68589E-7,2.755285E-7,6.748777E-8,1.036419E-6,0.01083529,0.00648258,0.02610751,9.410612,1.151E-4,533713.5,533713.6
0.001997148,15.68186,-1.253221E7,996.1996,996.1996,0.001805082,1.0,0.9488983,5.610891E-8,3.752975E-4,1.443696E-6,3.192105E-4,2.254121E-6,0.001189051,3.763215E-7,1.144905E-5,2.69231E-8,1.157421E-7,6.879919E-4,6.790861E-6,3.366479E-8,4.278354E-7,5.596864E-6,4.049412E-8,2.158173E-8,5.318954E-7,7.116373E-7,2.265441E-4,2.900589E-5,1.509012E-5,1.822259E-4,1.275792E-8,5.110607E-6,2.031071E-7,2.032041E-9,1.385181E-7,1.949075E-4,6.87612E-9,2.383185E-6,2.403076E-9,1.086486E-4,3.116254E-5,8.062673E-8,1.123663E-8,1.820809E-5,2.440781E-4,3.641692E-9,0.004064198,2.635892E-6,1.847649E-9,4.996633E-7,2.923286E-7,7.312789E-8,1.10832E-6,0.0108253,0.006474667,0.02607356,9.409418,1.151061E-4,533645.8,533645.8
0.002,15.68183,-1.252905E7,996.1944,996.1944,0.001805082,1.0,0.9488947,5.60961E-8,3.758306E-4,1.443447E-6,3.196586E-4,2.253692E-6,0.001190718,3.771697E-7,1.146567E-5,2.694949E-8,1.157197E-7,6.889624E-4,6.791892E-6,3.375402E-8,4.285561E-7,5.604736E-6,4.04864E-8,2.163283E-8,5.339122E-7,7.131318E-7,2.268611E-4,2.905161E-5,1.508871E-5,1.824929E-4,1.279441E-8,5.117869E-6,2.036925E-7,2.038513E-9,1.387127E-7,1.951833E-4,6.89731E-9,2.386907E-6,2.409969E-9,1.087988E-4,3.120296E-5,8.085479E-8,1.127003E-8,1.823299E-5,2.444177E-4,3.652384E-9,0.004064178,2.63604E-6,1.854301E-9,5.005738E-7,2.928202E-7,7.32935E-8,1.110427E-6,0.010825,0.006474436,0.02607257,9.409383,1.151063E-4,533643.8,533643.8
0.002011464,15.68174,-1.251556E7,996.1733,996.1733,0.001805082,1.0,0.9488803,5.604519E-8,3.779721E-4,1.442443E-6,3.214581E-4,2.251971E-6,0.001197411,3.805848E-7,1.153246E-5,2.705533E-8,1.15634E-7,6.928602E-4,6.79602E-6,3.411362E-8,4.314536E-7,5.636344E-6,4.045486E-8,2.183863E-8,5.420585E-7,7.191382E-7,2.281339E-4,2.923527E-5,1.508303E-5,1.835656E-4,1.29415E-8,5.14704E-6,2.060521E-7,2.064636E-9,1.394942E-7,1.962907E-4,6.982775E-9,2.401853E-6,2.437754E-9,1.094017E-4,3.136519E-5,8.177382E-8,1.14047E-8,1.833298E-5,2.457815E-4,3.695488E-9,0.004064098,2.636607E-6,1.881153E-9,5.042319E-7,2.947949E-7,7.395906E-8,1.118888E-6,0.01082383,0.006473507,0.02606858,9.409242,1.15107E-4,533635.9,533635.9
0.00203298,15.68155,-1.249224E7,996.1339,996.1339,0.001805082,1.0,0.9488533,5.595576E-8,3.819862E-4,1.44059E-6,3.24831E-4,2.248826E-6,0.001209953,3.870235E-7,1.165766E-5,2.725401E-8,1.15481E-7,7.001657E-4,6.803743E-6,3.479312E-8,4.368988E-7,5.695546E-6,4.039975E-8,2.222689E-8,5.575384E-7,7.304131E-7,2.30519E-4,2.957948E-5,1.507239E-5,1.85576E-4,1.321949E-8,5.201714E-6,2.105139E-7,2.114172E-9,1.409575E-7,1.983661E-4,7.144593E-9,2.429854E-6,2.490297E-9,1.105313E-4,3.166868E-5,8.351029E-8,1.165952E-8,1.852036E-5,2.483368E-4,3.77702E-9,0.004063949,2.637557E-6,1.932106E-9,5.110923E-7,2.984968E-7,7.520803E-8,1.134755E-6,0.01082163,0.006471766,0.02606111,9.40898,1.151083E-4,533621.0,533621.0
0.0021,15.68099,-1.241839E7,996.0116,996.0116,0.001805082,1.0,0.9487695,5.567172E-8,3.944493E-4,1.434846E-6,3.352995E-4,2.239048E-6,0.001248874,4.072992E-7,1.204656E-5,2.786813E-8,1.149964E-7,7.228404E-4,6.827374E-6,3.694452E-8,4.539119E-7,5.878995E-6,4.022486E-8,2.345161E-8,6.072265E-7,7.655337E-7,2.37918E-4,3.064833E-5,1.503925E-5,1.918145E-4,1.41001E-8,5.371416E-6,2.246652E-7,2.27239E-9,1.454898E-7,2.04807E-4,7.659479E-9,2.516679E-6,2.656972E-9,1.14033E-4,3.260631E-5,8.90074E-8,1.246925E-8,1.910161E-5,2.562617E-4,4.035814E-9,0.004063486,2.639668E-6,2.095081E-9,5.324151E-7,3.099929E-7,7.909505E-8,1.184059E-6,0.01081481,0.006466365,0.02603794,9.408164,1.151125E-4,533574.7,533574.7
0.0022,15.68015,-1.230962E7,995.8304,995.8304,0.001805082,1.0,0.9486453,5.525182E-8,4.129336E-4,1.426343E-6,3.508155E-4,2.224585E-6,0.001306533,4.381569E-7,1.262378E-5,2.877034E-8,1.14279E-7,7.564486E-4,6.861425E-6,4.025067E-8,4.794393E-7,6.150056E-6,3.996616E-8,2.532114E-8,6.85473E-7,8.178829E-7,2.48874E-4,3.223403E-5,1.498981E-5,2.010575E-4,1.54544E-8,5.622962E-6,2.464802E-7,2.519473E-9,1.521803E-7,2.143508E-4,8.457725E-9,2.645133E-6,2.913985E-9,1.192116E-4,3.398415E-5,9.745109E-8,1.372184E-8,1.996217E-5,2.679898E-4,4.435342E-9,0.004062803,2.640704E-6,2.350082E-9,5.640879E-7,3.27049E-7,8.487947E-8,1.257249E-6,0.0108047,0.006458365,0.02600361,9.406956,1.151186E-4,533506.2,533506.2
0.002272684,15.67954,-1.223189E7,995.6998,995.6998,0.001805082,1.0,0.9485557,5.495062E-8,4.262847E-4,1.420233E-6,3.62015E-4,2.214197E-6,0.001348132,4.610333E-7,1.304105E-5,2.941606E-8,1.137626E-7,7.807076E-4,6.885298E-6,4.272516E-8,4.980986E-7,6.345083E-6,3.97799E-8,2.67112E-8,7.454471E-7,8.558438E-7,2.567743E-4,3.337975E-5,1.495397E-5,2.077267E-4,1.646853E-8,5.804545E-6,2.628573E-7,2.707433E-9,1.569893E-7,2.212376E-4,9.060302E-9,2.737676E-6,3.10699E-9,1.229409E-4,3.496987E-5,1.037663E-7,1.46656E-8,2.058263E-5,2.764419E-4,4.735739E-9,0.004062311,2.640083E-6,2.544289E-9,5.869896E-7,3.393726E-7,8.906689E-8,1.310132E-6,0.01079741,0.006452594,0.02597886,9.406085,1.151231E-4,533456.8,533456.8
0.002275231,15.67952,-1.22289E7,995.6952,995.6952,0.001805082,1.0,0.9485525,5.493943E-8,4.267513E-4,1.420015E-6,3.624064E-4,2.213829E-6,0.001349585,4.618418E-7,1.305564E-5,2.94385E-8,1.137433E-7,7.815553E-4,6.88612E-6,4.281296E-8,4.987541E-7,6.351888E-6,3.977333E-8,2.676039E-8,7.475961E-7,8.571723E-7,2.570503E-4,3.341981E-5,1.495271E-5,2.079597E-4,1.650452E-8,5.81089E-6,2.634391E-7,2.714149E-9,1.57157E-7,2.214782E-4,9.081757E-9,2.740907E-6,3.113847E-9,1.230711E-4,3.500418E-5,1.039902E-7,1.469918E-8,2.06043E-5,2.767371E-4,4.746417E-9,0.004062294,2.640042E-6,2.551229E-9,5.877903E-7,3.398034E-7,8.921334E-8,1.31198E-6,0.01079716,0.006452393,0.02597799,9.406055,1.151232E-4,533455.1,533455.1
0.0023,15.67932,-1.220276E7,995.6509,995.6509,0.001805082,1.0,0.9485221,5.483843E-8,4.312839E-4,1.417964E-6,3.66207E-4,2.210347E-6,0.001363698,4.697279E-7,1.319737E-5,2.965676E-8,1.135719E-7,7.897878E-4,6.894091E-6,4.367069E-8,5.051339E-7,6.417944E-6,3.971121E-8,2.724039E-8,7.686696E-7,8.700824E-7,2.597297E-4,3.380882E-5,1.494053E-5,2.102224E-4,1.68561E-8,5.872515E-6,2.691257E-7,2.779929E-9,1.587849E-7,2.238149E-4,9.291645E-9,2.772276E-6,3.180876E-9,1.243348E-4,3.53369E-5,1.061781E-7,1.50276E-8,2.081471E-5,2.796027E-4,4.85082E-9,0.004062128,2.639584E-6,2.619216E-9,5.955685E-7,3.43988E-7,9.063602E-8,1.329933E-6,0.01079468,0.006450435,0.02596959,9.405759,1.151247E-4,533438.3,533438.3
0.0024,15.67849,-1.209783E7,995.4728,995.4728,0.001805082,1.0,0.9484,5.443204E-8,4.495034E-4,1.409726E-6,3.814771E-4,2.196361E-6,0.001420381,5.019873E-7,1.37674E-5,3.052858E-8,1.128759E-7,8.228639E-4,6.925479E-6,4.720117E-8,5.309891E-7,6.682747E-6,3.946028E-8,2.920768E-8,8.567483E-7,9.220511E-7,2.704871E-4,3.537278E-5,1.48916E-5,2.193107E-4,1.830332E-8,6.120119E-6,2.925779E-7,3.053713E-9,1.65306E-7,2.332008E-4,1.016027E-8,2.898136E-6,3.457366E-9,1.294041E-4,3.666541E-5,1.151766E-7,1.638553E-8,2.165941E-5,2.91103E-4,5.281851E-9,0.00406146,2.636722E-6,2.902167E-9,6.268412E-7,3.608116E-7,9.635611E-8,1.402066E-6,0.01078475,0.006442575,0.02593587,9.404572,1.151308E-4,533371.0,533371.0
0.0025,15.67767,-1.199471E7,995.2963,995.2963,0.001805082,1.0,0.9482789,5.403197E-8,4.675937E-4,1.401606E-6,3.966274E-4,2.182588E-6,0.001476588,5.349164E-7,1.433393E-5,3.138549E-8,1.121898E-7,8.556802E-4,6.955616E-6,5.083959E-8,5.569997E-7,6.94452E-6,3.921298E-8,3.122175E-8,9.496727E-7,9.737193E-7,2.811476E-4,3.692608E-5,1.484308E-5,2.283234E-4,1.979462E-8,6.365801E-6,3.1682E-7,3.34087E-9,1.717452E-7,2.425094E-4,1.106291E-8,3.022731E-6,3.743265E-9,1.344201E-4,3.797027E-5,1.244376E-7,1.779505E-8,2.249639E-5,3.024924E-4,5.728181E-9,0.004060801,2.632427E-6,3.198721E-9,6.578928E-7,3.775211E-7,1.02033E-7,1.473615E-6,0.0107749,0.006434782,0.02590243,9.403395,1.151368E-4,533304.3,533304.3
0.0026,15.67686,-1.189343E7,995.1213,995.1213,0.001805082,1.0,0.9481587,5.363856E-8,4.855569E-4,1.393618E-6,4.1166E-4,2.169044E-6,0.001532327,5.684956E-7,1.489702E-5,3.222827E-8,1.115144E-7,8.882408E-4,6.984566E-6,5.45833E-8,5.831603E-7,7.203326E-6,3.896953E-8,3.328129E-8,1.047387E-6,1.025027E-6,2.917128E-4,3.846885E-5,1.479501E-5,2.372618E-4,2.13285E-8,6.609594E-6,3.418337E-7,3.641401E-9,1.781041E-7,2.517418E-4,1.199877E-8,3.146086E-6,4.038358E-9,1.393839E-4,3.925213E-5,1.339518E-7,1.925547E-8,2.332577E-5,3.137729E-4,6.189518E-9,0.004060148,2.626966E-6,3.508627E-9,6.887138E-7,3.941178E-7,1.076613E-7,1.544554E-6,0.01076513,0.006427056,0.02586929,9.402229,1.151428E-4,533238.1,533238.1
0.0027,15.67605,-1.179394E7,994.9477,994.9477,0.001805082,1.0,0.9480395,5.325172E-8,5.033952E-4,1.385757E-6,4.26577E-4,2.155726E-6,0.001587606,6.027054E-7,1.545674E-5,3.305731E-8,1.108495E-7,9.205501E-4,7.012383E-6,5.842965E-8,6.094654E-7,7.45923E-6,3.872987E-8,3.538498E-8,1.14983E-6,1.07592E-6,3.021843E-4,4.000126E-5,1.474746E-5,2.461272E-4,2.290347E-8,6.85153E-6,3.67601E-7,3.955302E-9,1.843847E-7,2.608992E-4,1.296705E-8,3.268222E-6,4.342436E-9,1.442964E-4,4.051162E-5,1.437099E-7,2.076606E-8,2.414769E-5,3.249465E-4,6.66557E-9,0.004059502,2.620565E-6,3.831625E-9,7.192971E-7,4.106035E-7,1.132367E-7,1.614863E-6,0.01075544,0.006419395,0.02583642,9.401072,1.151487E-4,533172.5,533172.5
0.0028,15.67526,-1.16962E7,994.7756,994.7756,0.001805082,1.0,0.9479212,5.287131E-8,5.211107E-4,1.378022E-6,4.413805E-4,2.142627E-6,0.001642433,6.375274E-7,1.601315E-5,3.387299E-8,1.101948E-7,9.526122E-4,7.039115E-6,6.237612E-8,6.359095E-7,7.712296E-6,3.849392E-8,3.753161E-8,1.256937E-6,1.126355E-6,3.125637E-4,4.152346E-5,1.470043E-5,2.549208E-4,2.451811E-8,7.091642E-6,3.941043E-7,4.282565E-9,1.905885E-7,2.699828E-4,1.396696E-8,3.389163E-6,4.655296E-9,1.491588E-4,4.174936E-5,1.53703E-7,2.232617E-8,2.496227E-5,3.360152E-4,7.156061E-9,0.004058863,2.613411E-6,4.167458E-9,7.496376E-7,4.269798E-7,1.187559E-7,1.684529E-6,0.01074582,0.006411799,0.02580384,9.399925,1.151546E-4,533107.4,533107.4
0.0029,15.67446,-1.160017E7,994.6049,994.6049,0.001805082,1.0,0.9478039,5.249722E-8,5.387056E-4,1.37041E-6,4.560724E-4,2.129744E-6,0.001696816,6.729437E-7,1.656631E-5,3.467567E-8,1.095503E-7,9.844311E-4,7.064807E-6,6.642026E-8,6.624878E-7,7.962583E-6,3.826164E-8,3.971997E-8,1.368639E-6,1.176294E-6,3.228525E-4,4.303558E-5,1.465394E-5,2.636437E-4,2.617109E-8,7.329962E-6,4.213271E-7,4.623175E-9,1.967174E-7,2.789936E-4,1.499772E-8,3.508932E-6,4.976743E-9,1.539718E-4,4.296594E-5,1.639229E-7,2.393512E-8,2.576966E-5,3.469809E-4,7.66072E-9,0.004058231,2.605656E-6,4.515875E-9,7.797323E-7,4.432485E-7,1.242164E-7,1.753544E-6,0.01073629,0.006404266,0.02577153,9.398787,1.151604E-4,533042.9,533042.9
0.003,15.67368,-1.150579E7,994.4356,994.4356,0.001805082,1.0,0.9476875,5.212933E-8,5.561817E-4,1.362918E-6,4.706546E-4,2.11707E-6,0.001750763,7.089371E-7,1.711629E-5,3.54657E-8,1.089157E-7,0.001016011,7.089503E-6,7.055971E-8,6.891949E-7,8.210151E-6,3.803293E-8,4.194894E-8,1.484868E-6,1.225704E-6,3.330523E-4,4.453779E-5,1.4608E-5,2.722972E-4,2.786108E-8,7.566519E-6,4.49253E-7,4.977112E-9,2.027729E-7,2.879329E-4,1.605856E-8,3.627552E-6,5.306589E-9,1.587364E-4,4.416191E-5,1.743614E-7,2.559226E-8,2.656996E-5,3.578453E-4,8.179285E-9,0.004057604,2.597428E-6,4.876624E-9,8.095791E-7,4.594111E-7,1.296163E-7,1.821902E-6,0.01072683,0.006396795,0.02573948,9.397658,1.151662E-4,532978.9,532978.9
