Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H3_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_IC3H7_Soln#7 (),Mole_fraction_NC3H7_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_PC4H9_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H8_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC12H26_Soln#7 (),Mole_fraction_NC16H34_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
2.189542E-4,15.48893,-6.777553E8,1182.616,1182.616,0.001388525,1.0,0.8807077,4.038143E-6,0.0114299,7.218427E-5,0.003339582,2.883592E-5,0.04019563,3.283312E-6,4.140378E-4,9.55139E-4,2.253872E-6,1.680513E-6,0.01742928,1.14232E-4,5.228184E-5,9.520937E-5,3.04645E-4,6.722681E-7,2.083184E-5,9.366565E-5,6.149355E-5,0.005320719,3.564035E-4,6.387528E-5,0.006783447,6.872843E-5,1.467569E-4,1.138459E-4,1.160032E-6,3.150825E-6,3.133045E-5,0.004129874,3.444033E-6,1.262321E-4,1.269089E-6,0.002021354,9.949982E-5,1.061238E-5,1.264246E-6,4.396068E-4,0.003849379,0.003526227,2.858043E-5,3.653284E-6,4.229766E-5,1.561962E-6,3.894388E-5,0.004787712,0.002101995,0.01056156,8.699473,8.964602E-5,493382.0,493382.0
2.2E-4,15.48862,-6.742563E8,1182.487,1182.487,0.001388525,1.0,0.8806256,4.022794E-6,0.01144897,7.195317E-5,0.003344353,2.874567E-5,0.04024425,3.27315E-6,4.148738E-4,9.55833E-4,2.250784E-6,1.673682E-6,0.01744699,1.140999E-4,5.242704E-5,9.539719E-5,3.047891E-4,6.694359E-7,2.086079E-5,9.406666E-5,6.152178E-5,0.005323662,3.569301E-4,6.377838E-5,0.006791721,6.888933E-5,1.470178E-4,1.141836E-4,1.163342E-6,3.16561E-6,3.133245E-5,0.004132129,3.454362E-6,1.263365E-4,1.272603E-6,0.002022349,9.957906E-5,1.063833E-5,1.269338E-6,4.398166E-4,0.003850521,0.003525634,2.853273E-5,3.666445E-6,4.236984E-5,1.565244E-6,3.899158E-5,0.004781452,0.002098174,0.01054487,8.698699,8.964781E-5,493338.1,493338.1
2.3E-4,15.48574,-6.424374E8,1181.289,1181.289,0.001388525,1.0,0.8798601,3.882449E-6,0.01162752,6.983234E-5,0.003388976,2.791721E-5,0.0406976,3.179666E-6,4.227062E-4,9.62262E-4,2.222128E-6,1.611262E-6,0.01761166,1.128737E-4,5.379372E-5,9.715786E-5,3.061109E-4,6.435699E-7,2.113088E-5,9.786249E-5,6.176343E-5,0.005350644,3.618381E-4,6.287998E-5,0.00686885,7.039754E-5,1.494673E-4,1.17367E-4,1.194535E-6,3.305938E-6,3.134867E-5,0.004152785,3.551101E-6,1.272984E-4,1.305647E-6,0.00203142,1.00315E-4,1.088192E-5,1.31769E-6,4.417293E-4,0.003860744,0.003520104,2.809048E-5,3.790797E-6,4.304321E-5,1.596095E-6,3.943328E-5,0.004723225,0.002062722,0.01038958,8.691498,8.966449E-5,492929.7,492929.7
2.4E-4,15.48298,-6.133224E8,1180.145,1180.145,0.001388525,1.0,0.8791279,3.752778E-6,0.01179973,6.786002E-5,0.003431903,2.714644E-5,0.04113141,3.092376E-6,4.302621E-4,9.683412E-4,2.19495E-6,1.553644E-6,0.01776838,1.117102E-4,5.5123E-5,9.885776E-5,3.073377E-4,6.197202E-7,2.138955E-5,1.015899E-4,6.195803E-5,0.005375668,3.665284E-4,6.202935E-5,0.006942596,7.185374E-5,1.518387E-4,1.204705E-4,1.224952E-6,3.444404E-6,3.136012E-5,0.004171911,3.644315E-6,1.281994E-4,1.337726E-6,0.002039752,1.010139E-4,1.111756E-5,1.365437E-6,4.434849E-4,0.003869797,0.003514817,2.767184E-5,3.91256E-6,4.368782E-5,1.626027E-6,3.985052E-5,0.004667758,0.002029101,0.01024174,8.684632,8.968047E-5,492540.3,492540.4
2.5E-4,15.48033,-5.865859E8,1179.052,1179.052,0.001388525,1.0,0.8784264,3.632581E-6,0.01196607,6.602032E-5,0.003473266,2.642722E-5,0.04154729,3.010655E-6,4.375617E-4,9.741033E-4,2.169117E-6,1.500285E-6,0.01791781,1.106039E-4,5.641723E-5,1.00501E-4,3.084792E-4,5.976566E-7,2.16377E-5,1.052509E-4,6.211083E-5,0.005398924,3.710183E-4,6.122217E-5,0.007013236,7.326161E-5,1.541379E-4,1.234992E-4,1.254644E-6,3.581053E-6,3.136743E-5,0.004189655,3.734202E-6,1.29045E-4,1.368899E-6,0.002047419,1.016788E-4,1.134578E-5,1.412602E-6,4.450988E-4,0.003877806,0.003509754,2.72747E-5,4.03188E-6,4.430594E-5,1.655103E-6,4.024542E-5,0.004614815,0.001997147,0.0101007,8.678073,8.96958E-5,492168.3,492168.3
2.596065E-4,15.47789,-5.628846E8,1178.046,1178.046,0.001388525,1.0,0.8777791,3.525077E-6,0.01212075,6.436523E-5,0.003511639,2.577994E-5,0.04193123,2.936892E-6,4.443495E-4,9.793667E-4,2.14546E-6,1.452604E-6,0.01805506,1.095906E-4,5.762955E-5,1.020298E-4,3.095032E-4,5.779604E-7,2.186692E-5,1.087075E-4,6.222253E-5,0.005419753,3.751571E-4,6.048416E-5,0.007078398,7.457166E-5,1.562832E-4,1.263425E-4,1.282528E-6,3.710653E-6,3.137104E-5,0.00420552,3.817588E-6,1.298095E-4,1.398044E-6,0.002054217,1.022882E-4,1.155849E-5,1.457379E-6,4.465282E-4,0.003884617,0.003505083,2.691174E-5,4.144326E-6,4.487667E-5,1.682283E-6,4.060552E-5,0.004566141,0.001967889,0.009971111,8.672037,8.970996E-5,491826.0,491826.0
2.6E-4,15.47779,-5.619519E8,1178.006,1178.006,0.001388525,1.0,0.8777531,3.520827E-6,0.01212698,6.429962E-5,0.003513184,2.575427E-5,0.04194664,2.933963E-6,4.446231E-4,9.795769E-4,2.144514E-6,1.45072E-6,0.01806056,1.095501E-4,5.767859E-5,1.020915E-4,3.095437E-4,5.771826E-7,2.187613E-5,1.088478E-4,6.222642E-5,0.005420577,3.753232E-4,6.045466E-5,0.007081014,7.462448E-5,1.563698E-4,1.264576E-4,1.283657E-6,3.715927E-6,3.137112E-5,0.004206147,3.820944E-6,1.298399E-4,1.399221E-6,0.002054484,1.023125E-4,1.156707E-5,1.459203E-6,4.465844E-4,0.003884879,0.003504896,2.689724E-5,4.148889E-6,4.489959E-5,1.683381E-6,4.061989E-5,0.00456419,0.001966719,0.009965919,8.671795,8.971053E-5,491812.3,491812.3
2.7E-4,15.47534,-5.391855E8,1177.003,1177.003,0.001388525,1.0,0.8771058,3.416636E-6,0.01228283,6.268613E-5,0.003551761,2.512304E-5,0.04233072,2.861827E-6,4.514624E-4,9.847869E-4,2.121039E-6,1.404549E-6,0.01819715,1.085443E-4,5.8909E-5,1.036324E-4,3.105385E-4,5.581297E-7,2.210555E-5,1.123825E-4,6.230883E-5,0.005440773,3.794567E-4,5.972351E-5,0.007146146,7.594531E-5,1.585392E-4,1.293497E-4,1.312035E-6,3.849071E-6,3.137165E-5,0.004221499,3.904712E-6,1.305885E-4,1.428743E-6,0.002061003,1.029175E-4,1.178185E-5,1.50526E-6,4.479536E-4,0.00389111,0.003500228,2.653783E-5,4.26371E-6,4.547057E-5,1.710911E-6,4.097558E-5,0.004515698,0.001937689,0.00983689,8.665778,8.97247E-5,491471.0,491471.0
2.8E-4,15.47299,-5.180869E8,1176.039,1176.039,0.001388525,1.0,0.8764827,3.319254E-6,0.01243395,6.116973E-5,0.003589088,2.452959E-5,0.04270062,2.79384E-6,4.580937E-4,9.897549E-4,2.098605E-6,1.361433E-6,0.01832805,1.07583E-4,6.011019E-5,1.051267E-4,3.114696E-4,5.403541E-7,2.232658E-5,1.158568E-4,6.236153E-5,0.005459635,3.834307E-4,5.902586E-5,0.007208821,7.722671E-5,1.6065E-4,1.321791E-4,1.339812E-6,3.980524E-6,3.136939E-5,0.004235809,3.985654E-6,1.312945E-4,1.457506E-6,0.002067025,1.034957E-4,1.19905E-5,1.550788E-6,4.492164E-4,0.003896581,0.003495736,2.619507E-5,4.376451E-6,4.602045E-5,1.737736E-6,4.131394E-5,0.00446918,0.001909951,0.009713189,8.66,8.973835E-5,491143.4,491143.4
2.9E-4,15.47072,-4.984767E8,1175.112,1175.112,0.001388525,1.0,0.8758819,3.22799E-6,0.01258068,5.974101E-5,0.003625257,2.397029E-5,0.04305742,2.729617E-6,4.645316E-4,9.945019E-4,2.077122E-6,1.32106E-6,0.0184537,1.066624E-4,6.128393E-5,1.065774E-4,3.123431E-4,5.237251E-7,2.253983E-5,1.192729E-4,6.238787E-5,0.005477285,3.872571E-4,5.835885E-5,0.007269226,7.847135E-5,1.627063E-4,1.349495E-4,1.367027E-6,4.110338E-6,3.13647E-5,0.004249173,4.063933E-6,1.319616E-4,1.485558E-6,0.002072596,1.040493E-4,1.219341E-5,1.595807E-6,4.503827E-4,0.003901367,0.003491408,2.586756E-5,4.487229E-6,4.655079E-5,1.763903E-6,4.163639E-5,0.004424479,0.001883396,0.009594393,8.654445,8.975152E-5,490828.3,490828.3
3.0E-4,15.46853,-4.802089E8,1174.22,1174.22,0.001388525,1.0,0.875302,3.142293E-6,0.01272327,5.839259E-5,0.003660337,2.344226E-5,0.04340196,2.668858E-6,4.707868E-4,9.990439E-4,2.05653E-6,1.283182E-6,0.01857446,1.057798E-4,6.243159E-5,1.07987E-4,3.131636E-4,5.081371E-7,2.274579E-5,1.226325E-4,6.239042E-5,0.005493815,3.90945E-4,5.772036E-5,0.007327505,7.968126E-5,1.647112E-4,1.376637E-4,1.393708E-6,4.238547E-6,3.135784E-5,0.004261662,4.139672E-6,1.325924E-4,1.512933E-6,0.002077751,1.0458E-4,1.239088E-5,1.64033E-6,4.514601E-4,0.003905529,0.003487232,2.555425E-5,4.596131E-6,4.70628E-5,1.789446E-6,4.194403E-5,0.004381474,0.001857942,0.009480178,8.649096,8.976422E-5,490524.9,490524.9
3.1E-4,15.46642,-4.631533E8,1173.359,1173.359,0.001388525,1.0,0.8747416,3.061658E-6,0.01286196,5.711757E-5,0.003694396,2.294282E-5,0.04373502,2.611278E-6,4.768701E-4,0.001003396,2.036764E-6,1.247569E-6,0.01869065,1.049324E-4,6.355448E-5,1.093575E-4,3.139353E-4,4.934944E-7,2.29449E-5,1.259373E-4,6.237159E-5,0.005509313,3.945033E-4,5.710838E-5,0.007383795,8.085843E-5,1.666676E-4,1.403247E-4,1.419882E-6,4.365194E-6,3.134905E-5,0.004273346,4.212993E-6,1.331896E-4,1.539664E-6,0.002082524,1.050891E-4,1.25832E-5,1.684371E-6,4.524555E-4,0.003909122,0.003483199,2.525412E-5,4.703244E-6,4.755764E-5,1.814398E-6,4.223789E-5,0.004340051,0.001833513,0.009370234,8.64394,8.97765E-5,490232.5,490232.5
3.2E-4,15.46437,-4.47194E8,1172.529,1172.529,0.001388525,1.0,0.8741994,2.98563E-6,0.01299699,5.590962E-5,0.003727498,2.246953E-5,0.04405735,2.556616E-6,4.827916E-4,0.001007573,2.017764E-6,1.214018E-6,0.0188026,1.041178E-4,6.465391E-5,1.106913E-4,3.146624E-4,4.79711E-7,2.313761E-5,1.291891E-4,6.233365E-5,0.005523861,3.979402E-4,5.652093E-5,0.007438226,8.200474E-5,1.685784E-4,1.42935E-4,1.445577E-6,4.490317E-6,3.133857E-5,0.004284288,4.284018E-6,1.337558E-4,1.565785E-6,0.002086946,1.055781E-4,1.277065E-5,1.727944E-6,4.533756E-4,0.003912197,0.003479299,2.496623E-5,4.808652E-6,4.80364E-5,1.838793E-6,4.251896E-5,0.0043001,0.001810035,0.009264269,8.638965,8.978837E-5,489950.4,489950.4
3.3E-4,15.46239,-4.322299E8,1171.727,1171.727,0.001388525,1.0,0.8736744,2.913814E-6,0.01312858,5.476332E-5,0.0037597,2.202028E-5,0.04436964,2.504645E-6,4.885604E-4,0.001011586,1.999477E-6,1.18235E-6,0.01891056,1.033337E-4,6.573102E-5,1.119901E-4,3.153482E-4,4.66712E-7,2.332429E-5,1.323893E-4,6.227855E-5,0.00553753,4.012632E-4,5.595632E-5,0.007490914,8.31219E-5,1.704461E-4,1.454971E-4,1.470818E-6,4.613955E-6,3.132658E-5,0.004294544,4.352854E-6,1.342931E-4,1.591325E-6,0.002091046,1.060484E-4,1.295347E-5,1.771063E-6,4.542264E-4,0.003914799,0.003475524,2.468972E-5,4.912432E-6,4.850006E-5,1.862659E-6,4.278809E-5,0.004261527,0.001787443,0.009162024,8.634158,8.979986E-5,489677.8,489677.8
3.4E-4,15.46048,-4.181723E8,1170.951,1170.951,0.001388525,1.0,0.8731654,2.845863E-6,0.01325691,5.367383E-5,0.003791053,2.159319E-5,0.04467248,2.455163E-6,4.941848E-4,0.001015448,1.981858E-6,1.152409E-6,0.0190148,1.025783E-4,6.678688E-5,1.132559E-4,3.159958E-4,4.544316E-7,2.350529E-5,1.355396E-4,6.220803E-5,0.005550385,4.044789E-4,5.541305E-5,0.007541964,8.421144E-5,1.722731E-4,1.480132E-4,1.495624E-6,4.736146E-6,3.131325E-5,0.004304165,4.419605E-6,1.348034E-4,1.616312E-6,0.002094847,1.06501E-4,1.31319E-5,1.813738E-6,4.550128E-4,0.003916967,0.003471867,2.442384E-5,5.014657E-6,4.89495E-5,1.886022E-6,4.304608E-5,0.004224244,0.001765679,0.009063267,8.62951,8.981099E-5,489414.1,489414.1
3.5E-4,15.45862,-4.049434E8,1170.199,1170.199,0.001388525,1.0,0.8726715,2.781469E-6,0.01338214,5.263691E-5,0.003821601,2.11866E-5,0.0449664,2.407992E-6,4.99672E-4,0.001019168,1.964865E-6,1.124057E-6,0.01911553,1.018496E-4,6.782242E-5,1.144901E-4,3.166081E-4,4.428119E-7,2.368093E-5,1.386414E-4,6.212363E-5,0.005562482,4.075933E-4,5.488976E-5,0.007591468,8.527475E-5,1.740614E-4,1.504854E-4,1.520017E-6,4.856921E-6,3.129873E-5,0.004313194,4.484361E-6,1.352886E-4,1.64077E-6,0.002098371,1.06937E-4,1.330614E-5,1.855982E-6,4.557396E-4,0.003918737,0.003468321,2.416793E-5,5.115388E-6,4.93855E-5,1.908906E-6,4.32936E-5,0.004188176,0.001744693,0.008967791,8.62501,8.982177E-5,489158.9,489158.9
3.6E-4,15.45682,-3.924719E8,1169.472,1169.472,0.001388525,1.0,0.8721919,2.720339E-6,0.01350446,5.164843E-5,0.003851393,2.079892E-5,0.04525194,2.362956E-6,5.050296E-4,0.001022755,1.948458E-6,1.097162E-6,0.01921298,1.01146E-4,6.883863E-5,1.156943E-4,3.171877E-4,4.317979E-7,2.385151E-5,1.416963E-4,6.20268E-5,0.005573876,4.106124E-4,5.438514E-5,0.007639518,8.631324E-5,1.758131E-4,1.529157E-4,1.544016E-6,4.97632E-6,3.128314E-5,0.004321676,4.547219E-6,1.357504E-4,1.664724E-6,0.002101639,1.073574E-4,1.347641E-5,1.897805E-6,4.564112E-4,0.003920141,0.003464879,2.392133E-5,5.214693E-6,4.980886E-5,1.931335E-6,4.353135E-5,0.004153246,0.001724433,0.008875391,8.62065,8.983224E-5,488911.6,488911.6
3.7E-4,15.45507,-3.806944E8,1168.766,1168.766,0.001388525,1.0,0.8717257,2.662222E-6,0.01362401,5.070483E-5,0.003880469,2.042876E-5,0.04552959,2.319904E-6,5.102644E-4,0.001026218,1.932598E-6,1.071612E-6,0.01930733,1.004659E-4,6.983641E-5,1.168702E-4,3.177369E-4,4.213423E-7,2.401733E-5,1.447056E-4,6.191885E-5,0.005584618,4.135416E-4,5.389796E-5,0.007686199,8.732817E-5,1.775301E-4,1.553061E-4,1.567639E-6,5.094378E-6,3.12666E-5,0.004329649,4.608266E-6,1.361902E-4,1.688197E-6,0.002104669,1.077631E-4,1.364289E-5,1.939221E-6,4.570316E-4,0.003921211,0.003461536,2.368343E-5,5.312633E-6,5.022028E-5,1.953331E-6,4.375993E-5,0.004119385,0.001704854,0.008785881,8.616421,8.984241E-5,488671.8,488671.8
3.8E-4,15.45337,-3.695571E8,1168.081,1168.081,0.001388525,1.0,0.8712722,2.606908E-6,0.01374091,4.980317E-5,0.003908862,2.007498E-5,0.04579973,2.278711E-6,5.153817E-4,0.001029565,1.917258E-6,1.047311E-6,0.01939876,9.980804E-5,7.081646E-5,1.180188E-4,3.182577E-4,4.114049E-7,2.41786E-5,1.476707E-4,6.180081E-5,0.005594745,4.163853E-4,5.34273E-5,0.007731577,8.832058E-5,1.792138E-4,1.576579E-4,1.590901E-6,5.211124E-6,3.124922E-5,0.004337144,4.667573E-6,1.366094E-4,1.711208E-6,0.002107478,1.081548E-4,1.380573E-5,1.980236E-6,4.57604E-4,0.003921969,0.003458285,2.345376E-5,5.409257E-6,5.062035E-5,1.974912E-6,4.397986E-5,0.004086538,0.001685919,0.008699112,8.612316,8.985228E-5,488439.0,488439.0
3.9E-4,15.45172,-3.590109E8,1167.415,1167.415,0.001388525,1.0,0.8708308,2.554193E-6,0.0138553,4.894061E-5,0.003936606,1.973645E-5,0.04606275,2.239255E-6,5.20387E-4,0.001032803,1.902409E-6,1.024168E-6,0.01948742,9.917118E-5,7.177951E-5,1.191414E-4,3.187518E-4,4.019478E-7,2.433555E-5,1.505926E-4,6.167369E-5,0.005604298,4.191476E-4,5.297224E-5,0.007775719,8.929148E-5,1.808659E-4,1.599728E-4,1.613816E-6,5.326588E-6,3.123107E-5,0.004344191,4.725213E-6,1.37009E-4,1.733775E-6,0.002110078,1.085333E-4,1.39651E-5,2.020861E-6,4.581314E-4,0.003922438,0.003455124,2.323187E-5,5.504614E-6,5.100962E-5,1.996095E-6,4.419159E-5,0.004054652,0.001667592,0.008614941,8.60833,8.986188E-5,488212.9,488213.0
4.0E-4,15.45012,-3.490097E8,1166.769,1166.769,0.001388525,1.0,0.8704009,2.503888E-6,0.0139673,4.811439E-5,0.003963733,1.941213E-5,0.04631901,2.201419E-6,5.252856E-4,0.001035936,1.888022E-6,1.002098E-6,0.01957345,9.855409E-5,7.272627E-5,1.20239E-4,3.192212E-4,3.929355E-7,2.44884E-5,1.534728E-4,6.153846E-5,0.005613313,4.218329E-4,5.253183E-5,0.00781869,9.024189E-5,1.824878E-4,1.622524E-4,1.636399E-6,5.440802E-6,3.121225E-5,0.00435082,4.781258E-6,1.373905E-4,1.755917E-6,0.002112486,1.088993E-4,1.412114E-5,2.061106E-6,4.586171E-4,0.003922642,0.003452046,2.301727E-5,5.598756E-6,5.138866E-5,2.016897E-6,4.439562E-5,0.004023673,0.001649838,0.00853322,8.604456,8.987121E-5,487993.2,487993.2
4.1E-4,15.44856,-3.395132E8,1166.14,1166.14,0.001388525,1.0,0.8699818,2.455827E-6,0.01407701,4.732215E-5,0.003990272,1.910108E-5,0.04656887,2.1651E-6,5.300825E-4,0.001038973,1.87407E-6,9.810268E-7,0.01965701,9.795571E-5,7.365741E-5,1.213129E-4,3.196674E-4,3.84337E-7,2.463735E-5,1.563122E-4,6.139595E-5,0.005621825,4.24445E-4,5.210525E-5,0.007860549,9.117274E-5,1.840809E-4,1.644979E-4,1.658663E-6,5.553794E-6,3.119283E-5,0.004357057,4.835774E-6,1.377547E-4,1.777651E-6,0.002114713,1.092534E-4,1.4274E-5,2.100978E-6,4.590636E-4,0.0039226,0.003449048,2.280958E-5,5.691727E-6,5.175798E-5,2.037335E-6,4.459237E-5,0.003993554,0.001632626,0.008453823,8.600687,8.988029E-5,487779.4,487779.5
4.2E-4,15.44704,-3.304858E8,1165.528,1165.528,0.001388525,1.0,0.8695731,2.409865E-6,0.01418452,4.656182E-5,0.004016249,1.880251E-5,0.0468126,2.130209E-6,5.347816E-4,0.001041917,1.860535E-6,9.608896E-7,0.0197382,9.737511E-5,7.457346E-5,1.223638E-4,3.200917E-4,3.761249E-7,2.478258E-5,1.59112E-4,6.124691E-5,0.005629861,4.269872E-4,5.169181E-5,0.007901345,9.208478E-5,1.856462E-4,1.667105E-4,1.68062E-6,5.665589E-6,3.117286E-5,0.004362923,4.888817E-6,1.381025E-4,1.798991E-6,0.00211677,1.095962E-4,1.442379E-5,2.140486E-6,4.594732E-4,0.003922328,0.003446126,2.260843E-5,5.783564E-6,5.211799E-5,2.057422E-6,4.478221E-5,0.003964254,0.00161593,0.008376639,8.597019,8.988914E-5,487571.4,487571.4
4.3E-4,15.44555,-3.218914E8,1164.931,1164.931,0.001388525,1.0,0.8691742,2.365846E-6,0.01428997,4.583113E-5,0.004041695,1.851552E-5,0.04705057,2.096647E-6,5.393882E-4,0.001044776,1.847387E-6,9.416171E-7,0.01981716,9.681119E-5,7.547515E-5,1.23393E-4,3.204957E-4,3.682706E-7,2.492428E-5,1.618735E-4,6.10921E-5,0.005637456,4.294633E-4,5.129066E-5,0.007941142,9.297903E-5,1.871853E-4,1.688918E-4,1.702283E-6,5.776223E-6,3.115242E-5,0.004368447,4.940461E-6,1.384352E-4,1.819956E-6,0.002118669,1.099283E-4,1.457066E-5,2.17964E-6,4.598487E-4,0.003921846,0.003443276,2.241341E-5,5.874322E-6,5.246923E-5,2.077176E-6,4.496556E-5,0.003935723,0.001599715,0.008301536,8.593445,8.989776E-5,487368.8,487368.8
4.4E-4,15.44411,-3.137015E8,1164.351,1164.351,0.001388525,1.0,0.8687847,2.323658E-6,0.01439341,4.512847E-5,0.004066629,1.823948E-5,0.04728301,2.064344E-6,5.439057E-4,0.001047551,1.834611E-6,9.231578E-7,0.019894,9.626321E-5,7.636294E-5,1.244013E-4,3.208805E-4,3.607524E-7,2.50626E-5,1.645976E-4,6.093209E-5,0.005644632,4.318761E-4,5.090126E-5,0.007979977,9.38561E-5,1.886991E-4,1.710428E-4,1.723662E-6,5.885718E-6,3.113154E-5,0.004373645,4.990752E-6,1.387533E-4,1.840557E-6,0.00212042,1.102501E-4,1.471471E-5,2.218447E-6,4.601919E-4,0.003921168,0.003440494,2.222425E-5,5.964029E-6,5.281204E-5,2.096606E-6,4.514272E-5,0.003907929,0.001583962,0.008228424,8.589963,8.990616E-5,487171.3,487171.3
4.5E-4,15.4427,-3.058895E8,1163.784,1163.784,0.001388525,1.0,0.8684041,2.283189E-6,0.01449493,4.445224E-5,0.004091073,1.797378E-5,0.04751014,2.033231E-6,5.483375E-4,0.001050249,1.82219E-6,9.054618E-7,0.01996881,9.573041E-5,7.723729E-5,1.253893E-4,3.212471E-4,3.535496E-7,2.519767E-5,1.672853E-4,6.076741E-5,0.005651411,4.342283E-4,5.052306E-5,0.008017893,9.471666E-5,1.901886E-4,1.731645E-4,1.744767E-6,5.994097E-6,3.111029E-5,0.004378534,5.039741E-6,1.390577E-4,1.860808E-6,0.00212203,1.105622E-4,1.485605E-5,2.256913E-6,4.605045E-4,0.003920304,0.003437779,2.204066E-5,6.052721E-6,5.314678E-5,2.115725E-6,4.531399E-5,0.00388084,0.00156865,0.008157217,8.586568,8.991435E-5,486978.7,486978.7
4.6E-4,15.44133,-2.984298E8,1163.232,1163.232,0.001388525,1.0,0.8680321,2.244329E-6,0.01459462,4.380082E-5,0.004115047,1.771779E-5,0.04773221,2.003236E-6,5.526871E-4,0.001052872,1.810107E-6,8.884805E-7,0.02004167,9.521204E-5,7.80987E-5,1.263578E-4,3.215967E-4,3.466419E-7,2.532965E-5,1.699375E-4,6.05986E-5,0.005657816,4.365224E-4,5.015549E-5,0.00805493,9.556138E-5,1.916546E-4,1.752579E-4,1.765607E-6,6.101385E-6,3.10887E-5,0.004383133,5.087477E-6,1.39349E-4,1.88072E-6,0.002123508,1.10865E-4,1.499477E-5,2.295046E-6,4.607884E-4,0.00391927,0.003435126,2.186236E-5,6.140433E-6,5.347381E-5,2.134544E-6,4.547965E-5,0.003854422,0.001553755,0.008087821,8.583255,8.992234E-5,486790.8,486790.8
4.7E-4,15.43999,-2.912993E8,1162.693,1162.693,0.001388525,1.0,0.8676682,2.20698E-6,0.01469253,4.317278E-5,0.004138572,1.747093E-5,0.04794945,1.974296E-6,5.569579E-4,0.001055425,1.798343E-6,8.721698E-7,0.0201127,9.47074E-5,7.894763E-5,1.273077E-4,3.219301E-4,3.40011E-7,2.545866E-5,1.725551E-4,6.042614E-5,0.005663868,4.387613E-4,4.979801E-5,0.00809113,9.639089E-5,1.930982E-4,1.773241E-4,1.786191E-6,6.207606E-6,3.10668E-5,0.004387458,5.13401E-6,1.396279E-4,1.900306E-6,0.002124862,1.111589E-4,1.513097E-5,2.332854E-6,4.610453E-4,0.003918076,0.003432533,2.168908E-5,6.227197E-6,5.379347E-5,2.153075E-6,4.563999E-5,0.003828643,0.001539257,0.008020153,8.580021,8.993014E-5,486607.4,486607.4
4.8E-4,15.43868,-2.844784E8,1162.167,1162.167,0.001388525,1.0,0.8673123,2.171063E-6,0.01478874,4.256695E-5,0.004161662,1.723278E-5,0.04816204,1.946362E-6,5.611523E-4,0.001057911,1.786888E-6,8.564934E-7,0.02018195,9.421594E-5,7.978442E-5,1.282395E-4,3.222483E-4,3.336417E-7,2.558481E-5,1.751388E-4,6.025044E-5,0.005669584,4.409466E-4,4.94502E-5,0.00812652,9.720568E-5,1.945201E-4,1.793637E-4,1.806527E-6,6.312776E-6,3.104464E-5,0.004391521,5.179374E-6,1.39895E-4,1.919575E-6,0.002126099,1.114441E-4,1.526472E-5,2.370339E-6,4.612765E-4,0.003916732,0.003429999,2.152062E-5,6.313037E-6,5.410601E-5,2.171326E-6,4.579522E-5,0.003803479,0.001525142,0.007954148,8.576864,8.993776E-5,486428.4,486428.4
