Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H3_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_IC3H7_Soln#7 (),Mole_fraction_NC3H7_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_PC4H9_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H8_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC12H26_Soln#7 (),Mole_fraction_NC16H34_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
2.226364E-5,15.61318,-6.624014E9,1246.412,1246.412,0.001388525,1.0,0.9201794,2.388776E-5,0.003905849,3.172184E-4,0.001309488,1.215073E-4,0.01721234,1.100761E-5,1.031472E-4,4.967798E-4,4.144563E-6,1.070894E-5,0.00804678,1.871495E-4,8.319659E-6,2.78451E-5,1.761697E-4,4.542975E-6,7.805219E-6,5.025577E-6,1.83879E-5,0.002918066,1.176694E-4,1.22384E-4,0.002840197,1.200399E-5,5.037912E-5,1.618442E-5,1.578103E-7,1.204499E-7,2.234209E-5,0.00226724,3.40158E-7,5.650067E-5,1.909463E-7,0.001112829,5.485494E-5,1.894727E-6,1.247605E-7,2.509953E-4,0.002325147,0.00381398,4.991131E-5,2.889594E-7,1.07503E-5,4.448522E-7,1.204582E-5,0.008089583,0.004339439,0.01932756,9.095798,8.89326E-5,515859.2,515859.2
2.236155E-5,15.61302,-6.599104E9,1246.296,1246.296,0.001388525,1.0,0.9201076,2.381413E-5,0.003917223,3.163981E-4,0.001312846,1.212089E-4,0.01725335,1.099152E-5,1.035454E-4,4.978853E-4,4.14007E-6,1.067518E-5,0.008065103,1.870105E-4,8.36133E-6,2.793125E-5,1.765231E-4,4.528242E-6,7.827358E-6,5.064584E-6,1.847157E-5,0.002924043,1.180486E-4,1.222579E-4,0.002847254,1.20675E-5,5.051713E-5,1.627033E-5,1.587699E-7,1.215287E-7,2.237792E-5,0.002271855,3.423567E-7,5.665275E-5,1.919506E-7,0.001115165,5.49523E-5,1.904162E-6,1.25468E-7,2.514711E-4,0.002329587,0.003813436,4.990731E-5,2.910867E-7,1.079678E-5,4.462745E-7,1.209374E-5,0.008083079,0.004334651,0.01931058,9.09504,8.893349E-5,515816.2,515816.2
2.721956E-5,15.60558,-5.554502E9,1241.015,1241.015,0.001388525,1.0,0.9168508,2.068724E-5,0.0044397,2.812209E-4,0.001465951,1.083387E-4,0.01911669,1.024499E-5,1.222652E-4,5.468028E-4,3.941887E-6,9.242523E-6,0.008892065,1.806929E-4,1.037258E-5,3.195169E-5,1.920404E-4,3.904364E-6,8.835238E-6,7.086106E-6,2.240064E-5,0.003189476,1.355511E-4,1.165935E-4,0.003167792,1.510983E-5,5.687613E-5,2.044596E-5,2.054305E-7,1.788454E-7,2.39068E-5,0.002477024,4.526167E-7,6.348027E-5,2.405928E-7,0.001218794,5.927835E-5,2.355097E-6,1.604462E-7,2.726231E-4,0.002524883,0.003788964,4.940437E-5,3.987023E-7,1.297053E-5,5.124167E-7,1.43092E-5,0.007789942,0.004120259,0.01854381,9.060816,8.897588E-5,513875.2,513875.2
2.898174E-5,15.60304,-5.250157E9,1239.303,1239.303,0.001388525,1.0,0.9157975,1.976072E-5,0.004611609,2.706602E-4,0.001515835,1.04445E-4,0.01972079,9.998716E-6,1.285975E-4,5.621256E-4,3.880063E-6,8.818402E-6,0.009157876,1.78644E-4,1.107512E-5,3.330121E-5,1.96849E-4,3.72016E-6,9.163054E-6,7.854883E-6,2.372223E-5,0.003272961,1.413352E-4,1.147874E-4,0.003271693,1.616119E-5,5.897683E-5,2.191684E-5,2.21833E-7,2.012466E-7,2.436248E-5,0.002541637,4.929192E-7,6.565855E-5,2.576554E-7,0.001251334,6.064258E-5,2.510694E-6,1.73046E-7,2.792828E-4,0.002585504,0.003781122,4.91208E-5,4.383902E-7,1.36997E-5,5.345304E-7,1.504114E-5,0.007695887,0.004052053,0.01829709,9.049795,8.89904E-5,513250.2,513250.2
3.0E-5,15.6016,-5.088452E9,1238.356,1238.356,0.001388525,1.0,0.9152151,1.926525E-5,0.004707293,2.649845E-4,0.001543498,1.023464E-4,0.02005509,9.862047E-6,1.321564E-4,5.70495E-4,3.846343E-6,8.591663E-6,0.009304484,1.775101E-4,1.147471E-5,3.405799E-5,1.994642E-4,3.621781E-6,9.344724E-6,8.306233E-6,2.44621E-5,0.003318618,1.44558E-4,1.137948E-4,0.003329185,1.675645E-5,6.014793E-5,2.275604E-5,2.311748E-7,2.145259E-7,2.460657E-5,0.002576989,5.162247E-7,6.685635E-5,2.673747E-7,0.001269116,6.138997E-5,2.598783E-6,1.803E-7,2.829258E-4,0.002618482,0.003776799,4.894178E-5,4.614046E-7,1.410798E-5,5.469153E-7,1.544847E-5,0.007644044,0.004014581,0.01816097,9.043712,8.899859E-5,512905.2,512905.2
4.0E-5,15.58872,-3.894338E9,1230.357,1230.357,0.001388525,1.0,0.9103036,1.552736E-5,0.005533169,2.214308E-4,0.001779307,8.610607E-5,0.02288247,8.709723E-6,1.637881E-4,6.382623E-4,3.574094E-6,6.883019E-6,0.0105304,1.679388E-4,1.516975E-5,4.075354E-5,2.203148E-4,2.882775E-6,1.089014E-5,1.294431E-5,3.089916E-5,0.003689229,1.723955E-4,1.056067E-4,0.003815354,2.216639E-5,7.031316E-5,3.05954E-5,3.176101E-7,3.551652E-7,2.645354E-5,0.002864326,7.434324E-7,7.676216E-5,3.576673E-7,0.001413041,6.751209E-5,3.400573E-6,2.503719E-7,3.125095E-4,0.002881224,0.003740647,4.690968E-5,6.875282E-7,1.768307E-5,6.561251E-7,1.893814E-5,0.007211403,0.003705341,0.01702131,8.99272,8.907216E-5,510013.2,510013.2
5.0E-5,15.57766,-3.141273E9,1224.056,1224.056,0.001388525,1.0,0.9064407,1.308023E-5,0.006208283,1.920545E-4,0.001968325,7.501865E-5,0.02511623,7.825522E-6,1.906784E-4,6.881686E-4,3.373642E-6,5.766739E-6,0.01148074,1.60441E-4,1.850421E-5,4.643622E-5,2.352422E-4,2.402537E-6,1.21246E-5,1.780869E-5,3.608759E-5,0.00396214,1.95046E-4,9.940787E-5,0.004199339,2.690328E-5,7.870328E-5,3.777342E-5,3.951832E-7,5.083573E-7,2.76581E-5,0.003076268,9.636229E-7,8.428766E-5,4.39621E-7,0.001518395,7.212132E-5,4.106562E-6,3.182511E-7,3.342793E-4,0.003068256,0.003712483,4.482332E-5,9.08827E-7,2.064012E-5,7.48549E-7,2.17177E-5,0.006876949,0.003470671,0.01613614,8.953018,8.913538E-5,507761.6,507761.6
6.0E-5,15.56801,-2.624464E9,1218.874,1218.874,0.001388525,1.0,0.9032634,1.134617E-5,0.0067819,1.706977E-4,0.002126452,6.689479E-5,0.02695981,7.126719E-6,2.141063E-4,7.270936E-4,3.216534E-6,4.977366E-6,0.01225261,1.54331E-4,2.154719E-5,5.140389E-5,2.465825E-4,2.064413E-6,1.315391E-5,2.276708E-5,4.032383E-5,0.004173954,2.141122E-4,9.447364E-5,0.004516173,3.111101E-5,8.589346E-5,4.439392E-5,4.653891E-7,6.684446E-7,2.849919E-5,0.003240906,1.17421E-6,9.028355E-5,5.146436E-7,0.001599653,7.579333E-5,4.738132E-6,3.840763E-7,3.511385E-4,0.003208901,0.00368942,4.290597E-5,1.122223E-6,2.315222E-5,8.293528E-7,2.40014E-5,0.006605782,0.003283326,0.01541613,8.920648,8.919065E-5,505925.8,505925.8
7.0E-5,15.55946,-2.248576E9,1214.485,1214.485,0.001388525,1.0,0.9005687,1.004905E-5,0.007282238,1.543605E-4,0.002262633,6.064659E-5,0.02852775,6.559749E-6,2.34896E-4,7.586694E-4,3.088178E-6,4.388055E-6,0.01289995,1.492092E-4,2.435164E-5,5.583527E-5,2.55556E-4,1.812915E-6,1.40373E-5,2.774498E-5,4.382296E-5,0.004344414,2.305542E-4,9.040678E-5,0.004785556,3.489682E-5,9.221434E-5,5.054619E-5,5.295879E-7,8.320882E-7,2.911416E-5,0.003373446,1.374535E-6,9.521953E-5,5.838882E-7,0.001664622,7.883248E-5,5.310475E-6,4.480592E-7,3.646628E-4,0.003318718,0.003669901,4.119306E-5,1.327019E-6,2.533132E-5,9.015599E-7,2.592371E-5,0.006378612,0.003128458,0.01481154,8.893406,8.923966E-5,504380.7,504380.7
8.0E-5,15.55179,-1.963358E9,1210.684,1210.684,0.001388525,1.0,0.8982316,9.039856E-6,0.007727005,1.413953E-4,0.002382395,5.56684E-5,0.02989069,6.08965E-6,2.536073E-4,7.850231E-4,2.98019E-6,3.930419E-6,0.01345566,1.448228E-4,2.695751E-5,5.984671E-5,2.6287E-4,1.618238E-6,1.481134E-5,3.269858E-5,4.674114E-5,0.004485261,2.449919E-4,8.696857E-5,0.005019641,3.833964E-5,9.787399E-5,5.630177E-5,5.888586E-7,9.972426E-7,2.957866E-5,0.003482962,1.564732E-6,9.938089E-5,6.482597E-7,0.001717949,8.141727E-5,5.834569E-6,5.103972E-7,3.757937E-4,0.003406829,0.003652988,3.967116E-5,1.523396E-6,2.725278E-5,9.67106E-7,2.757292E-5,0.006183719,0.002997148,0.01429199,8.869943,8.928364E-5,503050.1,503050.1
9.0E-5,15.54485,-1.739814E9,1207.338,1207.338,0.001388525,1.0,0.8961699,8.230808E-6,0.0081281,1.308151E-4,0.002489402,5.159373E-5,0.0310954,5.692783E-6,2.706376E-4,8.075019E-4,2.887324E-6,3.564185E-6,0.01394133,1.410026E-4,2.939536E-5,6.351886E-5,2.689679E-4,1.462887E-6,1.550027E-5,3.760139E-5,4.919379E-5,0.004604017,2.578493E-4,8.400449E-5,0.005226468,4.149855E-5,1.030125E-4,6.171748E-5,6.440347E-7,1.162611E-6,2.99381E-5,0.003575278,1.745255E-6,1.029537E-4,7.084682E-7,0.001762606,8.366105E-5,6.318563E-6,5.712572E-7,3.851366E-4,0.003479002,0.003638073,3.831605E-5,1.71185E-6,2.896947E-5,1.027315E-6,2.900965E-5,0.006013445,0.002883629,0.01383753,8.849377,8.93235E-5,501883.7,501883.7
1.0E-4,15.53852,-1.560084E9,1204.353,1204.353,0.001388525,1.0,0.8943266,7.566726E-6,0.008493908,1.219903E-4,0.002586209,4.81871E-5,0.03217433,5.352695E-6,2.862793E-4,8.270056E-4,2.806103E-6,3.264075E-6,0.01437178,1.376304E-4,3.168898E-5,6.691008E-5,2.741434E-4,1.33591E-6,1.612103E-5,4.243734E-5,5.126794E-5,0.004705753,2.69429E-4,8.140961E-5,0.005411619,4.441865E-5,1.077289E-4,6.683877E-5,6.957624E-7,1.327356E-6,3.022132E-5,0.003654329,1.916683E-6,1.060656E-4,7.65078E-7,0.001800599,8.563982E-5,6.768664E-6,6.30778E-7,3.931006E-4,0.003539077,0.003624739,3.710344E-5,1.89297E-6,3.051974E-5,1.083135E-6,3.027703E-5,0.005862536,0.002783979,0.01343441,8.831096,8.93599E-5,500846.9,500846.9
1.1E-4,15.5327,-1.412559E9,1201.662,1201.662,0.001388525,1.0,0.8926606,7.011166E-6,0.008830575,1.144989E-4,0.00267467,4.52897E-5,0.03315094,5.057555E-6,3.007538E-4,8.441638E-4,2.734101E-6,3.013405E-6,0.01475767,1.346204E-4,3.385727E-5,7.006419E-5,2.785998E-4,1.230098E-6,1.668589E-5,4.719677E-5,5.303051E-5,0.004794042,2.799546E-4,7.910931E-5,0.005579131,4.713508E-5,1.120958E-4,7.170243E-5,7.445477E-7,1.49093E-6,3.044758E-5,0.003722891,2.079621E-6,1.088079E-4,8.185433E-7,0.001833338,8.740697E-5,7.189704E-6,6.890746E-7,3.999745E-4,0.003589729,0.003612687,3.601203E-5,2.067345E-6,3.193223E-5,1.135272E-6,3.140671E-5,0.005727231,0.002695414,0.01307276,8.814663,8.939339E-5,499914.9,499914.9
1.2E-4,15.52732,-1.289391E9,1199.213,1199.213,0.001388525,1.0,0.8911413,6.539064E-6,0.009142737,1.080471E-4,0.002756168,4.279042E-5,0.03404272,4.79867E-6,3.142327E-4,8.594308E-4,2.669572E-6,2.800709E-6,0.01510687,1.319085E-4,3.591546E-5,7.301497E-5,2.824828E-4,1.140507E-6,1.720408E-5,5.187418E-5,5.453366E-5,0.004871478,2.895958E-4,7.704914E-5,0.005732008,4.967568E-5,1.161681E-4,7.633855E-5,7.907922E-7,1.652977E-6,3.063019E-5,0.003782981,2.234662E-6,1.112477E-4,8.692347E-7,0.001861847,8.900126E-5,7.585519E-6,7.462431E-7,4.059684E-4,0.00363288,0.003601696,3.50239E-5,2.23553E-6,3.322883E-5,1.184266E-6,3.242247E-5,0.005604753,0.002615894,0.01274528,8.799754,8.942438E-5,499069.3,499069.4
1.288373E-4,15.52288,-1.19637E9,1197.221,1197.221,0.001388525,1.0,0.889902,6.176917E-6,0.009401103,1.030395E-4,0.002823254,4.08482E-5,0.03477096,4.594772E-6,3.254252E-4,8.716216E-4,2.617715E-6,2.63777E-6,0.01538976,1.297208E-4,3.765279E-5,7.54749E-5,2.855239E-4,1.072003E-6,1.762887E-5,5.593716E-5,5.567946E-5,0.004932441,2.974861E-4,7.539521E-5,0.005856786,5.179262E-5,1.195561E-4,8.026628E-5,8.298054E-7,1.794721E-6,3.076294E-5,0.003830252,2.365552E-6,1.131931E-4,9.119699E-7,0.001884136,9.028974E-5,7.916811E-6,7.958908E-7,4.106599E-4,0.003665917,0.003592729,3.422472E-5,2.379415E-6,3.429199E-5,1.225289E-6,3.324009E-5,0.005505495,0.002551909,0.01247983,8.787647,8.944995E-5,498382.7,498382.7
1.3E-4,15.52231,-1.18507E9,1196.97,1196.97,0.001388525,1.0,0.8897454,6.132567E-6,0.00943399,1.024226E-4,0.00283177,4.060878E-5,0.03486303,4.569475E-6,3.26852E-4,8.731455E-4,2.611211E-6,2.61783E-6,0.01542538,1.29446E-4,3.787609E-5,7.578911E-5,2.859001E-4,1.063627E-6,1.768268E-5,5.646674E-5,5.581883E-5,0.004940002,2.984845E-4,7.518793E-5,0.005872556,5.206294E-5,1.199885E-4,8.077208E-5,8.348195E-7,1.813262E-6,3.07787E-5,0.003836112,2.382366E-6,1.134359E-4,9.174589E-7,0.00188689,9.045177E-5,7.95921E-6,8.023647E-7,4.112398E-4,0.003669953,0.003591596,3.412424E-5,2.398032E-6,3.442666E-5,1.230541E-6,3.334266E-5,0.005492996,0.00254388,0.0124464,8.786121,8.94532E-5,498296.2,498296.2
1.383414E-4,15.5184,-1.10957E9,1195.233,1195.233,0.001388525,1.0,0.8886622,5.834142E-6,0.009663012,9.824952E-5,0.002890931,3.89884E-5,0.03550025,4.39733E-6,3.368003E-4,8.835864E-4,2.566522E-6,2.483739E-6,0.01567097,1.275547E-4,3.944445E-5,7.798367E-5,2.884539E-4,1.007353E-6,1.805567E-5,6.023187E-5,5.674833E-5,0.004991428,3.053995E-4,7.376453E-5,0.005981674,5.395031E-5,1.230071E-4,8.433049E-5,8.700405E-7,1.945508E-6,3.088159E-5,0.003875952,2.500335E-6,1.150976E-4,9.559835E-7,0.001905555,9.156799E-5,8.255845E-6,8.484273E-7,4.151722E-4,0.003697015,0.003583758,3.343257E-5,2.529565E-6,3.536017E-5,1.267308E-6,3.404759E-5,0.005406782,0.002488688,0.01221582,8.775586,8.947578E-5,497698.7,497698.7
1.4E-4,15.51764,-1.09563E9,1194.901,1194.901,0.001388525,1.0,0.8884547,5.778625E-6,0.009707176,9.746885E-5,0.002902311,3.868511E-5,0.03562235,4.36493E-6,3.387211E-4,8.855662E-4,2.558023E-6,2.45881E-6,0.01571785,1.271945E-4,3.974954E-5,7.840813E-5,2.889332E-4,9.969005E-7,1.812726E-5,6.097341E-5,5.691929E-5,0.0050011,3.067253E-4,7.349402E-5,0.006002575,5.431522E-5,1.235907E-4,8.502393E-5,8.768936E-7,1.97164E-6,3.090008E-5,0.003883441,2.523252E-6,1.154122E-4,9.634721E-7,0.001909053,9.178082E-5,8.313318E-6,8.575087E-7,4.159093E-4,0.003702026,0.003582257,3.330082E-5,2.555307E-6,3.553933E-5,1.274437E-6,3.418165E-5,0.005390322,0.002478187,0.0121718,8.773573,8.948013E-5,497584.5,497584.5
1.5E-4,15.51327,-1.018135E9,1192.982,1192.982,0.001388525,1.0,0.8872547,5.467455E-6,0.009964584,9.306693E-5,0.00296846,3.697406E-5,0.036329,4.181094E-6,3.499295E-4,8.96894E-4,2.509228E-6,2.319189E-6,0.01598796,1.25124E-4,4.154457E-5,8.088963E-5,2.916451E-4,9.38414E-7,1.85423E-5,6.539435E-5,5.786213E-5,0.005055934,3.144024E-4,7.194247E-5,0.006123501,5.644776E-5,1.270019E-4,8.911181E-5,9.172325E-7,2.128023E-6,3.09996E-5,0.003925875,2.657797E-6,1.172075E-4,1.007491E-6,0.001928792,9.300592E-5,8.649956E-6,9.117349E-7,4.200713E-4,0.003729935,0.003573574,3.254352E-5,2.707764E-6,3.657784E-5,1.316229E-6,3.495091E-5,0.005295437,0.002417881,0.01191805,8.761956,8.950538E-5,496925.7,496925.7
1.552253E-4,15.51108,-9.816312E8,1192.033,1192.033,0.001388525,1.0,0.8866597,5.319304E-6,0.01009345,9.095481E-5,0.003001463,3.615251E-5,0.03667961,4.0922E-6,3.555488E-4,9.024331E-4,2.485267E-6,2.252778E-6,0.01612123,1.241056E-4,4.245386E-5,8.213658E-5,2.929513E-4,9.106294E-7,1.874867E-5,6.76706E-5,5.829968E-5,0.00508241,3.182132E-4,7.118157E-5,0.006183468,5.751879E-5,1.287161E-4,9.118777E-5,9.376825E-7,2.208926E-6,3.104428E-5,0.003946346,2.725726E-6,1.180822E-4,1.029762E-6,0.001938265,9.360952E-5,8.819515E-6,9.397222E-7,4.220698E-4,0.003743087,0.003569269,3.217125E-5,2.785634E-6,3.709408E-5,1.337309E-6,3.53283E-5,0.0052486,0.002388257,0.0117928,8.756215,8.951797E-5,496600.1,496600.1
1.6E-4,15.50915,-9.503743E8,1191.194,1191.194,0.001388525,1.0,0.8861337,5.191598E-6,0.01020808,8.912534E-5,0.003030758,3.544061E-5,0.03698973,4.014846E-6,3.605512E-4,9.07288E-4,2.464212E-6,2.195566E-6,0.01623869,1.232099E-4,4.326858E-5,8.324819E-5,2.94085E-4,8.867124E-7,1.893143E-5,6.973044E-5,5.86695E-5,0.005105422,3.215845E-4,7.051347E-5,0.006236491,5.847326E-5,1.302445E-4,9.305078E-5,9.560176E-7,2.282361E-6,3.108125E-5,0.003964129,2.786436E-6,1.188468E-4,1.049701E-6,0.001946467,9.414102E-5,8.970892E-6,9.650951E-7,4.238003E-4,0.003754334,0.003565464,3.184398E-5,2.855766E-6,3.755118E-5,1.356147E-6,3.565969E-5,0.005207305,0.002362219,0.01168238,8.751149,8.952914E-5,496312.8,496312.8
1.669041E-4,15.50644,-9.083608E8,1190.028,1190.028,0.001388525,1.0,0.8854007,5.018637E-6,0.01036891,8.663411E-5,0.003071762,3.447078E-5,0.03742206,3.908983E-6,3.675754E-4,9.139877E-4,2.435068E-6,2.118135E-6,0.01640178,1.219691E-4,4.442083E-5,8.481142E-5,2.95632E-4,8.543712E-7,1.918657E-5,7.267542E-5,5.915773E-5,0.005136866,3.262849E-4,6.958973E-5,0.006310381,5.981502E-5,1.323946E-4,9.569037E-5,9.819709E-7,2.387717E-6,3.112886E-5,0.003988411,2.872016E-6,1.198986E-4,1.077872E-6,0.001957623,9.487826E-5,9.184115E-6,1.001455E-6,4.261546E-4,0.003769411,0.003560161,3.139094E-5,2.955524E-6,3.818916E-5,1.382714E-6,3.611781E-5,0.005149943,0.002326174,0.01152903,8.744107,8.954476E-5,495913.4,495913.4
1.7E-4,15.50526,-8.906398E8,1189.522,1189.522,0.001388525,1.0,0.885082,4.945218E-6,0.01043923,8.55717E-5,0.003089657,3.405705E-5,0.0376101,3.863654E-6,3.706489E-4,9.16877E-4,2.422469E-6,2.085285E-6,0.01647247,1.214323E-4,4.492802E-5,8.549623E-5,2.962928E-4,8.406608E-7,1.929767E-5,7.398325E-5,5.935999E-5,0.00515031,3.283292E-4,6.919075E-5,0.006342508,6.040264E-5,1.33337E-4,9.685401E-5,9.934041E-7,2.43464E-6,3.114816E-5,0.003998787,2.909572E-6,1.203507E-4,1.090261E-6,0.001962373,9.519755E-5,9.27765E-6,1.017636E-6,4.271572E-4,0.003775749,0.003557855,3.119509E-5,2.999645E-6,3.84669E-5,1.394382E-6,3.631565E-5,0.00512507,0.00231059,0.01146254,8.741051,8.955157E-5,495740.0,495740.1
1.783751E-4,15.50217,-8.45814E8,1188.2,1188.2,0.001388525,1.0,0.8842488,4.758193E-6,0.01062427,8.285202E-5,0.003136641,3.299751E-5,0.03810196,3.747119E-6,3.787408E-4,9.243647E-4,2.389732E-6,2.00166E-6,0.01665669,1.200366E-4,4.627214E-5,8.730155E-5,2.979865E-4,8.05787E-7,1.958861E-5,7.748219E-5,5.985958E-5,0.005184808,3.336762E-4,6.815508E-5,0.00642651,6.195125E-5,1.358228E-4,9.9943E-5,1.023734E-6,2.56059E-6,3.119465E-5,0.004025392,3.008728E-6,1.215182E-4,1.123063E-6,0.001974505,9.602874E-5,9.524592E-6,1.061039E-6,4.297183E-4,0.003791699,0.003551828,3.068633E-5,3.117184E-6,3.919404E-5,1.425228E-6,3.682898E-5,0.005060223,0.002270091,0.01128923,8.733077,8.956942E-5,495287.8,495287.8
1.8E-4,15.50159,-8.376053E8,1187.951,1187.951,0.001388525,1.0,0.8840917,4.723734E-6,0.01065933,8.234877E-5,0.003145527,3.280138E-5,0.03819469,3.725477E-6,3.802748E-4,9.257651E-4,2.383596E-6,1.986262E-6,0.0166913,1.197748E-4,4.652839E-5,8.764416E-5,2.983003E-4,7.993698E-7,1.964351E-5,7.815454E-5,5.994894E-5,0.005191203,3.346841E-4,6.796113E-5,0.006442341,6.224506E-5,1.362949E-4,1.005327E-4,1.029522E-6,2.58486E-6,3.120278E-5,0.004030321,3.027566E-6,1.217358E-4,1.12931E-6,0.001976744,9.618479E-5,9.571514E-6,1.069398E-6,4.301911E-4,0.003794604,0.003550692,3.0591E-5,3.139692E-6,3.933122E-5,1.431096E-6,3.692507E-5,0.005048034,0.002262499,0.01125665,8.731577,8.95728E-5,495202.8,495202.8
1.85423E-4,15.49968,-8.112644E8,1187.138,1187.138,0.001388525,1.0,0.883578,4.612702E-6,0.01077446,8.072248E-5,0.003174672,3.216746E-5,0.03849814,3.655377E-6,3.85314E-4,9.303231E-4,2.363592E-6,1.936663E-6,0.01680433,1.189211E-4,4.737329E-5,8.877035E-5,2.993147E-4,7.787103E-7,1.982329E-5,8.038327E-5,6.023056E-5,0.005211888,3.379818E-4,6.732926E-5,0.006494134,6.321071E-5,1.378475E-4,1.024792E-4,1.048619E-6,2.66547E-6,3.122797E-5,0.004046256,3.089524E-6,1.224423E-4,1.149898E-6,0.001983967,9.669401E-5,9.725888E-6,1.097156E-6,4.31716E-4,0.003803883,0.003546977,3.028032E-5,3.214132E-6,3.978036E-5,1.45042E-6,3.723801E-5,0.00500822,0.00223775,0.01115027,8.726676,8.958385E-5,494924.8,494924.8
1.9E-4,15.4981,-7.902182E8,1186.471,1186.471,0.001388525,1.0,0.8831562,4.523472E-6,0.01086947,7.94102E-5,0.003198682,3.16558E-5,0.03874735,3.598631E-6,3.894741E-4,9.340384E-4,2.347253E-6,1.896826E-6,0.01689686,1.182235E-4,4.807449E-5,8.970093E-5,3.001337E-4,7.621277E-7,1.997106E-5,8.224635E-5,6.044936E-5,0.005228599,3.406894E-4,6.681362E-5,0.006536653,6.400848E-5,1.391314E-4,1.040969E-4,1.064484E-6,2.733038E-6,3.124707E-5,0.004059121,3.140752E-6,1.230161E-4,1.166969E-6,0.001989777,9.711051E-5,9.853601E-6,1.120418E-6,4.329426E-4,0.003811244,0.003543926,3.002668E-5,3.27617E-6,4.014945E-5,1.466428E-6,3.749324E-5,0.004975612,0.002217534,0.01106317,8.72266,8.959294E-5,494697.0,494697.1
2.0E-4,15.49479,-7.476337E8,1185.072,1185.072,0.001388525,1.0,0.8822698,4.341452E-6,0.0110706,7.671807E-5,0.003249391,3.060569E-5,0.03927137,3.481713E-6,3.982853E-4,9.417688E-4,2.313156E-6,1.815624E-6,0.01709055,1.16767E-4,4.957055E-5,9.167432E-5,3.018147E-4,7.283583E-7,2.028213E-5,8.626082E-5,6.087226E-5,0.005262916,3.463798E-4,6.5739E-5,0.006626011,6.569978E-5,1.418578E-4,1.075551E-4,1.098386E-6,2.879199E-6,3.128263E-5,0.004085513,3.249432E-6,1.242032E-4,1.203343E-6,0.002001635,9.798124E-5,1.012488E-5,1.170729E-6,4.354458E-4,0.003825957,0.003537517,2.949788E-5,3.409316E-6,4.092612E-5,1.500496E-6,3.80246E-5,0.00490731,0.002175346,0.01088076,8.71424,8.961211E-5,494219.5,494219.5
2.1E-4,15.49163,-7.09167E8,1183.747,1183.747,0.001388525,1.0,0.8814276,4.175233E-6,0.01126353,7.42411E-5,0.003297882,2.9639E-5,0.03976953,3.373551E-6,4.067421E-4,9.490165E-4,2.281068E-6,1.741548E-6,0.01727359,1.153953E-4,5.102029E-5,9.357109E-5,3.033614E-4,6.975907E-7,2.057826E-5,9.020018E-5,6.122704E-5,0.005294505,3.517848E-4,6.472947E-5,0.006710895,6.732496E-5,1.444838E-4,1.10915E-4,1.131314E-6,3.023377E-6,3.131073E-5,0.004109772,3.353884E-6,1.253072E-4,1.238527E-6,0.002012453,9.88025E-5,1.038621E-5,1.22036E-6,4.37729E-4,0.003838982,0.00353143,2.900095E-5,3.539343E-6,4.166513E-5,1.533405E-6,3.852296E-5,0.004842711,0.002135643,0.01070831,8.706267,8.963037E-5,493767.4,493767.4
