Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_NC3H7_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_FULVENE_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_C5H5_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_NC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_CYC5H8_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_INDENE_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC12H26_Soln#5 (),Mole_fraction_NC16H34_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
8.305767E-6,15.68312,-3.282402E9,1195.906,1195.906,0.001504235,1.0,0.9494127,8.940466E-6,1.753247E-4,1.113884E-4,9.208561E-5,7.371115E-5,0.001027249,8.426413E-7,1.477896E-5,5.777358E-6,4.995933E-4,8.2043E-5,3.415789E-8,6.753717E-7,7.289678E-6,7.720938E-8,4.39332E-9,1.230661E-7,1.833167E-4,3.255967E-6,6.805823E-5,1.302472E-4,1.298748E-8,2.862751E-6,2.551245E-12,4.400917E-8,4.501649E-11,1.392923E-10,5.645992E-7,1.456217E-4,9.742429E-10,1.33264E-6,5.944947E-10,1.05184E-10,7.012462E-5,4.620581E-6,4.222914E-9,4.091788E-10,1.926292E-5,1.624032E-4,0.0040621,6.318707E-6,1.204588E-10,9.737156E-8,1.746954E-8,2.001479E-11,1.318047E-7,0.01085223,0.006491825,0.02627619,9.412323,9.591392E-5,533810.6,533810.6
8.662654E-6,15.68258,-3.273846E9,1195.71,1195.71,0.001504235,1.0,0.9493003,9.026139E-6,1.883609E-4,1.132264E-4,9.783118E-5,7.418128E-5,0.001086809,9.254469E-7,1.596883E-5,5.808602E-6,5.287137E-4,8.362145E-5,3.778057E-8,7.31242E-7,7.842183E-6,8.488652E-8,5.159024E-9,1.388828E-7,1.942084E-4,3.538326E-6,6.969503E-5,1.39296E-4,1.513902E-8,3.048831E-6,3.061969E-12,5.015529E-8,5.433469E-11,1.586289E-10,6.070773E-7,1.544073E-4,1.097235E-9,1.472353E-6,6.749335E-10,1.208836E-10,7.467113E-5,5.088508E-6,5.052265E-9,4.692222E-10,2.019746E-5,1.723115E-4,0.004060999,6.68983E-6,1.444211E-10,1.087804E-7,1.913625E-8,2.40052E-11,1.4835E-7,0.01084196,0.006483531,0.02624745,9.411104,9.591721E-5,533741.5,533741.5
8.884077E-6,15.68225,-3.267925E9,1195.589,1195.589,0.001504235,1.0,0.9492305,9.073485E-6,1.965457E-4,1.142657E-4,1.014149E-4,7.443604E-5,0.001123908,9.784376E-7,1.671847E-5,5.825354E-6,5.46867E-4,8.452805E-5,4.012881E-8,7.665243E-7,8.188875E-6,8.977993E-8,5.67792E-9,1.492284E-7,2.010111E-4,3.717755E-6,7.066132E-5,1.449722E-4,1.658133E-8,3.165088E-6,3.415281E-12,5.421029E-8,6.075998E-11,1.714041E-10,6.337225E-7,1.598919E-4,1.177955E-9,1.561779E-6,7.278606E-10,1.313193E-10,7.750912E-5,5.385945E-6,5.617753E-9,5.090459E-10,2.077721E-5,1.784882E-4,0.004060314,6.919317E-6,1.608802E-10,1.162257E-7,2.020127E-8,2.674435E-11,1.591419E-7,0.01083556,0.006478368,0.02622955,9.410346,9.591921E-5,533698.5,533698.5
9.11299E-6,15.68192,-3.26138E9,1195.464,1195.464,0.001504235,1.0,0.9491581,9.118129E-6,2.05077E-4,1.152646E-4,1.051329E-4,7.467249E-5,0.001162361,1.034459E-6,1.75017E-5,5.840727E-6,5.656931E-4,8.54108E-5,4.263596E-8,8.034541E-7,8.550065E-6,9.493662E-8,6.250494E-9,1.603451E-7,2.080757E-4,3.906487E-6,7.162247E-5,1.508854E-4,1.815934E-8,3.285847E-6,3.811252E-12,5.859552E-8,6.793892E-11,1.852366E-10,6.614738E-7,1.655854E-4,1.264941E-9,1.6563E-6,7.849819E-10,1.426679E-10,8.045491E-5,5.698605E-6,6.243994E-9,5.522781E-10,2.137633E-5,1.848934E-4,0.004059606,7.155794E-6,1.792203E-10,1.242124E-7,2.13259E-8,2.979481E-11,1.707134E-7,0.01082893,0.006473019,0.02621101,9.409561,9.592125E-5,533653.9,533653.9
9.284253E-6,15.68167,-3.256222E9,1195.37,1195.37,0.001504235,1.0,0.9491039,9.148793E-6,2.115033E-4,1.159635E-4,1.079226E-4,7.483239E-5,0.001191188,1.077185E-6,1.809284E-5,5.850989E-6,5.798131E-4,8.603614E-5,4.456504E-8,8.313715E-7,8.822003E-6,9.885773E-8,6.703891E-9,1.68945E-7,2.133803E-4,4.049768E-6,7.231673E-5,1.55338E-4,1.939925E-8,3.376543E-6,4.129121E-12,6.200694E-8,7.368403E-11,1.960105E-10,6.823616E-7,1.698592E-4,1.332419E-9,1.728355E-6,8.293393E-10,1.515396E-10,8.266592E-5,5.935758E-6,6.741137E-9,5.860206E-10,2.182434E-5,1.896969E-4,0.004059076,7.33212E-6,1.938648E-10,1.303818E-7,2.218271E-8,3.222926E-11,1.79648E-7,0.01082396,0.006469011,0.02619711,9.408973,9.592276E-5,533620.6,533620.6
9.66996E-6,15.68113,-3.243906E9,1195.16,1195.16,0.001504235,1.0,0.9489816,9.209882E-6,2.260988E-4,1.173956E-4,1.142264E-4,7.514363E-5,0.00125626,1.175851E-6,1.943872E-5,5.870501E-6,6.117055E-4,8.734142E-5,4.907468E-8,8.950736E-7,9.439183E-6,1.078743E-7,7.805547E-9,1.891894E-7,2.253793E-4,4.378691E-6,7.380554E-5,1.654472E-4,2.237911E-8,3.581767E-6,4.916013E-12,7.009788E-8,8.783691E-11,2.216114E-10,7.297475E-7,1.795224E-4,1.491913E-9,1.894587E-6,9.342884E-10,1.727201E-10,8.766417E-5,6.478995E-6,7.951899E-9,6.663961E-10,2.283229E-5,2.005446E-4,0.004057881,7.727096E-6,2.298405E-10,1.448759E-7,2.415845E-8,3.820477E-11,2.006243E-7,0.01081274,0.006459969,0.02616574,9.407647,9.592608E-5,533545.4,533545.4
9.723209E-6,15.68106,-3.242129E9,1195.132,1195.132,0.001504235,1.0,0.9489647,9.217489E-6,2.281262E-4,1.175786E-4,1.150987E-4,7.518158E-5,0.001265257,1.189733E-6,1.962599E-5,5.872823E-6,6.161172E-4,8.751086E-5,4.971523E-8,9.039531E-7,9.52486E-6,1.091385E-7,7.966671E-9,1.920797E-7,2.270409E-4,4.42475E-6,7.400311E-5,1.668511E-4,2.281121E-8,3.610195E-6,5.032733E-12,7.125961E-8,8.992775E-11,2.252931E-10,7.363233E-7,1.808601E-4,1.514761E-9,1.917951E-6,9.493295E-10,1.757766E-10,8.8356E-5,6.554914E-6,8.129182E-9,6.77974E-10,2.297131E-5,2.020449E-4,0.004057716,7.78137E-6,2.351448E-10,1.469421E-7,2.443609E-8,3.908522E-11,2.03613E-7,0.01081119,0.00645872,0.0261614,9.407463,9.592653E-5,533535.0,533535.0
1.007004E-5,15.68058,-3.230232E9,1194.944,1194.944,0.001504235,1.0,0.9488546,9.262483E-6,2.413975E-4,1.186877E-4,1.207907E-4,7.54013E-5,0.001323924,1.281637E-6,2.085365E-5,5.885887E-6,6.44894E-4,8.85545E-5,5.399328E-8,9.622532E-7,1.008536E-5,1.174817E-7,9.071367E-9,2.11468E-7,2.378892E-4,4.728451E-6,7.524439E-5,1.760406E-4,2.574991E-8,3.795846E-6,5.843347E-12,7.909205E-8,1.043891E-10,2.501557E-10,7.793272E-7,1.895915E-4,1.668519E-9,2.072454E-6,1.050568E-9,1.964772E-10,9.287091E-5,7.054313E-6,9.345058E-9,7.562544E-10,2.387581E-5,2.118292E-4,0.004056642,8.13321E-6,2.717731E-10,1.607825E-7,2.627219E-8,4.516091E-11,2.236224E-7,0.01080108,0.006450575,0.02613314,9.40627,9.592945E-5,533467.3,533467.3
1.013987E-5,15.68049,-3.22777E9,1194.906,1194.906,0.001504235,1.0,0.9488324,9.270629E-6,2.440827E-4,1.188945E-4,1.219387E-4,7.544008E-5,0.001335747,1.300446E-6,2.110238E-5,5.888106E-6,6.50696E-4,8.875258E-5,5.48767E-8,9.740845E-7,1.01987E-5,1.191836E-7,9.30554E-9,2.154889E-7,2.400784E-4,4.790361E-6,7.548501E-5,1.778998E-4,2.636774E-8,3.833322E-6,6.01739E-12,8.072464E-8,1.074807E-10,2.553471E-10,7.880194E-7,1.91353E-4,1.700515E-9,2.104032E-6,1.071635E-9,2.008117E-10,9.378163E-5,7.155827E-6,9.602774E-9,7.726169E-10,2.405771E-5,2.138015E-4,0.004056425,8.20369E-6,2.795918E-10,1.636487E-7,2.664754E-8,4.645691E-11,2.27764E-7,0.01079904,0.006448935,0.02612744,9.406029,9.593003E-5,533453.6,533453.7
1.020091E-5,15.6804,-3.225593E9,1194.873,1194.873,0.001504235,1.0,0.9488131,9.277501E-6,2.464329E-4,1.190709E-4,1.229426E-4,7.547254E-5,0.001346084,1.316968E-6,2.132017E-5,5.889936E-6,6.557689E-4,8.892251E-5,5.565485E-8,9.844493E-7,1.029787E-5,1.206769E-7,9.513501E-9,2.190353E-7,2.41993E-4,4.844666E-6,7.56928E-5,1.795271E-4,2.691497E-8,3.866101E-6,6.172571E-12,8.216685E-8,1.102334E-10,2.599357E-10,7.956247E-7,1.928934E-4,1.728767E-9,2.131757E-6,1.090236E-9,2.046461E-10,9.4578E-5,7.244797E-6,9.831605E-9,7.870836E-10,2.421663E-5,2.155258E-4,0.004056236,8.265186E-6,2.865501E-10,1.661756E-7,2.697711E-8,4.761005E-11,2.314147E-7,0.01079726,0.006447501,0.02612246,9.405819,9.593053E-5,533441.7,533441.7
1.032554E-5,15.68024,-3.221101E9,1194.806,1194.806,0.001504235,1.0,0.9487735,9.290852E-6,2.512412E-4,1.194186E-4,1.249936E-4,7.553473E-5,0.001367198,1.35094E-6,2.176599E-5,5.893362E-6,6.66132E-4,8.926035E-5,5.726132E-8,1.005682E-6,1.050071E-5,1.237427E-7,9.947809E-9,2.2637E-7,2.459056E-4,4.956119E-6,7.610988E-5,1.828564E-4,2.805348E-8,3.933098E-6,6.498503E-12,8.515624E-8,1.160029E-10,2.694551E-10,8.111769E-7,1.96041E-4,1.787291E-9,2.188726E-6,1.128762E-9,2.126101E-10,9.620514E-5,7.427152E-6,1.030934E-8,8.171063E-10,2.454092E-5,2.190478E-4,0.004055851,8.390442E-6,3.011258E-10,1.713982E-7,2.765442E-8,5.002471E-11,2.389583E-7,0.01079362,0.006444572,0.02611229,9.40539,9.593156E-5,533417.4,533417.4
1.040861E-5,15.68012,-3.218076E9,1194.761,1194.761,0.001504235,1.0,0.9487471,9.299259E-6,2.544525E-4,1.196413E-4,1.263614E-4,7.557326E-5,0.001381274,1.373754E-6,2.20639E-5,5.895425E-6,6.730419E-4,8.947894E-5,5.83449E-8,1.019881E-6,1.063613E-5,1.257981E-7,1.024447E-8,2.31327E-7,2.485155E-4,5.03082E-6,7.638259E-5,1.8508E-4,2.88279E-8,3.977795E-6,6.72252E-12,8.718146E-8,1.199591E-10,2.759104E-10,8.215579E-7,1.981403E-4,1.826914E-9,2.226952E-6,1.154841E-9,2.180173E-10,9.72903E-5,7.549174E-6,1.063552E-8,8.374722E-10,2.475691E-5,2.21396E-4,0.004055594,8.473687E-6,3.111142E-10,1.749254E-7,2.810899E-8,5.167882E-11,2.440516E-7,0.0107912,0.00644262,0.02610551,9.405104,9.593224E-5,533401.2,533401.2
1.047045E-5,15.68004,-3.215803E9,1194.727,1194.727,0.001504235,1.0,0.9487275,9.305262E-6,2.568463E-4,1.198025E-4,1.273801E-4,7.560046E-5,0.001391754,1.390826E-6,2.228607E-5,5.896847E-6,6.781875E-4,8.96383E-5,5.915827E-8,1.030477E-6,1.073706E-5,1.273344E-7,1.046911E-8,2.350529E-7,2.504594E-4,5.086641E-6,7.658289E-5,1.867377E-4,2.941259E-8,4.011093E-6,6.892884E-12,8.870625E-8,1.229628E-10,2.807739E-10,8.292936E-7,1.997039E-4,1.856735E-9,2.25554E-6,1.174464E-9,2.220946E-10,9.809846E-5,7.640253E-6,1.08824E-8,8.528196E-10,2.491761E-5,2.231444E-4,0.004055403,8.535532E-6,3.186946E-10,1.775752E-7,2.8449E-8,5.293382E-11,2.478774E-7,0.0107894,0.006441166,0.02610047,9.404891,9.593274E-5,533389.1,533389.1
1.056046E-5,15.67992,-3.212469E9,1194.679,1194.679,0.001504235,1.0,0.9486989,9.313612E-6,2.603361E-4,1.2003E-4,1.288636E-4,7.563777E-5,0.001407013,1.415816E-6,2.261008E-5,5.898741E-6,6.856798E-4,8.986508E-5,6.035285E-8,1.045939E-6,1.088416E-5,1.295802E-7,1.080214E-8,2.405328E-7,2.532908E-4,5.168228E-6,7.687023E-5,1.891543E-4,3.027664E-8,4.059597E-6,7.146633E-12,9.095289E-8,1.274286E-10,2.879454E-10,8.405659E-7,2.01981E-4,1.900654E-9,2.297359E-6,1.203361E-9,2.28112E-10,9.927536E-5,7.773203E-6,1.124824E-8,8.754543E-10,2.51514E-5,2.2569E-4,0.004055125,8.625357E-6,3.299597E-10,1.814703E-7,2.894649E-8,5.47983E-11,2.535E-7,0.01078677,0.006439051,0.02609312,9.404582,9.593347E-5,533371.5,533371.5
1.103568E-5,15.6793,-3.194425E9,1194.424,1194.424,0.001504235,1.0,0.9485481,9.350735E-6,2.788464E-4,1.211042E-4,1.367044E-4,7.579415E-5,0.001487594,1.550282E-6,2.433086E-5,5.905623E-6,7.252625E-4,9.096918E-5,6.685774E-8,1.128234E-6,1.166359E-5,1.416087E-7,1.267671E-8,2.705175E-7,2.682629E-4,5.604962E-6,7.830968E-5,2.019748E-4,3.508377E-8,4.316221E-6,8.598662E-12,1.033236E-7,1.528088E-10,3.275498E-10,9.002611E-7,2.140186E-4,2.142208E-9,2.521802E-6,1.36213E-9,2.614388E-10,1.054954E-4,8.481306E-6,1.330236E-8,1.000502E-9,2.638291E-5,2.391331E-4,0.004053659,9.095606E-6,3.93893E-10,2.027411E-7,3.161879E-8,6.536837E-11,2.841842E-7,0.01077289,0.006427886,0.02605433,9.402947,9.593727E-5,533278.8,533278.8
1.10858E-5,15.67924,-3.192476E9,1194.397,1194.397,0.001504235,1.0,0.9485322,9.354005E-6,2.808064E-4,1.212056E-4,1.37532E-4,7.580689E-5,0.001496093,1.564706E-6,2.451325E-5,5.90606E-6,7.29439E-4,9.107693E-5,6.756314E-8,1.136975E-6,1.174604E-5,1.428934E-7,1.288606E-8,2.737827E-7,2.698438E-4,5.6516E-6,7.845411E-5,2.033325E-4,3.561498E-8,4.343333E-6,8.7632E-12,1.046783E-7,1.556667E-10,3.318991E-10,9.065722E-7,2.152894E-4,2.168639E-9,2.545817E-6,1.379484E-9,2.651074E-10,1.061519E-4,8.556533E-6,1.353115E-8,1.014236E-9,2.651251E-5,2.405509E-4,0.004053505,9.144799E-6,4.010842E-10,2.050532E-7,3.190498E-8,6.65561E-11,2.875175E-7,0.01077143,0.006426709,0.02605024,9.402774,9.593766E-5,533269.0,533269.0
1.129258E-5,15.67897,-3.18438E9,1194.287,1194.287,0.001504235,1.0,0.9484666,9.366232E-6,2.889061E-4,1.216011E-4,1.409474E-4,7.585225E-5,0.001531154,1.624696E-6,2.526736E-5,5.907296E-6,7.4667E-4,9.150463E-5,7.051292E-8,1.17315E-6,1.208662E-5,1.482249E-7,1.377439E-8,2.874643E-7,2.763688E-4,5.845074E-6,7.903521E-5,2.089445E-4,3.785673E-8,4.455264E-6,9.466447E-12,1.103702E-7,1.678407E-10,3.502005E-10,9.326334E-7,2.205335E-4,2.279661E-9,2.645554E-6,1.452325E-9,2.805611E-10,1.088607E-4,8.86785E-6,1.450025E-8,1.072021E-9,2.704652E-5,2.463994E-4,0.004052869,9.346878E-6,4.31703E-10,2.147322E-7,3.309427E-8,7.161056E-11,3.014674E-7,0.01076539,0.006421855,0.02603337,9.402064,9.593928E-5,533228.7,533228.7
1.144783E-5,15.67878,-3.178226E9,1194.204,1194.204,0.001504235,1.0,0.9484174,9.374162E-6,2.950007E-4,1.218752E-4,1.435124E-4,7.587919E-5,0.001557473,1.670226E-6,2.583512E-5,5.90767E-6,7.59607E-4,9.180899E-5,7.276827E-8,1.200423E-6,1.234271E-5,1.522592E-7,1.446704E-8,2.979524E-7,2.812699E-4,5.991446E-6,7.945664E-5,2.131682E-4,3.959172E-8,4.539372E-6,1.002015E-11,1.147497E-7,1.773818E-10,3.643121E-10,9.522216E-7,2.244719E-4,2.365063E-9,2.7211E-6,1.5083E-9,2.924931E-10,1.108947E-4,9.1025E-6,1.525396E-8,1.116566E-9,2.744679E-5,2.507891E-4,0.004052392,9.497689E-6,4.556866E-10,2.221425E-7,3.399583E-8,7.556681E-11,3.121435E-7,0.01076086,0.006418212,0.0260207,9.401531,9.594049E-5,533198.5,533198.5
1.160171E-5,15.67858,-3.172082E9,1194.122,1194.122,0.001504235,1.0,0.9483687,9.381033E-6,3.010521E-4,1.221285E-4,1.460553E-4,7.59002E-5,0.001583553,1.715757E-6,2.639908E-5,5.907597E-6,7.724288E-4,9.209718E-5,7.503781E-8,1.227546E-6,1.259683E-5,1.562833E-7,1.517555E-8,3.085291E-7,2.861291E-4,6.137455E-6,7.986218E-5,2.173626E-4,4.135519E-8,4.622792E-6,1.059116E-11,1.191797E-7,1.871819E-10,3.786134E-10,9.716521E-7,2.283762E-4,2.45144E-9,2.796517E-6,1.564859E-9,3.045979E-10,1.129109E-4,9.335769E-6,1.60231E-8,1.161694E-9,2.784294E-5,2.551386E-4,0.00405192,9.646395E-6,4.803109E-10,2.296072E-7,3.48965E-8,7.962622E-11,3.228946E-7,0.01075638,0.006414604,0.02600816,9.401002,9.594167E-5,533168.6,533168.6
1.169459E-5,15.67847,-3.168339E9,1194.073,1194.073,0.001504235,1.0,0.9483393,9.384695E-6,3.047089E-4,1.222727E-4,1.4759E-4,7.591019E-5,0.001599289,1.743429E-6,2.673999E-5,5.907339E-6,7.801661E-4,9.226474E-5,7.642413E-8,1.243957E-6,1.275032E-5,1.587241E-7,1.561402E-8,3.150006E-7,2.890621E-4,6.225993E-6,8.010109E-5,2.198977E-4,4.244096E-8,4.673159E-6,1.094684E-11,1.218968E-7,1.932664E-10,3.873989E-10,9.833846E-7,2.307327E-4,2.504419E-9,2.842287E-6,1.599521E-9,3.120398E-10,1.141276E-4,9.476858E-6,1.649812E-8,1.189407E-9,2.808174E-5,2.577627E-4,0.004051636,9.735755E-6,4.955951E-10,2.341704E-7,3.544345E-8,8.214458E-11,3.294652E-7,0.01075367,0.006412428,0.02600059,9.400684,9.594238E-5,533150.5,533150.5
1.174741E-5,15.6784,-3.166207E9,1194.045,1194.045,0.001504235,1.0,0.9483225,9.386634E-6,3.067899E-4,1.223519E-4,1.484628E-4,7.5915E-5,0.001608236,1.759229E-6,2.693402E-5,5.907125E-6,7.845656E-4,9.235797E-5,7.721797E-8,1.253303E-6,1.283764E-5,1.60116E-7,1.5867E-8,3.187098E-7,2.907301E-4,6.276487E-6,8.023505E-5,2.213405E-4,4.306552E-8,4.701808E-6,1.115281E-11,1.234564E-7,1.967832E-10,3.924462E-10,9.900582E-7,2.320727E-4,2.534827E-9,2.868397E-6,1.619406E-9,3.16317E-10,1.148195E-4,9.557185E-6,1.677185E-8,1.205325E-9,2.821744E-5,2.592546E-4,0.004051474,9.786443E-6,5.044281E-10,2.367846E-7,3.575559E-8,8.359956E-11,3.332287E-7,0.01075213,0.00641119,0.02599628,9.400503,9.594278E-5,533140.2,533140.2
1.205454E-5,15.67802,-3.153698E9,1193.882,1193.882,0.001504235,1.0,0.9482254,9.395764E-6,3.189098E-4,1.22773E-4,1.535375E-4,7.593098E-5,0.001660233,1.852003E-6,2.80645E-5,5.904943E-6,8.101381E-4,9.287122E-5,8.191341E-8,1.307829E-6,1.334584E-5,1.682644E-7,1.739167E-8,3.406998E-7,3.004289E-4,6.572062E-6,8.098676E-5,2.297456E-4,4.680107E-8,4.868466E-6,1.240589E-11,1.327345E-7,2.18073E-10,4.22546E-10,1.028879E-6,2.398635E-4,2.715757E-9,3.021365E-6,1.737558E-9,3.418483E-10,1.188412E-4,1.002545E-5,1.841599E-8,1.300184E-9,2.900499E-5,2.679236E-4,0.004050536,1.007926E-5,5.578838E-10,2.52262E-7,3.758609E-8,9.239796E-11,3.555036E-7,0.01074319,0.006404002,0.02597128,9.399451,9.594511E-5,533080.6,533080.6
1.215658E-5,15.6779,-3.149497E9,1193.829,1193.829,0.001504235,1.0,0.9481932,9.398021E-6,3.229426E-4,1.228989E-4,1.55223E-4,7.593201E-5,0.001677495,1.883151E-6,2.844079E-5,5.903879E-6,8.186292E-4,9.303145E-5,8.350261E-8,1.326007E-6,1.35148E-5,1.709911E-7,1.791834E-8,3.481607E-7,3.036504E-4,6.670971E-6,8.122664E-5,2.325432E-4,4.808065E-8,4.923852E-6,1.284314E-11,1.358943E-7,2.254613E-10,4.328253E-10,1.041779E-6,2.424509E-4,2.777393E-9,3.072591E-6,1.777743E-9,3.505754E-10,1.201767E-4,1.01814E-5,1.89817E-8,1.33255E-9,2.926606E-5,2.708009E-4,0.004050225,1.017581E-5,5.764302E-10,2.575056E-7,3.81998E-8,9.544795E-11,3.630472E-7,0.01074022,0.006401617,0.02596298,9.399102,9.594587E-5,533060.8,533060.8
1.255262E-5,15.67742,-3.133065E9,1193.62,1193.62,0.001504235,1.0,0.9480683,9.403432E-6,3.386203E-4,1.233248E-4,1.617621E-4,7.5917E-5,0.001744423,2.005559E-6,2.990409E-5,5.898247E-6,8.515565E-4,9.360739E-5,8.981011E-8,1.396835E-6,1.417093E-5,1.816622E-7,2.006135E-8,3.778578E-7,3.161475E-4,7.058067E-6,8.211222E-5,2.43423E-4,5.323242E-8,5.138858E-6,1.464451E-11,1.485291E-7,2.556862E-10,4.740766E-10,1.091841E-6,2.52487E-4,3.023981E-9,3.27323E-6,1.938165E-9,3.856285E-10,1.253555E-4,1.078803E-5,2.127124E-8,1.462251E-9,3.027649E-5,2.819535E-4,0.004049022,1.0547E-5,6.522902E-10,2.783379E-7,4.060721E-8,1.079096E-10,3.930043E-7,0.01072871,0.006392373,0.02593081,9.397749,9.594881E-5,532984.0,532984.0
1.261885E-5,15.67734,-3.130298E9,1193.585,1193.585,0.001504235,1.0,0.9480475,9.403842E-6,3.412448E-4,1.233869E-4,1.628548E-4,7.591175E-5,0.001755601,2.02625E-6,3.014912E-5,5.897088E-6,8.570567E-4,9.369703E-5,9.088575E-8,1.408715E-6,1.428067E-5,1.834592E-7,2.043491E-8,3.829346E-7,3.182357E-4,7.123262E-6,8.225358E-5,2.452451E-4,5.412198E-8,5.174808E-6,1.496192E-11,1.506977E-7,2.609786E-10,4.811808E-10,1.100209E-6,2.541638E-4,3.066332E-9,3.307038E-6,1.965661E-9,3.91669E-10,1.262206E-4,1.088961E-5,2.166832E-8,1.484556E-9,3.044499E-5,2.838156E-4,0.004048822,1.060852E-5,6.655727E-10,2.818933E-7,4.101346E-8,1.100895E-10,3.98115E-7,0.01072679,0.006390829,0.02592543,9.397523,9.59493E-5,532971.2,532971.2
1.300626E-5,15.67688,-3.113999E9,1193.383,1193.383,0.001504235,1.0,0.9479257,9.40359E-6,3.566134E-4,1.237014E-4,1.692428E-4,7.586634E-5,0.001820914,2.148548E-6,3.158405E-5,5.889139E-6,8.891987E-4,9.418561E-5,9.729972E-8,1.478414E-6,1.492259E-5,1.940418E-7,2.271095E-8,4.132771E-7,3.304414E-4,7.507215E-6,8.304317E-5,2.559181E-4,5.949005E-8,5.385075E-6,1.691674E-11,1.637095E-7,2.933595E-10,5.23957E-10,1.149126E-6,2.639639E-4,3.32065E-9,3.506229E-6,2.130405E-9,4.280549E-10,1.312756E-4,1.148444E-5,2.407441E-8,1.618633E-9,3.142803E-5,2.94692E-4,0.004047652,1.096514E-5,7.468488E-10,3.031059E-7,4.341055E-8,1.234143E-10,4.285967E-7,0.01071556,0.006381817,0.02589405,9.396204,9.595212E-5,532896.4,532896.4
1.313005E-5,15.67673,-3.108749E9,1193.318,1193.318,0.001504235,1.0,0.9478869,9.402592E-6,3.615277E-4,1.23785E-4,1.712818E-4,7.58468E-5,0.001841749,2.188065E-6,3.204293E-5,5.886198E-6,8.994537E-4,9.43294E-5,9.939251E-8,1.500747E-6,1.512763E-5,1.97447E-7,2.347141E-8,4.23202E-7,3.343366E-4,7.630773E-6,8.328232E-5,2.593325E-4,6.126442E-8,5.45223E-6,1.757754E-11,1.679839E-7,3.042256E-10,5.380662E-10,1.164738E-6,2.670911E-4,3.404282E-9,3.57035E-6,2.184439E-9,4.400595E-10,1.328882E-4,1.167459E-5,2.487319E-8,1.662765E-9,3.174112E-5,2.981603E-4,0.004047279,1.107789E-5,7.741285E-10,3.10031E-7,4.418355E-8,1.278816E-10,4.38544E-7,0.01071198,0.006378943,0.02588404,9.395784,9.595301E-5,532872.6,532872.6
1.338762E-5,15.67643,-3.097794E9,1193.184,1193.184,0.001504235,1.0,0.9478062,9.399254E-6,3.717574E-4,1.239356E-4,1.755211E-4,7.579916E-5,0.00188505,2.270923E-6,3.29981E-5,5.879524E-6,9.207678E-4,9.461144E-5,1.038114E-7,1.547302E-6,1.555406E-5,2.04566E-7,2.510423E-8,4.441929E-7,3.424334E-4,7.889124E-6,8.376114E-5,2.664419E-4,6.504472E-8,5.591905E-6,1.900816E-11,1.770512E-7,3.276244E-10,5.680885E-10,1.197193E-6,2.735913E-4,3.581851E-9,3.70443E-6,2.298943E-9,4.65604E-10,1.362398E-4,1.207022E-5,2.657997E-8,1.756516E-9,3.239106E-5,3.05366E-4,0.004046506,1.131071E-5,8.328865E-10,3.246567E-7,4.580202E-8,1.374959E-10,4.595472E-7,0.01070454,0.006372973,0.02586324,9.39491,9.595486E-5,532823.0,532823.0
