Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_NC3H7_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_FULVENE_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_C5H5_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_NC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_CYC5H8_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_INDENE_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC12H26_Soln#5 (),Mole_fraction_NC16H34_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
1.402794E-4,15.59717,-9.288473E8,1158.582,1158.582,0.001504235,1.0,0.9264714,3.612057E-6,0.003421901,5.884941E-5,0.001379455,3.556209E-5,0.01345866,4.838916E-5,2.655612E-4,2.326968E-6,0.006517362,8.345737E-5,4.89927E-6,1.816697E-5,1.141768E-4,3.133282E-6,9.989343E-6,1.971653E-5,0.00232968,1.076482E-4,6.89689E-5,0.002273379,5.577867E-6,4.590463E-5,1.997105E-8,1.258575E-5,7.64796E-8,1.410469E-7,7.800476E-6,0.001902268,4.080838E-7,4.396863E-5,1.53944E-7,5.545971E-8,9.376571E-4,8.446825E-5,2.44772E-6,1.669792E-7,1.887545E-4,0.001996132,0.00387399,2.608562E-5,3.022444E-7,1.100066E-5,6.883987E-7,4.319803E-8,1.505027E-5,0.008787195,0.004881466,0.02047272,9.168815,9.644245E-5,520000.3,520000.3
1.404386E-4,15.59711,-9.280036E8,1158.557,1158.557,0.001504235,1.0,0.926456,3.60937E-6,0.003424333,5.881453E-5,0.001380389,3.554128E-5,0.01346708,4.843778E-5,2.65708E-4,2.325307E-6,0.006521341,8.344197E-5,4.905538E-6,1.818226E-5,1.142356E-4,3.136039E-6,1.000951E-5,1.973612E-5,0.002330968,1.077361E-4,6.895104E-5,0.002274846,5.584808E-6,4.593633E-5,2.001718E-8,1.26027E-5,7.658914E-8,1.413422E-7,7.803801E-6,0.001903352,4.087513E-7,4.399658E-5,1.541523E-7,5.55488E-8,9.381599E-4,8.450163E-5,2.45063E-6,1.672431E-7,1.888568E-4,0.001997178,0.003873877,2.607987E-5,3.027698E-7,1.101088E-5,6.889799E-7,4.32709E-8,1.506344E-5,0.008785851,0.004880454,0.02046892,9.168655,9.644285E-5,519991.2,519991.2
1.40555E-4,15.59706,-9.27385E8,1158.539,1158.539,0.001504235,1.0,0.9264447,3.607406E-6,0.003426109,5.878907E-5,0.001381071,3.552609E-5,0.01347322,4.847329E-5,2.658152E-4,2.324095E-6,0.006524246,8.343073E-5,4.910118E-6,1.819343E-5,1.142785E-4,3.138053E-6,1.002425E-5,1.975042E-5,0.002331908,1.078002E-4,6.893799E-5,0.002275917,5.589879E-6,4.595948E-5,2.005092E-8,1.261508E-5,7.666918E-8,1.415581E-7,7.806227E-6,0.001904143,4.092392E-7,4.401698E-5,1.543046E-7,5.561391E-8,9.38527E-4,8.452599E-5,2.452756E-6,1.67436E-7,1.889315E-4,0.001997942,0.003873795,2.607566E-5,3.031538E-7,1.101835E-5,6.894043E-7,4.332415E-8,1.507305E-5,0.00878487,0.004879716,0.02046615,9.168539,9.644314E-5,519984.6,519984.6
1.420265E-4,15.59647,-9.196499E8,1158.31,1158.31,0.001504235,1.0,0.9263027,3.582785E-6,0.00344849,5.846949E-5,0.001389664,3.533538E-5,0.0135506,4.89214E-5,2.671641E-4,2.308884E-6,0.006560823,8.328898E-5,4.967988E-6,1.833427E-5,1.148177E-4,3.163452E-6,1.021119E-5,1.993057E-5,0.002343739,1.086094E-4,6.877393E-5,0.002289403,5.653901E-6,4.62512E-5,2.047919E-8,1.277159E-5,7.768036E-8,1.442976E-7,7.836701E-6,0.001914101,4.154138E-7,4.427379E-5,1.562288E-7,5.643808E-8,9.431434E-4,8.483188E-5,2.479589E-6,1.698786E-7,1.89871E-4,0.002007549,0.003872759,2.602239E-5,3.080141E-7,1.111241E-5,6.947576E-7,4.399799E-8,1.519407E-5,0.00877252,0.004870422,0.02043128,9.167071,9.644678E-5,519901.4,519901.4
1.425647E-4,15.59626,-9.168565E8,1158.227,1158.227,0.001504235,1.0,0.926251,3.573879E-6,0.003456638,5.835367E-5,0.001392792,3.526627E-5,0.01357875,4.908482E-5,2.676541E-4,2.303378E-6,0.006574125,8.323736E-5,4.989127E-6,1.83856E-5,1.150135E-4,3.17271E-6,1.027978E-5,1.999611E-5,0.002348037,1.089041E-4,6.871433E-5,0.002294308,5.677267E-6,4.63574E-5,2.063658E-8,1.282878E-5,7.804973E-8,1.453035E-7,7.847748E-6,0.001917719,4.17674E-7,4.436713E-5,1.569321E-7,5.67398E-8,9.4482E-4,8.494276E-5,2.489378E-6,1.707732E-7,1.902124E-4,0.002011038,0.003872382,2.600287E-5,3.097935E-7,1.114666E-5,6.967087E-7,4.424461E-8,1.523808E-5,0.00876803,0.004867044,0.02041861,9.166538,9.644811E-5,519871.1,519871.2
1.427309E-4,15.59619,-9.159925E8,1158.201,1158.201,0.001504235,1.0,0.9262351,3.571133E-6,0.00345915,5.831802E-5,0.001393757,3.524499E-5,0.01358742,4.913524E-5,2.678051E-4,2.301684E-6,0.006578224,8.322144E-5,4.995653E-6,1.840144E-5,1.150738E-4,3.175565E-6,1.030099E-5,2.001631E-5,0.002349361,1.08995E-4,6.869597E-5,0.00229582,5.684477E-6,4.639015E-5,2.068526E-8,1.284644E-5,7.816374E-8,1.456146E-7,7.851149E-6,0.001918834,4.183722E-7,4.43959E-5,1.571492E-7,5.683301E-8,9.453364E-4,8.497689E-5,2.492398E-6,1.710497E-7,1.903176E-4,0.002012112,0.003872266,2.599684E-5,3.103432E-7,1.115721E-5,6.973105E-7,4.432079E-8,1.525165E-5,0.008766646,0.004866003,0.0204147,9.166373,9.644852E-5,519861.8,519861.8
1.430746E-4,15.59605,-9.142179E8,1158.148,1158.148,0.001504235,1.0,0.9262023,3.565479E-6,0.003464338,5.82445E-5,0.001395748,3.520111E-5,0.01360533,4.92394E-5,2.681167E-4,2.298189E-6,0.006586687,8.318857E-5,5.00914E-6,1.843415E-5,1.151983E-4,3.181463E-6,1.034488E-5,2.005802E-5,0.002352094,1.091827E-4,6.865808E-5,0.002298942,5.699376E-6,4.645776E-5,2.078604E-8,1.288294E-5,7.839938E-8,1.462584E-7,7.858164E-6,0.001921136,4.19816E-7,4.445528E-5,1.57598E-7,5.702577E-8,9.464024E-4,8.50473E-5,2.498638E-6,1.716213E-7,1.905347E-4,0.00201433,0.003872027,2.598437E-5,3.114799E-7,1.117901E-5,6.985536E-7,4.447831E-8,1.527966E-5,0.008763789,0.004863854,0.02040663,9.166034,9.644936E-5,519842.6,519842.6
1.431342E-4,15.59603,-9.139117E8,1158.139,1158.139,0.001504235,1.0,0.9261966,3.564501E-6,0.003465237,5.823177E-5,0.001396093,3.519351E-5,0.01360844,4.925745E-5,2.681707E-4,2.297584E-6,0.006588154,8.318287E-5,5.011479E-6,1.843982E-5,1.152198E-4,3.182486E-6,1.035249E-5,2.006525E-5,0.002352567,1.092152E-4,6.865151E-5,0.002299483,5.701959E-6,4.646948E-5,2.080353E-8,1.288927E-5,7.844025E-8,1.463702E-7,7.859379E-6,0.001921534,4.200664E-7,4.446557E-5,1.576758E-7,5.70592E-8,9.46587E-4,8.505949E-5,2.49972E-6,1.717205E-7,1.905723E-4,0.002014714,0.003871985,2.598221E-5,3.116771E-7,1.118279E-5,6.98769E-7,4.450564E-8,1.528451E-5,0.008763294,0.004863482,0.02040523,9.165975,9.644951E-5,519839.2,519839.2
1.469504E-4,15.59453,-8.9466E8,1157.557,1157.557,0.001504235,1.0,0.9258359,3.503042E-6,0.003522282,5.743119E-5,0.001417976,3.471561E-5,0.01380499,5.040689E-5,2.715824E-4,2.25958E-6,0.006680993,8.282125E-5,5.160847E-6,1.880038E-5,1.165805E-4,3.247499E-6,1.084314E-5,2.052312E-5,0.002382486,1.112813E-4,6.823681E-5,0.002333741,5.866637E-6,4.721287E-5,2.193365E-8,1.329379E-5,8.104948E-8,1.535783E-7,7.93583E-6,0.001946741,4.361236E-7,4.51164E-5,1.626509E-7,5.920366E-8,9.582479E-4,8.582661E-5,2.568629E-6,1.780869E-7,1.929493E-4,0.002038971,0.003869358,2.58434E-5,3.243235E-7,1.142241E-5,7.124694E-7,4.625699E-8,1.559188E-5,0.008731962,0.004839931,0.02031676,9.162252,9.64588E-5,519628.1,519628.1
1.52484E-4,15.5924,-8.681019E8,1156.734,1156.734,0.001504235,1.0,0.9253258,3.417925E-6,0.003603285,5.631787E-5,0.001449016,3.405071E-5,0.01408296,5.205132E-5,2.763823E-4,2.206888E-6,0.006812151,8.230735E-5,5.376136E-6,1.931504E-5,1.184891E-4,3.34028E-6,1.156451E-5,2.117065E-5,0.002424568,1.142215E-4,6.765382E-5,0.00238219,6.102989E-6,4.82682E-5,2.360557E-8,1.387782E-5,8.480837E-8,1.642078E-7,8.04232E-6,0.001982235,4.594716E-7,4.603415E-5,1.698361E-7,6.232436E-8,9.746252E-4,8.689481E-5,2.667345E-6,1.873721E-7,1.962938E-4,0.002073025,0.00386565,2.564161E-5,3.427239E-7,1.176236E-5,7.32019E-7,4.88018E-8,1.602636E-5,0.008687719,0.004806722,0.02019183,9.156993,9.647199E-5,519329.8,519329.8
1.538949E-4,15.59186,-8.615747E8,1156.528,1156.528,0.001504235,1.0,0.9251981,3.396945E-6,0.003623625,5.604257E-5,0.001456803,3.388623E-5,0.01415254,5.246646E-5,2.775794E-4,2.193885E-6,0.00684496,8.217826E-5,5.43078E-6,1.944476E-5,1.18964E-4,3.363661E-6,1.175024E-5,2.133269E-5,0.00243506,1.149609E-4,6.75085E-5,0.002394318,6.162792E-6,4.853313E-5,2.403795E-8,1.402623E-5,8.576201E-8,1.669506E-7,8.068682E-6,0.001991092,4.65435E-7,4.626342E-5,1.716625E-7,6.312198E-8,9.787042E-4,8.715922E-5,2.692289E-6,1.897493E-7,1.971279E-4,0.002081504,0.003864723,2.559016E-5,3.474258E-7,1.184765E-5,7.369455E-7,4.945147E-8,1.613507E-5,0.008676656,0.004798427,0.02016058,9.155677,9.64753E-5,519255.2,519255.2
1.540824E-4,15.59179,-8.607112E8,1156.501,1156.501,0.001504235,1.0,0.9251812,3.394176E-6,0.003626317,5.600625E-5,0.001457834,3.386453E-5,0.01416174,5.252148E-5,2.777376E-4,2.192171E-6,0.006849299,8.216117E-5,5.438031E-6,1.946195E-5,1.190267E-4,3.366759E-6,1.177497E-5,2.135412E-5,0.002436447,1.150588E-4,6.748929E-5,0.002395923,6.170722E-6,4.85682E-5,2.409556E-8,1.404593E-5,8.588855E-8,1.67316E-7,8.072161E-6,0.001992262,4.662274E-7,4.629373E-5,1.719049E-7,6.322798E-8,9.792432E-4,8.719411E-5,2.695596E-6,1.900654E-7,1.972381E-4,0.002082624,0.0038646,2.558332E-5,3.480507E-7,1.185893E-5,7.375982E-7,4.953779E-8,1.614945E-5,0.008675193,0.00479733,0.02015645,9.155503,9.647574E-5,519245.3,519245.4
1.584068E-4,15.59017,-8.41321E8,1155.88,1155.88,0.001504235,1.0,0.9247961,3.331711E-6,0.003687835,5.518454E-5,0.001481372,3.337351E-5,0.01437165,5.378284E-5,2.813371E-4,2.153443E-6,0.006948211,8.177071E-5,5.604833E-6,1.985558E-5,1.20452E-4,3.437696E-6,1.234888E-5,2.184262E-5,0.002467988,1.17298E-4,6.705257E-5,0.002432511,6.35277E-6,4.936941E-5,2.54365E-8,1.449945E-5,8.879834E-8,1.758072E-7,8.150924E-6,0.002018908,4.84527E-7,4.698408E-5,1.774869E-7,6.567721E-8,9.91494E-4,8.798411E-5,2.771442E-6,1.973767E-7,1.997463E-4,0.002108082,0.003861806,2.542582E-5,3.624852E-7,1.211669E-5,7.525449E-7,5.153058E-8,1.647724E-5,0.008641851,0.004772351,0.02006229,9.151539,9.648575E-5,519020.5,519020.5
1.587186E-4,15.59006,-8.399573E8,1155.836,1155.836,0.001504235,1.0,0.9247687,3.327312E-6,0.003692226,5.512646E-5,0.001483051,3.333879E-5,0.0143866,5.387317E-5,2.815928E-4,2.15071E-6,0.006955254,8.174283E-5,5.616819E-6,1.988374E-5,1.205531E-4,3.442771E-6,1.23905E-5,2.18774E-5,0.002470229,1.17458E-4,6.702155E-5,0.002435118,6.365825E-6,4.942659E-5,2.553399E-8,1.453207E-5,8.900737E-8,1.764238E-7,8.156495E-6,0.002020802,4.858471E-7,4.703319E-5,1.778884E-7,6.585399E-8,9.923638E-4,8.803998E-5,2.776877E-6,1.979051E-7,1.999245E-4,0.002109889,0.003861607,2.541448E-5,3.635268E-7,1.213507E-5,7.536142E-7,5.167429E-8,1.650058E-5,0.008639477,0.004770574,0.02005559,9.151256,9.648647E-5,519004.5,519004.5
1.588237E-4,15.59002,-8.39495E8,1155.821,1155.821,0.001504235,1.0,0.9247594,3.325823E-6,0.003693705,5.510692E-5,0.001483616,3.332711E-5,0.01439164,5.390361E-5,2.81679E-4,2.14979E-6,0.006957626,8.173345E-5,5.62086E-6,1.989323E-5,1.205872E-4,3.444481E-6,1.240454E-5,2.188911E-5,0.002470984,1.175119E-4,6.70111E-5,0.002435995,6.370225E-6,4.944585E-5,2.556689E-8,1.454306E-5,8.907782E-8,1.766318E-7,8.15837E-6,0.00202144,4.862922E-7,4.704972E-5,1.780238E-7,6.59136E-8,9.926567E-4,8.805879E-5,2.778708E-6,1.980833E-7,1.999846E-4,0.002110497,0.003861541,2.541066E-5,3.638781E-7,1.214127E-5,7.539745E-7,5.172275E-8,1.650844E-5,0.008638678,0.004769976,0.02005333,9.151161,9.648671E-5,518999.1,518999.1
1.605143E-4,15.58939,-8.321748E8,1155.583,1155.583,0.001504235,1.0,0.9246115,3.30217E-6,0.003717407,5.479489E-5,0.001492678,3.314059E-5,0.01447228,5.439201E-5,2.830569E-4,2.135115E-6,0.006995598,8.1583E-5,5.685772E-6,2.004543E-5,1.211316E-4,3.471903E-6,1.263086E-5,2.207659E-5,0.002483055,1.183759E-4,6.6844E-5,0.002450052,6.440856E-6,4.975449E-5,2.609777E-8,1.471976E-5,9.020959E-8,1.799873E-7,8.188308E-6,0.002031645,4.934543E-7,4.73144E-5,1.80199E-7,6.687294E-8,9.973401E-4,8.835909E-5,2.808099E-6,2.009522E-7,2.009446E-4,0.002120227,0.003860468,2.534924E-5,3.6953E-7,1.224048E-5,7.597529E-7,5.250235E-8,1.663428E-5,0.008625882,0.0047604,0.0200172,9.14964,9.649057E-5,518912.8,518912.8
1.609975E-4,15.58922,-8.301049E8,1155.515,1155.515,0.001504235,1.0,0.9245694,3.295483E-6,0.00372415,5.470651E-5,0.001495255,3.308776E-5,0.0144952,5.453117E-5,2.834481E-4,2.130962E-6,0.007006389,8.154021E-5,5.704296E-6,2.008878E-5,1.212861E-4,3.479713E-6,1.269572E-5,2.212986E-5,0.002486481,1.186218E-4,6.679657E-5,0.002454047,6.460993E-6,4.98423E-5,2.625008E-8,1.47702E-5,9.053251E-8,1.809494E-7,8.196789E-6,0.002034543,4.955017E-7,4.738958E-5,1.8082E-7,6.714726E-8,9.986693E-4,8.844416E-5,2.816475E-6,2.01773E-7,2.012172E-4,0.002122988,0.003860164,2.533171E-5,3.71146E-7,1.226869E-5,7.613986E-7,5.272518E-8,1.667004E-5,0.008622247,0.004757679,0.02000693,9.149207,9.649167E-5,518888.3,518888.3
1.611518E-4,15.58916,-8.294438E8,1155.493,1155.493,0.001504235,1.0,0.924556,3.293349E-6,0.003726301,5.467836E-5,0.001496077,3.307093E-5,0.01450251,5.457557E-5,2.835728E-4,2.129638E-6,0.007009829,8.152656E-5,5.71021E-6,2.010261E-5,1.213353E-4,3.482205E-6,1.271644E-5,2.214684E-5,0.002487574,1.187003E-4,6.678145E-5,0.002455321,6.467419E-6,4.98703E-5,2.629877E-8,1.47863E-5,9.063559E-8,1.81257E-7,8.19949E-6,0.002035467,4.961556E-7,4.741355E-5,1.810183E-7,6.723488E-8,9.990929E-4,8.847126E-5,2.819148E-6,2.020353E-7,2.013041E-4,0.002123868,0.003860067,2.532611E-5,3.716621E-7,1.227769E-5,7.619236E-7,5.279635E-8,1.668144E-5,0.008621087,0.004756812,0.02000366,9.149069,9.649202E-5,518880.4,518880.4
1.614815E-4,15.58904,-8.280409E8,1155.447,1155.447,0.001504235,1.0,0.9245274,3.28881E-6,0.003730891,5.461835E-5,0.001497831,3.303506E-5,0.0145181,5.467037E-5,2.838389E-4,2.12682E-6,0.00701717,8.149743E-5,5.722839E-6,2.013213E-5,1.214403E-4,3.487524E-6,1.276075E-5,2.218307E-5,0.002489904,1.188677E-4,6.67492E-5,0.00245804,6.481141E-6,4.993007E-5,2.640289E-8,1.48207E-5,9.085573E-8,1.819145E-7,8.205251E-6,0.002037437,4.975528E-7,4.746468E-5,1.814418E-7,6.74221E-8,9.999965E-4,8.852905E-5,2.824854E-6,2.025956E-7,2.014895E-4,0.002125745,0.00385986,2.531415E-5,3.727649E-7,1.229689E-5,7.630444E-7,5.29484E-8,1.670577E-5,0.008618614,0.004754962,0.01999667,9.148775,9.649276E-5,518863.8,518863.8
1.616161E-4,15.58899,-8.274672E8,1155.428,1155.428,0.001504235,1.0,0.9245158,3.286959E-6,0.003732763,5.45939E-5,0.001498547,3.302044E-5,0.01452446,5.470905E-5,2.839473E-4,2.125672E-6,0.007020164,8.148554E-5,5.727994E-6,2.014418E-5,1.214831E-4,3.489694E-6,1.277885E-5,2.219785E-5,0.002490854,1.18936E-4,6.673605E-5,0.002459148,6.486741E-6,4.995444E-5,2.644544E-8,1.483474E-5,9.094558E-8,1.821832E-7,8.207598E-6,0.002038241,4.981233E-7,4.748553E-5,1.816146E-7,6.749855E-8,0.001000365,8.85526E-5,2.827183E-6,2.028245E-7,2.01565E-4,0.00212651,0.003859775,2.530927E-5,3.732152E-7,1.230473E-5,7.635017E-7,5.301048E-8,1.671569E-5,0.008617606,0.004754207,0.01999382,9.148655,9.649307E-5,518856.9,518857.0
1.620764E-4,15.58882,-8.255162E8,1155.364,1155.364,0.001504235,1.0,0.9244759,3.280648E-6,0.003739159,5.451047E-5,0.001500991,3.297056E-5,0.01454618,5.484124E-5,2.843176E-4,2.121753E-6,0.007030387,8.144495E-5,5.745619E-6,2.018534E-5,1.216292E-4,3.497109E-6,1.284081E-5,2.22483E-5,0.002494097,1.191693E-4,6.669116E-5,0.002462935,6.505882E-6,5.003772E-5,2.659112E-8,1.488275E-5,9.125276E-8,1.831029E-7,8.215608E-6,0.002040984,5.000746E-7,4.755673E-5,1.822057E-7,6.776007E-8,0.001001622,8.863296E-5,2.835142E-6,2.036075E-7,2.018231E-4,0.002129122,0.003859486,2.529258E-5,3.747556E-7,1.233148E-5,7.650643E-7,5.322283E-8,1.674957E-5,0.008614161,0.004751631,0.01998409,9.148245,9.649411E-5,518833.7,518833.7
1.638794E-4,15.58817,-8.17964E8,1155.114,1155.114,0.001504235,1.0,0.9243208,3.256198E-6,0.003764081,5.418699E-5,0.001510512,3.277716E-5,0.01463073,5.53572E-5,2.857575E-4,2.106571E-6,0.007070175,8.128681E-5,5.814528E-6,2.034592E-5,1.221969E-4,3.526036E-6,1.308413E-5,2.244462E-5,0.002506706,1.200789E-4,6.651666E-5,0.002477674,6.58064E-6,5.036221E-5,2.716399E-8,1.507053E-5,9.245358E-8,1.867178E-7,8.246676E-6,0.002051653,5.077187E-7,4.78337E-5,1.845179E-7,6.878484E-8,0.00100651,8.894465E-5,2.866213E-6,2.066776E-7,2.028262E-4,0.002139272,0.003858364,2.522732E-5,3.807906E-7,1.243569E-5,7.711603E-7,5.405456E-8,1.688142E-5,0.008600758,0.00474161,0.01994624,9.146651,9.649816E-5,518743.3,518743.3
1.703018E-4,15.58587,-7.921071E8,1154.242,1154.242,0.001504235,1.0,0.9237792,3.172205E-6,0.003851401,5.307204E-5,0.001543841,3.211032E-5,0.014926,5.717477E-5,2.907659E-4,2.054369E-6,0.00720901,8.073295E-5,6.05864E-6,2.091077E-5,1.241666E-4,3.627761E-6,1.395881E-5,2.312884E-5,0.002550544,1.232705E-4,6.591011E-5,0.002529146,6.844542E-6,5.149891E-5,2.92319E-8,1.57366E-5,9.67045E-8,1.997428E-7,8.353865E-6,0.002088778,5.349637E-7,4.879866E-5,1.927212E-7,7.244131E-8,0.001023482,9.002042E-5,2.975752E-6,2.176568E-7,2.06315E-4,0.002174508,0.003854447,2.499619E-5,4.023123E-7,1.280031E-5,7.926011E-7,5.701769E-8,1.734139E-5,0.008554008,0.004706694,0.01981421,9.141089,9.651237E-5,518427.8,518427.9
1.706661E-4,15.58574,-7.906938E8,1154.193,1154.193,0.001504235,1.0,0.9237489,3.167588E-6,0.003856285,5.301052E-5,0.001545704,3.207352E-5,0.01494247,5.727688E-5,2.910444E-4,2.051495E-6,0.007216749,8.070198E-5,6.072419E-6,2.094247E-5,1.242759E-4,3.633468E-6,1.400878E-5,2.316694E-5,0.00255298,1.234493E-4,6.587641E-5,0.002532017,6.859395E-6,5.156249E-5,2.935042E-8,1.577424E-5,9.694429E-8,2.004883E-7,8.359784E-6,0.002090843,5.365092E-7,4.885238E-5,1.931848E-7,7.264893E-8,0.001024424,9.007984E-5,2.98191E-6,2.182814E-7,2.065089E-4,0.002176464,0.003854229,2.498315E-5,4.035337E-7,1.282068E-5,7.938043E-7,5.718572E-8,1.736702E-5,0.008551403,0.00470475,0.01980685,9.140779,9.651317E-5,518410.3,518410.3
1.707498E-4,15.58571,-7.903598E8,1154.182,1154.182,0.001504235,1.0,0.923742,3.16651E-6,0.003857406,5.299641E-5,0.001546132,3.206507E-5,0.01494625,5.730034E-5,2.911083E-4,2.050833E-6,0.007218526,8.069487E-5,6.075585E-6,2.094975E-5,1.24301E-4,3.634779E-6,1.402027E-5,2.317568E-5,0.00255354,1.234904E-4,6.586867E-5,0.002532676,6.862807E-6,5.157709E-5,2.937769E-8,1.578288E-5,9.699938E-8,2.006597E-7,8.361142E-6,0.002091317,5.368644E-7,4.886471E-5,1.932913E-7,7.269665E-8,0.00102464,9.009348E-5,2.983325E-6,2.18425E-7,2.065534E-4,0.002176913,0.003854179,2.498016E-5,4.038145E-7,1.282536E-5,7.940806E-7,5.722434E-8,1.737291E-5,0.008550805,0.004704304,0.01980516,9.140708,9.651335E-5,518406.2,518406.2
1.710251E-4,15.58562,-7.892927E8,1154.145,1154.145,0.001504235,1.0,0.9237192,3.163042E-6,0.003861093,5.295004E-5,0.001547538,3.203732E-5,0.01495868,5.737746E-5,2.913183E-4,2.048665E-6,0.007224365,8.067149E-5,6.085996E-6,2.097369E-5,1.243834E-4,3.639089E-6,1.405808E-5,2.320442E-5,0.002555377,1.236253E-4,6.584324E-5,0.002534843,6.874025E-6,5.162507E-5,2.94674E-8,1.581133E-5,9.718055E-8,2.012239E-7,8.365602E-6,0.002092875,5.380329E-7,4.890524E-5,1.936417E-7,7.285364E-8,0.001025351,9.013827E-5,2.987976E-6,2.188973E-7,2.066997E-4,0.002178388,0.003854014,2.497031E-5,4.047379E-7,1.284073E-5,7.949891E-7,5.735137E-8,1.739225E-5,0.008548839,0.004702838,0.01979961,9.140474,9.651395E-5,518393.0,518393.0
1.711246E-4,15.58558,-7.88913E8,1154.132,1154.132,0.001504235,1.0,0.923711,3.16179E-6,0.003862424,5.293331E-5,0.001548046,3.202732E-5,0.01496316,5.740531E-5,2.913941E-4,2.047885E-6,0.007226473,8.066305E-5,6.089758E-6,2.098233E-5,1.244132E-4,3.640645E-6,1.407175E-5,2.321479E-5,0.00255604,1.23674E-4,6.583407E-5,0.002535625,6.878078E-6,5.16424E-5,2.949985E-8,1.58216E-5,9.7246E-8,2.014279E-7,8.367212E-6,0.002093437,5.384551E-7,4.891987E-5,1.937683E-7,7.291037E-8,0.001025607,9.015443E-5,2.989656E-6,2.190681E-7,2.067525E-4,0.00217892,0.003853955,2.496675E-5,4.050717E-7,1.284629E-5,7.953172E-7,5.739728E-8,1.739923E-5,0.00854813,0.004702308,0.01979761,9.140389,9.651417E-5,518388.2,518388.2
1.712754E-4,15.58553,-7.883231E8,1154.112,1154.112,0.001504235,1.0,0.9236985,3.15988E-6,0.00386444,5.290799E-5,0.001548815,3.201217E-5,0.01496996,5.74475E-5,2.915089E-4,2.046703E-6,0.007229665,8.065027E-5,6.095456E-6,2.099542E-5,1.244582E-4,3.643002E-6,1.409246E-5,2.32305E-5,0.002557045,1.237478E-4,6.582017E-5,0.00253681,6.884216E-6,5.166864E-5,2.954902E-8,1.583717E-5,9.734514E-8,2.017371E-7,8.369648E-6,0.002094288,5.390949E-7,4.894202E-5,1.9396E-7,7.299633E-8,0.001025996,9.017889E-5,2.9922E-6,2.193268E-7,2.068324E-4,0.002179726,0.003853865,2.496136E-5,4.055773E-7,1.285469E-5,7.958142E-7,5.746683E-8,1.74098E-5,0.008547055,0.004701507,0.01979457,9.140262,9.65145E-5,518380.9,518380.9
1.882461E-4,15.57977,-7.275947E8,1151.943,1151.943,0.001504235,1.0,0.9223503,2.96084E-6,0.004083992,5.023911E-5,0.001632398,3.041466E-5,0.015705,6.208921E-5,3.038323E-4,1.922676E-6,0.007574462,7.926138E-5,6.729273E-6,2.243225E-5,1.292674E-4,3.901529E-6,1.646243E-5,2.491921E-5,0.002664722,1.318056E-4,6.433091E-5,0.002664959,7.562114E-6,5.452555E-5,3.521772E-8,1.757326E-5,1.083556E-7,2.37282E-7,8.626938E-6,0.00218573,6.11068E-7,5.132724E-5,2.15354E-7,8.269334E-8,0.001067532,9.276598E-5,3.272508E-6,2.486578E-7,2.154088E-4,0.002265879,0.003844149,2.436567E-5,4.625324E-7,1.376713E-5,8.503506E-7,6.528583E-8,1.855049E-5,0.008431083,0.004615185,0.01946703,9.126456,9.655019E-5,517597.9,517598.0
